Assamese,Tamil
যুগ সৃষ্টিকাৰী মানুহ,சகாப்தத்தை உருவாக்கும் மனிதன்
ইপ&#39;নিম,பெயர்ச்சொல்
ইকুৱেৰী,குதிரைப்படை
ইকুৱেৰী,குதிரைப்படை
অশ্বাৰোহীৰ মূৰ্তি,குதிரையேற்ற சிலை
যুগ,சகாப்தம்
এৰগাষ্টুলাম,எர்கஸ்டுலம்
ইউখাৰিষ্ট,நற்கருணை
ইভানজেলিজম,சுவிசேஷம்
ইভানজেলিকেল আন্দোলন,சுவிசேஷ இயக்கம்
ইভানজেলিষ্ট,சுவிசேஷகர்
Exarch,Exarch
এক্সাইলাৰ্ক,Exilarch
ফেলেংগিষ্ট,ஃபாலாங்கிஸ்ட்
পিতৃ ভূমি,தந்தை நிலம்
পিতৃ ভূমি,தந்தை நிலம்
ফেৰিয়া,ஃபெரியா
ফেটিছ,ஃபெட்டிஷ்
সামন্তীয় হোল্ডিংছ,நிலப்பிரபுத்துவ சொத்துக்கள்
সামন্তবাদ (=সামন্তীয় ব্যৱস্থা),நிலப்பிரபுத்துவம் (=நிலப்பிரபுத்துவ அமைப்பு)
সামন্তীয় ব্যৱস্থা,நிலப்பிரபுத்துவ அமைப்பு
সামন্তীয়,நிலப்பிரபுத்துவம் கொண்டவர்
ফিডেই ডিফেন্সৰ (=বিশ্বাসৰ ৰক্ষক),Fidei defensor (=நம்பிக்கையின் பாதுகாவலர்)
ফিফ,ஃபிஃப்
ক্ষেত্ৰ ব্যৱস্থা,கள அமைப்பு
পোন্ধৰতম কৰ,பதினைந்தாவது வரி
চিত্ৰৰ মূৰ,உருவத் தலை
ফিন ডি ছিকেল,ஃபின் டி சீக்கிள்
জুই খোৱা,நெருப்பு உண்பவர்
পাঁচ মাইল আইন,ஐந்து மைல் சட்டம்
পতাকা,கொடி
ফ্লেমেন ডায়েলিছ,ஃபிளமன் டயாலிஸ்
ফ্লেমেন মাৰ্চিয়ালিছ,ஃபிளமன் மார்ஷியலிஸ்
জ্বলি থকা টৰ্চ,எரியும் ஜோதி
ফ্লেংক,பக்கவாட்டு
ফ্লেংকিং মুভমেণ্ট,பக்கவாட்டு இயக்கம்
ফুলি উঠা সভ্যতা,செழிக்கும் நாகரிகம்
নদীবাদী বিশ্বাস,ஃப்ளூவியலிஸ்டிக் நம்பிக்கை
লোক দেৱতা,நாட்டுப்புற கடவுள்
লোক দেৱী,நாட்டுப்புற தெய்வம்
লোক স্মৃতি,நாட்டுப்புற நினைவகம்
লোক মিথ (=folklore),நாட்டுப்புற புராணம் (=நாட்டுப்புறவியல்)
খাদ্য বিচাৰি ফুৰা,இரை தேடும்
আক্ৰমণ,களமிறங்குதல்
পূৰ্বপুৰুষ,முன்னோடி
পূৰ্বপুৰুষ,முன்னோர்
আগশাৰীৰ,முன்னோடி
নিঃসংগ আশা,கெட்ட நம்பிக்கை
গঠনমূলক পৰ্যায়,உருவாக்கும் நிலை
দুৰ্গ,கோட்டை
দুৰ্গ নিৰ্মাণ,வலுவூட்டல்
দুৰ্গম চহৰ,அரணான நகரம்
দুৰ্গ,கோட்டை
ফৰ্তুনা,Fortuna
ফ&#39;ৰাম ৰোমানম,மன்றம் ரோமானம்
ফ্ৰান্সিস্কান,பிரான்சிஸ்கன்
ফ্ৰেংকলিন,பிராங்க்ளின்
ভাতৃঘাতী যুদ্ধ,சகோதர யுத்தம்
ফ্ৰী চাৰ্চ,இலவச தேவாலயம்
ফ্ৰীহোল্ডাৰ,இலவச உரிமையாளர்
ফ্ৰীলান্স সৈনিক,சுதந்திர சிப்பாய்
ফ্ৰীলান্স সৈনিক,சுதந்திர சிப்பாய்
ফ্ৰীমেন,ஃப்ரீமேன்
ফ্ৰীমেন,ஃப்ரீமேன்
ফ্ৰীপাছ,இலவச நுழைவு சீட்டு
ফৰাচী বিপ্লৱ,பிரஞ்சு புரட்சி
ফ্ৰাইয়াৰ,துறவி
ফ্ৰিয়াছিয়ান ভাড়াতীয়া,ஃப்ராசியன் கூலிப்படையினர்
সীমান্ত&#39;এ মানুহ,எல்லைப்புற மனிதன்
গেলিয়ন,கேலியன்
গ্যালিকান (=গ্যালিকানিষ্ট),காலிகன் (=கல்லிகனிஸ்ட்)
গ্যালিকানিজম,கல்லிக்கனிசம்
গেৰিছন,பாதுகாப்பு அரண்
গল,கோல்
গাউণ্টলেট,கௌண்ட்லெட்
গাউণ্টলেট,கௌண்ட்லெட்
গেজেবো,கெஸெபோ
গেজেবো,கெஸெபோ
গেজেবো,கெஸெபோ
বংশাৱলীৰ ইতিহাস,மரபியல் வரலாறு
বংশাৱলীৰ ৰেকৰ্ড,மரபியல் பதிவு
বংশাৱলীৰ তালিকা,மரபியல் அட்டவணை
বংশাৱলীৰ গছ,மரபுவழி மரம்
বংশাৱলী,மரபியல்
বংশাৱলী,மரபியல்
প্ৰজন্ম,தலைமுறை
গণহত্যা,இனப்படுகொலை
অনা-ইহুদী,புறஜாதி
অনা-ইহুদী,புறஜாதி
অনা-ইহুদী,புறஜாதி
অনা-ইহুদী,புறஜாதி
গেট্টো,கெட்டோ
গেট্টো,கெட்டோ
গিবেট,கிபெட்
গিল্ড (=গিল্ড),கில்ட் (=கில்ட்)
গ্লেডিয়েটাৰ,கிளாடியேட்டர்
গৌৰৱময় বিপ্লৱ,புகழ்பெற்ற புரட்சி
গোল্ডেন হৰ্ড,கோல்டன் ஹார்ட்
গ্ৰেণ্ড এলায়েন্স,மகா கூட்டணி
গ্ৰেণ্ডী,பேரறிஞர்
গ্ৰেণ্ড চাইন&#39;ৰ,கிராண்ட் சிக்னர்
গ্ৰেণ্ড চাইন&#39;ৰ,கிராண்ட் சிக்னர்
মহান গৃহযুদ্ধ,பெரும் உள்நாட்டுப் போர்
মহান প্ৰস্থান (বুদ্ধৰ),பெரிய புறப்பாடு (புத்தரின்)
বৃহত্তৰ ভাৰত,பெரிய இந்தியா
গ্ৰেট হেলাছ,கிரேட் ஹெல்லாஸ்
গ্ৰেট হৰ্ড,பெரிய கூட்டம்
মহান পৰিত্যাগ (=মহান প্ৰস্থান),பெரிய துறவு (=பெரும் புறப்பாடு)
গ্ৰেট ছিল,பெரிய முத்திரை
গ্ৰেট ট্ৰেক,பெரிய டிராக்
গ্ৰেট ভেহিকেল,பெரிய வாகனம்
চীনৰ গ্ৰেট ৱাল,சீனப் பெருஞ்சுவர்
গ্ৰেভ,க்ரீவ்
গাৰ্ড-চেম্বাৰ,காவலர்-அறை
গাৰ্ড-চেম্বাৰ,காவலர்-அறை
গাৰ্ড-চেম্বাৰ,காவலர்-அறை
গুপ্তাছ,குப்தாக்கள்
হেজিঅ’গ্ৰাফী,ஹாகியோகிராபி
হেজিঅ’গ্ৰাফী,ஹாகியோகிராபி
হেজিঅ’লজি,ஹேகியோலஜி
হেজিঅ’লজি,ஹேகியோலஜி
ব্যক্তিগত দৰ্শকৰ হল,தனிப்பட்ட பார்வையாளர்களின் மண்டபம்
ৰাজহুৱা দৰ্শকৰ হল,பொது பார்வையாளர்களின் மண்டபம்
হেচমেণ্ট,குஞ்சு பொரிப்பது
হেথেন,ஹீத்தன்
হেথেন,ஹீத்தன்
হেথেনিজম,ஹீத்தனிசம்
হেগিৰা (হেজেৰা),ஹெகிரா (ஹெஜேரா)
হেলেনিজম,ஹெலனிசம்
হেলট,ஹெலட்
হেৰাল্ড্ৰি,ஹெரால்ட்ரி
ঐতিহ্য,பாரம்பரியம்
হাইৰ’গ্লিফিক ৰৈখিক আখৰ,ஹைரோகிளிஃபிக் நேரியல் எழுத்துக்கள்
হাইৰ&#39;গ্লিফিক লিপি,ஹைரோகிளிஃபிக் ஸ்கிரிப்ட்
হাই চাৰ্চ,உயர் தேவாலயம்
হাই লেণ্ডাৰ,உயர் லேண்டர்
হিন্দু ধৰ্ম,இந்து மதம்
ইতিহাসবিদ,வரலாற்றாசிரியர்
ইতিহাসবিদ,வரலாற்றாசிரியர்
ঐতিহাসিক বস্তুবাদ,வரலாற்று பொருள்முதல்வாதம்
ঐতিহাসিক যুগ,வரலாற்று சகாப்தம்
ঐতিহাসিক সীমান্ত,வரலாற்று எல்லை
ইতিহাসবিদ,வரலாற்றாசிரியர்
ইতিহাসবিদ,வரலாற்றாசிரியர்
ইতিহাস লেখা,வரலாற்று வரலாறு
ইতিহাস লেখা,வரலாற்று வரலாறு
ইতিহাস,வரலாறு
হিট্টী সাম্ৰাজ্য,ஹிட்டிட் பேரரசு
পবিত্ৰ মিত্ৰতা,புனித கூட்டணி
পবিত্ৰ নগৰ,புனித நகரம்
পবিত্ৰ নগৰ,புனித நகரம்
পবিত্ৰ ভূমি,புனித நிலம்
পবিত্ৰ ভূমি,புனித நிலம்
হলি লীগ,புனித லீக்
হলি লীগ,புனித லீக்
পবিত্ৰ ৰোমান সাম্ৰাজ্য (=The Empire),புனித ரோமானியப் பேரரசு (=பேரரசு)
পবিত্ৰ সাগৰ,புனித கடல்
পবিত্ৰ সাগৰ,புனித கடல்
পবিত্ৰ যুদ্ধ,புனிதப் போர்
পবিত্ৰ যুদ্ধ,புனிதப் போர்
গৃহ চৰকাৰ,உள்நாட்டு அரசாங்கம்
হোম গাৰ্ড,ஊர்க்காவல்படை
গৃহভূমি,தாயகம்
গৃহ শাসন,வீட்டு விதி
হোম ৰুল,வீட்டு விதி
হৰ্ড,கூட்டம்
হৰ্ড,கூட்டம்
শত্ৰুতাপূৰ্ণ দেশ,விரோத நாடு
শত্ৰুতাপূৰ্ণ ভূমি,பகை நிலம்
hot pursuit,ஒருவரை துரத்தி செல்லுதல்
ঘৰ,வீடு
ঘৰ,வீடு
হাউচ অৱ কমনছ,ஹவுஸ் ஆஃப் காமன்ஸ்
হাউচ অৱ লৰ্ডছ,ஹவுஸ் ஆஃப் லார்ட்ஸ்
প্ৰতিনিধি সদন,பிரதிநிதிகள் சபை
হুগুয়েনট,ஹ்யூஜினோட்ஸ்
মানৱতাবাদ,மனிதநேயம்
মানৱতাবাদী,மனிதநேயவாதி
শত Yesrs&#39; যুদ্ধ,நூறு யேசர்ஸ் போர்
হাংকাৰ,ஹங்கர்
ইবাদাত খানা (পূজাৰ ঘৰ),இபாதத் கானா (வழிபாட்டு இல்லம்)
আইকনক্লাষ্ট,ஐகானோக்ளாஸ்ட்
মূৰ্তিপূজক,உருவ வழிபாடு செய்பவர்
ইলাহি যুগ,இலாஹி சகாப்தம்
অবৈধ যুদ্ধ,சட்டவிரோத போர்
আলোকিত পাণ্ডুলিপি,ஒளிரும் கையெழுத்துப் பிரதி
সচিত্ৰ পাণ্ডুলিপি,விளக்கப்பட கையெழுத்துப் பிரதி
সচিত্ৰ পাণ্ডুলিপি,விளக்கப்பட கையெழுத்துப் பிரதி
ইমাম (ইমাউম),இமாம் (இம்மாம்)
ইমামত,இமாமேட்
ইমামত,இமாமேட்
ইমাম্বৰা,இமாம்பரா
ইম্পেৰিয়েল,ஏகாதிபத்தியம்
ইম্পেৰিয়েল চিটি,ஏகாதிபத்திய நகரம்
সাম্ৰাজ্যবাদ,ஏகாதிபத்தியம்
ইম্পেৰিয়েল পছন্দ,ஏகாதிபத்திய விருப்பம்
নীতিহীনতা,முறையற்ற தன்மை
ভণ্ড,வஞ்சகர்
কাৰাবাস,சிறைவாசம்
কাৰাবাস,சிறைவாசம்
আক্ৰমণ,ஊடுருவல்
আক্ৰমণকাৰী,ஊடுருவல்காரன்
স্বাধীনতা,சுதந்திரம்
স্বাধীনতা দিৱস,சுதந்திர தினம்
স্বাধীনতা প্ৰেক্ষাগৃহ,சுதந்திர மண்டபம்
ভাৰতীয় আমেৰিকান (=ৰেড ইণ্ডিয়ান=আমেৰিকান ইণ্ডিয়ান),இந்தியன் அமேரியன் (=சிவப்பு இந்தியன்=அமெரிக்க இந்தியன்)
ইণ্ডিয়ান হোম ৰুল লীগ,இந்தியன் ஹோம் ரூல் லீக்
ঔদ্যোগিক বিপ্লৱ,தொழில் புரட்சி
কাফিৰ,காஃபிர்
কাফিৰ,காஃபிர்
অনুপ্ৰৱেশ,ஊடுருவல்
অনুপ্ৰৱেশকাৰী,ஊடுருவி
তথ্যদাতা,தகவல் தருபவர்
তথ্যদাতা,தகவல் தருபவர்
তথ্যদাতা,தகவல் தருபவர்
তথ্যদাতা,தகவல் தருபவர்
প্ৰৱেশ,நுழைவு
প্ৰৱেশ,நுழைவு
প্ৰৱেশ,நுழைவு
বাসস্থান,குடியிருப்பு
বাসিন্দা,வசிப்பிடத்தை
উত্তৰাধিকাৰ,பரம்பரை
উত্তৰাধিকাৰ,பரம்பரை
উত্তৰাধিকাৰ,பரம்பரை
শিলালিপি,கல்வெட்டு
চিহ্ন,சின்னம்
যোগদানৰ যন্ত্ৰ,அணுகல் கருவி
চৰকাৰৰ আহিলা,அரசாங்கத்தின் கருவி
বিদ্ৰোহ (বিদ্ৰোহ),கிளர்ச்சி (கிளர்ச்சி)
বিদ্ৰোহী,கிளர்ச்சியாளர்
বিদ্ৰোহ,கிளர்ச்சி
বিদ্ৰোহ,கிளர்ச்சி
সংহতি,ஒருங்கிணைப்பு
ৰেকৰ্ডৰ অখণ্ডতা,பதிவுகளின் நேர்மை
ৰাজ্যসমূহৰ অখণ্ডতা,மாநிலங்களின் ஒருமைப்பாடு
বুদ্ধিমান (Intelligentzia),புத்திஜீவிகள் (புத்திசாலித்தனம்)
মধ্যস্থতা,பரிந்து பேசுதல்
মধ্যস্থতাকাৰী,பரிந்து பேசுபவர்
মধ্যস্থতাকাৰী,இடைத்தரகர்
আন্তৰ্জাতিকতাবাদ,சர்வதேசியம்
আন্তৰ্জাতিকতাবাদ,சர்வதேசியம்
আন্তৰ্জাতিকতাবাদী,சர்வதேசியவாதி
আন্তঃসংযোগী যুদ্ধ,உள்நாட்டுப் போர்
ইণ্টাৰনী,பயிற்சியாளர்
ইণ্টাৰনী,பயிற்சியாளர்
ইণ্টাৰনী শিবিৰ,பயிற்சி முகாம்
আৱদ্ধ কৰি ৰখা,அடைப்பு
আৱদ্ধ কৰি ৰখা,அடைப்பு
আৱদ্ধ কৰি ৰখা,அடைப்பு
Internuncio,இன்டர்னுன்சியோ
ব্যাখ্যাকৰোতা,மொழிபெயர்ப்பாளர்
ব্যাখ্যাকৰোতা,மொழிபெயர்ப்பாளர்
ব্যাখ্যাকৰোতা,மொழிபெயர்ப்பாளர்
হস্তক্ষেপ,தலையீடு
ইনটেষ্টেচি,குடலிறக்கம்
ইনটেষ্টেট,குடல்
কুটিলতা,சூழ்ச்சி
অনুপ্ৰৱেশকাৰী,ஊடுருவும் நபர்
অনুপ্ৰৱেশকাৰী,ஊடுருவும் நபர்
অনুপ্ৰৱেশ,ஊடுருவல்
আক্ৰমণ,படையெடுப்பு
আক্ৰমণ,படையெடுப்பு
বিনিয়োগ কৰা,முதலீடு செய்யுங்கள்
বিনিয়োগ কৰা,முதலீடு செய்யுங்கள்
বিনিয়োগ কৰা,முதலீடு செய்யுங்கள்
বিনিয়োগ কৰা,முதலீடு செய்யுங்கள்
বিনিয়োগ,முதலீடு
বিনিয়োগ,முதலீடு
বিনিয়োগ,முதலீடு
বিনিয়োগ অনুষ্ঠান,முதலீட்டு விழா
জাতীয়তাৰ সৈতে বিনিয়োগ কৰক,தேசியத்துடன் முதலீடு செய்யுங்கள்
অজেয় আৰ্মাডা,வெல்ல முடியாத அர்மடா
অলংঘনীয়তা (ৰাষ্ট্ৰৰ),மீறல் (அரசு)
অলংঘিত অৱস্থা,மீறல் நிலை
অক্ষম দুৰ্গ,அழிக்க முடியாத கோட்டை
লোৰ যুগ,இரும்பு யுகம்
লোহাৰ পৰ্দা,இரும்புத்திரை
লোহাৰ ৰক্ষক,இரும்பு பாதுகாப்பு
লোহাৰ ৰেচন,இரும்பு ரேஷன்
লোহাৰ কাষ,இரும்பு பக்கங்கள்
লোহাৰ টিপযুক্ত কাঁড়,இரும்பு முனை அம்பு
ইষ্টমিয়ান খেল,இஸ்த்மியா விளையாட்டுகள்
জেনিছাৰী,ஜானிசரி
জেনিটৰ,காவலாளி
জেনিটৰ,காவலாளி
জেভেলিন,ஈட்டி
জিম ক&#39;ৰ&#39; ল&#39;ছ,ஜிம் க்ரோ சட்டங்கள்
জিংগো,ஜிங்கோ
জিংগো,ஜிங்கோ
জিংগো,ஜிங்கோ
জিংগোবাদ,ஜிங்கோயிசம்
যৌথ ব্যৱস্থা,கூட்டு நடவடிக்கை
যৌথ নিয়ন্ত্ৰণ,கூட்டு கட்டுப்பாடு
যৌথ দখল,கூட்டு ஆக்கிரமிப்பு
জুৰী,நடுவர் மன்றம்
মাত্ৰ কাৰণ,வெறும் காரணம்
ৰাখক,வை
আৰ্কাইভৰ ৰক্ষক,காப்பக காப்பாளர்
কেটলি-ড্ৰাম,கெட்டில்-டிரம்
মূল শব্দ,முக்கிய வார்த்தை
ৰজা,அரசன்
ৰাজ্য,இராச்சியம்
কিংলেট,கிங்லெட்
ৰজা নিৰ্মাতা,கிங் மேக்கர்
ৰজাৰ পদ,அரசாட்சி
ৰজাৰ পদ,அரசாட்சி
পাকঘৰৰ কেবিনেট,சமையலறை அமைச்சரவை
ৰজা,மாவீரர்
ৰজাৰত্ব,அரசாட்சி
Kinghts হস্পিতালৰ লোক,கிங்ட்ஸ் மருத்துவமனைகள்
নাইটছ অৱ চেণ্ট জন,செயின்ட் ஜான் மாவீரர்கள்
নাইট টেম্পলাৰ,நைட் டெம்ப்ளர்
কু ক্লাক্স ক্লান (KKK),கு க்ளக்ஸ் கிளான் (KKK)
কুমিনতাং,குமிண்டாங்
লেইটি,பாமர மக்கள்
লেন্স,லான்ஸ்
লেন্সাৰ,லான்சர்
পিছলৈ গুপ্তাছ,பின்னர் குப்தர்கள்
বৈধ উত্তৰাধিকাৰী,சட்டப்படியான வாரிசு
আইন-শৃংখলাহীনতা (=বিকাৰ),சட்டமின்மை (=சீர்குலைவு)
আইন-শৃংখলাহীনতা (=বিকাৰ),சட்டமின்மை (=சீர்குலைவு)
আইন প্ৰভুসকল,சட்ட அதிபதிகள்
ধৰ্মপৰায়ণতাৰ নিয়ম,பக்தியின் சட்டம்
লীগ অৱ নেচনছ,உலக நாடுகள் சங்கம்
লিগেচি (=উইল),மரபு (=விருப்பம்)
লিগেচি (=উইল),மரபு (=விருப்பம்)
আইনী উত্তৰাধিকাৰী,சட்டப்படியான வாரிசு
লেগেট,சட்டப்படி
লেগেট,சட்டப்படி
লেগেট,சட்டப்படி
কিংবদন্তী,புராண
কিংবদন্তী,புராண
লিজিয়ন,படையணி
লিজিয়ন,படையணி
লিজিয়ন অৱ অনাৰ,லெஜியன் ஆஃப் ஹானர்
লেচে মহিমা (=lese majeste),Lese majesty (=lese majeste)
ক্ষুদ্ৰ ৰাজ্য,குறைவான மாநிலங்கள்
বিশ্বাসযোগ্যতাৰ পত্ৰ,நம்பிக்கைக் கடிதங்கள்
লিয়েজ-লৰ্ড,லீஜ்-பிரபு
লিয়েজ মানুহ,லீஜ் மனிதன்
লিয়েজ মানুহ,லீஜ் மனிதன்
আজীৱন কাৰাদণ্ড,ஆயுள் தண்டனை
বংশ,பரம்பரை
লিটিল ইংলেণ্ডৰ,குட்டி இங்கிலாந்துக்காரர்
লিটল ভেহিকেল (=ক্ষুদ্ৰ বাহন),சிறிய வாகனம் (=குறைவான வாகனம்)
উপকূলীয় অৱস্থা,கடல்சார் மாநிலம்
লিটাৰ্জী,வழிபாட்டு முறைகள்
লিটাৰ্জী,வழிபாட்டு முறை
স্থানীয় আনুগত্য,உள்ளூர் விசுவாசம்
স্থানীয়-আত্ম চৰকাৰ,உள்ளாட்சி-சுய அரசு
দীঘলীয়া সংসদ,நீண்ட பாராளுமன்றம்
নিম্ন দেশ,தாழ்ந்த நாடுகள்
অনুগত,விசுவாசமான
আনুগত্য,விசுவாசம்
মেকিয়াভেলিয়ান নীতি,மச்சியாவெல்லியன் கொள்கை
মেগনা কাৰ্টা,மேக்னா கார்ட்டா
মেগনাম কনচিলিয়াম,மேக்னம் கான்சிலியம்
মালুম প্ৰহিবিটাম,மாலும் தடை
মাণ্ডামছ,மாண்டமஸ்
আদেশ,ஆணை
"আদেশ, ক্লাছ &#39;ক&#39;।","ஆணை, வகுப்பு &#39;ஏ&#39;"
"আদেশ, ক্লাছ &#39;খ&#39;।","ஆணை, வகுப்பு &#39;பி&#39;"
"আদেশ, শ্ৰেণী &#39;গ&#39;।","ஆணை, வகுப்பு &#39;சி&#39;"
আদেশ ব্যৱস্থা,ஆணை அமைப்பு
বাধ্যতামূলক ৰাজ্য,கட்டாய நிலை
মেংগোনেল,மங்கோனல்
ইস্তাহাৰ,அறிக்கை
কৌশল,சூழ்ச்சிகள்
যুদ্ধৰ মানুহ,போர் நாயகன்
মেন&#39;ৰ,மேனர்
মেন&#39;ৰ,மேனர்
মানুহ-শক্তি,மனித சக்தி
মানুহ-শক্তি,மனித சக்தி
মানুমিচন,மனுமிஷன்
মনুমিত,மனுமித்
পাণ্ডুলিপি,கையெழுத்துப் பிரதி
পাণ্ডুলিপি,கையெழுத்துப் பிரதி
পাণ্ডুলিপি,கையெழுத்துப் பிரதி
মাৰাউডাৰ,கொள்ளைக்காரன்
সামুদ্ৰিক বেল্ট,கடல் பெல்ட்
সামুদ্ৰিক সভ্যতা,கடல் நாகரிகம்
সামুদ্ৰিক পতাকা,கடல்சார் கொடி
সামুদ্ৰিক শক্তিসমূহ,கடல்சார் சக்திகள்
সামুদ্ৰিক সাৰ্বভৌমত্ব,கடல்சார் இறையாண்மை
সামুদ্ৰিক যুদ্ধ,கடல் போர்
মাৰ্কিছ,மார்க்விஸ்
মাৰ্কিজেট,மார்க்விசேட்
সামৰিক আইন,இராணுவ சட்டம்
যুদ্ধ দৌৰ,தற்காப்பு இனங்கள்
শ্বহীদ,தியாகி
হত্যাকাণ্ড,படுகொலை
কৌশলৰ ভৰ,சூழ்ச்சி நிறை
মাষ্টাৰ-এট-আৰ্মছ,மாஸ்டர்-அட்-ஆர்ம்ஸ்
অনুষ্ঠানৰ মাষ্টাৰ,விழாக்களின் மாஸ்டர்
মাষ্টাৰ অৱ হাউচহ’ল্ড,வீட்டு மாஸ்டர்
ঘোঁৰাৰ মাষ্টাৰ,குதிரையின் மாஸ்டர்
মাষ্টাৰ অৱ দ্য ৰোলছ,மாஸ்டர் ஆஃப் தி ரோல்ஸ்
মিল থকা,பொருத்துக
মিল থকা,பொருத்துக
মেচলক,தீப்பெட்டி
বৈবাহিক মিত্ৰতা,திருமண கூட்டணி
ভূমধ্যসাগৰীয় শক্তিসমূহ,மத்திய தரைக்கடல் சக்திகள்
মেনশ্বেভিক,மென்ஷிவிக்
ভাড়াতীয়া সেনাবাহিনী,கூலிப்படை
ভাড়াতীয়া সৈনিক,கூலிப்படை வீரர்
ব্যৱসায়ী,வியாபாரி
মধ্যযুগ,இடைக்காலம்
মৈদ্ধ পূৰ্ব,மத்திய கிழக்கு
মধ্যম অংশ,நடுத்தர பாதை
মধ্যম পথ,நடுத்தர பாதை
মধ্যম পথ (=মধ্যম পথ),நடுத்தர வழி (=நடுவழி)
প্ৰব্ৰজনকাৰী,புலம் பெயர்ந்தவர்
প্ৰব্ৰজন,இடம்பெயர்தல்
প্ৰব্ৰজন,இடம்பெயர்தல்
প্ৰব্ৰজন,இடம்பெயர்தல்
সামৰিকতাবাদ,இராணுவவாதம்
সামৰিকতাবাদ,இராணுவவாதம்
সামৰিকতাবাদ,இராணுவவாதம்
সামৰিকতাবাদ,இராணுவவாதம்
সামৰিকবাদী,இராணுவவாதி
সামৰিকবাদী,இராணுவவாதி
সামৰিককৰণ,இராணுவமயமாக்கல்
সামৰিককৰণ,இராணுவமயமாக்கல்
সামৰিককৰণ,இராணுவமயமாக்கல்
সামৰিক কৌশলবিদ (=কৌশলবিদ),இராணுவ தந்திரவாதி (=தந்திரவாதி)
সামৰিক কৌশলবিদ (=কৌশলবিদ),இராணுவ தந்திரவாதி (=தந்திரவாதி)
সামৰিক কৌশল (=কৌশল),இராணுவ தந்திரங்கள் (=தந்திரங்கள்)
মিলিচীয়া,மிலிஷியா
মিলিচীয়া,மிலிஷியா
অপশাসন,தவறான ஆட்சி
লিংক হেৰাই গৈছে,விடுபட்ட இணைப்பு
উদ্দেশ্য,பணி
উদ্দেশ্য,பணி
উদ্দেশ্য,பணி
মিশ্ৰ জাতিৰ,கலப்பு இனம்
আধুনিক ইতিহাস,நவீன வரலாறு
মডাছ ভিভেণ্ডি,மோடஸ் விவேண்டி
মনাচিজম,ஒற்றையாட்சி
মনাৰ্ক,மன்னர்
মনাৰ্ক,மன்னர்
ৰাজতন্ত্ৰবাদ,முடியாட்சி
ৰাজতন্ত্ৰবাদ,முடியாட்சி
ৰাজতন্ত্ৰবাদী,மன்னராட்சியாளர்
ৰাজতন্ত্ৰ,முடியாட்சி
মঠ,மடாலயம்
মঠ,மடாலயம்
মঠ,மடாலயம்
মঠ-মন্দিৰ,துறவறம்
মঠ-মন্দিৰ,துறவறம்
সন্ন্যাসী,துறவி
মাতৃ দেশ,தாய் நாடு
মাতৃভূমি,தாய்நாடு
সংসদৰ মাতৃ,பாராளுமன்றங்களின் தாய்
মাকৰেকাৰছ,முக்ராக்கர்கள்
মামী,மம்மி
সংগ্ৰাহালয়,அருங்காட்சியகம்
মাস্কেট,மஸ்கட்
মাস্কেটিয়াৰ,மஸ்கடியர்
মাস্কেট্ৰি,மஸ்கெட்ரி
মাস্কেট্ৰি,மஸ்கெட்ரி
মাষ্টাৰ মাষ্টাৰ,மஸ்டர் மாஸ்டர்
মাষ্টাৰ-ৰোল,மஸ்டர்-ரோல்
মাষ্টাৰ-ৰোল,மஸ்டர்-ரோல்
বিদ্ৰোহ,கலகம்
বিদ্ৰোহ আইন,கலகம் சட்டம்
ৰহস্য জাহাজ,மர்ம கப்பல்
বৰ্ণনা,விவரிப்பு
জাতি,தேசம்
স্থানীয়,பூர்வீகம்
থলুৱা ৰাজ্য,சொந்த மாநிலம்
প্ৰকৃতিবাদ,இயற்கைவாதம்
প্ৰাকৃতিক অধিকাৰ,இயற்கை உரிமைகள்
নাজী,நாஜி
নাজী বিপ্লৱ,நாஜி புரட்சி
নাজীবাদ,நாசிசம்
পূবৰ ওচৰত,கிழக்குக்கு அருகில்
নিগ্ৰো,நீக்ரோ
নেগ্ৰ&#39;ফিল,நீக்ரோபில்
নিগ্ৰোফিলিজম,நீக்ரோபிலிசம்
নিগ্ৰোফ’বিয়া,நீக்ரோபோபியா
নিৰপেক্ষ,நடுநிலை
নিৰপেক্ষ দেশ,நடுநிலை நாடு
নিউ ডিল,புதிய ஒப்பந்தம்
নতুন পৃথিৱী,புதிய உலகம்
আভিজাত্য,பெருந்தன்மை
নোবেল,உன்னத
নোবেল,உன்னத
যাযাবৰী,நாடோடி
যাযাবৰী গোট,நாடோடி கூட்டம்
যাযাবৰীতা,நாடோடிகள்
অ-আগ্ৰাসন চুক্তি,ஆக்கிரமிப்பு அல்லாத ஒப்பந்தம்
অ-আগ্ৰাসন চুক্তি,ஆக்கிரமிப்பு அல்லாத ஒப்பந்தம்
অযুদ্ধপ্ৰায় অৱস্থা,போர் புரியாத நிலை
অসহযোগিতা,ஒத்துழையாமை
অসহযোগ আন্দোলন,ஒத்துழையாமை இயக்கம்
আগফালৰ অংশ,முகப்பு
আগফালৰ অংশ,முகப்பு
অক্ল&#39;ক্ৰেচি (=মব&#39;ক্ৰেচি),ஓக்லோக்ரசி (=மொபோக்ரசி)
অক্লক্ৰেট,ஓக்லோக்ராட்
চৰকাৰী নথি,அதிகாரப்பூர்வ ஆவணம்
পুৰণি পৃথিৱী,பழைய உலகம்
অলিগাৰ্চি,தன்னலக்குழு
আক্ৰমণ,தாக்குதல்
মুকলি আলোচনা,திறந்த பேச்சுவார்த்தை
