Hindi,Kannada
" परिभाषा , स्पष्टता , निश्चय","ವ್ಯಾಖ್ಯಾನ, ಸ್ಪಷ್ಟತೆ, ಖಚಿತತೆ"
विरूपण वक्र,ವಿರೂಪ ಕರ್ವ್
विकृत पृष्ठ,ವಿಕೃತ ಪುಟ
"अपभ्रष्टता, अपह्रास","ದುರಾಚಾರ, ದುರಾಚಾರ"
परिवहन समस्याओं में अपभ्रष्टता,ಸಾರಿಗೆ ಸಮಸ್ಯೆಗಳಲ್ಲಿ ನಿಖರತೆ
" डिग्री, अंश , घात , कोटि , मात्रा, परिमाण , अंशांक","ಪದವಿ, ಪದವಿ, ಶಕ್ತಿ, ಪದವಿ, ಪ್ರಮಾಣ, ಪ್ರಮಾಣ, ಪದವಿ"
अवकल समीकरण का घात,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣದ ಶಕ್ತಿ
"स्वतंत्रता की कोटि, स्वातंत्र्य कोटि","ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ, ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ"
बहुपद का घात,ಬಹುಪದದ ಶಕ್ತಿ
निष्कासित प्रतिवेश,ಪರಿವಾರವನ್ನು ಹೊರಹಾಕಿದರು
डेल्टा फलन,ಡೆಲ್ಟಾ ಕಾರ್ಯ
मांग और उपयोगिता वक्र,ಬೇಡಿಕೆ ಮತ್ತು ಉಪಯುಕ್ತತೆಯ ರೇಖೆ
मांग समीकरण,ಬೇಡಿಕೆ ಸಮೀಕರಣ
मांग फलन,ಬೇಡಿಕೆ ಕಾರ್ಯ
जनसांख्यिकीय अध्ययन,ಜನಸಂಖ್ಯಾ ಅಧ್ಯಯನಗಳು
जनसांख्यिकी,ಜನಸಂಖ್ಯಾಶಾಸ್ತ್ರ
द-मॉयवर प्रमेय,ಮೊವರ್ ಪ್ರಮೇಯ
" निरूपण करना , प्रमाण देना , निदर्शन करना","ಪ್ರದರ್ಶಿಸಲು, ಸಾಕ್ಷ್ಯ ನೀಡಲು, ಪ್ರದರ್ಶಿಸಲು"
" निरूपण , प्रमाण , निदर्शन, प्रदर्शन","ಪ್ರಾತಿನಿಧ್ಯ, ಪುರಾವೆ, ಪ್ರದರ್ಶನ, ಪ್ರದರ್ಶನ"
निरूपणात्मक ज्यामिति,ಪ್ರಾತಿನಿಧ್ಯ ಜ್ಯಾಮಿತಿ
हर,ಪ್ರತಿ
सघन समुच्चय,ದಟ್ಟವಾದ ಸಮುಚ್ಚಯ
" घनत्व , सघनता","ಸಾಂದ್ರತೆ, ಸಾಂದ್ರತೆ"
प्रगणनीय समुच्चय,ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್
अपगामी अचर,ಆರೋಹಣ ಸ್ಥಿರ
आश्रित घटना,ಅವಲಂಬಿತ ಘಟನೆ
आश्रित यादृच्छिक चर,ಅವಲಂಬಿತ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
परतंत्र चर,ಅವಲಂಬಿತ ವೇರಿಯಬಲ್
परतंत्र विचर,ಅವಲಂಬಿತ ವೇರಿಯಬಲ್
अवनमन कोण,ಖಿನ್ನತೆಯ ಕೋನ
" व्युत्पत्ति, व्युत्पन्न , अवकलन","ವ್ಯುತ್ಪನ್ನ, ವ್ಯುತ್ಪನ್ನ, ವ್ಯತ್ಯಾಸ"
" व्युत्पन्न , अवकलज","ವ್ಯುತ್ಪನ್ನ, ವ್ಯುತ್ಪನ್ನ"
व्युत्पन्न श्रेणी,ಪಡೆದ ಶ್ರೇಣಿ
व्युत्पन्न समुच्चय,ಪಡೆದ ಸೆಟ್
"अवरोही, अवरोहण","ಅವರೋಹಣ, ಅವರೋಹಣ"
अवरोही क्रम,ಅವರೋಹಣ ಕ್ರಮ
अवरोही श्रेणी,ಅವರೋಹಣ ಶ್ರೇಣಿ
प्रक्षेपात्मक ज्यामिति,ಪ್ರಕ್ಷೇಪಕ ಜ್ಯಾಮಿತಿ
वर्णनात्मक निदर्श,ವಿವರಣಾತ್ಮಕ ಮಾದರಿ
वर्णनात्मक सांख्यिकी,ವಿವರಣಾತ್ಮಕ ಅಂಕಿಅಂಶಗಳು
"अभिकल्प, डिजाइन, अभिकल्पना (सं.), अभिकल्पना करना, डिजाइन करना (क्रि.)","ವಿನ್ಯಾಸಗೊಳಿಸಲು, ವಿನ್ಯಾಸಗೊಳಿಸಲು, ವಿನ್ಯಾಸಕ್ಕೆ (ಸಂ.), ವಿನ್ಯಾಸಕ್ಕೆ, ವಿನ್ಯಾಸಕ್ಕೆ (ಎನ್.)"
प्रयोग की अभिकल्पना,ಪ್ರಯೋಗದ ವಿನ್ಯಾಸ
डेस्क परिकलित्र,ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್
"पहचान, संसूचन","ಗುರುತಿಸುವಿಕೆ, ಪತ್ತೆ"
" सारणिक, डिटर्मिनेंट , निर्धारक","ನಿರ್ಣಾಯಕ, ನಿರ್ಣಾಯಕ, ನಿರ್ಣಾಯಕ"
सारणिक कोटि,ನಿರ್ಣಾಯಕ ಕ್ರಮ
निर्धारित करना,ನಿರ್ಧರಿಸಲು
निर्धारणात्मक निदर्श,ನಿರ್ಣಾಯಕ ಮಾದರಿ
निर्धारणात्मक समस्या,ನಿರ್ಣಾಯಕ ಸಮಸ್ಯೆ
विचलन,ವಿಚಲನ
विचलन गुणांक,ವಿಚಲನ ಗುಣಾಂಕ
द्वि-आधारी प्रणाली,ಬೈನರಿ ಸಿಸ್ಟಮ್
"विकर्ण कर्ण,",ಕರ್ಣ ಹೈಪೊಟೆನ್ಯೂಸ್
आव्यूह-विकर्णन,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಕರ್ಣೀಕರಣ
"विकर्ण मैट्रिक्स, विकर्ण आव्यूह","ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್"
विकर्णी समानता,ಕರ್ಣೀಯ ಸಮಾನತೆ
आरेख,ರೇಖಾಚಿತ್ರ
आरेखी विधि,ರೇಖಾಚಿತ್ರ ವಿಧಾನ
आरेखी प्रस्तुतिकरण,ಚಿತ್ರಾತ್ಮಕ ಪ್ರಾತಿನಿಧ್ಯ
व्यास,ವ್ಯಾಸ
समुच्चय-व्यास,ಸೆಟ್ ವ್ಯಾಸ
व्यासतः सम्मुख,ಸಂಪೂರ್ಣವಾಗಿ ವಿರುದ್ಧವಾಗಿ
"पाशकक्षेप, पासा फेंकना","ಕ್ರಾಸ್ ಫೈರ್, ದಾಳ ಎಸೆಯಿರಿ"
द्विधा वर्गीकरण,ಉಭಯಚರ ವರ್ಗೀಕರಣ
" द्विभाजन , अर्धक","ಕವಲೊಡೆಯುವಿಕೆ, ಅರ್ಧ"
कोशक्रम,ನಿಘಂಟು
अंतर कलन,ಭೇದಾತ್ಮಕ ಕಲನಶಾಸ್ತ್ರ
अंतर समीकरण,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
अंतर सूत्र,ಭೇದಾತ್ಮಕ ಸೂತ್ರ
अंतर विधि,ಭೇದಾತ್ಮಕ ವಿಧಾನ
समुच्चयों का अंतर,ಸೆಟ್ಗಳ ವ್ಯತ್ಯಾಸ
अवकलनीय,ಭಿನ್ನವಾಗಬಲ್ಲ
अवकलनीय वक्र,ಡಿಫರೆನ್ಷಿಯಲ್ ಕರ್ವ್
अवकलनीय फलन,ಭೇದಾತ್ಮಕ ಕಾರ್ಯ
" विभेदक, भेददर्शी , अवकल , अंतरात्रयी, अंतरात्मक , विभेदी","ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಇಂಟರ್ಟ್ರಿಯಲ್, ಇಂಟರಾಜೆನ್ಸಿ, ಡಿಫರೆನ್ಷಿಯಲ್"
अवकल गणित,ಭೇದಾತ್ಮಕ ಗಣಿತ
अवकल गुणांक,ಭೇದಾತ್ಮಕ ಗುಣಾಂಕ
अवकल समीकरण,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
अवकल समघात,ಭೇದಾತ್ಮಕ ಘರ್ಷಣೆ
अवकल सूत्र,ಭೇದಾತ್ಮಕ ಸೂತ್ರ
अवकल फलन,ಭೇದಾತ್ಮಕ ಕಾರ್ಯ
अवकल ज्यामिति,ಭೇದಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
उच्चतर कोटि का अवकल,ಹೆಚ್ಚಿನ ಕ್ರಮಾಂಕದ ವ್ಯತ್ಯಾಸ
अवकल खंड,ಭೇದಾತ್ಮಕ ವಿಭಾಗ
अवकलन करना,ಪ್ರತ್ಯೇಕಿಸಿ
"विभेदन, अवकलन","ವ್ಯತ್ಯಾಸ, ವ್ಯತ್ಯಾಸ"
अवकलन सूत्र,ಭೇದಾತ್ಮಕ ಸೂತ್ರ
सदिश का अवकलन,ವೆಕ್ಟರ್ನ ವ್ಯತ್ಯಾಸ
"विसरण, विसार","ಪ್ರಸರಣ, ಪ್ರಸರಣ"
"अंक, व्यास का द्वादशांश, अंगुलि","ಅಂಕಿ, ವಜ್ರ, ಬೆರಳು"
अंकीय अभिकलित्र,ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್
अंकीय दत्त,ಆಂಕಿ ದತ್
" विस्तार, लंबाई-चौड़ाई, विमा , घात","ವಿಸ್ತಾರ, ಅಗಲ, ಆಯಾಮ, ಶಕ್ತಿ"
विमीयता,ಆಯಾಮ
"विमाहीन, अविम",ಆಯಾಮವಿಲ್ಲದ
समीकरण विमा,ಸಮೀಕರಣದ ಆಯಾಮ
डायोफैन्टस का समीकरण,ಡಯೋಫಾಂಟಸ್ ಸಮೀಕರಣ
नति कोण,ಪತನದ ಕೋನ
द्वियुग्मध्रुवी निर्देशांक,ದ್ವಿಧ್ರುವಿ ನಿರ್ದೇಶಾಂಕಗಳು
द्विध्रुव,ದ್ವಿಧ್ರುವಿ
द्विपिरामिड,ಬೈಪಿರಮಿಡ್
डिरैक डेल्टा फलन,ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ
उभयनिष्ठ अनुस्पर्श रेखा,ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ
दिष्ट कोण,ಬಲ ಕೋನ
दिष्ट रेखा,ನೇರ ಲೈನ್
दिक्-अवकलज,ಬಾಹ್ಯಾಕಾಶ ಉತ್ಪನ್ನ
"दिक्कोज्या, दिक्-कोसाइन","ಡಿಕೋಸಿನ್, ಡಿಕೋ-ಕೊಸೈನ್"
उच्चिष्ठ की दिशा,ಗರಿಷ್ಠ ದಿಕ್ಕಿನಲ್ಲಿ
प्रक्षेपण दिशा,ಪ್ರೊಜೆಕ್ಷನ್ ನಿರ್ದೇಶನ
दिक्-अनुपात,ದಿಕ್ಕಿನ ಅನುಪಾತ
नियामक वृत्त,ನಿಯಂತ್ರಕ ವೃತ್ತ
नियामक गोला,ನಿಯಂತ್ರಕ ವೃತ್ತ
अनुलोम गुणनफल,ಅನುಲೋಮಾ ಉತ್ಪನ್ನ
" प्रत्यक्ष प्रमाण , प्रत्यक्ष उपपत्ति","ನೇರ ಪುರಾವೆ, ನೇರ ಪುರಾವೆ"
अनुक्रमानुपात,ಅನುಕ್ರಮ ಅನುಪಾತ
नियता,ವಿಧಿ
अनुलोम योगफल,ಅನುಲೋಮ ಮೊತ್ತ
असंबद्‌ध समुच्चय,ಬೇರ್ಪಟ್ಟ ಸೆಟ್
" असांतत्य , असातत्य , भंग","ಸ್ಥಗಿತ, ಸ್ಥಗಿತ, ವಿರಾಮ"
अवकलज का असांतत्य,ಉತ್ಪನ್ನದ ಸ್ಥಗಿತ
प्रथम प्रकार का असांतत्य,ಮೊದಲ ವಿಧದ ಸ್ಥಗಿತ
द्वितीय प्रकार का असांतत्य,ಎರಡನೇ ವಿಧದ ಸ್ಥಗಿತ
असंतत वितरण,ನಿರಂತರ ವಿತರಣೆ
असंतत फलन,ನಿರಂತರ ಕಾರ್ಯ
असंतत विचर,ನಿರಂತರ ವ್ಯತ್ಯಾಸ
विविक्त,ಕಣಗಳು
असंतत बंटन,ನಿರಂತರ ವಿತರಣೆ
असंतत प्रायिकता बंटन,ನಿರಂತರ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ
असंतत यादृच्छिक चर,ನಿರಂತರ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
असंतत प्रतिदर्श समष्टि,ನಿರಂತರ ಮಾದರಿ ಜಾಗ
विविक्त समुच्चय,ಪ್ರತ್ಯೇಕವಾದ ಒಟ್ಟು
विविक्त समष्टि,ಪ್ರತ್ಯೇಕ ಜನಸಂಖ್ಯೆ
विविक्त संस्थिति,ಪ್ರತ್ಯೇಕ ರಾಜ್ಯ
असंतत विचर,ನಿರಂತರ ವ್ಯತ್ಯಾಸ
विविक्तकर,ವಿತರಣಾ ತೆರಿಗೆ
विविक्तकर विश्लेषण,ತಾರತಮ್ಯದ ವಿಶ್ಲೇಷಣೆ
असंयुक्त,ಬೇರ್ಪಟ್ಟ
असंयुक्त घटना,ಅಸಂಬದ್ಧ ಘಟನೆ
असंयुक्त समुच्चय,ಬೇರ್ಪಟ್ಟ ಸೆಟ್
असंयुक्त सम्मिलन,ಅಸಂಯೋಜಿತ ಅಳವಡಿಕೆ
" वियोजन , तर्क-संगत योग","ವಿಂಗಡಣೆ, ತರ್ಕಬದ್ಧ ಮೊತ್ತ"
" परिक्षेपण , प्रकीर्णन","ಪ್ರಸರಣ, ಚದುರುವಿಕೆ"
परिक्षेपण संचित्र,ಪ್ರಸರಣ ಚಾರ್ಟ್
परिक्षेपणांक,ಪ್ರಸರಣ ಸೂಚ್ಯಂಕ
परिक्षेपण-आरेख,ಪ್ರಸರಣ ರೇಖಾಚಿತ್ರ
परिक्षेपण-मैट्रिक्स,ಪ್ರಸರಣ ಮ್ಯಾಟ್ರಿಕ್ಸ್
विस्थापन,ಸ್ಥಳಾಂತರ
प्रदर्श,ಪ್ರದರ್ಶನ
कन्सोल,ಕನ್ಸೋಲ್
"असमरूप, असमान","ಅಸಮ, ಅಸಮ"
क्षयकारी बल,ಚದುರಿಸುವ ಶಕ್ತಿ
दूरी-फलन,ದೂರ ಕಾರ್ಯ
दूरी-मापांक,ದೂರ ಮಾಡ್ಯುಲಸ್
बंटन-निरपेक्ष,ವಿತರಕವಲ್ಲದ
"वितरण-नियम, बंटननियम","ವಿತರಣಾ ನಿಯಮ, ವಿತರಣಾ ನಿಯಮ"
"अपसारित करना, अपसारित होना","ಚದುರಿಸಲು, ವಿಸರ್ಜಿಸಲು"
" अपसरण, अपसारिता , डाइवर्जेन्स","ಭಿನ್ನತೆ, ಭಿನ್ನತೆ, ಭಿನ್ನತೆ"
अपसरण प्रमेय,ಡೈವರ್ಜೆನ್ಸ್ ಪ್ರಮೇಯ
अपसारी,ವಿಭಿನ್ನ
अपसारी श्रेणी,ವಿಭಿನ್ನ ಶ್ರೇಣಿ
विभाजित अंतर,ವಿಭಜಿತ ವ್ಯತ್ಯಾಸ
"भाज्यता, विभाज्यता","ವಿಭಜನೆ, ವಿಭಜನೆ"
"भाज्य, विभाज्य","ಭಾಗಿಸಬಹುದಾದ, ಭಾಗಿಸಬಹುದಾದ"
" भाग, प्रभाग , विभाजन","ವಿಭಾಗ, ವಿಭಾಗ, ವಿಭಾಗ"
विभाजन-कलन विधि,ವಿಭಾಗ ಅಲ್ಗಾರಿದಮ್
विभाजन-वलय,ವಿಭಜಿತ ಉಂಗುರ
द्वादशभुज,ಚತುರ್ಭುಜ
द्वादशफलक,ದಶಭುಜ
" प्रक्षेत्र , डोमेन, प्रांत , प्रदेश","ಡೊಮೇನ್, ಡೊಮೇನ್, ಪ್ರಾಂತ್ಯ, ಪ್ರದೇಶ"
फलन का प्रांत,ಕಾರ್ಯದ ಡೊಮೇನ್
परिभाषा-प्रांत,ವ್ಯಾಖ್ಯಾನ-ಪ್ರಾಂತ್ಯ
अस्तित्व-प्रांत,ಅಸ್ತಿತ್ವದ ಸ್ಥಿತಿ
अभिभावी युक्ति,ಅತಿಕ್ರಮಿಸುವ ಸಾಧನ
डॉप्लर प्रभाव,ಡಾಪ್ಲರ್ ಪರಿಣಾಮ
"बिन्दु-गुणनफल, अदिशगुणनफल","ಪಾಯಿಂಟ್ ಉತ್ಪನ್ನ, ಸ್ಕೇಲಾರ್ ಉತ್ಪನ್ನ"
बिन्दुकित वक्र,ಚುಕ್ಕೆಗಳ ವಕ್ರರೇಖೆ
द्विशः अवकलन,ಡ್ಯುಯಲ್ ಡಿಫರೆನ್ಷಿಯಲ್
द्विक चरघातांकीय बंटन,ಡಬಲ್ ಘಾತೀಯ ವಿತರಣೆ
द्विकुंडली,ಡಬಲ್ ಕಾಯಿಲ್
द्विशः समाकल,ಬೈನರಿ ಅವಿಭಾಜ್ಯ
द्विशः समाकलन,ಬೈನರಿ ಏಕೀಕರಣ
द्विक सीमा,ಎರಡು ಮಿತಿ
द्विशः प्रतिचयन आयोजन,ಎರಡು ಮಾದರಿ ಈವೆಂಟ್
द्विक अनुक्रम,ಎರಡು ಅನುಕ್ರಮ
द्विक श्रेणी,ಡಬಲ್ ಸರಣಿ
द्वि-अनुलग्नी संकेतन,ಎರಡು-ಲಗತ್ತಿಸಲಾದ ಸಂಕೇತ
द्विक संकलन,ಎರಡು ಸಂಕಲನ
अधोमुखी त्वरण,ಕೆಳಮುಖ ವೇಗವರ್ಧನೆ
अधोमुखी विस्थापन,ಕೆಳಮುಖ ಸ್ಥಳಾಂತರ
अधोमुखी गति,ಕೆಳಮುಖ ಚಲನೆ
अधोमुखी वेग,ಕೆಳಮುಖ ವೇಗ
कर्षण,ಎಳೆತ
कर्षण-बल,ಎಳೆತ ಬಲ
"द्वैती द्वैती,",ಉಭಯ ದ್ವಂದ್ವತೆ
द्वैत आधार,ಡ್ಯುಯಲ್ ಬೇಸ್
द्वैत आंतरिक गुणनफल,ಎರಡು ಆಂತರಿಕ ಉತ್ಪನ್ನ
द्वैती रैखिक प्रोग्रामन समस्या,ಡ್ಯುಯಲ್ ಲೀನಿಯರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಸಮಸ್ಯೆ
" द्वि प्रचालन , द्वैती संक्रिया","ಎರಡು ಕಾರ್ಯಾಚರಣೆ, ಎರಡು ಕಾರ್ಯಾಚರಣೆ"
द्वैत समस्या,ಉಭಯ ಸಮಸ್ಯೆ
द्वैत एकल कलन-विधि,ಡ್ಯುಯಲ್ ಸಿಂಗಲ್ ಅಲ್ಗಾರಿದಮ್
द्वैत एकल प्रविधि,ಎರಡು ಏಕ ವಿಧಾನ
द्वैत समष्टि,ಡ್ಯುಯಲ್ ಸ್ಪೇಸ್
द्वैत चर,ಡ್ಯುಯಲ್ ವೇರಿಯಬಲ್
द्वैत सदिश समष्टि,ಡ್ಯುಯಲ್ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್
मूक सूचकांक,ಮೂಕ ಸೂಚ್ಯಂಕ
मूक पादांक,ಮೂಕ ಅಡಿಟಿಪ್ಪಣಿ
मूक अनुबंध,ಮೌನ ಒಪ್ಪಂದ
मूक चर,ಮೂಕ ವೇರಿಯಬಲ್
अनुलिपि-प्रक्रम,ನಕಲು
गतिकीय,ಕ್ರಿಯಾತ್ಮಕ
गतिकीय तंत्र,ಕ್ರಿಯಾತ್ಮಕ ವ್ಯವಸ್ಥೆ
गतिक मांग फलन,ಡೈನಾಮಿಕ್ ಬೇಡಿಕೆ ಕಾರ್ಯ
गत्यात्मक निदर्श,ಕ್ರಿಯಾತ್ಮಕ ಮಾದರಿ
गत्यात्मक प्रोग्रामन,ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
गतिशील प्रोग्रामन उपगमन,ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ವಿಧಾನ
गतिशील प्रोग्रामन प्रविधि,ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ತಂತ್ರಗಳು
"गतिविज्ञान, गतिकी","ಡೈನಾಮಿಕ್ಸ್, ಡೈನಾಮಿಕ್ಸ್"
कण-गतिकी,ಕಣದ ಡೈನಾಮಿಕ್ಸ್
दृढ़ पिंड गतिकी,ಕಠಿಣ ದೇಹದ ಡೈನಾಮಿಕ್ಸ್
" भू, पृथ्वी, भूमि , मत्तिृ का, मदृा , भू संपर्कित करना, भूसंपर्क करना (क्रि.)","ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿಯ ಸಂಪರ್ಕ (ver.)"
भूकंप तीव्रता,ಭೂಕಂಪದ ತೀವ್ರತೆ
उत्केंद्रता,ವಿಕೇಂದ್ರೀಯತೆ
ग्रहण,ಊಹೆ
अर्थमितीय पूर्वानुमान,ಆರ್ಥಿಕ ಮುನ್ಸೂಚನೆ
अर्थमितिज्ञ,ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ
अर्थमिति,ಅರ್ಥಶಾಸ್ತ್ರ
अर्थशास्त्र,ಅರ್ಥಶಾಸ್ತ್ರ
"कोर, किनारा, अश्रि","ಕೋರ್, ಅಂಚು, ಕಣ್ಣೀರು"
अवमुख समुच्चय कोर,ಎದುರಿಸುತ್ತಿರುವ ಒಟ್ಟು ಕೋರ್
दक्षतांक,ದಕ್ಷತೆ ಸೂಚ್ಯಂಕ
अभिलक्षणिक अवयव,ವಿಶಿಷ್ಟ ಅಂಶ
अभिलक्षणिक फलन,ವಿಶಿಷ್ಟ ಕಾರ್ಯ
"आइगेन मान, अभिलक्षणिक मान","ಐಜೆನ್ ಮೌಲ್ಯ, ವಿಶಿಷ್ಟ ಮೌಲ್ಯ"
अभिलक्षणिक मान समीकरण,ವಿಶಿಷ್ಟ ಮೌಲ್ಯ ಸಮೀಕರಣ
"आइगेन वेक्टर, अभिलक्षणिक सदिश","ಐಜೆನ್ ವೆಕ್ಟರ್, ವಿಶಿಷ್ಟ ವೆಕ್ಟರ್"
प्रत्यास्थ,ಸ್ಥಿತಿಸ್ಥಾಪಕ
प्रत्यास्थतांक,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಎರಕಹೊಯ್ದ
प्रत्यास्थ साम्यावस्था,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸಮತೋಲನ
प्रत्यास्थता,ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
प्रत्यास्थता-पृष्ठ,ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ ಪುಟ
"इलेक्ट्रॉनिक अभिकलित्र, इलेक्ट्रॉनिक कम्प्यूटर","ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕಂಪ್ಯೂಟರ್, ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕಂಪ್ಯೂಟರ್"
" तत्व , अल्पांश , अवयव","ಅಂಶ, ಅಂಶ, ಅಂಶ"
प्रारंभिक स्तंभ संक्रिया,ಆರಂಭಿಕ ಕಾಲಮ್ ಕಾರ್ಯಾಚರಣೆ
प्रारंभिक घटना,ಆರಂಭಿಕ ಘಟನೆ
प्रारंभिक फलन,ಆರಂಭಿಕ ಕಾರ್ಯ
प्रारंभिक संक्रिया,ಆರಂಭಿಕ ಕಾರ್ಯಾಚರಣೆ
प्रारंभिक परिणाम,ಪ್ರಾಥಮಿಕ ಫಲಿತಾಂಶಗಳು
प्रारंभिक प्रायिकता नियम,ಆರಂಭಿಕ ಸಂಭವನೀಯತೆಯ ನಿಯಮ
प्रारंभिक पंक्ति संक्रिया,ಆರಂಭಿಕ ಸಾಲಿನ ಕಾರ್ಯಾಚರಣೆ
"विलुप्त करना, विलोपन करना,","ನಾಶಮಾಡು, ನಾಶಮಾಡು"
निराकरण प्रक्रिया,ನಿರ್ಣಯ ಪ್ರಕ್ರಿಯೆ
"दीर्घवृत्त, इलिप्स","ಎಲಿಪ್ಸ್, ಎಲಿಪ್ಸ್"
दीर्घवृत्तज,ಅಂಡಾಕಾರದ
दीर्घवृत्तजीय,ದೀರ್ಘವೃತ್ತಾಕಾರದ
दीर्घवृत्तजीय पृष्ठ,ದೀರ್ಘವೃತ್ತಾಕಾರದ ಮೇಲ್ಮೈ
दीर्घवृत्ताकार पिंड,ದೀರ್ಘವೃತ್ತಾಕಾರದ ದೇಹ
अंतःस्थापन,ಎಂಬೆಡಿಂಗ್
उत्सर्जन,ಹೊರಸೂಸುವಿಕೆಗಳು
आनुभविक न्यास,ಪ್ರಾಯೋಗಿಕ ನಂಬಿಕೆ
मूलानुपाती सूत्र,ಪ್ರಾಯೋಗಿಕ ಸೂತ್ರ
आनुभविक प्रायिकता,ಪ್ರಾಯೋಗಿಕ ಸಂಭವನೀಯತೆ
आऩुभविक संबंध,ಪ್ರಾಯೋಗಿಕ ಸಂಬಂಧ
रिक्त समुच्चय,ಖಾಲಿ ಸೆಟ್
परिबद्‌ध,ಬಂಧಿಸಲಾಗಿದೆ
"कूटलेखन, कोडन","ಎನ್ಕೋಡಿಂಗ್, ಕೋಡಿಂಗ್"
अंतराकारिता,ಪರಸ್ಪರ ಕಾರ್ಯಸಾಧ್ಯತೆ
अंत्य बिंदु,ಅಂತಿಮ ಬಿಂದು
वर्गांतराल के अंत्य बिंदु,ವರ್ಗ ಮಧ್ಯಂತರದ ಅಂತಿಮ ಬಿಂದು
ऊर्जा,ಶಕ್ತಿ
ऊर्जा-संवेग घटक,ಶಕ್ತಿ-ಮೊಮೆಂಟಮ್ ಘಟಕ
प्रवेशी चर,ಪ್ರವೇಶ ವೇರಿಯಬಲ್
गणनीय समुच्चय,ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್
"गणन, गिनना","ಎಣಿಸು, ಎಣಿಸು"
"समान, बराबर, सम, तुल्य","ಸಮಾನ, ಸಮಾನ, ಸಮ, ಸಮಾನ"
"समता, समिका","ಸಮಾನತೆ, ಸಮಾನತೆ"
समप्रायिक,ಸಾಧ್ಯತೆ
सम प्रायिकता वरण विधि,ಸಹ ಸಂಭವನೀಯತೆ ಆಯ್ಕೆ ವಿಧಾನ
समान करना,ಸಮಗೊಳಿಸು
" समीकरण , समीकार","ಸಮೀಕರಣ, ಸಮೀಕರಣ"
एकघात समीकरण,ಚತುರ್ಭುಜ ಸಮೀಕರಣ
द्विघात समीकरण,ಚತುರ್ಭುಜ ಸಮೀಕರಣ
त्रिघात समीकरण,ಚತುರ್ಭುಜ ಸಮೀಕರಣ
"विषुवत वृत्त भूमध्यरेखा, इक्वेटर, मध्यरेखा","ಸಮಭಾಜಕ, ಸಮಭಾಜಕ, ಮಧ್ಯರೇಖೆ"
समसंतत,ಸ್ಥಿರ
समबाहु,ಸಮಬಾಹು
"साम्यावस्था, साम्य, संतुलन","ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ"
बल-संतुलन,ಬಲ ಸಮತೋಲನ
संतुलन बिंदु,ಸಮತೋಲನ ಬಿಂದು
तुल्यता,ಸಮಾನತೆ
तुल्यता-वर्ग,ಸಮಾನತೆಯ ವರ್ಗ
तुल्यता-संबंध,ಸಮಾನತೆಯ ಸಂಬಂಧ
"तुल्य, तुल्यमान (वि.),तुल्यांक (सं.)","ಸಮಾನ, ಸಮಾನ (ವಿ.), ಸಮಾನ (ಸಂ)"
तुल्य मैट्रिक्स,ಸಮಾನ ಮ್ಯಾಟ್ರಿಕ್ಸ್
तुल्य समुच्चय,ಸಮಾನ ಸೆಟ್
अभ्यतिप्रायता,ಪ್ರವೃತ್ತಿಗಳು
