Assamese,Tamil
জব্দ কৰা ডক,சிறைபிடிக்கப்பட்ட கப்பல்துறை
ভূমিৰ ৰাজহ বৃদ্ধি,நில வருவாய் அதிகரிப்பு
স্বতন্ত্ৰ মৰাপাট,சுதந்திர சாரக்கட்டு
কঠিন,உள்வாங்கப்பட்டது
প্ৰাৰম্ভিক প্ৰিষ্ট্ৰেছ,ஆரம்ப அழுத்த அழுத்தம்
প্ৰাৰম্ভিক উত্তেজনা,ஆரம்ப பதற்றம்
অভ্যন্তৰীণ জলপথ বন্দৰ,உள்நாட்டு நீர்வழி துறைமுகம்
ইনচুলেটিং বৰ্ড,காப்பு பலகை
মধ্যৱৰ্তী বন্দৰ,இடைநிலை துறைமுகம்
আভ্যন্তৰীণ ঘৰ্ষণ,உள் உராய்வு
ইন্ট্ৰাজ’নেল মাটি,உள் மண்டல மண்
আয়ন,அயன்
আয়ন বিনিময়,அயன் பரிமாற்றம்
লোহাৰ কেৰাহী,இரும்பு சட்டி
জলসিঞ্চিত মাটি,பாசன நிலம்
জলসিঞ্চন,நீர்ப்பாசனம்
জলসিঞ্চনৰ চেছ,பாசன செஸ்
জাম্ব,ஜம்ப்
জগল কৰক,தள்ளாட்டம்
জগল পিন,ஜாக்கிள் முள்
জৌলে,ஜூல்
জাম্পাৰ,குதிப்பவர்
কিলোগ্ৰাম,கிலோகிராம்
কিলোগ্ৰাম বল,கிலோகிராம் படை
কিলোগ্ৰাম বল মিটাৰ,கிலோகிராம் விசை மீட்டர்
কিলোৱাট ঘন্টা,கிலோவாட் மணி
ৰজা বন্ধ,கிங் மூடல்
পাকঘৰ,சமையலறை
লেচযুক্ত স্তম্ভ,லேஸ்டு நெடுவரிசை
পিছ পৰি থকা,பின்னடைவு
লেমেলা শিপা,லமெல்லா வேர்
লেমিনাৰ প্ৰবাহ,லேமினார் ஓட்டம்
লেম্পৰ ফুটা,விளக்கு துளை
ভূমি বৃদ্ধি,நிலப் பெருக்கம்
ভূমি পিছলি যোৱা,நில சறுக்கல்
লেটাৰাইট,லேட்டரைட்
লেটাৰাইট মাটি,லேட்டரைட் மண்
বৃহৎ সংখ্যকৰ নিয়ম,பெரிய எண்களின் சட்டம்
বিন্যাস পৰিকল্পনা,தளவமைப்பு திட்டம்
লেজাৰ,பேரேடு
চূণৰ কেৰাহী,சுண்ணாம்பு பான்
লিণ্টেল,லிண்டல்
তৰল সীমা,திரவ வரம்பு
লাইভ লোড,நேரடி சுமை
লোম,களிமண்
স্থানীয় এক্সজেষ্ট ভেণ্টিলেচন,உள்ளூர் வெளியேற்ற காற்றோட்டம்
লোকো চোতাল,லோகோ முற்றம்
ল&#39;ছ,லூஸ்
প্লাষ্টিকৰ সীমা কম কৰা,குறைந்த பிளாஸ்டிக் வரம்பு
কম তাপত চিমেণ্ট,குறைந்த வெப்ப சிமெண்ட்
মেচিন মল্ডিং,இயந்திர மோல்டிங்
বৃহৎ গঠন,மேக்ரோஸ்ட்ரக்சர்
মূল মূৰ নিয়ন্ত্ৰক,முக்கிய தலைமை சீராக்கி
মূল বন্দৰ,முக்கிய துறைமுகம்
মেকআপ এয়াৰ,ஒப்பனை காற்று
মানচাৰ্ড,மான்சார்ட்
মাৰ্শ্বেলিং গজ,மார்ஷலிங் முற்றம்
শিলৰ কাম,கொத்து
পৰিপক্ক উষ্ণতা,முதிர்ச்சியடைந்த வெப்பநிலை
মেজেনিন মজিয়া,இடைமட்ட மாடி
যান্ত্ৰিক বিশ্লেষণ,இயந்திர பகுப்பாய்வு
যান্ত্ৰিক বায়ু চলাচল,இயந்திர காற்றோட்டம்
মেট্ৰিক ব্যৱস্থা,மெட்ரிக் அமைப்பு
অণুগাঁথনি,நுண் கட்டமைப்பு
মিলি সমতুল্য,மில்லிக்கு சமம்
প্ৰতি লিটাৰত মিলি সমতুল্য,ஒரு லிட்டருக்கு மில்லி சமம்
খনিজ পদাৰ্থ,கனிம
খনিজ মাটি,கனிம மண்
সৰু বন্দৰ,சிறிய துறைமுகம்
মাইট্ৰেড বন্ধ,மிட்ரெட் மூடல்
চলন্ত মাটিৰ কলয়ড,நடமாடும் மண் கொலாய்டு
আৰ্দ্ৰতা,ஈரப்பதம்
আৰ্দ্ৰতাৰ গ্ৰেডিয়েণ্ট,ஈரப்பதம் சாய்வு
মনোলিথ,ஒற்றைக்கல்
মনোৰেল,மோனோரயில்
ৰাষ্ট্ৰীয় বন্দৰ পৰিষদ,தேசிய துறைமுக சபை
প্ৰাকৃতিক বিচনা,இயற்கை படுக்கை
প্ৰাকৃতিক ফিনিচিং,இயற்கையான பூச்சு
প্ৰাকৃতিক বন্দৰ,இயற்கை துறைமுகம்
প্ৰাকৃতিক বায়ু চলাচল,இயற்கை காற்றோட்டம்
নৌসেনাৰ বন্দৰ,கடற்படை துறைமுகம்
নিউটন,நியூட்டன்
নন ইউনিফৰ্ম প্ৰবাহ,சீரற்ற ஓட்டம்
পানীৰ হাৰ দখল কৰে,நீர் வீதத்தை ஆக்கிரமித்துள்ளது
তেলৰ ৰং,எண்ணெய் வண்ணப்பூச்சு
তেলৰ কুঁৱাৰ চিমেণ্ট,எண்ணெய் கிணறு சிமெண்ட்
মুকলি চেনেলৰ প্ৰবাহ,திறந்த சேனல் ஓட்டம்
অনুকূল আৰ্দ্ৰতা,உகந்த ஈரப்பதம்
জৈৱিক মাটি,கரிம மண்
অভিবিন্যাস,நோக்குநிலை
অৰ্থোগনেল,ஆர்த்தோகனல்
অৰ্টষ্টেইন,ஆர்ட்ஸ்டீன்
বাহিৰৰ সংকেত,வெளிப்புற சமிக்ஞை
অক্সিডেচন,ஆக்சிஜனேற்றம்
পেণ্ট্ৰি,சரக்கறை
পেৰাপেট,பாரபெட்
পেৰাপেটৰ দেৱাল,பாரபெட் சுவர்
অভিভাৱকৰ সামগ্ৰী,பெற்றோர் பொருள்
শিলগুটি ঢালাই প্লাষ্টাৰ,கூழாங்கல் வார்ப்பு பிளாஸ்டர்
পেডালফাৰ,பெடல்பர்
পেড&#39;কেল,பெடோகல்
পেড’জেনেছিছ,பெடோஜெனெசிஸ்
পেড’লজি,பெடாலஜி
পেড’স্ফিয়াৰ,பெடோஸ்பியர்
পেনেট্ৰ’মিটাৰ,பெனெட்ரோமீட்டர்
পেণ্ট ছাদ,பென்ட் கூரை
পেপটাইজিং এজেণ্ট,பெப்டிசிங் முகவர்
বিশ্লেষণৰ সময়ছোৱা,பகுப்பாய்வு காலம்
পাৰ্পেণ্ড,பெர்பென்ட்
পাৰ্চৰ্পচন,பெர்ஸர்ப்ஷன்
ঘাট,பையர்
পিলাষ্টাৰ,பிலாஸ்டர்
চূড়া,பிட்ச்
পিচড ছাদ,பிட்ச் கூரை
সাধাৰণ কংক্ৰিট,வெற்று கான்கிரீட்
সমতল কোণ,விமான கோணம்
সাধাৰণ চোতাল,சமவெளி முற்றம்
প্লেনছল,பிளான்சோல்
প্লাষ্টিকৰ স্থায়িত্ব,பிளாஸ்டிக் நிலைத்தன்மை
প্লাষ্টিচিটি,பிளாஸ்டிசிட்டி
প্লাষ্টিচিটি সূচকাংক,பிளாஸ்டிசிட்டி இன்டெக்ஸ்
প্লাষ্টিচিটিৰ সীমা,பிளாஸ்டிசிட்டி வரம்பு
প্লাষ্টিচিটিৰ পৰিসৰ,பிளாஸ்டிசிட்டி வரம்பு
প্লেটি গঠন,பிளாட்டி அமைப்பு
প্লিন্থ,பீடம்
হাল বোৱা মাটি,உழவு மண்
প্লামৰ শিল,பிளம் கல்
পডজোলে,போட்ஸோல்
আঙুলিয়াই দি,சுட்டி
বহুভুজীয়া বেৰ,பலகோண சுவர்
ছিদ্ৰৰ স্থান,துளை இடம்
বন্দৰ,துறைமுகம்
পজিটিভ ভেন্টিলেচন,நேர்மறை காற்றோட்டம்
প্ৰেয়ৰী মাটি,புல்வெளி மண்
নিখুঁততা,துல்லியம்
প্ৰাথমিক কণা,முதன்மை துகள்
প্ৰিজমেটিক গঠন,பிரிஸ்மாடிக் அமைப்பு
উৎপাদনশীল কাম,உற்பத்தி வேலை
প্ৰকল্পৰ ন্যায্যতা,திட்ட நியாயப்படுத்தல்
সুৰক্ষামূলক কাম,பாதுகாப்பு வேலை
ছ্যুড’-মাইচেলিয়াম,போலி-மைசீலியம்
পুখুৰী,குட்டை
পাগিং,புக்கிங்
পিউমিচ,பியூமிஸ்
পাঞ্চিয়ন,குத்து
পুতলা,பொம்மை
পুটলগ,புட்லாக்
পুটলগ মৰাপাট,புட்லாக் சாரக்கட்டு
পৰিমাণ জৰীপকাৰী,அளவு சர்வேயர்
শিলৰ ৰস,குவாரி சாறு
ঘাট,குவே
কুইন বন্ধ,ராணி மூடல்
কুইইন,குவோயின்
ৰাফ্ট ফাউণ্ডেচন,ராஃப்ட் அடித்தளம்
ৰেকাৰ,ரேக்கர்
ৰেকিং,ரேக்கிங்
ৰেকিং বণ্ড,ரேக்கிங் பத்திரம்
ৰেকিং ফ্লেছিং,ரேக்கிங் ஒளிரும்
দ্ৰুতগতিত পৰিৱৰ্তনশীল প্ৰবাহ,வேகமாக மாறுபடும் ஓட்டம்
আদায়যোগ্য পেমেণ্ট,திரும்பப் பெறக்கூடிய கட்டணம்
ৰঙা মাটি,சிவப்பு பூமி
ৰঙা লোম,சிவப்பு களிமண்
নিয়ন্ত্ৰক,சீராக்கி
ৰেগুৰ বা ক’লা কপাহী মাটি,ரெகர் அல்லது கருப்பு பருத்தி மண்
ৰিপেমেণ্ট চুক্তি,திருப்பிச் செலுத்தும் ஒப்பந்தம்
অৱশিষ্ট সংকোচন,எஞ்சிய சுருக்கம்
অৱশিষ্ট মাটি,எஞ்சிய மண்
প্ৰকাশ কৰা,வெளிப்படுத்து
পিন প্ৰকাশ কৰক,பின்னை வெளிப்படுத்து
টাই প্ৰকাশ কৰক,டை வெளிப்படுத்து
ৰিজ,ரிட்ஜ்
ৰিজ কেপিং,ரிட்ஜ் கேப்பிங்
নদী,நதி
ৰোড ষ্টেড,சாலை நிலை
ৰুক্ষ প্লাষ্টাৰ,கரடுமுரடான பிளாஸ்டர்
ধ্বংসাৱশেষ,இடிபாடுகள்
ধ্বংসাৱশেষৰ শিলৰ কাম,இடிந்த கொத்து
ধ্বংসাৱশেষৰ দেৱাল,இடிந்த சுவர்
চলি থকা জোখ-মাখ,இயங்கும் அளவீடு
নিৰাপদ বহন ক্ষমতা,பாதுகாப்பான தாங்கும் திறன்
নিমখৰ গ্লেজ,உப்பு படிந்து
নমুনাৰ আকাৰ,மாதிரி அளவு
নমুনা বিতৰণ,மாதிரி விநியோகம்
নমুনা সংগ্ৰহৰ ভুল,மாதிரி பிழை
বালি,மணல்
বালিৰ ফিনিচিং,மணல் பூச்சு
বালিৰ হাতৰ মল্ডিং,மணல் கை மோல்டிங்
ছেণ্ডিং,மணல் அள்ளுதல்
সংপৃক্ত মাটি,நிறைவுற்ற மண்
সংপৃক্ত মাটিৰ পেষ্ট,நிறைவுற்ற மண் பேஸ்ட்
চেচুৰেচন এক্সট্ৰেক্ট,செறிவூட்டல் சாறு
চেচুৰেচন শতাংশ,செறிவூட்டல் சதவீதம்
চচৰ গম্বুজ,சாசர் குவிமாடம்
মৰাপাট,சாரக்கட்டு
শ্বিষ্ট,ஷிஸ்ட்
সাগৰীয় বন্দৰ,கடல் துறைமுகம்
গোপন নালা,ரகசிய சாக்கடை
দ্বিতীয়,இரண்டாவது
পলস বিশ্লেষণ,வண்டல் பகுப்பாய்வு
অৰ্ধকৃত্ৰিম বন্দৰ,அரை செயற்கை துறைமுகம்
অৰ্ধ জোৱাৰ-ভাটাৰ ডক,அரை அலை கப்பல்
চেনিল,முதுமை
শ্বেল,ஷேல்
শ্বীটৰ স্তূপ,தாள் குவியல்
সংকোচনৰ সীমা,சுருக்க வரம்பு
শ্বাটাৰিং,ஷட்டரிங்
চিয়ালিটিক মাটি,சியாலிடிக் மண்
ছিয়েৰ’জেম,சிரோஜெம்
চিল,சில்லு
পলি,வண்டல் மண்
একক ফ্লেমিছ তেজ,ஒற்றை சதை இரத்தம்
একক দানাযুক্ত গঠন,ஒற்றை தானிய அமைப்பு
কংকালৰ মাটি,எலும்பு மண்
স্কাৰ্টিং,பாவாடை
স্লিপাৰ ৱাল,ஸ்லீப்பர் சுவர்
কাষৰ নালা,பக்கவாட்டு சாக்கடை
স্লাইড নিয়ম,ஸ்லைடு விதி
স্লিপ ডক,ஸ்லிப் டாக்
স্মোনিজা,ஸ்மோனிசா
তিয়াই থোৱা,ஊறவைத்தல்
মাটিৰ সংঘ,மண் சங்கம்
মাটিৰ শ্ৰেণী,மண் வகுப்பு
মাটিৰ জটিলতা,மண் வளாகம்
মাটিৰ স্থায়িত্ব,மண் நிலைத்தன்மை
মাটি পৰিয়াল,மண் குடும்பம்
মাটিৰ ফ্ৰেমৰ কাম,மண் சட்ட வேலை
মাটিৰ আৰ্দ্ৰতা,மண்ணின் ஈரப்பதம்
মাটিৰ আৰ্দ্ৰতা বৃদ্ধি,மண்ணின் ஈரப்பதம் பெருக்கம்
মাটিৰ আৰ্দ্ৰতাৰ ঘাটি,மண்ணின் ஈரப்பதம் குறைபாடு
মাটিৰ আকৃতিবিজ্ঞান,மண் உருவவியல்
মাটিৰ কণা,மண் துகள்
মাটিৰ পৰ্যায়,மண் கட்டம்
মাটিৰ প্ৰফাইল,மண் விவரக்குறிப்பு
মাটিৰ বিক্ৰিয়া,மண் எதிர்வினை
মাটি পৃথক হয়,மண் பிரிகிறது
মাটিৰ শৃংখলা,மண் தொடர்
মাটিৰ দ্ৰৱ,மண் தீர்வு
মাটিৰ গঠন,மண் அமைப்பு
মাটিৰ টেক্সচাৰ,மண் அமைப்பு
মাটিৰ প্ৰকাৰ,மண் வகை
ছলুম,சோலம்
শোষণ,சோர்ப்ஷன்
Spalls,ஸ்பால்கள்
নিৰ্দিষ্ট আয়ন প্ৰভাৱ,குறிப்பிட்ட அயனி விளைவு
বৰ্গক্ষেত্ৰৰ কোৰ্চযুক্ত ধ্বংসাৱশেষৰ শিলৰ কাম,சதுர வடிவ இடிபாடுகள்
বৰ্গক্ষেত্ৰৰ নিয়মীয়া কোৰ্চযুক্ত ধ্বংসাৱশেষ শিলৰ কাম,ஸ்கொயர் ரெகுலர் கோர்ஸ்டு இடிந்த கல் கொத்து
স্থিৰ প্ৰবাহ,நிலையான ஓட்டம்
ফিচফিচাই ষ্টেপ কৰিলে,மிளிரும் படி
আঠাযুক্ততা,ஒட்டும் தன்மை
ষ্টিক পইণ্ট,ஒட்டும் புள்ளி
শিল,கல்
স্লপ হেণ্ড মল্ডিং,ஸ்லோப் கை மோல்டிங்
ষ্ট্ৰেপ হিঞ্জ,பட்டா கீல்
ষ্ট্ৰ’ বৰ্ড,வைக்கோல் பலகை
নিজৰা,ஸ்ட்ரீம்
চাপ,மன அழுத்தம்
ষ্ট্ৰেচাৰ,நீட்டுபவர்
ষ্ট্ৰেচাৰ বণ্ড,ஸ்ட்ரெச்சர் பிணைப்பு
ষ্ট্ৰেচাৰ কোৰ্চ,ஸ்ட்ரெச்சர் படிப்பு
তাঁৰ,லேசான கயிறு
ষ্ট্ৰিং কোৰ্চ,சரம் பாடநெறி
গঠন কাৰক,கட்டமைப்பு காரணி
গঠন সূচকাংক,கட்டமைப்பு குறியீடு
ষ্টুকো,ஸ்டக்கோ
ষ্টড,வீரியமான
ষ্টাইলবেট,ஸ்டைலோபேட்
উপ মাটি,துணை மண்
উপ গঠন,துணை அமைப்பு
যোগফল বক্ৰ,கூட்டுத்தொகை வளைவு
সূৰ্য্যৰ মাইকা,சன் மைக்கா
চুপাৰ ষ্ট্ৰাকচাৰ,சூப்பர் கட்டமைப்பு
জৰীপকাৰী,நிலமளப்போர்
S-মান,எஸ்-மதிப்பு
লুট,அங்கும் இங்கும் அசை
হাঁসৰ ডিঙি,ஸ்வான் கழுத்து
তম্বু,கூடாரம்
টেবুল হেণ্ড মল্ডিং,மேஜை கை மோல்டிங்
টেংকিং,டேங்கிங்
টেম্পিয়েট্টো,டெம்பீட்டோ
টেম্পাৰিং,வெப்பநிலை மாற்றம்
টেমপ্লেট,டெம்ப்ளேட்
টেমপ্লেট,டெம்ப்ளேட்
টেপিডাৰিয়াম,டெபிடேரியம்
টেৰাকোটা,டெரகோட்டா
টেৰা ৰোজা,டெர்ரா ரோசா
টেৰাজো,டெர்ராஸோ
টেট্ৰা ষ্টাইল,டெட்ரா பாணி
থ্ৰেছহ&#39;ল্ড সীমা মান,வரம்பு வரம்பு மதிப்பு
নেলু,தொண்டை
শিলৰ মাজেৰে,கல் மூலம்
জোৱাৰ-ভাটাৰ অৱবাহিকা,டைடல் பேசின்
টাই বাৰ,டை பார்
টাই বিম,கற்றை கட்டவும்
টাই ৰড,டை ராட்
তিৰছ,Tirs
সহনশীলতা,சகிப்புத்தன்மை
দাঁত ওলোৱা,பல்வலி
ওপৰৰ মাটি বা পৃষ্ঠৰ মাটি,மேல் மண் அல்லது மேற்பரப்பு மண்
মুঠ ছিদ্ৰতা,மொத்த போரோசிட்டி
ট্ৰেচাৰী,டிரேசரி
ট্ৰেইন ৰেজিষ্টেন্স,ரயில் எதிர்ப்பு
ট্ৰেন্সেপ্ট,இடமாற்றம்
সংক্ৰমণকালীন মাটি,இடைநிலை மண்
ট্ৰেন্সম,டிரான்ஸ்சம்
পৰিবহণ মাটি,போக்குவரத்து மண்
ট্ৰিবিউটাৰী,துணை நதி
ট্ৰাইফ’ৰিয়াম,டிரிஃபோரியம்
ট্ৰিগ্লিফ,ட்ரைகிளிஃப்
ছেদ কৰা মাটি,துண்டிக்கப்பட்ட மண்
অশান্ত প্ৰবাহ,கொந்தளிப்பான ஓட்டம்
টাৰেট,சிறு கோபுரம்
টিম্পাৰ num,டைம்பார் எண்
চূড়ান্ত বহন ক্ষমতা,இறுதி தாங்கும் திறன்
চূড়ান্ত ph,அல்டிமேட் பிஎச்
আনকোৰ্চড ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম,ஒழுங்கற்ற சீரற்ற இடிந்த கொத்து
আনকোৰ্চড বৰ্গক্ষেত্ৰৰ ধ্বংসাৱশেষৰ শিলৰ কাম,கட்டமைக்கப்படாத சதுர இடிபாடுகள்
আণ্ডাৰক্ৰফ্ট,அண்டர்கிராஃப்ட்
ভৰোৱা নোহোৱা ছিদ্ৰতা,நிரப்பப்படாத போரோசிட்டி
একেধৰণৰ প্ৰবাহ,சீரான ஓட்டம்
ইউনিট ফ্ৰেম ধৰণৰ মৰাপাট,அலகு சட்ட வகை சாரக்கட்டு
অনুত্পাদনশীল কাম,பயனற்ற வேலை
অসংপৃক্ত মাটি,நிறைவுறா மண்
অস্থিৰ প্ৰবাহ,நிலையற்ற ஓட்டம்
প্লাষ্টিকৰ ওপৰৰ সীমা,மேல் பிளாஸ்டிக் வரம்பு
উপত্যকাৰ নালা,பள்ளத்தாக்கு சாக்கடை
ভল্ট,வால்ட்
ভেটেৰিয়াম,வெட்டாரியம்
বায়ু চলাচল কৰা,காற்றோட்டம்
ভেন্টিলেটৰ,மறுபடியும்
ভেৰামদহ,வெரம்தா
ভেষ্টিবুল,வேஸ்டிபுல்
ভিলা,வில்லா
