Assamese,Bengali
ইলেক্ট্ৰ&#39;লাইটিক কেপাচিটৰ,তড়িৎ - ধারক
ইলেক্ট্ৰ&#39;লাইটিক কেপাচিটৰ,তড়িৎ - ধারক
বিদ্যুৎচুম্বক,ইলেক্ট্রোম্যাগনেট
বিদ্যুৎচুম্বকীয় শক্তি,ইলেক্ট্রোম্যাগনেটিক শক্তি
বিদ্যুৎচুম্বকীয় প্ৰৰোচনা,ইলেক্ট্রোম্যাগনেটিক আনয়ন
"বিদ্যুৎচুম্বকীয় হস্তক্ষেপ, ইএমআই","ইলেক্ট্রোম্যাগনেটিক ইন্টারফারেন্স, ইএমআই"
বিদ্যুৎচুম্বকীয় বৰ্ণালী,ইলেক্ট্রোম্যাগনেটিক বর্ণালী
বিদ্যুৎচুম্বকীয় তৰংগ,ইলেক্ট্রোম্যাগনেটিক তরঙ্গ
বিদ্যুৎচুম্বকত্ব,তড়িৎচুম্বকত্ব
ইলেক্ট্ৰ&#39; মেকানিকেল ফিল্টাৰ,ইলেক্ট্রো মেকানিক্যাল ফিল্টার
ইলেক্ট্ৰ&#39;মিটাৰ,ইলেক্ট্রোমিটার
বিদ্যুৎচালিত বল,তড়িচ্চালক বল
ইলেক্ট্ৰন,ইলেকট্রন
ইলেক্ট্ৰন ৰশ্মি,ইলেক্ট্রন মরীচি
ইলেক্ট্ৰন আধান,ইলেকট্রন চার্জ
ইলেক্ট্ৰন নিৰ্গমন,ইলেকট্রন নির্গমন
ইলেক্ট্ৰন প্ৰবাহ,ইলেকট্রন প্রবাহ
ইলেক্ট্ৰন গেছ,ইলেকট্রন গ্যাস
ইলেক্ট্ৰন যন্ত্ৰ,ইলেকট্রন ডিভাইস
ইলেক্ট্ৰন ফুটা যোৰ,ইলেকট্রন গর্ত জোড়া
ইলেক্ট্ৰন মাইক্ৰস্কোপ,ইলেকট্রন - অণুবীক্ষণ যন্ত্র
ইলেক্ট্ৰন কক্ষপথ,ইলেকট্রন কক্ষপথ
ইলেক্ট্ৰন খোলা,ইলেকট্রন শেল
ইলেক্ট্ৰন ভল্ট,ইলেকট্রন ভোল্ট
ইলেক্ট্ৰন তৰংগ নলী,ইলেক্ট্রন তরঙ্গ নল
ইলেক্ট্ৰনিক চাৰ্জ,ইলেকট্রনিক চার্জ
ইলেক্ট্ৰনিক ডাটা ষ্ট্ৰেছ,ইলেকট্রনিক ডেটা স্ট্রেস
ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং,ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ
ইলেক্ট্ৰনিক চাবি,ইলেকট্রনিক কী
ইলেক্ট্ৰনিক মেইল (ই-মেইল),ইলেকট্রনিক মেইল (ই-মেইল)
ইলেক্ট্ৰনিক ভৰ,ইলেকট্রনিক ভর
ইলেক্ট্ৰনিক সংখ্যাগত,ইলেকট্রনিক সংখ্যাসূচক
ইলেক্ট্ৰনিক চুইচিং,ইলেকট্রনিক সুইচিং
ইলেক্ট্ৰনিক ভল্টমিটাৰ,ইলেকট্রনিক ভোল্টমিটার
ইলেক্ট্ৰনিকভাৱে টিউন কৰা ৰিচিভাৰ,ইলেকট্রনিকভাবে টিউন করা রিসিভার
ইলেক্ট্ৰনিকছ উদ্যোগ সংস্থা,ইলেকট্রনিক্স শিল্প সমিতি
ইলেক্ট্ৰ&#39;প্লেটিং,ইলেক্ট্রোপ্লেটিং
ইলেক্ট্ৰস্কোপ,ইলেক্ট্রোস্কোপ
বিদ্যুৎচুম্বকত্ব,তড়িৎচুম্বকত্ব
ইলেক্ট্ৰষ্টেটিক ফ্লাক্স,ইলেক্ট্রোস্ট্যাটিক প্রবাহ
ইলেক্ট্ৰষ্টেটিক সংৰক্ষক,ইলেক্ট্রোস্ট্যাটিক সংরক্ষণকারী
উপাদান,উপাদান
বিকশিত কৰা,আপগ্রেড
উন্নতিৰ কোণ,অগ্রগতি কোণ
উপবৃত্তাকাৰ প্ৰতিফলক,উপবৃত্তাকার প্রতিফলক
উপবৃত্তাকাৰ ফিল্টাৰ,উপবৃত্তাকার ফিল্টার
উপবৃত্তাকাৰ মেৰু,উপবৃত্তাকার মেরু
এম্বেডেড চিস্টেম,এমবেডেড সিস্টেম
abssidic ক&#39;ড,অ্যাবসিডিক কোড
এমিটাৰ,নির্গতকারী
এমিটাৰ অৰিয়েণ্টেচন কনফিগাৰেচন,ইমিটার ওরিয়েন্টেশন কনফিগারেশন
এমিটাৰ বাইপাছ কেপাচিটৰ,ইমিটার বাইপাস ক্যাপাসিটর
নিৰ্গমনকাৰী বৈশিষ্ট্য,নির্গত বৈশিষ্ট্য
এমিটাৰ কাপল্ড এম্প্লিফায়াৰ,ইমিটার যুগল পরিবর্ধক
এমিটাৰ প্ৰসাৰণ,বিকিরণকারী প্রসারণ
এমিটাৰ ট্ৰেইলিং,ইমিটার ট্রেলিং
এমিটাৰ ৰেজিষ্টৰ,বিকিরণকারী প্রতিরোধক
এমিটাৰ স্থিতিশীল অৰিয়েণ্টেচন কনফিগাৰেচন,ইমিটার স্থিতিশীল অভিযোজন কনফিগারেশন
এমিটাৰ বেচ জংচন,ইমিটার বেস জংশন
"এমিটাৰ কাপল্ড লজিক, ইচিএল","emitter যুগল যুক্তি, ECL"
যান্ত্ৰিক,যান্ত্রিক
সক্ষম কৰা,সক্ষম
এনকেপচুলেচন,encapsulation
কোদিত্ৰা,কোডিত্র
এনক্ৰিপচন,জোড়া লাগানো
বৃত্তাকাৰ লাভ,বৃত্তাকার লাভ
ৰূপান্তৰ,রূপান্তর
প্ৰণালীবদ্ধ,পদ্ধতিগত
বৃত্তাকাৰ বিচ্যুতি,বৃত্তাকার স্থানচ্যুতি
দীৰ্ঘায়িত এন্টেনা,অনুদৈর্ঘ্য অ্যান্টেনা
দীৰ্ঘায়িত এৰে,অনুদৈর্ঘ্য অ্যারে
শক্তি,শক্তি
শক্তি বাৰ,শক্তি বার
বেণ্ড গেপ,ব্যান্ড ফাঁক
শক্তিৰ স্তৰ,শক্তি স্তর
শক্তিৰ স্তৰৰ ডায়েগ্ৰাম,শক্তি স্তরের চিত্র
উন্নত প্ৰসাৰিত ভৰ নিৰ্দিষ্টকৰণ,বর্ধিত প্রসারিত ভর স্পেসিফিকেশন
বৃদ্ধি কৰা প্ৰবন্ধ পঞ্জীয়ক,বর্ধিত নিবন্ধ নিবন্ধক
বৃদ্ধি,বৃদ্ধি
বৃদ্ধিৰ ধৰণ,বৃদ্ধি প্যাটার্ন
উন্নত Mosfet,উন্নত Mosfet
এণ্ট্ৰপি,এনট্রপি
খাম ডিমডুলেটৰ,খাম demodulator
পৰিৱেশ,পরিবেশ
"এপিটেক্সি বৃদ্ধি, আৰোহী বৃদ্ধি","এপিটাক্সি বৃদ্ধি, আরোহী বৃদ্ধি"
"এপিট্ৰেকিয়াল স্তৰ, আৰোহী স্তৰ","epitracheal স্তর, আরোহী স্তর"
"এপিটাক্সি, অভাৰৰাইডিং","epitaxy, overriding"
ইপক্সি-ফাইবাৰ গ্লাছৰ স্তৰ,epoxy-ফাইবার গ্লাস স্তর
ইপি-ৰম,ইপি-রম
এপ্সিলন,epsilon
সমতা স্থাপন,সমতা
সমতা বৰ্তনী,সমীকরণ সার্কিট
সমতা,সমতা
সমীকৰণ,সমীকরণ
ইকুৱেলাইজাৰ ফিল্টাৰ,ইকুয়ালাইজার ফিল্টার
সমীকৰণটো,সমীকরণটি
বিষুৱীয় সমতল,নিরক্ষীয় সমতল
সমবিভৱ ৰেখা,আইসোপোটেনশিয়াল লাইন
সমবিভৱ পৃষ্ঠা,সমতুল্য পৃষ্ঠা
সমতুল্য বৰ্তনী,সমতুল্য সার্কিট
সমতুল্য ইনপুট শব্দ জেনেৰেটৰ,সমতুল্য ইনপুট নয়েজ জেনারেটর
সমতুল্য ইনপুট শব্দ প্ৰতিৰোধ ক্ষমতা,সমতুল্য ইনপুট শব্দ প্রতিরোধের
সমতুল্য সমস্থানিক বিকিৰণ শক্তি,সমতুল্য আইসোটোপিক বিকিরণ শক্তি
বিলোপ,মুছে ফেলা
শক্তি প্ৰক্ৰিয়া,শক্তি প্রক্রিয়া
ত্ৰুটি নিয়ন্ত্ৰণ ক&#39;ডিং,ত্রুটি নিয়ন্ত্রণ কোডিং
ভুল সংশোধন ক&#39;ড,ত্রুটি সংশোধন কোড
ভুল ধৰা পেলোৱা ক&#39;ড,ত্রুটি সনাক্তকরণ কোড
ভুল নিয়ন্ত্ৰণ,শিল্প খাত
ভুলৰ হাৰ,ত্রুটি হার
ভুল ভল্টেজ,ত্রুটি ভোল্টেজ
ভুল পৰিবৰ্ধক,ত্রুটি পরিবর্ধক
isaki ডাইঅ&#39;ড,ইসাকি ডায়োড
এচিং,এচিং
ইথাৰনেট,ইথারনেট
অইলাৰৰ উপপাদ্য,অয়লারের উপপাদ্য
প্ৰসাৰণ হ্ৰাস ধৰণ,প্রশস্ততা হ্রাস মোড
বাষ্পীভৱন প্ৰক্ৰিয়া,বাষ্পীভবন প্রক্রিয়া
ই-ভেক্টৰ,ই-ভেক্টর
সমতা,সমতা
ব্যতিক্ৰম নিয়ন্ত্ৰণ,ব্যতিক্রম হ্যান্ডলিং
অতিৰিক্ত শব্দ অনুপাত,অতিরিক্ত শব্দ অনুপাত
ট্ৰিপল ক&#39;ড,ট্রিপল কোড
উদ্দীপনা টেবুল,উদ্দীপনা টেবিল
echo XOR গেট,ইকো XOR গেট
এক্সিকিউচন চফ্টৱেৰ,এক্সিকিউশন সফটওয়্যার
নিষ্পাদন পদক্ষেপ,মৃত্যুদন্ড সরানো
নিষ্পাদন সময়,সঞ্চালনের সময়
একচেটিয়া ন&#39;ৰ গেট,এক্সক্লুসিভ নর গেট
সম্প্ৰচাৰক,সম্প্রচারক
ঘাতীয় ক্ষয়,সূচকীয় ক্ষয়
ঘাতীয় ডাইঅ&#39;ড,সূচকীয় ডায়োড
ঘাতীয় ফুৰিয়েৰ শৃংখলা,সূচকীয় ফুরিয়ার সিরিজ
ঘাতীয় ফলন,ব্যাখ্যামূলক কাজ
বাহ্যিক কম্পাঙ্ক ৰেজিষ্টেন্স,বাহ্যিক ফ্রিকোয়েন্সি প্রতিরোধের
অতি উচ্চ কম্পাঙ্ক,খুব উচ্চ ফ্রিকোয়েন্সি
উচ্চ সম্ভাৱনা,উচ্চ সম্ভাবনা
অতি কম কম্পাঙ্ক,খুব সংক্ষিপ্ত ফ্রিকোয়েন্সি
অভেদ্য অৰ্ধপৰিবাহী,দুর্ভেদ্য অর্ধপরিবাহী
ফাইলটো খোলক,খোলা ফাইল
অৰ্ধপৰিবাহী নিৰ্মাণ,সেমিকন্ডাক্টর ফ্যাব্রিকেশন
fabri পেরো অনুনাদক,ফ্যাব্রি পারো রেজোনেটর
পেনেল,প্যানেল
বহুগুণক,গুণক
ফেক্টৰিয়েল,ফ্যাক্টোরিয়াল
lacunae,lacunae
ক্ষীণকৰণ,ক্ষয়
ক্ষীণকৰণ,ক্ষয়
ফাহি একপক্ষীয় পাৰ্যমান্যতা জোখা,ফাহি একতরফা ব্যাপ্তিযোগ্যতা পরিমাপক
বিফল হোৱা,ব্যর্থতা
বিফল ধৰণ,ব্যর্থ মোড
বিফলতাৰ হাৰ,ব্যর্থতার হার
ফেয়াৰ চাইল্ড অৰ্ধপৰিবাহী,ফেয়ার চাইল্ড সেমিকন্ডাক্টর
পতনৰ সময়,পতনের সময়কাল
পাতি কালাদ কোৰ,পাতি কালাদ কোর
পেট কোৰ,প্যাট কোর
পতন হোৱা,পতন
মিছা,মিথ্যা
ভাঁজ কৰা কাগজ,ভাঁজ করা কাগজ
ইনপুট,ইনপুট
ইছ্যু নম্বৰ,সংস্করণ সংখ্যা
ফাৰাড,ফরাদ
ফাৰাডে ইফেক্ট,ফ্যারাডে প্রভাব
ফাৰাডে ঘূৰণ,ফ্যারাডে ঘূর্ণন
faraday স্ক্ৰীণ,ফ্যারাডে পর্দা
faraday ধ্ৰুৱক,ফ্যারাডে ধ্রুবক
ফেৰাডেৰ আইন,ফ্যারাডে এর আইন
প্ৰতিৰূপ,প্রতিরূপ
প্ৰতিলিপি গ্ৰাহক,প্রতিরূপ রিসিভার
প্ৰতিলিপি যোগাযোগকাৰী,প্রতিরূপ যোগাযোগকারী
প্ৰতিৰূপ,প্রতিরূপ
প্ৰতিলিপি সংকেত,প্রতিলিপি সংকেত
চোকা কোৰ,ধারালো কোর
দ্ৰুত fourier ৰূপান্তৰ,দ্রুত ফোরিয়ার রূপান্তর
জাহাজৰ ৰচিদ দিনকাৰি,জাহাজের রসিদ দিনকারি
ফাইল আবণ্টনৰ সময়সূচী,ফাইল বরাদ্দের সময়সূচী
মাৰাত্মক ভুল,মারাত্মক ত্রুটি
মূল নথিপত্ৰ,মূল ফাইল
ইনপুট,ইনপুট
"দোষ, দোষ","দোষ, দোষ"
দোষ বিশ্লেষণ,দোষ বিশ্লেষণ
দোষ ৰেটিং,ফল্ট রেটিং
দোষ স্থানীয়কৰণ,দোষ স্থানীয়করণ
দোষ স্থানীয় দলং,দোষ স্থানীয় সেতু
দোষ ফিল্টাৰ টগল কৰক,ফল্ট ফিল্টার টগল
পতন সহনশীলতা,পতন সহনশীলতা
ফানোৰ এলগৰিদম,ফ্যানোর অ্যালগরিদম
ইছ্যু নম্বৰ,সংস্করণ সংখ্যা
ইছ্যু নম্বৰ গছ,ইস্যু নম্বর গাছ
ফেক্স,ফ্যাক্স
ফাইলৰ সংমিশ্ৰণ,ফাইল সংমিশ্রণ
F সংযোগকাৰী,F সংযোগকারী
কম্পাঙ্ক বিভাজন মাল্টিপ্লেক্সাৰ,ফ্রিকোয়েন্সি বিভাগ মাল্টিপ্লেক্সার
এফ ই চি ক&#39;ড,FEC কোড
ফেডাৰেল কমিউনিকেচন কমিছন,ফেডারেল কমিউনিকেশনস কমিশন
পুনৰ বিনিয়োগ লুপ লাভ,পুনঃবিনিয়োগ লুপ লাভ
ক্ষীণ কৰা চুম্বকীয় পদাৰ্থ,ক্ষয়প্রাপ্ত চৌম্বকীয় উপাদান
ইনপুট,ইনপুট
পুনৰ বিনিয়োগৰ উৎপাদন,পুনঃবিনিয়োগ ফলন
জীৱিকাৰ ক্ষতি,ভরণপোষণ ক্ষতি
পুনৰ বিনিয়োগ,পুনঃবিনিয়োগ
পুনৰ বিনিয়োগ এম্প্লিফায়াৰ,পুনঃবিনিয়োগ পরিবর্ধক
পুনৰ প্ৰৱৰ্তন বিকৃতি,পুনঃপ্রবর্তন বিকৃতি
পুনৰ বিনিয়োগ ব্লক ডায়াগ্ৰাম,পুনর্বিনিয়োগ ব্লক চিত্র
পুনৰ বিনিয়োগৰ ধাৰা ডায়েগ্ৰাম,পুনঃবিনিয়োগ স্ট্রীম চিত্র
পুনৰুদ্ধাৰ লুপ,পুনঃস্থাপন লুপ
পুনৰ বিনিয়োগ দোলক,পুনঃবিনিয়োগ অসিলেটর
পুনৰ বিনিয়োগৰ দৌৰ,পুনঃবিনিয়োগের দৌড়
পুনৰ বিনিয়োগ স্থানচ্যুতি পঞ্জীয়ন,পুনর্বিনিয়োগ স্থানচ্যুতি নিবন্ধন
পুনৰ বিনিয়োগ নীতিৰ ডায়েগ্ৰাম,পুনঃবিনিয়োগ নীতির চিত্র
পুনৰ প্ৰৱৰ্তন ভল্টেজ ডায়াগ্ৰাম,পুনঃপ্রবর্তন ভোল্টেজ ডায়াগ্রাম
ফাৰ্মি স্তৰ,ফার্মি স্তর
ফেৰিক ইণ্ডাক্টৰ,ফেরিক প্রবর্তক
ফেৰাইট,ফেরাইট
ফেৰাইট এন্টেনা,ফেরাইট অ্যান্টেনা
ফেৰাইট অপতৃণ,ফেরাইট আগাছা
ফেৰাইট স্পিনাৰ,ফেরাইট স্পিনার
ফেৰাইট বিভাজক,ফেরাইট বিভাজক
ফেৰাইট লাইন সম্প্ৰসাৰণ,ফেরাইট লাইন এক্সটেনশন
ফেৰাইট-কোৰ ট্ৰেন্সফৰ্মাৰ,ফেরাইট-কোর ট্রান্সফরমার
ferro ক্ৰম টেপ,ফেরো ক্রোম টেপ
ফেৰ&#39;মেগনেটিজম,ফেরোম্যাগনেটিজম
ভাগ্য,ভাগ্য
ফিল্ড ইফেক্ট ট্ৰেঞ্জিষ্টৰ (FET),ফিল্ড ইফেক্ট ট্রানজিস্টর (FET)
ফেট বুষ্টাৰ,ফ্যাট বুস্টার
fret পৰিপূৰক প্ৰতিসমতা,fret পরিপূরক প্রতিসাম্য
চৰ্বি হ্ৰাসৰ ধৰণ,চর্বি হ্রাস মোড
"ভাগ্য দ্বৈততা গেট, দ্বৈততা গেট","ভাগ্য দ্বৈত দরজা, দ্বৈত দরজা"
চৰ্বি বৃদ্ধিৰ ধৰণ,চর্বি বৃদ্ধি মোড
&#39;ফ্ৰেট ফ্ৰিকুৱেন্সি ৰেচপন্স&#39;,fret ফ্রিকোয়েন্সি প্রতিক্রিয়া
চৰ্বি গ্ৰাফিক বিশ্লেষণ,ফ্যাট গ্রাফিক বিশ্লেষণ
FATE বিনিয়োগৰ সুৰক্ষা,ভাগ্য বিনিয়োগ নিরাপত্তা
চৰ্বি ওলোটা,চর্বি বিপরীত
ভাগ্য চুক্তি,ভাগ্য চুক্তি
চৰ্বিযুক্ত mosfet,চর্বি mosfet
চৰ্বিৰ পৰিবাহীতা,চর্বি পরিবাহিতা
টোপনিৰ সময়,ঘুমের সময়
ফাইল আমদানি,ফাইল আমদানি
আঁহ,ফাইবার
ফাইবাৰ সংযোগকাৰী,ফাইবার সংযোগকারী
ফাইবাৰ বিতৰণ কৰা তথ্য আন্তঃপৃষ্ঠ,ফাইবার বন্টিত ডেটা ইন্টারফেস
ফাইবাৰ গ্লাছ,ফাইবার গ্লাস
ফাইবাৰ অপটিক লিংক,ফাইবার অপটিক লিঙ্ক
ফাইবাৰ অপটিক্স ট্ৰেন্সমিছন উইণ্ড&#39;,ফাইবার অপটিক্স ট্রান্সমিশন উইন্ডো
ফাইবাৰ লাইট ডিটেক্টৰ,ফাইবার আলো আবিষ্কারক
ফাইবাৰ বণ্ডিং,ফাইবার বন্ধন
ফিবোনাচি সংখ্যা,ফিবোনাচি সংখ্যা
ভাৰ্চুৱেল শব্দ উৎপাদক,ভার্চুয়াল নয়েজ জেনারেটর
গ্ৰাহকৰ নিষ্ঠা,প্রাপকের বিশ্বস্ততা
জালিয়াতি,জালিয়াতি
এলেকা সহায়ক,এলাকা সাহায্যপ্রাপ্ত
ফিল্ড ইফেক্ট ডিভাইচ,ফিল্ড ইফেক্ট ডিভাইস
ফিল্ড ইফেক্ট চুইচ,ক্ষেত্র প্রভাব সুইচ
ফিল্ড ইফেক্টিভ ট্ৰেঞ্জিষ্টৰ,ক্ষেত্র কার্যকর ট্রানজিস্টর
ক্ষেত্ৰ নিৰ্গমন,ক্ষেত্র নির্গমন
সীহৰ শৰীৰ,সীসা শরীর
ফিল্ড ফ্ৰিকুৱেন্সি,ক্ষেত্রের ফ্রিকোয়েন্সি
ক্ষেত্ৰৰ তীব্ৰতা,ক্ষেত্রের তীব্রতা
ফিল্ড প্ৰগ্ৰেম লজিক এৰে,ফিল্ড প্রোগ্রাম লজিক অ্যারে
ক্ষেত্ৰ পৰীক্ষা,ক্ষেত্র পরীক্ষা
ফিল্ড বাতিল কৰা,ক্ষেত্র বাতিল
FIFO মেমৰি,ফিফো মেমরি
দক্ষতা সূচকাংক,দক্ষতা সূচক
ফাইল,ফাইল
ফাইল ভৰোৱা,ফাইল ফিলার
file কমাণ্ড,ফাইল কমান্ড
নথিপত্ৰ চাৰ্ভাৰ,ফাইল সার্ভার
স্তৰৰ কেপাচিটৰ,স্তর ক্যাপাসিটর
স্তৰৰ ৰেজিষ্টৰ,স্তর প্রতিরোধক
ফিল্টাৰ,ছাঁকনি
ফিল্টাৰৰ বৈশিষ্ট্যসমূহ,ফিল্টার বৈশিষ্ট্য
ফিল্টাৰ বৰ্তনী,ফিল্টার সার্কিট
সংগ্ৰহ,সংগ্রহ
ফিল্টাৰ ডিজাইন,ফিল্টার ডিজাইন
যোগাযোগ তথ্য,যোগাযোগ তথ্য
ফিল্টাৰ পদ্ধতি,ফিল্টার পদ্ধতি
ফিল্টাৰ পুনৰ্গঠন,ফিল্টার পুনর্গঠন
চূড়ান্ত একত্ৰীকৰণ,চূড়ান্ত সমাবেশ
আঙুলিৰ ছাপ,আঙুলের ছাপ
সসীম আৱেগিক প্ৰতিবেদন ফিল্টাৰ,সীমাবদ্ধ আবেগপূর্ণ রিপোর্টিং ফিল্টার
সসীম প্ৰাচল,সীমাবদ্ধ পরামিতি
সসীম অৱস্থাৰ যন্ত্ৰ,সসীম রাষ্ট্র মেশিন
ফায়াৰিং এংগেল,ফায়ারিং কোণ
ফাৰ্মৱেৰ,ফার্মওয়্যার
প্ৰথম চিত্ৰ শব্দ,প্রথম চিত্র শব্দ
প্ৰথম ক্ৰমৰ প্ৰাচ,প্রথম আদেশ প্রশ
ফিচাৰ লুপ পৰীক্ষা,ফিশার লুপ পরীক্ষা
নেৰানেপেৰা,ধ্রুবক
ফিক্সড এটেনুৱেটৰ,স্থায়ী attenuator
ফিক্সড অৰিয়েণ্টেচন,স্থির অভিযোজন
ফিক্সড কেলকুলেটৰ,স্থির ক্যালকুলেটর
নিৰ্দিষ্ট এলেকা,নির্দিষ্ট এলাকা
এচাইনমেণ্ট মেচিন,অ্যাসাইনমেন্ট মেশিন
নিৰ্দিষ্ট সময় নিয়ন্ত্ৰক,নির্দিষ্ট সময় নিয়ামক
পতাকা,পতাকা
ফ্লেংগ,ফ্ল্যাঞ্জ
ফ্লেপ এটেনুৱেটৰ,ফ্ল্যাপ অ্যাটেনুয়েটর
flamboyant,আভা
উজ্জ্বলতা ৰূপান্তৰক,উজ্জ্বলতা রূপান্তরকারী
উজ্জ্বলতা,flamboyant
ফ্লেট ফ্ল&#39;ৰ স্কেনিং,সমতল মেঝে স্ক্যানিং
সমতল কুণ্ডলী,সমতল কুণ্ডলী
ফ্লেট ফাইল,ফ্ল্যাট ফাইল
ফ্লেট ফিল্টাৰ,সমতল ফিল্টার
ফ্লেট পেক,ফ্ল্যাট প্যাক
সমতল ফিতা কেবল,সমতল পটি তারের
ফ্লেট টপ নমুনা সংগ্ৰহ,সমতল শীর্ষ নমুনা
F-স্তৰ,F-স্তর
F-স্তৰীয় আয়নমণ্ডল,F-স্তর আয়নোস্ফিয়ার
ফ্লেমিং,ফ্লেমিং
ফ্লেমিং আৰু ক্লিণ্টন ডাইভাৰ্জেন্স মেথড,ফ্লেমিং এবং ক্লিনটনের বিচ্যুতি পদ্ধতি
flutter,ফ্লাটার
flutter শব্দ,ফ্লটার আওয়াজ
ফ্লাটাৰ ফটোমিটাৰ,ফ্লটার ফটোমিটার
ফ্লিপ ফ্লপ,ফ্লিপ ফ্লপ
ফ্লিপ ফ্লপ এচিনক্ৰ&#39;নাছ বিনিয়োগ,ফ্লিপ ফ্লপ অ্যাসিঙ্ক্রোনাস বিনিয়োগ
ফ্লিপ ফ্লপৰ বৈশিষ্ট্যসমূহ,ফ্লিপ ফ্লপ বৈশিষ্ট্য
ফ্লিপ ফ্লপ কল সংকেত,ফ্লিপ ফ্লপ কল সংকেত
ফ্লিপ ফ্লপ টাইমলাইন,ফ্লিপ ফ্লপ টাইমলাইন
ফ্লিপ ফ্লপ কোৰ-ট্ৰিগাৰ কৰা হৈছে,ফ্লিপ ফ্লপ কোর-ট্রিগারড
ফ্লিপ ফ্লপ jK ট্ৰিগাৰ,ফ্লিপ ফ্লপ জে কে ট্রিগার
ফ্লিপ ফ্লপ লেচ,ফ্লিপ ফ্লপ ল্যাচ
ফ্লিপ ফ্লপ মাষ্টাৰ-স্লেভ,ফ্লিপ ফ্লপ মাস্টার-দাস
ফ্লিপ ফ্লপ আৰ এছ,ফ্লিপ ফ্লপ RS
ফ্লিপ ফ্লপ আৰম্ভ পুনৰাৰম্ভ সেট পুনৰায় সেট কৰক (SR),ফ্লিপ ফ্লপ স্টার্টআপ রিস্টার্ট সেট রিসেট (SR)
ফ্লিপ ফ্লপ সমকালীন বিনিয়োগ,ফ্লিপ ফ্লপ সিঙ্ক্রোনাস বিনিয়োগ
ভাসমান চাৰ্জ,ফ্লোটেশন চার্জ
ভাসমান গঠন,ভাসা গঠন
ভাসমান গেট,ভাসমান গেট
বিনিয়োগ,অপসারণ
অসংযুক্ত লোড,সংযোগহীন লোড
অসম্পৰ্কীয় উৎস,সম্পর্কহীন উৎস
সম্পূৰ্ণ আলোকসজ্জা,সম্পূর্ণ আলোকসজ্জা
ফ্লপি,ফ্লপি
ফ্লপি ডিস্ক,ফ্লপি ডিস্ক
প্ৰবাহ,প্রবাহ
ফ্ল&#39; চাৰ্ট,ফ্লো চার্ট
গ্ৰেডিয়েন্ট ডায়াগ্ৰাম,গ্রেডিয়েন্ট ডায়াগ্রাম
প্ৰবাহৰ দিশ,প্রবাহ দিক
প্ৰবাহ ৰেখা,প্রবাহ লাইন
ফ্ল&#39;মিটাৰ,ফ্লোমিটার
FLT U2 ফিল্টাৰ,FLT U2 ফিল্টার
বহুবচন ক্ষয় উপপাদ্য,বহুবচন ক্ষয় উপপাদ্য
তৰল ঘৰ্ষণ ডেম্পিং,তরল ঘর্ষণ স্যাঁতসেঁতে
তৰল মজিয়া,তরল মেঝে
ফ্লু&#39;ৰেচেন্স ইফেক্ট টিউব,ফ্লুরোসেন্স ইফেক্ট টিউব
ফ্লু&#39;ৰেচেণ্ট,ফ্লুরোসেন্ট
flutter,ফ্লাটার
ফ্লাক্স ঘনত্ব,প্রবাহ ঘনত্ব
ফ্লাক্স দুৱাৰৰ চুম্বকমাপক,ফ্লাক্স ডোর ম্যাগনেটোমিটার
ফ্লাক্স বাইণ্ডিং,ফ্লাক্স বাঁধাই
"ফ্লাক্স মিটাৰ, ফ্লাক্স মিটাৰ","ফ্লাক্স মিটার, ফ্লাক্স মিটার"
ফ্লাক্স ছল্ডাৰ,ফ্লাক্স সোল্ডার
কাউণ্টাৰ ইনজুৰি,পাল্টা আঘাত
ৰিয়েক্টেন্স উচ্চ ভল্টেজ,প্রতিক্রিয়া উচ্চ ভোল্টেজ
কাউণ্টাৰকাৰেণ্ট ট্ৰেন্সফৰ্মাৰ,কাউন্টারকারেন্ট ট্রান্সফরমার
সঞ্চয় প্ৰভাৱ,আহরণ প্রভাব
ফ্ৰিকুৱেন্সি মডুলেচন ডিজিটেল ডিটেক্টৰ,ফ্রিকোয়েন্সি মডুলেশন ডিজিটাল ডিটেক্টর
ফ্ৰিকুৱেন্সি মডুলেচন পিক ডিটেক্টৰ,ফ্রিকোয়েন্সি মড্যুলেশন পিক ডিটেক্টর
আৱৰণযুক্ত মডুলেচন কলা যোগ কৰা হৈছে লুপ ডিটেক্টৰ,এনভেলপড মডুলেশন আর্ট অ্যাডড লুপ ডিটেক্টর
এফ এম ভয়েচ ফ্ৰিকুৱেন্সি টেলিগ্ৰাফ,এফএম ভয়েস ফ্রিকোয়েন্সি টেলিগ্রাফ
focal,ফোকাল
ধ্যান কেন্দ্ৰিত,ফোকাস
ফ&#39;কাচ কেমেৰা,ফোকাস ক্যামেরা
ফ&#39;কাচ ভুল এম্প্লিফায়াৰ,ফোকাস ত্রুটি পরিবর্ধক
ফোকাচ ছবি টিউব,ফোকাস পিকচার টিউব
ফোকাচ চাৰ্ভো,ফোকাস servo
ফোকাচ আৰু ফ’ল’-আপ,ফোকাস এবং ফলো-আপ
ফোকাচ আৰু ফ’ল’ আপ বডি,ফোকাস এবং অনুসরণ শরীর
ফয়েল-টাইপ গেজ,ফয়েল-টাইপ গেজ
প্ৰথম ফাট,প্রথম ফাটল
