Odiya,Hindi
ସମ୍ମିଳନୀ ସଂସଦ |,अनधिकृत आहूत पार्लियामेंट
କପରହେଡ୍ସ (= ଶାନ୍ତି ଗଣତାନ୍ତ୍ରିକ),कापरहेड्स
କପିହୋଲ୍ଡ |,"पट्ट-भूमि, पट्टे पर मिली भूमि"
କର୍ଡୋନିଂ |,परिसीमन; घेरा डालना
କରୋନା |,"मुकुट, किरीट"
କରୋନେସନ୍ |,राज्याभिषेक
କରୋନେସନ୍ ପଥର |,"अभिषेकाश्म, अभिषेक-शिला"
କର୍ପସ୍,(ग्रंथ) संग्रह
କର୍ସାୟର୍ |,"जलदस्यु, समुद्री डाकू"
କର୍ସାୟର୍ |,2. दस्यु पोत
କର୍ସେଟ୍ (= କର୍ସଲେଟ୍),"उरस्त्राण, वक्षस्त्राण"
କର୍ଟସ୍ |,"कार्टिज़, स्पेनी संसद"
କୁଟୀର (= କୁଟିଅର୍),कुटी घर
କୁଟୀର (= କୁଟିଅର୍),2. खिदमती काश्तकार
ପାଲାଟିନେଟ୍ ଗଣନା କରନ୍ତୁ |,काउन्ट पैलेटीनेट
ଦେଶ ଘର,ग्राम्य आवास
କାଉଣ୍ଟି |,काउन्टी
କାଉଣ୍ଟି ବୋରୱେଲ |,काउन्टी बरो
କାଉଣ୍ଟି କୋର୍ଟ |,काउन्टी न्यायालय
କାଉଣ୍ଟି ପାଲାଟାଇନ୍ |,काउन्टी रियासत
କୋର୍ଟ,दरबार
କୋର୍ଟ,2. राजसभा
କୋର୍ଟ ସର୍କୁଲାର୍ |,राजपरिपत्र
କୋର୍ଟ ଶ iqu ଳୀ,"दरबारी शिष्टाचार, दरबारी अदब, दरबारी क़ायदा"
କୋର୍ଟ,"राजदरबारी, राजसभासद, मुसाहिब"
ଅଦାଲତ,कोर्ट ऑफ कैसेशन
କୋର୍ଟ ଅଫ୍ ଡାଇରେକ୍ଟର୍ସ (EIC),"(ईस्ट इंडिया कंपनी का) निदेशक मंडल, कोर्ट ऑफ डायरेक्टर्स"
ମାଲିକଙ୍କ କୋର୍ଟ,"(ईस्ट इंडिया कंपनी का) स्वामी मंडल, कोर्ट ऑफ प्रोप्राइटर्स"
କୋର୍ଟ କବି,राजकवि
ଚୁକ୍ତିଭିତ୍ତିକ କାମେରୋନିଆନ୍ |,प्रसंविदाकारी केमेरोनपंथी
ମୁକୁଟ |,"राजा, क्राउन"
ମୁକୁଟ |,2. (क) ताज
ମୁକୁଟ |,(ख) मुकुट
ମୁକୁଟ ଜମି |,"खालसा, राजभूमि"
ମୁକୁଟ ଜମି |,2. संघ राज्य
କ୍ରାଉନ୍ ପ୍ରିନ୍ସ |,युवराज
କ୍ରୁସେଡ୍ |,"धर्मयुद्ध, जिहाद"
କ୍ରୁସେଡର୍ |,धर्म-योद्धा
କ୍ରିପ୍ଟୋଗ୍ରାମ୍ |,"गुप्त लेख, छद्म लेख, गुप्त संदेश, कूट लेख, कूट संदेश, छद्म संदेश"
କୁଇରାସ୍ |,"वक्षस्त्राण, जिरहबख़्तर"
କୁଇରାସିଅର୍ |,"चर्म कवचधारी, अश्वारोही"
ଦେବତା ସଂସ୍କୃତି,संप्रदाय देवता
କୁରିଆ,"क्यूरिया, सभा-भवन, परिषद"
କୁରିଆ,2. रोम का सीनेट भवन
ରାଜା,जारशाही
ଅନ୍ଧାର ମାଳଦ୍ୱୀପ |,अंध महाद्वीप
ବିଚାର ଦିନ,प्रलय-दिवस
ବିଚାର ଦିନ,2. क़यामत का दिन
ଡିନ୍,"डीन, अधिष्ठाता"
ଦଶନ୍ଧି,जशक
ଡେନାରିୟସ୍ |,दीनार
ବିତାଡିତ ରାଜତନ୍ତ୍ର |,सिंहासनच्युत राजा
ଲୁଟ,विलुंठन
ବିଚ୍ଛିନ୍ନତା |,"अपहरण, लूट-खसोट"
ଡେଥ୍ରୋନ୍ |,गद्दी से उतारना
ଡାଏଡେମ୍ |,राजमुकुट
ଡାଏଡେମ୍ |,2. किरीट
ଡାଏଡେମ୍ |,3. राजचिह्र
ଡିଆସିଆ,डायेसिया
ଡିକାଷ୍ଟେରିୟମ୍ |,न्यायालय
ଦିଲୁଭିଆଲିଷ୍ଟ |,जलप्रलयवादी
ଡ଼ିଓସିସ୍,बिशप-क्षेत्र
ଡ଼ିଓସିସ୍,2. डायोसीज़
Directoire (= Directry),क्रांतिकारी कार्यकारिणी
Directoire (= Directry),2. दायरोक्तायर
ଦିରହମ୍ |,दिरहम
ଅବିଶ୍ୱାସୀ |,निष्ठाहीन
ଅବିଶ୍ୱାସୀ |,2. देशद्रोही
ତ୍ୟାଗ,"राज्य-अपहरण नीति, राज्यलय-नीति"
ଡକ୍ୟୁମେଣ୍ଟ୍,"प्रलेख, दस्तावेज़"
ଡକ୍ୟୁମେଣ୍ଟାରୀ ପ୍ରମାଣ |,"दस्तावेज़ी साक्ष्य, प्रलेखी साक्ष्य"
ଡୋମେସ୍ ବୁକ୍ |,"अंतिम निर्णय पुस्तक, क़यामत के दिन की पुस्तक"
କନଷ୍ଟାଣ୍ଟିନର ଦାନ |,कॉन्सटेन्टाइन का दान
ନିପାତ |,"विधि, क़ानून"
ଡାଉଜର୍ ରାଣୀ |,राजमाता
ଡ୍ରାଗନ୍ |,"ड्रेगून, घुड़सवार"
ଡ୍ରୋମେଡାରିଆନ୍ |,साँडनी सवार
ଡ୍ରୋମେଡାରୀ |,"साँडनी, मादा ऊँट"
ଡ୍ରୋମଣ୍ଡ |,महा नौका
ଡୁଆଲ୍ |,द्वंद्व युद्ध
ଦ୍ୱ ual ତ ମିଳିତତା |,"डुअल अलाएँस, दोहरी संधि"
ଡୁଆଲ୍ ଏଣ୍ଟେଣ୍ଟେ |,ड्यूल आँताँत
ଡୁଆଲ୍ ସିଷ୍ଟମ୍ (= ଦ୍ୱ ual ତ ସରକାର),"दोहरा शासन, दुहरी सरकार, द्वैध शासन"
ଡ୍ୟୁକ୍ |,ड्यूक
ଡୁମା,ड्यूमा
ବାଘ ଅବତାର |,वामन अवतार
ରାଜବଂଶ,वंश
ରାଜବଂଶ,2. राजवंश
ଇଗଲ,गरूड़
ଏଲଡର୍ ମ୍ୟାନ୍ |,एल्डरमेन
କର୍ଣ୍ଣ,अर्ल
Earldom,"अर्लपद, अर्लक्षेत्र"
ପ୍ରାରମ୍ଭିକ ଗୁପ୍ତା |,"पूर्व गुप्त वंश, पूर्व गुप्त वंशीय राजा"
ପ୍ରାରମ୍ଭିକ (histor ତିହାସିକ) ସାଇଟଗୁଡିକ |,पूर्वकालीन (ऐतिहासिक) स्थल
ପ୍ରାରମ୍ଭିକ ବ ed ଦିକ ଅବଧି |,पूर्व वैदिक काल
ଉପଦେଶ,नागरिक सभा
ପୁନ it ଉଦ୍ଧାରର ଆଦେଶ |,"प्रत्यास्थापन धर्मादेश, प्रत्यास्थापनराजादेश, एडिक्ट ऑफ रेस्टिट्यूशन"
ଆଠ ଗୁଣା ପଥ |,अष्टांगिक मार्ग
ପ୍ରାଚୀନମାନେ,"चर्च अधिकारी, गिरजाधिकारी, प्रेसबीटर"
ବୟସ୍କ ରାଜ୍ୟସ୍ତରୀୟ (= ଜେନ୍ରୋ),वयोवृद्ध राजविद्
ହାତୀ ଛେଳି |,अंकुश
ଏକାଦଶ ବର୍ଷର ଅତ୍ୟାଚାର |,"ग्यारह वर्ष का आतंक राज्य, एकादश वर्षीय आतंक राज्य"
ଏଲିସା (= ଏଲିସି),एलीजे
ଏନକ୍ଲୋଜର ଆନ୍ଦୋଳନ |,बाड़ाबंदी आंदोलन
ଏନସାଇକ୍ଲିକ୍ |,पोप-परिपत्र
ଏନସାଇକ୍ଲୋପେଡିଷ୍ଟ ଆନ୍ଦୋଳନ |,विश्वकोशकार आंदोलन
ଏଣ୍ଟେଣ୍ଟେ |,"आंतांत, सौहार्द"
ଏଣ୍ଟେଣ୍ଟେ କର୍ଡିଆଲ୍ |,"दृढ़ सौहार्द, आंतांत कार्दिआल"
ଏଣ୍ଟ୍ରୋନ୍ |,राज्यारोहण
ଭ୍ରମଣ,"परिचारक गण, परिचर"
ଏଫୋଡ୍,"वस्त्र, परिधान"
ଇଫୋର |,"दंडाधीश, एफोर"
ଏପିକ୍ ବୟସ |,वीरयुग
ଏପିକ୍ ହିରୋ |,महाकाव्य-नायक
ଏପିଗ୍ରାଫ୍ |,पुरालेख
Episcopacy,बिशपतंत्र
Episcopate |,विशप-पीठ
ଏପିସୋଡ୍,घटना
ଯୁଗ,युग
ଯୁଗ ତିଆରି ଇଭେଣ୍ଟ |,युगांतरकारी घटना
ଯୁଗ ସୃଷ୍ଟି କରୁଥିବା ବ୍ୟକ୍ତି |,युग-प्रवर्तक व्यक्ति
ଉପନାମ,नाम-स्रोत
ସମୀକରଣ,अश्वपाल
ସମୀକରଣ,2. एक्यरी
ଅଶ୍ୱିନୀ ମୂର୍ତ୍ତି |,अश्वारोही मूर्ति
ଯୁଗ,"काल, संवत्"
ଏରଗାଷ୍ଟୁଲମ୍ |,दास-कारागार
ଇଉକାରିଷ୍ଟ |,यूखेरिस्त
ସୁସମାଚାର,"शुभ संदेशवाद, इंजीलवाद"
ସୁସମାଚାର ଆନ୍ଦୋଳନ |,इंजीली आंदोलन
ସୁସମାଚାର ପ୍ରଚାରକ |,"इंजीली प्रचारक, इंजीलवादी"
Exarch,एक्सार्क
Exilarch,"निष्कासितों का शासक, निर्वासितों का शासक"
ଫାଲାଙ୍ଗିଷ୍ଟ |,फैलेंजवादी
ପିତା ଭୂମି |,() पितृभूमि
ପିତା ଭୂମି |,(2) स्वदेश
ଫେରିଆ |,पर्व
ଫେଟିଶ୍ |,जड़-पूजा
ସାମାଜିକ ହୋଲ୍ଡିଂ |,सामंती-क्षेत्र
ସାମ୍ରାଜ୍ୟବାଦ (= ସାମ୍ରାଜ୍ୟ ପ୍ରଣାଳୀ),"सामंतवाद, सामंतशाही"
ସାମ୍ରାଜ୍ୟ ବ୍ୟବସ୍ଥା |,सामंती व्यवस्था
ବିବାଦୀୟ |,सामंत
ଫିଡେ ଡିଫେନ୍ସର୍ (= ବିଶ୍ୱାସର ଡିଫେଣ୍ଡର),धर्मत्राता
ଫିଫ୍ |,जागीर
ଫିଲ୍ଡ ସିଷ୍ଟମ୍ |,क्षेत्र-व्यवस्था
ପ te ୍ଚଦଶ କର |,पंचदशांश कर
ଚିତ୍ର ମୁଣ୍ଡ,नाम मात्र का अध्यक्ष
ଫିନ୍ ଡି ସାଇକେଲ୍ |,अवसानमुखी शताब्दी
ଅଗ୍ନି ଭୋଜନକାରୀ |,फायर ईटर
ପାଞ୍ଚ ମାଇଲ୍ ଆକ୍ଟ |,पाँच मील अधिनियम
ପତାକା,"पताका, ध्वज"
ଫ୍ଲେମେନ୍ ଡାଏଲିସ୍ |,जुपिटर के पुजारी
ଫ୍ଲେମେନ ମାର୍ଟିଆଲିସ୍ |,मार्स के पुजारी
ଜ୍ୱଳନ୍ତ ମଶାଲ |,"दीप्त शिला, जलती मशाल"
ଫାଙ୍କା,"पार्श्व, बाजू"
ଫ୍ଲାଙ୍କିଙ୍ଗ୍ ଗତି,"तुलुग़मा, पार्श्वग्राह"
ସମୃଦ୍ଧ ସଭ୍ୟତା |,उन्नतिशील सभ्यता
ଫ୍ଲୁଭିଆଲିଷ୍ଟିକ୍ ବିଶ୍ୱାସ |,नदी संबंधी विश्वास
ଲୋକ ଭଗବାନ |,"लोक-देवता, जन-देवता"
ଲୋକ ଦେବୀ,जन-देवी
ଲୋକ ସ୍ମୃତି,लोक-स्मृति
ଲୋକ ପୁରାଣ (= ଲୋକନୃତ୍ୟ),लोक कथा
ଚୋରାଚାଲାଣ |,रसदमारी धावा
ଅଗ୍ରଗାମୀ |,धावा
ଅଗ୍ରଗାମୀ |,"पुरखा, पूर्वज"
ପୂର୍ବଜ,"पूर्वज, पुरखा"
ଅଗ୍ରଗାମୀ |,पूर्वगामी
ଭରସା,"जोखिम दल, अग्रदल"
ଗଠନମୂଳକ ପର୍ଯ୍ୟାୟ |,निर्माण-अवस्था
ଦୁର୍ଗ,"किला, दुर्ग, गढ़"
ଦୁର୍ଗ,क़िलाबंदी
ଦୁର୍ଗ ସହର,"प्राचीरयुक्त नगर, परकोटेवाला नगर"
ଦୁର୍ଗ,"दुर्ग, कोटला, गढ़ी"
ଫର୍ଚୁନା,फॉर्चूना
ଫୋରମ୍ ରୋମାନମ୍ |,रोमन फोरम
ଫ୍ରାନ୍ସିସ୍କାନ୍ |,फ्रांसिस श्रमण
ଫ୍ରାଙ୍କଲିନ୍ |,मध्यवर्गीय ज़मींदार
ଭ୍ରାତୃ ଯୁଦ୍ଧ |,भ्रातृघातक युद्ध
ମୁକ୍ତ ଚର୍ଚ୍ଚ,"स्वतंत्र चर्च, अबद्ध गिरजा"
ମୁକ୍ତଧାରୀ,"उन्मुक्त भूमिधर, स्वतंत्र माफीदार"
ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |,() शस्त्रोपजीवी सैनिक
ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |,(2) स्वच्छंद सैनिक
ଫ୍ରିମାନ୍,() स्वाधीन नागरिक
ଫ୍ରିମାନ୍,(2) पर्ण नागरिक
ଫ୍ରିପାସ୍ |,दस्तक
ଫରାସୀ ବିପ୍ଳବ |,फ्रांसीसी क्रांति
ଫ୍ରିୟାର୍ |,भिक्षु
ଫ୍ରାସିଆନ୍ ଭିକାରୀ,फ्रिजी भृतक सैनिक
ସୀମାନ୍ତ ମଣିଷ |,सीमांतवासी व्यक्ति
ଗାଲେନ୍ |,"दीर्घ नौपोत, दीर्घ नौका"
ଗାଲିକାନ୍ (= ଗାଲିକାନିଷ୍ଟ),"फ्राँसीसी, गॉलीय व्यक्ति"
ଗାଲିକାନିଜିମ୍ |,गैलीयवाद
ଗ୍ୟାରିସନ୍ |,"दुर्ग सेना, गैरिसन"
ଗଲ୍ |,गॉल
ଗାଣ୍ଟଲେଟ୍ |,"() लौह हस्तक, धातु का दस्ताना"
ଗାଣ୍ଟଲେଟ୍ |,(2) हस्त-कवच
ଗେଜେବୋ |,() सावन-भादों
ଗେଜେବୋ |,(2) धारागृह
ଗେଜେବୋ |,(3) झरोखा
ବଂଶାନୁକ୍ରମିକ ଇତିହାସ |,वंशावली-इतिहास
ବଂଶାନୁକ୍ରମିକ ରେକର୍ଡ |,"वंशावली-इतिहास, वंशावली अभिलेख"
ବଂଶାନୁକ୍ରମିକ ସାରଣୀ |,"वंशसारणी, वंशावली"
ବଂଶାନୁକ୍ରମିକ ବୃକ୍ଷ |,वंश-वृक्ष
ବଂଶାନୁକ୍ରମିକ,"वंशावली, वंश-वृक्ष"
ବଂଶାନୁକ୍ରମିକ,2. वंशिकी
ପି Generation ଼ି,पीढ़ी
ଜାତିସଂଘ,"जन-संहार, जाति-संहार"
ଅଣଯିହୂଦୀ,() सामान्य जन
ଅଣଯିହୂଦୀ,(2) गैर यहूदी
ଅଣଯିହୂଦୀ,(3) ईसाई
ଅଣଯିହୂଦୀ,(4) मूर्त‍ि पूजक
ଘେଟୋ |,"() घेटो, यहूदी बस्ती"
ଘେଟୋ |,(2) पृथक बस्ती
ଗିବ୍ବେଟ୍ |,"टिकटी, फाँसी का तख्ता"
ଗିଲ୍ଡ (= ଗିଲ୍ଡ),श्रेणी
ଗ୍ଲାଡିଏଟର |,"खड्गमल्ल, असिक्रीड़क"
ଗ or ରବମୟ ବିପ୍ଳବ |,गौरवमय क्रांति
ସୁବର୍ଣ୍ଣ ହୋର୍ଡ଼ |,तातारी महासंघ
ଗ୍ରାଣ୍ଡ୍ ଆଲାଏନ୍ସ |,"यूरोपीय सहबंध, यूरोपीय संश्रय"
ଗ୍ରାଣ୍ଡି,अमीर
ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |,() तुर्की का सुल्तान
ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |,(2) महासामंत
ମହାନ ଗୃହଯୁଦ୍ଧ |,महा गृहयुद्ध
ମହାନ ବିଦାୟ (ବୁଦ୍ଧଙ୍କ),(महात्मा बुद्ध का) महाभिनिष्क्रमण
ଗ୍ରେଟର ଭାରତ |,बृहत्तर भारत
ମହାନ ହେଲାସ୍ |,बृहत यूनान
ମହାନ ହୋର୍ଡ,ग्रेट होर्ड
ମହାନ ତ୍ୟାଗ (= ମହାନ ବିଦାୟ),महाभिनिष्क्रमण
ମହାନ ସିଲ୍ |,"राज-मुद्रा, राजा की मुहर"
ଗ୍ରେଟ୍ ଟ୍ରାକ୍ |,महाप्रवासन
ମହାନ ଯାନ,महायान
ଚାଇନାର ଗ୍ରେଟ୍ ୱାଲ୍ |,"चीन की महाप्राचीर, चीन की विशाल दीवार"
ଗ୍ରୀଭ୍ |,"पिंडलीत्राण, पिंडलीकवच"
ରାକ୍ଷୀ-ଚାମ୍ବର |,() रक्षक कक्ष
ରାକ୍ଷୀ-ଚାମ୍ବର |,(2) रक्षक चौकी
ରାକ୍ଷୀ-ଚାମ୍ବର |,(3) अस्थायी कारावास
ଗୁପ୍ତା,गुप्त वंश
ହାଗିଓଗ୍ରାଫି |,() संत चरित संग्रह
ହାଗିଓଗ୍ରାଫି |,(2) संत चरित लेखन
ହାଜିଓଲୋଜି |,() संत चरित
ହାଜିଓଲୋଜି |,(2) संत साहित्य
ବ୍ୟକ୍ତିଗତ ଦର୍ଶକଙ୍କ ହଲ୍ |,दीवाने ख़ास
ଜନ ଦର୍ଶକଙ୍କ ହଲ୍ |,"दीवाने आम, आम दरबार"
ହ୍ୟାଚ୍,"शस्त्रांकित पट्टिका, कुल-चिह्नाँकित पट्टिका"
ହେଥେନ୍ |,() अवधर्मी
ହେଥେନ୍ |,"(2) क़ाफिर, बुतपरस्त"
ହେଥେନିଜିମ୍ |,देव-पूजा
ହେଗିରା (ହେଜେରା),हिज़र
ହେଲେନିଜିମ୍ |,यूनानी संस्कृति
ହେଲଟ୍ |,"भूमिदास, दास"
ହେରାଲ୍ଡ୍ରି |,कुल-चिह्रांकन कला
ହେରିଟେଜ୍,विरासत
ହାଇରୋଗଲିଫିକ୍ ର line ଖ୍ୟ ବର୍ଣ୍ଣଗୁଡିକ |,चित्रात्मक रेखीय अक्षर या प्रतीक
ହାଇରୋଗଲିଫିକ୍ ସ୍କ୍ରିପ୍ଟ |,चित्रात्मक लिपि
ହାଇ ଚର୍ଚ୍ଚ,हाई चर्च
ହାଇ ଲ୍ୟାଣ୍ଡର୍ |,हाई लैन्डर
ହିନ୍ଦୁ ଧର୍ମ,हिंदू धर्म
Histor ତିହାସିକ,() इतिहासज्ञ
Histor ତିହାସିକ,(2) इतिहासकार
Histor ତିହାସିକ ବସ୍ତୁବାଦ |,ऐतिहासिक भौतिकवाद
Histor ତିହାସିକ ଯୁଗ |,ऐतिहासिक युग ऐतिहासिक काल
Histor ତିହାସିକ ସୀମା,ऐतिहासिक सीमांत
ଇତିହାସକାର,इतिहास-लेखक
ଇତିହାସକାର,2. इतिवृत्त लेखक
ଇତିହାସ ଲିପି,इतिहास-लेखनकला
ଇତିହାସ ଲିପି,2. इतिहास-लेखन
ଇତିହାସ,इतिहास
ହିତ୍ତୀୟ ସାମ୍ରାଜ୍ୟ |,हित्ती साम्राज्य
ପବିତ୍ର ମିଳିତ ମଞ୍ଚ,"पवित्र मैत्री, पवित्र सहबंध"
ପବିତ୍ର ସହର,"() पुण्य पुरी, पवित्र नगर"
ପବିତ୍ର ସହର,(2) होली सिटी
ପବିତ୍ର ଭୂମି,() पुण्य भूमि
ପବିତ୍ର ଭୂମି,(2) होली लैंड
ହୋଲି ଲିଗ୍ |,"() होली लीग, पवित्र संघ"
ହୋଲି ଲିଗ୍ |,"() सन्  से  ईo की अवधि में, पोप जूलियस द्वितीय (पदकाल सन् - ईo) ने फ्रांसिसियों को इटली से निष्कासित करने के उद्देश्य से इटली के नगर राज्य वेनिस को विजित कर और स्पेन के फर्डिनेन्ड (सन् - ईo) के साथ मिलकर पवित्र संघ की स्थापना की। आगे चलकर इंग्लैंड के राजा हेनरी अष्टम (सन् -) और सम्राट मैक्सिमिलियन प्रथम् (पदकाल सन् - ईo) भी संघ में सम्मिलित हो गए। हेनरी अष्टम् ने ‘एड़ युद्ध’ (बैटिल आफ द स्पर्स) में फ्रांसीसियों को पराजित किया और यह संघ भी उसी के साथ समाप्त हो गया।"
ପବିତ୍ର ରୋମାନ୍ ସାମ୍ରାଜ୍ୟ (= ସାମ୍ରାଜ୍ୟ),"पवित्र रोमन साम्राज्य, रोम का धर्म-राज्य"
ପବିତ୍ର ସମୁଦ୍ର |,() पोप का अधिकार-क्षेत्र
ପବିତ୍ର ସମୁଦ୍ର |,(2) धर्ममंडल
ପବିତ୍ର ଯୁଦ୍ଧ,जिहाद
ପବିତ୍ର ଯୁଦ୍ଧ,2. धर्म-युद्ध
ଗୃହ ସରକାର,बर्तानिया सरकार
ହୋମ ଗାର୍ଡ |,"होम गार्ड, गृह रक्षक दल"
ମାତୃଭୂମି |,स्वदेश
ଗୃହ ନିୟମ |,स्वशासन
ଗୃହ ନିୟମ,होम रूल
ହୋର୍ଡେ |,ओर्दु
ହୋର୍ଡେ |,2. झुंड
ଶତ୍ରୁ ଦେଶ |,विरोधी देश
ଶତ୍ରୁ ଭୂମି |,शत्रु-प्रदेश
ଗରମ ଅନୁସରଣ,"क्षिप्र अनुघर्षण, सरगर्मी से पीछा करना"
ଘର,सदन
ଘର,2. घराना
ହାଉସ୍ ଅଫ୍ କମନ୍ସ,हाउस ऑफ कॉमन्स
ହାଉସ୍ ଅଫ୍ ଲର୍ଡସ୍ |,हाउस ऑफ लॉर्डस
ଲୋକସଭା,हाउस ऑफ रिप्रेजेन्टेटिव्स
ହୁଗୁଏନଟ୍ସ |,"हयूजिनात, फ्रांसीसी प्रोटेस्टैन्ट"
ମାନବବାଦ |,"मानवतावाद, मानवता"
ମାନବବାଦୀ |,मानव (ता) वादी
ଶହ ଶହ ୟେସର ଯୁଦ୍ଧ |,शतवर्षीय युद्ध
ହଙ୍କର୍ |,"हंकर, अनुदारदली (य)"
ଇବାଦତ ଖାନା (ପୂଜା ଘର),"इबादतखाना, उपासना-गृह"
ଆଇକନୋକ୍ଲାଷ୍ଟ |,"मूर्ति भंजक, बुतशिकन"
ପ୍ରତିମା,मूर्त्तिपूजक
ଇଲାହି ଯୁଗ |,"इलाही संवत्, इलाही काल"
ବେଆଇନ ଯୁଦ୍ଧ |,अवैध युद्ध
ଆଲୋକିତ ପାଣ୍ଡୁଲିପି,"अलंकृत पांडुलिपि, चमकदार पांडुलिपि"
ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |,सचित्र पांडुलिपि
ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |,2. सचित्र हस्तलेख
ଇମାମ (ଇମ୍ମାମ୍),इमाम
ଇମାମେଟ୍ |,इमाम-राज्य
ଇମାମେଟ୍ |,2. इमाम पद
ଇମମ୍ବର,इमामबाड़ा
ସାମ୍ରାଜ୍ୟ,"साम्राज्यिक, साम्राज्य संबंधी"
ସାମ୍ରାଜ୍ୟ ସହର |,साम्राज्यिक नगर
ସାମ୍ରାଜ୍ୟବାଦ |,साम्राज्यवाद
ସାମ୍ରାଜ୍ୟ ପସନ୍ଦ |,साम्राज्यिक अधिमानात्मकता
ଅପ୍ରାକୃତିକ |,दुःनीति
ଇମ୍ପୋଷ୍ଟର୍ |,झूठा दावेदार; प्रतारक
କାରାଗାର,कैद
କାରାଗାର,2. कारावास
ଆକ୍ରମଣ,"क्षिप्र आक्रमण, अचानक हमला"
ଅନୁପ୍ରବେଶକାରୀ |,"आक्रमणकारी, धावामार"
ସ୍ୱାଧୀନତା,स्वाधीनता
ସ୍ବାଧୀନତା ଦିବସ,स्वाधीनता-दिवस
ସ୍ୱାଧୀନତା ହଲ୍,इंडिपेन्डेंस हाल
ଭାରତୀୟ ଆମେରିଆନ୍ (= ରେଡ୍ ଇଣ୍ଡିଆନ୍ = ଆମେରିକୀୟ ଭାରତୀୟ),अमरीकी इंडियन
ଇଣ୍ଡିଆନ୍ ହୋମ୍ ନିୟମ ଲିଗ୍ |,"भारतीय होम रूल लीग, इंडियन होम रूल लीग"
ଶିଳ୍ପ ବିପ୍ଳବ |,औद्योगिक क्रांति
ଅବିଶ୍ୱାସୀ |,"क़ाफिर, अविश्वासी"
ଅବିଶ୍ୱାସୀ |,"2. क़ाफिर, विधर्मी"
ଅନୁପ୍ରବେଶ,घुसपैठ
ଅନୁପ୍ରବେଶକାରୀ |,घुसपैठिया
ସୂଚନାଯୋଗ୍ୟ,ज्ञापक
ସୂଚନାଯୋଗ୍ୟ,2. भेदिया
ସୂଚନାଦାତା,सूचनादाता
ସୂଚନାଦାତା,2. मुखबिर
ଅନୁପ୍ରବେଶ,प्रवेश
ଅନୁପ୍ରବେଶ,2. अंतः प्रवेश
ଅନୁପ୍ରବେଶ,3. प्रवेशाधिकार
ବାସସ୍ଥାନ,निवास
ନିବାସୀ,निवासी
ଉତ୍ତରାଧିକାରୀ |,वंशागति
ଉତ୍ତରାଧିକାରୀ |,2. उत्तराधिकार
ଉତ୍ତରାଧିକାରୀ |,3. दाय
ଲେଖା,"उत्कीर्ण लेख, अभिलेख"
ଇନସିନିୟା |,लक्षण
ଯୋଗଦାନର ଯନ୍ତ୍ର,अधिमिलन-पत्र
ସରକାରଙ୍କ ଉପକରଣ,इन्स्ट्रूमेंट ऑफ गवर्नमेंट
ବିଦ୍ରୋହ (ବିଦ୍ରୋହ),उपप्लव
ବିଦ୍ରୋହୀ,उपप्लवी
ବିଦ୍ରୋହ,विप्लव
ବିଦ୍ରୋହ,2. परिद्रोह
ଏକୀକରଣ,"एकीकरण, समेकीकरण"
ରେକର୍ଡଗୁଡ଼ିକର ଅଖଣ୍ଡତା |,अभिलेखों (रिकार्डों) की अविकलता
ରାଜ୍ୟଗୁଡ଼ିକର ଅଖଣ୍ଡତା |,राज्यों की अखंडता
ଇଣ୍ଟେଲିଜେଣ୍ଟିଆ (ଇଣ୍ଟେଲିଜେଣ୍ଟିଆ),बुद्धिजीवी वर्ग
ମଧ୍ୟସ୍ଥି |,"अंतःस्थता, बीच-बचाव"
ମଧ୍ୟସ୍ଥି |,अंतःस्थ
ମଧ୍ୟସ୍ଥି |,मध्यस्थ
ଆନ୍ତର୍ଜାତୀୟତା,अंतर्राष्ट्रीयता
ଆନ୍ତର୍ଜାତୀୟତା,"2. अंतर्राष्ट्रीयतावाद, अंतर्राष्ट्रवाद"
ଆନ୍ତର୍ଜାତୀୟବାଦୀ |,"अंतर्राष्ट्रीयतावादी, अंतर्राष्ट्रवादी"
ଇଣ୍ଟର୍ନେସିନ୍ ଯୁଦ୍ଧ |,अन्यान्यध्वंसी युद्ध
ଇଣ୍ଟରନେଟ୍,नज़रबंद व्यक्ति
ଇଣ୍ଟରନେଟ୍,2. स्थानबद्ध व्यक्ति
ଇଣ୍ଟର୍ନି କ୍ୟାମ୍ପ,युद्धबंदी शिविर
ଇଣ୍ଟର୍ନେଟ୍,नज़रबंदी
ଇଣ୍ଟର୍ନେଟ୍,2. स्थानबद्धता
ଇଣ୍ଟର୍ନେଟ୍,3. नज़रबंदी का दंड
ଇଣ୍ଟର୍ନିସିଓ |,अंतरनंसियों
ଅନୁବାଦକ,दुभाषिया
ଅନୁବାଦକ,2. भाषान्तरकार
ଅନୁବାଦକ,3. व्याख्याकार
ହସ୍ତକ୍ଷେପ,"अंतः क्षेप, हस्तक्षेप"
ଆନ୍ତରିକତା,निर्वसीयता
ଅନ୍ତନଳୀ,"निर्वसीयती, इच्छा-पत्र रहित"
ଷଡଯନ୍ତ୍ର,"साजिश, षड़यंत्र"
