Gujarati,Malayalam
પ્રવાહ,ധാര
સ્ટ્રીમ સક્રિય,സ്ട്രീം സജീവമാണ്
સ્ટ્રીમ પલ્સ,സ്ട്രീം പൾസ്
વર્તમાન વહન ક્ષમતા,നിലവിലെ വഹിക്കാനുള്ള ശേഷി
સ્ટ્રીમ ઘટક,സ്ട്രീം ഘടകം
પ્રવાહની ઘનતા,സ്ട്രീം സാന്ദ്രത
વિભાગ ખર્ચ,വിഭാഗം ചെലവുകൾ
વર્તમાન વીજળી,നിലവിലെ വൈദ്യുതി
વર્તમાન ઇલેક્ટ્રોડ,നിലവിലെ ഇലക്ട്രോഡ്
પ્રવાહની લઘુમતી,സ്ട്രീമിലെ ന്യൂനപക്ഷം
સ્ટ્રીમ ફીડ,സ്ട്രീം ഫീഡ്
સ્ટ્રીમ રિચાર્જ,സ്ട്രീം റീചാർജ്
કલમ ઉચ્ચાર,ക്ലോസ് ഉച്ചാരണം
સ્ટ્રીમ કાર્ય,സ്ട്രീം ഫംഗ്ഷൻ
સ્ટ્રીમ ઇન્ટરપ્ટર,സ്ട്രീം ഇന്ററപ്റ്റർ
પ્રવાહ સિદ્ધાંત,സ്ട്രീം സിദ്ധാന്തം
વર્તમાન લિમિટર,നിലവിലെ ലിമിറ്റർ
સ્ટ્રીમ પલ્સ,സ്ട്രീം പൾസ്
ગેલ્વેનોમીટર,ഗാൽവനോമീറ്റർ
સ્ટ્રીમ મોડ્યુલેટેડ,സ്ട്രീം മോഡുലേറ്റ് ചെയ്തു
વર્તમાન એમ્પ્લીફાયર ગુણક,നിലവിലെ ആംപ്ലിഫയർ മൾട്ടിപ്ലയർ
સ્ટ્રીમ ફિલ્ટર,സ്ട്രീം ഫിൽട്ടർ
વર્તમાન વસ્તી સર્વેક્ષણ,നിലവിലുള്ള ജനസംഖ്യാ സർവേ
"વર્તમાન પલ્સ, નોન-રિકરિંગ વર્તમાન","നിലവിലെ പൾസ്, ആവർത്തിക്കാത്ത കറന്റ്"
વર્તમાન ફેરફાર ગુણાંક,നിലവിലെ മാറ്റ ഗുണകം
ધારા ઉર્મિકા,ധാര ഊർമ്മിക
સ્ટ્રીમ સેન્સિટાઇઝર,സ്ട്രീം സെൻസിറ്റൈസർ
"સ્ટ્રીમ શીટ, સ્ટ્રીમ બોર્ડ","സ്ട്രീം ഷീറ്റ്, സ്ട്രീം ബോർഡ്"
ચલ શબ્દ,വേരിയബിൾ കാലാവധി
"વર્તમાન ટ્રાન્સફોર્મર, વર્તમાન ટ્રાન્સફોર્મર","നിലവിലെ ട്രാൻസ്ഫോർമർ, നിലവിലെ ട്രാൻസ്ഫോർമർ"
પ્રવાહ વેક્ટર,സ്ട്രീം വെക്റ്റർ
સ્ટ્રીમ વેગ,സ്ട്രീം വേഗത
નિર્દેશક,സൂചിക
વિતરણ,വിതരണ
સ્કર્ટિંગ એન્ટેના,സ്കിർട്ടിംഗ് ആന്റിന
લાધવક્ષ ચક્ર,ലധ്വക്ഷ ചക്രം
વક્રતા,വക്രത
વક્રતા કરેક્શન,വക്രത തിരുത്തൽ
વક્રતા અસર,വക്രത പ്രഭാവം
"ક્ષેત્ર વક્રતા, ચિત્ર વક્રતા","ഫീൽഡ് വക്രത, ചിത്രം വക്രത"
સપાટીની વક્રતા,ഉപരിതല വക്രത
વક્રતા વેક્ટર,വക്രത വെക്റ്റർ
"વળાંક, વળાંક","വളവ്, വളവ്"
ઉછાળો વળાંક,ബൂയൻസി കർവ്
ઇસોથર્મલ સંભવિત વળાંક,ഐസോതർമൽ പൊട്ടൻഷ്യൽ കർവ്
વૃદ્ધિ વળાંક,വളർച്ച വക്രം
પકડી વળાંક,വക്രം പിടിക്കുന്നു
વક્ર,വളഞ്ഞ
વળાંક બાર,കർവ് ബാർ
વક્ર ક્રિસ્ટલ સ્પેક્ટ્રોમીટર,വളഞ്ഞ ക്രിസ്റ്റൽ സ്പെക്ട്രോമീറ്റർ
વક્ર પૃષ્ઠ,വളഞ്ഞ പേജ്
વક્ર માર્ગદર્શિકા સિસ્ટમ,വളഞ്ഞ ഗൈഡ് സിസ്റ്റം
વક્રીય કોઓર્ડિનેટ્સ,curvilinear കോർഡിനേറ്റുകൾ
વક્રીય સામાન્યકૃત કોઓર્ડિનેટ્સ,കർവിലീനിയർ സാമാന്യവൽക്കരിച്ച കോർഡിനേറ്റുകൾ
વક્રીય ગતિ,വളഞ്ഞ ചലനം
વળાંકવાળી ફ્લાઇટ,വളഞ്ഞ വിമാനം
વક્રીય અવબાધ,കർവിലീനിയർ പ്രതിരോധം
વાઇબ્રેશન સપ્રેસર સોકેટ,വൈബ്രേഷൻ സപ്രസ്സർ സോക്കറ്റ്
casp મશીન,കാസ്പ് മെഷീൻ
ઉતારવું,കത്രിക
વિભેદક એમ્પ્લીફિકેશન ગુણાંક,ഡിഫറൻഷ്യൽ ആംപ്ലിഫിക്കേഷൻ കോഫിഫിഷ്യന്റ്
અંત ઝોન,അവസാന മേഖല
અંતિમ આવર્તન,അവസാന ആവൃത്തി
અંત સીમ,അവസാന സീം
નિર્ણાયક વોલ્ટેજ વળાંક,ഗുരുതരമായ വോൾട്ടേജ് കർവ്
અંતિમ બિંદુ,അവസാന പോയിന്റ്
ટર્મિનલ બિંદુ વેગ,ടെർമിനൽ പോയിന്റ് വേഗത
ટર્મિનલ વોલ્ટેજ,ടെർമിനൽ വോൾട്ടേജ്
અસમપ્રમાણ પેરાબોલિક પરાવર્તક,അസമമായ പരാബോളിക് റിഫ്ലക്ടർ
"છિદ્રક, અંત, વેધન","പെർഫൊറേറ്റർ, അവസാനം, തുളയ്ക്കൽ"
અંત તરંગ પાથ,അവസാന തരംഗ പാത
"કલાકાર, કલાકાર","അവതാരകൻ, അവതാരകൻ"
સાયબરનેટિક્સ,സൈബർനെറ്റിക്സ്
સ્ટીરિયોસ્કોપિક શ્રેણી જૂથ,സ്റ്റീരിയോസ്കോപ്പിക് സീരീസ് ഗ്രൂപ്പ്
સ્ટીરિયોસ્કોપિક મોલેક્યુલર માળખું,സ്റ്റീരിയോസ്കോപ്പിക് തന്മാത്രാ ഘടന
"ચક્ર, પરિભ્રમણ, ચક્ર, અઢી ચક્ર, પરિભ્રમણ ચક્ર","ചക്രം, ഭ്രമണം, ചക്രം, രണ്ടര ചക്രങ്ങൾ, രക്തചംക്രമണ ചക്രം"
ચક્ર નંબર માપદંડ,സൈക്കിൾ നമ്പർ മാനദണ്ഡം
ચક્ર નંબર ઇન્ડેક્સ,സൈക്കിൾ നമ്പർ സൂചിക
ચુંબકીકરણ વર્તુળ,കാന്തിക വൃത്തം
પ્રતિક્રિયા ચક્ર,പ്രതികരണ ചക്രം
ચક્ર પ્રતિ સેકન્ડ,സെക്കൻഡിൽ സൈക്കിളുകൾ
પરિભ્રમણ દર કેલ્ક્યુલેટર,റൊട്ടേഷൻ റേറ്റ് കാൽക്കുലേറ്റർ
સાયકલ નંબર રીસેટ,സൈക്കിൾ നമ്പർ റീസെറ്റ്
ચક્રીય સમયગાળો,ചാക്രിക കാലഘട്ടം
"ચક્રીય, ચક્રીય","ചാക്രിക, ചാക്രിക"
ચક્ર બ્રોમોનિયમ આયન,സൈക്കിൾ ബ്രോമോണിയം അയോൺ
પરિપત્ર કોડ,വൃത്താകൃതിയിലുള്ള കോഡ്
ચક્રીય સ્થિરાંક,ചാക്രിക സ്ഥിരാങ്കം
ચક્રીય કોઓર્ડિનેટ્સ,ചാക്രിക കോർഡിനേറ്റുകൾ
ચક્રીય અભિવ્યક્તિ,ചാക്രിക പദപ്രയോഗം
ચક્રીય ટોર્ક,ചാക്രിക ടോർക്ക്
ચક્રીય લીનિયર ટ્રાન્સફોર્મેશન,സൈക്ലിക് ലീനിയർ ട്രാൻസ്ഫോർമേഷൻ
ચક્રીય મિકેનિઝમ,ചാക്രിക സംവിധാനം
ચક્રીય ગતિ,ചാക്രിക ചലനം
ચક્રીય અભેદ્યતા,ചാക്രിക പ്രവേശനക്ഷമത
ચક્રીય ઘટના,ചാക്രിക പ്രതിഭാസം
ચક્રીય પ્રક્રિયા,ചാക്രിക പ്രക്രിയ
ચક્રીય સ્કેનિંગ,സൈക്ലിക് സ്കാനിംഗ്
ચક્રીય ક્રમ,ചാക്രിക ക്രമം
ચક્રીય સમપ્રમાણતા,ചാക്രിക സമമിതി
"ચક્રીય જાળી, ચક્રીય જાળી","ചാക്രിക ലാറ്റിസ്, ചാക്രിക ലാറ്റിസ്"
સ્પિન,കറങ്ങുക
વ્હીલ નિયંત્રક,വീൽ കൺട്രോളർ
પરિભ્રમણ,ഭ്രമണം
સાયક્લોગ્રામ,സൈക്ലോഗ്രാം
સાયક્લોગ્રાફ,സൈക്ലോഗ്രാഫ്
ચક્રીય લોલક,ചാക്രിക പെൻഡുലം
સાયક્લોમીટર,സൈക്ലോമീറ്റർ
સાયક્લોફોન,സൈക്ലോഫോൺ
ફરતો પવન,കറങ്ങുന്ന കാറ്റ്
સાયક્લોટ્રોન,സൈക്ലോട്രോൺ
સાયક્લોટ્રોન આવર્તન,സൈക്ലോട്രോൺ ഫ്രീക്വൻസി
સાયક્લોટ્રોન રેડિયેશન,സൈക്ലോട്രോൺ വികിരണം
"નળાકાર, સિલિન્ડર, નળાકાર, સિલિન્ડર","സിലിണ്ടർ, സിലിണ്ടർ, സിലിണ്ടർ, സിലിണ്ടർ"
નળાકાર પરાવર્તક,സിലിണ്ടർ റിഫ്ലക്ടർ
નળાકાર સુપરકન્ડક્ટર,സിലിണ്ടർ സൂപ്പർകണ്ടക്ടർ
નળાકાર એરોફોઇલ,സിലിണ്ടർ എയറോഫോയിൽ
"સિલિન્ડર કોઓર્ડિનેટ્સ, સિલિન્ડર કોઓર્ડિનેટ્સ","സിലിണ്ടർ കോർഡിനേറ്റുകൾ, സിലിണ്ടർ കോർഡിനേറ്റുകൾ"
જાળીદાર નળાકાર કેથોડ,റെറ്റിക്യുലേറ്റഡ് സിലിണ്ടർ കാഥോഡ്
સિલિન્ડર હાર્મોનિક,സിലിണ്ടർ ഹാർമോണിക്
સિલિન્ડર લેન્સ,സിലിണ്ടർ ലെൻസ്
સિલિન્ડર પૃષ્ઠ,സിലിണ്ടർ പേജ്
નળાકાર વિશ્વ,സിലിണ്ടർ ലോകം
સિલિન્ડર-સપ્રમાણ સમસ્યા,സിലിണ്ടർ-സമമിതി പ്രശ്നം
"સિલિન્ડર, સિલિન્ડર","സിലിണ്ടർ, സിലിണ്ടർ"
રોલિંગ તરંગ,ഉരുളുന്ന തരംഗം
કરતાલ,കൈത്താളങ്ങൾ
ડાયરેક્ટ કપલ્ડ ટ્રાન્ઝિસ્ટર લોજિકલ સર્કિટ,ഡയറക്ട് കപ്പിൾഡ് ട്രാൻസിസ്റ്റർ ലോജിക്കൽ സർക്യൂട്ട്
"ડી કેબલ, આર્ક કેબલ","ഡി കേബിൾ, ആർക്ക് കേബിൾ"
ડી સતત,ഡി സ്ഥിരം
ઇલેક્ટ્રોન,ഇലക്ട്രോൺ
આયનોસ્ફિયરનું ડી સ્તર,അയണോസ്ഫിയറിന്റെ ഡി പാളി
ડી પ્રદેશ,ഡി മേഖല
ડી મૂલ્ય,ഡി മൂല്യം
DASD (ડાયરેક્ટ એક્સેસ સ્ટોરેજ ડિવાઇસ),DASD (നേരിട്ടുള്ള ആക്സസ് സംഭരണ ഉപകരണം)
ડી. ધા. (દિશા),ഡി. ധാ. (സംവിധാനം)
"D.C. ધ્વનિ પ્રતિકાર, D.C. પ્રવાહ પ્રતિકાર","D.C. ശബ്ദ പ്രതിരോധം, D.C. ഫ്ലോ പ്രതിരോധം"
ડીસી. સંતુલન,ഡിസി. ബാലൻസ്
ડીસી (સાચો) એકાગ્રતા,ഡിസി (ശരിയായ) ഏകാഗ്രത
ડીસી (વર્તમાન) ઘટક,DC (നിലവിലെ) ഘടകം
D.C. બહાર નીકળો,ഡി.സി. എക്സിറ്റ്
ડીસી (ડાયરેક્ટ કરંટ) ઇન્ટરપ્ટ,ഡിസി (ഡയറക്ട് കറന്റ്) തടസ്സം
ડીસી પ્લેટ તાકાત,ഡിസി പ്ലേറ്റ് ശക്തി
ડી.સી. વિભવ,ഡി സി വിഭാവ്
ડીસી પુનઃસ્થાપન,ഡിസി പുനഃസ്ഥാപിക്കൽ
ડીસી રિસ્ટોરર,ഡി.സി. റെസ്റ്റോറർ
ડીસી વોલ્ટેજ,ഡിസി വോൾട്ടേജ്
ડાર્સનવાલ ગેલ્વેનોમીટર,ഡാർസൺവാൾ ഗാൽവനോമീറ്റർ
ધ્વનિ કન્વર્ટર,ശബ്ദ കൺവെർട്ടർ
સડો,ക്ഷയം
દૈનિક શેડિંગ,ദൈനംദിന ചൊരിയൽ
વિલંબિત સંપર્ક ટ્રાન્સમિશન,കോൺടാക്റ്റ് ട്രാൻസ്മിഷൻ വൈകി
deliomyceza philipsai,ഡെലിയോമൈസെസ ഫിലിപ്സായ്
delitz જોડી,delitz ജോഡി
ઝેલિટ્ઝ ડાયાગ્રામ,zelitz ഡയഗ്രം
ડાલ્ટનનો કાયદો,ഡാൾട്ടന്റെ നിയമം
ડાલ્ટન તાપમાન,ഡാൾട്ടൺ താപനില
નુકસાન જોખમ માપદંડ,നാശനഷ്ടത്തിന്റെ അപകട മാനദണ്ഡം
વિસર્જનકારી તાણ,വിഘടിപ്പിക്കുന്ന സമ്മർദ്ദം
ભીનાશ બળ જોડી,ഡാംപിംഗ് ഫോഴ്സ് ജോഡി
ડેમકોઇલર નંબર,ഡാംകോയിലർ നമ്പർ
ડીકોઇલર રેશિયો,ഡികോയിലർ അനുപാതം
ભેજવાળી ઝાકળ,നനഞ്ഞ മൂടൽമഞ്ഞ്
ભીના સરળ હાર્મોનિક ઓસિલેશન,നനഞ്ഞ ലളിതമായ ഹാർമോണിക് ആന്ദോളനം
ભીના રેઝોનેટર,നനഞ്ഞ resonator
ભીના સ્પંદન,നനഞ്ഞ വൈബ്രേഷൻ
ભીનાશ તરંગ,നനഞ്ഞ തിരമാല
ભીની લોલક સિસ્ટમ,നനഞ്ഞ പെൻഡുലം സിസ്റ്റം
ડેમ્પર ડાયોડ,ഡാംപർ ഡയോഡ്
ભીનાશ ક્ષમતા,ഡാംപിംഗ് ശേഷി
સતત ભીનાશ,സ്ഥിരമായ ഈർപ്പം
ડેમ્પર નિયંત્રણ,ഡാംപർ നിയന്ത്രണം
ભીનાશ,നനയ്ക്കുന്നു
ભીનાશ ગુણાંક,ഡാംപിംഗ് കോഫിഫിഷ്യന്റ്
ભીનાશ બળ,നനവ് ശക്തി
ડેમ્પર રિંગ,ഡാംപർ റിംഗ്
ડેમ્પર મેગ્નેટ,ഡാംപർ കാന്തം
ભીનાશ ગુણોત્તર,നനവ് അനുപാതം
ડેમ્પર રિંગ,ഡാംപർ റിംഗ്
હતાશાનો સમય,വിഷാദം സമയം
ભીનાશ ગુણાંક,ഡാംപിംഗ് കോഫിഫിഷ്യന്റ്
વાંધો ગુણાંક,എതിർപ്പ് ഗുണകം
ડેનિયલ સેલ,ഡാനിയൽ സെൽ
ડેનિયલ્સ હાઇગ્રોમીટર,ഡാനിയൽസ് ഹൈഗ്രോമീറ്റർ
અસ્વીકાર હાઇગ્રોમીટર,നിഷേധ ഹൈഗ്രോമീറ്റർ
ડેનિશ ષટ્કોણ તુલા રાશિ,ഡാനിഷ് ഷഡ്ഭുജ തുലാം
ડેરાફ,ഡെറാഫ്
ડાર્સી,ഡാർസി
ડાર્સી નિયમ,ഡാർസി ഭരണം
ડાર્સી નંબર,ഡാർസി നമ്പർ
Darcy-Weisbach ગુણાંક,ഡാർസി-വെയ്സ്ബാക്ക് കോഫിഫിഷ്യന്റ്
Darcy Wiesbach ગુણાંક,ഡാർസി വീസ്ബാക്ക് കോഫിഫിഷ്യന്റ്
ડાર્સી વિઝબેક સમીકરણ,ഡാർസി വീസ്ബാക്ക് സമവാക്യം
શ્યામ નિમજ્જન,ഇരുണ്ട നിമജ്ജനം
અંધારું,ഇരുണ്ട്
કસ્ટમાઇઝ કરેલ,ഇഷ്ടാനുസൃതമാക്കിയത്
અનુકૂલન,പൊരുത്തപ്പെടുത്തൽ
અંધ ઓરડો,അന്ധമായ മുറി
શ્યામ વહન,ഇരുണ്ട ചാലകം
શ્યામ પ્રવાહ,ഇരുണ്ട കറന്റ്
તેજસ્વી તારો,ശോഭയുള്ള നക്ഷത്രം
અંધ વિસ્તાર,അന്ധമായ പ്രദേശം
શ્યામ ક્ષેત્રની રોશની,ഇരുണ്ട ഫീൽഡ് പ്രകാശം
શ્યામ ક્ષેત્ર માઇક્રોસ્કોપ,ഇരുണ്ട ഫീൽഡ് മൈക്രോസ്കോപ്പ്
ધુમ્મસવાળું નિહારિકા,മൂടൽമഞ്ഞുള്ള നെബുല
શ્યામ નિહારિકા,ഇരുണ്ട നീഹാരിക
બ્લેકઆઉટ પ્રતિકાર,ബ്ലാക്ക്ഔട്ട് പ്രതിരോധം
શ્યામ વિસ્તાર,ഇരുണ്ട പ്രദേശം
તેજસ્વી પ્રવાહ,ശോഭയുള്ള കറന്റ്
અગ્નિથી પ્રકાશિત ચલ,ഇൻകാൻഡസെന്റ് വേരിയബിൾ
ડાર્ક લાઇન સ્પેક્ટ્રમ,ഇരുണ്ട വര സ്പെക്ട്രം
ઊંડા ગ્રે,ആഴത്തിലുള്ള ചാരനിറം
સતત એડવાન્સ,തുടർച്ചയായ മുന്നേറ്റം
ડાર્વિન વળાંક,ഡാർവിൻ വളവ്
વસ્તી વિષયક,ജനസംഖ്യാശാസ്ത്രം
"દત્ત, ઉપત્તા, ડેટા, ટ્રસ્ટ","ദത്ത, ഉപട്ട, ഡാറ്റ, ട്രസ്റ്റ്"
દત્ત અર્જન,ദത്ത് അർജൻ
ટ્રસ્ટ કાર્ડ,ട്രസ്റ്റ് കാർഡ്
પર્ણ પ્રકાશ પર વિશ્વાસ કરો,ഇല വെളിച്ചം വിശ്വസിക്കുക
ટ્રસ્ટ ઉપલબ્ધતા,വിശ്വാസ്യത ലഭ്യത
ડેટા કન્વર્ટર,ഡാറ്റ കൺവെർട്ടർ
અડધા વર્તુળ પર વિશ્વાસ કરો,പകുതി വൃത്തത്തെ വിശ്വസിക്കുക
"ડેટા મેનેજમેન્ટ, સબર્ડીનેટ મેનેજમેન્ટ","ഡാറ്റ മാനേജ്മെന്റ്, സബോർഡിനേറ്റ് മാനേജ്മെന്റ്"
ડેટા હેન્ડલિંગ ક્ષમતા,ഡാറ്റ കൈകാര്യം ചെയ്യാനുള്ള ശേഷി
ડેટા લાઇન,ഡാറ്റ ലൈൻ
દત્ત લિંક,ദത്ത് ലിങ്ക്
દત્ત ઉપક્રમ,ദത്ത് ഏറ്റെടുക്കുന്നു
વિશ્વાસ પાથ,വിശ്വാസ പാത
વિશ્વાસનો તબક્કો,വിശ്വാസ ഘട്ടം
ડેટમ પોઈન્ટ,ഡാറ്റ പോയിന്റ്
"દાન કરેલ સંસાધનો, ગૌણ સંસાધનો, ટ્રસ્ટ સંસાધનો","സംഭാവന ചെയ്ത വിഭവങ്ങൾ, കീഴിലുള്ള വിഭവങ്ങൾ, ട്രസ്റ്റ് ഉറവിടങ്ങൾ"
ડેટા પ્રોસેસર,ഡാറ്റ പ്രോസസ്സർ
દત્ત સુધારો,ദത്ത് ഭേദഗതി
વિશ્વાસ દર,വിശ്വാസ നിരക്ക്
ડેટા ગોઠવણ,ഡാറ്റ ക്രമീകരണം
ડેટા શીટ,ഡാറ്റ ഷീറ്റ്
દત્ત ગૂંગળામણ,ദത്ത് ശ്വാസം മുട്ടൽ
ડેટા સ્થિરીકરણ,ഡാറ്റ സ്ഥിരത
ડેટા રૂપાંતરણ,ഡാറ്റ പരിവർത്തനം
સમજદાર શબ્દો,കോഗ്നേറ്റ് വാക്കുകൾ
"ડેટા ઓટોમેશન, ડેટામેશન","ഡാറ്റ ഓട്ടോമേഷൻ, ഡാറ്റമേഷൻ"
ડેટાફોન,ഡാറ്റാഫോൺ
સમયપત્રક,ഷെഡ്യൂളിംഗ്
"દત્ત, આધાર","ദത്ത്, ആധാർ"
આધાર ક્ષિતિજ,അടിസ്ഥാന ചക്രവാളം
બેઝ ફ્લોર,അടിസ്ഥാന തറ
ગંભીરતા માપન તલાધર,തീവ്രത അളക്കൽ തലാധർ
બેઝ રૂમ,അടിസ്ഥാന മുറി
બેઝ ફ્લોર,അടിസ്ഥാന തറ
આધાર બિંદુ,അടിസ്ഥാന പോയിന്റ്
"વિઘટન ઉત્પાદક, દૂધ ઉત્પાદન, પિતૃ, સંતાન","വിഘടന നിർമ്മാതാവ്, പാൽ ഉൽപന്നം, മാതാവ്, സന്തതി"
વિઘટન કરનાર અણુ,വിഘടിപ്പിക്കുന്ന ആറ്റം
દૂધ તત્વ,പാൽ ഘടകം
દૂધ આઇસોટોપ,പാൽ ഐസോടോപ്പ്
ટ્યુબરક્યુલોસિસ,ക്ഷയരോഗം
ડેફિનનો કાયદો,ഡാഫിൻ നിയമം
ડેવિસ સુધારો,ഡേവിസ് ഭേദഗതി
ડેવિસ-ગિબ્સન કેરેક્ટર ફિલ્ટર,ഡേവിസ്-ഗിബ്സൺ പ്രതീക ഫിൽട്ടർ
ડેવિસન કોઓર્ડિનેટ્સ,ഡേവിസൺ കോർഡിനേറ്റ് ചെയ്യുന്നു
ડેવિસન ગરમ પ્રયોગ,ഡേവിസൺ ഹോട്ടർ പരീക്ഷണം
ડેવિસન-કેલ્બિક ફોર્મ્યુલા,ഡേവിസൺ-കാൽബിക് ഫോർമുല
ડેવી સિદ્ધાંત,dewey തത്വം
ડોજ શ્રેણી,ഡോഡ്ജ് ശ്രേണി
સંધ્યા રોકેટ,സന്ധ്യ റോക്കറ്റ്
"કોરસ, ઉષાગન","കോറസ്, ഉഷാഗൻ"
ડોટન ફિલ્મ,ഡോട്ടൺ ഫിലിം
દિવસ,ദിവസം
નાદારી,പാപ്പരത്തം
"દિવલોક, ઓગ પ્રકાશ","ദിവ്യലോക്, ഓഗ് പ്രകാശ്"
નાદારી ગુણાંક,പാപ്പരത്വ ഗുണകം
દિવસનું દૃશ્ય,പകൽ കാഴ്ച
divalok મોં,divalok വായ
ડેસિબલ મીટર,ഡെസിബെൽ മീറ്റർ
એડજસ્ટેડ ડેસિબલ,ക്രമീകരിച്ച ഡെസിബെൽ
ડેસિબલ ફેમટોવોટ,decibel femtowatt
ડેસિબલ કિલોવોટ,ഡെസിബെൽ കിലോവാട്ട്
ડેસિબલ મિલિવોટ,ഡെസിബെൽ മില്ലിവാട്ട്
ડેસિબલ પિકોવોટ,ഡെസിബെൽ പിക്കോവാട്ട്
ડેસિબલ સૂચના અવાજ,ഡെസിബെൽ നിർദ്ദേശ ശബ്ദം
ડેસિબલ વોલ્ટ,ഡെസിബെൽ വോൾട്ട്
ડેસિબલ વોટ,ഡെസിബെൽ വാട്ട്
ડેસિબલ સૂચના જોડાણ,ഡെസിബെൽ ഇൻസ്ട്രക്ഷൻ കപ്ലിംഗ്
ડાયરેક્ટ કરંટ (કન્વર્ટર),ഡയറക്ട് കറന്റ് (കൺവെർട്ടർ)
ડિસ્કનેક્શન સર્કિટ,ഡിസ്കണക്ഷൻ സർക്യൂട്ട്
ડી બ્રોગ્લી સમીકરણ,ഡി ബ്രോഗ്ലി സമവാക്യം
ડી બ્રાગ્લી તરંગ,ഡി ബ്രാഗ്ലി തരംഗം
ડી બ્રાગ્લી તરંગલંબાઇ,ഡി ബ്രാഗ്ലി തരംഗദൈർഘ്യം
ડી બ્રાગ્લી સિદ્ધાંત,ഡി ബ്രാഗ്ലി തത്വം
ડી બ્રોગ્લી સંબંધ,ഡി ബ്രോഗ്ലി ബന്ധം
ડી હાસ વાન આલ્ફેન અસર,ഡി ഹാസ് വാൻ ആൽഫെൻ പ്രഭാവം
ડેલા રુ અને મિલર નિયમો,dela Rue ആൻഡ് മില്ലർ നിയമങ്ങൾ
વ્યુત્પત્તિ,വ്യുൽപ്പന്നം
સિટર સમુદાય,സിറ്റർ കമ്മ്യൂണിറ്റി
રીફ્રેક્ટિવ બીમ,റിഫ്രാക്റ്റീവ് ബീം
પ્રતિબંધિત,തടസ്സമില്ലാത്തത്
તટસ્થ,ന്യൂട്രലൈസർ
નિષ્ક્રિય અસર,നിഷ്ക്രിയ ആഘാതം
"નિષ્ક્રિયકરણ, નિષ્ક્રિયકરણ","നിർജ്ജീവമാക്കൽ, നിർജ്ജീവമാക്കൽ"
નિષ્ક્રિય જગ્યા,നിഷ്ക്രിയ പരിസരം
અપંગ ડોલ,മുടന്തൻ ഡോൾ
ઓસિલેશન પ્રતિભાવ રોકો,ആന്ദോളന പ്രതികരണം നിർത്തുക
નિર્જીવ સર્કિટ,ജീവനില്ലാത്ത സർക്യൂട്ട്
"ધ્વનિ અપ્રિય છેડો, છેડો છેડો, આંધળો છેડો","ശബ്ദ മാന്ദ്യം അവസാനം, അവസാനം അവസാനം, അന്ധമായ അവസാനം"
નિષ્ક્રિય કલમ અસર,നിഷ്ക്രിയ ക്ലോസ് പ്രഭാവം
નિષ્ક્રિય વિભાગ શોર્ટ સર્કિટ સ્વીચ,നിഷ്ക്രിയ വിഭാഗം ഷോർട്ട് സർക്യൂട്ട് സ്വിച്ച്
અચાનક વિરામ,പെട്ടെന്നുള്ള ഇടവേള
જડ ભાર,മരവിപ്പ് ലോഡ്
ઇકોલેસ રૂમ,പ്രതിധ്വനിയില്ലാത്ത മുറി
સંપૂર્ણ ટૂંકો રસ્તો,പൂർണ്ണമായ ചെറിയ പാത
નિષ્ક્રિય ભાગ,നിഷ്ക്രിയ ഭാഗം
શાંત સ્થળ,നിശബ്ദ സ്ഥലം
નોન ઇકો સ્ટુડિયો,നോൺ എക്കോ സ്റ്റുഡിയോ
આરામ નો સમય,വിശ്രമ സമയം
બાકીના સમયનું પુનરાવર્તન,വിശ്രമ സമയം പുനരവലോകനം
ગણિત આરામ સમય,ഗണിത വിശ്രമ സമയം
સ્થિર લોડ અસરકારક,സ്റ്റാറ്റിക് ലോഡ് ഫലപ്രദമാണ്
કુલ ટનેજ,മൊത്തം ടൺ
લૉક કરેલ લોલક,പൂട്ടിയ പെൻഡുലം
"કોર્પોરેટ પોઝિશનિંગ, એક્રોનિમ પોઝિશનિંગ","കോർപ്പറേറ്റ് പൊസിഷനിംഗ്, അക്രോണിം പൊസിഷനിംഗ്"
શામક અસર,സെഡേറ്റീവ് പ്രഭാവം
બહેરાશ,ബധിരത
ડીન નંબર,ഡീൻ നമ്പർ
ડેથનિયમ સેન્ટર,ഡെത്നിയം സെന്റർ
નબળા બળ,ദുർബല ശക്തി
ડેબોરાહ નંબર,ഡെബോറ നമ്പർ
ખામી મોડેલ,തെറ്റായ മാതൃക
નિર્દોષ,കുറ്റവിമുക്തനാകുന്നു
ફિક્સેશન સહાય નિયમિત,ഫിക്സേഷൻ സഹായ ദിനചര്യ
સેટ-ઓફ નિવેશ,സെറ്റ്-ഓഫ് ഉൾപ്പെടുത്തൽ
સાફ કરવાની લાંબી પ્રક્રિયા,ക്ലിയറിംഗ് നീണ്ട പ്രക്രിയ
વિયોજન,വിഘടനം
ડેબાય લાક્ષણિકતા તાપમાન,ഡീബൈ സ്വഭാവ താപനില
ડેબાય ઇફેક્ટ,ദെബൈ പ്രഭാവം
ડેબાય સમીકરણ,ഡീബൈ സമവാക്യം
Debye ધ્રુવીકરણ સમીકરણ,ദെബൈ ധ്രുവീകരണ സമവാക്യം
ડેબાય ફોર્સ,ഡീബൈ ഫോഴ്സ്
Debye આવર્તન,ഡീബൈ ഫ്രീക്വൻസി
Debye Huckel આંતરિક ત્રિજ્યા,ഡെബി ഹക്കൽ ഇന്നർ റേഡിയസ്
