Telugu,Gujarati
భూస్వామ్య,સામંતશાહી
ఫిడే డిఫెన్సర్ (=డిఫెండర్ ఆఫ్ ది ఫెయిత్),ફિદેઇ ડિફેન્સર (=વિશ્વાસના રક્ષક)
ఫైఫ్,ફીફ
ఫీల్డ్ సిస్టమ్,ફીલ્ડ સિસ્ટમ
పదిహేనవ పన్ను,પંદરમો કર
ఫిగర్ హెడ్,આકૃતિ વડા
ఫిన్ డి సైకిల్,ફિન ડી siecle
అగ్ని తినేవాడు,અગ્નિ ખાનાર
ఫైవ్ మైల్ చట్టం,ફાઇવ માઇલ એક્ટ
జెండా,ધ્વજ
ఫ్లేమెన్ డయాలిస్,ફ્લેમેન ડાયાલિસ
ఫ్లేమెన్ మార్టియాలిస్,ફ્લેમેન માર્શેલીસ
జ్వలించే జ్యోతి,જ્વલંત મશાલ
పార్శ్వము,ફ્લૅન્ક
పార్శ్వ కదలిక,flanking ચળવળ
వర్ధిల్లుతున్న నాగరికత,વિકસતી સંસ્કૃતિ
ఫ్లూవియలిస్టిక్ నమ్మకం,પ્રવાહવાદી માન્યતા
జానపద దేవుడు,લોક દેવ
జానపద దేవత,લોક દેવી
జానపద జ్ఞాపకం,લોક સ્મૃતિ
జానపద పురాణం (=జానపదం),લોક પૌરાણિક કથા (=લોકકથા)
మేత వెదకడం,ઘાસચારો
ఫోరే,ધાડ
ముందరివాడు,ફોરબિયર
పూర్వీకుడు,વડવા
ముందున్నవాడు,અગ્રદૂત
చితికిపోయిన ఆశ,નિરાશ આશા
నిర్మాణ దశ,રચનાત્મક તબક્કો
కోట,કિલ્લો
కోట,કિલ્લેબંધી
పటిష్టమైన పట్టణం,ફોર્ટિફાઇડ નગર
కోట,કિલ્લો
ఫార్చ్యూనా,ફોર્ચ્યુના
ఫోరమ్ రోమనుమ్,ફોરમ રોમનમ
ఫ్రాన్సిస్కాన్,ફ્રાન્સિસ્કન
ఫ్రాంక్లిన్,ફ્રેન્કલીન
భ్రాతృహత్య యుద్ధం,ભાઈચારો યુદ્ધ
ఉచిత చర్చి,મફત ચર્ચ
ఫ్రీహోల్డర్,ફ્રીહોલ્ડર
స్వతంత్ర సైనికుడు,ફ્રીલાન્સ સૈનિક
స్వతంత్ర సైనికుడు,ફ્રીલાન્સ સૈનિક
ఫ్రీమాన్,ફ્રીમેન
ఫ్రీమాన్,ફ્રીમેન
ఫ్రీపాస్,મફત પાસ
ఫ్రెంచ్ విప్లవం,ફ્રેન્ચ ક્રાંતિ
సన్యాసి,તપસ્વી
ఫ్రైసియన్ కిరాయి సైనికులు,ફ્રિયાશિયન ભાડૂતી
సరిహద్దు మనిషి,સરહદી માણસ
గాలియన్,ગેલિયન
గల్లికన్ (=గల్లికనిస్ట్),ગેલિકન (=ગેલિકનવાદી)
గల్లికానిజం,ગેલિકનિઝમ
దండు,ગેરિસન
గౌల్,ગૌલ
గాంట్లెట్,ગાઉન્ટલેટ
గాంట్లెట్,ગાઉન્ટલેટ
గెజిబో,ગાઝેબો
గెజిబో,ગાઝેબો
గెజిబో,ગાઝેબો
వంశ చరిత్ర,વંશાવળી ઇતિહાસ
వంశపారంపర్య రికార్డు,વંશાવળી રેકોર્ડ
వంశపారంపర్య పట్టిక,વંશાવળી કોષ્ટક
వంశవృక్షం,વંશાવળી વૃક્ષ
వంశావళి,વંશાવળી
వంశావళి,વંશાવળી
తరం,જનરેશન
మారణహోమం,નરસંહાર
అన్యజనుడు,બિનજાતીય
అన్యజనుడు,બિનજાતીય
అన్యజనుడు,બિનજાતીય
అన్యజనుడు,બિનજાતીય
ఘెట్టో,ઘેટ્ટો
ఘెట్టో,ઘેટ્ટો
గిబ్బెట్,ગીબેટ
గిల్డ్ (=గిల్డ్),ગિલ્ડ (=ગિલ્ડ)
గ్లాడియేటర్,ગ્લેડીએટર
అద్భుతమైన విప్లవం,ભવ્ય ક્રાંતિ
గోల్డెన్ హోర్డ్,ગોલ્ડન હોર્ડ
మహా కూటమి,ગ્રાન્ડ એલાયન્સ
గ్రాండీ,ગ્રાન્ડી
గ్రాండ్ సిగ్నర్,ગ્રાન્ડ સિગ્નર
గ్రాండ్ సిగ్నర్,ગ્રાન્ડ સિગ્નર
గొప్ప అంతర్యుద్ధం,મહાન ગૃહ યુદ્ધ
గొప్ప నిష్క్రమణ (బుద్ధుని),મહાન પ્રસ્થાન (બુદ્ધનું)
గ్రేటర్ ఇండియా,બૃહદ ભારત
గ్రేట్ హెల్లాస్,ગ્રેટ હેલાસ
గ్రేట్ హోర్డ్,મહાન લોકોનું મોટું ટોળું
గొప్ప పరిత్యాగం (=గొప్ప నిష్క్రమణ),મહાન ત્યાગ (= મહાન પ્રસ્થાન)
గొప్ప ముద్ర,ગ્રેટ સીલ
గ్రేట్ ట్రాక్,ગ્રેટ ટ્રૅક
గొప్ప వాహనం,મહાન વાહન
గ్రేట్ వాల్ ఆఫ్ చైనా,ચીનની મહાન દિવાલ
గ్రీవ్,ગ્રીવ
గార్డ్-ఛాంబర్,ગાર્ડ-ચેમ્બર
గార్డ్-ఛాంబర్,ગાર્ડ-ચેમ્બર
గార్డ్-ఛాంబర్,ગાર્ડ-ચેમ્બર
గుప్తులు,ગુપ્તા
హాజియోగ్రఫీ,હેગિઓગ્રાફી
హాజియోగ్రఫీ,હેગિઓગ્રાફી
హగియాలజీ,હેગિઓલોજી
హగియాలజీ,હેગિઓલોજી
ప్రైవేట్ ప్రేక్షకుల హాల్,ખાનગી પ્રેક્ષકોનો હોલ
పబ్లిక్ ప్రేక్షకుల హాల్,જાહેર પ્રેક્ષકોનો હોલ
హాచ్మెంట్,હેચમેન્ટ
హీతేన్,વિધર્મી
హీతేన్,વિધર્મી
హీతేనిజం,હીથેનિઝમ
హెగిరా (హెజెరా),હેગીરા (હેજેરા)
హెలెనిజం,હેલેનિઝમ
హెలట్,હેલોટ
హెరాల్డ్రీ,હેરાલ્ડ્રી
వారసత్వం,ધરોહર
చిత్రలిపి సరళ అక్షరాలు,હિયેરોગ્લિફિક રેખીય અક્ષરો
చిత్రలిపి స్క్రిప్ట్,હિયેરોગ્લિફિક સ્ક્રિપ્ટ
హై చర్చి,ઉચ્ચ ચર્ચ
హై ల్యాండర్,ઉચ્ચ લેન્ડર
హిందూమతం,હિંદુ ધર્મ
చరిత్రకారుడు,ઈતિહાસકાર
చరిత్రకారుడు,ઈતિહાસકાર
చారిత్రక భౌతికవాదం,ઐતિહાસિક ભૌતિકવાદ
చారిత్రక యుగం,ઐતિહાસિક યુગ
చారిత్రక సరిహద్దు,ઐતિહાસિક સરહદ
చరిత్రకారుడు,ઇતિહાસકાર
చరిత్రకారుడు,ઇતિહાસકાર
చరిత్ర చరిత్ర,ઇતિહાસલેખન
చరిత్ర చరిత్ర,ઇતિહાસલેખન
చరిత్ర,ઇતિહાસ
హిట్టైట్ సామ్రాజ్యం,હિટ્ટાઇટ સામ્રાજ્ય
పవిత్ర కూటమి,પવિત્ર જોડાણ
పవిత్ర నగరం,પવિત્ર શહેર
పవిత్ర నగరం,પવિત્ર શહેર
పవిత్ర భూమి,પવિત્ર ભૂમિ
పవిత్ర భూమి,પવિત્ર ભૂમિ
హోలీ లీగ్,પવિત્ર લીગ
హోలీ లీగ్,પવિત્ર લીગ
పవిత్ర రోమన్ సామ్రాజ్యం (=సామ్రాజ్యం),પવિત્ર રોમન સામ્રાજ્ય (=ધ એમ્પાયર)
పవిత్ర సముద్రం,પવિત્ર સમુદ્ર
పవిత్ర సముద్రం,પવિત્ર સમુદ્ર
పవిత్ర యుద్ధం,પવિત્ર યુદ્ધ
పవిత్ర యుద్ధము,પવિત્ર યુદ્ધ
హోం ప్రభుత్వం,ગૃહ સરકાર
హోంగార్డు,હોમગાર્ડ
జన్మభూమి,વતન
గృహ నియమం,ઘરનો નિયમ
హోమ్ రూల్,હોમ રૂલ
గుంపు,લોકોનું મોટું ટોળું
గుంపు,લોકોનું મોટું ટોળું
శత్రు దేశం,પ્રતિકૂળ દેશ
శత్రుభూమి,પ્રતિકૂળ જમીન
వేడి ముసుగులో,ગરમ પીછો
ఇల్లు,ઘર
ఇల్లు,ઘર
హౌస్ ఆఫ్ కామన్స్,હાઉસ ઓફ કોમન્સ
హౌస్ ఆఫ్ లార్డ్స్,હાઉસ ઓફ લોર્ડ્સ
ప్రతినిధుల సభ,હાઉસ ઓફ રિપ્રેઝન્ટેટિવ્સ
హ్యూగ్నోట్స్,હ્યુગ્યુનોટ્સ
మానవతావాదం,માનવતાવાદ
మానవతావాది,માનવતાવાદી
హండ్రెడ్ యెస్సర్స్ వార్,સો યસર્સ વોર
హంకర్,હુંકર
ఇబాదత్ ఖానా (ఆరాధనా గృహం),ઇબાદત ખાના (ઇબાદતનું ઘર)
ఐకానోక్లాస్ట్,આઇકોનોક્લાસ્ટ
విగ్రహారాధకుడు,મૂર્તિપૂજક
ఇలాహి యుగం,ઇલાહી યુગ
చట్టవిరుద్ధమైన యుద్ధం,ગેરકાયદેસર યુદ્ધ
ప్రకాశవంతమైన మాన్యుస్క్రిప్ట్,પ્રકાશિત હસ્તપ્રત
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,સચિત્ર હસ્તપ્રત
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,સચિત્ર હસ્તપ્રત
ఇమామ్ (ఇమ్మామ్),ઇમામ (ઇમામ)
ఇమామత్,ઈમામત
ఇమామత్,ઈમામત
ఇమాంబరః,ઈમામબારહ
ఇంపీరియల్,શાહી
ఇంపీరియల్ నగరం,શાહી શહેર
సామ్రాజ్యవాదం,સામ્રાજ્યવાદ
ఇంపీరియల్ ప్రాధాన్యత,શાહી પસંદગી
అసంబద్ధం,અવ્યવસ્થિતતા
మోసగాడు,ઢોંગી
జైలు శిక్ష,કેદ
జైలు శిక్ష,કેદ
చొరబాటు,આક્રમણ
చొరబాటుదారుడు,આક્રમણ કરનાર
స్వాతంత్ర్యం,સ્વતંત્રતા
స్వాతంత్ర్య దినోత్సవం,સ્વતંત્રતા દિવસ
ఇండిపెండెన్స్ హాల్,સ્વતંત્રતા હોલ
ఇండియన్ అమెరియన్ (=రెడ్ ఇండియన్=అమెరికన్ ఇండియన్),ભારતીય અમેરિકન (=રેડ ઇન્ડિયન=અમેરિકન ભારતીય)
ఇండియన్ హోమ్ రూల్ లీగ్,ઈન્ડિયન હોમ રૂલ લીગ
పారిశ్రామిక విప్లవం,ઔદ્યોગિક ક્રાંતિ
అవిశ్వాసం,બેવફાઈ
అవిశ్వాసం,બેવફાઈ
చొరబాటు,ઘૂસણખોરી
చొరబాటుదారుడు,ઘૂસણખોર
సమాచారం ఇచ్చేవాడు,માહિતી આપનાર
సమాచారం ఇచ్చేవాడు,માહિતી આપનાર
ఇన్ఫార్మర్,બાતમીદાર
ఇన్ఫార్మర్,બાતમીદાર
ప్రవేశము,પ્રવેશ
ప్రవేశము,પ્રવેશ
ప్రవేశము,પ્રવેશ
నివాసం,વસવાટ
నివాసి,રહેવાસી
వారసత్వం,વારસો
వారసత్వం,વારસો
వారసత్వం,વારસો
శాసనం,શિલાલેખ
చిహ్నము,ચિહ્ન
ప్రవేశ పరికరం,પ્રવેશનું સાધન
ప్రభుత్వ సాధనం,સરકારનું સાધન
తిరుగుబాటు (తిరుగుబాటు),બળવો (બળવો)
తిరుగుబాటుదారుడు,બળવાખોર
తిరుగుబాటు,બળવો
తిరుగుబాటు,બળવો
అనుసంధానం,એકીકરણ
రికార్డుల సమగ్రత,રેકોર્ડની અખંડિતતા
రాష్ట్రాల సమగ్రత,રાજ્યોની અખંડિતતા
మేధావి (ఇంటెలిజెంట్జియా),ઇન્ટેલિજેન્ટ્સિયા (બુદ્ધિશાળી)
మధ్యవర్తిత్వం,મધ્યસ્થી
మధ్యవర్తి,મધ્યસ્થી
మధ్యవర్తి,મધ્યસ્થી
అంతర్జాతీయవాదం,આંતરરાષ્ટ્રીયવાદ
అంతర్జాతీయవాదం,આંતરરાષ્ટ્રીયવાદ
అంతర్జాతీయవాది,આંતરરાષ્ટ્રીયવાદી
అంతర్గత యుద్ధం,આંતરીક યુદ્ધ
ఇంటర్నీ,ઈન્ટરની
ఇంటర్నీ,ઈન્ટરની
ఇంటర్నీ క్యాంపు,ઈન્ટરની કેમ્પ
ఇంటర్న్మెంట్,નજરબંધ
ఇంటర్న్మెంట్,નજરબંધ
ఇంటర్న్మెంట్,નજરબંધ
ఇంటర్నేషనల్,ઈન્ટર્નસિયો
వ్యాఖ్యాత,દુભાષિયા
వ్యాఖ్యాత,દુભાષિયા
వ్యాఖ్యాత,દુભાષિયા
జోక్యం,હસ્તક્ષેપ
ఇంటస్టేసి,ઇન્ટેસ્ટેસી
పేగు,ઇન્ટેસ્ટેટ
చమత్కారం,ષડયંત્ર
చొరబాటుదారుడు,ઘુસણખોર
చొరబాటుదారుడు,ઘુસણખોર
చొరబాటు,ઘુસણખોરી
దండయాత్ర,આક્રમણ
దండయాత్ర,આક્રમણ
పెట్టుబడి,રોકાણ કરો
పెట్టుబడి,રોકાણ કરો
పెట్టుబడి,રોકાણ કરો
పెట్టుబడి,રોકાણ કરો
పెట్టుబడి,રોકાણ
పెట్టుబడి,રોકાણ
పెట్టుబడి,રોકાણ
పెట్టుబడి వేడుక,રોકાણ સમારોહ
జాతీయతతో పెట్టుబడి పెట్టండి,રાષ્ટ્રીયતા સાથે રોકાણ કરો
ఇన్విన్సిబుల్ ఆర్మడ,અજેય આર્મડા
ఉల్లంఘన (రాష్ట్రం),ઉલ્લંઘન (રાજ્યની)
ఉల్లంఘించిన స్థితి,ઉલ્લંઘન રાજ્ય
అభేద్యమైన కోట,અભેદ્ય કિલ્લો
ఇనుప యుగం,આયર્ન યુગ
ఇనుప తెర,લોખંડનો પડદો
ఐరన్ గార్డ్,આયર્ન ગાર્ડ
ఇనుము రేషన్లు,આયર્ન રાશન
ఇనుప వైపులా,આયર્ન બાજુઓ
ఇనుప చిట్కా బాణం,આયર્ન ટીપેડ તીર
ఇస్త్మియన్ ఆటలు,ઇસ્થમિયન રમતો
జానిసరీ,જેનિસરી
కాపలాదారు,દરવાન
కాపలాదారు,દરવાન
జావెలిన్,જેવલિન
జిమ్ క్రో చట్టాలు,જિમ ક્રો કાયદા
జింగో,જિંગો
జింగో,જિંગો
జింగో,જિંગો
జింగోయిజం,જિન્ગોઇઝમ
ఉమ్మడి చర్య,સંયુક્ત કાર્યવાહી
ఉమ్మడి నియంత్రణ,સંયુક્ત નિયંત્રણ
ఉమ్మడి ఆక్యుపెన్సీ,સંયુક્ત કબજો
జ్యూరీ,જ્યુરી
కారణం మాత్రమే,માત્ર કારણ
ఉంచండి,રાખવું
ఆర్కైవ్స్ కీపర్,આર્કાઇવ્સ કીપર
కెటిల్-డ్రమ్,કેટલ-ડ્રમ
కీలక పదం,મુખ્ય શબ્દ
రాజు,રાજા
రాజ్యం,રાજ્ય
కింగ్లెట్,કિંગલેટ
కింగ్ మేకర్,રાજા નિર્માતા
రాజ్యాధికారం,કિંગશિપ
రాజ్యాధికారం,કિંગશિપ
కిచెన్ క్యాబినెట్,રસોડા નો કબાટ
నైట్,નાઈટ
రాజ్యం,રાજાપણું
కింగ్స్ హాస్పిటల్స్,Kinghts હોસ્પિટલર્સ
నైట్స్ ఆఫ్ సెయింట్ జాన్,સેન્ટ જ્હોનના નાઈટ્સ
నైట్ టెంప్లర్,નાઈટ ટેમ્પ્લર
కు క్లక్స్ క్లాన్ (KKK),કુ ક્લક્સ ક્લાન (KKK)
కుమింటాంగ్,કુમિન્તાંગ
లౌకికత్వం,સમાજ
లాన్స్,લાન્સ
లాన్సర్,લેન્સર
తరువాత గుప్తులు,બાદમાં ગુપ્તા
చట్టబద్ధమైన వారసుడు,કાયદેસર વારસદાર
చట్టవిరుద్ధం (=అక్రమం),અધર્મ (= અવ્યવસ્થા)
చట్టవిరుద్ధం (=అక్రమం),અધર્મ (= અવ્યવસ્થા)
చట్ట ప్రభువులు,કાયદાના સ્વામીઓ
భక్తి చట్టం,ધર્મનિષ્ઠાનો કાયદો
దేశముల సమాహారం,લીગ ઓફ નેશન્સ
లెగసీ (=బిక్వెస్ట్),વારસો (=વીસિયત)
లెగసీ (=బిక్వెస్ట్),વારસો (=વીસિયત)
చట్టపరమైన వారసుడు,કાનૂની વારસદાર
చట్టబద్ధత,લેગેટ
చట్టబద్ధత,લેગેટ
చట్టబద్ధత,લેગેટ
లెజెండ్,દંતકથા
లెజెండ్,દંતકથા
లెజియన్,લીજન
లెజియన్,લીજન
లెజియన్ ఆఫ్ ఆనర్,લીજન ઓફ ઓનર
లెస్ మెజెస్టి (=లెస్ మెజెస్టే),લેસ મેજેસ્ટી (=લેસે મેજેસ્ટી)
తక్కువ రాష్ట్రాలు,ઓછા રાજ્યો
విశ్వసనీయత లేఖలు,વિશ્વાસના પત્રો
లీజ్-లార్డ్,લીગ-સ્વામી
లీజ్ మనిషి,લીગે માણસ
లీజ్ మనిషి,લીગે માણસ
జీవిత ఖైదు,આજીવન કેદ
వంశం,વંશ
లిటిల్ ఇంగ్లాండు,લિટલ ઈંગ્લેન્ડર
చిన్న వాహనం (=తక్కువ వాహనం),નાનું વાહન (= ઓછું વાહન)
లిటోరల్ రాష్ట్రం,દરિયા કિનારે રાજ્ય
ప్రార్ధనలు,ઉપાસના
ప్రార్ధన,ઉપાસના
స్థానిక విధేయత,સ્થાનિક નિષ્ઠા
స్థానిక-స్వయం ప్రభుత్వం,સ્થાનિક-સ્વ સરકાર
సుదీర్ఘ పార్లమెంటు,લાંબી સંસદ
తక్కువ దేశాలు,નીચા દેશો
విశ్వాసపాత్రుడు,વફાદાર
విధేయత,વફાદારી
మాకియవెల్లియన్ విధానం,મેકિયાવેલિયન નીતિ
మాగ్నా కార్టా,મેગ્ના કાર્ટા
మాగ్నమ్ కన్సిలియం,મેગ્નમ કોન્સિલિયમ
మలం నిషేధం,માલુમ નિષેધ
మాండమస్,મેન્ડમસ
ఆదేశం,આદેશ
"ఆదేశం, తరగతి &#39;A&#39;","આદેશ, વર્ગ &#39;A&#39;"
"ఆదేశం, తరగతి &#39;B&#39;","આદેશ, વર્ગ &#39;બી&#39;"
"ఆదేశం, తరగతి &#39;సి&#39;","આદેશ, વર્ગ &#39;C&#39;"
ఆదేశ వ్యవస్థ,આદેશ સિસ્ટમ
తప్పనిసరి స్థితి,ફરજિયાત રાજ્ય
మాంగోనెల్,મેંગોનેલ
మేనిఫెస్టో,મેનિફેસ્ટો
యుక్తులు,દાવપેચ
మ్యాన్ ఆఫ్ వార్,મેન ઓફ વોર
మనోర్,મનોર
మనోర్,મનોર
మానవ శక్తి,માનવશક્તિ
మానవ శక్తి,માનવશક્તિ
మాన్యుమిషన్,મેન્યુમિશન
మనుమిత్,મનુમિત
మాన్యుస్క్రిప్ట్,હસ્તપ્રત
మాన్యుస్క్రిప్ట్,હસ્તપ્રત
మాన్యుస్క్రిప్ట్,હસ્તપ્રત
మారౌడర్,લૂંટારા
సముద్ర బెల్ట్,દરિયાઈ પટ્ટો
సముద్ర నాగరికత,દરિયાઈ સંસ્કૃતિ
సముద్ర జెండా,દરિયાઈ ધ્વજ
సముద్ర శక్తులు,દરિયાઈ સત્તાઓ
సముద్ర సార్వభౌమాధికారం,દરિયાઈ સાર્વભૌમત્વ
సముద్ర యుద్ధం,દરિયાઈ યુદ્ધ
మార్క్విస్,માર્ક્વિસ
మార్క్విసేట్,માર્ક્વિસેટ
మార్షల్ లా,લશ્કરી કાયદો
మార్షల్ రేసులు,માર્શલ રેસ
అమరవీరుడు,શહીદ
నరమేధం,હત્યાકાંડ
మాస్ యుక్తి,દાવપેચનો સમૂહ
మాస్టర్-ఎట్-ఆర్మ్స్,માસ્ટર-એટ-આર્મ્સ
మాస్టర్ ఆఫ్ వేడుకలు,વિધિના માસ્ટર
ఇంటి యజమాని,ઘરના માસ્ટર
మాస్టర్ ఆఫ్ ది హార్స్,ઘોડાનો માસ્ટર
మాస్టర్ ఆఫ్ ది రోల్స్,રોલ્સનો માસ્ટર
మ్యాచ్,મેચ
మ్యాచ్,મેચ
అగ్గిపెట్టె,મેચલોક
వైవాహిక మైత్రి,વૈવાહિક જોડાણ
మధ్యధరా శక్తులు,ભૂમધ્ય શક્તિઓ
మెన్షెవిక్,મેન્શેવિક
కిరాయి సైన్యం,ભાડૂતી સૈન્ય
కిరాయి సైనికుడు,ભાડૂતી સૈનિક
వ్యాపారి,વેપારી
మధ్య యుగాలు,મધ્યમ વય
మధ్యప్రాచ్యం,મધ્ય પૂર્વ
మధ్య మార్గము,મધ્ય માર્ગ
మధ్య మార్గం,મધ્ય માર્ગ
మధ్య మార్గం (=మిడిల్ కోర్సు),મધ્ય માર્ગ (=મધ્યમ અભ્યાસક્રમ)
వలసదారు,સ્થળાંતર
వలస,સ્થળાંતર
వలస,સ્થળાંતર
వలస,સ્થળાંતર
మిలిటరిజం,લશ્કરવાદ
మిలిటరిజం,લશ્કરવાદ
మిలిటరిజం,લશ્કરવાદ
మిలిటరిజం,લશ્કરવાદ
మిలిటరిస్ట్,લશ્કરવાદી
మిలిటరిస్ట్,લશ્કરવાદી
సైనికీకరణ,લશ્કરીકરણ
సైనికీకరణ,લશ્કરીકરણ
సైనికీకరణ,લશ્કરીકરણ
సైనిక వ్యూహకర్త (= వ్యూహకర్త),લશ્કરી વ્યૂહરચનાકાર (= વ્યૂહરચનાકાર)
సైనిక వ్యూహకర్త (= వ్యూహకర్త),લશ્કરી વ્યૂહરચનાકાર (= વ્યૂહરચનાકાર)
సైనిక వ్యూహాలు (=వ్యూహాలు),લશ્કરી રણનીતિ (= વ્યૂહરચના)
మిలిషియా,મિલિશિયા
మిలిషియా,મિલિશિયા
దుష్పరిపాలన,કુશાસન
లింక్ లేదు,લિંક ખૂટે છે
మిషన్,મિશન
మిషన్,મિશન
మిషన్,મિશન
మిశ్రమ జాతి,મિશ્ર જાતિ
ఆధునిక చరిత్ర,આધુનિક ઇતિહાસ
మోడ్స్ వీవెండి,મોડસ વિવેન્ડી
మోనాకిజం,મોનાકિઝમ
చక్రవర్తి,રાજા
చక్రవర్తి,રાજા
రాచరికం,રાજાશાહી
రాచరికం,રાજાશાહી
రాచరికవాది,રાજાશાહી
రాచరికం,રાજાશાહી
మఠం,મઠ
మఠం,મઠ
మఠం,મઠ
సన్యాసం,સાધુવાદ
సన్యాసం,સાધુવાદ
సన్యాసి,સાધુ
మాతృదేశం,માતૃ દેશ
మాతృభూమి,માતૃભૂમિ
పార్లమెంటుల తల్లి,સંસદની માતા
ముక్రాకర్స్,મકરાકર્સ
మమ్మీ,મમી
మ్యూజియం,મ્યુઝિયમ
మస్కెట్,મસ્કેટ
మస్కటీర్,મસ્કિટિયર
మస్కెట్రీ,મસ્કેટ્રી
మస్కెట్రీ,મસ્કેટ્રી
మస్టర్ మాస్టర్,માસ્ટર માસ્ટર
మస్టర్-రోల్,મસ્ટર-રોલ
మస్టర్-రోల్,મસ્ટર-રોલ
తిరుగుబాటు,વિદ્રોહ
తిరుగుబాటు చట్టం,બળવો અધિનિયમ
మిస్టరీ షిప్,રહસ્ય જહાજ
కథనం,વર્ણનાત્મક
దేశం,રાષ્ટ્ર
స్థానికుడు,મૂળ
స్థానిక రాష్ట్రం,મૂળ રાજ્ય
సహజత్వం,પ્રાકૃતિકતા
సహజ హక్కులు,કુદરતી અધિકારો
నాజీ,નાઝી
నాజీ విప్లవం,નાઝી ક્રાંતિ
నాజీయిజం,નાઝીવાદ
తూర్పు సమీపంలో,પૂર્વની નજીક
నీగ్రో,હબસી
నీగ్రోఫిల్,નેગ્રોફિલ
నీగ్రోఫిలిజం,નેગ્રોફિલિઝમ
నీగ్రోఫోబియా,નેગ્રોફોબિયા
తటస్థ,તટસ્થ
తటస్థ దేశం,તટસ્થ દેશ
నూతన ఒప్పందం,નવી ડીલ
కొత్త ప్రపంచం,નવી દુનિયા
ప్రభువు,ખાનદાની
కీర్తిగల,નોબલ
కీర్తిగల,નોબલ
సంచార జాతులు,વિચરતી
సంచార గుంపు,વિચરતી ટોળું
సంచారము,વિચરતી
దురాక్రమణ రహిత ఒప్పందం,બિન-આક્રમકતા કરાર
దురాక్రమణ రహిత ఒప్పందం,બિન-આક્રમકતા સંધિ
యుద్ధం చేయని రాష్ట్రం,બિન-યુદ્ધરહિત રાજ્ય
నాన్-కో-ఆపరేషన్,અસહકાર
సహాయ నిరాకరణ ఉద్యమం,અસહકાર આંદોલન
ఎదురుగా,સામે
ఎదురుగా,સામે
ఓక్లోక్రసీ (=మొబోక్రసీ),લોકશાહી (=મોબોક્રસી)
ఓక్లోక్రాట్,ઓક્લોક્રેટ
అధికారిక పత్రం,સત્તાવાર દસ્તાવેજ
పాత ప్రపంచం,જૂની દુનિયા
ఒలిగార్కీ,ઓલિગાર્કી
దాడి,આક્રમણ
బహిరంగ చర్చలు,ઓપન વાટાઘાટ
ఓపెన్ ప్రశ్న,ખુલ્લો પ્રશ્ન
రికార్డులను తెరవండి,ઓપન રેકોર્ડ્સ
ఓరియంట్,ઓરિએન્ટ
ఓరియంటలిజం,પ્રાચ્યવાદ
ఓరియంటలిజం,પ્રાચ્યવાદ
ఓరియంటలిస్ట్,પ્રાચ્યવાદી
మూలం,મૂળ
మూలం,મૂળ
ఆర్థోగ్రఫీ,ઓર્થોગ્રાફી
శత్రుత్వాలు చెలరేగడం,દુશ્મનાવટનો ફાટી નીકળવો
అవుట్-పోస్ట్,આઉટ પોસ્ટ
పైగా ప్రభువు,ઓવર-લોર્ડ
ఓవర్ రైడ్,ઓવર-રાઈડ
ఓవర్ రైడ్,ઓવર-રાઈડ
పాగన్,મૂર્તિપૂજક
పాగన్,મૂર્તિપૂજક
పాగనిజం,મૂર્તિપૂજક
పాగనిజం,મૂર્તિપૂજક
పగోడా,પેગોડા
పగోడా,પેગોડા
పగోడా,પેગોડા
ప్యాలెస్ కుట్రలు,મહેલ ષડયંત્ર
పాలటినేట్,પેલેટિનેટ
తాటి ఆకు,તાડ-પાન
పామ్ ఆదివారం,પામ રવિવાર
పానెజిరిస్ట్,પેનેગિરિસ્ટ
భయాందోళనలు,ગભરાટ
భయాందోళనలు,ગભરાટ
భయాందోళనలు కలిగించేవాడు,ગભરામણ કરનાર
పాపసీ,પોપસી
పాపసీ,પોપસી
పాపసీ,પોપસી
పాపసీ,પોપસી
పాపల్ ఎద్దు,પાપલ બળદ
పాపాలిజం,પોપવાદ
పాపాలిజం,પોપવાદ
పాపాలిస్ట్,પોપલિસ્ટ
పాపల్ రాష్ట్రం,પાપલ રાજ્ય
పాపిజం (=పాపిస్ట్రీ),પેપિઝમ (=પેપિસ્ટ્રી)
పాపిస్ట్,પેપિસ્ટ
పాపిరస్,પેપિરસ
ఉపమానం,ઉપમા
పారామౌంట్,પેરામાઉન્ટ
పారామౌంట్సీ (=పారామౌంట్ పవర్),સર્વોપરીતા (= સર્વોપરી શક્તિ)
పారామౌంట్ లేడీ,સર્વોપરી મહિલા
పరమ ప్రభువు,સર્વોપરી સ્વામી
పార్చ్మెంట్,ચર્મપત્ર
పార్చ్మెంట్,ચર્મપત્ર
పార్చ్మెంట్,ચર્મપત્ર
క్షమించు,ક્ષમા
పార్లేస్,વાર્તાલાપ
పార్లేస్,વાર્તાલાપ
పార్లమెంట్ (=పార్లమెంట్),સંસદ (=સંસદ)
పార్లమెంట్,લોકસભા
పార్లమెంట్,લોકસભા
పార్లమెంట్,લોકસભા
పార్లమెంట్ చట్టం,સંસદ અધિનિયમ
పార్లమెంటేరియన్,સંસદસભ્ય
పార్లమెంటేరియన్,સંસદસભ્ય
పార్లమెంటరీ ఏజెంట్,સંસદીય એજન્ટ
పార్నెలిజం,પાર્નેલિઝમ
పెరోల్,પેરોલ
పెరోల్,પેરોલ
