Hindi,English
निरसन,Cancel
निरसन संप्रतीक,Cancel character
निरसन कुंजी,Cancel key
पूर्वाभिलिखित पैराग्राफ,Canned paragraph
पूर्वाभिलिखित प्रक्रिया सामग्री,Canned software
विहित जनन,Canonic generation
संधारित्र भंडारण,Capacitor storage
क्षमता,Capacity
"कैप्स्टन, टेपचालक चक्र",Capstan
प्रग्रहण,Capture
"पत्रक, कार्ड",Card
पत्रक पंजर,Card cage
पत्रक न्याधार,Card chassis
पत्रक जाँच,Card checking
पत्रक कूट,Card code
पत्रक स्तंभ,Card column
पत्रक चक्र,Card cycle
पत्रक गड्डी,Card deck
पत्रक त्रुटि जाँच,Card error checking
पत्रक क्षेत्र,Card field
पत्रक संचिका,Card file
पत्रक रूप,Card form
पत्र संरूप,Card format
पत्रक प्लुति मंजूषा,Card hopper
पत्रक प्रतिबिंब,Card image
पत्रक निवेश,Card input
पत्रक संबाधा,Card jam
पत्रक भारक,Card loader
पत्रक गड्डी,Card pack
पत्रक पथ,Card path
पत्रक क्रमादेशित परिकलित्र,Card programmed calculator
पत्रक क्रमादेशित अभिकलित्र,Card programmed computer
पत्रक छिद्रित्र,Card punch
पत्रक छिद्रण तकनीक,Card punching technique
पत्रक पठित्र,Card reader
पत्रक पुनरूत्पादित्र,Card reproducer
पत्रक पंक्ति,Card row
पत्रक समुच्चय,Card set
पत्रक शाटित्र,Card sorter
पत्रक चितीयक,Card stacker
पत्रक भंडारण,Card storage
पत्रक चक्रिका उपयोगिता,Card-to-disk utility
पत्रक चुंबकीय टेप रूपांतरण,Card-to-magnetic tape conversion
पत्रक मुद्रण क्रमादेश,Card-to-print program
पत्रक टेप परिवर्तित्र,Card to tape converter
पत्रक पथ,Card track
पत्रक सत्यायन,Card verifying
कैरट,Caret
घूर्णित्र,Carousel
वाहन,Carriage
वाहन नियंत्रण संप्रतीक,Carriage control character
वाहन नियंत्रण टेप,Carriage control tape
वाहन वापसी,Carriage return
वाहन वापसी संप्रतीक,Carriage return character
वाहक,Carrier
वाहक छिद्र,Carrier hole
नीत भार,Carrier load
वाहक वापसी संप्रतीक,Carrier return character
वाहक-वाहक,Carrier's carrier
वाहक संकेत,Carrier signal
वाहक तंत्र,Carrier system
वाहक रव अनुपात,Carrier-to-noise ratio
वाहक तरंग,Carrier wave
"हस्तंगत, हासिल",Carry
हस्तंगत पूर्ण संकेत,Carry complete signal
हस्तंगत पूर्णता संवेदन,Carry completion sensing
हस्तंगत अंक,Carry digit
हस्तंगत ध्वज,Carry flag
हस्तंगत संकलन काल,Carry time
आगुटिका,Cartridge
आगुटिका चक्रिका,Cartridge disk
सोपानी संबंधन,Cascade connection
सोपानी नियंत्रण,Cascade control
सोपानित विलयन,Cascaded merging
सोपानी विलय,Cascade merge
रोकड़ सदृश प्रलेख,Cashlike document
रोकड़ सदृश प्रलेख,Cashlike tender (= cashlike document)
"कैसेट, पेटिका",Cassette
नव-विभाजी निरसन,Casting out nines
अभिलक्ष्य भाषआ,Cata language (=object language)
क्रमादेश सूची,Catalogue
क्रमादेश सूचीकृत आँकड़ा-समुच्चय,Catalogued data set
क्रमादेश सूची निर्देशिका,Catalogue directory
क्रमादेश सूचीकृत प्रक्रिया,Catalogued procedure
विपत्तिपूर्ण त्रुटि,Catastrophic error
"कैटीना, शृंखला",Catena
शृंखलित,Catenate
कैथोड़ किरण भंडारण,Cathode ray storage
कैथोड किरण नलिका,Cathode ray tube
कैथोड किरण नलिका प्रदर्श,Cathode ray tube display
कोष्ठिका,Cell
कोष्ठिकीय चल टेलीफोन जालक्रम,Cellular mobile telephone network
कोष्ठिकीय रेडियो,Cellular ratio
कोष्ठिकीय विदारण,Cellular splitting
केन्द्रण,Centering
केन्द्र रेखा,Center line
केन्द्रीय नियंत्रण एकक,Central control unit
केन्द्रीकृत स्वचालित संदेश लेखा,Centralised automatic message accounting
केन्द्रीकृत आँकड़ा संसाथन,Centralised data processing
केन्द्रीकृत जालक्रम,Centralised network
केन्द्रीय स्मृति,Central memory
केन्द्रीय कार्यालय,Central office
केन्द्रीय कार्यालय कूट,Central office code
केन्द्रीय कार्यालय कार्य आदेश,Central office work order
केन्द्रीय संसाधन एकक,Central processing unit
केन्द्रीय संसाधन एकक पाश,Central processing unit loop
केन्द्रीय संसाधित्र,Central processor
केन्द्रीय क्रमवीक्षण पाश,Central scanning loop
नियंत्रण केन्द्र,Central station (= control station)
केन्द्रीय कार्यालय कार्य आदेश,Central office work order
प्रमाणीकृत टेप,Certified tape
टिकली,Chad
टिकलीरहित टेप,Chadless tape
शृंखला,Chain
शृंखला योजना क्रमादेश,Chain additions program
शृंखला कूट,Chain code
शृंखलित संचिका,Chained file
शृंखलित सूची,Chained list
शृंखलित अभिलेख,Chained record
शृंखलन,Chaining
शृंखलन अधिप्रवाह,Chaining overflow
शृंखलन खोज,Chaining search
शृंखला खड़ी,Chain link
शृंखला अनुरक्षण क्रमादेश,Chain maintenance program
शृंखला मुद्रित्र,Chain printer
परिवर्तन संप्रतीक,Change character
परिवर्तन सन्निक्षेप,Change dump
परिवर्तन संचिका,Change file
परिवर्तन अभिलेख,Change record
परिवर्तन चिह्न,Change sign
परिवर्तन टेप,Change tape
"चैनल, प्रणाल",Channel
प्रणाल अनुकूलित्र,Channel adapter
प्रणाल पता शब्द,Channel address word
प्रणाल संलग्न,Channel-attached
प्रणाल संलग्न केन्द्र,Channel-attached station
प्रणाल बैंक,Channel bank
प्रणाल व्यस्त टोन,Channel busy tone
प्रणाल क्षमता,Channel capacity
प्रणाल समादेश,Channel command
प्रणाल समादेश शब्द,Channel command word
प्रणाल नियंत्रक,Channel controller
प्रणाल नियंत्रण शब्द,Channel control word
प्रणाल आँकड़े,Channel data
प्रणाल सिरा,Channel end
प्रणाल त्रुटि,Channel error
प्रणाल प्रसुप्ति,Channel latency
प्रणाल आच्छद,Channel mask
प्रणाल अधिभार,Channel overload
प्रणाल मुद्रित्र,Channel printer
प्रणाल क्रमादेश,Channel program
प्रणाल क्रमादेश अनुवाद,Channel program translation
प्रणाल पंक्ति,Channel queue
प्रणाल विश्वसनीयता,Channel reliability
प्रणाल सेवा एकक,Channel service unit
प्रणाल समुच्चय,Channel set
प्रणाल अवस्थिति शब्द,Channel status word
प्रणाल तुल्यकालित्र,Channel synchronizer
प्रणाल-प्रणाल अनुकूलित्र,Channel-to-channel adapter
संप्रतीक,Character
संप्रतीक पताभिगमन,Character addressing
संप्रतीक विन्यास,Character arrangement
संप्रतीक कोडांतरण,Character assembly
संप्रतीक मुद्रित्र,Character-at-a-time printer
संप्रतीक एकांतरदर्श,Character blink
संप्रतीक परिसीमा,Character boundary
संप्रतीक कोष्ठिका,Character cell
संप्रतीक जाँच,Character check
संप्रतीक कूट,Character code
संप्रतीक अभिविन्यास,Character configruration
संप्रतीक अधिसंख्यन,Character crowding
संप्रतीक आँकड़ा प्रकार,Character data type
संप्रतीक-विलोपी संप्रतीक,Character-deletion-character
संप्रतीक विसीमक,Character delimiter
संप्रतीक सघनता,Character density
संप्रतीक युक्ति नियंत्रण,Character device control
संप्रतीक प्रदर्श युक्ति,Character display device
संप्रतीक प्रदर्श अंतक,Character display terminal
संप्रतीक कोर,Character edge
संप्रतीक अवयव,Character element
संप्रतीक उत्सर्जक,Character emitter
संप्रतीक त्रुटि-दर,Character error rate
संप्रतीक व्यंजक,Character expression
संप्रतीक पूरण,Character fill
संप्रतीक संरूप स्मृति,Character format memory
संप्रतीक जनक,Character generator
संप्रतीक-सूचना-दर,Character information rate
संप्रतीक अनुदेश,Character instruction
अभिलक्षणिक,Characteristic
अभिलक्षणकि विरूपण,Characteristic distortion
अभिलक्षणिक प्रतिबाधा,Characteristic impedence
संप्रतीक कुंजी,Character key
संप्रतीक माध्य एन्ट्रॉपी,Character mean entropy
संप्रतीक माध्य एन्ट्रॉपी,Character mean information content =character mean entropy)
संप्रतीक अभिविन्यस्त,Character oriented
संप्रतीक रूपरेखा,Character outline
संप्रतीक स्थिति,Character position
संप्रतीक मुद्रित्र,Character printer
संप्रतीक पठित्र,Character reader
संप्रतीक अभिज्ञान,Character recognition
संप्रतीक संबंध,Character relation
संप्रतीक पंक्ति,Character row
संप्रतीक समुच्चय,Character set
संप्रतीक आमाप,Character size
संप्रतीक विषम,Character skew
संप्रतीक रज्जु,Character string
संप्रतीक रज्जु अचर,Character string constant
संप्रतीक चिह्निका,Character stroke
संप्रतीक शैली,Character style
संप्रतीक उपसमुच्चय,Character subset
संप्रतीक टेप,Character tape
संचित्र,Chart
संचित्र निर्माण,Chart making
संचित्र पठित्र,Chart reader
न्याधार,Chassis
न्याधार समायोजन,Chassis assembly
शैबिशैव सन्निकटन,Chebyshev approximation
जाँच द्वयंक,Check bit
जाँच बस,Check bus
जाँच पत्रक,Check card
जाँच संप्रतीक,Check character
जाँच कूट,Check code
जाँच प्रतिबंध,Check condition
जाँच निदानी,Check diagnostic
जाँच अंक,Check digit
जाँच सूचक,Check indicator
जाँच सूचक अनुदेश,Check indicator instruction
जाँच क्रमादेश,Checking program
जाँच तकनीक,Checking technique
जाँच कुंजी,Check key
जाँच अंक,Check number (= check digit)
दोषमार्जन,Check out (=debug)
दोषमार्जन नेमका,Check out routine
जाँच बिन्दु,Check point
जाँच बिन्दु आँकड़ा समुच्चय,Check point data set
जाँच बिन्दु सन्निक्षेप,Check point dump
जाँच बिन्दु अभिलेख,Check point record
जाँच बिन्दु पुनः प्रारंभन,Check point restart
जाँच बिन्दु नेमका,Check point routine
जाँच बिन्दु शॉटन,Check point sorting
जाँच समस्या,Check problem
जाँच पंजी,Check register
जाँच पुनः आरंभन कुंजी,Check reset key
जाँच नेमका,Check routine
जाँच पंक्ति,Check row
जाँच हल,Check solution
जाँच योग,Check sum
जाँच जोड़,Check total
जाँच शब्द,Check word
संतति खंड,Child segment
स्तंभ द्वि-आधारी,Chinese binary (column binary)
"चिप, एटलिका",Chip
चिप वाहक,Chip carrier
चिप सूक्ष्म संसाधित्र,Chip microprocessor
चिप प्रक्रम,Chip process
चिप पंजी स्थापत्य कला,Chip register architecture
चिप वरण,Chip select
चयन युक्ति,Choice device
"बीज लेख, साइफर",Cipher
कूटलिखित आँकड़े,Cipher text (= enciphered data)
परिपथ,Circuit
परिपथ पट्ट,Circuit board
परिपथ विच्छेदक,Circuit breaker
परिपथ पत्रक,Circuit card
परिपथ कोटि,Circuit grade
परिपथ लोड,Circuit load
परिपथ आदेश,Circuit order
परिपथ विश्वसनीयता,Circuit reliability
परिपथ स्विच,Circuit switch
परिपथ स्विचित संबंधन,Circuit-switched connection
परिपथ स्विचन,Circuit switching
परिपथ स्विचन एकक,Circuit switching unit
परिपथ एकक कोडांतरण,Circuit unit assembly
वृत्तीय चयकन,Circular buffering
वृतीय सूची,Circular list
वृतीय विस्थापन,Circular shift
परिसंचारी पंजी,Circulating register
परिसंचारी भंडारण,Circulating storage
उल्लेख,Citation
परिनिधान,Cladding
वर्ग,Class
वर्ग 5 कार्यालय,Class 5 office
वर्ग अवस्था,Class condition
वर्गिकरण,Classification
" मार्जन प्रचालन , मार्जन संक्रिया",Cleaning operation
मार्जन,Clear
रिक्त क्षेत्र,Clear area
रिक्त क्षेत्र,Clear band (=clear area
स्पष्ट प्रणाल,Clear channel
स्पष्ट आँकड़े,Clear data
प्रदर्श निरसन,Clear display
भंडारण निरसन,Clear memory (= clear storage)
स्पष्ट आँकड़ा सत्र,Clear session
भंडारण निरसन,Clear storage
कर्तन,Clipping
कालद परिपथ,Clock
कालद परिपथ,Clock circuit
कालद गणित्र,Clock counter
कालद आवृति,Clock frequency
समायोजन,Clocking
कालद अन्तरायन,Clock interrupt
कालद स्पंद,Clock pulse
कालद दर,Clock rate
कालद,Clock register (= timer)
कालद संकेत,Clock signal
कालद अनुकार,Clock simulation
कालद समय,Clock time
कालद पथ,Clock track
अन्तर्वर्गिकरण,Close classification
संवृति सरणी,Closed array
संवृत संचिका,Closed file
संवृत पाश,Closed loop
संवृत पाश (नियन्त्रण) तंत्र,Closed loop (control) system
संवृत नेमका,Closed routine
परसेवी प्रचालन,Closed shop operation
संवृत उपनेमका,Closed subroutine
संवृत उपयोक्ता समूह,Closed-user group
दृढ़तः युग्मित,Closely coupled
अंतक समापन,Closing a terminal
संचिका समापन,Closing of a file
गुच्छ,Cluster
गुच्छ विश्लेषण,Cluster analysis
गुच्छ नियंत्रक,Cluster controller
गुच्छ नियंत्रक आसंथि,Cluster controller node
गुच्छ नियंत्रक एकक,Cluster control unit
गुच्छित संचिका,Clustered file
गुच्छन कलन-विधि,Clustering algorithm
संलयन,Coalesce
लेपित पत्रक,Coated card
समाक्ष केबल,Coaxial cable
कोबोल,COBOL
कोबोल संप्रतीक,Cobol character
कोबोल क्रमादेशन,Cobol programming
कोडासिल,CODASYL
"कूट, कोड",Code
कूट क्षेत्र,Code area
कूट शृंखला,Code chain
कूट जाँच,Code check
कूट लिखित अंकगणितीय आँकड़े,Coded arithmetic data
कूटलिखित संप्रतीक समुच्चय,Coded character set
कूटलिखित रूपांतरित्र,Coded converter
कूटलिखित दशमलव संकेतन-पद्धति,Coded decimal notation
कूटाश्रित तंत्र,Code dependent system
कूटलिखित आलेखिकी,Coded graphics
कूटलिखित प्रतिबिम्ब स्थान,Coded image space
कूटनिदेशी संप्रतीक,Code directing character
कूट लिखित क्रमादेश,Coded program
कूट लिखित निरूपण,Coded representation
कूटलिखित विराम,Coded stop
कूट अवयव,Code element
कूटविस्तार संप्रतीक,Code extension character
कूट फ्रेम,Code frame
कूट छिद्र,Code hole
कूट स्वतन्त्र आँकड़ा संचार,Code-independent data communication
कूट स्वतन्त्र तंत्र,Code-independent system
कूट स्वतंत्र तंत्र,Code-insensitive system (= code-in- dependent  System)
कूट कुंजी,Code key
कूट स्तर,Code level
कूट रेखा,Code line
कूट रेखा सूचक,Code line index
कूट बिन्दु अनुवादक,Code point translator
कूट स्थिति,Code position
कोडित्र,Coder
कूटाश्रित तंत्र,Code-sensitive system (=code-dependent system)
कूट समुच्चय,Code set
कूट-पारदर्शी आँकड़ा संचार,Code- transparent data communication
कूटाश्रित तंत्र,Code-transparent system (= code dependent  System)
कूट मान,Code value
कूट शब्द,Code word
"कूटलेखन, कोडन",Coding
कूटलेखन जाँच,Coding check
कूटलेखन फार्म,Coding form
कूटलेखन योजना,Coding scheme
कूटलेखन पर्ण,Coding sheet
गुणांक एकक,Coefficient unit
संसक्त माडुलन तंत्र,Coherent modulation system
संसक्त प्रावस्था-विस्थापन कुंजीयन,Coherent phase shift keying
"तथ' अवयव, संपात परिपथ",Coincidence circuit (= AND element)
तथा' अवयव,Coincidence element (= AND element)
संपात त्रुटि,Coincidence error
तथा' अवयव,Coincidence gate (AND element
संपात-धारा वरण,Coincident-current selection
प्रारंभ दोष,Cold fault
प्रारंभन,Cold start (=start)
समानुक्रमण,Collate
समानुक्रमी अनुक्रम,Collating sequence
समानुक्रमी शॉटन,Collating sorting
समानुक्रमित्र,Collator
संघट्ट,Collision
स्तंभ,Column
स्तंभ द्विआधारी,Column binary
स्तंभ विस्थापन,Column move
" संचय , संयोजन",Combination
संयोजन परिपथ,Combinational  Circuit
संयोजन तर्क,Combinational   Logic
संयोजन तर्क अवयव,Combinational  Logic element
संयोजन नाभि,Combination hub
संयोजी जालक्रम,Combinatorial network
संयोजी परिपथ,Combinatorial  Circuit
संयुक्त वितरण फ्रेम,Combined  Distribution  Frame
संयुक्त शीर्ष,Combined head
संयुक्त पठन/लेखन शीर्ष,Combined read/write head
संयुक्त केन्द्र,Combined station
संयोजक,Combiner
"समादेश, कमांड",Command
समादेश और नियंत्रण तंत्र,Command and   Control system
समादेश शृंखला,Command chain
समादेश नियंत्रण क्रमादेश,Command control program
समादेशक द्विक शब्द,Command double word
समादेश प्रकार्य,Command function
समादेश निर्वचक,Command interpreter
समादेश भाषा,Command language
समादेश सूची,Command list
समादेश नाम,Command name
समादेश सूचक,Command pointer
समादेश संसाधन,Command  Processing
समादेश संसाधित्र,Command processor
समादेश पुनः प्रयास,Command retry
समादेश कथन,Command statement
समादेश तंत्र,Command system
टिप्पणी,Comment
टिप्पणी क्षेत्र,Comment field
टिप्पणी कथन,Comment statement
वाणिज्य अनुप्रयोग,Commercial application
वाणिज्य संप्रतीक,Commercial character
वाणिज्य अनुदेश समुच्चय,Commercial instruction set
सार्व क्षेत्र,Common area
सार्व खंडक,Common block
साधारण व्यवसायमूलक (कोबोल),Common business-oriented (COBOL)
सार्ववाहक,Common carrier
सार्ववाहक ब्यूरो,Common carrier bureau
सार्व समादेश भाषा,Common command language
सार्व संचार अनुकूलित्र,Common communication adapter
सार्व नियंत्रण,Common control
सार्व नियंत्रण स्विचन व्यवस्था,Common control switching arrangement
सार्व नियंत्र तंत्र,Common control system
सार्व त्रुटि,Common error
सार्व क्षेत्र,Common field
सार्व नाभि,Common hub
सार्वभाषा,Common language
सार्वभाषा कूट,Common language code
सार्व नेमका,Common routine
सार्व खंड़,Common segment
सार्व प्रक्रिया सामग्री,Common software
सार्व भंडारण क्षेत्र,Common storage area
सार्व लक्ष्य यंत्र,Common target machine
सार्व उपयोक्ता परिपथ,Common user circuit
सार्व उपयोक्ता जालक्रम,Common user network
सामुदायिकता,Communality
संचारी शब्द संसाधन उपकरण,Communicating word-processing equipment
संचार,Communication
संचार अनुकूलित्र,Communication adapter
संचार प्रणाल,Communication channel
संचार सार्ववाहक,Communication common carrier
संचार नियंत्रण संप्रतीक,Communication control character
संचार नियंत्रक,Communication controller
संचार नियंत्रक आसंधि,Communication controller node
संचार नियन्त्रण एकक,Communication control unit
संचार आँकड़ा तंत्र,Communication data system
संचार अंतरापृष्ठ,Communication interface
संचार लाइन,Communication line
संचार लाइन अनुकूलित्र,Communication line adapter
संचार लाइन अभिलक्षण,Communication line characteristic
संचार कड़ी,Communication link
संचार मिश्रण,Communication mix
संचार विधा नियंत्रण,Communication mode control
संचार मोडेम,Communication modem
संचार जालक्रम,Communication network
संचार केन्द्र,Communications center
संचार अभिकलित्र,Communications computer
संचार नियंत्रक,Communications controller
संचार उपग्रह,Communications satellite
संचार सुरक्षा उपकरण,Communications security equipment
संचार प्रक्रिया सामग्री,Communications software
संचार उपतन्त्र,Communications subsystem
संचार अंतक,Communications terminal
संचार सिद्धांत,Communication theory
समुदाय स्वचालित केन्द्र,Community automatic exchange
समुदाय डायल कार्यालय,Community dial office
क्रम विनिमयक स्पंद,Commutator pulse
संहनन कलन-विधि,Compaction algorithm
संपीडन प्रसारण,Companding
संपीडन प्रसारित्र,Compandor
संपीडन प्रसारित्र पथभ्रंशन,Compandor mistracking
सहचर भंडार पूर्तिकर,Companion store  Backup
"तुलनित्र, तुलनक",Comparator
तुलनक अन्वेषिका,Comparator probe
तुलनित्र,Comparing unit  (= Comparator)
तुलना संक्रिया,Comparison  Operation
तुलना संकारक,Comparison  Operator
तुलना परीक्षण,Comparison test
"सुसंगति, संगतता",Compatibility
सुसंगति परीक्षण,Compatibility test
सुसंगत,Compatible
सुसंगत कालभागी तंत्र,Compatible time  Sharing system
अनुभाषण,Compilation
अनुभाषण सहाय,Compilation aid
अनुभाषण,Compile
अनुभाषण अवधि,Compile duration
अनुभआषण प्रावस्था,Compile phase
अनुभाषक,Compiler
अनुभाषक-अनुभाषक,Compiler-compiler
अनुभाषक निर्देश तंत्र,Compiler directing system
अनुभाषक निर्देश,Compiler directive
अनुभाषक जनक,Compiler generator
अनुभाषक अंतरापृष्ठ,Compiler interface
अनुभाषक भाषा,Compiler language
अनुभाषक विकल्प,Compiler option
अनुभाषण काल,Compile time
अनुभाषण काल निदानिकी,Compile time diagnostics
अनुभाषण काल कथन,Compile time statement
अनुभाषण अवधि,Compiling duration
अनुभाषण प्रावस्था,Compiling phase
अनुभाषक,Compiling program (= complier)
अनुभाषण काल,Compiling time
पूरक,Complement
पूरक संक्रिया,Complementary operation
पूरक संकारक,Complementary operator
पूरक आधार,Complement base
पूरकित संख्या-पद्धति,Complemented number system
पूरकित्र,Complementer
पूरकीकरण,Complementing
नव-पूरक,Complement-on-nine
एक-पूरक,Complement on one
दस-पूरक,Complement-on ten
दो-पूरक,Complement-on-two
संपूर्ण हस्तंगत,Complete carry
पूर्णता जाँच,Completeness check
संपूर्ण संक्रिया,Complete operation
संपूर्ण नेमका,Complete routine
पूर्ति कूट,Completion code
सम्मिश्र अचर,Complex constant
सम्मिश्र आंकड़,Complex data
सम्मिश्र आँकड़ा प्रकार,Complex data type
सम्मिश्र निर्णयन अनुकार,Complex decision making simulation
जटिलता सिद्धांत,Complexity theory
सम्मिश्र संख्या,Complex number
घटक,Component
घटक पता,Component address
घटक संसाधित्र,Component processor
संयुक्त कन्सोल,Composite console
संयोजित परिपथ,Composited circuit
संयुक्त बाह्य प्रतीक कोश,Composite external symbol dictionary
संयुक्त प्रतिरूपक,Composite module
संयुक्त प्रतिरूपक आँकड़ा समुच्चय,Composite module data set
संयुक्त संकारक,Composite operator
संयोजन संचिका,Composition file
संयुक्त प्रतिबंध,Compound condition
संयुक्त तर्कसंगत अवयव,Compound logical element
संयुक्त कथन,Compound statement
संपीडन,Compress
संपीडित्र,Compressor
मध्यमार्गी जाल,Compromise net
अभिकलनीयता,Computability
अभिकलनीय फलन,Computable function
अभिकलन,Computation
अभिकलनात्मक जटिलता,Computational complexity
अभिकलनात्मक भाषाविज्ञान,Computational linguistics
अभिकलनात्मक निदर्श,Computational model
अभिकलनात्मक स्थायित्व,Computational stability
अभिकलन सीमित,Compute limited
अभिकलन विद्या,Compute mode
"कंप्यूटर, अभिकलित्र",Computer
अभिकलित्र प्रशासनिक अभिलेख,Computer administrative record
अभिकलित्र सहाय अभिकल्पना,Computer aided design
अभिकलित्र-सहाय इंजीनियरी,Computer-aided engineering
अभिकलित्र-सहाय निर्माण,Computer aided manufacture
अभिकलित्र स्थापत्य कला,Computer architecture
अभिकलित्रीय अंकगणित,Computer arithmetic
अभिकलित्र कला,Computer art
अभिकलित्र सहायित शिक्षा,Computer assisted education
अभिकलित्र सहायित अनुदेश,Computer assisted instruction
अभिकलित्र सहायित अधिगम,Computer assisted learning
अभिकलित्र सहायित प्रबंध,Computer assisted management
अभिकलित्र सहायित शिक्षण,Computer assisted teaching
अभिकलित्र आधारित स्वचालन,Computer based automation
अभइकलित्र आधारित शिक्षा,Computer based education
अभिकलित्र आधारित अधिगम,Computer based learning
अभिकलित्र ब्यूरो,Computer bureau
अभिकलित्र परिपथिकी,Computer circuitry
अभिकलित्र कूट,Computer code
अभिकलित्र संचार,Computer communication
अभिकलित्र मूलक सम्मेलन,Computer conferencing
अभिकलित्र विन्यास,Computer configuration
अभिकलित्र कन्सोल,Computer console
अभिकलित्र नियंत्रण,Computer control
अभिकलित्रीय अपराध,Computer crime
" अभिकलित्रीय गूढ़लेखन , अभिकलित्रीय गूढ़लेखिकी",Computer cryptography
अभिकलित्र आश्रित भाषा,Computer-dependent language
अभिकलित्र प्रांत,Computer domain
अभिकलित्र द्विसंकेतक,Computer duplex
अभिकलित्र समीकरण,Computer equation
अभिकलित्र विशेषज्ञ,Computer expert
अभिकलित्र संरूपण,Computer formatting
अभिकलित्र खेल,Computer game
अभिकलित्र जनित प्रतिचित्र,Computer-generated map
अभिकलित्र पीढ़ी,Computer generation
अभिकलित्र आलेखिकी,Computer graphics
अभिकलित्र यंत्रसामग्री,Computer hardware
अभिकलित्र निरपेक्ष भाषा,Computer independent language
अभिकलित्र अनुदेश,Computer instruction
अभिकलित्र अनुदेश कूट,Computer   Instruction code
अभिकलित्र अनुदेश समुच्चय,Computer  Instruction set
अभिकलित्र अंतरापृष्ठ एकक,Computer  Interface unit
अभिकलित्रविद,Computerist
"अभिकलित्रीकरण, कंप्यूटरीकरण",Computerization
अभिकलित्र भाषा,Computer language
अभिकलित्र भाषा प्रतीक,Computer  Language symbol
अभिकलित्र अधिगम,Computer learning
अभिकलित्र पत्र,Computer letter
अभिकलित्र सीमित,Computer limited
अभिकलित्र अनुरक्षण,Computer  Maintenance
अभिकलित्र प्रबंधित अनुदेश,Computer  Managed  Instruction
अभिकलित्र सूक्ष्मआलेखिकी,Computer  Micrographics
अभिकलित्र संगीत,Computer music
अभिकलित्र संख्यात्मक नियंत्रण,Computer network
अभिकलित्र संक्रिया,Computer numerical control
अभिकलित्र संक्रिया,Computer operation
अभिकलित्र मूलक भाषा,Computer oriented language
अभिकलित्र निर्गम,Computer output
अभिकलित्र मूलक सूक्ष्मफिल्म,Computer output microfilm
अभिकलित्र निष्पादन,Computer performance
अभिकलित्र मुद्रित्र,Computer printer
अभिकलित्र क्रमादेश,Computer program
अभिकलित्र क्रमादेश टिप्पण,Computer program annotation
अभिकलित्र क्रमादेश उद्गम,Computer program origin
"अभिकलित्र विज्ञान, कंप्यूटर विज्ञान",Computer science
अभिकलित्रि सुरक्षा,Computer security
अभिकलित्र सहभाजन,Computer sharing
अभिकलित्र अनुकरण,Computer simulation
अभिकलित्र अनुकारक,Computer simulator
अभिकलित्र प्रक्रिया सामग्री,Computer software
अभिकलित्र विशेषज्ञ,Computer specialist
अभिकलित्र तंत्र,Computer system
अभिकलित्र तंत्र लेखा-परीक्षण,Computer system audit
अभिकलित्र प्रौद्योगिकी,Computer technology
अभिकलित्र अंतक,Computer terminal
अभिकलित्र काल,Computer time
अभिकलित्र शब्द,Computer word
अभिकलन केन्द्र,Computing centre
अभिकलन अवयव,Computing element
अभिकलन क्षमता,Computing power
अभिकलन तंत्र,Computing system
संशृंखलन,Concatenate
संशृंखलित आँकड़ा समुच्चय,Concatenated data set
संशृंखलित कुंजी,Concatenated key
संशृंखलन,Concatenation
संशृंखलन संप्रतीक,Concatenation character
संकेंद्रित संदेश,Concentrated message
संकेंद्रण,Concentration
संकेंद्रित्र,Concentrator
संकेंद्रित्र अंतक चयक,Concentrator terminal buffer
संकल्पना अधिगम,Concept learning
संकल्पनात्मक निदर्श,Conceptual model
सुसंगतता,Concordance
" सुसंगत , सुस्वर",Concordant
संगामी,Concurrent
संगामी प्रचालन,Concurrent operation
संगामी संसाधन,Concurrent processing
प्रतिबंधी कोडांतरण,Conditional assembly
प्रतिबंधी कोडांतरण व्यंजक,Conditional assembly expression
प्रतिबंधी कोडांतरण अनुदेश,Conditional assembly instruction
प्रतिबंधी शाखा अनुदेश,Conditional branch instruction
प्रतिबंधी विच्छेद बिंदु,Conditional breakpoint
प्रतिबंधी विच्छेद बिंदु,Conditional
प्रतिबंधी विच्छेद बिंदु अनुदेश,Conditional breakpoint instruction
प्रतिबंधी एंट्रॉपी,Conditional entropy
प्रतिबंधी व्यंजक,Conditional expression
प्रतिबंधी आनुषंगिक संक्रिया,Conditional implication operation
प्रतिबंधी सूचना अंतर्वस्तु,Conditional information content
प्रतिबंधी झंप,Conditional jump
प्रतिबंधी झंप अनुदेश,Conditional jump instruction
प्रतिबंधी संकारक,Conditional operator
प्रतिबंधन कथन,Conditional statement
प्रतिबंधी विराम अनुदेश,Conditional stop instruction
प्रतिबंधी स्थानांतरण अनुदेश,Conditional transfer instruction
प्रतिबंधी चर,Conditional variable
प्रतिबंध कोष्ठिका,Condition cell
प्रतिबंध कूट,Condition code
प्रानुकूलित परिपथ,Conditioned circuit
" प्रतिबंधन , प्रानुकूलन",Conditioning
प्रानुकूलन उपकरण,Conditioning equipment
प्रतिबंध सूची,Condition list
प्रतिबंध नाम,Condition name
प्रतिबंध नाम प्रतिबंध,Condition name condition
प्रतिबंध पूर्वलग्न,Condition prefix
सुग्राहिता नियंत्रण,Conference control (= sensitivity control)
विश्वस्यता स्तर,Confidence level
गोपनीयता,Confidentiality
विन्यास,Configuration
विन्यास अनुभाग,Configuration section
संपुष्टि,Confirmation
भ्रम मैट्रिक्स,Confusion matrix
संकुलन,Congestion
सर्वनिष्ठ,Conjunction
