Odiya,Telugu
କପରହେଡ୍ସ (= ଶାନ୍ତି ଗଣତାନ୍ତ୍ରିକ),కాపర్ హెడ్స్ (=శాంతి ప్రజాస్వామ్యవాదులు)
କପିହୋଲ୍ଡ |,కాపీహోల్డ్
କର୍ଡୋନିଂ |,కార్డనింగ్
କରୋନା |,కరోనా
କରୋନେସନ୍ |,పట్టాభిషేకం
କରୋନେସନ୍ ପଥର |,పట్టాభిషేక రాయి
କର୍ପସ୍,కార్పస్
କର୍ସାୟର୍ |,కోర్సెయిర్
କର୍ସାୟର୍ |,కోర్సెయిర్
କର୍ସେଟ୍ (= କର୍ସଲେଟ୍),కార్సెట్ (=కోర్సెలెట్)
କର୍ଟସ୍ |,కోర్టెస్
କୁଟୀର (= କୁଟିଅର୍),కోటార్ (=కోటియర్)
କୁଟୀର (= କୁଟିଅର୍),కోటార్ (=కోటియర్)
ପାଲାଟିନେଟ୍ ଗଣନା କରନ୍ତୁ |,కౌంట్ పాలటినేట్
ଦେଶ ଘର,పూరిల్లు
କାଉଣ୍ଟି |,కౌంటీ
କାଉଣ୍ଟି ବୋରୱେଲ |,కౌంటీ బరో
କାଉଣ୍ଟି କୋର୍ଟ |,కౌంటీ కోర్టులు
କାଉଣ୍ଟି ପାଲାଟାଇନ୍ |,కౌంటీ పాలటైన్
କୋର୍ଟ,కోర్టు
କୋର୍ଟ,కోర్టు
କୋର୍ଟ ସର୍କୁଲାର୍ |,కోర్టు సర్క్యులర్
କୋର୍ଟ ଶ iqu ଳୀ,కోర్టు మర్యాదలు
କୋର୍ଟ,సభికుడు
ଅଦାଲତ,కోర్ట్ ఆఫ్ కాసేషన్
କୋର୍ଟ ଅଫ୍ ଡାଇରେକ୍ଟର୍ସ (EIC),కోర్ట్ ఆఫ్ డైరెక్టర్స్ (EIC)
ମାଲିକଙ୍କ କୋର୍ଟ,యాజమాన్యాల న్యాయస్థానం
କୋର୍ଟ କବି,ఆస్థాన కవి
ଚୁକ୍ତିଭିତ୍ତିକ କାମେରୋନିଆନ୍ |,ఒప్పందం చేసుకున్న కామెరోనియన్లు
ମୁକୁଟ |,కిరీటం
ମୁକୁଟ |,కిరీటం
ମୁକୁଟ |,కిరీటం
ମୁକୁଟ ଜମି |,కిరీటం భూమి
ମୁକୁଟ ଜମି |,కిరీటం భూమి
କ୍ରାଉନ୍ ପ୍ରିନ୍ସ |,క్రౌన్ ప్రిన్స్
କ୍ରୁସେଡ୍ |,క్రూసేడ్
କ୍ରୁସେଡର୍ |,క్రూసేడర్
କ୍ରିପ୍ଟୋଗ୍ରାମ୍ |,క్రిప్టోగ్రామ్
କୁଇରାସ୍ |,క్యూరాస్
କୁଇରାସିଅର୍ |,క్యూరాసియర్
ଦେବତା ସଂସ୍କୃତି,కల్ట్ దేవత
କୁରିଆ,క్యూరియా
କୁରିଆ,క్యూరియా
ରାଜା,జారిజం
ଅନ୍ଧାର ମାଳଦ୍ୱୀପ |,చీకటి ఖండం
ବିଚାର ଦିନ,తీర్పు రోజు
ବିଚାର ଦିନ,తీర్పు రోజు
ଡିନ୍,డీన్
ଦଶନ୍ଧି,దశాబ్దం
ଡେନାରିୟସ୍ |,డెనారియస్
ବିତାଡିତ ରାଜତନ୍ତ୍ର |,పదవీచ్యుతుడైన చక్రవర్తి
ଲୁଟ,పాడుచేయు
ବିଚ୍ଛିନ୍ନତା |,చెడిపోవడం
ଡେଥ୍ରୋନ୍ |,సింహాసనాన్ని తొలగించు
ଡାଏଡେମ୍ |,డయాడెమ్
ଡାଏଡେମ୍ |,డయాడెమ్
ଡାଏଡେମ୍ |,డయాడెమ్
ଡିଆସିଆ,డయాసియా
ଡିକାଷ୍ଟେରିୟମ୍ |,డికాస్టీరియం
ଦିଲୁଭିଆଲିଷ୍ଟ |,డైలువియలిస్ట్
ଡ଼ିଓସିସ୍,డియోసెస్
ଡ଼ିଓସିସ୍,డియోసెస్
Directoire (= Directry),డైరెక్టరీ (=డైరెక్టరీ)
Directoire (= Directry),డైరెక్టరీ (=డైరెక్టరీ)
ଦିରହମ୍ |,దిర్హమ్
ଅବିଶ୍ୱାସୀ |,నమ్మకద్రోహం
ଅବିଶ୍ୱାସୀ |,నమ్మకద్రోహం
ତ୍ୟାଗ,లోపము యొక్క సిద్ధాంతము
ଡକ୍ୟୁମେଣ୍ଟ୍,పత్రం
ଡକ୍ୟୁମେଣ୍ଟାରୀ ପ୍ରମାଣ |,డాక్యుమెంటరీ సాక్ష్యం
ଡୋମେସ୍ ବୁକ୍ |,డోమ్స్‌డే బుక్
କନଷ୍ଟାଣ୍ଟିନର ଦାନ |,కాన్స్టాంటైన్ విరాళం
ନିପାତ |,డూమ్
ଡାଉଜର୍ ରାଣୀ |,వరవరపు రాణి
ଡ୍ରାଗନ୍ |,డ్రాగన్
ଡ୍ରୋମେଡାରିଆନ୍ |,డ్రోమెడిరియన్
ଡ୍ରୋମେଡାରୀ |,డ్రోమెడరీ
ଡ୍ରୋମଣ୍ଡ |,డ్రోమండ్
ଡୁଆଲ୍ |,ద్వంద్వ
ଦ୍ୱ ual ତ ମିଳିତତା |,ద్వంద్వ కూటమి
ଡୁଆଲ୍ ଏଣ୍ଟେଣ୍ଟେ |,ద్వంద్వ ఉద్దేశం
ଡୁଆଲ୍ ସିଷ୍ଟମ୍ (= ଦ୍ୱ ual ତ ସରକାର),ద్వంద్వ వ్యవస్థ (=ద్వంద్వ ప్రభుత్వం)
ଡ୍ୟୁକ୍ |,డ్యూక్
ଡୁମା,డూమా
ବାଘ ଅବତାର |,వామన అవతారం
ରାଜବଂଶ,రాజవంశం
ରାଜବଂଶ,రాజవంశం
ଇଗଲ,డేగ
ଏଲଡର୍ ମ୍ୟାନ୍ |,పెద్ద మనిషి
କର୍ଣ୍ଣ,ఎర్ల్
Earldom,ఎర్ల్డమ్
ପ୍ରାରମ୍ଭିକ ଗୁପ୍ତା |,తొలి గుప్తులు
ପ୍ରାରମ୍ଭିକ (histor ତିହାସିକ) ସାଇଟଗୁଡିକ |,ప్రారంభ (చారిత్రక) సైట్లు
ପ୍ରାରମ୍ଭିକ ବ ed ଦିକ ଅବଧି |,ప్రారంభ వేద కాలం
ଉପଦେଶ,ఎక్లేసియా
ପୁନ it ଉଦ୍ଧାରର ଆଦେଶ |,పునరుద్ధరణ శాసనం
ଆଠ ଗୁଣା ପଥ |,ఎనిమిది రెట్లు మార్గం
ପ୍ରାଚୀନମାନେ,పెద్దలు
ବୟସ୍କ ରାଜ୍ୟସ୍ତରୀୟ (= ଜେନ୍ରୋ),పెద్ద రాజనీతిజ్ఞుడు (=జెన్రో)
ହାତୀ ଛେଳି |,ఏనుగు మేడ
ଏକାଦଶ ବର୍ଷର ଅତ୍ୟାଚାର |,పదకొండు సంవత్సరాల నిరంకుశత్వం
ଏଲିସା (= ଏଲିସି),ఎలిసే (=ఎలీసీ)
ଏନକ୍ଲୋଜର ଆନ୍ଦୋଳନ |,ఎన్‌క్లోజర్ ఉద్యమం
ଏନସାଇକ୍ଲିକ୍ |,ఎన్సైక్లికల్
ଏନସାଇକ୍ଲୋପେଡିଷ୍ଟ ଆନ୍ଦୋଳନ |,ఎన్సైక్లోపెడిస్ట్ ఉద్యమం
ଏଣ୍ଟେଣ୍ଟେ |,ఎంటెంటే
ଏଣ୍ଟେଣ୍ଟେ କର୍ଡିଆଲ୍ |,ఎంటెంటే కార్డియాల్
ଏଣ୍ଟ୍ରୋନ୍ |,సింహాసనం
ଭ୍ରମଣ,పరివారం
ଏଫୋଡ୍,ఎఫోడ్
ଇଫୋର |,ఎఫోర్
ଏପିକ୍ ବୟସ |,పురాణ యుగం
ଏପିକ୍ ହିରୋ |,పురాణ వీరుడు
ଏପିଗ୍ରାଫ୍ |,ఎపిగ్రాఫ్
Episcopacy,ఎపిస్కోపసీ
Episcopate |,ఎపిస్కోపేట్
ଏପିସୋଡ୍,ఎపిసోడ్
ଯୁଗ,యుగం
ଯୁଗ ତିଆରି ଇଭେଣ୍ଟ |,యుగాన్ని సృష్టించే సంఘటన
ଯୁଗ ସୃଷ୍ଟି କରୁଥିବା ବ୍ୟକ୍ତି |,యుగపురుషుడు
ଉପନାମ,పేరుపేరు
ସମୀକରଣ,ఎక్వెరీ
ସମୀକରଣ,ఎక్వెరీ
ଅଶ୍ୱିନୀ ମୂର୍ତ୍ତି |,గుర్రపుస్వారీ విగ్రహం
ଯୁଗ,యుగం
ଏରଗାଷ୍ଟୁଲମ୍ |,ఎర్గస్టులం
ଇଉକାରିଷ୍ଟ |,యూకారిస్ట్
ସୁସମାଚାର,సువార్తవాదం
ସୁସମାଚାର ଆନ୍ଦୋଳନ |,సువార్త ఉద్యమం
ସୁସମାଚାର ପ୍ରଚାରକ |,మత ప్రచారకుడు
Exarch,Exarch
Exilarch,Exilarch
ଫାଲାଙ୍ଗିଷ୍ଟ |,ఫలాంగిస్ట్
ପିତା ଭୂମି |,తండ్రి భూమి
ପିତା ଭୂମି |,తండ్రి భూమి
ଫେରିଆ |,ఫెరియాయే
ଫେଟିଶ୍ |,ఫెటిష్
ସାମାଜିକ ହୋଲ୍ଡିଂ |,ఫ్యూడల్ హోల్డింగ్స్
ସାମ୍ରାଜ୍ୟବାଦ (= ସାମ୍ରାଜ୍ୟ ପ୍ରଣାଳୀ),ఫ్యూడలిజం (=ఫ్యూడల్ వ్యవస్థ)
ସାମ୍ରାଜ୍ୟ ବ୍ୟବସ୍ଥା |,భూస్వామ్య వ్యవస్థ
ବିବାଦୀୟ |,భూస్వామ్య
ଫିଡେ ଡିଫେନ୍ସର୍ (= ବିଶ୍ୱାସର ଡିଫେଣ୍ଡର),ఫిడే డిఫెన్సర్ (=డిఫెండర్ ఆఫ్ ది ఫెయిత్)
ଫିଫ୍ |,ఫైఫ్
ଫିଲ୍ଡ ସିଷ୍ଟମ୍ |,ఫీల్డ్ సిస్టమ్
ପ te ୍ଚଦଶ କର |,పదిహేనవ పన్ను
ଚିତ୍ର ମୁଣ୍ଡ,ఫిగర్ హెడ్
ଫିନ୍ ଡି ସାଇକେଲ୍ |,ఫిన్ డి సైకిల్
ଅଗ୍ନି ଭୋଜନକାରୀ |,అగ్ని తినేవాడు
ପାଞ୍ଚ ମାଇଲ୍ ଆକ୍ଟ |,ఫైవ్ మైల్ చట్టం
ପତାକା,జెండా
ଫ୍ଲେମେନ୍ ଡାଏଲିସ୍ |,ఫ్లేమెన్ డయాలిస్
ଫ୍ଲେମେନ ମାର୍ଟିଆଲିସ୍ |,ఫ్లేమెన్ మార్టియాలిస్
ଜ୍ୱଳନ୍ତ ମଶାଲ |,జ్వలించే జ్యోతి
ଫାଙ୍କା,పార్శ్వము
ଫ୍ଲାଙ୍କିଙ୍ଗ୍ ଗତି,పార్శ్వ కదలిక
ସମୃଦ୍ଧ ସଭ୍ୟତା |,వర్ధిల్లుతున్న నాగరికత
ଫ୍ଲୁଭିଆଲିଷ୍ଟିକ୍ ବିଶ୍ୱାସ |,ఫ్లూవియలిస్టిక్ నమ్మకం
ଲୋକ ଭଗବାନ |,జానపద దేవుడు
ଲୋକ ଦେବୀ,జానపద దేవత
ଲୋକ ସ୍ମୃତି,జానపద జ్ఞాపకం
ଲୋକ ପୁରାଣ (= ଲୋକନୃତ୍ୟ),జానపద పురాణం (=జానపదం)
ଚୋରାଚାଲାଣ |,మేత వెదకడం
ଅଗ୍ରଗାମୀ |,ఫోరే
ଅଗ୍ରଗାମୀ |,ముందరివాడు
ପୂର୍ବଜ,పూర్వీకుడు
ଅଗ୍ରଗାମୀ |,ముందున్నవాడు
ଭରସା,చితికిపోయిన ఆశ
ଗଠନମୂଳକ ପର୍ଯ୍ୟାୟ |,నిర్మాణ దశ
ଦୁର୍ଗ,కోట
ଦୁର୍ଗ,కోట
ଦୁର୍ଗ ସହର,పటిష్టమైన పట్టణం
ଦୁର୍ଗ,కోట
ଫର୍ଚୁନା,ఫార్చ్యూనా
ଫୋରମ୍ ରୋମାନମ୍ |,ఫోరమ్ రోమనుమ్
ଫ୍ରାନ୍ସିସ୍କାନ୍ |,ఫ్రాన్సిస్కాన్
ଫ୍ରାଙ୍କଲିନ୍ |,ఫ్రాంక్లిన్
ଭ୍ରାତୃ ଯୁଦ୍ଧ |,భ్రాతృహత్య యుద్ధం
ମୁକ୍ତ ଚର୍ଚ୍ଚ,ఉచిత చర్చి
ମୁକ୍ତଧାରୀ,ఫ్రీహోల్డర్
ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |,స్వతంత్ర సైనికుడు
ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |,స్వతంత్ర సైనికుడు
ଫ୍ରିମାନ୍,ఫ్రీమాన్
ଫ୍ରିମାନ୍,ఫ్రీమాన్
ଫ୍ରିପାସ୍ |,ఫ్రీపాస్
ଫରାସୀ ବିପ୍ଳବ |,ఫ్రెంచ్ విప్లవం
ଫ୍ରିୟାର୍ |,సన్యాసి
ଫ୍ରାସିଆନ୍ ଭିକାରୀ,ఫ్రైసియన్ కిరాయి సైనికులు
ସୀମାନ୍ତ ମଣିଷ |,సరిహద్దు మనిషి
ଗାଲେନ୍ |,గాలియన్
ଗାଲିକାନ୍ (= ଗାଲିକାନିଷ୍ଟ),గల్లికన్ (=గల్లికనిస్ట్)
ଗାଲିକାନିଜିମ୍ |,గల్లికానిజం
ଗ୍ୟାରିସନ୍ |,దండు
ଗଲ୍ |,గౌల్
ଗାଣ୍ଟଲେଟ୍ |,గాంట్లెట్
ଗାଣ୍ଟଲେଟ୍ |,గాంట్లెట్
ଗେଜେବୋ |,గెజిబో
ଗେଜେବୋ |,గెజిబో
ଗେଜେବୋ |,గెజిబో
ବଂଶାନୁକ୍ରମିକ ଇତିହାସ |,వంశ చరిత్ర
ବଂଶାନୁକ୍ରମିକ ରେକର୍ଡ |,వంశపారంపర్య రికార్డు
ବଂଶାନୁକ୍ରମିକ ସାରଣୀ |,వంశపారంపర్య పట్టిక
ବଂଶାନୁକ୍ରମିକ ବୃକ୍ଷ |,వంశవృక్షం
ବଂଶାନୁକ୍ରମିକ,వంశావళి
ବଂଶାନୁକ୍ରମିକ,వంశావళి
ପି Generation ଼ି,తరం
ଜାତିସଂଘ,మారణహోమం
ଅଣଯିହୂଦୀ,అన్యజనుడు
ଅଣଯିହୂଦୀ,అన్యజనుడు
ଅଣଯିହୂଦୀ,అన్యజనుడు
ଅଣଯିହୂଦୀ,అన్యజనుడు
ଘେଟୋ |,ఘెట్టో
ଘେଟୋ |,ఘెట్టో
ଗିବ୍ବେଟ୍ |,గిబ్బెట్
ଗିଲ୍ଡ (= ଗିଲ୍ଡ),గిల్డ్ (=గిల్డ్)
ଗ୍ଲାଡିଏଟର |,గ్లాడియేటర్
ଗ or ରବମୟ ବିପ୍ଳବ |,అద్భుతమైన విప్లవం
ସୁବର୍ଣ୍ଣ ହୋର୍ଡ଼ |,గోల్డెన్ హోర్డ్
ଗ୍ରାଣ୍ଡ୍ ଆଲାଏନ୍ସ |,మహా కూటమి
ଗ୍ରାଣ୍ଡି,గ్రాండీ
ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |,గ్రాండ్ సిగ్నర్
ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |,గ్రాండ్ సిగ్నర్
ମହାନ ଗୃହଯୁଦ୍ଧ |,గొప్ప అంతర్యుద్ధం
ମହାନ ବିଦାୟ (ବୁଦ୍ଧଙ୍କ),గొప్ప నిష్క్రమణ (బుద్ధుని)
ଗ୍ରେଟର ଭାରତ |,గ్రేటర్ ఇండియా
ମହାନ ହେଲାସ୍ |,గ్రేట్ హెల్లాస్
ମହାନ ହୋର୍ଡ,గ్రేట్ హోర్డ్
ମହାନ ତ୍ୟାଗ (= ମହାନ ବିଦାୟ),గొప్ప పరిత్యాగం (=గొప్ప నిష్క్రమణ)
ମହାନ ସିଲ୍ |,గొప్ప ముద్ర
ଗ୍ରେଟ୍ ଟ୍ରାକ୍ |,గ్రేట్ ట్రాక్
ମହାନ ଯାନ,గొప్ప వాహనం
ଚାଇନାର ଗ୍ରେଟ୍ ୱାଲ୍ |,గ్రేట్ వాల్ ఆఫ్ చైనా
ଗ୍ରୀଭ୍ |,గ్రీవ్
ରାକ୍ଷୀ-ଚାମ୍ବର |,గార్డ్-ఛాంబర్
ରାକ୍ଷୀ-ଚାମ୍ବର |,గార్డ్-ఛాంబర్
ରାକ୍ଷୀ-ଚାମ୍ବର |,గార్డ్-ఛాంబర్
ଗୁପ୍ତା,గుప్తులు
ହାଗିଓଗ୍ରାଫି |,హాజియోగ్రఫీ
ହାଗିଓଗ୍ରାଫି |,హాజియోగ్రఫీ
ହାଜିଓଲୋଜି |,హగియాలజీ
ହାଜିଓଲୋଜି |,హగియాలజీ
ବ୍ୟକ୍ତିଗତ ଦର୍ଶକଙ୍କ ହଲ୍ |,ప్రైవేట్ ప్రేక్షకుల హాల్
ଜନ ଦର୍ଶକଙ୍କ ହଲ୍ |,పబ్లిక్ ప్రేక్షకుల హాల్
ହ୍ୟାଚ୍,హాచ్మెంట్
ହେଥେନ୍ |,హీతేన్
ହେଥେନ୍ |,హీతేన్
ହେଥେନିଜିମ୍ |,హీతేనిజం
ହେଗିରା (ହେଜେରା),హెగిరా (హెజెరా)
ହେଲେନିଜିମ୍ |,హెలెనిజం
ହେଲଟ୍ |,హెలట్
ହେରାଲ୍ଡ୍ରି |,హెరాల్డ్రీ
ହେରିଟେଜ୍,వారసత్వం
ହାଇରୋଗଲିଫିକ୍ ର line ଖ୍ୟ ବର୍ଣ୍ଣଗୁଡିକ |,చిత్రలిపి సరళ అక్షరాలు
ହାଇରୋଗଲିଫିକ୍ ସ୍କ୍ରିପ୍ଟ |,చిత్రలిపి స్క్రిప్ట్
ହାଇ ଚର୍ଚ୍ଚ,హై చర్చి
ହାଇ ଲ୍ୟାଣ୍ଡର୍ |,హై ల్యాండర్
ହିନ୍ଦୁ ଧର୍ମ,హిందూమతం
Histor ତିହାସିକ,చరిత్రకారుడు
Histor ତିହାସିକ,చరిత్రకారుడు
Histor ତିହାସିକ ବସ୍ତୁବାଦ |,చారిత్రక భౌతికవాదం
Histor ତିହାସିକ ଯୁଗ |,చారిత్రక యుగం
Histor ତିହାସିକ ସୀମା,చారిత్రక సరిహద్దు
ଇତିହାସକାର,చరిత్రకారుడు
ଇତିହାସକାର,చరిత్రకారుడు
ଇତିହାସ ଲିପି,చరిత్ర చరిత్ర
ଇତିହାସ ଲିପି,చరిత్ర చరిత్ర
ଇତିହାସ,చరిత్ర
ହିତ୍ତୀୟ ସାମ୍ରାଜ୍ୟ |,హిట్టైట్ సామ్రాజ్యం
ପବିତ୍ର ମିଳିତ ମଞ୍ଚ,పవిత్ర కూటమి
ପବିତ୍ର ସହର,పవిత్ర నగరం
ପବିତ୍ର ସହର,పవిత్ర నగరం
ପବିତ୍ର ଭୂମି,పవిత్ర భూమి
ପବିତ୍ର ଭୂମି,పవిత్ర భూమి
ହୋଲି ଲିଗ୍ |,హోలీ లీగ్
ହୋଲି ଲିଗ୍ |,హోలీ లీగ్
ପବିତ୍ର ରୋମାନ୍ ସାମ୍ରାଜ୍ୟ (= ସାମ୍ରାଜ୍ୟ),పవిత్ర రోమన్ సామ్రాజ్యం (=సామ్రాజ్యం)
ପବିତ୍ର ସମୁଦ୍ର |,పవిత్ర సముద్రం
ପବିତ୍ର ସମୁଦ୍ର |,పవిత్ర సముద్రం
ପବିତ୍ର ଯୁଦ୍ଧ,పవిత్ర యుద్ధం
ପବିତ୍ର ଯୁଦ୍ଧ,పవిత్ర యుద్ధము
ଗୃହ ସରକାର,హోం ప్రభుత్వం
ହୋମ ଗାର୍ଡ |,హోంగార్డు
ମାତୃଭୂମି |,జన్మభూమి
ଗୃହ ନିୟମ |,గృహ నియమం
ଗୃହ ନିୟମ,హోమ్ రూల్
ହୋର୍ଡେ |,గుంపు
ହୋର୍ଡେ |,గుంపు
ଶତ୍ରୁ ଦେଶ |,శత్రు దేశం
ଶତ୍ରୁ ଭୂମି |,శత్రుభూమి
ଗରମ ଅନୁସରଣ,వేడి ముసుగులో
ଘର,ఇల్లు
ଘର,ఇల్లు
ହାଉସ୍ ଅଫ୍ କମନ୍ସ,హౌస్ ఆఫ్ కామన్స్
ହାଉସ୍ ଅଫ୍ ଲର୍ଡସ୍ |,హౌస్ ఆఫ్ లార్డ్స్
ଲୋକସଭା,ప్రతినిధుల సభ
ହୁଗୁଏନଟ୍ସ |,హ్యూగ్నోట్స్
ମାନବବାଦ |,మానవతావాదం
ମାନବବାଦୀ |,మానవతావాది
ଶହ ଶହ ୟେସର ଯୁଦ୍ଧ |,హండ్రెడ్ యెస్సర్స్ వార్
ହଙ୍କର୍ |,హంకర్
ଇବାଦତ ଖାନା (ପୂଜା ଘର),ఇబాదత్ ఖానా (ఆరాధనా గృహం)
ଆଇକନୋକ୍ଲାଷ୍ଟ |,ఐకానోక్లాస్ట్
ପ୍ରତିମା,విగ్రహారాధకుడు
ଇଲାହି ଯୁଗ |,ఇలాహి యుగం
ବେଆଇନ ଯୁଦ୍ଧ |,చట్టవిరుద్ధమైన యుద్ధం
ଆଲୋକିତ ପାଣ୍ଡୁଲିପି,ప్రకాశవంతమైన మాన్యుస్క్రిప్ట్
ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |,ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్
ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |,ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్
ଇମାମ (ଇମ୍ମାମ୍),ఇమామ్ (ఇమ్మామ్)
ଇମାମେଟ୍ |,ఇమామత్
ଇମାମେଟ୍ |,ఇమామత్
ଇମମ୍ବର,ఇమాంబరః
ସାମ୍ରାଜ୍ୟ,ఇంపీరియల్
ସାମ୍ରାଜ୍ୟ ସହର |,ఇంపీరియల్ నగరం
ସାମ୍ରାଜ୍ୟବାଦ |,సామ్రాజ్యవాదం
ସାମ୍ରାଜ୍ୟ ପସନ୍ଦ |,ఇంపీరియల్ ప్రాధాన్యత
ଅପ୍ରାକୃତିକ |,అసంబద్ధం
ଇମ୍ପୋଷ୍ଟର୍ |,మోసగాడు
କାରାଗାର,జైలు శిక్ష
କାରାଗାର,జైలు శిక్ష
ଆକ୍ରମଣ,చొరబాటు
ଅନୁପ୍ରବେଶକାରୀ |,చొరబాటుదారుడు
ସ୍ୱାଧୀନତା,స్వాతంత్ర్యం
ସ୍ବାଧୀନତା ଦିବସ,స్వాతంత్ర్య దినోత్సవం
ସ୍ୱାଧୀନତା ହଲ୍,ఇండిపెండెన్స్ హాల్
ଭାରତୀୟ ଆମେରିଆନ୍ (= ରେଡ୍ ଇଣ୍ଡିଆନ୍ = ଆମେରିକୀୟ ଭାରତୀୟ),ఇండియన్ అమెరియన్ (=రెడ్ ఇండియన్=అమెరికన్ ఇండియన్)
ଇଣ୍ଡିଆନ୍ ହୋମ୍ ନିୟମ ଲିଗ୍ |,ఇండియన్ హోమ్ రూల్ లీగ్
ଶିଳ୍ପ ବିପ୍ଳବ |,పారిశ్రామిక విప్లవం
ଅବିଶ୍ୱାସୀ |,అవిశ్వాసం
ଅବିଶ୍ୱାସୀ |,అవిశ్వాసం
ଅନୁପ୍ରବେଶ,చొరబాటు
ଅନୁପ୍ରବେଶକାରୀ |,చొరబాటుదారుడు
ସୂଚନାଯୋଗ୍ୟ,సమాచారం ఇచ్చేవాడు
ସୂଚନାଯୋଗ୍ୟ,సమాచారం ఇచ్చేవాడు
ସୂଚନାଦାତା,ఇన్ఫార్మర్
ସୂଚନାଦାତା,ఇన్ఫార్మర్
ଅନୁପ୍ରବେଶ,ప్రవేశము
ଅନୁପ୍ରବେଶ,ప్రవేశము
ଅନୁପ୍ରବେଶ,ప్రవేశము
ବାସସ୍ଥାନ,నివాసం
ନିବାସୀ,నివాసి
ଉତ୍ତରାଧିକାରୀ |,వారసత్వం
ଉତ୍ତରାଧିକାରୀ |,వారసత్వం
ଉତ୍ତରାଧିକାରୀ |,వారసత్వం
ଲେଖା,శాసనం
ଇନସିନିୟା |,చిహ్నము
ଯୋଗଦାନର ଯନ୍ତ୍ର,ప్రవేశ పరికరం
ସରକାରଙ୍କ ଉପକରଣ,ప్రభుత్వ సాధనం
ବିଦ୍ରୋହ (ବିଦ୍ରୋହ),తిరుగుబాటు (తిరుగుబాటు)
ବିଦ୍ରୋହୀ,తిరుగుబాటుదారుడు
ବିଦ୍ରୋହ,తిరుగుబాటు
ବିଦ୍ରୋହ,తిరుగుబాటు
ଏକୀକରଣ,అనుసంధానం
ରେକର୍ଡଗୁଡ଼ିକର ଅଖଣ୍ଡତା |,రికార్డుల సమగ్రత
ରାଜ୍ୟଗୁଡ଼ିକର ଅଖଣ୍ଡତା |,రాష్ట్రాల సమగ్రత
ଇଣ୍ଟେଲିଜେଣ୍ଟିଆ (ଇଣ୍ଟେଲିଜେଣ୍ଟିଆ),మేధావి (ఇంటెలిజెంట్జియా)
ମଧ୍ୟସ୍ଥି |,మధ్యవర్తిత్వం
ମଧ୍ୟସ୍ଥି |,మధ్యవర్తి
ମଧ୍ୟସ୍ଥି |,మధ్యవర్తి
ଆନ୍ତର୍ଜାତୀୟତା,అంతర్జాతీయవాదం
ଆନ୍ତର୍ଜାତୀୟତା,అంతర్జాతీయవాదం
ଆନ୍ତର୍ଜାତୀୟବାଦୀ |,అంతర్జాతీయవాది
ଇଣ୍ଟର୍ନେସିନ୍ ଯୁଦ୍ଧ |,అంతర్గత యుద్ధం
ଇଣ୍ଟରନେଟ୍,ఇంటర్నీ
ଇଣ୍ଟରନେଟ୍,ఇంటర్నీ
ଇଣ୍ଟର୍ନି କ୍ୟାମ୍ପ,ఇంటర్నీ క్యాంపు
ଇଣ୍ଟର୍ନେଟ୍,ఇంటర్న్మెంట్
ଇଣ୍ଟର୍ନେଟ୍,ఇంటర్న్మెంట్
ଇଣ୍ଟର୍ନେଟ୍,ఇంటర్న్మెంట్
ଇଣ୍ଟର୍ନିସିଓ |,ఇంటర్నేషనల్
ଅନୁବାଦକ,వ్యాఖ్యాత
ଅନୁବାଦକ,వ్యాఖ్యాత
ଅନୁବାଦକ,వ్యాఖ్యాత
ହସ୍ତକ୍ଷେପ,జోక్యం
ଆନ୍ତରିକତା,ఇంటస్టేసి
ଅନ୍ତନଳୀ,పేగు
ଷଡଯନ୍ତ୍ର,చమత్కారం
ଅନୁପ୍ରବେଶକାରୀ,చొరబాటుదారుడు
ଅନୁପ୍ରବେଶକାରୀ,చొరబాటుదారుడు
ଅନୁପ୍ରବେଶ,చొరబాటు
ଆକ୍ରମଣ,దండయాత్ర
ଆକ୍ରମଣ,దండయాత్ర
ବିନିଯୋଗ କରନ୍ତୁ |,పెట్టుబడి
ବିନିଯୋଗ କରନ୍ତୁ |,పెట్టుబడి
ବିନିଯୋଗ କରନ୍ତୁ |,పెట్టుబడి
ବିନିଯୋଗ କରନ୍ତୁ |,పెట్టుబడి
ବିନିଯୋଗ,పెట్టుబడి
ବିନିଯୋଗ,పెట్టుబడి
ବିନିଯୋଗ,పెట్టుబడి
ବିନିଯୋଗ ସମାରୋହ,పెట్టుబడి వేడుక
ଜାତୀୟତା ସହିତ ବିନିଯୋଗ କରନ୍ତୁ |,జాతీయతతో పెట్టుబడి పెట్టండి
ଅବିସ୍ମରଣୀୟ ଆର୍ମଡା |,ఇన్విన్సిబుల్ ఆర్మడ
ଅହିଂସା (ରାଜ୍ୟ),ఉల్లంఘన (రాష్ట్రం)
ଅବ୍ୟବସ୍ଥା |,ఉల్లంఘించిన స్థితి
ଅବିସ୍ମରଣୀୟ ଦୁର୍ଗ |,అభేద్యమైన కోట
ଲ Iron ହ ଯୁଗ |,ఇనుప యుగం
