Assamese,Tamil
শংকু আকৃতিৰ ফ্ৰষ্টাম,கூம்பு விரக்தி
শংকু আকৃতিৰ কুণ্ডলিনি,கூம்பு வடிவ குண்டலினி
"কনিক কাট, কনিক","கூம்பு வெட்டு, கூம்பு"
কনিক গণিত,கூம்பு கணிதம்
"শঙ্কু-কাট, শঙ্কু-অংশ","கூம்பு-வெட்டு, கூம்பு-பிரிவு"
"to be conjugated (v.), সংযুক্ত হোৱা (v.)","இணைத்தல் (v.), இணைந்திருத்தல் (v.)"
সংযুক্ত কোণ,இணைந்த கோணம்
সংযুক্ত অক্ষ,இணைந்த அச்சு
সংযুক্ত জটিল সংখ্যা,சிக்கலான எண்களை இணைக்கவும்
সংযুক্ত দিশ,இணைந்த திசை
সংযুক্ত ফলন,இணைந்த செயல்பாடு
মেট্ৰিক্সৰ সংযুক্ত,அணி இணை
কনজুগেট পাৰ্মিউটেচন,இணை வரிசைமாற்றம்
সংযুক্ত চলক,இணைந்த மாறி
"যোগ, সংমিশ্ৰণ","யோகா, சேர்க்கை"
একেৰাহে,தொடர்ச்சியாக
একেৰাহে সংখ্যা,தொடர்ச்சியான எண்கள்
শক্তি সংৰক্ষণ,ஆற்றல் பாதுகாப்பு
গণ সংৰক্ষণ,வெகுஜன பாதுகாப்பு
পৃষ্ঠপোষক,புரவலர்
"সামঞ্জস্যতা, সামঞ্জস্যতা, সামঞ্জস্যতা, সামঞ্জস্যতা","நிலைத்தன்மை, நிலைத்தன்மை, நிலைத்தன்மை, நிலைத்தன்மை"
সামঞ্জস্যতা নিষেধাজ্ঞা,சீரான கட்டுப்பாடுகள்
"সামঞ্জস্যপূৰ্ণ অনুমান, বিপৰীত অনুমান","இணக்கமான மதிப்பீடு, எதிர் மதிப்பீடு"
"সামঞ্জস্যপূৰ্ণ অনুমানক, অবিৰোধী অনুমানক","நிலையான மதிப்பீட்டாளர், முரண்பாடற்ற மதிப்பீட்டாளர்"
"অবিৰোধী নমুনা, সামঞ্জস্যপূৰ্ণ নমুনা","முரண்பாடற்ற மாதிரி, இணக்கமான மாதிரி"
"সামঞ্জস্যপূৰ্ণ সত্তা, অবিৰোধী সত্তা","இணக்கமான நிறுவனங்கள், முரண்படாத நிறுவனங்கள்"
কনছ&#39;ল,பணியகம்
"স্থিৰ, স্থিৰ, স্থিৰ, স্থাৱৰ, অপৰিৱৰ্তিত, একেধৰণৰ","நிலையான, நிலையான, நிலையான, அசையாத, மாறாத, சீரான"
একেধৰণৰ ত্বৰণ,சீரான முடுக்கம்
ধ্ৰুৱক ফলন,நிலையான செயல்பாடு
মাধ্যাকৰ্ষণ বিন্দু,ஈர்ப்பு புள்ளி
সংহতি ধ্ৰুৱক,ஒருங்கிணைப்பு மாறிலி
আনুপাতিকতা ধ্ৰুৱক,விகிதாச்சார மாறிலி
ধ্ৰুৱক প্ৰাচল,நிலையான அளவுரு
ধ্ৰুৱক বহুপদ,நிலையான பல்லுறுப்புக்கோவை
নিৰ্দিষ্ট অনুপাত,நிலையான விகிதம்
uniform move,சீரான நகர்வு
ধ্ৰুৱক পদ,நிலையான கால
একেধৰণৰ বেগ,சீரான வேகம்
সৃষ্টিকৰ্তাৰ সমীকৰণ,படைப்பாளியின் சமன்பாடு
বাধা,கட்டுப்பாடு
"সৃষ্টি কৰা, সৃষ্টি কৰা","உருவாக்க, கட்டமைக்க"
গঠন,உருவாக்கம்
গ্ৰাহকৰ পছন্দসমূহ,நுகர்வோர் விருப்பத்தேர்வுகள்
খৰচ কাৰ্য্য,நுகர்வு செயல்பாடு
স্পৰ্শক কোণ,தொடுகோடு கோணம்
যোগাযোগ বিন্দু,தொடர்பு புள்ளி
অন্তৰ্ভুক্ত কৰা হৈছে,அடங்கியுள்ளது
এফিলিয়েচন টেবুল,இணைப்பு அட்டவணை
কন্টিনিউম মেকানিক্স,தொடர்ச்சியான இயக்கவியல்
বিভিন্ন বিত্তীয়,வெவ்வேறு நிதி
বিত্তীয় সামগ্ৰী,நிதி தயாரிப்பு
"continuum, ধাৰাবাহিকতা","தொடர்ச்சி, தொடர்ச்சி"
ফলনৰ ধাৰাবাহিকতা,செயல்பாடுகளின் தொடர்ச்சி
কন্টিনিউম পৰীক্ষা,தொடர்ச்சியான சோதனை
"অবিৰত, অবিচ্ছেদ্য, অবিচ্ছেদ্য, অবিৰত, অবিৰত","தொடர்ச்சியான, உடைக்கப்படாத, உடைக்கப்படாத, தொடர்ச்சியான, தொடர்ச்சியான"
অবিৰত ব্যুৎপত্তি,தொடர்ச்சியான வழித்தோன்றல்
অবিৰত বিতৰণ,தொடர்ச்சியான விநியோகம்
ওপৰত অবিৰত,தொடர்ந்து மேலே
অবিৰত কাৰ্য্য,தொடர்ச்சியான செயல்பாடு
অবিৰতভাৱে পাৰ্থক্যযোগ্য,தொடர்ந்து வேறுபடக்கூடியது
অবিৰত মানচিত্ৰ,தொடர்ச்சியான வரைபடம்
অবিৰত মেপিং,தொடர்ச்சியான மேப்பிங்
ধাৰাবাহিক সম্ভাৱনা ঘনত্ব ফলন,தொடர்ச்சியான நிகழ்தகவு அடர்த்தி செயல்பாடு
অবিৰত সম্ভাৱনা বিতৰণ,தொடர்ச்சியான நிகழ்தகவு விநியோகம்
অবিৰত যাদৃচ্ছিক চলক,தொடர்ச்சியான சீரற்ற மாறி
অবিৰত নমুনা স্থান,தொடர்ச்சியான மாதிரி இடம்
অবিৰত চলক,தொடர்ச்சியான மாறி
অবিৰত তৰংগ,தொடர்ச்சியான அலை
"continuum, ধাৰাবাহিকতা","தொடர்ச்சி, தொடர்ச்சி"
ধাৰাবাহিক স্বতন্ত্ৰ,தொடர்ச்சியான கோட்பாடு
বাস্তৱ-সংখ্যাৰ ছেট,உண்மையான எண் தொகுப்பு
ধাৰাবাহিকতা নীতি,தொடர்ச்சியான கொள்கை
কনট্যুৰ সংহতি,விளிம்பு ஒருங்கிணைப்பு
সংকোচন মেপিং,சுருக்க வரைபடம்
বিৰোধিতা কৰক,எதிர்க்கவும்
ৰিফ্লেক্স,பிரதிபலிப்பு
নিয়ন্ত্ৰণ,கட்டுப்பாடு
নিয়ন্ত্ৰণ লেখচিত্ৰ,கட்டுப்பாட்டு விளக்கப்படம்
গড়ৰ নিয়ন্ত্ৰণ চাৰ্ট,சராசரி கட்டுப்பாட்டு விளக்கப்படம்
দোষ নিয়ন্ত্ৰণ,குறைபாடுகள் கட்டுப்பாடு
চৌহদৰ নিয়ন্ত্ৰণ,வளாகத்தின் கட்டுப்பாடு
চলকসমূহৰ নিয়ন্ত্ৰণ,மாறிகள் கட்டுப்பாடு
"to converge, অভিসৰণ কৰা","குவிய, குவிய"
গড় অভিসৰণ,குவிதல் என்று பொருள்
বৰ্গ গড় অভিসৰণ,சதுரம் என்றால் ஒன்றிணைதல்
সম্ভাৱনাত অভিসৰণ,நிகழ்தகவில் ஒன்றிணைதல்
অভিসৰণ সীমা,ஒருங்கிணைப்பு வரம்பு
অভিসৰণ ব্যাসাৰ্ধ,குவிதல் ஆரம்
অভিসৰণ অঞ্চল,ஒன்றிணைந்த பகுதி
"converge (ver.), অভিসৰণ (n.)","ஒருங்கிணை (ver.), converge (n.)"
অভিসৰণকাৰী ক্ৰম,குவிந்த வரிசை
অভিসৰণকাৰী শৃংখলা,குவிந்த தொடர்
"বিপৰীত, বিপৰীত","எதிர், எதிர்"
ইয়াৰ বিপৰীতে ব্যত্যাসনে,"மாறாக, வைத்யாசனே"
ৰূপান্তৰ ভগ্নাংশ,மாற்று பின்னம்
ৰূপান্তৰ টেবুল,மாற்று அட்டவணை
দূৰলৈ মুখ কৰি,விலகி எதிர்கொள்ளும்
মুখ কৰি থকা শৰীৰ,எதிர்கொள்ளும் உடல்
বিপৰীত সংমিশ্ৰণ,எதிர் கலவை
ফেচিং কভাৰ,எதிர்கொள்ளும் கவர்
ডিভিয়েন্ট ফাংচন,மாறுபட்ட செயல்பாடு
ৰৈখিক সঞ্চয়ৰ সন্মুখীন হোৱা,நேரியல் திரட்சியை எதிர்கொள்ளும்
ৰৈখিক প্ৰগ্ৰেমিংৰ সন্মুখীন হোৱা,நேரியல் நிரலாக்கத்தை எதிர்கொள்ளும்
দূৰত্বৰ জনসংখ্যাৰ সন্মুখীন হোৱা,தொலைதூர மக்களை எதிர்கொள்கிறது
পলিহেড্ৰনৰ সন্মুখীন হোৱা,எதிர்கொள்ளும் பாலிஹெட்ரான்
প্ৰগ্ৰেমিংৰ সন্মুখীন হোৱা,நிரலாக்கத்தை எதிர்கொள்கிறது
মুখামুখি অঞ্চল,எதிர்கொள்ளும் பகுதி
ফেচিং চেট,எதிர்கொள்ளும் தொகுப்பு
সংবহন,வெப்பச்சலனம்
অভিসৰণ অখণ্ড,ஒருங்கிணைந்த ஒருங்கிணைப்பு
সংকোচন উপপাদ্য,சுருக்க தேற்றம்
"স্থানাংক, স্থানাংক, সচল","ஒருங்கிணைப்பு, ஒருங்கிணைப்பு, இணைவு"
পৰিচালক অক্ষ,இயக்குனர் அச்சு
স্থানাংক জ্যামিতি,ஒருங்கிணைப்பு வடிவியல்
স্থানাংক সমতল,ஒருங்கிணைப்பு விமானம்
স্থানাংক,ஒருங்கிணைப்புகள்
"স্থানাংক ব্যৱস্থা, নিৰ্দেশনা ব্যৱস্থা","ஒருங்கிணைப்பு அமைப்பு, அறிவுறுத்தல் அமைப்பு"
কপাৰ্নিকাছ-শৰীৰ,கோப்பர்நிக்கஸ்-உடல்
সমতল,பிளானர்
কোপ্লেনাৰ বল,கோப்ளனார் படை
সমতলতা,சமதளம்
মৌলিক সংখ্যা,முதன்மை எண்
"সংশোধন বহুগুণক, ৰেক্টিফিকেশন বহুগুণক","திருத்தம் பெருக்கி, திருத்தம் பெருக்கி"
শুদ্ধ সমাধান,சரியான தீர்வு
সহ - সম্পৰ্ক,இணை உறவு
সম্পৰ্ক সহগ,தொடர்பு குணகம்
সম্পৰ্কীয় ডায়েগ্ৰাম,தொடர்பு வரைபடம்
সম্পৰ্কীয় ফলন,தொடர்பு செயல்பாடு
"সম্পৰ্কীয় মেট্ৰিক্স, সম্পৰ্কীয় মেট্ৰিক্স","தொடர்பு அணி, தொடர்பு அணி"
সম্পৰ্কীয় অনুপাত,தொடர்பு விகிதம்
সম্পৰ্কীয় ডায়েগ্ৰাম,தொடர்பு வரைபடம்
সম্পৰ্ক-চিত্ৰ বিশ্লেষণ,தொடர்பு-பட பகுப்பாய்வு
"to correspond, to correspond","ஒத்துப்போக, ஒத்துப்போக"
সামঞ্জস্যতা নিয়ম,சங்க விதிகள்
সংশ্লিষ্ট কোণ,தொடர்புடைய கோணம்
সামঞ্জস্যপূৰ্ণ দিশ,இணக்கமான பக்கம்
স্থাপন কৰা,அமைக்கப்பட்டது
"কোচাইন, কটিজিয়া","கொசைன், கோடிசியா"
cosines নিয়ম,கொசைன் விதி
খৰচ বিশ্লেষণ,செலவு பகுப்பாய்வு
খৰচ সৰ্বাধিক কৰা,செலவு அதிகரிப்பு
গণনাযোগ্যতা স্বতন্ত্ৰতা,எண்ணக்கூடிய கோட்பாடு
গণনাযোগ্য,எண்ணத்தக்க
গণনাযোগ্য যোগকৰণ,கணக்கிடக்கூடிய சேர்க்கை
গণনাযোগ্য ভিত্তি,கணக்கிடக்கூடிய அடிப்படை
গণনাযোগ্য ভিত্তি,கணக்கிடக்கூடிய அடிப்படை
গণনাযোগ্য ছেট,கணக்கிடக்கூடிய தொகுப்பு
গণনাযোগ্যভাৱে অসীম,எண்ணத்தக்க அளவில் எல்லையற்றது
"কেলকুলেটৰ, পেনেল, কাউণ্টাৰ","கால்குலேட்டர், பேனல், கவுண்டர்"
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত অপচয় কৰা,எதிரெதிர் திசை விரயம்
প্ৰতিউদাহৰণ,எதிர் உதாரணம்
সহাৱস্থান,இணை மாறுபாடு
সহাৱস্থান নিয়ম,இணைவு விதி
সহাৱস্থান মেট্ৰিক্স,covariance matrix
সহাৱস্থান পদ্ধতি,இணைவு முறை
সহাৱস্থান পদ্ধতি,இணைவு முறை
ক্ৰেমাৰৰ নিয়ম,க்ரேமர் சட்டம்
ক্ৰেমাৰ-ৰাওৰ বৈষম্য,க்ரேமர்-ராவ் சமத்துவமின்மை
বস্তুনিষ্ঠ কাৰ্য্য,புறநிலை செயல்பாடு
জটিল কোণ,முக்கியமான கோணம்
জটিল বিন্দু,முக்கியமான புள்ளி
ফলনৰ জটিল বিন্দু,செயல்பாட்டின் முக்கிய புள்ளி
জটিল মূল্য,முக்கிய மதிப்பு
জটিল বেগ,முக்கியமான வேகம்
বিপৰীত সম্পৰ্কীয় ফলন,தலைகீழ் தொடர்பு செயல்பாடு
"ভেক্টৰ-উৎপাদন, ভেক্টৰ-উৎপাদন","vector-product, vector-product"
বজ্ৰপাতৰ অনুপাত,இடி மின்னல் விகிதம்
ক্ৰছ ছেকচন,குறுக்கு வெட்டு
ক্ৰিপ্টোগ্ৰাফী,குறியாக்கவியல்
"ঘনক, ঘনক","கன சதுரம், கன சதுரம்"
ঘনক সংখ্যা,கனசதுர எண்
ঘনক মূল,கன வேர்
"ঘন, ঘন, ঘন, দ্বিঘাত, ত্ৰিকোণীয়, ঘন","கன சதுரம், கனசதுரம், கன சதுரம், இருபடி, முக்கோணம், கன சதுரம்"
"ঘন, ঘন, ঘন","கன சதுரம், கன சதுரம், கன சதுரம்"
দ্বিঘাত সমীকৰণ,இருபடி சமன்பாடு
ঘন ইঞ্চি,கன அங்குலங்கள்
ঘন মিটাৰ,கன மீட்டர்
দ্বিঘাত প্যাৰাবোলা,இருபடி பரவளைய
ঘনক মূল,கன வேர்
ট্ৰিপল টাৰ্ম,மூன்று கால
অৰ্থোগনেল সমান্তৰাল,ஆர்த்தோகனல் இணை
"ক্ৰমবৰ্ধমান সংকলিত,",ஒட்டுமொத்தமாக தொகுக்கப்பட்டது
ক্ৰমবৰ্ধমান বক্ৰ,ஒட்டுமொத்த வளைவு
ক্ৰমবৰ্ধমান বিতৰণ ফলন,ஒட்டுமொத்த விநியோக செயல்பாடு
ক্ৰমবৰ্ধমান কম্পাঙ্ক,ஒட்டுமொத்த அதிர்வெண்
ক্ৰমবৰ্ধমান কম্পাঙ্ক ফলন,ஒட்டுமொத்த அதிர்வெண் செயல்பாடு
ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ,ஒட்டுமொத்த அலைவரிசை வரைபடம் ஒட்டுமொத்த அலைவரிசை வரைபடம்
ক্ৰমবৰ্ধমান সম্ভাৱনা ফলন,ஒட்டுமொத்த நிகழ்தகவு செயல்பாடு
"curl, কুইন্টল","கார்ல், குண்டல்"
দ্বিসমান্তৰাল বক্ৰ,இரு இணை வளைவு
ভেক্টৰ কাৰ্ল,திசையன் சுருட்டை
"ধনু, খিলান","வில், வளைவு"
নিজৰা,ஓடை
চলন্ত বিন্দু,நகரும் புள்ளி
বক্ৰতা,வளைவு
বক্ৰতা প্ৰভাৱ,வளைவு விளைவு
বক্ৰ,வளைவு
বক্ৰ ৰেখা,வளைந்த கோடு
বক্ৰ ট্ৰেচিং,வளைவு தடமறிதல்
বক্ৰৰেখাৰ এছিম্পটট,வளைவான அறிகுறி
বক্ৰৰেখা স্থানাংক,வளைவு ஆயத்தொகுப்புகள்
বক্ৰৰেখাৰ ৰিগ্ৰেছন,வளைவு பின்னடைவு
"অস্পষ্ট, cusp","நீர்வீழ்ச்சி, cusp"
"চকা, ঘূৰণ, চক্ৰ, ঢালাই চকা, সংকোচন চকা","சக்கரம், சுழற்சி, சுழற்சி, வார்ப்பு சக்கரம், சுருக்க சக்கரம்"
চক্ৰীয় ভ্যাৰিয়েন্স,சுழற்சி மாறுபாடு
চক্ৰীয় ভেক্টৰ উৎপাদন,சுழற்சி திசையன் தயாரிப்பு
চক্ৰীয় চাহিদা,சுழற்சி தேவை
চক্ৰীয় প্ৰকাশ,சுழற்சி வெளிப்பாடு
চক্ৰীয় গোট,சுழற்சி குழு
চক্ৰীয় ক্ৰমবিন্যাস,சுழற்சி வரிசைமாற்றம்
"চাইক্ল&#39;ইড, চাইক্ল&#39;ইড","cycloid, cycloid"
"চিলিণ্ডাৰ, চিলিণ্ডাৰ","உருளை, உருளை"
"নলাকাৰ, চিলিণ্ডাৰ, নলাকাৰ, চিলিণ্ডাৰ","உருளை, உருளை, உருளை, உருளை"
চিলিণ্ডাৰ পৃষ্ঠা,சிலிண்டர் பக்கம்
"শূন্য, চাইফাৰ","பூஜ்யம், மறைக்குறியீடு"
ডিলবাৰ্টৰ মতবাদ,தில்பெர்ட்டின் கோட்பாடு
ডেম্প কৰা সহজ হাৰমনিক গতি,எளிமையான ஹார்மோனிக் இயக்கத்தை குறைக்கிறது
ডেম্পিং ধ্ৰুৱক,damping மாறிலி
"দত্ত, উপত্ত, ডাটা, ট্ৰাষ্ট","தத், உபாட்டா, டேட்டா, டிரஸ்ட்"
দত্ত আণ্ডাৰটেকিং,தத் முயற்சி
বিশ্বাস সম্পদ ব্যৱস্থা,நம்பிக்கை வள அமைப்பு
ডাটা প্ৰচেছৰ,தரவு செயலி
ডাটা শ্বীট,தரவுத்தாள்
decagon,தசாகோணம்
ডেকাগ্ৰাম,டெகாகிராம்
ডেকামিটাৰ,தசமீட்டர்
ক্ষয় সূচকাংক,சிதைவு குறியீடு
ক্ষয় বক্ৰ,சிதைவு வளைவு
মাৰ্জিত কাৰ্য্য,நேர்த்தியான செயல்பாடு
desigram,தேசிகிராம்
দশমিক,தசம
"দশমিক, দশমিক","தசம, தசம"
দশমিক ক&#39;ড,தசம குறியீடு
দশমিক ক&#39;ডযুক্ত অংক,தசம குறியிடப்பட்ட இலக்கம்
দশমিক প্ৰসাৰণ,தசம விரிவாக்கம்
দশমিক ভগ্নাংশ,தசம பின்னம்
দশমিক সংকেত ব্যৱস্থা,தசம குறியீடு அமைப்பு
দশমিক সংকেত ব্যৱস্থা,தசம குறியீடு அமைப்பு
দশমিক বিন্দু,தசம புள்ளி
দশমিক স্কেল,தசம அளவு
দশমিক ব্যৱস্থা,தசம அமைப்பு
ডেচিমিটাৰ,டெசிமீட்டர்
এনকোডিং,குறியாக்கம்
সিদ্ধান্তৰ আৰ্হি,முடிவு மாதிரி
সিদ্ধান্ত তত্ত্ব,முடிவு கோட்பாடு
সিদ্ধান্ত চলক,முடிவு மாறி
"ডিকোডাৰ, ডিকোডাৰ","குறிவிலக்கி, குறிவிலக்கி"
"এনকোডিং, ডিকোডিং","குறியாக்கம், குறியாக்கம்"
পৃথক কৰিব পৰা ছেট,பிரிக்கக்கூடிய தொகுப்பு
ডিমিনিচিং,குறைகிறது
ডিমিনিচিং ফাংচন,செயல்பாடு குறைகிறது
ডেডেকাইণ্ড-কাট,Dedekind-கட்
ডেডেকাইণ্ড-উপাপাদ্য,Dedekind-தேற்றம்
অন্তৰ্ভুক্ত কৰা,இணைத்துக்கொள்ள
কৰ্পৰেট প্ৰেকটিছ,பெருநிறுவன நடைமுறை
ভুল কৰা,தவறான
সংজ্ঞাগত সমীকৰণ,வரையறை சமன்பாடு
নিৰ্দিষ্ট অখণ্ড,திட்டவட்டமான ஒருங்கிணைந்த
ফিক্সড মেট্ৰিক্স,நிலையான அணி
"সংজ্ঞা, স্পষ্টতা, নিশ্চয়তা","வரையறை, தெளிவு, உறுதி"
বিকৃতি বক্ৰ,சிதைவு வளைவு
বিকৃত পৃষ্ঠা,சிதைந்த பக்கம்
"debauchery, অশ্লীলতা","அநாகரிகம், துஷ்பிரயோகம்"
পৰিবহণৰ সমস্যাত ভুল হোৱা,போக்குவரத்து சிக்கல்களில் துல்லியமின்மை
"ডিগ্ৰী, ডিগ্ৰী, শক্তি, ডিগ্ৰী, পৰিমাণ, মাত্ৰা, ডিগ্ৰী","பட்டம், பட்டம், சக்தி, பட்டம், அளவு, அளவு, பட்டம்"
অৱভেদ্য সমীকৰণৰ শক্তি,வேறுபட்ட சமன்பாட்டின் சக்தி
"স্বাধীনতাৰ ডিগ্ৰী, স্বাধীনতাৰ মাত্ৰা","சுதந்திரத்தின் அளவு, சுதந்திரத்தின் அளவு"
বহুপদৰ শক্তি,பல்லுறுப்புக்கோவையின் சக்தி
বহিষ্কাৰ কৰা এনট্যুৰেজ,வெளியேற்றப்பட்ட பரிவாரங்கள்
ডেল্টা ফাংচন,டெல்டா செயல்பாடு
চাহিদা আৰু উপযোগিতা বক্ৰ,தேவை மற்றும் பயன்பாட்டு வளைவு
চাহিদা সমীকৰণ,கோரிக்கை சமன்பாடு
চাহিদা কাৰ্য্য,கோரிக்கை செயல்பாடு
জনগাঁথনিগত অধ্যয়ন,மக்கள்தொகை ஆய்வுகள்
জনগাঁথনি,மக்கள்தொகையியல்
the-mower উপপাদ্য,அறுக்கும் தேற்றம்
"প্ৰদৰ্শন কৰা, সাক্ষ্য দিয়া, প্ৰদৰ্শন কৰা","நிரூபிக்க, சாட்சியமளிக்க, நிரூபிக்க"
"প্ৰতিনিধিত্ব, প্ৰমাণ, প্ৰদৰ্শন, প্ৰদৰ্শন","பிரதிநிதித்துவம், ஆதாரம், ஆர்ப்பாட்டம், ஆர்ப்பாட்டம்"
প্ৰতিনিধিত্বমূলক জ্যামিতি,பிரதிநிதித்துவ வடிவியல்
প্ৰত্যেক,ஒவ்வொரு
ঘন সমষ্টি,அடர்த்தியான மொத்த
"ঘনত্ব, ঘনত্ব","அடர்த்தி, அடர்த்தி"
গণনাযোগ্য ছেট,கணக்கிடக்கூடிய தொகுப்பு
আৰোহী ধ্ৰুৱক,ஏறுவரிசை மாறிலி
নিৰ্ভৰশীল ইভেন্ট,சார்ந்த நிகழ்வு
নিৰ্ভৰশীল যাদৃচ্ছিক চলক,சார்பு சீரற்ற மாறி
নিৰ্ভৰশীল চলক,சார்பு மாறி
নিৰ্ভৰশীল চলক,சார்பு மாறி
বিষণ্ণতাৰ কোণ,மனச்சோர்வின் கோணம்
"ব্যুৎপত্তি, ব্যুৎপত্তি, পাৰ্থক্য","derivation, derivative, வேறுபாடு"
"ডেৰাইভেটিভ, ডেৰাইভেটিভ","வழித்தோன்றல், வழித்தோன்றல்"
ব্যুৎপন্ন পৰিসৰ,பெறப்பட்ட வரம்பு
ব্যুৎপত্তি কৰা গোট,பெறப்பட்ட தொகுப்பு
"অৱতৰণ কৰা, অৱতৰণ কৰা","இறங்குதல், இறங்குதல்"
অৱনমিত ক্ৰম,இறங்கு வரிசை
অৱনমিত পৰিসৰ,இறங்கு வரம்பு
প্ৰক্ষেপণ জ্যামিতি,திட்ட வடிவியல்
বৰ্ণনাত্মক আৰ্হি,விளக்க மாதிரி
বৰ্ণনাত্মক পৰিসংখ্যা,விளக்கமான புள்ளிவிபரங்கள்
"ডিজাইন কৰা, ডিজাইন কৰা, ডিজাইন কৰা (ed.), ডিজাইন কৰা, ডিজাইন কৰা (n.)","வடிவமைக்க, வடிவமைக்க, வடிவமைக்க (எட்.), வடிவமைக்க, வடிவமைக்க (என்.)"
পৰীক্ষাৰ ডিজাইন,சோதனை வடிவமைப்பு
ডেস্ক কেলকুলেটৰ,மேசை கால்குலேட்டர்
"চিনাক্তকৰণ, ধৰা পেলোৱা","அடையாளம், கண்டறிதல்"
"নিৰ্ণায়ক, নিৰ্ণায়ক, নিৰ্ণায়ক","நிர்ணயம் செய்பவர், தீர்மானிப்பவர், தீர்மானிப்பவர்"
নিৰ্ধাৰিত ক্ৰম,தீர்மானிக்கும் ஒழுங்கு
নিৰ্ধাৰণ কৰিবলৈ,தீர்மானிக்க
নিৰ্ধাৰিত আৰ্হি,தீர்மானிக்கும் மாதிரி
নিৰ্ধাৰিত সমস্যা,தீர்மானிக்கும் பிரச்சனை
বিচ্যুতি,விலகல்
বিচ্যুতি সহগ,விலகல் குணகம்
বাইনাৰী ব্যৱস্থা,பைனரி அமைப்பு
"তিৰ্যক হাইপ&#39;টেনাছ,",மூலைவிட்ட ஹைப்போடென்யூஸ்
মেট্ৰিক্স তিৰ্যকীকৰণ,அணி மூலைவிட்டமாக்கல்
"তিৰ্যক মেট্ৰিক্স, তিৰ্যক মেট্ৰিক্স","மூலைவிட்ட அணி, மூலைவிட்ட அணி"
তিৰ্যক সমতা,மூலைவிட்ட சமத்துவம்
ডায়েগ্ৰাম,வரைபடம்
অংকন পদ্ধতি,வரைதல் முறை
চিত্ৰাঙ্কিত উপস্থাপন,வரைகலை பிரதிநிதித்துவம்
ব্যাস,விட்டம்
ব্যাস নিৰ্ধাৰণ কৰক,விட்டம் அமைக்கவும்
ডায়েমেট্ৰিকভাৱে বিপৰীত,முற்றிலும் எதிர்
"ক্ৰছফায়াৰ, পাশা নিক্ষেপ কৰা","குறுக்குவெட்டு, பகடை வீசு"
উভচৰ শ্ৰেণীবিভাজন,நீர்வீழ்ச்சி வகைப்பாடு
"bifurcation, আধা","பிளவு, பாதி"
অভিধান,அகராதி
ডিফাৰেন্সিয়েল কেলকুলাছ,வேறுபட்ட கணக்கீடு
অৱভেদ্য সমীকৰণ,வகையீட்டு சமன்பாடு
ডিফাৰেন্সিয়েল সূত্ৰ,வேறுபட்ட சூத்திரம்
ডিফাৰেন্সিয়েল পদ্ধতি,வேறுபட்ட முறை
গোটৰ পাৰ্থক্য,தொகுப்புகளின் வேறுபாடு
ভিন্নতামূলক,வேறுபடுத்தக்கூடியது
ডিফাৰেন্সিয়েল কাৰ্ভ,வேறுபட்ட வளைவு
ডিফাৰেন্সিয়েল ফাংচন,வேறுபட்ட செயல்பாடு
"ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, আন্তঃপৰীক্ষামূলক, আন্তঃসংস্থা, পাৰ্থক্য","வேறுபாடு, வேறுபாடு, வேறுபாடு, இடைநிலை, இடைநிலை, வேறுபாடு"
ডিফাৰেন্সিয়েল মেথ,வேறுபட்ட கணிதம்
ডিফাৰেন্সিয়েল সহগ,வேறுபட்ட குணகம்
অৱভেদ্য সমীকৰণ,வகையீட்டு சமன்பாடு
ডিফাৰেন্সিয়েল কলিচন,வேறுபட்ட மோதல்
ডিফাৰেন্সিয়েল সূত্ৰ,வேறுபட்ட சூத்திரம்
ডিফাৰেন্সিয়েল ফাংচন,வேறுபட்ட செயல்பாடு
ডিফাৰেন্সিয়েল জ্যামিতি,வேறுபட்ட வடிவவியல்
উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল,உயர் வரிசை வேறுபாடு
ডিফাৰেন্সিয়েল ছেগমেণ্ট,வேறுபட்ட பிரிவு
পাৰ্থক্য কৰা,வேறுபடுத்தி
"পাৰ্থক্য, পাৰ্থক্য","வேறுபாடு, வேறுபாடு"
ডিফাৰেন্সিয়েল সূত্ৰ,வேறுபட்ட சூத்திரம்
ভেক্টৰৰ পাৰ্থক্য,திசையன் வேறுபாடு
"প্ৰসাৰণ, প্ৰসাৰণ","பரவல், பரவல்"
"সংখ্যা, ডায়েডেম, আঙুলি","எண், டயடம், விரல்"
ডিজিটেল কম্পিউটাৰ,டிஜிட்டல் கணினி
অংকি দত্ত,அங்கி தத்
"পৰিসৰ, প্ৰস্থ, মাত্ৰা, শক্তি","அளவு, அகலம், பரிமாணம், சக்தி"
মাত্ৰাগততা,பரிமாணம்
মাত্ৰাহীন,பரிமாணமற்ற
সমীকৰণৰ মাত্ৰা,சமன்பாடு பரிமாணம்
ডাইঅ’ফেন্টাছৰ সমীকৰণ,டியோபாண்டஸ் சமன்பாடு
পতনৰ কোণ,வீழ்ச்சியின் கோணம்
ডাইপোল স্থানাংক,இருமுனை ஒருங்கிணைப்புகள்
ডাইপোল,இருமுனை
বাইপিৰামিড,இருபிரமிட்
dirac ডেল্টা ফাংচন,dirac டெல்டா செயல்பாடு
