Malayalam,Gujarati
ഡെസ്ക്ടോപ്പ് വീഡിയോ,ડેસ્કટોપ વિડિઓ
ലക്ഷ്യസ്ഥാന വിലാസം,ગંતવ્ય સરનામું
"1. ഡിസ്ട്രോയർ, 2. ഡിസ്ട്രോയർ","1. ડિસ્ટ્રોયર, 2. ડિસ્ટ્રોયર"
ഡിറ്റർമിനിസ്റ്റിക് ഓട്ടോമാറ്റ,નિર્ધારિત ઓટોમેટા
ഡെവലപ്പർ,વિકાસકર્તા
വികസന സംവിധാനം,વિકાસ પ્રણાલી
ഉപകരണം,ઉપકરણ
ഉപകരണ നിയന്ത്രണ യൂണിറ്റ്,ઉપકરણ નિયંત્રણ એકમ
ഉപകരണ കൺട്രോളർ,ઉપકરણ નિયંત્રક
ഉപകരണ മാനേജ്മെന്റ്,ઉપકરણ સંચાલન
ഉപകരണ മോഡ്,ઉપકરણ મોડ
രോഗനിർണയം,નિદાન
ഡയഗ്നോസ്റ്റിക് സിസ്റ്റം,ડાયગ્નોસ્ટિક સિસ્ટમ
"1. ഡയഗ്നോസ്റ്റിക്സ്, 2. ഡയഗ്നോസ്റ്റിക്സ്","1. ડાયગ્નોસ્ટિક્સ, 2. ડાયગ્નોસ્ટિક્સ"
ഡയഗ്രം,રેખાકૃતિ
ഡയൽ ചെയ്യുക,ડાયલ
ഡയൽ ലൈൻ,ડાયલ લાઇન
ഡയൽ ടോണ്,ડાયલ ટોન
ഡയൽ അപ്,ડાયલ અપ
"1. സംഭാഷണം, 2. സംഭാഷണം","1. સંવાદ, 2. વાતચીત"
സംഭാഷണ മുറി,વાતચીત ખંડ
ഡയലപ്പ് മോഡം,ડાયલઅપ મોડેમ
ഇൻഷുറൻസ്,વીમા
നിഘണ്ടു,શબ્દકોશ
"1. ഡിഫറൻഷ്യൽ, 2. വ്യത്യാസം","1. વિભેદક, 2. તફાવત"
സംഖ്യാപരമായ,સંખ્યાત્મક
ഡിജിറ്റൽ സംവിധാനം,ડિજિટલ સિસ્ટમ
ഡിജിറ്റൽ സർക്യൂട്ട്,ડિજિટલ સર્કિટ
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,ડિજિટલ કમ્પ્યુટર
"1.ഡിജിറ്റൽ ഡാറ്റ, 2.ഡിജിറ്റൽ ഡാറ്റ","1.ડિજિટલ ડેટા, 2.ડિજિટલ ડેટા"
ഡിജിറ്റൽ സൗകര്യം,ડિજિટલ સુવિધા
ഡിജിറ്റൽ ഫിൽട്ടർ,ડિજિટલ ફિલ્ટર
ഡിജിറ്റൽ ലൈബ്രറി,ડિજિટલ પુસ્તકાલય
ഡിജിറ്റൽ മോഡുലേഷൻ,ડિજિટલ મોડ્યુલેશન
"1. ഡിജിറ്റൽ ഡിസ്പ്ലേ, 2. ഡിജിറ്റൽ മോണിറ്റർ","1. ડિજિટલ ડિસ્પ્લે, 2. ડિજિટલ મોનિટર"
ഡിജിറ്റൽ ചിത്രം,ડિજિટલ છબી
"1. ഡിജിറ്റൽ സിഗ്നേച്ചർ, 2. ഡിജിറ്റൽ സിഗ്നേച്ചർ","1. ડિજિટલ હસ્તાક્ષર, 2. ડિજિટલ હસ્તાક્ષર"
ഡിജിറ്റൽ സ്വിച്ച്,ડિજિટલ સ્વીચ
ഡിജിറ്റൽ അനലോഗ് കൺവെർട്ടർ,ડિજિટલ એનાલોગ કન્વર્ટર
ഡിജിറ്റൈസേഷൻ,ડિજિટાઇઝેશન
ഡിജിറ്റൈസേഷൻ,ડિજિટાઇઝેશન
ഡിജിറ്റൈസർ,ડિજિટાઇઝર
ഡയോഡ്,ડાયોડ
പ്രഥമദൃഷ്ട്യാ,પ્રથમ નજરે
നേരിട്ടുള്ള വിലാസം,સીધું સરનામું
നേരിട്ടുള്ള പരിവർത്തനം,સીધું રૂપાંતર
നേരിട്ടുള്ള സംയോജനം,સીધું જોડાણ
"1. ഡയറക്ട് മെമ്മറി ആക്സസ്, 2. ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)","1. ડાયરેક્ટ મેમરી એક્સેસ, 2. ડાયરેક્ટ મેમરી એક્સેસ (DMA)"
ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA),ડાયરેક્ટ મેમરી એક્સેસ (DMA)
നേരിട്ടുള്ള രീതി,સીધી પદ્ધતિ
ദിശകൾ,દિશાઓ
ഡയറക്ടറി,ડિરેક્ટરી
"1. ഡയറക്ടറി സെർവർ, 2. ഡയറക്ടറി സെർവർ","1. ડિરેક્ટરી સર્વર, 2. ડિરેક્ટરી સર્વર"
ഡയറക്ടറി സേവനം,ડિરેક્ટરી સેવા
സാധ്യമല്ല,અસમર્થ
സിഗ്നൽ പ്രവർത്തനരഹിതമാക്കുന്നു,નિષ્ક્રિય સંકેત
"1. വിച്ഛേദിക്കൽ, 2. വിച്ഛേദിക്കൽ","1. ડિસ્કનેક્શન, 2. ડિસ્કનેક્શન"
"1. ഡിസ്ക്രീറ്റ്, 2. ഡിസ്ക്രീറ്റ്","1. અલગ, 2. અલગ"
"1. ഡിസ്ക്, 2. ഡിസ്ക്","1. ડિસ્ક, 2. ડિસ્ક"
"1. ഡിസ്ക് വിലാസം, 2. ഡിസ്ക് വിലാസം","1. ડિસ્ક સરનામું, 2. ડિસ્ક સરનામું"
"1. ഡിസ്ക് അറേ, 2. ഡിസ്ക് അറേ","1. ડિસ્ક એરે, 2. ડિસ્ક એરે"
"1. ഡിസ്ക് ശേഷി, 2. ഡിസ്ക് ശേഷി","1. ડિસ્ક ક્ષમતા, 2. ડિસ્ક ક્ષમતા"
"1. ഡിസ്ക് ഡ്രൈവർ, 2. ഡിസ്ക് ഡ്രൈവ്","1. ડિસ્ક ડ્રાઈવર, 2. ડિસ્ક ડ્રાઈવ"
ഡിസ്ക് ഫയൽ,ડિસ્ક ફાઇલ
"1. ഡിസ്ക് മെമ്മറി, 2. ഡിസ്ക് മെമ്മറി, 3. ഡിസ്ക് മെമ്മറി, 4. ഡിസ്ക് മെമ്മറി","1. ડિસ્ક મેમરી, 2. ડિસ્ક મેમરી, 3. ડિસ્ક મેમરી, 4. ડિસ્ક મેમરી"
ഡിസ്ക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം (DoS),ડિસ્ક ઓપરેટિંગ સિસ્ટમ (DoS)
ഡിസ്ക് പാക്കേജ്,ડિસ્ક પેકેજ
"1.ചക്രിക സെർവർ, 2.ഡിസ്ക് സെർവർ","1.ચક્રિકા સર્વર, 2.ડિસ્ક સર્વર"
"1. ഡിസ്ക് സംഭരണം, 2. ഡിസ്ക് സംഭരണം","1. ડિસ્ક સંગ્રહ, 2. ડિસ્ક સંગ્રહ"
ഡിസ്കെറ്റ്,ડિસ્કેટ
ഫയൽ പ്രദർശിപ്പിക്കുക,ડિસ્પ્લે ફાઇલ
ചിത്രം പ്രദർശിപ്പിക്കുക,પ્રદર્શિત છબી
നിർമാർജനം,નિકાલ
ദൂരം,અંતર
ദൂരം പ്രവർത്തനം,અંતર કાર્ય
വളച്ചൊടിക്കൽ,વિકૃતિ
എത്തിച്ചു,વિતરિત
വിതരണം ചെയ്ത ഡാറ്റ,વિતરિત ડેટા
വിതരണം ചെയ്ത സെർവർ,વિતરિત સર્વર
"1.ഡിസ്ട്രിബ്യൂട്ടഡ് സിസ്റ്റം, 2.ഡിസ്ട്രിബ്യൂട്ടഡ് സിസ്റ്റം","1.વિતરિત સિસ્ટમ, 2.વિતરિત સિસ્ટમ"
വിതരണക്കാരൻ,વિતરક
പ്രമാണം,દસ્તાવેજ
പ്രമാണം അംഗീകൃത,દસ્તાવેજ અધિકૃત
"1. ഡോക്യുമെന്റ് വിൻഡോ, 2. ഡോക്യുമെന്റ് വിൻഡോ","1. ડોક્યુમેન્ટ વિન્ડો, 2. ડોક્યુમેન્ટ વિન્ડો"
പ്രമാണീകരണം,દસ્તાવેજીકરણ
"ഡൊമെയ്ൻ, ഡൊമെയ്ൻ","ડોમેન, ડોમેન"
ഡൊമെയ്ൻ നാമം,ડોમેન નામ
"1. ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ, 2. ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ","1. ડોટ મેટ્રિક્સ પ્રિન્ટર, 2. ડોટ મેટ્રિક્સ પ્રિન્ટર"
"താഴെ, താഴെ","નીચે, નીચે"
"1.അവലിങ്ക്, 2.ചതുരം","1.અવલિંક, 2.ચોરસ"
ഡൗൺലോഡ്,ડાઉનલોડ કરો
ഡൗൺലോഡ് സമയം,ડાઉનલોડ સમય
ട്രാക്ഷൻ,ટ્રેક્શન
DRAM (ഡൈനാമിക് റാം),DRAM (ડાયનેમિક રેમ)
ഒഴുക്ക്,વહેણ
ഡ്രൈവർ,ડ્રાઈવર
ഇലകൾ,પાંદડા
ഡ്രോപ്പ് ലിസ്റ്റ് ബോക്സ്,ડ્રોપ લિસ્ટ બોક્સ
ഡ്രം ഡ്രൈവ്,ડ્રમ ડ્રાઇવ
"1.ഡ്രം പ്രിന്റർ, 2.ഡ്രം പ്രിന്റർ","1.ડ્રમ પ્રિન્ટર, 2.ડ્રમ પ્રિન્ટર"
"1. Im യൂണിറ്റ്, 2. ഡ്രം യൂണിറ്റ്","1. ઇમ યુનિટ, 2. ડ્રમ યુનિટ"
"1. ദ്വൈതത, 2. ദ്വി","1. દ્વૈત, 2. દ્વિ"
ഇരട്ട സാന്ദ്രത,બેવડી ઘનતા
"1. നിശബ്ദ വിലാസം, 2. വ്യാജ വിലാസം","1. મૌન સરનામું, 2. નકલી સરનામું"
തള്ളുക,ડમ્પ
ഇരട്ട സർക്യൂട്ട്,ડબલ સર્કિટ
നിയമവിധേയമാക്കൽ,કાયદેસરકરણ
കീ കീ,કી કી
"1.D V D R./W, 2. ഡിവിഡി വായന, 3. എഴുത്ത്","1.D V D R./W, 2. ડીવીડી વાંચન, 3. લેખન"
ഡിവിഡി റോം,ડીવીડી રોમ
ചലനാത്മക നിർദ്ദേശം,ગતિશીલ સૂચના
"1.ഡൈനാമിക് മെമ്മറി, 2.ഡൈനാമിക് മെമ്മറി","1.ડાયનેમિક મેમરી, 2.ડાયનેમિક મેમરી"
"1. ഡൈനാമിക്സ്, 2. ഡൈനാമിക്സ്","1. ડાયનેમિક્સ, 2. ડાયનેમિક્સ"
ഇ ബി സി ഡി ഐ സി,E B C D I C
ഇ-ബിസിനസ്,ઈ-વ્યવસાય
പ്രതിധ്വനി,પડઘો
"1.ഇ-കൊമേഴ്‌സ്, 2.ഇ-കൊമേഴ്‌സ്","1.e-commerce, 2.e-commerce"
എഡിറ്റിംഗ്,સંપાદન
എഡിറ്റർ,સંપાદક
വിദ്യാഭ്യാസ സാങ്കേതികവിദ്യ,શૈક્ષણિક ટેકનોલોજી
ഇ ഇ പി റോം,e e p rom
"1. അർത്ഥവത്തായ വിലാസം, 2. ഫലപ്രദമായ വിലാസം","1. અર્થપૂર્ણ સરનામું, 2. અસરકારક સરનામું"
അർത്ഥവത്തായ പ്രവർത്തന വിലാസം,અર્થપૂર્ણ ઓપરેન્ડ સરનામું
ഫലപ്രദമായ പ്രവർത്തനം,અસરકારક કાર્યવાહી
ഫലപ്രദമായ യുഐഡി,અસરકારક UID
ഫലപ്രദമായ ട്രാൻസ്മിഷൻ പ്രവർത്തനം,અસરકારક ટ્રાન્સમિશન કામગીરી
ഒക്ടൽ ബൈറ്റ്,ઓક્ટલ બાઈટ
"ഇലക്ട്രോണിക് പഠനം, ഇ-ലേണിംഗ്","ઈલેક્ટ્રોનિક લર્નિંગ, ઈ-લર્નિંગ"
തിരഞ്ഞെടുപ്പ് അൽഗോരിതം,ચૂંટણી અલ્ગોરિધમ
ഇലക്ട്രോണിക് മെയിൽ സേവനം (ഇ-മെയിൽ),ઈલેક્ટ્રોનિક મેઈલ સર્વિસ (ઈ-મેલ)
"1.ഇലക്‌ട്രോണിക് പ്രിന്റിംഗ്, 2.ഇലക്‌ട്രോണിക് പ്രിന്റർ","1.ઈલેક્ટ્રોનિક પ્રિન્ટિંગ, 2.ઈલેક્ટ્રોનિક પ્રિન્ટર"
ഇലക്ട്രിക്കൽ അക്കൗണ്ടിംഗ് മെഷീൻ,ઇલેક્ટ્રિકલ એકાઉન્ટિંગ મશીન
ഇലക്ട്രോണിക്സ്,ઈલેક્ટ્રોનિક્સ
ഇലക്ട്രോണിക് എക്‌സ്‌ഹോസ്റ്റ് സിസ്റ്റം (ഇസിഎസ്),ઇલેક્ટ્રોનિક એક્ઝોસ્ટ સિસ્ટમ (ECS)
ഇലക്ട്രോണിക് ഡാറ്റ എക്സ്ചേഞ്ച് (EDI),ઇલેક્ટ્રોનિક ડેટા એક્સચેન્જ (EDI)
ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ്,ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ
ഇലക്ട്രോണിക് ബ്രോഷർ,ઇલેક્ટ્રોનિક બ્રોશર
ഇലക്ട്രോണിക് ഫണ്ട് ട്രാൻസ്ഫർ മെക്കാനിസം (ഇഎഫ്ടിഎസ്),ઇલેક્ટ્રોનિક ફંડ ટ્રાન્સફર મિકેનિઝમ (EFTS)
"1.ഇലക്‌ട്രോണിക് ജേണൽ, 2.ഇലക്‌ട്രോണിക് ജേണൽ","1.ઈલેક્ટ્રોનિક જર્નલ, 2.ઈલેક્ટ્રોનિક જર્નલ"
ഇലക്ട്രോണിക് പ്രസിദ്ധീകരണം,ઇલેક્ટ્રોનિક પ્રકાશન
ഇലക്ട്രോണിക് സ്വിച്ച്,ઇલેક્ટ્રોનિક સ્વીચ
"ഘടകം, ഘടകം","તત્વ, તત્વ"
ഇ-മെയിൽ,ઈ-મેલ
"1. ഇ-മെയിൽ വിലാസം, 2. ഇലക്ട്രോണിക് മെയിലിംഗ് വിലാസം","1. ઈ-મેલ સરનામું, 2. ઈલેક્ટ્રોનિક મેઈલિંગ સરનામું"
എംബഡഡ് സിസ്റ്റം,એમ્બેડેડ સિસ્ટમ
ഉൾച്ചേർക്കൽ,એમ્બેડિંગ
എമിറ്റർ കപ്പിൾഡ് ലോജിക് (ECL),એમિટર કમ્પલ્ડ લોજિક (ECL)
ശൂന്യമായ ഇടം,ખાલી જગ્યા
"1. ബ്ലാങ്ക് ചെയിൻ, 2. ബ്ലാങ്ക് ചെയിൻ","1. ખાલી સાંકળ, 2. ખાલી સાંકળ"
യന്ത്രവൽക്കരണം,યાંત્રિકરણ
"1.ക്യാപ്സുലേഷൻ, 2.ക്യാപ്സുലേഷൻ","1.કેપ્સ્યુલેશન, 2.કેપ્સ્યુલેશન"
ഡീകോഡർ,ડીકોડર
എൻകോഡിംഗ്,એન્કોડિંગ
"1. എൻകോഡർ, 2. കൊഡാക്ക്","1. એન્કોડર, 2. કોડક"
മറച്ച ഡാറ്റ,છુપાયેલ ડેટા
മറഞ്ഞിരിക്കുന്ന ഫയൽ സിസ്റ്റം,છુપાયેલ ફાઇલ સિસ્ટમ
"1. എൻക്രിപ്ഷൻ, 2. കോഡിംഗ്, 3. എൻകോഡിംഗ്","1. એન્ક્રિપ્શન, 2. કોડિંગ, 3. એન્કોડિંગ"
ബ്ലോക്ക് അവസാനം,બ્લોક અંત
ഫയൽ-അവസാനം,ફાઇલ-એન્ડ
ഉപയോക്താവ്,વપરાશકર્તા
നൽകുക,દાખલ કરો
എൻട്രി കീ,એન્ટ્રી કી
"1. ഉദ്യം സർവാർ, 2. ഉദ്യം സേവക്","1. ઉદ્યમ સરવર, 2. ઉદ્યમ સેવક"
എന്റർപ്രൈസ് സിസ്റ്റം,એન્ટરપ્રાઇઝ સિસ્ટમ
ശക്തി,શક્તિ
ശക്തി ബന്ധം,શક્તિ આકર્ષણ
പ്രവേശന സമയം,પ્રવેશ સમય
ഇൻപുട്ട് വേരിയബിൾ,ઇનપુટ ચલ
എണ്ണാവുന്ന,ગણતરીપાત્ર
പരിസ്ഥിതി,પર્યાવરણ
"1.യുഗം, 2. യുഗം, 3. നിർദ്ദേശ നിമിഷം","1.યુગ, 2. યુગ, 3. સૂચના ક્ષણ"
EPRAM (ഫിനാൻസ് പ്രോഗ്രാമബിൾ റീഡ്-ഓൺലി മെമ്മറി),EPRAM (ફાઇનાન્સ પ્રોગ્રામેબલ રીડ-ઓન્લી મેમરી)
എപ്സിലോൺ കൺസ്ട്രക്റ്റർ,એપ્સીલોન કન્સ્ટ્રક્ટર
സമനില,બરાબરી
ഉപകരണങ്ങൾ,સાધનસામગ્રી
തുല്യതാ ക്ലാസ്,સમાનતા વર્ગ
തുല്യമായ ബന്ധം,સમાન સંબંધ
"1. വംശനാശം, 2. ഉന്മൂലനം","1. લુપ્તતા, 2. નાબૂદી"
പിശക് തിരുത്തൽ കോഡ്,ભૂલ સુધારણા કોડ
തെറ്റ് തിരുത്തൽ,ભૂલ સુધારણા
പിശക് കണ്ടെത്തൽ,ભૂલ શોધ
പിശക് കൈകാര്യം ചെയ്യൽ,ભૂલ હેન્ડલિંગ
പിശക് സന്ദേശം,ક્ષતી સંદેશ
പിശക് നിരക്ക്,ભૂલ દર
പിശക് വീണ്ടെടുക്കൽ,ભૂલ પુનઃપ્રાપ્તિ
പിശക് പേര്,ભૂલ નામ
രക്ഷപ്പെടൽ ചിഹ്നം,એસ્કેપ પ્રતીક
ഇഥർനെറ്റ്,ઈથરનેટ
സംഭവം,ઘટના
ഇവന്റ് ചെയിൻ,ઘટના સાંકળ
ഇവന്റ് നിയന്ത്രണം,ઘટના નિયંત્રણ
ഇവന്റ് കൗണ്ടർ,ઇવેન્ટ કાઉન્ટર
ഒഴിവാക്കൽ കൈകാര്യം ചെയ്യൽ,અપવાદ હેન્ડલિંગ
എക്സ്ചേഞ്ച് ഡിസ്ക് സംഭരണം,એક્સચેન્જ ડિસ્ક સ્ટોરેજ
ഒഴിവാക്കൽ,બાકાત
എക്സ്ക്ലൂസീവ് കൂടാതെ (x അല്ലെങ്കിൽ),વિશિષ્ટ અને (x અથવા)
എക്സിക്യൂട്ടബിൾ പ്രോഗ്രാം,એક્ઝિક્યુટેબલ પ્રોગ્રામ
നിർവ്വഹണ പ്രസ്താവന,અમલ નિવેદન
തിരഞ്ഞെടുത്ത തിരയൽ,પસંદગીયુક્ત શોધ
നിലവിലുള്ള,અસ્તિત્વમાં છે
ഇഷ്യൂ,મુદ્દો
വിദഗ്ധ സംവിധാനം,નિષ્ણાત સિસ્ટમ
"1. എക്സ്പ്രഷൻ, 2. ആവിഷ്കാരം","1. અભિવ્યક્તિ, 2. અભિવ્યક્તિ"
വിപുലീകരിച്ച ഗ്രാഫിക്കൽ മാട്രിക്സ് (x g a),વિસ્તૃત ગ્રાફિકલ મેટ્રિક્સ (x g a)
വിപുലീകരിച്ച വ്യാവസായിക മാനദണ്ഡങ്ങൾ (EIS),વિસ્તૃત ઔદ્યોગિક ધોરણો (EIS)
ഓവർലോഡഡ് മെഷീൻ,ઓવરલોડ મશીન
വിപുലീകരിച്ച മെമ്മറി,વિસ્તૃત મેમરી
"1. എക്സ്റ്റൻഡഡ് പ്രിസിഷൻ, 2. എക്സ്റ്റൻഡഡ് കൃത്യത","1. વિસ્તૃત ચોકસાઇ, 2. વિસ્તૃત ચોકસાઈ"
"1.എക്സ്റ്റെൻഡഡ് സോർട്ടിംഗ്, 2.എക്സ്റ്റെൻഡഡ് സെപ്പറേഷൻ","1.વિસ્તૃત સૉર્ટિંગ, 2.વિસ્તૃત વિભાજન"
സഹായത്തിനായി വിളിക്കുക,કૉલ કરો
ബാഹ്യ പിശക്,બાહ્ય ભૂલ
ബാഹ്യ പ്രവർത്തനം,બાહ્ય કાર્ય
ബാഹ്യ തടസ്സം,બાહ્ય વિક્ષેપ
"1. ബാഹ്യ മെമ്മറി, 2. ബാഹ്യ മെമ്മറി","1.એક્સ્ટર્નલ મેમરી, 2.એક્સટર્નલ મેમરી"
ബാഹ്യ മെമ്മറി,બાહ્ય મેમરી
ബാഹ്യ മോഡം,બાહ્ય મોડેમ
ബാഹ്യ റഫറൻസ്,બાહ્ય સંદર્ભ
ബാഹ്യ തിരയൽ,બાહ્ય શોધ
ബാഹ്യ സംഭരണ ഉപകരണം,બાહ્ય સંગ્રહ ઉપકરણ
വേർതിരിച്ചെടുക്കൽ,નિષ્કર્ષણ
എക്സ്ട്രാപോളേഷൻ,એક્સ્ટ્રાપોલેશન
പാനൽ പ്രതീക പ്രിന്റർ,પેનલ અક્ષર પ્રિન્ટર
പരാജയപ്പെടാത്ത പ്രവർത്തനം,નિષ્ફળ-સુરક્ષા કામગીરી
പരാജയതോത്,નિષ્ફળતા દર
പരാജയം ഡിസ്ചാർജ്,નિષ્ફળતા સ્રાવ
തെറ്റായ കോഡ്,ખોટો કોડ
തെറ്റായ പിശക്,ખોટી ભૂલ
"1.നിക്ഷേപം, 2.നിക്ഷേപ പോയിന്റുകൾ","1.રોકાણ, 2.રોકાણ પોઈન્ટ્સ"
"1. ലക്കം, 2. ലക്കം നമ്പർ","1. અંક, 2. અંક નંબર"
"1. റെപ്ലിക്കേഷൻ I/O ഉപകരണം, 2. റെപ്ലിക്ക ഇൻപുട്ട് ഉപകരണം/ഔട്ട്‌പുട്ട്","1. પ્રતિકૃતિ I/O ઉપકરણ, 2. પ્રતિકૃતિ ઇનપુટ ઉપકરણ/આઉટપુટ"
ദ്രുത ഫോർയർ ട്രാൻസ്ഫർ,ઝડપી ફોરિયર ટ્રાન્સફર
മാരകമായ തെറ്റ്,જીવલેણ ભૂલ
തെറ്റ് കണ്ടെത്തൽ,ખામી શોધ
തെറ്റ് രോഗനിർണയം,ખામી નિદાન
തെറ്റ് സഹിഷ്ണുത,સહનશીલતા દોષ
ഫാക്സ്,ફેક્સ
ഫാക്സ് സന്ദേശം,ફેક્સ સંદેશ
എഫ് ഡിസി,f dc
ലക്ഷണം കണ്ടുപിടിക്കൽ,લક્ષણ શોધ
ചക്രം നിറയ്ക്കുക,ફિલ વ્હીલ
പുനർനിക്ഷേപം,પુનઃરોકાણ
"1.വിതരണക്കാരൻ, 2. പോഷകാഹാരം, 3. തീറ്റ","1.સપ્લાયર, 2.પોષણ, 3.ફીડર"
ഏതെങ്കിലും,કોઈપણ
ഫിബൊനാച്ചിയുടെ കണ്ടെത്തൽ,ફિબોનાકી શોધ
ഫിബൊനാച്ചി സീക്വൻസ്,ફિબોનાકી ક્રમ
ഫിബൊനാച്ചി സീരീസ്,ફિબોનાકી શ્રેણી
ഫൈബർ ഒപ്റ്റിക്സ്,ફાઇબર ઓપ્ટિક્સ
ഫിഡോ കെണി,ફિડો ટ્રેપ
പ്രദേശം,પ્રદેશ
അഞ്ചാം തലമുറ കമ്പ്യൂട്ടർ,પાંચમી પેઢીનું કમ્પ્યુટર
"1. ഫയൽ, 2. ഫയൽ","1.ફાઈલ, 2. ફાઇલ"
ഫയൽ ആക്സസ് രീതി,ફાઇલ એક્સેસ પદ્ધતિ
ഫയൽ അലോക്കേഷൻ പട്ടിക,ફાઈલ ફાળવણી ટેબલ
ഫയൽ കംപ്രഷൻ,ફાઇલ કમ્પ્રેશન
ഫയൽ പകർത്തൽ,ફાઇલ નકલ
ഫയൽ കോൺഫിഗറേഷൻ,ફાઇલ રૂપરેખાંકન
ഫയൽ ലയിപ്പിക്കുക,ફાઇલ મર્જ
ഫയൽ വീണ്ടെടുക്കൽ,ફાઇલ પુનઃપ્રાપ્તિ
ഫയൽ സംഭരണം,ફાઇલ સંગ્રહ
ഫയൽ ഘടന,ફાઇલ માળખું
ഫയൽ സിസ്റ്റം,ફાઇલ સિસ્ટમ
ഫയൽ കൈമാറ്റം,ફાઇલ ટ્રાન્સફર
ഫയൽ ട്രാൻസ്ഫർ പ്രോട്ടോക്കോൾ (FTP),ફાઇલ ટ્રાન્સફર પ્રોટોકોલ (FTP)
ഫിൽട്ടർ,ફિલ્ટર
അവസാന സ്ഥാനം,છેલ્લી સ્થિતિ
തിരയുക,શોધો
പരിമിത സംസ്ഥാന യന്ത്രം,મર્યાદિત રાજ્ય મશીન
അഗ്നി മതിൽ,આગ દિવાલ
ഫേംവെയർ,ફર્મવેર
ആദ്യം വരുന്നവർക്ക് ആദ്യം നൽകുക,વહેલા તે પહેલાં
ആദ്യ തലമുറ കമ്പ്യൂട്ടർ,પ્રથમ પેઢીના કમ્પ્યુટર
ആദ്യ ഇൻപുട്ട് ആദ്യ ലക്കം (FIFO),ફર્સ્ટ ઇનપુટ ફર્સ્ટ ઇશ્યુ (FIFO)
ആദ്യ ഓർഡർ വാദം,પ્રથમ ઓર્ડર દલીલ
ആദ്യ ഓർഡർ തത്വം,પ્રથમ ઓર્ડર સિદ્ધાંત
നിശ്ചിത വിഭജനം,નિશ્ચિત વિભાજન
അടയാളം,હસ્તાક્ષર
ഫ്ലെക്സിബിൾ ഡിസ്ക്,લવચીક ડિસ્ક
ഫ്ലോപ്പി ഡിസ്ക്,ફ્લોપી ડિસ્ક
ഫ്ലോപ്പി ഡിസ്ക് ഡ്രൈവ് (FDD),ફ્લોપી ડિસ્ક ડ્રાઇવ (FDD)
ഫ്ലോ ചാർട്ട്,ફ્લો ચાર્ટ
നിയന്ത്രണം ഒഴുക്ക്,નિયંત્રણ પ્રવાહ
മുന്നേ,વહેલી સવાર
ഫോൾഡർ,ફોલ્ડર
ഫോണ്ട്,ફોન્ટ
ഫോണ്ട് കുടുംബം,ફોન્ટ કુટુંબ
ബാഹ്യ കീ,બાહ્ય કી
ഫോം,ફોર્મ
പ്രതീകാത്മക ഭാഷ,સાંકેતિક ભાષા
പ്രതീകാത്മക രീതി,પ્રતીકાત્મક પદ્ધતિ
"1.ഫോർമാറ്റ്, 2.ഫോം","1.ફોર્મેટ, 2.ફોર્મ"
ഡ്രോയിംഗ്,ચિત્ર
ഫോർട്രോൺ,ફોર્ટન
"1.ഫോർട്രാൻ (ഒരു കമ്പ്യൂട്ടർ ഭാഷ) പ്രോഗ്രാം, 2. ഫോർട്രാൻ പ്രോഗ്രാമിംഗ്","1.ફોર્ટ્રાન (કોમ્પ્યુટર ભાષા) પ્રોગ્રામ, 2.ફોર્ટ્રાન પ્રોગ્રામિંગ"
ഫോർവേഡ് സ്ലാഷ്,ફોરવર્ડ સ્લેશ
നാലാം തലമുറ കമ്പ്യൂട്ടർ,4થી પેઢીના કમ્પ્યુટર
വിഭാഗം,વિભાગ
ഫ്രെയിം,ફ્રેમ
"1.സ്വതന്ത്ര വല, 2.സൗജന്യ വല","1.ફ્રી નેટ, 2.ફ્રી નેટ"
സ്വതന്ത്ര സോഫ്റ്റ്‌വെയർ ട്രസ്റ്റ്,મફત સોફ્ટવેર ટ્રસ્ટ
സൗജന്യ സംഭരണം,મફત સંગ્રહ
ഫ്രീവെയർ,ફ્રીવેર
മുന്നിൽ,આગળ
"1.ഫ്രണ്ട് പാനൽ, 2.ഫ്രണ്ട് പാനൽ","1.ફ્રન્ટ પેનલ, 2.ફ્રન્ટ પેનલ"
"1. പ്രവർത്തനങ്ങൾ, 2. പ്രവർത്തനം","1.કાર્યો, 2. કાર્ય"
ഫംഗ്ഷൻ കീ,કાર્ય કી
ഫംഗ്ഷൻ റഫറൻസ്,કાર્ય સંદર્ભ
പ്രവർത്തനപരമായ ആശ്രിതത്വം,કાર્યાત્મક નિર્ભરતા
ഫംഗ്ഷൻ ടെസ്റ്റ്,કાર્ય પરીક્ષણ
"1.അവ്യക്തമായ യുക്തി, 2.അവ്യക്തമായ യുക്തി","1.અસ્પષ્ટ તર્ક, 2.અસ્પષ્ટ તર્ક"
"1. ഫസി സെറ്റ്, 2. ഫസി സെറ്റ്","1.ફઝી સેટ, 2.ફઝી સેટ"
നേട്ടം,લાભ
കായിക വൃക്ഷം,રમતગમતનું વૃક્ષ
ഇടവേള പ്രതീകം,અંતરાલ પાત્ર
മാലിന്യം,કચરો
