Marathi,Kannada
संवाददाता,ವರದಿಗಾರ
संबंधित,ಅನುಗುಣವಾದ
कॉरजेन्डम,ಒಂದು ಬಗೆಯ ರಾಶಿ
सहकार्य,ದೃobಿಸು
सहकार्य,ದೃobೀಕರಣ
भ्रष्ट,ಭ್ರಷ್ಟ
भ्रष्टाचार,ಭ್ರಷ್ಟಾಚಾರ
भ्रष्ट सराव,ಭ್ರಷ್ಟ ಅಭ್ಯಾಸ
कॉस्मोपॉलिटन सिटी,ಕಾಸ್ಮೋಪಾಲಿಟನ್ ನಗರ
किंमत,ಬೆಲೆ
खर्च अकाउंटंट,ವೆಚ್ಚ ಅಕೌಂಟೆಂಟ್
खर्च विश्लेषण,ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ
खर्च कमाल मर्यादा,ವೆಚ್ಚದ ಸೀಲಿಂಗ್
खर्च प्रभावीपणा,ವೆಚ್ಚ ಪರಿಣಾಮಕಾರಿತ್ವ
जीवनावश्यक खर्च,ಜೀವನ ವೆಚ್ಚ
खर्च ओलांडून,ವೆಚ್ಚ ಅತಿಕ್ರಮಣ
कॉटेज उद्योग,ಕಾಟೇಜ್ ಉದ್ಯಮ
परिषद,ಸಮಾಧಿ ಮಂಡಳಿ
मंत्री परिषद,ಮಂತ್ರಿಗಳ ಮಂಡಳಿ
राज्ये परिषद,ಕೌನ್ಸಿಲ್ ಆಫ್ ಸ್ಟೇಟ್ಸ್
सल्ला,ವಕೀಲ
समुपदेशन,ಸಮಾಲೋಚನೆ
काउंटर,ಪ್ರತಿಕೂಲತೆ
प्रति क्रिया,ಕೌಂಟರ್ ಕ್ರಿಯೆ
प्रतिज्ञापत्र,ಕೌಂಟರ್ ಅಫಿಡವಿಟ್
प्रति शुल्क,ಕೌಂಟರ್ ಚಾರ್ಜ್
काउंटर हक्क,ಪ್ರತಿರೋಧ
बनावट चलन,ನಕಲಿ ಕರೆನ್ಸಿ
बनावट,ನಕಲಿಸುವುದು
स्थळप्रत,ನಕಲಿ
काउंटर ऑफर,ಕೌಂಟರ್ ಕೊಡುಗೆ
काउंटरसइन,ಪ್ರತಿರೋಧಿಸು
सत्ता,ದಂಗ
कूपन,ಕೂಪನ್
कुरिअर,ಕೊರಿಯಾ
कुरिअर सेवा,ಕೊರಿಯರ್ ಸೇವೆ
कोर्स,ಕೋರ್ಸ್
अभ्यासाचे अभ्यासक्रम,ಅಧ್ಯಯನದ ಕೋರ್ಸ್‌ಗಳು
न्यायालयीन खटला,ನ್ಯಾಯಾಲಯದ ಪ್ರಕರಣ
शिष्टाचार,ಸೌಜನ್ಯ
छोट्या कारणास्तव न्यायालय,ಸಣ್ಣ ಕಾರಣಗಳ ನ್ಯಾಯಾಲಯ
करार,ಒಡಂಬಡಿಕೆ
कव्हर,ಹೊದಿಕೆ
कव्हरेज,ವ್ಯಾಪ್ತಿ
कव्हरिंग लेटर,ಪತ್ರ
मेमो कव्हर करत आहे,ಒಳಗೊಂಡ ಜ್ಞಾಪಕ ಪತ್ರ
कव्हरिंग नोट,ಒಳಗೊಂಡಿರುವ ಟಿಪ್ಪಣಿ
क्रॅश प्रोग्राम,ಕ್ರ್ಯಾಶ್ ಕಾರ್ಯಕ್ರಮ
क्रीमयुक्त थर,ಕೆನೆಮಾರ್ಗ
निर्मिती,ರಚನೆ
सर्जनशील,ಸೃಜನಶೀಲ
सर्जनशीलता,ಸೃಜನಶೀಲತೆ
क्रेच,ಕ್ರೀಚ್
क्रेडेन्शियल्स समिती,ರುಜುವಾತುಗಳ ಸಮಿತಿ
विश्वासार्हता,ವಿಶ್ವಾಸಾರ್ಹತೆ
पत,ಮನ್ನಣೆ
विश्वासार्ह,ಹಿತಕರವಾದ
पत सल्ला,ಮನ್ನಣೆ ಸಲಹೆ
क्रेडिट आणि थ्रिफ्ट सोसायटी,ಕ್ರೆಡಿಟ್ ಮತ್ತು ಮಿತವ್ಯಯದ ಸಮಾಜ
क्रेडीट कार्ड,ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್
पत सुविधा,ಸಾಲ ಸೌಲಭ್ಯಗಳು
क्रेडिट प्रविष्टी,ಕ್ರೆಡಿಟ್ ಪ್ರವೇಶ
उधार पत्र,ಕ್ರೆಡಿಟ್ ಟಿಪ್ಪಣಿ
लेखादार,ಸಾಲದಾತ
अंत्यसंस्कार,ದಹನ
स्मशानभूमी,ದಹನ ಮೈದಾನ
क्रू,ಸಿಬ್ಬಂದಿ
गुन्हा,ಅಪರಾಧ
विश्वासाचा गुन्हेगारी उल्लंघन,ನಂಬಿಕೆಯ ಕ್ರಿಮಿನಲ್ ಉಲ್ಲಂಘನೆ
फौजदारी न्यायालय,ಅಪರಾಧ ನ್ಯಾಯಾಲಯ
गुन्हेगारी दुर्लक्ष,ಕ್ರಿಮಿನಲ್ ನಿರ್ಲಕ್ಷ್ಯ
गुन्हेगारी गुन्हा,ಕ್ರಿಮಿನಲ್ ಅಪರಾಧ
फौजदारी प्रक्रिया कोड,ಕ್ರಿಮಿನಲ್ ಪ್ರೊಸೀಜರ್ ಕೋಡ್
संकट,ಬಿಕ್ಕಟ್ಟು
संकट व्यवस्थापन,ಬಿಕ್ಕಟ್ಟು ನಿರ್ವಹಣೆ
निकष,ಮಾನದಂಡ
टीका,ವಿಚಾರಣೆ
फुली,ಶಿಲುಬೆ
क्रॉस ब्रीड,ಅಡ್ಡ -ತಳಿ
क्रॉस चेकिंग,ಅಡ್ಡ ಪರಿಶೀಲನೆ
क्रॉस चेक,ಅಡ್ಡ ಚೆಕ್
क्रॉस परीक्षा,ಅಡ್ಡ -ಪರೀಕ್ಷೆ
क्रॉस संदर्भ,ಅಡ್ಡ -ಉಲ್ಲೇಖ
क्रॉस मतदान,ಅಡ್ಡ ಮತದಾನ
महत्त्वपूर्ण तारीख,ನಿರ್ಣಾಯಕ ದಿನಾಂಕ
क्रूड,ಕಚ್ಚಾ
सदोष मनुष्यवध,ಅಪರಾಧಿ ನರಹತ್ಯೆ
गुन्हेगार,ಅಪರಾಧಿ
लागवड,ಕೃಷಿ
सांस्कृतिक विनिमय कार्यक्रम,ಸಾಂಸ್ಕೃತಿಕ ವಿನಿಮಯ ಕಾರ್ಯಕ್ರಮ
संचयी,ಸಂಚಿತ
चलन,ಕರೆನ್ಸಿ
चलन विनिमय,ಕರೆನ್ಸಿ ವಿನಿಮಯ
चलन टीप,ಕರೆನ್ಸಿ ಟಿಪ್ಪಣಿ
चालू,ಪ್ರಸ್ತುತ
चालू खाते,ಚಾಲ್ತಿ ಖಾತೆ
वर्तमान कर्तव्ये,ಪ್ರಸ್ತುತ ಕರ್ತವ್ಯಗಳು
चालू सत्र,ಪ್ರಸ್ತುತ ಅಧಿವೇಶನ
अभ्यासक्रम vitae,ಪಠ್ಯಕ್ರಮ ವಿಟಾ
कर्टेल,ಮೊಟಕುಗೊಳಿಸು
संरक्षक,ಪಾಲಕ
कोठडी,ಪಾಲನೆ
सानुकूल,ರೂ customಿ
सानुकूल,ರೂ customಿ
नेहमीचा,ರೂ customಿಯ
नेहमीची प्रक्रिया,ರೂ customಿಯ ವಿಧಾನ
सानुकूल कर्तव्य,ಕಸ್ಟಮ್ ಕರ್ತವ್ಯ
ग्राहक,ಗ್ರಾಹಕ
ग्राहक अनुकूल,ಗ್ರಾಹಕ ಸ್ನೇಹಿ
सानुकूल परीक्षा,ಕಸ್ಟಮ್ ಪರೀಕ್ಷೆ
कट डाउन,ಕತ್ತರಿಸು
कट मोशन,ಕತ್ತರಿಸಿ
कट ऑफ तारीख,ದಿನಾಂಕವನ್ನು ಕತ್ತರಿಸಿ
चक्र,ಚಕ್ರ
दररोज,ದೈನಂದಿನ
दररोज भत्ता,ದೈನಂದಿನ ಭತ್ಯೆ
दररोज डायरी,ದೈನಂದಿನ ದಿನಚರಿ
दररोज नोंदणी,ದೈನಂದಿನ ನೋಂದಣಿ
दैनिक वृत्तान्त,ದೈನಂದಿನ ವರದಿ
दररोजच्या नियमानुसार,ದಿನಚರಿ
दररोज वेतन,ದೈನಂದಿನ ವೇತನ
डाक स्टेज,ಡಾಕ್ ಹಂತ
डाक ट्रे,ಬಿರಡೆ
नुकसान,ಹಾನಿ
नुकसान,ಹಾನಿ
धोकादायक,ಅಪಾಯಕರ
धाडसी,ಧೈರ್ಯ
डेटा,ದತ್ತ
डेटा बँक,ದತ್ತಾಂಶ ಬ್ಯಾಂಕ್
डेटा बेस,ದತ್ತಾಂಶಗಳು
माहिती संकलन,ಮಾಹಿತಿ ಸಂಗ್ರಹ
डेटा फीडिंग,ದತ್ತಾಂಶ ಪೋಷಣೆ
डेटा प्रक्रिया,ಮಾಹಿತಿ ಸಂಸ್ಕರಣೆ
तारीख,ದಿನಾಂಕ
आगमनाची तारीख,ಆಗಮನದ ದಿನಾಂಕ
जन्म तारीख,ಹುಟ್ತಿದ ದಿನ
प्रस्थान तारीख,ನಿರ್ಗಮನ ದಿನಾಂಕ
डिस्चार्जची तारीख,ವಿಸರ್ಜನೆಯ ದಿನಾಂಕ
परिपक्वताची तारीख,ಪಕ್ವತೆಯ ದಿನಾಂಕ
पावतीची तारीख,ರಶೀದಿ ದಿನಾಂಕ
तारखेचा शिक्का,ದಿನಾಂಕದ ಅಂಚೆಚೀಟಿ
दिवसाचा अभ्यासक,ದಿನದ ವಿದ್ವಾಂಸ
दिवस पाळी,ಹಗಲನ
कृपेचे दिवस,ಅನುಗ್ರಹದ ದಿನಗಳು
दररोज काम,ದಿನನಿತ್ಯದ ಕೆಲಸ
मृत खाते,ಜರಡಿ ಖಾತೆ
डेड लाइन,ಜಡ ರೇಖೆ
डेडलॉक,ಅಸ್ತವ್ಯಸ್ತತೆ
डेड स्टॉक रजिस्टर,ಸತ್ತ ಸ್ಟಾಕ್ ರಿಜಿಸ್ಟರ್
मृत वजन,ತೂಕ
करार,ಒಪ್ಪಂದ
डीलिंग सहाय्यक,ವ್ಯವಹಾರ ಸಹಾಯಕ
व्यवहार,ವ್ಯವಹಾರ
मृत्यू वर्धापन दिन,ಸಾವು ವಾರ್ಷಿಕೋತ್ಸವ
प्रियजन भत्ता,ತುಟ್ಟಿ ಭತ್ಯ
मृत्यू लाभ,ಸಾವಿನ ಲಾಭ
मृत्यू-सह-सेवानिवृत्ती ग्रॅच्युइटी,ಡೆತ್-ಕಮ್-ರಿಟೈರೆಮೆಂಟ್ ಗ್ರಾಚ್ಯುಟಿ
सेवेत मृत्यू,ಸೇವೆಯಲ್ಲಿ ಸಾವು
Deauthorizatioin,ಡೌಥೊರಿಜಾಟಿಯೊ
डीबार,ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು
डेबिट,ಡೆಬಿಟ್
डेबिट सल्ला,ಡೆಬಿಟ್ ಸಲಹೆ
कर्ज,ಸಾಲ
कर्ज व्यवस्थापन,ಸಾಲದ ನಿರ್ವಹಣೆ
कर्जदार,ಸಾಲದವನು
मृत,ಮರಣಹೊಂದಿದ
सभ्यता,ಸಭ್ಯತೆ
विकेंद्रीकरण,ವಿಕೇಂದ್ರೀಕರಣ
निर्णय घेणारे घटक,ನಿರ್ಧರಿಸುವ ಅಂಶ
निर्णय,ನಿರ್ಧಾರ
निर्णय घेणे,ತೀರ್ಮಾನ ಮಾಡುವಿಕೆ
निर्णयप्रक्रिया,ನಿರ್ಧಾರ ಪ್ರಕ್ರಿಯೆ
घोषणा,ಪ್ರಕಟಿಸುವುದು
उत्पन्नाची घोषणा,ಆದಾಯದ ಘೋಷಣೆ
घोषित मूल्य,ಘೋಷಿಸಿದ ಮೌಲ್ಯ
शपथ जाहीर करा,ಪ್ರಮಾಣವಚನದಲ್ಲಿ ಘೋಷಿಸಿ
डीकोड,ಹಗಲು
Concontrol,ಹತೋಟಿ ಮಾಡು
सजावट,ಅಲಂಕಾರ
घट,ಇಳಿಸು
डिक्री,ಸುಗಂಧ
समर्पण,ಸಮರ್ಪಣೆ
वजा करण्यायोग्य,ಕಳೆಯಬಹುದಾದ
कपात,ಕಡಿತ
स्त्रोत वजावट,ಮೂಲದಲ್ಲಿ ಕಡಿತ
पगारापासून कपात,ಸಂಬಳದಿಂದ ಕಡಿತ
डीड,ಪತ್ರ
गहाणखत डीड,ಅಡಮಾನದ ಪತ್ರ
मानलेले विद्यापीठ,ಡೀಮ್ಡ್ ಯೂನಿವರ್ಸಿಟಿ
विकृत,ಅಪಹರಿಸು
वास्तविक,ವಸ್ತುತಃ
डिफॅलेकेशन,ಅಪಹರಣ
मानहानी,ಮಾನನಷ್ಟತೆ
डीफॉल्ट,ಗಡಿಬಿಡಿ
डिफॉल्टर,ಕಾಲ್ಚೀಲ
सदोष,ದೋಷಯುಕ್ತ
संरक्षण,ರಕ್ಷಣೆ
संरक्षण सल्ला,ರಕ್ಷಣಾ ಸಲಹೆಗಾರ
संरक्षण उत्पादन,ರಕ್ಷಣಾ ಉತ್ಪಾದನೆ
प्रतिवादी,ಪ್ರತಿವಾದಿ
स्थगिती,ಮುಂದೂಡಿಕೆ
स्थगित खर्च,ಮುಂದೂಡಲ್ಪಟ್ಟ ಖರ್ಚು
अवघ्या,ಧಿಕ್ಕಾರ
तूट,ಕೊರತೆ
तूट बजेट,ಕೊರತೆ ಬಜೆಟ್
परिभाषित,ವಿವರಿಸು
नाकार,ಧಿಕ್ಕರಿಸು
अधोगती,ಅವನತಿ
पदवी,ಪದ
डीजुरे,ಕೈದಿಸು
विलंब,ವಿಳಂಬ
प्रतिनिधी,ನಿಯೋಗಿ
नियुक्त प्राधिकरण,ನಿಯೋಜಿತ ಅಧಿಕಾರ
प्रतिनिधी,ನಿಯೋಗ
शक्तींचे प्रतिनिधी,ಅಧಿಕಾರಗಳ ನಿಯೋಗ
हटवा,ಅಳಿಸು
हटविणे,ಅಳಿಸುವುದು
मुद्दाम,ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ
विचारविनिमय,ವಿವೇಚನೆ
नाजूक,ಭವ್ಯತೆ
मर्यादा,ಗೋಪುರ
वितरित,ತಲುಪಿಸು
वितरण,ವಿತರಣೆ
मागणी,ಬೇಡಿಕೆ
मागणी नोट,ಬೇಡಿಕೆಯ ಟಿಪ್ಪಣಿ
सीमांकन,ಗಡಸು
डेमी-अधिकृत,ಅರ್ಧಾಧಿಕಾರದ
लोकशाही,ಪ್ರಜಾಪ್ರಭುತ್ವ
प्रात्यक्षिक,ಪ್ರದರ್ಶನ
डेमोरालायझेशन,ನಿಡೂ
डिमरेज,ತುತ್ತಾಗಿಸು
नकार,ನಿರಾಕರಣೆ
संप्रदाय,ಪಂಗಡ
डी नोव्हो,ದಾವೆ
नाकार,ನಿರಾಕರಿಸು
निघून जा,ಹೊರಟು ಹೋಗು
विभाग,ವಿಭಾಗ
विभागीय,ಇಲಾಖೆಯ
विभागीय कारवाई,ಇಲಾಖಾ ಕ್ರಿಯೆ
विभागीय चौकशी,ಇಲಾಖಾ ವಿಚಾರಣೆ
विभागीय तपासणी,ಇಲಾಖಾ ತನಿಖೆ
विभागीय अनियमितता,ಇಲಾಖೆಯ ಅಕ್ರಮ
विभागीय ग्रंथालय,ವಿಭಾಗೀಯ ಗ್ರಂಥಾಲಯ
विभागीय दुर्लक्ष,ಇಲಾಖಾ ನಿರ್ಲಕ್ಷ್ಯ
विभागीय परवानगी,ಇಲಾಖೆಯ ಅನುಮತಿ
विभागीय पात्रता परीक्षा,ವಿಭಾಗೀಯ ಅರ್ಹತಾ ಪರೀಕ್ಷೆ
प्रस्थान,ನಿರ್ಗಮನ
अवलंबित्व प्रमाणपत्र,ಅವಲಂಬನೆ ಪ್ರಮಾಣಪತ್ರ
अवलंबून,ಅವಲಂಬಿತ
अवलंबून मुले,ಅವಲಂಬಿತ ಮಕ್ಕಳು
तैनात करणे,ನಿಯೋಜಿಸು
अनुयायी,ದೊಡ್ಡ ವ್ಯಕ್ತಿ
हद्दपारी,ಗಡೀಪಾರು
डिपोज,ಶೋಧಿಸು
ठेव,ಠೇವಣಿ
डेपो,ಡಿಪೊ
घसारा,ಸವಕಳಿ
उदास वर्ग,ಖಿನ್ನತೆಗೆ ಒಳಗಾದ ವರ್ಗ
वंचित,ನೀಚಿಸು
प्रतिनियुक्ती,ತತ್ತ್ವ
प्रतिनियुक्ती भत्ता,ಕಪಾಟಿ ಭತ್ಯೆ
डेप्युटी,ಉಪ
नोंदणीकृत,ಪದದ
कर्तव्याचा विकृती,ಕರ್ತವ್ಯದ ಅಪನಗದೀಕರಣ
Dedereservation,ಸೋಗು
अपमान,ಅವಹೇಳನ
अपमानास्पद,ಅಪಹರಣಕಾರಕ
अपमानास्पद टीका,ಅವಹೇಳನಕಾರಿ ಹೇಳಿಕೆ
वंशज,ವಾಣಿಜ್ಯ
वर्णन,ವಿವರಣೆ
पात्र,ಅರ್ಹ
डिझाइन,ವಿನ್ಯಾಸ
नियुक्त करा,ಗೊತ್ತುಮಾಡು
पदनाम,ಹುದ್ದೆ
पाठवा,ರವಾನಿಸು
पाठवा नोट,ರವಾನೆ ಟಿಪ್ಪಣಿ
पाठवा नोंदणी,ರವಾನೆ
गंतव्य,ತಲುಪುವ ದಾರಿ
निराधार,ನಿರ್ದಯವಾಗಿ
तपशील,ವಿವರ
तपशीलवार,ವಿವರವಾದ
शोध,ಪತ್ತೆ ಮಾಡು
ताब्यात,ಬಂಧನ
डीटेनु,ಬಂಧನ
निर्धार,ನಿರ್ಣಯ
निरोधक,ತಡೆಯುವಿಕೆ
हानिकारक,ಹಾನಿ
हानिकारक,ಹಾನಿಕಾರಕ
अवमूल्यन,ಅಪಮೌಲ್ಯೀಕರಣ
विध्वंस,ವಿನಯ
विकास,ಅಭಿವೃದ್ಧಿ
विचलित करा,ತಿರುಗು
साधन,ಸಾಧನ
भक्ती,ಭಕ್ತಿ
निदान,ರೋಗ ನಿರ್ಣಯಿಸು
आकृती,ರೇಖಾಚಿತ್ರ
डायरी,ಡೈರಿ
डिक्टेशन,ನಿರ್ದೇಶನ
मरणार नाही,ಅಲ್ಲ
आहार,ಆಹಾರ
पचवणे,ಜಿಗಿಲು
प्रतिष्ठित,ಘನತೆಯ
प्रतिष्ठा,ಘನತೆ
डिग्रीशन,ವ್ಯಭಿಚಾರ
सौम्य,ಹಿಗ್ಗಿಸುವ
कोंडी,ಉಭಯಸಂಕಟ
मेहनती,ಪರಿಶ್ರಮದ
परिमाण,ಆಯಾಮ
डिप्लोमा,ಡಿಪ್ಲೋಮ
मुत्सद्दीपणा,ರಾಜತಾಂತ್ರಿಕತೆ
मुत्सद्दी प्रतिकारशक्ती,ರಾಜತಾಂತ್ರಿಕ ವಿನಾಯಿತಿ
थेट,ನೇರ
थेट स्पर्धा,ನೇರ ಸ್ಪರ್ಧೆ
थेट मुलाखत,ನೇರ ಸಂದರ್ಶನ
दिशा,ನಾಜೂಕಾದ
निर्देशिका,ನಿರ್ದೇಶಕ
थेट भरती,ನೇರ ನೇಮಕಾತಿ
परवानगी नाही,ತಪ್ಪಿಸು
दिव्यांग,ಅಂಗವೇಕ್ಷಣೀಯ
अपंग व्यक्ती,ಅಂಗವಿಕಲ
अपंगत्व लाभ,ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವ ಲಾಭ
गैरसोय,ಅನನುಕೂಲ
सहमत नाही,ಒಪ್ಪಿಸು
परवानगी नाही,ಅಂಗೀಕರಿಸದ
नकार,ಅಸಮ್ಮತಿ
आपत्ती,ದುರಂತದ
आपत्ती व्यवस्थापन,ವಿಪತ್ತು ನಿರ್ವಹಣೆ
विघटन,ವಿಸರ್ಜಿಸು
वितरण,ವಿತರಣೆ
टाकून द्या,ತರಿಸು
डिस्चार्ज,ವಿಸರ್ಜನೆ
डिस्चार्ज स्लिप,ವಿಸರ್ಜನೆ
शिस्तबद्ध कारवाई,ಶಿಸ್ತು ಕ್ರಮ
शिस्तबद्ध प्रक्रिया,ಶಿಸ್ತು ವಿಧಾನ
शिस्त,ಶಿಸ್ತು
अस्वीकरण,ತಪ್ಪೊಪ್ಪಿಕೊಂಡಿರುವುದನ್ನು ತಪ್ಪಿಸಿಕೊ
प्रकटीकरण,ಪ್ರಕಟಿಸು
असंतोष,ಅಸಮಾಧಾನ
विघटन,ನಿಲ್ಲಿಸುವಿಕೆ
बंद करा,ನಿಲ್ಲಿಸು
मतभेद,ಅಸಮಾಧಾನ
सूट,ರಿಯಾಯಿತಿ
शोधा,ಪತ್ತೆ
बदनामी,ಅಪಖ್ಯಾತಿ
विसंगती,ವ್ಯತ್ಯಾಸ
विवेक,ವಿವೇಚನೆ
विवेकी अनुदान,ವಿವೇಚನಾ ಅನುದಾನ
विवेकी शक्ती,ವಿವೇಚನೆ ಶಕ್ತಿ
भेदभाव,ತಾರತಮ್ಯ
चर्चा,ಚರ್ಚೆ
अप्रामाणिक,ವಂಚಕ
अनादर,ಅವಮರ್ಯಾದೆ
विघटन,ವಿಘಟನೆ
डिस्क,ಕೊರೆ
विस्थापन,ಸ್ಥಳಾಂತರಿಸುವುದು
विश्वासघात,ವಿಶ್ವಾಸದ್ರೋಹದ
काढून टाकणे,ವಜಾಮಾಡಿಸು
बाद,ವಜಾಮಾಡುವುದು
डिसमिसल प्रक्रिया,ವಜಾಮಾಡುವ ವಿಧಾನ
आज्ञा पाळ,ಸೇರಿಸು
डिसऑर्डर,ಅಣಿಕೆ
अव्यवस्थित,ಅಸ್ವಸ್ಥಗೊಳಿಸು
असमानता,ಅಸಮಾನತೆಗೆ
पाठवण्याचा विभाग,ರವಾನೆ ವಿಭಾಗ
डिस्पेंसेबल,ವಿಲೇವಾರಿ ಮಾಡಬಹುದಾದ
विखुरले,ಹರಡು
विस्थापित,ಸ್ಥಳಾಂತರಗೊಂಡ
प्रदर्शन,ಪ್ರದರ್ಶನ
नाराजी,ಅಸಮಾಧಾನ
विल्हेवाट,ವಿಲೇವಾರಿ
विल्हेवाट लावणे,ವಿಲೇವಾರಿ
स्वभाव,ಇನಚಾತುರ್ಯ
विल्हेवाट,ಹೊರಹೊಮ್ಮಿಸು
वाद,ವಿವಾದಿಸು
अपात्रता,ಅನರ್ಹತೆ
दुर्लक्ष,ಕಡೆಗಣಿಸು
व्यत्यय,ಅಡ್ಡಿ
असंतोष,ಅಸಮಾಧಾನ
मतभेद,ಭಿನ್ನಾಭಿಪ್ರಾಯ
डिसव्हिसिस,ಅಪಚಾರ ಮಾಡು
पृथक्करण,ವಿಘಟಿಸು
विघटन,ವಿಸರ್ಜನೆ
विरघळ,ವಿಸರ್ಜಿಸು
अंतर शिक्षण,ದೂರ ಶಿಕ್ಷಣ
डिस्टिलरी,ಬಂಡಿಲೆ ಮಾಡುವವಳು
भिन्न,ವಿಶಿಷ್ಟ
वेगळे करा,ಪ್ರತ್ಯೇಕಿಸು
विकृती,ಅಸ್ಪಷ್ಟತೆ
त्रास,ಯಾತನೆ
वितरण,ವಿತರಣೆ ಮಾಡು
वितरण,ವಿತರಣೆ
जिल्हा,ಜಿಲ್ಲೆ
जिल्हा केंद्र,ಜಿಲ್ಲಾ ಕೇಂದ್ರ
त्रास,ಅಡ್ಡಿ
Ditto,ನಲಿದಾರ
विचलन,ತಿರುವು
लाभांश,ಲಾಭ
विभागणी,ವಿಭಾಗ
घटस्फोट,ವಿಚ್ or ೇದನ
डॉकेट,ಕಪ್ಪೆ
डॉक्टर,ವೈದ್ಯ
दस्तऐवज,ದಾಖಲೆಗಳು
कागदोपत्री पुरावा,ಸಾಕ್ಷ್ಯಚಿತ್ರ ಸಾಕ್ಷ್ಯ
दस्तऐवजीकरण,ದಸ್ತಾವತಿ
अधिवास,ನಿವಾಸ
अधिवास प्रमाणपत्र,ನಿವಾಸ ಪ್ರಮಾಣಪತ್ರ
प्रबळ,ಪ್ರಬಲ
देणगी,ದಾನ
डॉसियर,ತಿಕ್ಕಲ
संशयास्पद,ಅನುಮಾನಾಸ್ಪದ
कबुतराची टेलिंग,ಪಾರಿವಾಳ
डाउन ग्रेड,ಕೆಳಗಡೆ
मसुदा,ಕರಡು
मसुदा प्रत्युत्तर,ಕರಡು ಪ್ರತ್ಯುತ್ತರ
कठोर उपाय,ತೀವ್ರವಾದ ಅಳತೆ
काढा,ಸೆರೆ
ड्रॉवर,ಡ್ರಾಯರ್
रेखांकन,ಚಿತ್ರ
दुष्काळ,ಬರಗಾಲ
कोरडे जाहिरात,ಶುಷ್ಕ ಪ್ರಚಾರ
ड्युअल शुल्क,ಉಭಯಪಥ
दुहेरी नागरिकत्व,ದ್ವಿ ಪೌರತ್ವ
देय,ಕಾರಣವಾದ
देय परिश्रम,ಸರಿಯಾದ ಪರಿಶ್ರಮ
थकबाकी,ಬಾಕಿ
योग्यरित्या,ಸರಿಯಾಗಿ
नक्कल,ನಕಲು
कालावधी,ಅವಧಿ
ड्युरेस,ಬಿದ್ದು
कर्तव्य,ಕರ್ತವ್ಯ
कर्तव्य भत्ता,ಕರ್ತವ್ಯ ಭತ್ಯೆ
कर्तव्य चार्ट,ಕರ್ತವ್ಯ ಪಟ್ಟಿಯ
कर्तव्य रजा,ಕರ್ತವ್ಯ ರಜೆ
ड्यूटी रूम,ಕರ್ತವ್ಯ ಕೊಠಡಿ
मरणार घोषित,ಸಾಯುತ್ತಿರುವ ಘೋಷಣೆ
गतिशीलता,ಚಲನಶಾಸ್ತ್ರ
Sermone,ಮೊಣಕಾಲ
कमाईची रजा,ಗಳಿಸಿದ ರಜೆ
कमाई,ಗಳಿಕೆ
पर्यावरणास अनुकूल,ಪರಿಸರ ಸ್ನೇಹಿ
पर्यावरणशास्त्र,ಪರಿಸರ ವಿಜ್ಞಾನ
अर्थिक,ಆರ್ಥಿಕ
आर्थिक शोषण,ಆರ್ಥಿಕ ಶೋಷಣೆ
अर्थव्यवस्था,ಆರ್ಥಿಕತೆ
अर्थव्यवस्था वर्ग,ಆರ್ಥಿಕ ವರ್ಗ
संपादन,ಸಂಪಾದನೆ
संस्करण,ಆವೃತ್ತಿ
संपादकीय,ಸಂಪಾದಕೀಯ
शिक्षण,ಶಿಕ್ಷಣ
शैक्षणिक कारकीर्द,ಶೈಕ್ಷಣಿಕ ವೃತ್ತಿ
शैक्षणिक संस्था,ಶಿಕ್ಷಣ ಸಂಸ್ಥೆ
शैक्षणिक पात्रता,ಶೈಕ್ಷಣಿಕ ಅರ್ಹತೆ
प्रभाव,ಪರಿಣಾಮ
प्रभावी,ಪರಿಣಾಮಕಾರಿ
प्रभावी तारीख,ಹಿತ
परिणाम,ಪರಿಣಾಮ
कार्यक्षमता,ಕಾರ್ಯಕಾರಿತ್ವ
कार्यक्षमता,ಅಖಂಡತೆ
कार्यक्षम,ದಕ್ಷ
इजेक्शन,ಹೊರಹಾಕುವಿಕೆ
विस्तृत,ವಿಸ್ತಾರವಾದ
बाहेर पडला,ತಪ್ಪಿಹೋಗು
निवडलेले प्रतिनिधी,ಚುನಾಯಿತ ಪ್ರತಿನಿಧಿ
निवडणूक,ಚುನಾವಣೆ
निवडणूक महाविद्यालय,ಚುನಾವಣಾ ಕಾಲೇಜು
मतदार,ಮತದಾರಿಕೆ
विद्युतीकरण,ವಿದ್ಯುದೀಕರಣ
इलेक्ट्रॉनिक मीडिया,ವಿದ್ಯುದರ್ಚಿ ಮಾಧ್ಯಮ
प्राथमिक,ಪ್ರಾಥಮಿಕವಾಗಿ
पात्रता,ಅರ್ಹತೆ
पात्रता चाचणी,ಅರ್ಹತೆ ಪರೀಕ್ಷೆ
निर्मूलन,ತೊಡೆದುಹಾಕುವಿಕೆ
वक्तृत्व,ವಜಭಸ
लाजिरवाणे,ಮುಜುಗರ
भुयारीपणा,ದುಡುಕು
प्रतीक,ಲಾಂblemನ
एम्बॉसिंग सील,ಉಬ್ಬು ಮುದ್ರೆ
आणीबाणी,ತುರ್ತುಸ್ಥಿತಿ
