Bengali,Kannada
ক্রোমা,ಚಾಚು
ক্রোমা স্যাম্পলিং কাঠামো,ಕ್ರೋಮಾ ಮಾದರಿ ರಚನೆ
ক্রোমিনেন্স,ಕ್ರೋಮಿನಂಗೆ
সিনেমাটোগ্রাফি,Mat ಾಯಲೇಖಿ
সার্কিট,ಸುತ್ತಾಟ
সার্কিট বোর্ড,ಸುತ್ತಳತೆ
সার্কিট ব্রেকার,ಸರ್ಕ್ಯೂಟ್ ಬ್ರೇಕರ್
সার্কিট উপাদান,ಸರ್ಕ್ಯೂಟ್ ಅಂಶ
সার্কিট বদল,ಸರ್ಕ್ಯೂಟ್ ಸ್ವಿಚಿಂಗ್
সার্কিটরি,ವೃತ್ತಕಾಯಿ
বৃত্তাকার গতি,ವೃತ್ತಾಕಾರದ ಚಲನೆ
বিজ্ঞপ্তি মেরুকরণ,ವೃತ್ತಾಕಾರದ ಧ್ರುವೀಕರಣ
বিজ্ঞপ্তি স্যাটেলাইট কক্ষপথ,ವೃತ್ತಾಕಾರದ ಉಪಗ್ರಹ ಕಕ್ಷೆ
বৃত্তাকার বেগ,ವೃತ್ತಾಕಾರದ ವೇಗ
বৃত্তাকারভাবে মেরুকৃত অ্যান্টেনা,ವೃತ್ತಾಕಾರವಾಗಿ ಧ್ರುವೀಕರಿಸಿದ ಆಂಟೆನಾ
বিজ্ঞপ্তিযুক্ত মেরুকৃত সংক্রমণ,ವೃತ್ತಾಕಾರವಾಗಿ ಧ್ರುವೀಕರಿಸಿದ ಪ್ರಸರಣ
সার্কুলেটর,ಸಂಚಾರಿ
ক্ল্যাডিং,ಗಡಿಯಾರ
বাতা,ಕ್ಲಾಂಪ್
ক্ল্যাম্পিং সার্কিট,ಕ್ಲ್ಯಾಂಪ್ ಮಾಡುವ ಸರ್ಕ್ಯೂಟ್
ক্লাস এ অপারেশন,ವರ್ಗ ಎ ಕಾರ್ಯಾಚರಣೆ
ক্লাস সি সুরযুক্ত পরিবর্ধক,ವರ್ಗ ಸಿ ಟ್ಯೂನ್ಡ್ ಆಂಪ್ಲಿಫಯರ್
নির্গমন শ্রেণি,ಹೊರಸೂಸುವಿಕೆ ವರ್ಗ
শাস্ত্রীয় পদার্থবিজ্ঞান,ಶಾಸ್ತ್ರೀಯ ಭೌತಶಾಸ್ತ್ರ
শ্রেণিবদ্ধকরণ,ವರ್ಗೀಕರಣ
পরিষ্কার এজেন্ট,ಶುಚಿಗೊಳಿಸುವ ಏಜೆಂಟ್
স্পষ্ট,ಸ್ಪಷ್ಟ
চ্যানেল সাফ করুন,ಚಾನಲ್ ಅನ್ನು ತೆರವುಗೊಳಿಸಿ
ক্লিক,ಕ್ಲಿಕ್
ক্লায়েন্ট,ಗ್ರಾಹಕ
ক্লায়েন্ট সম্পর্ক (সার্ভার সম্পর্ক),ಕ್ಲೈಂಟ್ ಸಂಬಂಧ (ಸರ್ವರ್ ಸಂಬಂಧ)
ক্লিফ প্রভাব,ಬಂಡವಾಳ
ক্লিপ বোর্ড,ಬಿಲ್ಲೆ
ক্লিপিং,ಚಂಚಲವಾದ
ঘড়ির পালস,ಗಡಿಯಾರ ನಾಡಿ
ক্লকড ফ্লিপ ফ্লপ,ಗಡಿಯಾರ ಫ್ಲಿಪ್ ಫ್ಲಾಪ್
ক্লকফেসড মাইক,ಗಡಿಯಾರ ಮೈಕ್
ঘড়ি-ফ্রিকোয়েন্সি,ಗಡಿಯಾರ ಆವರ್ತನ
ক্লকওয়াইজ,ಪ್ರದಕ್ಷಿಣೆಯಾಗಿ
বন্ধ সার্কিট,ಮುಚ್ಚಿದ ಸರ್ಕ್ಯೂಟ್
বদ্ধ চক্র,ಮುಚ್ಚಿದ ಲೂಪ್
ক্লাস্টার,ಚೂರು
ক্লাস্টারিং,ಚೂರುಚೂರು
বিশৃঙ্খলা,ಬ ೦ ದೆ
বিশৃঙ্খলা ক্ষতি,ಕಾಲ್ಚೆಂಡಲ ನಷ್ಟ
আবরণ,ಲೇಪನ
কোক্সিয়াল কেবল,ಗಟ್ಟಿ ಕವಚದ ತಂತಿ
কোক্সিয়াল লাইন,ಏಕಾಕ್ಷ ರೇಖೆ
কোক্সিয়াল ট্রান্সমিশন লাইন,ಏಕಾಕ್ಷ ಪ್ರಸರಣ ಮಾರ್ಗ
সহ-চ্যানেল,ಸಹ-ಚಾನೆಲ್
সহ-চ্যানেল হস্তক্ষেপ,ಸಹ-ಚಾನಲ್ ಹಸ್ತಕ್ಷೇಪ
কোচলিয়া,ಕೋಕ್ಲಿಯಾ
কোড,ಸಂಹಿತೆ
কোড নম্বর,ಸಂಹಿತೆ
কোড হার,ಕೋಡ್ ದರ
কোড শব্দ,ಕೋಡ್ ಪದ
কোডেক (কোডিং ডিকোডিং),ಕೊಡೆಕ್ (ಕೋಡಿಂಗ್ ಡಿಕೋಡಿಂಗ್)
কোডেড অডিও,ಕೋಡೆಡ್ ಆಡಿಯೊ
কোডার,ಕೋಡರ್
কোডিং,ಕೋಡಿಂಗ್
কোডিং ডিকোডিং কৌশল,ಕೋಡಿಂಗ್ ಡಿಕೋಡಿಂಗ್ ತಂತ್ರ
কোডিং ত্রুটি,ಕೋಡಿಂಗ್ ದೋಷ
কোডিং হার,ಕಪ್ಪರೆ
কোডিং কৌশল,ಕೋಡಿಂಗ್ ತಂತ್ರ
গুণাঙ্ক,ಗುಣಕ
জবরদস্তি,ದಟ್ಟಣೆ
সুসংগত মড্যুলেশন,ಸುಸಂಬದ್ಧ ಮಾಡ್ಯುಲೇಷನ್
কয়েল,ಸುರುಳಿ
সহযোগিতা,ಸಹಯೋಗ
ধসে,ಕುಸಿತ
সংগ্রাহক,ಸಂಗ್ರಾಹಕ
সংগ্রাহক বর্তমান,ಸಂಗ್ರಾಹಕ
বেস কন্ডাক্টেন্সে সংগ্রাহক,ಮೂಲ ವಾಹಕತೆಗೆ ಸಂಗ್ರಾಹಕ
সংগ্রাহক-বেস জংশন,ಸಂಗ್ರಾಹಕ-ಬೇಸ್ ಜಂಕ್ಷನ್
রঙ,ಬಣ್ಣ
রঙ বিশ্লেষক,ಬಣ್ಣ ವಿಶ್ಲೇಷಕ
রঙ ভারসাম্য,ಬಣ್ಣ ಸಮತೋಲನ
রঙ ফেটে,ಬಣ್ಣ ಬಡಿ
রঙ চার্ট,ಬಣ್ಣ ಚಾರ್ಟ್
রঙ সংমিশ্রণ,ಬಣ್ಣ ಸಂಯೋಜನೆ
রঙ ধ্রুবক,ಬಣ್ಣ ಸ್ಥಿರ
রঙ নিয়ন্ত্রণ (ক্রোম নিয়ন্ত্রণ),ಬಣ್ಣ ನಿಯಂತ್ರಣ (ಕ್ರೋಮ್ ನಿಯಂತ್ರಣ)
রঙ গভীরতা,ಬಣ್ಣ ಆಳ
রঙ ক্লান্তি,ಬಣ್ಣಗಳ ಆಯಾಸ
রঙ ফিল্টার,ಬಣ್ಣ ಫಿಲ್ಟರ್
রঙিন কিলার সার্কিট,ಬಣ್ಣ ಕೊಲೆಗಾರ ಸರ್ಕ್ಯೂಟ್
রঙিন কাইনেসপ,ಬಣ್ಣ ಕೈನೆಸ್ಕೋಪ್
রঙ মিশ্রণ,ಬಣ್ಣ ಮಿಶ್ರಣ
রঙিন প্যাটার্ন,ಬಣ್ಣ ಮಾದರಿ
রঙ উপলব্ধি,ಬಣ್ಣ ಗ್ರಹಿಕೆ
রঙিন চিত্রের স্ক্রিন,ಬಣ್ಣ ಚಿತ್ರ ಪರದೆ
রঙ স্থান,ಬಣ್ಣ ಸ್ಥಳ
রঙ সাবকারিয়ার,ಬಣ್ಣ
রঙের তাপমাত্রা,ಬಣ್ಣ ತಾಪಮಾನ
রঙ সংক্রমণ,ಬಣ್ಣ ಹರಡುವಿಕೆ
রঙ টিউব,ಬಣ್ಣ ಕೊಳವೆ
রঙিন,ಬಣ್ಣ
বর্ণহীন,ಬಣ್ಣರಹಿತ
সংমিশ্রণ,ಸಂಯೋಜನೆ
কম্বাইনার,ಸಂಯೋಜಕ
সংমিশ্রণ প্রক্রিয়া,ಸಂಯೋಜನೆ ಪ್ರಕ್ರಿಯೆ
দহন,ದಹನ
কমান্ড,ಸ ೦ ಧಿಗೆ
শুরু,ಪ್ರಾರಂಭಿಸು
বাণিজ্যিক সম্প্রচার,ವಾಣಿಜ್ಯ ಪ್ರಸಾರ
বাণিজ্যিক টেলিভিশন,ವಾಣಿಜ್ಯ ದೂರದರ್ಶನ
সাধারণ সংগ্রাহক সার্কিট,ಸಾಮಾನ್ಯ ಸಂಗ್ರಾಹಕ ಸರ್ಕ್ಯೂಟ್
যোগাযোগ,ಸಂವಹನ
যোগাযোগ স্যাটেলাইট,ಸಂವಹನ ಉಪಗ್ರಹ
সম্প্রদায় রেডিও কেন্দ্র,ಸಮುದಾಯ ರೇಡಿಯೋ ಕೇಂದ್ರ
সম্প্রদায় রেডিও স্টেশন,ಸಮುದಾಯ ರೇಡಿಯೋ ಕೇಂದ್ರ
কমপ্যাক্ট ডিস্ক (সিডি),ಕಾಂಪ್ಯಾಕ್ಟ್ ಡಿಸ್ಕ್ (ಸಿಡಿ)
কমপ্যাক্ট ডিস্ক প্লেয়ার,ಕಾಂಪ್ಯಾಕ್ಟ್ ಡಿಸ್ಕ್ ಪ್ಲೇಯರ್
সামরিক,ಗಡಿ
তুলনা করা,ಸಂಕೋಚನ
সামঞ্জস্যতা,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
উপযুক্ত,ಹೊಂದಬಲ್ಲ
সংকলক,ಕೊಲೆಗಡುಕ
পরিপূরক,ಪೂರ್ಯ
পরিপূরক ট্রানজিস্টর,ಪೂರಕ ಟ್ರಾನ್ಸಿಸ್ಟರ್
জটিল তরঙ্গ,ಸಂಕೀರ್ಣ ಅಲೆ
উপাদান,ಅಂಶ
সংমিশ্রণ,ಸಂಯೋಜಿತ
যৌগিক সার্কিট,ಸಂಯೋಜಿತ ಸರ್ಕ್ಯೂಟ್
যৌগিক ডিজিটাল,ಸಂಯೋಜಿತ ಡಿಜಿಟಲ್
যৌগিক রেডিও ফ্রিকোয়েন্সি সিগন্যাল,ಸಂಯೋಜಿತ ರೇಡಿಯೋ ಆವರ್ತನ ಸಂಕೇತ
যৌগিক সংকেত,ಸಂಯೋಜಿತ ಸಂಕೇತ
যৌগিক ভিডিও,ಸಂಯೋಜಿತ ವೀಡಿಯೊ
যৌগিক ভিডিও সংকেত,ಸಂಯೋಜಿತ ವೀಡಿಯೊ ಸಂಕೇತ
গঠন,ಸಂಯೋಜನೆ
সংকুচিত ডেটা,ಸಂಕುಚಿತ ಡೇಟಾ
সংকুচিত ডিজিটাইজড ভিডিও,ಸಂಕುಚಿತ ಡಿಜಿಟಲೀಕರಣಗೊಂಡ ವೀಡಿಯೊ
সংকুচিত ভিডিও,ಸಂಕುಚಿತ ವೀಡಿಯೊ
সঙ্কোচন,ಸಂಕೋಚನ
সংক্ষেপণ শিল্পকর্ম,ಸಂಕೋಚನ ಕಲಾಕೃತಿ
সংকোচনের ঝুঁকি,ಸಂಕೋಚನ ಅಪಾಯ
সংক্ষেপণ কৌশল,ಸಂಕೋಚನ ತಂತ್ರ
সংক্ষেপক,ಜೋಪಾನದವ
গণনা,ಲೆಕ್ಕಾಚಾರ
কম্পিউটার,ಕಂಪ್ಯೂಟರ್
কম্পিউটার ভিত্তিক মাল্টিমিডিয়া,ಕಂಪ್ಯೂಟರ್ ಆಧಾರಿತ ಮಲ್ಟಿಮೀಡಿಯಾ
কম্পিউটার প্রোগ্রামিং,ಕಂಪ್ಯೂಟರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
কম্পিউটার প্রযুক্তি,ಕಂಪ್ಯೂಟರ್ ತಂತ್ರಜ್ಞಾನ
অবতল লেন্স,ಕಾನ್ವೆಂಟ್ ಲೆನ್ಸ್
অবতল আয়না,ಕನ್ನಡಿ
গোপন,ಮರೆತುಹೋಗುವುದು
কেন্দ্রীভূত,ಕೇಂದ್ರೀಕೃತವಾಗಿತ್ತು
একাগ্রতা,ಏಕಾಗ್ರತೆ
কেন্দ্রীভূত লেন্স,ಏಕಕೇಂದ್ರಕ ಮಸೂರ
কনডেনসার মাইক্রোফোন,ಘನವಸ್ತಮೀನ
ভারসাম্য শর্ত,ಸಮತೋಲನದ ಸ್ಥಿತಿ
চালনা,ಸಂಕುಚಿತಗೊಳಿಸುವುದು
পরিবাহিতা বর্তমান,ಕಂಡಕ್ಷನ್ ಕರೆಂಟ್
পরিবাহিতা,ವಾಹಕತೆ
কন্ডাক্টর,ವಾಹಕಕ
কনফিগারেশন,ಸಂರಚನೆ
সংযোগ,ಸಂಪರ್ಕ
সংযোগ,ಸಂಪರ್ಕೀಕರಣ
সংযোগকারী,ಸಂಪರ್ಕ
ধারাবাহিকতা,ಸ್ಥಿರತೆ
ধারাবাহিকভাবে,ಸ್ಥಿರವಾಗಿ
কনসোল,ಗಡಿ
ধ্রুবক,ನಿರಂತರ
ধ্রুবক প্রশস্ততা,ಸ್ಥಿರ ವೈಶಾಲ್ಯ
মাইক্রোফোনের সাথে যোগাযোগ করুন,ಮೈಕ್ರೊಫೋನ್ ಸಂಪರ್ಕಿಸಿ
ধারক ফর্ম্যাট,ಕಂಟೇನರ್ ಸ್ವರೂಪ
দূষণ,ಮಾಲಿನ್ಯ
বিষয়বস্তু,ಕಲೆ
সংলগ্ন,ನೆಮ್ಮದಿಯ
ধারাবাহিকতা,ನಿರಂತರತೆ
ধারাবাহিকতা বুথ,ನಿರಂತರ ಬೂತ್
ধারাবাহিকতা গিঁট,ನಿರಂತರ ಗುಬ್ಬಿ
একটানা,ನಿರಂತರ
অবিচ্ছিন্ন চাপ,ನಿರಂತರ ಚಾಪ
অবিচ্ছিন্ন তরঙ্গ,ನಿರಂತರ ಅಲೆ
কনট্যুর লাইন,ಬಾಹ್ಯರೇಖೆ
কনট্যুর পরিকল্পনা,ಬಾಹ್ಯರೇಖೆಯ ಯೋಜನೆ
চুক্তি,ಒಪ್ಪಂದ
সংকোচন,ದೂಷಣೆ
বৈপরীত্য অনুপাত,ವ್ಯತಿರಿಕ್ತ ಅನುಪಾತ
নিয়ন্ত্রণ বর্তনী,ನಿಯಂತ್ರಣ ವಿವರಣೆ
বৈদ্যুতিন নিয়ন্ত্রণ করুন,ನಿಯಂತ್ರಿತ ವಿದ್ಯುದ್ವಾರ
নিয়ন্ত্রণ সরঞ্জাম,ನಿಯಂತ್ರಣ ಉಪಕರಣಗಳು
গ্রিড নিয়ন্ত্রণ করুন,ನಿಯಂತ್ರಣ ಗ್ರಿಡ್
নিয়ন্ত্রণ লাইন,ನಿಯಂತ್ರಣ ಮಾರ್ಗ
নিয়ন্ত্রণ প্যানেল,ನಿಯಂತ್ರಣಫಲಕ
নিয়ন্ত্রণ কক্ষ,ನಿಯಂತ್ರಣ ಕೊಠಡಿ
নিয়ন্ত্রণ টেবিল,ನಿಯಂತ್ರಣ ಮೇಜು
নিয়ন্ত্রণ টাওয়ার,ನಿಯಂತ್ರಣ ಗೋಪುರ
নিয়ামক,ನಿಯಂತ್ರಕ
রূপান্তর,ಒಮ್ಮುಖವಾಗುವಿಕೆ
কনভারজেন্ট লেন্স,ಒಮ್ಮುಖ ಮಸೂರ
রূপান্তরকারী,ವರ್ಗಾಯಿಸುವವನು
উত্তল লেন্স,ಪೀನ ಮಸೂರ
সমঝোতা,ಕಣ್ಗಾವಲು
কনভোলিউশন কোডড,ಕನ್ವಲ್ಯೂಷನ್ ಕೋಡೆಡ್
কনভোলিউশনাল ইন্টারলিভ,ಕನ್ವಿಲ್ಯೂಶನಲ್ ಇಂಟರ್ಲೀವ್
কনভোলিউশনাল ইন্টারলিভিং,ಕನ್ವಿರಚಲ್ ಇಂಟರ್ಲೀವಿಂಗ್
কুকি,ಕುಕೀ
কুকিয়ার,ಕನ್ನಡಿಯ
Coprocessor,ನಿಷೇಧಕ
কর্ড,ಹಗ್ಗ
করোনা,ಕರೋನ
করোনার স্রাব,ಕರೋನ
পারস্পরিক সম্পর্ক,ಪರಸ್ಪರ
কোসাইন উপাদান,ಕಾಸಿನ್ ಘಟಕ
কোসাইন ওয়েভ,ಕಾಸಿನ್ ತರಂಗ
মহাজাগতিক শব্দ,ಕಾಸ್ಮಿಕ್ ಶಬ್ದ
কাউন্টার,ಪ್ರತಿಕೂಲತೆ
ঘড়ির কাঁটার বিপরীতে,ಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ
কাপলার,ಕಪಾಟು
কাপলিং,ಜೋಡಣೆ
কাপলিং কনডেনসার,ಕಪ್ಲಿಂಗ್ ಕಂಡೆನ್ಸರ್
কাপলিং নেটওয়ার্ক,ಜೋಡಣೆ ನೆಟ್‌ವರ್ಕ್
কাপলিং প্রতিরোধের,ಜೋಡಣೆ ಪ್ರತಿರೋಧ
সমযোজী বন্ধন,ಕೋವೆಲನ್ಸಿಯ ಬಂಡಿ
কভারেজ,ವ್ಯಾಪ್ತಿ
ক্র্যাশ,ಅಪಘಾತ
সমালোচনামূলক ব্যান্ড,ವಿಮರ್ಶಕರ ತಂಡ
গুরুতর অবস্থায়,ವಿಮರ್ಶೆ
সমালোচনামূলক কাপলিং,ವಿಮರ್ಶಾತ್ಮಕ ಜೋಡಣೆ
সমালোচনামূলক ফ্রিকোয়েন্সি,ನಿರ್ಣಾಯಕ ಆವರ್ತನ
সমালোচনামূলক প্যারামিটার,ವಿಮರ್ಶಾತ್ಮಕ ನಿಯತಾಂಕ
কুমির ক্লিপ,ಮೊಸಳೆ ಕ್ಲಿಪ್
ক্রস বিবর্ণ,ಅಡ್ಡ ಮರೆಯಾಗುತ್ತಿರುವ
ক্রস মড্যুলেশন,ಅಡ್ಡಕತ್ತು
ক্রস টক,ಅಡ್ಡ ಮಾತುಕತೆ
ক্রসফ্যাড,ಅಡ್ಡನಡು
ক্রিপ্টোগ্রাফি,ಕ್ರಿಪ್ಟೋಗ್ರಫಿ
স্ফটিক,ಸ್ಫಟಿಕ
স্ফটিক ফিল্টার,ಸ್ಫಟಿಕ ಫಿಲ್ಟರ್
কিউ,ಸೂಚನೆ
কিউ চিহ্ন,ಕ್ಯೂ ಗುರುತುಗಳು
কিউইং ডিভাইস,ಕ್ಯೂಯಿಂಗ್ ಸಾಧನ
বর্তমান ড্রেন,ಪ್ರಸ್ತುತ
বর্তমান মিটার,ಪ್ರಸ್ತುತ ಮೀಟರ್
বর্তমান ট্রান্সফরমার,ಪ್ರಸ್ತುತ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
কার্সার,ಕರ್ಸರ್
বক্ররেখা,ಉರುಳು
ফ্রিকোয়েন্সি কেটে ফেলুন,ಆವರ್ತನವನ್ನು ಕತ್ತರಿಸಿ
কাটার,ಕಟ್ಟುವವನು
সাইবার ক্যাফে,ಸೈಬರ್ ಕೆಫೆ
সাইবার নিরাপত্তা,ಸೈಬರ್ ಭದ್ರತೆ
সাইবার স্পেস,ಸೈಬರ್ ಜಾಗ
সাইকেল,ಚಕ್ರ
চক্রীয়,ಆವರ್ತಕ
ডিসি উপাদান,ಡಿಸಿ. ಅಂಶ
ডিসি প্লেট পাওয়ার,ಡಿಸಿ. ತಟ್ಟೆಯ ಶಕ್ತಿ
ডিসি পুন: প্রতিষ্ঠা,ಡಿಸಿ. ಪುನಃಸ್ಥಾಪನೆ
ড্যাম্পার ডায়োড,ಡಯೋಡೆ
স্যাঁতসেঁতে,ತೇವಗೊಳಿಸುವ
অন্ধকার,ಕತ್ತಲೆ
ডেটা,ದತ್ತ
ডেটা সম্প্রচার,ದತ್ತಾಂಶ ಪ್ರಸಾರ
তথ্য সংকোচন,ದತ್ತಾಂಶ ಸಂಕೋಚನ
ডেটা ড্রিলিং,ದತ್ತಾಂಶ ಕೊರೆಯುವ
তথ্য এনক্রিপশন,ದತ್ತಾಂಶ ಗೂ r ನಿಶ್ಚಯ
আমার স্নাতকের,ದತ್ತಾಂಶಗಳು
ডেটা হ্যান্ডলিং,ದತ್ತಾಂಶ ನಿರ್ವಹಣೆ
ডেটা মাইনিং,ದತ್ತಾಂಶ ಗಣಿಗಾರಿಕೆ
তথ্য প্রক্রিয়াজাতকরণ,ಮಾಹಿತಿ ಸಂಸ್ಕರಣೆ
ডাটা প্রসেসর,ದತ್ತಾಂಶ ಸಂಸ್ಕಾರಕ
ডেটা হ্রাস বিট সিস্টেম,ಡೇಟಾ ಕಡಿಮೆಯಾಗಿದೆ ಬಿಟ್ ಸಿಸ್ಟಮ್
তথ্য সেবা,ದತ್ತಾಂಶ ಸೇವೆ
তথ্য তালিকা,ಮಾಹಿತಿಯ ಕಾಗದ
তথ্য ভান্ডার,ದತ್ತಾಂಶ ಸಂಗ್ರಹಣೆ
তথ্য প্রবাহ,ದತ್ತಾಂಶಗಳು
ডেটা রূপান্তর,ದತ್ತಾಂಶ ಪರಿವರ್ತನೆ
ডেটা ট্রান্সমিশন,ದತ್ತಾಂಶ ಪ್ರಸಾರ
তথ্যশালা,ದತ್ತಸಂಚಯ
ডেটাকাস্টিং,ದತ್ತಸೇಂದ್ರಿ
ডেটাগ্রাম,ದಟ್ಗ್ರಾಮ್
ডিবি মিটার,ಡಿಬಿ ಮೀಟರ್
মৃত বায়ু,ಭೀಕರ ಗಾಳಿ
মৃত শর্ট সার্কিট,ಸತ್ತ ಶಾರ್ಟ್ ಸರ್ಕ್ಯೂಟ್
ডেড স্পট,ಜಡ ಸ್ಥಾನ
অচলাবস্থা,ಅಸ್ತವ್ಯಸ್ತತೆ
ডিবাগ প্রোগ্রাম,ಡೀಬಗ್ ಕಾರ್ಯಕ್ರಮ
ডিবাগিং,ಡೀಗಗ್ ಮಾಡುವುದು
শব্দ ক্ষয়,ಧ್ವನಿಯ ಕೊಳೆತ
ডেসিবেল (ডিবি),ಡೆಸಿಬೆಲ್ (ಡಿಬಿ)
দশমিক,ದಶಮಾನ
দশমিক কোড,ದಶಮಾಂಶ ಸಂಕೇತ
দশমিক অঙ্ক,ದಶಮಾಂಶ ಅಂಕಿಯ
ডেসিফারিং,ಅರ್ಥಚಕರ್ಯ
ডিকোডার,ಡಿಕೋಡರ್
ডিকোডিং,ಡಿಕೋಡಿಂಗ್
ডিজিটাল সংক্রমণে ডিকোডিং,ಡಿಜಿಟಲ್ ಪ್ರಸರಣದಲ್ಲಿ ಡಿಕೋಡಿಂಗ್
ডিকম্প্রেশন,ತಗ್ಗಿಸು
ডিকোপলিং,ಡಕ್ಯುಲಿಂಗ
ডিকোপলিং সার্কিট,ಸರ್ಕ್ಯೂಟ್
ডিকোপলিং নেটওয়ার্ক,ಡಿಕೌಪ್ಲಿಂಗ್ ನೆಟ್‌ವರ್ಕ್
ডিক্রিপশন,ನಿರ್ಣಾಯಕತೆ
ডেডিকেটেড লাইন,ಸಮರ್ಪಿತ ಸಾಲು
ডি-এমবেডিং,ಕಬ್ಬಿಣದ
ডি-জোর,ಒತ್ತು
ডিফল্ট,ಗಡಿಬಿಡಿ
গুণমান ত্রুটি,ಗುಣಮಟ್ಟದಲ್ಲಿ ದೋಷ
ত্রুটিযুক্ত,ದೋಷಯುಕ್ತ
ত্রুটিযুক্ত ইউনিট,ದೋಷಯುಕ್ತ ಘಟಕ
সংজ্ঞা,ವಿವರಣೆ
ডিফ্লেশন,ತಿರುಗುವಿಕೆ
বিকৃতি,ವಿರೂಪ
ডিফ্র্যাগমেন্টেশন,ವಿರೂಪಗೊಳಿಸುವಿಕೆ
ডি-গাউসিং কয়েল,ಡಿ-ಗೇಸಿಂಗ್ ಕಾಯಿಲ್
ডিগ্রি,ಪದ
ডি-ইন্টারলিভার,ಅಂತರ್ವರ್ಧಕ
বিলম্ব লাইন,ವಿಳಂಬ ರೇಖೆ
বিলম্ব সময়,ವಿಳಂಬ ಸಮಯ
বিলম্বিত ফ্রেম মেমরি,ವಿಳಂಬವಾದ ಫ್ರೇಮ್ ಮೆಮೊರಿ
বিলম্বিত স্ক্যানিং,ವಿಳಂಬವಾದ ಸ್ಕ್ಯಾನಿಂಗ್
বিলম্বিত সিঙ্ক্রোনাইজেশন সংকেত,ವಿಳಂಬ ಸಿಂಕ್ರೊನೈಸೇಶನ್ ಸಿಗ್ನಲ್
বিতরণ,ವಿತರಣೆ
বিতরণ ব্যবস্থাপনা,ವಿತರಣಾ ವ್ಯವಸ್ಥೆ
ডিমোডুলেশন,ಅಪಹರಣ
ডেমোডুলেটর কার্ড,ಡಿಮೋಡ್ಯುಲೇಟರ್ ಕಾರ್ಡ್
ডেমাল্টিপ্লেক্সার,ಕಸಾಯಿಖಾನೆ
মাঠের গভীরতা,ಕ್ಷೇತ್ರದ ಆಳ
অবতরণ,ಅವರೋಹಣ
নকশার সবিস্তার বিবরণী,ವಿನ್ಯಾಸ ವಿವರಣೆ
ডেস্কটপ,ಮೇಜಿನ
ডিটেক্টর আউটপুট,ಪತ್ತೆಕಾರಕ ಉತ್ಪಾದನೆ
বিচ্যুতি,ವಿಚಲನ
যন্ত্র,ಸಾಧನ
ডিভাইস ড্রাইভার,ಸಾಧನ ಚಾಲಕ
কারণ নির্ণয়,ರೋಗ
চিত্র,ರೇಖಾಚಿತ್ರ
ডায়ালগ ট্র্যাক,ಸಂವಾದ ಟ್ರ್ಯಾಕ್
ব্যাস মোড,ವ್ಯಾಸದ ಕ್ರಮ
ডায়মন্ড স্টাইলাস,ವಜ್ರದ ಸ್ಟೈಲಸ್
ডায়াফ্রাম,ವೇಷಭೂಷಣ
ডায়াফ্রাম্যাটিক শোষণকারী,ಡಯಾಫ್ರಾಗ್ಮ್ಯಾಟಿಕ್ ಅಬ್ಸಾರ್ಬರ್
ডাইচোটিক শ্রবণ,ದ್ವಂದ್ವ ಬಾಂಧವ್ಯ
ডাইলেট্রিক,ಅಂಧನ
ডাইলেট্রিক ব্রেক- ডাউন,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಬ್ರೇಕ್- ಡೌನ್
ডাইলেট্রিক ক্ষতি,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ನಷ್ಟ
পার্থক্য ফ্রিকোয়েন্সি,ವ್ಯತ್ಯಾಸ ಆವರ್ತನ
পার্থক্য ফ্রিকোয়েন্সি বিকৃতি (ডিএফডি),ವ್ಯತ್ಯಾಸ ಆವರ್ತನ ಅಸ್ಪಷ್ಟತೆ (ಡಿಎಫ್‌ಡಿ)
পার্থক্য টোন,ವ್ಯತ್ಯಾಸ ಸ್ವರ
ডিফারেনশিয়াল এম্প্লিফায়ার,ಭೇದಾತ್ಮಕ ವರ್ಧಕ
বিচ্ছুরণ,ಸಂಧಿಸುವಿಕೆ
ডিফিউজার,ಹರಡುವವನು
অঙ্ক,ಅಂಕ
ডিজিটাল,ಒಂದು ಬಗೆಯ
ডিজিটাল আর্টিফ্যাক্ট,ಅಂಕಿ
ডিজিটাল অডিও,ಡಿಪಾರ್ಟಿ
ডিজিটাল অডিও ফিল্টার,ಡಿಜಿಟಲ್ ಆಡಿಯೊ ಫಿಲ್ಟರ್
ডিজিটাল অডিও ওয়ার্ক স্টেশন,ಡಿಜಿಟಲ್ ಆಡಿಯೊ ಕಾರ್ಯ ಕೇಂದ್ರ
ডিজিটাল ক্যামেরা,ಡಿಜಿಟಲ್ ಕ್ಯಾಮರಾ
ডিজিটাল কম্পিউটার,ಅಭಿವೃದ್ಧಿ ಕಂಪ್ಯೂಟರ್
ডিজিটাল ডেটা,ಅಂಕಿ
ডিজিটাল সম্পাদনা,ಅಂಕಿ ಸಂಪಾದನೆ
ডিজিটাল এক্সাইটার,ಡಿಫೀಟರ್
ডিজিটাল ফিল্টার,ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್
