Bengali,English
কোক্সিয়াল কেবল,Coaxial cable
কোক্সিয়াল লাইন,Coaxial line
কোক্সিয়াল ট্রান্সমিশন লাইন,Coaxial transmission line
সহ-চ্যানেল,Co-channel
সহ-চ্যানেল হস্তক্ষেপ,Co-channel interference
কোচলিয়া,Cochlea
কোড,Code
কোড নম্বর,Code number
কোড হার,Code rate
কোড শব্দ,Code word
কোডেক (কোডিং ডিকোডিং),Codec (coding decoding)
কোডেড অডিও,Coded audio
কোডার,Coder
কোডিং,Coding
কোডিং ডিকোডিং কৌশল,Coding decoding technique
কোডিং ত্রুটি,Coding error
কোডিং হার,Coding rate
কোডিং কৌশল,Coding technique
গুণাঙ্ক,Coefficient
জবরদস্তি,Coercivity
সুসংগত মড্যুলেশন,Coherent modulation
কয়েল,Coil
সহযোগিতা,Collaboration
ধসে,Collapse
সংগ্রাহক,Collector
সংগ্রাহক বর্তমান,Collector current
বেস কন্ডাক্টেন্সে সংগ্রাহক,Collector to base conductance
সংগ্রাহক-বেস জংশন,Collector-base junction
রঙ,Colour
রঙ বিশ্লেষক,Colour analyzer
রঙ ভারসাম্য,Colour balance
রঙ ফেটে,Colour burst
রঙ চার্ট,Colour chart
রঙ সংমিশ্রণ,Colour combination
রঙ ধ্রুবক,Colour constant
রঙ নিয়ন্ত্রণ (ক্রোম নিয়ন্ত্রণ),Colour control      (chrome control)
রঙ গভীরতা,Colour depth
রঙ ক্লান্তি,Colour fatigue
রঙ ফিল্টার,Colour filter
রঙিন কিলার সার্কিট,Colour killer circuit
রঙিন কাইনেসপ,Colour kinescope
রঙ মিশ্রণ,Colour mixer
রঙিন প্যাটার্ন,Colour pattern
রঙ উপলব্ধি,Colour perception
রঙিন চিত্রের স্ক্রিন,Colour picture screen
রঙ স্থান,Colour space
রঙ সাবকারিয়ার,Colour subcarrier
রঙের তাপমাত্রা,Colour temperature
রঙ সংক্রমণ,Colour transmission
রঙ টিউব,Colour tube
রঙিন,Colouration
বর্ণহীন,Colourless
সংমিশ্রণ,Combination
কম্বাইনার,Combiner
সংমিশ্রণ প্রক্রিয়া,Combining process
দহন,Combustion
কমান্ড,Command
শুরু,Commencement
বাণিজ্যিক সম্প্রচার,Commercial broadcasting
বাণিজ্যিক টেলিভিশন,Commercial television
সাধারণ সংগ্রাহক সার্কিট,Common collector circuit
যোগাযোগ,Communication
যোগাযোগ স্যাটেলাইট,Communication satellite
সম্প্রদায় রেডিও কেন্দ্র,Community radio centre
সম্প্রদায় রেডিও স্টেশন,Community radio station
কমপ্যাক্ট ডিস্ক (সিডি),Compact disc (CD)
কমপ্যাক্ট ডিস্ক প্লেয়ার,Compact disc player
সামরিক,Compander
তুলনা করা,Companding
সামঞ্জস্যতা,Compatibility
উপযুক্ত,Compatible
সংকলক,Compiler
পরিপূরক,Complementary
পরিপূরক ট্রানজিস্টর,Complementary transistor
জটিল তরঙ্গ,Complex wave
উপাদান,Component
সংমিশ্রণ,Composite
যৌগিক সার্কিট,Composite circuit
যৌগিক ডিজিটাল,Composite digital
যৌগিক রেডিও ফ্রিকোয়েন্সি সিগন্যাল,Composite radio frequency signal
যৌগিক সংকেত,Composite signal
যৌগিক ভিডিও,Composite video
যৌগিক ভিডিও সংকেত,Composite video signal
গঠন,Composition
সংকুচিত ডেটা,Compressed data
সংকুচিত ডিজিটাইজড ভিডিও,Compressed digitized video
সংকুচিত ভিডিও,Compressed video
সঙ্কোচন,Compression
সংক্ষেপণ শিল্পকর্ম,Compression artifact
সংকোচনের ঝুঁকি,Compression hazard
সংক্ষেপণ কৌশল,Compression technique
সংক্ষেপক,Compressor
গণনা,Compute
কম্পিউটার,Computer
কম্পিউটার ভিত্তিক মাল্টিমিডিয়া,Computer based multimedia
কম্পিউটার প্রোগ্রামিং,Computer programming
কম্পিউটার প্রযুক্তি,Computer technology
অবতল লেন্স,Concave lens
অবতল আয়না,Concave mirror
গোপন,Concealment
কেন্দ্রীভূত,Concentrated
একাগ্রতা,Concentration
কেন্দ্রীভূত লেন্স,Concentric lens
কনডেনসার মাইক্রোফোন,Condenser microphone
ভারসাম্য শর্ত,Condition of equilibrium
চালনা,Conduction
পরিবাহিতা বর্তমান,Conduction current
পরিবাহিতা,Conductivity
কন্ডাক্টর,Conductor
কনফিগারেশন,Configuration
সংযোগ,Connection
সংযোগ,Connectivity
সংযোগকারী,Connector
ধারাবাহিকতা,Consistency
ধারাবাহিকভাবে,Consistently
কনসোল,Console
ধ্রুবক,Constant
ধ্রুবক প্রশস্ততা,Constant  amplitude
মাইক্রোফোনের সাথে যোগাযোগ করুন,Contact microphone
ধারক ফর্ম্যাট,Container format
দূষণ,Contamination
বিষয়বস্তু,Content
সংলগ্ন,Contiguous
ধারাবাহিকতা,Continuity
ধারাবাহিকতা বুথ,Continuity booth
ধারাবাহিকতা গিঁট,Continuity knob
একটানা,Continuous
অবিচ্ছিন্ন চাপ,Continuous arc
অবিচ্ছিন্ন তরঙ্গ,Continuous wave
কনট্যুর লাইন,Contour line
কনট্যুর পরিকল্পনা,Contour plan
চুক্তি,Contract
সংকোচন,Contraction
বৈপরীত্য অনুপাত,Contrast ratio
নিয়ন্ত্রণ বর্তনী,Control circuit
বৈদ্যুতিন নিয়ন্ত্রণ করুন,Control electrode
নিয়ন্ত্রণ সরঞ্জাম,Control equipment
গ্রিড নিয়ন্ত্রণ করুন,Control grid
নিয়ন্ত্রণ লাইন,Control line
নিয়ন্ত্রণ প্যানেল,Control panel
নিয়ন্ত্রণ কক্ষ,Control room
নিয়ন্ত্রণ টেবিল,Control table
নিয়ন্ত্রণ টাওয়ার,Control tower
নিয়ামক,Controller
রূপান্তর,Convergence
কনভারজেন্ট লেন্স,Convergent lens
রূপান্তরকারী,Convertor
উত্তল লেন্স,Convex lens
সমঝোতা,Convolution
কনভোলিউশন কোডড,Convolution coded
কনভোলিউশনাল ইন্টারলিভ,Convolutional interleave
কনভোলিউশনাল ইন্টারলিভিং,Convolutional interleaving
কুকি,Cookie
কুকিয়ার,Cookier
Coprocessor,Coprocessor
কর্ড,Cord
করোনা,Corona
করোনার স্রাব,Corona discharge
পারস্পরিক সম্পর্ক,Correlation
কোসাইন উপাদান,Cosine component
কোসাইন ওয়েভ,Cosine wave
মহাজাগতিক শব্দ,Cosmic noise
কাউন্টার,Counter
ঘড়ির কাঁটার বিপরীতে,Counter clockwise
কাপলার,Coupler
কাপলিং,Coupling
কাপলিং কনডেনসার,Coupling condenser
কাপলিং নেটওয়ার্ক,Coupling network
কাপলিং প্রতিরোধের,Coupling resistance
সমযোজী বন্ধন,Covalent bond
কভারেজ,Coverage
ক্র্যাশ,Crash
সমালোচনামূলক ব্যান্ড,Critical band
গুরুতর অবস্থায়,Critical condition
সমালোচনামূলক কাপলিং,Critical coupling
সমালোচনামূলক ফ্রিকোয়েন্সি,Critical frequency
সমালোচনামূলক প্যারামিটার,Critical parameter
কুমির ক্লিপ,Crocodile clip
ক্রস বিবর্ণ,Cross fading
ক্রস মড্যুলেশন,Cross modulation
ক্রস টক,Cross talk
ক্রসফ্যাড,Crossfade
ক্রিপ্টোগ্রাফি,Cryptography
স্ফটিক,Crystal
স্ফটিক ফিল্টার,Crystal filter
কিউ,Cue
কিউ চিহ্ন,Cue marks
কিউইং ডিভাইস,Cueing device
বর্তমান ড্রেন,Current drain
বর্তমান মিটার,Current meter
বর্তমান ট্রান্সফরমার,Current transformer
কার্সার,Cursor
বক্ররেখা,Curve
ফ্রিকোয়েন্সি কেটে ফেলুন,Cut off frequency
কাটার,Cutter
সাইবার ক্যাফে,Cyber cafe
সাইবার নিরাপত্তা,Cyber security
সাইবার স্পেস,Cyber space
সাইকেল,Cycle
চক্রীয়,Cyclic
ডিসি উপাদান,D.c. component
ডিসি প্লেট পাওয়ার,D.c. plate power
ডিসি পুন: প্রতিষ্ঠা,D.c. restoration
ড্যাম্পার ডায়োড,Damper diode
স্যাঁতসেঁতে,Damping
অন্ধকার,Dark
ডেটা,Data
ডেটা সম্প্রচার,Data broadcasting
তথ্য সংকোচন,Data compression
ডেটা ড্রিলিং,Data drilling
তথ্য এনক্রিপশন,Data encryption
আমার স্নাতকের,Data file
ডেটা হ্যান্ডলিং,Data handling
ডেটা মাইনিং,Data mining
তথ্য প্রক্রিয়াজাতকরণ,Data processing
ডাটা প্রসেসর,Data processor
ডেটা হ্রাস বিট সিস্টেম,Data reduced bit system
তথ্য সেবা,Data service
তথ্য তালিকা,Data sheet
তথ্য ভান্ডার,Data storage
তথ্য প্রবাহ,Data stream
ডেটা রূপান্তর,Data transformation
ডেটা ট্রান্সমিশন,Data transmission
তথ্যশালা,Database
ডেটাকাস্টিং,Datacasting
ডেটাগ্রাম,Datagram
ডিবি মিটার,DB meter
মৃত বায়ু,Dead air
মৃত শর্ট সার্কিট,Dead short circuit
ডেড স্পট,Dead spot
অচলাবস্থা,Deadlock
ডিবাগ প্রোগ্রাম,Debug programme
ডিবাগিং,Debugging
শব্দ ক্ষয়,Decay of sound
ডেসিবেল (ডিবি),Decibel (dB)
দশমিক,Decimal
দশমিক কোড,Decimal code
দশমিক অঙ্ক,Decimal digit
ডেসিফারিং,Deciphering
ডিকোডার,Decoder
ডিকোডিং,Decoding
ডিজিটাল সংক্রমণে ডিকোডিং,Decoding in digital transmission
ডিকম্প্রেশন,Decompression
ডিকোপলিং,Decoupling
ডিকোপলিং সার্কিট,Decoupling circuit
ডিকোপলিং নেটওয়ার্ক,Decoupling network
ডিক্রিপশন,Decryption
ডেডিকেটেড লাইন,Dedicated line
ডি-এমবেডিং,De-embedding
ডি-জোর,De-emphasis
ডিফল্ট,Default
গুণমান ত্রুটি,Defect in quality
ত্রুটিযুক্ত,Defective
ত্রুটিযুক্ত ইউনিট,Defective unit
সংজ্ঞা,Definition
ডিফ্লেশন,Deflection
বিকৃতি,Deformation
ডিফ্র্যাগমেন্টেশন,Defragmentation
ডি-গাউসিং কয়েল,De-gaussing coil
ডিগ্রি,Degree
ডি-ইন্টারলিভার,De-interleaver
বিলম্ব লাইন,Delay line
বিলম্ব সময়,Delay time
বিলম্বিত ফ্রেম মেমরি,Delayed frame memory
বিলম্বিত স্ক্যানিং,Delayed scanning
বিলম্বিত সিঙ্ক্রোনাইজেশন সংকেত,Delayed synchronization signal
বিতরণ,Delivery
বিতরণ ব্যবস্থাপনা,Delivery system
ডিমোডুলেশন,Demodulation
ডেমোডুলেটর কার্ড,Demodulator card
ডেমাল্টিপ্লেক্সার,Demultiplexer
মাঠের গভীরতা,Depth of field
অবতরণ,Descending
নকশার সবিস্তার বিবরণী,Design specification
ডেস্কটপ,Desktop
ডিটেক্টর আউটপুট,Detector output
বিচ্যুতি,Deviation
যন্ত্র,Device
ডিভাইস ড্রাইভার,Device driver
কারণ নির্ণয়,Diagnostics
চিত্র,Diagram
ডায়ালগ ট্র্যাক,Dialog track
ব্যাস মোড,Diameteral mode
ডায়মন্ড স্টাইলাস,Diamond stylus
ডায়াফ্রাম,Diaphragm
ডায়াফ্রাম্যাটিক শোষণকারী,Diaphragmatic absorber
ডাইচোটিক শ্রবণ,Dichotic listening
ডাইলেট্রিক,Dielectric
ডাইলেট্রিক ব্রেক- ডাউন,Dielectric break- down
ডাইলেট্রিক ক্ষতি,Dielectric loss
পার্থক্য ফ্রিকোয়েন্সি,Difference frequency
পার্থক্য ফ্রিকোয়েন্সি বিকৃতি (ডিএফডি),Difference frequency distortion (DFD)
পার্থক্য টোন,Difference tone
ডিফারেনশিয়াল এম্প্লিফায়ার,Differential amplifier
বিচ্ছুরণ,Diffraction
ডিফিউজার,Diffuser
অঙ্ক,Digit
ডিজিটাল,Digital
ডিজিটাল আর্টিফ্যাক্ট,Digital artifact
ডিজিটাল অডিও,Digital audio
ডিজিটাল অডিও ফিল্টার,Digital audio filter
ডিজিটাল অডিও ওয়ার্ক স্টেশন,Digital audio work station
ডিজিটাল ক্যামেরা,Digital camera
ডিজিটাল কম্পিউটার,Digital computer
ডিজিটাল ডেটা,Digital data
ডিজিটাল সম্পাদনা,Digital editing
ডিজিটাল এক্সাইটার,Digital exciter
ডিজিটাল ফিল্টার,Digital filter
ডিজিটাল ফ্রেম সিঙ্ক্রোনাইজার,Digital frame synchronizer
ডিজিটাল heritage তিহ্য,Digital heritage
ডিজিটাল চিত্র,Digital image
ডিজিটাল লাইব্রেরি,Digital library
ডিজিটাল মিটার,Digital meter
ডিজিটাল মড্যুলেশন,Digital modulation
ডিজিটাল মাল্টিপ্লেক্স,Digital multiplex
ডিজিটাল নেটওয়ার্ক,Digital network
ডিজিটাল ফলাফল,Digital output
ডিজিটাল প্লেব্যাক,Digital playback
ডিজিটাল রেডিও মন্ডিয়াল (ডিআরএম),Digital Radio Mondiale (DRM)
ডিজিটাল রেকর্ডিং,Digital recording
ডিজিটাল বিপ্লব,Digital revolution
ডিজিটাল সিগন্যাল,Digital signal
ডিজিটাল সিগন্যাল প্রসেসিং (ডিএসপি),Digital signal processing (DSP)
ডিজিটাল স্বাক্ষর,Digital signature
ডিজিটাল প্রযুক্তি,Digital technology
অ্যানালগ রূপান্তরকারী ডিজিটাল,Digital to analog converter
ডিজিটাল ভিডিও,Digital video
ডিজিটাল ভোল্টমিটার,Digital voltmeter
ডিজিটালাইজেশন,Digitalization
ডিজিটাইজেশন,Digitization
ডিজিটাইজড ভিডিও,Digitized video
ডিজিটাইজার,Digitizer
ম্লান,Dim
মাত্রা,Dimension
ডিমার,Dimmer
ডায়োড,Diode
ডুব,Dip
ডিপ্লেক্সার,Diplexer
ডিপোল অ্যান্টেনা,Dipole antenna
সরাসরি সম্প্রচার,Direct broadcast
সরাসরি কারেন্ট (ডি সি),Direct current (d c)
সরাসরি বাছাই,Direct pick up
সরাসরি পড়ার যন্ত্র,Direct reading instrument
সরাসরি রেকর্ডিং,Direct recording
দিকনির্দেশক অ্যান্টেনা,Directional antenna
দিকনির্দেশক কাপলার,Directional coupler
দিকনির্দেশক মাইক্রোফোন,Directional microphone
নির্দেশিকা,Directivity
ডিরেক্টরি,Directory
অক্ষম করুন,Disable
ডিস্ক অ্যান্টেনা,Disc antenna
ডিস্ক ভিত্তিক স্টোরেজ,Disc based storage
বিচ্ছিন্ন,Discrete
ডিস্ক,Disk
তথ্য ধারণ করে যে চাকতি,Disk drive
ডিস্ক কোটা,Disk quota
ডিস্কেট,Diskette
স্থানচ্যুতি,Dislocation
বিচ্ছুরণ,Dispersion
উত্পাটন,Displacement
প্রদর্শন,Display
প্রদর্শন ইউনিট (কনসোল),Display unit (console)
অপচয়,Dissipation
বিচ্ছিন্নতা,Dissonance
বিশুদ্ধ পানি,Distilled water
বিকৃতি,Distortion
বিতরণ,Distribution
বিতরণ পরিবর্ধক,Distribution amplifier
বিভাগ,Division
বিভাজক,Divisor
নথি,Document
Dolby ডিজিটাল,Dolby digital
ডোমেইন,Domain
ডোমেন নিয়ন্ত্রক,Domain controller
ডপলার এফেক্ট,Doppler effect
ডাবল মেরু (ডিপোল),Double pole (dipole)
ডাবল মেরু একক থ্রো সুইচ,Double pole single throw switch
ডাবল পার্শ্বযুক্ত ডিস্ক,Double sided disk
ডাবল্ট,Doublet
ডাউন ওয়েভ ডাউন,Down coming wave
ডাউন স্ট্রিম,Down stream
ডাউনলিংক,Downlink
ডাউনলোড,Download
ডাউনলোড করা,Downloading
অঙ্কন,Drawing
ড্রিলিং বিট,Drilling bit
ড্রিলিং মেশিন,Drilling machine
ড্রাইভ,Drive
ড্রাম,Drum
শুকনো বাল্ব তাপমাত্রা,Dry bulb temperature
শুকনো সেল,Dry cell
শুকনো সোল্ডার,Dry solder
দ্বৈত চ্যানেল মোড,Dual channel mode
ডাবিং,Dubbing
ডুড,Dud
ডাম্প,Dump
দ্বৈত,Duplex
সময়কাল,Duration
ধুলো,Dust
ডাস্ট বাগ,Dust bug
ধুলা প্রমাণ,Dust proof
ডাস্টার,Duster
গতিশীল,Dynamic
গতিশীল বিট বরাদ্দ,Dynamic bit allocation
গতিশীল ইন্টারমোডুলেশন বিকৃতি (ডিম),Dynamic intermodulation distortion (DIM)
গতিশীল পরিমাণ,Dynamic quantization
গতিশীল পরিসীমা,Dynamic range
গতিশীল পরিসীমা নিয়ন্ত্রণ,Dynamic range control
ডায়নামো,Dynamo
কানের ফোন,Ear phone
পৃথিবী,Earth
পৃথিবী বাল্জ,Earth bulge
পৃথিবী প্রতিরোধ,Earth resistance
আর্থ রড,Earth rod
আর্থ স্যাটেলাইট,Earth satellite
আর্থ স্টেশন,Earth station
আর্থ টার্মিনাল,Earth terminal
আর্থিং,Earthing
প্রতিধ্বনি,Echo
প্রতিধ্বনির কামরা,Echo chamber
এডি কারেন্ট,Eddy current
এডি বর্তমান ক্ষতি,Eddy current loss
এজওয়াইজ মিটার,Edgewise meter
সম্পাদনা,Editing
কার্যকর অ্যান্টেনা উচ্চতা,Effective antenna height
কার্যকর অ্যান্টেনার দৈর্ঘ্য,Effective antenna length
কার্যকর ভোল্টেজ,Effective voltage
দক্ষতা,Efficiency
স্থিতিস্থাপকতা,Elasticity
বৈদ্যুতিক স্রাব,Electric discharge
বৈদ্যুতিক ক্ষেত্র,Electric field
বৈদ্যুতিন ফ্ল্যাশ,Electric flash
বৈদ্যুতিক চুলা,Electric heater
বৈদ্যুতিক মিটার,Electric meter
বৈদ্যুতিক মটর,Electric motor
বৈদ্যুতিক শক,Electric shock
বৈদ্যুতিক স্পার্ক,Electric spark
বৈদ্যুতিক সরঞ্জাম,Electrical appliance
বৈদ্যুতিক শব্দ,Electrical noise
বৈদ্যুতিক ঝড়,Electrical storm
বৈদ্যুতিকভাবে পরিচালিত বাদ্যযন্ত্র,Electrically operated musical instrument
বিদ্যুৎ,Electricity
বিদ্যুৎ সরবরাহ,Electricity supply
ইলেক্ট্রোডাইনামিক,Electrodynamic
তড়িৎ - ধারক,Electrolytic capacitor
বৈদ্যুতিন চৌম্বক,Electromagnetic
বৈদ্যুতিন চৌম্বকীয় ব্যাঘাত,Electromagnetic disturbance
বৈদ্যুতিন চৌম্বকীয় হস্তক্ষেপ,Electromagnetic interferrence
ইলেক্ট্রোম্যাগনেটিক বর্ণালী,Electromagnetic spectrum
ইলেক্ট্রোম্যাগনেটিক তরঙ্গ,Electromagnetic wave
বৈদ্যুতিন চৌম্বকীয় তরঙ্গ প্রচার,Electromagnetic wave propagtion
ইলেক্ট্রন একাধিক ফটোোট ्यूब,Electron multiple phototube
বৈদ্যূতিক গণকযন্ত্র,Electronic calculator
বৈদ্যুতিন ডেটা প্রসেসিং (ইডিপি),Electronic data processing (EDP)
বৈদ্যুতিন মেল (ই-মেইল),Electronic mail (e-mail)
বৈদ্যুতিন স্যুইচিং সিস্টেম,Electronic switching system
ইলেকট্রনিক্স,Electronics
ইলেক্ট্রোপ্লেটিং,Electroplating
ইলেক্ট্রোস্ট্যাটিক,Electrostatic
উচ্চতা,Elevation
এম্বেড,Embedded
এম্বেডড অডিও,Embedded audio
এম্বেডেড সিস্টেম,Embedded system
প্রতীক,Emblem
উঠতি প্রবণতা,Emerging trends
নিঃসরণ,Emission
ইমিটার,Emitter
ইমিটার অনুসরণকারী,Emitter follower
ইমিটার টার্মিনাল,Emitter terminal
ইমিটার-বেস-জংশন,Emitter-base-junction
সক্ষম করুন,Enable
Enamelled তার,Enamelled wire
এনসিফার,Encipher
ঘের,Enclosure
এনকোড,Encode
এনকোডার,Encoder
এনকোডিং,Encoding
জোড়া লাগানো,Encryption
শেষ চিহ্ন,End mark
শেষ ব্যবহারকারী,End user
শক্তি,Energy
শক্তি ছত্রভঙ্গ,Energy dispersal
শক্তি বিতরণ,Energy distribution
প্রয়োগ,Enforcement
ইঞ্জিন,Engine
প্রকৌশলী,Engineer
প্রকৌশল,Engineering
ইঞ্জিনিয়ারিং স্টোর,Engineering store
খোদাই করা,Engraving
উন্নত,Enhance
এনসেম্বল,Ensemble
কী প্রবেশ করান,Enter key
এন্টারপ্রাইজ আর্কিটেকচার,Enterprise architecture
এনথালপি,Enthalpy
এনট্রপি,Entropy
এনট্রপি কোডিং,Entropy coding
এনট্রপি অপ্রয়োজনীয়তা,Entropy redundancy
সমান,Equalising
সমতা,Equalization
সমতুল্য,Equalizer
সরঞ্জাম,Equipment
সরঞ্জাম কভার,Equipment cover
সমতুল্য,Equivalent
মুছুন,Erase
মাথা মুছুন,Erase head
ক্ষয়,Erosion
অনিশ্চিত,Erratic
ত্রুটি,Error
ত্রুটি নিয়ন্ত্রণ কোডিং,Error control coding
ত্রুটি সংশোধন,Error correction
ত্রুটি সনাক্তকরণ,Error detection
শিল্প খাত,Error handling
ত্রুটি সম্ভাবনা,Error probability
ইথারনেট,Ethernet
ইথারনেট তারের,Ethernet cable
ইউজেনিক্স,Eugenics
খালি করা,Evacuate
বিনিময়,Exchange
উত্তেজনাপূর্ণ,Exciter
এক্সিকিউট,Execute
সঞ্চালনের সময়,Execution time
নিষ্কাশন,Exhaust
প্রস্থান,Exit
প্রসারিত,Expanded
সম্প্রসারণ ভালভ,Expansion valve
পরীক্ষা,Experiment
দক্ষ পদ্ধতি,Expert system
অন্বেষণ,Explore
অনুসন্ধানকারী,Explorer
এক্সপো (প্রদর্শনী),Expo(exhibition)
বিদ্যুৎ সরবরাহের বর্ধন,Extension of power supply
বাহ্যিক নিয়ন্ত্রণ,External control
বাহ্যিক স্মৃতি,External memory
বাহ্যিক সংগ্রহস্থল,External storage
বাহ্যিক থ্রেড,External thread
নির্যাস,Extract
এক্সট্রানেট,Extranet
বানোয়াট,Fabricate
দিক,Facet
ফ্যাসিমাইল,Facsimile
ফ্যাক্টর,Factor
বিবর্ণ,Fade
বিবর্ণ,Fade in
বিবর্ণ,Fade out
ফাদার,Fader
বিবর্ণ,Fading
বিবর্ণ অঞ্চল,Fading zone
ফ্যান্টম (= ফ্যান্টম),Fantom (=phantom)
ফাস্ট ফুরিয়ার ট্রান্সফর্ম (এফএফটি) অ্যালগরিদম,Fast fourier transform (FFT) algorithm
মারাত্মক ত্রুটি,Fatal error
দোষ,Fault
বৈশিষ্ট্য,Feature
ফিড,Feed
প্রতিক্রিয়া,Feedback
প্রতিক্রিয়া পরিবর্ধক,Feedback amplifier
প্রতিক্রিয়া সার্কিট,Feedback circuit
প্রতিক্রিয়া ভোল্টেজ,Feedback voltage
ফিডার,Feeder
ফিডার কেবল,Feeder cable
ফিডার হাট,Feeder hut
ফিডার লাইন,Feeder line
ফিডার সিস্টেম,Feeder system
ফিডার তার,Feeder wire
ফাইবার,Fibre
ফাইবার অপটিক,Fibre optics
বিশ্বস্ততা,Fidelity
বিশ্বস্ততা পরিসীমা এক্সটেনশন,Fidelity range extension
ক্ষেত্র,Field
ফিল্ড ড্রাইভ,Field drive
ফিল্ড এফেক্ট ট্রানজিস্টর,Field effect transistor
ক্ষেত্রের শক্তি,Field strength
ক্ষেত্র শক্তি মিটার,Field strength meter
ক্ষেত্র শক্তি জরিপ,Field strength survey
চিত্র,Figure
মেধার চিত্র,Figure of merit
ফিলামেন্ট,Filament
ফাইল,File
ফাইল সার্ভার,File server
নথি ব্যবস্থা,File system
ফিলার,Filler
ফিল্ম রেকর্ডার,Film recorder
ফিল্মের গতি,Film speed
ছাঁকনি,Filter
ফিল্টার চোক,Filter choke
ফিল্টার সার্কিট,Filter circuit
ফিল্টারিং,Filtering
ফাইন টিউনিং নিয়ন্ত্রণ,Fine tuning control
সীমাবদ্ধ ক্ষেত্র,Finite field
আগুনের প্রাচীর,Fire wall
ফায়ারফক্স,Firefox
ফায়ারিং কোণ,Firing angle
ফার্মওয়্যার,Firmware
ফিটিংস,Fittings
স্থির পয়েন্ট চার্ট,Fixed point chart
স্থির পয়েন্ট আইটেম,Fixed point item
ফ্ল্যাশ,Flash
সমান,Flat
ঝাঁকুনি,Flicker
ফ্লিপ ফ্লপ,Flip flop
ভাসমান ভালভ,Float valve
ভাসমান,Floating
ভাসমান ব্যাটারি,Floating  battery
ভাসমান পয়েন্ট,Floating point
ভাসমান বন্দর,Floating port
বন্যার আলো,Flood light
বন্যার আলো,Flood lighting
মেঝে,Floor
ফ্লপি,Floppy
প্রবাহ চার্ট,Flow chart
ওঠানামা,Fluctuation
তরল,Fluid
প্রতিপ্রভ বাতি,Fluorescent lamp
প্রতিপ্রভ টিউব,Fluorescent tube
ঝাপটায়,Flutter
ফ্লাক্স,Flux
ফ্লাক্স লিঙ্কেজ,Flux linkage
এফএম নেটওয়ার্ক,FM network
এফএম টাওয়ার,FM tower
ফোকাস,Focus
ফোকাস নিয়ন্ত্রণ,Focus control
ফোকাসিং,Focussing
ফোকাসিং চৌম্বক,Focussing magnet
কুয়াশা,Fog
ফয়েল,Foil
ভাজ করা,Fold back
ভাঁজ ডিপোল,Folded dipole
ফোল্ডার,Folder
ফুটেজ,Footage
ফুটার,Footer
জোর করে দোলনা,Forced oscillation
জোর করে বায়ুচলাচল,Forced ventilation
জোর করে কম্পন,Forced vibration
জাল,Forge
ফর্ম্যাট,Format
ফর্ম্যাট শিফটিং,Format shifting
ফর্ম্যাট সুর,Format tunes
ফর্ম্যাটিং,Formatting
এগিয়ে পক্ষপাত,Forward bias
ফরোয়ার্ড পক্ষপাতদুষ্ট,Forward biased
ফরোয়ার্ড বর্তমান,Forward current
ফরোয়ার্ড দিক,Forward direction
ফরোয়ার্ড প্রতিরোধ,Forward resistance
ফুরিয়ার রুপান্তর,Fourier transform
ফ্র্যাক্টাল,Fractal
খণ্ডন,Fragmentation
ফ্রেম,Frame
ফ্রেম ফর্ম্যাটিং,Frame formatting
ফ্রেম সিঙ্ক্রোনাইজার,Frame synchroniser
ফ্রেমিং,Framing
বিনামূল্যে ইলেক্ট্রন,Free electron
মুক্ত স্থান ক্ষতি,Free space loss
মুক্ত স্থান পথ ক্ষতি,Free space path loss
ফ্রিকোয়েন্সি,Frequency
ফ্রিকোয়েন্সি বরাদ্দ,Frequency allocation
ফ্রিকোয়েন্সি চেঞ্জার,Frequency changer
ফ্রিকোয়েন্সি রূপান্তরকারী,Frequency converter
ফ্রিকোয়েন্সি কাউন্টার,Frequency counter
ফ্রিকোয়েন্সি বিকৃতি,Frequency distortion
ফ্রিকোয়েন্সি ডিভাইডার,Frequency divider
কম্পাঙ্ক এলাকা,Frequency domain
ফ্রিকোয়েন্সি ডাবল,Frequency doubler
কম্পাংক একক,Frequency modulation
ফ্রিকোয়েন্সি মনিটর,Frequency monitor
ফ্রিকোয়েন্সি মাল্টিপ্লেক্স,Frequency multiplex
ফ্রিকোয়েন্সি গুণক,Frequency multiplier
কম্পাংক সীমা,Frequency range
ফ্রিকোয়েন্সি প্রতিক্রিয়া,Frequency response
ফ্রিকোয়েন্সি শিফট,Frequency shift
ফ্রিকোয়েন্সি স্পেকট্রাম,Frequency spectrum
ফ্রিকোয়েন্সি সিনথেসাইজার,Frequency synthesizer
ফ্রিকোয়েন্সি সহনশীলতা,Frequency tolerance
ফ্রিকোয়েন্সি অনুবাদক বাক্স,Frequency translator box
ফ্রিকোয়েন্সি প্রকরণ,Frequency variation
ফ্রেসেল জোন,Fresnel zone
ফ্রঞ্জ-অঞ্চল,Fringe-area
সামনের বারান্দা,Front porch
সম্পূর্ণ অ্যাডার,Full adder
পূর্ণ তরঙ্গ সংশোধন,Full wave rectification
পূর্ণ তরঙ্গ সংশোধনকারী,Full wave rectifier
ফাংশন,Function
ফাংশন কী,Function key
কার্যকরী পরীক্ষা,Functional testing
মৌলিক,Fundamental
মৌলিক ফ্রিকোয়েন্সি,Fundamental frequency
মৌলিক বেগ,Fundamental velocity
ফানেল,Funnel
ফিউজ,Fuse
ফিউজ তার,Fuse wire
ঝাপসা যুক্তিবিজ্ঞান,Fuzzy logic
লাভ করা,Gain
নিয়ন্ত্রণ লাভ,Gain control
গ্যালোইস ফিল্ড,Galois field
