Hindi,Assamese
1. निष्कलिकायन 2. कलिका निकालना,১.নিষ্কাশন ২.কলি আঁতৰোৱা
1. तवेदार हल चलाना 2. चक्काकरण,১.হালোৱা হাল বাই ২.ঘূৰোৱা
छूट,ৰেহাই
रोगाणुनाशन,বীজাণুনাশক
1. परिक्षेपण 2. प्रकीर्णन,১.বিক্ষিপ্ততা ২.বিক্ষিপ্ততা
1.प्रकीर्णन 2.प्रसरण,1.বিক্ষিপ্ততা 2.ভেৰিয়েন্স
विविधीकरण,বৈচিত্ৰ্যতা
विविधीकृत कृषि,বৈচিত্ৰময় কৃষি
डी एन ए सोपान,dna পদক্ষেপ
डी.एन.ए. ग्राही,ডি এন এ ৰিচিভাৰ
गोदी-भाड़ा,ডক ভাড়া
प्रभावी,কাৰ্যকৰী
प्रसुप्ति,নিদ্ৰাহীনতা
1. मात्रा 2. खुराक 3. डोज,১/ পৰিমাণ ২. মাত্ৰা ৩. মাত্ৰা
दोहरा सिग्माभ वक्र,ডাবল চিগম&#39;ইড বক্ৰ
1. झोंका 2. खिंचाव,1. gust 2. টানিব পৰা
1. निकास नाली 2. अपवाहिका,1. এক্সজেষ্ট ড্ৰেইন 2. এফ্লুৱেণ্ট
जलनिकास,নিষ্কাশন
कर्षण,ট্ৰেকচন
1.दवा पिलाना 2. दवाई से तर करना,1. ঔষধ দিয়া 2. তিয়াই পেলোৱা
प्रसाधन (बीज),প্ৰসাধন সামগ্ৰী (বীজ)
1.बरमा 2. उथली भूल 3. ड्रिल 4. वपित्र,1. অগাৰ 2. অগভীৰ দোষ 3. ড্ৰিল 4. অগাৰ
1.सूराख करना 2. बेधन 3. बरमाना,১. ফুটা ২. ড্ৰিল ৩. ড্ৰিল
1.वेधना 2. ड्रिल से बोना 3. ड्रिल से डालना,১.ড্ৰিল কৰা ২.ড্ৰিলেৰে বীজ সিঁচা ৩.ড্ৰিলেৰে ঢালি দিয়া
बूंद-बूंद सिंचाई,ড্ৰিপ জলসিঞ্চন
शुष्क खेती,শুকান খেতি কৰা
1.धूल 2. बुकनी,১.ধূলি ২.বুকনি
1.धूलित्र 2. प्रकीर्णक,১.ডাষ্টাৰ ২.বিকিৰণকাৰী
बुरकना,ছটিয়াই দিয়া
1. बौना 2. वामन,১.বামন ২.ৱামন
वामन पिरामिड,বামন পিৰামিড
वामिनीभवन,বামিণী ভৱন
पारिस्थितिकी,পৰিৱেশ বিজ্ঞান
अर्थमिति,অৰ্থনীতি
आर्थिक दक्षता,অৰ্থনৈতিক দক্ষতা
परिस्थितिक प्ररूप,পৰিস্থিতিগত ধৰণ
बहिःस्तरपोषित,অতিৰিক্ত স্তৰযুক্ত
मृदीय,কোমল
मृदा विज्ञान,soil বিজ্ঞান
1. मेड़बंदी 2. किनारा बनाना 3. किनारा बंदी,1. ব্ৰীজিং 2. এজিং 3. ষ্ট্ৰেণ্ড বন্ধ কৰা
खाद्य अंश,খাদ্যৰ অংশ
मांग की लोच,চাহিদাৰ স্থিতিস্থাপকতা
उत्पादन लोच,উৎপাদন স্থিতিস্থাপকতা
विद्युत्-अपघटन,ইলেক্ট্ৰ&#39;লাইছিছ
वैद्युतकण-संचलन,ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ
अवक्षालन,বাষ্পীভৱন
1.विपुंसीकारित्र 2. बंधकारित्र 3.विपुंसीकार 4. बंध्यकार,১.ডিকেপিটেটৰ ২.ষ্টেৰাইলাইজাৰ ৩.ডিকেপিটেটৰ ৪.ষ্টেৰাইলাইজাৰ
1.मेड़ बंदी 2. डौलबंदी,১/ ৱেইৰ বাণ্ডি ২.ষ্ট্ৰবন্দী
भ्रूण,ভ্ৰূণ
1. भ्रूणविज्ञान 2. भौणिकी,১.ভ্ৰূণবিজ্ঞান ২.পদাৰ্থ বিজ্ঞান
1. निकलना 2. निर्गमन,1. প্ৰস্থান 2. প্ৰস্থান
पायसीकारक,ইমালচাইফায়াৰ
अंतर्जात,অন্তৰ্জাতীয়
अंतः सूत्री विभाजन,ইন্ট্ৰা-পইণ্ট ডিভিজন
अंतः परजीवी,অন্তঃপৰজীৱী
भ्रूणपोष,এণ্ডোস্পাৰ্ম
उद्यम,উদ্যোগ
कीटविज्ञान,পতংগবিজ্ঞান
पर्यावरण,পৰিৱেশ
1. प्रकिण्व 2. एन्जाइम,১.এনজাইম ২.এনজাইম
दलपुंज कलमबंदी,ক্লাষ্টাৰ গ্ৰাফটিং
1. अधिपादप 2. एपिफाइट,১.এপিফাইট ২.এপিফাইট
समानधारिता,ন্যায়
उन्मूलन,নিৰ্মূলকৰণ
आवश्यक पोषक तत्व,প্ৰয়োজনীয় পুষ্টিকৰ উপাদান
1. परिमापन 2. कूतना 3. आकलन,1. জোখ-মাখ 2. জাম্প 3. মূল্যায়ন
पांडुरता,সূক্ষ্মতা
सुजननिक,সুজাননিক
मूल्यांकन,মূল্যায়ন
वाष्पनमापी,ভাপ গেজ
वाष्पन-वाष्पोत्सर्जन,বাষ্পীভৱন
सदाहरित क्रांति,চিৰন্তন বিপ্লৱ
1. सदाहरित 2. सदापर्णी,১.চিৰসেউজ ২.চিৰসেউজ
विकास,বিকাশ
उच्छेद करना,কাটি পেলোৱা
परिक्षय (उर्वरता),পৰীক্ষয় (উৰ্বৰতা)
शोषण,শোষণ
1. खोज 2. अन्वेषण,১.অন্বেষণ ২.অন্বেষণ
1. बहिर्वेधन 2. उत्सारण,১.এক্সট্ৰুচন ২.নিগমন
आंख,নয়ন
1. कारक 2. घटक 3. उपादान 4. साधन,1. কাৰক 2. উপাদান 3. কাৰক 4. সম্পদ
कारक उत्पादकता,কাৰক উৎপাদনশীলতা
आढ़तिये का बट्टा,ট্ৰেডছমেনৰ ৰেহাই
क्रमगुणित ब्लॉक डिजाइन,ফেক্টৰিয়েল ব্লক ডিজাইন
विकल्पी,বিকল্প
1. पड़ती 2. पलिहर,১.পট্টি ২.পালিহাৰ
कुल,গোটেই অংশ
प्रक्षेत्र मूल्यांकन,ক্ষেত্ৰ মূল্যায়ন
प्रक्षेत्र का बजट बनाना,ফাৰ্ম বাজেট
कृषि व्यवसाय,কৃষি ব্যৱসায়
प्रक्षेत्र नियोजन,ক্ষেত্ৰ পৰিকল্পনা
1. किसान 2. कृषक,১.কৃষক ২.কৃষক
1. कृषि 2. खेती,১.কৃষি ২.খেতি কৰা
संघट्टन,সংঘৰ্ষ
बहुप्रजनन,একাধিক প্ৰজনন
किण्वन,কিম্বন
उर्वरता,উৰ্বৰতা
उर्वरक,সাৰ
उर्वरक उपयोग दक्षता,সাৰৰ ব্যৱহাৰৰ কাৰ্যক্ষমতা
रेशेदार,আঁহযুক্ত
1. खेत 2. क्षेत्र 3. स्थान,১.পাম ২.এলেকা ৩.অৱস্থান
मृदा जलधारिता,মাটিৰ পানী ধৰি ৰখা
प्रक्षेत्र प्रदर्शन,ক্ষেত্ৰ প্ৰদৰ্শন
1. स्थिरीकरण 2. यौगिकीकरण 3. निर्धारण,1. স্থিৰতা 2. স্থিৰকৰণ 3. স্থিৰতা
1. आप्लावन 2. अधिसिंचन,1. প্লাৱন 2. গৰ্ভধাৰণ
प्रवाह आरेख,ফ্ল&#39; ডায়াগ্ৰাম
खाद्य मान,খাদ্য মূল্য
चारा,পশুখাদ্য
पूर्वानुमान,পুৰ্বানুমান
वन,অৰণ্য
वनरोपण,বনানীকৰণ
1. ताड़पर्ण 2. प्रपर्ण,১.তাদপৰ্ণ ২.ফৰ্ম
तुषार रोधी,হিম প্ৰতিৰোধী
1.पाला 2. तुषार,১.পালা ২.ব্লাইট
1. हिमशीतित 2. हिमीकृत,1. ফ্ৰ&#39;জেন 2. ফ্ৰ&#39;জেন
फलन,অনুষ্ঠান
1. फल पातन 2. फल का झड़ना,১/ ফলৰ পতন ২.ফলৰ পতন
फल बनना,ফল হৈ পৰে
1. धूमन 2. धूम देना,1. ধূমপান 2. ধূমপান
कवकनाशी,ভেঁকুৰনাশক
कवकरोधी,এন্টিফাংগেল
कवक,ভেঁকুৰ
1. खूड़ 2. सीता,১.খুদ ২.সীতা
1. संलयन 2. संगलन,1. সংযোজন 2. সংযোজন
रूआं,কপাহী উল
रोएंदार,লোমশ
1. वृक्ष व्रण 2. पिटिका,১/ গছৰ ঘা ২.পিতিকা
1. युग्मक 2. गैमीट,1. গেমেট 2. গেমেট
1. उद्यान 2. बाग,১.বাৰী ২.বাগিচা
1. पनसाल 2. जलमापी,১.পান্সাল ২.হাইড্ৰমিটাৰ
जीन संग्रह,জিন সংগ্ৰহ
जीन टैगन,জিন টেগন
वंशावली विज्ञान,বংশাৱলী
जीन मानचित्र,জিন মেপ
आनुवंशिकी,জেনেটিক্স
1. जीनोम 2. संजीन,১/ জিনম ২.সাংগেনে
संजीनी संग्रह,সঞ্জিনী সংগ্ৰহ
जीनोमिक्स,জিনমিক্স
जीनप्ररूपी,জিন প্ৰকাৰ
1. जीनी संरचना 2. जीन प्ररूप,১.জিনৰ গঠন ২.জিনৰ প্ৰকাৰ
वंश,বংশ
1. जीनस 2. वंश,১. প্ৰজাতি ২. বংশ
1. रोगाणु 2. जर्म,১.বীজাণু ২.বীজাণু
रोगाणुनाशी,বীজাণুনাশক
अंकुरण,অংকুৰণ
1. जननद्रव्य 2. जर्मप्लाज्म,১/ জীৱাণুপ্লাজম ২.জীৱাণুপ্লাজম
जिबरेलिक अम्ल,জিবেৰেলিক এচিড
ओटना,গোটাওক
तुष,তুষ
1. लसदार 2. ग्लूटिनी,১/ গ্লুটেন ২
ग्लाइकोलिसिस,গ্লাইকোলাইছিছ
नाइस,বঢ়িয়া
स्वर्णिम क्रांति,সোণালী বিপ্লৱ
1. श्रेणीकरण 2. वर्गीकरण 3. स्तरीकरण,1. শ্ৰেণীবিভাজন 2. শ্ৰেণীবিভাজন 3. স্তৰবিন্যাস
1. कलमबंद पादप 2. कलमी पौधा,1. গ্ৰাফ্ট কৰা উদ্ভিদ 2. পেনুম্ব্ৰেল উদ্ভিদ
कलम असंगत,কলম অসামঞ্জস্যপূৰ্ণ
ग्रैना,গ্ৰানা
कणिकायन,গ্ৰেনুলেচন
हरी खाद,সেউজীয়া গোবৰ
हरित क्रांति,সেউজ বিপ্লৱ
वृद्धि और परिवर्धन,বৃদ্ধি আৰু বিকাশ
1. गोंद रोग 2. गोंदार्ति,১/ আঁঠুৰ ৰোগ
भिन्नस्थ - उभयस्त्रीलिंगी,বিষমযৌন
1. प्रकृति 2. स्वभाव 3. रूपगुण 4. स्वरूप,1. প্ৰকৃতি 2. প্ৰকৃতি 3. ৰূপগুণ 4. ৰূপ
1. ओला 2. करकापात 3. करका,১.অলা ২.কৰকাপাট ৩.কৰ্কা
रोमिलवैच,ৰোমিলৱাচ
लवणमृदोद्भिद्,চেলাইন চিষ্ট
हैरो,harrow
1. तुड़ाई सूचकांक 2. कटाई सूचकांक,১.চপোৱা সূচকাংক ২.চপোৱা সূচকাংক
1.कटाई 2. कटी फसल 3. तैयार फसल 4. उपज,১.চপোৱা ২.চপোৱা শস্য ৩.সমাপ্ত শস্য ৪.উৎপাদন
1. तोड़ना 2. कटाई 3. तुड़ाई,১. ছিঙি যোৱা ২. চপোৱা ৩. ছিঙি যোৱা
1. अंडे से निकलना 2. अंडा सेना,১/ কণী পৰা ২) কণী বল
सूखी घास,শুকান ঘাঁহ
सूखा चारा,শুকান খাদ্য
गंजी,গঞ্জি
धुंध,কুঁৱলী
धुंधता,কুঁৱলীময়
1. बाली 2. सिट्टा 3.मुंडक 4. शीर्ष 5. सिर 6. सिरा,১.বালি ২.সিত্ত ৩.মুণ্ডক ৪.উপৰ ৫.মূৰ ৬.চিৰা
सिरा (नाली का),খাঁজৰ শেষ
शीर्ष छंटाई,শীৰ্ষ ছাঁটনি
बाड़,বেৰা
अधिरक्षण,জিম্মাত ৰখা
कुंडलिनी,কুণ্ডলিনী
हेमैटाइट,হেমাটাইট
1. शाक 2. बूटी,১.বনৌষধি ২.বনৌষধি
1.वनस्पति संग्रह 2. वनस्पति संग्रहालय,১.উদ্ভিদ সংগ্ৰহ ২.উদ্ভিদ সংগ্ৰহালয়
शाकनाशी,ঘাঁহনিনাশক
आनुवंशिकता,বংশগততা
वंशागतित्व,বংশগততা
उभयलिंगी,উভলিংগী
विषमवर्णी,হেটেৰ&#39;ক্ৰ&#39;মেটিক
विषम-निषेचन,হেটেৰ&#39;ফাৰ্টিলাইজেচন
1. संकरओज 2. हेटेरोसिस,১.হাইব্ৰিড’জ ২.হেটেৰ’ছিছ
लिंगक्रोमोसोम,লিংগক্ৰম&#39;জম
परपोषित,লালন-পালন কৰা
षड्गुणित,হেক্সাডেচিমেল
शीत निष्क्रियता,ঠাণ্ডা নিদ্ৰা
उच्च सघनता रोपण,উচ্চ ঘনত্বৰ ৰোপণ কৰা
1. पिंडलक 2. हिल (धान),১.পিণ্ডলক ২.পাহাৰ (ধান)
आयतचित्र,হিষ্টোগ্ৰাম
उच्च तकनीकी औद्यानिकी,হাই টেক উদ্যান শস্য
1.करंड 2. छत्ता,১.দৈ ২.মৌচাক
1.गुड़ाई 2. गोड़ना,1. অপতৃণ কাটিব পৰা 2. অপতৃণ কাটিব পৰা
जोत,ধৰি ৰখা
निजी फार्म,ব্যক্তিগত পাম
समस्थिति,হোমিঅ&#39;ষ্টেছিছ
वासभूमि,গৃহভূমি
समांगता,সমতা
1.सजातीय 2. समांगी,1. সমজাতীয় 2. সমজাতীয়
समधर्मी,সহানুভূতিশীল
समयुग्मज,সমযোজী
1.खुरलिका 2. खाद्यधानी 3. हापर,১.খুৰিকা ২.খাদ্যৰ পাত্ৰ ৩.হাপাৰ
1.संस्तर 2. क्षितिज,১.স্তৰ ২.দিগন্ত
औद्यानिक फसलें,উদ্যান শস্য
1. उद्यान विज्ञान 2. बागवानी 3. उद्यान कृषि 4.औदयानिकी,১/ উদ্যান শস্য ২. উদ্যান শস্য ৩. উদ্যান শস্য ৪. উদ্যান শস্য
