Malayalam,Gujarati
സ്ഥിരീകരണം,સમર્થન
സേവനത്തിന്റെ സ്ഥിരീകരണം,સેવા -પુષ્ટિ
സ്ഥിരീകരണ ഓർഡർ,પુષ્ટિ હુકમ
കണ്ടുകെട്ടല്,જપ્તી
സംഘർഷം,સંઘર્ષ
വൈരുദ്ധ്യമുള്ള കാഴ്ചകൾ,વિરોધાભાસી મંતવ્યો
അനുരൂപത,સુસંગતતા
അഭിനന്ദനം,અભિનંદન
കൂട്ടുകെട്ട്,જોડાણ
തണന,સંલગ્નતા
മനസ്സാക്ഷി,અંત: કરણ
സമതകരണം,સર્વસંમતિ
സമ്മതിക്കുക,સંમતિ
പരിണതഫലം,પરિણામ
ഉപദേശം,પરિણામ રૂપે
സംരക്ഷണം,સંરક્ષણ
പരിഗണന മേഖല,વિચારણા ક્ષેત્ર
കൺസണി,માલ
ചരക്ക്,માલ
ചരക്ക് കുറിപ്പ്,માલ નોંધ
പരസ്പരം യോജിക്കുന്ന,સુસંગત
ഏകീകൃത ഫണ്ട്,એકત્રિત નિધિ
ഏകീകൃത ശമ്പളം,એકત્રિત પગાર
ഏകീകൃത പ്രസ്താവന,એકત્રિત પત્રક
ഏകീകരണം,એકીકરણ
പ്രകടമായ,સુસ્પષ્ટ
ഉപജാപം,કાવતરું
സ്ഥിരമായ,સતત
നിയോജകമണ്ഡലം,મતદાર
ഘടകമായ,અંગ
ഭരണഘടന,બંધારણ
നിയന്ത്രണം,પ્રતિબંધ
നിര്മ്മാണം,નિર્માણ
കൂടിയാലോചിക്കുന്നവന്,સલાહકાર
ആലോചന,પરામર્શ
കൺസൾട്ടേറ്റീവ് കമ്മിറ്റി,સલાહ સમિતિ
ഉപഭോഗങ്ങൾ,વપરાશપાત્ર વસ્તુ
ഉപഭോഗം,વપરાશ
ഉപഭോക്താവിന്റെ സാധനങ്ങൾ,ઉપભોક્તા માલ
ഉപഭോക്തൃ ഫോറം / കൗൺസിൽ,ઉપભોક્તા મંચ
ഉപഭോക്തൃ ഓറിയന്റേഷൻ,ઉપભોક્તા -અભિગમ
ഉപഭോഗം,વપરાશ
സന്വര്ക്കം,સંપર્ક
കോൺടാക്റ്റ് പ്രോഗ്രാം,સંપર્ક કાર્યક્રમ
പകർച്ചവ്യാധി,ચેપી રોગ
അടങ്ങിയിട്ടുണ്ട്,સમાવવું
ചിന്തിക്കുക,ચિંતન કરવું
സമകാലിക,સમકાલીન
കോടതിയലക്ഷ്യം,અદાલતનો અનાદર
തർക്കം,તકરાર
ഉള്ളടക്കം,વિષયવસ્તુ
മത്സരം,સ્પર્ધા
സന്ദര്ഭം,સંદર્ભ
ആകസ്മിക,આકસ્મિક ખર્ચ
ആകസ്മിഖള്ളാത്ത,આકસ્મિકતા
ആകസ്മിക അലവൻസ്,આકસ્મિક ભથ્થું
ആകസ്മിക ഫണ്ട്,આકસ્મિકતા નિધિ
ആകസ്മിക ഗ്രാന്റ്,આકસ્મિક અનુદાન
ആകസ്മിക പദ്ധതി,આકસ્મિક યોજના
അനിശ്ചിതകാല നിരക്കുകൾ,પ્રાસંગિક ખર્ચ
തുടർച്ചയായ നിയമനം,સતત નિમણૂક
തുടർച്ചയായ വികസനം,સતત વિકાસ
തുടർച്ചയായ പ്രക്രിയ,સળંગ પ્રક્રિયા
തുടർച്ചയായ സേവനം,સતત સેવા
കള്ളച്ചരക്ക്,પ્રતિબંધ
ഉടന്വടി,કરાર
കരാർ കരാർ,કોન્ટ્રેક્ટ -ખત
തൊഴിൽ കരാർ,રોજગાર કરાર
കരാർ കാലയളവ്,કોન્ટ્રેક્ટ ગાળો
കരാർ രേഖ,કરાર દસ્તાવેજ
കരാർ ബാധ്യത,કરાર -જવાબદારી
കരാർ സേവനം,કરાર -સેવા
വൈരുദ്ധം,વિરોધાભાસ
പരസ്പരവിരുദ്ധമായ പ്രസ്താവന,વિરોધાભાસી નિવેદન
പതികൂലമായ,વિપરીત
ഗൃഹവിഭാഗം,ઉલ્લંઘન
സംഭാവന,ફાળો
കോൺട്രിബ്യൂട്ടറി പെൻഷൻ പദ്ധതി,સહાયક પેન્શન યોજના
കോൺട്രിബ്യൂട്ടറി പ്രൊവിഡന്റ് ഫണ്ട്,સહાયક પ્રોવિડન્ટ ફંડ
ഭരണം,નિયંત્રણ
നിയന്ത്രിക്കുന്ന ഓഫീസർ,નિયંત્રણ અધિકારી
വിവാദം,વિવાદાસ્પદ
വിവാദപരമായ കാര്യം,વિવાદાસ્પદ બાબત
വിവാദം,વિવાદ
സൗകരം,સગવડ
സമ്മേളനം,પરંપરાગત
പരമ്പരാഗത,પરંપરાગત
സംഭാഷണം,વાકેફ
മാറ്റുക,રૂપાંતર કરવું
പരിവർത്തനം ചെയ്ത അവധി,રૂપાંતરિત રજા
കൈമാല്,વાહન
കൈമാറാൻ അനുവദിക്കുക,વાહન ભથ્થું
കൈമാറ്റ കരാർ,વાહન -ખત
കൈമാറ്റ ചെലവ്,વાહન ખર્ચ
കുറ്റവാളി,ગુનેગાર
കുറ്റംചുമത്തല്,માન્યતા
സമ്മേളനം,હસ્તેશન
തടയൽ കാലയളവ്,ઠંડક બંધ અવધિ
സഹകരണം,સહકાર
സഹകരിക്കുന്ന,સહકારી
സഹകരണ സൊസൈറ്റി,સહકારી મંડળી
സഹ-ഓപ്ത്തു,સહકાર
സഹകരിച്ച അംഗം,સહ-ઉપસ્થિત સભ્ય
നായും,સંકલન
സഹ ഉടമ,સહ-માલિક
സഹ-പങ്കാളി,ભાગીદાર
പകര്ത്തുക,નકલ
പകർത്തുന്നു,નકલ કરવી
പകർപ്പവകാശം,ક copપિરાઇટ
മാംസിയല്,ઉત્તેજક
കൊറോൺ,રાજ્યાભિષેક
കോർപ്പറേറ്റ് ബോഡി,સંસ્થાપિત મંડળ
കോർപ്പറേറ്റ് ആസൂത്രണം,ક corporate ક corpate ર્ગેંટ આયોજન
നഗരസഭ,નિગમ
കോർപ്പറേഷൻ നികുതി,નિગમ કર
തിരുത്ത്,સુધારણા
തിരുത്തൽ നടപടികൾ (= തിരുത്തലുകൾ),સુધારાત્મક પગલાં (= સુધારણા)
കത്തിടപാട്,પત્રવ્યવહાર
കത്തിടപാടുകൾ കോഴ്സ്,પત્રવ્યવહાર અભ્યાસક્રમ
കറസ്പോണ്ടൻസ് ഭാഗം,પત્રવ્યવહાર ભાગ
പതലേഖകന്,સંવાદદાતા
സദൃശമായ,સમાન
കോരിഗ്രേൻ,ઉશ્કેરાટ
കോറെബോറേറ്റ്,સમર્થન કરવું
കേശവം,સમર્થન
മലിനമാക്കുക,ભ્રષ્ટ
അഴിമതി,ભ્રષ્ટાચાર
അഴിമതി പ്രാക്ടീസ്,ભ્રષ્ટ વ્યવહાર
കോസ്മോപൊളിറ്റൻ സിറ്റി,વિશ્વવ્યાપક શહેર
ചെലവ്,ખર્ચ
കോസ്റ്റ് അക്കൗണ്ടന്റ്,પડતર હિસાબનીસ
ചെലവ് വിശകലനം,પડતર
ചെലവ് പരിധി,પડતર ખર્ચ
ചെലവ് ഫലപ്രാപ്തി,ખર્ચ અસરકારક
ജീവിതച്ചെലവ്,જીવન ખર્ચ
ചെലവ് മറികടന്നു,પડછાયા
കോട്ടേജ് വ്യവസായം,કુટિર ઉદ્યોગ
ഉപദേശം,પરિષદ
കൗൺസിൽ ഓഫ് മന്ത്രി,મંત્રી -પરિષદ
കൗൺസിൽ ഓഫ് സ്റ്റേറ്റ്സ്,રાજનીતિ પરિષદ
പരാലോചന,સલાહ
കൗല്സിംഗ്,સલાહ
കൗണ്ടര്,કાઉન્ટર
ക counter ണ്ടർ പ്രവർത്തനം,પ્રતિકૂળ કાર્યવાહી
ക counter ണ്ടർ സത്യവാങ്മൂലം,પ્રતિ -સોગંદ
ക counter ണ്ടർ ചാർജ്,પ્રતિ -ખર્ચ
ക er ണ്ടർ ക്ലെയിം,પ્રતિ -દાવા
വ്യാജ കറൻസി,નકલી ચલણ
എതിർപ്പ്,બનાવટી
എതിർഫോയിൽ,પ્રતિરો
ക counter ണ്ടർ ഓഫർ,કાઉન્ટર ઓફર
കവര്ട്ടിക,મુકદ્દમા
ആഘാതം,ફટકો
കൂപ്പൺ,કૂપન
കൊറിയക്കാരന്,કુરીય
കൊറിയര് സര്വീസ്,કુરિયર સેવા
ഗതി,અભ્યાસક્રમ
പഠന കോഴ്സുകൾ,અભ્યાસ અભ્યાસક્રમો
കോടതി കേസ്,કોર્ટનો કેસ
വിനയം,સૌજન્ય
ചെറിയ കാരണങ്ങളുടെ കോടതി,કોર્ટ
ഉടമ്പടി,કરારબદ્ધ
മൂടി,આવરણ
കവറേജ്,કવરેજ
കവർ കത്ത്,સામેલ પત્ર
മെമ്മോ മൂടുന്നു,આવરણ
മൂടുന്ന കുറിപ്പ്,Coverાંકવાની નોંધ
ക്രാഷ് പ്രോഗ്രാം,પેશ
ക്രീം ലെയർ,ક્રીમી સ્તર
സൃഷ്ടി,નિર્માણ
സൃഷ്ടിപരമായ,સર્જનાત્મક
സർഗ്ഗാത്മകത,રચનાત્મકતા
ക്രേച്ച്,ક crંગું
ക്രെഡൻഷ്യൽ കമ്മിറ്റ്,ઓળખપત્ર સમિતિ
വിശാസത,વિશ્વસનીયતા
കീര്ത്തി,જમા
വിശ്വാസമുള്ള,શાશ્વત
ക്രെഡിറ്റ് ഉപദേശം,જમા સલાહ
"ക്രെഡിറ്റ്, ത്രിഫ്റ്റ് സൊസൈറ്റി",ધિરાણ અને કરકસર સમાજ
ക്രെഡിറ്റ് കാർഡ്,ક્રેડીટ કાર્ડ
ക്രെഡിറ്റ് സൗകര്യങ്ങൾ,શાખ સુવિધા
ക്രെഡിറ്റ് എൻട്രി,ધિરાણ નોંધ
ക്രെഡിറ്റ് കുറിപ്പ്,ઉધાર નોધ
കടക്കാരന്,લેણદાર
ദഹനം,અંતિમ પરિશ્રમ
ശ്മശാന നില,પરીક્ષાનું મેદાન
സംഘം,ક્રૂર
കുറ്റം,અપરાધ
ട്രസ്റ്റിന്റെ ക്രിമിനൽ ലംഘനം,ગુનાહિત વિશ્વાસનો ભંગ
ക്രിമിനൽ കോടതി,ફોજદારી અદાલત
ക്രിമിനൽ അശ്രദ്ധ,ફોજદારી બેદરકારી
ക്രിമിനൽ കുറ്റം,ગુનાખોરી
ക്രിമിനൽ നടപടിക്രമ കോഡ്,ફોજદારી કાર્યપદ્ધતિ સંહિતા
പതിസന്ധി,સંકટ
പ്രതിസന്ധി മാനേജുമെന്റ്,કટોકટી વ્યવસ્થાપન
മാനദണ്ഡം,માપદંડ
വിമര്ശനം,ટીકા
കുരിശ്,આગળના ભાગમાં
ക്രോസ് ഇനം,પ્રકૃતિ
ക്രോസ് പരിശോധന,ઉપરથી તપાસ કરવી
കടന്ന ചെക്ക്,ક્રોસ ચેક
ക്രോസ് പരീക്ഷ,Crossલટ પરીક્ષા
ഒത്തു നോക്കുക,Crossલટ સંદર્ભ
ക്രോസ് വോട്ടിംഗ്,Crossલટ મતદાન
നിർണായക തീയതി,નિર્ણાયક તારીખ
ക്രൂഡ്,ક્રૂડ
കുറ്റവാളിയായ നരഹത്യ,અપરિચિત હત્યાકાંડ
കുറ്റവാളി,ગુનેગાર
കൃഷി,ખેતી
കൾച്ചറൽ എക്സ്ചേഞ്ച് പ്രോഗ്രാം,સાંસ્કૃતિક વિનિમય કાર્યક્રમ
സഞ്ചരിക്കുന്ന,સંચિત
പവാഹം,ચલણ
നാണയ വിനിമയം,ચલણ વિનિમય
കറൻസി കുറിപ്പ്,ચલણી નોંધ
ഒഴുകിക്കൊണ്ടിരിക്കുന്ന,વર્તમાન
കറന്റ് അക്കൌണ്ട്,ચાલુ ખાતાની
നിലവിലെ ചുമതലകൾ,વર્તમાન ફરતે
നിലവിലെ സെഷൻ,વર્તમાન સત્ર
സംക്ഷിപ്ത ജീവചരിത്രം,અભ્યાસક્રમ
വെർഡെൽ,ઘટાડવું
സംരക്ഷകൻ,યજમાનુસાર
തടവ്,કસ્ટડીમાં
സന്വദായം,રિવાજ
സന്വദായം,રિવાજ
കീഴ്നടപ്പുള്ള,રૂ custom
ആചാരപരമായ നടപടിക്രമം,રૂ customિવારક કાર્યપદ્ધતિ
കസ്റ്റംസ് തീരുവ,કસ્ટમ ફરજ
ഉപഭോക്താവ്,ગ્રાહક
ഉപഭോക്തൃ സൗഹൃദ,ગ્રાહક મૈત્રીપૂર્ણ
ഇഷ്ടാനുസൃത പരീക്ഷ,પરાકાષ્ઠા
മുറിക്കുക,કાપવું
ചലനം മുറിക്കുക,ઘાટા દરખાસ્ત
തീയതി മുറിക്കുക,છેલ્લી તારીખ
ആവൃത്തി,ચક્ર
ദിവസേന,દૈનિક
ദൈനംദിന അലവൻസ്,દૈનિક ભથ્થું
പ്രതിദിന ഡയറി,રોજિંદી ડાયરી
ദൈനംദിന രജിസ്റ്റർ,દૈનિક રજિસ્ટર
ദിവസേന റിപ്പോർട്ട്,રોજના અહેવાલ
ദിനചര്യ,રોજિંદુ કામ
ദൈനംദിന വേതനം,દૈનિક વેતન
ഡാക് സ്റ്റേജ്,ડેક સ્ટેજ
ഡാക് ട്രേ,ડેક ટ્રે
നഷ്ടം,નુકસાન
നാശനഷ്ടങ്ങൾ,નુકસાન
അപകടകരമായ,જોખમી
ധീനികൾ,હિંમત
ഡാറ്റ,માહિતી
ഡാറ്റ ബാങ്ക്,આંકડા -બેંક
ഡാറ്റ ബേസ്,આંકડાકીય આધાર
ഡാറ്റ ശേഖരണം,માહિતી સંગ્રહ
ഡാറ്റ തീറ്റ,આધાર સામગ્રી
ഡാറ്റ പ്രോസസ്സിംഗ്,આંકડા
തീയതി,તારીખ
എത്തിച്ചേരൽ തീയതി,આગમનની તારીખ
ജനിച്ച ദിവസം,જન્મ તારીખ
പുറപ്പെടുന്ന തീയതി,વિદાય થયાની તારીખ
ഡിസ്ചാർജ് തീയതി,વિસારની તારીખ
പക്വതയുള്ള തീയതി,પરિપક્વતાની તારીખ
രസീത് തീയതി,પહોંચ તારીખ
തീയതി മുദ്ര,તારીખનો સિક્કો
ദിവസത്തെ പണ്ഡിതൻ,દિવસના વિદ્વાન
ഡേ ഷിഫ്റ്റ്,દિવસ પાળી
കൃപയുടെ ദിവസങ്ങൾ,દિવસ
ദൈനംദിന ജോലി,રોજિંદા કામ
മരിച്ച അക്കൗണ്ട്,મૃત હિસાબ
ഡെഡ്ലൈൻ,અન્તિમ રેખા
ഡെഡ്ലോക്ക്,મડાગાંઠ
ഡെഡ് സ്റ്റോക്ക് രജിസ്റ്റർ,ડેડ સ્ટ stockક રજિસ્ટર
ചത്ത ഭാരം,મરણું
കരാര്,વ્યવહાર
ഡീലിംഗ് അസിസ്റ്റന്റ്,વ્યવહાર મદદનીશ
ഇടപെടുക,ધન
മരണ വാർഷികം,વર્ષગાંઠ
പ്രിയ അലവൻസ്,અણગમો ભથ્થું
മരണ ആനുകൂല്യം,મૃત્યુ લાભ
മരണ-കം റിട്ടയർമെന്റ് ഗ്രാറ്റുവിറ്റി,મૃત્યુ-આપ-નિવૃત્તિ ગ્રેચ્યુઇટી
സേവനത്തിൽ മരണം,નોકરીમાં મૃત્યુ
ഡീയോത്തോരിസാറ്റിയോയിൻ,અધોગતિ
ദെബര്ട്ട്,મક્કમ
അപരാതം,ઉધાર
ഉപദേശം,ઉધાર
കടം,દેવું
ഡെറ്റ് മാനേജുമെന്റ്,દેવા વ્યવસ્થા
കടക്കാരൻ,દેવાદાર
മരിച്ച,મૃત
അന്തസ്സ്,શિષ્ટતા
വികേന്ദ്രീകരണം,વિકેન્દ્રીકરણ
തീരുമാനിക്കുന്ന ഘടകം,નિર્ણાયક પરિબળ
തീരുമാനം,નિર્ણય
തീരുമാനമെടുക്കൽ,નિર્ણય લેવો
തീരുമാനമെടുക്കൽ പ്രക്രിയ,નિર્ણય લેવાની પ્રક્રિયા
പഖാപനം,જાહેરાત
വരുമാന പ്രഖ്യാപനം,આવકની ઘોષણા
പ്രഖ്യാപിത മൂല്യം,ઘોષિત મૂલ્ય
സത്യപ്രതിജ്ഞ ചെയ്യുക,શપથ પર જાહેર કરવું
വിസങ്കേതനം,ક decંગ કરવું
ഡീകോൺട്രോൾ,અંકુશ
ആവര്ച്ച,શિષ્ટાચાર
കുറയുക,ઘટાડો
കൽപന,હુકમનામું
സമര്പ്പണം,સમર્પણ
കിഴിവ്,કપાતપાત્ર
കുറയ്ക്കല്,બાદબાકી
ഉറവിടത്തിൽ കിഴിവ്,મૂળમાં કપાત
ശമ്പളത്തിൽ നിന്നുള്ള കിഴിവ്,પગારમાંથી કપાત
പമാണം,Deedણ
പണയത്തിന്റെ കരാർ,ગીરો -ખત
കരുതലർ യൂണിവേഴ്സിറ്റി,માનવામાં આવતી યુનિવર્સિટી
വികൃതമാക്കുക,ઠપકો
മാനസികം,વાસ્તવિક
മലിനീകരണം,પરાકાષ્ઠા
വിസമ്മതം,બદનામી
കുറ്റം,ચૂક
തകർച്ച,ચુકવણી કરનાર
കുറവുള്ള,ખામીયુક્ત
രാജരക്ഷ,બચાવ
പ്രതിരോധ ഉപദേശം,સંરક્ષણ સલાહ
പ്രതിരോധ നിർമ്മാണം,સંરક્ષણ ઉત્પાદન
എതൃകക്ഷി,પ્રતિવાદી
മാറ്റിവയ്ക്കുക,વિલંબ કરવો
മാറ്റിവച്ച ചെലവ്,વિલંબિત ખર્ચ
എതിര്പ്പ്,અવજ્ defા
കമ്മി,ક્ષતિ
കമ്മി ബജറ്റ്,ખાધ બજેટ
നിര്വചിക്കുക,વ્યાખ્યા કરવી
വിസമ്മതിക്കുക,બદનામી કરવી
അധalal അപലതം,અધોગતિ
ഡിഗ്രി,પ્રમાણ
ദമ്പര്നം,નિશ્ચય કરવો
താമസിക്കുക,વિલંબ
പതിനിധി,પ્રતિનિધિ
ഏറ്റെടുത്ത അതോറിറ്റി,સોંપાયેલ સત્તાધિકારી
പതിനിധിസംഘം,પ્રતિનિધિમંડળ
അധികാരങ്ങളുടെ പ്രതിനിധി,સત્તાઓનું પ્રતિનિધિમંડર
ഇല്ലാതാക്കുക,કા delી નાખવું
ദീപീകരണം,કા delી નાખવું તે
കരുതിക്കൂട്ടി,જાણી જોઈને
അപലപിക്കല്,વિચાર -વિમર્શ
വിശദീകരിക്കുന്നു,દખલ
പവൃത്തി,સીમત્તિ
മോചിപ്പിക്കുക,પહોંચાડવું
പസവം,ડિલિવરી
അവകാശം,માંગ
ആവശ്വാസ കുറിപ്പ്,માંગ -નોંધ
നിര്മതി,સીમાંકન
ഡെമി-ഉദ്യോഗസ്ഥൻ,કમી-સરકારી
ജനാധിപത്യം,લોકશાહી
വിശദീകരണം,નિદર્શન
നാശ്ചരം,વિપુલતા
കലഹം,દુરાગ્રહી
നിഷേധിക്കല്,અસ્વીકાર
വിഭാഗത്തെ,સંપ્રદાય
ഡി നോവോ,નવેસર
നിഷേധിക്കുക,નામંજૂર કરવું
വേര്പിരിയുക,રવાના થવું
വകുപ്പ്,વિભાગ
വകുപകമായ,વિભાગ સંબંધી
വകുപ്പുതല പ്രവർത്തനം,ખાતાકીય કાર્યવાહી
വകുപ്പുതല അന്വേഷണം,ખાતાકીય તપાસ
ഡിപ്പാർട്ട്മെന്റൽ അന്വേഷണം,વિભાગીય તપાસ
ഡിപ്പാർട്ട്മെന്റൽ ക്രമക്കേട്,વિભાગીય અનિયમિતતા
ഡിപ്പാർട്ട്മെന്റൽ ലൈബ്രറി,વિભાગીય ગ્રંથાલય
വകുപ്പുതല അശ്രദ്ധ,ખાતાકીય બેદરકારી
വകുപ്പുതല അനുമതി,ખાતાકીય પરવાનગી
വകുപ്പുതല യോഗ്യതാ പരീക്ഷ,વિભાગીય લાયકાત પરીક્ષા
വേര്പാട്,વિદાય
ഡിപൻഡൻസി സർട്ടിഫിക്കറ്റ്,પર આધારીત પ્રમાણપત્ર
ആശയിക്കുന്ന,આશ્રિત
ആശ്രിതരായ കുട്ടികൾ,આશ્રિત બાળકોને
വിനസിക്കുക,તંગ
പപ്പോന്ദ്ദം,શાપર
നാടുകടത്തല്,દેશવટો
ഉദാത്തൊരു,ચોકી કરવી
നിക്ഷേപം,થાપણ
ഡിപ്പോ,ડિપો
മൂല്യത്തകർച്ച,અવમૂલ્યન
വിഷാദമുള്ള ക്ലാസ്,હતાશ વર્ગ
കവരുക,વંચિત કરવું
ആവരണം,પ્રતિનિધિમંડળ
ഡെപ്യൂട്ടേഷൻ അലവൻസ്,પ્રતિનિયુક્તિ ભથ્થું
ഡെപ്യൂട്ടി,નાયબ
ധൈര്യമുള്ളവർ,નિકાલ કરેલું
ഡ്യൂട്ടിയുടെ ഡെറൽ,કર્તવ્યન
ഉറിപ്പ്,વિલંબ
ദുരന്തം,અપમાન
അവശിഷ്ടപരമായ,અપમાનજનક
അവഹേളനപരമായ പരാമർശം,અપમાનજનક નોંધ
പിന്ഗാമി,વંશજ
വിവരണം,વર્ણન
അര്ഹത,લાયક
ചിതണം,આચાર
പഖാപിക്കുക,હોદ્દો
പദവി,હોદ્દો
അയക്കുക,રવાનગી
അയണി കുറിപ്പ്,રવાનગી નોંધ
പാസ്ചാർച്ച് രജിസ്റ്റർ,રવાનગી રજિસ્ટર
ഉദ്ദിഷ്ടസ്ഥലം,ગંતવ્ય
നിര്ഗതിയായ,નિરાધાર
പതേകവിവരം,વિગત
വിശദമായ,વિગતવાર
കണ്ടുപിടിക്കുക,શોધી કાectવું
തടങ്കല്,અટકાયત
ഡിറ്റനോ,અટકાયત
നിശ്ചയം,નિશ્ચય
തടയല്,વિસ્ફોટ
ദോഷം,હાનિ
ദോഷകരമായ,હાનિકારક
വിലകുറയ്ക്കല്,અવમૂલ્યન
നാശക്കേട്,બરછટ
വികസനം,વિકાસ
വതിചലിക്കുക,વિચલિત થવું
ഉപായം,સાધન
ഭക്തി,ભક્તિ
രോഗംനിര്ണയിക്കുക,નિદાન કરવું
രേഖാലേഖം,ચિત્ર
ഡയറി,ડાયરી
ശാസന,શરતી
ഇതര മരിക്കുന്നു,મૃત્યુ ન
പഥാഹാരകമം,આહાર
ദഹിപ്പിക്കുക,પટા
അന്തസ്സോടെ,ગૌરવપૂર્ણ
പതാപം,ગૌરવ
വ്യതിരിക്ത,ભિન્નતા
ഹിച്ചഹം,પાતળું
വൈഷമം,મૂંઝવણ
അധാനശീലനായ,મહેનતુ
പരിമാണം,પરિમાણ
ബിരുദപതം,ડિપ્લોમા
നയതന്ത്ര്യം,રાજનીતિ
നയതന്ത്ര പ്രതിരോധശേഷി,રાજનીતિની પ્રતિરક્ષા
നേരിട്ട്,સીધું કરવું
നേരിട്ടുള്ള മത്സരം,સીધી હરીફાઈ
നേരിട്ടുള്ള അഭിമുഖം,પ્રત્યક્ષ મુલાકાત
സംവിധാനം,દિશા
മേല്വിലാസപ്പട്ടിക,ડિરેક્ટરી
നേരിട്ടുള്ള റിക്രൂട്ട്,સીધી ભરતી
അനുവദിക്കരുത്,નકારી કાallવું
വികലത,અપંગતા
വികലാംഗ വ്യക്തി,અપંગ વ્યક્તિ
പ്രവർത്തനരഹിതമായ ആനുകൂല്യങ്ങൾ,અપંગ લાભ
അസൗകരം,ગેરફાયદા
വിസമ്മതിക്കുക,અસંમત થવું
അനുവദനീയമല്ല,અસ્વીકાર
വിസമ്മതം,અસ્વીકાર
അതാഹിതം,આપત્તિ
ദുരന്ത നിവാരണം,આપત્તિનું સંચાલન
പിരിച്ചുവിടുക,વિખેરી નાખવું
അസംബ്ലി,વિતરણ
ഉപേക്ഷിക്കുക,કા discી નાખવા
ഒഴിവാക്കുക,રજા
ഡിസ്ചാർജ് സ്ലിപ്പ്,-નાગરી કાપલી
അച്ചടക്ക നടപടി,શિસ્તબદ્ધ પગલાં
അച്ചടക്ക നടപടിക്രമം,શિસ્તબદ્ધ કાર્યપદ્ધતિ
അച്ചടക്കം,શિસ્ત
വിവേകം,રાજદ્રોહ
പകാശനം,જાહેર કરવું
അസംതൃപ്തിയുള്ള,અણબનાવ
നിർണ്ണയിക്കുക,અસંગત
നിറുത്തുക,બંધ કરવું
തരുക,અસંગત
കിഴിവ്,છૂટ
കണ്ടെത്തുക,શોધવું
അപമാനിക്കുക,અણીદાર
പൊരുത്തക്കേട്,અસંગતિ
വിവേകം,વિવેક
വിവേചനാധികാര ഗ്രാന്റ്,વિવેકાધીન
വിവേചനാധികാരശക്തി,વિવેકાધિકાર
വിവേചനം,ભેદભાવ
സംവാദം,ચર્ચા
ആത്മാര്ഥതയില്ലാത്ത,અપ્રમાણિક
അപമാനം,અપરાધ
ശിഥിലത,વિઘટન
ചകം,ઝૂંપડી
സ്ഥാനഭാവം,વિઘટન
അവിശ്വസ്ത,બેભાન
പുറംതള്ളുക,નાબૂદ કરવું
പുറംതള്ളല്,બરતરફ
പിരിച്ചുവിടൽ നടപടിക്രമം,રોકી કાર્યવાહી
ധിക്കരിക്കുക,અનાદર કરવો
അവവസ്ഥ,અવ્યવસ્થા
അചന്തരമായ,ગોટાળો
അസമതം,તફાવત
ഡിസ്പാച്ച് വിഭാഗം,રવાનગી અનુભાગ
വിശദീകരിക്കാനാകും,વિઘટનક્ષમ
ചിതറുക,વિખેરી નાખવું
സ്ഥലംമാറ്റി,અપશુકવિક
പദര്ശനം,પ્રદર્શન
അനിഷ്ടം,નારાજી
പങ്കുമാറ്റം,નિકાલ
പുറന്തള്ളുന്നു,નિકાલ
സ്ഥാനം,સ્વભાવ
പുറംതൊലി,નિકાલ
തര്ക്കം,વિવાદ
അഭാവം,ગેરલાયકાત
അവഗണിക്കുക,ઉપેક્ષા
വേര്പിരിയല്,ભંગાણ
അസംതൃപ്തി,અસંતોષ
വിയോജിപ്പ്,જુલમ કરવું
അപമാനകരമായ,વિધ્વંસ
പിത്തരുത്,વિખેરી નાખવું
പിരിച്ചുവിടുക,વિચ્છેદ
അലിയിക്കുക,વિસર્જન કરવું
വിദൂര പഠനം,અંતર શિક્ષણ
ദൈർഘ്യമേറിയ,નિસ્યંદન
വ്യത്യസ്തരായ,અલગ
വിവേചിക്കുക,ભેદ પાડવો
വളച്ചൊടിക്കൽ,વિકૃતિ
ദുരിതം,તક
വിതരണം ചെയ്യുക,વહેચણી
വിതരണ,વિતરણ
ജില്ല,જિલ્લો
ജില്ലാ കേന്ദ്രം,જિલ્લા કેન્દ્ર
ശലം,ખલેલ
ഡിറ്റോ,બેવકૂફ
വതിചലനം,માર્ગાન્તર
ലാഭിക്കുക,ડિવિડન્ડ
ഡിവിഷൻ,ભાગ
വിവാഹമോചനം,છૂટાછેડા
ഡോക്കറ്റ്,ડોકેટ
ഡോക്ടര്,ડોક્ટર
രേഖ,દસ્તાવેજ
ഡോക്യുമെന്ററി തെളിവുകൾ,દસ્તાવેજી પુરાવો
പ്രമാണീകരണം,દસ્તાવેજીકરણ
വാസസ്ഥലം,વસાહત
ഡൊമിസൈൽ സർട്ടിഫിക്കറ്റ്,વસવાટી પ્રમાણપત્ર
പബലമായ,પ્રભુત્વપૂર્ણ
സംഭാവന,દાન
ഡോസിയർ,ડોળ
സംശയകരമായ,શંકાસ્પદ
ഡ ove ടെയ്ലിംഗ്,કબૂતર
താഴേക്ക്,ગાળો
കരട്,મુસદ્દો
ഡ്രാഫ്റ്റ് മറുപടി,મુસદ્દો
കടുത്ത നടപടി,સખત માપ
വര്ണിക്കുക,ખેંચાણ
ഡ്രോക്കർ,દોરડું
ഡ്രോയിംഗ്,ચિત્ર
വരള്ച്ച,દુકાળ
വരണ്ട പ്രമോഷൻ,ભાંગી બ promotionતી
ഇരട്ട ചാർജ്,બેવડી ખર્ચ
ഇരട്ട പൗരത്വം,દ્વિ નાગરિકતા
കുടിശ്ശിക,યોગ્ય
കൃത്യമായ ശ്രദ്ധ,કારણે ખંત
