Marathi,Hindi
1. मापन 2. उडी 3. मूल्यांकन,1. परिमापन 2. कूतना 3. आकलन
चातुर्य,पांडुरता
सुजननिक,सुजननिक
मूल्यमापन,मूल्यांकन
स्टीम गेज,वाष्पनमापी
बाष्पीभवन,वाष्पन-वाष्पोत्सर्जन
शाश्वत क्रांती,सदाहरित क्रांति
1. सदाहरित 2. सदाहरित,1. सदाहरित 2. सदापर्णी
विकास,विकास
कापला,उच्छेद करना
परिक्षय (प्रजनन क्षमता),परिक्षय (उर्वरता)
शोषण,शोषण
1. अन्वेषण 2. अन्वेषण,1. खोज 2. अन्वेषण
1. एक्सट्रूजन 2. उत्सर्जन,1. बहिर्वेधन 2. उत्सारण
डोळा,आंख
1. घटक 2. घटक 3. घटक 4. संसाधन,1. कारक 2. घटक 3. उपादान 4. साधन
घटक उत्पादकता,कारक उत्पादकता
व्यापारी सवलत,आढ़तिये का बट्टा
फॅक्टोरियल ब्लॉक डिझाइन,क्रमगुणित ब्लॉक डिजाइन
पर्यायी,विकल्पी
1. पट्टी 2. पालिहार,1. पड़ती 2. पलिहर
स्थूल,कुल
फील्ड मूल्यांकन,प्रक्षेत्र मूल्यांकन
शेती बजेट,प्रक्षेत्र का बजट बनाना
कृषी व्यवसाय,कृषि व्यवसाय
क्षेत्र नियोजन,प्रक्षेत्र नियोजन
1. शेतकरी 2. शेतकरी,1. किसान 2. कृषक
1. शेती 2. शेती,1. कृषि 2. खेती
टक्कर,संघट्टन
एकाधिक प्रजनन,बहुप्रजनन
किण्वन,किण्वन
प्रजनन क्षमता,उर्वरता
खत,उर्वरक
खत वापर कार्यक्षमता,उर्वरक उपयोग दक्षता
तंतुमय,रेशेदार
1. शेत 2. क्षेत्रफळ 3. ठिकाण,1. खेत 2. क्षेत्र 3. स्थान
माती पाणी धारण,मृदा जलधारिता
फील्ड प्रात्यक्षिक,प्रक्षेत्र प्रदर्शन
1. स्थिरीकरण 2. फिक्सेशन 3. फिक्सेशन,1. स्थिरीकरण 2. यौगिकीकरण 3. निर्धारण
1. पूर 2. गर्भाधान,1. आप्लावन 2. अधिसिंचन
प्रवाह चित्र,प्रवाह आरेख
अन्न मूल्य,खाद्य मान
चारा,चारा
अंदाज,पूर्वानुमान
वन,वन
वनीकरण,वनरोपण
1. तडपर्न 2. फॉर्म,1. ताड़पर्ण 2. प्रपर्ण
दंव प्रतिरोधक,तुषार रोधी
1. पाला 2. अनिष्ट,1.पाला 2. तुषार
1. गोठलेले 2. गोठलेले,1. हिमशीतित 2. हिमीकृत
कार्य,फलन
1. फ्रुट फॉल 2. फ्रुट फॉल,1. फल पातन 2. फल का झड़ना
फळ बनणे,फल बनना
1. फ्युमिगेशन 2. फ्युमिगेशन,1. धूमन 2. धूम देना
बुरशीनाशक,कवकनाशी
बुरशीविरोधी,कवकरोधी
बुरशी,कवक
1. खुद 2. सीता,1. खूड़ 2. सीता
1. फ्यूजन 2. फ्यूजन,1. संलयन 2. संगलन
कापूस लोकर,रूआं
केसाळ,रोएंदार
1. झाडाचा व्रण 2. पिटिका,1. वृक्ष व्रण 2. पिटिका
1. गेमेट्स 2. गेमेट्स,1. युग्मक 2. गैमीट
1. बाग 2. बाग,1. उद्यान 2. बाग
1. पानसाल 2. हायड्रोमीटर,1. पनसाल 2. जलमापी
जनुक संग्रह,जीन संग्रह
जीन टॅगन,जीन टैगन
वंशावळी,वंशावली विज्ञान
जनुक नकाशा,जीन मानचित्र
अनुवांशिक,आनुवंशिकी
1. जीनोम 2. सांगेन,1. जीनोम 2. संजीन
संजिनी कलेक्शन,संजीनी संग्रह
जीनोमिक्स,जीनोमिक्स
जीनोटाइप,जीनप्ररूपी
1. जीन स्ट्रक्चर 2. जीन प्रकार,1. जीनी संरचना 2. जीन प्ररूप
लिनेज,वंश
1. वंश 2. वंश,1. जीनस 2. वंश
1. जंतू 2. जंतू,1. रोगाणु 2. जर्म
जंतूनाशक,रोगाणुनाशी
उगवण,अंकुरण
1. जर्मप्लाझम 2. जर्मप्लाझम,1. जननद्रव्य 2. जर्मप्लाज्म
गिबेरेलिक ऍसिड,जिबरेलिक अम्ल
गोळा करणे,ओटना
तुष,तुष
1. ग्लूटेन 2. खादाड,1. लसदार 2. ग्लूटिनी
ग्लायकोलिसिस,ग्लाइकोलिसिस
छान,नाइस
सुवर्ण क्रांती,स्वर्णिम क्रांति
1. वर्गीकरण 2. वर्गीकरण 3. स्तरीकरण,1. श्रेणीकरण 2. वर्गीकरण 3. स्तरीकरण
1. कलमी वनस्पती 2. पेनम्ब्रल वनस्पती,1. कलमबंद पादप 2. कलमी पौधा
पेन विसंगत,कलम असंगत
ग्राना,ग्रैना
दाणेदार,कणिकायन
हिरवे खत,हरी खाद
हरित क्रांती,हरित क्रांति
वाढ आणि विकास,वृद्धि और परिवर्धन
1. हिरड्या रोग,1. गोंद रोग 2. गोंदार्ति
विषमलिंगी,भिन्नस्थ - उभयस्त्रीलिंगी
1. प्रकृति 2. निसर्ग 3. रूपगुण 4. रूप,1. प्रकृति 2. स्वभाव 3. रूपगुण 4. स्वरूप
1. ओला 2. कर्कपट 3. कर्का,1. ओला 2. करकापात 3. करका
रोमिलवॉच,रोमिलवैच
खारट गळू,लवणमृदोद्भिद्
हॅरो,हैरो
1. कापणी निर्देशांक 2. कापणी निर्देशांक,1. तुड़ाई सूचकांक 2. कटाई सूचकांक
1. कापणी 2. काढणी केलेले पीक 3. पूर्ण झालेले पीक 4. उत्पन्न,1.कटाई 2. कटी फसल 3. तैयार फसल 4. उपज
1. तोडणे 2. कापणी करणे 3. तोडणे,1. तोड़ना 2. कटाई 3. तुड़ाई
1. अंडी घालणे 2. अंडी फोर्स,1. अंडे से निकलना 2. अंडा सेना
सुकलेले गवत,सूखी घास
कोरडे खाद्य,सूखा चारा
गंजी,गंजी
धुके,धुंध
धुके,धुंधता
1. बाली 2. सित्त 3. मुंडक 4. शीर्ष 5. डोके 6. सिरा,1. बाली 2. सिट्टा 3.मुंडक 4. शीर्ष 5. सिर 6. सिरा
खोबणीचा शेवट,सिरा (नाली का)
शीर्ष रोपांची छाटणी,शीर्ष छंटाई
कुंपण,बाड़
ताब्यात,अधिरक्षण
कुंडलिनी,कुंडलिनी
हेमॅटाइट,हेमैटाइट
1. औषधी वनस्पती 2. औषधी वनस्पती,1. शाक 2. बूटी
1.बॉटनिकल कलेक्शन 2.बॉटनिकल म्युझियम,1.वनस्पति संग्रह 2. वनस्पति संग्रहालय
तणनाशक,शाकनाशी
आनुवंशिकता,आनुवंशिकता
आनुवंशिकता,वंशागतित्व
उभयलिंगी,उभयलिंगी
heterochromatic,विषमवर्णी
heterofertilization,विषम-निषेचन
1. हायब्रिडोज 2. हेटेरोसिस,1. संकरओज 2. हेटेरोसिस
सेक्सक्रोमोसोम,लिंगक्रोमोसोम
पालनपोषण,परपोषित
हेक्साडेसिमल,षड्गुणित
थंड सुप्तता,शीत निष्क्रियता
उच्च घनता लागवड,उच्च सघनता रोपण
1. पिंडलक 2. टेकडी (भात),1. पिंडलक 2. हिल (धान)
हिस्टोग्राम,आयतचित्र
उच्च तंत्रज्ञान फलोत्पादन,उच्च तकनीकी औद्यानिकी
1. दही 2. पोळ्या,1.करंड 2. छत्ता
1. खुरपणी 2. खुरपणी,1.गुड़ाई 2. गोड़ना
धारण,जोत
खाजगी शेत,निजी फार्म
होमिओस्टॅसिस,समस्थिति
जन्मभुमी,वासभूमि
एकजिनसीपणा,समांगता
1. एकसंध 2. एकसंध,1.सजातीय 2. समांगी
सहानुभूती,समधर्मी
एकसंध,समयुग्मज
1. खुर्लिका 2. अन्न कंटेनर 3. हापर,1.खुरलिका 2. खाद्यधानी 3. हापर
1. थर 2. क्षितिज,1.संस्तर 2. क्षितिज
बागायती पिके,औद्यानिक फसलें
1. फलोत्पादन 2. फलोत्पादन 3. फलोत्पादन 4. फलोत्पादन,1. उद्यान विज्ञान 2. बागवानी 3. उद्यान कृषि 4.औदयानिकी
