Bengali,Gujarati
বড় সংখ্যার আইন,મોટી સંખ્યાનો કાયદો
বিন্যাস পরিকল্পনা,લેઆઉટ યોજના
খাতা,ખાતાવહી
চুন প্যান,ચૂનો પાન
লিন্টেল,લિંટેલ
তরল সীমা,પ્રવાહી મર્યાદા
লাইভ লোড,લાઈવ લોડ
দোআঁশ,લોમ
স্থানীয় নিষ্কাশন বায়ুচলাচল,સ્થાનિક એક્ઝોસ્ટ વેન્ટિલેશન
লোকো ইয়ার্ড,લોકો યાર્ડ
লস,લોસ
নিম্ন প্লাস্টিকের সীমা,ઓછી પ્લાસ્ટિક મર્યાદા
কম তাপ সিমেন্ট,ઓછી ગરમી સિમેન્ટ
মেশিন ছাঁচনির্মাণ,મશીન મોલ્ડિંગ
ম্যাক্রোস্ট্রাকচার,મેક્રોસ્ટ્રક્ચર
প্রধান প্রধান নিয়ন্ত্রক,મુખ્ય હેડ રેગ્યુલેટર
প্রধান বন্দর,મુખ્ય બંદર
বায়ু আপ করা,મેકઅપ એર
মানসার্ড,મૅનસાર્ડ
মার্শালিং ইয়ার্ড,માર્શલિંગ યાર્ડ
রাজমিস্ত্রির কাজ,ચણતર
পরিপক্ক তাপমাত্রা,પરિપક્વતા તાપમાન
মধ্যবর্তী তলা মেঝে,મેઝેનાઇન ફ્લોર
যান্ত্রিক বিশ্লেষণ,યાંત્રિક વિશ્લેષણ
যান্ত্রিক বায়ুচলাচল,યાંત્રિક વેન્ટિલેશન
মেট্রিক সিস্টেম,મેટ્રિક સિસ્ટમ
মাইক্রোস্ট্রাকচার,માઇક્રોસ્ટ્રક્ચર
মিলি সমতুল্য,મિલી સમકક્ષ
মিলি প্রতি লিটার সমতুল্য,મિલી સમકક્ષ પ્રતિ લિટર
খনিজ,ખનિજ
খনিজ মাটি,ખનિજ માટી
ছোট বন্দর,નાના બંદર
Mitred বন্ধ,Mitred બંધ
মোবাইল সয়েল কলয়েড,મોબાઇલ સોઇલ કોલોઇડ
আর্দ্রতা কন্টেন্ট,ભેજનું પ્રમાણ
আর্দ্রতা গ্রেডিয়েন্ট,ભેજ ઢાળ
মনোলিথ,મોનોલિથ
মনোরেল,મોનોરેલ
জাতীয় হারবার কাউন্সিল,નેશનલ હાર્બર કાઉન્સિલ
প্রাকৃতিক বিছানা,કુદરતી પથારી
প্রাকৃতিক ফিনিস,કુદરતી પૂર્ણાહુતિ
প্রাকৃতিক পোতাশ্রয়,કુદરતી બંદર
প্রাকৃতিক বায়ুচলাচল,કુદરતી વેન્ટિલેશન
নৌ বন্দর,નેવલ બંદર
নিউটন,ન્યુટન
অ অভিন্ন প্রবাহ,બિન-સમાન પ્રવાહ
জলের হার দখল করে,પાણીનો દર રોકે છે
তেলে আকা,ઓઇલ પેઇન્ટ
তেল কূপ সিমেন্ট,તેલનો કૂવો સિમેન્ટ
খোলা চ্যানেল প্রবাহ,ચેનલ ફ્લો ખોલો
সর্বোত্তম আর্দ্রতা,મહત્તમ ભેજ
জৈব মাটি,ઓર્ગેનિક માટી
ওরিয়েন্টেশন,ઓરિએન્ટેશન
অর্থোগোনাল,ઓર્થોગોનલ
অর্টস্টেইন,ઓર્ટસ્ટેઇન
বাইরের সংকেত,બાહ્ય સંકેત
জারণ,ઓક્સિડેશન
প্যান্ট্রি,પેન્ટ્રી
প্যারাপেট,પેરાપેટ
প্রাচীর প্রাচীর,પેરાપેટ દિવાલ
পিতামাতার উপাদান,પિતૃ સામગ્રી
নুড়ি ঢালাই প্লাস্টার,પેબલ કાસ્ટ પ્લાસ્ટર
পেডালফার,પેડલફર
পেডোকাল,પેડોકલ
পেডোজেনেসিস,પેડોજેનેસિસ
পেডোলজি,પેડોલોજી
পেডোস্ফিয়ার,પીડોસ્ફિયર
পেনেট্রোমিটার,પેનેટ્રોમીટર
পেন্ট ছাদ,પેન્ટ છત
পেপটাইজিং এজেন্ট,પેપ્ટાઇઝિંગ એજન્ટ
বিশ্লেষণের সময়কাল,વિશ્લેષણનો સમયગાળો
পারপেন্ড,પેપેન્ડ
শোষণ,શોષણ
পিয়ার,પિયર
পিলাস্টার,પિલાસ્ટર
পিচ,પીચ
গল্পটা ছাদ,ખાડાવાળી છત
সাধারণ কংক্রিট,સાદો કોંક્રિટ
সমতল কোণ,પ્લેન કોણ
সমতল গজ,સાદો યાર્ડ
প্ল্যানসোল,પ્લાન્સોલ
প্লাস্টিকের সামঞ্জস্য,પ્લાસ્ટિક સુસંગતતા
প্লাস্টিসিটি,પ્લાસ્ટીસીટી
প্লাস্টিসিটি সূচক,પ્લાસ્ટિસિટી ઇન્ડેક્સ
প্লাস্টিসিটি সীমা,પ્લાસ્ટિસિટી મર્યાદા
প্লাস্টিসিটি পরিসীমা,પ્લાસ્ટિસિટી શ્રેણી
প্লাটি গঠন,પ્લેટી માળખું
প্লিন্থ,પ્લિન્થ
লাঙ্গলের মাটি,ખેડાણની માટી
বরই পাথর,આલુ પથ્થર
পডজোল,પોડઝોલ
ইশারা,નિર્દેશ
বহুভুজ প্রাচীর,બહુકોણીય દિવાલ
ছিদ্র স্থান,છિદ્ર જગ્યા
বন্দর,બંદર
ইতিবাচক বায়ুচলাচল,હકારાત્મક વેન્ટિલેશન
প্রাইরি মাটি,પ્રેરી માટી
যথার্থতা,ચોકસાઇ
প্রাথমিক কণা,પ્રાથમિક કણ
প্রিজম্যাটিক কাঠামো,પ્રિઝમેટિક માળખું
উৎপাদনশীল কাজ,ઉત્પાદક કાર્ય
প্রকল্পের ন্যায্যতা,પ્રોજેક્ટનું સમર્થન
প্রতিরক্ষামূলক কাজ,રક્ષણાત્મક કાર્ય
সিউডো-মাইসেলিয়াম,સ્યુડો-માયસેલિયમ
পুডল,ખાબોચિયું
পাগিং,પગીંગ
পিউমিস,પ્યુમિસ
পাঞ্চিয়ন,પંચોન
পুতুল,કઠપૂતળી
পুটলগ,પુટલોગ
পুটলগ ভারা,પુટલોગ સ્કેફોલ્ડ
পরিমাণ পরিমাপক,જથ્થો સર્વેયર
খনির রস,ખાણનો રસ
কোয়ে,ક્વે
রানী বন্ধ,રાણી બંધ
কুইন,ક્વોઈન
ভেলা ফাউন্ডেশন,રાફ્ટ ફાઉન્ડેશન
রাকার,રેકર
রেকিং,રેકિંગ
রেকিং বন্ড,રેકિંગ બોન્ડ
ঝলকানি raking,Raking ફ્લેશિંગ
দ্রুত পরিবর্তনশীল প্রবাহ,ઝડપથી બદલાતો પ્રવાહ
পুনরুদ্ধারযোগ্য পেমেন্ট,વસૂલપાત્ર ચુકવણી
লাল পৃথিবী,લાલ પૃથ્વી
লাল দোআঁশ,લાલ લોમ
রেগুলেটর,રેગ્યુલેટર
রেগুর বা কালো তুলা মাটি,રેગુર અથવા કાળી કપાસની માટી
পরিশোধের চুক্তি,ચુકવણી કરાર
অবশিষ্ট সংকোচন,શેષ સંકોચન
অবশিষ্ট মাটি,શેષ માટી
প্রকাশ করা,ઉઘાડી
পিন প্রকাশ করুন,પીન જણાવો
টাই প্রকাশ,ટાઈ જાહેર કરો
রিজ,રિજ
রিজ ক্যাপিং,રિજ કેપિંગ
নদী,નદી
রোড স্টেড,રોડ સ્ટેડ
রুক্ষ প্লাস্টার,રફ પ્લાસ્ટર
ধ্বংসস্তুপ,રોડાં
ধ্বংসস্তূপ রাজমিস্ত্রি,રોડાં ચણતર
ধ্বংসস্তূপ দেয়াল,રોડાંની દિવાલ
চলমান পরিমাপ,ચાલી રહેલ માપન
নিরাপদ ভারবহন ক্ষমতা,સલામત બેરિંગ ક્ષમતા
লবণ গ্লেজ,મીઠું ગ્લેઝ
সাধারন মাপ,નમૂનાનું કદ
নমুনা বিতরণ,નમૂના વિતરણ
নমুনা ত্রুটি,સેમ્પલિંગ ભૂલ
বালি,રેતી
বালি ফিনিস,રેતી પૂર્ણાહુતિ
বালি হাত ছাঁচনির্মাণ,રેતી હાથ મોલ્ડિંગ
স্যান্ডিং,સેન્ડિંગ
স্যাচুরেটেড মাটি,સંતૃપ્ત માટી
স্যাচুরেটেড মাটির পেস্ট,સંતૃપ્ત માટી પેસ્ટ
স্যাচুরেশন নির্যাস,સંતૃપ્તિ અર્ક
স্যাচুরেশন শতাংশ,સંતૃપ્તિ ટકાવારી
সসার গম্বুজ,રકાબી ગુંબજ
ভারা,પાલખ
শিস্ট,શિસ્ટ
সমুদ্র বন্দর,સમુદ્ર બંદર
গোপন নর্দমা,ગુપ્ત ગટર
দ্বিতীয়,બીજું
অবক্ষেপণ বিশ্লেষণ,સેડિમેન્ટેશન વિશ્લેષણ
আধা-কৃত্রিম বন্দর,અર્ધ-કૃત્રિમ બંદર
আধা জোয়ার ডক,અર્ધ ભરતી ડોક
বার্ধক্য,સેનાઇલ
শেল,શેલ
চাদরের স্তূপ,શીટનો ખૂંટો
সংকোচন সীমা,સંકોચન મર્યાદા
শাটারিং,શટરીંગ
সিয়ালিটিক মাটি,સિઆલિટિક માટી
সিয়েরোজেম,સિરોઝેમ
সিল,સીલ
পলি,કાંપ
একক ফ্লেমিশ রক্ত,સિંગલ ફ્લેમિશ લોહી
একক দানাদার কাঠামো,એક દાણાદાર માળખું
কঙ্কালের মাটি,હાડપિંજરની માટી
স্কার্টিং,સ્કર્ટિંગ
ঘুমের প্রাচীর,સ્લીપર દિવાલ
পাশের নর্দমা,બાજુની ગટર
পিছলানো পদ্দতি,સ્લાઇડ નિયમ
স্লিপ ডক,સ્લિપ ડોક
স্মোনিজা,સ્મોનીઝા
ভিজানো,પલાળીને
মৃত্তিকা সমিতি,માટીનું જોડાણ
মাটির শ্রেণী,માટી વર્ગ
মাটি জটিল,માટી સંકુલ
মাটির সামঞ্জস্য,જમીનની સુસંગતતા
মাটির পরিবার,માટી કુટુંબ
মাটির ফ্রেমের কাজ,માટી ફ્રેમ વર્ક
মাটির আদ্রতা,જમીનની ભેજ
মাটির আর্দ্রতা বৃদ্ধি,જમીનમાં ભેજનું સંવર્ધન
মাটির আর্দ্রতার ঘাটতি,જમીનમાં ભેજની ઉણપ
মাটির রূপবিদ্যা,માટી મોર્ફોલોજી
মাটির কণা,માટીનો કણ
মাটির পর্যায়,માટીનો તબક્કો
মাটি প্রোফাইল,માટી પ્રોફાઇલ
মাটির প্রতিক্রিয়া,માટીની પ્રતિક્રિયા
মাটি আলাদা করে,માટી અલગ પડે છે
মাটি সিরিজ,માટી શ્રેણી
মাটির সমাধান,માટી ઉકેલ
মাটির গঠন,માટીનું માળખું
মাটির গঠন,માટીની રચના
মাটির ধরন,માટીનો પ્રકાર
সোলুম,સોલમ
সর্পশন,સોર્પ્શન
স্পালস,spalls
নির্দিষ্ট আয়ন প্রভাব,ચોક્કસ આયન અસર
বর্গাকার কোর্সকৃত ধ্বংসস্তূপের গাঁথনি,ચોરસ કોર્સ્ડ રોડાં ચણતર
বর্গাকার নিয়মিত কোর্সকৃত ধ্বংসস্তুপ গাঁথনি,ચોરસ નિયમિત કોર્સ્ડ રોડાં ચણતર
অটল প্রবাহ,સ્થિર પ્રવાહ
ধাপে ধাপে ঝলকানি,સ્ટેપ્ડ ફ્લેશિંગ
আঠালোতা,સ્ટીકીનેસ
স্টিকিং পয়েন্ট,સ્ટિકિંગ પોઈન્ટ
পাথর,પથ્થર
স্লপ হাত ছাঁচনির্মাণ,સ્લોપ હેન્ડ મોલ્ડિંગ
চাবুক কবজা,પટ્ટા મિજાગરું
খড় বোর্ড,સ્ટ્રો બોર્ડ
প্রবাহ,પ્રવાહ
মানসিক চাপ,તણાવ
স্ট্রেচার,સ્ટ્રેચર
স্ট্রেচার বন্ড,સ્ટ્રેચર બોન્ડ
স্ট্রেচার কোর্স,સ્ટ્રેચર કોર્સ
স্ট্রিং,તાર
স্ট্রিং কোর্স,શબ્દમાળા કોર્સ
স্ট্রাকচার ফ্যাক্টর,માળખું પરિબળ
গঠন সূচক,સ્ટ્રક્ચર ઇન્ડેક્સ
স্টুকো,સાગોળ
স্টুড,સંવર્ધન
স্টাইলোবেট,સ્ટાયલોબેટ
সাব মাটি,સબ માટી
উপ-কাঠামো,પેટા માળખું
সমষ্টি বক্ররেখা,સમીકરણ વળાંક
সূর্য মাইকা,સૂર્ય અભ્રક
সুপার স্ট্রাকচার,સુપર સ્ટ્રક્ચર
সার্ভেয়ার,સર્વેયર
এস-মান,એસ-મૂલ્ય
চোরাই মাল,સ્વેગ
রাজহাঁসের ঘাড়,હંસની ગરદન
তাবারন্যাকল,ટેબરનેકલ
টেবিল হাত ছাঁচনির্মাণ,ટેબલ હેન્ડ મોલ્ડિંગ
ট্যাঙ্কিং,ટેન્કીંગ
টেম্পিয়েত্তো,ટેમ્પીએટ્ટો
টেম্পারিং,ટેમ્પરિંગ
টেমপ্লেট,ઢાંચો
টেমপ্লেট,ઢાંચો
টেপিডারিয়াম,ટેપિડેરિયમ
পোড়ামাটির,ટેરાકોટા
টেরা রোজা,ટેરા રોઝા
টেরাজো,ટેરાઝો
টেট্রা শৈলী,ટેટ્રા શૈલી
থ্রেশহোল্ড সীমা মান,થ્રેશોલ્ડ મર્યાદા મૂલ્ય
গলা,ગળું
পাথরের মাধ্যমে,પથ્થર દ્વારા
জোয়ার বেসিন,ભરતી બેસિન
টাই বার,ટાઈ બાર
টাই মরীচি,ટાઈ બીમ
টাই রড,સળિયો બાંધો
তিরস,તિર્સ
সহনশীলতা,સહનશીલતા
দাঁত তোলা,ટૂથિંગ
উপরের মাটি বা পৃষ্ঠের মাটি,ટોચની માટી અથવા સપાટીની માટી
মোট ছিদ্র,કુલ છિદ્રાળુતા
ট্রেসরি,ટ્રેસરી
ট্রেন প্রতিরোধ,ટ્રેન પ્રતિકાર
ট্রান্সেপ্ট,ટ્રાન્સેપ્ટ
ক্রান্তিকালীন মাটি,ટ્રાન્ઝિશનલ માટી
ট্রান্সম,ટ્રાન્સમ
পরিবহন মাটি,પરિવહન માટી
উপনদী,ઉપનદી
ট্রাইফোরিয়াম,ટ્રાઇફોરિયમ
ট্রাইগ্লিফ,ટ્રાઇગ્લિફ
কাটা মাটি,કાપેલી માટી
উত্তাল প্রবাহ,તોફાની પ્રવાહ
বুরুজ,સંઘાડો
টাইম্পার সংখ্যা,ટાઇમ્પર નંબર
চূড়ান্ত ভারবহন ক্ষমতা,અંતિમ બેરિંગ ક્ષમતા
চূড়ান্ত পিএইচ,અલ્ટીમેટ પીએચ
এলোমেলো ধ্বংসস্তূপের গাঁথনি,અનકોર્સ્ડ રેન્ડમ રોડાં ચણતર
আনকোর্সড বর্গাকার ধ্বংসস্তূপ রাজমিস্ত্রি,અનકોર્સ્ડ ચોરસ રોડાં ચણતર
আন্ডারক্রফট,અન્ડરક્રોફ્ટ
অপূর্ণ ছিদ্র,અપૂર્ણ છિદ્રાળુતા
অভিন্ন প্রবাহ,સમાન પ્રવાહ
ইউনিট ফ্রেম টাইপ ভারা,એકમ ફ્રેમ પ્રકાર પાલખ
অনুৎপাদনশীল কাজ,બિનઉત્પાદક કાર્ય
অসম্পৃক্ত মাটি,અસંતૃપ્ત માટી
অস্থির প্রবাহ,અસ્થિર પ્રવાહ
প্লাস্টিকের উপরের সীমা,ઉચ્ચ પ્લાસ્ટિક મર્યાદા
উপত্যকা গটার,ખીણ ગટર
ভল্ট,વૉલ્ટ
ভেটেরিয়াম,વેટેરિયમ
অবাধে বায়ু - চলাচলের ব্যবস্থা,વેન્ટિલેશન
ভেন্টিলেটর,વેન્ટિલેટર
ভেরামদাহ,વેરામદાહ
ভেস্টিবুল,વેસ્ટિબ્યુલ
ভিলা,વિલા
