Tamil,Hindi
வடிகால்,जलनिकास
இழுவை,कर्षण
1. மருந்து கொடு 2. நனை,1.दवा पिलाना 2. दवाई से तर करना
அழகுசாதனப் பொருட்கள் (விதைகள்),प्रसाधन (बीज)
1. ஆகர் 2. ஆழமற்ற தவறு 3. துளை 4. துருப்பு,1.बरमा 2. उथली भूल 3. ड्रिल 4. वपित्र
1. துளை 2. துளை 3. துளை,1.सूराख करना 2. बेधन 3. बरमाना
1. துளையிடுதல் 2. துரப்பணம் மூலம் விதைத்தல் 3. துரப்பணம் மூலம் ஊற்றுதல்,1.वेधना 2. ड्रिल से बोना 3. ड्रिल से डालना
சொட்டு நீர் பாசனம்,बूंद-बूंद सिंचाई
உலர் விவசாயம்,शुष्क खेती
1.தூசி 2.புக்னி,1.धूल 2. बुकनी
1. டஸ்டர் 2. சிதறல்,1.धूलित्र 2. प्रकीर्णक
தெளிக்க,बुरकना
1. குள்ளன் 2. வாமனன்,1. बौना 2. वामन
வாமன பிரமிட்,वामन पिरामिड
வாமினி பவன்,वामिनीभवन
சூழலியல்,पारिस्थितिकी
பொருளாதார அளவியல்,अर्थमिति
பொருளாதார திறன்,आर्थिक दक्षता
சூழ்நிலை வகை,परिस्थितिक प्ररूप
கூடுதல் அடுக்கு,बहिःस्तरपोषित
மென்மையான,मृदीय
மண் அறிவியல்,मृदा विज्ञान
1. பாலம் 2. விளிம்பு 3. இழை மூடல்,1. मेड़बंदी 2. किनारा बनाना 3. किनारा बंदी
உணவு பகுதி,खाद्य अंश
தேவை நெகிழ்ச்சி,मांग की लोच
உற்பத்தி நெகிழ்ச்சி,उत्पादन लोच
மின்னாற்பகுப்பு,विद्युत्-अपघटन
எலக்ட்ரோபோரேசிஸ்,वैद्युतकण-संचलन
ஆவியாதல்,अवक्षालन
1. சிரச்சேதம் 2. பிடிப்பவர் 3. தலை துண்டிப்பவர் 4. ஸ்டெரிலைசர்,1.विपुंसीकारित्र 2. बंधकारित्र 3.विपुंसीकार 4. बंध्यकार
1. வெயிர் பாண்டி 2. ஸ்ட்ராபாண்டி,1.मेड़ बंदी 2. डौलबंदी
கரு,भ्रूण
1. கருவியல் 2. இயற்பியல்,1. भ्रूणविज्ञान 2. भौणिकी
1. வெளியேறு 2. வெளியேறு,1. निकलना 2. निर्गमन
குழம்பாக்கி,पायसीकारक
உட்புறம்,अंतर्जात
உள்-புள்ளி பிரிவு,अंतः सूत्री विभाजन
உள் ஒட்டுண்ணி,अंतः परजीवी
எண்டோஸ்பெர்ம்,भ्रूणपोष
நிறுவன,उद्यम
பூச்சியியல்,कीटविज्ञान
சூழல்,पर्यावरण
1. என்சைம் 2. என்சைம்,1. प्रकिण्व 2. एन्जाइम
கொத்து ஒட்டுதல்,दलपुंज कलमबंदी
1. எபிஃபைட் 2. எபிஃபைட்,1. अधिपादप 2. एपिफाइट
பங்கு,समानधारिता
நீக்குதல்,उन्मूलन
அத்தியாவசிய ஊட்டச்சத்துக்கள்,आवश्यक पोषक तत्व
1. அளவீடு 2. தாவி 3. மதிப்பீடு,1. परिमापन 2. कूतना 3. आकलन
நேர்த்தியான,पांडुरता
சுஜன்னிக்,सुजननिक
மதிப்பீடு,मूल्यांकन
நீராவி மானி,वाष्पनमापी
ஆவியாதல்,वाष्पन-वाष्पोत्सर्जन
நித்திய புரட்சி,सदाहरित क्रांति
1. evergreen 2. evergreen,1. सदाहरित 2. सदापर्णी
வளர்ச்சி,विकास
துண்டிக்கப்பட்டது,उच्छेद करना
பரீக்ஷய் (கருவுறுதல்),परिक्षय (उर्वरता)
சுரண்டல்,शोषण
1. ஆய்வு 2. ஆய்வு,1. खोज 2. अन्वेषण
1. வெளியேற்றம் 2. உமிழ்வு,1. बहिर्वेधन 2. उत्सारण
கண்,आंख
1. காரணி 2. கூறு 3. காரணி 4. வளம்,1. कारक 2. घटक 3. उपादान 4. साधन
காரணி உற்பத்தித்திறன்,कारक उत्पादकता
வர்த்தகர் தள்ளுபடி,आढ़तिये का बट्टा
காரணி தொகுதி வடிவமைப்பு,क्रमगुणित ब्लॉक डिजाइन
மாற்று,विकल्पी
1. பட்டி 2. பலிஹார்,1. पड़ती 2. पलिहर
மொத்த,कुल
கள மதிப்பீடு,प्रक्षेत्र मूल्यांकन
பண்ணை பட்ஜெட்,प्रक्षेत्र का बजट बनाना
விவசாய வணிகம்,कृषि व्यवसाय
கள திட்டமிடல்,प्रक्षेत्र नियोजन
1. விவசாயி 2. விவசாயி,1. किसान 2. कृषक
1. விவசாயம் 2. விவசாயம்,1. कृषि 2. खेती
மோதல்,संघट्टन
பல இனப்பெருக்கம்,बहुप्रजनन
நொதித்தல்,किण्वन
கருவுறுதல்,उर्वरता
உரம்,उर्वरक
உர பயன்பாடு திறன்,उर्वरक उपयोग दक्षता
நார்ச்சத்து,रेशेदार
1. பண்ணை 2. பகுதி 3. இடம்,1. खेत 2. क्षेत्र 3. स्थान
மண் நீர் பிடித்து,मृदा जलधारिता
கள ஆர்ப்பாட்டம்,प्रक्षेत्र प्रदर्शन
1. அசையாமை 2. ஃபிக்சேஷன் 3. ஃபிக்சேஷன்,1. स्थिरीकरण 2. यौगिकीकरण 3. निर्धारण
1. ஊடுருவல் 2. செறிவூட்டல்,1. आप्लावन 2. अधिसिंचन
ஓட்ட வரைபடம்,प्रवाह आरेख
உணவு மதிப்பு,खाद्य मान
தீவனம்,चारा
முன்னறிவிப்பு,पूर्वानुमान
காடு,वन
காடு வளர்ப்பு,वनरोपण
1. டாட்பார்ன் 2. படிவம்,1. ताड़पर्ण 2. प्रपर्ण
உறைபனி எதிர்ப்பு,तुषार रोधी
1. பாலா 2. ப்ளைட்,1.पाला 2. तुषार
1. உறைந்த 2. உறைந்த,1. हिमशीतित 2. हिमीकृत
செயல்பாடு,फलन
1. பழம் வீழ்ச்சி 2. பழம் வீழ்ச்சி,1. फल पातन 2. फल का झड़ना
பழங்கள் ஆக,फल बनना
1. புகைத்தல் 2. புகைத்தல்,1. धूमन 2. धूम देना
பூஞ்சைக் கொல்லி,कवकनाशी
பூஞ்சை எதிர்ப்பு,कवकरोधी
பூஞ்சை,कवक
1. குத் 2. சீதா,1. खूड़ 2. सीता
1. இணைவு 2. இணைவு,1. संलयन 2. संगलन
பருத்தி கம்பளி,रूआं
முடிகள் நிறைந்த,रोएंदार
1. மரப்புண் 2. பிடிகா,1. वृक्ष व्रण 2. पिटिका
1. கேமட்கள் 2. கேமட்கள்,1. युग्मक 2. गैमीट
1. தோட்டம் 2. தோட்டம்,1. उद्यान 2. बाग
1. பான்சால் 2. ஹைட்ரோமீட்டர்,1. पनसाल 2. जलमापी
மரபணு சேகரிப்பு,जीन संग्रह
ஜீன் டேகன்,जीन टैगन
பரம்பரை,वंशावली विज्ञान
மரபணு வரைபடம்,जीन मानचित्र
மரபியல்,आनुवंशिकी
1. ஜீனோம் 2. சங்கீன்,1. जीनोम 2. संजीन
சஞ்சினி சேகரிப்பு,संजीनी संग्रह
மரபியல்,जीनोमिक्स
மரபணு வகை,जीनप्ररूपी
1. மரபணு அமைப்பு 2. மரபணு வகை,1. जीनी संरचना 2. जीन प्ररूप
பரம்பரை,वंश
1. பேரினம் 2. பரம்பரை,1. जीनस 2. वंश
1. கிருமி 2. கிருமி,1. रोगाणु 2. जर्म
கிருமி நாசினி,रोगाणुनाशी
முளைத்தல்,अंकुरण
1. ஜெர்ம்பிளாசம் 2. ஜெர்ம்பிளாசம்,1. जननद्रव्य 2. जर्मप्लाज्म
ஜிபெரெலிக் அமிலம்,जिबरेलिक अम्ल
பொறுக்கி,ओटना
துஷ்,तुष
1. பசையம் 2. பெருந்தீனி,1. लसदार 2. ग्लूटिनी
கிளைகோலிசிஸ்,ग्लाइकोलिसिस
நைஸ்,नाइस
பொன் புரட்சி,स्वर्णिम क्रांति
1. வகைப்பாடு 2. வகைப்பாடு 3. அடுக்குப்படுத்தல்,1. श्रेणीकरण 2. वर्गीकरण 3. स्तरीकरण
1. ஒட்டு செடி 2. பெனும்பிரல் செடி,1. कलमबंद पादप 2. कलमी पौधा
பேனா சீரற்ற,कलम असंगत
கிரானா,ग्रैना
குருணையாக்கம்,कणिकायन
பச்சை உரம்,हरी खाद
பசுமைப் புரட்சி,हरित क्रांति
வளர்ச்சி மற்றும் வளர்ச்சி,वृद्धि और परिवर्धन
1. ஈறு நோய்,1. गोंद रोग 2. गोंदार्ति
வேற்றுபாலின,भिन्नस्थ - उभयस्त्रीलिंगी
1. பிரகிருதி 2. இயல்பு 3. ரூபகுணம் 4. தோற்றம்,1. प्रकृति 2. स्वभाव 3. रूपगुण 4. स्वरूप
1. ஓலா 2. கர்கபட் 3. கர்கா,1. ओला 2. करकापात 3. करका
ரோமில்வாட்ச்,रोमिलवैच
உப்பு நீர்க்கட்டி,लवणमृदोद्भिद्
ஹாரோ,हैरो
1. அறுவடை குறியீடு 2. அறுவடை குறியீடு,1. तुड़ाई सूचकांक 2. कटाई सूचकांक
1. அறுவடை 2. அறுவடை செய்த பயிர் 3. முடிக்கப்பட்ட பயிர் 4. மகசூல்,1.कटाई 2. कटी फसल 3. तैयार फसल 4. उपज
1. பறித்தல் 2. அறுவடை 3. பறித்தல்,1. तोड़ना 2. कटाई 3. तुड़ाई
1. முட்டை இடுதல் 2. முட்டை படை,1. अंडे से निकलना 2. अंडा सेना
உலர்ந்த புல்,सूखी घास
உலர் தீவனம்,सूखा चारा
கஞ்சி,गंजी
மூடுபனி,धुंध
மங்கலான,धुंधता
1. பாலி 2. சித்தா 3. முண்டக் 4. மேல் 5. தலை 6. சிரா,1. बाली 2. सिट्टा 3.मुंडक 4. शीर्ष 5. सिर 6. सिरा
பள்ளத்தின் முடிவு,सिरा (नाली का)
மேல் கத்தரித்து,शीर्ष छंटाई
வேலி,बाड़
காவலில்,अधिरक्षण
குண்டலினி,कुंडलिनी
ஹெமாடைட்,हेमैटाइट
1. மூலிகை 2. மூலிகை,1. शाक 2. बूटी
1.தாவரவியல் சேகரிப்பு 2.தாவரவியல் அருங்காட்சியகம்,1.वनस्पति संग्रह 2. वनस्पति संग्रहालय
களைக்கொல்லி,शाकनाशी
பரம்பரை,आनुवंशिकता
பரம்பரை,वंशागतित्व
இருபாலினம்,उभयलिंगी
ஹீட்டோரோக்ரோமடிக்,विषमवर्णी
பன்முக கருத்தரித்தல்,विषम-निषेचन
1. ஹைபிரிடோஸ் 2. ஹெட்டோரோசிஸ்,1. संकरओज 2. हेटेरोसिस
செக்ஸ்க்ரோமோசோம்கள்,लिंगक्रोमोसोम
பராமரிக்கவில்லை,परपोषित
பதினாறுமாதம்,षड्गुणित
குளிர் உறக்கம்,शीत निष्क्रियता
அதிக அடர்த்தி நடவு,उच्च सघनता रोपण
1. பிண்டலாக் 2. மலை (நெல்),1. पिंडलक 2. हिल (धान)
ஹிஸ்டோகிராம்,आयतचित्र
உயர் தொழில்நுட்ப தோட்டக்கலை,उच्च तकनीकी औद्यानिकी
1.தயிர் 2. ஹைவ்,1.करंड 2. छत्ता
1. களையெடுத்தல் 2. களையெடுத்தல்,1.गुड़ाई 2. गोड़ना
வைத்திருக்கும்,जोत
தனியார் பண்ணை,निजी फार्म
ஹோமியோஸ்டாஸிஸ்,समस्थिति
தாயகம்,वासभूमि
ஒருமைப்பாடு,समांगता
1. ஒரே மாதிரியான 2. ஒரே மாதிரியான,1.सजातीय 2. समांगी
அனுதாபம்,समधर्मी
ஓரினச்சேர்க்கை,समयुग्मज
1. குர்லிகா 2. உணவுப் பாத்திரம் 3. ஹாப்பர்,1.खुरलिका 2. खाद्यधानी 3. हापर
1. அடுக்கு 2. அடிவானம்,1.संस्तर 2. क्षितिज
தோட்டக்கலை பயிர்கள்,औद्यानिक फसलें
1. தோட்டக்கலை 2. தோட்டக்கலை 3. தோட்டக்கலை 4. தோட்டக்கலை,1. उद्यान विज्ञान 2. बागवानी 3. उद्यान कृषि 4.औदयानिकी
