Marathi,English
कॉम्प्रेशन तंत्र,Compression technique
कंप्रेसर,Compressor
गणना,Compute
संगणक,Computer
संगणक आधारित मल्टीमीडिया,Computer based multimedia
संगणक प्रोग्रामिंग,Computer programming
संगणक तंत्रज्ञान,Computer technology
अवतल लेन्स,Concave lens
अवतल आरसा,Concave mirror
लपवून ठेवणे,Concealment
एकाग्र,Concentrated
एकाग्रता,Concentration
कॉन्सेन्ट्रिक लेन्स,Concentric lens
कंडेन्सर मायक्रोफोन,Condenser microphone
समतोल स्थिती,Condition of equilibrium
वाहक,Conduction
वाहक चालू,Conduction current
वाहकता,Conductivity
कंडक्टर,Conductor
कॉन्फिगरेशन,Configuration
कनेक्शन,Connection
कनेक्टिव्हिटी,Connectivity
कनेक्टर,Connector
सुसंगतता,Consistency
सातत्याने,Consistently
कन्सोल,Console
स्थिर,Constant
सतत मोठेपणा,Constant  amplitude
मायक्रोफोनशी संपर्क साधा,Contact microphone
कंटेनर स्वरूप,Container format
दूषित,Contamination
सामग्री,Content
संमिश्र,Contiguous
सातत्य,Continuity
सातत्य बूथ,Continuity booth
सातत्य नॉब,Continuity knob
सतत,Continuous
सतत कंस,Continuous arc
सतत लाट,Continuous wave
समोच्च ओळ,Contour line
समोच्च योजना,Contour plan
करार,Contract
आकुंचन,Contraction
कॉन्ट्रास्ट गुणोत्तर,Contrast ratio
नियंत्रण सर्किट,Control circuit
इलेक्ट्रोड नियंत्रित करा,Control electrode
नियंत्रण उपकरणे,Control equipment
नियंत्रण ग्रीड,Control grid
नियंत्रण ओळ,Control line
नियंत्रण पॅनेल,Control panel
नियंत्रण कक्ष,Control room
नियंत्रण सारणी,Control table
नियंत्रण टॉवर,Control tower
नियंत्रक,Controller
अभिसरण,Convergence
कन्व्हर्जंट लेन्स,Convergent lens
कन्व्हर्टर,Convertor
बहिर्गोल लेन्स,Convex lens
कन्व्होल्यूशन,Convolution
कन्व्होल्यूशन कोड,Convolution coded
कॉन्व्होल्यूशनल इंटरलीव्ह,Convolutional interleave
कॉन्व्होल्यूशनल इंटरलीव्हिंग,Convolutional interleaving
कुकी,Cookie
कुकीयर,Cookier
कॉप्रोसेसर,Coprocessor
दोरखंड,Cord
कोरोना,Corona
कोरोना डिस्चार्ज,Corona discharge
परस्परसंबंध,Correlation
कोसाइन घटक,Cosine component
कोसाइन वेव्ह,Cosine wave
वैश्विक आवाज,Cosmic noise
काउंटर,Counter
घड्याळाच्या दिशेने काउंटर,Counter clockwise
कपलर,Coupler
जोड्या,Coupling
कपलिंग कंडेन्सर,Coupling condenser
कपलिंग नेटवर्क,Coupling network
कपलिंग प्रतिकार,Coupling resistance
सहसंयोजक बंध,Covalent bond
कव्हरेज,Coverage
आपटी,Crash
गंभीर बँड,Critical band
चिंताजनक स्थिती,Critical condition
गंभीर जोड्या,Critical coupling
गंभीर वारंवारता,Critical frequency
गंभीर मापदंड,Critical parameter
मगर क्लिप,Crocodile clip
क्रॉस फिकट,Cross fading
क्रॉस मॉड्यूलेशन,Cross modulation
क्रॉस टॉक,Cross talk
क्रॉसफेड,Crossfade
क्रिप्टोग्राफी,Cryptography
क्रिस्टल,Crystal
क्रिस्टल फिल्टर,Crystal filter
क्यू,Cue
क्यू मार्क्स,Cue marks
क्यूइंग डिव्हाइस,Cueing device
चालू नाले,Current drain
चालू मीटर,Current meter
वर्तमान ट्रान्सफॉर्मर,Current transformer
कर्सर,Cursor
वक्र,Curve
वारंवारता कट करा,Cut off frequency
कटर,Cutter
सायबर कॅफे,Cyber cafe
सायबर सुरक्षा,Cyber security
सायबर स्पेस,Cyber space
चक्र,Cycle
चक्रीय,Cyclic
डी.सी. घटक,D.c. component
डी.सी. प्लेट पॉवर,D.c. plate power
डी.सी. जीर्णोद्धार,D.c. restoration
डॅम्पर डायोड,Damper diode
ओलसर,Damping
गडद,Dark
डेटा,Data
डेटा प्रसारण,Data broadcasting
डेटा कॉम्प्रेशन,Data compression
डेटा ड्रिलिंग,Data drilling
डेटा कूटबद्धीकरण,Data encryption
डेटा फाइल,Data file
डेटा हाताळणी,Data handling
डेटा खाण,Data mining
डेटा प्रक्रिया,Data processing
डेटा प्रोसेसर,Data processor
डेटा कमी बिट सिस्टम,Data reduced bit system
डेटा सेवा,Data service
माहिती पत्रक,Data sheet
डेटा संचयन,Data storage
डेटा प्रवाह,Data stream
डेटा परिवर्तन,Data transformation
डेटा ट्रान्समिशन,Data transmission
डेटाबेस,Database
डेटाकास्टिंग,Datacasting
डेटाग्राम,Datagram
डीबी मीटर,DB meter
मृत हवा,Dead air
मृत शॉर्ट सर्किट,Dead short circuit
मृत जागा,Dead spot
डेडलॉक,Deadlock
डीबग प्रोग्राम,Debug programme
डीबगिंग,Debugging
आवाजाचा क्षय,Decay of sound
डेसिबल (डीबी),Decibel (dB)
दशांश,Decimal
दशांश कोड,Decimal code
दशांश अंक,Decimal digit
उलगडा,Deciphering
डीकोडर,Decoder
डीकोडिंग,Decoding
डिजिटल ट्रान्समिशनमध्ये डीकोडिंग,Decoding in digital transmission
विघटन,Decompression
डीकोपलिंग,Decoupling
डिकॉपलिंग सर्किट,Decoupling circuit
डिकॉपलिंग नेटवर्क,Decoupling network
डिक्रिप्शन,Decryption
समर्पित ओळ,Dedicated line
डी-एम्बेडिंग,De-embedding
डी-जोर,De-emphasis
डीफॉल्ट,Default
गुणवत्तेत दोष,Defect in quality
सदोष,Defective
सदोष युनिट,Defective unit
व्याख्या,Definition
विक्षेप,Deflection
विकृती,Deformation
डीफ्रॅगमेंटेशन,Defragmentation
डी-गॉसिंग कॉइल,De-gaussing coil
पदवी,Degree
डी-इंटरलीव्हर,De-interleaver
विलंब ओळ,Delay line
विलंब वेळ,Delay time
विलंब फ्रेम मेमरी,Delayed frame memory
विलंब स्कॅनिंग,Delayed scanning
विलंब सिंक्रोनाइझेशन सिग्नल,Delayed synchronization signal
वितरण,Delivery
वितरण प्रणाली,Delivery system
डिमोड्युलेशन,Demodulation
डेमोड्युलेटर कार्ड,Demodulator card
डेमल्टिप्लेक्सर,Demultiplexer
फील्डची खोली,Depth of field
उतरत्या,Descending
डिझाइन तपशील,Design specification
डेस्कटॉप,Desktop
डिटेक्टर आउटपुट,Detector output
विचलन,Deviation
साधन,Device
डिव्हाइस ड्राइव्हर,Device driver
डायग्नोस्टिक्स,Diagnostics
आकृती,Diagram
संवाद ट्रॅक,Dialog track
व्यासाचा मोड,Diameteral mode
डायमंड स्टाईलस,Diamond stylus
डायाफ्राम,Diaphragm
डायाफ्रामॅटिक शोषक,Diaphragmatic absorber
डायकोटिक ऐकणे,Dichotic listening
डायलेक्ट्रिक,Dielectric
डायलेक्ट्रिक ब्रेक- डाउन,Dielectric break- down
डायलेक्ट्रिक तोटा,Dielectric loss
फरक वारंवारता,Difference frequency
फरक वारंवारता विकृती (डीएफडी),Difference frequency distortion (DFD)
फरक टोन,Difference tone
विभेदक एम्पलीफायर,Differential amplifier
विवर्तन,Diffraction
डिफ्यूझर,Diffuser
अंक,Digit
डिजिटल,Digital
डिजिटल कलाकृती,Digital artifact
डिजिटल ऑडिओ,Digital audio
डिजिटल ऑडिओ फिल्टर,Digital audio filter
डिजिटल ऑडिओ वर्क स्टेशन,Digital audio work station
डिजिटल कॅमेरा,Digital camera
डिजिटल संगणक,Digital computer
डिजिटल डेटा,Digital data
डिजिटल संपादन,Digital editing
डिजिटल एक्झिटर,Digital exciter
डिजिटल फिल्टर,Digital filter
डिजिटल फ्रेम सिंक्रोनाइझर,Digital frame synchronizer
डिजिटल वारसा,Digital heritage
डिजिटल प्रतिमा,Digital image
डिजिटल लायब्ररी,Digital library
डिजिटल मीटर,Digital meter
डिजिटल मॉड्यूलेशन,Digital modulation
डिजिटल मल्टिप्लेक्स,Digital multiplex
डिजिटल नेटवर्क,Digital network
डिजिटल आउटपुट,Digital output
डिजिटल प्लेबॅक,Digital playback
डिजिटल रेडिओ मोंडिएल (डीआरएम),Digital Radio Mondiale (DRM)
डिजिटल रेकॉर्डिंग,Digital recording
डिजिटल क्रांती,Digital revolution
डिजिटल सिग्नल,Digital signal
डिजिटल सिग्नल प्रक्रिया (डीएसपी),Digital signal processing (DSP)
डिजिटल स्वाक्षरी,Digital signature
डिजिटल तंत्रज्ञान,Digital technology
डिजिटल टू एनालॉग कन्व्हर्टर,Digital to analog converter
डिजिटल व्हिडिओ,Digital video
डिजिटल व्होल्टमीटर,Digital voltmeter
डिजिटलायझेशन,Digitalization
डिजिटलायझेशन,Digitization
डिजिटलाइज्ड व्हिडिओ,Digitized video
डिजिटायझर,Digitizer
अंधुक,Dim
परिमाण,Dimension
डिमर,Dimmer
डायोड,Diode
बुडविणे,Dip
डिप्लेक्सर,Diplexer
द्विध्रुवीय अँटेना,Dipole antenna
थेट प्रसारण,Direct broadcast
थेट करंट (डी सी),Direct current (d c)
डायरेक्ट पिक अप,Direct pick up
थेट वाचन साधन,Direct reading instrument
थेट रेकॉर्डिंग,Direct recording
दिशात्मक ten न्टीना,Directional antenna
दिशात्मक कपलर,Directional coupler
दिशात्मक मायक्रोफोन,Directional microphone
निर्देश,Directivity
निर्देशिका,Directory
अक्षम करा,Disable
डिस्क अँटेना,Disc antenna
डिस्क आधारित स्टोरेज,Disc based storage
वेगळा,Discrete
डिस्क,Disk
डिस्क ड्राइव्ह,Disk drive
डिस्क कोटा,Disk quota
डिस्केट,Diskette
विस्थापन,Dislocation
फैलाव,Dispersion
विस्थापन,Displacement
प्रदर्शन,Display
प्रदर्शन युनिट (कन्सोल),Display unit (console)
अपव्यय,Dissipation
असंतोष,Dissonance
डिस्टिल्ड वॉटर,Distilled water
विकृती,Distortion
वितरण,Distribution
वितरण एम्पलीफायर,Distribution amplifier
विभागणी,Division
विभाजक,Divisor
दस्तऐवज,Document
डॉल्बी डिजिटल,Dolby digital
डोमेन,Domain
डोमेन नियंत्रक,Domain controller
डॉपलर प्रभाव,Doppler effect
डबल पोल (द्विध्रुवीय),Double pole (dipole)
डबल पोल सिंगल थ्रो स्विच,Double pole single throw switch
डबल साइड डिस्क,Double sided disk
दुहेरी,Doublet
खाली येणारी लाट,Down coming wave
खाली प्रवाह,Down stream
डाउनलिंक,Downlink
डाउनलोड करा,Download
डाउनलोड करीत आहे,Downloading
रेखांकन,Drawing
ड्रिलिंग बिट,Drilling bit
ड्रिलिंग मशीन,Drilling machine
चालवा,Drive
ड्रम,Drum
कोरडे बल्ब तापमान,Dry bulb temperature
कोरडे सेल,Dry cell
कोरडे सोल्डर,Dry solder
ड्युअल चॅनेल मोड,Dual channel mode
डबिंग,Dubbing
डड,Dud
डंप,Dump
दुहेरी,Duplex
कालावधी,Duration
धूळ,Dust
धूळ बग,Dust bug
धूळ पुरावा,Dust proof
डस्टर,Duster
डायनॅमिक,Dynamic
डायनॅमिक बिट वाटप,Dynamic bit allocation
डायनॅमिक इंटरमोडुलेशन विकृती (डीआयएम),Dynamic intermodulation distortion (DIM)
डायनॅमिक क्वांटिझेशन,Dynamic quantization
डायनॅमिक श्रेणी,Dynamic range
डायनॅमिक श्रेणी नियंत्रण,Dynamic range control
डायनामो,Dynamo
कान फोन,Ear phone
पृथ्वी,Earth
पृथ्वी बल्ज,Earth bulge
पृथ्वी प्रतिकार,Earth resistance
पृथ्वी रॉड,Earth rod
पृथ्वी उपग्रह,Earth satellite
पृथ्वी स्टेशन,Earth station
पृथ्वी टर्मिनल,Earth terminal
अर्थिंग,Earthing
प्रतिध्वनी,Echo
इको चेंबर,Echo chamber
एडी करंट,Eddy current
एडी चालू तोटा,Eddy current loss
एजवाइज मीटर,Edgewise meter
संपादन,Editing
प्रभावी अँटेना उंची,Effective antenna height
प्रभावी अँटेना लांबी,Effective antenna length
प्रभावी व्होल्टेज,Effective voltage
कार्यक्षमता,Efficiency
लवचिकता,Elasticity
इलेक्ट्रिक डिस्चार्ज,Electric discharge
विद्युत क्षेत्र,Electric field
इलेक्ट्रिक फ्लॅश,Electric flash
विद्युत उष्मक,Electric heater
इलेक्ट्रिक मीटर,Electric meter
विद्युत मोटर,Electric motor
विजेचा धक्का,Electric shock
इलेक्ट्रिक स्पार्क,Electric spark
विद्युत उपकरण,Electrical appliance
विद्युत आवाज,Electrical noise
विद्युत वादळ,Electrical storm
इलेक्ट्रिकली ऑपरेट केलेले संगीत वाद्य,Electrically operated musical instrument
वीज,Electricity
वीजपुरवठा,Electricity supply
इलेक्ट्रोडायनामिक,Electrodynamic
इलेक्ट्रोलाइटिक कॅपेसिटर,Electrolytic capacitor
इलेक्ट्रोमॅग्नेटिक,Electromagnetic
इलेक्ट्रोमॅग्नेटिक त्रास,Electromagnetic disturbance
इलेक्ट्रोमॅग्नेटिक इंटरफेरेन्स,Electromagnetic interferrence
इलेक्ट्रोमॅग्नेटिक स्पेक्ट्रम,Electromagnetic spectrum
इलेक्ट्रोमॅग्नेटिक वेव्ह,Electromagnetic wave
इलेक्ट्रोमॅग्नेटिक वेव्ह प्रसार,Electromagnetic wave propagtion
इलेक्ट्रॉन एकाधिक फोटोट्यूब,Electron multiple phototube
इलेक्ट्रॉनिक कॅल्क्युलेटर,Electronic calculator
इलेक्ट्रॉनिक डेटा प्रक्रिया (ईडीपी),Electronic data processing (EDP)
इलेक्ट्रॉनिक मेल (ई-मेल),Electronic mail (e-mail)
इलेक्ट्रॉनिक स्विचिंग सिस्टम,Electronic switching system
इलेक्ट्रॉनिक्स,Electronics
इलेक्ट्रोप्लेटिंग,Electroplating
इलेक्ट्रोस्टेटिक,Electrostatic
उत्थान,Elevation
एम्बेड केलेले,Embedded
एम्बेड केलेले ऑडिओ,Embedded audio
एम्बेडेड प्रणाली,Embedded system
प्रतीक,Emblem
उदयोन्मुख ट्रेंड,Emerging trends
उत्सर्जन,Emission
एमिटर,Emitter
एमिटर अनुयायी,Emitter follower
एमिटर टर्मिनल,Emitter terminal
एमिटर-बेस-जंक्शन,Emitter-base-junction
सक्षम करा,Enable
Enamelled वायर,Enamelled wire
एन्किफर,Encipher
संलग्न,Enclosure
एन्कोड,Encode
एन्कोडर,Encoder
एन्कोडिंग,Encoding
कूटबद्धीकरण,Encryption
शेवटचा चिन्ह,End mark
अंतिम वापरकर्ता,End user
ऊर्जा,Energy
उर्जा विखुरलेले,Energy dispersal
उर्जा वितरण,Energy distribution
अंमलबजावणी,Enforcement
इंजिन,Engine
अभियंता,Engineer
अभियांत्रिकी,Engineering
अभियांत्रिकी स्टोअर,Engineering store
खोदकाम,Engraving
वाढविण्यासाठी,Enhance
एकत्रित,Ensemble
की प्रविष्ट करा,Enter key
एंटरप्राइझ आर्किटेक्चर,Enterprise architecture
एन्थॅल्पी,Enthalpy
एन्ट्रोपी,Entropy
एन्ट्रोपी कोडिंग,Entropy coding
एन्ट्रोपी रिडंडंसी,Entropy redundancy
समतुल्य,Equalising
समानता,Equalization
इक्वेलायझर,Equalizer
उपकरणे,Equipment
उपकरणे कव्हर,Equipment cover
समतुल्य,Equivalent
मिटवा,Erase
डोके मिटवा,Erase head
इरोशन,Erosion
अनियमित,Erratic
त्रुटी,Error
त्रुटी नियंत्रण कोडिंग,Error control coding
त्रुटी सुधारणे,Error correction
त्रुटी शोध,Error detection
त्रुटी हाताळणी,Error handling
त्रुटी संभाव्यता,Error probability
इथरनेट,Ethernet
इथरनेट केबल,Ethernet cable
युजेनिक्स,Eugenics
खाली करा,Evacuate
एक्सचेंज,Exchange
एक्झिटर,Exciter
अंमलबजावणी,Execute
अंमलबजावणीची वेळ,Execution time
दमट,Exhaust
बाहेर पडा,Exit
विस्तारित,Expanded
विस्तार वाल्व,Expansion valve
प्रयोग,Experiment
तज्ञ प्रणाली,Expert system
अन्वेषण,Explore
एक्सप्लोरर,Explorer
एक्सपो (प्रदर्शन),Expo(exhibition)
वीजपुरवठा वाढवणे,Extension of power supply
बाह्य नियंत्रण,External control
बाह्य मेमरी,External memory
बाह्य संचय,External storage
बाह्य धागा,External thread
काढा,Extract
बाह्य,Extranet
बनावट,Fabricate
पैलू,Facet
फॅसिमिले,Facsimile
घटक,Factor
फिकट,Fade
ठळक होत जाणे,Fade in
फिकट बाहेर,Fade out
फॅडर,Fader
लुप्त होत आहे,Fading
फिकट झोन,Fading zone
फॅन्टॉम (= फॅंटम),Fantom (=phantom)
फास्ट फुरियर ट्रान्सफॉर्म (एफएफटी) अल्गोरिदम,Fast fourier transform (FFT) algorithm
गंभीर त्रुटी,Fatal error
दोष,Fault
वैशिष्ट्य,Feature
अन्न देणे,Feed
अभिप्राय,Feedback
अभिप्राय एम्पलीफायर,Feedback amplifier
अभिप्राय सर्किट,Feedback circuit
अभिप्राय व्होल्टेज,Feedback voltage
फीडर,Feeder
फीडर केबल,Feeder cable
फीडर झोपडी,Feeder hut
फीडर लाइन,Feeder line
फीडर सिस्टम,Feeder system
फीडर वायर,Feeder wire
फायबर,Fibre
फायबर ऑप्टिक्स,Fibre optics
निष्ठा,Fidelity
निष्ठा श्रेणी विस्तार,Fidelity range extension
फील्ड,Field
फील्ड ड्राइव्ह,Field drive
फील्ड इफेक्ट ट्रान्झिस्टर,Field effect transistor
फील्ड सामर्थ्य,Field strength
फील्ड सामर्थ्य मीटर,Field strength meter
फील्ड सामर्थ्य सर्वेक्षण,Field strength survey
आकृती,Figure
गुणवत्तेची आकृती,Figure of merit
फिलामेंट,Filament
फाईल,File
फाइल सर्व्हर,File server
फाईल सिस्टम,File system
फिलर,Filler
फिल्म रेकॉर्डर,Film recorder
चित्रपटाचा वेग,Film speed
फिल्टर,Filter
फिल्टर चोक,Filter choke
फिल्टर सर्किट,Filter circuit
फिल्टरिंग,Filtering
ललित ट्यूनिंग नियंत्रण,Fine tuning control
मर्यादित फील्ड,Finite field
अग्नीची भिंत,Fire wall
फायरफॉक्स,Firefox
फायरिंग कोन,Firing angle
फर्मवेअर,Firmware
फिटिंग्ज,Fittings
निश्चित बिंदू चार्ट,Fixed point chart
निश्चित बिंदू आयटम,Fixed point item
फ्लॅश,Flash
फ्लॅट,Flat
फ्लिकर,Flicker
फ्लिप फ्लॉप,Flip flop
फ्लोट वाल्व्ह,Float valve
तरंगत,Floating
फ्लोटिंग बॅटरी,Floating  battery
फ्लोटिंग पॉईंट,Floating point
फ्लोटिंग पोर्ट,Floating port
पूर प्रकाश,Flood light
पूर प्रकाश,Flood lighting
मजला,Floor
फ्लॉपी,Floppy
प्रवाह चार्ट,Flow chart
चढ - उतार,Fluctuation
द्रवपदार्थ,Fluid
फ्लोरोसेंट दिवा,Fluorescent lamp
फ्लोरोसेंट ट्यूब,Fluorescent tube
फडफड,Flutter
प्रवाह,Flux
फ्लक्स लिंकेज,Flux linkage
एफएम नेटवर्क,FM network
एफएम टॉवर,FM tower
फोकस,Focus
फोकस नियंत्रण,Focus control
फोकसिंग,Focussing
फोकसिंग मॅग्नेट,Focussing magnet
धुके,Fog
फॉइल,Foil
परत फोल्ड करा,Fold back
दुमडलेला द्विध्रुवीय,Folded dipole
फोल्डर,Folder
फुटेज,Footage
तळटीप,Footer
सक्तीने दोलन,Forced oscillation
सक्तीने वायुवीजन,Forced ventilation
सक्तीने कंप,Forced vibration
बनावट,Forge
स्वरूप,Format
स्वरूप शिफ्टिंग,Format shifting
स्वरूप सूर,Format tunes
स्वरूपन,Formatting
अग्रेषित पूर्वाग्रह,Forward bias
पुढे पक्षपाती,Forward biased
पुढे चालू,Forward current
पुढे दिशा,Forward direction
अग्रेषित प्रतिकार,Forward resistance
फूरियर ट्रान्सफॉर्म,Fourier transform
भग्न,Fractal
विखंडन,Fragmentation
फ्रेम,Frame
फ्रेम स्वरूपन,Frame formatting
फ्रेम सिंक्रोनिझर,Frame synchroniser
फ्रेमिंग,Framing
विनामूल्य इलेक्ट्रॉन,Free electron
मोकळी जागा तोटा,Free space loss
मोकळ्या जागेचा मार्ग तोटा,Free space path loss
वारंवारता,Frequency
वारंवारता वाटप,Frequency allocation
वारंवारता चेंजर,Frequency changer
वारंवारता कन्व्हर्टर,Frequency converter
वारंवारता काउंटर,Frequency counter
वारंवारता विकृती,Frequency distortion
वारंवारता विभाजक,Frequency divider
वारंवारता डोमेन,Frequency domain
वारंवारता दुहेरी,Frequency doubler
वारंवारता मॉड्यूलेशन,Frequency modulation
वारंवारता मॉनिटर,Frequency monitor
वारंवारता मल्टिप्लेक्स,Frequency multiplex
वारंवारता गुणक,Frequency multiplier
वारंवारता श्रेणी,Frequency range
वारंवारता प्रतिसाद,Frequency response
वारंवारता शिफ्ट,Frequency shift
वारंवारता स्पेक्ट्रम,Frequency spectrum
वारंवारता सिंथेसाइझर,Frequency synthesizer
वारंवारता सहनशीलता,Frequency tolerance
वारंवारता अनुवादक बॉक्स,Frequency translator box
वारंवारता भिन्नता,Frequency variation
फ्रेस्नेल झोन,Fresnel zone
फ्रिंज-एरिया,Fringe-area
फ्रंट पोर्च,Front porch
पूर्ण अ‍ॅडर,Full adder
पूर्ण वेव्ह सुधारणे,Full wave rectification
पूर्ण वेव्ह रेक्टिफायर,Full wave rectifier
कार्य,Function
फंक्शन की,Function key
कार्यात्मक चाचणी,Functional testing
मूलभूत,Fundamental
मूलभूत वारंवारता,Fundamental frequency
मूलभूत वेग,Fundamental velocity
फनेल,Funnel
फ्यूज,Fuse
फ्यूज वायर,Fuse wire
अस्पष्ट तर्कशास्त्र,Fuzzy logic
मिळवा,Gain
नियंत्रण मिळवा,Gain control
गॅलोइस फील्ड,Galois field
गर्दी,Gamut
गँग कंडेन्सर,Gang condenser
अंतर,Gap
गेटवे,Gateway
गेज,Gauge
गौशियन वक्र,Gaussian curve
गौशियन पांढरा आवाज,Gaussian white noise
जनरेटर,Generator
सामान्य नाव,Generic name
जिओस्टेशनरी उपग्रह,Geostationary satellite
जिओसिंक्रोनस उपग्रह,Geosynchronous satellite
ग्लिच,Glitch
ग्राफिक कला,Graphic art
ग्राफिक इक्वेलायझर,Graphic equalizer
ग्राफिक्स,Graphics
ग्रॅटिक्यूल,Graticule
गुरुत्वाकर्षण प्रवेग,Gravitational acceleration
राखाडी स्केल,Gray scale
ग्रीड,Grid
ग्रीड बायस,Grid bias
ग्रीड ड्रायव्हिंग पॉवर,Grid driving power
ग्रीड उत्सर्जन,Grid emission
ग्रिड मॉड्युलेटेड क्लास सी एम्पलीफायर,Grid modulated class C amplifier
ग्रील,Grill
ग्राइंडिंग,Grinding
खोबणी,Groove
ग्राउंड चालकता,Ground conductivity
ग्राउंड रिटर्न सर्किट,Ground return circuit
ग्राउंड रॉड (पृथ्वी रॉड),Ground rod (earth rod)
ग्राउंड स्कॅटर प्रसार,Ground scatter propagation
ग्राउंड सेगमेंट,Ground segment
ग्राउंड वेव्ह,Ground wave
ग्राउंड वेव्ह प्रसार,Ground wave propagation
ग्राउंड वेव्ह सिग्नल,Ground wave signal
ग्राउंड,Grounded
गट विलंब,Group delay
नेटवर्क आणि कव्हरेजची वाढ,Growth of network & coverage
गार्ड बँड,Guard band
गार्ड मध्यांतर,Guard interval
गन डायोड,Gunn diode
माणूस,Guy
गाय वायर,Guy wire
एरियल मास्ट (गायडे अँटेना मस्त),Guyed aerial mast (guyed antenna mast)
खाच,Hack
हॅकर,Hacker
अर्धा ader,Half adder
अर्धा डुप्लेक्स,Half duplex
अर्धा पॉवर बँडविड्थ,Half power bandwidth
अर्धा वेव्ह द्विध्रुवीय,Half wave dipole
अर्धा वेव्ह दुरुस्ती,Half wave rectification
हाफटोन,Halftone
हॅमिंग अंतर,Hamming distance
हार्ड डिस्क क्रॅश,Hard disc crash
हार्ड डिस्क आधारित ऑडिओ वितरण प्रणाली,Hard disk based audio delivery system
हार्ड डिस्क आधारित रेकॉर्डिंग,Hard disk based recording
हार्डवेअर,Hardware
हार्डवेअर पत्ता,Hardware address
हार्मोनिक,Harmonic
हार्मोनिक विकृती,Harmonic distortion
हार्मोनिक उत्सर्जन,Harmonic emission
हार्मोनिक फिल्टर युनिट,Harmonic filter unit
हार्मोनिक जनरेटर,Harmonic generator
हार्मोनिक सप्रेसर,Harmonic suppressor
हार्मोनिक्स,Harmonics
धोका,Hazard
हेड फोन,Head phone
हेड रूम,Head room
हेडएंड,Headend
शीर्षलेख,Header
सुनावणी यंत्रणा,Hearing mechanism
उष्णता शोषक,Heat absorber
उष्णता शिल्लक,Heat balance
उष्णता अडथळा,Heat barrier
उष्णता कंडक्टर,Heat conductor
उष्णता बुडणे,Heat sink
हर्ट्ज (हर्ट्ज),Hertz (Hz)
हेटरोडिन,Heterodyne
हेटरोडिन रिसीव्हर,Heterodyne receiver
हेटरोडिन व्हिसल (हेटरोडिन हस्तक्षेप),Heterodyne whistle (heterodyne interference)
ह्युरिस्टिक,Heuristic
हेक्साडेसिमल,Hexadecimal
श्रेणीबद्ध मॉड्यूलेशन,Hierarchical modulation
हाय-फाय (उच्च निष्ठा),Hi-Fi (high fidelity)
उच्च वाढ,High boost
उच्च वारंवारता,High frequency
उच्च वारंवारता दोलन,High frequency oscillation
उच्च वारंवारता प्रतिसाद,High frequency response
उच्च स्तरीय प्रोग्राम भाषा,High level programme language
उच्च पास फिल्टर,High pass filter
उच्च उर्जा ट्रान्समीटर,High power transmitter
उच्च गुणवत्तेचे स्वागत,High quality reception
हाय स्पीड कनेक्टिव्हिटी,High speed connectivity
हाय स्पीड डेटा सिस्टम,High speed data system
हिस्टोग्राम,Histogram
मुख्यपृष्ठ,Home page
हुक,Hook
हुक अप वायर,Hook up wire
क्षैतिज ब्लॅकआउट कालावधी,Horizontal blackout period
क्षैतिज ब्लँकिंग,Horizontal blanking
क्षैतिज व्याख्या (क्षैतिज रिझोल्यूशन),Horizontal definition (horizontal resolution)
क्षैतिज विक्षेपण दोलन,Horizontal deflection oscillation
क्षैतिज रेखा,Horizontal line
क्षैतिज विभाग,Horizontal section
क्षैतिज स्वीप सर्किट,Horizontal sweep circuit
हॉर्न लाऊडस्पीकर,Horn loudspeaker
होस्ट,Host
हॉट स्पॉट,Hot spot
घरपट्टी,House keeping
हब,Hub
ह्यू,Hue
हफमन कोडिंग,Huffman coding
हम,Hum
मानवी ऑडिओ समज,Human audio perception
मानवी ऑडिओ सिस्टम,Human audio system
मानवी श्रवण यंत्रणा,Human hearing mechanism
मानवी व्हिडिओ समज,Human video perception
आर्द्रता,Humidity
संकरित,Hybrid
संकरित सर्किट,Hybrid circuit
हायब्रीड इंटरग्रेटेड सर्किट,Hybrid intergrated circuit
हायड्रोमीटर,Hydrometer
उच्च,Hyper
हायपर मीडिया,Hyper media
अति मजकूर,Hyper text
हायपरलिंक,Hyperlink
चिन्ह,Icon
ओळख,Identification
अभिज्ञापक,Identifier
प्रज्वलित करा,Ignite
प्रज्वलन,Ignition
प्रकाश,Illuminance
प्रदीपन,Illumination
प्रतिमा,Image
प्रतिमा अँटेना,Image antenna
प्रतिमा कॅप्चर,Image capture
प्रतिमा आयकॉनोस्कोप,Image iconoscope
प्रतिमा नकाशा,Image map
प्रतिमा ऑर्थिकॉन,Image orthicon
प्रतिमा प्रक्रिया,Image processing
प्रतिमा सेटर,Image setter
काल्पनिक,Imaginary
प्रतिबाधा,Impedance
प्रतिबाधा जुळणारी,Impedance matching
प्रतिबाधा जुळणारे सर्किट,Impedance matching circuit
प्रतिबाधा जुळत नाही,Impedance mismatch
मोकळ्या जागेची प्रतिबाधा,Impedance of free space
प्रतिबाधा परिवर्तन,Impedance transformation
आयात,Import
गर्भवती,Impregnated
व्होल्टेज प्रभावित करा,Impress voltage
प्रेरणा,Impulse
आवेग प्रतिसाद,Impulse response
अशुद्धता चालकता,Impurity conductivity
अशुद्धता सेमीकंडक्शन,Impurity semiconduction
निष्क्रिय,Inactive
निष्क्रिय विंडो,Inactive window
ऐकण्यायोग्य नाही,Inaudible
हल्ल,Incandescence
घटना किरण,Incident ray
समावेश,Inclusion
