Gujarati,English
ક્રોસ-હાઇબ્રિડ હાઇબ્રિડાઇઝેશન,Cross
ક્રોસ બેન્ડ સંચાર,cross band
અપ્રસ્તુત પાત્ર અવતાર,cross colour interference
ક્રોસ સંબંધો,cross connection
ક્રોસ કરેલ વિસ્તાર,crossed field
ઓછામાં ઓછું વિચલન લેન્સ,crossed lens
ક્રોસ ઉત્પાદન,crossed product
અપ્રસ્તુત સંકેત,cross fire (=cross talk)
માળનું અતિક્રમણ,crossing of levels
સંક્રમણ ઝોન,cross-over area
સંક્રમણ બિંદુ,crossover frequencies
વિનિમય મૂલ્ય,crossover value
વેક્ટર-ઉત્પાદન વેક્ટર-ઉત્પાદન,cross product
"ક્રોસ સેક્શન, ક્રોસ સેક્શન",cross section
"બહુવિધ શબ્દ, વર્ણસંકર શબ્દ",cross term
ક્રોસ વાયર,cross wire
"ક્રાઉન ઓપ્ટિકલ ગ્લાસ, ક્રાઉન ઓપ્ટિકલ ગ્લાસ",crown optical glass
ઠંડકનું મિશ્રણ,Cryogen
નીચા તાપમાન ઇલેક્ટ્રોનિક્સ,cryogenic electronics
હાયપોથર્મિયા,cryogenic
ક્રાયોજેનિક પ્રયોગશાળા,cryogenic laboratory
નિમ્રતાપીકી,Cryogenics
ફ્રીઝિંગ ગેજ,cryoscope
ક્રાયોમેટ્રિક સ્થિરાંક,Cryoscopic Constant
સ્ફટિક,crystal
"સ્ફટિકીય, તંતુમય",Crystalline
"સ્ફટિકીકરણ, સ્ફટિકીકરણ, સ્ફટિકીકરણ",crystallisation (=crystallization)
સ્ફટિક વૈજ્ઞાનિક,crystallographer
સ્ફટિક-માળખાકીય,Crystallographic
સ્ફટિક માળખું,Crystallographical
"ક્રિસ્ટલોગ્રાફી, સ્ફટિક વિજ્ઞાન",crystallography
જાળી ટ્રાન્સફર કામગીરી,crystal translation operation (=lattice translation operation)
સ્ફટિક સ્મજ,crystal whiskers
ક્યુબ ક્યુબ,Cube
"ઘન, ઘન, ઘન, ત્રિકોણ, ઘન, ત્રિકોણ",Cubic
ક્યુબિક ક્લીવેજ,Cubical Cleavage
ભ્રમણકક્ષા,Cubicle
સંચિત,Cumulative
ક્યુરી સતત,Curie constant
ક્યુરી ઇફેક્ટ,Curie effect
"ક્યુરી પોઈન્ટ, ક્યુરી ટેમ્પરેચર, ક્યુરી ડિમેગ્નેટાઈઝેશન પોઈન્ટ",Curic-point
ક્યુરી,curie (unit)
પ્રવાહ,current
પ્રવાહની લઘુમતી,current element
વિતરણ,Curtailment
વક્રતા,Curvature
વળાંક વળાંક રેખા,Curve
વક્ર,Curved
વળાંક બાર,curved beam
વક્ર પૃષ્ઠ,curved surface
વૃદ્ધિ વળાંક,curve of growth
વક્ર,Curvilinear
"છિદ્રક, કટીંગ",cut-off
અંત ઝોન,cut off field
અંતિમ આવર્તન,cut off frequency
અંતિમ બિંદુ,cut off point
ટર્મિનલ બિંદુ વેગ,cut off velocity
ટર્મિનલ વોલ્ટેજ,cut off voltage
"કલાકાર, કલાકાર",Cutter
સાયબરનેટિક્સ,Cybernetics
"ચક્ર, ચક્ર, ચક્ર",Cycle
ચક્ર પ્રતિ સેકન્ડ,cycle per second
"ચક્રીય, ચક્રીય",cyclic
સ્પિન,Cycling
ચક્રીય લોલક,cycloidal pendulum
સાયક્લોટ્રોન,Cyclotron
સાયક્લોટ્રોન આવર્તન,cyclotron frequency
"સિલિન્ડર, સિલિન્ડર",cylinder
"નળાકાર, સિલિન્ડર આકાર, સિલિન્ડર, સિલિન્ડર",Cylindrical
સિલિન્ડર હાર્મોનિક,cylindrical harmonics
ભીનું,damped
ભીના સરળ હાર્મોનિક ઓસિલેશન,damped harmonic oscillation
ડેમ્પર,Damping
ડેનિયલ સેલ,Daniell cell
અંધારું,dark
"દાન કરેલ સંસાધનો, ગૌણ સંસાધનો, ટ્રસ્ટ સંસાધનો",data processing
"વિઘટન ઉત્પાદક, દૂધ ઉત્પન્ન કરનાર, પિતૃ, સંતાન",Daughter
ડેવિસન ગરમ પ્રયોગ,Davission Germer experiment
D.C. (નિર્દેશક),d .c. (=zero frequency component)
નિષ્ક્રિય ભાગ,dead space
શાંત સ્થળ,dead spot
ડી બ્રાગ્લી તરંગલંબાઇ,de Broglie wave length
Debye લાક્ષણિકતા તાપમાન,Debye charactristic temperature
"ડેબાય લંબાઈ, ડેબાય અંતર",Debye length
દેવું-વિરામ,Debye relaxation time
સડો,decay
સડો સૂચકાંક,decay constant
પાતળું,decelerating
મંદી,deceleration
વિરામ સમય,deceleration time
ડેસિબલ,Decibel
ડેસિબેલોમીટર,decibelmeter
"દશાંશ, દશાંશ",Decimal
વર્ગીકરણ,declassify
"ઉથલપાથલ, ક્રાંતિ, ઉપક્રમ, પતન",declination
આઇસોમેટ્રિક વર્તુળ,declination circle
ડીકોડર,Decoder
"વિઘટન, વિસર્જન",decomposition
વિસંકોચન,Decompression
વિશુદ્ધીકરણ,decontamination
સુશોભન,Decoration
જોડાણ,Decoupling
ઘટતું કાર્ય,decreasing function
હવામાન,Decrement
ઉલ્લંઘન,Deemphasis
સબફ્લોર,deep level
ઊંડી જગ્યા,dcep space
વ્યુત્પત્તિ,De-excitation
"ખામી, ભૂલ, નુકસાન, ઉણપ",Defect
ખોટું,Defective
રોગપ્રતિકારક શક્તિ,Defensive
મર્યાદાનો દરવાજો,defining aperture
"વ્યાખ્યા, સ્પષ્ટતા",definition
વિચલિત કરવું,Deflect
ડિફ્લેક્ટર,Deflecting
"વિચલન, વિચલન",Deflection
વિચલિત ધ્યાન,deflection defocussing
ડિફ્લેક્શન-ડબલ મિરર,deflection-doubling mirror
ડિફ્લેક્શન ઝોન,deflection field
ગુરુત્વાકર્ષણ પ્રભાવિત વિચલન,deflection of gravity
સંક્ષિપ્ત પ્લેટો,deflection plates
ફોકસ,Defocussing
વિકૃતિ,deformability
"વિકૃતિ, વિકૃતિ",Deformation
વિગાસન,degasification
"વ્યભિચાર, બદનામી",Degeneracy
"અપવિત્ર થવું (વર.), અધોગતિ (n.), અધોગતિ (v.)",Degenerate
કચરો ગેસ,degenerate gas
"વિચલન, અફસીયા, વંચિતતા, વંચિતતા",degeneration
સંતોષકારક,degenerative
"ડિગ્રી, ડિગ્રી, તીવ્રતા, ડિગ્રી, ડિગ્રી, જથ્થો, અંશ",Degree
એકાગ્રતા-વોલ્યુમ,degree of concentration
વિયોજન જથ્થો,degree of dissociation
સ્વતંત્રતાની ડિગ્રી. સ્વતંત્રતાની ડિગ્રી,degree of freedom
આયનીકરણની માત્રા,degree of ionisation
ધ્રુવીકરણની તીવ્રતા,degree of polarisation
ચોકસાઇ જથ્થો,degree of precision
ડિહ્યુમિડિફિકેશન,dehumidification
ડીયોનાઇઝેશન,deionisation
વિલંબ,Delay
વિલંબિત,Delayed
સ્થાનિકીકરણ,Delocalisation
ડેલ્ટા કાર્ય,delta function
ડિમેગ્નેટાઇઝેશન,Demagnetisation
ડિમેગ્નેટાઇઝ્ડ વળાંક,Demagnetise
ડિમેગ્નેટાઇઝર,Demagnetiser
ડિમોડ્યુલેશન,demodulation
ગાઢ ભીડ,dense packing
ઘનતા માપક,Densitometer
"ઘનતા, ઘનતા",Density
અવમૂલ્યન સ્તર,depletion layer
અવક્ષય ઝોન,depletion zone
વિધ્રુવીકરણ,depolarisation
વિધ્રુવીકરણ,depolarised
ડિપોલરાઇઝર,depolariser
"ક્ષેત્રની ઊંડાઈ, ક્ષેત્રની તીવ્રતા",depth of field
"વ્યુત્પન્ન પોલેરોગ્રામ, વ્યુત્પન્ન પોલેરોગ્રામ",derivative polarogram
તારવેલી,derived
"ઉતરતા, ઉતરતા",Descending
"વંશ, વંશ",descent
"વર્ણન કરો, બનાવો, દોરો",describe
છેદ,Descriptor
"ડિઝાઇન કરવી, ડિઝાઇન કરવી (n.) ડિઝાઇન કરવી, ડિઝાઇન કરવી (n.)",Design
વિનાશ,Destruction
વિનાશક હસ્તક્ષેપ,destructive interference
"વિનાશક, વિનાશક",Destructive
"ઓળખ, શોધ",Detection
કલેક્ટર,Detector
નિશ્ચયવાદ,Determinateness
નિર્ધારક,determinating
નિશ્ચય,determination
નક્કી કરવા માટે,determine
નિર્ધારિત,determined
ડ્યુટેરોન,Deuteron
"વ્યક્ત, વિકાસ, વિકાસ",develop (=develope)
"વિકાસકર્તા, વિકાસકર્તા",developer
"વિકાસ, વિકાસ",development
વિચલન,Deviation
ઝાકળ,Dew
ઝાકળ બિંદુ,dew point
દક્ષિણ ધ્રુવીકરણ,dextrorotary
ડાયગ્નોસ્ટિક ટેસ્ટ,diagnostic test
કર્ણ,Diagonal
રેખાકૃતિ,Diagram
રેખાકૃતિ,Diagrammatic
ડાયલ,dial
ડાયમેગ્નેટિક,Diamagnetic
"ડાયમેગ્નેટોલોજી, ડાયમેગ્નેટિક સામગ્રી",Diamagnetics
ડાયમેગ્નેટિઝમ,Diamagnetism
વ્યાસ,Diameter
ડાયમેટ્રિકલી વિરુદ્ધ,Diametrically opposite
"હીરા, હીરા",Diamond
"ડાયાફ્રેમ, ડાયાફ્રેમ",Diaphragm
હીટ એક્સચેન્જ,Diathermanous
હીટ એક્સચેન્જ,diathermic
"ડાયટોનિક સ્વરગ્રામ, ડાયટોનિક સ્વરગ્રામ",diatonic scale
"વિભાજન, અર્ધ-કલા",Dichotomy
ડાઈક્રોમેટ કોષ,dichromate cell
"દ્વિભાષા, દ્રશ્ય દ્વંદ્વ, સ્તર દ્વિભાષા",Dichromatism
ડિક્ટાફોન,Dictaphone
ડાઇલેક્ટ્રિક,dielectric
ડાઇલેક્ટ્રિક્સ,dielectrics
ડીઝલ ચક્ર,diesel cycle
અંતર,difference
"વિભેદક આવર્તન, વિચલન આવર્તન",difference frequency
"વિભેદક, વિભેદક, વિભેદક, વિભેદક, મધ્યવર્તી, વિભેદક",Differential
વિભેદક શોષણ,differential absorption
ડિસ્ટિંક્શન એમ્પ્લીફાયર,differential amplifier (=difference amplifier)
"પેનિટ્રેટિવ કેલરીમીટર, પેનિટ્રેટિવ કેલરીમીટર",differential calorimeter
વિભેદક કેપેસિટર,differential capacitor
વિભેદક ઝોન,differential cross section
વિભેદક પ્રસાર,differential Diffusion
વિભેદક સમીકરણ,differential equation
વિભેદક લુપ્તતા ગુણાંક,differential extinction coefficient
ઇન્ટરમીટર આયનીકરણ ચેમ્બર,differential ionisation chamber
વિભેદક આઇસોટોપ પદ્ધતિ,differential isotope method
વિભેદક વેગ,differential velocity
તફાવત કરવો,differentiate
"ભિન્ન, ભિન્ન",differentiated
"ભેદભાવ, ભેદભાવ",Differentiation
વિવર્તન,diffraction
ડિફ્રેક્ટોમીટર,diffractometer
"પ્રસરેલું, પ્રસરેલું",Diffused
પ્રસરેલું,Diffuse
પ્રસરણ,diffusion
પ્રસારતા,diffusivity
"અંક, વ્યાસ, આંગળી",digit
ડિજિટલ રેકોર્ડિંગ,digital recording
ડિજિટલ વોલ્ટમીટર,digital voltmeter
દ્વિ-આઇસોટોપિક તત્વો,di-isotopic element
પ્રસરણ,dilatation
વિસ્તરણ વિકૃતિ,dilation strain
એક્સોમીટર,dilatometer
વિસ્ફારીની,Dilator
"વિસ્તરણ, લંબાઈ-પહોળાઈ, પરિમાણ, શક્તિ",Dimension
પરિમાણીય,Dimensional
પરિમાણ,Dimensionality
વીમા એકમ,dimensional unit
પરિમાણહીન પરિમાણ,dimensionless
"અવમૂલ્યન, ઘટાડો",diminution
તેજસ્વી,Dimmer
ડાયોડ,diode
ડાયોપ્ટર,diopter
રીફ્રેક્શન ઝોન,dioptrical region
રીફ્રેક્ટીંગ લેન્સ,dioptric lens (=drum lens)
"નમવું, નમવું, નમવું, ચાટ",dip
પતનનો કોણ,dip angle
દ્વિધ્રુવ,Dipole
દ્વિધ્રુવી સ્તર,dipole layer (=electric double layer)
ડીરાક ડેલ્ટા કાર્ય,Dirac delta function
"સીધો, સીધો, સીધો, સીધો, વિરુદ્ધ",Direct
અનુલોમ સહસંબંધ,direct correlation
સીધો પ્રવાહ,direct current
પ્રત્યક્ષ,directed
"સીધો ફટકો, સીધો ફટકો",direct impact
"દિશા, દિશા",direction
દિશાસૂચક,Directional
જગ્યા સ્થિરતા,directional stability
"ડીકોસિન, ડીકો-કોસાઇન",direction cosine
"દિશાસૂચક, દિશાસૂચક, દિશાસૂચક",directive
દિશાસૂચકતા,directivity
સામાન્ય જાળી,direct lattice
સીધી લીટી,direct line
અનુક્રમિક ગુણોત્તર,directly proportional
સીધી પદ્ધતિ,direct method
દિશા,Director
ડાયરેક્ટ રીડિંગ ડિવાઇસ,direct reading instrument
સામે ટેલિસ્કોપ,direct vision telescope
"પદાર્થ, વર્તુળ, ડિસ્ક, ડિસ્ક",Disc
"નિમજ્જન, ઇફ્યુઝન, બ્લીચિંગ",Discharge
પાણીમાં નિમજ્જન,discharge in cascade
"નિરંતરતા, નિરંતરતા, અસ્થિભંગ",discontinuity
અવ્યવસ્થિત,discontinuous
"સંશોધન, શોધ",Discovery
વિસંગતતા,Discrepancy
રજકણ,Discrete
"અંતર્મુખ એન્ટેના, ડીશ એન્ટેના",dish antenna
"વિસર્જન, દાણાદાર",disintegration
વિસર્જન સતત,disintegration constant
વિસર્જન ઊર્જા,disintegration energy
વિસર્જન અર્ધ જીવન,disintegration half-life
વિસર્જન શ્રેણી,disintegration series
"ડિસલોકેશન, ડિસલોકેશન, ડિસલોકેશન, ડિસલોકેશન",Dislocation
"ફોલ્ટ લાઇન, ફોલ્ટ કોર",dislocation line
ફોલ્ટ લૂપ,dislocation loop
"અવ્યવસ્થા, અવ્યવસ્થા, અવ્યવસ્થા",disorder
અરાજકતા,disordering
"મૂંઝવણ, મૂંઝવણ",disorientation
"વિખરાયેલું, વિખરાયેલું",dispersed
"વિખેરવું, વિખેરવું",dispersion
અસ્ત્ર,Dispersity
વિખેરી નાખનાર,Dispersive
પ્રતિબિંબ,Dispersivity
વિસ્થાપન,Displacement
પ્રદર્શન,Display
કન્સોલ,display unit (=console)
છૂટાછેડા બળ,disruptive force
અસમાન,dissimilar
સડો ગુણાંક,dissipation coefficient
કાટ લગાડનાર,Dissipative
સડો સિસ્ટમ,dissipative system
અલગ કરી શકાય તેવું,Dissociable
અલગ,Dissociated
સ્વભાવ,Dissociation
અસંગતતા,Dissonance
અંતર,Distance
દૂર,Distant
"અલગ, અલગ, અલગ, અભિવ્યક્ત",Distinct
ભેદભાવ,Distinction
અલગ મિલકત,distinctive property
"ભેદ પાડવો, ભેદ પાડવો",Distinguish
વિકૃત,Distorted
વિકૃતિ,Distortion
વિરૂપતા સ્થિતિસ્થાપકતા,distortional elasticity
વિતરિત એમ્પ્લીફાયર,distributed amplifier
"વિતરણ, વિતરણ",Distribution
"વિતરણ નિયમ, વિતરણ નિયમ",distributive law
ખલેલ,Disturbance
"વ્યથિત, વિક્ષેપિત સંતુલન",Disturbed
ખલેલ પહોંચાડનાર બળ,disturbing force
"આહનિક, દિવાચાર, દિવા, દૈનિક",Diurnal
દૈનિક ગતિ,diurnal motion
બાયબેલેંટ,Divalent
"વિખેરી નાખવું, વિખેરી નાખવું",Diverge
"ભિન્નતા, ભિન્નતા, ભિન્નતા",Divergence
જુદીજુદી,Divergent
ડાયવર્ઝન,diversion
"વિભાજિત, વિભાજિત",Divided
"વિભાજન, વિભાજન, વિભાજન",division
આયનોસ્ફિયરનું ડી સ્તર,D-layer of ionosphere
"પ્રદેશ, પ્રાંત, પ્રદેશ, ડોમેન",domain
"ગુંબજ, ગુંબજ",dome
પ્રભાવશાળી સ્થિતિ,dominant term
દાતા સ્તર,donor level
મદિત સંધિ,doped junction
"ભેળસેળ, ભેળસેળ",Doping
ડોપ્લર અસર,Doppler effect
"ડોઝ, ડોઝ",Dose
ક્વોન્ટોમીટર,Dosimeter
"ડોટેડ, ડોટેડ",Dotted
"ડ્યુઅલ, ડિપ્લોઇડ, જોડી, દ્વિ, સામાન્ય, દ્વિભાષી",Double
ડબલ બોન્ડ,double bonds
બાયકોન્વેક્સ લેન્સ,double concave lens
બાયકોન્વેક્સ લેન્સ,double convex lens
દ્વિસંગી વિભેદક,double differentiation
ડબલ ionization,double ionization
ડબલ પરમાણુ,double molecule
ડબલ ચોકસાઇ,double precision
ડબલ રીફ્રેક્શન,double refraction
ડબલ શ્રેણી,double series
જોડી તારા,double stars
ડબલ,doublet
વર્ણહીન લેન્સ જોડી,doublet achromat
"પ્રસરણ, વિસ્તરણ",Doubling
બમણું ચાર્જ થયેલ કણ,doubly charged particles
ઉભયજીવી ભ્રષ્ટ,Doubly degenerate
ડબલ ionized,doubly ionised
નીચે તરફ,Downward
ટ્રેક્શન ઓર અર્ધ કોમ્પેક્ટ,drag
ટ્રેક્શન બળ,drag force drift
"વાહ, વહેણ, અપોધ, ડ્રિફ્ટ (ખાણકામ), પંજ (ખોરાક), વિસ્થાપન",drift
વહેતો પ્રવાહ,Drift current
ઓપરેશનલ,Driving
વહન વોલ્ટેજ,driving voltage
નાનો બોલ,drop ball
અચાનક વિરામ,drop dead halt (=dead halt)
"બિંદુ, સૂક્ષ્મ બિંદુ, ટીપું",droplet
પડવું,dropping
શુષ્ક,Dry
શુષ્ક શુષ્ક હાઇગ્રોમીટર,dry and wet bulb hygrometer
નિષ્ફળ સંપર્ક,dry contact
"ડબલ ઓપરેશન, ડ્યુઅલ ઓપરેશન",dual operation
નળી,duct
તાણયુક્ત,Ductile
તાણયુક્ત,ductility
મંદ,dull
ચૂપ,dummy
જુબાની,dumping
વામન તારા,dwar star
ડબલ અક્ષ,dyad-axis
ગતિશીલ,dynamic
ગતિશીલ,dynamical
"ગતિશીલતા, ગતિશીલતા",dynamics
ડાયનેમો,dynamo
જમવું,Dyne
"પૃથ્વી, પૃથ્વી",earth
ભૂકંપની તીવ્રતા,earthquake intensity
પૃથ્વી ઉપગ્રહ,earth satellite
પૃથ્વી જોડાણ સિસ્ટમ,earth system (=ground system of an antenna)
જમીન વાયર,earth wire
"કેન્દ્ર, કેન્દ્રબિંદુ",eccentric
તરંગીતા,Eccentricity
સોપારી,echelon
પડઘો,echo
ધારણા,Eclipse
પરિપત્ર કોઓર્ડિનેટ્સ,ecliptic coordinates
વમળ,Eddy
ધાર દોષ,edge dislocation
મુખ્ય અસર,edge effect
એડિસન સેલ,Edison cell
ફેરફાર કરો,Edit
અસરકારક,effective
કાર્યક્ષમતા,Efficiency
પ્રયાસ,effort
સ્રાવ,effusion
"અલંકારિક, eigen",Eigen
અષ્ટકોણ,eightspin
આઈન્સ્ટાઈન-બોઝ વિતરણ કાયદો,Einstein-Bose distribution law
ત્વરિત અસર,Einstein-de-Hass effect
આઈન્સ્ટાઈનિયમ,Einsteinium
આઈન્સ્ટાઈન સ્મોલુચોસ્કી સમીકરણ,Einstein Smoluchowski Equation
આઈન્સ્ટાઈન-વસ્તી,Einstein space
હકાલપટ્ટી,Ejection
ઇજેક્ટર કેપ્સ્યુલ,Ejection capsule
ઇજેક્ટર,Ejector
ક્લિયરન્સ બોર્ડ,ejector plate
વ્યસ્ત ક્ષમતા,Elastance
સ્થિતિસ્થાપક,elastic
"સ્થિતિસ્થાપક મુદ્રા અસર, સ્થિતિસ્થાપક મુદ્રા",elastic after effect (=elastic lag)
ઓસીલેટરી બોડી,elastically anisotropic body
સ્થિતિસ્થાપકતા,elasticity
"સ્થિતિસ્થાપક યંત્ર, સ્થિતિસ્થાપક યંત્ર",elasticometer
સ્થિતિસ્થાપક અસ્થિરતા,elastic stiffness
આયનોસ્ફીયર ઈ-લેયર,E-layer of ionosphere
ઇલેક્ટ્રીટ,electret
"ઇલેક્ટ્રિકલ, ઇલેક્ટ્રિકલ",Electrical
વીજળી,electricity
"વીજળીકરણ, ચાર્જિંગ",electrification (electrostatics)
ઇલેક્ટ્રિફાઇડ,electrified
"ચાર્જ કણ, ચાર્જ કણ",electrified particles
ઇલેક્ટ્રોએકોસ્ટિક,Electroacoustic
ઇલેક્ટ્રો-એકોસ્ટિક્સ,Electro-acoustics
ઇલેક્ટ્રો-થર્મલ,Electrocaloric
ઇલેક્ટ્રોકેમિકલ,electrochemical
સમકક્ષ,equivalent
ઇલેક્ટ્રોડ,Electrode
ઇલેક્ટ્રોડાયનેમિક્સ,Electrodynamics
ઇલેક્ટ્રોડાયનેમિક અસર,electrokinetic effect
ગેલ્વેનિક અલગતા,Electrolysis
ઇલેક્ટ્રોલાઇટ,Electrolyte
ઇલેક્ટ્રોલિટીક,electrolytic
"ઇલેક્ટ્રોફોરેસિસ, ઇલેક્ટ્રોફોરેસિસ",Electrolyzer
ઇલેક્ટ્રોમેગ્નેટ,electromagnet
ઇલેક્ટ્રોમેગ્નેટિક ક્ષેત્ર,Electromagnetic
ઇલેક્ટ્રોમેગ્નેટિઝમ,Electromagnetics
ઇલેક્ટ્રોમેગ્નેટિઝમ,electromagnetism
"ઇલેક્ટ્રોમીટર નોઝલ, ઇલેક્ટ્રોમીટર વાલ્વ",electrometer valve (=electrometer tube)
ઇલેક્ટ્રોમોટિવ બળ,electromotive force
ઇલેક્ટ્રોન,Electron
લોન વીજળી,electronegative
ઇલેક્ટ્રોનિક,Electronic
ઇલેક્ટ્રોનિક ઇજનફંક્શન,electronic eigenfunction
ઇલેક્ટ્રોનિક ઊર્જા,electronic energy
ઇલેક્ટ્રોનિક્સ,electronics
ઇલેક્ટ્રોન ઓપ્ટિક્સ,electron optics (=electro-optics)
ઇલેક્ટ્રો-ઓપ્ટિક્સ,Electro-optics
ઇલેક્ટ્રોમેગ્નેટિઝમ,Electropositive
ઇલેક્ટ્રોસ્કોપ,Electroscope
ઇલેક્ટ્રોસ્ટેટિક,Electrostatic
ઇલેક્ટ્રોસ્ટેટિક્સ,Electrostatics
ઇલેક્ટ્રોફોરેસિસ,electrostriction
વિદ્યુત જોડાણ,electrovalency
ઇલેક્ટ્રિકલ કનેક્ટર,electrovalent
"તત્વો, લઘુમતીઓ, ઘટકો",Element
"પ્રાથમિક, પ્રાથમિક, પ્રાથમિક",elementary
મૂળ ચાર્જ,elementary charge
"એલિવેશન, એલિવેશન, એલિવેશન, એલિવેશન, એલિવેશન",Elevation
અલ્ટિમીટર,elevation
"એલિવેટર, એલિવેટર",meter elevator
અંડાકાર,ellipse of aberration
"વિસ્તરણ, વિસ્તૃતીકરણ, ફેલાવો કોણ",Elongation
"મુક્તિ, મુક્તિ",Emanating
"પ્રસાર, સંતાન",Emanation
એમ્બેડ કરવા માટે,Embed
એમ્બેડેડ,Embedded
જારી,Emergent
ઉત્સર્જન,Emission
"ઉત્સર્જન, ઉત્સર્જન",Emissivity
ઉત્સર્જન,Emittance
"ઉત્સર્જક, ઉત્સર્જક",emitter
"પૂર્વ-મજબૂતીકરણ, બળ",Emphasis
પ્રયોગમૂલક,empirical
"ખાલી, અધૂરું",Empty
"emulsifier, emulsifier",Emulsifier
"પ્રવાહી મિશ્રણ, પ્રવાહી મિશ્રણ",Emulsion
"અંત, અંત, અંત, અંત",End
અંતિમ પુનરાવર્તન,end correction
ઊર્જા કાર્યક્ષમ,endoergic
"અક્ષીય સ્થિતિ, એ-પોઝિશન",end on position
"એન્ડોથર્મિક, એન્ડોથર્મિક",Endothermic
એન્ડોથર્મિક પ્રક્રિયા,endothermic process
ઉત્સાહિત કરવા માટે,energise energy
આંતરિક ઊર્જા,energy content
ઉર્જા શક્તિ આપનાર,energy index
"એન્જિન એન્જિનિયરિંગ, એન્જિનિયરિંગ",engine engineering
વૃદ્ધિ,enhancement
સમૃદ્ધ આઇસોટોપ્સ,enriched isotope
સંવર્ધિત રિએક્ટર,enriched reactor
સંવર્ધન,enriching
સમૃદ્ધિ,enrichment
"સમૂહ, સમુદાય",Ensemble
"એન્થાલ્પી, સંપૂર્ણ ગરમી",enthalpy
શક્તિ,entity
એન્ટ્રોપી,Entropy
પ્રવેશ,entry
"ગણતરી, ગણતરી",Enumeration
પૃષ્ઠ ક્રમાંકન,envelope of surface
અધિકેન્દ્ર,epicentral
"અપારદર્શક, એપિસ્કોપ",Episcope
એપિટેક્સી સ્તર,epitaxial layer
"apitaxi, overrun",epitaxy
"સમાન, સમાન, સમાન, સમાન",equal
બરાબરી,Equaliser
સમાનતા,Equality
સમીકરણ,Equation
"વિષુવવૃત્ત, વિષુવવૃત્ત, વિષુવવૃત્ત, વિષુવવૃત્ત",Equator
"વિષુવવૃત્તીય, વિષુવવૃત્તીય, મધ્યવર્તી, વિષુવવૃત્તીય",Equatorial
અંતર્મુખ,equiconcave
અંતર્મુખ,Equiconvex
આઇસોમેટ્રિક,Equidimensional
"સમદૂર, સમાંતર",Equidistant
"સંતુલન, સંતુલન, સંતુલન",equilibrium
ઇક્વિડિવિઝન,Equipartition
સાધનસામગ્રી,Equipment
"સમાનતા, યોગ્યતા",Equipotential
ઇક્વિપોટેન્શિયલ,equipotentiality
આઇસોબાર્સ,equipressure
સમાનતા,Equivalence
"સમકક્ષ, સમકક્ષ (v.), સમકક્ષ (n.)",equivalent
સમકક્ષ શોષણ,equivalent absorption
"સમકક્ષ વાહકતા, સમકક્ષ વાહકતા",equivalent conductance
આઇસોમેટ્રિક લેન્સ,equivalent lens
"ઊભી છબી, સીધી છબી",erect image
ઊભી,excentricity
અર્ગ,Erector
"મહેનતુ, અભિપ્રાયયુક્ત",erg ergodic
"ભૂલ, ભૂલ, ભૂલ, અચોક્કસતા",Error
ટનલ ડાયોડ,Esakidiode (=tunnel diode)
દુર જા,Escape
"આવશ્યક, આવશ્યક",essential
ઈથર,ether (aether)
યુક્લિડિયન કોઓર્ડિનેટ્સ,Euclidean coordinate
યુલર-કોણ,Euler angle
"eutectic, eutectic",eutectic
"ખાલી કરાવ્યું, ખાલી કરાવ્યું",evacuated
"ખાલી કરાવવું, ખાલી કરવું",Evacuation
"મૂલ્યાંકન, મૂલ્યાંકન",Evaluation
બાષ્પીભવન,Evaporated
"બાષ્પીભવન, બાષ્પીભવન, બાષ્પીભવન",Evaporation
સમ,Even
"ઘટના, એપિસોડ",Event
"હંમેશા સલામત, હંમેશા સલામત",Eversate
"સાચું, સાચું, ચોક્કસ",Exact
એક્સોસેન્ટર,Ex-centre
અધિકેન્દ્ર,Excentric
કેન્દ્રબિંદુ,Excentrical
તરંગીતા,Excentricity
અતિશય,Excess
વિનિમય,exchange
"ઉત્તેજના, ઊર્જા",Excitation
"ઉત્તેજીત કરવા, ઉત્સાહિત કરવા",Excite
ઉત્સાહિત,Excited
ઉત્તેજક,Exciter
ઉત્તેજના,Exciton
બાકાત નિયમ,exclusion principle
અમલ,Execution
"ખાલી થવું, કેથાર્સિસ, બહાર કાઢવું, બંધ કરવું",Exhaustion
મુદ્દો,Exit
"એક્ઝોથર્મિક, ગરમી ઉત્તેજક",Exothermal
એક્ઝોથર્મિક,exothermic
અસામાન્ય બળતણ,exotic fuel
ફેલાવો,Expand
પ્રસારણ,Expanded
પ્રસારણકર્તા,Expander
વિસ્તરણ,expanse
"ફેલાવો, ફેલાવો",Expansion
પ્રયોગ,experiment
"પ્રાયોગિક, પ્રાયોગિક",experimental
ઉપયોગી,experimentalist
"વિસ્ફોટ, વિસ્ફોટ",Explosion
ઘાત,Exponent
"ઘાતાંકીય, ઘાતાંકીય",Exponentiai
એક્સપોનેન્ટી પોટેન્શિયલ વેલ,exponential well
"એક્સપોઝર, એક્સપોઝર, એક્સપોઝર, એક્સપોઝર, કવર",Exposure
"અભિવ્યક્તિ, અભિવ્યક્તિ",expression
વિસ્તૃત,extended
"વિસ્તરણ, વિસ્તરણ, વિસ્તરણ, વિસ્તરણ, ફેલાવો",Extension
"હદ, હદ",Extent
બાય,External
"લુપ્ત થવું, લુપ્ત થવું",Extinction
બિનરેખીય બિંદુ,extra-axial point
બાહ્ય,Extraneous
અણુ,Extranuclear
