Bengali,Gujarati
বায়োকেমিক্যাল প্রতিক্রিয়া,જૈવ -પ્રતિક્રિયા
জৈব চিকিৎসা প্রকৌশল,બાયોમેડિકલ એન્જિનિયરિંગ
বায়োসিন্থেটিক ফেজ,જીવ -સંસ્કારી તબક્કો
বায়োওপোন এজেন্ট,બાયોપન એજન્ટ
বায়োসে,જૈવિક
বায়োকেমিক্যাল,જૈવ -રસોઈ સંબંધી
বায়োকেমিক্যাল অটোয়ানালাইজার,જૈવ -રાસાયણિક સ્વત.
বায়োকেমিক্যাল বৈশিষ্ট্য,જૈવ -વ્યવસાયિક લાક્ષણિકતા
বায়োকেমিক্যাল অক্সিজেনের চাহিদা (বিওডি),બાયોકેમિકલ ઓક્સિજન માંગ (બીઓડી)
বায়োকেমিক্যাল পথ,જૈવ -વ્યવસાયિક માર્ગ
বায়োকেমিক্যাল টেকনোমি,જૈવિક વર્ગીકરણ
বায়োকেমিক্যাল টেকনিক,જૈવ -રાસાયણિક તકનીક
বায়োকেমিস্ট্রি,જીવ -રસાયણશાસ્ત્ર
বায়োসাইড,જંતુનાશક
বায়োসাইড অবশিষ্টাংশ,જંતુનાશક
বায়োডেগ্রেডেবল কীটনাশক,બાયોડિગ્રેડેબલ જંતુનાશક
বায়োডেগ্রেডেবল জৈব বর্জ্য,બાયોડિગ્રેડેબલ કાર્બનિક કચરો
বায়োডেগ্রেডেবল কীটনাশক,બાયોડિગ્રેડેબલ જંતુનાશક દવા
জীববৈচিত্র্য,જૈવવિવિપર્થ
বায়োথিক্স,જૈવ
বায়োফার্টিলাইজার,જીવવંતિક
বায়োফোর্টিফিকেশন,જીવવંતિકરણ
বায়োজেনেসিস,જીવતાપ્રમાણ
বায়োজেনেটিক আইন,બાયોજેનેટિક કાયદો
বায়োগোকেমিক্যাল চক্র,બાયોજેકેમિકલ ચક્ર
বায়োগোগ্রাফিক অঞ্চল,બાયોલોગ્રાફિક ક્ષેત્ર
বায়োগোগ্রাফি,જીવભંડ
বায়োইনফরম্যাটিকস,જૈવ -રૂપરેખાવિજ્icsાન
বায়োলিস্টিক বন্দুক (জিন বন্দুক),બાયોલિસ્ટિક ગન (જનીન ગન)
বায়োলিস্টিকস,જૈવ
জৈবিক এবং শারীরিক বাধা,જૈવિક અને શારીરિક અવરોધ
জৈবিক সত্তা,જીવવિજ્ beingાન
জৈবিক রসায়ন,જીવવિજ્ chemાન રસાયણશાસ્ત્ર
জৈবিক শ্রেণিবিন্যাস,જીવવિજ્ classાન વર્ગીકરણ
জৈবিক সম্প্রদায়,જૈવિક સમુદાય
জৈবিক নিয়ন্ত্রণ,જૈવિક નિયંત્રણ
জীব বৈচিত্র্য,જૈવિક વિવિધતા
জৈবিক বিবর্তন,જૈવિક ઉત્ક્રાંતિ
জৈবিক কৃষিকাজ,જૈવિક ખેતી
জৈবিক উত্তরাধিকার,જીવવિજ્ legાન
জৈবিক ম্যাগনিফিকেশন,જીવવિજ્ magnાન
জৈবিক নাইট্রোজেন স্থিরকরণ,જૈવિક નાઇટ્રોજન ફિક્સેશન
জৈবিক রঙ্গক,જૈવિક રંગદ્રવ્ય
জৈবিক প্রজাতির ধারণা,જૈવિક જાતિઓની કલ્પના
জৈবিক ব্যবস্থা,જીવવિજ્ systemાન પદ્ધતિ
জৈবিক যুদ্ধ (বায়ো-ওয়ার),જૈવિક યુદ્ધ (બાયો-યુદ્ધ)
জৈবিক অস্ত্র (বায়ো-ওয়েপন),જૈવિક શસ્ત્ર (બાયો-શસ્ત્ર)
জৈবিক,જીવવિજ્sાન
জীববিজ্ঞানী,જીવવિજ્ologistાન
জীববিজ্ঞান,બાયોલોજી
বায়োলুমিনেসেন্স,જૈવ -પરિશ્રમ
বায়োমাস,જર્નાસ
জৈববস্তুপুঞ্জ জ্বালানী,જંતુઓ
বায়োম,જનનુન
জৈব চিকিৎসা প্রকৌশল,બાયોમેડિકલ એન્જિનિયરિંગ
বায়োমেডিকাল প্রযুক্তি,જૈવવિજ્ technologyાન પ્રૌદ્યોગિકી
বায়োমোলিকুল,જંતુઓ
বায়োপেটেন্ট,જાસૂસી
বায়োফর্মাসিউটিক্যাল,જૈવફર્માસ્ટ્યુટ
বায়োফিজিকাল,જૈવનું
বায়োফিজিক্স,જીવ -ભૌતિકવિજ્icsાન
বায়োপিরসি,જૈવ
বায়োপোটেনশিয়াল এম্প্লিফায়ার,જૈવિક એમ્પ્લીફાયર
বায়োরিয়্যাক্টর,બાયરોએક્ટર
বায়োরিমেডিয়েশন,દ્વિપક્ષીયતા
বায়োসোলিড,જૈવનું
বায়োস্ফিয়ার রিসোর্স,જીવ -સંસાધનો
বায়োস্ফিয়ার,જીવશોષ
বায়োসিন্থেটিক পথ,જૈન્થેષક માર્ગ
বায়োসিন্থেটিক ফেজ,જીવ -સંસ્કારી તબક્કો
বায়োসিস্টেম্যাটিক্স,જૈવ -સમુદાય
বায়োটেকনোলজি,જિષદવિજ્ologyાન
বায়োটেররিজম,જૈવસ્થવ
বায়োটিক,જૈવિક
বায়োটিক সম্প্রদায়,જૈવનું સમુદાય
বায়োটিক ফ্যাক্টর,જૈવિક પરિબળ
বায়োয়ার,બાયોવર
বায়োওপোন এজেন্ট,બાયોપન એજન્ટ
দ্বিপক্ষীয়,દ્વિપદી
বিফোসফোগ্লাইরেট,દ્વિપક્ષીય
বাইপিনেট,દ્વિપક્ષીકરણ
বাইপোলার নার্ভ সেল,દ્વિધ્રુવી ચેતા કોષ
বাইপোলার নিউরন,દ્વિધ્રુવી ન્યુરોન
পাখি,પક્ષી
পাখি ফ্লু ভাইরাস,પક્ષી ફલૂનો વાયરસ
উভকামী,દ્વિલિંગી
উভকামী ফুল,દ્વિલિંગી ફૂલ
কামড় এবং চিউইং টাইপ,કરડવાથી અને ચ્યુઇંગ પ્રકાર
দ্বিখণ্ডিত,દ્વિશક્ષીય
উদ্ভট আচরণ,વિચિત્ર વર્તન
কালো বেরি,કાળા બેરી
কালো পা রোগ,કાળા પગ
ক্রুশিয়ারের কালো পচা,ક્રુસિફરનો કાળો રોટ
মূত্রাশয় ওয়ার্ট,મૂત્રાશય
মূত্রাশয়,મૂત્રાશય
মূত্রাশয়,મૂત્રાશય
ব্লাড্ডারওয়ার্ম,મૂત્રાશયની કીટ
ব্লাস্টোকোল,ઝબૂકવું
ব্লাস্টোসাইস্ট,વિસ્ફોટક
বিস্ফোরণ,વિલાપ
ব্লাস্টুলা,વાંક
মিশ্রিত,ભળી ગયેલું
অন্ধ স্যাক,આંધળ
অন্ধ স্পট,આંધળી સ્થળ
রক্ত জমাট বাঁধা ফ্যাক্টর,રક્ત -ગંઠાવાનું પરિબળ
রক্তের কর্পসেল,રક્તગાડી
রক্ত প্রবাহ,રક્ત પ્રવાહ
রক্তের গ্রুপ,રક્તસૃષ્ટિ
রক্ত সিরাম,લોહીનું સીરજ
রক্তনালী,રક્ત વાહિનીમાં
রক্ত প্রবাহ,લોહીનો પ્રવાહ
ব্লটিং,ફાલ
নীল বেবি সিনড্রোম,વાદળી બાળક સિન્ડ્રોમ
নীল বেরি,વાદળી
নীল সবুজ শেত্তলা,વાદળી લીલી શેવાળ
নীল বিপ্লব,ક્રાંતિ
নীল তিমি,ભૂરી વ્હેલ
ব্লু এন্ড লিগেশন,કળા
দৃষ্টি ঝাপসা,દ્રષ્ટિની અસ્પષ્ટતા
ববক্যাট,બ bobબકેટ
দেহ,મંડળ
দেহ (সোম্যাটিক) সেল,શરીર (સોમેટિક) કોષ
শরীরের তরল,શરીરના પ્રવાહી
বোয়ারহাভিয়া,કોઇ
বগ,ધબકવું
বোল কৃমি,Bણપત્ર
বোলাস,કોઇ
বোমা ক্যালোরিওমিটার,કેલરીઓમીટર
বোম্বে হাঁস,બોમ્બ
বোম্বিক্স,બ Bom મબીએક્સ
অস্থি মজ্জা,મજ્જા
বোনেলিয়া,એક જાતની એક જાત
হাড়ের গোলকধাঁধা,હાડકાની ભુલભુલામણી
হাড় কাঠামো,હાડકાંનું માળખું
বই গিল,પુસ્તક ગિલ
সীমানা পিট,સરહદ ખાડો
বোটানিকাল,વનસ્પતિ -વનસ્પતિને લગતું
উদ্ভিদ উদ্যান,વનસ્પતિ -બાગ
বোটানিকাল নামকরণ,વનસ્પતિ -નામ
উদ্ভিদবিদ,વનસ્પતિશાસ્ત્ર
উদ্ভিদবিজ্ঞান,વનસ્પતિશાસ્ત્ર
বাধা প্রভাব,સાંજની અસર
নীচে বাসিন্দা,તળિયેવાસી
নীচে বাস,તળિયે રહેઠાણ
বোগেনভিলিয়া,બોગૈનવિલે
বোম্যান ক্যাপসুল,ધનુષ્ય
বোম্যানের গ্রন্থি,બોમન ગ્રંથિ
বন্ধনী ছত্রাক,કૌંસ ફૂગ
ব্র্যাক্ট,શ્કૃપ
ব্র্যাকটেট,ઉદ્ધત
ব্র্যাকটোলেট,ઉદ્ધત
ব্র্যাকটোল,તંગ
মস্তিষ্ক,મગજ
জ্ঞান বাক্স,મગજનું પેટી
মস্তিষ্ক মৃত,મગજનું મોત નીપજ્યું
মস্তিষ্কের গ্যাংলিওন,મગજની ગેંગલીઓન
মস্তিষ্কের স্টেম,મગજની દાંડી
শাখা,શાખા
ব্রাঞ্চিওস্টোমা,શાખાઓ
ব্রাজজেইন,ભાંગી
রুটি ছাঁচ,બ્રેડનો ઘાટ
স্তন দুধ,સ્તન નું દૂધ
ব্রিডার,સંવર્ધક
প্রজনন জীববিজ্ঞান,જીવવિજ્ biાન
ছত্রাক,બ્રૂઅરનો ખમીર
সেতু,પુલ
উজ্জ্বল ক্ষেত্রের মাইক্রোস্কোপ,તેજસ્વી ક્ષેત્ર માઇક્રોસ્કોપ
ভঙ্গুর তারা,ભડકેલો તારો
ব্রড শিম,વ્યાપક બીન
ব্রোকলি,કોતરણી
ব্রঙ্কিওল,શ્વાસનળી
ব্রঙ্কাইটিস,શ્વાસનળીનો સોજો
ব্রঙ্কোডিলেটর ড্রাগ,શ્વાસનળીની દવા
ব্রুড,ક brંગું
ব্রুড,ક brંગું
ব্রুড পরজীবী,ભ્રષ્ટ પરોપજીવી
ব্রুড থলি,કોઇ
ব্রোথ,બ્રોથ
বাদামি ভালুক,ભુરો
বাদামী মরিচা,ભૂરા રંગનું
ব্রাউজার,બ્રાઉઝર
ব্রাশ-বর্ডার সিলিয়েটেড এপিথেলিয়াম,બ્રશ-બોર્ડર
ব্রাসেলস স্প্রাউট,બ્રસેલ્સ sprout
পাথরকুচি,હાસ્ય
ব্রায়োফাইটা,શબપેટી
ব্রায়োফাইট,સંસાધન
ব্রাইওপিডা,બ્રાયોપ્સિડા
বুবো,ક buંગું
বুকাল গহ্বর,હાસ્યજનક પોલાણ
বুকো-ফ্যারেঞ্জিয়াল গহ্বর,બ્યુકો-ફેરીંજિયલ પોલાણ
উদীয়মান,જાંબુડી
বাফার বাইকার্বোনেট,બફર બાયકાર્બોનેટ
বাফার,બફર
নিরাপদ অঞ্চলে,બફર ક્ષેત્ર
বাফারিং অ্যাকশন,બફરિંગ ક્રિયા
বুফো,બુરો
বাল্ব,ગોળાકાર
বুলবিল,બુલબિલ
Bulbourethral গ্রন্থি,બલ્બો મૂત્રમાર્ગ
বাল্ক প্রবাহ,જ્વનનો પ્રવાહ
বুলিফর্ম সেল,બુલ્ફોર્મ સેલ
বাম্বল মৌমাছি,ભડકો
বান্ডিল শাখা,બંડલ શાખા
আটির খাপ,બંડલ આવરણ
বান্ডিল শিথ সেল,બંડલ આવરણ કોષ
বুয়েন্সি,ઉમંગ
বুয়্যান্ট ঘনত্ব কেন্দ্রীভূতকরণ,ઘનતા કેન્દ્રીકરણ
বুয়্যান্ট ঘনত্ব,ઉશ્કેરણીજનક ઘનતા
বার্জন,જનનુભારી
বুড়ো,બળતણ
বুশ,ઝાડવું
বুটিয়া মনোস্পার্মা,બુટિયા મોનોસ્પર્મા
বুহাস,બૂચ
বাট্রেস (ফোলা স্টেম বেস),બટ્રેસ (સોજો સ્ટેમ બેઝ)
উপজাত,પેટા-પેદાશ
সি-পেপটাইড,પીપાઇડ
ক্যাকটাস,કactક્ટસ
ক্যাডমিয়াম দূষণ,ક cadડમીયમ પ્રદૂષણ
ক্যাডুকাস,Cadતરતું
Caecum,ઉશ્કેરણી
Caenorhabditis এলিগানস,સાનગાળ
সিসিয়াম,સીઝીયમ
ক্যাফিন,કોફી
ক্যালকেরিয়াস স্পাইকুল,કેલરીઅસ સ્પિક્યુલ
ক্যালারিয়াস শেল,ચુસપીરિયો
ক্যালসিফেরাস গ্রন্থি,ઘેરાયેલું ગ્રંથિ
ক্যালিফিকেশন,ચુન્યાસ
ক্যালসিটোনিন,કોસ્ટીટોનિન
ক্যালসিয়াম,કેલ્શમ
ক্যালসিয়াম ব্রিজ,કેલ્શિયમ પુલ
চুনাপাথর,કેલ્શિયમ કાર્બોનેટ
ক্যালেন্ডুলা,ક calંડન
কলিপাস,ક callલિપસ
কলাস,ક callલસ
কলাস সংস্কৃতি,બોલતી સંસ્કૃતિ
কলোকাসিয়া,કોલોકસીયા
ক্যালোটেস,કેલેટ
ক্যালোট্রপিস,કેલટ્રોપિસ
ক্যালোট্রপিস প্রোকেরা,કેલોટ્રોપિસ
ক্যালভিন চক্র,કેલ્વિન ચક્ર
ক্যালিসিনিয়া,Calંચી
ক্যালিক্স,Calાળ
ক্যালিক্স,Calાળ
ক্যামব্রিয়ান পিরিয়ড,કેમ્બ્રિયન સમયગાળો
উট,છળક
ক্যামোফ্লেজ,છદ્લાગણી
ক্যাম্পানেলস,છીપ
কানাবিনয়েড,કેનેબિનોઇડ
ক্যানালিকুলাস,નહેરક્યુલસ
ক্যান্সার,કર્કશ
ক্যান্সার (সাধারণ কাঁকড়া),કેન્સર (સામાન્ય કરચલો)
ক্যান্ডিটুফ্ট,કેન્ડીટુફ્ટ
আখ,શેરડી
ক্যানিডে,ક canનીડે
কাইনিন (দাঁত),કેનાઇન (દાંત)
ক্যানিস পরিচিত,કેનિસ પરિચિત
ক্যানা,ઝેર
গাঁজা স্যাটিভা,ગાંજાના સટિવા
ক্যানোপি,છત્ર
ক্যাপাসিটেশন,ખેલ
কৈশিক,કેફાઈ
কৈশিক,કેશિકા
কৈশিক সঞ্চালন,કેશિકા
ক্যাপিটুলাম,ખલાસ
ক্যাপারি,કળણ
ক্যাপিং,Cોળાવ
ক্যাপসিড,Capતરતું
ক্যাপসোমির,કેપ્સોમેર
ক্যাপসুল,ક capંગલ
কার্বামিনোহেমোগ্লোবিন,કાર્બામિનોહેમોગ્લોબિન
কার্বোহাইড্রেট,કાર્બોહાઇડ્રેટ
কার্বন - ডাই - অক্সাইড,કાર્બન ડાયોક્સાઇડ
কার্বন ডিসলফাইড,કાર્બન
কার্বন অণু,કાર્બન
কার্বনেট,કાર્બન
কার্বনিক এসিড,કાર્બન એસિડ
কার্বনিক এনহাইড্রাস,કાર્બનિક એન્હાઇડ્રેઝ
কার্বনিফেরাস সময়কাল,કાર્બનફોર્સીવ
কার্বক্সাইল,કાર્બસિલ
কার্বক্সাইল গ্রুপ,કાર્બોક્સિલ જૂથ
কার্বোক্সিলেস,કાર્બોક્સિલેઝ
কার্বোক্সিলেশন,કાર્બોક્સિલેશન
কারচারোডন,કોતરણી
কার্সিনোজেনেসিস,કાર્સિનોજેનેતત્વ
কার্সিনোজেনিক,કોતર
কার্সিনোমা,કોતરણી
কার্ডিয়াক চক্র,હૃદય -ચક્ર
কার্ডিয়াক গ্লাইকোসাইড,કાર્ડિયાક ગ્લાયકોસાઇડ
কার্ডিয়াক পেশী,હૃદય સ્નાયુ
কার্ডিয়াক পেসমেকার,કાર્ડિયાક પેસમેકર
কার্ডিওস্কোপ,રક્તવાહિની
কার্নিভোরা,કાર્નિવોરા
কার্নিভোর,માંસાહારી
মাংসাশী,માંસાહારી
মাংসাশী বিমান,માંસાહારી વિમાન
মাংসাশী চতুর্ভুজ,માંસાહારી ચતુર્ભુજ
ক্যারোটিন,દંભી
ক্যারোটিনয়েড,મેલ
কার্পাল,જાંબુડિયા રંગનું
কার্পেল,કળ
কার্পাস,કળશ
ক্যারেজেন,શબલ
ক্যারিয়ার প্রক্রিয়া,વાહક પદ્ધતિ
বহন ক্ষমতা,વહન ક્ષમતા
কার্টিলজেনাস ফিশ,કારભારી માછલી
কার্টিলাজিনাস,કારભારી
কারঙ্কেল,કોણી
ক্যারিওগামি,કારીગ
ক্যারিওফিলেসি,Aryન
ক্যারিওফিলাসিয়াস,કારીગર
ক্যারিওপিসিস,કારીકો
কেসিন,સાથોસાથ
ক্যাস্পারিয়ান স্ট্রিপ,કાસ્પરિયન પટ્ટી
ক্যাসিয়া,કાસિયા
ক্যাসোয়ারি,કળશ
ক্যাস্টর,એરપોર
ক্যাসুয়ারিনা,ક casસૂરિના
ক্যাসুয়ারিনা অ্যালনাস,અવસ્થાન
ক্যাটাবোলিজম,વિસર્જન
ক্যাটালাস,જાસૂસ
ক্যাটালগ,સૂચિ
ক্যাটালাইসিস,ઉદ્દીપન
প্রভাবক,ઉદ્દીપક
অনুঘটক রূপান্তরকারী,ઉત્પ્રેરક કન્વર્ટર
ছানি,મોરી
বিপর্যয়,આપત્તિ
কেটোলামাইন,ક catન્ટોલામાઇન
কেটেকলোমাইন হরমোন,ક catન્ટોલોમાઇન હોર્મોન
ক্যাথেট্রাইজেশন,થિયતરો
কেশন,શયતાન
ক্যাটকিন,કkinન
ক্যাটলা,ક catંગર
বিড়ালের পেরেক (বিগনোনিয়া-আওগুইস ক্যাটি),બિલાડીની નેઇલ (બિગનોનીયા-એંગુઇસ કેટ)
গবাদি পশু চারণ,Cattleોર ચરાઈ
গবাদি পশু পাল,પશુચડી
গবাদি পশুদের রুমেন,પશુપાલન
গবাদি পশুদের স্টাইল,પશુ -શૈલી
শৈশব ভার্টেব্রা,શૌર્ય વર્ટીબ્રા
Chudex,શણગારવું
কার্যকারণ এজেন্ট,કારણભૂત એજન્ટ
সিড্রাস দেওদার (সিডার),સીડ્રસ દિયોદરા (દેવદાર)
সেলাস্ট্রেলস,કિલ્લો
সেল জীববিজ্ঞানী,કોષ -જીવવિજ્ologistાની
কোষ বিদ্যা,કોષ -જીવવિજ્ologyાન
কোষ চক্র,કોષ ચક્ર
সেল বৃদ্ধি,કોષ -વૃદ્ધિ
সেল খাম,કોષ પરબિડીયું
সেল ভগ্নাংশ,કોષ અપૂર્ણાંક
সেল হোমোজেনেট,કોષ સમકક્ષ
সেল মধ্যস্থতা অনাক্রম্যতা,મધ્યસ્થ પ્રતિરક્ષા
কোষের ঝিল্লি,કોષ પટલ
কোষের বিস্তার,કોષ -પ્રસાર
সেল গঠন,કોષનું માળખું
কোষ তত্ত্ব,કોષ સિદ્ધાંત
কোষ প্রাচীর,"પેશી, કોષ ની દીવાલ"
সেলোফেন ঝিল্লি,સેલોફેન પટલ
সেলুলি,કોયડો
সেলুলার প্রতিরক্ষা,કોષોનો બચાવ
সেলুলার শক্তি স্থানান্তর-সিস্টেম,સેલ્યુલર energy ર્જા પરિણામે
সেলুলার এনজাইম,સેલ્યુલર
কোষ স্তরে,કોષ -સ્તર
সেলুলার জারণ,સેલ્યુલર ઓક્સિડેશન
সেলুলার পুল,કોષો
সেলুলোজ,કોષો
সেলুলোজ মাইক্রোফাইব্রিল,સેલ્યુલોઝ માઇક્રોફિબ્રિલ
সিমেন্টাম,સિમેન્ટમ
সেনাগ্রাস,કણ
Cenozoic যুগ,સિનોઝોઇક યુગ
জনগণনা,વસ્તી -ગણતરી
জনগণনা,વસ્તી -ગણતરી
সেন্টিমোরগান,સેન્ટિમન
সেন্টিপিডা অরবিকুলারিস,શતાબ્દી
কেন্দ্রীয় অক্ষ,કેન્દ્રીય ધરી
কেন্দ্রীয় সেল,કેન્દ્રીય કોષ
ভিতরের গুরুত্বপূর্ণ অংশ,મધ્યવર્તી કેન્દ્ર
কেন্দ্রীয় মতবাদ,કેન્દ્રીય પદ
কেন্দ্রীয় ওষুধ গবেষণা ইনস্টিটিউট,કેન્દ્રીય દવા સંશોધન સંસ્થા
কেন্দ্রীয় ক্ষেত্র,કેન્દ્રીય ક્ષેત્ર
কেন্দ্রীয় ল্যাকটিয়াল,કેન્દ્રીય સ્તનપાન
কেন্দ্রীয় স্নায়ুতন্ত্র,મધ્યસ્થ ચેતાતંત્ર
কেন্দ্রীয় খাঁজ,કેન્દ્રીય સુલ્કસ
সেন্ট্রিফিউগেশন,કેન્દ્રો
সেন্ট্রিওল,કેન્દ્ર
সেন্ট্রোমিয়ার,કેન્દ્રોમીર
সেন্ট্রোসোম,કેન્દ્રો
সেন্ট্রোস্ফিয়ার,કેન્દ્ર
সিফালোকর্ডেট,અકસ્માત
সিফালোকর্ডেটস,કephંગલોકર્ડેટ્સ
সিফালোস্পোরিন,અકસ્માત
সিফালোথোরাক্স,અનોખા
সেরাটোফিলেসি,સીરેટોફિલેસી
শস্য দানা,અનાજ અનાજ
সেরিবিলার পেডুনল,પાન
সেরিবেলাম,કોયડો
সেরিব্রাল অ্যাকুয়েডাক্ট,મગજનો જળચર
সেরিব্রাল কর্টেক্স,મગજનો આચ્છાદન
সেরিব্রাল গোলার্ধের,મગજનો ગોળાર્ધ
সেরিব্রাল ভেন্ট্রিকল,મગજનો વેન્ટ્રિકલ
সেরিব্রোস্পাইনাল তরল (সিএসএফ),સેરેબ્રોસ્પાઇનલ પ્રવાહી (સીએસએફ)
সেরিব্রাম,મગજ
প্রত্যয়িত বীজ,પ્રમાણિત બીજ
সারুমিনাস গ্রন্থি,સિમ્પ્યુસર ગ્રંથિ
জরায়ু,શિષ્ટાચાર સંબંધી
সার্ভিকাল ক্যাপ,ક capિપ
সার্ভিকাল ভার্টিব্রা,સર્વાઇકલ
জরায়ু,કૂદકો
সিসিয়াম ক্লোরাইড,સીઝિયમ
সেসপুল,ક cસપૂલ
Cetaceans,સીટસીનો
চেটোপটারাস,એક જાતની કળા
চালাজা,ચલાઝા
চালাজা,ચલાઝા
চালাজাল শেষ,ચલઝલનો અંત
চালিনা,ચલીના
গিরগিটি (চামেলিয়ন),કાચંડો (ચામાલેઓન)
চ্যানক্রোড,ચક
চ্যানেল,માર્ગ
চ্যানেল,માર્ગ
চ্যাপারন,એક જાતની સગીર
চর,શણગાર
বৈশিষ্ট্যযুক্ত উদ্ভিদ,લાક્ષણિક વનસ્પતિ
কাঠকয়লা,કોલસો
চারগ্যাফের নিয়ম,ચર્ગેફનો નિયમ
চার্জ কাপলড ডিভাইস (সিসিডি),ચાર્જ જોડી ઉપકરણ (સીસીડી)
চার্জিং,શુલ્ક
চ্যাসমোগামাস,ચસ્મગેમસ
চ্যাথামালাস,અણી
চেলোন,ચેલો
রাসায়নিক বিশ্লেষক,રાસાયણિક વિશ્લેષક
রাসায়নিক বন্ড,રાસાયણિક ખત
রাসায়নিক ব্রেকডাউন,રાસાયણિક ભંગાણ
রাসায়নিক জটিলতা,રાસાયણિક જટિલતા
রাসায়নিক পরিবেশ,રાસાયણિક વાતાવરણ
রাসায়নিক বিবর্তন,રસાયણિક ઉત્ક્રાંતિ
রাসায়নিক পদ্ধতি,રાસાયણિક પદ્ધતિ
রাসায়নিক মিউটেজেন,રાસાયણિક પરિવર્તન
রাসায়নিক উত্স,રસાયણિક ઉદ્દભવ
রাসায়নিক অক্সিজেন চাহিদা,રાસાયણિક ઓક્સિજન માંગ
রাসায়নিক সম্ভাবনা,રાસાયણિક સંભાવના
রাসায়নিক স্ক্যাল্পেল,રાસાયણિક ખોપરી ઉપરની ચામડી
রাসায়নিক সংকেত,રાસાયણિક સંકેત
রাসায়নিক সিনপাস,રાસાયણિક પ્રકાર
কেমিওসমোটিক হাইপোথিসিস,રસાયણશાસ્ત્ર
রসায়নবিদ,રસાયણશાસ્ત્રી
রসায়ন,રસાયણશાસ્ત્ર
কেমোসিন্থেসিস,ચોરસિન્થેસિસ
কেমো-অটোরোফিক ব্যাকটিরিয়া,કીમો-ઓટોરોફિક બેક્ટેરિયા
কেমোনস্টি,ચિત્તભ્રમ
কেমোসিন্থেসিস,ચોરસિન્થેસિસ
কেমোসিন্থেটিক অটোট্রফ,કીમોસિન્થેટીક ot ટોટ્રોફ
কেমোসিন্থেটিক ব্যাকটিরিয়া,બેક્ટેરિયા
কেমোট্যাক্সিস,કીમોટાક્સીસ
কেমোট্যাক্সোনমি,ગેમોટાએક્સોનોમી
কেমোথেরাপি,કીમોથોરાપરાણી
চেনোপোডিয়াসি,ચેતિયો
চিয়াসমাটা,ચિયાસ્માતા
চিয়াস্মনা টাইপ হাইপোথিসিস,ચિયાસ્ના પ્રકાર પૂર્વધારણા
চিকুনগুনিয়া,કોયડો
চিকোরি,જંગલક
শৈশব,બાળપણ
মরিচ মোজাইক ভাইরাস,મરચાંની મોઝેક વાયરસ
সিনচোনা অফিসিনালিস,સિંચોના
চিরোপটারফিলি,કથિતપણે
চিটিন,ચિત્ત
চিটিনাস,શણગારું
ক্ল্যামিডিয়া ট্র্যাচোমেটিস,ક્લેમીડિયા ટ્રેકોમેટિસ
ক্ল্যামিডিয়াসিস,કલહર
ক্ল্যামিডোমোনাস,રંગબદ
ক্লোরামফেনিকোল,ક્લોરમ્ફેનિકોલ
ক্লোরেলা,કળણ
ক্লোরেনচাইমা,કળશ
ক্লোরাইড সেল,કળ
ক্লোরিন,ક્લોરિન
ক্লোরোফ্লুওরো কার্বন (সিএফসিএস),ક્લોરોફ્લોરો કાર્બન (સીએફસી)
ক্লোরোফর্ম,કળણ
ক্লোরোফাইসি,હરિતદ્રવ્ય
ক্লোরোফাইট পূর্বপুরুষ,હરિતદ્રવ્ય પૂર્વજ
ক্লোরোসিস,હરિતદ્રવ્ય
ক্লোরোসিস,હરિતદ્રવ્ય
কোওনোসাইট,ચોઆનોસાઇટ
Cholecystokinesis,ચોલેસિસ્ટોકિનેસિસ
কোলেসিস্টোকিনিন,ચોલેસિસ્ટોકિન
কোলেস্টেরল,કોલેસ્ટરોલ
কোলিনার্জিক,Ergતરતી
Chondrichthyes,ચ ond ન્ડ્રિચાઇઝ
কনড্রিন,કોથળી
কনড্রোসাইট,કોથળી
কর্ডে টেন্ডিনা,કોર્દાની
কর্ডাটা,દંભી
Chorioallantoic প্ল্যাসেন্টা,કોરિઓએલેન્ટોઇક પ્લેસેન્ટા
কোরিওন,સુગરો
কোরিওনিক কর্টিকোট্রপিন,કોરિઓનિક કોર્ટીકોટ્રોપિન
কোরিওনিক গোনাডোট্রপিন,કોરિઓનિક ગોનાડોટ્રોપિન
কোরিওনিক থাইরোট্রপিন,કોરિઓનિક થાઇરોટ્રોપિન
কোরয়েড,સોપગરી
ক্রোমাটিড,ક્રોમેટિડ
ক্রোমাটিন ফাইবার,ક્રોમેટિન ફાઇબર
ক্রোমাটিন,ક્રોમટિન
ক্রোমাটোগ্রাফিক কৌশল,ક્રોધાહિત તકનીક
ক্রোমাটোগ্রাফি,ક્રોમશલિઓ
ক্রোমাটোফোর,ક્રોમેટોફોર
ক্রোমোজেনিক সাবস্ট্রেট,ક્રોમોજેનિક સબસ્ટ્રેટ
ক্রোমোনেমা,રંગબકીનો રંગ
ক্রোমোফোর,ક્રોમોફોર
ক্রোমোপ্লাস্ট,ક્રોમોપ્લાસ્ટ
ক্রোমোসোমাল ক্ষয়,રંગસૂત્રીય વિક્ષેપ
ক্রোমোসোমাল ত্রুটি,રંગસૂત્રીય ખામી
ক্রোমোজোম ম্যাপিং,રંગસૂત્ર મેપિંગ
বংশের ক্রোমোজোম তত্ত্ব,આનુવંશિકતાના રંગસૂત્ર સિદ્ધાંત
উত্তরাধিকার ক্রোমোজোম তত্ত্ব,વારસોની રંગસૂત્ર સિદ્ધાંત
দুরারোগ্য ব্রংকাইটিস,લાંબી શ્વાસનળીનો સોજો
