Malayalam,Punjabi
"1.ഡാറ്റ ഓർഗനൈസേഷനുകൾ, 2. ഡാറ്റ ഓർഗനൈസേഷൻ","1. ਡਾਟਾ ਸੰਸਥਾਵਾਂ, 2. ਡਾਟਾ ਸੰਗਠਨ"
"1. ഡാറ്റ ഔട്ട്പുട്ട്, 2. ഡാറ്റ ഔട്ട്പുട്ട്","1. ਡਾਟਾ ਆਉਟਪੁੱਟ, 2. ਡਾਟਾ ਆਉਟਪੁੱਟ"
"1.ഡാറ്റ പാത്ത്, 2.ഡാറ്റ പാത്ത്","1.ਡਾਟਾ ਪਾਥ, 2.ਡਾਟਾ ਪਾਥ"
"1.ഡാറ്റ തയ്യാറാക്കൽ, 2. ഡാറ്റ തയ്യാറാക്കൽ","1. ਡੇਟਾ ਤਿਆਰੀ, 2. ਡੇਟਾ ਤਿਆਰੀ"
"1.ഡാറ്റ സ്വകാര്യത, 2.ഡാറ്റ സ്വകാര്യത","1.ਡਾਟਾ ਗੋਪਨੀਯਤਾ, 2.ਡਾਟਾ ਗੋਪਨੀਯਤਾ"
"1. ഡാറ്റാ പ്രോസസർ, 2. ഡാറ്റാ പ്രോസസർ","1. ਡੇਟਾ ਪ੍ਰੋਸੈਸਰ, 2. ਡੇਟਾ ਪ੍ਰੋਸੈਸਰ"
"1.ഡാറ്റ പ്രൊട്ടക്ഷൻ, 2.ഡാറ്റ പ്രൊട്ടക്ഷൻ","1.ਡਾਟਾ ਪ੍ਰੋਟੈਕਸ਼ਨ, 2.ਡਾਟਾ ਪ੍ਰੋਟੈਕਸ਼ਨ"
"1. ഡാറ്റ റെക്കോർഡ്, 2. ഡാറ്റ റെക്കോർഡ്","1. ਡਾਟਾ ਰਿਕਾਰਡ, 2. ਡਾਟਾ ਰਿਕਾਰਡ"
"1. ഡാറ്റ വീണ്ടെടുക്കൽ, 2. ഡാറ്റ വീണ്ടെടുക്കൽ","1. ਡਾਟਾ ਪ੍ਰਾਪਤੀ, 2. ਡਾਟਾ ਪ੍ਰਾਪਤੀ"
"1. ഡാറ്റ ദിനചര്യ, 2. ഡാറ്റ ദിനചര്യ","1. ਡੇਟਾ ਰੁਟੀਨ, 2. ਡੇਟਾ ਰੁਟੀਨ"
"1.ഡാറ്റ സെക്യൂരിറ്റി, 2.ഡാറ്റ സെക്യൂരിറ്റി","1.ਡਾਟਾ ਸੁਰੱਖਿਆ, 2.ਡਾਟਾ ਸੁਰੱਖਿਆ"
"1.ഡാറ്റ സെറ്റ്, 2. ഡാറ്റ സെറ്റ്","1.ਡਾਟਾ ਸੈੱਟ, 2. ਡਾਟਾ ਸੈੱਟ"
"1.ഡാറ്റ സിഗ്നൽ, 2.ഡാറ്റ സിഗ്നൽ","1.ਡਾਟਾ ਸਿਗਨਲ, 2.ਡਾਟਾ ਸਿਗਨਲ"
"1. ഡാറ്റ ആക്സസ്, 2. ഡാറ്റ ആക്സസ്","1. ਡੇਟਾ ਐਕਸੈਸ, 2. ਡੇਟਾ ਐਕਸੈਸ"
"1.ഡാറ്റ സോഴ്സ്, 2.ഡാറ്റ സോഴ്സ്","1.ਡਾਟਾ ਸਰੋਤ, 2.ਡਾਟਾ ਸਰੋਤ"
"1.ഡാറ്റ സ്പെസിഫിക്കേഷൻ, 2. ഡാറ്റ സ്പെസിഫിക്കേഷൻ","1.ਡਾਟਾ ਨਿਰਧਾਰਨ, 2. ਡਾਟਾ ਨਿਰਧਾਰਨ"
"1.ഡാറ്റ സെന്റർ, 2.ഡാറ്റ സെന്റർ","1.ਡਾਟਾ ਸੈਂਟਰ, 2.ਡਾਟਾ ਸੈਂਟਰ"
"1. ഡാറ്റ സ്റ്റോറേജ്, 2. ഡാറ്റ സ്റ്റോറേജ്","1. ਡੇਟਾ ਸਟੋਰੇਜ, 2. ਡੇਟਾ ਸਟੋਰੇਜ"
ഡാറ്റ സംഭരണ ഘടന,ਡਾਟਾ ਸਟੋਰੇਜ਼ ਬਣਤਰ
"1. ഡാറ്റ ഘടന, 2. ഡാറ്റ ഘടന","1. ਡਾਟਾ ਸਟ੍ਰਕਚਰ, 2. ਡਾਟਾ ਸਟ੍ਰਕਚਰ"
"1.ഡാറ്റ സ്വിച്ച്, 2.ഡാറ്റ സ്വിച്ച്","1.ਡਾਟਾ ਸਵਿੱਚ, 2.ਡਾਟਾ ਸਵਿੱਚ"
"1.ഡാറ്റ ടേബിൾ, 2.ഡാറ്റ ടേബിൾ","1.ਡਾਟਾ ਸਾਰਣੀ, 2.ਡਾਟਾ ਸਾਰਣੀ"
"1.ഡാറ്റ അവസാനം, 2. ഡാറ്റ അവസാനം","1.ਡਾਟਾ ਅੰਤ, 2. ਡਾਟਾ ਖਤਮ"
"1. ഡാറ്റ ട്രാൻസ്ക്രിപ്ഷൻ, 2. ഡാറ്റ ട്രാൻസ്ക്രിപ്ഷൻ","1. ਡੇਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ, 2. ਡੇਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ"
"1.ഡാറ്റ ട്രാൻസ്ഫർ, 2. ഡാറ്റ കൈമാറ്റം","1.ਡਾਟਾ ਟ੍ਰਾਂਸਫਰ, 2. ਡਾਟਾ ਸੰਚਾਰ"
"1. ഡാറ്റ ട്രാൻസ്മിഷൻ, 2. ഡാറ്റ ട്രാൻസ്മിഷൻ","1. ਡਾਟਾ ਸੰਚਾਰ, 2. ਡਾਟਾ ਸੰਚਾਰ"
"1.ഡാറ്റ ട്രാൻസ്മിഷൻ സിസ്റ്റം, 2.ഡാറ്റ ട്രാൻസ്മിഷൻ സിസ്റ്റം","1.ਡਾਟਾ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ, 2.ਡਾਟਾ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ"
"1. ഡാറ്റ ഫോർമാറ്റ്, 2. ഡാറ്റ ഫോർമാറ്റ്","1. ਡੇਟਾ ਫਾਰਮੈਟ, 2. ਡੇਟਾ ਫਾਰਮੈਟ"
"1. ഡാറ്റ യൂണിറ്റ്, 2. ഡാറ്റ യൂണിറ്റ്","1. ਡੇਟਾ ਯੂਨਿਟ, 2. ਡੇਟਾ ਯੂਨਿਟ"
"1. ഡാറ്റ മൂല്യനിർണ്ണയം, 2. ഡാറ്റ മൂല്യനിർണ്ണയം","1.ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ, 2.ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ"
ഡാറ്റാബേസ്,ਡਾਟਾਬੇਸ
ഡാറ്റാബേസ് അഡ്മിനിസ്ട്രേഷൻ,ਡਾਟਾਬੇਸ ਪ੍ਰਸ਼ਾਸਨ
ഡാറ്റാബേസ് ഡിസൈൻ,ਡਾਟਾਬੇਸ ਡਿਜ਼ਾਈਨ
ഡാറ്റാബേസ് മാനേജ്മെന്റ് സിസ്റ്റം,ਡਾਟਾਬੇਸ ਪ੍ਰਬੰਧਨ ਸਿਸਟਮ
"1.ഡാറ്റഗ്രേവ്, 2.ഡാറ്റഗ്രേവ്","1.ਡਾਟਾਗਰੇਵ, 2.ਡਾਟਾਗਰੇਵ"
"1. ഡാറ്റ, 2. ഡാറ്റ","1. ਡਾਟਾ, 2. ਡਾਟਾ"
"1. നിഷ്ക്രിയ മേഖല, 2. നിഷ്ക്രിയ മേഖല","1.ਅਕਿਰਿਆਸ਼ੀਲ ਜ਼ੋਨ, 2.ਅਕਿਰਿਆਸ਼ੀਲ ਜ਼ੋਨ"
സ്തംഭനാവസ്ഥ,ਡੈੱਡਲਾਕ
സ്തംഭനാവസ്ഥ തടയൽ,ਡੈੱਡਲਾਕ ਦੀ ਰੋਕਥਾਮ
തെറ്റ് ക്ലിയറൻസ്,ਨੁਕਸ ਕਲੀਅਰੈਂਸ
"1. ജഡ്ജ്മെന്റ് സെൽ, 2. ജഡ്ജ്മെന്റ് ബോക്സ്","1. ਜੱਜਮੈਂਟ ਸੈੱਲ, 2. ਜੱਜਮੈਂਟ ਬਾਕਸ"
തീരുമാനമെടുക്കൽ പ്രക്രിയ,ਫੈਸਲਾ ਲੈਣ ਦੀ ਪ੍ਰਕਿਰਿਆ
തീരുമാന പിന്തുണ സിസ്റ്റം,ਫੈਸਲੇ ਦਾ ਸਮਰਥਨ ਸਿਸਟਮ
തീരുമാന വൃക്ഷം,ਫੈਸਲੇ ਦਾ ਰੁੱਖ
"1. ഡീകോഡർ, 2. ഡീകോഡർ","1. ਡੀਕੋਡਰ, 2. ਡੀਕੋਡਰ"
പിരിച്ചുവിടൽ തത്വം,ਭੰਗ ਅਸੂਲ
ഡീകോഡിംഗ്,ਡੀਕੋਡਿੰਗ
സമർപ്പിത സംവിധാനം,ਸਮਰਪਿਤ ਸਿਸਟਮ
സമർപ്പിത പ്രസ്സ്,ਸਮਰਪਿਤ ਪ੍ਰੈਸ
ഇമ്മ്യൂണൈസേഷൻ ഡാറ്റ നെറ്റ്‌വർക്ക് (DDN),ਇਮਯੂਨਾਈਜ਼ੇਸ਼ਨ ਡਾਟਾ ਨੈੱਟਵਰਕ (DDN)
പ്രതിരോധ കുത്തിവയ്പ്പ് വിവര സംവിധാനം,ਇਮਿਊਨਾਈਜ਼ੇਸ਼ਨ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
സംയോജനം,ਏਕੀਕਰਣ
കാലതാമസം,ਦੇਰੀ
കാലതാമസം കൗണ്ടർ,ਦੇਰੀ ਕਾਊਂਟਰ
കാലതാമസം സമയം,ਦੇਰੀ ਦਾ ਸਮਾਂ
"1.ഇല്ലാതാക്കുക, 2.ഇല്ലാതാക്കുക","1.ਮਿਟਾਓ, 2.ਮਿਟਾਓ"
ഇല്ലാതാക്കൽ രേഖ,ਮਿਟਾਉਣ ਦਾ ਰਿਕਾਰਡ
ഡിലിമിറ്റർ,ਡੀਲੀਮੀਟਰ
ഡെൽറ്റ മോഡുലേഷൻ,ਡੈਲਟਾ ਮੋਡੂਲੇਸ਼ਨ
അഭ്യർത്ഥന പേജ്,ਮੰਗ ਪੰਨਾ
പ്രകടനം,ਪ੍ਰਦਰਸ਼ਨ
demodulation,demodulation
വി-മൾട്ടിപ്ലക്‌സർ,ਵਿ- ਮਲਟੀਪਲੈਕਸਰ
ഡീനോർമലൈസേഷൻ,ਅਸਧਾਰਨਕਰਨ
"1. സാന്ദ്രത, 2. സാന്ദ്രത","1. ਘਣਤਾ, 2. ਘਣਤਾ"
"1. ആശ്രിതത്വം, 2. ആശ്രിതത്വം","1. ਨਿਰਭਰਤਾ, 2. ਨਿਰਭਰਤਾ"
ആശ്രിത യൂണിറ്റ്,ਨਿਰਭਰ ਇਕਾਈ
ക്യൂ,ਕਤਾਰ
"1. dereference, 2. dereference","1. ਸਤਿਕਾਰ, 2. ਸਤਿਕਾਰ"
ഉരുത്തിരിഞ്ഞ വൃക്ഷം,ਲਿਆ ਰੁੱਖ
ഉരുത്തിരിഞ്ഞ ഫീൽഡ്,ਪ੍ਰਾਪਤ ਖੇਤਰ
അവരോഹണ തരം,ਘਟਦੀ ਲੜੀ
ഡിസൈൻ,ਡਿਜ਼ਾਈਨ
ഡെസ്ക് കാൽക്കുലേറ്റർ,ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ
ഡെസ്ക്ടോപ്പ് കമ്പ്യൂട്ടറുകൾ,ਡੈਸਕਟਾਪ ਕੰਪਿਊਟਰ
ഡെസ്ക്ടോപ്പ് അവതരണം,ਡੈਸਕਟਾਪ ਪੇਸ਼ਕਾਰੀ
ഡെസ്ക്ടോപ്പ് പ്രസിദ്ധീകരണം,ਡੈਸਕਟਾਪ ਪ੍ਰਕਾਸ਼ਨ
ഡെസ്ക്ടോപ്പ് വീഡിയോ,ਡੈਸਕਟਾਪ ਵੀਡੀਓ
ലക്ഷ്യസ്ഥാന വിലാസം,ਮੰਜ਼ਿਲ ਪਤਾ
"1. ഡിസ്ട്രോയർ, 2. ഡിസ്ട്രോയർ","1. ਵਿਨਾਸ਼ਕਾਰੀ, 2. ਵਿਨਾਸ਼ਕਾਰੀ"
ഡിറ്റർമിനിസ്റ്റിക് ഓട്ടോമാറ്റ,ਨਿਰਣਾਇਕ ਆਟੋਮੇਟਾ
ഡെവലപ്പർ,ਵਿਕਾਸਕਾਰ
വികസന സംവിധാനം,ਵਿਕਾਸ ਸਿਸਟਮ
ഉപകരണം,ਜੰਤਰ
ഉപകരണ നിയന്ത്രണ യൂണിറ്റ്,ਜੰਤਰ ਕੰਟਰੋਲ ਯੂਨਿਟ
ഉപകരണ കൺട്രോളർ,ਜੰਤਰ ਕੰਟਰੋਲਰ
ഉപകരണ മാനേജ്മെന്റ്,ਜੰਤਰ ਪ੍ਰਬੰਧਨ
ഉപകരണ മോഡ്,ਜੰਤਰ ਮੋਡ
രോഗനിർണയം,ਨਿਦਾਨ
ഡയഗ്നോസ്റ്റിക് സിസ്റ്റം,ਡਾਇਗਨੌਸਟਿਕ ਸਿਸਟਮ
"1. ഡയഗ്നോസ്റ്റിക്സ്, 2. ഡയഗ്നോസ്റ്റിക്സ്","1. ਡਾਇਗਨੌਸਟਿਕਸ, 2. ਡਾਇਗਨੌਸਟਿਕਸ"
ഡയഗ്രം,ਚਿੱਤਰ
ഡയൽ ചെയ്യുക,ਡਾਇਲ
ഡയൽ ലൈൻ,ਡਾਇਲ ਲਾਈਨ
ഡയൽ ടോണ്,ਡਾਇਲ ਟੋਨ
ഡയൽ അപ്,ਡਾਇਲ ਕਰੋ
"1. സംഭാഷണം, 2. സംഭാഷണം","1. ਵਾਰਤਾਲਾਪ, 2. ਗੱਲਬਾਤ"
സംഭാഷണ മുറി,ਗੱਲਬਾਤ ਕਮਰੇ
ഡയലപ്പ് മോഡം,ਡਾਇਲਅੱਪ ਮਾਡਮ
ഇൻഷുറൻസ്,ਬੀਮਾ
നിഘണ്ടു,ਸ਼ਬਦਕੋਸ਼
"1. ഡിഫറൻഷ്യൽ, 2. വ്യത്യാസം","1. ਅੰਤਰ, 2. ਭਿੰਨਤਾ"
സംഖ്യാപരമായ,ਸੰਖਿਆਤਮਕ
ഡിജിറ്റൽ സംവിധാനം,ਡਿਜ਼ੀਟਲ ਸਿਸਟਮ
ഡിജിറ്റൽ സർക്യൂട്ട്,ਡਿਜ਼ੀਟਲ ਸਰਕਟ
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ
"1.ഡിജിറ്റൽ ഡാറ്റ, 2.ഡിജിറ്റൽ ഡാറ്റ","1.ਡਿਜੀਟਲ ਡੇਟਾ, 2.ਡਿਜੀਟਲ ਡੇਟਾ"
ഡിജിറ്റൽ സൗകര്യം,ਡਿਜੀਟਲ ਸਹੂਲਤ
ഡിജിറ്റൽ ഫിൽട്ടർ,ਡਿਜ਼ੀਟਲ ਫਿਲਟਰ
ഡിജിറ്റൽ ലൈബ്രറി,ਡਿਜੀਟਲ ਲਾਇਬ੍ਰੇਰੀ
ഡിജിറ്റൽ മോഡുലേഷൻ,ਡਿਜ਼ੀਟਲ ਮੋਡੂਲੇਸ਼ਨ
"1. ഡിജിറ്റൽ ഡിസ്പ്ലേ, 2. ഡിജിറ്റൽ മോണിറ്റർ","1. ਡਿਜੀਟਲ ਡਿਸਪਲੇ, 2. ਡਿਜੀਟਲ ਮਾਨੀਟਰ"
ഡിജിറ്റൽ ചിത്രം,ਡਿਜ਼ੀਟਲ ਚਿੱਤਰ
"1. ഡിജിറ്റൽ സിഗ്നേച്ചർ, 2. ഡിജിറ്റൽ സിഗ്നേച്ചർ","1. ਡਿਜੀਟਲ ਦਸਤਖਤ, 2. ਡਿਜੀਟਲ ਦਸਤਖਤ"
ഡിജിറ്റൽ സ്വിച്ച്,ਡਿਜ਼ੀਟਲ ਸਵਿੱਚ
ഡിജിറ്റൽ അനലോഗ് കൺവെർട്ടർ,ਡਿਜੀਟਲ ਐਨਾਲਾਗ ਕਨਵਰਟਰ
ഡിജിറ്റൈസേഷൻ,ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ
ഡിജിറ്റൈസേഷൻ,ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ
ഡിജിറ്റൈസർ,ਡਿਜੀਟਾਈਜ਼ਰ
ഡയോഡ്,ਡਾਇਓਡ
പ്രഥമദൃഷ്ട്യാ,ਪਹਿਲੀ ਨਜ਼ਰ
നേരിട്ടുള്ള വിലാസം,ਸਿੱਧਾ ਪਤਾ
നേരിട്ടുള്ള പരിവർത്തനം,ਸਿੱਧਾ ਪਰਿਵਰਤਨ
നേരിട്ടുള്ള സംയോജനം,ਸਿੱਧੀ ਜੋੜੀ
"1. ഡയറക്ട് മെമ്മറി ആക്സസ്, 2. ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)","1. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ, 2. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)"
ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA),ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)
നേരിട്ടുള്ള രീതി,ਸਿੱਧੀ ਵਿਧੀ
ദിശകൾ,ਨਿਰਦੇਸ਼
ഡയറക്ടറി,ਡਾਇਰੈਕਟਰੀ
"1. ഡയറക്ടറി സെർവർ, 2. ഡയറക്ടറി സെർവർ","1. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ, 2. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ"
ഡയറക്ടറി സേവനം,ਡਾਇਰੈਕਟਰੀ ਸੇਵਾ
സാധ്യമല്ല,ਅਸਮਰੱਥ
സിഗ്നൽ പ്രവർത്തനരഹിതമാക്കുന്നു,ਅਸਮਰੱਥ ਸਿਗਨਲ
"1. വിച്ഛേദിക്കൽ, 2. വിച്ഛേദിക്കൽ","1. ਡਿਸਕਨੈਕਸ਼ਨ, 2. ਡਿਸਕਨੈਕਸ਼ਨ"
"1. ഡിസ്ക്രീറ്റ്, 2. ഡിസ്ക്രീറ്റ്","1. ਵੱਖਰਾ, 2. ਵੱਖਰਾ"
"1. ഡിസ്ക്, 2. ഡിസ്ക്","1. ਡਿਸਕ, 2. ਡਿਸਕ"
"1. ഡിസ്ക് വിലാസം, 2. ഡിസ്ക് വിലാസം","1. ਡਿਸਕ ਪਤਾ, 2. ਡਿਸਕ ਪਤਾ"
"1. ഡിസ്ക് അറേ, 2. ഡിസ്ക് അറേ","1. ਡਿਸਕ ਐਰੇ, 2. ਡਿਸਕ ਐਰੇ"
"1. ഡിസ്ക് ശേഷി, 2. ഡിസ്ക് ശേഷി","1. ਡਿਸਕ ਸਮਰੱਥਾ, 2. ਡਿਸਕ ਸਮਰੱਥਾ"
"1. ഡിസ്ക് ഡ്രൈവർ, 2. ഡിസ്ക് ഡ്രൈവ്","1. ਡਿਸਕ ਡਰਾਈਵਰ, 2. ਡਿਸਕ ਡਰਾਈਵ"
ഡിസ്ക് ഫയൽ,ਡਿਸਕ ਫਾਈਲ
"1. ഡിസ്ക് മെമ്മറി, 2. ഡിസ്ക് മെമ്മറി, 3. ഡിസ്ക് മെമ്മറി, 4. ഡിസ്ക് മെമ്മറി","1. ਡਿਸਕ ਮੈਮੋਰੀ, 2. ਡਿਸਕ ਮੈਮੋਰੀ, 3. ਡਿਸਕ ਮੈਮੋਰੀ, 4. ਡਿਸਕ ਮੈਮੋਰੀ"
ഡിസ്ക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം (DoS),ਡਿਸਕ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ (DoS)
ഡിസ്ക് പാക്കേജ്,ਡਿਸਕ ਪੈਕੇਜ
"1.ചക്രിക സെർവർ, 2.ഡിസ്ക് സെർവർ","1. ਚੱਕਰਿਕਾ ਸਰਵਰ, 2. ਡਿਸਕ ਸਰਵਰ"
"1. ഡിസ്ക് സംഭരണം, 2. ഡിസ്ക് സംഭരണം","1. ਡਿਸਕ ਸਟੋਰੇਜ, 2. ਡਿਸਕ ਸਟੋਰੇਜ"
ഡിസ്കെറ്റ്,ਡਿਸਕੇਟ
ഫയൽ പ്രദർശിപ്പിക്കുക,ਡਿਸਪਲੇ ਫਾਇਲ
ചിത്രം പ്രദർശിപ്പിക്കുക,ਡਿਸਪਲੇ ਚਿੱਤਰ
നിർമാർജനം,ਨਿਪਟਾਰੇ
ദൂരം,ਦੂਰੀ
ദൂരം പ്രവർത്തനം,ਦੂਰੀ ਫੰਕਸ਼ਨ
വളച്ചൊടിക്കൽ,ਵਿਗਾੜ
എത്തിച്ചു,ਡਿਲੀਵਰ ਕੀਤਾ
വിതരണം ചെയ്ത ഡാറ്റ,ਵੰਡਿਆ ਡਾਟਾ
വിതരണം ചെയ്ത സെർവർ,ਵੰਡਿਆ ਸਰਵਰ
"1.ഡിസ്ട്രിബ്യൂട്ടഡ് സിസ്റ്റം, 2.ഡിസ്ട്രിബ്യൂട്ടഡ് സിസ്റ്റം","1.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ, 2.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ"
വിതരണക്കാരൻ,ਵਿਤਰਕ
പ്രമാണം,ਦਸਤਾਵੇਜ਼
പ്രമാണം അംഗീകൃത,ਪ੍ਰਮਾਣਿਤ ਦਸਤਾਵੇਜ਼
"1. ഡോക്യുമെന്റ് വിൻഡോ, 2. ഡോക്യുമെന്റ് വിൻഡോ","1. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ, 2. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ"
പ്രമാണീകരണം,ਦਸਤਾਵੇਜ਼
"ഡൊമെയ്ൻ, ഡൊമെയ്ൻ","ਡੋਮੇਨ, ਡੋਮੇਨ"
ഡൊമെയ്ൻ നാമം,ਡੋਮੇਨ ਨਾਮ
"1. ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ, 2. ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ","1. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ, 2. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ"
"താഴെ, താഴെ","ਹੇਠਾਂ, ਹੇਠਾਂ"
"1.അവലിങ്ക്, 2.ചതുരം","1. ਅਵਲਿੰਕ, 2. ਵਰਗ"
ഡൗൺലോഡ്,ਡਾਊਨਲੋਡ ਕਰੋ
ഡൗൺലോഡ് സമയം,ਡਾਊਨਲੋਡ ਕਰਨ ਦਾ ਸਮਾਂ
ട്രാക്ഷൻ,ਖਿੱਚ
DRAM (ഡൈനാമിക് റാം),DRAM (ਡਾਇਨਾਮਿਕ ਰੈਮ)
ഒഴുക്ക്,ਰਨਆਫ
ഡ്രൈവർ,ਡਰਾਈਵਰ
ഇലകൾ,ਪੱਤੇ
ഡ്രോപ്പ് ലിസ്റ്റ് ബോക്സ്,ਡ੍ਰੌਪ ਲਿਸਟ ਬਾਕਸ
ഡ്രം ഡ്രൈവ്,ਡਰੱਮ ਡਰਾਈਵ
"1.ഡ്രം പ്രിന്റർ, 2.ഡ്രം പ്രിന്റർ","1.ਡਰਮ ਪ੍ਰਿੰਟਰ, 2.ਡਰਮ ਪ੍ਰਿੰਟਰ"
"1. Im യൂണിറ്റ്, 2. ഡ്രം യൂണിറ്റ്","1. ਇਮ ਯੂਨਿਟ, 2. ਡਰੱਮ ਯੂਨਿਟ"
"1. ദ്വൈതത, 2. ദ്വി","1. ਦਵੈਤ, 2. bi"
ഇരട്ട സാന്ദ്രത,ਦੋਹਰੀ ਘਣਤਾ
"1. നിശബ്ദ വിലാസം, 2. വ്യാജ വിലാസം","1. ਚੁੱਪ ਦਾ ਪਤਾ, 2. ਜਾਅਲੀ ਪਤਾ"
തള്ളുക,ਡੰਪ
ഇരട്ട സർക്യൂട്ട്,ਡੁਪਲੈਕਸ ਸਰਕਟ
നിയമവിധേയമാക്കൽ,ਕਾਨੂੰਨੀਕਰਣ
കീ കീ,ਕੁੰਜੀ
"1.D V D R./W, 2. ഡിവിഡി വായന, 3. എഴുത്ത്","1.D V D R./W, 2. ਡੀਵੀਡੀ ਰੀਡਿੰਗ, 3. ਲਿਖਣਾ"
ഡിവിഡി റോം,DVD ROM
ചലനാത്മക നിർദ്ദേശം,ਗਤੀਸ਼ੀਲ ਹਦਾਇਤ
"1.ഡൈനാമിക് മെമ്മറി, 2.ഡൈനാമിക് മെമ്മറി","1. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ, 2. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ"
"1. ഡൈനാമിക്സ്, 2. ഡൈനാമിക്സ്","1. ਡਾਇਨਾਮਿਕਸ, 2. ਡਾਇਨਾਮਿਕਸ"
ഇ ബി സി ഡി ഐ സി,ਈ ਬੀ ਸੀ ਡੀ ਆਈ ਸੀ
ഇ-ബിസിനസ്,ਈ-ਕਾਰੋਬਾਰ
പ്രതിധ്വനി,echo
"1.ഇ-കൊമേഴ്‌സ്, 2.ഇ-കൊമേഴ്‌സ്","1.ਈ-ਕਾਮਰਸ, 2.ਈ-ਕਾਮਰਸ"
എഡിറ്റിംഗ്,ਸੰਪਾਦਨ
എഡിറ്റർ,ਸੰਪਾਦਕ
വിദ്യാഭ്യാസ സാങ്കേതികവിദ്യ,ਵਿਦਿਅਕ ਤਕਨਾਲੋਜੀ
ഇ ഇ പി റോം,e e ਪ rom
"1. അർത്ഥവത്തായ വിലാസം, 2. ഫലപ്രദമായ വിലാസം","1. ਅਰਥਪੂਰਨ ਪਤਾ, 2. ਪ੍ਰਭਾਵੀ ਪਤਾ"
അർത്ഥവത്തായ പ്രവർത്തന വിലാസം,ਅਰਥਪੂਰਨ ਸੰਚਾਲਨ ਪਤਾ
ഫലപ്രദമായ പ്രവർത്തനം,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਕਾਰਵਾਈ
ഫലപ്രദമായ യുഐഡി,ਪ੍ਰਭਾਵਸ਼ਾਲੀ UID
ഫലപ്രദമായ ട്രാൻസ്മിഷൻ പ്രവർത്തനം,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਪ੍ਰਸਾਰਣ ਕਾਰਵਾਈ
ഒക്ടൽ ബൈറ്റ്,octal ਬਾਈਟ
"ഇലക്ട്രോണിക് പഠനം, ഇ-ലേണിംഗ്","ਇਲੈਕਟ੍ਰਾਨਿਕ ਲਰਨਿੰਗ, ਈ-ਲਰਨਿੰਗ"
തിരഞ്ഞെടുപ്പ് അൽഗോരിതം,ਚੋਣ ਐਲਗੋਰਿਦਮ
ഇലക്ട്രോണിക് മെയിൽ സേവനം (ഇ-മെയിൽ),ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੇਲ ਸੇਵਾ (ਈ-ਮੇਲ)
"1.ഇലക്‌ട്രോണിക് പ്രിന്റിംഗ്, 2.ഇലക്‌ട്രോണിക് പ്രിന്റർ","1.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਿੰਗ, 2.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਰ"
ഇലക്ട്രിക്കൽ അക്കൗണ്ടിംഗ് മെഷീൻ,ਇਲੈਕਟ੍ਰੀਕਲ ਲੇਖਾ ਮਸ਼ੀਨ
ഇലക്ട്രോണിക്സ്,ਇਲੈਕਟ੍ਰਾਨਿਕਸ
