Hindi,Bengali
विभागीय पुस्तकालय,বিভাগীয় গ্রন্থাগার
विभागीय उपेक्षा,বিভাগীয় অবহেলা
विभागीय अनुमति,বিভাগীয় অনুমতি
विभागीय अर्हक परीक्षा,বিভাগীয় যোগ্যতা পরীক্ষা
" प्रस्थान ,  विचलन",প্রস্থান
आश्रितता प्रमाणपत्र,নির্ভরতা শংসাপত্র
आश्रित,নির্ভরশীল
आश्रित संतान,নির্ভরযোগ্য শিশু
परिनियोजित करना,মোতায়েন
अभिसाक्षी,ডিপেন্টেন্ট
"देश-निकाला,विवासन",নির্বাসন
अभिसाक्ष्य देना,ডিপোজ
"निक्षेप,जमा",আমানত
"डिपो,आगार",ডিপো
"मूल्यह्रास,अवक्षय",অবচয়
दलित वर्ग,হতাশ শ্রেণি
वंचित करना,বঞ্চিত
" प्रतिनियुति , शिष्‍टमंडल",ডেপুটেশন
प्रतिनियुक्‍ति भत्‍ता,ডেপুটেশন ভাতা
उप,সহকারী
विपंजीकृत,নিয়ন্ত্রিত
कर्तव्य की अवहेलना,দায়িত্ব পালনে অবহেলা
वि-आरक्षण,Ereveration
" अनादर , अल्पीकरण",অবমাননা
अनादरसूचक,অবমাননাকর
अनादरसूचक अभ्युक्‍ति,অবমাননাকর মন্তব্য
वंशज,বংশোদ্ভূত
"वर्णन,विवरण",বর্ণনা
सुपात्र,যোগ্য
"अभिकल्प,डिज़ाइन",নকশা
" नामोद्‌दिष्‍ट करना, नामोद्‌दिष्‍ट , मनोनीत, अभिहित करना",মনোনীত
पदनाम,উপাধি
"प्रेषण,रवानगी,प्रेषित करना,रवाना करना,भेजना",প্রেরণ
" प्रेषण नोट ,रवानगी पत्र",প্রাণবধ নোট
प्रेषण रजिस्टर,প্রেরণ নিবন্ধ
" गंतव्य , लक्ष्य",গন্তব্য
"निराश्रित, बेसहारा",নিঃস্ব
" ब्योरा , काम पर भेजना",বিশদ
"विस्तृत, ब्योरेवार",বিশদ
पता लगाना,সনাক্ত করুন
" निरोध , रोक देना ",আটক
"नजरबंद, निरूद्‌ध व्यक्‍ति",ডিটেনু
" निर्धारण , अवधारण ,संकल्प",সংকল্প
प्रतिवारण,বাধা
अहित,ক্ষতি
अहितकर,ক্ষতিকারক
अवमूल्यन,অবমূল্যায়ন
"विध्वंस,विनाश",ধ্বংস
विकास,উন্নয়ন
विचलित होना,বিচ্যুত
" युक्‍ति , साधन",যন্ত্র
निष्ठा,ভক্তি
निदान करना,নির্ণয়
आरेख,চিত্র
"डायरी, दैनिकी,दैनंदिनी",ডায়েরি
"श्रुतलेख,बोलकर लिखाना",ডিক্টেশন
"अकार्य दिवस,अदिन",মারা যায় না
आहार,ডায়েট
"सार-संग्रह,चयनिका",পরিপাক করা
गरिमापूर्ण,মর্যাদাপূর্ণ
गरिमा,মর্যাদা
विषयांतरण,ডিগ্রেশন
विलंबकारी,Dilatory
दुविधा,দ্বিধা
"अध्यवसायी,परिश्रमी",পরিশ্রমী
"विमा,विस्तार",মাত্রা
डिप्लोमा,ডিপ্লোমা
" राजनय ,कूटनीति",কূটনীতি
राजनयिक उन्मुक्‍ति,কূটনৈতিক অনাক্রম্যতা
" प्रत्यक्ष,सीधा ,निदेश देना",সরাসরি
सीधी प्रतियोगिता,সরাসরি প্রতিযোগিতা
सीधा साक्षात्कार,সরাসরি সাক্ষাত্কার
"निदेश,निदेशन",অভিমুখ
निर्देशिका,ডিরেক্টরি
सीधे भर्ती(व्यक्‍ति),সরাসরি নিয়োগ
नांमजूर करना,অস্বীকার করুন
" अशक्‍ततता  , निर्योग्यता , अपंगता, अपांगता",অক্ষমতা
अशक्‍त व्यक्‍ति,প্রতিবন্ধী ব্যক্তি
" अशक्‍तता हित लाभ , अपंगता हित लाभ, अपांगता हितलाभ",অক্ষম সুবিধা
अपहित,অসুবিধা
"असहमत होना,असहमति",একমত
नामंजूर,অস্বীকার করা
निरनुमोदन,অস্বীকৃতি
विपदा,বিপর্যয়
विपदा प्रबंधन,দুর্যোগ ব্যবস্থাপনা
"तोड़ देना,भंग करना",ডিসব্যান্ড
संवितरण,বিতরণ
"अलग करना,हटा देना, निकाल देना, व्यक्‍त करना",বাতিল করা
"  निर्वहन, पालन ,ऋण उन्मोचन , सेवा-मुक्‍ति, कार्य-मुक्‍ति ,  छुट्‌टी",স্রাব
छुट्टी की पर्ची,স্রাব স্লিপ
अनुशासनिक कार्रवाई,শাস্তিমূলক ব্যবস্থা
अनुशासनिक प्रकिया,শৃঙ্খলাবদ্ধ পদ্ধতি
अनुशासन,শৃঙ্খলা
" दावा छोड़ना, दावा त्यागना ,अस्वीकार करना",অস্বীকার করুন
"प्रकटन, प्रकटीकरण",প্রকাশ
असंतोष,অসন্তুষ্টি
" समापन , समाप्ति, रोक",বিচ্ছিন্নতা
"बंद करना, रोकना, समाप्त करना",বন্ধ করুন
"अनबन, मतभेद",মতবিরোধ
"बट्टा, छूट",ছাড়
"खोजना, पता लगाना",আবিষ্কার
" अविश्‍वसनीय मानना,साख गिराना",কুখ্যাত
विसंगति,তাত্পর্য
विवेक,বিচক্ষণতা
विवेकानुदान,বিচক্ষণ অনুদান
विवेकाधिकार,বিবেচনামূলক ক্ষমতা
"भेदभाव, विभेद",বৈষম্য
" विचार-विमर्श,चर्चा ,बहस",আলোচনা
बेईमान,অসাধু
"  अस्वीकार करना, नकारना ,अनादर करना",অসম্মান
विघटन,বিভাজন
डिस्क,ডিস্ক
" विस्थापन , विस्थानन , अस्तव्यस्त हो जाना",স্থানচ্যুতি
निष्ठाहीन,অসাধু
" पदच्युत करना,बरख़ास्त करना ,खारिज करना",বরখাস্ত
"पदच्युति,बरख़ास्तगी",বরখাস্ত
बरख़ास्तगी प्रकिया,বরখাস্ত পদ্ধতি
"आज्ञा न मानना,अवज्ञा करना",অমান্য
" अव्यवस्था,गड़बड़ी, शांति भंग",ব্যাধি
अव्यवस्थित करना/होना,বিশৃঙ্খলা
असमानता,বৈষম্য
प्रेषण अनुभाग,প্রেরণ বিভাগ
परिहार्य,বিতরণযোগ্য
"विसर्जित होना,तितर-बितर करना या होना",ছড়িয়ে ছিটিয়ে
विस्थापित,বাস্তুচ্যুত
" सज्जा, सजावट , प्रदर्शन, प्रदर्शित करना",প্রদর্শন
"अप्रसाद,नाखुशी",অসন্তুষ্টি
" निपटान,निवर्तन ,व्ययन",নিষ্পত্তি
" निपटाना , बेचना",নিষ্পত্তি
"प्रवृत्‍ति,स्वभाव",স্বভাব
"बेकब्ज़ा करना, कब्जा छीनना",নিষ্পত্তি
"विवाद, झगड़ा",বিতর্ক
निरर्हता,অযোগ্যতা
अवहेलना,উপেক্ষা
" विच्छिन्नता ,बाधा ,भंग, भंग करना",ভাঙ্গন
असंतोष,অসন্তুষ্টি
"विमति, विसम्मति ",মতবিরোধ
"अपकार, कुसेवा",বিপর্যয়
" वियोजित करना,असंबद्‌ध होना,अलग होना",বিচ্ছিন্ন
" भंग,विघटन",দ্রবীভূত
" विघटित करना ,भंग करना",দ্রবীভূত
दूरस्थ अधिगम,দূর শিক্ষন
" मद्‌य निर्माणशाला , आसवनी",ডিস্টিলি
" भिन्न,अलग,सुभिन्न  , सुस्पष्‍ट, सुव्यक्‍त",স্বতন্ত্র
" भेद करना , विशिष्‍टता पाना",পার্থক্য
" विकृति  ,तोड़-मरोड़",বিকৃতি
"विपत्‍ति,कष्‍ट",সঙ্কট
"वितरण करना,बाँटना",বিতরণ
"वितरण,बंटन",বিতরণ
"जिला,जनपद",জেলা
" डिस्ट्रिक्टसेंटर,व्यावसायिक केंद्र , जिला केंद्र, प्रधान केंद्र",জেলা কেন্দ্র
" उपद्रव ,गड़बड़ी,अशांति , बाधा",ঝামেলা
"यथोपरि,जैसे ऊपर",ডিট্টো
" विषयांतर ,पथांतर,पथांतरण ,  अपयोजन",ডাইভার্সন
लाभांश,লভ্যাংশ
"  प्रभाग , मंडल, डिवीजन , विभाजन , श्रेणी , डिवीजन",বিভাগ
"तलाक़,विवाह-विच्छेद,तलाक़ देना,विवाह-विच्छेद करना",বিবাহবিচ্ছেদ
डॉकेट,ডকেট
"डॉक्टर,चिकित्सक",ডাক্তার
"दस्तावेज़,प्रलेख",নথি
दस्तावेजी साक्ष्य,দালিলিক প্রমাণ
"प्रलेखीकरण,प्रलेखन",ডকুমেন্টেশন
अधिवास,আবাস
अधिवास प्रमाणपत्र,আবাসিক শংসাপত্র
" प्रभावी , प्रबल, प्रधान",প্রভাবশালী
" दान, संदान , चंदा",অনুদান
"डोसियर, खरीता",ডসিয়ার
संदिग्ध,সন্দেহজনক
क्रमवेशन,ডোভ টেলিং
अवनयन,ডাউন গ্রেড
" दस्ता,टुकड़ी ,ड्राफ्ट ,प्रारूप, मसौदा",খসড়া
उत्‍तर का मसौदा,খসড়া উত্তর
कठोर उपाय,কঠোর পরিমাপ
" आहरण ,निकालना, काटना,चैक लिखना",অঙ্কন
" चेक काटने वाला, लेखीवाल , आहरणकर्ता , दराज",ড্রয়ার
" ड्राइंग,रेखाचित्र, आहरण",অঙ্কন
"अनावृष्‍टि,सूखा",খরা
निर्लाभ पदोन्नति,শুকনো প্রচার
" दोहरा प्रभार , दोहरा कार्यभार",দ্বৈত চার্জ
दोहरी नागरिकता,দ্বৈত নাগরিকত্ব
" देय, प्राप्य , नियत",বাকি
सम्यक् तत्परता,যথাযথ পরিশ্রম
देय राशि,বকেয়া
"विधिवत,यथाविधि",যথাযথভাবে
"दूसरी प्रति,अनुलिपि",নকল
"अवधि, मियाद",সময়কাল
दबाव,ডুরেস
" ड्यूटी, कर्तव्य, कार्य, काम , शुल्क",ডিউটি
ड्यूटी भत्‍ता,শুল্ক ভাতা
ड्यूटी चार्ट,ডিউটি ​​চার্ট
इतर कार्यार्थ छुट्टी,শুল্ক ছুটি
ड्यूटी कक्ष,ডিউটি ​​রুম
मृत्युकालिक कथन,মারা যাওয়ার ঘোষণা
गतिकी,গতিশীলতা
उद्‌दिष्‍ट करना,ইয়ারমার্ক
अर्जित छुट्टी,অর্জিত ছুটি
"अर्जन, कमाई",উপার্জন
पर्यावरण-अनुकूल,পরিবেশ বান্ধব
पारिस्थितिकी,বাস্তুশাস্ত্র
" आर्थिक, अर्थशास्त्रीय",অর্থনৈতিক
" आर्थिक शोषण , आर्थिक संदोहन",অর্থনৈতিক শোষণ
अर्थव्यवस्था,অর্থনীতি
किफ़ायती श्रेणी,অর্থনীতি শ্রেণি
संपादन,সম্পাদনা
संस्करण,সংস্করণ
सम्पादकीय,সম্পাদকীয়
शिक्षा,শিক্ষা
शैक्षिक कैरियर,শিক্ষামূলক ক্যারিয়ার
"शैक्षिक संस्थान, शिक्षा संस्थान",শিক্ষা প্রতিষ্ঠান
शैक्षिक अर्हता,শিক্ষাগত যোগ্যতা
" प्रभाव ,परिणाम",প্রভাব
" प्रभावी,कारगर ,वास्तविक",কার্যকর
प्रभावी तिथि,কার্যকর দিন
मालमत्ता,প্রভাব
प्रभावोत्पादकता,কার্যকারিতা
"दक्षता,कार्यकुशलता",দক্ষতা
दक्ष,দক্ষ
बेदखली,বহিষ্কার
"विस्तार से कहना, विशद",বিস্তৃত
"बीतना,बीत जाना",Elapse
निर्वाचित प्रतिनिधि,নির্বাচিত প্রতিনিধি
"निर्वाचन, चुनाव",নির্বাচন
" निर्वाचक मंडल, इलैक्टोरल कॉलेज",নির্বাচনী কলেজ
" निर्वाचक मंडल , निर्वाचन क्षेत्र",ভোটার
विद्‌‌युतीकरण,বিদ্যুতায়ন
इलेक्ट्रॉनिक संचार माध्यम,ইলেকট্রনিক মিডিয়া
प्रारंभिक,প্রাথমিক
पात्रता,যোগ্যতা
पात्रता परीक्षण,যোগ্যতা পরীক্ষা
"निकाल देना,विलोपन",নির্মূল
वाक्-पटुता,স্পষ্টতা
उलझन में डालना,বিব্রত করা
ग़बन,আত্মসাৎ
संप्रतीक,প্রতীক
उभरी मुहर,এমবসিং সিল
"आपात,आपात काल",জরুরী
आपात राहत,জরুরী ত্রাণ
आपातिक,জরুরী
उत्प्रवासन,অভিবাসন
परिलब्धियां,ইমোলমেন্টস
नामिका बनाना,এম্প্যানেলমেন্ট
परानुभूति,সহমর্মিতা
"नियोजित करना , सेवायोजित करना ,प्रयोग करना, काम में लाना",নিয়োগ
कर्मचारी,কর্মচারী
कर्मचारी सहभागिता,কর্মচারী অংশগ্রহণ
कर्मचारी अंशदान,কর্মচারীর অবদান
कर्मचारी भविष्य निधि,কর্মচারীর প্রভিডেন্ট ফান্ড
नियोक्‍ता,নিয়োগকর্তা
" रोज़गार , सेवायोजन",কর্মসংস্থান
रोज़गार कार्यालय,কর্মসংস্থান বিনিময়
रोज़गार सूचना,কর্মসংস্থান বিজ্ঞপ্তি
रोज़गार कार्यालय,কর্মসংস্থান অফিস
सशक्‍त करना,ক্ষমতায়ন
सशक्तीकरण,ক্ষমতায়ন
" अधिनियम बनाना ,अधिनियमित करना",আইন
अधिनियमन,আইন
एक साथ,সব একসাথে
"  भुनाना , नकदीकरण",এনক্যাশ
"साथ लगाना, अनुलग्न करना",ঘিরা
"उत्साहन, उत्साहवर्धन",উত্সাহ
"अधिक्रमण, अतिक्रमण",সীমালঙ্ঘন
"भारग्रस्तता, देयता-भार",Encumbrance
" पृष्‍ठांकन करना,समर्थन करना",অনুমোদন করা
अक्षय निधि,এন্ডোমেন্ট
अंतिम उत्पाद,শেষ পণ্য
ऊर्जा,শক্তি
प्रवर्तन कराना,প্রয়োগ
"  लगाना , नियुक्‍त करना",জড়িত
"वृद्‌धि, बढोतरी",বর্ধন
आदेश देना,নির্দেশ দিন
सामूहिक रूप से,En মাস
" पूछताछ , जांच",অনুসন্ধান
"भर्तीकरना,भर्तीहोना",তালিকাভুক্ত
" भर्ती, नामांकन",তালিকাভুক্তি (= তালিকাভুক্তি)
नामांकन संख्या,তালিকাভুক্তি নম্বর
मार्ग में,Enroute
आगामी,আগত
"आश्‍वस्त करना,सुनिश्‍चित करना",নিশ্চিত করা
" दर्ज करना,प्रविष्‍टि करना",প্রবেশ করুন
उद्‌यम,এন্টারপ্রাইজ
" मनोरंजन करना , ग्रहण करना",বিনোদন
" मनोरंजन , सत्कार",বিনোদন
"हक़दार होना,हक़दार बनाना",এনটাইটেল
हक़दार,অধিকারী
हक़दारी,এনটাইটেলমেন্ট
प्रवेश,প্রবেশদ্বার
प्रवेशी,প্রবেশকারী
" प्रविष्‍टि,इंदराज , प्रवेश",প্রবেশ
प्रवेश स्तर का कार्य,অনভিজ্ঞ স্তরের চাকরি
"गणना,गिनना",গণনা
पर्यावरण,পরিবেশ
दूत,দূত
महामारी,মহামারী
सार,এপিটোম
"समता, समानता",সমতা
संतुलन,ভারসাম্য
उपस्कर,সরঞ্জাম
" साम्या ,  इक्विटी",ইক্যুইটি
" तुल्य, समतुल्य , समानार्थी",সমতুল্য
द्‌‌वि-अर्थक,সমতুল্য
उन्मूलन करना,নির্মূল
शुद्‌धि-पत्र,এরতা
"त्रुटि,भूल,ग़लती",ত্রুটি
स्वतः वृद्‌धि,ক্রমবর্ধমান
अनुरक्षक,এসকর্ট
अनिवार्य,অপরিহার্য
स्थापना,প্রতিষ্ঠা
" प्राक्कलन,आंकना , अनुमान",অনুমান
अनुमानित लागत,আনুমানিক খরচ
" नीतिशास्त्र , आचार नीति",নীতিশাস্ত্র
शिष्‍टाचार,শিষ্টাচার
निष्क्रमण,অপসারণ
"अपवंचन करना, टालना",এড়ানো
मूल्यांकन,মূল্যায়ন
समसंख्या,জোড় সংখ্যা
संभावित,শেষ
बेदख़ली,উচ্ছেদ
"साक्ष्य,सबूत",প্রমান
विकसित करना,বিবর্তিত
" यथार्थ ,बिल्कुल ठीक ,निश्‍चित",ঠিক
परीक्षा,পরীক্ষা
परीक्षार्थी,পরীক্ষা
परीक्षक,পরীক্ষক
उदाहरण,উদাহরণ
उत्खनन,খনন
"अत्युत्‍तम, उत्कृष्‍ट",দুর্দান্ত
अपवाद,ব্যতিক্রম
" अपवादात्मक , असाधारण",ব্যতিক্রমী
"अति,अधिकता",অতিরিক্ত
विनिमय,বিনিময়
राजकोष,এক্সিকিউয়ার
उत्पाद शुल्क,আবগারি (= আবগারি শুল্ক)
"अपर्वजित करना, निकालना",বাদ দিন
अनन्य,এক্সক্লুসিভ
" माफ़ करना,क्षमा करना ,बहाना",ক্ষমা
" निष्पादन करना , कार्यान्वित करना",এক্সিকিউট
" कार्यपालिका , कार्यपालक ,  कार्यप्रबंधक ,  कार्यकारिणी",কার্যনির্বাহী
कार्यकारिणी समिति,কার্যনির্বাহী কমিটি
कार्यपालक शक्‍ति,নির্বাহী ক্ষমতা
"अधिकारी वर्ग, कार्यपालक वर्ग",এক্সিকিউটিভস
कार्यपालक स्टॉफ,এক্সিকিউটিভ স্টাফ
" छूट देना , छूट-प्राप्त",ছাড়
छूट,ছাড়
"प्रयोग,प्रयोग करना",অনুশীলন
"अनुग्रहपूर्वक, अनुग्रही",প্রাক্তন গ্র্যাটিয়া
अनुग्रही अदायगी,প্রাক্তন গ্রেটিয়া পেমেন্ট
नि:शेष करना,নিষ্কাশন
सर्वांगीण,সম্পূর্ণ
"प्रदर्श,प्रदर्शित करना",প্রদর্শন
तात्कालिक आवश्यकता,এক্সিজেন্সি
आयात-निर्यात नीति,এক্সিম নীতি
" निर्गम,निकास ,निकास द्‌वार,बहिगर्मन द्‌वार",প্রস্থান
बहिगर्मन साक्षात्कार,প্রস্থান সাক্ষাত্কার
बहिर्गमन नीति,প্রস্থান নীতি
निर्गम मतानुमान,প্রস্থান জরিপ
पदेन,পদাধিকারবলে
माफी देना,বহিষ্কার
" विस्तार ,प्रसार",সম্প্রসারণ
एकपक्षीय,প্রাক্তন অংশ
" देश-निकाला, देश निष्कासन , देशत्याग , देश निष्‍ठा-त्याग",প্রবাসী
"समीचीन, कार्यसाधक",সমীচীন
शीघ्र कार्रवाई करना,ত্বরান্বিত করা
"निकाल देना,निष्कासित करना",বহিষ্কার করা
"व्यय,ख़र्च",ব্যয়
अनुभव,অভিজ্ঞতা
"प्रयोग,परीक्षण",পরীক্ষা
विशेषज्ञ,বিশেষজ্ঞ
समाप्‍ति,মেয়াদোত্তীর্ণ
समाप्ति तिथि,মেয়াদোত্তীর্ণ তারিখ
" व्याख्या ,स्पष्‍टीकरण",ব্যাখ্যা
स्पष्‍ट,স্পষ্ট
" शोषण ,समुपयोजन",শোষণ
" खोज करना ,पता लगाना",অন্বেষণ
विस्फोट,বিস্ফোরণ
निर्यात,রফতানি
कार्योत्‍तर,প্রাক্তন পোস্ট ফ্যাক্টো
" एक्सप्रेस ,तुरंत , अभिव्यक्‍त करना,व्यक्‍त करना",প্রকাশ করা
" अभिव्यक्‍ति , वाक्यांश,पद",অভিব্যক্তি
निष्कासन,তাড়ানো
"निकालना, हटा देना",প্রসারণ
"बढ़ाना,विस्तार करना",প্রসারিত করা
" विस्तार, सीमा",ব্যাপ্তি
" बाह्‌य , विदेशी, विदेश",বাহ্যিক
ऐंठना,চাঁদাবাজি
अतिरिक्‍त,অতিরিক্ত
उद्‌धरण,নির্যাস
असाधारण,অসাধারণ
"फि़जूलख़र्च,अपव्ययी",অসংযত
" अतिवादी , उग्रवादी",চরমপন্থী
बहिर्मुखी,এক্সট্রোভার্ট
"प्रत्यक्ष साक्षी,चश्मदीद गवाह",চোখের সাক্ষী
" गढ़ना , निर्माण करना",বানোয়াট
अंकित मूल्य,পরিচিতি
सुकर बनाना,সহজতর করা
सुविधा,সুবিধা
" अनुलिपि , प्रतिकृति",ফ্যাসিমাইল
तथ्य,সত্য
" गुटबंदी ,गुटवाद",দলীয়তা
कारक,ফ্যাক্টর
"कारख़ाना,निर्माणी, फ़ैक्टरी",কারখানা
"तथ्यपूर्ण,तथ्यात्मक",সত্য
" संकाय , शिक्षण स्टाफ , शक्‍ति",অনুষদ
" असफल होना , चूकना , अनुत्‍तीर्ण होना , दिवालिया हो जाना",ব্যর্থ
" स्वच्छ , उचित ,निष्पक्ष , पर्याप्त ,  साधारण , मेला",মেলা
" विश्‍वास,आस्था",বিশ্বাস
"नकली,जाली",নকল
"परिवार,कुटुंब",পরিবার
"अकाल, दुर्भिक्ष",দুর্ভিক্ষ
किराया,ভাড়া
विदाई,বিদায়কালীন অনুষ্ঠান
"खेती,कृषि",কৃষিকাজ
थकान,ক্লান্তি
" दोष , चूक , त्रुटि",দোষ
" अनुग्रह,कृपा , पक्षपात",আনুকূল্য
साध्यता,সম্ভাব্যতা
परिसंघ,ফেডারেশন
"शुल्क,फ़ीस",ফি
" पुनर्भरण , प्रतिपुष्‍टि",ফিরে ফিড
" भाव,अनुभूति,भावना ,संवेदन",অনুভূতি
बधाई देना,ফেলিসিট
" साथी ,अध्येता , अधिसदस्य",ফেলো
" अध्येतावृत्‍ति , अधिसदस्यता",ফেলোশিপ
"स्त्री,महिला",মহিলা
"उपजाऊ,उर्वर",উর্বর
कल्पित,কল্পিত
निष्ठा,বিশ্বস্ততা
क्षेत्र,ক্ষেত্র
" अंक , आकृति",চিত্র
" फ़ाइल, मिसिल ,संचिका,फ़ाइल करना ,दाखि़ल करना",ফাইল
"मिसिलबंदी,फ़ाइल करना",ফাইলিং
"फि़ल्म,चलचित्र",ফিল্ম
अंतिम,চূড়ান্ত
" वित्‍त , वित्‍त पोषण करना",অর্থায়ন
"वित्‍तीय, वित्‍त संबंधी",আর্থিক
वित्‍तपोषक,ফিনান্সার
निष्कर्ष,অনুসন্ধান
जुर्माना,ভাল
ललित कलाएँ,চারুকলা
अंगुली-छाप,আঙুলের মুদ্রণ
तैयार माल,সমাপ্ত পণ্য
" आग , नौकरी से निकालना",আগুন
" गोलीकांड ,गोली चलाना,गोली चलना",গুলি চালানো
"फ़र्म,व्यवसाय-प्रतिष्ठान",দৃঢ়
प्रथम उपचार,প্রাথমিক চিকিৎসা
" प्रथम श्रेणी , उत्‍तम",প্রথম শ্রেণি
प्रथम श्रेणी,প্রথম বিভাগ
"प्रथम सूचना रिपोर्ट, प्राथमिकी",প্রথম তথ্য প্রতিবেদন
राजकोषीय,রাজকোষ
" मात्स्यकी , मत्स्य पालन , मत्स्य उद्‌योग , मत्स्य क्षेत्र",ফিশারি
" योग्य,उपयुक्‍त , स्वस्थ",ফিট
"उपयुक्‍तता, योग्यता , स्वस्थता",ফিটনেস
" निर्धारित करना , नियत करना , स्थिर करना",ঠিক আছে
"निर्धारण , नियतन",স্থিরকরণ
" स्थिर,बद्‌ध,, निश्‍चित,नियत",স্থির
"पताका,ध्वज",পতাকা
"पट्टी,फ़्लैप",ফ্ল্যাপ
" सपाट , एक समान , फ़्लैट",সমান
बेड़ा,বহর
लचीलापन,নমনীয়তা
"फ़्लाइट,उड़ान",ফ্লাইট
बाढ़ राहत,বন্যা ত্রাণ
" सदन ,मंच ,फ़र्श ,तलमंजि़ल",মেঝে
प्रवाह,প্রবাহ
"घट-बढ़,उतार-चढ़ाव",ওঠানামা
" गर्भनाश, गर्भनाशी , भ्रूण हत्या",ভ্রূণের
फ़ोल़्डर,ফোল্ডার
" जुज , फ़ोलियो ,पन्ना",ফোলিও
" अनुसरण करना ,पीछा करना ,पालन करना ,समझना",অনুসরণ করুন
" निम्नलिखित, नीचे लिखा,नीचे दिया , के बाद",অনুসরণ
अनुगामी,অনুগামী
उकसाना,Foment
पाद टिप्पणी,পা নোট
"बेगार, बलात् श्रम",জোরকৃত দিনমজুর
पूर्वानुमान,পূর্বাভাস
पूर्व विचारित परिणाम,পুর্বসিদ্ধান্ত
"विदेशी,बाह्‌य",বিদেশী
फ़ोरमैन,ফোরম্যান
"पूर्वाह्‌न,दोपहर से पहले",ফরেনুন
दूरदर्शिता,দূরদর্শিতা
प्राक्कथन,ফোরওয়ার্ড
"खो देना,ज़ब्त करना",জালিয়াতি
जाली,জাল
जालसाजी,জালিয়াতি
"फॉर्म,प्रपत्र,रूप",ফর্ম
औपचारिक,আনুষ্ঠানিক
"संरूप,फ़ार्मेट",ফর্ম্যাট
" पहला,पूर्व ,पूर्ववर्ती",প্রাক্তন
सूत्र,সূত্র
तत्काल,অবিলম্বে
"अग्रेषित करना, अग्रवर्ती",ফরোয়ার্ড
अग्रेषण पत्र,ফরোয়ার্ডিং লেটার
" नींव,आधार ,  प्रतिष्ठान",ভিত্তি
"खंड,अंश",ভগ্নাংশ
" मताधिकार , नामाधिकार",ফ্র্যাঞ্চাইজি
कपट,জালিয়াতি
" नि:शुल्क , मुक्‍त , स्वतंत्र",বিনামূল্যে
कौलित करना,বরফে পরিণত করা
" भाड़ा , माल",ফ্রেইট
बारंबारता,ফ্রিকোয়েন্সি
ईंधन,জ্বালানী
" पूरा पैमाना , पूर्ण",পূর্ণ-স্কেল
" प्रकार्य,कृत्य , समारोह",ফাংশন
"निधि, कोष",তহবিল
कट्‌टरवाद,মৌলবাদ
" प्रस्तुत करना, देना , सज्जित करना,सजाना",সজ্জিত
अगली कार्रवाई,আরও কর্ম
लाभकारी रोजगार,লাভজনক কর্মসংস্থান
लाभदायक पेशा,লাভজনক পেশা
" गेट पास ,प्रवेश-पत्र",গেট পাস
राजपत्रित,গেজেটেড
राजपत्रित अवकाश,গেজেটেড ছুটি
" साधारण ,सामान्य , सार्वजनिक,आम ,  जनरल , प्रधान,  महा-",সাধারণ
सामान्य प्रशासन,সাধারণ প্রশাসন
"साधारण निकाय , साधारण सभा",সাধারণ দেহ
"आम चुनाव,आम निर्वाचन",সাধারণ নির্বাচন
" आमसभा , साधारण बैठक",সাধারন সভা
"सामान्य चलन, सामान्य प्रथा",সাধারণ অভ্যাস
सामान्य प्रक्रिया,সাধারণ পদক্ষেপ
सामान्य नियम,সাধারণ নিয়ম
सामान्य वार्ड,জেনারেল ওয়ার্ড
" पीढ़ी , जनन",প্রজন্ম
" प्रतिभा , प्रतिभाशाली , प्रकृति",প্রতিভা
" प्रामाणिक , यथार्थ,वास्तविक ,सच्चा , सही",অকৃত্রিম
उपहार,উপহার
सार,গিস্ট
"विश्‍वव्यापी टेंडर,वैश्‍विक निविदा",গ্লোবাল টেন্ডার
" परिभाषा कोश , शब्द-संग्रह, शब्दावली",শব্দকোষ
लक्ष्य,লক্ষ্য
गोदाम,নামা
स्वर्णिम विदाई,গোল্ডেন হ্যান্ডশেক (= গোল্ডেন প্যারাসুট)
अच्छा,ভাল
सदाचरण,ভাল ব্যবহার
सद्‍भाव,ভাল বিশ্বাস
मध्यस्थता,ভাল অফিস
" सुनाम ,सदिच्छा, सद्‍भावना",শুভেচ্ছা
शासन करना,শাসন
शासन,শাসন
"सरकार,शासन",সরকার
भारत सरकार,ভারত সরকার
भारत सरकार समुद्‍यम,ভারত সরকার উদ্বেগ
भारत सरकार का उपक्रम,ভারত সরকার উদ্যোগ
राजकीय मुद्रणालय,সরকারী প্রেস
सरकारी कर्मचारी आचरण नियमावली,সরকারী কর্মচারীরা বিধি পরিচালনা করে
सरकारी सेवा,সরকারী পরিসেবা
" श्रेणीकरण ,पदक्रम",গ্রেডেশন
" पदक्रम,ग्रेड ,श्रेणी",শ্রেণী
"श्रेणीकरण, श्रेणी-निर्धारण",গ্রেডিং
स्नातक,স্নাতক
क्रमवर्धी मजदूरी,স্নাতক মজুরি
स्नातक प्रशिक्षणार्थी,স্নাতক প্রশিক্ষণার্থী
"घूस,रिश्‍वत",ঘুস
कुलयोग,সর্বমোট
" अनुदान , स्वीकार करना , प्रदान करना",প্রদান
सहायता अनुदान,অনুদান-সহায়তা
अपुष्‍ट समाचार,আঙ্গুর
"ग्राफ़,आलेख",চিত্রলেখ
हस्तलेख विज्ञान,গ্রাফোলজি
"कृतज्ञ,आभारी",কৃতজ্ঞ
उपदान,গ্র্যাচুয়িটি
नौसिखिया,সবুজ হাত
