Assamese,Gujarati
চেণ্টিমিটাৰ-গ্ৰাম-ছেকেণ্ড পদ্ধতি,સેન્ટીમીટર-ગ્રામ-સેકન્ડ પદ્ધતિ
"কেন্দ্ৰীয়, কেন্দ্ৰীয়","કેન્દ્રિય, કેન્દ્રિય"
কেন্দ্ৰীয় সম্পদ একক,કેન્દ્રીય સંસાધન એકમ
কেন্দ্ৰ,કેન્દ્ર
প্ৰান্তিককৰণ কেন্দ্ৰ,સંરેખણ કેન્દ્ર
মধ্যম ৰশ্মি,મધ્ય કિરણ
centripetal,કેન્દ્રબિંદુ
নিউক্লিয়াছ,ન્યુક્લિયસ
চিৰামিক,સિરામિક
গ. গ্ৰাম। পৰা. প্রণালী,c ગ્રામ. થી. પદ્ધતિ
ক্ৰমিক ক্ষয়,સીરીયલ સડો
"কোষ, কোঠা, কোঠা","કોષ, ઓરડો, ઓરડો"
"chance, chance, সুযোগ","તક, તક, તક"
লৰৃ - চৰ হৈ থকা,ચલ
"চেনেল, চেনেল, চেনেল, জলপথ","ચેનલ, ચેનલ, ચેનલ, જળમાર્ગ"
"চেনেলাইজেচন, চেনেলাইজেচন","ચેનલાઈઝેશન, ચેનલાઈઝેશન"
"বিশৃংখলতা, বিশৃংখলতা","અરાજકતા, અવ્યવસ્થા"
"চৰিত্ৰ, চৰিত্ৰ, চৰিত্ৰ","પાત્ર, પાત્ર, પાત્ર"
"বৈশিষ্ট্যপূৰ্ণ, বৈশিষ্ট্যপূৰ্ণ, বৈশিষ্ট্যপূৰ্ণ, সমগ্ৰ, বৈশিষ্ট্যপূৰ্ণ","લાક્ષણિકતા, લાક્ષણિકતા, લાક્ષણિકતા, સંપૂર્ણ, લાક્ષણિકતા"
"চাৰ্জ, চাৰ্জ, চাৰ্জ, চাৰ্জ","ચાર્જ, ચાર્જ, ચાર્જ, ચાર્જ"
চাৰ্জাৰ,ચાર્જર
পূৰ্ণ,ભરો
চাৰ্লছ আইন,ચાર્લ્સ કાયદો
"চাৰ্ট, চাৰ্ট","ચાર્ટ, ચાર્ટ"
খতিয়ান লোৱা,ફોલો-અપ
"আউটপোষ্ট, চেছিছ","ચોકી, ચેસિસ"
"পৰীক্ষা, পৰীক্ষা","પરીક્ષણ, પરીક્ષણ"
ৰাসায়নিক,રાસાયણિક
কেমিলুমিনেচেন্স,કેમિલ્યુમિનેસેન્સ
"শ্বেভিংছ, চিপছ, চিপছ","શેવિંગ્સ, ચિપ્સ, ચિપ્સ"
ন&#39;-ক্লাছ পৰীক্ষা,નો-ક્લાસ ટેસ્ટ
"choking (দোষ), choke","ગૂંગળામણ (ખામી), ગૂંગળામણ"
মাজে মাজে এম্প্লিফায়াৰ,તૂટક તૂટક એમ્પ્લીફાયર
গ্ৰুপ মিউজিক,સમૂહ સંગીત
ৰঙীন,રંગીન
ৰং কৰা,પિગમેન્ટેશન
ৰং কৰা,પિગમેન્ટેશન
ৰং কৰা,પિગમેન્ટેશન
ক্ৰমেট&#39;গ্ৰাম,ક્રોમેટોગ્રામ
"ৰংমাপক, ক্ৰম&#39;মিটাৰ","કલરમીટર, ક્રોમોમીટર"
ক্ৰম’ফ’ৰ,ક્રોમોફોર
"ক্ৰম’স্ফিয়াৰ, ক্ৰম’স্ফিয়াৰ","રંગમંડળ, રંગમંડળ"
"ক্ৰ’ন’গ্ৰাফ, ক্ৰ’ন’গ্ৰাফ, ক্ৰ’ন’গ্ৰাফ","કાલઆલેખક, કાલઆલેખક, કાલઆલેખક"
ক্ৰ&#39;নোমিটাৰ,ક્રોનોમીટર
"চলচ্চিত্ৰ, চলচ্চিত্ৰ","ફિલ્મો, ફિલ્મો"
চিনেমাট&#39;গ্ৰাফী,સિનેમેટોગ્રાફી
"শূন্য, চাইফাৰ","શૂન્ય, સાઇફર"
পুনৰাবৃত্তি,પુનરાવૃત્તિ
বৰ্তনী,સર્કિટ
বৰ্তনী,સર્કિટરી
"বৃত্তাকাৰ, বৃত্তাকাৰ","ગોળ, પરિપત્ર"
প্ৰচলিত,ફરતું
"circulation, প্ৰচলন","પરિભ્રમણ, પરિભ્રમણ"
চাৰ্কুলেটৰ,પરિભ્રમણકર્તા
পৰিধিৰ,પરિઘ
নিউক্লিয়াৰ ইলেক্ট্ৰন,પરમાણુ ઇલેક્ટ્રોન
পৰিভু উপগ্ৰহ,પરિભુ ઉપગ્રહ
অসামৰিক কম্পাঙ্ক বেণ্ড,નાગરિક આવર્તન બેન્ડ
"পোছাক, দখল","વસ્ત્રો, વ્યવસાય"
বান্ধোন,બોન્ડ
ক্লেপেইৰন সমীকৰণ,ક્લેપીરોન સમીકરણ
"ক্লাছিক, ক্লাছিক, ক্লাছিক","ઉત્તમ, ઉત્તમ, ઉત્તમ"
"ব্যৱধান, আঁতৰোৱা (adj.)","અંતરાલ, દૂર કરવું (વિશેષ.)"
ক্লিভেজ,વિભાજન
জলবায়ু,વાતાવરણ
মাউন্ট,માઉન્ટ
"পাইৰ&#39;মিটাৰ, চিকিৎসা থাৰ্মোমিটাৰ","પિરોમીટર, તબીબી થર્મોમીટર"
ঘড়ীৰ ভল্টেজ,ઘડિયાળ વોલ્ટેજ
ঘড়ীৰ কাঁটাৰ দিশত,ઘડિયાળની દિશામાં
বন্ধ বৰ্তনী,બંધ સર્કિટ
বন্ধ-চাৰ্কিট টেলিভিছন,બંધ સર્કિટ ટેલિવિઝન
"টানকৈ পেক কৰা, টানকৈ পেক কৰা","ચુસ્તપણે ભરેલું, ચુસ્તપણે ભરેલું"
ভালদৰে পেকেজ কৰা গঠন,સારી રીતે પેકેજ્ડ માળખું
নিকটতম এপ্ৰ&#39;চ,નજીકનો અભિગમ
শেহতীয়াকৈ পেক কৰা হৈছে,નવીનતમ પેક્ડ
বন্ধ দৃশ্য,નજીકનું દૃશ્ય
"ডাৱৰ, ডাৱৰ, অস্পষ্টতা, দাগ","વાદળો, વાદળો, અસ્પષ્ટતા, ફોલ્લીઓ"
মুঠি,ટોળું
"মোটা, মোটা, খাৰুৱা, অমান্য, অপৰিশোধিত","બરછટ, બરછટ, ક્રૂડ, સબસ્ટાન્ડર્ડ, અશુદ્ધ"
মেক্ৰ&#39; স্ফটিক,મેક્રો સ્ફટિકીય
"উপকূল, লক্ষ্য ঘৰ (Radar)","કોસ્ટ, ટાર્ગેટ હાઉસ (રડાર)"
"আৱৰণ, কোট, কোট, আৱৰণ","આવરણ, કોટ, કોટ"
"আৱৰণ, আৱৰণ, আৱৰণ","કોટિંગ, કોટિંગ, કોટિંગ"
coax,મનાવવું
"ক&#39;ড, চিহ্ন, ক&#39;ড, ক&#39;ড, ক&#39;ড","કોડ, સાઇન, કોડ, કોડ, કોડ"
ক&#39;ড কৰা হৈছে,કોડેડ
ক&#39;ডিং পালছ,કોડિંગ પલ્સ
সহগ,ગુણાંક
সংযম,સંયમ
ছাচপেন্স,સસ્પેન્સ
"affiliation, সংযুক্ততা","જોડાણ, જોડાણ"
"সংযুক্ত, সংযুক্ত","સંલગ્ન, જોડાયેલ"
সংহতি,સંયોગ
sansanji,સાંસાનજી
ৰাশিফল,જન્માક્ષર
কুণ্ডলীযুক্ত,વીંટળાયેલ
"কইলিং, কইল বিল্ডিং, কইলিং","કોઇલ, કોઇલ બિલ્ડીંગ, કોઇલિંગ"
চেপেটা,ફ્લેટ
ঠাণ্ডা,ઠંડી
কম উষ্ণতাৰ নিৰ্গমন,નીચા તાપમાનનું ઉત્સર્જન
উপতাপীয় নিউট্ৰন,સબથર્મલ ન્યુટ્રોન
ডেচিমেচন,નાશ
"জামিন, শাখা, শাখা","કોલેટરલ, શાખા, શાખા"
"সমন্বয়ক, সমন্বয়ক, সমন্বয়ক","સંયોજક, સંયોજક, કોલેટર"
সংগ্ৰহ,સંગ્રહ
"সামূহিক, জনসংখ্যা","સામૂહિક, વસ્તી"
"সংগ্ৰাহক, সংগ্ৰাহক, সংগ্ৰাহক","કલેક્ટર, કલેક્ટર, કલેક્ટર"
সংঘৰ্ষ কণা,અથડાતા કણ
সমান্তৰাল,સમાંતર
"সমান্তৰাল, একদিশীয়","સમાંતર, દિશાહીન"
সমান্তৰাল চতুৰ্ভুজ,સમાંતરગ્રામ
প্ৰান্তিককৰণ,ગોઠવણી
প্ৰান্তিককৰণ,ગોઠવણી
"সংঘৰ্ষ, সংঘৰ্ষ, সংঘৰ্ষ","અથડામણ, અથડામણ, અથડામણ"
কলয়ড,કોલોઇડ
"ৰংমাপক, ৰংমাপক","રંગમાપક, રંગમાપક"
ৰঙৰ অন্ধতা,રંગ અંધત્વ
চৰিত্ৰ,પાત્ર
"স্তম্ভ, স্তম্ভ","કૉલમ, કૉલમ"
"কমা, টাফ্ট, ঠেং, ঠেং","અલ્પવિરામ, ટફ્ટ, પૂંછડી, પૂંછડી"
"সংমিশ্ৰণ, সংমিশ্ৰণ, সঞ্চয়","સંયોજન, સંયોજન, સંચય"
সংমিশ্ৰিত স্বৰবৰ্ণ,સંયુક્ત સ્વર
সংমিশ্ৰিত স্বৰবৰ্ণ,સંયુક્ત સ્વર
দায়িত্ব,જવાબદારી
দহন,દહન
বাণিজ্যিক ফেৰাইট,વ્યાપારી ફેરાઇટ
"সাধাৰণ, সাধাৰণ, সাধাৰণ, সাধাৰণ, সাধাৰণ","સામાન્ય, સામાન્ય, સામાન્ય, સામાન્ય, સામાન્ય"
যোগাযোগ,કોમ્યુનિકેશન્સ
"ডাইভাৰচন, ডেটাম পৰিৱৰ্তন, পাৰ্মিউটেচন","ડાયવર્ઝન, ડેટમ ચેન્જ, ક્રમચય"
"কমিউটেটৰ, কমিউটেটৰ, কমিউটেটৰ","કોમ્યુટેટર, કમ્યુટેટર, કમ્યુટેટર"
"তুলনাকাৰী, তুলনাকাৰী","તુલના કરનાર, તુલના કરનાર"
তুলনা কৰা,સરખામણી
"কম্পাছ, কম্পাছ, কম্পাছ","હોકાયંત્ર, હોકાયંત્ર, હોકાયંત્ર"
"সামঞ্জস্যতা, সামঞ্জস্যতা, সামঞ্জস্যতা, সামঞ্জস্যতা","સુસંગતતા, સુસંગતતા, સુસંગતતા, સુસંગતતા"
"ক্ষতিপূৰণ দিয়া, প্ৰতিশোধ লোৱা","વળતર આપવું, બદલો લેવો"
"ক্ষতিপূৰণ, ক্ষতিপূৰণ, ক্ষতিপূৰণ","વળતર, વળતર, વળતર"
প্ৰতিকাৰৰ ব্যৱস্থা,વિરોધી પગલાં
"সংকলন, ব্যাখ্যা","સંકલન, અર્થઘટન"
"সংকলন, ব্যাখ্যা","સંકલન, અર્થઘટન"
পৰিপূৰকতা,પૂરકતા
পৰিপূৰক,પૂરક
সম্পূৰ্ণ কৰা,પૂર્ણ
সম্পূৰ্ণ কোষ,સંપૂર્ણ કોષ
সম্পূৰ্ণ মডুলেচন,સંપૂર્ણ મોડ્યુલેશન
"জটিল, জটিল, পেকেজ","જટિલ, જટિલ, પેકેજ"
জটিল পৰমাণু,જટિલ અણુ
জটিল ফলন,જટિલ કાર્ય
ফৰ্মেট,ફોર્મેટ
জটিল ব্যৱস্থা,જટિલ મિકેનિઝમ
খতিয়ান লোৱা,ફોલો-અપ
"উপাদান, সংশ্লিষ্ট উপাদান","ઘટક, સંકળાયેલ ઘટક"
"সংমিশ্ৰিত, সংমিশ্ৰিত","સંયુક્ત, મિશ્ર"
"মিশ্ৰিত, মিশ্ৰিত, সংযুক্ত, বিত্ত, যৌগ","મિશ્ર, મિશ્ર, સંયુક્ત, નાણા, સંયોજન"
asral পেণ্ডুলাম,asral લોલક
"সংকোচন (সম্পা.), সংকোচন (v.)","સંકુચિત (સં.), સંકુચિત (વિ.)"
সংকোচিত কৰা হৈছে,સંકુચિત
সংকোচন ক্ষমতা,સંકોચનક્ષમતા
সংকোচনযোগ্য,સંકુચિત
সংকোচন,સંકોચન
"কম্প্ৰেছাৰ, কম্প্ৰেছাৰ","કોમ્પ્રેસર, કોમ્પ્રેસર"
"কম্পটন ইলেক্ট্ৰন, প্ৰতিভাৰসাম্যপূৰ্ণ ইলেক্ট্ৰন","કોમ્પટન ઇલેક્ટ્રોન, પ્રતિસંતુલિત ઇલેક્ટ્રોન"
গণনা,ગણતરી
গণনামূলক,કોમ્પ્યુટેશનલ
"কম্পিউটাৰ, কম্পিউটাৰ, কম্পিউটাৰ","કમ્પ્યુટર, કમ્પ્યુટર, કમ્પ્યુટર"
অৱতল,અંતર્મુખ
দ্বি উত্তল,બાયકોન્વેક્સ
"ঘনীভূত কৰা, ঘন কৰা, ঘনীভূত কৰা (adj.), ঘনীভূত কৰা (v.)","ધ્યાન કેન્દ્રિત કરવું, જાડું કરવું, ધ્યાન કેન્દ્રિત કરવું (વિ.)"
"ঘনীভূত, ঘনীভূত, ঘনীভূত","કેન્દ્રિત, કેન્દ્રિત, કેન્દ્રિત"
"ঘনত্ব, ঘনত্ব, ঘনত্ব, ঘনত্ব","એકાગ્રતા, એકાગ્રતા, એકાગ્રતા, એકાગ્રતા"
"এককেন্দ্ৰিক, সমকেন্দ্ৰিক","એકકેન્દ્રી, કેન્દ્રિત"
ধাৰণা,ખ્યાલ
ধাৰণাগত,વૈચારિક
"ঘনিষ্ঠতা, যোগাযোগ","આત્મીયતા, વાતચીત"
সমন্বিত,સુમેળ
"সমকালীন, পিছপৰা","સમવર્તી, પાછળનું"
"ঘনীভূতকৰণ, ঘনীভূতকৰণ","ઘનીકરણ, ઘનીકરણ"
"ঘনীভূত কৰা, তৰলীকৃত কৰা, তৰলীকৃত কৰা","ઘટ્ટ કરવું, પ્રવાહી કરવું, પ્રવાહી કરવું"
"ঘনীভূত, তৰলীকৃত, সংকুচিত","કન્ડેન્સ્ડ, લિક્વિફાઇડ, કોમ્પેક્ટેડ"
"কণ্ডেন্সাৰ, কেপাচিটৰ, সংগ্ৰাহক","કન્ડેન્સર, કેપેસિટર, કલેક્ટર"
"অৱস্থা, অৱস্থা, অৱস্থা, অৱস্থা","સ્થિતિ, સ્થિતિ, સ્થિતિ, સ્થિતિ"
পৰিবাহীতা,વાહકતા
ড্ৰাইভাৰ,ડ્રાઈવર
ড্ৰাইভিং,ડ્રાઇવિંગ
পৰিবাহীতা,વાહકતા
ফিডেলিটি,વફાદારી
"বিন্যাস, বিন্যাস","રૂપરેખાંકન, રૂપરેખાંકન"
বিন্যাস,રૂપરેખાંકન
কনফ&#39;কেল,કોન્ફોકલ
"সমন্বয়, দ্বিমেৰুত্ব, সমতা","સુસંગતતા, દ્વિધ્રુવીતા, સમાનતા"
"congruent, একেধৰণৰ","સુસંગત, સમાન"
কনিক,શંકુ
"to conjugate (v.), সংযোগ কৰা (ver.)","સંયોજિત થવું (વિ.), સંયુકત થવું (વિ.)"
পাৰ্শ্বীয় সংযুক্ত,લેટરલ એસોસિયેટેડ
শৃংখল সম্পৰ্কীয়,સાંકળ સંબંધિત
সংযোগকাৰী লাইন,કનેક્ટર લાઇન
সংযোগ,જોડાણ
"পৃষ্ঠপোষক, সংযোগকাৰী","પ્રાયોજક, કનેક્ટર"
একেৰাহে,સળંગ
পৃষ্ঠপোষক,આશ્રયદાતા
পৃষ্ঠপোষক,આશ્રયદાતા
"স্থায়িত্ব, স্থায়িত্ব, বেধ, বেধ","સુસંગતતા, સુસંગતતા, જાડાઈ, જાડાઈ"
"সামঞ্জস্যপূৰ্ণ, বিপৰীত","સુસંગત, વિરુદ્ધ"
কথোপকথনমূলক,વાતચીત
কথোপকথনমূলক,વાતચીત
স্থিৰতা,સ્થિરતા
"স্থিৰ, স্থিৰ, স্থাৱৰ, অপৰিৱৰ্তিত, একেধৰণৰ","સ્થિર, સ્થિર, સ્થાવર, અપરિવર્તનશીલ, સમાન"
কনষ্টেন্টান,કોન્સ્ટેન્ટન
অবিৰত প্ৰবাহ,સતત પ્રવાહ
সহচলক সংখ্যা,સહવર્તી સંખ્યા
বৰ্তনীটোৰ বৈশিষ্ট্য,સર્કિટની લાક્ષણિકતાઓ
নক্ষত্ৰমণ্ডল,નક્ષત્ર
"ৰচনা, ৰচনা, গঠন","રચના, રચના, રચના"
বাধ্যতামূলক গতি,પ્રતિબંધિત ગતિ
বাধা,અવરોધ
সংকীৰ্ণ হোৱা,સંકુચિત
বহনক্ষম হস্তক্ষেপ,ટકાઉ હસ્તક્ષેપ
ব্যৱহৃত শক্তি,ઊર્જા વપરાય છે
"স্পৰ্শ, স্পৰ্শ, স্পৰ্শ","સ્પર્શ, સ્પર્શ, સ્પર્શ"
"যোগাযোগ, যোগাযোগ","સંપર્ક, સંપર્ક"
দূষণ কৰা,દૂષણ
"বিষয়বস্তু, অংশ, আধা","સામગ્રી, ભાગ, અડધો ભાગ"
"continuum, ধাৰাবাহিকতা","સાતત્ય, સાતત્ય"
অৱস্থাৰ ধাৰাবাহিকতা,રાજ્ય સાતત્ય
"অবিৰত, অবিচ্ছেদ্য, অবিচ্ছেদ্য, অবিৰত, অবিৰত","સતત, અખંડ, અખંડ, સતત, સતત"
ধাৰাবাহিকতা,સાતત્ય
"সংকোচন কৰা, সংকোচন কৰা (ver.)","સંકુચિત કરવું, સંકુચિત કરવું (ver.)"
সংকোচন,સંકોચો
সংকোচন,સંકોચન
প্ৰতি-কক্ষপথৰ দিশ,કાઉન્ટર-ઓર્બિટલ દિશા
আপেক্ষিক শৰীৰ,સંબંધિત શરીર
"কনট্ৰাষ্ট, কনট্ৰাষ্ট","વિપરીત, વિપરીત"
নিয়ন্ত্ৰণ,નિયંત્રણ
সংবহন,સંવહન
কনভেয়িং পোষ্ট,પહોંચાડતી પોસ્ટ
ভেছকুলাৰ,વેસ્ક્યુલર
নিয়মীয়া পাৰমাণৱিক ওজন,નિયમિત અણુ વજન
"to converge, অভিসৰণ কৰা","એકરૂપ થવું, એકરૂપ થવું"
"অভিসৰণ, অভিসৰণ","કન્વર્જન્સ, કન્વર્જન્સ"
কনভাৰ্জিং লেন্স,કન્વર્જિંગ લેન્સ
"বিপৰীত, বিপৰীত","વિરુદ્ધ, વિરુદ્ધ"
VICA বিপৰীতে,VICA ઊલટું
ৰূপান্তৰ,રૂપાંતર
ৰূপান্তৰিত,રૂપાંતરિત
ৰূপান্তৰক,કન્વર્ટર
কনভাৰ্টিবল লেন্স,કન્વર્ટિબલ લેન્સ
উত্তল,બહિર્મુખ
উত্তলতা,બહિર્મુખતા
উত্তল,બહિર્મુખ
দ্বি উত্তল,બાયકોન્વેક્સ
শীতল পদাৰ্থ,શીતક
"শিতলকাৰী, চিলাৰ","રેફ્રિજન્ટ, ચિલર"
কুলিজ টিউব,કૂલીજ ટ્યુબ
শীতল কৰা,ઠંડક
শীতল পদাৰ্থ,શીતક
সমবায়ৰ পৰিঘটনা,સહકારી ઘટના
"স্থানাংক, স্থানাংক","સંકલન, સંકલન"
পৰিচালক অক্ষ,ડિરેક્ટર અક્ષ
সমতল,પ્લેનર
সমতলতা,સપાટતા
"কপি, কপি, কপি","નકલ, નકલ, નકલ"
মুখ্য,કોર
কোৰ ইলেক্ট্ৰন,કોર ઇલેક્ટ્રોન
ক’ৰিঅ’লিছ ত্বৰণ,કોરિઓલિસ પ્રવેગક
ক&#39;ৰিঅ&#39;লিছ বল,કોરિઓલિસ બળ
"কিৰিট, কৰোনা","કિરીટ, કોરોના"
কৰ&#39;না অষ্ট্ৰেলিয়া,કોરોના ઓસ્ટ્રેલિયા
corona borealis,કોરોના બોરેલિસ
সৌৰ জ্বলন,સૌર જ્વાળા
গ্ৰেনুল,દાણા
গ্ৰেনুলাৰ,દાણાદાર
"শুদ্ধ, শুদ্ধ","સાચું, સાચું"
সংশোধিত,સુધારેલા
"সংশোধন, সংশোধন","સુધારો, સુધારો"
সহ - সম্পৰ্ক,સહ-સંબંધ
"to correspond, to correspond","પત્રવ્યવહાર કરવો, પત્રવ્યવહાર કરવો"
সংঘৰ নিয়মাৱলী,સંગઠનના નિયમો
সংগীত,સાથ
কোচাইন নিয়ম,કોસાઇન નિયમ
স্থানৰ প্ৰাচুৰ্য্য,જગ્યા વિપુલતા
মহাজাগতিক,કોસ્મિક
মহাকাশ ৰশ্মি ফাটি গ’ল,અવકાશ કિરણ વિસ્ફોટ
"মহাকাশ ৰশ্মি, মহাজাগতিক ৰশ্মি","અવકાશ કિરણ, કોસ્મિક કિરણ"
মহাকাশৰ বৰষুণ,અવકાશ વરસાદ
স্থান,જગ્યા
মহাজাগতিক,કોસ્મિક
"ব্ৰহ্মাণ্ডবিজ্ঞান, ব্ৰহ্মাণ্ডবিজ্ঞান","કોસ્મોલોજી, કોસ્મોલોજી"
মহাকাশচাৰী,અવકાશયાત્રી
মহাকাশ বিজ্ঞান,અવકાશ વિજ્ઞાન
"cosmos, বিশ্বব্ৰহ্মাণ্ড","કોસમોસ, બ્રહ્માંડ"
কুলম্ব,કુલોમ્બ
কুলোমি এলেকা,કુલોમી વિસ્તાર
কুলোমিটাৰ,કુલોમીટર
"গণনা, গণনা, গণনা, গণনা","ગણવું, ગણવું, ગણવું, ગણવું"
"গণনা, বিপৰীত গণনা","ગણતરી, વ્યસ્ત ગણતરી"
"কেলকুলেটৰ, কাউণ্টাৰ, পেনেল","કેલ્ક્યુલેટર, કાઉન્ટર, પેનલ"
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত,ઘડિયાળની વિરુદ્ધ દિશામાં
"ৰিভাৰ্ছ কাৰেণ্ট, কাউণ্টাৰ কাৰেণ্ট","રિવર્સ કરંટ, કાઉન્ટર કરંટ"
বিপৰীতমুখী বিদ্যুৎ গতিশীল বল,વિરોધી ઇલેક્ટ્રોમોટિવ બળ
ডেপুটেচন,પ્રતિનિયુક્તિ
ৰিভাৰ্ছ টৰ্চ,વિપરીત ધડ
গণনাৰ হাৰ,ગણતરી દર
"গণনা, গণনা-সংখ্যা, গণনা, গণনা","ગણતરી, ગણતરી-સંખ્યા, ગણતરી, ગણતરી"
বল যোৰ,બળ જોડી
সংযুক্ত,જોડી
কাপলাৰ,કપ્લર
কাপলিং,જોડાણ
"উদ্দেশ্যপ্ৰণোদিত দিশ, পথ, পথ","ઇચ્છિત દિશા, માર્ગ, માર્ગ"
সহযোগীতা,સહસંયોજકતા
সহযোগীতা,સહસંયોજકતા
সহযোগী,સહકારી
সহাৱস্থান,સહપ્રવૃત્તિ
সমান্তৰাল,સહવર્તી
"কভাৰেজ এলেকা, সম্প্ৰচাৰ এলেকা","કવરેજ વિસ્તાર, પ્રસારણ વિસ્તાર"
কভাৰ শ্বীট,કવર શીટ
chatter,બકબક
উৰ্বৰতাৰ হাৰ,પ્રજનન દર
সামান্য বিকৃতি,સહેજ વિકૃતિ
শিখৰ,શિખર
"মাপকাঠী, মাপকাঠী","માપદંડ, માપદંડ"
জটিল অৱস্থা,જટિલ
সমালোচনাত্মকতা,ટીકા
মকৰ ৰাশিৰ ক্লিপ,મકર ક્લિપ
কুটিলৰ অন্ধকাৰ ৰাজ্য,બદમાશનું શ્યામ સામ્રાજ્ય
ক্ৰছ-হাইব্ৰিড হাইব্ৰিডাইজেচন,ક્રોસ-હાઇબ્રિડ હાઇબ્રિડાઇઝેશન
ক্ৰছ বেণ্ড যোগাযোগ,ક્રોસ બેન્ડ સંચાર
অপ্রাসংগিক চৰিত্ৰৰ ব্যক্তিত্ব,અપ્રસ્તુત પાત્ર અવતાર
ক্ৰছ টাই,ક્રોસ સંબંધો
ক্ৰছ কৰা এলেকা,ક્રોસ કરેલ વિસ્તાર
লেষ্ট এবেৰেচন লেন্স,ઓછામાં ઓછું વિચલન લેન્સ
ক্ৰছ প্ৰডাক্ট,ક્રોસ ઉત્પાદન
অপ্রাসংগিক সংকেত,અપ્રસ્તુત સંકેત
মজিয়াৰ বেদখল,માળનું અતિક્રમણ
ট্ৰেঞ্জিচন জ&#39;ন,સંક્રમણ ઝોન
ট্ৰেঞ্জিচন পইণ্ট,સંક્રમણ બિંદુ
বিনিময় মূল্য,વિનિમય મૂલ્ય
ভেক্টৰ-উৎপাদন ভেক্টৰ-উৎপাদন,વેક્ટર-ઉત્પાદન વેક્ટર-ઉત્પાદન
"ক্ৰছ ছেকচন, ক্ৰছ ছেকচন","ક્રોસ સેક્શન, ક્રોસ સેક્શન"
"একাধিক টাৰ্ম, হাইব্ৰিড টাৰ্ম","બહુવિધ શબ્દ, વર્ણસંકર શબ્દ"
ক্ৰছ তাঁৰ,ક્રોસ વાયર
"মুকুট অপটিকেল গ্লাছ, মুকুট অপটিকেল গ্লাছ","ક્રાઉન ઓપ્ટિકલ ગ્લાસ, ક્રાઉન ઓપ્ટિકલ ગ્લાસ"
শীতল কৰা মিশ্ৰণ,ઠંડકનું મિશ્રણ
কম উষ্ণতাৰ ইলেক্ট্ৰনিকছ,નીચા તાપમાન ઇલેક્ટ્રોનિક્સ
হাইপোথাৰ্মিয়া,હાયપોથર્મિયા
ক্ৰাইজেনিক লেবৰেটৰী,ક્રાયોજેનિક પ્રયોગશાળા
নিম্ৰতাপিকি,નિમ્રતાપીકી
ফ্ৰীজিং গেজ,ફ્રીઝિંગ ગેજ
ক্ৰাইমেট্ৰিক ধ্ৰুৱক,ક્રાયોમેટ્રિક સ્થિરાંક
স্ফটিক,સ્ફટિક
"স্ফটিকীয়, আঁহযুক্ত","સ્ફટિકીય, તંતુમય"
"স্ফটিকীয়কৰণ, স্ফটিকীয়কৰণ, স্ফটিকীয়কৰণ","સ્ફટિકીકરણ, સ્ફટિકીકરણ, સ્ફટિકીકરણ"
স্ফটিক বিজ্ঞানী,સ્ફટિક વૈજ્ઞાનિક
স্ফটিক-গাঁথনিগত,સ્ફટિક-માળખાકીય
স্ফটিক গঠন,સ્ફટિક માળખું
"স্ফটিকবিজ্ঞান, স্ফটিক বিজ্ঞান","ક્રિસ્ટલોગ્રાફી, સ્ફટિક વિજ્ઞાન"
জালি স্থানান্তৰ কাৰ্য্য,જાળી ટ્રાન્સફર કામગીરી
স্ফটিক স্মাজ,સ્ફટિક સ્મજ
ঘনক ঘনক,ક્યુબ ક્યુબ
"ঘন, ঘন, ঘন, ত্ৰিভুজ, ঘন, ত্ৰিভুজ","ઘન, ઘન, ઘન, ત્રિકોણ, ઘન, ત્રિકોણ"
ঘন বিভাজন,ક્યુબિક ક્લીવેજ
কক্ষপথ,ભ્રમણકક્ષા
ক্ৰমবৰ্ধমান,સંચિત
curie ধ্ৰুৱক,ક્યુરી સતત
কুৰি ইফেক্ট,ક્યુરી ઇફેક્ટ
"কুৰি পইণ্ট, কুৰি তাপমাত্ৰা, কুৰি বিচুম্বকীয়কৰণ পইণ্ট","ક્યુરી પોઈન્ટ, ક્યુરી ટેમ્પરેચર, ક્યુરી ડિમેગ્નેટાઈઝેશન પોઈન્ટ"
curie,ક્યુરી
নিজৰা,પ્રવાહ
সংখ্যালঘু ধাৰা,પ્રવાહની લઘુમતી
বিতৰণ,વિતરણ
বক্ৰতা,વક્રતા
বক্ৰ বক্ৰ ৰেখা,વળાંક વળાંક રેખા
বক্ৰ,વક્ર
বক্ৰ বাৰ,વળાંક બાર
বক্ৰ পৃষ্ঠা,વક્ર પૃષ્ઠ
বৃদ্ধিৰ বক্ৰ,વૃદ્ધિ વળાંક
বক্ৰৰেখা,વક્ર
"ছিদ্ৰকাৰী, কাটিব পৰা","છિદ્રક, કટીંગ"
শেষৰ মণ্ডল,અંત ઝોન
শেষ কম্পাঙ্ক,અંતિમ આવર્તન
শেষ বিন্দু,અંતિમ બિંદુ
টাৰ্মিনেল পইণ্ট বেগ,ટર્મિનલ બિંદુ વેગ
টাৰ্মিনেল ভল্টেজ,ટર્મિનલ વોલ્ટેજ
"পৰিৱেশনকাৰী, পৰিবেশক","કલાકાર, કલાકાર"
চাইবাৰনেটিক্স,સાયબરનેટિક્સ
"চক্ৰ, চক্ৰ, চক্ৰ","ચક્ર, ચક્ર, ચક્ર"
