Malayalam,Punjabi
അടച്ച സർക്യൂട്ട്,ਬੰਦ ਸਰਕਟ
അടച്ച ലൂപ്പ്,ਬੰਦ ਲੂਪ
ക്ലസ്റ്റർ,ਕਲੱਸਟਰ
ക്ലസ്റ്ററിംഗ്,ਕਲੱਸਟਰਿੰਗ
കോലാഹലം,ਗੜਬੜ
അലങ്കോല നഷ്ടം,ਗੜਬੜ ਦਾ ਨੁਕਸਾਨ
പൂശല്,ਕੋਟਿੰਗ
അബോക്സിയൽ കേബിൾ,ਕੋਐਕਸਿਅਲ ਕੇਬਲ
കോക്സിയൽ ലൈൻ,Coaxial ਲਾਈਨ
അബോക്സിക് ട്രാൻസ്മിഷൻ ലൈൻ,ਕੋਜੀਸੀਅਲ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਲਾਈਨ
സഹ ചാനല്,ਸਹਿ-ਚੈਨਲ
സഹകരണ ഇടപെടൽ,ਸਹਿ ਚੈਨਲ ਦਖਲ
കോക്ലിയ,ਕੋਚਲਿਆ
കോഡ്,ਕੋਡ
കോഡ് നമ്പർ,ਕੋਡ ਨੰਬਰ
കോഡ് നിരക്ക്,ਕੋਡ ਦੀ ਦਰ
കോഡ് വാക്ക്,ਕੋਡ ਸ਼ਬਦ
കോഡെക് (കോഡിംഗ് ഡീകോഡിംഗ്),ਕੋਡਕ (ਕੋਡਿੰਗ ਡੀਕੋਡਿੰਗ)
കോഡ് ചെയ്ത ഓഡിയോ,ਕੋਡਡ ਆਡੀਓ
കോഡർ,ਕੋਡਰ
കോഡിംഗ്,ਕੋਡਿੰਗ
കോഡിംഗ് ഡീകോഡിംഗ് സാങ്കേതികത,ਕੋਡਿੰਗ ਡੀਕੋਡਿੰਗ ਤਕਨੀਕ
കോഡിംഗ് പിശക്,ਕੋਡਿੰਗ ਗਲਤੀ
കോഡിംഗ് നിരക്ക്,ਕੋਡਿੰਗ ਰੇਟ
കോഡിംഗ് രീതി,ਕੋਡਿੰਗ ਤਕਨੀਕ
ഗുണകര്മ്മം,ਕੁਸ਼ਲ
നിർബന്ധിത,ਿਵਕਾਰ
യോജിച്ച മോഡുലേഷൻ,ਇਕਸਾਰ ਸੰਜੋਗ
കോണം,ਤਾਰ
സഹപവര്ത്തനം,ਸਹਿਕਾਰਤਾ
തകര്ന്നടിയുക,Collapse ਹਿਣ
കളപ്പുര,ਕੁਲੈਕਟਰ
കളക്ടർ കറന്റ്,ਕੁਲੈਕਟਰ ਮੌਜੂਦਾ
അടിസ്ഥാന പെരുമാറ്റത്തിലേക്കുള്ള കളക്ടർ,ਅਧਾਰਿਤ ਚਾਲ ਨੂੰ ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ
കളക്ടർ-അടിസ്ഥാന ജംഗ്ഷൻ,ਕੁਲੈਕਟਰ-ਬੇਸ ਜੰਕਸ਼ਨ
നിറം,ਰੰਗ
കളർ അനലൈസർ,ਰੰਗ ਵਿਸ਼ਲੇਸ਼ਕ
നിറം ബാലൻസ്,ਰੰਗ ਸੰਤੁਲਨ
നിറം പൊട്ടിത്തെറി,ਰੰਗ ਬਰਸਟ
കളർ ചാർട്ട്,ਰੰਗ ਚਾਰਟ
വർണ്ണ കോമ്പിനേഷൻ,ਰੰਗ ਸੰਜਮ
വർണ്ണ സ്ഥിരത,ਰੰਗ ਸਥਿਰ
വർണ്ണ നിയന്ത്രണം (Chrome നിയന്ത്രണം),ਰੰਗ ਨਿਯੰਤਰਣ (ਕ੍ਰੋਮ ਨਿਯੰਤਰਣ)
നിറം ആഴം,ਰੰਗ ਡੂੰਘਾਈ
കളർ ക്ഷീണം,ਰੰਗ ਥਕਾਵਟ
കളർ ഫിൽട്ടർ,ਰੰਗ ਫਿਲਟਰ
കളർ കില്ലർ സർക്യൂട്ട്,ਰੰਗ ਕਿੱਲਰ ਸਰਕਟ
കളർ കൈൻകോപ്പ്,ਰੰਗ ਰਿਸ਼ਤੇਦਾਰ
കളർ മിക്സർ,ਰੰਗ ਮਿਕਸਰ
വർണ്ണ പാറ്റേൺ,ਰੰਗ ਪੈਟਰਨ
വർണ്ണ പെർസെപ്ഷൻ,ਰੰਗ ਧਾਰਨਾ
കളർ പിക്ചർ സ്ക്രീൻ,ਰੰਗ ਤਸਵੀਰ ਸਕਰੀਨ
കളർ സ്പേസ്,ਰੰਗ ਸਪੇਸ
കളർ സബ്കറിയർ,ਰੰਗ ਉਪ-ਸਮੂਹ
വർണ്ണ താപനില,ਰੰਗ ਦਾ ਤਾਪਮਾਨ
കളർ ട്രാൻസ്മിഷൻ,ਰੰਗ ਸੰਚਾਰ
കളർ ട്യൂബ്,ਰੰਗ ਟਿ .ਬ
നിറങ്ങൾ,ਰੰਗਤ
നിറമില്ലാത്ത,ਰੰਗਹੀਣ
സമ്മിശണം,ਸੁਮੇਲ
കോമ്പിനർ,ਕੰਫਾਈਨਰ
സംയോജനം സംയോജിപ്പിക്കുന്നു,ਸੰਚਾਲਨ ਦੀ ਪ੍ਰਕਿਰਿਆ
ജ്വലിക്കുക,ਜਲਣ
ആജ്ഞാപിക്കുക,ਕਮਾਂਡ
തുടങ്ങുന്നതിനു,ਸ਼ੁਰੂ
വാണിജ്യ പ്രക്ഷേപണം,ਵਪਾਰਕ ਪ੍ਰਸਾਰਣ
വാണിജ്യ ടെലിവിഷൻ,ਵਪਾਰਕ ਟੈਲੀਵਿਜ਼ਨ
സാധാരണ കളക്ടർ സർക്യൂട്ട്,ਆਮ ਕੁਲੈਕਟਰ ਸਰਕਟ
വാര്ത്താവിനിമയം,ਸੰਚਾਰ
ആശയവിനിമയ ഉപഗ്രഹം,ਸੰਚਾਰ ਸੈਟੇਲਾਈਟ
കമ്മ്യൂണിറ്റി റേഡിയോ സെന്റർ,ਕਮਿ Community ਨਿਟੀ ਰੇਡੀਓ ਕੇਂਦਰ
കമ്മ്യൂണിറ്റി റേഡിയോ സ്റ്റേഷൻ,ਕਮਿ Community ਨਿਟੀ ਰੇਡੀਓ ਸਟੇਸ਼ਨ
കോംപാക്റ്റ് ഡിസ്ക് (സിഡി),ਕੌਮਪੈਕਟ ਡਿਸਕ (ਸੀਡੀ)
കോംപാക്റ്റ് ഡിസ്ക് പ്ലെയർ,ਕੌਮਪੈਕਟ ਡਿਸਕ ਪਲੇਅਰ
വേലക്കാരന്,ਰਚਨਾ
സൃഷ്ടിച്ച്,ਰਚਨਾ
അനുയോജ്യത,ਅਨੁਕੂਲਤਾ
അനുഗുണമായ,ਅਨੁਕੂਲ
കംപൈലർ,ਕੰਪਾਈਲਰ
പൂരകൻ,ਪੂਰਕ
പരസ്പര ബന്ധപ്പെടേണ്ട ട്രാൻസിസ്റ്റർ,ਪੂਰਕ ਟ੍ਰਾਂਸਟੋਰ
സങ്കീർണ്ണമായ വേവ്,ਗੁੰਝਲਦਾਰ ਵੇਵ
ഘടകം,ਭਾਗ
സംയോജിത,ਕੰਪੋਜ਼ਿਟ
സംയോജിത സർക്യൂട്ട്,ਮਿਸ਼ਰਿਤ ਸਰਕਟ
സംയോജിത ഡിജിറ്റൽ,ਮਿਸ਼ਰਿਤ ਡਿਜੀਟਲ
സംയോജിത റേഡിയോ ഫ്രീക്വൻസി സിഗ്നൽ,ਕੰਪੋਜ਼ਿਟ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ
സംയോജിത സിഗ്നൽ,ਕੰਪੋਜ਼ਿਟ ਸਿਗਨਲ
സംയോജിത വീഡിയോ,ਕੰਪੋਜ਼ਿਟ ਵੀਡੀਓ
സംയോജിത വീഡിയോ സിഗ്നൽ,ਕੰਪੋਜ਼ਿਟ ਵੀਡੀਓ ਸਿਗਨਲ
രചന,ਰਚਨਾ
കംപ്രസ്സുചെയ്ത ഡാറ്റ,ਸੰਕੁਚਿਤ ਡੇਟਾ
കംപ്രസ്സുചെയ്ത ഡിജിറ്റൈസ് ചെയ്ത വീഡിയോ,ਸੰਕੁਚਿਤ ਡਿਜੀਟਾਈਜ਼ਡ ਵੀਡੀਓ
കംപ്രസ്സുചെയ്ത വീഡിയോ,ਸੰਕੁਚਿਤ ਵੀਡੀਓ
കംപ്രഷൻ,ਸੰਕੁਚਨ
കംപ്രഷൻ ആർട്ടിഫാക്റ്റ്,ਕੰਪਰੈੱਸ ਆਰਟੀਫੈਕਟ
കംപ്രഷൻ അപകടം,ਕੰਪਰੈੱਸ ਖ਼ਤਰੇ
കംപ്രഷൻ രീതി,ਸੰਕੁਚਨ ਤਕਨੀਕ
കംപ്രർ,ਕੰਪ੍ਰੈਸਰ
കണക്കുകൂട്ടുക,ਗਣਨਾ
കന്വൂട്ടര്,ਕੰਪਿ computer ਟਰ
കമ്പ്യൂട്ടർ ആസ്ഥാനമായുള്ള മൾട്ടിമീഡിയ,ਕੰਪਿ computer ਟਰ ਅਧਾਰਤ ਮਲਟੀਮੀਡੀਆ
കമ്പ്യൂട്ടർ പ്രോഗ്രാമിംഗ്,ਕੰਪਿ computer ਟਰ ਪ੍ਰੋਗਰਾਮਿੰਗ
കമ്പ്യൂട്ടർ സാങ്കേതികവിദ്യ,ਕੰਪਿ computer ਟਰ ਤਕਨਾਲੋਜੀ
കോൺകീവ് ലെൻസ്,ਕਨਸੈਵ ਲੈਂਜ਼
കോൺകീവ് മിറർ,ਮਾਹੌਲ
ഒളിച്ചുഴ ലഭിക്കല്,ਛੁਪਾਓ
ഏകാഗ്രത,ਕੇਂਦਰਿਤ
ഏകാഗത,ਧਿਆਨ ਟਿਕਾਉਣਾ
ഏകാഗത ലെൻസ്,ਦਿਮਾਗੀ ਲੈਂਜ਼
കണ്ടൻസർ മൈക്രോഫോൺ,ਕੰਡੈਂਸਰ ਮਾਈਕ੍ਰੋਫੋਨ
സന്തുലിതാവസ്ഥയുടെ അവസ്ഥ,ਸੰਤੁਲਨ ਦੀ ਸਥਿਤੀ
ആവർത്തനം,ਸੰਚਾਲਨ
ചണംകരണം,ਚਾਲਾਂ ਦਾ ਮੌਜੂਦਾ
ചാരന്വിറ്റി,ਚਾਲਕਤਾ
മേല്നോട്ടക്കാരി,ਕੰਡਕਟਰ
കോൺഫിഗറേഷൻ,ਕੌਨਫਿਗਰੇਸ਼ਨ
കൂട്ടുകെട്ട്,ਕੁਨੈਕਸ਼ਨ
കണക്റ്റിവിറ്റി,ਕਨੈਕਟੀਵਿਟੀ
കണക്റ്റർ,ਕੁਨੈਕਟਰ
സ്ഥിരത,ਇਕਸਾਰਤਾ
സ്ഥിരമായി,ਨਿਰੰਤਰ
കൺസോൾ,ਕੰਸੋਲ
സ്ഥിരമായ,ਨਿਰੰਤਰ
സ്ഥിരമായ വ്യാപ്തി,ਨਿਰੰਤਰ ਐਪਲੀਟਿ .ਡ
മൈക്രോഫോൺ ബന്ധപ്പെടുക,ਮਾਈਕ੍ਰੋਫੋਨ ਨਾਲ ਸੰਪਰਕ ਕਰੋ
കണ്ടെയ്നർ ഫോർമാറ്റ്,ਕੰਟੇਨਰ ਫਾਰਮੈਟ
മലിനമാക്കല്,ਗੰਦਗੀ
സന്തുഷ്ടമായ,ਸਮੱਗਰੀ
തുടർച്ചനാൽ,ਸੰਖੇਪ
തുടർച്ച,ਨਿਰੰਤਰਤਾ
തുടർച്ച ബൂത്ത്,ਨਿਰੰਤਰਤਾ ਬੂਥ
തുടർച്ച നോബ്,ਨਿਰੰਤਰਤਾ ਨੋਬ
ഇടതടവില്ലാതെ,ਨਿਰੰਤਰ
തുടർച്ചയായ ആർക്ക്,ਨਿਰੰਤਰ ਚਾਪ
തുടർച്ചയായ തരംഗം,ਨਿਰੰਤਰ ਵੇਵ
കോണ്ടൂർ ലൈൻ,ਕੋਠੇ ਦੀ ਲਾਈਨ
കോണ്ടൂർ പ്ലാൻ,ਕੁੱਲ ਯੋਜਨਾ
ഉടന്വടി,ਇਕਰਾਰਨਾਮਾ
സങ്കോചനം,ਸੁੰਗੜਨ
ദൃശ്യതീവ്രത അനുപാതം,ਇਸ ਦੇ ਉਲਟ ਅਨੁਪਾਤ
നിയന്ത്രണ സർക്യൂട്ട്,ਕੰਟਰੋਲ ਸਰਕਟ
ഇലക്ട്രോഡ് നിയന്ത്രിക്കുക,ਇਲੈਕਟ੍ਰੋਡ ਕੰਟਰੋਲ ਕਰੋ
ഉപകരണങ്ങൾ നിയന്ത്രിക്കുക,ਕੰਟਰੋਲ ਉਪਕਰਣ
നിയന്ത്രണ ഗ്രിഡ്,ਕੰਟਰੋਲ ਗਰਿੱਡ
നിയന്ത്രണ രേഖ,ਕੰਟਰੋਲ ਲਾਈਨ
നിയന്ത്രണ പാനൽ,ਕਨ੍ਟ੍ਰੋਲ ਪੈਨਲ
നിയന്ത്രണ മുറി,ਕੰਟਰੋਲ ਰੂਮ
നിയന്ത്രണ പട്ടിക,ਕੰਟਰੋਲ ਟੇਬਲ
നിയന്ത്രണ ഗോപുരം,ਕੰਟਰੋਲ ਟਾਵਰ
കണ്ട്രോളർ,ਕੰਟਰੋਲਰ
ഒത്തുപണി,ਪਰਿਵਰਤਨ
മൊത്തത്തിലുള്ള ലെൻസ്,ਕੰਵਰਜੈਂਟ ਲੈਂਜ਼
കവർത്തനമാർഗ്ഗം,ਕਨਵਰਟਰ
കൺവെക്സ് ലെൻസ്,ਕਨਵੈਕਸ ਲੈਂਜ਼
സാരമക്ഷമമായ,ਕਨਵੋਲਕ
പരിമിതി കോഡ് ചെയ്തു,ਕਨਵੀਸ਼ਨ ਕੋਡਡ
പരിണാമപരമായ പരസ്പരബന്ധം,ਪੱਕਾ ਇੰਟਰਲੇਵ
പരിണാമപരമായ സംക്രമണ,ਪੱਕਾ ਇੰਟਰਲੇਵਿੰਗ
കുക്കി,ਕੂਕੀ
കുക്കിതാവ്,ਕੂਕੀਅਰ
കോപാസസ്സർ,ਕੋਪ੍ਰੋਸੈਸਰ
ചരട്,ਰੱਸੀ
കൊറോണ,ਕੋਰੋਨਾ
കൊറോണ ഡിസ്ചാർജ്,ਕੋਰੋਨਾ ਡਿਸਚਾਰਜ
പരസ്പരബന്ധം,ਇਕ ਦੂਸਰੇ ਨਾਲ ਸੰਬੰਧ
കോസിൻ ഘടകം,ਕੋਸਾਈਨ ਭਾਗ
കോസിൻ തരംഗം,ਕੋਸਾਈਨ ਵੇਵ
കോസ്മിക് ശബ്ദം,ਬ੍ਰਹਿਮੰਡੀ ਸ਼ੋਰ
കൗണ്ടര്,ਕਾ counter ਂਟਰ
എതിർ ഘടികാരദിശയിൽ,ਕਾਉਂਟਰ ਕਲਾਕਵਾਈਸ
കപ്ലർ,ਕਪਲਰ
കപ്ലിംഗ്,ਜੋੜੀ
കപ്ലിംഗ് കണ്ടൻസർ,ਕਪਲਿੰਗ ਕੰਡੇਲੈਨਜ਼ਰ
കപ്ലിംഗ് നെറ്റ്വർക്ക്,ਜੋੜਣ ਵਾਲਾ ਨੈਟਵਰਕ
Conpling പ്രതിരോധം,ਜੋੜਣ ਦਾ ਵਿਰੋਧ
കോവാലന്റ് ബോണ്ട്,ਸਹਿਕਾਰਤਾ
കവറേജ്,ਕਵਰੇਜ
തകര്ച്ച,ਕਰੈਸ਼
ഗുരുതരമായ ബാൻഡ്,ਆਲੋਚਨਾਤਮਕ ਬੈਂਡ
ഗുരുതരമായ അവസ്ഥ,ਗੰਭੀਰ ਸਥਿਤੀ
ഗുരുതരമായ കപ്ലിംഗ്,ਨਾਜ਼ੁਕ
ഗുരുതരമായ ആവൃത്തി,ਨਾਜ਼ੁਕ ਬਾਰੰਬਾਰਤਾ
ഗുരുതരമായ പാരാമീറ്റർ,ਆਲੋਚਨਾਤਮਕ ਪੈਰਾਮੀਟਰ
മുതല ക്ലിപ്പ്,ਮਗਰਮੱਛ ਕਲਿੱਪ
ക്രോസ് മങ്ങൽ,ਕਰਾਸ ਫੇਡਿੰਗ
ക്രോസ് മോഡുലേഷൻ,ਕਰਾਸ ਮੈਨੂਲੇਸ਼ਨ
ക്രോസ് ടോക്ക്,ਕਰਾਸ ਟਾਕ
ക്രോസ്ഫേഡ്,ਕਰਾਸਫੈਡ
ക്രിപ്റ്റോഗ്രഫി,ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ
സ്ഫടികം,ਕ੍ਰਿਸਟਲ
ക്രിസ്റ്റൽ ഫിൽട്ടർ,ਕ੍ਰਿਸਟਲ ਫਿਲਟਰ
ശീതം,Cue
ക്യൂ മാർക്ക്,ਕਿ ue ਦੇ ਨਿਸ਼ਾਨ
ഉപകരണം ക്യൂപ്പിംഗ് ഉപകരണം,ਕਯੂਅਰ ਡਿਵਾਈਸ
നിലവിലെ ഡ്രെയിൻ,ਮੌਜੂਦਾ ਡਰੇਨ
നിലവിലെ മീറ്റർ,ਮੌਜੂਦਾ ਮੀਟਰ
നിലവിലെ ട്രാൻസ്ഫോർമർ,ਮੌਜੂਦਾ ਟਰਾਂਸਫਾਰਮਰ
കഴ്സർ,ਕਰਸਰ
വളവ്,ਕਰਵ
ആവൃത്തി മുറിക്കുക,ਬਾਰੰਬਾਰਤਾ ਨੂੰ ਕੱਟੋ
മുറിവ്,ਕਟਰ
സൈബർ കഫേ,ਸਾਈਬਰ ਕੈਫੇ
സൈബർ സുരക്ഷ,ਸਾਈਬਰ ਸੁਰੱਖਿਆ
സൈബർ സ്ഥലം,ਸਾਈਬਰ ਸਪੇਸ
ആവൃത്തി,ਚੱਕਰ
ചാക്രിക,ਚੱਕਰਵਾਤ
D.C. ഘടകം,D.C. ਭਾਗ
D.C. പ്ലേറ്റ് വൈദ്യുതി,D.C. ਪਲੇਟ ਪਾਵਰ
D.C. പുനസ്ഥാപിക്കൽ,D.C. ਬਹਾਲੀ
ഡാംപ്പർ ഡയോഡ്,ਡੈਂਪਰ ਡਾਈਵਰ
നനഞ്ഞ,ਗਿੱਲੇ
ഇരുണ്ട,ਹਨੇਰ
ഡാറ്റ,ਡਾਟਾ
ഡാറ്റ ബ്രോഡ്കാസ്റ്റിംഗ്,ਡਾਟਾ ਪ੍ਰਸਾਰਣ
ഡാറ്റ കംപ്രഷൻ,ਡਾਟਾ ਸੰਕੁਚਨ
ഡാറ്റ ഡ്രില്ലിംഗ്,ਡਾਟਾ ਡ੍ਰਿਲਿੰਗ
ഡാറ്റ എൻക്രിപ്ഷൻ,ਡਾਟਾ ਇਨਕ੍ਰਿਪਸ਼ਨ
ഡാറ്റ ഫയൽ,ਡਾਟਾ ਫਾਈਲ
ഡാറ്റ കൈകാര്യം ചെയ്യൽ,ਡਾਟਾ ਹੈਂਡਲਿੰਗ
ഡാറ്റ ഖനനം,ਡਾਟਾ ਮਾਈਨਿੰਗ
ഡാറ്റ പ്രോസസ്സിംഗ്,ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
ഡാറ്റ പ്രോസസ്സ്,ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ
ഡാറ്റ കുറച്ച ബിറ്റ് സിസ്റ്റം,ਡਾਟਾ ਘਟੀਆ ਸਿਸਟਮ
ഡാറ്റ സേവനം,ਡਾਟਾ ਸੇਵਾ
ഡാറ്റ ഷീറ്റ്,ਡਾਟਾ ਸ਼ੀਟ
ഡാറ്റ സംഭരണം,ਡਾਟਾ ਸਟੋਰੇਜ
ഡാറ്റ സ്ട്രീം,ਡਾਟਾ ਸਟ੍ਰੀਮ
ഡാറ്റ പരിവർത്തനം,ਡਾਟਾ ਤਬਦੀਲੀ
ഡാറ്റ ട്രാൻസ്മിഷൻ,ਡਾਟਾ ਸੰਚਾਰ
ഡാറ്റാബേസ്,ਡਾਟਾਬੇਸ
അപകീർത്തികരമായ,ਡੈਟਾਕਾਸਟਿੰਗ
ഡാറ്റാഗ്രാം,ਡਾਟਾਗ੍ਰਾਮ
ഡിബി മീറ്റർ,ਡੀ ਬੀ ਮੀਟਰ
ചത്ത വായു,ਮਰੇ ਹਵਾ
ഡെഡ് ഷോർട്ട് സർക്യൂട്ട്,ਮਰੇ ਸ਼ੌਰਟ ਸਰਕਟ
ചത്ത സ്ഥലം,ਮਰੇ ਹੋਏ ਸਥਾਨ
ഡെഡ്ലോക്ക്,ਡੈੱਡਲਾਕ
ഡീബഗ് പ്രോഗ്രാം,ਡੀਬੱਗ ਪ੍ਰੋਗਰਾਮ
ഡീബഗ്ഗിംഗ്,ਡੀਬੱਗਿੰਗ
ശബ്ദത്തിന്റെ ക്ഷയം,ਆਵਾਜ਼ ਦਾ ਵਿਗਾੜ
ഡെസിബെൽ (ഡിബി),ਡੈਸੀਬੈਲ (ਡੀ ਬੀ)
ദശാംശ,ਦਸ਼ਮਲਵ
ദശാംശ കോഡ്,ਦਸ਼ਮਲਵ ਕੋਡ
ദശാംശ അക്ക,ਦਸ਼ਮਲਵ ਅੰਕ
അനുശാസിക്കുന്നു,ਸਮਝਦਾਰੀ
അചഞ്ചര്,ਡੀਕੋਡਰ
ഡീകോഡിംഗ്,ਡੀਕੋਡਿੰਗ
ഡിജിറ്റൽ ട്രാൻസ്മിഷനിൽ ഡീകോഡ് ചെയ്യുന്നു,ਡਿਜੀਟਲ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਵਿੱਚ ਡੀਕੋਡਿੰਗ
വികൃതമായ,ਕੰਪੋਪ੍ਰੈਸ਼ਨ
തളർത്തുക,ਬਰਖਾਸਤ ਕਰਨਾ
സർക്യൂട്ട് ഉപേക്ഷിക്കുന്നു,ਸਰਕਟ ਨੂੰ ਘਟਾਉਣਾ
നെറ്റ്വർക്ക് തീരുമാനിക്കുക,ਨੈੱਟਵਰਕ ਨੂੰ ਘਟਾਓ
ഡീക്രിപ്ഷൻ,ਡਿਕ੍ਰਿਪਸ਼ਨ
സമർപ്പിതരേഖ,ਸਮਰਪਿਤ ਲਾਈਨ
ഡി-എംബഡിംഗ്,ਡੀ-ਏਮਬਿੰਗ
ഡി-is ന്നൽ,ਡੀ-ਜ਼ੋਰ
കുറ്റം,ਮੂਲ
ഗുണനിലവാരത്തിൽ തകരാറ്,ਗੁਣਵੱਤਾ ਵਿੱਚ ਨੁਕਸ
കുറവുള്ള,ਨੁਕਸਦਾਰ
വികലമായ യൂണിറ്റ്,ਨੁਕਸ ਇਕਾਈ
നിര്വചനം,ਪਰਿਭਾਸ਼ਾ
വ്യതിചലനം,ਘਟੀ
അവശമനം,ਵਿਗਾੜਨਾ
വഞ്ചന,ਡੀਫ੍ਰੇਸ਼ਨੇਸ਼ਨ
ഡി-ഗെയ്സിംഗ് കോയിൽ,ਡੀ-ਮੈਨਿੰਗ ਕੋਇਲ
ഡിഗ്രി,ਡਿਗਰੀ
ഡി-ഇന്റർലീവ്,ਡੀ-ਇੰਟਰਲੇਵਰ
കാലതാമസം,ਦੇਰੀ ਲਾਈਨ
കാലതാമസം,ਦੇਰੀ ਦਾ ਸਮਾਂ
ഫ്രെയിം മെമ്മറി വൈകി,ਫਰੇਮ ਮੈਮੋਰੀ ਦੇਰੀ ਨਾਲ
സ്കാനിംഗ് വൈകി,ਦੇਰੀ ਸਕੈਨਿੰਗ
സമന്വയ സിഗ്നൽ വൈകി,ਦੇਰੀ ਨਾਲ ਸਿੰਕ੍ਰੋਨਾਈਜ਼ੇਸ਼ਨ ਸਿਗਨਲ
പസവം,ਡਿਲਿਵਰੀ
ഡെലിവറി സംവിധാനം,ਡਿਲਿਵਰੀ ਸਿਸਟਮ
പൊളിക്കുക,ਮੁਆਵਜ਼ਾ
ഡിമോഡലേറ്റർ കാർഡ്,ਡੈਮੋੂਲੇਟਰ ਕਾਰਡ
ലംതിപ്റ്റൻ,ਡੈਮਟਲਿਪਰ
ഫീൽഡിന്റെ ആഴം,ਫੀਲਡ ਦੀ ਡੂੰਘਾਈ
അവരോഹണം,ਉਤਰਦਾ
ഡിസൈൻ സവിശേഷത,ਡਿਜ਼ਾਇਨ ਨਿਰਧਾਰਨ
ഡെസ്ക്ടോപ്പ്,ਡੈਸਕਟਾਪ
ഡിറ്റക്ടർ .ട്ട്പുട്ട്,ਡਿਟੈਕਟਰ ਆਉਟਪੁੱਟ
വതിചലനം,ਭਟਕਣਾ
ഉപായം,ਜੰਤਰ
ഉപകരണ ഡ്രൈവർ,ਡਿਵਾਈਸ ਡਰਾਈਵਰ
ഡയഗ്നോസ്റ്റിക്സ്,ਨਿਦਾਨ
രേഖാലേഖം,ਚਿੱਤਰ
ഡയലോഗ് ട്രാക്ക്,ਵਾਰਤਾਲਾਪ ਟਰੈਕ
വ്യാജ മോഡ്,ਡੁਬਨੇਲ ਮੋਡ
ഡയമണ്ട് സ്റ്റൈലസ്,ਡਾਇਮੰਡ ਸਟਾਈਲਸ
ഡയഫ്രം,ਡਾਇਆਫ੍ਰਾਮ
ഡയഫ്രാഗ്മാറ്റിക് ആഗിര്ബർ,ਡੁਫਰਾਗਮੇਟਿਕ ਜਜ਼ਬ
ഡിക്കോട്ടിക് ലിസണിംഗ്,ਡਿਚੋਟਿਕ ਸੁਣਨਾ
ഡീലക്റ്റിക്,ਡਾਈਡੈਕਟਿਕ
ഡീലക്ട്രിക് ബ്രേക്ക്- താഴേക്ക്,ਡਾਈਡੈਕਟ੍ਰਿਕ ਟੁੱਟਣਾ
ഡീലക്ട്രിക് നഷ്ടം,ਡਾਈਡੈਕਟ੍ਰਿਕ ਨੁਕਸਾਨ
വ്യത്യാസ ആവൃത്തി,ਅੰਤਰ ਦੀ ਬਾਰੰਬਾਰਤਾ
വ്യത്യാസ ആവൃത്തിയുടെ വികസനം (DFD),ਅੰਤਰ ਬਾਰੰਬਾਰਤਾ ਵਿਗਾੜ (ਡੀਐਫਡੀ)
വ്യത്യാസ സ്വരം,ਅੰਤਰ ਟੋਨ
ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ,ਵੱਖਰਾ ਐਂਪਲੀਫਾਇਰ
ഡിഫ്രാക്ഷൻ,ਵੱਖਰਾ
ഡിഫ്യൂസർ,ਵੱਖਰੇ ਲਾਭਕਾਰ
അക്കം,ਅੰਕ
ഡിജിറ്റൽ,ਡਿਜੀਟਲ
ഡിജിറ്റൽ ആർട്ടിഫാക്റ്റ്,ਡਿਜੀਟਲ ਆਰਟੀਫੈਕਟ
ഡിജിറ്റൽ ഓഡിയോ,ਡਿਜੀਟਲ ਆਡੀਓ
ഡിജിറ്റൽ ഓഡിയോ ഫിൽട്ടർ,ਡਿਜੀਟਲ ਆਡੀਓ ਫਿਲਟਰ
ഡിജിറ്റൽ ഓഡിയോ വർക്ക് സ്റ്റേഷൻ,ਡਿਜੀਟਲ ਆਡੀਓ ਵਰਕ ਸਟੇਸ਼ਨ
ഡിജിറ്റൽ ക്യാമറ,ਡਿਜ਼ੀਟਲ ਕੈਮਰਾ
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,ਡਿਜੀਟਲ ਕੰਪਿਟਰ
ഡിജിറ്റൽ ഡാറ്റ,ਡਿਜੀਟਲ ਡਾਟਾ
ഡിജിറ്റൽ എഡിറ്റിംഗ്,ਡਿਜੀਟਲ ਸੰਪਾਦਨ
ഡിജിറ്റൽ എക്സൈറ്റർ,ਡਿਜੀਟਲ ਐਕਸਟਰ
ഡിജിറ്റൽ ഫിൽട്ടർ,ਡਿਜੀਟਲ ਫਿਲਟਰ
ഡിജിറ്റൽ ഫ്രെയിം സമന്വയം,ਡਿਜੀਟਲ ਫਰੇਮ ਸਮਕਾਲੀਨ
ഡിജിറ്റൽ പൈതൃകം,ਡਿਜੀਟਲ ਵਿਰਾਸਤ
ഡിജിറ്റൽ ഇമേജ്,ਡਿਜੀਟਲ ਚਿੱਤਰ
ഡിജിറ്റൽ ലൈബ്രറി,ਡਿਜੀਟਲ ਲਾਇਬ੍ਰੇਰੀ
ഡിജിറ്റൽ മീറ്റർ,ਡਿਜੀਟਲ ਮੀਟਰ
