Telugu,Marathi
ఆటోమేటిక్ ప్రోగ్రామింగ్,स्वयंचलित प्रोग्रामिंग
ఆటోమేటిక్ పంచ్,स्वयंचलित पंच
ఆటోమేటిక్ రికవరీ ప్రోగ్రామ్,स्वयंचलित पुनर्प्राप्ती कार्यक्रम
ఆటోమేటిక్ రిపీట్ అభ్యర్థన,स्वयंचलित पुनरावृत्ती विनंती
స్వయంచాలక పున art ప్రారంభం,स्वयंचलित रीस्टार्ट
ఆటోమేటిక్ రొటీన్,स्वयंचलित दिनचर्या
ఆటోమేటిక్ సీక్వెన్సింగ్,स्वयंचलित अनुक्रम
ఆటోమేటిక్ సీక్వెన్షియల్ ఆపరేషన్,स्वयंचलित अनुक्रमिक ऑपरेशन
ఆటోమేటిక్ స్టాప్,स्वयंचलित स्टॉप
ఆటోమేటిక్ వేరియబుల్,स्वयंचलित चल
ఆటోమేటిక్ వాల్యూమ్ గుర్తింపు,स्वयंचलित व्हॉल्यूम ओळख
ఆటోమేటిక్ వాల్యూమ్ స్విచింగ్,स्वयंचलित व्हॉल्यूम स्विचिंग
ఆటోమేషన్,ऑटोमेशन
ఆటోమేషన్ కాన్సెప్ట్,ऑटोमेशन संकल्पना
ఆటోమాటిజేషన్,स्वयंचलित
ఆటోమాటన్,ऑटोमॅटॉन
ఆటోమేటిక్ మెసేజ్ రౌటింగ్,स्वयंचलित संदेश मार्ग
ఆటోమోనిటర్,ऑटोमोनिटर
ఆటోమోనిటర్ రొటీన్,ऑटोमोनिटर रूटीन
అటానమస్ ఛానల్ ఆపరేషన్,स्वायत्त चॅनेल ऑपरेशन
అటానమస్ వర్కింగ్,स्वायत्त काम
ఆటోప్లోటర్,ऑटोप्लॉटर
సహాయక కన్సోల్,सहाय्यक कन्सोल
సహాయక పరికరాలు,सहाय्यक उपकरणे
సహాయక జ్ఞాపకశక్తి,सहाय्यक मेमरी
సహాయక ఆపరేషన్,सहाय्यक ऑपरेशन
సహాయక దినచర్య,सहाय्यक दिनचर्या
సహాయక నిల్వ,सहाय्यक संचयन
సహాయక దుకాణం,सहाय्यक स्टोअर
లభ్యత,उपलब्धता
అందుబాటులో ఉన్న యంత్ర సమయం,उपलब्ध मशीन वेळ
అందుబాటులో ఉన్న పాయింట్,उपलब्ध बिंदू
అందుబాటులో ఉన్న స్థల జాబితా,उपलब्ध जागा यादी
అందుబాటులో ఉన్న సమయం,उपलब्ध वेळ
అందుబాటులో ఉన్న ప్రాప్యత సమయం,उपलब्ध प्रवेश वेळ
సగటు షరతులతో కూడిన సమాచారం,सरासरी सशर्त माहिती
సగటు అంచు సమయం,सरासरी एज वेळ
సగటు సమాచార కంటెంట్,सरासरी माहिती सामग्री
సగటు సమాచార రేటు,सरासरी माहिती दर
సగటు ట్రాన్స్ఫార్మేషన్ కంటెంట్,सरासरी ट्रान्झिनफॉर्मेशन सामग्री
సగటు ట్రాన్స్‌ఫార్మేషన్ రేటు,सरासरी ट्रान्झिनफॉर्मेशन रेट
నేపథ్య ప్రదర్శన చిత్రం (= స్టాటిక్ డిస్ప్లే  చిత్రం),पार्श्वभूमी प्रदर्शन प्रतिमा (= स्थिर प्रदर्शन  प्रतिमा)
నేపథ్య (= నేపథ్య ప్రాసెసింగ్),पार्श्वभूमी (= पार्श्वभूमी प्रक्रिया)
నేపథ్య ఉద్యోగం,पार्श्वभूमी नोकरी
వెనుకవైపు శబ్ధం,पार्श्वभूमी आवाज
నేపథ్య ముద్రణ,पार्श्वभूमी मुद्रण
నేపథ్య ప్రాసెసింగ్,पार्श्वभूमी प्रक्रिया
నేపథ్య కార్యక్రమం,पार्श्वभूमी कार्यक्रम
నేపథ్య రీడర్,पार्श्वभूमी वाचक
నేపథ్య ప్రాంతం,पार्श्वभूमी प्रदेश
బ్యాకింగ్ స్టోరేజ్ (= సహాయక  నిల్వ),बॅकिंग स्टोरेज (= सहाय्यक  साठवण)
బ్యాకింగ్ స్టోర్,बॅकिंग स्टोअर
బ్యాక్ ప్లేన్,मागे विमान
బ్యాక్‌స్పేస్,बॅकस्पेस
బ్యాక్‌స్పేస్ పాత్ర,बॅकस्पेस वर्ण
బ్యాక్‌స్పేసింగ్,बॅकस्पॅकिंग
బ్యాక్‌ట్రాకింగ్,बॅकट्रॅकिंग
స్ట్రక్చర్డ్ ప్రోగ్రామింగ్ బ్యాక్‌ట్రాకింగ్,बॅकट्रॅकिंग स्ट्रक्चर्ड प्रोग्रामिंग
బ్యాకప్,बॅकअप
బ్యాకప్ కాపీ,बॅकअप कॉपी
బ్యాకప్ ఫైల్,बॅकअप फाइल
బ్యాకప్ మెమరీ,बॅकअप मेमरी
బ్యాకప్ ప్రోగ్రామర్,बॅकअप प्रोग्रामर
బ్యాకప్ స్టోర్,बॅकअप स्टोअर
వెనుకబడిన ఛానెల్,बॅकवर्ड चॅनेल
వెనుకబడిన లోపం విశ్లేషణ,मागास त्रुटी विश्लेषण
వెనుకబడిన ఫైల్ రికవరీ,मागास फाइल पुनर्प्राप्ती
వెనుకబడిన రికవరీ,मागास पुनर्प्राप्ती
వెనుకబడిన పర్యవేక్షణ,मागास देखरेख
వెనుకబడిన ట్రేస్,मागास ट्रेस
సంతులనం,शिल्लक
సమతుల్య సర్క్యూట్,संतुलित सर्किट
సమతుల్య అంకెల వ్యవస్థ,संतुलित अंक प्रणाली
సమతుల్య లోపం,संतुलित त्रुटी
సమతుల్య విలీనం,संतुलित विलीनीकरण
సమతుల్య విలీన క్రమబద్ధీకరణ,संतुलित विलीनीकरण क्रमवारी
సమతుల్య సార్టింగ్,संतुलित सॉर्टिंग
సమతుల్య స్టేషన్,संतुलित स्टेशन
సమతుల్య టెర్నరీ సిస్టమ్,संतुलित टर्नरी सिस्टम
సమతుల్య ఫార్వర్డ్ స్టేట్మెంట్,संतुलित फॉरवर्ड स्टेटमेंट
సమతుల్య నెట్‌వర్క్,संतुलित नेटवर्क
బ్యాండ్,बँड
బ్యాండ్‌పాస్,बँडपास
బ్యాండ్‌పాస్ ఫిల్టర్,बँडपास फिल्टर
బ్యాండ్ ప్రింటర్,बँड प्रिंटर
బ్యాండ్ స్టాప్ ఫిల్టర్,बँड स्टॉप फिल्टर
బ్యాండ్‌విడ్త్,बँडविड्थ
బ్యానర్ పదం,बॅनर शब्द
బార్ కోడ్,बार कोड
బార్ కోడ్ రీడర్,बारकोड वाचक
బార్ కోడ్ స్కానర్,बार कोड स्कॅनर
బార్ ప్రింటర్,बार प्रिंटर
బారెల్ ప్రింటింగ్ (= డ్రమ్ ప్రింటింగ్),बॅरल प्रिंटिंग (= ड्रम प्रिंटिंग)
బేస్,पाया
బేస్ చిరునామా,बेस पत्ता
బేస్ చిరునామా,बेस पत्ता
బేస్ అడ్రస్ రిజిస్టర్,बेस पत्ता नोंदणी
బేస్ బ్యాండ్,बेस बँड
బేస్ బ్యాండ్ ఛానల్,बेस बँड चॅनेल
ఆధారిత నిల్వ కేటాయింపు,आधारित स्टोरेज वाटप
ఆధారిత వేరియబుల్,आधारित चल
బేస్ ఎలిమెంట్,बेस घटक
బేస్ అంశం,बेस आयटम
బేస్ లాంగ్వేజ్,बेस भाषा
బేస్ సంజ్ఞామానం,बेस नोटेशन
బేస్ సంఖ్య,बेस नंबर
బేస్ రిజిస్టర్,बेस रजिस्टर
బేస్ వాల్యూమ్,बेस व्हॉल्यूम
ప్రాథమిక,मूलभूत
ప్రాథమిక ప్రాప్యత పద్ధతి,मूलभूत प्रवेश पद्धत
ప్రాథమిక బైనరీ లోడర్,मूलभूत बायनरी लोडर
ప్రాథమిక కోడ్,मूलभूत कोड
ప్రాథమిక కోడింగ్,मूलभूत कोडिंग
ప్రాథమిక ప్రత్యక్ష ప్రాప్యత పద్ధతి,मूलभूत थेट प्रवेश पद्धत
ప్రాథమిక మార్పిడి  ఫార్మాట్,मूलभूत विनिमय  स्वरूप
ప్రాథమిక బాహ్య  ఫంక్షన్,मूलभूत बाह्य  कार्य
ప్రాథమిక ఇన్పుట్/అవుట్పుట్,मूलभूत इनपुट/आउटपुट
ప్రాథమిక సూచన,मूलभूत सूचना
ప్రాథమిక అనుసంధానం,मूलभूत दुवा
ప్రాథమిక లూపింగ్,मूलभूत लूपिंग
ప్రాథమిక మాతృక,मूलभूत मॅट्रिक्स
ప్రాథమిక మాతృక సూచన,मूलभूत मॅट्रिक्स सूचना
ప్రాథమిక నిజమైన స్థిరాంకం,मूलभूत वास्तविक स्थिर
ప్రాథమిక సీక్వెన్షియల్ యాక్సెస్ పద్ధతి,मूलभूत अनुक्रमिक प्रवेश पद्धत
ప్రాథమిక సేవ,मूलभूत सेवा
ప్రాథమిక సబ్‌స్క్రిప్ట్,मूलभूत सबस्क्रिप्ट
ప్రాథమిక సిస్టమ్ సూచన,मूलभूत सिस्टम सूचना
ప్రాథమిక టెలికమ్యూనికేషన్స్ యాక్సెస్ పద్ధతి,मूलभूत दूरसंचार प्रवेश पद्धत
ప్రాథమిక బరువు,मूलभूत वजन
బ్యాచ్,बॅच
బ్యాచ్ కంట్రోల్ రికార్డ్,बॅच नियंत्रण रेकॉर्ड
బ్యాచ్డ్ కమ్యూనికేషన్,बॅचेड कम्युनिकेशन
బ్యాచ్ చేసిన ఉద్యోగం,बॅच केलेले जॉब
బ్యాచ్ హెడర్ డాక్యుమెంట్,बॅच शीर्षलेख दस्तऐवज
బ్యాచింగ్,बॅचिंग
బ్యాచ్ ఆపరేటింగ్ సిస్టమ్,बॅच ऑपरेटिंग सिस्टम
బ్యాచ్ విభజన,बॅच विभाजन
బ్యాచ్ స్థానం,बॅच स्थिती
బ్యాచ్ ప్రాసెసింగ్,बॅच प्रक्रिया
బ్యాచ్ ప్రాంతం,बॅच प्रदेश
బ్యాచ్ సెషన్,बॅच सत्र
బ్యాచ్ టెర్మినల్,बॅच टर्मिनल
బ్యాచ్ టికెట్,बॅच तिकिट
బ్యాచ్ మొత్తం,बॅच एकूण
బ్యాచ్ లావాదేవీ ఫైల్,बॅच ट्रान्झॅक्शन फाइल
బాటెన్ సిస్టమ్ (= కార్డోనియర్ సిస్టమ్ = పీక్-ఎ-- బూ సిస్టమ్),बॅटन सिस्टम (= कॉर्डनोनिअर सिस्टम = पीक-ए-बू सिस्टम)
బాడ్,बॉड
బౌడోట్ కోడ్,बाउडोट कोड
బాడ్ కోడ్,बॉड कोड
బాడ్ రేటు,बाउड रेट
పూస,मणी
బీమ్ డిఫ్లెక్షన్,बीम विक्षेपण
బీమ్ స్టోర్,बीम स्टोअर
బీమ్విడ్త్ (= ఎపర్చరు కోణం),बीमविड्थ (= अपर्चर कोन)
బీట్,बीट
ప్రారంభించండి,सुरू
ప్రారంభించండి బ్లాక్,ब्लॉक सुरू करा
ఫైల్ లేబుల్ ప్రారంభం,फाईल लेबलची सुरूवात
సమాచార మార్కర్ ప్రారంభం,माहिती मार्करची सुरूवात
టేప్ మార్క్ ప్రారంభం,टेप मार्कची सुरूवात
వాల్యూమ్ లేబుల్ ప్రారంభం,व्हॉल्यूम लेबलची सुरुवात
బెల్ క్యారెక్టర్,घंटा वर्ण
బెల్ఫాస్ట్,बेलफास्ट
బెంచ్ మార్క్,बेंच मार्क
బెంచ్ మార్క్ దినచర్య,बेंचमार्क रूटीन
బెంచ్ మార్క్ పరీక్ష,बेंचमार्क चाचणी
బయాస్,पूर्वाग्रह
బయాస్ వక్రీకరణ,पूर्वाग्रह विकृती
బయాస్ టెస్టింగ్,पूर्वाग्रह चाचणी
గ్రంథ పట్టిక,ग्रंथसूची
బికండిషనల్ ఆపరేషన్ (= సమానత్వం  ఆపరేషన్),द्वैवार्षिक ऑपरेशन (= समतुल्य  ऑपरेशन)
బైకొనెక్ట్ గ్రాఫ్,बायिकॉन्टेड आलेख
బిడ్,बिड
ద్వి దిశాత్మక బస్సు,द्विदिशात्मक बस
ద్వి దిశాత్మక ప్రవాహం,द्विदिशात्मक प्रवाह
ద్వి దిశాత్మక ముద్రణ,द्विभाषिक मुद्रण
విభజన,विभाजन
బైనరీ,बायनरी
బైనరీ ఉజ్జాయింపు,बायनरी अंदाजे
బైనరీ అంకగణిత ఆపరేషన్,बायनरी अंकगणित ऑपरेशन
బైనరీ కార్డు,बायनरी कार्ड
బైనరీ సెల్,बायनरी सेल
బైనరీ గొలుసు,बायनरी साखळी
బైనరీ ఎంపిక,बायनरी निवड
బైనరీ ఛాయిస్ మోడల్,बायनरी निवड मॉडेल
బైనరీ చాప్ (= డైకోట్మైజింగ్ శోధన),बायनरी चॉप (= डिकॉटमायझिंग शोध)
బైనరీ కోడ్,बायनरी कोड
బైనరీ కోడెడ్ అక్షరం,बायनरी कोडेड कॅरेक्टर
బైనరీ కోడెడ్ దశాంశం,बायनरी कोडित दशांश
బైనరీ కోడెడ్ దశాంశ కోడ్,बायनरी कोडित दशांश कोड
బైనరీ కోడెడ్ దశాంశ ఇంటర్‌చేంజ్ కోడ్,बायनरी कोडित दशांश इंटरचेंज कोड
బైనరీ కోడెడ్ దశాంశ ప్రాతినిధ్యం,बायनरी कोड केलेले दशांश प्रतिनिधित्व
బైనరీ కోడెడ్ దశాంశ వ్యవస్థ,बायनरी कोडेड दशांश प्रणाली
బైనరీ-కోడెడ్ దశాంశానికి దశాంశ కన్వర్టర్,बायनरी-कोडित दशांश ते दशांश कनव्हर्टर
బైనరీ కోడెడ్ అంకె,बायनरी कोडेड अंक
బైనరీ కోడెడ్ సంజ్ఞామానం,बायनरी कोडेड नोटेशन
బైనరీకోడింగ్,बायनरीकोडिंग
బైనరీ కంట్రోల్ ఆక్టల్,बायनरी कंट्रोल ऑक्टल
బైనరీ మార్పిడి,बायनरी रूपांतरण
బైనరీ కౌంటర్,बायनरी काउंटर
బైనరీ అంకె,बायनरी अंक
బైనరీ అంకె పాత్ర,बायनरी डिजिट कॅरेक्टर
బైనరీ ఎలిమెంట్,बायनरी घटक
బైనరీ ఎలిమెంట్ స్ట్రింగ్,बायनरी एलिमेंट स्ट्रिंग
బైనరీ హాఫ్ యాడ్డర్,बायनरी हाफ एडीडर
బైనరీ పెరుగుతున్న ప్రాతినిధ్యం,बायनरी वाढीव प्रतिनिधित्व
బైనరీ లోడర్,बायनरी लोडर
బైనరీ లాజిక్ నెట్‌వర్క్,बायनरी लॉजिक नेटवर्क
బైనరీ సంజ్ఞామానం,बायनरी नोटेशन
బైనరీ సంఖ్య,बायनरी नंबर
బైనరీ సంఖ్య వ్యవస్థ,बायनरी नंबर सिस्टम
బైనరీ సంఖ్య,बायनरी अंक
బైనరీ సంఖ్యా వ్యవస్థ,बायनरी अंक प्रणाली
బైనరీ ఆపరేషన్ కోడ్,बायनरी ऑपरेशन कोड
బైనరీ ఆపరేటర్,बायनरी ऑपरेटर
బైనరీ జత,बायनरी जोडी
బైనరీ పిక్చర్ డేటా,बायनरी चित्र डेटा
బైనరీ పాయింట్,बायनरी पॉईंट
బైనరీ ప్రోగ్రామ్,बायनरी प्रोग्राम
బైనరీ సంబంధం,बायनरी रिलेशन
బైనరీ శోధన,बायनरी शोध
బైనరీ శోధన అల్గోరిథం,बायनरी शोध अल्गोरिदम
బైనరీ సీరియల్ సిగ్నలింగ్ రేటు,बायनरी सिरियल सिग्नलिंग दर
బైనరీ సిమెట్రిక్ ఛానల్,बायनरी सममितीय चॅनेल
బైనరీ సింక్రోనస్ కమ్యూనికేషన్,बायनरी सिंक्रोनस कम्युनिकेशन
బైనరీ సింక్రోనస్ ట్రాన్స్మిషన్,बायनरी सिंक्रोनस ट्रान्समिशन
బైనరీ చెట్టు,बायनरी ट्री
బంధం,बंधन
బైండర్ గ్రూప్,बाईंडर ग्रुप
బైండర్-హోల్ కార్డ్,बाईंडर-होल कार्ड
బైండింగ్,बंधनकारक
బైండింగ్ సమయం,बंधनकारक वेळ
బయోమెడికల్ కంప్యూటింగ్,बायोमेडिकल संगणन
బయోమెడికల్ ప్రోగ్రామ్,बायोमेडिकल प्रोग्राम
బయోనిక్స్,बायोनिक्स
బైపార్టైట్ గ్రాఫ్,द्विपक्षीय आलेख
ద్వైపాక్షిక చెట్టు,द्विपक्षीय वृक्ष
బైపోలార్,द्विध्रुवीय
బైపోలార్ మెమరీ,द्विध्रुवीय मेमरी
బైపోలార్ ట్రాన్స్మిషన్ (= ధ్రువ ప్రసారం),द्विध्रुवीय प्रसारण (= ध्रुवीय प्रसारण)
బిక్వరీ కోడ్,बीक्विनरी कोड
పుట్టిన మరణ ప్రక్రియ,जन्म-मृत्यू प्रक्रिया
బైసెక్షన్ అల్గోరిథం,दुभाजक अल्गोरिदम
బిస్టేబుల్,बिस्टेबल
బిస్టేబుల్ సర్క్యూట్,बिस्टेबल सर्किट
బిస్టేబుల్ పరికరం,बिस्टेबल डिव्हाइस
బిస్టేబుల్ మల్టీవిబ్రేటర్,बिस्टेबल मल्टीव्हिब्रेटर
బిస్టేబుల్ ట్రిగ్గర్ సర్క్యూట్ (= బిస్టేబుల్ సర్క్యూట్),बिस्टेबल ट्रिगर सर्किट (= बिस्टेबल सर्किट)
బిసిన్క్రోనస్,बिसिंक्रोनस
బిట్,बिट
బిట్ బమ్మింగ్,बिट बमिंग
బిట్ సాంద్రత,बिट घनता
బిట్ ఇన్స్ట్రక్షన్,बिट सूचना
బిట్ స్థానం,बिट स्थान
బిట్ సమాంతరంగా,बिट समांतर
బిట్ నమూనా,बिट नमुना
బిట్ స్థానం,बिट स्थिती
బిట్ రేటు,बिट रेट
బిట్ సీరియల్,बिट सीरियल
బిట్ స్లైస్,बिट स्लाइस
బిట్ స్లైస్ మైక్రోప్రాసెసర్,बिट स्लाइस मायक्रोप्रोसेसर
బిట్ స్లైసింగ్ ప్రాసెసర్,बिट स्लाइंग प्रोसेसर
సెకనుకు బిట్స్,प्रति सेकंद बिट्स
బిట్ నిల్వ,बिट स्टोरेज
బిట్ స్ట్రింగ్,बिट स्ट्रिंग
బిట్ స్ట్రింగ్ ఆపరేటర్,बिट स्ट्रिंग ऑपरेटर
బిట్ ట్రాక్,बिट ट्रॅक
బివారియేట్ రిగ్రెషన్ విశ్లేషణ,द्विपक्षीय रीग्रेशन विश्लेषण
బ్లాక్ రికార్డింగ్,काळा रेकॉर्डिंग
ఖాళీ,रिक्त
ఖాళీ పాత్ర,रिक्त वर्ण
ఖాళీ కాయిల్,रिक्त कॉइल
ఖాళీ సాధారణం,रिक्त सामान्य
ఖాళీ ప్రతిష్టుడు,रिक्त हटवा
ఖాళీ డిస్కెట్,रिक्त डिस्केट
బ్లాంకింగ్,ब्लँकिंग
ఖాళీ సూచన,रिक्त सूचना
పేలుడు,ब्लास्ट
రక్తస్రావం,रक्तस्त्राव
బ్లైండ్,आंधळे
బ్లైండ్ కీ బోర్డు,ब्लाइंड की बोर्ड
బి-లైన్ (= ఇండెక్స్ రిజిస్టర్),बी-लाइन (= इंडेक्स रजिस्टर)
బ్లింకింగ్,डोळे मिचकावणे
బ్లిప్ లెక్కింపు,ब्लिप मोजणी
బ్లిప్ (= డాక్యుమెంట్ మార్క్),ब्लिप (= दस्तऐवज चिन्ह)
బ్లిస్ వర్గీకరణ,आनंद वर्गीकरण
బ్లాక్,ब्लॉक
బ్లాక్ బాడీ,शरीर ब्लॉक करा
బ్లాక్ క్యారెక్టర్‌ను బ్లాక్ చేయండి,ब्लॉक रद्द वर्ण
బ్లాక్ చెక్,ब्लॉक चेक
బ్లాక్ చెక్ అక్షరం,ब्लॉक चेक कॅरेक्टर
బ్లాక్ చెక్ విధానం,ब्लॉक तपासणी प्रक्रिया
బ్లాక్ నియంత్రణ,ब्लॉक नियंत्रण
బ్లాక్ కంట్రోల్ హెడర్,ब्लॉक कंट्रोल हेडर
బ్లాక్ కంట్రోల్ యూనిట్,ब्लॉक कंट्रोल युनिट
బ్లాక్ కాపీ,ब्लॉक कॉपी
బ్లాక్ రేఖాచిత్రం,ब्लॉक आकृती
బ్లాక్ చేసిన ఫైల్,अवरोधित फाइल
బ్లాక్ లోపం రేటు,ब्लॉक त्रुटी दर
బ్లాకెట్,ब्लॉकेट
బ్లాక్ గ్యాప్ (= ఇంటర్ బ్లాక్ గ్యాప్,ब्लॉक गॅप (= इंटर ब्लॉक गॅप
బ్లాక్ హెడ్,ब्लॉक हेड
బ్లాక్ హెడర్,ब्लॉक शीर्षलेख
బ్లాక్ హెడింగ్ స్టేట్మెంట్,ब्लॉक हेडिंग स्टेटमेंट
బ్లాక్ విస్మరించండి అక్షరాన్ని విస్మరించండి (= బ్లాక్ రద్దు చేయండి  అక్షరాలు,ब्लॉक दुर्लक्ष करा वर्ण (= ब्लॉक रद्द करा)  वर्ण)
నిరోధించడం,अवरोधित करणे
నిరోధించే కారకం,ब्लॉकिंग फॅक्टर
రికార్డులను నిరోధించడం (= రికార్డుల సమూహం),रेकॉर्ड अवरोधित करणे (= रेकॉर्डचे गटबद्ध करणे)
బ్లాక్ పొడవు,ब्लॉक लांबी
బ్లాక్ జాబితా,ब्लॉक यादी
బ్లాక్ కదలిక,ब्लॉक चळवळ
మల్టీప్లెక్సర్ ఛానెల్‌ను బ్లాక్ చేయండి,ब्लॉक मल्टीप्लेक्सर चॅनेल
మల్టీప్లెక్సర్ మోడ్‌ను బ్లాక్ చేయండి,ब्लॉक मल्टीप्लेक्सर मोड
బ్లాక్ పారిటీ సిస్టమ్,पॅरिटी सिस्टम ब्लॉक करा
బ్లాక్ ఉపసర్గ,ब्लॉक उपसर्ग
బ్లాక్ రికార్డ్,ब्लॉक रेकॉर्ड
బ్లాక్ వేరు,ब्लॉक विभक्त
బ్లాక్ విభజన,ब्लॉक विभाजन
బ్లాక్ పరిమాణం,ब्लॉक आकार
బ్లాక్ సార్ట్,ब्लॉक क्रमवारी
బ్లాక్ నిర్మాణం,ब्लॉक रचना
నిర్మాణాత్మక భాషను బ్లాక్ చేయండి,संरचित भाषा ब्लॉक करा
బ్లాక్ సింక్రొనైజేషన్,ब्लॉक सिंक्रोनाइझेशन
బ్లాక్ బదిలీ,ब्लॉक ट्रान्सफर
బ్లాక్ బదిలీ ఫంక్షన్,ब्लॉक ट्रान्सफर फंक्शन
బ్లో,फटका
తిరిగి బ్లో,परत उडवा
బ్లోయింగ్,शिट्टी
బ్లూ రిబ్బన్ ప్రోగ్రామ్,निळा रिबन प्रोग्राम
బోల్డ్ ముఖం,ठळक चेहरा
పుస్తకం,पुस्तक
పుస్తక సందేశం,पुस्तक संदेश
బూలియన్ పూర్తి,बुलियन पूरक
బూలియన్ కనెక్టివ్,बुलियन कनेक्टिव्ह
బూలియన్ డేటా రకం,बुलियन डेटा प्रकार
బూలియన్ ఫంక్షన్,बुलियन फंक्शन
బూలియన్ ఆపరేషన్,बुलियन ऑपरेशन
బూలియన్ ఆపరేషన్ టేబుల్,बुलियन ऑपरेशन टेबल
బూలియన్ ఆపరేటర్,बुलियन ऑपरेटर
బూట్లెగ్ ప్రోగ్రామ్,बूटलेग प्रोग्राम
బూట్ పట్టీ లోడర్,बूट स्ट्रॅप लोडर
బూట్ పట్టీ మెమరీ,बूट स्ट्रॅप मेमरी
బూట్ స్ట్రాపింగ్,बूट स्ट्रॅपिंग
బూట్ స్ట్రాపింగ్ అనలాగ్ కంప్యూటర్,बूट स्ट्रॅपिंग एनालॉग संगणक
బూట్ స్ట్రాపింగ్ లాంగ్వేజ్ ప్రాసెసర్,बूट स्ट्रॅपिंग भाषा प्रोसेसर
రుణం,कर्ज घ्या
అంకెను తీసుకోండి,कर्ज घ्या
బోథ్వే కమ్యూనికేషన్,संचार
బోథ్వే ఆపరేషన్,संचालन
బాటమ్-అప్ పద్ధతి (= తగ్గింపు పద్ధతి),तळ-अप पद्धत (= कपात पद्धत)
బౌన్స్,बाउन्सिंग
బౌండ్,बंधनकारक
సరిహద్దు,सीमा
సరిహద్దు అమరిక,सीमा संरेखन
సరిహద్దు పరీక్ష,सीमा चाचणी
బిజీగా ఉన్న గంట,व्यस्त तास बाउंडिंग
బౌండ్స్ రిజిస్టర్,सीमा नोंदणी
శాఖ,शाखा
బ్రాంచ్ మరియు బౌండ్ పద్ధతి,शाखा आणि बाउंड पद्धत
బ్రాంచ్ కేబుల్,शाखा केबल
శాఖ,शाखा
బ్రాంచింగ్ నెట్‌వర్క్,शाखा नेटवर्क
బ్రాంచ్ ఇన్స్ట్రక్షన్,शाखा सूचना
బ్రాంచ్ పాయింట్,शाखा बिंदू
బ్రాంచ్ ప్రాసెసింగ్,शाखा प्रक्रिया
బ్రాంచ్ టేబుల్,शाखा टेबल
విరామం,ब्रेक
బ్రేక్ కీ,ब्रेक की
బ్రేక్ పాయింట్,ब्रेक पॉईंट
బ్రేక్ పాయింట్ హాల్ట్,ब्रेक पॉईंट हॉल्ट
బ్రేక్ పాయింట్ సూచన,ब्रेक पॉईंट सूचना
బ్రేక్ పాయింట్ స్విచ్,ब्रेक पॉईंट स्विच
బ్రేక్ సీక్వెన్స్,ब्रेक सीक्वेन्स
వంతెన ట్యాప్,ब्रिज टॅप
బ్రిడ్జ్‌వేర్,ब्रिजवेअर
బ్రిడ్జింగ్,ब्रिजिंग
ప్రకాశం నిష్పత్తి,ब्राइटनेस रेशो
బ్రాడ్ బ్యాండ్,ब्रॉड बँड
ప్రసార మోడ్,प्रसारण मोड
ప్రసార ఉపగ్రహం,प्रसारण उपग्रह
బ్రస్సెల్స్ వర్గీకరణ వ్యవస్థ,ब्रुसेल्स वर्गीकरण प्रणाली
బ్రూట్-ఫోర్స్ విధానం,क्रूर-शक्ती दृष्टीकोन
బి-ట్రీ,बी-ट्री
బబుల్ మెమరీ,बबल मेमरी
బబుల్ సార్ట్,बबल क्रमवारी
బకెట్,बादली
బఫర్,बफर
బఫర్ ఛానెల్,बफर चॅनेल
బఫర్డ్ యాంప్లిఫైయర్,बफरर्ड एम्पलीफायर
బఫర్డ్ కంప్యూటర్,बफर संगणक
బఫర్డ్ పరికరం,बफर डिव्हाइस
బఫర్డ్ ఇన్పుట్,बफर इनपुट
బఫర్డ్ సందేశం,बफर संदेश
బఫరింగ్,बफरिंग
బఫర్ I/O పరికరం,बफर I/O डिव्हाइस
బఫర్ నిర్వహణ,बफर व्यवस्थापन
బఫర్ అవుట్పుట్,बफर आउटपुट
బఫర్ ప్యాడ్ పాత్ర,बफर पॅड वर्ण
బఫర్ పూల్,बफर पूल
బఫర్ పూలింగ్,बफर पूलिंग
బఫర్ రిజిస్టర్,बफर रजिस्टर
బఫర్ నిల్వ,बफर स्टोरेज
బఫర్ స్టోర్,बफर स्टोअर
బగ్,किडा
బగ్గీ,बग्गी
అంతర్నిర్మిత ఫంక్షన్,अंगभूत कार्य
అంతర్నిర్మిత విధానం,अंगभूत प्रक्रिया
పేలుడు మోడ్,ब्रेस्ट मोड
పేలుడు ప్రసారం,ब्रेस्ट ट्रान्समिशन
బస్సు,बस
బస్ బార్,बस बार
బస్ కంట్రోలర్,बस नियंत्रक
బస్సు డ్రైవర్,बस चालक
బస్ ఎక్స్‌టెండర్,बस विस्तारक
వ్యాపార డేటా ప్రాసెసింగ్,व्यवसाय डेटा प्रक्रिया
వ్యాపార సమాచార వ్యవస్థ,व्यवसाय माहिती प्रणाली
వ్యాపార యంత్రం,व्यवसाय मशीन
బిజినెస్ మెషిన్ క్లాకింగ్,व्यवसाय मशीन क्लॉकिंग
వ్యాపార ప్రణాళిక భాష,व्यवसाय नियोजन भाषा
వ్యాపార సేవ,व्यवसाय सेवा
బస్బ్యాక్,बसबॅक
బస్సు ముగింపు,बस समाप्ती
బస్ సామాను,बस वेअर
బస్ వైర్,बस वायर
బిజీ గంట,व्यस्त तास
బిజీ సిగ్నల్,व्यस्त सिग्नल
బిజీ టోన్,व्यस्त टोन
బైపాస్ విధానం,बायपास प्रक्रिया
ఉప ఉత్పత్తి,उप -उत्पादन
బైట్,बाइट
