English,Tamil
Single flemish blood,ஒற்றை சதை இரத்தம்
Single grained structure,ஒற்றை தானிய அமைப்பு
Skeletal soil,எலும்பு மண்
Skirting,பாவாடை
Sleeper wall,ஸ்லீப்பர் சுவர்
Side gutter,பக்கவாட்டு சாக்கடை
Slide rule,ஸ்லைடு விதி
Slip dock,ஸ்லிப் டாக்
Smoniza,ஸ்மோனிசா
Soaking,ஊறவைத்தல்
Soil association,மண் சங்கம்
Soil class,மண் வகுப்பு
Soil complex,மண் வளாகம்
Soil consistency,மண் நிலைத்தன்மை
Soil family,மண் குடும்பம்
Soil frame work,மண் சட்ட வேலை
Soil moisture,மண்ணின் ஈரப்பதம்
Soil moisture accretion,மண்ணின் ஈரப்பதம் பெருக்கம்
Soil moisture deficit,மண்ணின் ஈரப்பதம் குறைபாடு
Soil morphology,மண் உருவவியல்
Soil particle,மண் துகள்
Soil phase,மண் கட்டம்
Soil profile,மண் விவரக்குறிப்பு
Soil reaction,மண் எதிர்வினை
Soil separates,மண் பிரிகிறது
Soil series,மண் தொடர்
Soil solution,மண் தீர்வு
Soil structure,மண் அமைப்பு
Soil texture,மண் அமைப்பு
Soil type,மண் வகை
Solum,சோலம்
Sorption,சோர்ப்ஷன்
Spalls,ஸ்பால்கள்
Specific ion effect,குறிப்பிட்ட அயனி விளைவு
Squared coursed rubble masonry,சதுர வடிவ இடிபாடுகள்
Squared regular coursed rubble masonry,ஸ்கொயர் ரெகுலர் கோர்ஸ்டு இடிந்த கல் கொத்து
Steady flow,நிலையான ஓட்டம்
Stepped flashing,மிளிரும் படி
Stickiness,ஒட்டும் தன்மை
Sticking point,ஒட்டும் புள்ளி
Stone,கல்
Slop hand moulding,ஸ்லோப் கை மோல்டிங்
Strap hinge,பட்டா கீல்
Straw board,வைக்கோல் பலகை
Stream,ஸ்ட்ரீம்
Stress,மன அழுத்தம்
Stretcher,நீட்டுபவர்
Stretcher bond,ஸ்ட்ரெச்சர் பிணைப்பு
Stretcher course,ஸ்ட்ரெச்சர் படிப்பு
String,லேசான கயிறு
String course,சரம் பாடநெறி
Structure factor,கட்டமைப்பு காரணி
Structure index,கட்டமைப்பு குறியீடு
Stucco,ஸ்டக்கோ
Stud,வீரியமான
Stylobate,ஸ்டைலோபேட்
Sub soil,துணை மண்
Sub structure,துணை அமைப்பு
Summation curve,கூட்டுத்தொகை வளைவு
Sun mica,சன் மைக்கா
Super structure,சூப்பர் கட்டமைப்பு
Surveyor,நிலமளப்போர்
S-value,எஸ்-மதிப்பு
Swag,அங்கும் இங்கும் அசை
Swan neck,ஸ்வான் கழுத்து
Tabernacle,கூடாரம்
Table hand moulding,மேஜை கை மோல்டிங்
Tanking,டேங்கிங்
Tempietto,டெம்பீட்டோ
Tempering,வெப்பநிலை மாற்றம்
Template,டெம்ப்ளேட்
Template,டெம்ப்ளேட்
Tepidarium,டெபிடேரியம்
Terracotta,டெரகோட்டா
Terra rosa,டெர்ரா ரோசா
Terrazzo,டெர்ராஸோ
Tetra style,டெட்ரா பாணி
Threshold limit value,வரம்பு வரம்பு மதிப்பு
Throat,தொண்டை
Through stone,கல் மூலம்
Tidal basin,டைடல் பேசின்
Tie bar,டை பார்
Tie beam,கற்றை கட்டவும்
Tie rod,டை ராட்
Tirs,Tirs
Tolerance,சகிப்புத்தன்மை
Toothing,பல்வலி
Top soil or surface soil,மேல் மண் அல்லது மேற்பரப்பு மண்
Total porosity,மொத்த போரோசிட்டி
Tracery,டிரேசரி
Train resistance,ரயில் எதிர்ப்பு
Transept,இடமாற்றம்
Transitional soil,இடைநிலை மண்
Transom,டிரான்ஸ்சம்
Transport soil,போக்குவரத்து மண்
Tributary,துணை நதி
Triforium,டிரிஃபோரியம்
Triglyph,ட்ரைகிளிஃப்
Truncated soil,துண்டிக்கப்பட்ட மண்
Turbulent flow,கொந்தளிப்பான ஓட்டம்
Turret,சிறு கோபுரம்
Tympar num,டைம்பார் எண்
Ultimate bearing capacity,இறுதி தாங்கும் திறன்
Ultimate ph,அல்டிமேட் பிஎச்
Uncoursed random rubble masonry,ஒழுங்கற்ற சீரற்ற இடிந்த கொத்து
Uncoursed squared rubble masonry,கட்டமைக்கப்படாத சதுர இடிபாடுகள்
Undercroft,அண்டர்கிராஃப்ட்
Unfilled porosity,நிரப்பப்படாத போரோசிட்டி
Uniform flow,சீரான ஓட்டம்
Unit frame type scaffold,அலகு சட்ட வகை சாரக்கட்டு
Unproductive work,பயனற்ற வேலை
Unsaturated soil,நிறைவுறா மண்
Unsteady flow,நிலையற்ற ஓட்டம்
Upper plastic limit,மேல் பிளாஸ்டிக் வரம்பு
Valley gutter,பள்ளத்தாக்கு சாக்கடை
Vault,வால்ட்
Vetarium,வெட்டாரியம்
Ventilation,காற்றோட்டம்
Ventilator,மறுபடியும்
Veramdah,வெரம்தா
Vestibule,வேஸ்டிபுல்
Villa,வில்லா
