Malayalam,Punjabi
ഫിഷർ ലൂപ്പ് ടെസ്റ്റ്,ਫਿਸ਼ਰ ਲੂਪ ਟੈਸਟ
സ്ഥിരമായ,ਸਥਿਰ
നിശ്ചിത അറ്റൻവേറ്റർ,ਸਥਿਰ attenuator
നിശ്ചിത ഓറിയന്റേഷൻ,ਸਥਿਰ ਸਥਿਤੀ
നിശ്ചിത കാൽക്കുലേറ്റർ,ਸਥਿਰ ਕੈਲਕੁਲੇਟਰ
നിശ്ചിത പ്രദേശം,ਸਥਿਰ ਖੇਤਰ
അസൈൻമെന്റ് മെഷീൻ,ਅਸਾਈਨਮੈਂਟ ਮਸ਼ੀਨ
നിശ്ചിത സമയ കൺട്രോളർ,ਨਿਸ਼ਚਿਤ ਸਮਾਂ ਕੰਟਰੋਲਰ
പതാക,ਝੰਡਾ
ഫ്ലേഞ്ച്,flange
ഫ്ലാപ്പ് അറ്റൻവേറ്റർ,ਫਲੈਪ attenuator
തിളക്കം,ਚਮਕਦਾਰ
തെളിച്ചം കൺവെർട്ടർ,ਚਮਕ ਕਨਵਰਟਰ
തിളക്കം,ਗਲੋ
ഫ്ലാറ്റ് ഫ്ലോർ സ്കാനിംഗ്,ਫਲੈਟ ਫਲੋਰ ਸਕੈਨਿੰਗ
ഫ്ലാറ്റ് കോയിൽ,ਫਲੈਟ ਕੋਇਲ
ഫ്ലാറ്റ് ഫയൽ,ਫਲੈਟ ਫਾਇਲ
ഫ്ലാറ്റ് ഫിൽട്ടർ,ਫਲੈਟ ਫਿਲਟਰ
ഫ്ലാറ്റ് പായ്ക്ക്,ਫਲੈਟ ਪੈਕ
ഫ്ലാറ്റ് റിബൺ കേബിൾ,ਫਲੈਟ ਰਿਬਨ ਕੇਬਲ
ഫ്ലാറ്റ് ടോപ്പ് സാമ്പിൾ,ਫਲੈਟ ਚੋਟੀ ਦਾ ਨਮੂਨਾ
എഫ്-ലെയർ,F-ਪਰਤ
എഫ്-പാളി അയണോസ്ഫിയർ,F-ਲੇਅਰ ਆਇਨੋਸਫੀਅਰ
ഫ്ലെമിംഗ്,ਫਲੇਮਿੰਗ
ഫ്ലെമിംഗും ക്ലിന്റൺ വ്യതിചലന രീതിയും,ਫਲੇਮਿੰਗ ਅਤੇ ਕਲਿੰਟਨ ਡਾਇਵਰਜੈਂਸ ਵਿਧੀ
ഫ്ലട്ടർ,ਉੱਡਣਾ
ഫ്ലട്ടർ ശബ്ദം,ਵਹਿਣ ਦਾ ਸ਼ੋਰ
ഫ്ലട്ടർ ഫോട്ടോമീറ്റർ,ਫਲਟਰ ਫੋਟੋਮੀਟਰ
ഫ്ലിപ്പ് ഫ്ലോപ്പ്,ਫਲਿਪ ਫਲਾਪ
ഫ്ലിപ്പ് ഫ്ലോപ്പ് അസിൻക്രണസ് നിക്ഷേപം,ਫਲਿੱਪ ਫਲਾਪ ਅਸਿੰਕਰੋਨਸ ਨਿਵੇਸ਼
ഫ്ലിപ്പ് ഫ്ലോപ്പ് സ്വഭാവസവിശേഷതകൾ,ਫਲਿੱਪ ਫਲਾਪ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
ഫ്ലിപ്പ് ഫ്ലോപ്പ് കോൾ സിഗ്നൽ,ਫਲਿੱਪ ਫਲਾਪ ਕਾਲ ਸਿਗਨਲ
ഫ്ലിപ്പ് ഫ്ലോപ്പ് ടൈംലൈൻ,ਫਲਿੱਪ ਫਲਾਪ ਟਾਈਮਲਾਈਨ
ഫ്ലിപ്പ് ഫ്ലോപ്പ് കോർ-ട്രിഗർ ചെയ്തു,ਫਲਿੱਪ ਫਲਾਪ ਕੋਰ-ਟਰਿੱਗਰ ਕੀਤਾ ਗਿਆ
ഫ്ലിപ്പ് ഫ്ലോപ്പ് jK ട്രിഗർ,ਫਲਿੱਪ ਫਲਾਪ jK ਟ੍ਰਿਗਰ
ഫ്ലിപ്പ് ഫ്ലോപ്പ് ലാച്ച്,ਫਲਿੱਪ ਫਲਾਪ ਕੁੰਡੀ
ഫ്ലിപ്പ് ഫ്ലോപ്പ് മാസ്റ്റർ-സ്ലേവ്,ਫਲਿੱਪ ਫਲਾਪ ਮਾਸਟਰ-ਸੇਵ
ഫ്ലിപ്പ് ഫ്ലോപ്പ് RS,ਫਲਿੱਪ ਫਲਾਪ RS
ഫ്ലിപ്പ് ഫ്ലോപ്പ് സ്റ്റാർട്ടപ്പ് റീസ്റ്റാർട്ട് സെറ്റ് റീസെറ്റ് (SR),ਫਲਿੱਪ ਫਲਾਪ ਸਟਾਰਟਅੱਪ ਰੀਸਟਾਰਟ ਸੈੱਟ ਰੀਸੈਟ (SR)
ഫ്ലിപ്പ് ഫ്ലോപ്പ് സിൻക്രണസ് നിക്ഷേപം,ਫਲਿੱਪ ਫਲਾਪ ਸਮਕਾਲੀ ਨਿਵੇਸ਼
ഫ്ലോട്ടേഷൻ ചാർജ്,ਫਲੋਟੇਸ਼ਨ ਚਾਰਜ
ഫ്ലോട്ട് രൂപീകരണം,ਫਲੋਟ ਗਠਨ
ഫ്ലോട്ടിംഗ് ഗേറ്റ്,ਫਲੋਟਿੰਗ ਗੇਟ
വിഭജനം,ਵੰਡਣਾ
ബന്ധമില്ലാത്ത ലോഡ്,ਅਣ-ਕੁਨੈਕਟਿਡ ਲੋਡ
ബന്ധമില്ലാത്ത ഉറവിടം,ਗੈਰ-ਸੰਬੰਧਿਤ ਸਰੋਤ
പൂർണ്ണ പ്രകാശം,ਪੂਰੀ ਰੋਸ਼ਨੀ
ഫ്ലോപ്പി,ਫਲਾਪੀ
ഫ്ലോപ്പി ഡിസ്ക്,ਫਲਾਪੀ ਡਿਸਕ
ഒഴുക്ക്,ਵਹਾਅ
ഫ്ലോ ചാർട്ട്,ਵਹਾਅ ਚਾਰਟ
ഗ്രേഡിയന്റ് ഡയഗ്രം,ਗਰੇਡੀਐਂਟ ਚਿੱਤਰ
ഒഴുക്ക് ദിശ,ਵਹਾਅ ਦੀ ਦਿਸ਼ਾ
ഒഴുക്ക് ലൈൻ,ਵਹਾਅ ਲਾਈਨ
ഫ്ലോമീറ്റർ,ਫਲੋਮੀਟਰ
FLT U2 ഫിൽട്ടർ,FLT U2 ਫਿਲਟਰ
ബഹുവചന ശോഷണ സിദ്ധാന്തം,ਬਹੁਵਚਨ ਡਿਕੈ ਥਿਊਰਮ
ദ്രാവക ഘർഷണം damping,ਤਰਲ ਰਗੜ damping
ദ്രാവക തറ,ਤਰਲ ਮੰਜ਼ਿਲ
ഫ്ലൂറസെൻസ് ഇഫക്റ്റ് ട്യൂബ്,ਫਲੋਰੋਸੈਂਸ ਪ੍ਰਭਾਵ ਟਿਊਬ
ഫ്ലൂറസെന്റ്,ਫਲੋਰੋਸੈਂਟ
ഫ്ലട്ടർ,ਉੱਡਣਾ
ഫ്ലക്സ് സാന്ദ്രത,ਵਹਾਅ ਦੀ ਘਣਤਾ
ഫ്ലക്സ് വാതിൽ മാഗ്നെറ്റോമീറ്റർ,ਪ੍ਰਵਾਹ ਦਰਵਾਜ਼ਾ ਮੈਗਨੇਟੋਮੀਟਰ
ഫ്ലക്സ് ബൈൻഡിംഗ്,ਵਹਾਅ ਬਾਈਡਿੰਗ
"ഫ്ലക്സ് മീറ്റർ, ഫ്ലക്സ് മീറ്റർ","ਫਲਾਕਸ ਮੀਟਰ, ਫਲੈਕਸ ਮੀਟਰ"
ഫ്ലക്സ് സോൾഡർ,ਵਹਾਅ ਸੋਲਡਰ
കൌണ്ടർ പരിക്ക്,ਵਿਰੋਧੀ ਸੱਟ
പ്രതിപ്രവർത്തനം ഉയർന്ന വോൾട്ടേജ്,ਪ੍ਰਤੀਕਰਮ ਉੱਚ ਵੋਲਟੇਜ
എതിർ കറന്റ് ട്രാൻസ്ഫോർമർ,ਉਲਟ ਕਰੰਟ ਟ੍ਰਾਂਸਫਾਰਮਰ
സഞ്ചിത പ്രഭാവം,ਸੰਚਵ ਪ੍ਰਭਾਵ
ഫ്രീക്വൻസി മോഡുലേഷൻ ഡിജിറ്റൽ ഡിറ്റക്ടർ,ਬਾਰੰਬਾਰਤਾ ਮੋਡੂਲੇਸ਼ਨ ਡਿਜੀਟਲ ਡਿਟੈਕਟਰ
ഫ്രീക്വൻസി മോഡുലേഷൻ പീക്ക് ഡിറ്റക്ടർ,ਫ੍ਰੀਕੁਐਂਸੀ ਮੋਡੂਲੇਸ਼ਨ ਪੀਕ ਡਿਟੈਕਟਰ
പൊതിഞ്ഞ മോഡുലേഷൻ ആർട്ട് ചേർത്ത ലൂപ്പ് ഡിറ്റക്ടർ,ਲਿਫਾਫੇ ਵਾਲੀ ਮੋਡੂਲੇਸ਼ਨ ਆਰਟ ਐਡਿਡ ਲੂਪ ਡਿਟੈਕਟਰ
എഫ്.എം വോയ്സ് ഫ്രീക്വൻസി ടെലിഗ്രാഫ്,ਐੱਫ.ਐੱਮ ਆਵਾਜ਼ ਦੀ ਬਾਰੰਬਾਰਤਾ ਟੈਲੀਗ੍ਰਾਫ
ഫോക്കൽ,ਫੋਕਲ
ശ്രദ്ധ കേന്ദ്രീകരിക്കുക,ਫੋਕਸ
ഫോക്കസ് ക്യാമറ,ਫੋਕਸ ਕੈਮਰਾ
ഫോക്കസ് പിശക് ആംപ്ലിഫയർ,ਫੋਕਸ ਐਰਰ ਐਂਪਲੀਫਾਇਰ
ഫോക്കസ് പിക്ചർ ട്യൂബ്,ਫੋਕਸ ਤਸਵੀਰ ਟਿਊਬ
ഫോക്കസ് സെർവോ,ਫੋਕਸ ਸਰਵੋ
ഫോക്കസും ഫോളോ-അപ്പും,ਫੋਕਸ ਅਤੇ ਫਾਲੋ-ਅੱਪ
ഫോക്കസ് ചെയ്ത് ഫോളോ അപ്പ് ബോഡി,ਫੋਕਸ ਕਰੋ ਅਤੇ ਸਰੀਰ ਦੀ ਪਾਲਣਾ ਕਰੋ
ഫോയിൽ-ടൈപ്പ് ഗേജ്,ਫੁਆਇਲ-ਕਿਸਮ ਗੇਜ
ആദ്യത്തെ വിള്ളൽ,ਪਹਿਲੀ ਦਰਾੜ
ഫോൾഡ് ബാക്ക് വോൾട്ടേജ് ലിമിറ്റർ,ਫੋਲਡ ਬੈਕ ਵੋਲਟੇਜ ਲਿਮਿਟਰ
വെളുത്ത വര മൂല്യം,ਸਫੈਦ ਲਾਈਨ ਮੁੱਲ
കറന്റ് ലിമിറ്റർ മടക്കിക്കളയുക,ਮੌਜੂਦਾ ਲਿਮਿਟਰ ਨੂੰ ਪਿੱਛੇ ਮੋੜੋ
മടക്കിയ വാസ്തുവിദ്യ,ਫੋਲਡ ਆਰਕੀਟੈਕਚਰ
മടക്കിയ ദ്വിധ്രുവം,ਫੋਲਡਡ ਡਾਈਪੋਲ
ദ്വിധ്രുവം മടക്കുക,ਫੋਲਡ ਡੋਪੋਲ
മടക്കിയ ഘടകം,ਫੋਲਡ ਐਲੀਮੈਂਟ
പിന്നിലായി,ਪਿੱਛੇ
ഫോണ്ട് ഡിസ്പ്ലേ,ਫੌਂਟ ਡਿਸਪਲੇਅ
ഭക്ഷണം പ്രിന്റ്,ਭੋਜਨ ਪ੍ਰਿੰਟ
ടാബൂ ബാൻഡ്,ਵਰਜਿਤ ਪਹਿਰੇਦਾਰ
വിലക്കപ്പെട്ട ഊർജ്ജ വിടവ്,ਵਰਜਿਤ ਊਰਜਾ ਪਾੜਾ
തടയപ്പെട്ട മേഖല,ਰੋਕਿਆ ਜ਼ੋਨ
ശക്തിയാണ്,ਫੋਰਸ
പ്രൊപ്പൽസീവ് കൺവെർട്ടർ,propulsive ਪਰਿਵਰਤਕ
വിദേശ വസ്തു,ਵਿਦੇਸ਼ੀ ਵਸਤੂ
ഫോം ഘടകം,ਫਾਰਮ ਫੈਕਟਰ
പേജ് പൂരിപ്പിക്കുക,ਪੰਨਾ ਭਰੋ
ഔപചാരിക യുക്തി,ਰਸਮੀ ਤਰਕ
ഫോർമാറ്റ് നമ്പർ,ਫਾਰਮੈਟ ਨੰਬਰ
ഫോർട്രാൻ,fortran
ആകസ്മികമായ രൂപഭേദം,ਅਚਾਨਕ ਵਿਗਾੜ
മുന്നോട്ടുള്ള പക്ഷപാതം,ਅੱਗੇ ਪੱਖਪਾਤ
മുന്നോട്ടുള്ള പക്ഷപാതം,ਅੱਗੇ ਪੱਖਪਾਤ
ഫോർവേഡ് ബയസ് ജോയിന്റ്,ਅੱਗੇ ਪੱਖਪਾਤ ਸੰਯੁਕਤ
മുന്നോട്ട് തടയുന്ന അവസ്ഥ,ਅੱਗੇ ਬਲਾਕਿੰਗ ਰਾਜ
ഫോർവേഡ് ബ്രേക്ക് വോൾട്ടേജ്,ਅੱਗੇ ਬਰੇਕ ਵੋਲਟੇਜ
മുന്നോട്ട് പിശക് തിരുത്തൽ,ਅੱਗੇ ਗਲਤੀ ਸੁਧਾਰ
ഫ്രണ്ട് ലൂപ്പ് നേട്ടം,ਸਾਹਮਣੇ ਲੂਪ ਲਾਭ
ഫ്രണ്ട് റോഡ് നേട്ടം,ਸਾਹਮਣੇ ਸੜਕ ਲਾਭ
ഫോർവേഡ് പോളാരിറ്റി,ਅੱਗੇ ਧਰੁਵੀਤਾ
മുന്നോട്ട് ചാലകത,ਅੱਗੇ ਚਾਲਕਤਾ
ഫോർവേഡ് ട്രാൻസിറ്റ് സമയം,ਅੱਗੇ ਆਵਾਜਾਈ ਦਾ ਸਮਾਂ
ഫോസ്റ്റർ സില്ലി വിവേകർ,ਫੋਸਟਰ ਸਿਲੀ ਵਿਵੇਕਰ
ക്വാഡ്രപ്പിൾ എൻകോഡിംഗ്,ਚੌਗੁਣਾ ਇੰਕੋਡਿੰਗ
ചതുർഭുജം,quadrupole
ക്വാഡ്രേച്ചർ ഡിജിറ്റൽ ട്രാൻസ്മിഷൻ,ਚਤੁਰਭੁਜ ਡਿਜ਼ੀਟਲ ਸੰਚਾਰ
ചതുർഭുജ ശൃംഖല,ਚਤੁਰਭੁਜ ਨੈੱਟਵਰਕ
ക്വാട്ടർനറി നെറ്റ്വർക്ക്,ਚਤੁਰਭੁਜ ਨੈੱਟਵਰਕ
ക്വാഡ് ട്യൂബ് ക്യാമറ,ਕਵਾਡ ਟਿਊਬ ਕੈਮਰਾ
ഫ്യൂറിയർ ഗുണകം,ਫੁਰੀਅਰ ਗੁਣਾਂਕ
ഫ്യൂറിയർ ഇന്റഗ്രേഷൻ,ਫੁਰੀਅਰ ਏਕੀਕਰਣ
ഫ്യൂറിയർ വിപരീതം,ਫੁਰੀਅਰ ਉਲਟ
നാല് സീരീസ്,ਚਾਰੀਅਰ ਲੜੀ
പകർച്ച,ਸੰਚਾਰ
ഫ്യൂറിയർ ത്രികോണമിതി പരമ്പര,ਫੁਰੀਅਰ ਤ੍ਰਿਕੋਣਮਿਤੀ ਲੜੀ
ഫോറിയർ സിദ്ധാന്തം,ਫੁਰੀਅਰ ਥਿਊਰਮ
നാലിരട്ടി ഉപകരണം,ਚਾਰ ਗੁਣਾ ਜੰਤਰ
ക്വാട്ടർനറി ഡയോഡ്,ਚਤੁਰਭੁਜ ਡਾਇਓਡ
മൊബൈൽ പോയിന്റ് പ്രോസസർ,ਮੋਬਾਈਲ ਪੁਆਇੰਟ ਪ੍ਰੋਸੈਸਰ
ഫ്ലോട്ടിംഗ് പോയിന്റ് യൂണിറ്റ്,ਫਲੋਟਿੰਗ ਪੁਆਇੰਟ ਯੂਨਿਟ
ഫയൽ മാറ്റിസ്ഥാപിക്കൽ,ਫਾਇਲ ਤਬਦੀਲੀ
ഫ്രാക്ഷണൽ പിശക്,ਅੰਸ਼ਿਕ ਗਲਤੀ
ഡിഫറൻഷ്യൽ ട്രാൻസ്മിഷൻ,ਅੰਤਰ ਸੰਚਾਰ
ഫ്രെയിം,ਫਰੇਮ
ഫ്രെയിം ബഫർ ചിപ്പ്,ਫਰੇਮ ਬਫਰ ਚਿੱਪ
ഫ്രെയിം ക്യാപ്ചർ,ਫਰੇਮ ਕੈਪਚਰ
ഫ്രെയിം പാസ്വേഡ്,ਫਰੇਮ ਪਾਸਵਰਡ
ഫ്രെയിം ഫോർമാറ്റ്,ਫਰੇਮ ਫਾਰਮੈਟ
ഫ്രെയിം ഫ്രീക്വൻസി,ਫਰੇਮ ਬਾਰੰਬਾਰਤਾ
ഫ്രെയിം ഭൂമി,ਫਰੇਮ ਜ਼ਮੀਨ
ഫ്രെയിം സിൻക്രണസ് പോയിന്റുകൾ,ਫਰੇਮ ਸਮਕਾਲੀ ਬਿੰਦੂ
ഫ്രെയിം സിൻക്രൊണൈസേഷൻ,ਫਰੇਮ ਸਮਕਾਲੀਕਰਨ
ഫ്രെയിം സിൻക്രണസ് സിഗ്നൽ,ਫਰੇਮ ਸਮਕਾਲੀ ਸਿਗਨਲ
ഫ്രാങ്ക് കോഡ്,ਫਰੈਂਕ ਕੋਡ
സ്വതന്ത്ര ഇലക്ട്രോണുകൾ,ਮੁਫ਼ਤ ਇਲੈਕਟ੍ਰੋਨ
സ്വതന്ത്ര മേഖല,ਮੁਫ਼ਤ ਜ਼ੋਨ
സ്വതന്ത്ര ചലിക്കുന്ന ഓസിലേറ്റർ,ਮੁਫ਼ਤ ਮੂਵਿੰਗ ਔਸਿਲੇਟਰ
സ്വതന്ത്ര സ്‌പെയ്‌സിംഗ് ഇം‌പെഡൻസ്,ਖਾਲੀ ਸਪੇਸਿੰਗ ਰੁਕਾਵਟ
സ്വതന്ത്ര ഇടം,ਖਾਲੀ ਸਪੇਸਿੰਗ
സ്വതന്ത്ര ചലിക്കുന്ന മൾട്ടിവൈബ്രേറ്റർ,ਮੁਫਤ ਮੂਵਿੰਗ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
ആവൃത്തി,ਬਾਰੰਬਾਰਤਾ
ആവൃത്തി,ਬਾਰੰਬਾਰਤਾ
ആവൃത്തി,ਬਾਰੰਬਾਰਤਾ
ആവൃത്തി,ਬਾਰੰਬਾਰਤਾ
ഫ്രീക്വൻസി ഘടിപ്പിച്ച ചാനൽ,ਬਾਰੰਬਾਰਤਾ ਨਾਲ ਜੁੜਿਆ ਚੈਨਲ
ഫ്രീക്വൻസി അസൈൻമെന്റ്,ਬਾਰੰਬਾਰਤਾ ਅਸਾਈਨਮੈਂਟ
ഫ്രീക്വൻസി ബാൻഡ്,ਬਾਰੰਬਾਰਤਾ ਬੈਂਡ
ഫ്രീക്വൻസി കൺവെർട്ടർ,ਬਾਰੰਬਾਰਤਾ ਕਨਵਰਟਰ
ഫ്രീക്വൻസി നഷ്ടപരിഹാരം,ਬਾਰੰਬਾਰਤਾ ਮੁਆਵਜ਼ਾ
ഫ്രീക്വൻസി നഷ്ടപരിഹാരം,ਬਾਰੰਬਾਰਤਾ ਮੁਆਵਜ਼ਾ
ഫ്രീക്വൻസി നിയന്ത്രിത ഓസിലേറ്റർ,ਬਾਰੰਬਾਰਤਾ ਨਿਯੰਤਰਿਤ ਔਸਿਲੇਟਰ
ആവൃത്തി പരിവർത്തനം,ਬਾਰੰਬਾਰਤਾ ਤਬਦੀਲੀ
ഫ്രീക്വൻസി മോഡുലേഷൻ,ਬਾਰੰਬਾਰਤਾ ਮੋਡੂਲੇਸ਼ਨ
ഫ്രീക്വൻസി ഡിറ്റക്ടർ,ਬਾਰੰਬਾਰਤਾ ਖੋਜੀ
ആവൃത്തി വ്യതിയാനം,ਬਾਰੰਬਾਰਤਾ ਭਟਕਣਾ
ആവൃത്തി വ്യതിയാനം,ਬਾਰੰਬਾਰਤਾ ਭਟਕਣਾ
ആവൃത്തി വ്യത്യാസം,ਬਾਰੰਬਾਰਤਾ ਅੰਤਰ
ഫ്രീക്വൻസി ഡിസ്ക്രിമിനേറ്റർ,ਬਾਰੰਬਾਰਤਾ ਵਿਤਕਰਾ ਕਰਨ ਵਾਲਾ
ആവൃത്തി വക്രീകരണം,ਬਾਰੰਬਾਰਤਾ ਵਿਗਾੜ
ആവൃത്തി വ്യത്യാസം,ਬਾਰੰਬਾਰਤਾ ਪਰਿਵਰਤਨ
ഫ്രീക്വൻസി സെപ്പറേറ്റർ,ਬਾਰੰਬਾਰਤਾ ਵੱਖ ਕਰਨ ਵਾਲਾ
മൾട്ടിപ്ലക്‌സർ ഫ്രീക്വൻസി ഡിവിഷൻ,ਮਲਟੀਪਲੈਕਸਰ ਫ੍ਰੀਕੁਐਂਸੀ ਡਿਵੀਜ਼ਨ
ആവൃത്തി ഇരട്ടി,ਬਾਰੰਬਾਰਤਾ ਡਬਲਰ
ഫ്രീക്വൻസി സ്വിച്ചിംഗ്,ਬਾਰੰਬਾਰਤਾ ਸਵਿਚਿੰਗ
ഫ്രീക്വൻസി ജനറേഷൻ,ਬਾਰੰਬਾਰਤਾ ਪੈਦਾ
ഫ്രീക്വൻസി ആശ്രിത ആന്റിന,ਬਾਰੰਬਾਰਤਾ ਨਿਰਭਰ ਐਂਟੀਨਾ
ഫ്രീക്വൻസി ഇന്റർഫേസ്,ਬਾਰੰਬਾਰਤਾ ਇੰਟਰਫੇਸ
ഫ്രീക്വൻസി ഇടപെടൽ,ਬਾਰੰਬਾਰਤਾ ਦਖਲਅੰਦਾਜ਼ੀ
ആവൃത്തി വിപരീതം,ਵਾਰਵਾਰਤਾ ਉਲਟ
ഫ്രീക്വൻസി മോഡുലേഷൻ,ਬਾਰੰਬਾਰਤਾ ਮੋਡੂਲੇਸ਼ਨ
ഫ്രീക്വൻസി മോഡുലേഷൻ സൂചിക,ਬਾਰੰਬਾਰਤਾ ਮੋਡੂਲੇਸ਼ਨ ਸੂਚਕਾਂਕ
ഫ്രീക്വൻസി മോഡുലേറ്റർ,ਬਾਰੰਬਾਰਤਾ ਮੋਡੀਊਲੇਟਰ
ആവൃത്തി ഇടുങ്ങിയ ബാൻഡ്,ਬਾਰੰਬਾਰਤਾ ਤੰਗ ਬੈਂਡ
ഫ്രീക്വൻസി ശബ്ദം,ਬਾਰੰਬਾਰਤਾ ਸ਼ੋਰ
തരംഗ ദൈര്ഘ്യം,ਬਾਰੰਬਾਰਤਾ ਸੀਮਾ
ഫ്രീക്വൻസി റിയാക്ടൻസ് മോഡുലേറ്റർ,ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਤੀਕਿਰਿਆ ਮਾਡਿਊਲੇਟਰ
ഫ്രീക്വൻസി റഫറൻസ്,ਬਾਰੰਬਾਰਤਾ ਹਵਾਲਾ
ആവൃത്തി പ്രതികരണം,ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ
ഫ്രീക്വൻസി ഗ്രേഡിംഗ്,ਬਾਰੰਬਾਰਤਾ ਗਰੇਡਿੰਗ
ഫ്രീക്വൻസി സൗണ്ട് സർക്യൂട്ട്,ਬਾਰੰਬਾਰਤਾ ਆਵਾਜ਼ ਸਰਕਟ
ഫ്രീക്വൻസി സ്പെക്ട്രം,ਬਾਰੰਬਾਰਤਾ ਸਪੈਕਟ੍ਰਮ
ആവൃത്തി സ്ഥിരത,ਬਾਰੰਬਾਰਤਾ ਸਥਿਰਤਾ
ഫ്രീക്വൻസി സ്റ്റാൻഡേർഡ്,ਬਾਰੰਬਾਰਤਾ ਮਿਆਰੀ
ആവൃത്തി തെറ്റ്,ਬਾਰੰਬਾਰਤਾ ਨੁਕਸ
ഫ്രീക്വൻസി സിന്തസിസ്,ਬਾਰੰਬਾਰਤਾ ਸੰਸਲੇਸ਼ਣ
ഫ്രീക്വൻസി സിന്തസിസ്,ਬਾਰੰਬਾਰਤਾ ਸੰਸਲੇਸ਼ਣ
ഫ്രീക്വൻസി സിന്തസിസ് ട്യൂണിംഗ്,ਬਾਰੰਬਾਰਤਾ ਸਿੰਥੇਸਾਈਜ਼ਡ ਟਿਊਨਿੰਗ
ഫ്രീക്വൻസി വോൾട്ടേജ് മാറ്റം,ਬਾਰੰਬਾਰਤਾ ਵੋਲਟੇਜ ਤਬਦੀਲੀ
വോൾട്ടേജ് കൺവെർട്ടറിലേക്കുള്ള ആവൃത്തി,ਵੋਲਟੇਜ ਕਨਵਰਟਰ ਦੀ ਬਾਰੰਬਾਰਤਾ
ഫ്രീക്വൻസി-വോൾട്ടേജ് കൺവെർട്ടർ,ਬਾਰੰਬਾਰਤਾ-ਵੋਲਟੇਜ ਕਨਵਰਟਰ
ഫ്രീക്വൻസി-വോൾട്ടേജ് കൺവെർട്ടർ,ਬਾਰੰਬਾਰਤਾ-ਵੋਲਟੇਜ ਕਨਵਰਟਰ
ഫ്രീക്വൻസി ബെയറിംഗ്,ਬਾਰੰਬਾਰਤਾ ਬੇਅਰਿੰਗ
ആവൃത്തി കൈമാറ്റം,ਬਾਰੰਬਾਰਤਾ ਟ੍ਰਾਂਸਫਰ
ഫ്രീക്വൻസി ട്രാൻസ്മിഷൻ,ਬਾਰੰਬਾਰਤਾ ਸੰਚਾਰ
ഫ്രീക്വൻസി ട്യൂണർ,ਬਾਰੰਬਾਰਤਾ ਟਿਊਨਰ
വെക്റ്റർ മോഡുലേറ്റർ,ਵੈਕਟਰ ਮੋਡਿਊਲੇਟਰ
ഫ്രീക്വൻസി വൈഡ് ബാൻഡ്,ਬਾਰੰਬਾਰਤਾ ਚੌੜਾ ਬੈਂਡ
ഫ്രെസ്നെൽ ഡീഗ്രഡേഷൻ ആവൃത്തി,ਫਰੈਸਨੇਲ ਡਿਗਰੇਡੇਸ਼ਨ ਬਾਰੰਬਾਰਤਾ
ഘർഷണ പിശക്,ਰਗੜ ਗਲਤੀ
സർക്കിൾ പ്രതീകം,ਸਰਕਲ ਅੱਖਰ
ഫ്രണ്ട് ബോർഡ് നിയന്ത്രണം,ਸਾਹਮਣੇ ਬੋਰਡ ਕੰਟਰੋਲ
മുൻവശത്തെ പൂമുഖം,ਸਾਹਮਣੇ ਦਲਾਨ
ഫ്രോസ്റ്റ് പോയിന്റ് ഹൈഗ്രോമീറ്റർ,ਠੰਡ ਬਿੰਦੂ ਹਾਈਗਰੋਮੀਟਰ
ഫയൽ സംഭരണം,ਫਾਇਲ ਸਟੋਰੇਜ਼
ഫു മഞ്ചു വൈറസ്,ਫੂ ਮੰਚੂ ਵਾਇਰਸ
ഇന്ധന പമ്പ് ഇടപെടൽ,ਬਾਲਣ ਪੰਪ ਦਖਲ
ഫ്യൂജി വഴക്കമില്ലാത്ത പ്രവർത്തനം,ਫੂਜੀ ਲਚਕਤਾ ਓਪਰੇਸ਼ਨ
പൂർണ്ണ ആഡർ,ਪੂਰਾ ਜੋੜਨ ਵਾਲਾ
മുഴുവൻ ഡ്യൂപ്ലക്സ്,ਪੂਰਾ ਡੁਪਲੈਕਸ
പൂർണ്ണ ഡ്യുപ്ലെക്സ് സജ്ജീകരണം,ਪੂਰਾ ਡੁਪਲੈਕਸ ਸੈੱਟਅੱਪ
പൂർണ്ണ ഡ്യുപ്ലെക്സ് ട്രാൻസ്മിഷൻ,ਪੂਰਾ ਡੁਪਲੈਕਸ ਟ੍ਰਾਂਸਮਿਸ਼ਨ
പൂർണ്ണ ലോഡ് വോൾട്ടേജ്,ਪੂਰੀ ਲੋਡ ਵੋਲਟੇਜ
പൂർണ്ണ ശക്തി,ਪੂਰੀ ਸ਼ਕਤੀ
മുഴുവൻ പവർ ബാൻഡ് വിപുലീകരണം,ਪੂਰੀ ਪਾਵਰ ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ
കേവല സ്കെയിൽ വ്യതിചലനം,ਪੂਰਨ ਪੈਮਾਨੇ ਦਾ ਵਿਗਾੜ
പൂർണ്ണ സ്ക്രീൻ,ਪੂਰਾ ਸਕਰੀਨ
തികഞ്ഞ സംയുക്തം,ਸੰਪੂਰਣ ਮਿਸ਼ਰਣ
പൂർണ്ണ ചോർച്ച ബഫറിംഗ്,ਪੂਰੀ ਲੀਕ ਬਫਰਿੰਗ
