Telugu,Kannada
క్రౌన్ (మొక్క),ಕಿರೀಟ (ಸಸ್ಯ)
ముక్క,ತುಂಡು
క్రస్ట్,ಪಟ್ಟು
క్రిప్టోమ్,ಪಡಗಳ್ಳ
మెడ (పండ్లు),ಕಲ್ (ಹಣ್ಣುಗಳು)
కుల్మ్,ಕಸ
సాగు,ತಳಿ
సాగు,ಕೃಷಿ
సాగు,ಕೃಷಿ
సంస్కృతి,ಸಂಸ್ಕೃತಿ
క్యూరింగ్,ನಿರಾಸಕ್ತಿ
కర్లింగ్,ಕನ್ನಡಿ
కరెన్సీ,ಕರೆನ್ಸಿ
క్యూటికల్,ಹೊರಚರ್ಮ
కట్టింగ్,ಕತ್ತರಿಸುವುದು
తిత్తి,ಸಿಸ್ಟ್
సైటోక్రోమ్,ಸೈಟೋಕ್ರೋಮ್
సైటోగామి,ಸೈಟೊಗಮಿ
సైటోజెనిసిస్,ಸೈಟೊಜೆನಿಸ್
సైటోజెనెటిక్స్,ಸೈಟೊಜೆನೆಟಿಕ್ಸ್
సైటోకినిసిస్,ಸೈಟೊಕಿನಿಸ್
సైటోలజీ,ಸೈದ್ಧಾಂತಿಕ ವಿಜ್ಞಾನ
సైటోలిసిస్,ಸೈಟೊಲಿಸಿಸ್
సైటోమీర్,ಸೈಟೊಮಿಯರ್
సైటోప్లాజమ్,ಸೈಟೋಪ್ಲಾಸಂ
క్యాబేజీ,ಎಲೆಕೋಸು
కాక్టస్,ಕಳ್ಳಿ
కలేన్ద్యులా,ಕ್ಯಾಲೆರುಲಾ
ఫలారిస్,ಕ್ಯಾನರಿ ಹುಲ್ಲು (ಫಲಾರಿಸ್)
Canna,ಚಾಚು
కాపారిస్,ಗಾಡಿ
క్యాప్సికం,ದೊಣ್ಣೆ ಮೆಣಸಿನ ಕಾಯಿ
కారాంబోలా,ಹಳ್ಳಿಯ
కారాపా,ಗಡ
ఏలకులు,ಏಲಕ್ಕಿ
కార్నేషన్,ಕುರಚನೆ
కారెట్,ಗಡಿ
జీడి పప్పు,ಗೋಡಂಬಿ ಕಾಯಿ
కాసియా,ಕಸ
కాస్టర్,ಕಾಸ್ಟಾರಿ
కాలీఫ్లవర్,ಹೂಕೋಸು
సెలెరీ,ಕೋಲಾಹಲ
ఛాంపాక్,ಚಕ್ಷಾಕ್
చెనోపోడియం,ಚೆನೊಪೋಡಿಯಂ
చెర్రీ టమొూటా,ಚೆರ್ರಿ ಟೊಮೆಟೊ
చెర్రీ,ಚೆರ್ರಿ
"చిక్పా, గ్రామ్","ಕಡಲೆ, ಗ್ರಾಂ"
మిరపకాయలు,ಚಿಲ್ಲರೆ
చైనా టర్పెంటైన్ చెట్టు,ಚೀನಾ ಟರ್ಪಂಟೈನ್ ಮರ
చౌ చౌ,ಚೌ ಚೌ
క్రిసాన్తిమం,ಕ್ರೈಸಾಂಥೆಮಮ್
"చుఫా, ఎర్త్ బాదం","ಚುಫಾ, ಭೂಮಿಯ ಬಾದಾಮಿ"
సికోరీ,ನಾಚಿಕೆಗೇಡಿನ
దాల్చిన చెక్క,ದಾಲ್ಚಿನ್ನಿ
సిట్రాన్,ಸಿಟ್ರಾನ್
సిట్రోనెల్లా గడ్డి,ಸಿಟ್ರೊನೆಲ್ಲಾ ಹುಲ್ಲು
క్లైంబింగ్ జాస్మిన్,ಜಾಸ್ಮಿನ್
లవంగం,ಲವಂಗ
క్లస్టర్ బీన్,ಚೂರು ಹುರುಳಿ
కోకో,ಕೋಕಾ
కొబ్బరి,ತೆಂಗಿನ ಕಾಯಿ
కాఫీ,ಕಾಫಿ
కోలియస్,ಕೊಲಿಯಸ್
కోలోకాసియా,ಕೊಲೊಕಾಸಿಯಾ
"కోలోసిన్త్, చేదు ఆపిల్","ಕೊಲೊಸಿಂತ್, ಕಹಿ ಸೇಬು"
సాధారణ పర్స్లేన్,ಸಾಮಾನ್ಯ ಪರ್ಸ್ಲೇನ್
కొత్తిమీర,ಕೊತ್ತದ
పత్తి,ಹತ್ತಿ
కౌపీయా,ಹಸುರು
క్యూబ్బ్,ಘನ
దోసకాయ,ಸೌತೆಕಾಯಿ
కుకుర్బిట్స్,ಕಸಾಯಿಟಿಗಳು
జీలకర్ర,ಜೀರಿಗೆ
కరివేపాకు ఆకు,ಕರಿ ಎಲೆ
సీతాఫలం,ಸೀತಾಫಲ
క్యాప్సూల్ బోరర్,ಕ್ಯಾಪ್ಸುಲ್ ಕೊಳೆತ
గొంగళి పురుగు,ಕ್ಯಾಟರ್ಪಣಿ
సిట్రస్ సైలా,ಸಿಟ್ರಸ್ ಸೈಲಾ
క్రికెట్,ಕ್ರಿಕೆಟ
కాకి,ಕಾಗೆ
కట్ పురుగు,ಕತ್ತರಿಸಿದ ಹುಳು
పాల,ಡೈರಿ
పాల,ಹೈನುಗಾರಿಕೆ
ఆనకట్ట,ಅಣೆಕಟ್ಟು
రోజు-తటస్థ,ಹದಿಮಾರದ
పుష్పించే రోజుల తరువాత,ಹೂಬಿಡುವ ದಿನಗಳ ನಂತರ
పూర్తి బ్లూమ్ తర్వాత రోజులు,ಪೂರ್ಣ ಹೂವಿನ ನಂತರ ದಿನಗಳ ನಂತರ
డెబ్లోసింగ్,ಸ ೦ ಗೀತ
డీకాల్సిఫికేషన్,ಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್
డికాంట్,ಕುಶಲ
క్షయం,ಕೊಳೆ
ఆకురాల్చే,ಪತನಶೀಲ
దశాంశం,ದಶಮಾನ
లోపం,ಕೊರತೆ
మట్టి,ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್ (ಮಣ್ಣು)
డెఫ్లోరేషన్,ವಿಲೋಮೀಕರಣ
డీఫోలియేషన్,ವಿರೂಪಗೊಳಿಸುವಿಕೆ
అటవీ నిర్మూలన,ಅರಣ್ಯ ಪರೀಕ್ಷೆ
క్షీణత,ಅವನತಿ
క్షీణత,ಅವನತಿ
డిగ్రీ రోజులు,ಪದವಿ ದಿನಗಳು
డిగ్రీ,ಪದ
డీహిస్సెన్స్,ಬಿರಡೆ
డెహల్లింగ్,ಕಂಠಪಾಯೀಯ
డెహస్కింగ్,ಕಂಠಪಾಯ
నిర్జలీకరణం,ನಿರ್ಜಲೀಕರಣ
డీహైడ్రేటర్,ನಿರ್ಜಲೀಕರಣಕಾರ
డిమాండ్,ಬೇಡಿಕೆ
డీనాటరేషన్,ಅನುಗ್ರಹಿಸುವ
తిరస్కరణ,ಕೈಬಿಡುವುದು
డిపాజిట్,ಠೇವಣಿ
నిక్షేపణ,ಶೇಖರಣೆ
తరుగుదల డీసాలినైజేషన్,ಸವಕಳಿ ಡಸಲೀಕರಣ
డీసికేషన్,ನಿರ್ದಯತೆ
రూపకల్పన,ವಿನ್ಯಾಸ
డెస్సికేటర్,ಸೊಬಗು
డెస్టొనింగ్,ಹಣೆ ಹಾಕುವುದು
డెస్కరింగ్,ಹದಗೆಟ್ಟ
డెసినాప్సిస్,ಒಂದು ಬಗೆಯ ಉಳ್ಳ
డిటాసెల్,ಬಂಧಿಸು
డిటాసెలింగ్,ಬಂಧಿಸುವ
నిర్ణయాధికారి,ನಿರ್ಣಾಯಕ
విలువ తగ్గింపు,ಅಪಮೌಲ್ಯೀಕರಣ
డివెగెటేషన్,ವಾಗ್ದಾನ
విచలనం,ವಿಚಲನ
డైడ్,ಭಗ್ನಾವಸ್ಥೆ
రోగ నిర్ధారణ,ರೋಗನರಣೆ
డైకోగామి,ದ್ವಂದ್ವ
డైకోటోమి,ದ್ವಂದ್ವಾರ್ಥತೆ
విత్తనం,ಡೈಕೋಟೈಲೆಡಾನ್ (ಬೀಜ)
డై బ్యాక్ (వ్యాధి),ಡೈ ಬ್ಯಾಕ್ (ರೋಗ)
విస్తరణ,ಪ್ರಸರಣ
డైజెస్టిబిలిటీ,ಜೀರ್ಣವಾಗುವಿಕೆ
డైహైబ్రిడ్,ಹಿಂಸಾತ್ಮಕ
ఒక రకానికి చెందిన వ్యక్తి,ಡೈಕ್ (ಡೈಕ್)
పలుచన,ತನೂಸಿಗೊಳಿಸು
డైయోసియస్,ದೈವಭಕ್ತ
డిప్లాయిడ్,ಪದಗಳ
డిప్లాయిడ్,ಪದಗಳ
డిప్లొనెమా,ರಾಜಗೀತೆ
విడదీయడం,ಮೊಂಡುತನ
డిస్కింగ్,ಪಳಗಾಗಿಸುವುದು
డిస్కౌంట్,ರಿಯಾಯಿತಿ
క్రిమిసంహారక,ಸೋಂಕುಗಳೆತ
చెదరగొట్టడం,ಪ್ರಸರಣ
వ్యాప్తి,ಪ್ರಸಾರ
వైవిధ్యీకరణ,ವೈವಿಧ್ಯೀಕರಣ
వైవిధ్యభరితమైన వ్యవసాయం,ವೈವಿಧ್ಯಮಯ ಕೃಷಿ
DNA నిచ్చెన,ಡಿಎನ್‌ಎ
DNA రిసెప్టర్,ಡಿಎನ್‌ಎ ಗ್ರಾಹಕ
డాకేజ్,ಗಲಾಟೆ
ఆధిపత్యం,ಪ್ರಬಲ
నిద్రాణస్థితి,ಸುಸ್ತಾಗುವಿಕೆ
మోతాదు,ಪ್ರಮಾಣ
డబుల్ సిగ్మోయిడ్ కర్వ్,ಡಬಲ್ ಸಿಗ್ಮೋಯಿಡ್ ಕರ್ವ್
ముసాయిదా (ముసాయిదా),ಕರಡು (ಕರಡು)
హరించడం,ಹರಿಸುತ್ತವೆ
పారుదల,ಚರಂಡ
డ్రా,ಸೆರೆ
డ్రించింగ్,ತೇವಗೊಳಿಸುವಿಕೆ
డ్రెస్సింగ్ (విత్తనం),ಡ್ರೆಸ್ಸಿಂಗ್ (ಬೀಜ)
డ్రిల్ (ఎన్.),ಡ್ರಿಲ್ (ಎನ್.)
డ్రిల్లింగ్ (ఎగ్. ఇంజిగ్),ಕೊರೆಯುವ (ಎಜಿ. ಎಂಜಿನ್)
వ్యవసాయ శాస్త్రం,ಕೊರೆಯುವಿಕೆ (ಕೃಷಿ ವಿಜ್ಞಾನ)
బిందు సేద్యం,ಹನಿ ನೀರಾವರಿ
డ్రైలాండ్ వ్యవసాయం,ಒಣಭೂಮಿ ಕೃಷಿ
దుమ్ము,ಧೂಳು
డస్టర్,ಡಸ್ಟರ್
దుమ్ము,ಧೂಳು
మరగుజ్జు,ಕುಬ್ಜ
మరగుజ్జు పిరమిడ్,ಕುಬ್ಜ ಪಿರಮಿಡ್
మరగుజ్జు,ಕುಬ್ಜ
డైసీ,ಜಿಗಿಯದ
తేదీలు,ದಿನಾಂಕಗಳು
రోజు జాస్మిన్,ಹಗಲಿನ ಮಲ್ಲಿಗೆ
మెంతులు,ಸಬ್ಬರ್
దిననాథ్ గడ్డి,ದನಾಣ ಹುಲ್ಲು
డాడర్,ಗಡೀಪಾರು
"డూబ్ గడ్డి, బెర్ముడా గడ్డి","ಡೂಬ್ ಹುಲ್ಲು, ಬರ್ಮುಡಾ ಹುಲ್ಲು"
డ్రూస్,ಜಿಗಿ
పొడి అల్లం,ಒಣ ಶುಂಠಿ
బీటిల్‌ను డీఫోలైట్ చేస్తుంది,ಜೀರುಂಡೆ
డ్రోన్,ಡ್ರೋನ್
బాతు,ಬಾತುಕೋಳಿ
ఎకాలజీ,ಪರಿಸರ ವಿಜ್ಞಾನ
ఎకోనొమెట్రిక్స్,ಅರ್ಥಮಾಪಕ
ఆర్థిక సామర్థ్యం,ಆರ್ಥಿಕತೆ
ఎకోటైప్,ಜೀವರ ರೂಪ
ఎక్టోట్రోఫిక్,ಮೇಲ್ನೋಟದ
ఎడాఫిక్,ಎದೆಗುಂದಿದ
ఎడాఫాలజీ,ಹದುದೋಲನಶಾಸ್ತ್ರ
అంచు,ಅಂಚು
తినదగిన భాగం,ಖಾದ್ಯ ಭಾಗ
డిమాండ్ యొక్క స్థితిస్థాపకత,ಬೇಡಿಕೆಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
ఉత్పత్తి యొక్క స్థితిస్థాపకత,ಉತ್ಪಾದನೆಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
విద్యుద్విశ్లేషణ,ವಿದ್ಯುದ್ವಿಚ್ysisೇದನ
ఎలెక్ట్రోఫోరేసిస్,ವಿದ್ಯುನ್ಮವತೆ
ఎలివియేషన్,ಎಲುಮೆ
ఎమాస్క్యులేటర్,ಇಂಗಲ
ఎంబాంకింగ్,ಕಳೆಯುವುದು
పిండం,ಭ್ರೂಣ
పిండశాస్త్రం,ಭ್ರೂಣಶಾಸ್ತ್ರ
ఆవిర్భావం,ಹೊರಹೊಮ್ಮುವಿಕೆ
ఎమల్సిఫైయర్,ಎಮಲ್ ಆಗಿಸುವಿಕೆ
ఎండోజెనస్,ಅಂತರ್ವರ್ಧಕ
ఎండోమిటోసిస్,ಎಂಡೋಮಿತಾಪರಿ
ఎండోపరాసైట్,ಎಂಡೋಪರಾಸೈಟ್
ఎండోస్పెర్మ్,ಎಂಡೋಸ್ಪರೆ
ఎంటర్ప్రైజ్,ಉದ್ಯಮ
కీటకాలజీ,ಕೀಟಶಾಸ್ತ್ರ
పర్యావరణం,ವಾತಾವರಣ
ఎంజైమ్,ಕಿಣ್ವ
ఎపికోటిల్ అంటుకట్టుట,ಮಹಾಕಾವ್ಯ ಕಸಿ ಮಾಡುವಿಕೆ
ఎపిఫైట్,ವಿಪತ್ತಿನ
ఈక్విటీ,ಸಮಾನತೆ
నిర్మూలన,ನಿರ್ಮೂಲನೆ
అవసరమైన పోషకాలు,ಅಗತ್ಯ ಪೋಷಕಾಂಶಗಳು
అంచనా,ಅಂದಾಜು
ఎటిలేషన్,ವಿವರ್ಣೀಕರಣ
యూజెనిక్,ಸುಳ್ಳೆ
మూల్యాంకనం,ಮೌಲ್ಯಮಾಪನ
ఆవిరిపోటు,ಆವಿಯಾಗುವಿಕೆ
ఇవాపో-ట్రాన్స్పిరేషన్,ಕಂದವ್ಯ-ಹರಡುವಿಕೆ
ఎవర్‌గ్రీన్ విప్లవం,ನಿತ್ಯಹರಿದ್ವರ್ಣ ಕ್ರಾಂತಿ
సతత హరిత,ನಿತ್ಯಹರಿದ್ವರ್ಣದ
పరిణామం,ವಿಕಸನ
ఎక్సైజ్,ಅಚ್ಚಿಕೆ
అలసట,ಬಳಲಿಕೆ (ಫಲವತ್ತತೆ)
దోపిడీ,ಶೋಷಣೆ
అన్వేషణ,ಪರಿಶೋಧನೆ
ఎక్స్‌ట్రషన్,ಹೊರಹಾಕುವುದು
కళ్ళు,ಕಣ್ಣು (ಸಕ್ಕರೆಕೇನ್/ಆಲೂಗಡ್ಡೆ)
తినదగిన పైన్,ಖಾದ್ಯ ಪೈನ್
"ఏనుగు పాదం, యమ","ಆನೆ ಕಾಲು, ಯಾಮ್"
యూకలిప్టస్,ನೀಲಗಿರುವ
వానపాము,ಎರೆಹುಳು
కీటక శాస్త్రవేత్త,ಕೀಟಶಾಸ್ತ್ರಜ್ಞ
పర్యావరణవేత్త,ಪರಿಸರವಾದಿ
కారకం,ಅಂಶ
కారకాల ఉత్పాదకత,ಅಂಶ ಉತ್ಪಾದಕತೆ
కారకం,ಅಂಶ
కారకమైన బ్లాక్ డిజైన్,ಅಪವರ್ತನೀಯ ಬ್ಲಾಕ್ ವಿನ್ಯಾಸ
ఫ్యాకల్టీ,ಬೋಧನಕಾರಿ
ఫాలో,ಪಾಳುಕಾಯಿ
కుటుంబం,ಕುಟುಂಬ
వ్యవసాయ మదింపు,ಕೃಷಿ ಮೌಲ್ಯಮಾಪನ
వ్యవసాయ బడ్జెట్,ಕೃಷಿ ಬಜೆಟ್
వ్యవసాయ వ్యాపారం,ಕೃಷಿ ವ್ಯಾಪಾರ
వ్యవసాయ ప్రణాళిక,ಕೃಷಿ ಯೋಜನೆ
రైతు,ರೈತ
వ్యవసాయం,ಕೃಷಿ
ఫాసియేషన్,ಸ ೦ ಭವಿಸೆ
మలం,ಫಲೀಕರಣ
కిణ్వ ప్రక్రియ,ಹುದುಗುವುದು
సంతానోత్పత్తి,ಫಲವತ್ತತೆ
ఎరువులు,ಗೊಬ್ಬರ
ఎరువుల వినియోగ సామర్థ్యం,ರಸಗೊಬ್ಬರ ಬಳಕೆಯ ದಕ್ಷತೆ
ఫైబరస్,ನಾರಿನ
ఫీల్డ్,ಹೊಲತು
క్షేత్ర సామర్థ్యం,ಕ್ಷೇತ್ರ ಸಾಮರ್ಥ್ಯ
క్షేత్ర ప్రదర్శన,ಕ್ಷೇತ್ರ ಪ್ರದರ್ಶನ
స్థిరీకరణ,ಸ್ಥಿರೀಕರಣ
వరదలు,ಪ್ರವಾಹ
ప్రవాహ రేఖ చిత్రం,ನಿರ್ವಹಣಾ ಚಿತ್ರ
ఆహార విలువ,ಆಹಾರ ಮೌಲ್ಯ
మేట,ಮೇವು (ಮೇವು)
అంచనా,ಮುನ್ಸೂಚನೆ
అటవీ,ಅರಣ್ಯ
అటవీప్రాంతం,ಅರಣ್ಯೀಕರಣ
ఫ్రాండ్,ಚೂರು
ఫ్రాస్ట్ రెసిస్టెంట్,ಫ್ರಾಸ್ಟ್ ರೆಸಿರೆಂಟ್
ఫ్రాస్ట్,ಮುನಗಳ
స్తంభింపచేసిన (పండు & కూరగాయలు),ಹೆಪ್ಪುಗಟ್ಟಿದ (ಹಣ್ಣು ಮತ್ತು ತರಕಾರಿ)
ఫలితం,ಜಡನಾಗಿಸುವಿಕೆ
ఫ్రూట్ డ్రాప్,ಹಣ್ಣಿನ ಹನಿ
పండు-సెట్ (పండ్ల అమరిక),ಹಣ್ಣು-ಸೆಟ್ (ಹಣ್ಣಿನ ಸೆಟ್ಟಿಂಗ್)
ధూమపానం,ಹೊಗಳಿಕೆ
శిలీంద్ర సంహారిణి,ಶಿಲೀಂಧ್ರನಾಶಕ
శిలీంధ్ర,ಶಿಲೀಂಧ್ರ ರೋಗದ
ఫంగస్,ಶಿಲೀಂಧ್ರ
ఫ్యూరో,ಗಡಿ
ఫ్యూజన్,ಸಮ್ಮಿಳನ
ఫజ్,ಗುಟ್ಟು
మసక,ಅಸ್ಪಷ್ಟ
"ఫెన్నెల్, సోంపు","ಫೆನ್ನೆಲ್, ಅನೈಸ್"
FENUGREEK,ಮೆಂತ್ಯದ
అత్తి,ಅಂಜೂರ
ఫింగర్ మిల్లెట్,ಬೆರಳು ರಾಗಿ
ఫైర్-ఫ్లేమ్ బుష్,ಬೆಂಕಿ ಜ್ವಾಲೆಯ ಬುಷ್
అటవీ జ్వాల,ಅರಣ್ಯದ ಜ್ವಾಲೆ
ఫ్రెంచ్ బీన్,ಫ್ರೆಂಚ್ ಹುರುಳಿ
ఫ్లీ,ಅಲ್ಪಬೆಲೆಯ
ఫాక్స్,ನರಿ
ఫ్రూట్ ఫ్లై,ಹಣ್ಣು ನೊಣ
పిత్తాశయం,ಗಾಲ್ (ಹಾರ್ಟ್)
గామేట్,ಗಮೀಟು
తోట,ತೋಟ
గేజ్ (నీరు),ಗೇಜ್ (ನೀರು)
జీన్ బ్యాంక్,ಜೀನ್ ಬ್ಯಾಂಕ್
జన్యు ట్యాగింగ్,ಜೀನ್ ಟ್ಯಾಗಿಂಗ್
జన్యుశాస్త్రం,ವಂಶದ ಶಾಸ್ತ್ರ
జన్యు పటం,ಆನುವಂಶಿಕ ನಕ್ಷೆ
జన్యుశాస్త్రం,ಆನುವಂಶಿಕ
జన్యువు,ಜಿನೋಮ್
జెనోమిక్ లైబ్రరీ,ಜೀನಾಮಿಕ್ ಗ್ರಂಥಾಲಯ
జెనోమిక్స్,ಜೀನೊಮಿಕ್ಸ್
జన్యురూపం,ಜೀನೋಟೈ
జన్యురూపం,ಜೀನೋಟೈ
జాతి,ಕುಲ
జాతి,ಕುಲ
జెర్మ్,ಸೂಕ್ಷ್ಮಾಣು
జెర్మిసైడ్,ರೋಗಾಣು
అంకురోత్పత్తి,ಮೊಳಕೆ
జెర్మ్ప్లాజమ్,ನೆಲಮಾಳಿಗೆ
గిబ్బెరెల్లిక్ ఆమ్లం,ಗಿಬ್ಬರ್ಸೆಲ್ ಆಮ್ಲ
జిన్నింగ్,ಗಿಲು
గ్లూమ్,ಹಲ್ಲು
గ్లూటినస్,ಅಂಟಂಟಾದ
గ్లైకోలిసిస్,ಗ್ಲೈಕೋಲಿಸಂ
గ్నిస్,ಗ್ನಿಸ್
గోల్డెన్ రివల్యూషన్,ಸುವರ್ಣ ಕ್ರಾಂತಿ
గ్రేడింగ్,ಶ್ರೇಣಗೀತೆ
అంటు వేసిన మొక్క,ಕಸಿಮಾಡಿದ ಸಸ್ಯ
అంటుకట్టుట-అపజయం,ನಾಟಿ-ಸಂಯೋಜನೀಯ
గ్రన్నా,ಗಾರ್ಟರಿ
గ్రాన్యులేషన్,ಹರಳಾಗುವಿಕೆ
ఆకుపచ్చ ఎరువు,ಹಸಿರು ಗೊಬ್ಬರ
హరిత విప్లవం,ಹಸಿರು ಕ್ರಾಂತಿ
పెరుగుదల మరియు అభివృద్ధి,ಬೆಳವಣಿಗೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿ
గుమ్మోసిస్,ಗುರು ರಾಶಿ
గైనోడియోసియస్,ವೇಷಭೂಷಣವಾದ
పిత్తాశయ గింజ,ಗೋಲು ಕಾಯಿ
వెల్లుల్లి,ಬೆಳ್ಳುಳ್ಳಿ
గెర్బెరా,ಕಸ
గెర్కిన్,ಗೆರ್ಕಿನ್
అల్లం,ಶುಂಠಿ
గ్లాడియోలస్,ಹೊಳಪು
మేక కలుపు (అగెరాటమ్),ಮೇಕೆ ಕಳೆ (ಅಗರಟಮ್)
ద్రాక్షపండు,ದ್ರಾಕ್ಷಿಹಣ್ಣು
ద్రాక్ష,ದ್ರಾಕ್ಷಿ
ఆకుపచ్చ గ్రామ్,ಹಸಿರು ಗ್ರಾಂ
గ్రెవియా,ದಹನ
వేరుశనగ,ನೆಲಗಡಲೆ
గువా,ಸೀಬೆಹಣ್ಣು
గినియా గడ్డి,ಗಿನಿಯಾ ಹುಲ್ಲು
పిత్తాశయ మిడ్జ్,ಗಾಲ್ ಮಿಡ್ಜ್
గడ్డి హాప్పర్,ಹುಲ್ಲು ಹಾಪರ್
గుండీ బగ్,ಗುಂಡಿ ದೋಷ
అలవాటు,ಅಭ್ಯಾಸ
వడగళ్ళు,ಆಲಿಕಲ್ಲು
హెయిరీ వెచ్,ಕೂದಲು
హలోఫైట్,ಮೆರುಗು
హారో,ಕುಣಿಸು
హార్వెస్ట్ ఇండెక్స్,ಕೊಯ್ಲಿಗೆ ಸೂಚಿಸುವ ಸೂಚ್ಯಂಕ
హార్వెస్ట్,ಕೊಯ್ದು
హార్వెస్టింగ్,ಕೊಯ್ಲು
హాచ్,ಮೊಲ
హే,ಹುಳು
హేలేజ్,ಹುಲಿಗೆ
హేస్టాక్,ಹುಲ್ಲುಗಾವಲು
పొగమంచు,ಮಬ್ಬು
మబ్బుగా,ಮಸುಕಾದ
తల (అగ్రో),ತಲೆ (ಕೃಷಿ)
తల (ఛానెల్ యొక్క),ತಲೆ (ಚಾನಲ್)
వెనుకకు వెళుతుంది,ಹಿಂದಿರುಗುವುದು
హెడ్జ్,ತುತ್ತೂರಿ
హెడ్జింగ్,ಹೆಡ್ಜಿಂಗ್
హెలిక్స్,ಹೆಲಿಕ್ಸ್
హెమటైట్,ರಕ್ತನಾಳ
హెర్బ్,ಸಸ್ಯ
హెర్బేరియం,ಗಿಡದಂತಿ
హెర్బిసైడ్,ಸಸ್ಯನಾಶಕ
వంశపారంపర్యత,ಅನರ್ಹತೆ
మతవిశ్వాశాల,ಪತ್ನಣೀಯತೆ
హెర్మాఫ్రోడైట్,ಹರ್ಮ್ರೋಡೈಟ್
హెటెరోక్రోమటిక్,ಭಿನ್ನ ವಾಚ್
హెటెరోఫెర్టిలైజేషన్,ಭಿನ್ನಾಭಿಪ್ರಾಯ
హెటెరోసిస్,ಭಿನ್ನತೆ
హెటెరోసోమ్,ಭಿನ್ನಾಭಿಪ್ರಾಯ
హెటెరోట్రోఫ్,ಭಿನ್ನತೆ
హెక్సాప్లాయిడ్,ರಕ್ತಸಂಬಂಧಿ
హైబర్నేట్,ಹೈಬರ್ನೇಟ್ ಮಾಡು
అధిక సాంద్రతగల నాటడం,ಹೆಚ್ಚಿನ ಸಾಂದ್ರತೆಯ ನೆಡುವಿಕೆ
కొండ (బియ్యం),ಬೆಟ್ಟದ
హిస్టోగ్రాం,ಹಂದಿಯ ಕುರಿತ
హిటెక్ హార్టికల్చర్,ಚೈತನ್ಯದ ತೋಟಗಾರಿಕೆ
అందులో నివశించే తేనెటీగలు,ಜೇನುಗೂಡು
హూయింగ్,ಹಂದಿಯ
పట్టుకొని,ಹಿಡಿದು
హోమ్ ఫామ్,ತೋಟ
హోమియోస్టాసిస్,ಹೋಮಿಯೋಸ್ಟಾಸಿಸ್
హోమ్‌స్టెడ్,ಗೃಹ ಹೋಳು
సజాతీయత,ಏಕರೂಪತೆ
సజాతీయ,ಏಕರೂಪದ
హోమోలోగస్,ಮಾಮೋಲಿಕಸ್
హోమోజైగోట్,ಅಖಂಡ
హాప్పర్,ಕುಳಿ
హోరిజోన్,ದಿಗಂತಿ
ఉద్యాన పంటలు,ತೋಟಗಾರಿಕಾ ಬೆಳೆಗಳು
హార్టికల్చర్,ತೋಟಗಾರಿಕೆ
హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్,ಹೊರ್ಟಿ-ಸಿಲ್ವಿ ಗ್ರಾಮೀಣ ಕೃಷಿ
హోస్ట్,ಅತಿಥೆಯ
వేడి నీటి చికిత్స,ಬಿಸಿನೀರಿನ ಚಿಕಿತ್ಸೆ
హల్,ಹಲ್
తేమ,ಆರ್ದ್ರತೆ
హ్యూమస్,ಸಜ್ಜು
హస్క్,ಹೊಟ್ಟು
హస్కర్,ಹಸ್ಕರ್
హస్కింగ్,ಹೊಳಪುಳ್ಳ
హైబ్రిడ్,ಸಂಕರಜದ
హైబ్రిడైజేషన్,ಸಂಕರಜತೆ
ఆర్ద్రీకరణ,ಜಲಸಂಚಯ
హైడ్రాలజీ,ಜಲವಿಜ್ಞಾನ
జలవిశ్లేషణ,ಜಲವಿಚ್ysisೇದನೆ
హైడ్రోమీటర్,ಜಲಮಾಪಕ
హైడ్రోఫిలస్,ಜಲಪಕ್ಷದ
హైడ్రోపోనిక్స్,ಜಲಸಂಪರ್ಕ
హైడ్రోస్పియర్,ಜಲಾವರಣ
జలవిద్యుత్,ಜಲಸಮತಿ
హైపర్‌పారాసైట్,ಅತ್ಯಲ್ಪ
హైపర్‌ప్లాసియా,ಒಂದು ದೊಡ್ಡ ಕಣ್ಣು
హైఫా,ಜರಡಿ
హైపోకోటైల్,ಬಲಿಷ್ಠಿ
పరికల్పన,ಕಲ್ಪನಾಶಕ್ತಿ
గర్భసంచి,ಗರ್ಭಕಂಠ (ನೀರು)
హాజెల్ గింజ,ಹಜೆಲ್ ಕಾಯಿ
జనపనార,ಸೆಣಬಿನ
హెన్‌బేన్,ಕೋಳಿ
హెన్నా,ಗೋರಂಟಿ
మందార,ದಾಸವಾಳಿ
హాప్,ಹಾಪ್
ఉలవలు,ಕುದುರೆ ಗ್ರಾಂ
గుర్రం-కంటి-బీన్,ಕುದುರೆ ಕಣ್ಣಿನ ಹುಳಿ
తేనెటీగ,ಜೇನು ನೊಣ
హాప్పర్,ಕುಳಿ
హార్టికల్చర్,ತೋಟಗಾರಿಕೆ
హైడ్రాలజిస్ట్,ಜಲವಿಜ್ಞಾನಿ
సిటు అంటుకట్టుటలో,ಸಿತು ಕಸಿ ಮಾಡುವಲ್ಲಿ
విట్రోలో,ವಿಂಟ್ರೊದಲ್ಲಿ
వివో లో,ವಿವೋದಲ್ಲಿ
విచక్షణారహితం,ತಗ್ಗಿಸದ
పురుగు,ಕೀಟ
