Hindi,Assamese
विक्षेप एकक,বিক্ষেপণ একক
विफलक्सन,বিফল হোৱা
(चुंबकीय) विक्षेत्रण,(চুম্বকীয়) বিক্ষিপ্ততা
डी गॉसन कुंडली,ডি গাউছন ৰাশিফল
डी गॉसन,ডি গোছন
विलंब परिपथ,বিলম্ব বৰ্তনী
विलंब लाइन,বিলম্ব লাইন
विलंब काल,বিলম্বৰ সময়
विलंबित स्वचालित लब्धि नियंत्रक,বিলম্বিত স্বয়ংক্ৰিয় লাভ নিয়ন্ত্ৰক
विलंबित स्वचालित लब्धि नियंत्रक,বিলম্বিত স্বয়ংক্ৰিয় লাভ নিয়ন্ত্ৰক
विलंबित स्वचालित प्रबलता नियंत्रक/विलंबित ए.वी.सी.,বিলম্বিত স্বয়ংক্ৰিয় উচ্চতা নিয়ন্ত্ৰক / বিলম্বিত এভিচি
डेलॉन यांत्रिक दिष्टकारी,ডেলন মেকানিকেল ৰেক্টিফায়াৰ
डेल्टा संबंधन,ডেল্টা সংযোগ
डेल्टा गन,ডেল্টা বন্দুক
डेल्टा गन नली,ডেল্টা বন্দুকৰ নলী
डेल्टा मॉडुलन,ডেল্টা মডুলেচন
डेल्टा-सिगमा अनुरूप-अंकीय परिवर्तक,ডেল্টা-চিগমা এনালগ-ডিজিট ৰূপান্তৰক
विचुंबकन,বিচুম্বকীয়কৰণ
विचुंबकन वक्र,বিচুম্বকীয়কৰণ বক্ৰ
विचुंबकन गुणक,বিচুম্বকীয়কৰণ বহুগুণক
विमॉडुलन,ডিমডুলেচন
विमॉडुलक,ডিমডুলেটৰ
डी मारगन प्रमेय,ডি মাৰ্গানৰ উপপাদ্য
विबहुसंकेतक,মাল্টিপ্লেক্সাৰ
विप्रसामान्यीकृत अंक,ডিনৰ্মালাইজড স্ক&#39;ৰ
अवक्षय संधारित्र/ह्रासी संधारित्र,ডিপ্লিচন কেপাচিটৰ
अवक्षय,ডিপ্লিচন
अवक्षय विधा मॉसफेट,ডিপ্লিচন মোড mosfet
"अवक्षय क्षेत्र, ह्रास क्षेत्र","ডিপ্লিচন জ&#39;ন, ডিপ্লিচন জ&#39;ন"
अनुमतांक,ৰেটিং
विसंतृप्त वर्ण,ডিচেচুৰেটেড চৰিত্ৰ
असुग्राहिता,অসংবেদনশীলতা
अभिकल्पना नियम,ডিজাইনৰ নিয়ম
परखीय अभिकल्पना,পৰীক্ষাৰ ডিজাইন
विनाशी अनुनाद,ধ্বংসাত্মক অনুনাদ
संसूचक,ডিটেক্টৰ
प्रत्यावर्ती धारा सेतु संसूचक,বিকল্প বিদ্যুৎ প্ৰবাহৰ দলং ডিটেক্টৰ
आवृत्ति विचलन स्थिरांक,কম্পাঙ্ক বিচ্যুতি ধ্ৰুৱক
विचलन आवृत्ति,বিচ্যুতি কম্পাঙ্ক
युक्ति,ডিভাইচ
N विभाजन,N বিভাজন
द्विभाजित गणित्र,দ্বিবিভাজন কেলকুলেটৰ
विभाजक,বিভাজক
D-फ्लिप-फ्लॉप,ডি-ফ্লিপ-ফ্লপ
डी फ्लिप फ्लॉप,d ফ্লিপ ফ্লপ
परावैद्युत् स्थिरांक,ডাইলেক্ট্ৰিক ধ্ৰুৱক
परावैद्युतिकी,ডাইলেক্ট্ৰিকছ
डायक,ডাইক
डायोड क्षरण,ডাইঅ&#39;ড খহনীয়া
डायल,ডায়েল কৰক
"तनुपट, डायाफ्राम",টেপাৰ ডায়েফ্ৰাম
डेजी श्रृंखला,ডেইজী চেইন
ठप्पे का आमाप,ডাকটিকটৰ আকাৰ
परावैद्युत् अवशोषण,ডাইলেক্ট্ৰিক শোষণ
परावैद्युत् लेप,ডাইলেক্ট্ৰিক আৱৰণ
परावैद्युतांक,ডাইলেক্ট্ৰিক পইণ্ট
"परावैद्युत हानि, परावैद्युत हानि,","ডাইলেক্ট্ৰিক ক্ষতি, ডাইলেক্ট্ৰিক ক্ষতি"
विभेदी प्रवर्धक,ডিফাৰেন্সিয়েল এম্প্লিফায়াৰ
विभेदी प्रवर्धक,ডিফাৰেন্সিয়েল এম্প্লিফায়াৰ
विभेदी कैथोड अनुगामी,ডিফাৰেন্সিয়েল কেথ’ড ট্ৰেইলিং
विभेदी परिचालक,ডিফাৰেন্সিয়েল অপাৰেটৰ
विभेदी निवेश वोल्टता,ডিফাৰেন্সিয়েল ইনপুট ভল্টেজ
विभेदी विधा,ডিফাৰেন্সিয়েল মোড
विभेदी विधा संकेत,ডিফাৰেন্সিয়েল মোড ইংগিত
विभेदी युग्म,ডিফাৰেন্সিয়েল যোৰ
विभेदी पी.एस.के.,ডিফাৰেন্সিয়েল পি এছ কে
विभेदी परिपथ,ডিফাৰেন্সিয়েল চাৰ্কিট
विभेदक,ডিফাৰেন্সিয়েল
विसरित संधि ट्रांजिस्टर,ডিফ্য়ুজ জংচন ট্ৰেঞ্জিষ্টৰ
विसरित प्रतिरोधक,বিক্ষিপ্ত ৰেজিষ্টৰ
विसरण,প্ৰসাৰণ
विसरण संधारित्र,প্ৰসাৰণ কেপাচিটৰ
अंकीय फिल्टर,ডিজিটেল ফিল্টাৰ
अंक,মানংক
अंकीय परिपथ,ডিজিটেল বৰ্তনী
अंकीय संचार,ডিজিটেল যোগাযোগ
अंकीय तुलनित्र,ডিজিটেল তুলনাকাৰী
अंकीय कंप्यूटर,ডিজিটেল কম্পিউটাৰ
अंकीय विलंब,ডিজিটেল বিলম্ব
अंकीय अभिकल्प सूक्ष्मशक्ति,ডিজিটেল ডিজাইন মাইক্ৰ&#39;পাৱাৰ
अंकीय प्रदर्श,ডিজিটেল প্ৰদৰ্শন
अंकीय फिल्टर,ডিজিটেল ফিল্টাৰ
अंकीय फिल्टरन,ডিজিটেল ফিল্টাৰিং
अंकीय तर्क,সংখ্যাগত যুক্তি
अंकीय तर्क,সংখ্যাগত যুক্তি
अंकीय बहुमापी,ডিজিটেল পলিমিটাৰ
अंकीय बहुमापी,ডিজিটেল মাল্টিমিটাৰ
अंकीय स्पंद,ডিজিটেল পালছ
अंकीय संकेत प्रक्रमण,ডিজিটেল সংকেত প্ৰক্ৰিয়াকৰণ
अंकीय टेलिविज़न,ডিজিটেল টেলিভিছন
अंकीय अनुरूप परिवर्तक,ডিজিটেল এনালগ কনভাৰ্টাৰ
विमा,বীমা
विमीय समीकरण,মাত্ৰিক সমীকৰণ
डायोड,ডাইঅ&#39;ড
डायोड अभिलक्षण,ডাইঅ&#39;ডৰ বৈশিষ্ট্য
डायोड अभिलक्षणिक वक्र,ডাইঅ&#39;ডৰ বৈশিষ্ট্যপূৰ্ণ বক্ৰ
डायोड संसूचक,ডাইঅ&#39;ড ডিটেক্টৰ
डायोड गुणक,ডাইঅ&#39;ড বহুগুণক
डायोड ट्रांजिस्टर तर्क/डी.टी.एस.,ডাইঅ&#39;ড ট্ৰেঞ্জিষ্টৰ লজিক/ডিটিএছ
नति,জীয়েক
नति स्वच,নাতি চুইচ
द्वियुग्मक,ডিপ্লয়ড
द्विध्रुव,ডাইপোল
द्विध्रुव ऐन्टेना,ডাইপোল এন্টেনা
डिरैक,dirac
प्रत्यक्ष पता,প্ৰত্যক্ষ ঠিকনা
प्रत्यक्ष युग्मन,প্ৰত্যক্ষ সংযোজন
प्रत्यक्ष स्मृति अभिगम (डी.एम.ए.),প্ৰত্যক্ষ মেমৰি অভিগম (DMA)
प्रत्यक्ष लेखन निकाय,প্ৰত্যক্ষ লিখাৰ দেহ
दिक्-युग्मक/दिशिक युग्मक,দিশগত গেমেট
दिशात्मक लब्धि,দিশগত লাভ
दिशिकता,দিশগততা
दिशक ऐन्टेना,দিশ এন্টেনা
असमर्थकारी अन्वेषी शलाका,অক্ষম কৰা অনুসন্ধান
विकोडांतरण,ডিএসেম্বল
विसर्जन,বিসৰ্জন
"विसर्जन दीप, विसर्जन लैंप","ইমাৰ্চন লেম্প, ইমাৰ্চন লেম্প"
विविक्त घटक,কণাযুক্ত পদাৰ্থ
विविक्तकर,বিতৰণ কৰ
अवतल ऐन्टेना,অৱতল এন্টেনা
डिस्क,ডিস্ক
विस्थापन स्थिरांक (नियतांक),বিচ্যুতি ধ্ৰুৱক (ধ্ৰুৱক)
विस्थापन धारा,বিচ্যুতি কাৰেণ্ট
विस्थापन त्रुटि,বিচ্যুতিৰ ভুল
प्रदर्श,প্ৰদৰ্শন
क्षय,পচি যোৱা
विरूपण,বিকৃতি
विरूपण क्षतिरूपण,বিকৃতিৰ ক্ষতি
विरूपण धारा श्रेणी,বিকৃতি বিদ্যুৎ প্ৰবাহৰ পৰিসৰ
विरूपण धारा रोट,বিকৃতি ধাৰা rot
विरूपण असुग्राहिता,বিকৃতি সংবেদনশীলতা
विरूपण लब्धि उपांत,বিকৃতি লাভৰ মাৰ্জিন
विरूपण निवेश प्रतिरोध,বিকৃতি ইনপুট ৰেজিষ্টেন্স
विरूपण पाश लब्धि,বিকৃতি লুপ লাভ
वितरित प्रवर्धक,বিতৰণ কৰা এম্প্লিফায়াৰ
वितरण गुणक,বিতৰণ বহুগুণক
विभिन्नता अभिग्राही,ভেৰিয়েচন ৰিচিভাৰ
शून्य विभाजन परीक्षण,শূন্য বিভাজন পৰীক্ষা
डी-परत,ডি-স্তৰ
आयनमंडल का D-परत,আয়নমণ্ডলৰ D-স্তৰ
डी-मॉस,ঘ-শৈবাল
डॉल्बी निकाय,ডলবি শৰীৰ
प्रभावी ध्रुव,ফলপ্ৰসূ মেৰু
प्रभावी ध्रुव प्रतिकार,ফলপ্ৰসূ মেৰু প্ৰতিৰোধ ক্ষমতা
दाता अपद्रव्य,দাতাৰ আৱৰ্জনা
दाता पदार्थ,দাতাৰ সামগ্ৰী
डॉन्टकेयर स्थिति,dontcare ৰ অৱস্থা
अपमिश्रण,ব্যভিচাৰ কৰা
डॉप्लर प्रभाव,ডপলাৰ ইফেক্ট
डॉप्लर रेडार,ডপলাৰ ৰাডাৰ
डोसीमीटर,ডোজিমিটাৰ
बिंदु मैट्रिक्स,বিন্দু মেট্ৰিক্স
बिंदु संकेतन,বিন্দু সংকেত
द्विअंतीय निर्गम,গৌণ বিষয়
द्विपरत संधारित्र,দ্বিস্তৰীয় কেপাচিটৰ
द्विअनुनादी क्लिस्ट्रॉन,বাইন&#39;ৰেল ক্লাইষ্ট্ৰন
द्विपार्श्व पट्टी,দ্বিপাক্ষিক বাৰ
द्विपार्श्विक पी सी बोर्ड,দ্বিপাক্ষিক পিচি ব’ৰ্ড
द्वि चिह्नन,ডাবল মাৰ্কিং
द्विट्रांजिस्टर,ডাবল ট্ৰেঞ্জিষ্টৰ
द्वि समस्वरित प्रवर्धक,ডুৱেল টিউনড এম্প্লিফায়াৰ
द्विसमस्तर ट्राजिस्टर प्रवर्धक,ডাবল লেয়াৰ ট্ৰেঞ্জিষ্টৰ এম্প্লিফায়াৰ
द्विगुणक,doubles
व्यवरोध काल,বাধাৰ সময়
निर्गम इलेक्ट्रोड,আউটপুট ইলেক্ট্ৰ&#39;ড
निर्गम इलेक्ट्रोड अनुगामी,ট্ৰেইলিং আউটপুট ইলেক্ট্ৰ&#39;ড
डी रैम,ঘ ৰাম
डी रैम,ঘ ৰাম
अपवाह कोष्ट,ৰানঅফ কোষ
अपवाह धारा,ৰানঅফ ষ্ট্ৰিম
अपवाह वेग,ৰানঅফৰ বেগ
वेध टेप,ছিদ্ৰ কৰা টেপ
परिचालक बस,অপাৰেটৰ বাছ
परिचालक चरण,অপাৰেটিং পৰ্যায়
आनति,অধৰ্ম
शुष्क सेल,শুকান কোষ
शुष्क निक्षारण,শুকান এচিং
शुष्क फिल्म,শুকান ফিল্ম
शुष्क स्विचन,শুকান চুইচিং
ड्राइस्टस कला विस्थापक,ড্ৰাইষ্টাছ আৰ্ট ডিচপ্লেচাৰ
डी.टी.ई.,ডি.টি.ই.
डी.टी.एल. (डायोड ट्रांजिस्टर तर्क),dtl (ডাইঅ&#39;ড ট্ৰেঞ্জিষ্টৰ লজিক)
"द्विगेट फेट, द्विगेट एफ. ई.टी.","ড্ৱাইগেট ভাগ্য, ড্ৱাইগেট এফ. ই.টি."
द्वैत सुमेलन,ডুৱেল মেচিং
युगल संचरण,দম্পতী সংক্ৰমণ
द्विपठित संयोजक,ডাবল ৰিড সমন্বয়ক
"द्विप्रवणता अनुरूप, अंकीय परिवर्तक","ডুৱেল-ডিফাৰেন্স এনালগ, ডিজিটেল কনভাৰ্টাৰ"
द्विप्रवण परिवर्तन,ডাইপোল পৰিৱৰ্তন
द्वि अनुवर्तन वोल्टता नियंत्रक,ডাবল ফ&#39;ল&#39; ভল্টেজ কন্ট্ৰ&#39;লাৰ
द्वयात्मकता,দ্বৈততা
द्विपंकितबद्ध,ডাবল ৰোড
मूक ऐन्टेना,নিৰৱ এন্টেনা
द्वैध संचरण,ডুপ্লেক্স ট্ৰেন্সমিছন
उपयोगिता अनुपात,উপযোগিতা অনুপাত
उपयोगिता अनुपात मॉडुलन,ইউটিলিটি ৰেচিঅ&#39; মডুলেচন
dB-25 संयोजक,dB-25 সংযোগকাৰী
वास काल,ৰেচিডেন্সি
गतिक अभिलक्षण,গতিশীল বৈশিষ্ট্য
गतिक अभिलक्षण,গতিশীল বৈশিষ্ট্য
गतिक धारा,ডাইনামিক কাৰেণ্ট
गतिक प्रतिबाधा,ডাইনামিক ইম্পিডেন্স
"गतिक लोड रेखा, लोड रेखा","ডাইনামিক লোড লাইন, লোড লাইন"
गतिक स्मृति,গতিশীল স্মৃতিশক্তি
परिवर्ती स्मृति सेल कोशिका,ভেৰিয়েবল মেমৰি চেল
गतिक स्मृति पुनश्चर्या,ডাইনামিক মেমৰি ৰিফ্ৰেচাৰ
गतिक मूस प्रतिलोमी,গতিশীল মাউছ ওলোটা
"गतिक रैम, गतिक RAM",গতিশীল ৰেম গতিশীল ৰেম
गतिक परास,ডাইনামিক ৰেঞ্জ
गतिक प्रतिरोध,গতিশীল ৰেজিষ্টেন্স
गतिक विस्थापन रजिस्टर,গতিশীল বিচ্যুতি পঞ্জিকা
गतिक परीक्षण,গতিশীল পৰীক্ষা
गतिक विडियो यादृच्छिक अभिगम स्मृति (डी.वी.रैम),ডাইনামিক ভিডিঅ&#39; ৰেণ্ডম এক্সেছ মেমৰি (DVRAM)
डायनेमो,ডাইনামো
डायनेमोमीटर,ডাইনামোমিটাৰ
डायनेट्रॉन दोलक,ডাইনিট্ৰন দোলক
"अर्ली प्रभाव, पूर्व प्रभाव","আগতীয়া প্ৰভাৱ, আগতীয়া প্ৰভাৱ"
ई ए रोम,ই এ ৰম
भू-संपर्क,পৃথিৱী সংযোগ
भू-स्टेशन,গ্ৰাউণ্ড ষ্টেচন
एबर्स-मौल-समीकरण,এবাৰ্ছ-মৌল-সমীকৰণ
एबर्स-मौल-मॉडल,এবাৰ্ছ-মৌল-মডেল
प्रतिध्वनि,প্ৰতিধ্বনি
प्रतिध्वनि निरोधक,এন্টি ইকো
भंवर धारा,এডি কাৰেণ্ট
किनारा संबंधक,ষ্ট্ৰেণ্ড সংযোগকাৰী
कोर संसूचक,কোৰ ডিটেক্টৰ
कोर ट्रिगर फ्लिप फ्लॉप,কোৰ ট্ৰিগাৰ ফ্লিপ ফ্লপ
कोर ट्रिगर लैच,কোৰ ট্ৰিগাৰ লেচ
ऐडीसन प्रभाव,&#39;এডিচন ইফেক্ট&#39;
संपादक,সম্পাদক
प्रभावी क्षेत्र,ফলপ্ৰসূ এলেকা
प्रभावी धारा,ফলপ্ৰসূ কাৰেণ্ট
प्रभावी भू-त्रिज्या,ফলপ্ৰসূ মাটিৰ ব্যাসাৰ্ধ
प्रभावी ऊँचाई,ফলপ্ৰসূ উচ্চতা
प्रभावी लंबाई,কাৰ্যকৰী দৈৰ্ঘ্য
प्रभावी द्रव्यमान,কাৰ্যকৰী ভৰ
प्रभावी विकीर्ण शक्ति,ফলপ্ৰসূ বিকিৰণ শক্তি
प्रभावी वोल्टता,কাৰ্যকৰী ভল্টেজ
दक्षता,দক্ষতা
ई.ई.पी. रॉम,ই.ই.পি. ৰম
आयकोनल समीकरण,আইকনল সমীকৰণ
व्युत्क्रम धारिता,বিপৰীত ধাৰণক্ষমতা
ई-परत,ই-স্তৰ
विद्युत धारा,বৈদ্যুতিক প্ৰবাহ
विद्युत क्षेत्र,বৈদ্যুতিক ক্ষেত্ৰ
विद्युत क्षेत्र तीव्रता,বৈদ্যুতিক ক্ষেত্ৰৰ তীব্ৰতা
विद्युत अभिवाह रेखाएँ,বৈদ্যুতিক প্ৰবাহৰ লাইন
विद्युत-विभव,বৈদ্যুতিক বিভৱ
विद्युत-आघात,বিদ্যুৎস্পৃষ্ট
विद्युत-सोल्डर,ইলেক্ট্ৰ&#39;-ছল্ডাৰ
विद्युत तरंग,বৈদ্যুতিক তৰংগ
वैद्युत लंबाई,বৈদ্যুতিক দৈৰ্ঘ্য
विद्युत शक्ति,বৈদ্যুতিক শক্তি
विद्युत,বিদ্যুৎ
इ.सी.जी.,ইচিজি
विद्युत डायनेमो मीटर,বৈদ্যুতিক ডাইনেমো মিটাৰ
इलेक्ट्रोड,ইলেক্ট্ৰ&#39;ড
इलेक्ट्रोड धारा,ইলেক্ট্ৰ&#39;ড কাৰেণ্ট
विद्युत संदीप्ति,ইলেক্ট্ৰ&#39;লুমিনেচেন্স
वैद्युत संदीप्तिशील प्रदर्श,ইলেক্ট্ৰ&#39;লুমিনেচেণ্ট ডিছপ্লে
विद्युत-अपघटन,গেলভানিক পৃথকীকৰণ
विद्युत अपघट्य,ইলেক্ট্ৰলাইট
विद्युत् अपघटनी संधारित्र,ইলেক্ট্ৰ&#39;লাইটিক কেপাচিটৰ
विद्युत-अपघटनी संधारित्र,ইলেক্ট্ৰ&#39;লাইটিক কেপাচিটৰ
विद्युत चुंबक,বিদ্যুৎচুম্বক
विद्युत चुंबकीय ऊर्जा,বিদ্যুৎচুম্বকীয় শক্তি
विद्युत चुंबकीय प्रेरण,বিদ্যুৎচুম্বকীয় প্ৰৰোচনা
"विद्युत चुंबकीय व्यतिकरण, ई.एम.आई.","বিদ্যুৎচুম্বকীয় হস্তক্ষেপ, ইএমআই"
विद्युत चुंबकीय स्पेक्ट्रम,বিদ্যুৎচুম্বকীয় বৰ্ণালী
विद्युत चुंबकीय तरंग,বিদ্যুৎচুম্বকীয় তৰংগ
विद्युत-चुंबकत्व,বিদ্যুৎচুম্বকত্ব
विद्युत यांत्रिक फिल्टर,ইলেক্ট্ৰ&#39; মেকানিকেল ফিল্টাৰ
विद्युतमापी,ইলেক্ট্ৰ&#39;মিটাৰ
विद्युत वाहक बल,বিদ্যুৎচালিত বল
इलेक्ट्रॉन,ইলেক্ট্ৰন
इलेक्ट्रॉन किरणपुंज,ইলেক্ট্ৰন ৰশ্মি
इलेक्ट्रॉन आवेश,ইলেক্ট্ৰন আধান
इलेक्ट्रॉन उत्सर्जन,ইলেক্ট্ৰন নিৰ্গমন
इलेक्ट्रॉन प्रवाह,ইলেক্ট্ৰন প্ৰবাহ
इलेक्ट्रॉन गैस,ইলেক্ট্ৰন গেছ
इलेकट्रॉन युक्ति,ইলেক্ট্ৰন যন্ত্ৰ
इलेक्ट्रॉन होल युगम,ইলেক্ট্ৰন ফুটা যোৰ
इलेक्ट्रॉन सूक्षमदर्शी,ইলেক্ট্ৰন মাইক্ৰস্কোপ
इलेक्ट्रॉन कक्ष,ইলেক্ট্ৰন কক্ষপথ
इलेक्ट्रॉन कोश,ইলেক্ট্ৰন খোলা
इलेक्ट्रॉन वोल्ट,ইলেক্ট্ৰন ভল্ট
इलेक्ट्रॉन तरंग नलिका,ইলেক্ট্ৰন তৰংগ নলী
इलेक्ट्रॉनिक आवेश,ইলেক্ট্ৰনিক চাৰ্জ
इलेक्ट्रॉनिक डाटा प्रतिबल,ইলেক্ট্ৰনিক ডাটা ষ্ট্ৰেছ
इलेक्ट्रॉनिक डाटा संसाधन,ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং
इलेक्ट्रॉनिक कुंजी,ইলেক্ট্ৰনিক চাবি
इलेक्ट्रॉनिक मेल (ई-मेल),ইলেক্ট্ৰনিক মেইল (ই-মেইল)
इलेक्ट्रॉनिक द्रव्यमान,ইলেক্ট্ৰনিক ভৰ
इलेक्ट्रॉनिक संख्यात्मक,ইলেক্ট্ৰনিক সংখ্যাগত
इलेक्ट्रॉनिक स्विचन,ইলেক্ট্ৰনিক চুইচিং
इलेक्ट्रॉनिक वोल्टमापी,ইলেক্ট্ৰনিক ভল্টমিটাৰ
इलेक्ट्रॉनिकीय समस्वरित अभिग्राही,ইলেক্ট্ৰনিকভাৱে টিউন কৰা ৰিচিভাৰ
इलेक्ट्रॉनिकी उद्योग संघ,ইলেক্ট্ৰনিকছ উদ্যোগ সংস্থা
विद्युत लेपन,ইলেক্ট্ৰ&#39;প্লেটিং
विद्युतदर्शी,ইলেক্ট্ৰস্কোপ
वैद्युतिकी विक्षेप,বিদ্যুৎচুম্বকত্ব
स्थिर वैद्युत फ्लक्स,ইলেক্ট্ৰষ্টেটিক ফ্লাক্স
स्थिर वैद्युत परिरक्षक,ইলেক্ট্ৰষ্টেটিক সংৰক্ষক
तत्व,উপাদান
उन्नयन,বিকশিত কৰা
उन्नति कोण,উন্নতিৰ কোণ
दीर्घवृत्तीय परावर्तक,উপবৃত্তাকাৰ প্ৰতিফলক
दीर्घवृत्ताकार फिल्टर,উপবৃত্তাকাৰ ফিল্টাৰ
दीर्घवृत्ताकार धुवण,উপবৃত্তাকাৰ মেৰু
अंत: स्थापित तंत्र,এম্বেডেড চিস্টেম
एबसिडिक कूट,abssidic ক&#39;ড
उत्सर्जक,এমিটাৰ
उत्सर्जक अभिनति विन्यास,এমিটাৰ অৰিয়েণ্টেচন কনফিগাৰেচন
उत्सर्जक उपमार्ग संधारित्र,এমিটাৰ বাইপাছ কেপাচিটৰ
उत्सर्जक अभिलक्षण,নিৰ্গমনকাৰী বৈশিষ্ট্য
उत्सर्जक युग्मित प्रवर्धक,এমিটাৰ কাপল্ড এম্প্লিফায়াৰ
उत्सर्जक विसरण,এমিটাৰ প্ৰসাৰণ
उत्सर्जक अनुगामी,এমিটাৰ ট্ৰেইলিং
उत्सर्जक प्रतिरोधक,এমিটাৰ ৰেজিষ্টৰ
उत्सर्जक स्थायीकृत अभिनति विन्यास,এমিটাৰ স্থিতিশীল অৰিয়েণ্টেচন কনফিগাৰেচন
उत्सर्जक आधार संधि,এমিটাৰ বেচ জংচন
"उत्सर्जक युग्मित तर्क,ई.सी.एल.","এমিটাৰ কাপল্ড লজিক, ইচিএল"
यंत्रानुकरणकारी,যান্ত্ৰিক
इनेब्ल,সক্ষম কৰা
संपुटीकरण,এনকেপচুলেচন
कोडीत्र,কোদিত্ৰা
एनक्रिप्शन,এনক্ৰিপচন
परिचक्रीय हासिल,বৃত্তাকাৰ লাভ
रूपांतरणांत,ৰূপান্তৰ
संचिकांत,প্ৰণালীবদ্ধ
परिचक्रीयय विस्थापन,বৃত্তাকাৰ বিচ্যুতি
अनुदैर्ध्य ऐन्टेना,দীৰ্ঘায়িত এন্টেনা
अनुदैर्ध्य व्यूह,দীৰ্ঘায়িত এৰে
ऊर्जा,শক্তি
ऊर्जा पट्टी,শক্তি বাৰ
ऊर्जा अंतराल,বেণ্ড গেপ
ऊर्जा स्तर,শক্তিৰ স্তৰ
ऊर्जा स्तर आरेख,শক্তিৰ স্তৰৰ ডায়েগ্ৰাম
संवृद्धिधत प्रसरित संहति विनिर्देश,উন্নত প্ৰসাৰিত ভৰ নিৰ্দিষ্টকৰণ
संवृद्धिधत आलेख उपायोजक,বৃদ্ধি কৰা প্ৰবন্ধ পঞ্জীয়ক
संवृद्धि,বৃদ্ধি
संवृद्धि प्ररूप,বৃদ্ধিৰ ধৰণ
संवृद्धीय मॉसफेट,উন্নত Mosfet
एन्ट्रॉपी,এণ্ট্ৰপি
अन्वालोप विमाडुलक,খাম ডিমডুলেটৰ
पर्यावरण,পৰিৱেশ
"एपीटैक्सीय वृद्धि,अधिरोही वृद्धि","এপিটেক্সি বৃদ্ধি, আৰোহী বৃদ্ধি"
"एपीट्रैक्सीय परत, अधिरोही परत","এপিট্ৰেকিয়াল স্তৰ, আৰোহী স্তৰ"
"एपीटैक्सी, अधिरोही","এপিটাক্সি, অভাৰৰাইডিং"
एपाक्सी-फाइबर ग्लास स्तर,ইপক্সি-ফাইবাৰ গ্লাছৰ স্তৰ
ईपी-रोम,ইপি-ৰম
इप्साइलन,এপ্সিলন
समकारीकरण,সমতা স্থাপন
समकारी परिपथ,সমতা বৰ্তনী
समानता,সমতা
समकरण,সমীকৰণ
समकारक फिल्टर,ইকুৱেলাইজাৰ ফিল্টাৰ
समीकरण,সমীকৰণটো
विषुवतीय समतल,বিষুৱীয় সমতল
समविभव रेखा,সমবিভৱ ৰেখা
समविभवी पृष्ठ,সমবিভৱ পৃষ্ঠা
समतुल्य परिपथ,সমতুল্য বৰ্তনী
समतुल्य निवेश रव जनित्र,সমতুল্য ইনপুট শব্দ জেনেৰেটৰ
समतुल्य निवेश रव प्रतिरोध,সমতুল্য ইনপুট শব্দ প্ৰতিৰোধ ক্ষমতা
तुल्य समदैशिक विकीर्ण शक्ति,সমতুল্য সমস্থানিক বিকিৰণ শক্তি
मिटाना,বিলোপ
ऊर्जापथी प्रक्रम,শক্তি প্ৰক্ৰিয়া
त्रुटि नियंत्रण कोडन,ত্ৰুটি নিয়ন্ত্ৰণ ক&#39;ডিং
त्रुटि संशोधन कूट,ভুল সংশোধন ক&#39;ড
त्रुटि संसूचन कूट,ভুল ধৰা পেলোৱা ক&#39;ড
त्रुटि हस्तन,ভুল নিয়ন্ত্ৰণ
त्रुटि दर,ভুলৰ হাৰ
त्रुटिवोल्टता,ভুল ভল্টেজ
त्रुटि प्रवर्धक,ভুল পৰিবৰ্ধক
एसाकी डायोड,isaki ডাইঅ&#39;ড
निक्षारण,এচিং
इथरनेट,ইথাৰনেট
ऑयलर-प्रमेय,অইলাৰৰ উপপাদ্য
आयाम ह्रासी विधा,প্ৰসাৰণ হ্ৰাস ধৰণ
वाष्पीकरण प्रक्रम,বাষ্পীভৱন প্ৰক্ৰিয়া
ई-सदिश,ই-ভেক্টৰ
सम-समता,সমতা
अपवाद हस्तन,ব্যতিক্ৰম নিয়ন্ত্ৰণ
अतिरिक्त रव अनुपात,অতিৰিক্ত শব্দ অনুপাত
त्रैधिक कूट,ট্ৰিপল ক&#39;ড
उत्तेजन टेबल,উদ্দীপনা টেবুল
प्रतिध्वनि XOR गेट,echo XOR গেট
निष्पादन सॉफ्टवेयर,এক্সিকিউচন চফ্টৱেৰ
निष्पादन चाल,নিষ্পাদন পদক্ষেপ
निष्पादन काल,নিষ্পাদন সময়
एक्सक्लुसिव नॉर गेट,একচেটিয়া ন&#39;ৰ গেট
प्रसारित्र,সম্প্ৰচাৰক
चरघातांकी क्षय,ঘাতীয় ক্ষয়
चरघातांकी डायोड,ঘাতীয় ডাইঅ&#39;ড
चरघातांकी फूरीय श्रेणी,ঘাতীয় ফুৰিয়েৰ শৃংখলা
चरघातांकी फलन,ঘাতীয় ফলন
बाह्य आवृत्ति प्रतिकार,বাহ্যিক কম্পাঙ্ক ৰেজিষ্টেন্স
अति उच्च आवृत्ति,অতি উচ্চ কম্পাঙ্ক
अत्यधिक विभव,উচ্চ সম্ভাৱনা
अतिलघु आवृत्ति,অতি কম কম্পাঙ্ক
अपद्रव्यी अर्द्धचालक,অভেদ্য অৰ্ধপৰিবাহী
संचिका खोलना,ফাইলটো খোলক
अर्द्धचालक संविरचन,অৰ্ধপৰিবাহী নিৰ্মাণ
फैब्री पेरो अनुनादक,fabri পেরো অনুনাদক
फलक,পেনেল
गुणक,বহুগুণক
क्रमगुणित,ফেক্টৰিয়েল
अवतीव्रण,lacunae
