Tamil,English
பதினாறுமாதம்,hexaploid
குளிர் உறக்கம்,hibernate
அதிக அடர்த்தி நடவு,high density planting
1. பிண்டலாக் 2. மலை (நெல்),hill (rice)
ஹிஸ்டோகிராம்,histogram
உயர் தொழில்நுட்ப தோட்டக்கலை,hitech horticulture
1.தயிர் 2. ஹைவ்,hive
1. களையெடுத்தல் 2. களையெடுத்தல்,hoeing
வைத்திருக்கும்,holding
தனியார் பண்ணை,home farm
ஹோமியோஸ்டாஸிஸ்,homeostasis
தாயகம்,homestead
ஒருமைப்பாடு,homogeneity
1. ஒரே மாதிரியான 2. ஒரே மாதிரியான,homogenous
அனுதாபம்,homologus
ஓரினச்சேர்க்கை,homozygote
1. குர்லிகா 2. உணவுப் பாத்திரம் 3. ஹாப்பர்,hopper
1. அடுக்கு 2. அடிவானம்,horizon
தோட்டக்கலை பயிர்கள்,horticultural crops
1. தோட்டக்கலை 2. தோட்டக்கலை 3. தோட்டக்கலை 4. தோட்டக்கலை,horticulture
