Telugu,Odiya
ప్రస్తుత బీమ్ స్థానం,ସାମ୍ପ୍ରତିକ ବିମ୍ ସ୍ଥିତି |
ప్రస్తుత కనెక్ట్ సమూహం,ସାମ୍ପ୍ରତିକ ସଂଯୋଗ ଗୋଷ୍ଠୀ |
ప్రస్తుత తరం,ସାମ୍ପ୍ରତିକ ପି generation େଇ |
ప్రస్తుత సూచన  రిజిస్టర్,ସାମ୍ପ୍ରତିକ ନିର୍ଦ୍ଦେଶନାମା |  ପଞ୍ଜିକରଣ କର |
ప్రస్తుత లైన్  పాయింటర్,ସାମ୍ପ୍ରତିକ ରେଖା  ସୂଚକ
ప్రస్తుత లూప్ (=  ప్రస్తుత యాంటినోడ్),ସାମ୍ପ୍ରତିକ ଲୁପ୍ (=  ସାମ୍ପ୍ରତିକ ଆଣ୍ଟିବାଡ୍)
ప్రస్తుత మోడ్ లాజిక్,ସାମ୍ପ୍ରତିକ ମୋଡ୍ ଲଜିକ୍ |
ప్రస్తుత రికార్డు,ସାମ୍ପ୍ରତିକ ରେକର୍ଡ |
కర్సర్,କର୍ସର୍
కర్సర్ కంట్రోల్ కీ,କର୍ସର୍ କଣ୍ଟ୍ରୋଲ୍ କୀ |
కర్టేట్,ପରଦା
కర్వ్ అనుచరుడు,ବକ୍ର ଅନୁସରଣକାରୀ |
కుషన్,କୁଶ
కస్టమర్ యాక్సెస్ ప్రాంతం,ଗ୍ରାହକ ପ୍ରବେଶ କ୍ଷେତ୍ର |
కస్టమర్ ఇన్ఫర్మేషన్ కంట్రోల్ సిస్టమ్,ଗ୍ରାହକ ସୂଚନା ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା |
కస్టమర్ ప్రాంగణ పరికరాలు,ଗ୍ରାହକ ପରିସର ଉପକରଣ |
కస్టమర్ స్విచింగ్ సిస్టమ్,ଗ୍ରାହକ ସୁଇଚ୍ ସିଷ୍ଟମ୍ |
కట్ ఫారం,କଟା ଫର୍ମ
ఫారమ్ మోడ్ కట్,ଫର୍ମ ଫର୍ମ ମୋଡ୍ କାଟନ୍ତୁ |
కట్ పద్ధతి,କଟ୍ ପଦ୍ଧତି |
కత్తిరించిన,ବିଛିନ୍ନ ହେବା
సైబర్‌నేషన్,ସାଇବରସନ୍
సైబర్‌నెటిక్స్,ସାଇବରନେଟିକ୍ |
చక్రం,ଚକ୍ର
చక్రాల సంఖ్య,ଚକ୍ର ଗଣନା
సైకిల్ సూచిక,ଚକ୍ର ସୂଚକାଙ୍କ
సైకిల్ మెమరీ,ଚକ୍ର ସ୍ମୃତି
సైకిల్ మైక్రోప్రోగ్రామింగ్,ଚକ୍ର ମାଇକ୍ରୋପ୍ରୋଗ୍ରାମିଂ |
సైకిల్ రీసెట్,ଚକ୍ର ପୁନ res ସେଟ୍ |
సైకిల్ షేరింగ్,ଚକ୍ର ସେୟାର୍
సైకిల్ స్టీల్,ଚକ୍ର ଚୋରି
సైకిల్ దొంగిలించడం,ଚକ୍ର ଚୋରି
సైకిల్ సమయం,ଚକ୍ର ସମୟ
చక్రీయ కోడ్,ସାଇକ୍ଲିକ୍ କୋଡ୍ |
చక్రీయ పునరావృతం చెక్,ସାଇକ୍ଲିକ୍ ଅନାବଶ୍ୟକ ଯାଞ୍ଚ |
చక్రీయ షిఫ్ట్,ସାଇକ୍ଲିକ୍ ସିଫ୍ଟ |
చక్రీయ నిల్వ,ସାଇକ୍ଲିକ୍ ଷ୍ଟୋରେଜ୍ |
చక్రీయ బదిలీ,ସାଇକ୍ଲିକ୍ ସ୍ଥାନାନ୍ତର |
సిలిండర్ కాన్సెప్ట్,ସିଲିଣ୍ଡର ଧାରଣା |
పాత్ర,ବର୍ଣ୍ଣ
కోడెడ్ దశాంశం,କୋଡେଡ୍ ଦଶମିକ |
డైసీ గొలుసు,ଡେଜି ଶୃଙ୍ଖଳା |
డైసీ ప్రింట్ వీల్,ଡେଜି ପ୍ରିଣ୍ଟ୍ ଚକ |
డైసీ వీల్,ଡେଜି ଚକ
డంపింగ్,ବନ୍ଧପ
సమాచారం,ତଥ୍ୟ
వాయిస్ పైన ఉన్న డేటా,ଭଏସ୍ ଉପରେ ଡାଟା |
డేటా యాక్సెస్ అమరిక,ଡାଟା ଆକ୍ସେସ୍ ବ୍ୟବସ୍ଥା |
డేటా సేకరణ,ତଥ୍ୟ ଅଧିଗ୍ରହଣ
డేటా సముపార్జన కంప్యూటర్,ଡାଟା ଅଧିଗ୍ରହଣ କମ୍ପ୍ୟୁଟର |
డేటా అనుసరణ యూనిట్,ଡାଟା ଆଡାପସନ୍ ୟୁନିଟ୍ |
డేటా నిర్వాహకుడు,ଡାଟା ପ୍ରଶାସକ
డేటా మొత్తం,ଡାଟା ଏଗ୍ରିଗେଟ୍ |
డేటా ప్రాంతం,ତଥ୍ୟ କ୍ଷେତ୍ର |
డేటా శ్రేణి,ତଥ୍ୟ ଆରେ
డేటా లక్షణం,ଡାଟା ଗୁଣ
డేటా బ్యాంక్,ଡାଟା ବ୍ୟାଙ୍କ |
డేటాబేస్,ଡାଟାବେସ୍ |
డేటాబేస్ పరిపాలన,ଡାଟାବେସ୍ ପ୍ରଶାସନ
డేటాబేస్ నిర్వహణ,ଡାଟାବେସ୍ ପରିଚାଳନା
డేటాబేస్ నిర్వహణ వ్యవస్థ,ଡାଟାବେସ୍ ମ୍ୟାନେଜମେଣ୍ଟ ସିଷ୍ଟମ |
డేటా బ్లాక్,ତଥ୍ୟ ବ୍ଲକ
డేటా విరామం (= ప్రత్యక్ష మెమరీ యాక్సెస్),ଡାଟା ବ୍ରେକ୍ (= ସିଧାସଳଖ ମେମୋରୀ ପ୍ରବେଶ)
డేటా బఫర్ రిజిస్టర్,ଡାଟା ବଫର୍ ରେଜିଷ୍ଟର |
డేటా క్యాప్చర్,ତଥ୍ୟ କ୍ୟାପଚର |
డేటా కార్డ్,ଡାଟା କାର୍ଡ |
డేటా క్యారియర్,ଡାଟା ବାହକ |
డేటా సెల్,ଡାଟା ସେଲ୍ |
డేటా ఛానెల్,ଡାଟା ଚ୍ୟାନେଲ |
డేటా ఛానల్ మల్టీప్లెక్సర్,ଡାଟା ଚ୍ୟାନେଲ ମିଲିଟକ୍ସର୍ |
డేటా సర్క్యూట్,ଡାଟା ସର୍କିଟ |
డేటా సర్క్యూట్ పారదర్శకత,ଡାଟା ସର୍କିଟ୍ ସ୍ୱଚ୍ଛତା |
డేటా కోడ్,ତଥ୍ୟ କୋଡ୍
వివరాల సేకరణ,ତଥ୍ୟ ସଂଗ୍ରହ
డేటా సేకరణ స్టేషన్,ତଥ୍ୟ ସଂଗ୍ରହ ଷ୍ଟେସନ୍ |
డేటా సేకరణ వ్యవస్థ,ତଥ୍ୟ ସଂଗ୍ରହ ସିଷ୍ଟମ୍ |
సమాచారం  కమ్యూనికేషన్,ତଥ୍ୟ  ଯୋଗାଯୋଗ |
సమాచారం  కమ్యూనికేషన్  ఛానెల్,ତଥ୍ୟ  ଯୋଗାଯୋଗ |  ଚ୍ୟାନେଲ୍ |
సమాచారం  కమ్యూనికేషన్  పరికరాలు,ତଥ୍ୟ  ଯୋଗାଯୋଗ |  ଉପକରଣ
సమాచారం  కమ్యూనికేషన్  ఇంటర్ఫేస్,ତଥ୍ୟ  ଯୋଗାଯୋଗ |  ଇଣ୍ଟରଫେସ୍
సమాచారం  కమ్యూనికేషన్  నెట్‌వర్క్,ତଥ୍ୟ  ଯୋଗାଯୋଗ |  ନେଟୱର୍କ
సమాచారం  కమ్యూనికేషన్  సేవ,ତଥ୍ୟ  ଯୋଗାଯୋଗ |  ସେବା
డేటా సంపీడనం,ତଥ୍ୟ ସଙ୍କଳନ
డేటా కుదింపు,ତଥ୍ୟ ସଙ୍କୋଚନ |
డేటా కనెక్షన్,ଡାଟା ସଂଯୋଗ |
డేటా స్థిరాంకం,ଡାଟା ସ୍ଥିର |
సమాచారం  కాలుష్యం,ତଥ୍ୟ  ପ୍ରଦୂଷଣ
డేటా నియంత్రణ,ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ |
డేటా కంట్రోల్ బ్లాక్,ଡାଟା ନିୟନ୍ତ୍ରଣ ବ୍ଲକ |
డేటా మార్పిడి,ଡାଟା ରୂପାନ୍ତର |
డేటా కన్వర్టర్,ଡାଟା କନଭର୍ଟର |
డేటా డిక్లరేషన్,ଡାଟା ଘୋଷଣା
డేటా డిక్లరేషన్  ప్రకటన,ଡାଟା ଘୋଷଣା  ଷ୍ଟେଟମେଣ୍ଟ
డేటా నిర్వచనం,ତଥ୍ୟ ସଂଜ୍ଞା
డేటా నిర్వచనం  పేరు,ତଥ୍ୟ ସଂଜ୍ଞା  ନାମ
డేటా నిర్వచనం  ప్రకటన,ତଥ୍ୟ ସଂଜ୍ଞା  ଷ୍ଟେଟମେଣ୍ଟ
డేటా ఆలస్యం,ଡାଟା ବିଳମ୍ବ |
డేటా డీలిమిటర్,ଡାଟା ଡିଲିମିଟର |
డేటా సాంద్రత,ଡାଟା ଘନତା |
డేటా వివరణ  ప్రవేశం,ତଥ୍ୟ ବର୍ଣ୍ଣନା  ପ୍ରବେଶ
డేటా వివరణ  భాష,ତଥ୍ୟ ବର୍ଣ୍ଣନା  ଭାଷା
డేటా డిజైన్,ଡାଟା ଡିଜାଇନ୍ |
డేటా పరికరం,ଡାଟା ଉପକରଣ |
డేటా నిఘంటువు,ଡାଟା ଅଭିଧାନ |
డేటా దర్శకత్వం వహించింది,ଡାଟା ନିର୍ଦ୍ଦେଶିତ ପ୍ରସାରଣ |
డేటా డిస్ప్లే యూనిట్,ଡାଟା ପ୍ରଦର୍ଶନ ୟୁନିଟ୍ |
డేటా పంపిణీ వ్యవస్థ,ଡାଟା ବଣ୍ଟନ ସିଷ୍ଟମ୍ |
డేటా విభాగం,ତଥ୍ୟ ବିଭାଜନ |
డేటా మూలకం,ତଥ୍ୟ ଉପାଦାନ |
డేటా ఎలిమెంట్ చైన్,ଡାଟା ଉପାଦାନ ଶୃଙ୍ଖଳା |
డేటా గుప్తీకరణ  కీ,ତଥ୍ୟ ଏନକ୍ରିପସନ୍  ଚାବି
డేటా గుప్తీకరణ  ప్రమాణం,ତଥ୍ୟ ଏନକ୍ରିପସନ୍  ମାନକ
సమాచారం పొందుపరచు,ତଥ୍ୟ ପ୍ରବେଶ
డేటా ఎంట్రీ పరికరం,ଡାଟା ଏଣ୍ଟ୍ରି ଡିଭାଇସ୍ |
డేటా లోపం,ତଥ୍ୟ ତ୍ରୁଟି |
డేటా మూల్యాంకనం,ତଥ୍ୟ ମୂଲ୍ୟାଙ୍କନ
డేటా పరీక్ష,ଡାଟା ପରୀକ୍ଷା
డేటా మార్పిడి,ତଥ୍ୟ ବିନିମୟ
డేటా ఫీల్డ్,ଡାଟା କ୍ଷେତ୍ର |
సమాచార దస్తా,ଡାଟା ଫାଇଲ୍ |
డేటా ప్రవాహం,ତଥ୍ୟ ପ୍ରବାହ |
డేటా ఫ్లో చార్ట్,ଡାଟା ଫ୍ଲୋ ଚାର୍ଟ |
డేటా ప్రవాహ నియంత్రణ,ଡାଟା ଫ୍ଲୋ ନିୟନ୍ତ୍ରଣ |
డేటా ప్రవాహ రేఖాచిత్రం,ଡାଟା ପ୍ରବାହ ଚିତ୍ର |
డేటా ఫార్మాట్,ଡାଟା ଫର୍ମାଟ୍ |
డేటా ఫార్మాట్ అంశం,ଡାଟା ଫର୍ମାଟ୍ ଆଇଟମ୍ |
డేటా జనరేటర్,ଡାଟା ଜେନେରେଟର
డేటాగ్రామ్,ଡାଟାଗ୍ରାମ୍
డేటాగ్రామ్ సేవ,ଡାଟାଗ୍ରାମ୍ ସେବା |
డేటా గ్రాఫిక్స్,ଡାଟା ଗ୍ରାଫିକ୍ସ |
డేటా గ్రాఫోస్కోప్,ଡାଟା ଗ୍ରାଫୋପସ୍କୋପ୍ |
డేటా నిర్వహణ,ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ
డేటా నిర్వహణ  సామర్థ్యం,ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ  କ୍ଷମତା
డేటా సోపానక్రమం,ଡାଟା ହାଇରାର୍କି |
డేటా హోస్ట్ (= హోస్ట్),ଡାଟା ହୋଷ୍ଟ (= ହୋଷ୍ଟ)
డేటా స్వాతంత్ర్యం,ଡାଟା ସ୍ୱାଧୀନତା |
డేటా ఇన్పుట్,ଡାଟା ଇନପୁଟ୍
డేటా ఇన్పుట్ స్టేషన్,ଡାଟ୍ଟ ଇନପୁଟ୍ ଷ୍ଟେସନ୍ |
డేటా సమగ్రత,ଡାଟା ଅଖଣ୍ଡତା
డేటా ఇంటర్‌చేంజ్,ଡାଟା ଅଦଳବଦଳ |
వాయిస్‌లో డేటా,ଭଏସ୍ ରେ ଡାଟା |
డేటా I/O  సూచన,ଡାଟା I / O  ନିର୍ଦ୍ଦେଶ
డేటా అంశం,ଡାଟା ଆଇଟମ୍ |
డేటా స్థాయి,ତଥ୍ୟ ସ୍ତର
డేటా లైబ్రరీ,ଡାଟା ଲାଇବ୍ରେରୀ |
డేటా లింక్ నియంత్రణ  పాత్ర,ଡାଟା ଲିଙ୍କ୍ ନିୟନ୍ତ୍ରଣ |  ବର୍ଣ୍ଣ
డేటా లింక్ ఎస్కేప్  పాత్ర,ଡାଟା ଲିଙ୍କ୍ ଏସ୍କେପ୍ |  ବର୍ଣ୍ଣ
డేటా లింక్ లేయర్,ଡାଟା ଲିଙ୍କ୍ ସ୍ତର |
డేటా జాబితా,ଡାଟା ତାଲିକା |
డేటా లాగింగ్,ଡାଟା ଲଗିଂ |
సమాచార నిర్వహణ,ତଥ୍ୟ ପରିଚାଳନା
సమాచార నిర్వహణ  ప్రోగ్రామ్,ତଥ୍ୟ ପରିଚାଳନା  ପ୍ରୋଗ୍ରାମ୍
సమాచార నిర్వహణ  వ్యవస్థ,ତଥ୍ୟ ପରିଚାଳନା  ସିଷ୍ଟମ୍
డేటా మానిప్యులేటింగ్,ଡାଟା ମନିପୁଟ କରୁଛି |
డేటా మానిప్యులేషన్  భాష,ଡାଟା ମନିପୁଲେସନ୍  ଭାଷା
డేటా మాస్కింగ్,ଡାଟା ମାସ୍କିଂ |
డేటామాటిక్ కంప్యూటర్,ଡାଟାମାଟିକ୍ କମ୍ପ୍ୟୁଟର |
డేటామేషన్,ଡାଟାମସନ
డేటా మాధ్యమం,ଡାଟା ମାଧ୍ୟମ |
డేటా వలస,ତଥ୍ୟ ସ୍ଥାନାନ୍ତରଣ
డేటా మోడ్,ଡାଟା ମୋଡ୍ |
డేటా కదలిక  సూచన,ତଥ୍ୟ ଘୁଞ୍ଚାନ୍ତୁ |  ନିର୍ଦ୍ଦେଶ
డేటా మల్టీప్లెక్సర్,ଡାଟା ମଲ୍ଟିପ୍ଲେକ୍ସର |
డేటా పేరు,ତଥ୍ୟ ନାମ
డేటా నెట్‌వర్క్,ଡାଟା ନେଟୱାର୍କ |
డేటా ఆపరేషన్,ତଥ୍ୟ ଅପରେସନ୍ |
డేటా సంస్థ,ତଥ୍ୟ ସଂସ୍ଥା
డేటా మూలం,ତଥ୍ୟ ଉତ୍ପତ୍ତି
డేటా అవుట్పుట్,ତଥ୍ୟ ବାହ୍ୟପ୍ଟ
డేటా మార్గం,ଡାଟା ପଥ
డేటా దశ,ଡାଟା ପର୍ଯ୍ୟାୟ |
డేటాఫోన్,Dataaphone
డేటా ప్లాటర్,ଡାଟା ପ୍ଲଟର୍ |
డేటా పాయింటర్,ଡାଟା ସୂଚକ
డేటా తయారీ,ତଥ୍ୟ ପ୍ରସ୍ତୁତି
డేటా తయారీ  పరికరం,ତଥ୍ୟ ପ୍ରସ୍ତୁତି  ଉପକରଣ
డేటా ప్రాసెసింగ్,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |
డేటా ప్రాసెసింగ్  కేంద్రం,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |  କେନ୍ଦ୍ର
డేటా ప్రాసెసింగ్  చక్రం,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |  ଚକ୍ର
డేటా ప్రాసెసింగ్  యంత్రం,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |  ଯନ୍ତ୍ର
డేటా ప్రాసెసింగ్  నోడ్,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |  ନୋଡ୍
డేటా ప్రాసెసింగ్  స్టేషన్,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |  ଷ୍ଟେସନ |
డేటా ప్రాసెసింగ్  వ్యవస్థ,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |  ସିଷ୍ଟମ୍
డేటా ప్రాసెసర్,ଡାଟା ସଞ୍ଚାଳକ |
సమాచార రక్షణ,ତଥ୍ୟ ସୁରକ୍ଷା
డేటా శుద్దీకరణ,ଡାଟା ଶୁଦ୍ଧତା |
డేటా రేడియో,ଡାଟା ରେଡିଓ |
డేటా రిసీవర్,ଡାଟା ରିସିଭର୍ |
డేటా రికార్డ్,ଡାଟା ରେକର୍ଡ |
డేటా తగ్గింపు,ଡାଟା ହ୍ରାସ |
డేటా రిజిస్టర్,ଡାଟା ରେଜିଷ୍ଟର |
డేటా విశ్వసనీయత,ତଥ୍ୟ ବିଶ୍ୱସନୀୟତା |
సమాచారం  ప్రాతినిథ్యం,ତଥ୍ୟ  ପ୍ରତିନିଧିତ୍ୱ
డేటా పునరుత్పత్తి,ତଥ୍ୟ ପ୍ରଜନନ
డేటా తిరిగి పొందడం,ଡାଟା ପୁନରୁଦ୍ଧାର
డేటా సమీక్ష  నియంత్రణ,ତଥ୍ୟ ସମୀକ୍ଷା  ନିୟନ୍ତ୍ରଣ
డేటా భద్రత,ତଥ୍ୟ ସୁରକ୍ଷା
డేటా సెపరేటర్,ଡାଟା ପୃଥକକର୍ତ୍ତା |
డేటా సెట్,ତଥ୍ୟ ସେଟ୍ ହୋଇଛି |
డేటా సెట్ క్లాకింగ్,ଡାଟା ସେଟ୍ କ୍ଲକ୍ |
డేటా సెట్ నిర్వచనం  పట్టిక,ଡାଟା ସେଟ୍ ସଂଜ୍ଞା  ଟେବୁଲ୍ |
డేటా సెట్ లేబుల్,ଡାଟା ସେଟ୍ ଲେବଲ୍ |
డేటా సెట్ పేరు,ଡାଟା ସେଟ୍ ନାମ |
డేటా సెట్  సంస్థ,ତଥ୍ୟ ସେଟ୍ ହୋଇଛି |  ସଂଗଠନ |
డేటా సెట్ రిఫరెన్స్  సంఖ్య,ଡାଟା ସେଟ୍ ରେଫରେନ୍ସ |  ସଂଖ୍ୟା
డేటా సెట్ భద్రత,ଡାଟା ସେଟ୍ ସୁରକ୍ଷା |
డేటా సెట్ యుటిలిటీ  ప్రోగ్రామ్,ଡାଟା ସେଟ୍ ଉପଯୋଗିତା |  ପ୍ରୋଗ୍ରାମ୍
డేటా సిగ్నల్,ଡାଟା ସଙ୍କେତ |
డేటా సిగ్నలింగ్ రేటు,ଡାଟା ସଙ୍କେତ ଜଳଜଳ ହାର |
డేటా సింక్,ଡାଟା ସିଙ୍କ୍ |
సమాచార మూలం,ତଥ୍ୟ ଉତ୍ସ |
డేటా స్పెసిఫికేషన్,ଡାଟା ନିର୍ଦ୍ଦିଷ୍ଟକରଣ
డేటా స్టేషన్,ଡାଟା ଷ୍ଟେସନ |
డేటా నిల్వ,ତଥ୍ୟ ସଂରକ୍ଷଣ
డేటా నిల్వ  నిర్మాణం,ତଥ୍ୟ ସଂରକ୍ଷଣ  ଗଠନ
డేటా స్ట్రీమ్,ଡାଟା ଷ୍ଟ୍ରିମ୍ |
డేటా నిర్మాణం,ତଥ୍ୟ ଗଠନ |
డేటా నిర్మాణం  రేఖాచిత్రం,ତଥ୍ୟ ଗଠନ |  ଚିତ୍ର
డేటా స్విచ్,ତଥ୍ୟ ସୁଇଚ୍
డేటా స్విచింగ్  కేంద్రం,ତଥ୍ୟ ସନ୍ଧାନ  କେନ୍ଦ୍ର
డేటా స్విచింగ్  మార్పిడి,ତଥ୍ୟ ସନ୍ଧାନ  ବିନିମୟ
డేటా టాబ్లెట్,ଡାଟା ଟ୍ୟାବଲେଟ୍ |
డేటా టెర్మినల్,ଡାଟା ଟର୍ମିନାଲ୍ |
డేటా టెర్మినల్  పరికరాలు,ଡାଟା ଟର୍ମିନାଲ୍ |  ଉପକରଣ
డేటా సమయం,ଡାଟା ସମୟ |
డేటా ట్రాన్స్క్రిప్షన్,ତଥ୍ୟ ଟ୍ରାନ୍ସକ୍ରିପସନ୍
డేటా ట్రాన్స్క్రిప్షన్  పరికరం,ତଥ୍ୟ ଟ୍ରାନ୍ସକ୍ରିପସନ୍  ଉପକରଣ
సమాచార బదిలీ,ତଥ୍ୟ ଟ୍ରାନ୍ସଫର |
సమాచార బదిలీ  దశ,ତଥ୍ୟ ଟ୍ରାନ୍ସଫର |  ପର୍ଯ୍ୟାୟ
డేటా బదిలీ రేటు,ଡାଟା ସ୍ଥାନାନ୍ତର ହାର |
సమాచార బదిలీ  రిజిస్టర్,ତଥ୍ୟ ଟ୍ରାନ୍ସଫର |  ପଞ୍ଜିକରଣ କର |
డేటా ప్రసారం,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |
డేటా ప్రసారం  ఛానెల్,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |  ଚ୍ୟାନେଲ୍ |
డేటా ప్రసారం  సౌకర్యం,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |  ସୁବିଧା
డేటా ప్రసారం  ఇంటర్ఫేస్,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |  ଇଣ୍ଟରଫେସ୍
డేటా ప్రసారం  లైన్,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |  ରେଖା
డేటా ప్రసారం  సేవ,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |  ସେବା
డేటా ప్రసారం  ఉచ్చు,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |  ଜାଲ
డేటాట్రాన్,ଡାଟାଟନ୍
సమాచార తరహా,ଡାଟା ପ୍ରକାର |
వాయిస్ కింద డేటా,ସ୍ୱର ଅଧୀନରେ ତଥ୍ୟ |
డేటా యూనిట్,ଡାଟା ଏକକ |
సమాచారం ప్రామాణీకరణ,ଡାଟା ବ valid ଧତା |
డేటా పదం,ଡାଟା ଶବ୍ଦ
డేటింగ్ దినచర్య,ଡେଟିଂ ରୁଟିନ୍ |
డేటా,ଡାଟୁମ୍
డేటా లైన్,DATIM ରେଖା |
దశాంశ బిందువు,ଦଶମିକ ବିନ୍ଦୁ |
క్రియారహితం,ନିଷ୍କ୍ରିୟତା |
డెడ్ బ్యాండ్,ମୃତ ବ୍ୟାଣ୍ଡ
డెడ్ ఫైల్,ମୃତ ଫାଇଲ |
డెడ్ లాక్,ମୃତ ଲକ୍
డెడ్ టైమ్,ମୃତ ସମୟ
డెడ్ జోన్,ମୃତ ଜୋନ୍ |
డెడ్ జోన్ యూనిట్,ମୃତ ଜୋନ୍ ୟୁନିଟ୍ |
డెబ్లాక్,Deblock
డీబగ్,କିବଗ୍
డీబగ్గర్,ଡିବଗ୍
డీబగ్గింగ్ సహాయం,ସାହାଯ୍ୟରେ ତ୍ରୁଟି ନିବାରଣ |
డీబగ్గింగ్ సహాయం  దినచర్య,ସାହାଯ୍ୟରେ ତ୍ରୁଟି ନିବାରଣ |  ନିତ୍ୟକର୍ମ |
డీబగ్గింగ్  భాష,ତ୍ରୁଟି ନିବାରଣ କରୁଛି |  ଭାଷା
డీబగ్గింగ్ మెమరీ డంప్,ମେମୋରୀ ଡମ୍ପିଂ ଡମ୍ପିଂ ଡମ୍ପିଂ |
డీబగ్గింగ్ అవుట్పుట్,ତ୍ରୁଟି ନିବାରଣ ଫଳାଫଳ
డీబగ్ మాక్రోస్,ଡିବଗ୍ ମାକ୍ରୋସ୍ |
డీబగ్ స్టేట్మెంట్,ତ୍ରୁଟି ନିବାରଣ ଷ୍ଟେଟମେଣ୍ଟ |
దశాబ్దం,ଦଶନ୍ଧି
దశాబ్దం కౌంటర్,ଦଶମୀର କାଉଣ୍ଟର |
నిర్ణయం పట్టిక భాష,ନିଷ୍ପତ୍ତି ଟେବୁଲ୍ ଭାଷା |
క్షీణత సమయం,ହ୍ରାସ ସମୟ
వికేంద్రీకృత  సమాచారం  వ్యవస్థ,ବିକେନ୍ଦ୍ରୀକରଣ  ସୂଚନା  ସିଷ୍ଟମ୍
డెసిబెల్,ଲିବିଲ୍
నిర్ణయాత్మకత,ନିର୍ଣ୍ଣୟ
దశాంశ అంకగణిత ఆపరేషన్,ଦଶମିକ ଗାଣିତିକ ଅପରେସନ୍ |
దశాంశ అమరిక,ଦଶମିକ ଆଲାଇନ୍ମେଣ୍ଟ |
దశాంశ అంకె,ଦଶମିକ ଅଙ୍କ |
దశాంశ మార్కర్,ଦଶମିକ ମାର୍କର |
దశాంశ సంజ్ఞామానం,ଦଶମିକ ମୁଖ
దశాంశ సంఖ్య,ଦଶମିକ ସଂଖ୍ୟା |
దశాంశం  సంఖ్య  వ్యవస్థ,ଦଶମିକ  ସଂଖ୍ୟା  ସିଷ୍ଟମ୍
దశాంశ చిత్రం  సమాచారం,ଦଶମିକ ଚିତ୍ର  ତଥ୍ୟ
దశాంశ చిహ్నం,ଦଶମିକ ପ୍ରତୀକ |
డెసిఫర్,ଡିସିପିଚର୍
నిర్ణయం,ନିଷ୍ପତ୍ତି
డెసిషన్ బాక్స్,ନିର୍ଣ୍ଣୟ ବାକ୍ସ
నిర్ణయం సర్క్యూట్,ନିଷ୍ପତ୍ତି ସର୍କିଟ୍ |
నిర్ణయం కంటెంట్,ନିର୍ଣ୍ଣୟ ବିଷୟବସ୍ତୁ |
నిర్ణయం మూలకం,ନିଷ୍ପତ୍ତି ଉପାଦାନ |
నిర్ణయం  సూచన,ନିଷ୍ପତ୍ତି  ନିର୍ଦ୍ଦେଶ
నిర్ణయం  Kmechanism,ନିଷ୍ପତ୍ତି  କ୍ଲେଚନିଜିମ୍ |
నిర్ణయం భాష,ନିଷ୍ପତ୍ତି ଭାଷା
నిర్ణయం తర్కం,ନିର୍ଣ୍ଣୟ ତର୍କ
నిర్ణయం తర్కం  అనువాదకుడు,ନିର୍ଣ୍ଣୟ ତର୍କ  ଅନୁବାଦକ
నిర్ణయం సూత్రం,ନିର୍ଣ୍ଣୟ ନଳ
నిర్ణయం నియమం,ନିର୍ଣ୍ଣୟ ନିୟମ
నిర్ణయం  అనుకరణ,ନିଷ୍ପତ୍ତି  ଅନୁକରଣ
నిర్ణయ నిర్మాణం,ନିର୍ଣ୍ଣୟ ସଂରଚନା |
నిర్ణయం పట్టిక,ନିର୍ଣ୍ଣୟ ସାରଣୀ
నిర్ణయం సిద్ధాంతం,ନିଷ୍ପତ୍ତି ସମ୍ବିଧାନ
నిర్ణయం స్థిరాంకం,ସ୍ଥିର ନିଷ୍ପତ୍ତି
డీకోడర్,ଡେକୋଡର୍
డీకోడింగ్  సూచన,ଡିକୋଡିଂ  ନିର୍ଦ୍ଦେଶ
డికౌలేట్ చేయండి,ଚପଲ
డికాల్,ଡିକୋଲୋଲାଟର
డీకోనెంట్రేషన్,କ୍ଷତିକାରକ
తగ్గుదల,ଦଣ୍ଡ
డీక్రిప్ట్,ଡିକ୍ରିପ୍ଟ୍ |
DECURL,Decurl
అంకితమైన ఛానెల్,ଉତ୍ସର୍ଗୀକୃତ ଚ୍ୟାନେଲ |
అంకితమైన సర్క్యూట్,ଉତ୍ସର୍ଗୀକୃତ ସର୍କିଟ୍ |
అంకితం  కనెక్షన్,ଉତ୍ସର୍ଗୀକୃତ  ସଂଯୋଗ
అంకితమైనది,ଉତ୍ସର୍ଗୀକୃତ ଧକ୍କା |
