English,Odiya
coordinate,"ସଂଯୋଜନା, ସଂଯୋଜନା, କୋଭାରିଆନ୍ସ |"
coordinate axis,ନିର୍ଦ୍ଦେଶକ ଅକ୍ଷ
coordinate geometry,ଜ୍ୟାମିତିକୁ ସଂଯୋଜନା କରନ୍ତୁ |
coordinate plane,ସମତଳ ବିମାନ
coordinates,ସଂଯୋଜନା
coordinate system,"ସଂଯୋଜନା ପ୍ରଣାଳୀ, ନିର୍ଦ୍ଦେଶ ପ୍ରଣାଳୀ |"
Copernican system,କପର୍ନିକସ୍-ଶରୀର |
Coplanar,ପ୍ଲାନାର୍ |
coplanar forces,କପ୍ଲାନାର୍ ଫୋର୍ସ |
coplanarity,ସମତଳତା |
coprime numbers,ମୌଳିକ ସଂଖ୍ୟା
correction factor,"ସଂଶୋଧନ ଗୁଣକର୍ତ୍ତା, ସଂଶୋଧନ ଗୁଣକର୍ତ୍ତା |"
correct solution,ସଠିକ୍ ସମାଧାନ |
correlation,ସହ-ସମ୍ପର୍କ
correlation coefficient,ସଂଶୋଧନ ଗୁଣବତ୍ତା
correlation diagram,ସମ୍ପର୍କ ଚିତ୍ର
correlation function,ସମ୍ପର୍କ କାର୍ଯ୍ୟ
correlation matrix,"ସମ୍ପର୍କ ମେଟ୍ରିକ୍ସ, ସମ୍ପର୍କ ମେଟ୍ରିକ୍ସ |"
correlation ratio,ସମ୍ପର୍କ ଅନୁପାତ |
correlogram,ସମ୍ପର୍କ ଚିତ୍ର
correlogram analysis,ସମ୍ପର୍କ-ଚିତ୍ର ବିଶ୍ଳେଷଣ |
correspond,"to correspond, to correspond"
correspondence principle,ସଙ୍ଗଠନର ନିୟମ |
corresponding angle,ଅନୁରୂପ କୋଣ |
corresponding side,ସୁସଙ୍ଗତ ପାର୍ଶ୍ୱ |
coset,ସେଟ୍ କରନ୍ତୁ |
cosine,"କୋସାଇନ୍, କୋଟିଜିଆ"
cosine law,କୋସାଇନ୍ ନିୟମ |
cost analysis,ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
cost maximization,ମୂଲ୍ୟ ସର୍ବାଧିକ
countability axiom,ଗଣନା ଯୋଗ୍ୟତା
countable,ଗଣନାଯୋଗ୍ୟ
countable additivity,ଗଣନା ଯୋଗ୍ୟ ଯୋଗୀ |
countable base,ଗଣନାଯୋଗ୍ୟ ଆଧାର |
countable basis,ଗଣନାଯୋଗ୍ୟ ଆଧାର |
countable set,ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |
countably infinite,ଅସଂଖ୍ୟ |
counter,"କାଲକୁଲେଟର, ପ୍ୟାନେଲ୍, କାଉଣ୍ଟର |"
counter clockwise,ଘଣ୍ଟା ବୁଲାଇ ଅପଚୟ |
counter example,କାଉଣ୍ଟର ନମୁନା |
covariance,କୋଭାରିଆନ୍ସ |
covariance law,କୋଭାରିଆନ୍ସ ନିୟମ |
covariance matrix,କୋଭାରିଆନ୍ସ ମ୍ୟାଟ୍ରିକ୍ସ |
covariance method,କୋଭାରିଆନ୍ସ ପଦ୍ଧତି |
covariance technique,କୋଭାରିଆନ୍ସ ପଦ୍ଧତି |
Cramer's rule,କ୍ରାମରଙ୍କ ନିୟମ |
Cramer-Rao inequality,କ୍ରାମର-ରାଓ ଅସମାନତା |
criterion function (=objective function),ଅବଜେକ୍ଟିଭ୍ ଫଙ୍କସନ୍
critical angle,ଜଟିଳ କୋଣ
critical point,ଜଟିଳ ବିନ୍ଦୁ |
critical point of function,କାର୍ଯ୍ୟର ଜଟିଳ ବିନ୍ଦୁ |
critical value,ଜଟିଳ ମୂଲ୍ୟ
critical velocity,ଜଟିଳ ବେଗ
cross correlation function,ଓଲଟା ସମ୍ପର୍କ କାର୍ଯ୍ୟ |
cross product,"ଭେକ୍ଟର-ଉତ୍ପାଦ, ଭେକ୍ଟର-ଉତ୍ପାଦ |"
cross ratio,ବଜ୍ରପାତ ଅନୁପାତ |
cross sectioning,କ୍ରସ୍ ବିଭାଗ
crypt,କ୍ରିପ୍ଟୋଗ୍ରାଫି
cube,"କ୍ୟୁବ୍, କ୍ୟୁବ୍"
cube number,କ୍ୟୁବ୍ ନମ୍ବର |
cube root,କ୍ୟୁବ୍ ମୂଳ |
cubic,"କ୍ୟୁବ୍, ଘନ, ଘନ, ଚତୁର୍ଥାଂଶ, ଟ୍ରାଇଗୋନାଲ୍, ଘନ |"
cubical,"କ୍ୟୁବ୍, କ୍ୟୁବ୍, ଘନ |"
cubic equation,ଚତୁର୍ଭୁଜ ସମୀକରଣ |
cubic inch,ଘନ ଇଞ୍ଚ |
cubic metre,ଘନ ମିଟର
cubic parabola,ଚତୁର୍ଭୁଜ ପାରାବୋଲା |
cubic root,କ୍ୟୁବ୍ ମୂଳ |
cubic term,ତ୍ରିଗୁଣ ଅବଧି
cuboid,orthogonal ସମାନ୍ତରାଳ |
cumulative,ସଂକଳିତ ସଂକଳିତ
cumulative curve,ସଂକଳନ ବକ୍ର
cumulative distribution function,ସଂକଳନ ବଣ୍ଟନ କାର୍ଯ୍ୟ
cumulative frequency,ସଂଗୃହିତ ଫ୍ରିକ୍ୱେନ୍ସି |
cumulative frequency function,ସଂକଳନ ଫ୍ରିକ୍ୱେନ୍ସି ଫଙ୍କସନ୍
cumulative frequency graph,ସଂଗୃହିତ ଫ୍ରିକ୍ୱେନ୍ସି ଗ୍ରାଫ୍ କ୍ୟୁମୁଲେଟିଭ୍ ଫ୍ରିକ୍ୱେନ୍ସି ଗ୍ରାଫ୍ |
cumulative probability function,ସଂକଳନ ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ
curl,"କର୍ଲ, କ୍ୱିଣ୍ଟାଲ୍ |"
curl of the congruence,ଦ୍ୱିପାକ୍ଷିକ ବକ୍ର
curl of the vector,ଭେକ୍ଟର୍ କର୍ଲ୍ |
curly bracket,"ଧନୁ ବନ୍ଧନୀ, ଆର୍"
current,stream ରଣା
current point,ଚଳନ ବିନ୍ଦୁ |
curvature,ବକ୍ରତା
curvature effect,ବକ୍ର ପ୍ରଭାବ
curve,ବକ୍ର
curved line,ବକ୍ର ରେଖା
curve tracing,ବକ୍ର ଅନୁସନ୍ଧାନ
curvilinear asymptote,curvilinear asymptote |
curvilinear coordinates,curvilinear coordinates
curvilinear regression,କର୍ଭିଲାଇନ୍ ରିଗ୍ରେସନ୍ |
cusp,"ଅସ୍ପଷ୍ଟ, କସପ |"
cycle,"ଚକ, ଘୂର୍ଣ୍ଣନ, ଚକ୍ର, କାଷ୍ଟିଂ ଚକ, ସଙ୍କୋଚନ ଚକ |"
cyclical variation,ଚକ୍ରବର୍ତ୍ତୀ ଭିନ୍ନତା |
cyclic cross product,ସାଇକ୍ଲିକ୍ ଭେକ୍ଟର ଉତ୍ପାଦ |
cyclic demand,ଚକ୍ରବର୍ତ୍ତୀ ଚାହିଦା |
cyclic expression,ଚକ୍ରବର୍ତ୍ତୀ ଅଭିବ୍ୟକ୍ତି |
cyclic group,ଚକ୍ରବର୍ତ୍ତୀ ଗୋଷ୍ଠୀ |
cyclic permutation,ଚକ୍ରବ୍ୟୁହ
cycloid,"ସାଇକ୍ଲୋଏଡ୍, ସାଇକ୍ଲୋଏଡ୍ |"
cylinder,"ସିଲିଣ୍ଡର, ସିଲିଣ୍ଡର"
cylindrical,"ସିଲିଣ୍ଡ୍ରିକ୍, ସିଲିଣ୍ଡର, ସିଲିଣ୍ଡ୍ରିକ୍, ସିଲିଣ୍ଡର |"
cylindrical surface,ସିଲିଣ୍ଡର ପୃଷ୍ଠା |
cypher,"ଶୂନ, ସାଇଫର୍"
D'alembert's principle,ଦିଲବର୍ଟଙ୍କ ଉପଦେଶ |
damped harmonic function,ସରଳ ହରମୋନିକ୍ ଗତି
damping constant,ଡମ୍ପିଂ ସ୍ଥିର |
data,"ଦତ୍ତ, ଉପାଟା, ତଥ୍ୟ, ବିଶ୍ୱାସ |"
data origination,ଦତ୍ତ କାର୍ଯ୍ୟ
data processing system,ବିଶ୍ୱାସ ଉତ୍ସ ପ୍ରଣାଳୀ
data processor,ଡାଟା ସଞ୍ଚାଳକ
data sheet,ତଥ୍ୟ ଫର୍ଦ୍ଦ
decagon,ଡିକାଗନ୍ |
decagram,ଡେକାଗ୍ରାମ୍ |
decameter,ଡ଼େସିମିଟର |
decay constant,କ୍ଷୟ ସୂଚକାଙ୍କ |
decay curve,କ୍ଷୟ ବକ୍ର
decent function,ସୁନ୍ଦର କାର୍ଯ୍ୟ
decigram,desigram
decile,ଦଶମିକ
decimal,"ଦଶମିକ, ଦଶମିକ"
decimal code,ଦଶମିକ କୋଡ୍
decimal coded digit,ଦଶମିକ କୋଡେଡ୍ ଅଙ୍କ |
decimal expansion,ଦଶମିକ ବିସ୍ତାର
decimal fraction,ଦଶମିକ ଭଗ୍ନାଂଶ
decimal notation,ଦଶମିକ ନୋଟେସନ୍ ସିଷ୍ଟମ୍ |
decimal numbering system,ଦଶମିକ ନୋଟେସନ୍ ସିଷ୍ଟମ୍ |
decimal point,ଦଶମିକ ବିନ୍ଦୁ |
decimal scale,ଦଶମିକ ସ୍କେଲ
decimal system,ଦଶମିକ ସିଷ୍ଟମ୍ |
decimeter,ଡ଼ିସିମିଟର |
deciphering,ଏନକୋଡିଂ
decision model,ନିଷ୍ପତ୍ତି ମଡେଲ୍
decision theory,ନିଷ୍ପତ୍ତି ସିଦ୍ଧାନ୍ତ |
decision variable,ନିଷ୍ପତ୍ତି ଭେରିଏବଲ୍ |
decoder,"ଡିକୋଡର୍, ଡିକୋଡର୍ |"
decoding,"ଏନକୋଡିଂ, ଡିକୋଡିଂ |"
decomposable set,ପୃଥକ ସେଟ୍ |
decreasing,ହ୍ରାସ ପାଉଛି
decreasing function,ହ୍ରାସ କାର୍ଯ୍ୟ
Dedekind's cut,ଡେଡେକିଣ୍ଡ-କଟ୍ |
Dedekind's theorem,ଡେଡେକିଣ୍ଡ-ଥିଓରେମ୍ |
deduce,ଅନ୍ତର୍ଭୂକ୍ତ କରିବାକୁ
deductive method,କର୍ପୋରେଟ୍ ଅଭ୍ୟାସ |
defective,ଭୁଲ
defining equation,ସଂଜ୍ଞା ସମୀକରଣ |
definite integral,ନିର୍ଦ୍ଦିଷ୍ଟ ଅବିଚ୍ଛେଦ୍ୟ |
definite matrix,ସ୍ଥିର ମ୍ୟାଟ୍ରିକ୍ସ |
definition,"ସଂଜ୍ଞା, ସ୍ୱଚ୍ଛତା, ନିଶ୍ଚିତତା |"
deformation curve,ବିକୃତି ବକ୍ର
deformed surface,ବିକୃତ ପୃଷ୍ଠା |
degeneracy,"ଖରାପ, ଅବମାନନା |"
degeneracy in transporation problems,ପରିବହନ ସମସ୍ୟାରେ ଅସ୍ପଷ୍ଟତା |
degree,"ଡିଗ୍ରୀ, ଡିଗ୍ରୀ, ଶକ୍ତି, ଡିଗ୍ରୀ, ପରିମାଣ, ପରିମାଣ, ଡିଗ୍ରୀ |"
degree of differential equation,ଭିନ୍ନକ୍ଷମ ସମୀକରଣର ଶକ୍ତି |
degree of freedom,"ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ, ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ |"
degree of polynomial,ବହୁଜନର ଶକ୍ତି |
deleted neighbourhood,ବହିଷ୍କୃତ
delta function,ଡେଲଟା ଫଙ୍କସନ୍
demand and utility curve,ଚାହିଦା ଏବଂ ଉପଯୋଗିତା ବକ୍ର
demand equation,ଚାହିଦା ସମୀକରଣ |
demand function,ଚାହିଦା କାର୍ଯ୍ୟ
demographic study,ଜନସଂଖ୍ୟା ଅଧ୍ୟୟନ |
demography,ଜନସଂଖ୍ୟା
De Moivre’s theorem,ମାଉର୍ ଥିଓରେମ୍ |
demonstrate,"ପ୍ରଦର୍ଶନ କରିବାକୁ, ସାକ୍ଷ୍ୟ ଦେବାକୁ, ପ୍ରଦର୍ଶନ କରିବାକୁ |"
demonstration,"ପ୍ରତିନିଧିତ୍ୱ, ପ୍ରମାଣ, ପ୍ରଦର୍ଶନ, ପ୍ରଦର୍ଶନ"
demonstrative geometry,ଉପସ୍ଥାପନା ଜ୍ୟାମିତି |
denominator,ପ୍ରତ୍ୟେକ
dense set,ଘନ ଏଗ୍ରିଗେଟ୍ |
density,"ଘନତା, ଘନତା"
denumerable set,ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |
departing variables,ଉପର ସ୍ଥିର
dependent event,ନିର୍ଭରଶୀଳ ଘଟଣା |
dependent random variable,ନିର୍ଭରଶୀଳ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
dependent variable,ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |
dependent variate,ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |
depression angle,ଉଦାସୀନତାର କୋଣ
derivation,"derivation, derivative, ଭିନ୍ନତା |"
derivative,"derivative, derivative"
derived series,ପ୍ରାପ୍ତ ପରିସର
derived set,ନିର୍ମିତ ସେଟ୍ |
descending,"ଅବତରଣ, ଅବତରଣ"
descending order,ଅବତରଣ କ୍ରମ |
descending series,ଅବତରଣ ପରିସର
descriptive geometry,ପ୍ରୋଜେକ୍ଟିଭ୍ ଜ୍ୟାମିତି |
descriptive model,ବର୍ଣ୍ଣନାକାରୀ ମଡେଲ୍ |
descriptive statistics,ବର୍ଣ୍ଣନାକାରୀ ପରିସଂଖ୍ୟାନ |
design,"ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ (ଏଡି।), ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ (n।)"
design of experiment,ପରୀକ୍ଷଣର ଡିଜାଇନ୍ |
desk calculator,ଡେସ୍କ କାଲକୁଲେଟର
detection,"ପରିଚୟ, ଚିହ୍ନଟ"
determinant,"ନିର୍ଣ୍ଣୟକାରୀ, ନିର୍ଣ୍ଣୟକାରୀ, ନିର୍ଣ୍ଣୟକାରୀ;"
determinant rank,ନିର୍ଣ୍ଣୟ କ୍ରମ |
determine,ନିର୍ଣ୍ଣୟ କରିବାକୁ
deterministic model,ସ୍ଥିରିକୃତ ମଡେଲ୍ |
deterministic problem,ସ୍ଥିରିକୃତ ସମସ୍ୟା |
deviation,ବ୍ୟତିକ୍ରମ
deviation coefficient,ବିଘ୍ନ କୋଏଫିସିଣ୍ଟେଣ୍ଟ |
diadic system,ବାଇନାରୀ ସିଷ୍ଟମ୍ |
diagonal,ଡାଇଗୋନାଲ୍ ହାଇପୋଟେନ୍ୟୁଜ୍
diagonalization of a matrix,ମ୍ୟାଟ୍ରିକ୍ସ ଡାଇଗୋନାଲାଇଜେସନ୍ |
diagonal matrix,"ଡାଇଗୋନାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ, ଡାଇଗୋନାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |"
diagonal similarity,ତ୍ରିକୋଣୀୟ ସମାନତା |
diagram,ଚିତ୍ର
diagrammatic method,ଚିତ୍ରାଙ୍କନ ପଦ୍ଧତି |
diagrammatic presentation,ଆଲେଖୀକ ଉପସ୍ଥାପନା
diameter,ବ୍ୟାସ
diameter of a set,ବ୍ୟାସ ସେଟ୍ କରନ୍ତୁ |
diametrically opposite,ହୀରା ବିପରୀତ |
dice throw,"କ୍ରସ୍ ଫାୟାର୍, ଫିସ୍ ପକାନ୍ତୁ |"
dichotomous classification,ଆମ୍ଫିବିଆସ୍ ବର୍ଗୀକରଣ |
dichotomy,"ବିଭାଜନ, ଅଧା |"
dictionary order,ଅଭିଧାନ
difference calculus,ଭିନ୍ନକ୍ଷମ ଗଣନା
difference equation,ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |
difference formula,ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |
difference method,ଭିନ୍ନକ୍ଷମ ପଦ୍ଧତି |
difference of sets,ସେଟ୍ ର ପାର୍ଥକ୍ୟ |
differentiable,ଭିନ୍ନକ୍ଷମ |
differentiable curve,ଭିନ୍ନକ୍ଷମ ବକ୍ର
differentiable function,ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ
differential,"ଭିନ୍ନକ୍ଷମ, ଭିନ୍ନକ୍ଷମ, ଭିନ୍ନକ୍ଷମ, ପାରସ୍ପରିକ, ଆନ୍ତରିକତା, ଭିନ୍ନକ୍ଷମ |"
differential calculus,ଭିନ୍ନ ଭିନ୍ନ ଗଣିତ |
differential coefficient,ଭିନ୍ନକ୍ଷମ ଗୁଣବତ୍ତା |
differential equation,ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |
differential form,ଭିନ୍ନ ଭିନ୍ନ ଧକ୍କା |
differential formula,ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |
differential function,ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ
differential geometry,ଭିନ୍ନକ୍ଷମ ଜ୍ୟାମିତି |
differential of higher order,ଉଚ୍ଚ କ୍ରମ ଭିନ୍ନକ୍ଷମ |
differential quotient,ଭିନ୍ନକ୍ଷମ ବିଭାଗ
differentiate,ଭିନ୍ନ କର |
differentiation,"ଭିନ୍ନତା, ଭିନ୍ନତା |"
differentiation formula,ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |
differentiation of vector,ଭେକ୍ଟରର ଭିନ୍ନତା |
diffusion,"ବିସ୍ତାର, ବିସ୍ତାର"
digit,"ସଂଖ୍ୟା, ଡାଏଡମ୍, ଆଙ୍ଗୁଠି |"
digital computer,ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |
digital data,ଅଙ୍କି ଦତ୍ତ |
dimension,"ପରିମାଣ, ମୋଟେଇ, ପରିମାପ, ଶକ୍ତି |"
dimensionality,ପରିମାପ
dimensionless,ପରିମାପହୀନ |
dimension of an equation,ସମୀକରଣ ପରିମାଣ
diophantine equation,ଡାୟୋଫାଣ୍ଟସ୍ ସମୀକରଣ |
dip angle,ପତନର କୋଣ
dipolar coordinates,ଡିପୋଲ୍ କୋର୍ଡିନେଟ୍ |
dipole,ଡିପୋଲ୍
dipyramid (bipyramid),ବିପିରାମିଡ୍ |
Dirac delta function,dirac delta function
direct common tangent,ସାଧାରଣ ଟାଙ୍ଗେଣ୍ଟ୍ |
directed angle,ଡାହାଣ କୋଣ
directed line,ସିଧାସଳଖ ରେଖା |
directional derivative,ସ୍ପେସ୍ ଡେରିଭେଟିଭ୍ |
direction cosine,"ଡିକୋସିନ୍, ଡିକୋ-କୋସାଇନ୍ |"
direction of maxima,ସର୍ବାଧିକ ଦିଗ
direction of projection,ପ୍ରୋଜେକସନ ଦିଗ
direction ratio,ଦିଗ ଅନୁପାତ |
director circle,ନିୟାମକ ସର୍କଲ୍ |
director sphere,ନିୟାମକ ସର୍କଲ୍ |
direct product,ଅନୁଲୋମା ଉତ୍ପାଦ |
direct proof,"ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ, ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ |"
direct proportion,କ୍ରମିକ ଅନୁପାତ |
directrix,ଭାଗ୍ୟ
direct sum,ଅନୁଲୋମା ରାଶି |
disconncted sets,ଅସନ୍ତୁଷ୍ଟ ସେଟ୍ |
discontinuity,"ବିଚ୍ଛିନ୍ନତା, ବନ୍ଦ, ବିରତି |"
discontinuity of derivative,ଡେରିଭେଟିଭ୍ ର ବିଚ୍ଛିନ୍ନତା |
discontinuity of the first kind,ପ୍ରଥମ ପ୍ରକାର ବିଚ୍ଛିନ୍ନତା |
discontinuity of the second kind,ଦ୍ୱିତୀୟ ପ୍ରକାର ବିଚ୍ଛିନ୍ନତା |
discontinuous distribution,ନିରନ୍ତର ବଣ୍ଟନ |
discontinuous function,ବିଚ୍ଛିନ୍ନ କାର୍ଯ୍ୟ
discontinuous variate,ବିଚ୍ଛିନ୍ନ ଭିନ୍ନତା |
discrete,କଣିକା
discrete distribution,ନିରନ୍ତର ବଣ୍ଟନ |
discrete probability distribution,ନିରନ୍ତର ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ |
discrete random variable,ବିଚ୍ଛିନ୍ନ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
discrete sample space,ବିଚ୍ଛିନ୍ନ ନମୁନା ସ୍ଥାନ |
discrete set,ପୃଥକ ଏଗ୍ରିଗେଟ୍ |
discrete space,ବିଚ୍ଛିନ୍ନ ଜନସଂଖ୍ୟା |
discrete topology,ବିଚ୍ଛିନ୍ନ ଅବସ୍ଥା |
discrete variate,ବିଚ୍ଛିନ୍ନ ଭିନ୍ନତା |
discriminant,ବଣ୍ଟନ କର
discriminatory analysis (=discriminant analysis),ଭେଦଭାବ ବିଶ୍ଳେଷଣ |
disjoint,ଅସନ୍ତୁଷ୍ଟ
disjoint events,ଅସନ୍ତୁଷ୍ଟ ଘଟଣା |
disjoint sets,ଅସନ୍ତୁଷ୍ଟ ସେଟ୍ |
disjoint union,ଭର୍ତ୍ତି ସନ୍ନିବେଶ |
disjunction,"ବିଚ୍ଛିନ୍ନତା, ଯୁକ୍ତିଯୁକ୍ତ ରାଶି |"
dispersion,"ବିଚ୍ଛେଦ, ବିଛାଇବା |"
dispersion chart,ବିଚ୍ଛେଦ ଚାର୍ଟ |
dispersion constant,ବିଚ୍ଛେଦ ସୂଚକାଙ୍କ |
dispersion diagram,ବିଚ୍ଛେଦ ଚିତ୍ର |
dispersion matrix (=covariance matrix),ବିଚ୍ଛେଦ ମାଟ୍ରିକ୍ସ |
displacement,ବିସ୍ଥାପନ
display,ପ୍ରଦର୍ଶନ
display unit (=consol),କୋନସୋଲ
dissimilar,"ଅସମାନ, ଅସମାନ"
dissipative forces,ବିଚ୍ଛିନ୍ନ ଶକ୍ତି
distance function,ଦୂରତା କାର୍ଯ୍ୟ
distance modulus,ଦୂରତା ମଡ୍ୟୁଲସ୍
distribution-free method,ଅଣ-ବଣ୍ଟନକାରୀ |
distributive law,"ବଣ୍ଟନ ନିୟମ, ବଣ୍ଟନ ନିୟମ |"
diverge,"ବିସର୍ଜନ କରିବାକୁ, ବିସର୍ଜନ କରିବାକୁ |"
divergence,"ବିଭେଦ, ବିଭେଦ, ବିଭେଦ |"
divergence theorem,ଭିନ୍ନତା ଥିଓରେମ୍ |
divergent,ବିଭେଦ
divergent series,ଭିନ୍ନ ପରିସର |
divided difference,ବିଭାଜନ ପାର୍ଥକ୍ୟ |
divisibility,"ବିଭାଜନତା, ବିଭାଜନତା |"
divisible,"ବିଭାଜନ, ବିଭାଜନ"
division,"ବିଭାଜନ, ବିଭାଜନ, ବିଭାଜନ |"
division algorithm,ବିଭାଜନ ଆଲଗୋରିଦମ |
division ring,ବିଭାଜିତ ରିଙ୍ଗ |
dodecagon,ଚତୁର୍ଭୁଜ
dodecahedron,ଡିକାଗନ୍ |
domain,"ଡୋମେନ୍, ଡୋମେନ୍, ପ୍ରଦେଶ, ଅଞ୍ଚଳ |"
domain of a function,କାର୍ଯ୍ୟର ଡୋମେନ୍ |
domain of definition,ସଂଜ୍ଞା-ପ୍ରଦେଶ |
domain of existence,ଅସ୍ତିତ୍ୱର ଅବସ୍ଥା |
dominant strategy,ଓଭରବ୍ରିଡ୍ ଡିଭାଇସ୍ |
doppler effect,ଡୋପଲର ପ୍ରଭାବ
dot product,"ବିନ୍ଦୁ ଉତ୍ପାଦ, ସ୍କାଲାର୍ ଉତ୍ପାଦ |"
dotted curve,ବିନ୍ଦୁ ବକ୍ର
double differentiation,ଡୁଆଲ୍ ଭିନ୍ନକ୍ଷମ |
double exponential distribution,ଦୁଇଗୁଣ ବଣ୍ଟନ
double helix,ଡବଲ୍ କୋଇଲ୍ |
double integral,ବାଇନାରୀ ଇଣ୍ଟିଗ୍ରାଲ୍ |
double integration,ବାଇନାରୀ ଏକୀକରଣ |
double limit,ଦୁଇଥର ସୀମା |
double sampling plan,ଡବଲ୍ ନମୁନା ଇଭେଣ୍ଟ |
double sequence,ଡବଲ୍ କ୍ରମ |
double series,ଡବଲ୍ ସିରିଜ୍ |
double suffix notation,ଡବଲ୍-ସଂଲଗ୍ନ ନୋଟେସନ୍ |
double summation,ଦୁଇଥର ସଂକଳନ |
downward acceleration,ତଳ ତ୍ୱରଣ
downward displacement,ନିମ୍ନ ବିସ୍ଥାପନ |
downward motion,ନିମ୍ନ ଗତି
downward velocity,ତଳ ବେଗ
drag,ଟ୍ରାକ୍ସନ୍
drag force,ଟ୍ରାକ୍ସନ୍ ଫୋର୍ସ |
dual,ଦ୍ୱ ual ତ ଦ୍ୱ ual ତ୍ୟ
dual basis,ଡୁଆଲ୍ ବେସ୍ |
dual inner product,ଦ୍ୱ ual ତ ଆଭ୍ୟନ୍ତରୀଣ ଉତ୍ପାଦ |
dual linear programming problem,ଡୁଆଲ୍ ଲାଇନ୍ ପ୍ରୋଗ୍ରାମିଂ ସମସ୍ୟା |
dual operation,"ଡବଲ୍ ଅପରେସନ୍, ଡୁଆଲ୍ ଅପରେସନ୍ |"
dual problem,ଦ୍ୱ ual ତ ସମସ୍ୟା |
dual simplex algorithm,ଡୁଆଲ୍ ସିଙ୍ଗଲ୍ ଆଲଗୋରିଦମ୍ |
dual simplex technique,ଡୁଆଲ୍ ସିଙ୍ଗଲ୍ ପଦ୍ଧତି |
dual space,ଡୁଆଲ୍ ସ୍ପେସ୍ |
dual variable,ଡୁଆଲ୍ ଭେରିଏବଲ୍ |
dual vector space,ଡୁଆଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |
dummy index,ନୀରବ ସୂଚକାଙ୍କ |
dummy subscript,ନୀରବ ଫୁଟର୍ |
dummy suffix,ନୀରବ ଚୁକ୍ତି |
dummy variable,ନୀରବ ଭେରିଏବଲ୍ |
duplicator process,ନକଲ
dynamical,ଗତିଶୀଳ |
dynamical system,ଗତିଶୀଳ ସିଷ୍ଟମ୍ |
dynamic demand function,ଗତିଶୀଳ ଚାହିଦା କାର୍ଯ୍ୟ |
dynamic model,ଗତିଶୀଳ ମଡେଲ୍ |
dynamic programming,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |
dynamic programming approach,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପଦ୍ଧତି |
dynamic programming technique,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ କ ques ଶଳ |
dynamics,"ଗତିଶୀଳତା, ଗତିଶୀଳତା |"
dynamics of a particle,କଣିକା ଗତିଶୀଳତା |
dynamics of rigid bodies,କଠିନ ଶରୀର ଗତିଶୀଳତା |
earth,"ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ ସମ୍ପର୍କ (ver।)"
earthquake intensity,ଭୂକମ୍ପ ତୀବ୍ରତା |
eccentricity,ବିଚିତ୍ରତା
eclipse,ଅନୁମାନ
econometric forecast,ଅର୍ଥନ ric ତିକ ପୂର୍ବାନୁମାନ |
econometrician,ଅର୍ଥନୀତିଜ୍ଞ
econometrics,ଅର୍ଥନୀତି
economics,ଅର୍ଥନୀତି
edge,"ମୂଳ, ଧାର, ଲୁହ"
edge of a convex set,ସମୁଦାୟ କୋର ସମ୍ମୁଖୀନ |
efficiency factor,ଦକ୍ଷତା ସୂଚକାଙ୍କ
eigen element,ଚରିତ୍ରଗତ ଉପାଦାନ |
eigen function,ଚରିତ୍ରଗତ କାର୍ଯ୍ୟ
eigen value,"ଇଜେନ ମୂଲ୍ୟ, ଚରିତ୍ରିକ ମୂଲ୍ୟ |"
eigen value equation,ବ value ଶିଷ୍ଟ୍ୟ ମୂଲ୍ୟ ସମୀକରଣ
eigen vector,"ଇଜେନ ଭେକ୍ଟର, ଚରିତ୍ର ଭେକ୍ଟର |"
