Hindi,Odiya
भ्रूणवैज्ञानिक अनुसंधान,ଭ୍ରୁଣଗ୍ରସ୍ତ ଅନୁସନ୍ଧାନ |
भ्रूणविज्ञान,ଭ୍ରୁଣବିଶ୍ୱାସ
भ्रूणीय कोरकरंध्र,ଭ୍ରୁଣିକ୍ ବ୍ଲାଷ୍ଟୋପୋର |
भ्रूण परिवर्धन,ଭ୍ରୁଣିକ ବିକାଶ |
भ्रूण मर्त्यता,ଭ୍ରୁଣିକ ମୃତ୍ୟୁହାର
निर्गमित जलोद्भिद्,ଜରୁରୀ ହାଇଡ୍ରୋଫାଇଟ୍ |
"उत्प्रवास, उत्प्रवासन",ସ୍ଥାନାନ୍ତରଣ
इमिलिया सोन्कीफोलिया,ଏମିଲିଆ ସୋନକିଫୋଲୋଲ୍ |
भावनात्मक विक्षोभ,ଭାବପ୍ରବଣ ଅଶାନ୍ତିକତା |
एम्पेट्रेसी,ଏମୋପ୍ରାସିଆ |
वातस्फीति,ଏମ୍ପିଶିମା
मूलानुपाती सूत्र,ପରୀକ୍ଷାମୂଳକ ସୂତ୍ର |
"इम्यु, इमु",ନିମନ୍
"पायसीयन, इमल्सीयन",ଏମୁଲିସିୟା
इनाइमा,ଏନାମିମା |
"इनेमल, दंतवल्क",ଏନେଲ
कोडित एंजाइम,ଏନକୋଡେଡ୍ ଏନଜାଇମ୍ |
पुटीभवन,ଏନସାଇକେଷ୍ଟେସନ୍
अंत्य भित्ति,ଶେଷ କାନ୍ଥ
संकटापन्न,ଶେଷରେ
विशेषक्षेत्री,ଉଣ୍ଡେମିକ୍ |
"स्थानिकता, विशेषक्षेत्रिकता",Endemition
ऊर्जाशोषी अभिक्रिया,ଏଣ୍ଡ୍ରୋଗୋନିକ୍ ପ୍ରତିକ୍ରିୟା |
अंतःफलभित्ति,ଏଥନିଅର୍ପ
अंतःस्रावी तंत्र,ଏଣ୍ଡୋ୍ରାଇନ୍ ସିଷ୍ଟମ୍ |
अंतःकोशिकता,ଏଣ୍ଡୋସିଟିଟୋସିସ୍ |
"अंतस्त्वचा, अंतश्चर्म",ଏଣ୍ଡୋଡର୍ମ
अंतर्लसीका,Vollylimh
अंतःस्तर (गर्भाशय),ଏଣ୍ଡୋମେଟ୍ରମ୍
अंतःकवकमूल,ଏଣ୍ଡୋମାଇକୋରିନିଜିଜ୍ |
एन्डोन्यूक्लिएज अभिज्ञान स्थल,ଏଣ୍ଡୋନ୍ୟୁଜ୍ ସ୍ୱୀକୃତି ସ୍ଥାନ |
अंतर्द्रव्यी जालिका,ଏଣ୍ଡୋ ପାକକ୍ଷୀ ରେଟିକୁଲମ୍ |
अंतर्दर्शी,ଇଣ୍ଡୋସ୍କୋପ୍
अंतर्दर्शन,ଇଣ୍ଡୋସ୍କୋପି
अंतःकंकाल,ଏଣ୍ଡୋସ୍କେଲନ୍ |
अंतःकाय,ଇଣ୍ଡୋସୋମ୍
भ्रूणपोष,ଏଣ୍ଡୋରମ୍
भ्रूणपोषी,ଏଣ୍ଡୋପର୍ମିକ୍ |
अंतःस्तर अस्तर,ଏଣ୍ଡୋଥେଲିଆଲ୍ ଲାଇନ୍ |
अंतःस्तर,ଏଣ୍ଡୋଥେଲିୟମ୍
आंतर-ऊष्मी (समतापी),ଏଣ୍ଡୋଥର୍ମ (ଇୁମୋୟୋଥରମ୍)
आंतर-ऊष्मी,ଏଣ୍ଡୋଥର୍ମିକ୍
ऊष्माशोषी,ଏଣ୍ଡୋଥର୍ମିକ୍
अंतराविष,ଇଣ୍ଡୋଟୋକ୍ସିନ୍
अंत्य केश,ଶେଷ ଥଳି
अंतर्द्रव्यी,ଏଣ୍ଡୋ ପାକ୍ସିକ୍ |
अंतःस्रावी तंत्र,ସୁଗନ୍ଧିତ ସିଷ୍ଟମ୍ |
ऊर्जा स्वांगीकृत,ଶକ୍ତି ଆସ୍ମିଲେଟେଡ୍ |
ऊर्जा प्रवाह मॉडल,ଏନର୍ଜି ଫ୍ଲୋ ମଡେଲ୍ |
ऊर्जा पादप-रोपण,ଶକ୍ତି ବୃକ୍ଷରୋପଣ
ऊर्जा बागान,ଶକ୍ତି ବୃକ୍ଷରୋପଣ
ऊर्जा स्रोत,ଶକ୍ତି ଉତ୍ସ |
"इंजीनियरी, अभियांत्रिकी",ଇଞ୍ଜିନିୟରିଂ
एन्टअमीबा हिस्टोलिटिका,ଏଣ୍ଟମାଓବା HistorOLYTICA |
एन्टेरोबियस,ଏଣ୍ଟେରୋବିୟସ୍ |
आंत्रकोशिका,ENTOROCETETETETTETE |
"आंत्र, अंत्र",ଏଣ୍ଟର୍ଦନ୍ |
"पूर्णोष्मा, एन्थैल्पी",ସମ୍ପତ୍ତି |
"कीटरागी, कीटपरागित",ଏଣ୍ଟୋମୋଫିଲୋସସ୍
कीटपरागण,Entomofly
एन्ट्रॉपी,ଏଣ୍ଟ୍ରପି |
पर्यावरण,ପରିବେଶ
पर्यावरणी परिस्थिति,ପରିବେଶ ଅବସ୍ଥା |
पर्यावरणी आचारनीति,ପରିବେଶ ନ ics ତିକତା |
पर्यावरणी कारक,ପରିବେଶ ଫ୍ୟାକ୍ଟର୍ |
पर्यावरणी प्रभाव,ପରିବେଶ ପ୍ରଭାବ
पर्यावरणी प्रबंधन,ପରିବେଶ ପରିଚାଳନା
पर्यावरणीय आयोजना एवं समन्वयन,ପରିବେଶ ଯୋଜନା ଏବଂ ସମନ୍ୱୟ |
"पर्यावरणीय प्रतिरोध, वातावरणीय प्रतिरोध",ପରିବେଶ ପ୍ରତିରୋଧ
एंजाइमी अंतर्वस्तु,ଏନଜେଟିକ୍ ବିଷୟବସ୍ତୁ |
एंजाइम,ଏନଜାଇମ୍
एंजाइम तंत्र,ଏନଜାଇମ୍ ସିଷ୍ଟମ୍ |
एंजाइम-सहलग्न,ଏନଜାଇମ୍-ଲିଙ୍କ୍ ହୋଇଛି |
"आदिनूतन, इओसीन",ଇକନ୍
"इओसिनोफिल, इओसिनरागी",ଇଓସିନୋଫିଲ୍ |
इफेड्रा,ଇଫେଡ୍ରା
अल्पकालिक वार्षिक शाकबूटी,ଇଫେମେରାଲ୍ ବାର୍ଷିକ b ଷଧ |
अल्पकालिक,ଇଫେମେରାଲ୍
"अधिबाह्यदलपुंज, एपिकैलिक्स",Epralalix
बाह्यफलभित्ति,Pickarp
"अधिचर्म कोशिका, बाह्य त्वचा कोशिका",ଏପିଡିରାଲ୍ ସେଲ୍ |
"अधिचर्म, बाह्य त्वचा",ଏପିଡର୍ମିସ୍ |
एपिडर्मोफाइटॉन,ଏପିଡର୍ମୋଫିଲେଟନ୍ |
अधिवृषण,EPidIdyMIis
एपीगाइनी,Epigyeye
जायांगोपरिक,ଏପିସିୟିନସ୍ |
"अपस्मार, मिरगी",ଅପସ୍ମାର
अधिसर,ଏପିଲିମିନ୍
अभिरूपांतरण,Epimorphotoss
ऐपिनेफ्रिन,ଏପିନେଫ୍ରାଇନ୍
तंत्रिकावरक,ଏଗିନେରିୟମ୍
दललग्न,ଏପିପଟାଲସ୍
"अधिप्रवर्ध, एपिफिसिस",ଏପିଫାଇଡିସ୍
अधिपादप,EpipheeTee
घटनाजन्य अवसाद,ଏପିସୋଡିକ୍ ଡିପ୍ରେସନ୍ |
प्रबलता,ଏପିଷ୍ଟାଟିସ୍
अध्यंतरण,ଏପିଷ୍ଟାଟିସ୍
"उपकला ऊतक, एपिथीलयमी ऊतक",ଏପୋହେଲିଆଲ୍ ଟିସୁ |
युग,ଇପୋକ୍
इप्यूलॉप्सीयम फिशेसोनी,ଆକ୍ଲୋପ୍ସ୍କିଅମ୍ ଫିସେନୋ |
मध्यवर्ती पट्टी,ଇକ୍ୟୁଏଟୋରିଆଲ୍ ପ୍ଲେଟ୍ |
"साम्यावस्था, साम्य",ସନ୍ତୁଳନ
साम्य अवसादन,ସନ୍ତୁଳନ ସ୍ଥିତିରେ |
एक्वीसीटम,ସମନ୍ୱୟ |
ईक्वस,ଇକ୍ୟୁସ୍ |
महाकल्प,ଯୁଗ
अर्गोस्टोरॉल,Ergerterol
एरीकेलीज,Erricles
अपरदन,କ୍ଷୟ
इरूसिक अम्ल,ଏରୋକିକ୍ ଏସିଡ୍ |
एरिथ्रीना,ଏରିଥ୍ରିନା |
रक्ताणु (लाल रुधिरकणिका),ଏରିଥ୍ରୋସିଟ୍ (rbc)
"रक्ताण्विक, रक्ताणुक",Erythroycyicatic
रक्ताणु-उत्पत्ति कारक,ଏରେଥ୍ରୋପୋଟିକ୍ ଫ୍ୟାକ୍ଟର୍ |
एरिथ्रोपोईटिन,ଏରେଥ୍ରୋପିଏଏଟ୍ |
एरिथ्रोजाइलम कोका,ଏରେରସ୍ରୋକ୍ସଲମ୍ କୋକ୍ |
ऐस्खेरिखिया कोलाइ,ଇଚେଲିୟା କୋଲି |
"सगंध तेल, वाष्पशील तेल",ଅତ୍ୟାବଶ୍ୟକ ତେଲ |
एस्टर बंध,ଏଷ୍ଟର୍ ବଣ୍ଡ |
एस्ट्रोजन,ଇଷ୍ଟ୍ରନ୍
एस्ट्रोजन प्रतिस्थापन चिकित्सा,Estrogen ସ୍ଥାନାନ୍ତର ଥେରାପି |
ज्वारनद,ପୂର୍ବ
इटीरिओ,ଇଭେରିଓ
एथेनॉल,ଇଥାନଲ |
ईथर,ଇଥର
इथिडियम ब्रोमाइड,ଇଥଡିୟମ୍ ବ୍ରୋମାଇଡ୍ |
जीवपारिस्थितिकी,ଇଟୋଲୋଜି |
स्वाभाविकी,ଇଟୋଲୋଜି |
एथिलीन,ନୀତ
एथिलमेथेन सल्फोनेट,Ethylmetane sulffotate |
पांडुरता,ଇଥିଓପିଏମ |
सुजीवाणु,Ubacteria
सुजीवाण्विक कोशिका,Eduacteria କକ୍ଷ
यूक्रोमैटिन,ଇକ୍ରୋମେଟିନ୍ |
यूग्लीना,ଇଗଲେନା |
यूग्लीनाभ,Ugleleoid
ससीमकेंद्रक,ଇକାରିଓଟ୍ (ଇକାରିଓଟ୍)
सुकेंद्रकी कोशिका,ଇଉକାରିଆଟିକ୍ ସେଲ୍ |
सुकेंद्रकी जाति,ଇଉକୁଟିଓଟିକ୍ ପ୍ରଜାତିଗୁଡିକ |
यूमेटाजोआ,ଏରେଟିଜୋଆ
"सुसूत्रीविभाजन, सुसूत्रण",ଇମିଟୋସିସ୍ |
नपुंसकाभता,ଏନୁକୋଏଡାଇଜିମ୍ |
यूपैगुरस,దଅପ୍ ଗୟ।
यूफॉर्बिया,ଇଉଫୋରିୟା
यूफॉर्बिएसी,ଇଉଫୋର୍ବେସିଆ |
यूप्लेक्टेला,Euuloptecella
पृथुलवणी,ଏରିଅହଲାଇନ୍ |
पृथुतापी,ଇଭୁରାଥର୍ମାଲ୍ |
यूस्पंजिया,ଇସଲୋଙ୍ଗିଆ
यूस्टेकी नलिका,ଇଷ୍ଟାଚିଆନ୍ ଟ୍ୟୁବ୍ |
सुपोषी जलाशय,ଇଉଟ୍ରୋଫିକ୍ ଜଳ ଶରୀର |
सुपोषण,ଅଥ୍ରୋପତାନ
अतिपोषण,ଅଥ୍ରୋପତାନ
निर्वातित,ସ୍ଥାନାନ୍ତରିତ ହେଲା |
मूल्यांकित,ମୂଲ୍ୟାଙ୍କନ
वाष्पन,ବାଷ୍ପୀକରଣ |
पीत सेवंती,ସନ୍ଧ୍ୟା ପ୍ରାଥମିକତା
सदाबहार उष्णकटिबंधीय वर्षा वन,ଏଭରଗ୍ରୀନ୍ ଟ୍ରପିକାଲ୍ ବର୍ଷା ଜଙ୍ଗଲ |
विकास,ବିବର୍ତ୍ତନ
जीवन का विकास,ଜୀବନର ବିବର୍ତ୍ତନ |
विकास कारक,ବିବର୍ତ୍ତନ ଏଜେଣ୍ଟ |
"विकासीय जैविकी, विकासीय जीवविज्ञान",ବିକାଶୀୟ ଜୀବବିଜ୍ଞାନ |
विकास प्रक्रिया,ବିବର୍ତ୍ତନ ପ୍ରକ୍ରିୟା |
विकास-क्रम,ବିବର୍ତ୍ତନ କ୍ରମ |
विकासीय जाति,ବିବର୍ତ୍ତନ ପ୍ରଜାତିଗୁଡିକ |
विकासीय वर्गिकीविद्,ବିବର୍ତ୍ତନ ଟ୍ୟାକ୍ସୋନୋମିଷ୍ଟ |
विकासीय प्रवृत्ति,ବିବର୍ତ୍ତନ ଧାରା
ऐल्बुमिनहीन,Exalbuminus
अतिवृद्धि,ଅତ୍ୟଧିକ ଅଭିବୃଦ୍ଧି |
अत्यधिक निद्रा,ଅତ୍ୟଧିକ ଶୋଇବା |
उत्तेजकता,ଉତ୍ତେଜନା
उत्सर्जन,ନିର୍ଧାରଣ
उत्सर्जी जनन वाहिनी,ନିର୍ଗମନ ଯ ital ନାଙ୍ଗ ନଳୀ |
उत्सर्जी दुग्धवाही वाहिनी,ନିର୍ଗମନ ଲାକ୍ଟାଇଫ୍ରସ୍ ନଳୀ |
उत्सर्जी रंध्र,ନିର୍ଗମନ ଘୋର |
उत्सर्जी नलिका,ନିର୍ଗମନ ଟୁବୁଲ୍ |
ऊर्जाक्षेपी अभिक्रिया,ବିସ୍ତାରିତ ପ୍ରତିକ୍ରିୟା |
क्षयशील संसाधन,ନିଷ୍କ୍ରିୟ ଉତ୍ସଗୁଡ଼ିକ |
बर्हिजैविकी,ଏକ୍ସୋବିୟଲୋଜି |
"उड़न-मीन, एक्सोसीटस",ବିସୋସୋଟ୍ସ୍ |
बहिःस्रावी ग्रंथि,ଏକ୍ସ୍ରିନସ୍ ଗ୍ରନ୍ଥି |
बहिःकोशिकता,ପୂର୍ବପୋଟିଟୋସିସ୍ |
बहिर्जात,ExOgoger
बहिर्जात मुकुलन,Exogenges band
एक्सोन्यूक्लिएस,ExonouCeause
बाह्यपरजीवी,ଏକ୍ସପ୍ରେସାଇଟ୍ |
बहिर्द्रव्य,ଏକ୍ସପ୍ଲାସ୍
बहिःकंकाल,ଏକ୍ସପେଲଟନ୍ |
विदेशज जाति,ବିଦେଶୀ ପ୍ରଜାତିଗୁଡିକ |
एक्सपैन्सिन,ବିସ୍ତାର
प्रयोग,ପରୀକ୍ଷଣ |
कर्तोतक,ବ୍ୟାଖ୍ୟା କର
चरघातांकी,ତ୍ୱରିତ ଭାବରେ |
अभिव्यक्त अनुक्रम चिह्नक,ପ୍ରକାଶିତ କ୍ରମ ଟ୍ୟାଗ୍ (ESI)
विस्तार्यता,ବିସ୍ତାରିତତା |
बाह्य कर्ण,ବାହ୍ୟ କାନ |
बाह्य निषेचन,ବାହ୍ୟ ଫର୍ଟିଲାଇଜେସନ୍ |
बाह्य उद्दीपन,ବାହ୍ୟ ଉତ୍ସାହ |
"विलोप, विलोपन",ବିଲୁପ୍ତ
जाति विलोपन,ପ୍ରଜାତିର ବିଲୁପ୍ତ |
उदर-बाह्य वृषण,ଅତିରିକ୍ତ ପେଟର ଟେଷ୍ଟସ୍ |
कोशिकाबाह्य पाचन,ଅତିରିକ୍ତ ହଜୁରୀ |
कोशिकाबाह्य तरल,ଅତିରିକ୍ତ ତରଳ |
कोशिकाबाह्य पदार्थ,ଅତିରିକ୍ତ ପଦାର୍ଥ
कोशिकाबाह्य आधात्री,ଏକ୍ସଟ୍ରାସେଲୁଲାର୍ ମ୍ୟାଟ୍ରିକ୍ସ |
निष्कर्षण,ନିଷ୍କାସନ
भ्रूणबाह्य झिल्ली; भ्रूणेतर झिल्ली,ଏକ୍ସଟ୍ରେମ୍ବ୍ରୋନିକ୍ ମେମ୍ବ୍ରେନ୍ |
पार्थिवेतर उद्भव,ଅତିରିକ୍ତ ମୂଳ ଉତ୍ପତ୍ତି |
चरम मरुस्थल,ଅତ୍ୟଧିକ ମରୁଭୂମି
बाह्य प्रोटीन,ଏକ୍ସଟ୍ରିନିନିକ୍ ପ୍ରୋଟିନ୍ |
बहिरवगम,ଅତିରିକ୍ତତା
बहिर्मुखी,ବହିଷ୍କୃତ
निःस्रावी (गोंदी) पदार्थ,(ଗୁମି) ପଦାର୍ଥକୁ ଉତ୍ସାହିତ କରିବା |
नेत्रशोथ,ଆଖି ପ୍ରଦାହ
अभिनेत्र लेन्स,ଆଖି ଲେନ୍ସ
नेत्रिका,ଆଖି ଖଣ୍ଡ
पलक,ଆଖିପତା |
उत्सर्जी नलिका,ନିର୍ଗମନ ଟୁବୁଲ୍ |
फेबेसी,ଫାବୀସିୟା |
सेमाभ,Fabaceations
फलक,ଫେନ୍ସ
आनन अस्थि,ମୁଖ ହାଡ |
सुकृत विसरण,ବିସ୍ତାରିତ ବିସ୍ତାର |
विकल्पी परजीवी,ଅଧ୍ୟାପକ ପରଜୀବୀ |
मल पदार्थ,ଫେକାଲ୍ ବିଷୟ |
"मल गुटिका, विष्ठा गुटिका",ଫେକାଲ୍ ପେଲେଟ |
"बाज, श्येन",ଫାଲକନ୍
"फेलोपिओ-नलिका, डिम्बवाहिनी",ଫାଲ୍ପିଆନ୍ ଟ୍ୟୁବ୍ |
कूट फल,ମିଥ୍ୟା ଫଳ
आभासी पट,ମିଥ୍ୟା ସେପ୍ଟମ୍ |
"कुल, फैमिली",ପରିବାର
संपट्ट,Fancia
पूलिका,ଫାସିକିକଲ୍ |
"पूलीय, पूली",ଫାସିକୁଲାର୍ |
पूलिका,ଫାସିକୁଲ୍ୟୁଲ୍ |
फैसिओला,FaChiola
वसा विलेय विटामिन,ଚର୍ବି ଦ୍ରବୀଭୂତ ଭିଟାମିନ୍ |
वसा अम्ल,ଫ୍ୟାଟି ଏସିଡ୍ |
सदोष प्रतिलिपि,ତ୍ରୁଟିପୂର୍ଣ୍ଣ କପି |
प्राणिजात,ଫାଉନା
अनुकूल पर्यावरणीय परिस्थिति,ଅନୁକୂଳ ପରିବେଶ ଅବସ୍ଥା |
"पिच्छ, पर",ପର
पिच्छ तारा,ପଶୁ ତାରକା
पक्षबिंदु,ଫେୟାରୀ କଳଙ୍କିତ |
पुनर्भरण,ମତାମତ
पुनर्भरण संदमन,ମତାମତ ପ୍ରତିବନ୍ଧକ |
पुनर्भरण क्रियाविधि,ମତାମତ ମେକାନିଜିମ୍ |
अशन,ଖାଇବାକୁ
संस्पर्शक,ଫିଲର୍
फीलिस,ଫେଲିସ୍
मादा शंकु,ନାରୀ କୋଣ |
मादा प्राक्केंद्रक,ମହିଳା ପ୍ରଣୀତ
"ऊर्विका, फीमर",ଫେମୁର |
किण्वन,ମୁଖ
फर्न,ଫର୍ନ
फेरेडॉक्सिन,ଫେଡର୍କ୍ସିନ୍ |
जननक्षम संकर,ଉର୍ବର ହାଇବ୍ରିଡ୍ |
जननक्षम,ଉର୍ବର
उर्वर,ଉର୍ବର
अबंध्य,ଉର୍ବର
फर्टिलिन,ଫର୍ଟିଲିନ୍ |
जननक्षमता,ପ୍ରଜନନ
उर्वरता,ପ୍ରଜନନ
निषेचन,ଫର୍ଟିଲାଇଜେସନ୍
उर्वरण,ଫର୍ଟିଲାଇଜେସନ୍
उर्वरक,ସାର
रेशकीयन,ଫିରବିଲ୍ସନ୍ |
रेशकोरक वृद्धि कारक,ଫାଇବ୍ରୋବ୍ଲାଷ୍ଟ ଅଭିବୃଦ୍ଧି ଫ୍ୟାକ୍ଟର୍ (FGFS)
रेशकोरक,ଫାଇବ୍ରୋବ୍ଲାଷ୍ଟ |
रेश-उपास्थि,ଫାଇବ୍ରୋକ୍ ୱରିଲେଜ୍ |
फाइब्रिनोजन,ଫାଇବ୍ରିନୋ କଗ୍ନ୍
झकड़ा जड़ तंत्र,ଫାଇବ୍ରସସ୍ ରୁଟ୍ ସିଷ୍ଟମ୍ |
रेशेदार,ଫାଇବ୍ରସ୍
"फिबुला, बहिर्जंघिका",ଫାଇବୁଲୁଲା
फाइकस,ଫିକସ୍ |
फाइकस हेटेरोफिला,ଫିକସ୍ ହେଟେରୋଫିଲେଲା |
फाइकस रिलीजिओसा (पीपल),ଫିକସ୍ ପ୍ରାଇଭିଆ (ପିପାଲ୍)
मृद्जलधारिता,କ୍ଷେତ୍ର ଦକ୍ଷତା
क्षेत्र पुस्तिका,ଫିଲ୍ଡ ନୋଟବୁକ୍ |
"खेत संख्या, क्षेत्र संख्या",କ୍ଷେତ୍ର ସଂଖ୍ୟା
तंतु अंकुश,ଚମକିତ ହୁକ୍ |
तंतु,ଚମକ
तंतुल,ଫିଲାମେନସ୍ |
तंतुल प्रकार,ଫିଲାମେଣ୍ଟସ୍ ପ୍ରକାର |
फाइलेरिया कृमि,ଫାଇଲାରୀ ପୋକ
तंतुरूप शृंगिका,ଫିଲିଫ୍ଟୋରମ୍ ଆଣ୍ଟେନା |
निस्यंदक अशन,ଫିଲ୍ଟର୍ ଫିଡିଂ
निस्यंदन रेखाछिद्र,ଶବ୍ଦ ସ୍ଲିଟ୍ |
पख,Fin
सूक्ष्म समंजन घुंडी,ଭଲ ଆଡଜଷ୍ଟମେଣ୍ଟ୍ ଗଣ୍ଠି |
महीन बालू,ସୂକ୍ଷ୍ମ ବାଲି |
फिंगरप्रिंटिंग,ଫିଙ୍ଗର ପ୍ରିଣ୍ଟିଂ |
ऊष्मागतिकी का प्रथम नियम,ଥର୍ମୋଡାଇନାମିକ୍ସର ପ୍ରଥମ ନିୟମ |
"मत्स्य घी, मछली का घी",ମାଛ ଘେ |
"मत्स्य तेल, मछली का तेल",ମାଛ ତେଲ |
मत्स्य संसाधन उद्योग,ମାଛ ପ୍ରକ୍ରିୟାକରଣ ଶିଳ୍ପ |
मत्स्य प्रोटीन,ମାଛ ପ୍ରୋଟିନ୍ |
"मात्स्यिकी, मत्स्य उद्योग",ମତ୍ସ୍ୟଚାଷ
विखंडन,ଫିଡ୍
विदर (बड़ी खांच),ଫିସର୍ (ବଡ଼ ଗ୍ରୋଭ)
नलीदार,ଫିଷ୍ଟୁଲାର୍ |
पंचांगुलि,ପାଞ୍ଚ ଅଙ୍କ (ପେଣ୍ଟାଡାଡିକ୍)
पाँच जगत् वर्गीकरण,ପାଞ୍ଚଟି ରାଜ୍ୟ ବର୍ଗୀକରଣ |
फिक्स जीन क्लस्टर,ZEH କ୍ଲଷ୍ଟର ଠିକ୍ କରନ୍ତୁ |
स्थिरक,ଫିକ୍ସସିଟିଭ୍ |
स्थिर अथवा अगतिमान,ସ୍ଥିର କିମ୍ବା ଅସ୍ଥାୟୀ |
अचल स्रोत,ନିର୍ଦ୍ଦିଷ୍ଟ ଉତ୍ସ |
स्थायीकर,ଏଜେଣ୍ଟ ଫିକ୍ସିଂ |
स्थिरण सूक्ष्मजीव,ମାଇକ୍ରୋବ୍କୁ ଫିକ୍ସିଂ କରିବା |
"श्लथ, ढीला",ଫ୍ଲାକାଇଡ୍ |
"कशाभ, कशाभिका",ଫ୍ଲାଗେଲା |
कशाभी (प्राणी),ଫ୍ଲାଗଲଲେଟ୍ |
कशाभिमय,ଫ୍ଲାସେଲେଡ୍ |
फ्लैजेलिन,ଫ୍ଲାଗେଲିନ୍ |
कशाभ,ଫ୍ଲାଗେଲୁମ୍
ज्वाला-कंद,ଫ୍ଲେମ୍ ବଲ୍ବ |
ज्वाला-कोशिका,ନିଆଁ ସେଲ୍
"फ्लेमिंगो, हंसावर",ଫ୍ଲାମିଙ୍ଗୋ |
चपटी सेम,ଫ୍ଲାଟ ବିନ୍ |
चपटी उपकला कोशिका,ଫ୍ଲାଟ ଏପଟେଲିଆଲ୍ କକ୍ଷ |
चपटा कृमि,ଚୋରୀ ପୋକ
चपटा अस्थि,ସମତଳ ହାଡ |
प्लेविन ऐडेनीन डाइन्यूक्लिओटाइड,ଫ୍ଲାଭିନ ଆଡେନାଇନ୍ ଡାଇନୁକୋଦ୍ଧି |
गूदेदार फल,ମାଂସାଳୀ ଫଳ |
सूक्ष्मरोम तंतु,ଫ୍ଲିମର୍ ଫିଲିମେଣ୍ଟ |
"अरित्र, फ्लिपर",ଫ୍ଲିପର୍
मुक्त पर्शका,ଭାସମାନ ପଟି
उर्णिक,ନମସ୍କାର
"वनस्पतिजात, पेड़-पौधे",ଫ୍ଲୋରା |
पुष्म आकारिकी,ଚୁଲାର ମର୍ଫୋଲୋଜି |
पुष्म संरचना,ଭଣ୍ଡାର ଗଠନ |
पुष्प चक्कर,ଫ୍ଲୋରାଲ୍ ୱାର୍ଲ୍ |
प्लोरिजन,ଉତ୍ତୋଳନ
प्रवाह कोशिकामिति,ପ୍ରବାହ ସାଇଟୋମେଟ୍ରି |
पुष्म कलिका,ପୁଷ୍ପଯୁକ୍ତ ଗୁଣ୍ଡ |
पुष्पी पादप,ଫୁଲ ଉଦ୍ଭିଦ
तरल भरक,ତରଳ ଫିଡର୍ |
तरल मोजेक मॉडल,ତରଳ ମୋସର ମଡେଲ୍ |
दीप्ति सूक्ष्मदर्शिकी,ଫ୍ଲୋରୋସେନ୍ସ ମାଇକ୍ରୋସ୍କୋପି |
प्रतिदीप्तिशील रंजक,ଫ୍ଲୋରୋସେଣ୍ଟ୍ ରଙ୍ଗ |
प्रदीप्तिशील पर्दा,ଫ୍ଲୋରୋସେଣ୍ଟ ସ୍କ୍ରିନ |
फ्लुओरीन,ଫ୍ଲୋରାଇନ୍ |
प्लुओरोक्रोम,ଫ୍ଲୋରୋଚ୍ରୋମ୍ |
फ्लोरोक्रोम रंजक,ଫ୍ଲୋରୋଚ୍ରୋମ ରଙ୍ଗ |
अभिवाह,ଫ୍ଲକ୍ସ
फ्लाई ऐश,ASH ଫ୍ଲାଏ କରନ୍ତୁ |
उड़न मेंढक,ଫ୍ଲାଇଟ୍-ଫ୍ରୋଗ୍ |
उड़न मीन,ଉଡ଼ୁଥିବା ମାଛ |
उड़न गोधिका,ଫ୍ଲାଇଙ୍ଗ୍ କମିଶ୍ |
उड़नेवाला फैलेंजर,ଫ୍ଲାଇଙ୍ଗ୍ ଫାଲେନର |
उड़न गिलहरी,ଫ୍ଲାଇଙ୍ଗ୍ ସ୍କ୍ୱାର୍ଲ୍ |
फोकस,ଧ୍ୟାନ ଦିଅନ୍ତୁ
फोकसन उपकरण,ଫୋକସ୍ ଆପରଟସ୍ |
चारा,ଖାଇବାକୁ
गर्भ उत्क्षेपण प्रतिवर्त,ଭ୍ରୁଣ ଇଞ୍ଜେକ୍ସନ୍ ରେଫ୍ଲେକ୍ସ |
गर्भ,ଗର୍ଭସ୍ଥ ଶିଶୁ (ଗର୍ଭପାତ)
पर्णसमूह,ପତ୍ର
पर्णिल जड़,ପତ୍ରିକା ମୂଳ
फॉलिक अम्ल,ଫେଲିକ୍ ଏସିଡ୍ |
"फॉलिकल, पुटक",ଫୋଲିକଲ୍ |
गर्त,ଫୋଲିକଲ୍ |
पुटक उद्दीपक हॉर्मोन,ଫୋଲିଂ ହର୍ମୋନ୍ (FSH)
पुटक जीर्णता,ଫୋଲିଙ୍କୁଲାର୍ ଆରେସ୍ସିଆ |
आहार शृंखला,ଖାଦ୍ୟ ଶୃଙ୍ଖଳା
खाद्य संचलन अवयव,ଖାଦ୍ୟ ପରିଚାଳନା ଉପାଦାନ |
भोजन विषाक्तता,ଖାଦ୍ୟ ବିଷାକ୍ତ
खाद्य पिरामिड,ଖାଦ୍ୟ ପିରାମିଡ୍ |
खाद्य धानी (खाद्य रसधानी),ଖାଦ୍ୟ ଶୀର୍ଷ
आहार जाल,ଖାଦ୍ୟ ୱେବ୍
महारंध्र,ଫାରାମେନ୍ ମ୍ୟାଗ୍ନୁମ୍ |
अंडाकार रंध्र,ଫୋରାମେନ୍ ଓଭାଲ୍ |
फोरैमिनीफेरा प्राणी,Forarminiferan
आसंजन बल,ଆଡଫିଅନର ଶକ୍ତି |
विजातीय डी.एन.ए,ବିଦେଶୀ DNA
अग्रपाद,ଫାରେଲେକ୍ |
न्यायुर्विज्ञान,ଫୋରେନସିକ୍ ସାଇନ୍ସ |
अग्रच्छद,ଫରେସ୍କିନ୍ |
