Kannada,Telugu
ಪ್ರಸ್ತುತ ಕರ್ತವ್ಯಗಳು,ప్రస్తుత విధులు
ಪ್ರಸ್ತುತ ಅಧಿವೇಶನ,ప్రస్తుత సెషన్
ಪಠ್ಯಕ್ರಮ ವಿಟಾ,కరికులం విటే
ಮೊಟಕುಗೊಳಿಸು,కర్లేట్
ಪಾಲಕ,సంరక్షకుడు
ಪಾಲನೆ,కస్టడీ
ರೂ customಿ,ఆచారం
ರೂ customಿ,ఆచారం
ರೂ customಿಯ,ఆచారం
ರೂ customಿಯ ವಿಧಾನ,ఆచారం విధానం
ಕಸ್ಟಮ್ ಕರ್ತವ್ಯ,కస్టమ్ డ్యూటీ
ಗ್ರಾಹಕ,కస్టమర్
ಗ್ರಾಹಕ ಸ್ನೇಹಿ,కస్టమర్ ఫ్రెండ్లీ
ಕಸ್ಟಮ್ ಪರೀಕ್ಷೆ,అనుకూల పరీక్ష
ಕತ್ತರಿಸು,కత్తిరించండి
ಕತ್ತರಿಸಿ,కట్ మోషన్
ದಿನಾಂಕವನ್ನು ಕತ್ತರಿಸಿ,తేదీని కత్తిరించండి
ಚಕ್ರ,చక్రం
ದೈನಂದಿನ,రోజువారీ
ದೈನಂದಿನ ಭತ್ಯೆ,రోజువారీ భత్యం
ದೈನಂದಿನ ದಿನಚರಿ,రోజువారీ డైరీ
ದೈನಂದಿನ ನೋಂದಣಿ,రోజువారీ రిజిస్టర్
ದೈನಂದಿನ ವರದಿ,రోజువారీ నివేదిక
ದಿನಚರಿ,దినచర్య
ದೈನಂದಿನ ವೇತನ,రోజువారీ వేతనాలు
ಡಾಕ್ ಹಂತ,డాక్ స్టేజ్
ಬಿರಡೆ,డాక్ ట్రే
ಹಾನಿ,నష్టం
ಹಾನಿ,నష్టాలు
ಅಪಾಯಕರ,ప్రమాదకరమైనది
ಧೈರ್ಯ,ధైర్యం
ದತ್ತ,సమాచారం
ದತ್ತಾಂಶ ಬ್ಯಾಂಕ್,డేటా బ్యాంక్
ದತ್ತಾಂಶಗಳು,డేటా బేస్
ಮಾಹಿತಿ ಸಂಗ್ರಹ,వివరాల సేకరణ
ದತ್ತಾಂಶ ಪೋಷಣೆ,డేటా దాణా
ಮಾಹಿತಿ ಸಂಸ್ಕರಣೆ,డేటా ప్రాసెసింగ్
ದಿನಾಂಕ,తేదీ
ಆಗಮನದ ದಿನಾಂಕ,రాక తేదీ
ಹುಟ್ತಿದ ದಿನ,పుట్టిన తేది
ನಿರ್ಗಮನ ದಿನಾಂಕ,బయలుదేరే తేదీ
ವಿಸರ್ಜನೆಯ ದಿನಾಂಕ,ఉత్సర్గ తేదీ
ಪಕ್ವತೆಯ ದಿನಾಂಕ,పరిపక్వత తేదీ
ರಶೀದಿ ದಿನಾಂಕ,రశీదు తేదీ
ದಿನಾಂಕದ ಅಂಚೆಚೀಟಿ,తేదీ స్టాంప్
ದಿನದ ವಿದ್ವಾಂಸ,రోజు పండితుడు
ಹಗಲನ,డే షిఫ్ట్
ಅನುಗ್ರಹದ ದಿನಗಳು,దయ యొక్క రోజులు
ದಿನನಿತ್ಯದ ಕೆಲಸ,రోజు నుండి రోజు పని
ಜರಡಿ ಖಾತೆ,డెడ్ ఖాతా
ಜಡ ರೇಖೆ,గడువు
ಅಸ್ತವ್ಯಸ್ತತೆ,డెడ్లాక్
ಸತ್ತ ಸ್ಟಾಕ್ ರಿಜಿಸ್ಟರ್,డెడ్ స్టాక్ రిజిస్టర్
ತೂಕ,చనిపోయిన బరువు
ಒಪ್ಪಂದ,ఒప్పందం
ವ್ಯವಹಾರ ಸಹಾಯಕ,వ్యవహార సహాయకుడు
ವ್ಯವಹಾರ,వ్యవహారం
ಸಾವು ವಾರ್ಷಿಕೋತ್ಸವ,మరణ వార్షికోత్సవం
ತುಟ್ಟಿ ಭತ್ಯ,ప్రియమైన భత్యం
ಸಾವಿನ ಲಾಭ,మరణ ప్రయోజనం
ಡೆತ್-ಕಮ್-ರಿಟೈರೆಮೆಂಟ್ ಗ್ರಾಚ್ಯುಟಿ,డెత్-కమ్-రిటైర్మెంట్ గ్రాట్యుటీ
ಸೇವೆಯಲ್ಲಿ ಸಾವು,సేవలో మరణం
ಡೌಥೊರಿಜಾಟಿಯೊ,Deauthorizatioin
ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು,డెబార్
ಡೆಬಿಟ್,డెబిట్
ಡೆಬಿಟ್ ಸಲಹೆ,డెబిట్ సలహా
ಸಾಲ,అప్పు
ಸಾಲದ ನಿರ್ವಹಣೆ,రుణ నిర్వహణ
ಸಾಲದವನು,రుణగ్రహీత
ಮರಣಹೊಂದಿದ,మరణించిన
ಸಭ್ಯತೆ,మర్యాద
ವಿಕೇಂದ್ರೀಕರಣ,వికేంద్రీకరణ
ನಿರ್ಧರಿಸುವ ಅಂಶ,నిర్ణయాత్మక కారకం
ನಿರ್ಧಾರ,నిర్ణయం
ತೀರ್ಮಾನ ಮಾಡುವಿಕೆ,నిర్ణయం తీసుకోవడం
ನಿರ್ಧಾರ ಪ್ರಕ್ರಿಯೆ,నిర్ణయం తీసుకునే ప్రక్రియ
ಪ್ರಕಟಿಸುವುದು,ప్రకటన
ಆದಾಯದ ಘೋಷಣೆ,ఆదాయ ప్రకటన
ಘೋಷಿಸಿದ ಮೌಲ್ಯ,ప్రకటించిన విలువ
ಪ್ರಮಾಣವಚನದಲ್ಲಿ ಘೋಷಿಸಿ,ప్రమాణం చేయండి
ಹಗಲು,డీకోడ్
ಹತೋಟಿ ಮಾಡು,డీకోంట్రోల్
ಅಲಂಕಾರ,డెకోరం
ಇಳಿಸು,తగ్గుదల
ಸುಗಂಧ,డిక్రీ
ಸಮರ್ಪಣೆ,అంకితం
ಕಳೆಯಬಹುದಾದ,మినహాయింపు
ಕಡಿತ,మినహాయింపు
ಮೂಲದಲ್ಲಿ ಕಡಿತ,మూలం వద్ద మినహాయింపు
ಸಂಬಳದಿಂದ ಕಡಿತ,జీతం నుండి మినహాయింపు
ಪತ್ರ,దస్తావేజు
ಅಡಮಾನದ ಪತ್ರ,తనఖా యొక్క దస్తావేజు
ಡೀಮ್ಡ್ ಯೂನಿವರ್ಸಿಟಿ,డీమ్డ్ విశ్వవిద్యాలయం
ಅಪಹರಿಸು,Deface
ವಸ್ತುತಃ,వాస్తవ
ಅಪಹರಣ,డీప్లేషన్
ಮಾನನಷ್ಟತೆ,పరువు నష్టం
ಗಡಿಬಿಡಿ,డిఫాల్ట్
ಕಾಲ್ಚೀಲ,డిఫాల్టర్
ದೋಷಯುಕ್ತ,లోపభూయిష్ట
ರಕ್ಷಣೆ,రక్షణ
ರಕ್ಷಣಾ ಸಲಹೆಗಾರ,రక్షణ న్యాయవాది
ರಕ್ಷಣಾ ಉತ್ಪಾದನೆ,రక్షణ ఉత్పత్తి
ಪ್ರತಿವಾದಿ,ప్రతివాది
ಮುಂದೂಡಿಕೆ,వాయిదా వేయండి
ಮುಂದೂಡಲ್ಪಟ್ಟ ಖರ್ಚು,వాయిదా వేసిన వ్యయం
ಧಿಕ್ಕಾರ,ధిక్కరణ
ಕೊರತೆ,లోటు
ಕೊರತೆ ಬಜೆಟ್,లోటు బడ్జెట్
ವಿವರಿಸು,నిర్వచించండి
ಧಿಕ್ಕರಿಸು,ధిక్కరించండి
ಅವನತಿ,క్షీణత
ಪದ,డిగ్రీ
ಕೈದಿಸು,Dejure
ವಿಳಂಬ,ఆలస్యం
ನಿಯೋಗಿ,ప్రతినిధి
ನಿಯೋಜಿತ ಅಧಿಕಾರ,అప్పగించిన అధికారం
ನಿಯೋಗ,ప్రతినిధి బృందం
ಅಧಿಕಾರಗಳ ನಿಯೋಗ,అధికారాల ప్రతినిధి బృందం
ಅಳಿಸು,తొలగించు
ಅಳಿಸುವುದು,తొలగింపు
ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ,ఉద్దేశపూర్వకంగా
ವಿವೇಚನೆ,చర్చ
ಭವ್ಯತೆ,రుచికరమైన
ಗೋಪುರ,డీలిమిటేషన్
ತಲುಪಿಸು,బట్వాడా
ವಿತರಣೆ,డెలివరీ
ಬೇಡಿಕೆ,డిమాండ్
ಬೇಡಿಕೆಯ ಟಿಪ್ಪಣಿ,డిమాండ్ గమనిక
ಗಡಸು,సరిహద్దు
ಅರ್ಧಾಧಿಕಾರದ,డెమి-అఫీషియల్
ಪ್ರಜಾಪ್ರಭುತ್ವ,ప్రజాస్వామ్యం
ಪ್ರದರ್ಶನ,ప్రదర్శన
ನಿಡೂ,అవమానం
ತುತ್ತಾಗಿಸು,డెమరేజ్
ನಿರಾಕರಣೆ,తిరస్కరణ
ಪಂಗಡ,విలువ కలిగిన
ದಾವೆ,డి నోవో
ನಿರಾಕರಿಸು,తిరస్కరించండి
ಹೊರಟು ಹೋಗು,బయలుదేరండి
ವಿಭಾಗ,విభాగం
ಇಲಾಖೆಯ,డిపార్ట్‌మెంటల్
ಇಲಾಖಾ ಕ್ರಿಯೆ,డిపార్ట్‌మెంటల్ చర్య
ಇಲಾಖಾ ವಿಚಾರಣೆ,డిపార్ట్‌మెంటల్ ఎంక్వైరీ
ಇಲಾಖಾ ತನಿಖೆ,విభాగ దర్యాప్తు
ಇಲಾಖೆಯ ಅಕ್ರಮ,డిపార్ట్‌మెంటల్ అవకతవకలు
ವಿಭಾಗೀಯ ಗ್ರಂಥಾಲಯ,డిపార్ట్‌మెంటల్ లైబ్రరీ
ಇಲಾಖಾ ನಿರ್ಲಕ್ಷ್ಯ,విభాగ నిర్లక్ష్యం
ಇಲಾಖೆಯ ಅನುಮತಿ,విభాగ అనుమతి
ವಿಭಾಗೀಯ ಅರ್ಹತಾ ಪರೀಕ್ಷೆ,డిపార్ట్‌మెంటల్ క్వాలిఫైయింగ్ ఎగ్జామినేషన్
ನಿರ್ಗಮನ,నిష్క్రమణ
ಅವಲಂಬನೆ ಪ್ರಮಾಣಪತ್ರ,డిపెండెన్సీ సర్టిఫికేట్
ಅವಲಂಬಿತ,ఆధారపడి ఉంటుంది
ಅವಲಂಬಿತ ಮಕ್ಕಳು,ఆధారపడిన పిల్లలు
ನಿಯೋಜಿಸು,మోహరించేందుకు
ದೊಡ್ಡ ವ್ಯಕ್ತಿ,డిపోనెంట్
ಗಡೀಪಾರು,బహిష్కరణ
ಶೋಧಿಸು,డిసెజ్
ಠೇವಣಿ,డిపాజిట్
ಡಿಪೊ,డిపో
ಸವಕಳಿ,తరుగుదల
ಖಿನ್ನತೆಗೆ ಒಳಗಾದ ವರ್ಗ,అణగారిన తరగతి
ನೀಚಿಸು,కోల్పోతారు
ತತ್ತ್ವ,డిప్యుటేషన్
ಕಪಾಟಿ ಭತ್ಯೆ,డిప్యుటేషన్ భత్యం
ಉಪ,డిప్యూటీ
ಪದದ,పునర్నిర్మించబడింది
ಕರ್ತವ್ಯದ ಅಪನಗದೀಕರಣ,విధి యొక్క విడదీయడం
ಸೋಗು,డెజర్వేషన్
ಅವಹೇಳನ,అవమానకరమైన
ಅಪಹರಣಕಾರಕ,అవమానకరమైన
ಅವಹೇಳನಕಾರಿ ಹೇಳಿಕೆ,అవమానకరమైన వ్యాఖ్య
ವಾಣಿಜ್ಯ,వారసుడు
ವಿವರಣೆ,వివరణ
ಅರ್ಹ,అర్హమైనది
ವಿನ್ಯಾಸ,రూపకల్పన
ಗೊತ್ತುಮಾಡು,నియమించండి
ಹುದ್ದೆ,హోదా
ರವಾನಿಸು,డెస్పాచ్
ರವಾನೆ ಟಿಪ್ಪಣಿ,డెస్పాచ్ నోట్
ರವಾನೆ,డెస్పాచ్ రిజిస్టర్
ತಲುಪುವ ದಾರಿ,గమ్యం
ನಿರ್ದಯವಾಗಿ,నిరాశ్రయుల
ವಿವರ,వివరాలు
ವಿವರವಾದ,వివరంగా
ಪತ್ತೆ ಮಾಡು,గుర్తించడం
ಬಂಧನ,నిర్బంధ
ಬಂಧನ,డిటెనూ
ನಿರ್ಣಯ,సంకల్పం
ತಡೆಯುವಿಕೆ,నిరోధం
ಹಾನಿ,హాని
ಹಾನಿಕಾರಕ,హానికరం
ಅಪಮೌಲ್ಯೀಕರಣ,విలువ తగ్గింపు
ವಿನಯ,వినాశనం
ಅಭಿವೃದ್ಧಿ,అభివృద్ధి
ತಿರುಗು,విడదీయండి
ಸಾಧನ,పరికరం
ಭಕ್ತಿ,భక్తి
ರೋಗ ನಿರ್ಣಯಿಸು,రోగ నిర్ధారణ
ರೇಖಾಚಿತ್ರ,రేఖాచిత్రం
ಡೈರಿ,డైరీ
ನಿರ್ದೇಶನ,డిక్టేషన్
ಅಲ್ಲ,చనిపోతుంది
ಆಹಾರ,ఆహారం
ಜಿಗಿಲು,డైజెస్ట్
ಘನತೆಯ,గౌరవప్రదమైన
ಘನತೆ,గౌరవం
ವ್ಯಭಿಚಾರ,డైగ్రెషన్
ಹಿಗ್ಗಿಸುವ,డైలేటరీ
ಉಭಯಸಂಕಟ,సందిగ్ధత
ಪರಿಶ್ರಮದ,శ్రద్ధ
ಆಯಾಮ,పరిమాణం
ಡಿಪ್ಲೋಮ,డిప్లొమా
ರಾಜತಾಂತ್ರಿಕತೆ,దౌత్యం
ರಾಜತಾಂತ್ರಿಕ ವಿನಾಯಿತಿ,దౌత్య రోగనిరోధక శక్తి
ನೇರ,డైరెక్ట్
ನೇರ ಸ್ಪರ್ಧೆ,ప్రత్యక్ష పోటీ
ನೇರ ಸಂದರ್ಶನ,ప్రత్యక్ష ఇంటర్వ్యూ
ನಾಜೂಕಾದ,దిశ
ನಿರ್ದೇಶಕ,డైరెక్టరీ
ನೇರ ನೇಮಕಾತಿ,ప్రత్యక్ష నియామకం
ತಪ್ಪಿಸು,అనుమతించవద్దు
ಅಂಗವೇಕ್ಷಣೀಯ,వైకల్యం
ಅಂಗವಿಕಲ,వికలాంగుడు
ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವ ಲಾಭ,డిసేబుల్మెంట్ ప్రయోజనం
ಅನನುಕೂಲ,ప్రతికూలత
ಒಪ್ಪಿಸು,అంగీకరించలేదు
ಅಂಗೀಕರಿಸದ,అనుమతించబడలేదు
ಅಸಮ್ಮತಿ,నిరాకరణ
ದುರಂತದ,విపత్తు
ವಿಪತ್ತು ನಿರ್ವಹಣೆ,విపత్తూ నిర్వహణ
ವಿಸರ್ಜಿಸು,రద్దు
ವಿತರಣೆ,పంపిణీ
ತರಿಸು,విస్మరించండి
ವಿಸರ್ಜನೆ,ఉత్సర్గ
ವಿಸರ್ಜನೆ,ఉత్సర్గ స్లిప్
ಶಿಸ್ತು ಕ್ರಮ,క్రమశిక్షణా చర్య
ಶಿಸ್ತು ವಿಧಾನ,క్రమశిక్షణా విధానం
ಶಿಸ್ತು,క్రమశిక్షణ
ತಪ್ಪೊಪ್ಪಿಕೊಂಡಿರುವುದನ್ನು ತಪ್ಪಿಸಿಕೊ,నిరాకరణ
ಪ್ರಕಟಿಸು,బహిర్గతం
ಅಸಮಾಧಾನ,అసంతృప్తి
ನಿಲ್ಲಿಸುವಿಕೆ,నిలిపివేత
ನಿಲ್ಲಿಸು,నిలిపివేయండి
ಅಸಮಾಧಾನ,అసమ్మతి
ರಿಯಾಯಿತಿ,డిస్కౌంట్
ಪತ್ತೆ,కనుగొనండి
ಅಪಖ್ಯಾತಿ,అపఖ్యాతి
ವ್ಯತ್ಯಾಸ,వ్యత్యాసం
ವಿವೇಚನೆ,అభీష్టానుసారం
ವಿವೇಚನಾ ಅನುದಾನ,విచక్షణ మంజూరు
ವಿವೇಚನೆ ಶಕ್ತಿ,విచక్షణ శక్తి
ತಾರತಮ್ಯ,వివక్ష
ಚರ್ಚೆ,చర్చ
ವಂಚಕ,నిజాయితీ
ಅವಮರ್ಯಾದೆ,అవమానం
ವಿಘಟನೆ,విచ్ఛిన్నం
ಕೊರೆ,డిస్క్
ಸ್ಥಳಾಂತರಿಸುವುದು,తొలగుట
ವಿಶ್ವಾಸದ್ರೋಹದ,నమ్మకద్రోహం
ವಜಾಮಾಡಿಸು,రద్దుచేసే
ವಜಾಮಾಡುವುದು,తొలగింపు
ವಜಾಮಾಡುವ ವಿಧಾನ,తొలగింపు విధానం
ಸೇರಿಸು,అవిధేయత
ಅಣಿಕೆ,రుగ్మత
ಅಸ್ವಸ್ಥಗೊಳಿಸು,అస్తవ్యస్తత
ಅಸಮಾನತೆಗೆ,అసమానత
ರವಾನೆ ವಿಭಾಗ,డిస్పాచ్ విభాగం
ವಿಲೇವಾರಿ ಮಾಡಬಹುದಾದ,పంపిణీ చేయదగినది
ಹರಡು,చెదరగొట్టండి
ಸ್ಥಳಾಂತರಗೊಂಡ,స్థానభ్రంశం
ಪ್ರದರ್ಶನ,ప్రదర్శన
ಅಸಮಾಧಾನ,అసంతృప్తి
ವಿಲೇವಾರಿ,పారవేయడం
ವಿಲೇವಾರಿ,పారవేసేందుకు
ಇನಚಾತುರ್ಯ,స్థానభ్రంశం
ಹೊರಹೊಮ್ಮಿಸು,తొలగింపు
ವಿವಾದಿಸು,వివాదం
ಅನರ್ಹತೆ,అనర్హత
ಕಡೆಗಣಿಸು,విస్మరించండి
ಅಡ್ಡಿ,అంతరాయం
ಅಸಮಾಧಾನ,అసంతృప్తి
ಭಿನ್ನಾಭಿಪ್ರಾಯ,అసమ్మతి
ಅಪಚಾರ ಮಾಡು,అపచారం
ವಿಘಟಿಸು,డిసోసియేట్
ವಿಸರ್ಜನೆ,రద్దు
ವಿಸರ್ಜಿಸು,కరిగించండి
ದೂರ ಶಿಕ್ಷಣ,దూరవిద్య
ಬಂಡಿಲೆ ಮಾಡುವವಳು,డిస్టిలరీ
ವಿಶಿಷ್ಟ,విభిన్న
ಪ್ರತ್ಯೇಕಿಸು,వేరు
ಅಸ್ಪಷ್ಟತೆ,వక్రీకరణ
ಯಾತನೆ,బాధ
ವಿತರಣೆ ಮಾಡು,పంపిణీ
ವಿತರಣೆ,పంపిణీ
ಜಿಲ್ಲೆ,జిల్లా
ಜಿಲ್ಲಾ ಕೇಂದ್ರ,జిల్లా కేంద్రం
ಅಡ್ಡಿ,భంగం
ನಲಿದಾರ,డిట్టో
ತಿರುವು,మళ్లింపు
ಲಾಭ,డివిడెండ్
ವಿಭಾಗ,విభజన
ವಿಚ್ or ೇದನ,విడాకులు
ಕಪ್ಪೆ,డాకెట్
ವೈದ್ಯ,వైద్యుడు
ದಾಖಲೆಗಳು,పత్రం
ಸಾಕ್ಷ್ಯಚಿತ್ರ ಸಾಕ್ಷ್ಯ,డాక్యుమెంటరీ సాక్ష్యం
ದಸ್ತಾವತಿ,డాక్యుమెంటేషన్
ನಿವಾಸ,నివాసం
ನಿವಾಸ ಪ್ರಮಾಣಪತ್ರ,నివాస ధృవీకరణ పత్రం
ಪ್ರಬಲ,ఆధిపత్యం
ದಾನ,విరాళం
ತಿಕ್ಕಲ,డోసియర్
ಅನುಮಾನಾಸ್ಪದ,సందేహాస్పదంగా
ಪಾರಿವಾಳ,డోవ్ టైలింగ్
ಕೆಳಗಡೆ,డౌన్ గ్రేడ్
ಕರಡು,ముసాయిదా
ಕರಡು ಪ್ರತ್ಯುತ್ತರ,ముసాయిదా ప్రత్యుత్తరం
ತೀವ್ರವಾದ ಅಳತೆ,తీవ్రమైన కొలత
ಸೆರೆ,డ్రా
ಡ್ರಾಯರ್,డ్రాయర్
ಚಿತ್ರ,డ్రాయింగ్
ಬರಗಾಲ,కరువు
ಶುಷ್ಕ ಪ್ರಚಾರ,పొడి ప్రమోషన్
ಉಭಯಪಥ,ద్వంద్వ ఛార్జ్
ದ್ವಿ ಪೌರತ್ವ,ద్వంద్వ పౌరసత్వం
ಕಾರಣವಾದ,గడువు
ಸರಿಯಾದ ಪರಿಶ್ರಮ,తగిన శ్రద్ధ
ಬಾಕಿ,బకాయిలు
ಸರಿಯಾಗಿ,సరిగా
ನಕಲು,నకిలీ
ಅವಧಿ,వ్యవధి
ಬಿದ್ದು,డ్యూరెస్
ಕರ್ತವ್ಯ,విధి
ಕರ್ತವ್ಯ ಭತ್ಯೆ,విధి భత్యం
ಕರ್ತವ್ಯ ಪಟ್ಟಿಯ,డ్యూటీ చార్ట్
ಕರ್ತವ್ಯ ರಜೆ,డ్యూటీ సెలవు
ಕರ್ತವ್ಯ ಕೊಠಡಿ,డ్యూటీ రూమ్
ಸಾಯುತ್ತಿರುವ ಘೋಷಣೆ,డైయింగ్ డిక్లరేషన్
ಚಲನಶಾಸ್ತ್ರ,డైనమిక్స్
ಮೊಣಕಾಲ,కేటాయింపు
ಗಳಿಸಿದ ರಜೆ,సంపాదించిన సెలవు
ಗಳಿಕೆ,ఆదాయాలు
ಪರಿಸರ ಸ್ನೇಹಿ,పర్యావరణ అనుకూలమైనది
ಪರಿಸರ ವಿಜ್ಞಾನ,ఎకాలజీ
ಆರ್ಥಿಕ,ఆర్థిక
ಆರ್ಥಿಕ ಶೋಷಣೆ,ఆర్థిక దోపిడీ
ಆರ್ಥಿಕತೆ,ఆర్థిక వ్యవస్థ
ಆರ್ಥಿಕ ವರ್ಗ,ఎకానమీ తరగతి
ಸಂಪಾದನೆ,ఎడిటింగ్
ಆವೃತ್ತಿ,ఎడిషన్
ಸಂಪಾದಕೀಯ,సంపాదకీయం
ಶಿಕ್ಷಣ,చదువు
ಶೈಕ್ಷಣಿಕ ವೃತ್ತಿ,విద్యా వృత్తి
ಶಿಕ್ಷಣ ಸಂಸ್ಥೆ,ఎడ్యుకేషనల్ ఇన్స్టిట్యూట్
ಶೈಕ್ಷಣಿಕ ಅರ್ಹತೆ,అర్హతలు
ಪರಿಣಾಮ,ప్రభావం
ಪರಿಣಾಮಕಾರಿ,ప్రభావవంతమైనది
ಹಿತ,ప్రభావవంతమైన తేదీ
ಪರಿಣಾಮ,ప్రభావాలు
ಕಾರ್ಯಕಾರಿತ್ವ,సమర్థత
ಅಖಂಡತೆ,సామర్థ్యం
ದಕ್ಷ,సమర్థవంతమైనది
ಹೊರಹಾಕುವಿಕೆ,ఎజెక్ట్మెంట్
ವಿಸ್ತಾರವಾದ,విస్తృతమైన
ತಪ್ಪಿಹೋಗು,సాపేక్ష
ಚುನಾಯಿತ ಪ್ರತಿನಿಧಿ,ఎన్నుకోబడిన ప్రతినిధి
ಚುನಾವಣೆ,ఎన్నికల
ಚುನಾವಣಾ ಕಾಲೇಜು,ఎలక్టోరల్ కాలేజీ
ಮತದಾರಿಕೆ,ఓటర్లు
ವಿದ್ಯುದೀಕರಣ,విద్యుదీకరణ
ವಿದ್ಯುದರ್ಚಿ ಮಾಧ್ಯಮ,ఎలక్ట్రానిక్ మీడియా
ಪ್ರಾಥಮಿಕವಾಗಿ,ప్రాథమిక
ಅರ್ಹತೆ,అర్హత
ಅರ್ಹತೆ ಪರೀಕ್ಷೆ,అర్హత పరీక్ష
ತೊಡೆದುಹಾಕುವಿಕೆ,ఎలిమినేషన్
ವಜಭಸ,వాగ్ధాటి
ಮುಜುಗರ,ఇబ్బంది
ದುಡುಕು,అపహరణ
ಲಾಂblemನ,చిహ్నం
ಉಬ್ಬು ಮುದ್ರೆ,ఎంబోసింగ్ సీల్
ತುರ್ತುಸ್ಥಿತಿ,అత్యవసర పరిస్థితి
ತುರ್ತು ಪರಿಹಾರ,అత్యవసర ఉపశమనం
ಹೊರಹೊಮ್ಮುವ,ఎమర్జెంట్
ವಲಸೆ,వలస
ಸ ೦ ಚಾರಿಗಳು,ఎమోల్యూమెంట్స్
ಸಾಮರಸ್ಯ,ఎంపానెల్మెంట్
ಪರಾನುಭೂತಿ,సానుభూతిగల
ಉದ್ಯೋಗ,ఉద్యోగం
ಉದ್ಯೋಗಿ,ఉద్యోగి
ನೌಕರರ ಭಾಗವಹಿಸುವಿಕೆ,ఉద్యోగుల భాగస్వామ్యం
ನೌಕರರ ಕೊಡುಗೆ,ఉద్యోగి సహకారం
ನೌಕರರ ಭವಿಷ್ಯ ನಿಧಿ,ఉద్యోగి యొక్క ప్రావిడెంట్ ఫండ్
ಉದ್ಯೋಗಕಾರ,యజమాని
ಉದ್ಯೋಗ,ఉపాధి
ಉದ್ಯೋಗ ವಿನಿಮಯ,ఉపాధి మార్పిడి
ಉದ್ಯೋಗ ಸೂಚನೆ,ఉపాధి నోటీసు
ಉದ್ಯೋಗ ಕಚೇರಿ,ఉపాధి కార్యాలయం
ಅಧಿಕಾರ ನೀಡಿ,సాధికారత
ಸಬಲೀಕರಣ,సాధికారత
ಅಂಗೀಕರಿಸು,అమలు
ಜಾರಿಗೊಳಿಸು,చట్టం
ನೊಣ,ఎన్ బ్లాక్
ನಗದು,ENCASH
ಸುತ್ತಾಟ,పరివేష్టిత
ಉತ್ತೇಜನ,ప్రోత్సాహం
ಅತಿಕ್ರಮ,ఆక్రమణ
ಎಸೆತ,ఎన్‌కంబ్రాన్స్
ಒಪ್ಪಿ,ఎండోర్స్
ದತ್ತಿ,ఎండోమెంట్
ಅಂತಿಮ ಉತ್ಪನ್ನ,ముగింపు ఉత్పత్తి
ಶಕ್ತಿ,శక్తి
ಬಲಪಡಿಸು,అమలు
ತೊಡಗಿಸು,నిమగ్నమవ్వండి
ವರ್ಧಿಸುವುದು,మెరుగుదల
ಭಾಗಿಸು,ఆంథ్యం
ಸಾಮೂಹಿಕವಾಗಿ,ఎన్ మాస్సే
ವಿಚಾರಣೆ,విచారణ
ದಾಖಲಿಸು,నమోదు
ದಾಖಲಾತಿ (= ದಾಖಲಾತಿ),నమోదు (= నమోదు)
ದಾಖಲಾತಿ ಸಂಖ್ಯೆ,నమోదు సంఖ్య
ಆವರಿಸು,దారిలో
ನಂತರದ,తరువాత
ಖಚಿತಪಡಿಸು,నిర్ధారించడానికి
ಪ್ರವೇಶಿಸು,నమోదు చేయండి
ಉದ್ಯಮ,ఎంటర్ప్రైజ్
ಮನರಂಜನೆ,వినోదం
ಮನರಂಜನೆ,వినోదం
ಅರ್ಹತೆ,అర్హత
ಪ್ರಶಸ್ತಿಗಳಿರುವ,అర్హత
ಅರ್ಹತೆ,అర్హత
ಪ್ರವೇಶ,ప్రవేశం
ಪ್ರವೇಶಿಸುವ,ప్రవేశం
ಪ್ರವೇಶ,ప్రవేశం
ಪ್ರವೇಶ ಮಟ್ಟದ ಕೆಲಸ,ప్రవేశ స్థాయి ఉద్యోగం
ವಿವರಣೆ,గణన
ವಾತಾವರಣ,పర్యావరణం
ರಾಯಭಾರಿ,రాయబారి
ಸಾಂಕ್ರಾಮಿಕ,అంటువ్యాధి
ಸಾರಾಂಶ,ఎపిటోమ్
ಸಮಾನತೆ,సమానత్వం
ಸಮತಟ್ಟಾದ,సమతౌల్య
ಉಪಕರಣ,పరికరాలు
ಸಮಾನತೆ,ఈక్విటీ
ಸಮಾನ,సమానం
Alಷಧದ,సమస్యాత్మక
ನಿರ್ಮೂಲನೆ,నిర్మూలించేందుకు
ಕಸ,లోపటా
ದೋಷ,లోపం
ಉಲ್ಬಣ,ఎస్కలేషన్
ಮುಜುಗರ,ఎస్కార్ట్
ಅಗತ್ಯವಾದ,అవసరం
ಸ್ಥಾಪನೆ,స్థాపన
ಅಂದಾಜು,అంచనా
ಅಂದಾಜು ಬೆಲೆ,అంచనా ఖర్చు
ನೀತಿಶಾಸ್ತ್ರ,నీతి
ಚಕ್ಷಿ,మర్యాద
ಖಾಲಿಮಾಡುವುದು,తరలింపు
ತಪ್ಪಿಸಿಕೊ,తప్పించుకుంటుంది
ಮೌಲ್ಯಮಾಪನ,మూల్యాంకనం
ಸಹ ಸಂಖ್ಯೆ,సరి సంఖ్య
ಅಂತಿಮ,చివరికి
ಹೊರಹಾಕುವುದು,తొలగింపు
ಸಾಕ್ಷಿ,సాక్ష్యం
ವಿಕಸನ,పరిణామం
ನಿಖರವಾದ,ఖచ్చితమైనది
