Odiya,Tamil
ଡେଭିସନ୍ ଗରମ ପରୀକ୍ଷଣ |,டேவிசன் சூடான பரிசோதனை
D.C. (ନିର୍ଦ୍ଦେଶନାମା),டி.சி. (ஆணை)
ନିଷ୍କ୍ରିୟ ଅଂଶ |,செயலற்ற பகுதி
ନୀରବ ସ୍ଥାନ |,அமைதியான இடம்
de bragli ତରଙ୍ଗଦ eng ର୍ଘ୍ୟ |,டி பிராக்லி அலைநீளம்
ଦେବେ ଚରିତ୍ରଗତ ତାପମାତ୍ରା |,Debye பண்பு வெப்பநிலை
"ଡେବି ଲମ୍ବ, ଡେବି ଦୂରତା |","Debye நீளம், Debye தூரம்"
debt ଣ-ଛୁଟି,கடன்-இடைவெளி
କ୍ଷୟ,சிதைவு
କ୍ଷୟ ସୂଚକାଙ୍କ |,சிதைவு குறியீடு
diluent,நீர்த்த
retard,தடு
ବିରାମ ସମୟ,இடைநிறுத்த நேரம்
ଡେସିବଲ୍ |,டெசிபல்
ଡେସିବେଲୋମିଟର |,டெசிபிலோமீட்டர்
"ଦଶମିକ, ଦଶମିକ","தசம, தசம"
ବର୍ଗୀକରଣ,வகைப்பாடு
"ଉତ୍ତେଜନା, ବିପ୍ଳବ, କାର୍ଯ୍ୟ, ହ୍ରାସ |","எழுச்சி, புரட்சி, முயற்சி, சரிவு"
ଆଇସୋମେଟ୍ରିକ୍ ସର୍କଲ୍ |,ஐசோமெட்ரிக் வட்டம்
ଡିକୋଡର୍ |,குறிவிலக்கி
"ବିଚ୍ଛେଦ, ବିଲୋପ |","சிதைவு, கரைதல்"
ସଙ୍କୋଚନ |,டிகம்பரஷ்ஷன்
ପ୍ରଦୂଷଣ,தூய்மைப்படுத்துதல்
ଅଳଙ୍କାର |,அலங்காரம்
ସଂଯୋଗ,இணைத்தல்
ହ୍ରାସ କାର୍ଯ୍ୟ,செயல்பாடு குறைகிறது
ପାଣିପାଗ,வானிலை
ଉଲ୍ଲଂଘନ |,மீறல்
ଉପଫ୍ଲୋର |,அடித்தளம்
ଗଭୀର ସ୍ଥାନ,ஆழமான இடம்
derivation,வழித்தோன்றல்
"ତ୍ରୁଟି, ତ୍ରୁଟି, କ୍ଷତି, ଅଭାବ |","குறைபாடு, பிழை, சேதம், குறைபாடு"
ଭୁଲ,தவறான
ରୋଗ ପ୍ରତିରୋଧକ ଶକ୍ତି |,நோய் எதிர்ப்பு சக்தி
ସୀମିତ ଦ୍ୱାର |,வரம்பு கதவு
"ସଂଜ୍ଞା, ସ୍ୱଚ୍ଛତା, ନିଷ୍ଠା","வரையறை, தெளிவு"
deflect,திசைதிருப்ப
ଡିଫ୍ଲେକ୍ଟର୍ |,deflector
"ବିଘ୍ନ, ବିଘ୍ନ","விலகல், விலகல்"
ତ୍ରୁଟିପୂର୍ଣ୍ଣ ଧ୍ୟାନ |,திசை திருப்பும் கவனம்
ଡିଫ୍ଲେକ୍ସନ୍-ଡବଲ୍ ଦର୍ପଣ |,விலகல்-இரட்டை கண்ணாடி
ଡିଫ୍ଲେକ୍ସନ୍ ଜୋନ୍ |,விலகல் மண்டலம்
ମାଧ୍ୟାକର୍ଷଣ ପ୍ରଭାବିତ ବିଘ୍ନ |,ஈர்ப்பு-பாதிக்கப்பட்ட விலகல்
ଡିଫ୍ଲେକ୍ସନ୍ ପ୍ଲେଟ୍ |,சுருக்க தட்டுகள்
ଧ୍ୟାନ ଦିଅନ୍ତୁ |,கவனம்
ବିକଳାଙ୍ଗତା |,சிதைவு
"ବିକୃତି, ବିକୃତି","சிதைவு, சிதைவு"
ଭିଗାସନ୍ |,விகாசன்
"ଦୁଷ୍କର୍ମ, ଅବସାଦ |","அநாகரிகம், துஷ்பிரயோகம்"
"ଅପବିତ୍ର ହେବାକୁ (ver।), ଅବକ୍ଷୟ (n।), ଅବକ୍ଷୟ (v।)","தீட்டுப்படுத்தப்பட வேண்டும் (ver.), தாழ்த்தப்பட்ட (n.), தாழ்த்தப்பட்ட (v.)"
ବର୍ଜ୍ୟବସ୍ତୁ,கழிவு வாயு
"ଘୃଣ୍ୟତା, ଆଫାସିଆ, ବଞ୍ଚିତତା, ବଞ୍ଚିତତା |","aberration, aphasia, deprivation, deprivation"
ସନ୍ତୋଷଜନକ,மகிழ்ச்சியளிக்கிறது
"ଡିଗ୍ରୀ, ଡିଗ୍ରୀ, ପରିମାଣ, ଡିଗ୍ରୀ, ଡିଗ୍ରୀ, ପରିମାଣ, ସଂଖ୍ୟା","பட்டம், பட்டம், அளவு, பட்டம், பட்டம், அளவு, எண்"
ଏକାଗ୍ରତା-ଭଲ୍ୟୁମ୍,செறிவு-தொகுதி
ବିଚ୍ଛେଦ ପରିମାଣ |,விலகல் அளவு
ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ,சுதந்திரம் பட்டம். சுதந்திரம் பட்டம்
ଆୟନାଇଜେସନ୍ ପରିମାଣ |,அயனியாக்கம் அளவு
ପୋଲାରାଇଜେସନ୍ ର ତୀବ୍ରତା |,துருவமுனைப்பு அளவு
ସଠିକତା ପରିମାଣ,துல்லியத்தின் அளவு
ଡିହମାଇଡିଫିକେସନ୍,ஈரப்பதம் நீக்குதல்
deionization,டீயோனைசேஷன்
ବିଳମ୍ବ,தாமதம்
belated,தாமதமாக
ଲୋକାଲାଇଜେସନ୍,உள்ளூர்மயமாக்கல்
ଡେଲଟା ଫଙ୍କସନ୍,டெல்டா செயல்பாடு
demagnetization,demagnetization
demagnetized ବକ୍ର,demagnetized வளைவு
demagnetizer,காந்தமாக்கி
demodulation,டிமாடுலேஷன்
ଘନ କୁହୁଡି |,அடர்த்தியான நெரிசல்
ଘନତା ଗେଜ,அடர்த்தி அளவுகோல்
"ଘନତା, ଘନତା","அடர்த்தி, அடர்த்தி"
ଅବନତି ସ୍ତର,தேய்மான நிலை
ହ୍ରାସ ଜୋନ୍ |,குறைப்பு மண்டலம்
ଡିପୋଲାରାଇଜେସନ୍,depolarization
ଡିପୋଲାରାଇଜଡ୍ |,துருவப்படுத்தப்பட்டது
ଡିପୋଲାରାଇଜର,டிபோலரைசர்
"କ୍ଷେତ୍ରର ଗଭୀରତା, କ୍ଷେତ୍ରର ଗମ୍ଭୀରତା |","புலத்தின் ஆழம், புலத்தின் தீவிரம்"
"ଉତ୍ପନ୍ନ ପୋଲାରୋଗ୍ରାମ୍, ଉତ୍ପନ୍ନ ପୋଲାରୋଗ୍ରାମ୍ |","பெறப்பட்ட போலரோகிராம், பெறப்பட்ட போலரோகிராம்"
ପ୍ରାପ୍ତ,பெறப்பட்டது
"ଅବତରଣ, ଅବତରଣ","இறங்குதல், இறங்குதல்"
"ବଂଶ, ବଂଶ","இறங்குதல், இறங்குதல்"
"ବର୍ଣ୍ଣନା, ନିର୍ମାଣ, ଚିତ୍ର","விவரிக்க, கட்ட, வரைய"
ଭେଦ,வகுக்கும்
"ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ (n।) ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ (n।)","வடிவமைக்க, வடிவமைக்க (n.) வடிவமைக்க, வடிவமைக்க (n.)"
ବିନାଶ,அழிவு
ବିନାଶକାରୀ ହସ୍ତକ୍ଷେପ |,அழிவு குறுக்கீடு
"ବିନାଶକାରୀ, ବିନାଶକାରୀ |","அழிவு, அழிவு"
"ପରିଚୟ, ଚିହ୍ନଟ","அடையாளம், கண்டறிதல்"
ସଂଗ୍ରହକାରୀ,ஆட்சியர்
ନିର୍ଣ୍ଣୟ,தீர்மானவாதம்
ନିର୍ଣ୍ଣୟକାରୀ,தீர்மானிப்பவர்
ନିଷ୍ଠା,உறுதியை
ନିର୍ଣ୍ଣୟ କରିବାକୁ,தீர்மானிக்க
ସ୍ଥିର ହୋଇଛି,தீர்மானிக்கப்பட்டது
ଡିଟେରନ୍,டியூடெரான்
"ପ୍ରକାଶ, ବିକାଶ, ବିକାଶ","வெளிப்படுத்த, அபிவிருத்தி, அபிவிருத்தி"
"ବିକାଶକାରୀ, ବିକାଶକାରୀ","டெவலப்பர், டெவலப்பர்"
"ବିକାଶ, ବିକାଶ","வளர்ச்சி, வளர்ச்சி"
ବ୍ୟତିକ୍ରମ,விலகல்
କାକର,பனி
କାକର ବିନ୍ଦୁ |,பனி புள்ளி
ଦକ୍ଷିଣ ପୋଲାରାଇଜର,தென் துருவமுனைப்பான்
ନିଦାନ ପରୀକ୍ଷା,கண்டறியும் சோதனை
ତ୍ରିକୋଣୀୟ,மூலைவிட்டமான
ଚିତ୍ର,வரைபடம்
ଚିତ୍ର,வரைபடம்
ଡାଏଲ୍ କରନ୍ତୁ |,டயல்
ଡାଇମାଗ୍ନେଟିକ୍ |,காந்தவியல்
"ଡାଇମାଗ୍ନେଟୋଲୋଜି, ଡାଇମାଗ୍ନେଟିକ୍ ପଦାର୍ଥ |","diamagnetology, diamagnetic பொருள்"
ଡାଇମାଗ୍ନେଟିଜିମ୍ |,காந்தவியல்
ବ୍ୟାସ,விட்டம்
ହୀରା ବିପରୀତ |,முற்றிலும் எதிர்
"ହୀରା, ହୀରା |","வைரம், வைரம்"
"ଡାଇଫ୍ରାଗମ୍, ଡାଇଫ୍ରାଗମ୍ |","உதரவிதானம், உதரவிதானம்"
ଉତ୍ତାପ ବିନିମୟ,வெப்ப பரிமாற்றம்
ଉତ୍ତାପ ବିନିମୟ,வெப்ப பரிமாற்றம்
"ଡାଏଟୋନିକ୍ ସ୍ୱରାଗ୍ରାମ, ଡାଏଟୋନିକ୍ ସ୍ୱରାଗ୍ରାମ |","diatonic swaragram, diatonic swaragram"
"ବିଭାଜନ, ଅର୍ଦ୍ଧ-କଳା |","பிளவு, அரை கலை"
ଡିଚ୍ରୋମେଟ୍ ସେଲ୍ |,இருகுரோமேட் செல்
"ଡିଚୋଟୋମି, ଭିଜୁଆଲ୍ ଡିଚୋଟୋମି, ଲେଭଲ୍ ଡିଚୋଟୋମି |","இருவகை, காட்சி இருவகை, நிலை இருவகை"
ଡିକ୍ଟଫୋନ୍ |,டிக்டாஃபோன்
ଡାଇଲେକ୍ଟ୍ରିକ୍ |,மின்கடத்தா
ଡାଇଲେକ୍ଟ୍ରିକ୍ସ |,மின்கடத்தா
ଡିଜେଲ ଚକ୍ର,டீசல் சுழற்சி
ଫାଙ୍କ,இடைவெளி
"ଭିନ୍ନକ୍ଷମ ଫ୍ରିକ୍ୱେନ୍ସି, ଡିଭାଇସନ୍ ଫ୍ରିକ୍ୱେନ୍ସି |","வேறுபட்ட அதிர்வெண், விலகல் அதிர்வெண்"
"ଭିନ୍ନ, ଭିନ୍ନ, ଭିନ୍ନ, ଭିନ୍ନ, ଭିନ୍ନ, ଭିନ୍ନ, ଭିନ୍ନ |","வேற்றுமை, வேற்றுமை, வேறுபாடு, வேறுபாடு, இடைநிலை, வேறுபாடு"
ଭିନ୍ନକ୍ଷମ ଅବଶୋଷଣ |,வேறுபட்ட உறிஞ்சுதல்
ଭିନ୍ନତା ଆମ୍ପ୍ଲିଫାୟର୍ |,வேறுபாடு பெருக்கி
"ଅନୁପ୍ରବେଶକାରୀ କ୍ୟାଲୋରିମିଟର, ଅନୁପ୍ରବେଶକାରୀ କ୍ୟାଲୋରିମିଟର |","ஊடுருவக்கூடிய கலோரிமீட்டர், ஊடுருவக்கூடிய கலோரிமீட்டர்"
ଭିନ୍ନକ୍ଷମ କ୍ୟାପେସିଟର୍ |,வேறுபட்ட மின்தேக்கி
ଭିନ୍ନକ୍ଷମ ଜୋନ୍ |,வேறுபட்ட மண்டலம்
ଭିନ୍ନ ଭିନ୍ନ ବିସ୍ତାର |,வேறுபட்ட பரவல்
ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |,வகையீட்டு சமன்பாடு
ଭିନ୍ନକ୍ଷମ ବିଲୁପ୍ତ ଗୁଣବତ୍ତା |,வேறுபட்ட அழிவு குணகம்
ଇଣ୍ଟରମିଟର ଆୟନାଇଜେସନ୍ ଚାମ୍ବର |,இடைநிலை அயனியாக்கம் அறை
ଭିନ୍ନକ୍ଷମ ଆଇସୋଟୋପ୍ ପଦ୍ଧତି |,வேறுபட்ட ஐசோடோப்பு முறை
ଭିନ୍ନକ୍ଷମ ବେଗ,வேறுபட்ட வேகம்
ଭିନ୍ନ କର |,வேறுபடுத்தி
"ଭିନ୍ନ, ଭିନ୍ନ","வேறுபடுத்தப்பட்ட, வேறுபடுத்தப்பட்ட"
"ଭିନ୍ନତା, ଭିନ୍ନତା |","வேறுபாடு, வேறுபாடு"
ବିଭାଜନ,மாறுபாடு
ଡିଫ୍ରାକ୍ଟୋମିଟର |,டிஃப்ராக்டோமீட்டர்
"ବିସ୍ତାରିତ, ବିସ୍ତାରିତ |","பரவிய, பரவிய"
ବିସ୍ତାରିତ |,பரவியது
ବିସ୍ତାର,பரவல்
ବିସ୍ତାର,பரவல்
"ସଂଖ୍ୟା, ବ୍ୟାସ, ଆଙ୍ଗୁଠି |","இலக்கம், விட்டம், விரல்"
ଡିଜିଟାଲ୍ ରେକର୍ଡିଂ |,டிஜிட்டல் பதிவு
ଡିଜିଟାଲ୍ ଭୋଲ୍ଟମିଟର |,டிஜிட்டல் வோல்ட்மீட்டர்
ଦ୍ୱି-ଆଇସୋଟୋପିକ୍ ଉପାଦାନଗୁଡିକ |,இரு-ஐசோடோபிக் கூறுகள்
ବିସ୍ତାର,பரவல்
ବିସ୍ତାର ବିକୃତି |,விரிவாக்கம் சிதைவு
ଏକ୍ସୋମିଟର,எக்ஸோமீட்டர்
ଭିସଫାରିନି |,விஸ்ஃபரினி
"ବିସ୍ତାର, ଦ length ର୍ଘ୍ୟ-ମୋଟେଇ, ଆକାର, ଶକ୍ତି |","நீட்டிப்பு, நீளம்-அகலம், பரிமாணம், சக்தி"
ଡାଇମେନ୍ସନାଲ୍ |,பரிமாணமானது
ପରିମାପ,பரிமாணம்
ବୀମା ୟୁନିଟ୍,காப்பீட்டு அலகு
ପରିମାପହୀନ ପରିମାପ |,பரிமாணமற்ற பரிமாணம்
"ହ୍ରାସ, ହ୍ରାସ","தேய்மானம், குறைப்பு"
ଉଜ୍ଜ୍ୱଳ,கதிர்வீச்சு
ଡାୟୋଡ୍,டையோடு
diopter,டையோப்டர்
ପ୍ରତିକ୍ରିୟା କ୍ଷେତ୍ର,ஒளிவிலகல் மண்டலம்
ରିଫାକ୍ଟିଂ ଲେନ୍ସ |,ஒளிவிலகல் லென்ஸ்
"ପ୍ରଣାମ କର, ପ୍ରଣାମ କର","bow down, bow down, தொட்டி"
ପତନର କୋଣ,வீழ்ச்சியின் கோணம்
ଡିପୋଲ୍,இருமுனை
ଦ୍ୱିପାକ୍ଷିକ ସ୍ତର |,இருமுனை அடுக்கு
dirac delta function,dirac டெல்டா செயல்பாடு
"ସିଧା, ସିଧା, ସିଧା, ପ୍ରତ୍ୟକ୍ଷ, ବିପରୀତ |","நேராக, நேராக, நேராக, நேர், எதிர்"
ଆନୁଲୋମ୍ ସମ୍ପର୍କ,அனுலோம் தொடர்பு
ସିଧାସଳଖ କରେଣ୍ଟ୍ |,நேரடி மின்னோட்டம்
ସିଧାସଳଖ |,நேரடி
"ପ୍ରତ୍ୟକ୍ଷ ପ୍ରଭାବ, ପ୍ରତ୍ୟକ୍ଷ ପ୍ରଭାବ |","நேரடி அடி, நேராக அடி"
"ଦିଗ, ଦିଗ","திசை, திசை"
ଦିଗଦର୍ଶନ,திசை
ସ୍ଥାନ ସ୍ଥିରତା |,விண்வெளி நிலைத்தன்மை
"ଡିକୋସିନ୍, ଡିକୋସିନ୍ |","டிகோசின், டிகோ-கொசைன்"
"ଦିଗଦର୍ଶନ, ଦିଗଦର୍ଶନ, ଦିଗଦର୍ଶନ","திசை, திசை, திசை"
ଦିଗଦର୍ଶନ |,திசை
ସାଧାରଣ ଜଟଣୀ |,பொதுவான லட்டு
ସିଧା ରେଖା |,நேர் கோடு
କ୍ରମିକ ଅନୁପାତ |,வரிசை விகிதம்
ପ୍ରତ୍ୟକ୍ଷ ପଦ୍ଧତି |,நேரடி முறை
ଦିଗ,திசையில்
ସିଧାସଳଖ ପଠନ ଉପକରଣ |,நேரடி வாசிப்பு சாதனம்
ପୂର୍ବରୁ ଟେଲିସ୍କୋପ୍ |,முன்னால் தொலைநோக்கி
"ବସ୍ତୁ, ବୃତ୍ତ, ଡିସ୍କ, ଡିସ୍କ |","பொருள், வட்டம், வட்டு, வட்டு"
"ବୁଡ ପକାଇବା, ଇଫ୍ୟୁଜନ୍, ବ୍ଲିଚିଂ |","மூழ்குதல், வெளியேற்றம், வெளுக்கும்"
ଜଳ ବୁଡିବା |,நீர் மூழ்குதல்
"ବିଚ୍ଛିନ୍ନତା, ବିଚ୍ଛିନ୍ନତା, ଭଙ୍ଗା |","இடைநிறுத்தம், இடைநிறுத்தம், முறிவு"
ବନ୍ଦ,தொடர்ச்சியற்ற
"ଅନୁସନ୍ଧାନ, ସନ୍ଧାନ |","ஆராய்ச்சி, தேடல்"
ଅସଙ୍ଗତି |,முரண்பாடு
କଣିକା,துகள்கள்
"କନକେଭ୍ ଆଣ୍ଟେନା, ଡିସ୍ ଆଣ୍ଟେନା |","குழிவான ஆண்டெனா, டிஷ் ஆண்டெனா"
"ବିଲୋପ, ଗ୍ରାନୁଲେସନ୍ |","கரைதல், கிரானுலேஷன்"
ବିଲୋପ ସ୍ଥିର |,கரைதல் மாறிலி
ବିସର୍ଜନ ଶକ୍ତି |,சிதறல் ஆற்றல்
ଅଧା ଜୀବନ ବିଲୋପ |,கரைதல் அரை ஆயுள்
ବିଲୋପ ଗ୍ରେଡ୍,கலைப்பு தரம்
"ସ୍ଥାନାନ୍ତର, ସ୍ଥାନାନ୍ତର, ସ୍ଥାନାନ୍ତର, ସ୍ଥାନାନ୍ତର |","இடப்பெயர்ச்சி, இடப்பெயர்ச்சி, இடப்பெயர்ச்சி, இடப்பெயர்ச்சி"
"ତ୍ରୁଟି ରେଖା, ତ୍ରୁଟି କୋର |","தவறு வரி, தவறு கோர்"
ତ୍ରୁଟି ଲୁପ୍ |,தவறு வளையம்
"ବିଶୃଙ୍ଖଳା, ବିଶୃଙ୍ଖଳା, ବିଶୃଙ୍ଖଳା |","கோளாறு, சீர்குலைவு, சீர்குலைவு"
ବିଶୃଙ୍ଖଳା,குழப்பம்
"ଦ୍ୱନ୍ଦ୍ୱ, ଦ୍ୱନ୍ଦ୍ୱ |","குழப்பம், குழப்பம்"
"ବିଛିନ୍ନ, ବିଛିନ୍ନ |","சிதறி, சிதறி"
"ବିଚ୍ଛେଦ, ବିଛାଇବା |","சிதறல், சிதறல்"
ପ୍ରୋଜେକ୍ଟଲ୍,எறிபொருள்
ବିସର୍ଜନକାରୀ |,சிதறி
ପ୍ରତିଫଳନ,பிரதிபலிப்பு
ବିସ୍ଥାପନ,இடப்பெயர்ச்சி
ପ୍ରଦର୍ଶନ,கண்காட்சி
କୋନସୋଲ,பணியகம்
ଅସନ୍ତୁଷ୍ଟ ଶକ୍ତି |,விலகல் படை
ଅସମାନ,சமமற்ற
କ୍ଷୟ କୋଏଫିସିଏଣ୍ଟ୍ |,சிதைவு குணகம்
କ୍ଷତିକାରକ |,அரிக்கும்
କ୍ଷୟ ପ୍ରଣାଳୀ |,சிதைவு அமைப்பு
ପୃଥକ,பிரிக்கக்கூடிய
ଅଲଗା,பிரிக்கப்பட்டது
ସ୍ୱଭାବ,மனநிலை
ଅସଙ୍ଗତି,இணக்கமின்மை
ଦୂରତା,தூரம்
ଦୂର,தொலைவில்
"ପୃଥକ, ଭିନ୍ନ, ଭିନ୍ନ, ଭାବପ୍ରବଣ |","தனித்துவமான, வேறுபட்ட, தனித்துவமான, வெளிப்படையான"
ଭେଦଭାବ,பாகுபாடு
ପୃଥକ ସମ୍ପତ୍ତି |,தனித்துவமான சொத்து
"ଭିନ୍ନ କର, ଭିନ୍ନ କର |","வேறுபடுத்து, வேறுபடுத்து"
ବିକୃତ,வக்கிரம்
ବିକଳାଙ୍ଗତା |,சிதைவு
ବିକୃତି ଇଲାସ୍ଟିସିଟି |,உருமாற்றம் நெகிழ்ச்சி
ବଣ୍ଟିତ ଏମ୍ପ୍ଲିଫାୟର୍ |,விநியோகிக்கப்பட்ட பெருக்கி
"ବଣ୍ଟନ, ବଣ୍ଟନ","விநியோகம், விநியோகம்"
"ବଣ୍ଟନ ନିୟମ, ବଣ୍ଟନ ନିୟମ |","விநியோக விதி, விநியோக விதி"
ବିଶୃଙ୍ଖଳା,தொந்தரவு
"ବିବ୍ରତ, ବିଚଳିତ ସନ୍ତୁଳନ |","மனச்சோர்வடைந்த, சமநிலை சீர்குலைந்துள்ளது"
ବିଚଳିତ ଶକ୍ତି,தொந்தரவு சக்தி
"ଅହନିକ୍, ଡିଭାଚର, ଡିଭା, ଦ Daily ନିକ |","அஹ்னிக், திவாச்சர், திவா, தினசரி"
ଦ daily ନିକ ଗତି,தினசரி வேகம்
ସମାନ୍ତରାଳ |,இருவகை
"ବିସ୍ତାର କର, ବିସର୍ଜନ କର |","சிதறு, சிதறு"
"ବିଭେଦ, ବିଭେଦ, ବିଭେଦ |","வேற்றுமை, வேறுபாடு, வேறுபாடு"
ବିଭେଦ,மாறுபட்ட
ଡାଇଭର୍ସନ,திசை திருப்புதல்
"ବିଭାଜିତ, ବିଭାଜିତ |","பிரிக்கப்பட்ட, பிரிக்கப்பட்ட"
"ବିଭାଜନ, ବିଭାଜନ, ବିଭାଜନ |","பிரிவு, பிரிவு, பிரிவு"
ଆୟନୋସାଇଫର୍ ର D ସ୍ତର |,அயனோஸ்பியரின் D அடுக்கு
"ଅଞ୍ଚଳ, ପ୍ରଦେଶ, ଅଞ୍ଚଳ, ଡୋମେନ୍ |","பிராந்தியம், மாகாணம், பிராந்தியம், டொமைன்"
"ଗୋବର, ଗମ୍ବୁଜ |","குவிமாடம், குவிமாடம்"
ପ୍ରଭାବଶାଳୀ ପଦ |,செல்வாக்குமிக்க நிலை
ଦାତା ସ୍ତର |,நன்கொடையாளர் நிலை
ମାଡିଟ୍ ଚୁକ୍ତି |,மடிட் ஒப்பந்தம்
"ବ୍ୟଭିଚାର, ବ୍ୟଭିଚାର","கலப்படம், கலப்படம்"
ଡୋପଲର ପ୍ରଭାବ,டாப்ளர் விளைவு
"age ଷଧ, age ଷଧ","மருந்தளவு, மருந்தளவு"
କ୍ୱାଣ୍ଟୋମିଟର |,குவாண்டோமீட்டர்
"ବିନ୍ଦୁ, ବିନ୍ଦୁ","புள்ளியிடப்பட்ட, புள்ளியிடப்பட்ட"
"ଡବଲ୍, ଡିପ୍ଲଏଡ୍, ଯୋଡି, ଡୁଆଲ୍, ସାଧାରଣ, ଡିଚୋଟୋମସ୍ |","இரட்டை, டிப்ளாய்டு, ஜோடி, இரட்டை, பொதுவான, இருவகை"
ଡବଲ୍ ବଣ୍ଡ୍ |,இரட்டை பிணைப்பு
ବାଇକୋନଭେକ୍ସ ଲେନ୍ସ |,பைகான்வெக்ஸ் லென்ஸ்
ବାଇକୋନଭେକ୍ସ ଲେନ୍ସ |,பைகான்வெக்ஸ் லென்ஸ்
ବାଇନାରୀ ଭିନ୍ନକ୍ଷମ |,பைனரி வேறுபாடு
ଡବଲ୍ ଆୟନାଇଜେସନ୍ |,இரட்டை அயனியாக்கம்
ଡବଲ୍ ଅଣୁ,இரட்டை மூலக்கூறு
ଦୁଇଥର ସଠିକତା |,இரட்டை துல்லியம்
ଦୁଇଥର ପ୍ରତିଫଳନ |,இரட்டை ஒளிவிலகல்
ଡବଲ୍ ସିରିଜ୍ |,இரட்டை தொடர்
ଯୁଗଳ ତାରା |,ஜோடி நட்சத்திரங்கள்
ଦୁଇଥର |,இரட்டை
ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ ଯୋଡି |,நிறமற்ற லென்ஸ் ஜோடி
"ବିସ୍ତାର, ବିସ୍ତାର","பரவல், விரிவாக்கம்"
ଦ୍ୱିଗୁଣିତ ଚାର୍ଜ କଣିକା |,இரட்டிப்பு மின்னூட்டப்பட்ட துகள்
ଭ୍ରଷ୍ଟାଚାର,ஆம்பிபியஸ் ஊழல்
ଡବଲ୍ ଆୟନାଇଜଡ୍ |,இரட்டை அயனியாக்கம்
ତଳକୁ,கீழ்நோக்கி
ଟ୍ରାକ୍ସନ୍ ଖଣି ଖଣି ସେମି କମ୍ପାକ୍ଟ |,இழுவை தாது அரை கச்சிதமான
ଟ୍ରାକ୍ସନ୍ ଫୋର୍ସ |,இழுவை சக்தி
"ୱା, ରନ୍ଫ୍, ଆପୋଡ୍, ଡ୍ରିଫ୍ଟ (ଖଣି), ପଞ୍ଜ (ଖାଦ୍ୟ), ବିସ୍ଥାପନ |","வா, ஓடுதல், அபோத், சறுக்கல் (சுரங்கம்), பஞ்ச் (உணவு), இடப்பெயர்ச்சி"
ରନ୍ ଅଫ୍ ଷ୍ଟ୍ରିମ୍ |,ஓடை ஓடை
କାର୍ଯ୍ୟକ୍ଷମ,செயல்பாட்டு
ଚାଳନା ଭୋଲଟେଜ୍ |,கடத்தல் மின்னழுத்தம்
ପେଟି ବଲ୍ |,குட்டி பந்து
ହଠାତ୍ ବିରତି |,திடீர் இடைவேளை
"ବିନ୍ଦୁ, ମାଇକ୍ରୋ ପଏଣ୍ଟ, ଡ୍ରପଲେଟ୍ |","புள்ளி, நுண் புள்ளி, துளி"
ପତନ,வீழ்ச்சி
ଶୁଖିଲା |,உலர்
ଶୁଖିଲା ଶୁଖିଲା ହାଇଗ୍ରୋମିଟର |,உலர் உலர் ஹைக்ரோமீட்டர்
ଯୋଗାଯୋଗ ବିଫଳ ହେଲା |,தோல்வியுற்ற தொடர்பு
"ଡବଲ୍ ଅପରେସନ୍, ଡୁଆଲ୍ ଅପରେସନ୍ |","இரட்டை செயல்பாடு, இரட்டை செயல்பாடு"
ନଳୀ,குழாய்
ଟେନସାଇଲ୍ |,இழுவிசை
ଟେନସାଇଲ୍ |,இழுவிசை
ଅନ୍ଧକାର,மங்கலான
ମୂକ,முடக்கு
ଜମା,படிவு
ଭମାନ ତର |,வாமன் தாரா
ଡବଲ୍ ଅକ୍ଷ,இரட்டை அச்சு
ଗତିଶୀଳ |,மாறும்
ଗତିଶୀଳ |,மாறும்
"ଗତିଶୀଳତା, ଗତିଶୀଳତା |","இயக்கவியல், இயக்கவியல்"
ଡାଇନାମୋ |,டைனமோ
ଭୋଜନ,சாப்பிடு
"ପୃଥିବୀ, ପୃଥିବୀ","பூமி, பூமி"
ଭୂକମ୍ପ ତୀବ୍ରତା |,பூகம்பத்தின் தீவிரம்
ପୃଥିବୀ ଉପଗ୍ରହ |,பூமி செயற்கைக்கோள்
ପୃଥିବୀ ସଂଯୋଗ ପ୍ରଣାଳୀ |,பூமி இணைப்பு அமைப்பு
ଭୂମି ତାର,தரையில் கம்பி
"କେନ୍ଦ୍ର, ସେଣ୍ଟ୍ରିପେଟାଲ୍ |","மையம், மையவிலக்கு"
ବିଚିତ୍ରତା |,விசித்திரத்தன்மை
ଇଚେଲନ୍ |,எச்சிலோன்
ଇକୋ,எதிரொலி
ଅନୁମାନ,அனுமானம்
ବୃତ୍ତାକାର ସଂଯୋଜନା |,புரட்சி வட்ட ஒருங்கிணைப்புகள்
ଘୂର୍ଣ୍ଣିବାତ୍ୟା,நீர்ச்சுழி
ଧାର ଦୋଷ |,விளிம்பு தவறு
ମୂଳ-ପ୍ରଭାବ,முக்கிய விளைவு
ଏଡିସନ୍ ସେଲ୍ |,எடிசன் செல்
ସମ୍ପାଦନ କରନ୍ତୁ |,தொகு
ପ୍ରଭାବଶାଳୀ |,பயனுள்ள
ଦକ୍ଷତା,திறன்
