Odiya,Tamil
ନିଷ୍ପାଦନ ପଦକ୍ଷେପ,மரணதண்டனை நகர்வு
ନିଷ୍ପାଦନ ସମୟ,செயல்படுத்தும் நேரம்
ଏକ୍ସକ୍ଲୁସିଭ୍ ନୋର ଗେଟ୍ |,பிரத்தியேக நார் கேட்
ପ୍ରସାରଣକାରୀ,ஒளிபரப்பாளர்
କ୍ଷୟକ୍ଷତି କ୍ଷୟ |,அதிவேக சிதைவு
ସୂକ୍ଷ୍ମ ଡାୟୋଡ୍ |,அதிவேக டையோடு
ଏକ୍ସପେନ୍ସେନାଲ୍ ଫୁରିଅର୍ ସିରିଜ୍ |,அதிவேக ஃபோரியர் தொடர்
ସୂକ୍ଷ୍ମ କାର୍ଯ୍ୟ,அதிவேக செயல்பாடு
ବାହ୍ୟ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିରୋଧ |,வெளிப்புற அதிர்வெண் எதிர்ப்பு
ବହୁତ ଉଚ୍ଚ ଫ୍ରିକ୍ୱେନ୍ସି |,மிக அதிக அதிர்வெண்
ଉଚ୍ଚ ସମ୍ଭାବନା |,உயர் திறன்
ବହୁତ ଛୋଟ ଫ୍ରିକ୍ୱେନ୍ସି |,மிகக் குறுகிய அதிர்வெண்
ଅପ୍ରାକୃତିକ ସେମିକଣ୍ଡକ୍ଟର |,கடத்தாத குறைக்கடத்தி
ଫାଇଲ୍ ଖୋଲ |,திறந்த கோப்பு
ସେମିକଣ୍ଡକ୍ଟର ଗଠନ,குறைக்கடத்தி உற்பத்தி
ଫାବ୍ରି ପେରୋ ରିଜୋନେଟର |,ஃபேப்ரி பெரோ ரெசனேட்டர்
ପ୍ୟାନେଲ୍ |,குழு
ଗୁଣକ,பெருக்கி
ଫ୍ୟାକ୍ଟୋରିଆଲ୍ |,காரணியான
ଲାକୁନା,லாகுனா
ଆଘାତ,தணிவு
ଆଘାତ,தணிவு
ଫାହି ଏକପାଖିଆ ଅନୁମତି ମାପକାରୀ |,ஃபாஹி ஒருதலைப்பட்ச ஊடுருவல் அளவிடுபவர்
ବିଫଳତା,தோல்வி
ବିଫଳ ମୋଡ୍ |,தோல்வி முறை
ବିଫଳତା ହାର,தோல்வி விகிதம்
ମେଳା ଶିଶୁ ସେମିକଣ୍ଡକ୍ଟର |,சிகப்பு குழந்தை செமிகண்டக்டர்
ପତନ ଅବଧି,வீழ்ச்சி காலம்
ପାଟି କାଲାଡ୍ କୋର |,பதி கலாட் கோர்
ପ୍ୟାଟ୍ କୋର୍ |,பேட் கோர்
ଭୁଶୁଡ଼ିବା |,சரிவு
ମିଥ୍ୟା,பொய்
ଫୋଲଡ୍ କାଗଜ |,மடித்த காகிதம்
ଇନପୁଟ୍,உள்ளீடு
ସଂଖ୍ୟା ସଂଖ୍ୟା,வெளியீட்டு எண்
farad,ஃபாரட்
ଦୂର ପ୍ରଭାବ,ஃபாரடே விளைவு
ଫାରାଡେ ଘୂର୍ଣ୍ଣନ |,ஃபாரடே சுழற்சி
ଦୂର ପରଦା |,ஃபாரடே திரை
ଫାରାଡେ ସ୍ଥିର |,ஃபாரடே மாறிலி
ଫାରାଡେଙ୍କ ନିୟମ |,ஃபாரடேயின் சட்டம்
ପ୍ରତିକୃତି,பிரதி
ପ୍ରତିକୃତି ରସିଭର୍ |,பிரதி பெறுபவர்
ପ୍ରତିକୃତି ଯୋଗାଯୋଗକାରୀ |,பிரதி தொடர்பாளர்
ପ୍ରତିକୃତି,பிரதி
ନକଲ ସଙ୍କେତ,பிரதி சமிக்ஞை
ତୀକ୍ଷ୍ଣ ମୂଳ |,கூர்மையான கோர்
ଶୀଘ୍ର ଫୁରିଅର୍ ଟ୍ରାନ୍ସଫର୍ମ |,விரைவான நான்கு உருமாற்றம்
ଜାହାଜ ରସିଦ ଡିଙ୍କାରୀ |,கப்பல் ரசீது டிங்காரி
ଫାଇଲ୍ ଆବଣ୍ଟନ କାର୍ଯ୍ୟସୂଚୀ |,கோப்பு ஒதுக்கீடு அட்டவணை
ସାଂଘାତିକ ତ୍ରୁଟି |,கொடிய பிழை
ପ୍ୟାରେଣ୍ଟ୍ ଫାଇଲ୍ |,பெற்றோர் கோப்பு
ଇନପୁଟ୍,உள்ளீடு
"ଦୋଷ, ଦୋଷ","தவறு, தவறு"
ତ୍ରୁଟି ବିଶ୍ଳେଷଣ |,தவறு பகுப்பாய்வு
ତ୍ରୁଟି ମୂଲ୍ୟାୟନ,தவறு மதிப்பீடு
ତ୍ରୁଟି ଲୋକାଲାଇଜେସନ୍ |,தவறு உள்ளூர்மயமாக்கல்
ତ୍ରୁଟି ସ୍ଥାନୀୟ ସେତୁ |,உள்ளூர் பாலத்தின் தவறு
ତ୍ରୁଟି ଫିଲ୍ଟର ଟୋଗଲ୍ |,தவறு வடிகட்டி மாற்று
ସହନଶୀଳତା,வீழ்ச்சி சகிப்புத்தன்மை
ଫାନୋର ଆଲଗୋରିଦମ |,ஃபேனோவின் அல்காரிதம்
ସଂଖ୍ୟା ସଂଖ୍ୟା,வெளியீட்டு எண்
ସଂଖ୍ୟା ଗଛ ଦିଅ |,வெளியீடு எண் மரம்
ଫ୍ୟାକ୍ସ,தொலைநகல்
ଫାଇଲ୍ ମିଶ୍ରଣ |,கோப்பு கலவை
F ସଂଯୋଜକ |,எஃப் இணைப்பான்
ଫ୍ରିକ୍ୱେନ୍ସି ଡିଭିଜନ୍ ମଲ୍ଟିପ୍ଲେକ୍ସର୍ |,அதிர்வெண் பிரிவு மல்டிபிளெக்சர்
FEC କୋଡ୍,FEC குறியீடு
ଫେଡେରାଲ୍ ଯୋଗାଯୋଗ ଆୟୋଗ |,ஃபெடரல் கம்யூனிகேஷன்ஸ் கமிஷன்
ପୁନ rein ନିବେଶ ଲୁପ୍ ଲାଭ |,மறு முதலீட்டு வளைய ஆதாயம்
ଆଘାତପ୍ରାପ୍ତ ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |,வலுவிழந்த காந்தப் பொருள்
ଇନପୁଟ୍,உள்ளீடு
ପୁନ vest ନିବେଶ ଅମଳ |,மறு முதலீட்டு மகசூல்
ରୋଜଗାର କ୍ଷତି,வாழ்வாதார இழப்பு
ପୁନ vest ନିବେଶ,மறு முதலீடு
ପୁନ rein ନିବେଶ ଏମ୍ପ୍ଲିଫାୟର୍ |,மறு முதலீட்டு பெருக்கி
ପୁନ tr ଉତ୍ପାଦନ ବିକୃତି |,மறு அறிமுகம் சிதைவு
ପୁନ rein ନିବେଶ ବ୍ଲକ ଚିତ୍ର |,மறு முதலீட்டுத் தொகுதி வரைபடம்
ପୁନ rein ନିବେଶ ଷ୍ଟ୍ରିମ୍ ଚିତ୍ର |,மறுமுதலீடு ஸ்ட்ரீம் வரைபடம்
ପୁନ st ସ୍ଥାପନ ଲୁପ୍ |,மறுசீரமைப்பு வளையம்
ପୁନ rein ନିବେଶ ଓସିଲେଟର |,மறுமுதலீடு ஆஸிலேட்டர்
ପୁନ rein ନିବେଶ ଦ race ଡ଼ |,மறு முதலீட்டு இனம்
ପୁନ in ନିବେଶ ବିସ୍ଥାପନ ରେଜିଷ୍ଟର |,மறுமுதலீடு இடப்பெயர்ச்சிப் பதிவு
ପୁନ vest ବିନିଯୋଗ ନୀତି ଚିତ୍ର |,மறு முதலீட்டு கொள்கை வரைபடம்
ପୁନ tr ଉତ୍ପାଦନ ଭୋଲଟେଜ୍ ଚିତ୍ର |,மறு அறிமுகம் மின்னழுத்த வரைபடம்
ଫର୍ମୀ ସ୍ତର |,ஃபெர்மி நிலை
ଫେରିକ୍ ଇନଡକ୍ଟର |,பெர்ரிக் தூண்டி
ଫେରାଇଟ୍ |,ஃபெரைட்
ଫେରାଇଟ୍ ଆଣ୍ଟେନା |,ஃபெரைட் ஆண்டெனா
ଫେରିଟ୍ ତୃଣ |,ஃபெரைட் களை
ଫେରାଇଟ୍ ସ୍ପିନର୍ |,ஃபெரைட் ஸ்பின்னர்
ଫେରାଇଟ୍ ବିଛିନ୍ନକାରୀ |,ஃபெரைட் பிரிப்பான்
ଫେରାଇଟ୍ ଲାଇନ୍ ଏକ୍ସଟେନ୍ସନ୍ |,ஃபெரைட் வரி நீட்டிப்பு
ଫେରାଇଟ୍-କୋର୍ ଟ୍ରାନ୍ସଫର୍ମର |,ஃபெரைட்-கோர் மின்மாற்றி
ଫେରୋ କ୍ରୋମ୍ ଟେପ୍ |,ஃபெரோ குரோம் டேப்
ferromagnetism,ஃபெரோ காந்தவியல்
ଭାଗ୍ୟ,விதி
ଫିଲ୍ଡ ଇଫେକ୍ଟ ଟ୍ରାନଜିଷ୍ଟର (FET),ஃபீல்டு எஃபெக்ட் டிரான்சிஸ்டர் (FET)
ଫ୍ୟାଟ୍ ବୁଷ୍ଟର୍ |,கொழுப்பு பூஸ்டர்
ଫ୍ରେଟ୍ ସଂପନ୍ନ ସମୃଦ୍ଧତା |,fret complement symmetry
ଫ୍ୟାଟ୍ ହ୍ରାସ ମୋଡ୍ |,கொழுப்பு குறைப்பு முறை
"ଭାଗ୍ୟ ଦ୍ୱ ual ତ ଦ୍ୱାର, ଦ୍ୱ ual ତ ଦ୍ୱାର |","விதி இருமை வாயில், இருமை வாயில்"
ଚର୍ବି ବୃଦ୍ଧି ଧାରା |,கொழுப்பு வளர்ச்சி முறை
ଫ୍ରେଟ୍ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |,fret அதிர்வெண் பதில்
ଫ୍ୟାଟ୍ ଗ୍ରାଫିକ୍ ବିଶ୍ଳେଷଣ |,கொழுப்பு கிராஃபிக் பகுப்பாய்வு
ଭାଗ୍ୟ ନିବେଶ ନିରାପତ୍ତା |,ஃபேட் இன்வெஸ்ட்மென்ட் பாதுகாப்பு
ଚର୍ବି ଓଲଟା |,கொழுப்பு தலைகீழ்
ଭାଗ୍ୟ ଚୁକ୍ତି,விதி ஒப்பந்தம்
ଚର୍ବି ମସଫେଟ |,கொழுப்பு மொஸ்ஃபெட்
ଫ୍ୟାଟ୍ କଣ୍ଡକ୍ଟିଭିଟି |,கொழுப்பு கடத்துத்திறன்
ଶୋଇବା ସମୟ |,உறக்க நேரம்
ଫାଇଲ୍ ଆମଦାନି |,கோப்பு இறக்குமதி
ଫାଇବର,நார்ச்சத்து
ଫାଇବର ସଂଯୋଜକ |,ஃபைபர் இணைப்பு
ଫାଇବର ବଣ୍ଟିତ ଡାଟା ଇଣ୍ଟରଫେସ୍ |,ஃபைபர் விநியோகிக்கப்பட்ட தரவு இடைமுகம்
ଫାଇବର ଗ୍ଲାସ |,இழை கண்ணாடி
ଫାଇବର ଅପ୍ଟିକ୍ ଲିଙ୍କ୍ |,ஃபைபர் ஆப்டிக் இணைப்பு
ଫାଇବର ଅପ୍ଟିକ୍ସ ଟ୍ରାନ୍ସମିସନ୍ ୱିଣ୍ଡୋ |,ஃபைபர் ஆப்டிக்ஸ் டிரான்ஸ்மிஷன் சாளரம்
ଫାଇବର ଲାଇଟ୍ ଡିଟେକ୍ଟର୍ |,ஃபைபர் லைட் டிடெக்டர்
ଫାଇବର ବନ୍ଧନ |,நார் பிணைப்பு
ଫାଇବୋନାକ୍ସି ସଂଖ୍ୟା |,ஃபைபோனச்சி எண்கள்
ଭର୍ଚୁଆଲ୍ ଶବ୍ଦ ଜେନେରେଟର |,மெய்நிகர் இரைச்சல் ஜெனரேட்டர்
ପ୍ରାପ୍ତକର୍ତ୍ତାଙ୍କ ବିଶ୍ୱସ୍ତତା |,பெறுநரின் விசுவாசம்
ଜାଲିଆତି,போலி
କ୍ଷେତ୍ର ସହାୟତା,பகுதி உதவி
କ୍ଷେତ୍ର ପ୍ରଭାବ ଉପକରଣ,புல விளைவு சாதனம்
ଫିଲ୍ଡ ଇଫେକ୍ଟ ସୁଇଚ୍,புல விளைவு சுவிட்ச்
କ୍ଷେତ୍ର ପ୍ରଭାବଶାଳୀ ଟ୍ରାନଜିଷ୍ଟର |,புல பயனுள்ள டிரான்சிஸ்டர்
କ୍ଷେତ୍ର ନିର୍ଗମନ |,புல உமிழ்வு
ସୀସା ଶରୀର |,முன்னணி உடல்
କ୍ଷେତ୍ର ଆବୃତ୍ତି,புல அதிர்வெண்
କ୍ଷେତ୍ରର ତୀବ୍ରତା |,புல தீவிரம்
ଫିଲ୍ଡ ପ୍ରୋଗ୍ରାମ୍ ଲଜିକ୍ ଆରେ |,புல நிரல் தர்க்க வரிசை
କ୍ଷେତ୍ର ପରୀକ୍ଷା,கள சோதனை
କ୍ଷେତ୍ର ପ୍ରତ୍ୟାହାର,கள ரத்து
FIFO ସ୍ମୃତି,FIFO நினைவகம்
ଦକ୍ଷତା ସୂଚକାଙ୍କ,செயல்திறன் குறியீடு
ଫାଇଲ୍ |,கோப்பு
ଫାଇଲ୍ ଫିଲର୍ |,கோப்பு நிரப்பு
ଫାଇଲ୍ କମାଣ୍ଡ୍ |,கோப்பு கட்டளை
ଫାଇଲ୍ ସର୍ଭର |,கோப்பு சேவையகம்
ସ୍ତର କ୍ୟାପେସିଟର୍ |,அடுக்கு மின்தேக்கி
ସ୍ତର ପ୍ରତିରୋଧକ |,அடுக்கு மின்தடை
ଫିଲ୍ଟର୍,வடிகட்டி
ଫିଲ୍ଟର ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ,வடிகட்டி பண்புகள்
ଫିଲ୍ଟର ସର୍କିଟ |,வடிகட்டி சுற்று
ସଂଗ୍ରହ,சேகரிப்பு
ଫିଲ୍ଟର ଡିଜାଇନ୍,வடிகட்டி வடிவமைப்பு
ଯୋଗାଯୋଗ ତଥ୍ୟ,தொடர்பு தரவு
ଫିଲ୍ଟର ପଦ୍ଧତି |,வடிகட்டி முறை
ଫିଲ୍ଟର ପୁନ struction ନିର୍ମାଣ |,வடிகட்டி புனரமைப்பு
ଅନ୍ତିମ ସମାବେଶ |,இறுதி அசெம்பிளிங்
ଫିଙ୍ଗର ପ୍ରିଣ୍ଟ |,கைரேகை
ସୀମିତ ଇମ୍ପ୍ଲୁସିଭ୍ ରିପୋର୍ଟିଂ ଫିଲ୍ଟର୍ |,வரையறுக்கப்பட்ட மனக்கிளர்ச்சி அறிக்கை வடிகட்டி
ସୀମିତ ପାରାମିଟର |,வரையறுக்கப்பட்ட அளவுரு
ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |,வரையறுக்கப்பட்ட நிலை இயந்திரம்
ଫାୟାରିଙ୍ଗ୍ କୋଣ |,துப்பாக்கி சூடு கோணம்
ଫର୍ମୱେୟାର |,நிலைபொருள்
ପ୍ରଥମ ଚିତ୍ର ଶବ୍ଦ |,முதல் உருவ வார்த்தை
ପ୍ରଥମ ଅର୍ଡର ପ୍ରଶ୍ |,முதல் வரிசை பிரஷ்
ଫିସର୍ ଲୁପ୍ ପରୀକ୍ଷା |,பிஷ்ஷர் லூப் சோதனை
ସ୍ଥିର,நிலையான
ସ୍ଥିର ଆଟେନୁଏଟର୍ |,நிலையான அட்டென்யூட்டர்
ସ୍ଥିର ଆଭିମୁଖ୍ୟ,நிலையான நோக்குநிலை
ସ୍ଥିର କାଲକୁଲେଟର,நிலையான கால்குலேட்டர்
ସ୍ଥିର କ୍ଷେତ୍ର |,நிலையான பகுதி
ଆସାଇନମେଣ୍ଟ ମେସିନ୍ |,ஒதுக்கீட்டு இயந்திரம்
ସ୍ଥିର ସମୟ ନିୟନ୍ତ୍ରକ |,நிலையான நேரக் கட்டுப்படுத்தி
ପତାକା,கொடி
ଫ୍ଲେଞ୍ଜ୍,விளிம்பு
ଫ୍ଲାପ୍ ଆଟେନୁଏଟର୍ |,மடல் அட்டென்யூட்டர்
ଜ୍ୱଳନ୍ତ,ஒளிரும்
ଉଜ୍ଜ୍ୱଳତା ରୂପାନ୍ତରକାରୀ |,பிரகாசம் மாற்றி
ଚମକ,ஒளிரும்
ଫ୍ଲାଟ ଫ୍ଲୋର ସ୍କାନିଂ |,தட்டையான தரை ஸ்கேனிங்
ଫ୍ଲାଟ କୋଇଲ୍ |,தட்டையான சுருள்
ଫ୍ଲାଟ ଫାଇଲ୍ |,பிளாட் கோப்பு
ଫ୍ଲାଟ ଫିଲ୍ଟର |,தட்டையான வடிகட்டி
ଫ୍ଲାଟ ପ୍ୟାକ୍ |,பிளாட் பேக்
ଫ୍ଲାଟ ରିବନ୍ କେବୁଲ୍ |,தட்டையான ரிப்பன் கேபிள்
ଫ୍ଲାଟ ଟପ୍ ନମୁନା |,தட்டையான மேல் மாதிரி
F- ସ୍ତର |,F-அடுக்கு
F- ସ୍ତର ଆୟନୋସାଇଫର୍ |,F-அடுக்கு அயனோஸ்பியர்
ଫ୍ଲେମିଂ,ஃப்ளெமிங்
ଫ୍ଲେମିଂ ଏବଂ କ୍ଲିଣ୍ଟନ୍ ଡାଇଭର୍ଜେନ୍ସ ପଦ୍ଧତି |,ஃப்ளெமிங் மற்றும் கிளிண்டன் வேறுபாடு முறை
ut ୁଲା,படபடப்பு
ଶବ୍ଦ ଶବ୍ଦ,படபடப்பு சத்தம்
ଫ୍ଲଟର୍ ଫୋଟୋମିଟର |,படபடப்பு போட்டோமீட்டர்
ଫ୍ଲିପ୍ ଫ୍ଲପ୍,புரட்டல்
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଅସନ୍ତୁଳିତ ବିନିଯୋଗ |,ஃபிளிப் ஃப்ளாப் ஒத்திசைவற்ற முதலீடு
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ବ acter ଶିଷ୍ଟ୍ୟଗୁଡିକ |,ஃபிளிப் ஃப்ளாப் பண்புகள்
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ କଲ୍ ସିଗ୍ନାଲ୍ |,ஃபிளிப் ஃப்ளாப் அழைப்பு சமிக்ஞை
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଟାଇମଲାଇନ୍ |,ஃபிளிப் ஃப்ளாப் காலவரிசை
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ କୋର୍-ଟ୍ରିଗର୍ |,ஃபிளிப் ஃப்ளாப் கோர்-தூண்டப்பட்டது
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ jK ଟ୍ରିଗର |,flip flop jK தூண்டுதல்
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଲ୍ୟାଚ୍ |,ஃபிளிப் ஃப்ளாப் தாழ்ப்பாள்
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ମାଷ୍ଟର-ଦାସ |,புரட்டுதல் மாஸ்டர்-அடிமை
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ RS,ஃபிளிப் ஃப்ளாப் ஆர்எஸ்
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଷ୍ଟାର୍ଟଅପ୍ ପୁନ Rest ସେଟ୍ ସେଟ୍ ପୁନ et ସେଟ୍ (SR),Flip Flop Startup Restart Set Reset (SR)
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ସିଙ୍କ୍ରୋନସ୍ ନିବେଶ |,ஃபிளிப் ஃப்ளாப் சின்க்ரோனஸ் முதலீடு
ଫ୍ଲୋଟେସନ୍ ଚାର୍ଜ |,மிதவை கட்டணம்
ଭାସମାନ ଗଠନ |,மிதவை உருவாக்கம்
ଭାସମାନ ଗେଟ୍ |,மிதக்கும் வாயில்
ବିଭାଜନ,விலகல்
ସଂଯୋଗ ହୋଇନଥିବା ଭାର |,இணைக்கப்படாத சுமை
ସମ୍ପର୍କିତ ଉତ୍ସ |,தொடர்பில்லாத ஆதாரம்
ପୂର୍ଣ୍ଣ ଆଲୋକ,முழு வெளிச்சம்
ଫ୍ଲପି,நெகிழ்
ଫ୍ଲପି ଡିସ୍କ |,நெகிழ் வட்டு
ପ୍ରବାହ,ஓட்டம்
ଫ୍ଲୋ ଚାର୍ଟ,ஓட்ட விளக்கப்படம்
ଗ୍ରେଡିଏଣ୍ଟ୍ ଚିତ୍ର,சாய்வு வரைபடம்
ପ୍ରବାହ ଦିଗ,ஓட்டம் திசை
ପ୍ରବାହ ରେଖା,ஓட்ட வரி
ଫ୍ଲୋମିଟର,ஓட்டமானி
FLT U2 ଫିଲ୍ଟର୍ |,FLT U2 வடிகட்டி
ବହୁଳ କ୍ଷୟ ତତ୍ତ୍। |,பன்மை சிதைவு தேற்றம்
ତରଳ ଘର୍ଷଣ ଡମ୍ପିଂ |,திரவ உராய்வு தணிப்பு
ତରଳ ଚଟାଣ |,திரவ தளம்
ଫ୍ଲୋରୋସେନ୍ସ ଇଫେକ୍ଟ ଟ୍ୟୁବ୍ |,ஃப்ளோரசன்ஸ் விளைவு குழாய்
ଫ୍ଲୋରୋସେଣ୍ଟ୍ |,ஃப்ளோரசன்ட்
ut ୁଲା,படபடப்பு
ଫ୍ଲକ୍ସ ସାନ୍ଦ୍ରତା |,ஃப்ளக்ஸ் அடர்த்தி
ଫ୍ଲକ୍ସ କବାଟ ମ୍ୟାଗ୍ନେଟୋମିଟର |,ஃப்ளக்ஸ் கதவு காந்தமானி
ଫ୍ଲକ୍ସ ବାଇଣ୍ଡିଂ |,ஃப்ளக்ஸ் பிணைப்பு
"ଫ୍ଲକ୍ସ ମିଟର, ଫ୍ଲକ୍ସ ମିଟର |","ஃப்ளக்ஸ் மீட்டர், ஃப்ளக்ஸ் மீட்டர்"
ଫ୍ଲକ୍ସ ସୋଲଡର |,ஃப்ளக்ஸ் சாலிடர்
କାଉଣ୍ଟର ଆଘାତ,எதிர் காயம்
ପ୍ରତିକ୍ରିୟା ଉଚ୍ଚ ଭୋଲଟେଜ୍ |,எதிர்வினை உயர் மின்னழுத்தம்
ବିପରୀତ ଟ୍ରାନ୍ସଫର୍ମର |,எதிர் மின்மாற்றி
ଜମା ପ୍ରଭାବ,குவிப்பு விளைவு
ଫ୍ରିକ୍ୱେନ୍ସି ମୋଡ୍ୟୁଲେସନ ଡିଜିଟାଲ ଡିଟେକ୍ଟର |,அதிர்வெண் பண்பேற்றம் டிஜிட்டல் டிடெக்டர்
ଫ୍ରିକ୍ୱେନ୍ସି ମୋଡ୍ୟୁଲେସନ ଶିଖର ଡିଟେକ୍ଟର |,அதிர்வெண் மாடுலேஷன் பீக் டிடெக்டர்
ଏନଭଲଡ୍ ମଡ୍ୟୁଲେସନ୍ ଆର୍ଟ ଲୁପ୍ ଡିଟେକ୍ଟର୍ ଯୋଡିଛି |,என்வலப் செய்யப்பட்ட மாடுலேஷன் ஆர்ட் சேர்க்கப்பட்ட லூப் டிடெக்டர்
FM ଭଏସ୍ ଫ୍ରିକ୍ୱେନ୍ସି ଟେଲିଗ୍ରାଫ୍ |,எப்.எம் குரல் அதிர்வெண் தந்தி
ଫୋକାଲ୍ |,குவிய
ଧ୍ୟାନ ଦିଅନ୍ତୁ |,கவனம்
ଫୋକସ୍ କ୍ୟାମେରା |,ஃபோகஸ் கேமரா
ଫୋକସ୍ ଏରର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,கவனம் பிழை பெருக்கி
ଫୋକସ୍ ଚିତ୍ର ଟ୍ୟୁବ୍ |,கவனம் பட குழாய்
ସର୍ଭୋକୁ ଧ୍ୟାନ ଦିଅନ୍ତୁ |,ஃபோகஸ் சர்வோ
ଧ୍ୟାନ ଏବଂ ଅନୁସରଣ,கவனம் மற்றும் பின்தொடர்தல்
ଶରୀରକୁ ଧ୍ୟାନ ଦିଅ ଏବଂ ଅନୁସରଣ କର |,கவனம் மற்றும் உடல் பின்பற்ற
ଫଏଲ୍ ପ୍ରକାର ଗେଜ୍ |,படலம்-வகை அளவீடு
ପ୍ରଥମ ଫାଟ,முதல் விரிசல்
ଫୋଲ୍ ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ସୀମା,மீண்டும் மடி மின்னழுத்த வரம்பு
ଧଳା ରେଖା ମୂଲ୍ୟ |,வெள்ளை வரி மதிப்பு
ସାମ୍ପ୍ରତିକ ସୀମାକୁ ଫୋଲ୍ କରନ୍ତୁ |,மின்னோட்ட வரம்பைத் திரும்ப மடக்கு
ଫୋଲଡ୍ ସ୍ଥାପତ୍ୟ |,மடிந்த கட்டிடக்கலை
ଫୋଲଡ୍ ଡିପୋଲ୍ |,மடிந்த இருமுனையம்
ଫୋଲଡ୍ ଡିପୋଲ୍ |,மடிந்த இருமுனையம்
ଫୋଲଡ୍ ଉପାଦାନ |,மடிந்த உறுப்பு
ଟ୍ରେଲିଂ,பின்தங்கி
ଫଣ୍ଟ ପ୍ରଦର୍ଶନ,எழுத்துரு காட்சி
ଖାଦ୍ୟ ମୁଦ୍ରଣ |,உணவு அச்சு
ଟାବୁ ବ୍ୟାଣ୍ଡ |,தடை இசைக்குழு
ନିଷେଧ ଶକ୍ତି ବ୍ୟବଧାନ |,தடைசெய்யப்பட்ட ஆற்றல் இடைவெளி
ବାର୍ଡ ଜୋନ୍ |,தடை செய்யப்பட்ட மண்டலம்
ବଳ,படை
ଗତିଶୀଳ ରୂପାନ୍ତରକାରୀ |,உந்துதல் மாற்றி
ବିଦେଶୀ ବସ୍ତୁ,வெளிநாட்டு பொருள்
ଫର୍ମ ଫ୍ୟାକ୍ଟର୍ |,வடிவம் காரணி
ପୃଷ୍ଠା ପୁରଣ,பக்க நிரப்பு
ଆନୁଷ୍ଠାନିକ ତର୍କ,முறையான தர்க்கம்
ଫର୍ମାଟ୍ ନମ୍ବର |,வடிவமைப்பு எண்
fortran,ஃபோர்ட்ரான்
ଆକସ୍ମିକ ବିକୃତି |,தற்செயலான சிதைவு
ଅଗ୍ରଗାମୀ ପକ୍ଷପାତ |,முன்னோக்கி சார்பு
ଅଗ୍ରଗାମୀ ପକ୍ଷପାତ |,முன்னோக்கி சார்பு
ଅଗ୍ରଗାମୀ ପକ୍ଷପାତ,முன்னோக்கி சார்பு கூட்டு
ଅଗ୍ରଗାମୀ ଅବରୋଧ ଅବସ୍ଥା |,முன்னோக்கி தடுக்கும் நிலை
ଅଗ୍ରଗାମୀ ବ୍ରେକ୍ ଭୋଲଟେଜ୍ |,முன்னோக்கி முறிவு மின்னழுத்தம்
ଅଗ୍ରଗାମୀ ତ୍ରୁଟି ସଂଶୋଧନ |,முன்னோக்கி பிழை திருத்தம்
ସାମ୍ନା ଲୁପ୍ ଲାଭ |,முன் வளைய ஆதாயம்
ଆଗ ରାସ୍ତା ଲାଭ,முன் சாலை ஆதாயம்
ଅଗ୍ରଗାମୀ ପୋଲାରିଟି |,முன்னோக்கி துருவமுனைப்பு
ଅଗ୍ରଗାମୀ କଣ୍ଡକ୍ଟିଭିଟି |,முன்னோக்கி கடத்துத்திறன்
ଗମନାଗମନ ସମୟ,முன்னோக்கி போக்குவரத்து நேரம்
ପାଳକ ସିଲି ବିବେକକର |,ஃபாஸ்டர் சில்லி விவேகர்
ଚତୁର୍ଭୁଜ ଏନକୋଡିଂ |,நான்கு மடங்கு குறியாக்கம்
ଚତୁର୍ଭୁଜ,நான்குமுனை
ଚତୁର୍ଭୁଜ ଡିଜିଟାଲ୍ ଟ୍ରାନ୍ସମିସନ୍ |,நாற்கர டிஜிட்டல் பரிமாற்றம்
ଚତୁର୍ଭୁଜ ନେଟୱାର୍କ |,நாற்கர வலையமைப்பு
ଚତୁର୍ଥାଂଶ ନେଟୱାର୍କ |,குவாட்டர்னரி நெட்வொர்க்
କ୍ୱାଡ୍ ଟ୍ୟୁବ୍ କ୍ୟାମେରା |,குவாட் டியூப் கேமரா
ଫୁରିଅର୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ஃபோரியர் குணகம்
ଫୁରିଅର୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |,ஃபோரியர் ஒருங்கிணைப்பு
ଫୁରିଅର୍ ଓଲଟା |,ஃபோரியர் தலைகீழ்
ଚାରି ସିରିଜ୍ |,நான்கு தொடர்
