Malayalam,Marathi
തുടർച്ചയായ പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ,सतत संभाव्यता वितरण
തുടർച്ചയായ റാൻഡം വേരിയബിൾ,सतत यादृच्छिक चल
തുടർച്ചയായ സാമ്പിൾ സ്ഥലം,सतत नमुना जागा
തുടർച്ചയായ വേരിയബിൾ,सतत चल
തുടർച്ചയായ തരംഗം,सतत लहर
"തുടർച്ച, തുടർച്ച","सातत्य, सातत्य"
തുടർച്ചയായ സിദ്ധാന്തം,अखंड स्वयंसिद्ध
യഥാർത്ഥ സംഖ്യ സെറ്റ്,वास्तविक-संख्या संच
തുടർച്ചയായ തത്വം,सातत्य तत्त्व
കോണ്ടൂർ ഇന്റഗ്രേഷൻ,समोच्च एकीकरण
സങ്കോച മാപ്പിംഗ്,आकुंचन मॅपिंग
എതിർക്കുക,विरोध करा
പ്രതിഫലനം,प्रतिक्षेप
നിയന്ത്രണം,नियंत्रण
നിയന്ത്രണ ചാർട്ട്,नियंत्रण चार्ट
ശരാശരിയുടെ നിയന്ത്രണ ചാർട്ട്,सरासरीचा नियंत्रण तक्ता
വൈകല്യങ്ങളുടെ നിയന്ത്രണം,दोषांवर नियंत्रण
പരിസരത്തിന്റെ നിയന്ത്രണം,परिसर नियंत्रण
വേരിയബിളുകളുടെ നിയന്ത്രണം,व्हेरिएबल्सचे नियंत्रण
"ഒത്തുചേരുക, ഒത്തുചേരുക","अभिसरण करणे, अभिसरण करणे"
ഒത്തുചേരൽ എന്നാണ് അർത്ഥമാക്കുന്നത്,म्हणजे अभिसरण
ചതുരം എന്നാൽ ഒത്തുചേരൽ എന്നാണ് അർത്ഥമാക്കുന്നത്,चौरस म्हणजे अभिसरण
സംഭാവ്യതയിൽ ഒത്തുചേരൽ,संभाव्यतेमध्ये अभिसरण
ഒത്തുചേരൽ പരിധി,अभिसरण मर्यादा
ഒത്തുചേരൽ ആരം,अभिसरण त्रिज्या
ഒത്തുചേരൽ മേഖല,अभिसरण प्रदेश
"converge (ver.), converge (n.)","अभिसरण (ver.), अभिसरण (n.)"
ഒത്തുചേരൽ ക്രമം,अभिसरण क्रम
ഒത്തുചേരൽ പരമ്പര,अभिसरण मालिका
"എതിർ, എതിർ","विरुद्ध, विरुद्ध"
വിപരീതമായി വൈത്യസനേ,"याउलट, व्यत्यसने"
പരിവർത്തന അംശം,रूपांतरण अपूर्णांक
പരിവർത്തന പട്ടിക,रूपांतरण सारणी
അഭിമുഖീകരിക്കുന്നു,दूर तोंड करून
ശരീരം അഭിമുഖീകരിക്കുന്നു,समोरासमोर शरीर
വിപരീത കോമ്പിനേഷൻ,विरुद्ध संयोजन
അഭിമുഖീകരിക്കുന്ന കവർ,फेसिंग कव्हर
വ്യതിചലിക്കുന്ന പ്രവർത്തനം,विचलित कार्य
ലീനിയർ അക്യുമുലേഷൻ അഭിമുഖീകരിക്കുന്നു,रेखीय संचयनास सामोरे जाणे
ലീനിയർ പ്രോഗ്രാമിംഗ് അഭിമുഖീകരിക്കുന്നു,रेखीय प्रोग्रामिंगचा सामना करत आहे
വിദൂര ജനസംഖ്യയെ അഭിമുഖീകരിക്കുന്നു,अंतरावरील लोकसंख्येचा सामना करत आहे
പോളിഹെഡ്രോൺ അഭിമുഖീകരിക്കുന്നു,पॉलीहेड्रॉनला तोंड देत
പ്രോഗ്രാമിംഗ് അഭിമുഖീകരിക്കുന്നു,प्रोग्रामिंगचा सामना करत आहे
അഭിമുഖീകരിക്കുന്ന പ്രദേശം,समोरचा प्रदेश
അഭിമുഖീകരിക്കുന്ന സെറ്റ്,फेसिंग सेट
സംവഹനം,संवहन
സംയോജിത സംയോജനം,अभिसरण अविभाज्य
കംപ്രഷൻ സിദ്ധാന്തം,कॉम्प्रेशन प्रमेय
"ഏകോപിപ്പിക്കുക, ഏകോപിപ്പിക്കുക, സഹവർത്തിത്വം","समन्वय, समन्वय, समन्वय"
ഡയറക്ടർ അച്ചുതണ്ട്,दिग्दर्शक अक्ष
കോർഡിനേറ്റ് ജ്യാമിതി,समन्वय भूमिती
കോർഡിനേറ്റ് വിമാനം,समन्वय विमान
കോർഡിനേറ്റുകൾ,समन्वय
"കോർഡിനേറ്റ് സിസ്റ്റം, ഇൻസ്ട്രക്ഷൻ സിസ്റ്റം","समन्वय प्रणाली, सूचना प्रणाली"
കോപ്പർനിക്കസ്-ശരീരം,copernicus-शरीर
പ്ലാനർ,प्लॅनर
കോപ്ലനാർ ഫോഴ്സ്,coplanar force
പരന്നത,सपाटपणा
പ്രധാന സംഖ്യ,मुळसंख्या
"തിരുത്തൽ ഗുണനം, തിരുത്തൽ ഗുണനം","सुधारणा गुणक, सुधार गुणक"
ശരിയായ പരിഹാരം,योग्य उपाय
സഹ ബന്ധം,सह - संबंध
പരസ്പരബന്ധം ഗുണകം,सहसंबंध गुणांक
പരസ്പരബന്ധം ഡയഗ്രം,सहसंबंध आकृती
പരസ്പരബന്ധം പ്രവർത്തനം,सहसंबंध कार्य
"കോറിലേഷൻ മാട്രിക്സ്, കോറിലേഷൻ മാട്രിക്സ്","सहसंबंध मॅट्रिक्स, सहसंबंध मॅट्रिक्स"
പരസ്പര ബന്ധ അനുപാതം,सहसंबंध गुणोत्तर
പരസ്പരബന്ധം ഡയഗ്രം,सहसंबंध आकृती
പരസ്പരബന്ധം-ചിത്ര വിശകലനം,सहसंबंध-चित्र विश्लेषण
"പൊരുത്തപ്പെടുത്തുക, പൊരുത്തപ്പെടുത്തുക","पत्रव्यवहार करणे, पत्रव्यवहार करणे"
അസോസിയേഷന്റെ നിയമങ്ങൾ,असोसिएशनचे नियम
അനുബന്ധ കോൺ,संबंधित कोन
അനുയോജ്യമായ വശം,सुसंगत बाजू
സെറ്റ്,सेट
"cosine, cotizya","cosine, cotizya"
കോസൈനുകളുടെ ഭരണം,कोसाइन नियम
ചെലവ് വിശകലനം,खर्च विश्लेषण
ചെലവ് പരമാവധിയാക്കൽ,जास्तीत जास्त खर्च
എണ്ണൽ സിദ്ധാന്തം,गणनाक्षमता स्वयंसिद्ध
എണ്ണാവുന്ന,मोजण्यायोग्य
എണ്ണാവുന്ന സങ്കലനം,मोजण्यायोग्य जोडणी
എണ്ണാവുന്ന അടിസ്ഥാനം,मोजण्यायोग्य आधार
എണ്ണാവുന്ന അടിസ്ഥാനം,मोजण्यायोग्य आधार
എണ്ണാവുന്ന സെറ്റ്,मोजण्यायोग्य संच
എണ്ണിയാലൊടുങ്ങാത്തത്,मोजण्यायोग्य असीम
"കാൽക്കുലേറ്റർ, പാനൽ, കൌണ്ടർ","कॅल्क्युलेटर, पॅनेल, काउंटर"
എതിർ ഘടികാരദിശയിൽ പാഴാക്കൽ,घड्याळाच्या उलट दिशेने अपव्यय
എതിർ ഉദാഹരണം,प्रति उदाहरण
സഹവർത്തിത്വം,सहप्रसरण
സഹവർത്തിത്വ നിയമം,सहप्रसरण नियम
കോവേരിയൻസ് മാട്രിക്സ്,सहप्रसरण मॅट्रिक्स
സഹവർത്തിത്വ രീതി,सहप्रवाह पद्धत
സഹവർത്തിത്വ രീതി,सहप्रवाह पद्धत
ക്രാമർ നിയമം,क्रेमरचा कायदा
ക്രാമർ-റാവു അസമത്വം,क्रेमर-राव असमानता
വസ്തുനിഷ്ഠമായ പ്രവർത്തനം,वस्तुनिष्ठ कार्य
നിർണായക ആംഗിൾ,गंभीर कोन
നിര്ണ്ണായക ബിന്ദു,गंभीर मुद्दा
പ്രവർത്തനത്തിന്റെ നിർണായക പോയിന്റ്,कार्याचा गंभीर मुद्दा
നിർണായക മൂല്യം,गंभीर मूल्य
നിർണായക വേഗത,गंभीर वेग
ഇൻവേഴ്സ് കോറിലേഷൻ ഫംഗ്ഷൻ,व्यस्त सहसंबंध कार्य
"വെക്റ്റർ-ഉൽപ്പന്നം, വെക്റ്റർ-ഉൽപ്പന്നം","सदिश-उत्पादन, सदिश-उत्पादन"
ഇടിമിന്നൽ അനുപാതം,गडगडाट प्रमाण
ക്രോസ് സെക്ഷൻ,क्रॉस सेक्शन
ക്രിപ്റ്റോഗ്രഫി,क्रिप्टोग्राफी
"ക്യൂബ്, ക്യൂബ്","घन, घन"
ക്യൂബ് നമ്പർ,घन संख्या
ക്യൂബ് റൂട്ട്,घनमूळ
"ക്യൂബ്, ക്യൂബിക്, ക്യൂബിക്, ക്വാഡ്രാറ്റിക്, ത്രികോണം, ക്യൂബിക്","घन, घन, घन, चतुर्भुज, त्रिकोणीय, घन"
"ക്യൂബ്, ക്യൂബ്, ക്യൂബിക്","घन, घन, घन"
ക്വാഡ്രാറ്റിക് സമവാക്യം,चतुर्भुज समीकरण
ക്യുബിക് ഇഞ്ച്,घन इंच
ക്യുബിക് മീറ്റർ,क्यूबिक मीटर
ചതുരാകൃതിയിലുള്ള പരവലയം,चतुर्भुज पॅराबोला
ക്യൂബ് റൂട്ട്,घनमूळ
ട്രിപ്പിൾ ടേം,तिप्पट मुदत
ഓർത്തോഗണൽ സമാന്തരം,ऑर्थोगोनल समांतर
"സഞ്ചിത സമാഹരിച്ചത്,",एकत्रित संकलित
ക്യുമുലേറ്റീവ് കർവ്,संचयी वक्र
സഞ്ചിത വിതരണ പ്രവർത്തനം,संचयी वितरण कार्य
സഞ്ചിത ആവൃത്തി,संचयी वारंवारता
ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഫംഗ്‌ഷൻ,संचयी वारंवारता कार्य
ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഗ്രാഫ് ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഗ്രാഫ്,संचयी वारंवारता आलेख संचयी वारंवारता आलेख
ക്യുമുലേറ്റീവ് പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ,संचयी संभाव्यता कार्य
"ചുരുളൻ, ക്വിന്റൽ","कर्ल, क्विंटल"
ദ്വിസമാന്തര വക്രം,द्विसमांतर वक्र
വെക്റ്റർ ചുരുളൻ,वेक्टर कर्ल
"വില്ലു ബ്രേസ്, കമാനം","धनुष्य, कमान"
ധാര,प्रवाह
ചലിക്കുന്ന പോയിന്റ്,गतिमान बिंदू
വക്രത,वक्रता
വക്രത പ്രഭാവം,वक्रता प्रभाव
വളവ്,वक्र
വളഞ്ഞ രേഖ,वक्र रेषा
കർവ് ട്രേസിംഗ്,वक्र ट्रेसिंग
വളഞ്ഞ അസിംപ്റ്റോട്ട്,curvilinear asymptote
curvilinear കോർഡിനേറ്റുകൾ,वक्र निर्देशांक
കർവിലീനിയർ റിഗ്രഷൻ,वक्र प्रतिगमन
"അവ്യക്തമായ, കൂമ്പാരം","उभयचर, कुपी"
"വീൽ, റൊട്ടേഷൻ, സൈക്കിൾ, കാസ്റ്റിംഗ് വീൽ, കോംപാക്ഷൻ വീൽ","चाक, रोटेशन, सायकल, कास्टिंग व्हील, कॉम्पॅक्शन व्हील"
ചാക്രിക വ്യതിയാനം,चक्रीय भिन्नता
സൈക്ലിക് വെക്റ്റർ ഉൽപ്പന്നം,चक्रीय वेक्टर उत्पादन
ചാക്രിക ആവശ്യം,चक्रीय मागणी
ചാക്രിക പദപ്രയോഗം,चक्रीय अभिव्यक्ती
ചാക്രിക ഗ്രൂപ്പ്,चक्रीय गट
ചാക്രിക ക്രമമാറ്റം,चक्रीय क्रमपरिवर्तन
"സൈക്ലോയ്ഡ്, സൈക്ലോയ്ഡ്","सायक्लोइड, सायक्लोइड"
"സിലിണ്ടർ, സിലിണ്ടർ","सिलेंडर, सिलेंडर"
"സിലിണ്ടർ, സിലിണ്ടർ, സിലിണ്ടർ, സിലിണ്ടർ","दंडगोलाकार, दंडगोलाकार, दंडगोलाकार, दंडगोलाकार"
സിലിണ്ടർ പേജ്,सिलेंडर पृष्ठ
"പൂജ്യം, സൈഫർ","शून्य, सायफर"
ദിൽബെർട്ടിന്റെ സിദ്ധാന്തം,डिल्बर्टची शिकवण
നനഞ്ഞ ലളിതമായ ഹാർമോണിക് ചലനം,ओलसर साधी हार्मोनिक गती
സ്ഥിരമായ ഈർപ്പം,ओलसर सतत
"ദത്ത്, ഉപട്ട, ഡാറ്റ, ട്രസ്റ്റ്","दत्त, उपट्टा, डेटा, विश्वास"
ദത്ത് ഏറ്റെടുക്കുന്നു,दत्त उपक्रम
ട്രസ്റ്റ് റിസോഴ്സ് സിസ്റ്റം,संसाधन प्रणालीवर विश्वास ठेवा
ഡാറ്റ പ്രോസസ്സർ,डेटा प्रोसेसर
ഡാറ്റ ഷീറ്റ്,माहिती पत्रक
ദശാഭുജം,दशभुज
ദശാഗ്രാം,डेकग्राम
ദശാമീറ്റർ,decameter
ശോഷണ സൂചിക,क्षय निर्देशांक
ശോഷണ വക്രം,क्षय वक्र
ഗംഭീരമായ പ്രവർത്തനം,मोहक कार्य
ദേശിഗ്രാം,देसीग्राम
ദശാംശം,दशांश
"ദശാംശം, ദശാംശം","दशांश, दशांश"
ദശാംശ കോഡ്,दशांश कोड
ദശാംശ കോഡ് ചെയ്ത അക്കം,दशांश कोड केलेला अंक
ദശാംശ വികാസം,दशांश विस्तार
ദശാംശ അംശം,दशांश अपूर्णांक
ദശാംശ നൊട്ടേഷൻ സിസ്റ്റം,दशांश अंकन प्रणाली
ദശാംശ നൊട്ടേഷൻ സിസ്റ്റം,दशांश अंकन प्रणाली
ദശാംശ,दशांश चिन्ह
ദശാംശ സ്കെയിൽ,दशांश स्केल
ദശാംശ വ്യവസ്ഥ,दशांश प्रणाली
ഡെസിമീറ്റർ,डेसिमीटर
എൻകോഡിംഗ്,एन्कोडिंग
തീരുമാന മാതൃക,निर्णय मॉडेल
തീരുമാന സിദ്ധാന്തം,निर्णय सिद्धांत
തീരുമാനം വേരിയബിൾ,निर्णय परिवर्तनीय
"ഡീകോഡർ, ഡീകോഡർ","डीकोडर, डीकोडर"
"എൻകോഡിംഗ്, ഡീകോഡിംഗ്","एन्कोडिंग, डीकोडिंग"
വേർപെടുത്താവുന്ന സെറ്റ്,विभक्त संच
കുറയുന്നു,कमी होत आहे
പ്രവർത്തനം കുറയുന്നു,कमी करणारे कार्य
ഡെഡെകിൻഡ്-കട്ട്,Dedekind-कट
ഡെഡെകൈൻഡ്-സിദ്ധാന്തം,Dedekind-प्रमेय
സംയോജിപ്പിക്കാൻ,अंतर्भूत करणे
കോർപ്പറേറ്റ് പ്രാക്ടീസ്,कॉर्पोरेट सराव
തെറ്റായ,चुकीचे
നിർവചന സമവാക്യം,व्याख्यात्मक समीकरण
നിശ്ചിത അവിഭാജ്യ,निश्चित अविभाज्य
നിശ്ചിത മാട്രിക്സ്,निश्चित मॅट्रिक्स
"നിർവചനം, വ്യക്തത, ഉറപ്പ്","व्याख्या, स्पष्टता, निश्चितता"
രൂപഭേദം വക്രം,विकृत वक्र
വളച്ചൊടിച്ച പേജ്,विकृत पृष्ठ
"ധിക്കാരം, ധിക്കാരം","धिक्कार, लबाडी"
ഗതാഗത പ്രശ്നങ്ങളിൽ കൃത്യതയില്ലായ്മ,वाहतूक समस्यांमध्ये अयोग्यता
"ബിരുദം, ബിരുദം, ബിരുദം, ബിരുദം, അളവ്, അളവ്, ബിരുദം","पदवी, पदवी, पदवी, पदवी, प्रमाण, परिमाण, पदवी"
ഡിഫറൻഷ്യൽ സമവാക്യത്തിന്റെ ശക്തി,विभेदक समीकरणाची शक्ती
"സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം, സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം","स्वातंत्र्याची पदवी, स्वातंत्र्याची पदवी"
ബഹുപദത്തിന്റെ ശക്തി,बहुपदीची शक्ती
പരിവാരങ്ങളെ പുറത്താക്കി,निष्कासित दल
ഡെൽറ്റ പ്രവർത്തനം,डेल्टा फंक्शन
ഡിമാൻഡും യൂട്ടിലിറ്റി വക്രവും,मागणी आणि उपयुक्तता वक्र
ഡിമാൻഡ് സമവാക്യം,मागणी समीकरण
ഡിമാൻഡ് ഫംഗ്ഷൻ,मागणी कार्य
ജനസംഖ്യാ പഠനങ്ങൾ,लोकसंख्याशास्त्रीय अभ्यास
ജനസംഖ്യാശാസ്ത്രം,लोकसंख्याशास्त्र
മോവർ സിദ്ധാന്തം,द-मॉवर प्रमेय
"തെളിയിക്കുക, സാക്ഷ്യപ്പെടുത്തുക, പ്രകടിപ്പിക്കുക","दाखवणे, साक्ष देणे, दाखवणे"
"പ്രാതിനിധ്യം, തെളിവ്, പ്രകടനം, പ്രകടനം","प्रतिनिधित्व, पुरावा, प्रात्यक्षिक, प्रात्यक्षिक"
പ്രാതിനിധ്യ ജ്യാമിതി,प्रतिनिधित्व भूमिती
ഓരോന്നും,प्रत्येक
സാന്ദ്രമായ മൊത്തം,दाट एकूण
"സാന്ദ്രത, സാന്ദ്രത","घनता, घनता"
എണ്ണാവുന്ന സെറ്റ്,मोजण्यायोग्य संच
ആരോഹണ സ്ഥിരാങ്കം,चढत्या स्थिरांक
ആശ്രിത സംഭവം,अवलंबून घटना
ആശ്രിത റാൻഡം വേരിയബിൾ,अवलंबित यादृच्छिक चल
ആശ്രിത വേരിയബിൾ,अवलंबून व्हेरिएबल
ആശ്രിത വേരിയബിൾ,अवलंबून व्हेरिएबल
വിഷാദത്തിന്റെ ആംഗിൾ,उदासीनता कोन
"ഡെറിവേറ്റീവ്, ഡെറിവേറ്റീവ്, ഡിഫറൻഷ്യേഷൻ","व्युत्पन्न, व्युत्पन्न, भिन्नता"
"ഡെറിവേറ്റീവ്, ഡെറിവേറ്റീവ്","व्युत्पन्न, व्युत्पन्न"
ഉത്ഭവിച്ച ശ്രേണി,व्युत्पन्न श्रेणी
ഉരുത്തിരിഞ്ഞ സെറ്റ്,व्युत्पन्न संच
"ഇറക്കം, ഇറക്കം","उतरते, उतरते"
അവരോഹണ ക്രമം,उतरत्या क्रमाने
അവരോഹണ ശ്രേണി,उतरत्या श्रेणी
പ്രൊജക്റ്റീവ് ജ്യാമിതി,प्रोजेक्टिव्ह भूमिती
വിവരണാത്മക മാതൃക,वर्णनात्मक मॉडेल
വിവരണാത്മക സ്ഥിതിവിവരക്കണക്കുകൾ,वर्णनात्मक आकडेवारी
"രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (എഡി.), രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (എൻ.)","रचना करणे, रचना करणे, रचना करणे (सं.), रचना करणे, रचना करणे (n.)"
പരീക്ഷണത്തിന്റെ രൂപകൽപ്പന,प्रयोगाची रचना
ഡെസ്ക് കാൽക്കുലേറ്റർ,डेस्क कॅल्क्युलेटर
"തിരിച്ചറിയൽ, കണ്ടെത്തൽ","ओळख, ओळख"
"ഡിറ്റർമിനന്റ്, ഡിറ്റർമിനന്റ്, ഡിറ്റർമിനന്റ്","निर्धारक, निर्धारक, निर्धारक"
നിർണ്ണായക ക്രമം,निर्धारक क्रम
നിർണ്ണയിക്കാൻ,ठरवण्यासाठी
നിർണ്ണായക മാതൃക,निर्धारक मॉडेल
നിർണ്ണായക പ്രശ്നം,निर्धारक समस्या
വ്യതിയാനം,विचलन
വ്യതിയാനം ഗുണകം,विचलन गुणांक
ബൈനറി സിസ്റ്റം,बायनरी प्रणाली
"ഡയഗണൽ ഹൈപ്പോടെനസ്,",कर्ण कर्ण
മാട്രിക്സ് ഡയഗണലൈസേഷൻ,मॅट्रिक्स विकर्णीकरण
"ഡയഗണൽ മാട്രിക്സ്, ഡയഗണൽ മാട്രിക്സ്","डायगोनल मॅट्रिक्स, डायगोनल मॅट्रिक्स"
ഡയഗണൽ സമത്വം,कर्ण समानता
ഡയഗ്രം,आकृती
ഡ്രോയിംഗ് രീതി,रेखाचित्र पद्धत
ഗ്രാഫിക്കൽ പ്രാതിനിധ്യം,ग्राफिकल प्रतिनिधित्व
വ്യാസം,व्यासाचा
സെറ്റ് വ്യാസം,व्यास सेट करा
വിപരീതമായി,diametrically विरुद्ध
"ക്രോസ്ഫയർ, ഡൈസ് എറിയുക","क्रॉसफायर, फासे फेकणे"
ഉഭയജീവി വർഗ്ഗീകരണം,उभयचर वर्गीकरण
"വിഭജനം, പകുതി","दुभाजक, अर्धा"
നിഘണ്ടു,शब्दकोश
ഡിഫറൻഷ്യൽ കാൽക്കുലസ്,विभेदक कॅल्क्युलस
ഡിഫറൻഷ്യൽ സമവാക്യം,विभेदक समीकरण
ഡിഫറൻഷ്യൽ ഫോർമുല,विभेदक सूत्र
ഡിഫറൻഷ്യൽ രീതി,विभेदक पद्धत
സെറ്റുകളുടെ വ്യത്യാസം,संचांचा फरक
വ്യത്യസ്തമായ,वेगळे करण्यायोग्य
ഡിഫറൻഷ്യൽ കർവ്,विभेदक वक्र
ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ,विभेदक कार्य
"ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഇന്റർട്രിയൽ, ഇന്ററാജൻസി, ഡിഫറൻഷ്യൽ","विभेदक, विभेदक, विभेदक, आंतर-ट्रायल, आंतरसंस्था, भिन्नता"
ഡിഫറൻഷ്യൽ ഗണിതം,विभेदक गणित
ഡിഫറൻഷ്യൽ കോഫിഫിഷ്യന്റ്,विभेदक गुणांक
ഡിഫറൻഷ്യൽ സമവാക്യം,विभेदक समीकरण
ഡിഫറൻഷ്യൽ കൂട്ടിയിടി,विभेदक टक्कर
ഡിഫറൻഷ്യൽ ഫോർമുല,विभेदक सूत्र
ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ,विभेदक कार्य
ഡിഫറൻഷ്യൽ ജ്യാമിതി,विभेदक भूमिती
ഉയർന്ന ഓർഡർ ഡിഫറൻഷ്യൽ,उच्च ऑर्डर भिन्नता
ഡിഫറൻഷ്യൽ സെഗ്മെന്റ്,विभेदक विभाग
വേർതിരിക്കുക,वेगळे करणे
"വ്യത്യാസം, വ്യത്യാസം","भिन्नता, भिन्नता"
ഡിഫറൻഷ്യൽ ഫോർമുല,विभेदक सूत्र
വെക്റ്ററിന്റെ വ്യത്യാസം,वेक्टरचे विभेदक
"വ്യാപനം, വ്യാപനം","प्रसार, प्रसार"
"സംഖ്യ, ഡയഡം, വിരൽ","अंक, डायडेम, बोट"
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,डिजिटल संगणक
അങ്കി ദത്ത്,अंकी दत्त
"വ്യാപ്തി, വീതി, അളവ്, ശക്തി","विस्तार, रुंदी, परिमाण, शक्ती"
മാനം,आयाम
അളവില്ലാത്ത,आकारहीन
സമവാക്യത്തിന്റെ അളവ്,समीकरण परिमाण
ഡയോഫാന്റസിന്റെ സമവാക്യം,डायओफँटसचे समीकरण
വീഴ്ചയുടെ ആംഗിൾ,पडण्याचा कोन
ദ്വിധ്രുവ കോർഡിനേറ്റുകൾ,द्विध्रुवीय समन्वय
ദ്വിധ്രുവം,द्विध्रुव
ബൈപിരമിഡ്,द्विपिरॅमिड
dirac delta ഫംഗ്ഷൻ,डायरॅक डेल्टा फंक्शन
പൊതു സ്പർശം,सामान्य स्पर्शिका
വലത് കോൺ,काटकोन
നേരേയുള്ള വര,थेट ओळ
സ്പേസ് ഡെറിവേറ്റീവ്,जागा व्युत्पन्न
"ഡിക്കോസിൻ, ഡിക്കോ-കൊസൈൻ","डिकोसाइन, डिको-कोसाइन"
പരമാവധി ദിശ,कमाल दिशा
പ്രൊജക്ഷൻ ദിശ,प्रक्षेपण दिशा
ദിശ അനുപാതം,दिशा गुणोत्तर
റെഗുലേറ്ററി സർക്കിൾ,नियामक मंडळ
റെഗുലേറ്റർ സർക്കിൾ,नियामक मंडळ
അനുലോമ ഉൽപ്പന്നം,अनुलोमा उत्पादन
"നേരിട്ടുള്ള തെളിവ്, നേരിട്ടുള്ള തെളിവ്","थेट पुरावा, थेट पुरावा"
തുടർച്ചയായ അനുപാതം,अनुक्रमिक गुणोत्तर
വിധി,नशीब
അനുലോമ തുക,अनुलोमा बेरीज
വിഭജിക്കപ്പെട്ട സെറ്റ്,विभक्त संच
"നിർത്തലാക്കൽ, നിർത്തലാക്കൽ, ഇടവേള","खंड, खंड, खंड"
ഡെറിവേറ്റീവിന്റെ നിർത്തലാക്കൽ,डेरिव्हेटिव्हचे खंडन
ആദ്യ തരം നിർത്തലാക്കൽ,प्रथम प्रकार खंडितता
രണ്ടാമത്തെ തരം നിർത്തലാക്കൽ,दुसरा प्रकार खंडितता
തുടർച്ചയായ വിതരണം,अखंड वितरण
തുടർച്ചയായ പ്രവർത്തനം,अखंड कार्य
തുടർച്ചയായ വ്യതിയാനം,सतत फरक
കണികകൾ,कण
തുടർച്ചയായ വിതരണം,अखंड वितरण
തുടർച്ചയായ പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ,अखंड संभाव्यता वितरण
തുടർച്ചയായ റാൻഡം വേരിയബിൾ,खंडित यादृच्छिक चल
തുടർച്ചയായ സാമ്പിൾ ഇടം,अखंड नमुना जागा
വ്യതിരിക്തമായ മൊത്തം,स्वतंत्र एकूण
വ്യതിരിക്തമായ ജനസംഖ്യ,स्वतंत्र लोकसंख्या
വ്യതിരിക്തമായ അവസ്ഥ,स्वतंत्र अवस्था
തുടർച്ചയായ വ്യതിയാനം,सतत फरक
വിതരണ നികുതി,वितरण कर
വിവേചനപരമായ വിശകലനം,भेदभावपूर्ण विश्लेषण
വേർപിരിഞ്ഞു,विभक्त
വിയോജിപ്പുള്ള സംഭവം,विघटित घटना
വിഭജിക്കപ്പെട്ട സെറ്റ്,विभक्त संच
വിഭജനം ചേർക്കൽ,विच्छेदन समाविष्ट करणे
"വിഭജനം, യുക്തിസഹമായ തുക","वियोग, तर्कसंगत बेरीज"
"വിസരണം, ചിതറിക്കൽ","फैलाव, विखुरणे"
ഡിസ്പേർഷൻ ചാർട്ട്,फैलाव चार्ट
ഡിസ്പർഷൻ സൂചിക,फैलाव निर्देशांक
ഡിസ്പർഷൻ ഡയഗ്രം,फैलाव आकृती
ഡിസ്പർഷൻ മാട്രിക്സ്,फैलाव मॅट्रिक्स
സ്ഥാനമാറ്റാം,विस्थापन
പ്രദർശനം,प्रदर्शन
കൺസോൾ,कन्सोल
"അസമമായ, അസമമായ","असमान, असमान"
വിഘടിപ്പിക്കുന്ന ശക്തി,नष्ट करणारी शक्ती
ദൂരം പ്രവർത്തനം,अंतर कार्य
ദൂരം മോഡുലസ്,अंतर मॉड्यूलस
നോൺ-ഡിസ്ട്രിബ്യൂട്ടീവ്,वितरण नसलेले
"വിതരണ നിയമം, വിതരണ നിയമം","वितरण नियम, वितरण नियम"
"ചിതറുക, ചിതറുക","उधळणे, उधळणे"
"വ്യതിചലനം, വ്യതിചലനം, വ്യതിചലനം","वळवणे, वळवणे, वळवणे"
വ്യതിചലന സിദ്ധാന്തം,भिन्नता प्रमेय
വിഭിന്ന,वळवणारा
വ്യത്യസ്ത ശ്രേണി,भिन्न श्रेणी
വിഭജന വ്യത്യാസം,विभाजित फरक
"വിഭജനം, വിഭജനം","विभाज्यता, विभाज्यता"
"ഹരിക്കാവുന്ന, വിഭജിക്കുന്ന","विभाज्य, विभाज्य"
"വിഭജനം, വിഭജനം, വിഭജനം","विभागणी, विभागणी, विभागणी"
ഡിവിഷൻ അൽഗോരിതം,विभाजन अल्गोरिदम
സ്പ്ലിറ്റ് റിംഗ്,स्प्लिट रिंग
ചതുർഭുജം,चतुर्भुज
ദശാഭുജം,दशभुज
"ഡൊമെയ്ൻ, ഡൊമെയ്ൻ, പ്രവിശ്യ, പ്രദേശം","डोमेन, डोमेन, प्रांत, प्रदेश"
പ്രവർത്തനത്തിന്റെ ഡൊമെയ്ൻ,कार्यक्षेत्र
