English,Punjabi
Electrolysis,galvanic ਅਲੱਗ-ਥਲੱਗ
Electrolyte,ਇਲੈਕਟ੍ਰੋਲਾਈਟ
Electrolytic capacitor,ਇਲੈਕਟ੍ਰੋਲਾਈਟਿਕ ਕੈਪੇਸੀਟਰ
Electrolytic capacitor,ਇਲੈਕਟ੍ਰੋਲਾਈਟਿਕ ਕੈਪੇਸੀਟਰ
Electromagnet,ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟ
Electromagnetic energy,ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਊਰਜਾ
Electromagnetic induction,ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਇੰਡਕਸ਼ਨ
Electromagnetic interference (EMI),"ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਦਖਲ, EMI"
Electromagnetic spectrum,ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਸਪੈਕਟ੍ਰਮ
Electromagnetic waves,ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਵੇਵ
Electromagnetism,ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟਿਜ਼ਮ
Electromechanical filter,ਇਲੈਕਟ੍ਰੋ ਮਕੈਨੀਕਲ ਫਿਲਟਰ
Electrometer,ਇਲੈਕਟ੍ਰੋਮੀਟਰ
Electromotive force,ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ
Electron,ਇਲੈਕਟ੍ਰੋਨ
Electron beam,ਇਲੈਕਟ੍ਰੋਨ ਬੀਮ
Electron charge,ਇਲੈਕਟ੍ਰੋਨ ਚਾਰਜ
Electron emission,ਇਲੈਕਟ੍ਰੋਨ ਨਿਕਾਸੀ
Electron flow,ਇਲੈਕਟ੍ਰੋਨ ਵਹਾਅ
Electron gas,ਇਲੈਕਟ੍ਰੋਨ ਗੈਸ
Electron gun,ਇਲੈਕਟ੍ਰੋਨ ਜੰਤਰ
Electron hole pair,ਇਲੈਕਟ੍ਰੋਨ ਮੋਰੀ ਜੋੜਾ
Electron microscope,ਇਲੈਕਟ੍ਰੋਨ ਮਾਈਕ੍ਰੋਸਕੋਪ
Electron orbit,ਇਲੈਕਟ੍ਰੋਨ ਔਰਬਿਟ
Electron shell,ਇਲੈਕਟ੍ਰੋਨ ਸ਼ੈੱਲ
Electron volt,ਇਲੈਕਟ੍ਰੋਨ ਵੋਲਟ
Electron wave tube,ਇਲੈਕਟ੍ਰੋਨ ਵੇਵ ਟਿਊਬ
Electronic charge,ਇਲੈਕਟ੍ਰਾਨਿਕ ਚਾਰਜ
Electronic data interchange (EDI),ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਤਣਾਅ
Electronic data processing (EDP),ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
Electronic key,ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੁੰਜੀ
Electronic mail (E-mail),ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੇਲ (ਈ-ਮੇਲ)
Electronic mass,ਇਲੈਕਟ੍ਰਾਨਿਕ ਪੁੰਜ
Electronic numerical,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸੰਖਿਆਤਮਕ
Electronic switching,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿਚਿੰਗ
Electronic voltmeter,ਇਲੈਕਟ੍ਰਾਨਿਕ ਵੋਲਟਮੀਟਰ
Electronically tuned receiver (ETR),ਇਲੈਕਟ੍ਰਾਨਿਕ ਤੌਰ &#39;ਤੇ ਟਿਊਨਡ ਰਿਸੀਵਰ
Electronics industry association (EIA),ਇਲੈਕਟ੍ਰੋਨਿਕਸ ਉਦਯੋਗ ਐਸੋਸੀਏਸ਼ਨ
Electroplating,ਇਲੈਕਟ੍ਰੋਪਲੇਟਿੰਗ
Electroscope,ਇਲੈਕਟ੍ਰੋਸਕੋਪ
Electrostatic deflection,ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟਿਜ਼ਮ
Electrostatic flux,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਵਹਾਅ
Electrostatic shield,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਬਚਾਅ ਕਰਨ ਵਾਲਾ
Element,ਤੱਤ
Elevation,ਅੱਪਗਰੇਡ
Elevation angle,ਤਰੱਕੀ ਕੋਣ
Ellipsodial reflector,ਅੰਡਾਕਾਰ ਰਿਫਲੈਕਟਰ
Elliptical filter,ਅੰਡਾਕਾਰ ਫਿਲਟਰ
Elliptical polarisation,ਅੰਡਾਕਾਰ ਖੰਭੇ
Embedded system,ਏਮਬੈਡਡ ਸਿਸਟਮ
EMCDIC code,absidic ਕੋਡ
Emitter,emitter
Emitter bias configuration,emitter ਸਥਿਤੀ ਸੰਰਚਨਾ
Emitter bypass capacitor,ਐਮੀਟਰ ਬਾਈਪਾਸ ਕੈਪੇਸੀਟਰ
Emitter characteristics,ਉਤਸਰਜਨ ਗੁਣ
Emitter coupled amplifier,ਐਮੀਟਰ ਕਪਲਡ ਐਂਪਲੀਫਾਇਰ
Emitter diffusion,emitter ਫੈਲਾਅ
Emitter follower,ਐਮੀਟਰ ਟ੍ਰੇਲਿੰਗ
Emitter resister,emitter ਰੋਧਕ
Emitter stabilized bias configuration,emitter ਸਥਿਰ ਸਥਿਤੀ ਸੰਰਚਨਾ
Emitter-base junction,ਐਮੀਟਰ ਬੇਸ ਜੰਕਸ਼ਨ
Emitter-coupled logic (ECL),"ਐਮੀਟਰ ਕਪਲਡ ਤਰਕ, ਈ.ਸੀ.ਐਲ"
Emulator,ਮਸ਼ੀਨੀਕਰਨ
Enable,ਯੋਗ ਕਰੋ
Encapsulation,encapsulation
Encoder,ਕੋਡਿਤਰਾ
Encryption,ਐਨਕ੍ਰਿਪਸ਼ਨ
End around carry,ਸਰਕੂਲਰ ਲਾਭ
End of conversion (EOC),ਤਬਦੀਲੀ
End of file (EOF),ਪ੍ਰਣਾਲੀਗਤ
End-around shift,ਸਰਕੂਲਰ ਵਿਸਥਾਪਨ
End-fire antenna,ਲੰਬਕਾਰੀ antenna
End-fire arrays,ਲੰਬਕਾਰੀ ਐਰੇ
Energy,ਊਰਜਾ
Energy band,ਊਰਜਾ ਪੱਟੀ
Energy gap,ਬੈਂਡ ਗੈਪ
Energy level,ਊਰਜਾ ਦਾ ਪੱਧਰ
Energy level diagram,ਊਰਜਾ ਪੱਧਰ ਦਾ ਚਿੱਤਰ
Enhanced expanded memory specification (EEMS),ਵਿਸਤ੍ਰਿਤ ਪੁੰਜ ਨਿਰਧਾਰਨ
Enhanced graphics adapter (EGA),ਵਧਿਆ ਲੇਖ ਰਜਿਸਟਰਾਰ
Enhancement,ਵਾਧਾ
Enhancement type,ਵਿਕਾਸ ਪੈਟਰਨ
Enhancement typeMOSFET,ਵਧਾਇਆ Mosfet
Entropy,ਐਂਟਰੌਪੀ
Envelope demodulator,ਲਿਫ਼ਾਫ਼ਾ ਡੀਮੋਡੂਲੇਟਰ
Environment,ਵਾਤਾਵਰਣ
Epitaxial growth,"epitaxy ਵਾਧਾ, ਚੜ੍ਹਦਾ ਵਾਧਾ"
Epitaxial layer,"epitracheal ਪਰਤ, ਚੜ੍ਹਦੀ ਪਰਤ"
Epitaxy,"epitaxy, overriding"
Epoxy-fiber glass laminate,epoxy-ਫਾਈਬਰ ਗਲਾਸ ਪੱਧਰ
EPROM,EP-ROM
Epsilon,ਐਪਸੀਲੋਨ
Equalisation,ਬਰਾਬਰੀ
Equalising circuit,ਬਰਾਬਰੀ ਸਰਕਟ
Equality,ਸਮਾਨਤਾ
Equalization,ਸਮੀਕਰਨ
Equalizer filter,ਬਰਾਬਰੀ ਫਿਲਟਰ
Equation,ਸਮੀਕਰਨ
Equatorial plane,ਭੂਮੱਧ ਸਮਤਲ
Equipotential line,isopotential ਲਾਈਨ
Equipotential surface,ਸਮਾਨਤਾ ਵਾਲਾ ਪੰਨਾ
Equivalent circuit,ਬਰਾਬਰ ਸਰਕਟ
Equivalent input noise generator,ਬਰਾਬਰ ਇੰਪੁੱਟ ਸ਼ੋਰ ਜਨਰੇਟਰ
Equivalent input noise resistance,ਬਰਾਬਰ ਇੰਪੁੱਟ ਸ਼ੋਰ ਪ੍ਰਤੀਰੋਧ
Equivalent isotropic radiated power (ETRP),ਬਰਾਬਰ ਆਈਸੋਟੋਪਿਕ ਰੇਡੀਏਟਿਡ ਪਾਵਰ
Erase,ਮਿਟਾਓ
Ergodic process,ਊਰਜਾ ਦੀ ਪ੍ਰਕਿਰਿਆ
Error control coding,ਗਲਤੀ ਕੰਟਰੋਲ ਕੋਡਿੰਗ
Error correcting code,ਗਲਤੀ ਸੁਧਾਰ ਕੋਡ
Error detecting code,ਗਲਤੀ ਖੋਜ ਕੋਡ
Error handling,ਗਲਤੀ ਹੈਂਡਲਿੰਗ
Error rate,ਗਲਤੀ ਦਰ
Error voltage,ਗਲਤੀ ਵੋਲਟੇਜ
Error amplifier,ਗਲਤੀ ਐਂਪਲੀਫਾਇਰ
ESAKI diode,isaki diode
Etching,ਐਚਿੰਗ
Ethernet,ਈਥਰਨੈੱਟ
Euler's Theorem,ਯੂਲਰ ਦਾ ਸਿਧਾਂਤ
Evanescent mode,ਮਾਪ ਘਟਣ ਵਾਲਾ ਮੋਡ
Evaporation process,ਵਾਸ਼ਪੀਕਰਨ ਦੀ ਪ੍ਰਕਿਰਿਆ
E-vector,ਈ-ਵੈਕਟਰ
Even parity,ਸਮਾਨਤਾ
Exception handling,ਅਪਵਾਦ ਹੈਂਡਲਿੰਗ
Excess noise ratio (ENR),ਵਾਧੂ ਸ਼ੋਰ ਅਨੁਪਾਤ
Excess-3-code,ਟ੍ਰਿਪਲ ਕੋਡ
Excitation table,ਉਤੇਜਨਾ ਸਾਰਣੀ
Exclusive-OR-gate,ਈਕੋ XOR ਗੇਟ
Executions software,ਐਗਜ਼ੀਕਿਊਸ਼ਨ ਸੌਫਟਵੇਅਰ
Executions speed,ਐਗਜ਼ੀਕਿਊਸ਼ਨ ਚਾਲ
Executions time,ਚੱਲਣ ਦਾ ਸਮਾਂ
EX-NOR gate (exclusive NOR),ਵਿਸ਼ੇਸ਼ ਨੌਰ ਗੇਟ
Expander,ਪ੍ਰਸਾਰਕ
Exponential decay,ਘਾਤਕ ਸੜਨ
Exponential diode,ਘਾਤਕ ਡਾਇਓਡ
Exponential fourier series,ਐਕਸਪੋਨੈਂਸ਼ੀਅਲ ਫੁਰੀਅਰ ਸੀਰੀਜ਼
Exponential function,ਘਾਤਕ ਫੰਕਸ਼ਨ
External frequency compensation,ਬਾਹਰੀ ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਤੀਰੋਧ
Extremely high frequency (EHF),ਬਹੁਤ ਉੱਚ ਆਵਿਰਤੀ
Extremely high tension (EHT),ਉੱਚ ਸੰਭਾਵਨਾ
Extremely low frequency (ELF),ਬਹੁਤ ਛੋਟੀ ਬਾਰੰਬਾਰਤਾ
Extrinsic semiconductor,ਗੈਰ-ਸੰਚਾਲਨ ਸੈਮੀਕੰਡਕਟਰ
F.O. (opening a file),ਫਾਇਲ ਖੋਲੋ
Fabrication of semiconductor,ਸੈਮੀਕੰਡਕਟਰ ਨਿਰਮਾਣ
Fabry-pirot resonator,fabri pero resonator
Face,ਪੈਨਲ
Factor,ਗੁਣਕ
Factorial,ਕਾਰਕ ਸੰਬੰਧੀ
Fade out,ਮੰਤਰ
Fading,ਧਿਆਨ
Fading,ਧਿਆਨ
FAHY simplex permeability meter,ਫਾਹੀ ਇਕਪਾਸੜ ਪਾਰਦਰਸ਼ੀਤਾ ਮਾਪਣ ਵਾਲਾ
Failure,ਅਸਫਲਤਾ
Failure mode,ਫੇਲ ਮੋਡ
Failure rate,ਅਸਫਲਤਾ ਦੀ ਦਰ
Fair child semiconductors,ਫੇਅਰ ਚਾਈਲਡ ਸੈਮੀਕੰਡਕਟਰ
Fall time,ਪਤਝੜ ਦੀ ਮਿਆਦ
Falling clock edge,ਪਤਿ ਕੈਲਾਡ ਕੋਰ
Falling edge,ਪੈਟ ਕੋਰ
Fallout,ਢਹਿ
FALSE,ਝੂਠਾ
Fan fold paper,ਫੋਲਡ ਪੇਪਰ
Fan-in,ਇੰਪੁੱਟ
Fan-out,ਜਾਰੀ ਨੰਬਰ
Farad,ਫਰਾਦ
Faraday effect,ਫੈਰਾਡੇ ਪ੍ਰਭਾਵ
Faraday rotation,ਫੈਰਾਡੇ ਰੋਟੇਸ਼ਨ
Faraday screen,faraday ਸਕਰੀਨ
Faraday's constant,faraday ਸਥਿਰ
Faraday's law,ਫੈਰਾਡੇ ਦਾ ਕਾਨੂੰਨ
Facsimile,ਪ੍ਰਤੀਕ੍ਰਿਤੀ
Facsimile receiver,ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ
Facsimile transmitter,ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਸੰਚਾਰਕ
Facsinite,ਪ੍ਰਤੀਕ੍ਰਿਤੀ
Facsinite signal,ਨਕਲ ਸਿਗਨਲ
Fast edge,ਤਿੱਖੀ ਕੋਰ
Fast fourier transform,ਤੇਜ਼ ਫੋਰੀਅਰ ਪਰਿਵਰਤਨ
Fast recovery rectifier,ਜਹਾਜ ਰਸੀਦ ਦਿਨਕਾਰੀ
FAT (file allocation table),ਫਾਈਲ ਵੰਡ ਅਨੁਸੂਚੀ
Fatal error,ਘਾਤਕ ਗਲਤੀ
Father file,ਮੂਲ ਫਾਇਲ
Fau-in,ਇੰਪੁੱਟ
Fault,"ਨੁਕਸ, ਨੁਕਸ"
Fault analysis,ਨੁਕਸ ਵਿਸ਼ਲੇਸ਼ਣ
Fault grading,ਨੁਕਸ ਰੇਟਿੰਗ
Fault localization,ਨੁਕਸ ਸਥਾਨਕਕਰਨ
Fault localizing bridge,ਨੁਕਸ ਸਥਾਨਕ ਪੁਲ
Fault node toggle,ਫਾਲਟ ਫਿਲਟਰ ਟੌਗਲ
Fault tolerance,ਗਿਰਾਵਟ ਸਹਿਣਸ਼ੀਲਤਾ
Fauo's alogrithm,Fano ਦਾ ਐਲਗੋਰਿਦਮ
Fau-out,ਜਾਰੀ ਨੰਬਰ
Fau-out tree,ਮੁੱਦਾ ਨੰਬਰ ਰੁੱਖ
Fax,ਫੈਕਸ
Fc (combining file),ਫਾਇਲ ਸੁਮੇਲ
F-connector,F ਕਨੈਕਟਰ
FDM (frequency division multiplexer),ਬਾਰੰਬਾਰਤਾ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਰ
FEC code,FEC ਕੋਡ
Federal communications commission (FCC),ਫੈਡਰਲ ਸੰਚਾਰ ਕਮਿਸ਼ਨ
Feedback loop gain,ਮੁੜ ਨਿਵੇਸ਼ ਲੂਪ ਲਾਭ
Feebly magnetic material,ਘਟੀਆ ਚੁੰਬਕੀ ਸਮੱਗਰੀ
Feed,ਇੰਪੁੱਟ
Feed back gain,ਮੁੜ ਨਿਵੇਸ਼ ਉਪਜ
Feed through loss,ਗੁਜ਼ਾਰੇ ਦਾ ਨੁਕਸਾਨ
Feedback,ਮੁੜ ਨਿਵੇਸ਼
Feedback amplifier,ਮੁੜ ਨਿਵੇਸ਼ ਐਂਪਲੀਫਾਇਰ
Feedback amplifier distortion,ਮੁੜ ਜਾਣ-ਪਛਾਣ ਵਿਗਾੜ
Feedback block diagram,ਮੁੜ-ਨਿਵੇਸ਼ ਬਲਾਕ ਚਿੱਤਰ
Feedback current diagram,ਮੁੜ-ਨਿਵੇਸ਼ ਸਟ੍ਰੀਮ ਚਿੱਤਰ
Feedback loop,ਬਹਾਲੀ ਲੂਪ
Feedback oscillator,ਮੁੜ ਨਿਵੇਸ਼ ਔਸਿਲੇਟਰ
Feedback racing,ਮੁੜ ਨਿਵੇਸ਼ ਦੀ ਦੌੜ
Feedback shift-register,ਪੁਨਰਨਿਵੇਸ਼ ਵਿਸਥਾਪਨ ਰਜਿਸਟਰ
Feedback theory diagram,ਮੁੜ ਨਿਵੇਸ਼ ਸਿਧਾਂਤ ਚਿੱਤਰ
Feedback voltage diagram,ਮੁੜ ਜਾਣ-ਪਛਾਣ ਵੋਲਟੇਜ ਚਿੱਤਰ
Fermi level,ਫਰਮੀ ਪੱਧਰ
Ferric induction,ਫੇਰਿਕ ਇੰਡਕਟਰ
Ferrite,ਫੇਰਾਈਟ
Ferrite antenna,ferrite antenna
Ferrite bealt,ferrite ਬੂਟੀ
Ferrite circulator,ferrite ਸਪਿਨਰ
Ferrite isolator,ferrite ਵੱਖ ਕਰਨ ਵਾਲਾ
Ferrite line width,ਫੇਰਾਈਟ ਲਾਈਨ ਐਕਸਟੈਂਸ਼ਨ
Ferrite-core transformer,ਫੇਰਾਈਟ-ਕੋਰ ਟ੍ਰਾਂਸਫਾਰਮਰ
Ferro-chrome tape,ਫੇਰੋ ਕਰੋਮ ਟੇਪ
Ferromagnetism,ferromagnetism
FET,ਕਿਸਮਤ
FET (field-effect transistor),ਫੀਲਡ ਇਫੈਕਟ ਟਰਾਂਜ਼ਿਸਟਰ (FET)
FET amplifier,ਚਰਬੀ ਬੂਸਟਰ
FET complementary symmetry,fret ਪੂਰਕ ਸਮਰੂਪਤਾ
FET depletion mode,ਚਰਬੀ ਘਟਾਓ ਮੋਡ
FET dual gate,"ਕਿਸਮਤ ਦਵੈਤ ਦੁਆਰ, ਦਵੈਤ ਦਰਵਾਜ਼ਾ"
FET enhancement mode,ਚਰਬੀ ਵਿਕਾਸ ਮੋਡ
FET frequency response,fret ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ
FET graphical analysis,ਫੈਟ ਗ੍ਰਾਫਿਕ ਵਿਸ਼ਲੇਸ਼ਣ
FET input protection,ਕਿਸਮਤ ਨਿਵੇਸ਼ ਸੁਰੱਖਿਆ
FET inverter,ਚਰਬੀ ਉਲਟ
FET junction,ਕਿਸਮਤ ਸਮਝੌਤਾ
FET MOSFET,ਚਰਬੀ mosfet
FET trans conductance,ਚਰਬੀ ਚਾਲਕਤਾ
Fetch time,ਸੌਣ ਦਾ ਸਮਾਂ
FI (importing a file),ਫਾਇਲ ਆਯਾਤ
Fiber,ਫਾਈਬਰ
Fiber connector,ਫਾਈਬਰ ਕੁਨੈਕਟਰ
Fiber distributed data interface (FDDI),ਫਾਈਬਰ ਵੰਡਿਆ ਡਾਟਾ ਇੰਟਰਫੇਸ
Fiber glass,ਫਾਈਬਰ ਗਲਾਸ
Fiber optic link,ਫਾਈਬਰ ਆਪਟਿਕ ਲਿੰਕ
Fiber optics propagation window,ਫਾਈਬਰ ਆਪਟਿਕਸ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਵਿੰਡੋ
Fiber photo detector,ਫਾਈਬਰ ਲਾਈਟ ਡਿਟੈਕਟਰ
Fiber splicing,ਫਾਈਬਰ ਬੰਧਨ
Fibonocci numbers,ਫਿਬੋਨਾਚੀ ਨੰਬਰ
Fictitious noise generator,ਵਰਚੁਅਲ ਸ਼ੋਰ ਜਨਰੇਟਰ
Fidelity of receiver,ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲੇ ਦੀ ਵਫ਼ਾਦਾਰੀ
Fidelity,ਧੋਖਾਧੜੀ
Field aiding,ਖੇਤਰ ਸਹਾਇਤਾ ਪ੍ਰਾਪਤ
Field effect device,ਖੇਤਰ ਪ੍ਰਭਾਵ ਜੰਤਰ
Field effect switch,ਖੇਤਰ ਪ੍ਰਭਾਵ ਸਵਿੱਚ
Field effect transistor,ਖੇਤਰ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਟਰਾਂਜ਼ਿਸਟਰ
Field emission,ਖੇਤਰ ਨਿਕਾਸ
Field forward system,ਲੀਡ ਸਰੀਰ
Field frequency,ਖੇਤਰ ਦੀ ਬਾਰੰਬਾਰਤਾ
Field intensity,ਖੇਤਰ ਦੀ ਤੀਬਰਤਾ
Field programmable logic array (FPLA),ਖੇਤਰ ਪ੍ਰੋਗਰਾਮ ਤਰਕ ਐਰੇ
Field test,ਖੇਤਰ ਟੈਸਟ
Fields cancelling,ਖੇਤਰ ਰੱਦ
FIFO memory,FIFO ਮੈਮੋਰੀ
Figure of merit,ਕੁਸ਼ਲਤਾ ਸੂਚਕਾਂਕ
File,ਫਾਈਲ
File backup,ਫਾਈਲ ਫਿਲਰ
File command,ਫਾਈਲ ਕਮਾਂਡ
File server,ਫਾਇਲ ਸਰਵਰ
Film capacitor,ਪਰਤ ਕੈਪਸੀਟਰ
Film type register,ਪਰਤ ਰੋਧਕ
Filter,ਫਿਲਟਰ
Filter characteristic,ਫਿਲਟਰ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
Filter circuit,ਫਿਲਟਰ ਸਰਕਟ
Filter communication data,ਸੰਗ੍ਰਹਿ
Filter design,ਫਿਲਟਰ ਡਿਜ਼ਾਈਨ
Filter link,ਸੰਚਾਰ ਡਾਟਾ
Filter method,ਫਿਲਟਰ ਵਿਧੀ
Filter reconstruction,ਫਿਲਟਰ ਪੁਨਰ ਨਿਰਮਾਣ
Final assembly,ਅੰਤਮ ਅਸੈਂਬਲਿੰਗ
Finger print,ਫਿੰਗਰ ਪ੍ਰਿੰਟ
Finite impulse response filter,ਸੀਮਤ ਆਵੇਗਸ਼ੀਲ ਰਿਪੋਰਟਿੰਗ ਫਿਲਟਰ
Finite parameters,ਸੀਮਿਤ ਪੈਰਾਮੀਟਰ
Finite state machine,ਸੀਮਿਤ ਰਾਜ ਮਸ਼ੀਨ
Firing angle,ਗੋਲੀਬਾਰੀ ਕੋਣ
Firmware,ਫਰਮਵੇਅਰ
First data word,ਪਹਿਲਾ ਚਿੱਤਰ ਸ਼ਬਦ
First order loop,ਪਹਿਲਾ ਆਰਡਰ ਪਰਾਸ਼
Fisher loop test,ਫਿਸ਼ਰ ਲੂਪ ਟੈਸਟ
Fixed,ਸਥਿਰ
Fixed attenuator,ਸਥਿਰ attenuator
Fixed bias,ਸਥਿਰ ਸਥਿਤੀ
Fixed counter,ਸਥਿਰ ਕੈਲਕੁਲੇਟਰ
Fixed field,ਸਥਿਰ ਖੇਤਰ
Fixed instruction machine,ਅਸਾਈਨਮੈਂਟ ਮਸ਼ੀਨ
Fixed timer,ਨਿਸ਼ਚਿਤ ਸਮਾਂ ਕੰਟਰੋਲਰ
Flag,ਝੰਡਾ
Flange,flange
Flap attenuator,ਫਲੈਪ attenuator
Flash,ਚਮਕਦਾਰ
Flash converter,ਚਮਕ ਕਨਵਰਟਰ
Flashing,ਗਲੋ
Flat bed scanning,ਫਲੈਟ ਫਲੋਰ ਸਕੈਨਿੰਗ
Flat coil,ਫਲੈਟ ਕੋਇਲ
Flat file,ਫਲੈਟ ਫਾਇਲ
Flat filter,ਫਲੈਟ ਫਿਲਟਰ
Flat pack,ਫਲੈਟ ਪੈਕ
Flat ribbon cable,ਫਲੈਟ ਰਿਬਨ ਕੇਬਲ
Flat-topped sampling,ਫਲੈਟ ਚੋਟੀ ਦਾ ਨਮੂਨਾ
F-layer,F-ਪਰਤ
F-layer ionosphere,F-ਲੇਅਰ ਆਇਨੋਸਫੀਅਰ
Fleming,ਫਲੇਮਿੰਗ
Fleming and Clinton commutator method,ਫਲੇਮਿੰਗ ਅਤੇ ਕਲਿੰਟਨ ਡਾਇਵਰਜੈਂਸ ਵਿਧੀ
Flicker,ਉੱਡਣਾ
Flicker noise,ਵਹਿਣ ਦਾ ਸ਼ੋਰ
Flicker photometer,ਫਲਟਰ ਫੋਟੋਮੀਟਰ
Flip flop,ਫਲਿਪ ਫਲਾਪ
Flip flop asynchronous input,ਫਲਿੱਪ ਫਲਾਪ ਅਸਿੰਕਰੋਨਸ ਨਿਵੇਸ਼
Flip flop characteristic,ਫਲਿੱਪ ਫਲਾਪ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
Flip flop clock signal,ਫਲਿੱਪ ਫਲਾਪ ਕਾਲ ਸਿਗਨਲ
Flip flop clocked,ਫਲਿੱਪ ਫਲਾਪ ਟਾਈਮਲਾਈਨ
Flip flop edge-triggered,ਫਲਿੱਪ ਫਲਾਪ ਕੋਰ-ਟਰਿੱਗਰ ਕੀਤਾ ਗਿਆ
Flip flop J-K triggered,ਫਲਿੱਪ ਫਲਾਪ jK ਟ੍ਰਿਗਰ
Flip flop latch,ਫਲਿੱਪ ਫਲਾਪ ਕੁੰਡੀ
Flip flop master-slave,ਫਲਿੱਪ ਫਲਾਪ ਮਾਸਟਰ-ਸੇਵ
Flip flop R-S,ਫਲਿੱਪ ਫਲਾਪ RS
Flip flop set reset (SR),ਫਲਿੱਪ ਫਲਾਪ ਸਟਾਰਟਅੱਪ ਰੀਸਟਾਰਟ ਸੈੱਟ ਰੀਸੈਟ (SR)
Flip flop synchronous input,ਫਲਿੱਪ ਫਲਾਪ ਸਮਕਾਲੀ ਨਿਵੇਸ਼
Float charging,ਫਲੋਟੇਸ਼ਨ ਚਾਰਜ
Floating construction,ਫਲੋਟ ਗਠਨ
Floating gate,ਫਲੋਟਿੰਗ ਗੇਟ
Floating input,ਵੰਡਣਾ
Floating load,ਅਣ-ਕੁਨੈਕਟਿਡ ਲੋਡ
Floating supply,ਗੈਰ-ਸੰਬੰਧਿਤ ਸਰੋਤ
Flood lightening,ਪੂਰੀ ਰੋਸ਼ਨੀ
Floppy,ਫਲਾਪੀ
Floppy disk,ਫਲਾਪੀ ਡਿਸਕ
Flow,ਵਹਾਅ
Flow chart,ਵਹਾਅ ਚਾਰਟ
Flow diagram,ਗਰੇਡੀਐਂਟ ਚਿੱਤਰ
Flow direction,ਵਹਾਅ ਦੀ ਦਿਸ਼ਾ
Flow line,ਵਹਾਅ ਲਾਈਨ
Flow meter,ਫਲੋਮੀਟਰ
FLT-U2 filter,FLT U2 ਫਿਲਟਰ
Fluctuation dissipation theorem,ਬਹੁਵਚਨ ਡਿਕੈ ਥਿਊਰਮ
Fluid friction damping,ਤਰਲ ਰਗੜ damping
Fluid level,ਤਰਲ ਮੰਜ਼ਿਲ
Fluorescence effect tube,ਫਲੋਰੋਸੈਂਸ ਪ੍ਰਭਾਵ ਟਿਊਬ
Fluorescent,ਫਲੋਰੋਸੈਂਟ
Flutter,ਉੱਡਣਾ
Flux density,ਵਹਾਅ ਦੀ ਘਣਤਾ
Flux gate magnetometer,ਪ੍ਰਵਾਹ ਦਰਵਾਜ਼ਾ ਮੈਗਨੇਟੋਮੀਟਰ
Flux linkage,ਵਹਾਅ ਬਾਈਡਿੰਗ
Flux meter,"ਫਲਾਕਸ ਮੀਟਰ, ਫਲੈਕਸ ਮੀਟਰ"
Flux soldering,ਵਹਾਅ ਸੋਲਡਰ
Flyback,ਵਿਰੋਧੀ ਸੱਟ
Flyback high voltage,ਪ੍ਰਤੀਕਰਮ ਉੱਚ ਵੋਲਟੇਜ
Flyback transformer,ਉਲਟ ਕਰੰਟ ਟ੍ਰਾਂਸਫਾਰਮਰ
Flywheel effect,ਸੰਚਵ ਪ੍ਰਭਾਵ
FM digital detector,ਬਾਰੰਬਾਰਤਾ ਮੋਡੂਲੇਸ਼ਨ ਡਿਜੀਟਲ ਡਿਟੈਕਟਰ
FM peak detector,ਫ੍ਰੀਕੁਐਂਸੀ ਮੋਡੂਲੇਸ਼ਨ ਪੀਕ ਡਿਟੈਕਟਰ
FM phase locked loop detector,ਲਿਫਾਫੇ ਵਾਲੀ ਮੋਡੂਲੇਸ਼ਨ ਆਰਟ ਐਡਿਡ ਲੂਪ ਡਿਟੈਕਟਰ
