Tamil,Odiya
பூமி பிரகாசம்,ପୃଥିବୀ ଆଲୋକ
பூமி இணைப்பு அமைப்பு,ପୃଥିବୀ ସଂଯୋଗ ପ୍ରଣାଳୀ |
தரை அலை,ଭୂତଳ ତରଙ୍ଗ |
பூதர்,ଭୁଟାର
பூமியின் கோண வேகம்,ପୃଥିବୀର କୋଣାର୍କ ବେଗ |
பூமி வளைவு,ପୃଥିବୀ ବକ୍ରତା |
புவி காந்த வட்டம்,ଜିଓମ୍ୟାଗ୍ନେଟ୍ ବୃତ୍ତ |
பூமி விகிதம்,ପୃଥିବୀ ହାର
பூமியின் சுழற்சி அச்சு,ପୃଥିବୀର ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ |
பூகம்பத்தின் தீவிரம்,ଭୂକମ୍ପ ତୀବ୍ରତା |
கிழக்கு-மேற்கு சமச்சீரற்ற தன்மை,ପୂର୍ବ-ପଶ୍ଚିମ ଅସୀମତା |
கிழக்கு-மேற்கு செல்வாக்கு,ପୂର୍ବ-ପଶ୍ଚିମ ପ୍ରଭାବ
எளிய கட்டுப்பாடுகள்,ସରଳ ନିୟନ୍ତ୍ରଣ |
மென்மையான கசிவு பகுதி,ସୁଗମ ସ୍ପିଲ୍ କ୍ଷେତ୍ର |
கொதிக்கும் குளிரூட்டி,ଫୁଟୁଥିବା କୁଲାଣ୍ଟ |
கருங்கல்,ଇବୋନାଇଟ୍ |
கொதிநிலை,ଫୁଟିବା ବିନ୍ଦୁ |
"கொதிநிலை, எபுலியோமீட்டர்","ଫୁଟିବା ବିନ୍ଦୁ, ଇବୁଲିଓମିଟର |"
கொதிநிலை,ଫୁଟିବା ବିନ୍ଦୁ |
கொதிநிலை முறை,ଫୁଟିବା ପଏଣ୍ଟ ପଦ୍ଧତି |
கொதிநிலை,ଫୁଟିବା ବିନ୍ଦୁ |
கொதிக்கும்,ଫୁଟିବା |
ஆச்சரியக்குறி,ଚିତ୍କାର
"மையம், மையவிலக்கு","କେନ୍ଦ୍ର, ସେଣ୍ଟ୍ରିପେଟାଲ୍ |"
மைய வட்டம்,କେନ୍ଦ୍ର ବୃତ୍ତ
மையப்புள்ளி இருமுனை,ଭୂକମ୍ପ କେନ୍ଦ୍ର
மையவிலக்கு தூரம்,ସେଣ୍ଟ୍ରିପେଟାଲ୍ ଦୂରତା |
மைய சுற்றுப்பாதை,କେନ୍ଦ୍ର କକ୍ଷପଥ |
மையப்புள்ளி,କେନ୍ଦ୍ର ବିନ୍ଦୁ
மையவிலக்கு சுழற்சி வேகம்,ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ଘୂର୍ଣ୍ଣନ ଗତି |
மையவிலக்கு சமிக்ஞை,ସେଣ୍ଟ୍ରିପେଟାଲ୍ ସଙ୍କେତ |
"மத்திய நிலையம், மத்திய நிலையம்","କେନ୍ଦ୍ରୀୟ ଷ୍ଟେସନ୍, କେନ୍ଦ୍ରୀୟ ଷ୍ଟେସନ୍ |"
விசித்திரத்தன்மை,ବିଚିତ୍ରତା |
எக்கிள்ஸ்-ஜோர்டான் சுற்று,ଏକ୍ଲେସ୍-ଜୋର୍ଡାନ୍ ସର୍କିଟ୍ |
எக்கிள்ஸ்-ஜோர்டான் மல்டிவைபிரேட்டர்,ଏକ୍ଲେସ୍-ଜୋର୍ଡାନ୍ ମଲ୍ଟିଭାଇବ୍ରେଟର |
அச்செல் கிராட்டிங்,achel grotting
"ஆஷ்லெட் கிரேட்டிங் எச்செலன், ஆஷெலன்","ଆଶଲେଟ୍ ଗ୍ରେଟିଂ ଇଚେଲନ୍, ଆଶେଲାନ୍ |"
ஆஷ்லான் ஆண்டெனா,ଆଶଲାନ୍ ଆଣ୍ଟେନା |
படி எதிரொலி,ଷ୍ଟେପ୍ ଇକୋ
"எச்செலான் விளைவு, எச்செலான் விளைவு","ଇଚେଲନ୍ ପ୍ରଭାବ, ଇଚେଲନ୍ ପ୍ରଭାବ |"
"எச்சிலான் கிரேட்டிங், எச்சிலான் கிரேட்டிங்","ଇଚେଲନ୍ ଗ୍ରେଟିଂ, ଇଚେଲନ୍ ଗ୍ରେଟିଂ |"
ஆஷ்லன் லென்ஸ் ஆண்டெனா,ଆଶଲାନ୍ ଲେନ୍ସ ଆଣ୍ଟେନା |
படிநிலை தொகுப்பு,"ଇଚେଲନ୍ ମୋଣ୍ଟେଜ୍, ଅଶୋଲାନ୍ ମୋଣ୍ଟେଜ୍ |"
எதிரொலி,ଇକୋ
எதிரொலி பெட்டி,ଇକୋ ବାକ୍ସ
எதிரொலி பெட்டி இயக்கி,ଇକୋ ବକ୍ସ ଆକ୍ଟୁଏଟର୍ |
எதிரொலி நடுநிலைப்படுத்தல்,ଇକୋ ନିରପେକ୍ଷତା |
"அதிர்வு தீவிர அளவீடு, அதிர்வு ஆழம் அளவீடு","ରେଜୋନାଣ୍ଟ ଗମ୍ଭୀରତା ମାପ, ରେଜୋନାଣ୍ଟ ଗଭୀରତା ମାପ |"
ஒத்ததிர்வு சுட்டெண்,ରେଜୋନାଣ୍ଟ ଇଣ୍ଡେକ୍ସ |
அதிர்வு நிலை,ରେଜୋନାନ୍ସ ସ୍ତର |
எதிரொலி உறுதி,ଇକୋ ନିଷ୍ଠା
அதிர்வு பொருத்தம்,ରେଜୋନାନ୍ସ ମେଳ |
அதிர்வு வீச்சு,ରେଜୋନାଣ୍ଟ ପରିସର |
அதிர்வு சவ்வூடுபரவல்,ରେଜୋନାନ୍ସ ଓସ୍ମୋସିସ୍ |
ஒத்ததிர்வு ஈர்ப்பு அளவுகோல்,ରେଜୋନାଣ୍ଟ ମାଧ୍ୟାକର୍ଷଣ ଗେଜ୍ |
"அதிர்வு தீவிர அளவீடு, அதிர்வு ஆழம் அளவீடு","ରେଜୋନାଣ୍ଟ ଗମ୍ଭୀରତା ମାପ, ରେଜୋନାଣ୍ଟ ଗଭୀରତା ମାପ |"
ஒத்ததிர்வு அளவிடும் கருவி,ରେଜୋନାଣ୍ଟ ମାପ ଯନ୍ତ୍ର |
ஒத்ததிர்வு அளவீட்டு முறை,ରେଜୋନାଣ୍ଟ ମାପ ପ୍ରଣାଳୀ |
ஒத்ததிர்வு அளவீட்டு பதிவு,ରେଜୋନାଣ୍ଟ ମାପ ରେକର୍ଡ |
எதிரொலி,ଇକୋଗ୍ରାଫ୍ |
எதிரொலியாளர்,ଇକୋଗ୍ରାଫର୍ |
எதிரொலிமானி,ଇକୋମିଟର
அனுமானம்,ଅନୁମାନ
இரகசிய கட்டம்,ଗୁପ୍ତ ପର୍ଯ୍ୟାୟ |
ஏற்றுக்கொள்ளும் ஜோடி நட்சத்திரம்,ଗ୍ରହଣକାରୀ ଯୋଡି ତାରକା |
"கிரகணம், புரட்சி வட்டம்","ଚନ୍ଦ୍ରଗ୍ରହଣ, ବିପ୍ଳବର ବୃତ୍ତ |"
புரட்சி வட்ட ஒருங்கிணைப்புகள்,ବିପ୍ଳବ ସର୍କୁଲାର ସଂଯୋଜନା |
கிரகண வரம்பு,ଚନ୍ଦ୍ରଗ୍ରହଣ ସୀମା |
கிரக ஏவுதல்,ଗ୍ରହ ଲଞ୍ଚର୍ |
சிக்கனம்,ତିରିଶ
வளர்சிதை மாற்ற மாறிலி,ମେଟାବୋଲିକ୍ ସ୍ଥିର |
உதவியற்ற சுவாச பாதை,ଅସହାୟ ଶ୍ୱାସକ୍ରିୟା
நீர்ச்சுழி,ଘୂର୍ଣ୍ଣିବାତ୍ୟା
நீர்ச்சுழி அறை,ଘୂର୍ଣ୍ଣିବାତ୍ୟା ଚାମ୍ବର |
வேர்ல்பூல் குணகம்,ଘୂର୍ଣ୍ଣିବାତ୍ୟା
நீர்ச்சுழி,ଘୂର୍ଣ୍ଣିବାତ୍ୟା
சுழல் பரவல்,ଘୂର୍ଣ୍ଣିବାତ୍ୟା ବିସ୍ତାର |
சுழல் பரவல்,ଭର୍ଟେକ୍ସ ବିସ୍ତାର |
"வேர்ல்பூல் ஃப்ளக்ஸ், வேர்ல்பூல் ஃப்ளக்ஸ்","ଘୂର୍ଣ୍ଣିବାତ୍ୟା ଫ୍ଲକ୍ସ, ଘୂର୍ଣ୍ଣିବାତ୍ୟା ଫ୍ଲକ୍ସ |"
சுழல்-வெப்ப கடத்துத்திறன்,ଘୂର୍ଣ୍ଣିବାତ୍ୟା-ଉତ୍ତାପ-କଣ୍ଡକ୍ଟିଭିଟି |
சுழல் இழப்பு,ଘୂର୍ଣ୍ଣିବାତ୍ୟା
சுழல் வேகம்,ଘୂର୍ଣ୍ଣିବାତ୍ୟା ଗତି
சுழல்-சாதாரண-அழுத்தம்,ଭର୍ଟେକ୍ସ-ସାଧାରଣ-ଚାପ |
சுழல் அழுத்தம்,ଘୂର୍ଣ୍ଣିବାତ୍ୟା ଚାପ |
சுழல் வேகம்,ଭର୍ଟେକ୍ସ ବେଗ |
குரல் வேகம்,ପିଚ୍ ବେଗ
"சுழல் பாகுத்தன்மை, சுழல் விரிவாக்கம்","ଭର୍ଟେକ୍ସ ସାନ୍ଦ୍ରତା, ଭର୍ଟେକ୍ସ ବିସ୍ତାର |"
சுழல் வெட்டு அழுத்தம்,ଭର୍ଟେକ୍ସ ଶିଅର ଚାପ |
முக்கிய ஒலியியல் கோட்பாடு,ମୂଳ ଆକାଶବାଣୀ ତତ୍ତ୍। |
முக்கிய கட்டுப்பாடுகள்,ମୂଳ ପ୍ରତିବନ୍ଧକ |
முக்கிய மனச்சோர்வு,ମୂଳ ଉଦାସୀନତା |
விளிம்பு தவறு,ଧାର ଦୋଷ |
கண்ணீர் இடப்பெயர்ச்சி,ଲୁହ ବିସ୍ଥାପନ |
முக்கிய விளைவு,ମୂଳ-ପ୍ରଭାବ
முக்கிய வெளிச்சம்,ମୂଳ ଆଲୋକୀକରଣ |
முக்கிய இடுப்பு நரம்பு,ମୂଳ କମ୍ୱର ଶିରା |
நெட்வொர்க்கின் மையக்கரு,ନେଟୱାର୍କର ମୂଳ
மைய தொனி மைய தொனி,ମୂଳ ସ୍ୱର ମୂଳ ସ୍ୱର
விளிம்பு கோடு,ଧାର ରେଖା
ரேட்டட் தாள்,ସରେଟେଡ୍ ସିଟ୍ |
"மைய அரைக்கும் இயந்திரம், மைய அரைக்கும் இயந்திரம்","କୋର ଗ୍ରାଇଣ୍ଡିଂ ମେସିନ୍, କୋର୍ ଗ୍ରାଇଣ୍ଡିଂ ମେସିନ୍ |"
எடிசன் திரட்டி,ଏଡିସନ ଜମାକାରୀ
எடிசன் பேட்டரி,ଏଡିସନ ବ୍ୟାଟେରୀ |
எடிசன் செல்,ଏଡିସନ୍ ସେଲ୍ |
எடிசன் திரட்டி பேட்டரி,ଏଡିସନ ଜମାକାରୀ ବ୍ୟାଟେରୀ |
தொகு,ସମ୍ପାଦନ କରନ୍ତୁ |
திருத்துதல்,ସମ୍ପାଦନା
திருத்த விசை,କି ସଂପାଦନ କରନ୍ତୁ |
செல்வாக்கு மண்டலம்,ପ୍ରଭାବ କ୍ଷେତ୍ର
செல்வாக்கு,ପ୍ରଭାବ
பயனுள்ள ப்ரொஜெக்டர்,ପ୍ରଭାବଶାଳୀ ପ୍ରୋଜେକ୍ଟର୍ |
"பயனுள்ள, நிர்வாக","ପ୍ରଭାବଶାଳୀ, କାର୍ଯ୍ୟନିର୍ବାହୀ |"
பயனுள்ள கேட்கும் மையம்,ପ୍ରଭାବଶାଳୀ ଶ୍ରବଣ କେନ୍ଦ୍ର |
"அர்த்தமுள்ள முகவரி, பயனுள்ள முகவரி","ଅର୍ଥପୂର୍ଣ୍ଣ ଠିକଣା, ପ୍ରଭାବଶାଳୀ ଠିକଣା |"
பயனுள்ள கோண வேகம்,ପ୍ରଭାବଶାଳୀ କୋଣାର୍କ ବେଗ |
பயனுள்ள ஆண்டெனா நீளம்,ପ୍ରଭାବଶାଳୀ ଆଣ୍ଟେନା ଲମ୍ବ |
பயனுள்ள அணு எண்,ପ୍ରଭାବଶାଳୀ ପରମାଣୁ ସଂଖ୍ୟା |
பயனுள்ள சராசரி வேகம்,ପ୍ରଭାବଶାଳୀ ଅର୍ଥ ବେଗ |
இசைக்குழுவின் பயனுள்ள அகலம்,ବ୍ୟାଣ୍ଡର ପ୍ରଭାବଶାଳୀ ଓସାର |
பயனுள்ள வெகுஜன சக்தி கூறு,ପ୍ରଭାବଶାଳୀ ଜନ ଶକ୍ତି ଉପାଦାନ |
பயனுள்ள வரம்பு,ପ୍ରଭାବଶାଳୀ ସୀମା
பயனுள்ள செறிவு,ପ୍ରଭାବଶାଳୀ ଏକାଗ୍ରତା |
பயனுள்ள பகுதி,ପ୍ରଭାବଶାଳୀ କ୍ଷେତ୍ର |
பயனுள்ள பரிமாற்றம்,ପ୍ରଭାବଶାଳୀ ବିନିମୟ |
பயனுள்ள அடர்த்தி,ପ୍ରଭାବଶାଳୀ ଘନତା |
பயனுள்ள விட்டம்,ପ୍ରଭାବଶାଳୀ ବ୍ୟାସ
பயனுள்ள எலக்ட்ரான் மதிப்பெண்,ପ୍ରଭାବଶାଳୀ ଇଲେକ୍ଟ୍ରନ୍ ସ୍କୋର |
பயனுள்ள பிழை,ପ୍ରଭାବଶାଳୀ ତ୍ରୁଟି |
பயனுள்ள வெளியேற்ற வேகம்,ପ୍ରଭାବଶାଳୀ ନିର୍ଗତ ବେଗ |
"எஃபெக்டிவ் ஃப்ளக்ஸ், எஃபெக்டிவ் ஃப்ளக்ஸ்","ପ୍ରଭାବଶାଳୀ ଫ୍ଲକ୍ସ, ପ୍ରଭାବଶାଳୀ ଫ୍ଲକ୍ସ |"
பயனுள்ள சக்தி,ପ୍ରଭାବଶାଳୀ ଶକ୍ତି |
பயனுள்ள இடைவெளி கொள்ளளவு,ପ୍ରଭାବଶାଳୀ ଫାଙ୍କା କ୍ଷମତା |
பயனுள்ள நிகழ்வு,ପ୍ରଭାବଶାଳୀ ଘଟଣା
பயனுள்ள முதலீட்டு ஊடுருவல்,ପ୍ରଭାବଶାଳୀ ବିନିଯୋଗ ଅନୁପ୍ରବେଶ |
பயனுள்ள உள்ளீடு மின்மறுப்பு,ପ୍ରଭାବଶାଳୀ ଇନପୁଟ୍ ପ୍ରତିରୋଧ |
பயனுள்ள முதலீட்டு வைத்திருப்பது,ପ୍ରଭାବଶାଳୀ ପୁଞ୍ଜି ବିନିଯୋଗ |
ஈர்க்கக்கூடிய ஒலிபெருக்கி,ପ୍ରଭାବଶାଳୀ ଲାଉଡ ସ୍ପିକର |
பயனுள்ள காந்த எண்,ପ୍ରଭାବଶାଳୀ ଚୁମ୍ବକୀୟ ସଂଖ୍ୟା |
பயனுள்ள நிறை,ପ୍ରଭାବଶାଳୀ ଜନତା |
பயனுள்ள microlambert,ପ୍ରଭାବଶାଳୀ ମାଇକ୍ରୋଲାମ୍ବର୍ଟ |
பயனுள்ள குணகம்,ପ୍ରଭାବଶାଳୀ ଗୁଣବତ୍ତା
பயனுள்ள அணுசக்தி கட்டணம் பயனுள்ள அணுசக்தி கட்டணம்,ପ୍ରଭାବଶାଳୀ ଆଣବିକ ଚାର୍ଜ ପ୍ରଭାବଶାଳୀ ଆଣବିକ ଚାର୍ଜ |
பயனுள்ள போரோசிட்டி,ପ୍ରଭାବଶାଳୀ ପୋରୋସିଟି |
பயனுள்ள கதிர்வீச்சு சக்தி,ପ୍ରଭାବଶାଳୀ ବିକିରଣ ଶକ୍ତି |
பயனுள்ள ஆரம்,ପ୍ରଭାବଶାଳୀ ବ୍ୟାସାର୍ଦ୍ଧ |
பயனுள்ள வளாகம்,ପ୍ରଭାବଶାଳୀ ପରିସର
பயனுள்ள சிக்கலான கோட்பாடு,ପ୍ରଭାବଶାଳୀ ଜଟିଳ ତତ୍ତ୍। |
பரவலான பக்கம்,ଖରାପ ପୃଷ୍ଠା |
பயனுள்ள வெப்பமாக்கல்,ପ୍ରଭାବଶାଳୀ ଗରମ
பயனுள்ள வெப்ப வரம்பு,ପ୍ରଭାବଶାଳୀ ଗରମ ପରିସର |
"பயனுள்ள மின்னழுத்தம், வேலை செய்யும் மின்னழுத்தம்","ପ୍ରଭାବଶାଳୀ ଭୋଲଟେଜ୍, ୱାର୍କିଂ ଭୋଲଟେଜ୍ |"
பயனுள்ள தொகுதி,ପ୍ରଭାବଶାଳୀ ଭଲ୍ୟୁମ୍
பயனுள்ள அலைநீளம்,ପ୍ରଭାବଶାଳୀ ତରଙ୍ଗଦ eng ର୍ଘ୍ୟ |
பயனுள்ள அகலம்,ପ୍ରଭାବଶାଳୀ ମୋଟେଇ |
பாதிக்கப்பட்டது,ପ୍ରଭାବିତ |
திறன்,ଦକ୍ଷତା
செயல்திறன் குறியீடு,ଦକ୍ଷତା ସୂଚକାଙ୍କ
செயல்திறன் குறியீடு,ଦକ୍ଷତା ସୂଚକାଙ୍କ
துருவமுனைப்பு திறன்,ପୋଲାରାଇଜେସନ୍ ଦକ୍ଷତା |
உந்து திறன்,ପ୍ରବୃତ୍ତି ଦକ୍ଷତା |
"கழிவுநீர் ஓடை, கழிவுநீர்","ପ୍ରବାହିତ ପ୍ରବାହ, ପ୍ରବାହିତ"
"வெளியேற்றம், வெளியேற்றம்","ଆଉଟଫ୍ଲୋ, ଆଉଟଫ୍ଲୋ"
ஆயாஸ்,ଆୟାସ୍
"அயாஸ்-பக்கம், அயாஸ்-புல்","ଆୟାସ୍-ସାଇଡ୍, ଆୟାସ୍-ବୁଲ୍ |"
கழிவுநீர்,ପ୍ରବାହିତ
வெளியேற்ற அளவீடு,ଡିସଚାର୍ଜ ଗେଜ୍
வெளியேற்றம்,ମୁକ୍ତି
egades,egades
புல அயனி உமிழ்ப்பான் நுண்ணோக்கி,ଫିଲ୍ଡ ଆୟନ ନିର୍ଗତ ମାଇକ୍ରୋସ୍କୋପ୍ |
பண்பு உறுப்பு,ଚରିତ୍ରଗତ ଉପାଦାନ |
"பண்பு அதிர்வெண், ஈஜென் அதிர்வெண்","ଚରିତ୍ରିକ ଫ୍ରିକ୍ୱେନ୍ସି, ଇଜେନ ଫ୍ରିକ୍ୱେନ୍ସି |"
பண்பு செயல்பாடு,ଚରିତ୍ରଗତ କାର୍ଯ୍ୟ
சிறப்பியல்பு அலைவுகள்,ଚରିତ୍ରଗତ ଦୋହରିବା |
"ஈஜென் நிலை, பண்பு நிலை","ଇଜେନ୍ ଷ୍ଟେଜ୍, ଚରିତ୍ରଗତ ପର୍ଯ୍ୟାୟ |"
சிறப்பியல்பு காலம்,ବ period ଶିଷ୍ଟ୍ୟ ଅବଧି
"ஈஜென் மதிப்பு, பண்பு மதிப்பு","ଇଜେନ୍ ମୂଲ୍ୟ, ଚରିତ୍ରିକ ମୂଲ୍ୟ |"
பண்பு மதிப்பு சமன்பாடு,ବ value ଶିଷ୍ଟ୍ୟ ମୂଲ୍ୟ ସମୀକରଣ
பண்பு மதிப்பு நிறமாலை,ଚରିତ୍ରିକ ମୂଲ୍ୟ ସ୍ପେକ୍ଟ୍ରମ୍ |
"ஈஜென் திசையன், பண்பு திசையன்","ଇଜେନ ଭେକ୍ଟର, ଚରିତ୍ର ଭେକ୍ଟର |"
சிறப்பியல்பு திசையன் சமன்பாடு,ଚରିତ୍ର ଭେକ୍ଟର ସମୀକରଣ |
"ஈஜென் நடுக்கம், பண்பு நடுக்கம்","ଇଜେନ କମ୍ପନ, ଚରିତ୍ରିକ କମ୍ପନ |"
ஆக்டேவ் தூண்டுதல் குறியீடு,ଅଷ୍ଟାଭ ଇମ୍ପୁଲସିଭ୍ କୋଡ୍ |
octalency கேமரா,ଅଷ୍ଟାଲେନ୍ସି କ୍ୟାମେରା |
எண்கோணம்,ଅଷ୍ଟାଙ୍ଗ
சின்னச் சமன்பாடு,ଆଇକନ୍ ସମୀକରଣ |
ஐன்ஸ்டீன் குணகம்,ଆଇନଷ୍ଟାଇନ କୋଏଫିସିଣ୍ଟେଣ୍ଟ |
ஐன்ஸ்டீன் விளைவு,ଆଇନଷ୍ଟାଇନ ପ୍ରଭାବ
ஐன்ஸ்டீன் ஒளிமின் சமன்பாடு,ଆଇନଷ୍ଟାଇନ ଫଟୋ ଇଲେକ୍ଟ୍ରିକ୍ ସମୀକରଣ |
யூஸ்டினி இடப்பெயர்ச்சி,ଇଷ୍ଟିନି ବିସ୍ଥାପନ |
ஐன்ஸ்டீன் ஸ்மோலுச்சோவ்ஸ்கி சமன்பாடு,ଆଇନଷ୍ଟାଇନ ସ୍ମୋଲୁଚୋସ୍କି ସମୀକରଣ |
ஐன்ஸ்டீன்-மக்கள் தொகை,ଆଇନଷ୍ଟାଇନ-ଜନସଂଖ୍ୟା |
ஐன்ஸ்டீன் வெப்பநிலை,ଆଇନଷ୍ଟାଇନ ତାପମାତ୍ରା |
"ஐன்ஸ்டீன்-வசனம், ஐன்ஸ்டீன்-டென்சர்","ଆଇନଷ୍ଟାଇନ-ପଦ, ଆଇନଷ୍ଟାଇନ-ଟେନସର୍ |"
ஐன்ஸ்டீன்-போஸ் விநியோக சட்டம்,ଆଇନଷ୍ଟାଇନ-ବୋଷ ବଣ୍ଟନ ନିୟମ |
ஐன்ஸ்டீன்-டி-ஹாஸ் விளைவு,ଆଇନଷ୍ଟାଇନ-ଡି-ହାସ୍ ପ୍ରଭାବ |
ஐன்ஸ்டீன்-ஸ்டோக்ஸ் ஆட்சி,ଆଇନଷ୍ଟାଇନ-ଷ୍ଟୋକ୍ସ ନିୟମ |
ஐன்ஸ்டீன் புல சமன்பாடு,ଆଇନଷ୍ଟାଇନ କ୍ଷେତ୍ର ସମୀକରଣ |
ஐன்ஸ்டீன் ஒருமைப்பாடு அளவுகோல்,ଆଇନଷ୍ଟାଇନ ଅଖଣ୍ଡତା ମାନଦଣ୍ଡ |
"ஐன்ஸ்டீன் ஒளி வேதியியல் சமநிலை சட்டம், ஐன்ஸ்டீன் ஒளி வேதியியல் சமநிலை சட்டம்","ଆଇନଷ୍ଟାଇନ ଫଟୋଗୋକେମିକାଲ୍ ସମାନତା ଆଇନ, ଆଇନଷ୍ଟାଇନ ଫଟୋଗୋକେମିକାଲ୍ ସମାନତା ନିୟମ |"
ஐன்ஸ்டீன் வெகுஜன-ஆற்றல் உறவு,ଆଇନଷ୍ଟାଇନ ଜନ-ଶକ୍ତି ସମ୍ପର୍କ |
ஐன்ஸ்டீனின் தேற்றம்,ଆଇନଷ୍ଟାଇନଙ୍କ ତତ୍ତ୍। |
ஐன்ஸ்டீனியம்,ଆଇନଷ୍ଟେନିୟମ୍ |
"வெளியேற்றம், வெளியேற்றம்","ବହିଷ୍କାର, ବହିଷ୍କାର"
நீட்சி,ପ୍ରତିବାଦ
வெளியேற்றி,ejector
அனுமதி தகடு,କ୍ଲିୟରାନ୍ସ ପ୍ଲେକ୍ |
ஆச்சரியக்குறி திரும்பப் பெறுதல் முள்,ବିସ୍ମୟ ପ୍ରତ୍ୟାହାର ପିନ୍ |
ஆச்சரியக்குறி தண்டனை,ବିସ୍ମୟ ଦଣ୍ଡ
மின்சாரம்,ଇଲେକ୍ଟ୍ରେଟ୍ |
தலைகீழ் கொள்ளளவு,ଓଲଟା କ୍ୟାପିଟାନ୍ସ |
மீள்,ଇଲାଷ୍ଟିକ୍ |
"மீள் பதில் விளைவு, மீள் பின்பகுதி","ଇଲାଷ୍ଟିକ୍ ପ୍ରତିକ୍ରିୟା ପ୍ରଭାବ, ଇଲାଷ୍ଟିକ୍ ପରବର୍ତ୍ତୀ |"
மீள் மற்றும் நெகிழ்வான பிரதிபலிப்பு,ଇଲାଷ୍ଟିକ୍ ଏବଂ ନମନୀୟ ପ୍ରତିଫଳନ |
மீள் கோண உந்தம்,ଇଲାଷ୍ଟିକ୍ କୋଣାର୍କ ଗତି |
மீள் தடை,ଇଲଷ୍ଟିକ୍ ପ୍ରତିବନ୍ଧକ |
மீள் நடத்தை,ଇଲଷ୍ଟିକ୍ ଆଚରଣ |
மீள் உடையக்கூடிய பொருள்,ଇଲଷ୍ଟିକ୍ ଭଗ୍ନ ପଦାର୍ଥ |
மீள் சுருக்கம்,ଇଲଷ୍ଟିକ୍ ସଂକୋଚନ |
மீள் மையம்,ଇଲାଷ୍ଟିକ୍ କେନ୍ଦ୍ର |
மீள் தன்மை,ଇଲଷ୍ଟିକ୍ ଚରିତ୍ର |
"மீள் மோதல், மீள் மோதல்","ଇଲାଷ୍ଟିକ୍ ଧକ୍କା, ଇଲାଷ୍ଟିକ୍ ଧକ୍କା |"
மீள் வாழ்வாதாரம்,ଇଲଷ୍ଟିକ୍ ସହାୟକତା |
"மீள் அதிர்வெண் மாறிலி, மீள் மாறிலி","ଇଲାଷ୍ଟିକ୍ ଫ୍ରିକ୍ୱେନ୍ସି ସ୍ଥିର, ଇଲାଷ୍ଟିକ୍ ସ୍ଥିର |"
துணை சரம்,ସବଷ୍ଟ୍ରିଙ୍ଗ୍ |
மீள் இடம்,ଇଲାଷ୍ଟିକ୍ ସ୍ପେସ୍ |
மீள் தொடர்ச்சி,ଇଲାଷ୍ଟିକ୍ କ୍ରମାଗତ |
மீள் இணைப்பு,ଇଲଷ୍ଟିକ୍ ଯୋଡି |
மீள் வரம்பு,ଇଲାଷ୍ଟିକ୍ ପରିସର |
"மீள் வளைவு, மீள் வளைவு","ଇଲାଷ୍ଟିକ୍ ବକ୍ର, ଇଲାଷ୍ଟିକ୍ ବକ୍ର |"
மீள் சிதைவு,ଇଲଷ୍ଟିକ୍ ବିକୃତି |
மீள் தொடர்ச்சியின்மை,ଇଲଷ୍ଟିକ୍ ବିଚ୍ଛିନ୍ନତା |
மீள் குறைபாடு,ଇଲଷ୍ଟିକ୍ ତ୍ରୁଟି |
மீள் ஆற்றல்,ଇଲାଷ୍ଟିକ୍ ଶକ୍ତି |
மீள் சமநிலை,ଇଲଷ୍ଟିକ୍ ସନ୍ତୁଳନ |
மீள் நிதி,ଇଲେଷ୍ଟିକ୍ ଫାଇନାନ୍ସ |
"மீள் படம், மீள் படம்","ଇଲଷ୍ଟିକ୍ ଚଳଚ୍ଚିତ୍ର, ଇଲଷ୍ଟିକ୍ ଫିଲ୍ମ |"
மீள் ஓட்டம்,ଇଲାଷ୍ଟିକ୍ ପ୍ରବାହ |
மீள் திரவம்,ଇଲଷ୍ଟିକ୍ ତରଳ |
மீள் சக்தி,ଇଲାଷ୍ଟିକ୍ ଫୋର୍ସ |
மீள் இலவச ஆற்றல்,ଇଲାଷ୍ଟିକ୍ ମୁକ୍ତ ଶକ୍ତି |
எலாஸ்டிக் ஹிஸ்டெரிசிஸ் கான்ஸ்டன்ட்,ଇଲେଷ୍ଟିକ୍ ହାଇଷ୍ଟେରେସିସ୍ କନଷ୍ଟାଣ୍ଟ |
"புரோஸ்டெடிக் ஹிஸ்டெரிசிஸ், மீள் சிபிலிஸ்","ପ୍ରୋଥେଟିକ୍ ହିଷ୍ଟେରାଇସିସ୍, ଇଲାଷ୍ଟିକ୍ ସିଫିଲିସ୍ |"
மீள் உறுதியற்ற தன்மை,ଇଲଷ୍ଟିକ୍ ଅସ୍ଥିରତା |
மீள் நிலை,ଇଲାଷ୍ଟିକ୍ ସ୍ତର |
மீள் வரம்பு,ଇଲାଷ୍ଟିକ୍ ସୀମା |
மீள் வரி,ନମନୀୟତାର ରେଖା |
மீள் நடுத்தர,ଇଲଷ୍ଟିକ୍ ମାଧ୍ୟମ |
நெகிழ்ச்சியின் மாடுலஸ்,ଇଲାସ୍ଟିସିଟିର ମଡ୍ୟୁଲସ୍ |
நெகிழ்ச்சியின் மாடுலஸ்,ଇଲାସ୍ଟିସିଟିର ମଡ୍ୟୁଲସ୍ |
மீள் அலைவுகள்,ଇଲାଷ୍ଟିକ୍ ଦୋହରିବା |
மீள் நிறை,ଇଲଷ୍ଟିକ୍ ମାସ |
