Bengali,Hindi
ডিজিটাল ইমেজ,अंकीय चित्र
"1. ডিজিটাল স্বাক্ষর, 2. ডিজিটাল স্বাক্ষর","1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक"
ডিজিটাল সুইচ,अंकीय स्विच
ডিজিটাল এনালগ রূপান্তরকারী,अंकीय अनुरूप रूपांतरक
ডিজিটাইজেশন,अंकरूपण
ডিজিটাইজেশন,अंकीकरण
ডিজিটাইজার,अंकरूपक
ডায়োড,डायोड
প্রথম দৃষ্টিতে,प्रत्यक्ष
সরাসরি ঠিকানা,प्रत्यक्ष पता
সরাসরি রূপান্তর,प्रत्यक्ष रुपांतरण
সরাসরি সংযোগ,प्रत्यक्ष युग्मन
"1. সরাসরি মেমরি অ্যাক্সেস, 2. সরাসরি মেমরি অ্যাক্সেস (DMA)","1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)"
সরাসরি মেমরি অ্যাক্সেস (DMA),प्रत्यक्ष स्मृति अभिगम (डी एम ए)
সরাসরি পদ্ধতি,प्रत्यक्ष विधि
দিকনির্দেশ,निदेश
ডিরেক্টরি,निर्देशिका
"1. ডিরেক্টরি সার্ভার, 2. ডিরেক্টরি সার্ভার","1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर"
ডিরেক্টরি সেবা,निर्देशिका सेवा
অক্ষম,असमर्थ
অক্ষম সংকেত,असमर्थकारी संकेत
"1. সংযোগ বিচ্ছিন্ন, 2. সংযোগ বিচ্ছিন্ন","1.असंबंधन, 2. विसंबंधन"
"1. বিচ্ছিন্ন, 2. বিযুক্ত","1.असतत, 2. विविक्त"
"1. ডিস্ক, 2. ডিস্ক","1.चक्रिका, 2. डिस्क"
"1. ডিস্ক ঠিকানা, 2. ডিস্ক ঠিকানা","1.चक्रिका पता, 2. डिस्क पता"
"1. ডিস্ক অ্যারে, 2. ডিস্ক অ্যারে","1.चक्रिका सरणी, 2. डिस्क सरणी"
"1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা","1.चक्रिका क्षमता, 2. डिस्क क्षमता"
"1. ডিস্ক ড্রাইভার, 2. ডিস্ক ড্রাইভ","1.चक्रिका चालक, 2.डिस्क ड्रािव"
ডিস্ক ফাইল,चक्रिका संचिका
"1. ডিস্ক মেমরি, 2. ডিস্ক মেমরি, 3. ডিস্ক মেমরি, 4. ডিস্ক মেমরি","1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति, 4. डिस्क मेमोरी"
ডিস্ক অপারেটিং সিস্টেম (DoS),चक्रिका परिचालन तंत्र (डी ओ एस)
ডিস্ক প্যাকেজ,चक्रिका संकुल
"1.চক্রিকা সার্ভার, 2.ডিস্ক সার্ভার","1.चक्रिका परिसेवक, 2. डिस्क सर्वर"
"1. ডিস্ক স্টোরেজ, 2. ডিস্ক স্টোরেজ","1.चक्रिका भंडारण, 2. डिस्क भंडारण"
ডিস্কেট,डिस्केट
প্রদর্শন ফাইল,प्रदर्श संचिका
প্রদর্শন চিত্র,प्रदर्श प्रतिबिंब
নিষ্পত্তি,निपटान
দূরত্ব,दूरी
দূরত্ব ফাংশন,दूरी फलन
বিকৃতি,विरूपण
বিতরণ করা,वितरित
বিতরণ করা তথ্য,वितरित आँकड़ा
বিতরণ করা সার্ভার,वितरित परिसेवक
"1.ডিস্ট্রিবিউটেড সিস্টেম, 2.ডিস্ট্রিবিউটেড সিস্টেম","1.वितरित प्रणाली, 2. वितरित तंत्र"
পরিবেশক,वितरक
নথি,प्रलेख
নথি স্বীকৃত,प्रलेख प्रत्यानयित
"1. ডকুমেন্ট উইন্ডো, 2. ডকুমেন্ট উইন্ডো","1.प्रलेख खिडक़ी, 2. प्रलेख विंडो"
ডকুমেন্টেশন,प्रलेखन
"ডোমেইন, ডোমেইন","डोमेन, प्रक्षेत्र"
ডোমেন নাম,डोमेन नाम
"1. ডট ম্যাট্রিক্স প্রিন্টার, 2. ডট ম্যাট্রিক্স প্রিন্টার","1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर"
"নীচে, নীচে","अध:, नीचे"
"1.Avallink, 2.Square","1.अवलिंक, 2.अवकड़ी"
ডাউনলোড,अधोभारण
ডাউনলোড সময়,अधोभारण काल
আকর্ষণ,कर्षण
DRAM (ডাইনামিক RAM),डीरैम (गतिक रैम)
রানঅফ,अपवाह
ড্রাইভার,चालक
পাতা,पात
ড্রপ লিস্ট বক্স,निपात सूची बॉक्स
ড্রাম ড্রাইভ,ड्रम ड्रािव
"1.ড্রাম প্রিন্টার, 2.ড্রাম প্রিন্টার","1.ड्रम मुद्रक, 2. ड्रम प्रिंटर"
"1. আইএম ইউনিট, 2. ড্রাম ইউনিট","1.इम एकक, 2. ड्रम इकाई"
"1. দ্বৈততা, 2. দ্বি","1.द्वैत, 2. द्वि"
দ্বৈত ঘনত্ব,द्वैत घनत्व
"1. নীরব ঠিকানা, 2. জাল ঠিকানা","1.मूक पता, 2. छद्म पता"
ডাম্প,सन्निक्षेप
ডুপ্লেক্স সার্কিট,दवैध परिपथ
বৈধকরণ,दवैधीकरण
কী কী,केय्प्रतिकुंजी
"1.D V D R./W, 2. ডিভিডি রিডিং, 3. লেখা","1.डी वी डी आर./डब्ल्यू, 2. डी वी डी पठन, 3.लेखन"
ডিভিডি রম,डी वी डी रॉम
গতিশীল নির্দেশ,गतिक अनुदेश
"1.ডাইনামিক মেমরি, 2.ডাইনামিক মেমরি","1.गतिक स्मृति, 2.गतिक मेमोरी"
"1. গতিবিদ্যা, 2. গতিবিদ্যা","1.गति विज्ञान, 2. गतिकी"
E B C D I C,ई बी सी डी आई सी
ই-ব্যবসা,ई व्यवसाय
প্রতিধ্বনি,प्रतिध्वनि
"1.e-commerce, 2.e-commerce","1.ई-कॉमर्स, 2.ई-वाणिज्य"
সম্পাদনা,संपादन
সম্পাদক,संपादक
শিক্ষাবিষয়ক প্রযুক্তি,शैक्षिक प्रौद्योगिकी
e e p rom,ई ई पी रॉम
"1. অর্থপূর্ণ ঠিকানা, 2. কার্যকর ঠিকানা","1.सार्थक पता, 2.प्रभावी पता"
অর্থপূর্ণ অপারেন্ড ঠিকানা,सार्थक संकार्य पता
কার্যকর পদক্ষেপ,प्रभावी क्रिया
কার্যকরী ইউআইডি,प्रभावी यू.आई.डी.
কার্যকর ট্রান্সমিশন অপারেশন,प्रभावी संचरण संकार्य
অক্টাল বাইট,अष्टबिट बािट
"ইলেকট্রনিক লার্নিং, ই-লার্নিং","इलेक्ट्रॉनिक अधिगम, ई अधिगम"
নির্বাচন অ্যালগরিদম,चुनाव एल्गोरिथम
ইলেকট্রনিক মেইল সার্ভিস (ই-মেইল),इलेक्ट्रोनिक डाकसेवा (ई. मेल)
"1.ইলেক্ট্রনিক প্রিন্টিং, 2.ইলেক্ট্রনিক প্রিন্টার","1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर"
বৈদ্যুতিক অ্যাকাউন্টিং মেশিন,विद्युत लेखा मशीन
ইলেকট্রনিক্স,इलेक्ट्रोनिकी
ইলেকট্রনিক নিষ্কাশন সিস্টেম (ECS),इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.)
ইলেকট্রনিক ডেটা এক্সচেঞ্জ (EDI),इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.)
ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ,इलेक्ट्रोनिक आंकड़ा संसाधन
ইলেকট্রনিক ব্রোশিওর,इलेक्ट्रॉनिक विवरणिक
ইলেকট্রনিক ফান্ড ট্রান্সফার মেকানিজম (EFTS),इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस)
"1.ইলেক্ট্রনিক জার্নাল, 2.ইলেক্ট্রনিক জার্নাল","1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका"
ইলেকট্রনিক প্রকাশনা,इलेक्ट्रॉनिक प्रकाशन
ইলেকট্রনিক সুইচ,इलेक्ट्रॉनिक स्विच
"উপাদান, উপাদান","तत्व, अवयव"
ই-মেইল,ई-मेल
"1. ই-মেইল ঠিকানা, 2. ইলেকট্রনিক মেইলিং ঠিকানা","1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता"
এমবেডেড সিস্টেম,अंत:स्थापित तंत्र
এমবেডিং,अंत:स्थापन
ইমিটার কাপলড লজিক (ইসিএল),उत्सर्जक युग्मित तर्क (ई.सी.एल.)
ফাঁকা স্থান,रिक्त चिति
"1. ফাঁকা চেইন, 2. ফাঁকা চেইন","1.रिक्त श्रृंखला, 2. रिक्त माला"
যান্ত্রিকীকরণ,यंत्रानुकरण
"1.ক্যাপসুলেশন, 2.ক্যাপসুলেশন","1.केप्सूलीकरण, 2. केप्सूलन"
ডিকোডার,कूटलेखक
এনকোডিং,कूटलेखन
"1. এনকোডার, 2. কোডাক","1.कूटलेखक, 2. कोडक"
লুকানো তথ্য,गूढ आंकडा
লুকানো ফাইল সিস্টেম,गूढ फािल सिस्टम
"1. এনক্রিপশন, 2. কোডিং, 3. এনকোডিং","1.गोपन, 2. कोडन, 3. कूटलेखन"
ব্লক শেষ,खंडक अंत
ফাইল-এন্ড,संचिका-अन्त
ব্যবহারকারী,प्रयोक्ता
প্রবেশ করা,प्रवेश
এন্ট্রি কী,प्रवेश कुंजी
"1. উদ্যম সারওয়ার, 2. উদ্যম সেবক","1.उद्यम सरवर, 2. उद्यम सेवक"
এন্টারপ্রাইজ সিস্টেম,उद्यम तंत्र
শক্তি,सत्ता
শক্তি সখ্যতা,सत्ता संबंधता
প্রবেশের সময়,प्रवेश काल
ইনপুট পরিবর্তনশীল,प्रविष्ट चर
গণনার যোগ্য,गणनीय
পরিবেশ,परिवेश
"1.Epoch, 2. যুগ, 3. নির্দেশের মুহূর্ত","1.ईपोच, 2. युग, 3. निर्देश क्षण"
EPRAM (ফাইনান্স প্রোগ্রামেবল রিড-ওনলি মেমরি),ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति)
epsilon constrictor,एपसिलॉन संवरक
সমানকারী,तुल्यकारक
সরঞ্জাম,उपस्कर
সমতা শ্রেণী,तुल्यता वर्ग
সমতুল্য সম্পর্ক,तुल्य संबंध
"1. বিলুপ্তি, 2. নির্মূল","1.विलोपन, 2.मिटान"
ত্রুটি সংশোধন কোড,त्रुटि संशोधन कूट
ত্রুটি সংশোধন,त्रुटि संशोधन
ত্রুটি সনাক্তকরণ,त्रुटि संसूचन
শিল্প খাত,त्रुटि प्रहस्तन
ভুল বার্তা,त्रुटि संदेश
ত্রুটি হার,त्रुटि दर
ত্রুটি পুনরুদ্ধার,त्रुटि पुनर्डद्धार
ত্রুটির নাম,त्रुटि नेमक
পালাবার প্রতীক,पलायन संप्रतीक
ইথারনেট,ईथरनेट
ঘটনা,घटना
ইভেন্ট চেইন,घटना श्रृंखला
ঘটনা নিয়ন্ত্রণ,घटना नियंत्रण
ইভেন্ট কাউন্টার,घटना गणक
ব্যতিক্রম হ্যান্ডলিং,अपवाद प्रहस्तन
বিনিময় ডিস্ক স্টোরেজ,विनिमय डिस्क भंडारण
বর্জন,अपवर्जन
একচেটিয়া এবং (x বা),अनन्य और (एक्स ऑर)
এক্সিকিউটেবল প্রোগ্রাম,निष्पाद्य क्रमादेश
মৃত্যুদন্ড বিবৃতি,निष्पादन कथन
নির্বাচনী অনুসন্ধান,चयनिक खोज
বিদ্যমান,विदयमान
সমস্যা,निर्गम
দক্ষ পদ্ধতি,विशेषज्ञ तंत्र
"1. অভিব্যক্তি, 2. অভিব্যক্তি","1. अभिव्यक्ति, 2. व्यंजक"
বর্ধিত গ্রাফিক্যাল ম্যাট্রিক্স (x g a),विस्तारित आलेखीय आव्यूह (एक्स जी ए)
বর্ধিত শিল্প মান (EIS),विस्तारित औदयोगिक मानक (इ.आई.एस.)
ওভারলোড মেশিন,अतिदेशित मशीन
বর্ধিত মেমরি,विस्तारित स्मृति
"1. বর্ধিত নির্ভুলতা, 2. বর্ধিত নির্ভুলতা","1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता"
"1. বর্ধিত বাছাই, 2. বর্ধিত বিচ্ছেদ","1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण"
ডাক,वाह्य आह्वान
বাহ্যিক ত্রুটি,वाह्य त्रुटि
বাইরের ফাংশন,वाह्य फलन
বাহ্যিক বাধা,वाह्य अंतरायन
"1. বাহ্যিক মেমরি, 2. বহিরাগত মেমরি","1.वाह्य स्मृति, 2. वाह्य मेमोरी"
বাহ্যিক স্মৃতি,वाह्य स्मृति
বাহ্যিক মডেম,वाह्य मॉडेम
বাহ্যিক রেফারেন্স,वाह्य संदर्भ
বাহ্যিক অনুসন্ধান,वाह्य खोज
বাহ্যিক স্টোরেজ ডিভাইস,वाह्य भंडारण युक्ति
নিষ্কাশন,निष्कर्षण
এক্সট্রাপোলেশন,बहिर्वेशन
প্যানেল অক্ষর প্রিন্টার,फलक संप्रतीक मुद्रक
ব্যর্থ-নিরাপত্তা অপারেশন,विफल-सुरक्षा संक्रिया
ব্যর্থতার হার,विफलता दर
ব্যর্থতা স্রাব,विफलता मुक्ति
মিথ্যা কোড,मिथ्या कूट
মিথ্যা ত্রুটি,मिथ्या त्रुटि
"1.বিনিয়োগ, 2.বিনিয়োগ পয়েন্ট","1.निवेशाँक, 2. निवेश-अंक"
"1. ইস্যু, 2. ইস্যু নম্বর","1.निर्गताँक, 2. निर्गत-अंक"
"1. প্রতিলিপি I/O ডিভাইস, 2. প্রতিরূপ ইনপুট ডিভাইস/আউটপুট","1.प्रतिकृति आई/ ओ युक्ति, 2. प्रतिकृति निवेश युक्ति/निर्गम"
দ্রুত ফোরিয়ার স্থানান্তর,द्रुत फौरिएर अन्तरण
মারাত্মক ত্রুটি,घातक त्रुटि
ত্রুটি সনাক্তকরণ,दोष संसूचन
ত্রুটি নির্ণয়,दोष निदान
দোষ সহনশীলতা,दोष सहिष्णुता
ফ্যাক্স,फैक्स
ফ্যাক্স বার্তা,फैक्स संदेश
f dc,एफ डी सी
লক্ষণ সনাক্তকরণ,लक्षण संसूचन
ভরাট চাকা,भरण चक्र
পুনঃবিনিয়োগ,पुनर्निवेश
"1. সরবরাহকারী, 2. পুষ্টি, 3. ফিডার","1.प्रदायक, 2.पोषक, 3.फीडर"
anan,आनयन
ফিবোনাচি আবিষ্কার,फिबोनेकी खोज
ফিবোনাচি ক্রম,फिबोनेकी अनुक्रम
ফিবোনাচি সিরিজ,फिबोनेकी श्रेणी
ফাইবার অপটিক্স,तंतु प्रकाशिकी
ফিডো ফাঁদ,फिडो जाल
অঞ্চল,क्षेत्र
পঞ্চম প্রজন্মের কম্পিউটার,पंचम पीढ़ी कम्प्यूटर
"1. ফাইল, 2। ফাইল","1.संचिका, 2. फािल"
ফাইল অ্যাক্সেস পদ্ধতি,संचिका अभिगम विधि
ফাইল বরাদ্দ টেবিল,संचिका नियतन सारणी
ফাইল কম্প্রেশন,संचिका संपीडन
ফাইল কপি করা,संचिका प्रतिलिपिकरण
ফাইল কনফিগারেশন,संचिका विन्यास
ফাইল মার্জ,संचिका विलय
ফাইল পুনরুদ্ধার,संचिका पुन:प्राप्ति
ফাইল স্টোরেজ,संचिका भंडारण
ফাইল গঠন,संचिका संरचना
নথি ব্যবস্থা,संचिका तंत्र
ফাইল স্থানান্তর,संचिका अंतरण
ফাইল ট্রান্সফার প্রোটোকল (FTP),फाील अंतरण प्रोटोकॉल (एफ टी पी)
ছাঁকনি,फिल्टर
শেষ অবস্থান,अंतिम स्थिति
অনুসন্ধান করুন,खोज
সসীম রাষ্ট্র মেশিন,परिमित अवस्था यंत्र
আগুন প্রাচীর,फायर वॉल
ফার্মওয়্যার,फर्मवेयर
আগে আসলে আগে পাবেন,पहले आो पहले पाो
প্রথম প্রজন্মের কম্পিউটার,प्रथम पीढ़ी कंप्यूटर
ফার্স্ট ইনপুট ফার্স্ট ইস্যু (FIFO),प्रथम निवेश प्रथम निर्गम (फीफो )
প্রথম আদেশের যুক্তি,प्रथम कोटि तर्क
প্রথম আদেশ নীতি,प्रथम कोटि सिद्धांत
স্থির বিভাগ,नियत विभाजन
চিহ্ন,चिन्ह
নমনীয় ডিস্ক,नम्य डिस्क
ফ্লপি ডিস্ক,फ्लॉपी डिस्क
ফ্লপি ডিস্ক ড্রাইভ (FDD),फ्लापी डिस्क चालन (एफ डी डी)
ফ্লো চার্ট,प्रवाह संचित्र
নিয়ন্ত্রণ প্রবাহ,नियंत्रण प्रवाह
প্রভাত,प्रधावन
ফোল্ডার,फोल्डर
ফন্ট,फाँट
ফন্ট পরিবার,फाँट परिवार
বাহ্যিক কী,वाह्य कुंजी
ফর্ম,रूप
প্রতীকী ভাষা,प्रतीकात्मक भाषा
প্রতীকী পদ্ধতি,प्रतीकात्मक विधि
"1.ফর্ম্যাট, 2.ফর্ম","1.फॉरमैट, 2.आरूप"
অঙ্কন,आरूपण
fortron,फोरट्रॉन
"1.ফরট্রান (একটি কম্পিউটার ভাষা) প্রোগ্রাম, 2.ফরট্রান প্রোগ্রামিং","1.फोरट्रॉन (एक कंप्यूटर भाषा) प्रोग्राम, 2.फोरट्रान क्रमादेशन"
ফরোয়ার্ড স্ল্যাশ,अग्रतिर्यक स्लैश
৪র্থ প্রজন্মের কম্পিউটার,चतुर्थ पीढ़ी कंप्यूटर
অধ্যায়,खंड
ফ্রেম,फ्रेम
"1.ফ্রি নেট, 2.ফ্রি নেট","1.मुक्त नेट, 2.मुक्त जाल"
বিনামূল্যে সফ্টওয়্যার বিশ্বাস,मुक्त सॉफ्टवेयर न्यास
বিনামূল্যে সঞ্চয়স্থান,मुक्त भंडारण
বিনামূল্যের,फ्रीवेयर
সামনে,अग्रांत
"1.ফ্রন্ট প্যানেল, 2.ফ্রন্ট প্যানেল","1.अग्र पट्टिका, 2.अग्र पैनल"
"1. ফাংশন, 2. ফাংশন","1.प्रकार्य, 2. फलन"
ফাংশন কী,प्रकार्य कुंजी
ফাংশন রেফারেন্স,प्रकार्य संदर्भ
কার্যকরী নির্ভরতা,प्रकार्यात्मक निर्भरता
ফাংশন পরীক্ষা,प्रकार्य परीक्षण
"1.অস্পষ্ট যুক্তি, 2.অস্পষ্ট যুক্তি","1.अस्पष्ट तर्क, 2.फज्जी लॉजिक"
"1.ফাজি সেট, 2.ফাজি সেট","1.अस्पष्ट समुच्चय, 2.फज्जी सेट"
লাভ করা,लब्धि
ক্রীড়া গাছ,खेल तरू
ব্যবধান চরিত্র,अंतराल संप्रतीक
আবর্জনা,कचरा
আবর্জনা সংগ্রহ,कचरा संग्रहण
আবর্জনা সংগ্রহ,कचरा संग्रहण
ট্র্যাশ ইনসাইড ট্র্যাশ আউট (গিগো),कचरा अंदर कचरा बाहर (गीगो)
দরজা,द्वार
দরজার পথ (নেটওয়ার্কের প্রসঙ্গে),दवार पथ (नेटवर्क के संदर्भ में)
ব্যাপক প্রোগ্রাম,व्यापक क्रमादेश
ব্যাপক প্রোগ্রাম,व्यापक क्रमादेश
ব্যাপক উদ্দেশ্য কম্পিউটার,व्यापक उद्देश्य कंप्यूटर
সাধারণ উদ্দেশ্য কম্পিউটার,व्यापकीकृत उद्देश्य कंप्यूटर
সাধারণ রেজিস্টার,सामान्य पंजी
সাধারণীকরণ,व्यापकीकरण
সাধারণীকরণ,व्यापकीकरण
বিস্তৃত বস্তুর ভাষা,व्यापक उद्देशीय भाषा
ব্রড পারপাস অপারেশন সিস্টেম,व्यापक उद्देश्य संक्रिया प्रणाली
ব্যাপক উদ্দেশ্য নিবন্ধন,व्यापक उद्देश्य पंजी
ত্রুটি উত্পন্ন,जनित त्रुटि
প্রজনন ফাংশন,जनन प्रकार्य
শ্রেণী সাধারণ,वर्ग सामान्य
ক্লাস ফাংশন,वर्ग प्रकार्य
সাধারণ শ্রেণীর নাম,सामान्य वर्गनाम
গিগো,गीगो
"1. সর্বজনীন, 2. বিশ্বব্যাপী","1.सार्वत्रिक, 2.वैश्विक"
সার্বজনীন কোড,सार्वत्रिक कूट
সার্বজনীন লক,सार्वत्रिक ताला
"1. ইউনিভার্সাল নেটওয়ার্ক, 2. ইউনিভার্সাল নেটওয়ার্ক","1.सार्वत्रिक जालक्रम, 2.सार्वत्रिक नेटवर्क"
সার্বজনীন নেটওয়ার্ক,सार्वत्रिक जालक्रम
"1. বিশ্ব ব্যবহারকারী, 2. সর্বজনীন ব্যবহারকারী, 3. সর্বজনীন ব্যবহারকারী","1.विश्व प्रयोक्ता, 2.सार्व प्रयोक्ता, 3.सार्वत्रिक प्रयोगकर्ता"
গ্লোবাল ভেরিয়েবল,सार्वत्रिक चर
"1.বিশ্বায়ন, 2.বিশ্বায়ন","1.वैश्वीकरण, 2.भूमण्डलीकरण"
গোফার (একটি নেটওয়ার্কে একটি প্রোটোকল),गोफर (नेटवर्क में एक प्रोटोकॉल)
গোফার রিসেপ্টর,गोफर ग्राही
"1. গোফার সার্ভার, 2. গোফার সার্ভার","1.गोफर परिसेवक, 2.गोफर सर्वर"
গোফার সাইট,गोफर स्थल
গোফার স্থান,गोफर स्पेस
আকর্ষণীয় অধঃপতন,आकर्षक निम्नीकरण
ব্যাকরণ সংশোধনকারী,व्याकरण संशोधक
ব্যাকরণ হটি বহির্মুখী,व्याकरण आकर्षक बहिगर्मन
"1.মোট মোট, 2.গ্রেট মোট, 3.মোট মোট","1.कुल जोड़, 2.महायोग, 3.कुल योग"
"1.গ্রাফ, 2.গ্রাফ","1.ग्राफ, 2.आलेख"
"1.গ্রাফ স্বরলিপি, 2.গ্রাফ স্বরলিপি","1.ग्राफ अंकन, 2.आलेख अंकन"
"1. গ্রাফিক অক্ষর, 2. গ্রাফিকাল অক্ষর","1.ग्राफीय संप्रतीक, 2.आलेखीय संप्रतीक"
"1. গ্রাফিক্যাল কন্ট্রোলার, 2. গ্রাফিকাল কন্ট্রোলার","1.ग्राफीय नियंत्रक, 2.आलेखीय नियंत्रक"
"1. গ্রাফিকাল ডেটা স্ট্রাকচার, 2. গ্রাফিকাল ডেটা স্ট্রাকচার","1.ग्राफीय आंकड़ा संरचना, 2.आलेखीय आंकड़ा संरचना"
"1. গ্রাফিক ডিসপ্লে প্রোগ্রাম, 2. গ্রাফিকাল ডিসপ্লে প্রোগ্রাম","1.ग्राफीय प्रदर्श क्रमादेश, 2.आलेखीय प्रदर्श क्रमादेश"
"1.গ্রাফিকাল ডিসপ্লে রেজোলিউশন, 2.গ্রাফিক ডিসপ্লে","1.ग्राफीय प्रदर्श विभेदन, 2.आलेख प्रदर्श"
"1. গ্রাফিক ভাষা, 2. গ্রাফিকাল ভাষা","1.ग्राफीय भाषा, 2.आलेखीय भाषा"
"1. গ্রাফিক ভাষা, 2. গ্রাফিকাল ভাষা","1.ग्राफीय भाषा, 2.आलेखीय भाषा"
"1. গ্রাফিকাল প্লেট, 2. গ্রাফিকাল প্লেট","1.ग्राफीय पट्टिका, 2.आलेखीय पट्टिका"
"1.গ্রাফিক অ্যানিমেশন, 2.গ্রাফিক অ্যানিমেশন","1.ग्राफी एनीमेशन, 2.आलेखी एनीमेशन"
গ্রাফিক ট্রান্সফার ফরম্যাট (GIF),ग्राफी अन्तरण फारमेट (जीाईेफ)
"1.গ্রাফিক ইউজার ইন্টারফেস (GUI), 2.গ্রাফিক ইউজার ইন্টারফেস","1.ग्राफी प्रयोक्ता इंटरफेस (जीयूाई), 2.ग्राफीय प्रयोक्ता अंतरापृष्ठ"
"1.গ্রাফিক্স, 2.গ্রাফিক্স","1.आलेखी, 2.ग्राफिक्स"
"1.গ্রাফিক্স অ্যাপ্লিকেশন, 2.গ্রাফিকাল অ্যাপ্লিকেশন","1.ग्राफिक्स अनुप्रयोग, 2.आलेखीय अनुप्रयोग"
"1.গ্রাফিক্স কার্সার, 2.গ্রাফিকাল কার্সার","1.ग्राफिक्स कर्सर, 2.आलेखी कर्सर"
"1.গ্রাফিক্স মোড, 2.গ্রাফিক মোড","1.ग्राफिक्स मोड, 2.आलेखी विधा"
"1.গ্রাফিক্স প্যাকেজ, 2.গ্রাফিকাল প্যাকেজ","1.ग्राफिक्स पैकेज, 2.आलेखी पैकेज"
"1.গ্রাফিক্স সফটওয়্যার, 2.গ্রাফিক্স সফটওয়্যার","1.ग्राफिक्स सॉफ्टवेयर, 2.आलेखी सॉफ्टवेयर"
"1.গ্রাফিক্স সফটওয়্যার, 2.গ্রাফিক্স সফটওয়্যার","1.ग्राफिक्स सॉफ्टवेयर, 2.आलेखी सॉफ्टवेयर"
"1.গ্রাফিক্স সফটওয়্যার প্যাকেজ, 2.গ্রাফিকাল সফটওয়্যার প্যাকেজ","1.ग्राफिक्स सॉफ्टवेयर पैकेज, 2.आलेखीय सॉफ्टवेयर पैकेज"
ধূসর স্কেল,ग्रे स्केल
"1. লোভী পদ্ধতি, 2. লোভী পদ্ধতি","1.लालची विधि, 2.ग्रीडी विधि"
আঙ্গুর,ग्रेप
গ্রিড,ग्रिड
গ্রিড চার্ট,ग्रिड संचित्र
গ্রিড গণনা,ग्रिड अभिकलन
গ্রিড মড্যুলেশন,ग्रिड मॉडुलन
স্থল তরঙ্গ,भू-तरंग
দল,समूह
গ্রুপ ঠিকানা,समूह पता
শঙ্ঘবদ্ধ কোড,समूह कूट
গ্রুপ যোগাযোগ,समूह संचार
গ্রুপ যোগাযোগ,समूह संचार
"1.গ্রুপ আইডেন্টিটি, 2.গ্রুপ আইডেন্টিটি","1.समूह पहचान, 2.समूह अभिज्ञान"
দলের নাম,समूह नाम
গ্রুপওয়্যার,समूहवेयर
বৃদ্ধি,वृद्धि
"1.গার্ড, 2.গার্ড","1.रक्षक, 2.गार्ड"
নির্দেশিত মিডিয়া,निर्देशित माध्यम
বন্দুক,गनजिप
ডিকোড,कूट विच्छेदन
ডিকোডার,कूट विच्छेदक
ডিকোডার অভিধান,कूट विच्छेदक शब्द कोश
অর্ধেক যোগকারী,अर्ध योजक
অর্ধেক সেতু,अर्ध सेतु
অর্ধেক দ্বৈত,अर्ध द्वैध
হাফ ডুপ্লেক্স লাইন,अर्ध द्वैध लाइन
হাফ ডুপ্লেক্স মোড,अर्ध द्वैध विधा
অর্ধেক তীব্রতা,अर्ध तीव्रता
আধা রাউটার,अर्ध अनुमार्गक
আধা-বিভাগীয়,अर्ध व्यवकलक
অর্ধেক ছবি,अर्ध छविकरण
অর্ধেক শব্দ,अर्ध शब्द
হ্যামিলটোনিয়ান চক্র,हेमिलटोनी चक्र
হ্যামিং কোড,हैमिंग कूट
হাত,हस्त
মুদ্রিত কপি,मुद्रित प्रति
হ্যান্ডলিং,प्रहस्तन
হ্যান্ডলিং,प्रहस्तन
সাসপেনশন,निलंबन
আনন্দদায়ক ফাঁদ,सुखद जाल
হার্ড কপি ডিভাইস,हार्ड कापी युक्ति
"1.হার্ড ডিস্ক, 2.ইনফ্লেক্সিবল ডিস্ক","1.हार्ड डिस्क, 2.अनम्य डिस्क"
অনমনীয় ডিস্ক পতন,अनम्य डिस्क ध्वंस
কঠিন ত্রুটি,कठिन त्रुटि
হার্ডওয়্যার প্রবাহ নিয়ন্ত্রণ,हार्डवेयर प्रवाह नियंत्रण
"1.হারমোনিক, 2.হারমোনিক","1.हरात्मक, 2.हार्मोनिक"
"1.হারমোনিক গড়, 2. সুরেলা গড়","1.हरात्मक माध्य, 2. हार्मानिक माध्य"
হ্যাকিং,द्रुतान्वेषण
হ্যাকিং ডায়াগ্রাম,द्रुतान्वेषण आरेख
চিমিং টেবিল,द्रुतान्वेषण सारणी
হ্যাকিং কৌশল,द्रुतान्वेषण तकनीक
