Punjabi,Telugu
ਮੰਡਲੀ,సభ
ਜਿੱਤਣ ਵਾਲਾ ਰਾਜ,రాష్ట్రాన్ని జయించడం
ਜੇਤੂ,విజేత
ਵਿਜੇਤਾ,విజేత
ਕੌਸਿਲਿਅਮ,కన్సిలియం
ਕੰਸਿਸਟਰੀ,క్రమబద్ధమైన
ਸਾਜ਼ਿਸ਼,కుట్ర
ਸਾਜ਼ਿਸ਼,కుట్ర
ਕੌਂਸਲੇਟ,కాన్సులేట్
ਸਲਾਹ-ਮਸ਼ਵਰੇ ਦੀ ਕਿਤਾਬ,సలహా పుస్తకం
ਮਹਾਂਦੀਪੀ ਪ੍ਰਣਾਲੀ,ఖండాంతర వ్యవస్థ
ਕਨਵੈਨਸ਼ਨ ਸੰਸਦ,కన్వెన్షన్ పార్లమెంట్
ਕਾਪਰਹੈੱਡਸ (=ਪੀਸ ਡੈਮੋਕਰੇਟਸ),కాపర్ హెడ్స్ (=శాంతి ప్రజాస్వామ్యవాదులు)
ਕਾਪੀਹੋਲਡ,కాపీహోల్డ్
ਘੇਰਾਬੰਦੀ,కార్డనింగ్
ਕਰੋਨਾ,కరోనా
ਤਾਜਪੋਸ਼ੀ,పట్టాభిషేకం
ਤਾਜਪੋਸ਼ੀ ਪੱਥਰ,పట్టాభిషేక రాయి
ਕਾਰਪਸ,కార్పస్
Corsair,కోర్సెయిర్
Corsair,కోర్సెయిర్
ਕੋਰਸੇਟ (=ਕੋਰਸਲੇਟ),కార్సెట్ (=కోర్సెలెట్)
ਕੋਰਟੇਸ,కోర్టెస్
ਕੋਟਰ (=ਕੋਟੀਅਰ),కోటార్ (=కోటియర్)
ਕੋਟਰ (=ਕੋਟੀਅਰ),కోటార్ (=కోటియర్)
ਪੈਲੇਟਿਨੇਟ ਦੀ ਗਿਣਤੀ ਕਰੋ,కౌంట్ పాలటినేట్
ਦੇਸ਼ ਦਾ ਘਰ,పూరిల్లు
ਕਾਉਂਟੀ,కౌంటీ
ਕਾਉਂਟੀ ਬੋਰੋ,కౌంటీ బరో
ਕਾਉਂਟੀ ਅਦਾਲਤਾਂ,కౌంటీ కోర్టులు
ਕਾਉਂਟੀ ਪੈਲਾਟਾਈਨ,కౌంటీ పాలటైన్
ਅਦਾਲਤ,కోర్టు
ਅਦਾਲਤ,కోర్టు
ਅਦਾਲਤੀ ਸਰਕੂਲਰ,కోర్టు సర్క్యులర్
ਅਦਾਲਤੀ ਸ਼ਿਸ਼ਟਾਚਾਰ,కోర్టు మర్యాదలు
ਦਰਬਾਰੀ,సభికుడు
ਕੇਸੇਸ਼ਨ ਦੀ ਅਦਾਲਤ,కోర్ట్ ఆఫ్ కాసేషన్
ਕੋਰਟ ਆਫ਼ ਡਾਇਰੈਕਟਰਜ਼ (EIC),కోర్ట్ ఆఫ్ డైరెక్టర్స్ (EIC)
ਮਾਲਕਾਂ ਦੀ ਅਦਾਲਤ,యాజమాన్యాల న్యాయస్థానం
ਦਰਬਾਰੀ ਕਵੀ,ఆస్థాన కవి
ਨੇਮਬੱਧ ਕੈਮਰੋਨੀਅਨ,ఒప్పందం చేసుకున్న కామెరోనియన్లు
ਤਾਜ,కిరీటం
ਤਾਜ,కిరీటం
ਤਾਜ,కిరీటం
ਤਾਜ ਜ਼ਮੀਨ,కిరీటం భూమి
ਤਾਜ ਜ਼ਮੀਨ,కిరీటం భూమి
ਕ੍ਰਾਊਨ ਪ੍ਰਿੰਸ,క్రౌన్ ప్రిన్స్
ਕਰੂਸੇਡ,క్రూసేడ్
ਕਰੂਸੇਡਰ,క్రూసేడర్
ਕ੍ਰਿਪਟੋਗ੍ਰਾਮ,క్రిప్టోగ్రామ్
ਕੁਇਰਾਸ,క్యూరాస్
ਕੁਇਰਾਸੀਅਰ,క్యూరాసియర్
ਪੰਥ ਦੇਵਤਾ,కల్ట్ దేవత
ਕਰਿਆ,క్యూరియా
ਕਰਿਆ,క్యూరియా
ਜ਼ਾਰਵਾਦ,జారిజం
ਹਨੇਰਾ ਮਹਾਂਦੀਪ,చీకటి ఖండం
ਨਿਰਣੇ ਦਾ ਦਿਨ,తీర్పు రోజు
ਨਿਰਣੇ ਦਾ ਦਿਨ,తీర్పు రోజు
ਡੀਨ,డీన్
ਦਹਾਕਾ,దశాబ్దం
ਡੇਨਾਰੀਅਸ,డెనారియస్
ਬਰਖਾਸਤ ਬਾਦਸ਼ਾਹ,పదవీచ్యుతుడైన చక్రవర్తి
ਉਜਾੜ,పాడుచేయు
ਬਰਬਾਦੀ,చెడిపోవడం
Dethrone,సింహాసనాన్ని తొలగించు
ਡਾਇਡੇਮ,డయాడెమ్
ਡਾਇਡੇਮ,డయాడెమ్
ਡਾਇਡੇਮ,డయాడెమ్
ਡਾਇਸੀਆ,డయాసియా
ਡਿਕੈਸਟਰੀਅਮ,డికాస్టీరియం
ਦਿਲੁਵੀਆਵਾਦੀ,డైలువియలిస్ట్
ਡਾਇਓਸਿਸ,డియోసెస్
ਡਾਇਓਸਿਸ,డియోసెస్
ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ),డైరెక్టరీ (=డైరెక్టరీ)
ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ),డైరెక్టరీ (=డైరెక్టరీ)
ਦਿਰਹਾਮ,దిర్హమ్
ਬੇਵਫ਼ਾ,నమ్మకద్రోహం
ਬੇਵਫ਼ਾ,నమ్మకద్రోహం
ਭੁੱਲ ਦਾ ਸਿਧਾਂਤ,లోపము యొక్క సిద్ధాంతము
ਦਸਤਾਵੇਜ਼,పత్రం
ਦਸਤਾਵੇਜ਼ੀ ਸਬੂਤ,డాక్యుమెంటరీ సాక్ష్యం
ਡੋਮੇਸਡੇ ਬੁੱਕ,డోమ్స్‌డే బుక్
Constantine ਦਾ ਦਾਨ,కాన్స్టాంటైన్ విరాళం
ਕਿਆਮਤ,డూమ్
ਦਾਜ ਦੀ ਰਾਣੀ,వరవరపు రాణి
ਡਰੈਗਨ,డ్రాగన్
ਡਰੋਮੇਡੇਰੀਅਨ,డ్రోమెడిరియన్
ਡਰੋਮੇਡਰੀ,డ్రోమెడరీ
ਡਰੋਮੰਡ,డ్రోమండ్
ਦੋਹਰਾ,ద్వంద్వ
ਦੋਹਰਾ ਗਠਜੋੜ,ద్వంద్వ కూటమి
ਦੋਹਰੀ entente,ద్వంద్వ ఉద్దేశం
ਦੋਹਰੀ ਪ੍ਰਣਾਲੀ (= ਦੋਹਰੀ ਸਰਕਾਰ),ద్వంద్వ వ్యవస్థ (=ద్వంద్వ ప్రభుత్వం)
ਡਿਊਕ,డ్యూక్
ਡੂਮਾ,డూమా
ਬੌਣਾ ਅਵਤਾਰ,వామన అవతారం
ਰਾਜਵੰਸ਼,రాజవంశం
ਰਾਜਵੰਸ਼,రాజవంశం
ਇੱਲ,డేగ
ਬਜ਼ੁਰਗ ਆਦਮੀ,పెద్ద మనిషి
ਅਰਲ,ఎర్ల్
ਅਰਲਡਮ,ఎర్ల్డమ్
ਸ਼ੁਰੂਆਤੀ ਗੁਪਤਾ,తొలి గుప్తులు
ਸ਼ੁਰੂਆਤੀ (ਇਤਿਹਾਸਕ) ਸਾਈਟਾਂ,ప్రారంభ (చారిత్రక) సైట్లు
ਸ਼ੁਰੂਆਤੀ ਵੈਦਿਕ ਕਾਲ,ప్రారంభ వేద కాలం
ਉਪਦੇਸ਼ਕ,ఎక్లేసియా
ਬਹਾਲੀ ਦਾ ਹੁਕਮ,పునరుద్ధరణ శాసనం
ਅੱਠ ਗੁਣਾ ਮਾਰਗ,ఎనిమిది రెట్లు మార్గం
ਬਜ਼ੁਰਗ,పెద్దలు
ਬਜ਼ੁਰਗ ਰਾਜਨੇਤਾ (=ਜੀਨਰੋ),పెద్ద రాజనీతిజ్ఞుడు (=జెన్రో)
ਹਾਥੀ ਬੱਕਰਾ,ఏనుగు మేడ
ਗਿਆਰਾਂ ਸਾਲਾਂ ਦਾ ਜ਼ੁਲਮ,పదకొండు సంవత్సరాల నిరంకుశత్వం
ਐਲੀਸੀ (=ਐਲੀਸੀ),ఎలిసే (=ఎలీసీ)
ਘੇਰਾਬੰਦੀ ਅੰਦੋਲਨ,ఎన్‌క్లోజర్ ఉద్యమం
ਐਨਸਾਈਕਲਿਕ,ఎన్సైక్లికల్
ਐਨਸਾਈਕਲੋਪੀਡਿਸਟ ਲਹਿਰ,ఎన్సైక్లోపెడిస్ట్ ఉద్యమం
ਐਂਟੇਨਟੇ,ఎంటెంటే
ਏਨਟੇਂਟ ਕੋਰਡਿਆਲ,ఎంటెంటే కార్డియాల్
ਰਾਜਗੱਦੀ,సింహాసనం
ਦਲ,పరివారం
ਏਫ਼ੋਦ,ఎఫోడ్
ਈਫੋਰ,ఎఫోర్
ਮਹਾਂਕਾਵਿ ਯੁੱਗ,పురాణ యుగం
ਮਹਾਂਕਾਵਿ ਹੀਰੋ,పురాణ వీరుడు
ਐਪੀਗ੍ਰਾਫ,ఎపిగ్రాఫ్
ਐਪੀਸਕੋਪੇਸੀ,ఎపిస్కోపసీ
ਐਪੀਸਕੋਪੇਟ,ఎపిస్కోపేట్
ਪ੍ਰਸੰਗ,ఎపిసోడ్
ਯੁਗ,యుగం
ਯੁੱਗ ਬਣਾਉਣ ਵਾਲੀ ਘਟਨਾ,యుగాన్ని సృష్టించే సంఘటన
ਯੁਗ-ਰਚਨ ਵਾਲਾ ਮਨੁੱਖ,యుగపురుషుడు
ਉਪਨਾਮ,పేరుపేరు
ਇਕਵੇਰੀ,ఎక్వెరీ
ਇਕਵੇਰੀ,ఎక్వెరీ
ਘੋੜਸਵਾਰ ਦੀ ਮੂਰਤੀ,గుర్రపుస్వారీ విగ్రహం
ਯੁੱਗ,యుగం
ਅਰਗਸਟੁਲਮ,ఎర్గస్టులం
ਯੂਕੇਰਿਸਟ,యూకారిస్ట్
ਈਵੈਂਜਲਿਜ਼ਮ,సువార్తవాదం
ਖੁਸ਼ਖਬਰੀ ਦੀ ਲਹਿਰ,సువార్త ఉద్యమం
ਪ੍ਰਚਾਰਕ,మత ప్రచారకుడు
Exarch,Exarch
Exilarch,Exilarch
ਫਲੰਗਿਸਟ,ఫలాంగిస్ట్
ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ,తండ్రి భూమి
ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ,తండ్రి భూమి
ਫੇਰੀਆ,ఫెరియాయే
ਫੈਟਿਸ਼,ఫెటిష్
ਜਾਗੀਰਦਾਰੀ,ఫ్యూడల్ హోల్డింగ్స్
ਜਾਗੀਰਦਾਰੀ (=ਸਾਮੰਤੀ ਸਿਸਟਮ),ఫ్యూడలిజం (=ఫ్యూడల్ వ్యవస్థ)
ਜਗੀਰੂ ਸਿਸਟਮ,భూస్వామ్య వ్యవస్థ
ਜਾਗੀਰਦਾਰ,భూస్వామ్య
ਫਿਦੀ ਡਿਫੈਂਸਰ (= ਵਿਸ਼ਵਾਸ ਦਾ ਰਖਵਾਲਾ),ఫిడే డిఫెన్సర్ (=డిఫెండర్ ఆఫ్ ది ఫెయిత్)
Fief,ఫైఫ్
ਫੀਲਡ ਸਿਸਟਮ,ఫీల్డ్ సిస్టమ్
ਪੰਦਰਵਾਂ ਟੈਕਸ,పదిహేనవ పన్ను
ਚਿੱਤਰ ਸਿਰ,ఫిగర్ హెడ్
ਫਿਨ ਡੀ ਸੀਕਲ,ఫిన్ డి సైకిల్
ਅੱਗ ਖਾਣ ਵਾਲਾ,అగ్ని తినేవాడు
ਪੰਜ ਮੀਲ ਐਕਟ,ఫైవ్ మైల్ చట్టం
ਝੰਡਾ,జెండా
ਫਲੇਮੇਨ ਡਾਇਲਿਸ,ఫ్లేమెన్ డయాలిస్
ਫਲੇਮੇਨ ਮਾਰਸ਼ਲਿਸ,ఫ్లేమెన్ మార్టియాలిస్
ਬਲਦੀ ਮਸ਼ਾਲ,జ్వలించే జ్యోతి
ਫਲੈਂਕ,పార్శ్వము
ਫਲੈਂਕਿੰਗ ਅੰਦੋਲਨ,పార్శ్వ కదలిక
ਵਧਦੀ ਹੋਈ ਸੱਭਿਅਤਾ,వర్ధిల్లుతున్న నాగరికత
ਪ੍ਰਵਾਹਵਾਦੀ ਵਿਸ਼ਵਾਸ,ఫ్లూవియలిస్టిక్ నమ్మకం
ਲੋਕ ਦੇਵਤਾ,జానపద దేవుడు
ਲੋਕ ਦੇਵੀ,జానపద దేవత
ਲੋਕ ਯਾਦ,జానపద జ్ఞాపకం
ਲੋਕ-ਕਥਾ (=ਲੋਕ ਕਥਾ),జానపద పురాణం (=జానపదం)
ਚਾਰਾ,మేత వెదకడం
ਧੜਾਧੜ,ఫోరే
ਪਹਿਲਾਂ ਤੋਂ,ముందరివాడు
ਪੂਰਵਜ,పూర్వీకుడు
ਅਗਲਾ,ముందున్నవాడు
ਉਦਾਸ ਉਮੀਦ,చితికిపోయిన ఆశ
ਰਚਨਾਤਮਕ ਪੜਾਅ,నిర్మాణ దశ
ਕਿਲਾ,కోట
ਕਿਲਾਬੰਦੀ,కోట
ਕਿਲਾਬੰਦ ਸ਼ਹਿਰ,పటిష్టమైన పట్టణం
ਕਿਲ੍ਹਾ,కోట
Fortuna,ఫార్చ్యూనా
ਫੋਰਮ ਰੋਮਨਮ,ఫోరమ్ రోమనుమ్
ਫਰਾਂਸਿਸਕਨ,ఫ్రాన్సిస్కాన్
ਫਰੈਂਕਲਿਨ,ఫ్రాంక్లిన్
ਭਰਾਤਰੀ ਜੰਗ,భ్రాతృహత్య యుద్ధం
ਮੁਫ਼ਤ ਚਰਚ,ఉచిత చర్చి
ਫਰੀਹੋਲਡਰ,ఫ్రీహోల్డర్
ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ,స్వతంత్ర సైనికుడు
ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ,స్వతంత్ర సైనికుడు
ਫ੍ਰੀਮੈਨ,ఫ్రీమాన్
ਫ੍ਰੀਮੈਨ,ఫ్రీమాన్
ਫ੍ਰੀਪਾਸ,ఫ్రీపాస్
ਫਰਾਂਸੀਸੀ ਕ੍ਰਾਂਤੀ,ఫ్రెంచ్ విప్లవం
ਤਪੱਸਿਆ,సన్యాసి
ਫਰਿਆਸੀਅਨ ਕਿਰਾਏਦਾਰ,ఫ్రైసియన్ కిరాయి సైనికులు
ਸਰਹੱਦੀ ਆਦਮੀ,సరిహద్దు మనిషి
ਗੈਲੀਓਨ,గాలియన్
ਗੈਲੀਕਨ (=ਗੈਲੀਕਨਿਸਟ),గల్లికన్ (=గల్లికనిస్ట్)
ਗੈਲੀਕਨਵਾਦ,గల్లికానిజం
ਗੈਰੀਸਨ,దండు
ਗੌਲ,గౌల్
ਗੌਂਟਲੇਟ,గాంట్లెట్
ਗੌਂਟਲੇਟ,గాంట్లెట్
ਗਾਜ਼ੇਬੋ,గెజిబో
ਗਾਜ਼ੇਬੋ,గెజిబో
ਗਾਜ਼ੇਬੋ,గెజిబో
ਵੰਸ਼ਾਵਲੀ ਇਤਿਹਾਸ,వంశ చరిత్ర
ਵੰਸ਼ਾਵਲੀ ਰਿਕਾਰਡ,వంశపారంపర్య రికార్డు
ਵੰਸ਼ਾਵਲੀ ਸਾਰਣੀ,వంశపారంపర్య పట్టిక
ਵੰਸ਼ਾਵਲੀ ਰੁੱਖ,వంశవృక్షం
ਵੰਸ਼ਾਵਲੀ,వంశావళి
ਵੰਸ਼ਾਵਲੀ,వంశావళి
ਪੀੜ੍ਹੀ,తరం
ਨਸਲਕੁਸ਼ੀ,మారణహోమం
ਗ਼ੈਰ-ਯਹੂਦੀ,అన్యజనుడు
ਗ਼ੈਰ-ਯਹੂਦੀ,అన్యజనుడు
ਗ਼ੈਰ-ਯਹੂਦੀ,అన్యజనుడు
ਗ਼ੈਰ-ਯਹੂਦੀ,అన్యజనుడు
ਘੇਟੋ,ఘెట్టో
ਘੇਟੋ,ఘెట్టో
ਗਿੱਬਟ,గిబ్బెట్
ਗਿਲਡ (=ਗਿਲਡ),గిల్డ్ (=గిల్డ్)
ਗਲੇਡੀਏਟਰ,గ్లాడియేటర్
ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ,అద్భుతమైన విప్లవం
ਗੋਲਡਨ ਹੋਰਡ,గోల్డెన్ హోర్డ్
ਮਹਾਨ ਗਠਜੋੜ,మహా కూటమి
ਗ੍ਰੈਂਡੀ,గ్రాండీ
ਗ੍ਰੈਂਡ ਸਾਈਨਰ,గ్రాండ్ సిగ్నర్
ਗ੍ਰੈਂਡ ਸਾਈਨਰ,గ్రాండ్ సిగ్నర్
ਮਹਾਨ ਸਿਵਲ ਯੁੱਧ,గొప్ప అంతర్యుద్ధం
ਮਹਾਨ ਵਿਦਾਇਗੀ (ਬੁੱਧ ਦਾ),గొప్ప నిష్క్రమణ (బుద్ధుని)
ਗ੍ਰੇਟਰ ਇੰਡੀਆ,గ్రేటర్ ఇండియా
ਮਹਾਨ Hellas,గ్రేట్ హెల్లాస్
ਮਹਾਨ ਭੀੜ,గ్రేట్ హోర్డ్
ਮਹਾਨ ਤਿਆਗ (= ਮਹਾਨ ਰਵਾਨਗੀ),గొప్ప పరిత్యాగం (=గొప్ప నిష్క్రమణ)
ਮਹਾਨ ਸੀਲ,గొప్ప ముద్ర
ਮਹਾਨ ਟ੍ਰੈਕ,గ్రేట్ ట్రాక్
ਮਹਾਨ ਵਾਹਨ,గొప్ప వాహనం
ਚੀਨ ਦੀ ਮਹਾਨ ਕੰਧ,గ్రేట్ వాల్ ఆఫ్ చైనా
ਗ੍ਰੀਵ,గ్రీవ్
ਗਾਰਡ-ਚੰਬਰ,గార్డ్-ఛాంబర్
ਗਾਰਡ-ਚੰਬਰ,గార్డ్-ఛాంబర్
ਗਾਰਡ-ਚੰਬਰ,గార్డ్-ఛాంబర్
ਗੁਪਤਾ,గుప్తులు
ਹੈਜੀਓਗ੍ਰਾਫੀ,హాజియోగ్రఫీ
ਹੈਜੀਓਗ੍ਰਾਫੀ,హాజియోగ్రఫీ
ਹੈਜੀਓਲੋਜੀ,హగియాలజీ
ਹੈਜੀਓਲੋਜੀ,హగియాలజీ
ਨਿੱਜੀ ਦਰਸ਼ਕਾਂ ਦਾ ਹਾਲ,ప్రైవేట్ ప్రేక్షకుల హాల్
ਜਨਤਕ ਦਰਸ਼ਕਾਂ ਦਾ ਹਾਲ,పబ్లిక్ ప్రేక్షకుల హాల్
ਹੈਚਮੈਂਟ,హాచ్మెంట్
ਈਥਨ,హీతేన్
ਈਥਨ,హీతేన్
ਹੇਥਨਿਜ਼ਮ,హీతేనిజం
ਹੇਗੀਰਾ (ਹੀਜਰਾ),హెగిరా (హెజెరా)
ਹੇਲੇਨਿਜ਼ਮ,హెలెనిజం
ਹੇਲੋਟ,హెలట్
ਹੇਰਾਲਡਰੀ,హెరాల్డ్రీ
ਵਿਰਾਸਤ,వారసత్వం
ਹਾਇਰੋਗਲਿਫਿਕ ਰੇਖਿਕ ਅੱਖਰ,చిత్రలిపి సరళ అక్షరాలు
ਹਾਇਰੋਗਲਿਫਿਕ ਲਿਪੀ,చిత్రలిపి స్క్రిప్ట్
ਉੱਚ ਚਰਚ,హై చర్చి
ਉੱਚ ਲੈਂਡਰ,హై ల్యాండర్
ਹਿੰਦੂ ਧਰਮ,హిందూమతం
ਇਤਿਹਾਸਕਾਰ,చరిత్రకారుడు
ਇਤਿਹਾਸਕਾਰ,చరిత్రకారుడు
ਇਤਿਹਾਸਕ ਪਦਾਰਥਵਾਦ,చారిత్రక భౌతికవాదం
ਇਤਿਹਾਸਕ ਯੁੱਗ,చారిత్రక యుగం
ਇਤਿਹਾਸਕ ਸਰਹੱਦ,చారిత్రక సరిహద్దు
ਇਤਿਹਾਸਕਾਰ,చరిత్రకారుడు
ਇਤਿਹਾਸਕਾਰ,చరిత్రకారుడు
ਇਤਿਹਾਸਕਾਰੀ,చరిత్ర చరిత్ర
ਇਤਿਹਾਸਕਾਰੀ,చరిత్ర చరిత్ర
ਇਤਿਹਾਸ,చరిత్ర
ਹਿੱਟੀ ਸਾਮਰਾਜ,హిట్టైట్ సామ్రాజ్యం
ਪਵਿੱਤਰ ਗਠਜੋੜ,పవిత్ర కూటమి
ਪਵਿੱਤਰ ਸ਼ਹਿਰ,పవిత్ర నగరం
ਪਵਿੱਤਰ ਸ਼ਹਿਰ,పవిత్ర నగరం
ਪਵਿੱਤਰ ਧਰਤੀ,పవిత్ర భూమి
ਪਵਿੱਤਰ ਧਰਤੀ,పవిత్ర భూమి
ਹੋਲੀ ਲੀਗ,హోలీ లీగ్
ਹੋਲੀ ਲੀਗ,హోలీ లీగ్
ਪਵਿੱਤਰ ਰੋਮਨ ਸਾਮਰਾਜ (= ਸਾਮਰਾਜ),పవిత్ర రోమన్ సామ్రాజ్యం (=సామ్రాజ్యం)
ਪਵਿੱਤਰ ਸਾਗਰ,పవిత్ర సముద్రం
ਪਵਿੱਤਰ ਸਾਗਰ,పవిత్ర సముద్రం
ਪਵਿੱਤਰ ਜੰਗ,పవిత్ర యుద్ధం
ਪਵਿੱਤਰ ਜੰਗ,పవిత్ర యుద్ధము
ਗ੍ਰਹਿ ਸਰਕਾਰ,హోం ప్రభుత్వం
ਹੋਮ ਗਾਰਡ,హోంగార్డు
ਹੋਮਲੈਂਡ,జన్మభూమి
ਘਰੇਲੂ ਨਿਯਮ,గృహ నియమం
ਹੋਮ ਰੂਲ,హోమ్ రూల్
ਹੋਰਡ,గుంపు
Horde,గుంపు
ਦੁਸ਼ਮਣ ਦੇਸ਼,శత్రు దేశం
ਵਿਰੋਧੀ ਜ਼ਮੀਨ,శత్రుభూమి
ਗਰਮ ਪਿੱਛਾ,వేడి ముసుగులో
ਘਰ,ఇల్లు
ਘਰ,ఇల్లు
ਹਾਊਸ ਆਫ ਕਾਮਨਜ਼,హౌస్ ఆఫ్ కామన్స్
ਲਾਰਡਸ ਦਾ ਘਰ,హౌస్ ఆఫ్ లార్డ్స్
ਪ੍ਰਤੀਨਿਧ ਸਦਨ,ప్రతినిధుల సభ
ਹਿਊਗਨੋਟਸ,హ్యూగ్నోట్స్
ਮਾਨਵਵਾਦ,మానవతావాదం
ਮਾਨਵਵਾਦੀ,మానవతావాది
ਸੌ ਯਸਰਸ ਦੀ ਜੰਗ,హండ్రెడ్ యెస్సర్స్ వార్
ਹੰਕਾਰ,హంకర్
ਇਬਾਦਤ ਖਾਨਾ (ਪੂਜਾ ਘਰ),ఇబాదత్ ఖానా (ఆరాధనా గృహం)
ਆਈਕੋਨੋਕਲਾਸਟ,ఐకానోక్లాస్ట్
ਮੂਰਤੀਕਾਰ,విగ్రహారాధకుడు
ਇਲਾਹੀ ਯੁੱਗ,ఇలాహి యుగం
ਗੈਰ-ਕਾਨੂੰਨੀ ਜੰਗ,చట్టవిరుద్ధమైన యుద్ధం
ਪ੍ਰਕਾਸ਼ਿਤ ਖਰੜੇ,ప్రకాశవంతమైన మాన్యుస్క్రిప్ట్
ਚਿੱਤਰਿਤ ਹੱਥ-ਲਿਖਤ,ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్
ਚਿੱਤਰਿਤ ਹੱਥ-ਲਿਖਤ,ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్
ਇਮਾਮ (ਇਮਾਮ),ఇమామ్ (ఇమ్మామ్)
ਇਮਾਮਤ,ఇమామత్
ਇਮਾਮਤ,ఇమామత్
ਇਮਾਮਬਾਰਾ,ఇమాంబరః
ਸ਼ਾਹੀ,ఇంపీరియల్
ਸ਼ਾਹੀ ਸ਼ਹਿਰ,ఇంపీరియల్ నగరం
ਸਾਮਰਾਜਵਾਦ,సామ్రాజ్యవాదం
ਸ਼ਾਹੀ ਤਰਜੀਹ,ఇంపీరియల్ ప్రాధాన్యత
ਅਵਿਵਸਥਾ,అసంబద్ధం
ਪਾਖੰਡੀ,మోసగాడు
ਕੈਦ,జైలు శిక్ష
ਕੈਦ,జైలు శిక్ష
ਘੁਸਪੈਠ,చొరబాటు
ਘੁਸਪੈਠ ਕਰਨ ਵਾਲਾ,చొరబాటుదారుడు
ਸੁਤੰਤਰਤਾ,స్వాతంత్ర్యం
ਅਜਾਦੀ ਦਿਵਸ,స్వాతంత్ర్య దినోత్సవం
ਸੁਤੰਤਰਤਾ ਹਾਲ,ఇండిపెండెన్స్ హాల్
ਭਾਰਤੀ ਅਮਰੀਕਨ (= ਲਾਲ ਭਾਰਤੀ = ਅਮਰੀਕੀ ਭਾਰਤੀ),ఇండియన్ అమెరియన్ (=రెడ్ ఇండియన్=అమెరికన్ ఇండియన్)
ਇੰਡੀਅਨ ਹੋਮ ਰੂਲ ਲੀਗ,ఇండియన్ హోమ్ రూల్ లీగ్
ਉਦਯੋਗਿਕ ਕ੍ਰਾਂਤੀ,పారిశ్రామిక విప్లవం
ਬੇਵਫ਼ਾਈ,అవిశ్వాసం
ਬੇਵਫ਼ਾਈ,అవిశ్వాసం
ਘੁਸਪੈਠ,చొరబాటు
ਘੁਸਪੈਠ ਕਰਨ ਵਾਲਾ,చొరబాటుదారుడు
ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ,సమాచారం ఇచ్చేవాడు
ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ,సమాచారం ఇచ్చేవాడు
ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ,ఇన్ఫార్మర్
ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ,ఇన్ఫార్మర్
ਪ੍ਰਵੇਸ਼,ప్రవేశము
ਪ੍ਰਵੇਸ਼,ప్రవేశము
ਪ੍ਰਵੇਸ਼,ప్రవేశము
ਨਿਵਾਸ,నివాసం
ਵਾਸੀ,నివాసి
ਵਿਰਾਸਤ,వారసత్వం
ਵਿਰਾਸਤ,వారసత్వం
ਵਿਰਾਸਤ,వారసత్వం
ਸ਼ਿਲਾਲੇਖ,శాసనం
ਨਿਸ਼ਾਨ,చిహ్నము
ਪਹੁੰਚ ਦਾ ਸਾਧਨ,ప్రవేశ పరికరం
ਸਰਕਾਰ ਦਾ ਸਾਧਨ,ప్రభుత్వ సాధనం
ਬਗਾਵਤ (ਵਿਦਰੋਹ),తిరుగుబాటు (తిరుగుబాటు)
ਵਿਦਰੋਹੀ,తిరుగుబాటుదారుడు
ਬਗਾਵਤ,తిరుగుబాటు
ਬਗਾਵਤ,తిరుగుబాటు
ਏਕੀਕਰਣ,అనుసంధానం
ਰਿਕਾਰਡ ਦੀ ਇਕਸਾਰਤਾ,రికార్డుల సమగ్రత
ਰਾਜਾਂ ਦੀ ਅਖੰਡਤਾ,రాష్ట్రాల సమగ్రత
ਬੁੱਧੀਜੀਵੀ (ਇੰਟੈਲੀਜੈਂਟਜ਼ੀਆ),మేధావి (ఇంటెలిజెంట్జియా)
ਵਿਚੋਲਗੀ,మధ్యవర్తిత్వం
ਅੰਤਰਜਾਮੀ,మధ్యవర్తి
ਵਿਚੋਲਾ,మధ్యవర్తి
ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦ,అంతర్జాతీయవాదం
ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦ,అంతర్జాతీయవాదం
ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦੀ,అంతర్జాతీయవాది
ਇੰਟਰਸੀਨ ਯੁੱਧ,అంతర్గత యుద్ధం
ਇੰਟਰਨੀ,ఇంటర్నీ
ਇੰਟਰਨੀ,ఇంటర్నీ
ਇੰਟਰਨੀ ਕੈਂਪ,ఇంటర్నీ క్యాంపు
ਨਜ਼ਰਬੰਦੀ,ఇంటర్న్మెంట్
ਨਜ਼ਰਬੰਦੀ,ఇంటర్న్మెంట్
ਨਜ਼ਰਬੰਦੀ,ఇంటర్న్మెంట్
