Marathi,Punjabi
कॅक्टस,ਕੈਕਟਸ
कॅलेंडुला,ਕੈਲੰਡੁਲਾ
कॅनरी गवत (फालारिस),ਕੈਨਰੀ ਘਾਹ (ਤਾਰੀਆਂ)
कॅन्ना,ਕੈਨਨਾ
कॅपरिस,ਕੈਪਾਰਿਸ
शिमला मिर्ची,ਕੈਪਸਿਕਮ
कारंबोला,ਕੈਰਮਬੋਲਾ
कारपा,ਕੈਰਾਪਾ
वेलची,ਕਾਰਡਮੋਮ
कार्नेशन,ਕੈਰੇਸ਼ਨ
गाजर,ਗਾਜਰ
काजू,ਕਾਜੂ ਗਿਰੀ
कॅसिया,ਕਾਸੀਆ
एरंडेल,ਕੈਸਟਰ
फुलकोबी,ਫੁੱਲ ਗੋਭੀ
भाजी किंवा कोशिंबीर बनवण्यासाठी उपयुक्त अशी एक वनस्पती,ਅਜਵਾਇਨ
शॅमक,ਚੈਂਪੈਕ
चेनोपोडियम,ਚੇਨੋਪੋਡੀਅਮ
चेरी टोमॅटो,ਚੈਰੀ ਟਮਾਟਰ
चेरी,ਚੈਰੀ
"चणा, हरभरा","Chickpea, ਗ੍ਰਾਮ"
मिरची,ਮਿਰਚ
चीन टर्पेन्टाईन ट्री,ਚਾਈਨਾ ਟਰਪੇਨਟੀਨ ਟ੍ਰੀ
चाऊ-चाऊ,ਚੋ-ਚੋਅ
क्रिसॅन्थेमम,ਕ੍ਰਾਈਸੈਂਥੇਮਮ
"चुफा, पृथ्वी बदाम","ਚੁਫੀਆ, ਧਰਤੀ ਦਾ ਬਦਾਮ"
सिचरी,ਸਿਖਾਂ
दालचिनी,ਦਾਲਚੀਨੀ
सिट्रॉन,ਸਿਟਰਨ
सिट्रोनेला गवत,ਸਿਟਰੋਨਲਾ ਘਾਹ
चमेली चढणे,ਜਸਮੀਨ ਚੜ੍ਹਨਾ
लवंग,ਲੌਂਗ
क्लस्टर बीन,ਕਲੱਸਟਰ ਬੀਨ
कोको,ਕੋਕੋ
नारळ,ਨਾਰੀਅਲ
कॉफी,ਕਾਫੀ
कोलियस,ਕੋਲੇਸ
कोलोकेशिया,ਕੋਲੋਕੈਸੀਆ
"कोलोसिंथ, कडू सफरचंद","ਕੋਲੋਸੀਥਾ, ਕੌੜਾ ਐਪਲ"
सामान्य पर्स्लेन,ਆਮ ਸੇਵਾ
कोथिंबीर,ਧਨੀਆ
कापूस,ਸੂਤੀ
गायी,ਕਾਵਾਂ
क्यूबब,ਕੁਬੇਬ
काकडी,ਖੀਰਾ
कुकर्बिट्स,ਖਰਕੀ
जिरे,ਜੀ
करी पान,ਕਰੀ ਪੱਤੇ
सीताफळ,ਕਸਟਾਰਡ ਐਪਲ
कॅप्सूल बोरर,ਕੈਪਸੂਲ ਬੋਰਰ
सुरवंट,ਕੈਟਰਪਿਲਰ
लिंबूवर्गीय सायला,ਨਿੰਬੂ ਸਾਈਂ
क्रिकेट,ਕ੍ਰਿਕੇਟ
कावळा,ਕਾਂ
जंत कट करा,ਕੀੜਾ ਕੱਟੋ
डेअरी,ਡੇਅਰੀ
दुग्धशाळा,ਡੇਅਰੀ
धरण,ਡੈਮ
दिवस-तटस्थ,ਦਿਵਸ ਨਿਰਪੱਖ
फुलांच्या नंतरचे दिवस,ਫੁੱਲ ਆਉਣ ਤੋਂ ਬਾਅਦ
पूर्ण मोहोर नंतरचे दिवस,ਪੂਰੇ ਖਿੜ ਦੇ ਬਾਅਦ ਦਿਨ
डीब्लोसमिंग,ਡੀਬਲੋਸੋਮਿੰਗ
Decalcification,ਅਸਵੀਕਾਰ
डिकंट,ਫੈਸਲਾ
क्षय,ਵਿਗਾੜ
पाने गळणारा,ਪਤਝੜ
दशांश,ਦਸ਼ਮਲਵ
कमतरता,ਘਾਟ
डिफ्लोकुलेशन (माती),ਡੀਫਲੋਕੁਲੇਸ਼ਨ (ਮਿੱਟੀ)
डिफ्लोरेशन,ਬਦਨਾਮੀ
डीफोलिएशन,ਹੱਤਿਆ
जंगलतोड,ਕਟਾਈ
अध: पतन,ਡੀਜਨਰੇਸ਼ਨ
अधोगती,ਨਿਘਾਰ
पदवी दिवस,ਡਿਗਰੀ ਦਿਨ
पदवी,ਡਿਗਰੀ
Dehiscence,ਡੀਹਿਸੈਂਸ
डीहुलिंग,ਦਹੁਣਾ
डीहुस्किंग,ਡੀਹੁਸਕਿੰਗ
डिहायड्रेशन,ਡੀਹਾਈਡਰੇਸ਼ਨ
डिहायड्रेटर,ਡੀਹਾਈਡਰੇਟਰ
मागणी,ਮੰਗ
विकृती,ਗਿਰਾਵਟ
नकार,ਘਟਨਾਵਾਂ
ठेव,ਜਮ੍ਹਾ
ठेव,ਜਮ੍ਹਾ
घसारा डेसालिनायझेशन,ਕਮੀ
Desiccation,Desiccation
डिझाइन,ਡਿਜ਼ਾਇਨ
Descicator,ਡੈਸੀਕੇਟਰ
निराश,ਨਿਰਧਾਰਤ
Desuckering,ਡਿਸਿਕਰਿੰਗ
Desynapsis,Desynapis
डेटासेल,ਡੈਟਾਸਲ
Detasseling,ਡੀਟਾਸਿੰਗ
निर्धारक,ਨਿਰਧਾਰਤ
अवमूल्यन,ਦੀ ਘਾਟ
Devegetation,ਠਹਿਰਾਓ
विचलन,ਭਟਕਣਾ
डायड,ਡਿਆਡ
निदान,ਨਿਦਾਨ
डिचोगामी,ਦੁਚਰਾ
द्वैधविज्ञान,Dichotomy
डिकोटिल्डन (बियाणे),ਡਿਕੋਟਾਈਲਡਨ (ਬੀਜ)
मरणार (रोग),ਮਰ ਜਾਓ (ਬਿਮਾਰੀ)
प्रसार,ਫੈਲਾ
पचनक्षमता,ਪਾਚਨਤਾ
डायहायब्रिड,ਡਾਇਲਬ੍ਰਿਡ
डिक (डायक),ਡਾਈਕ (ਡਾਈਕ)
सौम्य,ਪਤਲਾ
डायओसियस,Dioeous
डिप्लोइड,ਡਿਪਲੋਇਡ
डिप्लोइड,ਡਿਪਲੋਇਡ
डिप्लोमा,ਡਿਪਲੋਨੀਮਾ
डिसबुडिंग,ਡਿਸਬੋਡਿੰਗ
डिस्किंग,ਡਿਸਕਿੰਗ
सूट,ਛੂਟ
निर्जंतुकीकरण,ਰੋਗਾਣੂ-ਮੁਕਤ
फैलाव,ਫੈਲਾਅ
प्रसार,ਪ੍ਰਸਾਰ
विविधता,ਵਿਭਿੰਨਤਾ
विविध शेती,ਵਿਭਿੰਨਤਾ
डीएनए शिडी,ਡੀ ਐਨ ਏ ਪੌੜੀ
डीएनए रिसेप्टर,ਡੀ ਐਨ ਏ ਰੀਸੈਪਟਰ
डॉकगेज,ਡੋਕੇਜ
प्रबळ,ਪ੍ਰਭਾਵਸ਼ਾਲੀ
सुप्तता,ਸੁਸਤ
डोस,ਖੁਰਾਕ
डबल सिग्मॉइड वक्र,ਡਬਲ ਸਿਗੋਮਾਈਡ ਕਰਵ
मसुदा (मसुदा),ਡਰਾਫਟ (ਡਰਾਫਟ)
निचरा,ਡਰੇਨ
ड्रेनेज,ਡਰੇਨੇਜ
काढा,ਡਰਾਅ ਕਰੋ
भिजत,ਖਾਈ
ड्रेसिंग (बियाणे),ਡਰੈਸਿੰਗ (ਬੀਜ)
ड्रिल (एन.),ਮਸ਼ਕ (ਐਨ.)
ड्रिलिंग (एजी. इंजी),ਡ੍ਰਿਲਿੰਗ (ਏਜੀ. ਇੰਜੀਨੀਅਰ)
ड्रिलिंग (अ‍ॅग्रोनॉमी),ਡ੍ਰਿਲੰਗ (ਖੇਤੀਬਾੜੀ)
ठिबक सिंचन,ਡਰਿਪ ਸਿੰਚਾਈ
ड्रायलँड शेती,ਡ੍ਰਾਇਵਲੈਂਡ ਖੇਤੀ
धूळ,ਧੂੜ
डस्टर,ਡੱਸਟਰ
धूळ,ਧੂੜ
बटू,ਬੌਨੇ
बौने पिरॅमिड,Dwarf ਪਿਰਾਮਿਡ
बौने,Dwarfing
डेझी,ਡੇਜ਼ੀ
तारखा,ਤਾਰੀਖਾਂ
दिवस चमेली,ਦਿਨ ਜੈਸਮੀਨ
बडीशेप,ਡਿਲ
दीननाथ गवत,ਦੀਨਨਾਥ ਘਾਹ
डॉडर,ਡੂਡਡਰ
"डूब गवत, बर्म्युडा गवत","ਡੂਬ ਘਾਹ, ਬਰਮੁਡਾ ਘਾਹ"
ड्रूस,ਬਰੂਸ
कोरडे आले,ਸੁੱਕੇ ਅਦਰਕ
डीफोलिएटिंग बीटल,ਮੋਹਰਿੰਗ ਬੀਟਲ
ड्रोन,ਡਰੋਨ
बदक,ਬਤਖ਼
पर्यावरणशास्त्र,ਵਾਤਾਵਰਣ
इकोनोमेट्रिक्स,Econometrics
आर्थिक कार्यक्षमता,ਆਰਥਿਕ ਕੁਸ਼ਲਤਾ
इकोटाइप,ਈਕੋਟਾਈਪ
एक्टोट्रॉफिक,ਐਲੀਕਟ੍ਰੋਫਿਕ
ईडाफिक,ਏਡੋਫੇਿਕ
एडॉफोलॉजी,ਐਡੀਫੋਲੋਜੀ
कडा,ਐਡਜਿੰਗ
खाद्य भाग,ਖਾਣ ਵਾਲੇ ਹਿੱਸੇ
मागणीची लवचिकता,ਮੰਗ ਦੀ ਲਚਕਤਾ
उत्पादनाची लवचिकता,ਉਤਪਾਦਨ ਦੀ ਲਚਕਤਾ
इलेक्ट्रोलिसिस,ਇਲੈਕਟ੍ਰੋਲੋਸਿਸ
इलेक्ट्रोफोरेसीस,ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ
Eluviation,ਕਪੜੇ
Emasculator,Emasculator
तटबंदी,ਤੇਜ਼
गर्भ,ਭਰੂਣ
गर्भशास्त्र,ਭਰੂਣ
उदय,ਉਭਰਨ
इमल्सीफायर,ਇਮਲਸੀਫਾਇਰ
अंतर्जात,ਐਂਡੋਜੇਨਸ
एंडोमिटोसिस,ਹੋਂਦ
एंडोपारासाइट,ਨਿਰਦੋਪਿਤ
एंडोस्पर्म,ਐਂਡੋਸਪਰਮ
उपक्रम,ਉੱਦਮ
एंटोमोलॉजी,ਐਂਡੋਮੋਲੋਜੀ
वातावरण,ਵਾਤਾਵਰਣ
सजीवांच्या शरीरात निर्मार्ण होणारे द्रव्य,ਪਾਚਕ
एपिकोटिल ग्राफ्टिंग,ਐਪੀਸੋਤੀਲ ਗ੍ਰਾਫਟਿੰਗ
एपिफाइट,ਐਪੀਫਾਈਟ
इक्विटी,ਇਕੁਇਟੀ
निर्मूलन,ਖਾਤਮੇ
आवश्यक पोषक घटक,ਜ਼ਰੂਰੀ ਪੌਸ਼ਟਿਕ ਤੱਤ
अंदाज,ਅਨੁਮਾਨ
Etiolation,ਈਟੀਓਲੇਸ਼ਨ
युजेनिक,ਯੂਗੇਨਿਕ
मूल्यांकन,ਮੁਲਾਂਕਣ
बाष्पीभवन,ਈਵੈਪੋਮੀਟਰ
बाष्पीभवन,ਈਵੋ-ਟ੍ਰਾਂਸਪਿ .ਸ਼ਨ
सदाहरित क्रांती,ਸਦਾਬਹਾਰ ਇਨਕਲਾਬ
सदाहरित,ਸਦਾਬਹਾਰ
उत्क्रांती,ਵਿਕਾਸ
अबकारी,ਆਬਕਾਰੀ
थकवा (प्रजननक्षमता),ਥਕਾਵਟ (ਜਣਨ)
शोषण,ਸ਼ੋਸ਼ਣ
अन्वेषण,ਖੋਜ
एक्सट्र्यूजन,ਬਾਹਰ ਕੱ .ਣ
डोळा (सुगेरकेन/बटाटा),ਅੱਖ (ਸੋਗਕੈਨ / ਆਲੂ)
खाद्यतेल पाइन,ਖਾਣ ਵਾਲੇ ਪਾਈਨ
"हत्ती पाय, याम","ਹਾਥੀ ਪੈਰ, ਯਮ"
निलगिरी,ਯੁਕਲਿਪਟਸ
गांडूळ,ਧਰਤੀ ਦਾ ਕੀੜਾ
कीटकशास्त्रज्ञ,ਐਂਟਰੋਲੋਜਿਸਟ
पर्यावरणवादी,ਵਾਤਾਵਰਣਕ
घटक,ਕਾਰਕ
घटक उत्पादकता,ਕਾਰਕ ਉਤਪਾਦਕਤਾ
फॅक्टरेज,ਫੈਕਟੋਰੇਜ
फॅक्टोरियल ब्लॉक डिझाइन,ਫੈਕਟੈਕਟਿਵ ਬਲਾਕ ਡਿਜ਼ਾਈਨ
शिक्षक,ਫੈਕਲਟੀਟੇਟਰਟੇਟਰੇਟਿਵ
पडझड,ਪਰਦਾ
कुटुंब,ਪਰਿਵਾਰ
शेती मूल्यांकन,ਫਾਰਮ ਮੁਲਾਂਕਣ
शेती बजेट,ਖੇਤ ਬਜਟ
शेती व्यवसाय,ਖੇਤ ਦਾ ਕਾਰੋਬਾਰ
शेती नियोजन,ਫਾਰਮ ਦੀ ਯੋਜਨਾਬੰਦੀ
शेतकरी,ਕਿਸਾਨ
शेती,ਖੇਤੀ
Fasciaction,ਸ਼ਮੂਲੀਅਤ
Fecundation,ਧੋਖਾਧੜੀ
किण्वन,ਫਰਮੈਂਟੇਸ਼ਨ
सुपीकता,ਜਣਨ
खत,ਖਾਦ
खताची कार्यक्षमता वापरा,ਖਾਦ ਦੀ ਕੁਸ਼ਲਤਾ
तंतुमय,ਰੇਸ਼ੇਦਾਰ
फील्ड,ਖੇਤਰ
फील्ड क्षमता,ਖੇਤਰ ਦੀ ਸਮਰੱਥਾ
फील्ड प्रात्यक्षिक,ਖੇਤਰ ਪ੍ਰਦਰਸ਼ਨ
निर्धारण,ਨਿਰਧਾਰਤ
पूर,ਹੜ੍ਹ
प्रवाह चित्र,ਵਹਾਅ ਡਾਇਗਰਾਮ
अन्न मूल्य,ਭੋਜਨ ਦਾ ਮੁੱਲ
चारा (चारा),ਚਾਰਾ (ਚਾਰਾ)
अंदाज,ਭਵਿੱਖਬਾਣੀ
वन,ਜੰਗਲ
वनीकरण,ਜੰਗਲਾਤ
फ्रॉन्ड,ਫਰੌਡ
फ्रॉस्ट प्रतिरोधक,ਠੰਡ ਰੋਧਕ
दंव,ਠੰਡ
गोठलेले (फळ आणि भाजी),ਫ੍ਰੋਜ਼ਨ (ਫਲ ਅਤੇ ਸਬਜ਼ੀਆਂ)
फ्रुकिफिकेशन,ਫਰੂਟੇਸ਼ਨ
फळ थेंब,ਫਲ ਬੂੰਦ
फळ-सेट (फळांची सेटिंग),ਫਲ-ਸੈੱਟ (ਫਲ ਸੈਟਿੰਗ)
धूर,ਧੁੰਦਲੀ
बुरशीनाशक,ਫੰਜਾਈਸਾਈਡ
बुरशीवादी,ਮਜ਼ੇਦਾਰ
बुरशीचे,ਫੰਗਸ
Furo,Furown
फ्यूजन,ਮਿਸ਼ਰਨ
अस्पष्ट,ਫਜ਼
अस्पष्ट,ਫਜ਼ੀ
"एका जातीची बडीशेप, बडीशेप","ਫੈਨਿਲ, ਅਨੀਸ"
मेथी,Fenugreek
अंजीर,ਅੰਜੀਰ
बोटा बाजरी,ਫਿੰਗਰ ਬਾਜਰੇ
अग्निशामक बुश,ਅੱਗ-ਲਾਲ ਝਾੜੀ
जंगलाची ज्योत,ਜੰਗਲ ਦੀ ਲਾਟ
फ्रेंच बीन,ਫ੍ਰੈਂਚ ਬੀਨ
पिसू,ਫਲੀ
कोल्हा,ਲੂੰਬੜੀ
फळ माशी,ਫਲ ਉੱਡਦੇ ਹਨ
पित्त (हॉर्ट),Gall (ਹੋਰਟ)
गेमेट,ਗੇਮਟ
बाग,ਗਾਰਡਨ
गेज (पाणी),ਗੇਜ (ਪਾਣੀ)
जीन बँक,ਜੀਨ ਬੈਂਕ
जीन टॅगिंग,ਜੀਨ ਟੈਗਿੰਗ
जीनोलॉजी,ਵਾਹਨ
अनुवांशिक नकाशा,ਜੈਨੇਟਿਕ ਨਕਸ਼ਾ
अनुवांशिक,ਜੈਨੇਟਿਕਸ
जीनोम,ਜੀਨੋਮ
जीनोमिक लायब्ररी,ਜੀਨੋਮਿਕ ਲਾਇਬ੍ਰੇਰੀ
जीनोमिक्स,ਜੇਨੋਮਿਕਸ
जीनोटाइप,ਜੀਨੋਟਾਈਪ
जीनोटाइप,ਜੀਨੋਟਾਈਪ
वंश,ਜੀਨਸ
वंश,ਜੀਨਸ
अंकुर,ਕੀਟਾਣੂ
जंतुनाशक,ਗਠੀਏ
उगवण,ਉਗ
जर्मप्लाझम,Germpelsm
गिब्बरेलिक acid सिड,ਗਿਬਬੇਰੀਕਲਿਕ ਐਸਿਡ
जिनिंग,ਗਿਲਿੰਗ
ग्लूम,Glumue
ग्लूटीनस,ਸ਼ਾਨਦਾਰ
ग्लायकोलिसिस,ਗਲਾਈਕੋਲਸਿਸ
Gneiss,ਗਲੇਸ
सुवर्ण क्रांती,ਸੁਨਹਿਰੀ ਇਨਕਲਾਬ
ग्रेडिंग,ਗਰੇਡਿੰਗ
कलम केलेला वनस्पती,ਗ੍ਰੈਫਟਡ ਪੌਦਾ
कलम-विसंगत,ਭ੍ਰਿਸ਼ਟਾਚਾਰ-ਅਨੁਕੂਲ
ग्रॅना,ਗ੍ਰਾਨਾ
ग्रॅन्युलेशन,ਗ੍ਰੈਨੂਲੇਸ਼ਨ
ग्रीन खत,ਹਰੀ ਖਾਦ
हरित क्रांती,ਹਰੀ ਕ੍ਰਾਂਤੀ
वाढ आणि विकास,ਵਿਕਾਸ ਅਤੇ ਵਿਕਾਸ
गमोसिस,ਗਮਮੋਸਿਸ
गायनोडिओसियस,Gynovioleive
पित्त नट,ਗੈਲ ਗਿਰੀ
लसूण,ਲਸਣ
गर्बेरा,ਗਰਬੀਰਾ
Gherkin,Gherkin
आले,ਅਦਰਕ
ग्लॅडिओलस,ਗਲੇਡੀਓਲਸ
बकरी तण (एजराटम),ਬਕਰੀ ਬੂਟੀ (ਏਜਰਾਥਮ)
द्राक्षफळ,ਚਕੋਤਰਾ
द्राक्षे,ਅੰਗੂਰ
हिरवा हरभरा,ਹਰੀ ਗ੍ਰਾਮ
ग्रेव्हिया,ਗ੍ਰੇਵੀਆ
शेंगदाणे,ਗਰਾਉਂਡ
पेरू,ਹਰੂਦ
गिनिया गवत,ਗਿੰਨੀ ਘਾਹ
पित्त मिज,ਗੈਲ ਮਿਜ
गवत हॉपर,ਘਾਹ ਹੌਪਰ
Gondhy बग,ਗੁੰਡ ਦਾ ਬੱਗ
सवय,ਆਦਤ
गारा,ਗੜੇ
केशरचना,ਵਾਲਾਂ ਵਾਲੇ
हॅलोफाइट,ਹੈਲੋਫਾਈਟ
हॅरो,ਹੈਰੋ
कापणी निर्देशांक,ਵਾ vest ੀ ਦਾ ਇੰਡੈਕਸ
कापणी,ਵਾਢੀ
कापणी,ਕਟਾਈ
हॅच,ਹੈਚ
गवत,ਸੁੱਕਾ ਘਾਹ
गवत,ਹੇਲੇਜ
गवत,ਹਾਇਸਟੌਕ
धुके,ਹੇਜ਼
हेझी,ਹੁਸ਼ੀ
प्रमुख (कृषी),ਸਿਰ (ਐਗਰੋ)
प्रमुख (चॅनेलचे),ਸਿਰ (ਚੈਨਲ ਦਾ)
मागे जात आहे,ਵਾਪਸ ਜਾ ਰਿਹਾ ਹੈ
हेज,ਹੇਜ
हेजिंग,ਹੇਜਿੰਗ
हेलिक्स,ਹੇਲਿਕਸ
हेमॅटाइट,ਹੇਮੇਟਾਈਟ
औषधी वनस्पती,ਹਰਬ
हर्बेरियम,ਹਰਬਰਿਅਮ
औषधी वनस्पती,ਹਰਬੀਸਾਈਡ
आनुवंशिकता,ਧਾਰਕ
आत्मीयता,ਇਸ ਨੂੰ
हर्माफ्रोडाइट,ਹਰਮਫ੍ਰੋਡਾਈਟ
हेटरोक्रोमॅटिक,ਹੇਟਰੋਕ੍ਰੋਮੋਮੇਟਿਕ
हेटरोफर्टिलायझेशन,ਹੇਟਰੋਫਰੀਕਰਨ
हेटरोसिस,ਹੇਟਰੋਸਿਸ
हेटरोसोम,ਹੇਟਰੋਸੋਮ
हेटरोट्रोफ,ਹੇਟਰੋਟ੍ਰੋਫ
हेक्साप्लोइड,ਹੇਕਸਾਪਲਾਈਡ
हायबरनेट,ਹਾਈਬਰਨੇਟ
उच्च घनतेची लागवड,ਉੱਚ ਘਣਤਾ ਲਾਉਣਾ
हिल (तांदूळ),ਪਹਾੜੀ (ਚਾਵਲ)
हिस्टोग्राम,ਹਿਸਟੋਗ੍ਰਾਮ
हिटेक फलोत्पादन,ਹਿਟਚ ਬਾਗਬਾਨੀ
पोळे,ਛਪਾਕੀ
होईंग,ਹੋਇਿੰਗ
होल्डिंग,ਹੋਲਡਿੰਗ
होम फार्म,ਘਰ ਫਾਰਮ
होमिओस्टॅसिस,ਹੋਮਸੋਸਟਾਸਿਸ
होमस्टीड,ਹੋਮਸਸਟੇਡ
एकसंधपणा,ਹੋਮਜਿਗੈਨਿਟੀ
एकसंध,ਇਕੋ
होमोलोगस,ਹੋਮੋਗਸ
होमोझीगोटे,ਹੋਮੋਜ਼ੀਗੋਟ
हॉपर,ਹੌਪਰ
होरायझन,ਹਰੀਜੋਨ
बागायती पिके,ਬਾਗਬਾਨੀ ਫਸਲਾਂ
बागायती,ਬਾਗਬਾਨੀ
हॉर्टी-सिल्वी खेडूत शेती,ਹਾਰਟੀ-ਸਿਲਵੀ ਪੇਸਟੋਰਲ ਫਾਰਮਿੰਗ
होस्ट,ਹੋਸਟ
गरम पाण्याचे उपचार,ਗਰਮ ਪਾਣੀ ਦਾ ਇਲਾਜ
हुल,ਹੌਲ
आर्द्रता,ਨਮੀ
बुरशी,Humus
भुंगा,ਭੁੱਕੀ
हस्कर,ਹੁਸਕ
हस्किंग,ਹਸਤਾਖਰ
संकरित,ਹਾਈਬ੍ਰਿਡ
संकरीत,ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ
हायड्रेशन,ਹਾਈਡਰੇਸ਼ਨ
हायड्रोलॉजी,ਹਾਈਡ੍ਰੋਲੋਜੀ
हायड्रोलिसिस,ਹਾਈਡ੍ਰੋਲਾਇਸਿਸ
हायड्रोमीटर,ਹਾਈਡ੍ਰੋਮੀਟਰ
हायड्रोफिलस,ਹਾਈਡ੍ਰੋਫਿਲਸ
हायड्रोपोनिक्स,ਹਾਈਡ੍ਰੋਪੋਨਿਕ
हायड्रोस्फीअर,ਹਾਈਡ੍ਰੋਸਫਾਇਰ
हायड्रोस्कोपीसीटी,ਹਾਈਡ੍ਰੋਸਕੋਪਿਕਿਟੀ
हायपरपॅरासाइट,ਹਾਈਪਰਪਰੇਸਾਈਟ
हायपरप्लासिया,ਹਾਈਪਰਪਲਸੀਆ
हायफा,ਹਾਈਫਾ
हायपोकोटाइल,ਹਾਈਪੋਕੋਟੀਲ
हायपोथेसिस,ਕਲਪਨਾ
हिस्टेरिसिस (पाणी),ਹਿਸਟਰੇਸਿਸ (ਪਾਣੀ)
हेझेल नट,ਹੇਜ਼ਲ ਗਿਰੀ
भांग,ਭੰਗ
हेनबेन,ਹੈਨਬੇਨ
मेंदी,ਮਹਿੰਦਾ
हिबिस्कस,ਹਿਬਿਸਕਸ
हॉप,ਹੌਪ
घोडा हरभरा,ਘੋੜਾ ਗ੍ਰਾਮ
घोडा-डोळा-बीन,ਘੋੜਾ-ਅੱਖ-ਬੀਨ
मधमाशी,ਮਧੂ ਮੱਖੀ
हॉपर,ਹੌਪਰ
बागायती,ਬਾਗਬਾਨੀ
हायड्रोलॉजिस्ट,ਹਾਈਡ੍ਰੋਲੋਜਿਸਟ
सिटू ग्राफ्टिंग मध्ये,ਸਥਿਤੀ ਵਿੱਚ
ग्लासमध्ये,ਵਿਟਰੋ ਵਿੱਚ
व्हिव्हो मध्ये,ਵੀਵੋ ਵਿਚ
अंदाधुंदी,ਅੰਨ੍ਹੇਵਾਹ
कीटक,ਕੀੜੇ
कीटक कीटक,ਕੀੜੇ ਪੈੱਸਟ
कीटक,ਥੀਏਟਰ
कीटकनाशक,ਕੀਟਨਾਸ਼ਕਾਂ
कीटकनाशक,ਕੀਟਨਾਸ਼ਕ
इन्सोलेशन,ਇਨਸੋਲੇਸ਼ਨ
अघुलनशील,ਘੁਲਣਸ਼ੀਲ
इन्स्टार (कीटक),ਇੰਸਟਾਰ (ਕੀੜੇ)
इन्सुलेटर,ਇਨਸੂਲੇਟਰ
एकात्मिक रोग व्यवस्थापन,ਏਕੀਕ੍ਰਿਤ ਬਿਮਾਰੀ ਪ੍ਰਬੰਧਨ
एकात्मिक पोषक व्यवस्थापन,ਏਕੀਕ੍ਰਿਤ ਪੋਸ਼ਕ ਪ੍ਰਬੰਧਨ
एकात्मिक कीटक व्यवस्थापन,ਏਕੀਕ੍ਰਿਤ ਕੀੜੇ ਪ੍ਰਬੰਧਨ
तीव्रता,ਤੀਬਰਤਾ
गहन,ਤੀਬਰ
इंटरपॉप,ਇੰਟਰਕ੍ਰਾਪ
परस्परसंवाद (परस्परसंवाद),ਅੰਤਰਾਲ (ਅੰਤਰਾਲ)
व्याज,ਦਿਲਚਸਪੀ
इंटर्नोड,ਇੰਟਰਨਿਓ
इंटरफेस (सेल विभाग),ਅੰਤਰਾਪਾ (ਸੈੱਲ ਡਿਵੀਜ਼ਨ)
इंटरपोलेशन,ਇੰਟਰਪੋਲੇਸ਼ਨ
आंतर-वृद्ध,ਅੰਤਰ-ਨਿਰਜੀਵ
यादी,ਵਸਤੂ ਸੂਚੀ
उलटा,ਉਲਟਾ
Incocre,ਸ਼ਾਮਲ ਹੋਣਾ ਸ਼ਾਮਲ ਹੈ
आयन,ਆਇਨ
इरिडिएशन,ਇਰੈਡੀਏਸ਼ਨ
सिंचन,ਸਿੰਜਾਈ
आयएसओ les लेल्स,ਆਈਸੋ ਐਲੇਲਸ
आयएसओ उत्पादन वक्र,ISO ਉਤਪਾਦ ਕਰਵ
आयसोबार,ਆਈਸੋਬਾਰ
Isogamy,ਆਈਸੋਗੈਮ
अलगाव अंतर,ਇਕੱਲਤਾ ਦੂਰੀ
आयसोप्लॉइड,ਆਈਸੋਪਲੋਇਡ
आयसोक्वांट,ਇਕੱਲਤਾ
समस्थानिक,ਆਈਸੋਟੋਪ
भारतीय बर्च,ਭਾਰਤੀ ਬੁਰਸ਼
भारतीय निळा पाइन,ਭਾਰਤੀ ਨੀਲਾ ਪਾਈਨ
भारतीय चेरी,ਭਾਰਤੀ ਚੈਰੀ
भारतीय जुनिपर,ਭਾਰਤੀ ਜੂਨੀਪਰ
भारतीय किनो वृक्ष,ਭਾਰਤੀ ਕੀੋ ਟ੍ਰੀ
भारतीय लॉरल ट्री,ਭਾਰਤੀ ਲੜੀ ਦਾ ਰੁੱਖ
भारतीय वेडा,ਇੰਡੀਅਨ ਮੈਡਡਰ
भारतीय मॅडलर,ਇੰਡੀਅਨ ਮੈਡਲਰ
भारतीय पोडो फिलम,ਇੰਡੀਅਨ ਪੋਡੋ ਫਾਈਲਮ
इंडिगो,ਇੰਡੀਗੋ
इटालियन बाजरी,ਇਤਾਲਵੀ ਬਾਦਾ
आयव्हरी ट्री,ਆਈਵਰੀ ਟ੍ਰੀ
आयव्ही गॉर्ड/लिटल लबाडी,Ivy ਗੌਡ / ਛੋਟਾ ਬਾਰੀਰਡ
गूळ,Jaggery
जपोनिका तांदूळ,ਜੌਂਕਾ ਚਾਵਲ
जॅसिड,ਜੱਸੇ
जावानिका तांदूळ,ਜਾਵਾਨਿਕਾ ਰਾਈਸ
जेलिंग,ਜੇਲਿੰਗ
झूम शेती,ਜੇਹਮ ਕਾਸ਼ਤ
जंपिंग जीन,ਜੰਜਾਈ
जंक डीएनए,ਜੰਕ ਡੀ ਐਨ ਏ
किशोर टप्पा,ਜੁਵੇਨਾਈਲ ਪੜਾਅ
जकारांडा,ਜਾਬਾੰਡਾ
फणस,ਜੈਕਫਰੂਟ
जामुन,ਜੰਜਾ
चमेली,ਜੈਸਮੀਨ
जट्टी खट्टी,ਜਤਤੀ ਖਤੀ
जॅट्रोफा,ਜੱਟਟਰੋਫਾ
