Malayalam,Telugu
ജനീകാസ്,జెనోమిక్స్
ജനിതനായ,జన్యురూపం
ജനിതനായ,జన్యురూపం
ജീസ്,జాతి
ജീസ്,జాతి
ബീജം,జెర్మ్
ഗർമ്മിയാകാവസ്ഥ,జెర్మిసైడ్
മുളച്ച്,అంకురోత్పత్తి
ജെർംപ്ലാസം,జెర్మ్ప్లాజమ్
ഗിബ്ബെരെല്ലിക് ആസിഡ്,గిబ్బెరెల్లిక్ ఆమ్లం
ജിന്നിംഗ്,జిన్నింగ్
ഭയം,గ్లూమ్
കുഴഞ്ഞ,గ్లూటినస్
ഗ്ലൈക്കോളിസിസ്,గ్లైకోలిసిస్
ഗ്നസ്,గ్నిస్
സുവർണ്ണ വിപ്ലവം,గోల్డెన్ రివల్యూషన్
ഗ്രേഡിംഗ്,గ్రేడింగ్
ഒട്ടിച്ച പ്ലാന്റ്,అంటు వేసిన మొక్క
ഗ്രാഫ്റ്റ്-പൊരുത്തപ്പെടുന്നില്ല,అంటుకట్టుట-అపజయం
ഗ്രന്ന,గ్రన్నా
കൃതം,గ్రాన్యులేషన్
പച്ച വളം,ఆకుపచ్చ ఎరువు
ഹരിത വിപ്ലവം,హరిత విప్లవం
വളർച്ചയും വികസനവും,పెరుగుదల మరియు అభివృద్ధి
ഗംമോസിസ്,గుమ్మోసిస్
ഗൈനോഡിയോസിയസ്,గైనోడియోసియస్
പിത്തസഞ്ചി,పిత్తాశయ గింజ
വെളുത്തുള്ളി,వెల్లుల్లి
ഗെർബെറ,గెర్బెరా
ഗെർക്ക്,గెర్కిన్
ഇഞ്ചിര്,అల్లం
ഗ്ലാഡിയോലസ്,గ్లాడియోలస్
ആട് കള (ഏജററ്റം),మేక కలుపు (అగెరాటమ్)
ചെറുമധുരനാരങ്ങ,ద్రాక్షపండు
മുന്തിരി,ద్రాక్ష
ചെറുപയർ,ఆకుపచ్చ గ్రామ్
ഗ്രാമവകാശ,గ్రెవియా
നിലക്കടല,వేరుశనగ
പേര,గువా
ഗ്വിനിയ പുല്ല്,గినియా గడ్డి
പിത്തസഞ്ചി,పిత్తాశయ మిడ్జ్
പുല്ല് ഹോപ്പർ,గడ్డి హాప్పర్
ഗുണ്ടി ബഗ്,గుండీ బగ్
ശീലം,అలవాటు
ആഹാനം,వడగళ్ళు
ഹെയിവിവിച്ച്,హెయిరీ వెచ్
ഹാലോഫൈറ്റ്,హలోఫైట్
ഹാരോ,హారో
വിളവെടുപ്പ് സൂചിക,హార్వెస్ట్ ఇండెక్స్
വിളവ്,హార్వెస్ట్
വിളവെടുപ്പ്,హార్వెస్టింగ్
കിളിവാതില്,హాచ్
വയ്ക്കോല്,హే
ഭേഹം,హేలేజ్
ആഞ്ഞടിക്കല്,హేస్టాక్
മൂടല്മഞ്ഞ്,పొగమంచు
മഞ്ഞ്മൂടിയ,మబ్బుగా
തല (അഗ്രോ),తల (అగ్రో)
തല (ചാനലിന്റെ),తల (ఛానెల్ యొక్క)
തിരികെ തലക്കെട്ട്,వెనుకకు వెళుతుంది
കുറ്റിച്ചെടി,హెడ్జ్
ഹെഡ്ജിംഗ്,హెడ్జింగ్
ഹെലിക്സ്,హెలిక్స్
ഹെമറ്റൈറ്റ്,హెమటైట్
സസം,హెర్బ్
ഹെരിബറിയം,హెర్బేరియం
കളനാശിനി,హెర్బిసైడ్
വംശപാരന്വരം,వంశపారంపర్యత
പാരപാനം,మతవిశ్వాశాల
ഹെർമാഫ്രോഡൈറ്റ്,హెర్మాఫ్రోడైట్
ഹെട്രോക്രോമാറ്റിക്,హెటెరోక్రోమటిక్
ഹെറ്ററേഷൻലൈസേഷൻ,హెటెరోఫెర్టిలైజేషన్
അറ്റത്തേക്കും,హెటెరోసిస్
ഹെറ്ററോസോം,హెటెరోసోమ్
ഹെറോട്രോഫ്,హెటెరోట్రోఫ్
ഹെക്സാപ്ലോയിഡ്,హెక్సాప్లాయిడ్
ഹൈബർനേറ്റ്,హైబర్నేట్
ഉയർന്ന സാന്ദ്രത നടീൽ,అధిక సాంద్రతగల నాటడం
ഹിൽ (അരി),కొండ (బియ్యం)
ഹിസ്റ്റോഗ്രാം,హిస్టోగ్రాం
ഹൈക്ക് ഹോർട്ടികൾച്ചർ,హిటెక్ హార్టికల్చర్
കൂട്,అందులో నివశించే తేనెటీగలు
ഹോയിംഗ്,హూయింగ్
പിടിക്കുക,పట్టుకొని
ഹോം ഫാം,హోమ్ ఫామ్
ഹോമോസ്റ്റാസിസ്,హోమియోస్టాసిస్
ഹോംസ്റ്റേഡ്,హోమ్‌స్టెడ్
ഏകതാന,సజాతీయత
ഏകതാനമായ,సజాతీయ
ഹോമോനോഗസ്,హోమోలోగస్
ഹോമോസിഗോട്ട്,హోమోజైగోట్
ഹോപ്പർ,హాప్పర్
ചക്രവാളം,హోరిజోన్
ഹോർട്ടികൾച്ചറൽ വിളകൾ,ఉద్యాన పంటలు
ഹോർട്ടികൾച്ചർ,హార్టికల్చర్
ഹോർട്ടി-സിൽവി ഇടയശ്ത്ഠിംഗ്,హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్
ആതിഥേയന്,హోస్ట్
ചൂടുവെള്ള ചികിത്സ,వేడి నీటి చికిత్స
തൊണ്ട്,హల్
ഈർപ്പം,తేమ
ഹ്യൂമസ്,హ్యూమస్
തൊലി,హస్క్
തൊലി,హస్కర్
ഹസ്കിംഗ്,హస్కింగ్
ഹൈബ്രിഡ്,హైబ్రిడ్
ജലവൈദമാക്കല്,హైబ్రిడైజేషన్
ജലാംശം,ఆర్ద్రీకరణ
ജലവൈകരണം,హైడ్రాలజీ
ജലവിശ്ലേഷണം,జలవిశ్లేషణ
ഹൈഡ്രെയിൻ,హైడ్రోమీటర్
ഹൈഡ്രോഫിലസ്,హైడ్రోఫిలస్
ഹൈഡ്രോപോണിക്സ്,హైడ్రోపోనిక్స్
ഹൈഡ്രോഫിയർ,హైడ్రోస్పియర్
ഹൈഡ്രോസ്കോപ്പിറ്റി,జలవిద్యుత్
ഹൈപ്പർപാരാസറ്റ്,హైపర్‌పారాసైట్
ഹൈപ്പർപ്ലാസിയ,హైపర్‌ప్లాసియా
എസ്യ്പ്പ്,హైఫా
ഹൈപ്പോകോട്ടൈൽ,హైపోకోటైల్
അനുമാനസം,పరికల్పన
ഹിസ്റ്റെറിസിസ് (വെള്ളം),గర్భసంచి
ഹാസൽ നട്ട്,హాజెల్ గింజ
ചെതാവ്,జనపనార
ഹെൻബെയ്ൻ,హెన్‌బేన్
ഹെന്ന,హెన్నా
ചെമ്പരുത്തി,మందార
ചാട്ടം,హాప్
കുതിര ഗ്രാം,ఉలవలు
കുതിര-കണ്ണ്-ബീൻ,గుర్రం-కంటి-బీన్
തേനീച്ച,తేనెటీగ
ഹോപ്പർ,హాప్పర్
ഹോർട്ടികൾച്ചറിസ്റ്റ്,హార్టికల్చర్
ജലശാസ്ത്രജ്ഞൻ,హైడ్రాలజిస్ట్
സിറ്റു ഒട്ടിക്കൽ,సిటు అంటుకట్టుటలో
വിട്രോയിൽ,విట్రోలో
വിവോയിൽ,వివో లో
വിവേചനരഹിതമായ,విచక్షణారహితం
പുഴു,పురుగు
പ്രാണികളുടെ കീടങ്ങൾ,పురుగుల తెగులు
കീസദമായ,పురుగు
കീടനാശിനി,పురుగుమందు
കീടനാശിനി,పురుగుమందు
ധിക്കാരി,ఇన్సోలేషన్
പുള്ളിപ്പുഴ,కరగని
ഇൻസ്റ്റാർ (പ്രാണികൾ),నాడులు
സുഖാനുസൃതം,ఇన్సులేటర్
സംയോജിത രോഗ പരിപാലനം,ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్
സംയോജിത പോഷക മാനേജുമെന്റ്,ఇంటిగ్రేటెడ్ పోషక నిర్వహణ
സംയോജിത കീടങ്ങളെ പരിപാലനം,ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్
തീവ്രവാദം,తీవ్రత
തീവമായ,ఇంటెన్సివ్
ആലോചിക്കുക,ఇంటర్‌క్రాప్
ഇന്റർ ദുഷ്പീകരണം (ഇന്റർ കൾട്ട്),(పరస్పర కల్చే
പലിശ,వడ్డీ
ഇന്റനോഡ്,ఇంటర్నోడ్
ഇന്റർഫേസ് (സെൽ ഡിവിഷൻ),కణ విభజన
ഇന്റർപോളേഷൻ,ఇంటర్‌పోలేషన్
ഇന്റർ-അണുവിമുക്തമാണ്,ఇంటర్-స్టెరైల్
സാധനങ്ങൾ,జాబితా
വിപരീതം,విలోమం
ഇവന്റോക്രെ,Insucre
യൻകിട,అయాన్
വികിരണം,వికిరణం
ജലസേചനം,నీటిపారుదల
ഐഎസ്ഒ അല്ലെലുകൾ,ISO యుగ్మ వికల్పాలు
ഐഎസ്ഒ ഉൽപ്പന്ന വക്രത,ISO ఉత్పత్తి వక్రత
ഐസോബാർ,ఐసోబార్
ഇസോഗമി,ఐసోగామి
ഒറ്റപ്പെടൽ ദൂരം,ఐసోలేషన్ దూరం
ഐസോപ്ലോയിഡ്,ఐసోప్లాయిడ్
ഐസ്കോംകാന്റ്,ఐసోక్వాంట్
ഐസോടോപ്പ്,ఐసోటోప్
ഇന്ത്യൻ ബിർച്ച്,ఇండియన్ బిర్చ్
ഇന്ത്യൻ നീല പൈൻ,ఇండియన్ బ్లూ పైన్
ഇന്ത്യൻ ചെറി,భారతీయ చెర్రీ
ഇന്ത്യൻ ജുനൈപ്പർ,భారతీయ జునిపెర్
ഇന്ത്യൻ കിനോ മരം,భారతీయ కినో చెట్టు
ഇന്ത്യൻ ലായറൽ ട്രീ,భారతీయ లారల్ చెట్టు
ഇന്ത്യൻ ഭ്രാന്തൻ,భారతీయ పిచ్చి
ഇന്ത്യൻ മാഡ്ലർ,ఇండియన్ మాడ్లర్
ഇന്ത്യൻ പോഡോ ഫൈലം,ఇండియన్ పోడో ఫైలం
ഇൻഡിഗോ,ఇండిగో
ഇറ്റാലിയൻ മില്ലറ്റ്,ఇటాలియన్ మిల్లెట్
ആനക്കൊമ്പ് വൃക്ഷം,ఐవరీ ట్రీ
ഐവി പൊറോട്ട / ലിറ്റിൽ പൊറോട്ട,ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ
മന്ദബുദ്ധി,బెల్లం
ജാപോണിക്ക അരി,జపోనికా రైస్
ജാസിദ്,జాసిద్
ജാവാനിക്ക അരി,జవానికా రైస్
ജെല്ലിംഗ്,జెల్లింగ్
Jum കൃഷി,H ుమ్ సాగు
ചാടുന്ന ജീൻ,జంపింగ్ జన్యువు
ജങ്ക് ഡിഎൻഎ,జంక్ DNA
ജുവനൈൽ ഘട്ടം,బాల్య దశ
ജസറന്ദ,జాకరంద
ചക്ക,జాక్‌ఫ్రూట్
മുൻ,జామున్
ജാസ്മിൻ,జాస్మిన్
ജട്ടി ഖട്ടി,జట్టి ఖట్టి
ജാട്ട്രോഫ,జాట్రోఫా
ചണം,జనపనార
ജാസിഡുകൾ,జాసిడ్స్
കയോലിൻ,కయోలిన్
Koolianite,KAOLINITE
Koolianite,KAOLINITE
കര്യൻചേരിമ,కారింగైమా
കരോഡെസ്മ,కారియోడెస్మా
കാരിയോബാമി,కార్యోగామి
കാറിഗ്രാം (IDiOGRAM),కర్ణభ్యాసనము
കാരിയോകിനിസ്,కారియోకినిసిస్
കരിയോളജി,కార్యాలజీ
കരോലിസിസ്,కారియోలిసిస్
കറിയോൺ,కారియన్
കാരിരിയോടൈ,కార్యోటైప్
കെൽപ് (ആൽഗ),అల్గ
കെൽവിൻ സൈക്കിൾ,కెల్విన్ సైకిల్
കെരാറ്റിൻ,కెరాటిన్
കേർണൽ,కెర్నల్
ഖൈറ രോഗം,ఖైరా వ్యాధి
ഖാരിഫ്,ఖరీఫ్
കളിയാക്കാനുള്ള,తమాషా
കിടോചോർ,కైనెటోచోర్
അടുക്കളത്തോട്ടം,వంటగది తోట
ക്ലീൻഫിൽട്ടർ സിൻഡ്രോം,క్లీన్ఫిల్టర్ సిండ్రోమ్
KLENOV ശകലം,Klenow భాగం
നോട്ടിയ,ముడి
കൊച്ചിന്റെ പേര്,కోచ్ యొక్క పోస్టులేట్
കോപ്പേഴ്സ് ക്ലാസിഫിക്കേഷൻ (കാലാവസ്ഥ),కొరిమి
ക്രെസ് സൈക്കിൾ,క్రెబ్స్ చక్రం
കുട്ടി,కుర్టోసిస్
കെവികെ (കൃഷി വിജ്ഞൻ കേന്ദ്ര),KVK
കടാം,కడమ్
കലെ,కాలే
കന്മാർ പുല്ല്,కాన్స్ గడ్డి
കരുണാന്ത,కరోండా
"കിഡ്നി ബീൻ, രാജ്മ","కిడ్నీ బీన్, రాజ్మా"
Kiwifriuut,కివిఫ్రియుట్
നോൾ ഖോൾ,నోల్ ఖోల్
കോടംമ്പുലി,కోడాంపులి
കൊഡോ മില്ലറ്റ്,కోడో మిల్లెట్
കോകം വെണ്ണ ട്രീ (മംഗോസ്റ്റിൻ),కోకామ్ బటర్ ట్రీ (మాంగోస్టీన్)
ഖപ്പുര വണ്ട്,ఖాప్రా బీటిల్
L.D.50 (മാരകമായ ഡോസ് 50),L.D.50 (ప్రాణాంతక మోతాదు 50)
ലംബമായി,ల్యాబ్ టు ల్యాండ్
മൗലിപ്പ്,లేబుల్
തൊഴിലാളി,శ్రమ
ലാക് ഓപ്പറൺ മോഡൽ,లాక్ ఒపెరాన్ మోడల్
മുലയൂട്ടൽ,చనుబాలివ్వడం
ലാക്ടാനെനിക് ഹോർമോൺ (പ്രോലാക്റ്റിൻ),క్షీరసమూరం
ലാക്ടോസ്,లాక్టోస్
ലഗ്ഗുചെയ്യുന്ന സ്ട്രോണ്ട്,లాగింగ్ స్ట్రాండ్
ലാംഡ ക്ലോണിംഗ് വെക്റ്റർ,లాంబ్డా క్లోనింగ్ వెక్టర్
ലാമർ എയർ ഫ്ലോ,లామినార్ గాలి ప్రవాహం
ലാമ്പ് ബ്രഷ് ക്രോമസോം,దీపం బ్రష్ క్రోమోజోమ్
നിലം,భూమి
ലാൻഡ് ക്യാപിറ്റബിലിറ്റി വർഗ്ഗീകരണം,భూమి సామర్థ్య వర్గీకరణ
ലാൻഡ് ക്യാപിറ്റബിലിറ്റി മാപ്പ്,భూమి సామర్థ్య పటం
ഭൂമി അപകടം,భూమి క్షీణత
ഭൂമി തുല്യമായ അനുപാതം,భూమి సమాన నిష్పత్తి
ഭൂമി നില,ల్యాండ్ లెవలింగ్
ഭൂമി വീണ്ടെടുക്കൽ,భూమి పునరుద్ధరణ
ലാൻഡ്സ്കേപ്പിംഗ്,ల్యాండ్ స్కేపింగ్
ലാൻഡ് അനുയോജ്യത,భూమి అనుకూలత
ഭൂവിനിയോഗ രീതി,భూ వినియోగ విధానం
ലങ്കാൻഹാൻ സെല്ലുകൾ,లాంగర్‌హాన్స్ కణాలు
കാലഹരണപ്പെടൽ നിരക്ക്,లోపం రేటు
ലാർവ,లార్వా
ലേറ്റേഷന്,జాప్యం
ലെഡ് വ്യൂ,గుప్త
ഒളിഞ്ഞിരിക്കുന്ന അണുബാധ,గుప్త సంక్రమణ
ലാറ്ററൽ,పార్శ్వ
ലാറ്ററൈറ്റ് മണ്ണ്,లాటరైట్ నేలలు
ലാത്ക്സ്,రబ్బరు పాలు
നാതിരിവാദം,లాథరిజం
ലാറ്റിൻ സ്ക്വയർ ഡിസൈൻ (എൽഎസ്ഡി),లాటిన్ స్క్వేర్ డిజైన్ (ఎల్‌ఎస్‌డి)
ലാറ്റിസ്,లాటిస్
കവർന പ്രയോജനത്തിന്റെ നിയമം,కంపన ప్రయోజనం యొక్క చట్టం
നിരന്തരമായ വരുമാനത്തിന്റെ നിയമം,స్థిరమైన రాబడి యొక్క చట్టం
വരുമാനം കുറയ്ക്കുന്നതിനുള്ള നിയമം,రాబడిని తగ్గించే చట్టం
വർദ്ധനവ് വർദ്ധിപ്പിക്കാനുള്ള നിയമം,పెరుగుతున్న చట్టం
പരിമിതപ്പെടുത്തുന്ന രീതി,కారకాలు పరిమితం చేసే చట్టం
കുറഞ്ഞത് നിയമം,కనీస చట్టం
പകരക്കാരന്റെ നിയമം,ప్రత్యామ్నాయ చట్టం
വേരിയബിൾ അനുപാതങ്ങളുടെ നിയമം,వేరియబుల్ నిష్పత్తుల చట్టం
അടുക്ക്,పొర
കെട്ടിടത്തിന്റെ പ്ളാന്,లేఅవుట్
അയതലിക്കുക,లీచేట్
ലീച്ചിംഗ് കാര്യക്ഷമത,లీచింగ్ సామర్థ్యం
ലീച്ച് ആവശ്യകത,లీచింగ్ అవసరం
മുൻനിര സ്ട്രാന്റ്,ప్రముఖ స్ట్రాండ్
ഇല വിസ്തൃതി ദൈർഘ്യം,ఆకు ప్రాంతం వ్యవధి
ഇല ഏരിയ സൂചിക,ఆకు ప్రాంత సూచిక
ഇല ഏരിയ അനുപാതം,ఆకు ప్రాంత నిష్పత్తి
ഇല ഖനിത്തൊഴിലാളി,ఆకు మైనర్
ഇല പരിശോധന,ఆకు పరీక్ష
ഇല,ఆకు
ലഘുലേഖ,కరపత్రం
പാട്ടം,లీజు
പയർവർഗ്ഗ,చిక్కుళ్ళు
ലീസ - (കുറഞ്ഞ energy ർജ്ജ ഇൻപുട്ട് സുസ്ഥിര കാർഷിക മേഖല),లీసా - (తక్కువ శక్తి ఇన్పుట్ స్థిరమైన వ్యవసాయం)
പന്നികം,లెంటిసెల్
ലെന്റോ കാപ്പിലറി പോയിന്റ്,లెంటో క్యాపిల్లరీ పాయింట్
ലെപ്റ്റോണിമ,లెప్టోనెమా
ലെപ്റ്റോസ്പിറോസിസ്,లెప్టోస్పిరోసిస్
ലെറോ-മോർഫിക്,లెరో-మార్ఫిక్
നിഖേഭം,గాయం
മാരകമായ മ്യൂട്ടേഷൻ,ప్రాణాంతక మ్యుటేషన్
ല്യൂക്കോപ്ലാസ്റ്റ്,ల్యూకోప్లాస్ట్
ലെവൽ ടെറസ്,స్థాయి టెర్రేస్
ലെവൽക്കാരൻ (ലെവലിയർ),లెవెలర్
(ഭൂമിയുടെ) ലെവലിംഗ്,స్థాయి స్థాయికిట
കള്ള കൃഷി,లే వ్యవసాయం
കുറഞ്ഞത് ലിബിഗിന്റെ നിയമം,లైబిగ్ యొక్క కనీస చట్టం
ഉപക്കുറിത,లిగేషన్
നേരിയ നഷ്ടപരിഹാര പോയിന്റ്,తేలికపాటి పరిహారం పాయింట్
ലൈറ്റ് സാച്ചുറേഷൻ തീവ്രത,కాంతి సంతృప్త తీవ్రత
ലൈറ്റ് ട്രാൻസ്മിഷൻ അനുപാതം,కాంతి ప్రసార నిష్పత్తి
നേരിയ കെണി,లైట్ ట్రాప్
പരിമിതമാണ്,పరిమితి
പരിമിതപ്പെടുത്താതെ,పరిమితి
പരിമിതപ്പെടുത്തുന്ന ഘടകം,పరిమితం చేసే కారకం
ലിമോണൈറ്റ്,లిమోనైట్
നിര,లైన్
ലീനിയർ പ്രതികരണം,సరళ ప్రతిస్పందన
ലിങ്ക്,అనుసంధానం
ലിങ്കേജ് ഗ്രൂപ്പ്,అనుసంధాన సమూహం
ലിങ്കറുകാരന്,లింకర్
ലിന്റ് സൂചിക,లింట్ ఇండెక్స్
ലിന്ററുകൾ,Linters
ലിപിഡ്,లిపిడ్
ലിപ്പോളിസിസ്,లిపోలిసిస్
ലിക്വിക്റ്റേഷൻ,లిక్విడేషన్
തലക്കെട്ട്,లిస్టర్
തലക്കെട്ട്,లిస్టర్
ലിസ്റ്റിംഗ്,జాబితా
ലിത്തോസ്ഫിയർ,లిథోస్పియర్
ലിറ്റർ,లిట్టర్
തത്സമയ പുതപങ്ങൾ,లైవ్ మల్చెస్
ലിവർവാർട്ട്,లివర్‌వోర్ట్
കന്നുകാലി,పశువులు
പ്രാദേശിക നിയന്ത്രണം,స్థానిక నియంత్రణ
ലോക്കസ്,లోకస్
വെട്ടുക,మిడుత
താമസം (വിള താമസസ്ഥലം),బస (పంట బస)
ലോഡിക്കുയേറ്റ്,లోడిక్యూల్
ലോയസ്സുള്ള,Wheess
ലോഗർട്ടിമിക് പരിവർത്തനം,లోగార్తిమిక్ పరివర్తన
ദീർഘനാളത്തിന്റെ ചെടി,లాంగ్ - డే మొక్క
നീണ്ട തരംഗ വികിരണം,లాంగ్ వేవ్ రేడియేషన్
ലൂപ്പ്,లూప్
ലോപ്പിംഗ്,లాపింగ్
ചപ്പുചവറുകള്,కలప
ലക്സ്,లక్స్
ആഡംബര ഉപഭോഗം (പോഷകരീതി),లగ్జరీ వినియోగం (పోషకం)
ആഡംബര ജീനുകൾ,లగ్జరీ జన్యువులు
ലൈക്കോപീൻ,లైకోపీన్
ലിംഫ്,శోషరస
ലിസിമീറ്റർ,లైసిమీటర్
സെല്ലിന്റെ ലിസിസ്,సెల్ యొక్క లైసిస్
ലിസോഗനി,లైసోజెని
ലിസോസോം,లైసోజోమ్
ലൈസോസിം,లైసోజైమ్
ലാക് ട്രീ,లాక్ ట్రీ
ലാക്കി,లక్ష
"ലേഡിയുടെ വിരൽ, ഒക്ര","లేడీ ఫింగర్, ఓక్రా"
ഭൂമി കൽപ്ട്രോപ്പുകൾ,భూమి కాల్‌ట్రోప్‌లు
ലാന്താന,లాంటానా
ലതിറിൽ,లాథైరస్
വെളുത്തുള്ളി,లీక్
നാരങ്ങ പുല്ല്,నిమ్మ గడ్డి
നാരങ്ങ,నిమ్మకాయ
പന്തു,కాయధాన్యం
താഴ്ന്ന,లెక్వోరిస్
ലെറ്റസ്,పాలకూర
താമസം,లిల్లీ
നാരങ്ങ,సున్నం
യന്തമായി,లిన్సీడ్
Litki,లిట్చి
ചെറിയ മില്ലറ്റ്,సామలు
നീളമുള്ള തണ്ണിമത്തൻ,పొడవైన పుచ్చకాయ
നീളമുള്ള കുരുമുളക്,పొడవైన మిరియాలు
ലോക്വാട്ട്,లోక్వాట్
താമര,లోటస్
മങ്ങിയത്,లార్సెర్న్
ലാക്കി പ്രാണികൾ,లాక్ క్రిమి
ലേഡി പക്ഷി വണ്ട്,లేడీ బర్డ్ బీటిల్
ഇല ഖനിത്തൊഴിലാളി,ఆకు మైనర్
ഇല റോളർ,ఆకు రోలర్
ഇല വെബ്ബർ,ఆకు వెబ్బర్
വെട്ടുക,మిడుత
മാക്രോ പരിണാമം,స్థూల పరిణామం
മാക്രോക്ലൈമേറ്റ്,మాక్రోక్లైమేట్
മാക്രോമോലോൾകൾ,స్థూల కణాలు
മാക്രോമുട്ടേഷൻ,స్థూల
മാക്രോണിറ്ററി,మాక్రోన్యూట్రియంట్
മാക്രോപോളർ,మాక్రోపోర్స్
പുഴു,మాగ్గోట్
മഗ്മ,మాగ్మా
മഗ്ത്രിയ,మెగ్నీషియా
മഗ്നീഷ്യം,మెగ్నీషియం
കാന്തികശരീരം,మాగ్నెటిక్ స్టిరర్
തീവ്രത,పరిమాణం
മഹുവ കേക്ക്,మహువా కేక్
പരിപാലകൻ,మెయింటెనర్ లైన్
പരിപാലനം,నిర్వహణ
ചോളം ഷെല്ലർ,మొక్కజొన్న షెల్లర్
ആൺകുല്യം,మగ శుభ్రత
വൈകല്യങ്ങള്,వైకల్యం
മലിതം,ప్రాణాంతకత
പോഷകാഹാരക്കുറവ്,పోషకాహార లోపం
ദുരുപയോഗം,దుర్వినియోగం
മാലിംഗ്,మాల్టింగ్
പുൽത്തൊട്ടി,మాంగర్
കണ്ടൽക്കാരൻ,మడ అడవులు
ഗാനംമീറ്റര്,మనోమీటర్
ഗാനംമീറ്റര്,మనోమీటర్
മാന്തിസ (ലോഗരിതം),మాంటిస్సా (లోగారిథం యొక్క)
വളം,ఎరువు
വളം,ఎరువు
അരികിലുള്ള,ఉపాంత
നാമമാത്രമായ ചിലവ്,ఉపాంత వ్యయం
നാമമാത്ര ഭൂമി,ఉపాంత భూమి
നാമമാത്ര ഉൽപ്പന്നം,ఉపాంత ఉత్పత్తి
നാമമാത്രമായ തിരിച്ചുവരവ്,ఉపాంత రాబడి
സമുധായം,మెరైన్
മാർക്കർ (ജനിതക),గుర్తు
ചന്ത,సంత
വിപണനീയമായ,విక్రయించదగినది
വിപണന മിച്ചം,విక్రయించదగిన మిగులు
മാർക്കറ്റുചെയ്ത മിച്ചം,మార్కెట్ మిగులు
മാർക്കറ്റിംഗ്,మార్కెటింగ్
ചതുപ്പുനിലം,మార్ష్
കൂട്ട ഒഴുക്ക്,ద్రవ్యరాశి ప్రవాహం
മാസ് തിരഞ്ഞെടുക്കൽ,సామూహిక ఎంపిక
മാസ്-സ്പെക്ട്രോമീറ്റർ,మాస్-స్పెక్ట్రోమీటర్
കപ്പല്പായ്മരം,మాస్ట్
മാതൃ അനന്തരാവകാശം,తల్లి వారసత్వం
ഇണചേരൽ,సంభోగం
ട്രിക് സാധ്യത,మెట్రిక్ సంభావ్యత
പമേയൽ,పరిపక్వత
മെച്യൂരിറ്റി (വിള),పరిపక్వత (పంట)
ലഭ്യമായ പരമാവധി വെള്ളം,గరిష్టంగా అందుబాటులో ఉన్న నీరు
പരമാവധി ക്രോപ്പിംഗ്,గరిష్ట పంట
പരമാവധി ശേഷിക്കുന്ന പരിധി,గరిష్ట అవశేష పరిమితి
പരമാവധി സുസ്ഥിര വിളവ്,గరిష్ట స్థిరమైన దిగుబడి
പരമാവധി തെർമോമീറ്റർ,గరిష్ట థర్మామీటర్
പരമാവധി വാട്ടർ ഹോൾഡിംഗ് ശേഷി,గరిష్ట నీటి హోల్డింగ్ సామర్థ్యం
പുൽമേടുകളുടെ ആലോക്കങ്ങൾ,మేడో ఆర్చర్డింగ్
Mely,మీలీ
ശരാശരി വ്യതിയാനം,సగటు విచలనం
ശരാശരി ജീവിതം (ന്യൂക്ലിയർ),సగటు జీవితం (అణు)
സമുദ്രനിരപ്പ്,సముద్ర మట్టం సగటు
ശരാശരി ചതുരം,చదరపు అర్థం
അളക്കുക,కొలత
അളവ്,కొలత
യന്തസംബന്ധമായ,యాంత్రిక
മെക്കാനിക്കൽ വിശകലനം (മണ്ണ്),యాంత్రిక విశ్లేషణ
മെക്കാനിക്കൽ ഇൻട്രക്ഷൻ,యాంత్రిక ఇంపెడెన్స్
യന്ത്രവൽകൃത കൃഷി,యాంత్రిక వ్యవసాయం
ശരാശരി,మధ్యస్థ
Medic ഷധ സസ്യമാണ്,Plant షధ మొక్క
മെഡിറ്ററേനിയൻ കാലാവസ്ഥ,మధ్యధరా వాతావరణం
മെഗാഗമെറ്റോജെനിസിസ്,మెగాగామెటోజెనిసిస్
മെഗാസ്പോംഗീരിയ,మెగాస్పోరంగియా
മെഗാസ്പോർ (മാക്രോസ്കൂർഡ്),మహశితుడు
മെഗാസ്പോജനെസിസ്,మెగాస్పోరోజెనిసిస్
മെയോസിസ്,మియోసిస్
മെലോ മണ്ണാണ്,మెలో నేల
ഡിഎൻഎ ഉരുകുന്നു,DNA యొక్క ద్రవీభవన
മെംബ്രൺ ഫിൽട്ടർ,మెంబ్రేన్ ఫిల్టర్
മെൻഡലിയൻ അനന്തരാവകാശം,మెండెలియన్ వారసత్వం
മെൻഡലിസം,మెండెలిజం
മെൻഡലിന്റെ അനന്തരാവകാശ നിയമം,మెండెల్ యొక్క వారసత్వ చట్టం
വാപാരച്ചരക്കുകള്,సరుకుల
മെർക്കുറി,మెర్క్యురీ
കരുതലുള്ളത്,మెరిస్టెమ్
മെസ്യൂക്ലിമേറ്റ്,మెసోక్లిమేట్
മഷോഡെർം,మీసోడెర్మ్
മെസോഫിൽ,మెసోఫిల్
മെസോഫൈറ്റ്,మెసోఫైట్
മെസോ-സുഷിരങ്ങൾ,మీసో-పోర్స్
മെസോസ്ഫിയർ,మెసోస్పియర్
മെസഞ്ചർ ആർഎൻഎ (എം-ആർഎൻഎ),దూత
പരിണാമം,జీవక్రియ
