Odiya,Malayalam
"1. ଡାଟା ଆରେ, 2 ଡାଟା ଆରେ","1.ഡാറ്റ അറേ, 2. ഡാറ്റ അറേ"
"1. ଡାଟା-ଆଧାର, 2. ଡାଟାବେସ୍ |","1.ഡാറ്റ-ബേസ്, 2.ഡാറ്റാബേസ്"
ତଥ୍ୟ ଖଣ୍ଡ,ഡാറ്റ വിഘടനം
"1. ଡାଟା ବସ୍, 2. ଡାଟା ବସ୍ |","1. ഡാറ്റ ബസ്, 2. ഡാറ്റ ബസ്"
"1. ଡାଟା ବାହକ, 2. ଡାଟା ବାହକ |","1.ഡാറ്റ കാരിയർ, 2.ഡാറ്റ കാരിയർ"
ଡାଟା ସେଲ୍ |,ഡാറ്റ സെൽ
"1. ଡାଟା ସିଷ୍ଟମ୍, 2. ଡାଟା ଚ୍ୟାନେଲ୍ |","1.ഡാറ്റ സിസ്റ്റം, 2.ഡാറ്റ ചാനൽ"
ତଥ୍ୟ ଯୋଗାଯୋଗ |,ഡാറ്റ ആശയവിനിമയം
"1. ଡାଟା ସଙ୍କୋଚନ, 2. ଡାଟା ସଙ୍କୋଚନ |","1.ഡാറ്റ കംപ്രഷൻ, 2.ഡാറ്റ കംപ്രഷൻ"
ଡାଟା ଫିଲ୍ଡ |,ഡാറ്റ ഫീൽഡ്
ଡାଟା ଫାଇଲ୍ |,ഡാറ്റ ഫയൽ
"1. ଡାଟା ଫ୍ଲୋ, 2. ଡାଟା ଫ୍ଲୋ |","1. ഡാറ്റ ഫ്ലോ, 2. ഡാറ്റ ഫ്ലോ"
"1. ଡାଟା ଫ୍ଲୋଚାର୍ଟ, 2. ଚାର୍ଟ","1.ഡാറ്റ ഫ്ലോചാർട്ട്, 2.ചാർട്ട്"
ଡାଟା କ୍ରମ,ഡാറ്റ ശ്രേണി
ତଥ୍ୟ ସ୍ତର,ഡാറ്റ ലെവൽ
"1. ଡାଟା ସଂଗ୍ରହ, 2. ଡାଟା ଲାଇବ୍ରେରୀ |","1.ഡാറ്റ കളക്ഷൻ, 2.ഡാറ്റ ലൈബ്രറി"
ଡାଟା ଲିଙ୍କ୍ ସ୍ତର |,ഡാറ്റ ലിങ്ക് ലെയർ
ଡାଟା ଲିଙ୍କ୍ ସ୍ତର (DLL),ഡാറ്റ ലിങ്ക് ലെയർ (DLL)
"1. ଡାଟା ପରିଚାଳନା, 2. ଡାଟା ପରିଚାଳନା","1.ഡാറ്റ മാനേജ്മെന്റ്, 2.ഡാറ്റ മാനേജ്മെന്റ്"
"1. ଡାଟା ଗଣନା, 2. ଡାଟା ଗଣନା |","1.ഡാറ്റ കണക്കുകൂട്ടൽ, 2. ഡാറ്റ കണക്കുകൂട്ടൽ"
ଡାଟା ପ୍ରକ୍ରିୟାକରଣ ଭାଷା (DML),ഡാറ്റ പ്രോസസ്സിംഗ് ലാംഗ്വേജ് (DML)
ଡାଟା ମୋଡେମ୍ ଡାଟା ମୋଡେମ୍ |,ഡാറ്റ മോഡം ഡാറ്റ മോഡം
"1. ଡାଟା ସଂଶୋଧନ, 2. ଡାଟା ସଂଶୋଧନ |","1.ഡാറ്റ മോഡിഫിക്കേഷൻ, 2.ഡാറ്റ മോഡിഫിക്കേഷൻ"
"1. ଡାଟା ନେଟୱାର୍କ, 2. ଡାଟା ନେଟୱାର୍କ |","1.ഡാറ്റ നെറ്റ്‌വർക്ക്, 2.ഡാറ്റ നെറ്റ്‌വർക്ക്"
"1. ଡାଟା ଅପରେସନ୍, 2. ଡାଟା ଅପରେସନ୍ |","1.ഡാറ്റ ഓപ്പറേഷൻ, 2.ഡാറ്റ ഓപ്പറേഷൻ"
"1. ଡାଟା ସଂଗଠନ, 2 ତଥ୍ୟ ସଂଗଠନ","1.ഡാറ്റ ഓർഗനൈസേഷനുകൾ, 2. ഡാറ്റ ഓർഗനൈസേഷൻ"
"1. ଡାଟା ଆଉଟପୁଟ୍, 2. ଡାଟା ଆଉଟପୁଟ୍","1. ഡാറ്റ ഔട്ട്പുട്ട്, 2. ഡാറ്റ ഔട്ട്പുട്ട്"
"1. ଡାଟା ପଥ, 2. ଡାଟା ପଥ","1.ഡാറ്റ പാത്ത്, 2.ഡാറ്റ പാത്ത്"
"1. ଡାଟା ପ୍ରସ୍ତୁତି, 2. ତଥ୍ୟ ପ୍ରସ୍ତୁତି |","1.ഡാറ്റ തയ്യാറാക്കൽ, 2. ഡാറ്റ തയ്യാറാക്കൽ"
"1. ଡାଟା ଗୋପନୀୟତା, 2. ଡାଟା ଗୋପନୀୟତା |","1.ഡാറ്റ സ്വകാര്യത, 2.ഡാറ്റ സ്വകാര്യത"
"1. ଡାଟା ପ୍ରୋସେସର୍, 2. ଡାଟା ପ୍ରୋସେସର୍ |","1. ഡാറ്റാ പ്രോസസർ, 2. ഡാറ്റാ പ്രോസസർ"
"1. ଡାଟା ସୁରକ୍ଷା, 2. ଡାଟା ସୁରକ୍ଷା","1.ഡാറ്റ പ്രൊട്ടക്ഷൻ, 2.ഡാറ്റ പ്രൊട്ടക്ഷൻ"
"1. ଡାଟା ରେକର୍ଡ, 2. ଡାଟା ରେକର୍ଡ |","1. ഡാറ്റ റെക്കോർഡ്, 2. ഡാറ്റ റെക്കോർഡ്"
"1. ତଥ୍ୟ ପୁନରୁଦ୍ଧାର, 2. ତଥ୍ୟ ପୁନରୁଦ୍ଧାର","1. ഡാറ്റ വീണ്ടെടുക്കൽ, 2. ഡാറ്റ വീണ്ടെടുക്കൽ"
"1. ଡାଟା ରୁଟିନ୍, 2. ଡାଟା ରୁଟିନ୍ |","1. ഡാറ്റ ദിനചര്യ, 2. ഡാറ്റ ദിനചര്യ"
"1. ଡାଟା ସୁରକ୍ଷା, 2. ଡାଟା ସୁରକ୍ଷା","1.ഡാറ്റ സെക്യൂരിറ്റി, 2.ഡാറ്റ സെക്യൂരിറ്റി"
"1. ଡାଟା ସେଟ୍, 2 ଡାଟା ସେଟ୍ |","1.ഡാറ്റ സെറ്റ്, 2. ഡാറ്റ സെറ്റ്"
"1. ଡାଟା ସିଗନାଲ୍, 2. ଡାଟା ସିଗ୍ନାଲ୍ |","1.ഡാറ്റ സിഗ്നൽ, 2.ഡാറ്റ സിഗ്നൽ"
"1. ଡାଟା ଆକ୍ସେସ୍, 2. ଡାଟା ଆକ୍ସେସ୍ |","1. ഡാറ്റ ആക്സസ്, 2. ഡാറ്റ ആക്സസ്"
"1. ଡାଟା ଉତ୍ସ, 2. ଡାଟା ଉତ୍ସ |","1.ഡാറ്റ സോഴ്സ്, 2.ഡാറ്റ സോഴ്സ്"
"1. ଡାଟା ନିର୍ଦ୍ଦିଷ୍ଟକରଣ, 2 ତଥ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |","1.ഡാറ്റ സ്പെസിഫിക്കേഷൻ, 2. ഡാറ്റ സ്പെസിഫിക്കേഷൻ"
"1. ଡାଟା କେନ୍ଦ୍ର, 2. ଡାଟା କେନ୍ଦ୍ର |","1.ഡാറ്റ സെന്റർ, 2.ഡാറ്റ സെന്റർ"
"1. ଡାଟା ଷ୍ଟୋରେଜ୍, 2. ଡାଟା ଷ୍ଟୋରେଜ୍ |","1. ഡാറ്റ സ്റ്റോറേജ്, 2. ഡാറ്റ സ്റ്റോറേജ്"
ଡାଟା ଷ୍ଟୋରେଜ୍ ଗଠନ,ഡാറ്റ സംഭരണ ഘടന
"1. ଡାଟା ଗଠନ, 2. ଡାଟା ଗଠନ","1. ഡാറ്റ ഘടന, 2. ഡാറ്റ ഘടന"
"1. ଡାଟା ସୁଇଚ୍, 2. ଡାଟା ସୁଇଚ୍ |","1.ഡാറ്റ സ്വിച്ച്, 2.ഡാറ്റ സ്വിച്ച്"
"1. ଡାଟା ଟେବୁଲ୍, 2. ଡାଟା ଟେବୁଲ୍ |","1.ഡാറ്റ ടേബിൾ, 2.ഡാറ്റ ടേബിൾ"
"1. ଡାଟା ଶେଷ, 2 ଡାଟା ଶେଷ","1.ഡാറ്റ അവസാനം, 2. ഡാറ്റ അവസാനം"
"1. ଡାଟା ଟ୍ରାନ୍ସକ୍ରିପସନ୍, 2. ଡାଟା ଟ୍ରାନ୍ସକ୍ରିପସନ୍ |","1. ഡാറ്റ ട്രാൻസ്ക്രിപ്ഷൻ, 2. ഡാറ്റ ട്രാൻസ്ക്രിപ്ഷൻ"
"1. ଡାଟା ସ୍ଥାନାନ୍ତର, 2 ତଥ୍ୟ ସ୍ଥାନାନ୍ତର","1.ഡാറ്റ ട്രാൻസ്ഫർ, 2. ഡാറ്റ കൈമാറ്റം"
"1. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍, 2. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ |","1. ഡാറ്റ ട്രാൻസ്മിഷൻ, 2. ഡാറ്റ ട്രാൻസ്മിഷൻ"
"1. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ ସିଷ୍ଟମ୍, 2. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ ସିଷ୍ଟମ୍ |","1.ഡാറ്റ ട്രാൻസ്മിഷൻ സിസ്റ്റം, 2.ഡാറ്റ ട്രാൻസ്മിഷൻ സിസ്റ്റം"
"1. ଡାଟା ଫର୍ମାଟ୍, 2. ଡାଟା ଫର୍ମାଟ୍ |","1. ഡാറ്റ ഫോർമാറ്റ്, 2. ഡാറ്റ ഫോർമാറ്റ്"
"1. ଡାଟା ୟୁନିଟ୍, 2. ଡାଟା ୟୁନିଟ୍ |","1. ഡാറ്റ യൂണിറ്റ്, 2. ഡാറ്റ യൂണിറ്റ്"
"1. ଡାଟା ବ id ଧତା, 2. ଡାଟା ବ id ଧତା |","1. ഡാറ്റ മൂല്യനിർണ്ണയം, 2. ഡാറ്റ മൂല്യനിർണ്ണയം"
ଡାଟାବେସ୍,ഡാറ്റാബേസ്
ଡାଟାବେସ୍ ପ୍ରଶାସନ,ഡാറ്റാബേസ് അഡ്മിനിസ്ട്രേഷൻ
ଡାଟାବେସ୍ ଡିଜାଇନ୍ |,ഡാറ്റാബേസ് ഡിസൈൻ
ଡାଟାବେସ୍ ପରିଚାଳନା ସିଷ୍ଟମ୍ |,ഡാറ്റാബേസ് മാനേജ്മെന്റ് സിസ്റ്റം
"1. ଡାଟାଗ୍ରାଭ୍, 2. ଡାଟାଗ୍ରାଭ୍ |","1.ഡാറ്റഗ്രേവ്, 2.ഡാറ്റഗ്രേവ്"
"1. ଡାଟମ୍, 2. ତଥ୍ୟ","1. ഡാറ്റ, 2. ഡാറ്റ"
"1. ନିଷ୍କ୍ରିୟ ଜୋନ୍, 2. ସକ୍ରିୟ ଜୋନ୍ |","1. നിഷ്ക്രിയ മേഖല, 2. നിഷ്ക്രിയ മേഖല"
ଅବରୋଧ,സ്തംഭനാവസ്ഥ
ଅବରୋଧ ରୋକିବା |,സ്തംഭനാവസ്ഥ തടയൽ
ତ୍ରୁଟି କ୍ଲିୟରାନ୍ସ |,തെറ്റ് ക്ലിയറൻസ്
"1. ବିଚାର କକ୍ଷ, 2. ବିଚାର ବାକ୍ସ |","1. ജഡ്ജ്മെന്റ് സെൽ, 2. ജഡ്ജ്മെന്റ് ബോക്സ്"
ନିଷ୍ପତ୍ତି ଗ୍ରହଣ ପ୍ରକ୍ରିୟା,തീരുമാനമെടുക്കൽ പ്രക്രിയ
ନିଷ୍ପତ୍ତି ସମର୍ଥନ ପ୍ରଣାଳୀ |,തീരുമാന പിന്തുണ സിസ്റ്റം
ନିଷ୍ପତ୍ତି ବୃକ୍ଷ |,തീരുമാന വൃക്ഷം
"1. ଡିକୋଡର୍, 2. ଡିକୋଡର୍ |","1. ഡീകോഡർ, 2. ഡീകോഡർ"
ବିଲୋପ ନୀତି |,പിരിച്ചുവിടൽ തത്വം
ଡିକୋଡିଂ,ഡീകോഡിംഗ്
ଉତ୍ସର୍ଗୀକୃତ ସିଷ୍ଟମ୍ |,സമർപ്പിത സംവിധാനം
ଉତ୍ସର୍ଗୀକୃତ ପ୍ରେସ୍ |,സമർപ്പിത പ്രസ്സ്
ପ୍ରତିରୋପଣ ଡାଟା ନେଟୱାର୍କ (DDN),ഇമ്മ്യൂണൈസേഷൻ ഡാറ്റ നെറ്റ്‌വർക്ക് (DDN)
ପ୍ରତିରୋପଣ ସୂଚନା ପ୍ରଣାଳୀ |,പ്രതിരോധ കുത്തിവയ്പ്പ് വിവര സംവിധാനം
ଏକୀକରଣ,സംയോജനം
ବିଳମ୍ବ,കാലതാമസം
ବିଳମ୍ବ କାଉଣ୍ଟର,കാലതാമസം കൗണ്ടർ
ବିଳମ୍ବ ସମୟ,കാലതാമസം സമയം
"1. ଡିଲିଟ୍, 2. ଡିଲିଟ୍","1.ഇല്ലാതാക്കുക, 2.ഇല്ലാതാക്കുക"
ବିଲୋପ ରେକର୍ଡ,ഇല്ലാതാക്കൽ രേഖ
ଡିଲିମିଟର,ഡിലിമിറ്റർ
ଡେଲଟା ମଡ୍ୟୁଲେସନ୍,ഡെൽറ്റ മോഡുലേഷൻ
ଆବଶ୍ୟକତା ପୃଷ୍ଠା |,അഭ്യർത്ഥന പേജ്
କାର୍ଯ୍ୟଦକ୍ଷତା,പ്രകടനം
demodulation,demodulation
ଭି-ମଲ୍ଟିପ୍ଲେକ୍ସର୍ |,വി-മൾട്ടിപ്ലക്‌സർ
ନାମକରଣ,ഡീനോർമലൈസേഷൻ
"1. ଘନତା, 2. ଘନତା","1. സാന്ദ്രത, 2. സാന്ദ്രത"
"1. ନିର୍ଭରଶୀଳତା, 2. ନିର୍ଭରଶୀଳତା |","1. ആശ്രിതത്വം, 2. ആശ്രിതത്വം"
ନିର୍ଭରଶୀଳ ଏକକ |,ആശ്രിത യൂണിറ്റ്
ଧାଡି,ക്യൂ
"1. ଡିଫେରେନ୍ସ, 2. ଡିଫେରେନ୍ସ","1. dereference, 2. dereference"
ଉତ୍ପନ୍ନ ଗଛ |,ഉരുത്തിരിഞ്ഞ വൃക്ഷം
ପ୍ରାପ୍ତ କ୍ଷେତ୍ର,ഉരുത്തിരിഞ്ഞ ഫീൽഡ്
ଅବତରଣ କ୍ରମ |,അവരോഹണ തരം
ଡିଜାଇନ୍,ഡിസൈൻ
ଡେସ୍କ କାଲକୁଲେଟର,ഡെസ്ക് കാൽക്കുലേറ്റർ
ଡେସ୍କଟପ୍ କମ୍ପ୍ୟୁଟରଗୁଡିକ,ഡെസ്ക്ടോപ്പ് കമ്പ്യൂട്ടറുകൾ
ଡେସ୍କଟପ୍ ଉପସ୍ଥାପନା,ഡെസ്ക്ടോപ്പ് അവതരണം
ଡେସ୍କଟପ୍ ପ୍ରକାଶନ |,ഡെസ്ക്ടോപ്പ് പ്രസിദ്ധീകരണം
ଡେସ୍କଟପ୍ ଭିଡିଓ,ഡെസ്ക്ടോപ്പ് വീഡിയോ
ଗନ୍ତବ୍ୟସ୍ଥଳ ଠିକଣା,ലക്ഷ്യസ്ഥാന വിലാസം
"1. ବିନାଶକାରୀ, 2. ବିନାଶକାରୀ |","1. ഡിസ്ട്രോയർ, 2. ഡിസ്ട്രോയർ"
ନିର୍ଣ୍ଣୟକାରୀ ଅଟୋମାଟା |,ഡിറ്റർമിനിസ്റ്റിക് ഓട്ടോമാറ്റ
ବିକାଶକାରୀ,ഡെവലപ്പർ
ବିକାଶ ବ୍ୟବସ୍ଥା,വികസന സംവിധാനം
ଉପକରଣ,ഉപകരണം
ଉପକରଣ ନିୟନ୍ତ୍ରଣ ଏକକ,ഉപകരണ നിയന്ത്രണ യൂണിറ്റ്
ଉପକରଣ ନିୟନ୍ତ୍ରକ,ഉപകരണ കൺട്രോളർ
ଉପକରଣ ପରିଚାଳନା,ഉപകരണ മാനേജ്മെന്റ്
ଉପକରଣ ମୋଡ୍,ഉപകരണ മോഡ്
ନିରାକରଣ,രോഗനിർണയം
ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ସିଷ୍ଟମ୍ |,ഡയഗ്നോസ്റ്റിക് സിസ്റ്റം
"1. ନିଦାନ, 2. ନିଦାନ","1. ഡയഗ്നോസ്റ്റിക്സ്, 2. ഡയഗ്നോസ്റ്റിക്സ്"
ଚିତ୍ର,ഡയഗ്രം
ଡାଏଲ୍ କରନ୍ତୁ |,ഡയൽ ചെയ്യുക
ଡାଏଲ୍ ଲାଇନ୍ |,ഡയൽ ലൈൻ
ଡାଏଲ୍ ସ୍ୱର,ഡയൽ ടോണ്
ଡାଏଲ୍ ଅପ୍ କରନ୍ତୁ |,ഡയൽ അപ്
"1. ସଂଳାପ, 2. ବାର୍ତ୍ତାଳାପ","1. സംഭാഷണം, 2. സംഭാഷണം"
ବାର୍ତ୍ତାଳାପ କକ୍ଷ |,സംഭാഷണ മുറി
ଡାଏଲଅପ୍ ମୋଡେମ୍ |,ഡയലപ്പ് മോഡം
ବୀମା,ഇൻഷുറൻസ്
ଅଭିଧାନ,നിഘണ്ടു
"1. ଭିନ୍ନକ୍ଷମ, 2 ଭିନ୍ନତା","1. ഡിഫറൻഷ്യൽ, 2. വ്യത്യാസം"
ସାଂଖ୍ୟିକ,സംഖ്യാപരമായ
ଡିଜିଟାଲ୍ ସିଷ୍ଟମ୍ |,ഡിജിറ്റൽ സംവിധാനം
ଡିଜିଟାଲ୍ ସର୍କିଟ୍ |,ഡിജിറ്റൽ സർക്യൂട്ട്
ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
"1. ଡିଜିଟାଲ୍ ଡାଟା, 2. ଡିଜିଟାଲ୍ ଡାଟା |","1.ഡിജിറ്റൽ ഡാറ്റ, 2.ഡിജിറ്റൽ ഡാറ്റ"
ଡିଜିଟାଲ୍ ସୁବିଧା,ഡിജിറ്റൽ സൗകര്യം
ଡିଜିଟାଲ୍ ଫିଲ୍ଟର୍ |,ഡിജിറ്റൽ ഫിൽട്ടർ
ଡିଜିଟାଲ୍ ଲାଇବ୍ରେରୀ |,ഡിജിറ്റൽ ലൈബ്രറി
ଡିଜିଟାଲ୍ ମୋଡ୍ୟୁଲେସନ୍,ഡിജിറ്റൽ മോഡുലേഷൻ
"1. ଡିଜିଟାଲ୍ ପ୍ରଦର୍ଶନ, 2. ଡିଜିଟାଲ୍ ମନିଟର |","1. ഡിജിറ്റൽ ഡിസ്പ്ലേ, 2. ഡിജിറ്റൽ മോണിറ്റർ"
ଡିଜିଟାଲ୍ ପ୍ରତିଛବି |,ഡിജിറ്റൽ ചിത്രം
"1. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ, 2. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ |","1. ഡിജിറ്റൽ സിഗ്നേച്ചർ, 2. ഡിജിറ്റൽ സിഗ്നേച്ചർ"
ଡିଜିଟାଲ୍ ସୁଇଚ୍ |,ഡിജിറ്റൽ സ്വിച്ച്
ଡିଜିଟାଲ୍ ଆନାଗଲ୍ କନଭର୍ଟର |,ഡിജിറ്റൽ അനലോഗ് കൺവെർട്ടർ
ଡିଜିଟାଇଜେସନ୍,ഡിജിറ്റൈസേഷൻ
ଡିଜିଟାଇଜେସନ୍,ഡിജിറ്റൈസേഷൻ
ଡିଜିଟାଇଜର୍,ഡിജിറ്റൈസർ
ଡାୟୋଡ୍,ഡയോഡ്
ପ୍ରିମା ଫେସୀ |,പ്രഥമദൃഷ്ട്യാ
ପ୍ରତ୍ୟକ୍ଷ ଠିକଣା,നേരിട്ടുള്ള വിലാസം
ସିଧାସଳଖ ରୂପାନ୍ତର |,നേരിട്ടുള്ള പരിവർത്തനം
ସିଧାସଳଖ ଯୋଡି |,നേരിട്ടുള്ള സംയോജനം
"1. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍, 2. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)","1. ഡയറക്ട് മെമ്മറി ആക്സസ്, 2. ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)"
ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA),ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)
ପ୍ରତ୍ୟକ୍ଷ ପଦ୍ଧତି |,നേരിട്ടുള്ള രീതി
ଦିଗଗୁଡିକ,ദിശകൾ
ଡିରେକ୍ଟୋରୀ,ഡയറക്ടറി
"1. ଡିରେକ୍ଟୋରୀ ସର୍ଭର, 2. ଡିରେକ୍ଟୋରୀ ସର୍ଭର |","1. ഡയറക്ടറി സെർവർ, 2. ഡയറക്ടറി സെർവർ"
ଡିରେକ୍ଟୋରୀ ସେବା,ഡയറക്ടറി സേവനം
ଅସମର୍ଥ |,സാധ്യമല്ല
ସଙ୍କେତ ଅକ୍ଷମ କରିବା |,സിഗ്നൽ പ്രവർത്തനരഹിതമാക്കുന്നു
"1. ବିଚ୍ଛିନ୍ନତା, 2. ବିଚ୍ଛିନ୍ନତା","1. വിച്ഛേദിക്കൽ, 2. വിച്ഛേദിക്കൽ"
"1. ବିଚ୍ଛିନ୍ନ, 2. ବିଚ୍ଛିନ୍ନ |","1. ഡിസ്ക്രീറ്റ്, 2. ഡിസ്ക്രീറ്റ്"
"1. ଡିସ୍କ, 2. ଡିସ୍କ","1. ഡിസ്ക്, 2. ഡിസ്ക്"
"1. ଡିସ୍କ ଠିକଣା, 2. ଡିସ୍କ ଠିକଣା","1. ഡിസ്ക് വിലാസം, 2. ഡിസ്ക് വിലാസം"
"1. ଡିସ୍କ ଆରେ, 2. ଡିସ୍କ ଆରେ |","1. ഡിസ്ക് അറേ, 2. ഡിസ്ക് അറേ"
"1. ଡିସ୍କ କ୍ଷମତା, 2. ଡିସ୍କ କ୍ଷମତା |","1. ഡിസ്ക് ശേഷി, 2. ഡിസ്ക് ശേഷി"
"1. ଡିସ୍କ ଡ୍ରାଇଭର, 2. ଡିସ୍କ ଡ୍ରାଇଭ |","1. ഡിസ്ക് ഡ്രൈവർ, 2. ഡിസ്ക് ഡ്രൈവ്"
ଡିସ୍କ ଫାଇଲ୍ |,ഡിസ്ക് ഫയൽ
"1. ଡିସ୍କ ମେମୋରୀ, 2. ଡିସ୍କ ମେମୋରୀ, 3. ଡିସ୍କ ମେମୋରୀ, 4 | ଡିସ୍କ ମେମୋରୀ","1. ഡിസ്ക് മെമ്മറി, 2. ഡിസ്ക് മെമ്മറി, 3. ഡിസ്ക് മെമ്മറി, 4. ഡിസ്ക് മെമ്മറി"
ଡିସ୍କ ଅପରେଟିଂ ସିଷ୍ଟମ୍ (DoS),ഡിസ്ക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം (DoS)
ଡିସ୍କ ପ୍ୟାକେଜ,ഡിസ്ക് പാക്കേജ്
"1. ଚାକ୍ରିକା ସର୍ଭର, 2. ଡିସ୍କ ସର୍ଭର |","1.ചക്രിക സെർവർ, 2.ഡിസ്ക് സെർവർ"
"1. ଡିସ୍କ ସଂରକ୍ଷଣ, 2. ଡିସ୍କ ସଂରକ୍ଷଣ","1. ഡിസ്ക് സംഭരണം, 2. ഡിസ്ക് സംഭരണം"
ଡିସ୍କେଟ୍ |,ഡിസ്കെറ്റ്
ଫାଇଲ୍ ପ୍ରଦର୍ଶନ କରନ୍ତୁ |,ഫയൽ പ്രദർശിപ്പിക്കുക
ପ୍ରତିଛବି ପ୍ରଦର୍ଶନ କରନ୍ତୁ |,ചിത്രം പ്രദർശിപ്പിക്കുക
ନିଷ୍କାସନ,നിർമാർജനം
ଦୂରତା,ദൂരം
ଦୂରତା କାର୍ଯ୍ୟ,ദൂരം പ്രവർത്തനം
ବିକୃତି,വളച്ചൊടിക്കൽ
ବିତରଣ,എത്തിച്ചു
ବଣ୍ଟିତ ତଥ୍ୟ |,വിതരണം ചെയ്ത ഡാറ്റ
ବଣ୍ଟିତ ସର୍ଭର |,വിതരണം ചെയ്ത സെർവർ
"1. ବଣ୍ଟିତ ସିଷ୍ଟମ୍, 2. ବଣ୍ଟିତ ସିଷ୍ଟମ୍ |","1.ഡിസ്ട്രിബ്യൂട്ടഡ് സിസ്റ്റം, 2.ഡിസ്ട്രിബ്യൂട്ടഡ് സിസ്റ്റം"
ବିତରକ,വിതരണക്കാരൻ
ଡକ୍ୟୁମେଣ୍ଟ୍,പ്രമാണം
ଡକ୍ୟୁମେଣ୍ଟ୍ ସ୍ୱୀକୃତିପ୍ରାପ୍ତ |,പ്രമാണം അംഗീകൃത
"1. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ, 2. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ |","1. ഡോക്യുമെന്റ് വിൻഡോ, 2. ഡോക്യുമെന്റ് വിൻഡോ"
ଡକ୍ୟୁମେଣ୍ଟେସନ୍,പ്രമാണീകരണം
"ଡୋମେନ୍, ଡୋମେନ୍","ഡൊമെയ്ൻ, ഡൊമെയ്ൻ"
ଡୋମେନ୍ ନାମ,ഡൊമെയ്ൻ നാമം
"1. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍, 2. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |","1. ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ, 2. ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ"
"ତଳେ, ତଳେ","താഴെ, താഴെ"
"1. ଆଭାଲିଙ୍କ୍, 2. ସ୍କ୍ୱାର୍ |","1.അവലിങ്ക്, 2.ചതുരം"
ଡାଉନଲୋଡ୍ କରନ୍ତୁ |,ഡൗൺലോഡ്
ଡାଉନଲୋଡ୍ ସମୟ |,ഡൗൺലോഡ് സമയം
ଟ୍ରାକ୍ସନ୍,ട്രാക്ഷൻ
DRAM (ଡାଇନାମିକ୍ RAM),DRAM (ഡൈനാമിക് റാം)
ରନ୍ ଅଫ୍,ഒഴുക്ക്
ଡ୍ରାଇଭର |,ഡ്രൈവർ
ପତ୍ର,ഇലകൾ
ଡ୍ରପ୍ ତାଲିକା ବାକ୍ସ,ഡ്രോപ്പ് ലിസ്റ്റ് ബോക്സ്
ଡ୍ରମ୍ ଡ୍ରାଇଭ୍ |,ഡ്രം ഡ്രൈവ്
"1. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍, 2. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍ |","1.ഡ്രം പ്രിന്റർ, 2.ഡ്രം പ്രിന്റർ"
"1. ଇମ୍ ୟୁନିଟ୍, 2. ଡ୍ରମ୍ ୟୁନିଟ୍ |","1. Im യൂണിറ്റ്, 2. ഡ്രം യൂണിറ്റ്"
"1. ଦ୍ୱ ual ତ୍ୟ, 2 bi","1. ദ്വൈതത, 2. ദ്വി"
ଦ୍ୱ ual ତ ଘନତା |,ഇരട്ട സാന്ദ്രത
"1. ନୀରବ ଠିକଣା, 2. ନକଲି ଠିକଣା |","1. നിശബ്ദ വിലാസം, 2. വ്യാജ വിലാസം"
ଡମ୍ପିଂ,തള്ളുക
ଡବଲ୍ ସର୍କିଟ୍ |,ഇരട്ട സർക്യൂട്ട്
ଆଇନଗତକରଣ |,നിയമവിധേയമാക്കൽ
କି କି,കീ കീ
"1.D V D R./W, 2 DVD ପଠନ, 3. ଲେଖିବା","1.D V D R./W, 2. ഡിവിഡി വായന, 3. എഴുത്ത്"
DVD ROM,ഡിവിഡി റോം
ଗତିଶୀଳ ନିର୍ଦ୍ଦେଶ,ചലനാത്മക നിർദ്ദേശം
"1. ଡାଇନାମିକ୍ ମେମୋରୀ, 2. ଡାଇନାମିକ୍ ମେମୋରୀ |","1.ഡൈനാമിക് മെമ്മറി, 2.ഡൈനാമിക് മെമ്മറി"
