English,Bengali
cross check,"1. ক্রস পরীক্ষা, 2. ক্রস পরীক্ষা"
cross compiler,"1.ক্রস প্রোগ্রামেবল-ট্রান্সফার, 2. প্রোগ্রামেবল প্রতি"
cross fire,অপ্রাসঙ্গিক সংকেত
cross talk,অপ্রাসঙ্গিক কথাবার্তা
cryptographic,ক্রিপ্টোগ্রাফি
cryptography,"1. ক্রিপ্টোগ্রাফি, 2. ক্রিপ্টোগ্রাফি, 3. ক্রিপ্টোগ্রাফি"
currency symbol,মুদ্রার প্রতীক
current directory,বর্তমান ডিরেক্টরি
current window,বর্তমান উইন্ডো
cursor,কার্সার
curve,বক্ররেখা
cut and paste,"1. কাট এবং পেস্ট, 2. কাট এবং পেস্ট"
cut method,কর্তন পদ্ধতি
cyber,সাইবার
cyber café,সাইবার ক্যাফে
cyber cash,সাইবার নগদ
cyber crime,সাইবার অপরাধ
cyber delics,সাইবার ডালেক্স
cyber law,সাইবার আইন
cyber sex,সাইবার সেক্স
cybernatics,"1. সাইবার সায়েন্স, 2. সাইবারনেটিক্স"
cybernation,"1.সাইবারাইজেশন, 2. সাইবারাইজেশন"
cycle,সাইকেল
cycle memory,"1.চক্র মেমরি, 2.চক্র মেমরি"
cycle steal,চক্র ক্ষতি
cycle time,চক্রাকারে
cyclic,চক্রাকার
daemon,ডেমন
daisy wheel,ডেইজি বৃত্ত
data administrator,ডেটা অ্যাডমিনিস্ট্রেটর
data allocation,তথ্য বরাদ্দ
data area,"1. ডেটা ক্ষেত্র, 2. ডেটা ক্ষেত্র৷"
data array,"1.ডেটা অ্যারে, 2. ডেটা অ্যারে"
data base,"1.ডেটা-বেস, 2.ডাটাবেস"
data break,ডাটা ফ্র্যাগমেন্টেশন
data bus,"1. ডেটা বাস, 2. ডেটা বাস"
data carrier,"1.ডেটা ক্যারিয়ার, 2.ডেটা ক্যারিয়ার"
data cell,ডেটা সেল
data channel,"1.ডেটা সিস্টেম, 2.ডেটা চ্যানেল"
data communication,তথ্য যোগাযোগ
data compression,"1.ডেটা কম্প্রেশন, 2.ডেটা কম্প্রেশন"
data field,উপাত্ত ক্ষেত্র
data file,আমার স্নাতকের
data flow,"1. ডেটা ফ্লো, 2. ডেটা ফ্লো"
data flow Chart,"1.ডেটা ফ্লোচার্ট, 2.চার্ট"
data hierarchy,ডেটা অনুক্রম
data level,তথ্য স্তর
data library,"1.ডেটা কালেকশন, 2.ডেটা লাইব্রেরি"
data link layer,ডেটা লিঙ্ক স্তর
data link layer (DLL),ডেটা লিঙ্ক লেয়ার (DLL)
data management,"1.ডেটা ম্যানেজমেন্ট, 2.ডেটা ম্যানেজমেন্ট"
data manipulation,"1.ডেটা ক্যালকুলেশন, 2.ডেটা ক্যালকুলেশন"
data manipulation language (DML),ডেটা প্রসেসিং ল্যাঙ্গুয়েজ (DML)
data modem,ডেটা মডেম ডেটা মডেম
data modification,"1.ডেটা পরিবর্তন, 2.ডেটা পরিবর্তন"
data network,"1.ডেটা নেটওয়ার্ক, 2.ডেটা নেটওয়ার্ক"
data operation,"1.ডেটা অপারেশন, 2.ডেটা অপারেশন"
data organization,"1.ডেটা সংস্থা, 2. তথ্য সংস্থা"
data output,"1. ডেটা আউটপুট, 2. ডেটা আউটপুট"
data path,"1.ডেটা পাথ, 2.ডেটা পাথ"
data prepration,"1.ডেটা প্রিপারেশন, 2.ডেটা প্রিপারেশন"
data privacy,"1.ডেটা প্রাইভেসি, 2.ডেটা প্রাইভেসি"
data processor,"1. ডেটা প্রসেসর, 2. ডেটা প্রসেসর"
data protection,"1.ডেটা সুরক্ষা, 2.ডেটা সুরক্ষা"
data record,"1. ডেটা রেকর্ড, 2. ডেটা রেকর্ড"
data retrieval,"1. ডেটা পুনরুদ্ধার, 2. ডেটা পুনরুদ্ধার"
data routine,"1. ডেটা রুটিন, 2. ডেটা রুটিন"
data security,"1.ডেটা সিকিউরিটি, 2.ডেটা সিকিউরিটি"
data set,"1.ডেটা সেট, 2. ডেটা সেট"
data signal,"1.ডেটা সিগন্যাল, 2.ডেটা সিগন্যাল"
data sink,"1. ডেটা অ্যাক্সেস, 2. ডেটা অ্যাক্সেস"
data source,"1.ডেটা সোর্স, 2.ডেটা সোর্স"
data specification,"1.ডেটা স্পেসিফিকেশন, 2. ডেটা স্পেসিফিকেশন"
data station,"1.ডেটা সেন্টার, 2.ডেটা সেন্টার"
data storage,"1. ডেটা স্টোরেজ, 2. ডেটা স্টোরেজ"
data storage structure,ডেটা স্টোরেজ কাঠামো
data structure,"1. ডেটা স্ট্রাকচার, 2. ডেটা স্ট্রাকচার"
data switch,"1.ডেটা স্যুইচ, 2.ডেটা সুইচ"
data table,"1.ডেটা টেবিল, 2.ডেটা টেবিল"
data terminal,"1.ডেটা শেষ, 2. তথ্য শেষ"
data transcription,"1. ডেটা ট্রান্সক্রিপশন, 2. ডেটা ট্রান্সক্রিপশন"
data transfer,"1.ডেটা ট্রান্সফার, 2. তথ্য স্থানান্তর"
data transmission,"1. ডাটা ট্রান্সমিশন, 2. ডাটা ট্রান্সমিশন"
data transmission Channel,"1.ডেটা ট্রান্সমিশন সিস্টেম, 2.ডেটা ট্রান্সমিশন সিস্টেম"
data type,"1. ডেটা বিন্যাস, 2. ডেটা বিন্যাস"
data unit,"1. ডেটা ইউনিট, 2. ডেটা ইউনিট"
data validation,"1.ডেটা ভ্যালিডেশন, 2.ডেটা ভ্যালিডেশন"
database,তথ্যশালা
database adminstration,ডাটাবেস প্রশাসন
database design,ডাটাবেস ডিজাইন
database management system,ডাটাবেস ম্যানেজমেন্ট সিস্টেম
datagrav,"1.ডেটাগ্রেভ, 2.ডেটাগ্রেভ"
datum,"1. ডেটাম, 2. ডেটা"
dead zone,"1. নিষ্ক্রিয় অঞ্চল, 2. নিষ্ক্রিয় অঞ্চল"
deadlock,অচলাবস্থা
deadlock prevention,অচলাবস্থা প্রতিরোধ
debug,ফল্ট ক্লিয়ারেন্স
decision box,"1. জাজমেন্ট সেল, 2. বিচার বাক্স"
decision making process,সিদ্ধান্ত গ্রহণের প্রক্রিয়া
decision support system,সিদ্ধান্ত সমর্থন সিস্টেম
decision tree,সিদ্ধান্ত গাছ
decoder,"1. ডিকোডার, 2. ডিকোডার"
decomposition principle,দ্রবীভূতকরণ নীতি
decryption,ডিকোডিং
dedicated channel,ডেডিকেটেড সিস্টেম
dedicated port,ডেডিকেটেড প্রেস
defence data network (DDN),ইমিউনাইজেশন ডেটা নেটওয়ার্ক (DDN)
defence information system,ইমিউনাইজেশন তথ্য সিস্টেম
defragmentation,মিশ্রণ
delay,বিলম্ব
delay counter,বিলম্ব পাল্টা
delay time,বিলম্ব সময়
delete,"1.মুছুন, 2.মুছুন"
deletion record,মুছে ফেলার রেকর্ড
delimiter,ডিলিমিটার
delta modulation,ডেল্টা মড্যুলেশন
demand paging,অনুরোধ পৃষ্ঠা
demo,কর্মক্ষমতা
demodulation,demodulation
demultiplexer,V- মাল্টিপ্লেক্সার
denormalization,অস্বাভাবিককরণ
density,"1. ঘনত্ব, 2. ঘনত্ব"
dependency,"1. নির্ভরতা, 2. নির্ভরতা"
dependent unit,নির্ভরশীল ইউনিট
dequeue,কিউ
dereferencing,"1. dereference, 2. dereference"
derivation tree,প্রাপ্ত গাছ
derived field,প্রাপ্ত ক্ষেত্র
descending sort,সাজানো সাজানো
design,নকশা
desk calculator,ডেস্ক ক্যালকুলেটর
desk top computer,ডেস্কটপ কম্পিউটার
desktop presentation,ডেস্কটপ উপস্থাপনা
desktop publishing (DTP),ডেস্কটপ পাবলিশিং
desktop video,ডেস্কটপ ভিডিও
destination address,গন্তব্য ঠিকানা
destructer,"1. ধ্বংসকারী, 2. ধ্বংসকারী"
deterministric automats,নির্ধারক স্বয়ংক্রিয়তা
developer,বিকাশকারী
development system,উন্নয়ন ব্যবস্থা
device,যন্ত্র
device control unit,ডিভাইস নিয়ন্ত্রণ ইউনিট
device controller,ডিভাইস নিয়ামক
device management,যন্ত্র ব্যবস্থাপনা
device mode,ডিভাইস মোড
diagnosis,রোগ নির্ণয়
diagnostic system,ডায়াগনস্টিক সিস্টেম
diagnostics,"1. ডায়াগনস্টিকস, 2. ডায়াগনস্টিকস"
diagram,চিত্র
dial,ডায়াল
dial line,ডায়াল লাইন
dial tone,ডায়াল টোন
dial up,ডায়াল আপ
dialog,"1. সংলাপ, 2. কথোপকথন"
dialog box,কথোপকথন ঘর
dialup modem,ডায়ালআপ মডেম
diamension,বীমা
dictionary,অভিধান
differentiation,"1. ডিফারেনশিয়াল, 2. পৃথকীকরণ"
digital,সংখ্যাসূচক
digital channel,ডিজিটাল সিস্টেম
digital circuit,ডিজিটাল সার্কিট
digital computer,ডিজিটাল কম্পিউটার
digital data,"1.ডিজিটাল ডেটা, 2.ডিজিটাল ডেটা"
digital facility,ডিজিটাল সুবিধা
digital filter,ডিজিটাল ফিল্টার
digital library,ডিজিটাল লাইব্রেরি
digital modulation,ডিজিটাল মড্যুলেশন
digital monitor,"1. ডিজিটাল ডিসপ্লে, 2. ডিজিটাল মনিটর"
digital picture,ডিজিটাল ইমেজ
digital signature,"1. ডিজিটাল স্বাক্ষর, 2. ডিজিটাল স্বাক্ষর"
digital switch,ডিজিটাল সুইচ
digital to analog (D/A) converter,ডিজিটাল এনালগ রূপান্তরকারী
digitization,ডিজিটাইজেশন
digitize,ডিজিটাইজেশন
digitizer,ডিজিটাইজার
diode,ডায়োড
direct,প্রথম দৃষ্টিতে
direct address,সরাসরি ঠিকানা
direct conversion,সরাসরি রূপান্তর
direct coupling,সরাসরি সংযোগ
direct memory access (DMA),"1. সরাসরি মেমরি অ্যাক্সেস, 2. সরাসরি মেমরি অ্যাক্সেস (DMA)"
direct memory acess (DMA),সরাসরি মেমরি অ্যাক্সেস (DMA)
direct method,সরাসরি পদ্ধতি
directive,দিকনির্দেশ
directory,ডিরেক্টরি
directory server,"1. ডিরেক্টরি সার্ভার, 2. ডিরেক্টরি সার্ভার"
directory service,ডিরেক্টরি সেবা
disable,অক্ষম
disabling signal,অক্ষম সংকেত
disconnect,"1. সংযোগ বিচ্ছিন্ন, 2. সংযোগ বিচ্ছিন্ন"
discrete,"1. বিচ্ছিন্ন, 2. বিযুক্ত"
disk,"1. ডিস্ক, 2. ডিস্ক"
disk address,"1. ডিস্ক ঠিকানা, 2. ডিস্ক ঠিকানা"
disk array,"1. ডিস্ক অ্যারে, 2. ডিস্ক অ্যারে"
disk capacity,"1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা"
disk drive,"1. ডিস্ক ড্রাইভার, 2. ডিস্ক ড্রাইভ"
disk file,ডিস্ক ফাইল
disk memory,"1. ডিস্ক মেমরি, 2. ডিস্ক মেমরি, 3. ডিস্ক মেমরি, 4. ডিস্ক মেমরি"
disk operating system (DOS),ডিস্ক অপারেটিং সিস্টেম (DoS)
disk pack,ডিস্ক প্যাকেজ
disk server,"1.চক্রিকা সার্ভার, 2.ডিস্ক সার্ভার"
disk storage,"1. ডিস্ক স্টোরেজ, 2. ডিস্ক স্টোরেজ"
diskette,ডিস্কেট
display file,প্রদর্শন ফাইল
display image,প্রদর্শন চিত্র
disposal,নিষ্পত্তি
distance,দূরত্ব
distance function,দূরত্ব ফাংশন
distortion,বিকৃতি
distributed,বিতরণ করা
distributed data,বিতরণ করা তথ্য
distributed server,বিতরণ করা সার্ভার
distributed system,"1.ডিস্ট্রিবিউটেড সিস্টেম, 2.ডিস্ট্রিবিউটেড সিস্টেম"
distributive,পরিবেশক
document,নথি
document retrieved,নথি স্বীকৃত
document window,"1. ডকুমেন্ট উইন্ডো, 2. ডকুমেন্ট উইন্ডো"
documentation,ডকুমেন্টেশন
domain,"ডোমেইন, ডোমেইন"
domain name,ডোমেন নাম
dot matrix printer,"1. ডট ম্যাট্রিক্স প্রিন্টার, 2. ডট ম্যাট্রিক্স প্রিন্টার"
down,"নীচে, নীচে"
down link,"1.Avallink, 2.Square"
down loading,ডাউনলোড
down time,ডাউনলোড সময়
dragging,আকর্ষণ
DRAM (dynamic RAM),DRAM (ডাইনামিক RAM)
drift,রানঅফ
driver,ড্রাইভার
drop,পাতা
drop down list box,ড্রপ লিস্ট বক্স
drum drive,ড্রাম ড্রাইভ
drum printer,"1.ড্রাম প্রিন্টার, 2.ড্রাম প্রিন্টার"
drum unit,"1. আইএম ইউনিট, 2. ড্রাম ইউনিট"
dual,"1. দ্বৈততা, 2. দ্বি"
dual density,দ্বৈত ঘনত্ব
dummy address,"1. নীরব ঠিকানা, 2. জাল ঠিকানা"
dump,ডাম্প
duplex circuit,ডুপ্লেক্স সার্কিট
duplexing,বৈধকরণ
duplicate,কী কী
DVD R/W,"1.D V D R./W, 2. ডিভিডি রিডিং, 3. লেখা"
DVD ROM,ডিভিডি রম
dynamic instruction,গতিশীল নির্দেশ
dynamic memory,"1.ডাইনামিক মেমরি, 2.ডাইনামিক মেমরি"
dynamics,"1. গতিবিদ্যা, 2. গতিবিদ্যা"
EBCDIC,E B C D I C
e-business,ই-ব্যবসা
echo,প্রতিধ্বনি
e-commerce,"1.e-commerce, 2.e-commerce"
edit,সম্পাদনা
editor,সম্পাদক
educational technology,শিক্ষাবিষয়ক প্রযুক্তি
EEP rom,e e p rom
effective address (floating address),"1. অর্থপূর্ণ ঠিকানা, 2. কার্যকর ঠিকানা"
effective operand address,অর্থপূর্ণ অপারেন্ড ঠিকানা
effective procedure,কার্যকর পদক্ষেপ
effective UID (user identification),কার্যকরী ইউআইডি
efffective transmission operand,কার্যকর ট্রান্সমিশন অপারেশন
eight-bit byte,অক্টাল বাইট
e-learning,"ইলেকট্রনিক লার্নিং, ই-লার্নিং"
election-algirthm,নির্বাচন অ্যালগরিদম
electric mailing (e-mail),ইলেকট্রনিক মেইল সার্ভিস (ই-মেইল)
electric printer,"1.ইলেক্ট্রনিক প্রিন্টিং, 2.ইলেক্ট্রনিক প্রিন্টার"
electrical accounting machine,বৈদ্যুতিক অ্যাকাউন্টিং মেশিন
electronic,ইলেকট্রনিক্স
electronic clearance system (ECS),ইলেকট্রনিক নিষ্কাশন সিস্টেম (ECS)
electronic data interchange (EDI),ইলেকট্রনিক ডেটা এক্সচেঞ্জ (EDI)
electronic data processing,ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ
electronic filing,ইলেকট্রনিক ব্রোশিওর
electronic funds transfer System (EFTS),ইলেকট্রনিক ফান্ড ট্রান্সফার মেকানিজম (EFTS)
electronic journals,"1.ইলেক্ট্রনিক জার্নাল, 2.ইলেক্ট্রনিক জার্নাল"
electronic publishing,ইলেকট্রনিক প্রকাশনা
electronic switch,ইলেকট্রনিক সুইচ
element,"উপাদান, উপাদান"
e-mail,ই-মেইল
e-mail address,"1. ই-মেইল ঠিকানা, 2. ইলেকট্রনিক মেইলিং ঠিকানা"
embedded system,এমবেডেড সিস্টেম
embedding,এমবেডিং
emitter couple logic (ECL),ইমিটার কাপলড লজিক (ইসিএল)
empty stack,ফাঁকা স্থান
empty string,"1. ফাঁকা চেইন, 2. ফাঁকা চেইন"
emulation,যান্ত্রিকীকরণ
encapsulation,"1.ক্যাপসুলেশন, 2.ক্যাপসুলেশন"
encipher,ডিকোডার
encode,এনকোডিং
encoder,"1. এনকোডার, 2. কোডাক"
encrepted data,লুকানো তথ্য
encripting file system,লুকানো ফাইল সিস্টেম
encryption,"1. এনক্রিপশন, 2. কোডিং, 3. এনকোডিং"
end of block,ব্লক শেষ
end of file (EOF),ফাইল-এন্ড
end-user,ব্যবহারকারী
enter,প্রবেশ করা
enter-key,এন্ট্রি কী
enterprise server,"1. উদ্যম সারওয়ার, 2. উদ্যম সেবক"
enterprise system,এন্টারপ্রাইজ সিস্টেম
entity,শক্তি
entity-relationship,শক্তি সখ্যতা
entry time,প্রবেশের সময়
entry variable,ইনপুট পরিবর্তনশীল
enumerable,গণনার যোগ্য
environment,পরিবেশ
epoch,"1.Epoch, 2. যুগ, 3. নির্দেশের মুহূর্ত"
EPROM,EPRAM (ফাইনান্স প্রোগ্রামেবল রিড-ওনলি মেমরি)
epsilon closure,epsilon constrictor
equalizer,সমানকারী
equipment,সরঞ্জাম
equivalence class,সমতা শ্রেণী
equivalence relation,সমতুল্য সম্পর্ক
erase,"1. বিলুপ্তি, 2. নির্মূল"
error correcting code,ত্রুটি সংশোধন কোড
error correction,ত্রুটি সংশোধন
error detection,ত্রুটি সনাক্তকরণ
error handling,শিল্প খাত
error message,ভুল বার্তা
error rate,ত্রুটি হার
error recovery,ত্রুটি পুনরুদ্ধার
error routine,ত্রুটির নাম
escape character,পালাবার প্রতীক
ethernet,ইথারনেট
event,ঘটনা
event chain,ইভেন্ট চেইন
event control,ঘটনা নিয়ন্ত্রণ
event counter,ইভেন্ট কাউন্টার
exception handling,ব্যতিক্রম হ্যান্ডলিং
exchangeable disk storage,বিনিময় ডিস্ক স্টোরেজ
exclusion,বর্জন
exclusive Or (XOR),একচেটিয়া এবং (x বা)
executable program,এক্সিকিউটেবল প্রোগ্রাম
executive statement,মৃত্যুদন্ড বিবৃতি
exhaustive search,নির্বাচনী অনুসন্ধান
exist,বিদ্যমান
exit,সমস্যা
expert system,দক্ষ পদ্ধতি
expression,"1. অভিব্যক্তি, 2. অভিব্যক্তি"
extended graphic array (XGA),বর্ধিত গ্রাফিক্যাল ম্যাট্রিক্স (x g a)
extended industry standard (EIS),বর্ধিত শিল্প মান (EIS)
extended machine,ওভারলোড মেশিন
extended memory,বর্ধিত মেমরি
extended precision,"1. বর্ধিত নির্ভুলতা, 2. বর্ধিত নির্ভুলতা"
extended sorting,"1. বর্ধিত বাছাই, 2. বর্ধিত বিচ্ছেদ"
external call,ডাক
external error,বাহ্যিক ত্রুটি
external function,বাইরের ফাংশন
external interrupt,বাহ্যিক বাধা
external memory,"1. বাহ্যিক মেমরি, 2. বহিরাগত মেমরি"
external memory,বাহ্যিক স্মৃতি
external modem,বাহ্যিক মডেম
external reference,বাহ্যিক রেফারেন্স
external searching,বাহ্যিক অনুসন্ধান
external storage device,বাহ্যিক স্টোরেজ ডিভাইস
extraction,নিষ্কাশন
extrapolation,এক্সট্রাপোলেশন
face-character printer,প্যানেল অক্ষর প্রিন্টার
fail-safe operation,ব্যর্থ-নিরাপত্তা অপারেশন
failure rate,ব্যর্থতার হার
failure recovery,ব্যর্থতা স্রাব
false code,মিথ্যা কোড
false error,মিথ্যা ত্রুটি
fan-in,"1.বিনিয়োগ, 2.বিনিয়োগ পয়েন্ট"
fan-out,"1. ইস্যু, 2. ইস্যু নম্বর"
fascimile I/O device,"1. প্রতিলিপি I/O ডিভাইস, 2. প্রতিরূপ ইনপুট ডিভাইস/আউটপুট"
fast fourier transform (FFT),দ্রুত ফোরিয়ার স্থানান্তর
fatal error,মারাত্মক ত্রুটি
fault detection,ত্রুটি সনাক্তকরণ
fault diagnosis,ত্রুটি নির্ণয়
fault tolerance,দোষ সহনশীলতা
fax,ফ্যাক্স
fax message,ফ্যাক্স বার্তা
FDC,f dc
feature detection,লক্ষণ সনাক্তকরণ
feed cycle,ভরাট চাকা
feedback,পুনঃবিনিয়োগ
feeder,"1. সরবরাহকারী, 2. পুষ্টি, 3. ফিডার"
fetch,anan
fibonacci search,ফিবোনাচি আবিষ্কার
fibonacci sequence,ফিবোনাচি ক্রম
fibonacci series,ফিবোনাচি সিরিজ
fibre optics,ফাইবার অপটিক্স
fido net,ফিডো ফাঁদ
field,অঞ্চল
fifth generation computers,পঞ্চম প্রজন্মের কম্পিউটার
file,"1. ফাইল, 2। ফাইল"
file access method,ফাইল অ্যাক্সেস পদ্ধতি
file allocation table,ফাইল বরাদ্দ টেবিল
file compression,ফাইল কম্প্রেশন
file copying,ফাইল কপি করা
file layout,ফাইল কনফিগারেশন
file merge,ফাইল মার্জ
file recovery,ফাইল পুনরুদ্ধার
file storage,ফাইল স্টোরেজ
file structure,ফাইল গঠন
file system,নথি ব্যবস্থা
file transfer,ফাইল স্থানান্তর
file transfer protocol (FTP),ফাইল ট্রান্সফার প্রোটোকল (FTP)
filter,ছাঁকনি
final state,শেষ অবস্থান
find,অনুসন্ধান করুন
finite state machine,সসীম রাষ্ট্র মেশিন
fire wall,আগুন প্রাচীর
firmware,ফার্মওয়্যার
first come first serve,আগে আসলে আগে পাবেন
first generation computer,প্রথম প্রজন্মের কম্পিউটার
first in first out (FIFO),ফার্স্ট ইনপুট ফার্স্ট ইস্যু (FIFO)
first order logic,প্রথম আদেশের যুক্তি
first order theory,প্রথম আদেশ নীতি
fixed partition,স্থির বিভাগ
flag,চিহ্ন
flexible disk,নমনীয় ডিস্ক
floppy disk,ফ্লপি ডিস্ক
flopy disk drive (Fdd),ফ্লপি ডিস্ক ড্রাইভ (FDD)
flow chart,ফ্লো চার্ট
flow of control,নিয়ন্ত্রণ প্রবাহ
flush,প্রভাত
folder,ফোল্ডার
font,ফন্ট
font family,ফন্ট পরিবার
foreign key,বাহ্যিক কী
form,ফর্ম
formal language,প্রতীকী ভাষা
formal system,প্রতীকী পদ্ধতি
format,"1.ফর্ম্যাট, 2.ফর্ম"
formatting,অঙ্কন
fortran,fortron
fortran programming,"1.ফরট্রান (একটি কম্পিউটার ভাষা) প্রোগ্রাম, 2.ফরট্রান প্রোগ্রামিং"
forward slash,ফরোয়ার্ড স্ল্যাশ
fourth generation computer,৪র্থ প্রজন্মের কম্পিউটার
fragment,অধ্যায়
frame,ফ্রেম
free net,"1.ফ্রি নেট, 2.ফ্রি নেট"
free software foundation,বিনামূল্যে সফ্টওয়্যার বিশ্বাস
free storage,বিনামূল্যে সঞ্চয়স্থান
freeware,বিনামূল্যের
front end,সামনে
front panel,"1.ফ্রন্ট প্যানেল, 2.ফ্রন্ট প্যানেল"
function,"1. ফাংশন, 2. ফাংশন"
function key,ফাংশন কী
function reference,ফাংশন রেফারেন্স
functional dependency,কার্যকরী নির্ভরতা
functional testing,ফাংশন পরীক্ষা
fuzzy logic,"1.অস্পষ্ট যুক্তি, 2.অস্পষ্ট যুক্তি"
fuzzy set,"1.ফাজি সেট, 2.ফাজি সেট"
gain,লাভ করা
game tree,ক্রীড়া গাছ
gap character,ব্যবধান চরিত্র
garbage,আবর্জনা
garbage collection,আবর্জনা সংগ্রহ
garbage collection,আবর্জনা সংগ্রহ
garbage in garbage out (GIGO),ট্র্যাশ ইনসাইড ট্র্যাশ আউট (গিগো)
gate,দরজা
gateway,দরজার পথ (নেটওয়ার্কের প্রসঙ্গে)
general program,ব্যাপক প্রোগ্রাম
general program,ব্যাপক প্রোগ্রাম
general purpose computer,ব্যাপক উদ্দেশ্য কম্পিউটার
general purpose computer,সাধারণ উদ্দেশ্য কম্পিউটার
general register,সাধারণ রেজিস্টার
generalization,সাধারণীকরণ
generalization,সাধারণীকরণ
general-purpose language,বিস্তৃত বস্তুর ভাষা
general-purpose operating sysem,ব্রড পারপাস অপারেশন সিস্টেম
general-purpose regisgter,ব্যাপক উদ্দেশ্য নিবন্ধন
generated error,ত্রুটি উত্পন্ন
generating function,প্রজনন ফাংশন
generic class,শ্রেণী সাধারণ
generic function,ক্লাস ফাংশন
generic name,সাধারণ শ্রেণীর নাম
gigo,গিগো
global,"1. সর্বজনীন, 2. বিশ্বব্যাপী"
global code,সার্বজনীন কোড
global lock,সার্বজনীন লক
global network,"1. ইউনিভার্সাল নেটওয়ার্ক, 2. ইউনিভার্সাল নেটওয়ার্ক"
global network,সার্বজনীন নেটওয়ার্ক
global user,"1. বিশ্ব ব্যবহারকারী, 2. সর্বজনীন ব্যবহারকারী, 3. সর্বজনীন ব্যবহারকারী"
global variable,গ্লোবাল ভেরিয়েবল
globalisation,"1.বিশ্বায়ন, 2.বিশ্বায়ন"
gopher,গোফার (একটি নেটওয়ার্কে একটি প্রোটোকল)
gopher client,গোফার রিসেপ্টর
gopher server,"1. গোফার সার্ভার, 2. গোফার সার্ভার"
gopher site,গোফার সাইট
gopher space,গোফার স্থান
graceful degradation,আকর্ষণীয় অধঃপতন
grammar checker,ব্যাকরণ সংশোধনকারী
grammar graceful exit,ব্যাকরণ হটি বহির্মুখী
grand total,"1.মোট মোট, 2.গ্রেট মোট, 3.মোট মোট"
graph,"1.গ্রাফ, 2.গ্রাফ"
graph plotting,"1.গ্রাফ স্বরলিপি, 2.গ্রাফ স্বরলিপি"
graphic character,"1. গ্রাফিক অক্ষর, 2. গ্রাফিকাল অক্ষর"
graphic controller,"1. গ্রাফিক্যাল কন্ট্রোলার, 2. গ্রাফিকাল কন্ট্রোলার"
graphic data structure,"1. গ্রাফিকাল ডেটা স্ট্রাকচার, 2. গ্রাফিকাল ডেটা স্ট্রাকচার"
graphic display program,"1. গ্রাফিক ডিসপ্লে প্রোগ্রাম, 2. গ্রাফিকাল ডিসপ্লে প্রোগ্রাম"
graphic display resolution,"1.গ্রাফিকাল ডিসপ্লে রেজোলিউশন, 2.গ্রাফিক ডিসপ্লে"
graphic language,"1. গ্রাফিক ভাষা, 2. গ্রাফিকাল ভাষা"
graphic language,"1. গ্রাফিক ভাষা, 2. গ্রাফিকাল ভাষা"
graphic panel,"1. গ্রাফিকাল প্লেট, 2. গ্রাফিকাল প্লেট"
graphical animation,"1.গ্রাফিক অ্যানিমেশন, 2.গ্রাফিক অ্যানিমেশন"
graphical interface format (GIF),গ্রাফিক ট্রান্সফার ফরম্যাট (GIF)
graphical user interface (GUI),"1.গ্রাফিক ইউজার ইন্টারফেস (GUI), 2.গ্রাফিক ইউজার ইন্টারফেস"
graphics,"1.গ্রাফিক্স, 2.গ্রাফিক্স"
graphics application,"1.গ্রাফিক্স অ্যাপ্লিকেশন, 2.গ্রাফিকাল অ্যাপ্লিকেশন"
graphics cursor,"1.গ্রাফিক্স কার্সার, 2.গ্রাফিকাল কার্সার"
graphics mode,"1.গ্রাফিক্স মোড, 2.গ্রাফিক মোড"
graphics package,"1.গ্রাফিক্স প্যাকেজ, 2.গ্রাফিকাল প্যাকেজ"
graphics software,"1.গ্রাফিক্স সফটওয়্যার, 2.গ্রাফিক্স সফটওয়্যার"
graphics software,"1.গ্রাফিক্স সফটওয়্যার, 2.গ্রাফিক্স সফটওয়্যার"
graphics software package,"1.গ্রাফিক্স সফটওয়্যার প্যাকেজ, 2.গ্রাফিকাল সফটওয়্যার প্যাকেজ"
gray scale,ধূসর স্কেল
greedy method,"1. লোভী পদ্ধতি, 2. লোভী পদ্ধতি"
grep,আঙ্গুর
grid,গ্রিড
grid chart,গ্রিড চার্ট
grid computing,গ্রিড গণনা
grid modulation,গ্রিড মড্যুলেশন
ground wave,স্থল তরঙ্গ
group,দল
group address,গ্রুপ ঠিকানা
group code,শঙ্ঘবদ্ধ কোড
group communication,গ্রুপ যোগাযোগ
group communication,গ্রুপ যোগাযোগ
group identification,"1.গ্রুপ আইডেন্টিটি, 2.গ্রুপ আইডেন্টিটি"
group name,দলের নাম
groupware,গ্রুপওয়্যার
growth,বৃদ্ধি
guard,"1.গার্ড, 2.গার্ড"
guided media,নির্দেশিত মিডিয়া
gunzip,বন্দুক
hack,ডিকোড
hacker,ডিকোডার
hacker's dictionary,ডিকোডার অভিধান
half adder,অর্ধেক যোগকারী
half bridge,অর্ধেক সেতু
half duplex,অর্ধেক দ্বৈত
half duplex line,হাফ ডুপ্লেক্স লাইন
half duplex mode,হাফ ডুপ্লেক্স মোড
half intensity,অর্ধেক তীব্রতা
half router,আধা রাউটার
half subtracter,আধা-বিভাগীয়
half toning,অর্ধেক ছবি
half word,অর্ধেক শব্দ
hamiltonious cycle,হ্যামিলটোনিয়ান চক্র
hamming code,হ্যামিং কোড
hand,হাত
hand copy,মুদ্রিত কপি
handle,হ্যান্ডলিং
handling,হ্যান্ডলিং
hang,সাসপেনশন
happy net,আনন্দদায়ক ফাঁদ
hard copy device,হার্ড কপি ডিভাইস
