Hindi,Bengali
यूष,ব্রোথ
भूरा भालू,বাদামি ভালুক
भूरा किट्ट,বাদামী মরিচা
कोंपलभोजी,ব্রাউজার
"ब्रुश-बॉर्डर पक्ष्माभ उपकला, कूर्च सीमांत पक्ष्माभ उपकला",ব্রাশ-বর্ডার সিলিয়েটেড এপিথেলিয়াম
ब्रुसेल्स गोभी,ব্রাসেলস স্প্রাউট
ब्रायोफिलम,পাথরকুচি
ब्रायोफाइटा,ব্রায়োফাইটা
ब्रायोफाइट,ব্রায়োফাইট
ब्रायोप्सिडा,ব্রাইওপিডা
ब्यूबो,বুবো
मुख गुहिका,বুকাল গহ্বর
मुख-ग्रसनी गुहिका,বুকো-ফ্যারেঞ্জিয়াল গহ্বর
मुकुलन,উদীয়মান
उभयरोधी बाइकार्बोनेट,বাফার বাইকার্বোনেট
"उभयरोधी, बफर",বাফার
बफर क्षेत्र,নিরাপদ অঞ্চলে
उभयरोधी क्रिया,বাফারিং অ্যাকশন
ब्यूफो,বুফো
कंद,বাল্ব
पत्रप्रकलिका,বুলবিল
कंदाकार मूत्रमार्ग ग्रंथि,Bulbourethral গ্রন্থি
स्थूल प्रवाह,বাল্ক প্রবাহ
"आवर्धत्वक् कोशिका, बुलीफोर्म कोशिका",বুলিফর্ম সেল
गुंज मक्षिका,বাম্বল মৌমাছি
पूल शाखा,বান্ডিল শাখা
पूल आच्छद,আটির খাপ
पूल आच्छद कोशिका,বান্ডিল শিথ সেল
"उत्प्लावकता, उत्प्लावन",বুয়েন্সি
उत्प्लावी घनत्व अपकेंद्रण,বুয়্যান্ট ঘনত্ব কেন্দ্রীভূতকরণ
उत्प्लावी घनत्व,বুয়্যান্ট ঘনত্ব
मुकुलित होना,বার্জন
बिलकारी,বুড়ো
"झाड़ी, क्षुप",বুশ
"ब्यूटिया मोनोस्पर्मा (ढाक, पलाश)",বুটিয়া মনোস্পার্মা
बूथस,বুহাস
पुश्ता,বাট্রেস (ফোলা স্টেম বেস)
उप-उत्पाद,উপজাত
C-पेप्टाइड,সি-পেপটাইড
कैक्टस,ক্যাকটাস
कैडमियम प्रदूषण,ক্যাডমিয়াম দূষণ
आशुपाती,ক্যাডুকাস
अंधनाल,Caecum
सीनोरैबडाइटिस एलीगैन्स,Caenorhabditis এলিগানস
सीजियम,সিসিয়াম
कैफीन,ক্যাফিন
केल्सियमी कंटिका,ক্যালকেরিয়াস স্পাইকুল
केल्सियमी कवच,ক্যালারিয়াস শেল
केल्सियमधर ग्रंथि,ক্যালসিফেরাস গ্রন্থি
कैल्सीयन,ক্যালিফিকেশন
कैल्सिटोनिन,ক্যালসিটোনিন
कैल्सियम,ক্যালসিয়াম
कैल्सियम सेतु,ক্যালসিয়াম ব্রিজ
कैल्सियम कार्बोनेट,চুনাপাথর
कैलेन्ड्यूला,ক্যালেন্ডুলা
कैलीपस,কলিপাস
"किण, कैलस",কলাস
"किण संवर्ध, किण संवर्धन",কলাস সংস্কৃতি
कोलोकेसिया,কলোকাসিয়া
कैलोटीज,ক্যালোটেস
"कैलोट्रोपिस, आक मदार",ক্যালোট্রপিস
कैलोट्रोपिस प्रोसेरा,ক্যালোট্রপিস প্রোকেরা
कैल्विन चक्र,ক্যালভিন চক্র
कैलीसाइनी,ক্যালিসিনিয়া
चषक (Zool),ক্যালিক্স
बाह्य दलपुंज (Bot),ক্যালিক্স
कैंब्रियन कल्प,ক্যামব্রিয়ান পিরিয়ড
केमेलस,উট
"छद्मावरण, कैमोफ्लाज",ক্যামোফ্লেজ
कैंपेनेलीज,ক্যাম্পানেলস
कैनाबिनॉयड,কানাবিনয়েড
सूक्ष्मनलिका,ক্যানালিকুলাস
कैन्सर,ক্যান্সার
कैन्सर (सामान्य कर्कट),ক্যান্সার (সাধারণ কাঁকড়া)
कैंडीटफ्ट,ক্যান্ডিটুফ্ট
"इक्षुशर्करा, शक्कर",আখ
कैनिडी,ক্যানিডে
रदनक,কাইনিন (দাঁত)
कैनिस फेमिलिएरिस,ক্যানিস পরিচিত
कैना,ক্যানা
कैनेबिस सैटाइवा (भांग),গাঁজা স্যাটিভা
वितान,ক্যানোপি
क्षमतायन,ক্যাপাসিটেশন
केशिकात्व,কৈশিক
केशिका,কৈশিক
केशिका परिसंचरण,কৈশিক সঞ্চালন
"मुंडक, कैपिटुलम",ক্যাপিটুলাম
कैपेरिस,ক্যাপারি
आच्छादन,ক্যাপিং
"पेटिका, कैप्सिड",ক্যাপসিড
पेटिकांशक,ক্যাপসোমির
"संपुट, संपुटिका",ক্যাপসুল
कार्बएमीनोहीमोग्लोब़िन,কার্বামিনোহেমোগ্লোবিন
कार्बोहाइड्रेट,কার্বোহাইড্রেট
कार्बन डाइऑक्साइड,কার্বন - ডাই - অক্সাইড
कार्बन डाइसल्फाइड,কার্বন ডিসলফাইড
कार्बन अणु,কার্বন অণু
कार्बोनेट,কার্বনেট
कार्बोनिक अम्ल,কার্বনিক এসিড
कार्बोनिक ऐनहाइड्रेस,কার্বনিক এনহাইড্রাস
कार्बनी कल्प,কার্বনিফেরাস সময়কাল
कार्बोक्सिल,কার্বক্সাইল
कार्बोक्सिल समूह,কার্বক্সাইল গ্রুপ
कार्बोक्सिलेज,কার্বোক্সিলেস
कार्बोक्सिलीकरण,কার্বোক্সিলেশন
कारकैरोडोन,কারচারোডন
कैन्सरजनन,কার্সিনোজেনেসিস
कैन्सरजनी,কার্সিনোজেনিক
कार्सिनोमा,কার্সিনোমা
हृद् चक्र,কার্ডিয়াক চক্র
हृद् ग्लाइकोसाइड,কার্ডিয়াক গ্লাইকোসাইড
हृद् पेशी,কার্ডিয়াক পেশী
हृद् पेसमेकर,কার্ডিয়াক পেসমেকার
"हृद्लेखदर्शी, कार्डियोस्कोप",কার্ডিওস্কোপ
"मांसाहारीगण, कार्निवोरा",কার্নিভোরা
मांसाहारी,কার্নিভোর
मांसाहारी,মাংসাশী
मांसाहारी पादप,মাংসাশী বিমান
"मांसाहारी चौपाया (प्राणी), मांसाहारी चतुष्पाद",মাংসাশী চতুর্ভুজ
कैरोटीन,ক্যারোটিন
कैरोटिनॉइड,ক্যারোটিনয়েড
"मणिबंधिका (सं.), मणिबंधी (वि.)",কার্পাল
अंडप,কার্পেল
मणिबंध,কার্পাস
कैरागीन,ক্যারেজেন
वाहक क्रियाविधि,ক্যারিয়ার প্রক্রিয়া
वहन क्षमता,বহন ক্ষমতা
उपास्थि-मीन,কার্টিলজেনাস ফিশ
उपास्थिमय,কার্টিলাজিনাস
"बीजचोलक, कैरंकल",কারঙ্কেল
केंद्रकसंलयन,ক্যারিওগামি
कैरियोफिलेसी,ক্যারিওফিলেসি
कैरियोफिलेसीय,ক্যারিওফিলাসিয়াস
कैरिऑप्सिस,ক্যারিওপিসিস
केसीन,কেসিন
कैस्पेरी पट्टी,ক্যাস্পারিয়ান স্ট্রিপ
कैसिया,ক্যাসিয়া
कैसोवरी,ক্যাসোয়ারি
अरंडी,ক্যাস্টর
कैजुराइना,ক্যাসুয়ারিনা
कैजुराइना ऐलनस,ক্যাসুয়ারিনা অ্যালনাস
अपचय,ক্যাটাবোলিজম
कैटालेज,ক্যাটালাস
"सूची, ग्रंथसूची, सूचीपत्र",ক্যাটালগ
उत्प्रेरण,ক্যাটালাইসিস
उत्प्रेरक,প্রভাবক
उत्प्रेरक परिवर्तक,অনুঘটক রূপান্তরকারী
मोतियाबिंदु,ছানি
"प्रलय, महासंकट",বিপর্যয়
कैटिकोलएमीन,কেটোলামাইন
कैटेकोलोमाइन हार्मोन,কেটেকলোমাইন হরমোন
कैथीकरण,ক্যাথেট্রাইজেশন
धनायन,কেশন
कैटकिन,ক্যাটকিন
कतला,ক্যাটলা
विडाल नख (बिग्नोनिया अंग्वस केटाइ),বিড়ালের পেরেক (বিগনোনিয়া-আওগুইস ক্যাটি)
"मवेशी चारण, पशु चारण",গবাদি পশু চারণ
"मवेशी फार्म, पशु फार्म",গবাদি পশু পাল
"मवेशी रूमेन, पशु रूमेन",গবাদি পশুদের রুমেন
पुच्छ शूक,গবাদি পশুদের স্টাইল
पुच्छ कशेरुक,শৈশব ভার্টেব্রা
कौडेक्स,Chudex
"रोगकारक, उत्पादन कारक",কার্যকারণ এজেন্ট
सीड्रस देओदार (देवदार),সিড্রাস দেওদার (সিডার)
सिलैस्ट्रेलीज,সেলাস্ট্রেলস
कोशिका जीवविज्ञानी,সেল জীববিজ্ঞানী
कोशिका जैविकी,কোষ বিদ্যা
कोशिका चक्र,কোষ চক্র
कोशिका विवर्धन,সেল বৃদ্ধি
कोशिका आवरण,সেল খাম
कोशिका प्रभंजन,সেল ভগ্নাংশ
कोशिका समसूत्रांश,সেল হোমোজেনেট
कोशिका-माध्यित प्रतिरक्षा,সেল মধ্যস্থতা অনাক্রম্যতা
"कोशिका कला, कोशिका झिल्ली",কোষের ঝিল্লি
कोशिका प्रचुरोद्भवन,কোষের বিস্তার
कोशिका संरचना,সেল গঠন
कोशिका सिद्धांत,কোষ তত্ত্ব
कोशिका भित्ति,কোষ প্রাচীর
सेलोफेन कला,সেলোফেন ঝিল্লি
लघुकोशिका,সেলুলি
कोशिकीय प्रतिरक्षा,সেলুলার প্রতিরক্ষা
कोशिकीय ऊर्जा अंतरण-तंत्र,সেলুলার শক্তি স্থানান্তর-সিস্টেম
कोशिकीय एंजाइम,সেলুলার এনজাইম
कोशिकीय स्तर,কোষ স্তরে
कोशिकीय ऑक्सीकरण,সেলুলার জারণ
कोशिकीय पूल,সেলুলার পুল
सेलुलोस,সেলুলোজ
सेलुलोस सूक्ष्मरेशक,সেলুলোজ মাইক্রোফাইব্রিল
सीमेन्टम,সিমেন্টাম
सेंक्रस,সেনাগ্রাস
नूतनजीवी महाकल्प,Cenozoic যুগ
गणना,জনগণনা
जनगणना,জনগণনা
सेन्टीमॉर्गन,সেন্টিমোরগান
सेंटीपीडा ऑर्बिकुलेरिस,সেন্টিপিডা অরবিকুলারিস
केंद्रीय अक्ष,কেন্দ্রীয় অক্ষ
केंद्रीय कोशिका,কেন্দ্রীয় সেল
केंद्रीय क्रोड,ভিতরের গুরুত্বপূর্ণ অংশ
मूल सिद्धांत,কেন্দ্রীয় মতবাদ
केंद्रीय औषध अनुसंधान संस्थान,কেন্দ্রীয় ওষুধ গবেষণা ইনস্টিটিউট
केंद्रीय क्षेत्र,কেন্দ্রীয় ক্ষেত্র
केंद्रीय स्तन्यवाहिनी,কেন্দ্রীয় ল্যাকটিয়াল
केंद्रीय तंत्रिका तंत्र,কেন্দ্রীয় স্নায়ুতন্ত্র
मध्यवर्ती परिखा,কেন্দ্রীয় খাঁজ
अपकेंद्रण,সেন্ট্রিফিউগেশন
तारककेंद्र,সেন্ট্রিওল
"सत्रकेंद्र, गुणसूत्रबिंदु",সেন্ট্রোমিয়ার
तारककाय,সেন্ট্রোসোম
"परितारक केंद्र, सेंट्रोस्फियर",সেন্ট্রোস্ফিয়ার
शीर्षरज्जुकी सेफैलोकॉर्डेट,সিফালোকর্ডেট
सेफैलोकॉर्डेट प्राणी,সিফালোকর্ডেটস
सेफैलोस्पोरिन,সিফালোস্পোরিন
शिरोवक्ष,সিফালোথোরাক্স
सिरैटोफिलेसी,সেরাটোফিলেসি
अनाज-दाना,শস্য দানা
अनुमस्तिष्क वृंतक,সেরিবিলার পেডুনল
अनुमस्तिष्क,সেরিবেলাম
प्रमस्तिष्क कुल्या,সেরিব্রাল অ্যাকুয়েডাক্ট
प्रमस्तिष्क वल्कुट,সেরিব্রাল কর্টেক্স
प्रमस्तिष्क गोलार्ध,সেরিব্রাল গোলার্ধের
प्रमस्तिष्क निलय,সেরিব্রাল ভেন্ট্রিকল
प्रमस्तिष्कमेरु द्रव,সেরিব্রোস্পাইনাল তরল (সিএসএফ)
प्रमस्तिष्क,সেরিব্রাম
प्रमाणित बीज,প্রত্যয়িত বীজ
संसिक्थ ग्रंथि,সারুমিনাস গ্রন্থি
"ग्रैव, ग्रीवा",জরায়ু
(गर्भशय) ग्रीवा आच्छद,সার্ভিকাল ক্যাপ
ग्रीवा कशेरुक,সার্ভিকাল ভার্টিব্রা
ग्रीवा,জরায়ু
सीजियम क्लोराइड,সিসিয়াম ক্লোরাইড
मलकुंड,সেসপুল
सिटेसियाई,Cetaceans
कीटोप्टेरस,চেটোপটারাস
श्वेतकरज्जु,চালাজা
"निभाग, कैलेजा",চালাজা
कैलेजा सिरा,চালাজাল শেষ
कैलीना,চালিনা
"कैमीलिऑन, गिरगिट",গিরগিটি (চামেলিয়ন)
शैंकराभ,চ্যানক্রোড
प्रणाल,চ্যানেল
चैनल,চ্যানেল
संरक्षिका,চ্যাপারন
कैरा,চর
अभिलक्षणिक वनस्पति,বৈশিষ্ট্যযুক্ত উদ্ভিদ
"चारकोल, काठ कोयला",কাঠকয়লা
चारगाफ नियम,চারগ্যাফের নিয়ম
आवेश युग्मित युक्ति,চার্জ কাপলড ডিভাইস (সিসিডি)
आवेशन,চার্জিং
उन्मील्यपरागणी,চ্যাসমোগামাস
कैथेमैलस,চ্যাথামালাস
कीलोन,চেলোন
रासायनिक विश्लेषित्र,রাসায়নিক বিশ্লেষক
रासायनिक आबंध,রাসায়নিক বন্ড
रासायनिक भंजन,রাসায়নিক ব্রেকডাউন
रासायनिक सम्मिश्रता,রাসায়নিক জটিলতা
रासायनिक पर्यावरण,রাসায়নিক পরিবেশ
रासायनिक विकास,রাসায়নিক বিবর্তন
रासायनिक विधि,রাসায়নিক পদ্ধতি
रासायनिक उत्परिवर्तजन,রাসায়নিক মিউটেজেন
रासायनिक उद्भव,রাসায়নিক উত্স
रासायनिक ऑक्सीजन मांग,রাসায়নিক অক্সিজেন চাহিদা
रासायनिक विभव,রাসায়নিক সম্ভাবনা
रासायनिक स्केल्पेल,রাসায়নিক স্ক্যাল্পেল
रासायनिक संकेत,রাসায়নিক সংকেত
रासायनिक अंतर्ग्रथन,রাসায়নিক সিনপাস
रसायन परासरणी परिकल्पना,কেমিওসমোটিক হাইপোথিসিস
रसायनज्ञ,রসায়নবিদ
रसायन विज्ञान,রসায়ন
रसोसंश्लेषण,কেমোসিন্থেসিস
रसो-स्वपोषी जीवाणु,কেমো-অটোরোফিক ব্যাকটিরিয়া
रसो-अनुकुंचन,কেমোনস্টি
रसोसंश्लेषण,কেমোসিন্থেসিস
रसोसंश्लेषी स्वपोषित,কেমোসিন্থেটিক অটোট্রফ
रसोसंश्लेषी जीवाणु,কেমোসিন্থেটিক ব্যাকটিরিয়া
रसोनुचलन,কেমোট্যাক্সিস
"रसायनवर्गिकी, रसोवर्गिकी",কেমোট্যাক্সোনমি
रसोचिकित्सा,কেমোথেরাপি
कीनोपोडिएसी,চেনোপোডিয়াসি
किऐज्मेटा,চিয়াসমাটা
किऐज्मा प्रकार परिकल्पना,চিয়াস্মনা টাইপ হাইপোথিসিস
चिकनगुनिया,চিকুনগুনিয়া
कासनी,চিকোরি
"बालपन, बाल्यावस्था",শৈশব
मिर्च मोजेक विषाणु,মরিচ মোজাইক ভাইরাস
सिनकोना ऑफिसिनैलिस,সিনচোনা অফিসিনালিস
जतुपरागण,চিরোপটারফিলি
काइटिन,চিটিন
काइटिनी,চিটিনাস
क्लेमाइडिया ट्रेकोमेटिस,ক্ল্যামিডিয়া ট্র্যাচোমেটিস
क्लेमाइडीयता,ক্ল্যামিডিয়াসিস
क्लेमाइडोमोनास,ক্ল্যামিডোমোনাস
क्लोरैम्फैनिकॉल,ক্লোরামফেনিকোল
क्लोरेला,ক্লোরেলা
हरितऊतक,ক্লোরেনচাইমা
क्लोराइड कोशिका,ক্লোরাইড সেল
क्लोरीन,ক্লোরিন
क्लोरोफ्लुओरोकार्बन,ক্লোরোফ্লুওরো কার্বন (সিএফসিএস)
क्लोरोफॉर्म,ক্লোরোফর্ম
क्लोरोफाइसी,ক্লোরোফাইসি
हरितपादप पूर्वज,ক্লোরোফাইট পূর্বপুরুষ
हरिमाहीनता,ক্লোরোসিস
"हरितरोग, क्लोरोसिस",ক্লোরোসিস
"कीपाणु, कीपकोशिका",কোওনোসাইট
कोलेसिस्टोकाइनेसिस,Cholecystokinesis
कोलेसिस्टोकाइनिन,কোলেসিস্টোকিনিন
कोलेस्टेरॉल,কোলেস্টেরল
"कोलीन-उत्तेजक, कोलीनर्जिक",কোলিনার্জিক
कॉन्ड्रिक्थीज,Chondrichthyes
"उपास्थिन, कॉन्ड्रिन",কনড্রিন
उपास्थि-अणु,কনড্রোসাইট
कंडरा रज्जु,কর্ডে টেন্ডিনা
कॉर्डेटा (रज्जुकी संघ),কর্ডাটা
जरायु-अपरापोषिका अपरा,Chorioallantoic প্ল্যাসেন্টা
जरायु,কোরিওন
जरायु कार्टिकोट्रॉपिन,কোরিওনিক কর্টিকোট্রপিন
जरायु गोनेडोट्रॉपिन,কোরিওনিক গোনাডোট্রপিন
जरायु थायरोट्रापिन,কোরিওনিক থাইরোট্রপিন
रक्तक पटल,কোরয়েড
"अर्धसूत्र, अर्धगुणसूत्र",ক্রোমাটিড
क्रोमैटिन रेशा,ক্রোমাটিন ফাইবার
क्रोमैटिन,ক্রোমাটিন
वर्णलेखी तकनीक,ক্রোমাটোগ্রাফিক কৌশল
"वर्णलेखिकी, क्रोमैटोग्राफी",ক্রোমাটোগ্রাফি
वर्णकधर,ক্রোমাটোফোর
वर्णजनिक क्रियाधार,ক্রোমোজেনিক সাবস্ট্রেট
"वर्णसूत्र, क्रोमोनीमा",ক্রোমোনেমা
वर्णमूलक,ক্রোমোফোর
"वर्णलवक, क्रोमोप्लास्ट",ক্রোমোপ্লাস্ট
गुणसूत्री विपथन,ক্রোমোসোমাল ক্ষয়
गुणसूत्री दोष,ক্রোমোসোমাল ত্রুটি
गुणसूत्र मानचित्रण,ক্রোমোজোম ম্যাপিং
आनुवंशिकता का गुणसूत्र सिद्धांत,বংশের ক্রোমোজোম তত্ত্ব
वंशागति का गुणसूत्र सिद्धांत,উত্তরাধিকার ক্রোমোজোম তত্ত্ব
चिरकारी श्वसनीशोथ,দুরারোগ্য ব্রংকাইটিস
चिरकारी पेशिभ श्वेताणुरक्तता,দীর্ঘস্থায়ী মাইয়েড লিউকেমিয়া
इतिवृत्त,ক্রনিকল
"कालानुक्रमिक रूप से, कालानुक्रमतः",কালানুক্রমিকভাবে
क्राइसेन्थिमम सिनेरेरिफोलियम,ক্রিস্যান্থেমাম সিনেরিয়ালফোলিয়াম
क्राइसेन्थिमम इंडिकम (गुलदाउदी),ক্রিস্যান্থেমাম সূচক
क्राइसेन्थिमम रोसियम,ক্রাইথেমাম রোজাম
क्राइसोफाइटा,ক্রিসোফাইটা
क्राइसोफाइट,ক্রিসোফাইট
काइलोमाइक्रोन,চিলোমিক্রন
काइम,চিম
काइमोट्रिप्सिन,Chymotrypsin
साइकेडा,সিকদা
साइसर ऐरीटिनम (चना),সিসার অ্যারিটিনাম
"सिकलिड मीन, सिकलिड मछली",সিচলিড ফিশ
सी-संस्तर,সি-হরিজোন
पक्ष्माभ,সিলিয়া
पक्ष्माभ पिंड,Ciliary শরীর
पक्ष्माभ गुच्छिका,সিলারি গ্যাংলিওন
पक्ष्माभी गति,সিলারি মুভমেন্ট
पक्ष्माभी,সিলারি
पक्ष्माभी प्राणी,সিলিয়েট
पक्ष्माभ,সিলিয়াম (সিলিয়া)
सिनकोना,সিনচোনা
सायोना,সিওনা
सिप्रोफ्लॉक्सैसिन,সিপ্রোফ্লোকসাকিন
परिसंचरण,প্রচলন
परिसंचरण तंत्र,সংবহনতন্ত্র
परिग्रसिका संधायी,সারসোমোফেজিয়াল কমিসার
प्रतानी,সিরহোজ
सिरोसिस,সিরোসিস
शिखी,সিরহৌস
कुंडिका,সিস্টারনা
"कार्येक, सिस्ट्रॉन",সিস্ট্রন
सिट्रूलीन,সিট্রুলাইন
सिट्रस फल,লেবু জাতীয় ফল
वंशशाखिकी,দখল
पर्णाभ पर्व,ক্লেডোড
क्लैडोफोरा,ক্লাডোফোরা
क्लैरिअस गैरीपिनस,ক্লারিয়াস গ্যারিপিনাস
"वर्ग, क्लास",ক্লাস
संवर्ग,ক্লাস
वर्गीकरण,শ্রেণিবদ্ধকরণ
क्लैविसेप्स,Clavicesps
"जत्रुक, क्लेविकल",হাতল
नखरहीन अंगुली,নখর অঙ্ক
"मृत्तिका, चिकनी मिट्टी",ক্লে
विदलन खाँच,বিদারণ খাঁজ কাটা
अनुन्मील्यपरागणी,ক্লিস্টোগ্যামাস
क्लीमैटिस,ক্লেমেটিস
जलवायु,জলবায়ু
जलवायु क्षेत्र,জলবায়ু অঞ্চল
"जलवायवी प्राचल, जलवायु पैरामीटर",জলবায়ু পরামিতি
चरम समुदाय,ক্লাইম্যাক্স সম্প্রদায়
आरोही,লতা
"अरोहण, (वि.) आरोही",আরোহণ
रोगलक्षण काल,ক্লিনিকাল পিরিয়ড
"पर्याणिक, क्लाइटेलमी",ক্লিটেলার
"पर्याणिका, क्लाइटेलम",ক্লিটেলাম
क्लाइटोरिया,ভগাঙ্কুর
भगशेफ,ভগাঙ্কুর
अवस्कर,ক্লোচা
क्लोनी मेंढक,ক্লোনাল ব্যাঙ
क्लोनी प्रवर्धन,ক্লোনাল প্রচার
क्लोनी वरण,ক্লোনাল নির্বাচন
क्लोन,ক্লোন
क्लोनन,ক্লোনিং
सगे-संबंधियों में विवाह,বিবাহ বন্ধ করুন
संवृत तंत्र,বন্ধ সিস্টেম
क्लॉस्ट्रिडियम,ক্লোস্ট্রিডিয়াম
क्लॉस्ट्रीडियम ब्यूटिलिकम,ক্লোস্ট্রিডিয়াম বুটিলিসিয়াম
स्कंद विदारक,ক্লট বাস্টার
रुधिर स्कंदन,রক্ত জমাট বাঁধা
लौंग फली,ক্লোভার বিন
"त्रिपर्णी मॉडल, क्लोवर लीफ मॉडल",ক্লোভার-পাতা মডেল
क्लाउन मीन,ক্লাউন ফিশ
नाइडेरिया प्राणी,Cnidarians
दंशकोरक,Cnidoblast
"सहपुंज, सहपुंजित",Coaservate
स्थूल समायोजन घुंडी,মোটা সমন্বয় গিঁট
मोटी रेत,মোটা বালি
तटीय टिब्बा,উপকূলীয় une
तटीय झींगा संवर्धन फार्म,উপকূলীয় চিংড়ি সংস্কৃতি খামার
कोबाल्ट,কোবাল্ট
कोकेन,কোকেন
कॉक्सीडियता,কোক্সিডিওসিস
"गोलाणु, कॉकस",কোকাস
अनुत्रिक,কোকসেক্স
"कर्णावर्त, कॉक्लिया",কোচলিয়া
फली कुंडल,কোচলিয়া
"कोया, कोकून",কোকুন
कोडित जीन कार्यक्रम,কোডেড জেনেটিক প্রোগ্রাম
कोडीन,কোডাইন
संकेतन,কোডিং
कूटन (कूटलेखन),কোডিং
कोडन,কোডিং
"कूटन रज्जुक, कोडन रज्जुक",কোডিং স্ট্র্যান্ড
सहप्रभाविता,কোডমিনেন্স
"प्रकूट, कोडॉन",কোডন
सीलेन्टरेट,Colenterate
आंतरगुहा,কোয়েলেন্টারন
"उदर-गुहा, गुच्छिका",সিলিয়াক গ্যাংলিওন
"प्रगुही, सीलोमी",কোয়েলোমেট
"प्रगुहा, सीलोम",কোয়েলোম
प्रगुही उपकला,কোয়েলোমিক এপিথেলিয়াম
प्रगुही तरल,কোয়েলমিক তরল
प्रगुहा कोश,কোয়েলোমো স্যাক
संकोशिकी,কোয়েনোসাইটিক
सीनोपोडिएसी,Coenopodeaceae
सहएंजाइम,কোএনজাইম
सह-विकास,সহ-বিবর্তন
"सहविलोपन, सह-विलोप",সহ-বিলুপ্তি
सह-कारक,সহ-গুণক
संसंजन,সংহতি
संसंजन बल,সংহতি শক্তি
संसंजन सिद्धांत,সংহতি তত্ত্ব
संसंजन-तनाव वाष्पोत्सर्जन,সংহতি-টান-ট্রান্সপায়ারেশন
कोहॉर्ट,সহযোগিতা
सर्पिल या कुंडलित रूप से लिपटी/लपेटी गई,সর্পিল বা হেলিক্যালি কয়েলড
"कुंडलित, लपेटा गया",কয়েলড
मैथुन,কোয়েটস
अंतरित मैथुन (निष्कासन),কোয়েটস ইন্টারপ্রেটাস (প্রত্যাহার)
कॉल्चिसिन,কোলচিসিন
कोल्चिकम औटम्नेल,কোলচিকাম শারদীয়
"असमतापी, अनियततापी",ঠান্ডা মাথায়
शीत मरुस्थल,ঠান্ডা মরুভূমি
शीतग्राही,কোল্ড রিসেপ্টর
वर्मपंखी,কোলিওপটারান
प्रांकुर चोल,কোলিওপটাইল
मूलांकुर-चोल,কোলিওরহিজা
कोलियस,কোলিয়াস
कोलैजन,কোলাজেন
कोलैजन रेशा,কোলাজেন ফাইবার
कॉलर,কলার
संपार्श्विक ग्रंथि,জামানত গ্রন্থি
संग्राहक नलिका,টিউবুল সংগ্রহ করা
संग्राहक वाहिनी,সংগ্রহ নালী
कॉलेटोट्राइकम,কোলেটোট্রিচাম
श्लेषकोरक कोशिका,কলোব্লাস্ট সেল
कोलॉइड,কোলয়েড
कोलॉइडी,কোলয়েডাল
अरबी,কলোকাসিয়া
वृहदंत्र,কোলন
निवह-जीव,Colon পনিবেশিক ফর্ম
निवही नॉस्टॉक,Colon পনিবেশিক নস্টোক
निवहभवन,উপনিবেশ
निवह,কলোনী
"नवस्तन्य, नवदुग्ध",কলস্ট্রাম
वर्णांधता,রঙ অন্ধত্ব
स्तंभ वर्णलेखन,কলাম ক্রোমাটোগ্রাফি
बर्टिनी स्तंभ,বার্টিনি কলাম
स्तंभाकार उपकला,কলামার এপিথেলিয়াম
कंकत पट्टिका,চিরুনি প্লেট
संयुक्त प्रतिरक्षा न्यूनता संलक्षण,সম্মিলিত প্রতিরোধের ঘাটতি সিন্ড্রোম
संयुक्त भार,সম্মিলিত ওজন
"कॉम्ब जेली, कंकत जेली",কম্ব-জেলি
दहन,দহন
दहन प्रक्रम,দহন প্রক্রিয়া
कॉमा (रूप),কমা
सहभोजिता,কমেন্সালিজম
संधायी वाहिका,কমিসুরাল জাহাজ
साझा पूर्वज,সাধারণ পূর্বপুরুষ
मूल ग्रीवा धमनी,সাধারণ ক্যারোটিড ধমনী
सामान्य भारतीय भेक,সাধারণ ভারতীয় তুষার
समुदाय विविधता,সম্প্রদায় বৈচিত্র্য
समुदाय पारस्परिक क्रिया,সম্প্রদায় মিথস্ক্রিয়া
संहनन,সংযোগ
सहचर कोशिका,সঙ্গী সেল
तुलनात्मक शारीर,তুলনামূলক অ্যানাটমি
तुलनात्मक आकारिकी,তুলনামূলক আকারবিজ্ঞান
"संसुगति, ससंगता",সামঞ্জস্যতা
निषेच्यता,সামঞ্জস্যতা
प्रतिकारी पुनस्र्द्भवन,ক্ষতিপূরণ পুনর্জন্ম
सक्षम कोशिका,সক্ষম সেল
समर्थ परपोषी,সক্ষম হোস্ট
"स्पर्धा, प्रतियोगिता",প্রতিযোগিতা
स्पर्धी संदमन,প্রতিযোগিতামূলক বাধা
स्पर्धी संदमक,প্রতিযোগিতামূলক বাধা
पूरकता,পরিপূরক
पूरक फिल्टर,পরিপূরক ফিল্টার
पूरक जीन,পরিপূরক জিন
पूरक युग्म,পরিপূরক জুটি
संपूर्ण पाचन पथ,সম্পূর্ণ হজম ট্র্যাক্ট
पूर्ण सहलग्नता,সম্পূর্ণ লিঙ্কেজ
पूर्ण उपचयन,সম্পূর্ণ জারণ
सम्मिश्र,জটিল
जटिल,জটিল
संकुल,জটিল
जटिल ऊतक,জটিল টিস্যু
"संयुक्त, संग्रथित",সংমিশ্রণ
संयुक्त समशिख,যৌগিক Corymb
बहुस्तर उपकला,যৌগিক এপিথেলিয়াম
संयुक्त नेत्र,যৌগিক চোখ
संयुक्त पुष्पछत्र,যৌগিক আম্বেল
बाध्यकारी क्रिया,বাধ্যতামূলক ক্রিয়া
अभिकलन जैविकी,গণনা জীববিজ্ঞান
