English,Kannada
Cryptogram,ಕ್ರಿಪ್ಟೋಗ್ರಾಮ್
Cuirass,ಕ್ಯುರಾಸ್
Cuirassier,ಕ್ಯುರಾಸಿಯರ್
Cult deity,ಆರಾಧನಾ ದೇವತೆ
Curia,ಕ್ಯೂರಿಯಾ
Curia,ಕ್ಯೂರಿಯಾ
Czarism,ಜಾರಿಸಂ
Dark continent,ಡಾರ್ಕ್ ಖಂಡ
Day of judgement,ತೀರ್ಪಿನ ದಿನ
Day of judgement,ತೀರ್ಪಿನ ದಿನ
Dean,ಡೀನ್
Decade,ದಶಕ
Denarius,ಡೆನಾರಿಯಸ್
Deposed monarch,ಪದಚ್ಯುತ ದೊರೆ
Despoil,ಹಾಳುಮಾಡು
Despoilation,ಹಾಳಾಗುವಿಕೆ
Dethrone,ಸಿಂಹಾಸನವನ್ನು ಇಳಿಸು
Diadem,ಡೈಡೆಮ್
Diadem,ಡೈಡೆಮ್
Diadem,ಡೈಡೆಮ್
Diasia,ಡಯಾಸಿಯಾ
Dicasterium,ಡಿಕಾಸ್ಟರಿಯಮ್
Diluvialist,ಡಿಲುವಿಯಲಿಸ್ಟ್
Diocese,ಧರ್ಮಪ್ರಾಂತ್ಯ
Diocese,ಧರ್ಮಪ್ರಾಂತ್ಯ
Directoire (=Directry),ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ)
Directoire (=Directry),ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ)
Dirham,ದಿರ್ಹಮ್
Disloyal,ವಿಶ್ವಾಸದ್ರೋಹಿ
Disloyal,ವಿಶ್ವಾಸದ್ರೋಹಿ
Doctrine of lapse,ವಿಳಂಬದ ಸಿದ್ಧಾಂತ
Document,ಡಾಕ್ಯುಮೆಂಟ್
Documentary evidence,ಸಾಕ್ಷ್ಯಚಿತ್ರ ಸಾಕ್ಷ್ಯ
Domesday Book,ಡೋಮ್ಸ್‌ಡೇ ಪುಸ್ತಕ
Donation of Constantine,ಕಾನ್ಸ್ಟಂಟೈನ್ ಕೊಡುಗೆ
Doom,ಡೂಮ್
Dowager queen,ವರದಕ್ಷಿಣೆ ರಾಣಿ
Dragoon,ಡ್ರ್ಯಾಗನ್
Dromedarian,ಡ್ರೋಮೆಡಿಯನ್
Dromedary,ಡ್ರೊಮೆಡರಿ
Dromond,ಡ್ರೊಮಂಡ್
Dual,ದ್ವಂದ್ವ
Dual alliance,ಉಭಯ ಮೈತ್ರಿ
Dual entente,ಡ್ಯುಯಲ್ ಎಂಟೆಂಟೆ
Dual system (=dual government),ಉಭಯ ವ್ಯವಸ್ಥೆ (=ದ್ವಿ ಸರ್ಕಾರ)
Duke,ಡ್ಯೂಕ್
Duma,ಡುಮಾ
Dwarf incarnation,ಕುಬ್ಜ ಅವತಾರ
Dynasty,ರಾಜವಂಶ
Dynasty,ರಾಜವಂಶ
Eagle,ಹದ್ದು
Ealder man,ಹಿರಿಯ ಮನುಷ್ಯ
Earl,ಅರ್ಲ್
Earldom,ಅರ್ಲ್ಡಮ್
Early Guptas,ಆರಂಭಿಕ ಗುಪ್ತರು
Early (historic) sites,ಆರಂಭಿಕ (ಐತಿಹಾಸಿಕ) ತಾಣಗಳು
Early Vedic period,ಆರಂಭಿಕ ವೇದ ಕಾಲ
Ecclesia,ಎಕ್ಲೇಷಿಯಾ
Edict of Restitution,ಮರುಸ್ಥಾಪನೆಯ ಶಾಸನ
Eight fold path,ಎಂಟು ಪಟ್ಟು ಮಾರ್ಗ
Elders,ಹಿರಿಯರು
Elder statesman (=genro),ಹಿರಿಯ ರಾಜಕಾರಣಿ (=ಜೆರೋ)
Elephant goad,ಆನೆ ಮೇಡು
Eleven Years' Tyranny,ಹನ್ನೊಂದು ವರ್ಷಗಳ ದಬ್ಬಾಳಿಕೆ
Elysae (=Elysee),ಎಲಿಸೇ (=ಎಲಿಸೀ)
Enclosure Movement,ಆವರಣ ಚಳುವಳಿ
Encyclical,ಎನ್ಸೈಕ್ಲಿಕಲ್
Encyclopaedist movement,ಎನ್ಸೈಕ್ಲೋಪೀಡಿಸ್ಟ್ ಚಳುವಳಿ
Entente,ಎಂಟೆಂಟೆ
Entente cordiale,ಎಂಟೆಂಟೆ ಕಾರ್ಡಿಯಾಲ್
Enthrone,ಸಿಂಹಾಸನ
Entourage,ಪರಿವಾರ
Ephod,ಎಫೋಡ್
Ephor,ಎಫೋರ್
Epic age,ಮಹಾಕಾವ್ಯ ಯುಗ
Epic hero,ಮಹಾಕಾವ್ಯದ ನಾಯಕ
Epigraph,ಎಪಿಗ್ರಾಫ್
Episcopacy,ಎಪಿಸ್ಕೋಪಸಿ
Episcopate,ಎಪಿಸ್ಕೋಪೇಟ್
Episode,ಸಂಚಿಕೆ
Epoch,ಯುಗ
Epoch-making event,ಯುಗ ನಿರ್ಮಾಣದ ಘಟನೆ
Epoch-making man,ಯುಗಪುರುಷ
Eponym,ನಾಮಪದ
Equerry,ಇಕ್ವೆರಿ
Equerry,ಇಕ್ವೆರಿ
Equestrian statue,ಅಶ್ವಾರೋಹಿ ಪ್ರತಿಮೆ
Era,ಯುಗ
Ergastulum,ಎರ್ಗಸ್ಟುಲಮ್
Eucharist,ಯೂಕರಿಸ್ಟ್
Evangelicalism,ಸುವಾರ್ತಾಬೋಧನೆ
Evangelical movement,ಇವಾಂಜೆಲಿಕಲ್ ಚಳುವಳಿ
Evangelist,ಸುವಾರ್ತಾಬೋಧಕ
Exarch,ಎಕ್ಸಾರ್ಚ್
Exilarch,ಎಕ್ಸಿಲಾರ್ಚ್
Falangist,ಫಾಲಂಗಿಸ್ಟ್
Father land,ತಂದೆ ಭೂಮಿ
Father land,ತಂದೆ ಭೂಮಿ
Feriae,ಫೆರಿಯಾ
Fetish,ಫೆಟಿಶ್
Feudal holdings,ಊಳಿಗಮಾನ್ಯ ಹಿಡುವಳಿಗಳು
Feudalism (=feudal system),ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ (=ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ)
Feudal system,ಊಳಿಗಮಾನ್ಯ ವ್ಯವಸ್ಥೆ
Feudatory,ಊಳಿಗಮಾನ್ಯ
Fidei defensor (=Defender of the Faith),ಫಿಡೆ ಡಿಫೆನ್ಸರ್ (=ನಂಬಿಕೆಯ ರಕ್ಷಕ)
Fief,ಫೈಫ್
Field system,ಕ್ಷೇತ್ರ ವ್ಯವಸ್ಥೆ
Fifteenth tax,ಹದಿನೈದನೇ ತೆರಿಗೆ
Figure head,ಚಿತ್ರ ತಲೆ
Fin de siecle,ಫಿನ್ ಡಿ ಸೈಕಲ್
Fire eater,ಬೆಂಕಿ ತಿನ್ನುವವನು
Five Mile Act,ಐದು ಮೈಲಿ ಕಾಯಿದೆ
Flag,ಧ್ವಜ
Flamen Dialis,ಫ್ಲೇಮೆನ್ ಡಯಾಲಿಸ್
Flamen Martialis,ಫ್ಲೇಮೆನ್ ಮಾರ್ಟಿಯಾಲಿಸ್
Flaming torch,ಉರಿಯುವ ಟಾರ್ಚ್
Flank,ಪಾರ್ಶ್ವ
Flanking movement,ಪಾರ್ಶ್ವ ಚಲನೆ
Flourishing civilization,ಪ್ರವರ್ಧಮಾನಕ್ಕೆ ಬರುತ್ತಿರುವ ನಾಗರಿಕತೆ
Fluvialistic belief,ಫ್ಲೂವಿಯಲಿಸ್ಟಿಕ್ ನಂಬಿಕೆ
Folk god,ಜನಪದ ದೇವರು
Folk goddess,ಜನಪದ ದೇವತೆ
Folk memory,ಜಾನಪದ ಸ್ಮರಣೆ
Folk myth (=folklore),ಜಾನಪದ ಪುರಾಣ (=ಜಾನಪದ)
Foraging,ಆಹಾರ ಹುಡುಕುವುದು
Foray,ಮುನ್ನುಗ್ಗಿ
Forebear,ಮುಂದಾಳು
Forefather,ಪೂರ್ವಜ
Forerunner,ಮುಂದಾಳು
Forlorn hope,ನಿರಾಶಾದಾಯಕ ಭರವಸೆ
Formative stage,ರಚನಾತ್ಮಕ ಹಂತ
Fort,ಕೋಟೆ
Fortification,ಕೋಟೆ
Fortified town,ಕೋಟೆಯ ಪಟ್ಟಣ
Fortress,ಕೋಟೆ
Fortuna,ಫಾರ್ಚುನಾ
Forum Romanum,ಫೋರಮ್ ರೋಮನಮ್
Franciscan,ಫ್ರಾನ್ಸಿಸ್ಕನ್
Franklin,ಫ್ರಾಂಕ್ಲಿನ್
Fratricidal war,ಭ್ರಾತೃಹತ್ಯಾ ಯುದ್ಧ
Free Church,ಉಚಿತ ಚರ್ಚ್
Freeholder,ಫ್ರೀಹೋಲ್ಡರ್
Freelance soldier,ಸ್ವತಂತ್ರ ಸೈನಿಕ
Freelance soldier,ಸ್ವತಂತ್ರ ಸೈನಿಕ
Freeman,ಫ್ರೀಮನ್
Freeman,ಫ್ರೀಮನ್
Freepass,ಫ್ರೀಪಾಸ್
French Revolution,ಫ್ರೆಂಚ್ ಕ್ರಾಂತಿ
Friar,ಫ್ರಿಯರ್
Friasian mercenaries,ಫ್ರೇಸಿಯನ್ ಕೂಲಿ ಸೈನಿಕರು
Frontier'a man,ಗಡಿನಾಡಿನ ಮನುಷ್ಯ
Galleon,ಗ್ಯಾಲಿಯನ್
Gallican (=Gallicanist),ಗ್ಯಾಲಿಕನ್ (=ಗ್ಯಾಲಿಕಾನಿಸ್ಟ್)
Gallicanism,ಗ್ಯಾಲಿಕಾನಿಸಂ
Garrison,ಗ್ಯಾರಿಸನ್
Gaul,ಗೌಲ್
Gauntlet,ಗೌಂಟ್ಲೆಟ್
Gauntlet,ಗೌಂಟ್ಲೆಟ್
Gazebo,ಗೆಜೆಬೋ
Gazebo,ಗೆಜೆಬೋ
Gazebo,ಗೆಜೆಬೋ
Genealogical history,ವಂಶಾವಳಿಯ ಇತಿಹಾಸ
Genealogical record,ವಂಶಾವಳಿಯ ದಾಖಲೆ
Genealogical table,ವಂಶಾವಳಿಯ ಕೋಷ್ಟಕ
Genealogical tree,ವಂಶಾವಳಿಯ ಮರ
Genealogy,ವಂಶಾವಳಿ
Genealogy,ವಂಶಾವಳಿ
Generation,ಪೀಳಿಗೆ
Genocide,ನರಮೇಧ
Gentile,ಅನ್ಯಜಾತಿ
Gentile,ಅನ್ಯಜಾತಿ
Gentile,ಅನ್ಯಜಾತಿ
Gentile,ಅನ್ಯಜಾತಿ
Ghetto,ಘೆಟ್ಟೋ
Ghetto,ಘೆಟ್ಟೋ
Gibbet,ಗಿಬೆಟ್
Gild (=guild),ಗಿಲ್ಡ್ (=ಗಿಲ್ಡ್)
Gladiater,ಗ್ಲಾಡಿಯೇಟರ್
Glorious Revolution,ಅದ್ಭುತ ಕ್ರಾಂತಿ
Golden Horde,ಗೋಲ್ಡನ್ ಹಾರ್ಡ್
Grand Alliance,ಮಹಾಮೈತ್ರಿಕೂಟ
Grandee,ಗ್ರ್ಯಾಂಡಿ
Grand Signor,ಗ್ರ್ಯಾಂಡ್ ಸಿಗ್ನರ್
Grand Signor,ಗ್ರ್ಯಾಂಡ್ ಸಿಗ್ನರ್
Great Civil War,ಮಹಾ ಅಂತರ್ಯುದ್ಧ
Great Departure (of Buddha),ಮಹಾ ನಿರ್ಗಮನ (ಬುದ್ಧನ)
Greater India,ಬೃಹತ್ ಭಾರತ
Great Hellas,ಗ್ರೇಟ್ ಹೆಲ್ಲಾಸ್
Great Horde,ಗ್ರೇಟ್ ಹೋರ್ಡ್
Great Renunciation (=great departure),ಮಹಾತ್ಯಾಗ (=ಮಹಾನ್ ನಿರ್ಗಮನ)
Great Seal,ಗ್ರೇಟ್ ಸೀಲ್
Great Trak,ಗ್ರೇಟ್ ಟ್ರ್ಯಾಕ್
Great Vehicle,ದೊಡ್ಡ ವಾಹನ
Great Wall of China,ಚೀನಾದ ಮಹಾಗೋಡೆ
Greave,ಗ್ರೀವ್
Guard-chamber,ಗಾರ್ಡ್-ಚೇಂಬರ್
Guard-chamber,ಗಾರ್ಡ್-ಚೇಂಬರ್
Guard-chamber,ಗಾರ್ಡ್-ಚೇಂಬರ್
Guptas,ಗುಪ್ತರು
Hagiography,ಹ್ಯಾಜಿಯೋಗ್ರಫಿ
Hagiography,ಹ್ಯಾಜಿಯೋಗ್ರಫಿ
Hagiology,ಹ್ಯಾಜಿಯಾಲಜಿ
Hagiology,ಹ್ಯಾಜಿಯಾಲಜಿ
Hall of private audience,ಖಾಸಗಿ ಪ್ರೇಕ್ಷಕರ ಹಾಲ್
Hall of public audience,ಸಾರ್ವಜನಿಕ ಪ್ರೇಕ್ಷಕರ ಸಭಾಂಗಣ
Hatchment,ಹ್ಯಾಚ್ಮೆಂಟ್
Heathen,ಹೀತೆನ್
Heathen,ಹೀಥೆನ್
Heathenism,ಹೀಥೆನಿಸಂ
Hegira (Hejera),ಹೆಗಿರಾ (ಹೆಜೆರಾ)
Hellenism,ಹೆಲೆನಿಸಂ
Helot,ಹೆಲೋಟ್
Heraldry,ಹೆರಾಲ್ಡ್ರಿ
Heritage,ಪರಂಪರೆ
Hieroglyphic linear characters,ಚಿತ್ರಲಿಪಿಯ ರೇಖೀಯ ಅಕ್ಷರಗಳು
Hieroglyphic script,ಚಿತ್ರಲಿಪಿ ಲಿಪಿ
High Church,ಹೈ ಚರ್ಚ್
High Lander,ಹೈ ಲ್ಯಾಂಡರ್
Hinduism,ಹಿಂದೂ ಧರ್ಮ
Historian,ಇತಿಹಾಸಕಾರ
Historian,ಇತಿಹಾಸಕಾರ
Historical materialism,ಐತಿಹಾಸಿಕ ಭೌತವಾದ
Historic era,ಐತಿಹಾಸಿಕ ಯುಗ
Historic frontier,ಐತಿಹಾಸಿಕ ಗಡಿ
Historiographer,ಇತಿಹಾಸಕಾರ
Historiographer,ಇತಿಹಾಸಕಾರ
Historiography,ಇತಿಹಾಸಶಾಸ್ತ್ರ
Historiography,ಇತಿಹಾಸಶಾಸ್ತ್ರ
History,ಇತಿಹಾಸ
Hittite empire,ಹಿಟ್ಟೈಟ್ ಸಾಮ್ರಾಜ್ಯ
Holy Alliance,ಪವಿತ್ರ ಮೈತ್ರಿ
Holy city,ಪವಿತ್ರ ನಗರ
Holy city,ಪವಿತ್ರ ನಗರ
Holy land,ಪವಿತ್ರ ಭೂಮಿ
Holy land,ಪವಿತ್ರ ಭೂಮಿ
Holy League,ಹೋಲಿ ಲೀಗ್
Holy League,ಹೋಲಿ ಲೀಗ್
Holy Roman Empire (=The Empire),ಪವಿತ್ರ ರೋಮನ್ ಸಾಮ್ರಾಜ್ಯ (=ಸಾಮ್ರಾಜ್ಯ)
Holy Sea,ಪವಿತ್ರ ಸಮುದ್ರ
Holy Sea,ಪವಿತ್ರ ಸಮುದ್ರ
Holy war,ಪವಿತ್ರ ಯುದ್ಧ
Holy war,ಪವಿತ್ರ ಯುದ್ಧ
Home Government,ಗೃಹ ಸರ್ಕಾರ
Home Guard,ಗೃಹರಕ್ಷಕ
Homeland,ತಾಯ್ನಾಡು
Home rule,ಗೃಹ ನಿಯಮ
Home Rule,ಹೋಮ್ ರೂಲ್
Horde,ತಂಡ
Horde,ತಂಡ
Hostile country,ಪ್ರತಿಕೂಲ ದೇಶ
Hostile land,ಪ್ರತಿಕೂಲ ಭೂಮಿ
hot pursuit,ಬಿಸಿ ಅನ್ವೇಷಣೆ
House,ಮನೆ
House,ಮನೆ
House of Commons,ಹೌಸ್ ಆಫ್ ಕಾಮನ್ಸ್
House of Lords,ಹೌಸ್ ಆಫ್ ಲಾರ್ಡ್ಸ್
House of Representatives,ಹೌಸ್ ಆಫ್ ರೆಪ್ರೆಸೆಂಟೇಟಿವ್ಸ್
Huguenots,ಹುಗೆನೋಟ್ಸ್
Humanism,ಮಾನವತಾವಾದ
Humanist,ಮಾನವತಾವಾದಿ
Hundred Yesrs' War,ಹಂಡ್ರೆಡ್ ಯೆಸರ್ಸ್ ವಾರ್
Hunker,ಹಂಕರ್
Ibadat Khana (House of Worship),ಇಬಾದತ್ ಖಾನಾ (ಆರಾಧನೆಯ ಮನೆ)
Iconoclast,ಐಕಾನೊಕ್ಲಾಸ್ಟ್
Idolater,ವಿಗ್ರಹಾರಾಧಕ
Ilahi era,ಇಲಾಹಿ ಯುಗ
Illegal war,ಕಾನೂನುಬಾಹಿರ ಯುದ್ಧ
Illuminated manuscript,ಪ್ರಕಾಶಿತ ಹಸ್ತಪ್ರತಿ
Illustrated manuscript,ಸಚಿತ್ರ ಹಸ್ತಪ್ರತಿ
Illustrated manuscript,ಸಚಿತ್ರ ಹಸ್ತಪ್ರತಿ
Imam (Immaum),ಇಮಾಮ್ (ಇಮ್ಮಾಮ್)
Imamate,ಇಮಾಮತ್
Imamate,ಇಮಾಮತ್
Imambarah,ಇಮಾಂಬರಃ
Imperial,ಸಾಮ್ರಾಜ್ಯಶಾಹಿ
Imperial city,ಇಂಪೀರಿಯಲ್ ನಗರ
Imperialism,ಸಾಮ್ರಾಜ್ಯಶಾಹಿ
Imperial preference,ಸಾಮ್ರಾಜ್ಯಶಾಹಿ ಆದ್ಯತೆ
Impolicy,ಅಸಮರ್ಥತೆ
Impostor,ವಂಚಕ
Imprisonment,ಸೆರೆವಾಸ
Imprisonment,ಸೆರೆವಾಸ
Incursion,ಆಕ್ರಮಣ
Incursionist,ಆಕ್ರಮಣಕಾರ
Independence,ಸ್ವಾತಂತ್ರ್ಯ
Independence day,ಸ್ವಾತಂತ್ರ್ಯ ದಿನ
Independence Hall,ಸ್ವಾತಂತ್ರ್ಯ ಸಭಾಂಗಣ
Indian Amerian (=Red Indian=American Indian),ಇಂಡಿಯನ್ ಅಮೆರಿಯನ್ (=ರೆಡ್ ಇಂಡಿಯನ್=ಅಮೇರಿಕನ್ ಇಂಡಿಯನ್)
Indian Home Rule League,ಇಂಡಿಯನ್ ಹೋಮ್ ರೂಲ್ ಲೀಗ್
Industrial Revolution,ಕೈಗಾರಿಕಾ ಕ್ರಾಂತಿ
Infidel,ನಾಸ್ತಿಕ
Infidel,ನಾಸ್ತಿಕ
Infiltration,ಒಳನುಸುಳುವಿಕೆ
Infiltrator,ಒಳನುಸುಳುವವನು
Informant,ಮಾಹಿತಿದಾರ
Informant,ಮಾಹಿತಿದಾರ
Informer,ಮಾಹಿತಿದಾರ
Informer,ಮಾಹಿತಿದಾರ
Ingress,ಪ್ರವೇಶ
Ingress,ಪ್ರವೇಶ
Ingress,ಪ್ರವೇಶ
Inhabitance,ವಾಸಸ್ಥಾನ
Inhabitant,ನಿವಾಸಿ
Inheritance,ಆನುವಂಶಿಕತೆ
Inheritance,ಆನುವಂಶಿಕತೆ
Inheritance,ಆನುವಂಶಿಕತೆ
Inscription,ಶಾಸನ
Insignia,ಲಾಂಛನ
Instrument of Accession,ಪ್ರವೇಶದ ಉಪಕರಣ
Instrument of Government,ಸರ್ಕಾರದ ಉಪಕರಣ
Insurgence (insurgency),ದಂಗೆ (ದಂಗೆ)
Insurgent,ದಂಗೆಕೋರ
Insurrection,ದಂಗೆ
Insurrection,ದಂಗೆ
Integration,ಏಕೀಕರಣ
Integrity of records,ದಾಖಲೆಗಳ ಸಮಗ್ರತೆ
Integrity of states,ರಾಜ್ಯಗಳ ಸಮಗ್ರತೆ
Intelligentsia (Intelligentzia),ಬುದ್ಧಿಜೀವಿಗಳು (ಬುದ್ಧಿವಂತರು)
Intercession,ಮಧ್ಯಸ್ಥಿಕೆ
Intercessor,ಮಧ್ಯಸ್ಥಗಾರ
Intermediary,ಮಧ್ಯವರ್ತಿ
Internationalism,ಅಂತರಾಷ್ಟ್ರೀಯತೆ
Internationalism,ಅಂತರಾಷ್ಟ್ರೀಯತೆ
Internationalist,ಅಂತರಾಷ್ಟ್ರೀಯವಾದಿ
Internecine war,ಆಂತರಿಕ ಯುದ್ಧ
Internee,ಇಂಟರ್ನಿ
Internee,ಇಂಟರ್ನಿ
Internee camp,ಇಂಟರ್ನಿ ಶಿಬಿರ
Internment,ಅಂತಃಕರಣ
Internment,ಅಂತಃಕರಣ
Internment,ಅಂತಃಕರಣ
Internuncio,ಇಂಟರ್‌ನನ್ಸಿಯೋ
Interpreter,ಇಂಟರ್ಪ್ರಿಟರ್
Interpreter,ಇಂಟರ್ಪ್ರಿಟರ್
Interpreter,ಇಂಟರ್ಪ್ರಿಟರ್
Intervention,ಹಸ್ತಕ್ಷೇಪ
Intestacy,ಕರುಳುವಾಳ
Intestate,ಕರುಳು
Intrigue,ಒಳಸಂಚು
Intruder,ಒಳನುಗ್ಗುವವರು
Intruder,ಒಳನುಗ್ಗುವವರು
Intrusion,ಒಳನುಗ್ಗುವಿಕೆ
Invasion,ಆಕ್ರಮಣ
Invasion,ಆಕ್ರಮಣ
Invest,ಹೂಡಿಕೆ ಮಾಡಿ
Invest,ಹೂಡಿಕೆ ಮಾಡಿ
Invest,ಹೂಡಿಕೆ ಮಾಡಿ
Invest,ಹೂಡಿಕೆ ಮಾಡಿ
Investiture,ಹೂಡಿಕೆ
Investiture,ಹೂಡಿಕೆ
Investiture,ಹೂಡಿಕೆ
Investiture ceremony,ಹೂಡಿಕೆ ಸಮಾರಂಭ
Invest with nationality,ರಾಷ್ಟ್ರೀಯತೆಯೊಂದಿಗೆ ಹೂಡಿಕೆ ಮಾಡಿ
Invincible Armada,ಅಜೇಯ ನೌಕಾಪಡೆ
Inviolateness (of state),ಉಲ್ಲಂಘನೆ (ರಾಜ್ಯದ)
Inviolate state,ಉಲ್ಲಂಘಿಸುವ ಸ್ಥಿತಿ
Invulnerable castle,ಅವೇಧನೀಯ ಕೋಟೆ
Iron age,ಕಬ್ಬಿಣದ ಯುಗ
Iron curtain,ಕಬ್ಬಿಣದ ಪರದೆ
Iron guard,ಕಬ್ಬಿಣದ ಕಾವಲು
Iron rations,ಕಬ್ಬಿಣದ ಪಡಿತರ
Iron sides,ಕಬ್ಬಿಣದ ಬದಿಗಳು
Iron tipped arrow,ಕಬ್ಬಿಣದ ತುದಿಯ ಬಾಣ
Isthmian games,ಇಸ್ತಮಿಯನ್ ಆಟಗಳು
Janissary,ಜನಿಸರಿ
Janitor,ದ್ವಾರಪಾಲಕ
Janitor,ದ್ವಾರಪಾಲಕ
Javelin,ಜಾವೆಲಿನ್
Jim Crow Laws,ಜಿಮ್ ಕ್ರೌ ಕಾನೂನುಗಳು
Jingo,ಜಿಂಗೊ
Jingo,ಜಿಂಗೊ
Jingo,ಜಿಂಗೊ
Jingoism,ಜಿಂಗೋಯಿಸಂ
Joint action,ಜಂಟಿ ಕ್ರಿಯೆ
Joint control,ಜಂಟಿ ನಿಯಂತ್ರಣ
Joint occupancy,ಜಂಟಿ ಆಕ್ಯುಪೆನ್ಸಿ
Jury,ತೀರ್ಪುಗಾರರು
Just cause,ಕೇವಲ ಕಾರಣ
Keep,ಇರಿಸಿಕೊಳ್ಳಿ
Keeper of Archives,ಆರ್ಕೈವ್ಸ್ ಕೀಪರ್
Kettle-drum,ಕೆಟಲ್-ಡ್ರಮ್
Key word,ಪ್ರಮುಖ ಪದ
King,ರಾಜ
Kingdom,ಸಾಮ್ರಾಜ್ಯ
Kinglet,ಕಿಂಗ್ಲೆಟ್
King maker,ಕಿಂಗ್ ಮೇಕರ್
Kingship,ರಾಜತ್ವ
Kingship,ರಾಜತ್ವ
Kitchen cabinet,ಕಿಚನ್ ಕ್ಯಾಬಿನೆಟ್
Knight,ನೈಟ್
Kinghthood,ರಾಜತ್ವ
Kinghts hospitalers,ಕಿಂಗ್ಟ್ಸ್ ಆಸ್ಪತ್ರೆಗಳು
Knights of Saint John,ನೈಟ್ಸ್ ಆಫ್ ಸೇಂಟ್ ಜಾನ್
Knight Templar,ನೈಟ್ ಟೆಂಪ್ಲರ್
Ku Klux Klan (K.K.K.),ಕು ಕ್ಲಕ್ಸ್ ಕ್ಲಾನ್ (ಕೆಕೆಕೆ)
Kumintang,ಕುಮಿಂಟಾಂಗ್
Laity,ಲೌಕಿಕ
Lance,ಲ್ಯಾನ್ಸ್
Lancer,ಲ್ಯಾನ್ಸರ್
Later Guptas,ನಂತರ ಗುಪ್ತರು
Lawful heir,ಕಾನೂನುಬದ್ಧ ಉತ್ತರಾಧಿಕಾರಿ
Lawlessness (=disorder),ಕಾನೂನುಬಾಹಿರತೆ (=ಅಸ್ವಸ್ಥತೆ)
Lawlessness (=disorder),ಕಾನೂನುಬಾಹಿರತೆ (=ಅಸ್ವಸ್ಥತೆ)
Law lords,ಕಾನೂನು ಪ್ರಭುಗಳು
Law of Piety,ಧರ್ಮನಿಷ್ಠೆಯ ಕಾನೂನು
League of Nations,ಲೀಗ್ ಆಫ್ ನೇಷನ್ಸ್
Legacy (=bequest),ಪರಂಪರೆ (=ಬಿಕ್ವೆಸ್ಟ್)
Legacy (=bequest),ಪರಂಪರೆ (=ಬಿಕ್ವೆಸ್ಟ್)
Legal heir,ಕಾನೂನು ಉತ್ತರಾಧಿಕಾರಿ
Legate,ಕಾನೂನುಬದ್ಧ
Legate,ಕಾನೂನುಬದ್ಧ
Legate,ಕಾನೂನುಬದ್ಧ
Legend,ದಂತಕಥೆ
Legend,ದಂತಕಥೆ
Legion,ಲೀಜನ್
Legion,ಲೀಜನ್
Legion of Honour,ಲೀಜನ್ ಆಫ್ ಆನರ್
Lese majesty (=lese majeste),ಲೆಸ್ ಮೆಜೆಸ್ಟಿ (=ಲೆಸ್ ಮೆಜೆಸ್ಟೆ)
Lesser states,ಕಡಿಮೆ ರಾಜ್ಯಗಳು
Letters of credence,ರುಜುವಾತು ಪತ್ರಗಳು
Liege-lord,ಲೀಜ್-ಲಾರ್ಡ್
Liege man,ಲೀಜ್ ಮನುಷ್ಯ
Liege man,ಲೀಜ್ ಮನುಷ್ಯ
Life imprisonment,ಜೀವಾವಧಿ ಶಿಕ್ಷೆ
Lineage,ವಂಶಾವಳಿ
Little Englander,ಲಿಟಲ್ ಇಂಗ್ಲೆಂಡರ್
Little Vehicle (=lesser vehicle),ಚಿಕ್ಕ ವಾಹನ (=ಕಡಿಮೆ ವಾಹನ)
Littoral state,ಸಮುದ್ರತೀರ ರಾಜ್ಯ
Liturgies,ಪ್ರಾರ್ಥನೆಗಳು
Liturgy,ಧರ್ಮಾಚರಣೆ
Local allegiance,ಸ್ಥಳೀಯ ನಿಷ್ಠೆ
Local-self government,ಸ್ಥಳೀಯ-ಸ್ವಯಂ ಸರ್ಕಾರ
Long Parliament,ದೀರ್ಘ ಸಂಸತ್ತು
Low Countries,ಕಡಿಮೆ ದೇಶಗಳು
Loyal,ನಿಷ್ಠಾವಂತ
Loyalty,ನಿಷ್ಠೆ
Machiavellian policy,ಮ್ಯಾಕಿಯಾವೆಲಿಯನ್ ನೀತಿ
Magna Carta,ಮ್ಯಾಗ್ನ ಕಾರ್ಟ
Magnum Concillium,ಮ್ಯಾಗ್ನಮ್ ಕಾನ್ಸಿಲಿಯಮ್
Malum prohibitum,ಮಾಲುಮ್ ನಿಷೇಧ
Mandamus,ಮ್ಯಾಂಡಮಸ್
Mandate,ಆದೇಶ
"Mandate, class 'A'","ಆದೇಶ, ವರ್ಗ &#39;ಎ&#39;"
"Mandate, class 'B'","ಆದೇಶ, ವರ್ಗ &#39;ಬಿ&#39;"
"Mandate, class 'C'","ಆದೇಶ, ವರ್ಗ &#39;ಸಿ&#39;"
Mandate system,ಆದೇಶ ವ್ಯವಸ್ಥೆ
Mandatory state,ಕಡ್ಡಾಯ ರಾಜ್ಯ
Mangonel,ಮ್ಯಾಂಗೋನೆಲ್
Manifesto,ಪ್ರಣಾಳಿಕೆ
Manoeuvres,ಕುಶಲತೆಗಳು
Man-of-war,ಮ್ಯಾನ್ ಆಫ್ ವಾರ್
Manor,ಮ್ಯಾನರ್
Manor,ಮ್ಯಾನರ್
Man-power,ಮಾನವ ಶಕ್ತಿ
