Hindi,Gujarati
"द्वि-आधारी कोड, द्वि आधारी कूट","બાઈનરી કોડ, બાઈનરી કોડ"
द्वि-आधारी कोड मंडलक,દ્વિસંગી કોડ વર્તુળ
"द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव","દ્વિસંગી કોડેડ દશાંશ, દ્વિસંગી કોડેડ દશાંશ"
द्वि-आधारी कूटलेखन,બાઈનરી એન્કોડિંગ
द्वि-आधारी अभिकलित्र,દ્વિસંગી કમ્પ્યુટર
द्वि-आधारी अंक,દ્વિસંગી સંખ્યાઓ
द्वि-आधारी सूचना,દ્વિસંગી માહિતી
द्वि-आधारी चुंबकीय क्रोड,દ્વિસંગી ચુંબકીય કોર
द्वि-आधारी संख्या,દ્વિસંગી સંખ્યા
द्विचर प्रचालन,ડબલ કામગીરી
द्वि प्रावस्था आरेख,ડબલ તબક્કા ડાયાગ્રામ
द्वि-आधारी बिन्दु,ડબલ બેઝ પોઈન્ટ
द्वि-आधारी स्पंद-विस्तृति संचार,દ્વિ-આધાર પલ્સ-પહોળાઈ સંચાર
द्विआधारी मापक्रम,દ્વિસંગી સ્કેલ
द्वि-आधारी सोपानी परिपथ,બાય-બેઝ કાસ્કેડ સર્કિટ
द्विभाजी अन्वेषण,દ્વિભાષી સંશોધન
द्विआधारी संकेतन,બાઈનરી નોટેશન
द्विआधारी स्रोत,દ્વિસંગી સ્ત્રોત
युग्मतारा,રમત સ્ટાર
द्विआधारी पद्धति,દ્વિસંગી પદ્ધતિ
"द्विकर्णी, द्विपथी","બાયપેરિએટલ, બાયફાસિક"
द्विकर्णी प्रभाव,દ્વિસંગી અસર
द्विकर्णी श्रवण,દ્વિસંગી સુનાવણી
"द्विकर्णी तीव्रता प्रभाव, द्विपथी तीव्रता प्रभाव","દ્વિસંગી તીવ્રતા અસર, બાયફાસિક તીવ્રતા અસર"
द्विकर्णी दिशानिर्धारण,બાયનોરલ ઓરિએન્ટેશન
द्विकर्णा प्रावस्था प्रभाव,દ્વિસંગી તબક્કાની અસર
द्विकर्णी देहली,ડબલ ઉંબરો
संयोजी प्ररूप प्रकाशचालक,કનેક્ટિવ પ્રકાર ફોટોકન્ડક્ટર
बंधन-ऊर्जा,બંધનકર્તા ઊર્જા
बंधन-बल,બંધનકર્તા બળ
संबंधन सिरा,જોડાણ અંત
संबंधक पेंच,કનેક્ટર સ્ક્રૂ
बंधन ऊर्जा-पृष्ठ,બોન્ડ એનર્જી પેજ
बिंगैम-मरे निर्वात प्लेस्टोमीटर,બિંગહામ-મરે વેક્યુમ પ્લેઇસ્ટોમીટર
बाइनिस्टर,બાયનિસ્ટર
"द्विनेत्री, बाइनाक्युलर","બાયનોક્યુલર, બાયનોક્યુલર"
द्विलेन्स कैमरा,ડ્યુઅલ લેન્સ કેમેરા
द्विनेत्र रेखा,બાયનોક્યુલર રેખા
द्विनेत्री सूक्ष्मदर्शी,બાયનોક્યુલર માઇક્રોસ્કોપ
द्विनेत्री एकाभिदृश्यकी सूक्ष्मदर्शी,બાયનોક્યુલર મોનોક્યુલર માઇક્રોસ્કોપ
द्विनेत्री दूरदर्शक,બાયનોક્યુલર ટેલિસ્કોપ
द्विनोड,દ્વિસંગી
द्विपद ऐन्टेना व्यूह,દ્વિપદી એન્ટેના એરે
द्विपद बंटन,દ્વિપદી વિતરણ
द्विपदी श्रेणी,દ્વિપદી શ્રેણી
द्विपद-प्रमेय,દ્વિપદી પ્રમેય
"द्विकेन्द्रीय, द्विन्यूक्लीय, द्विवलयी, द्विकेन्द्रीकी","બાયનોક્લિટેડ, દ્વિસંગી, બાયનોક્યુલર"
जैव अंतरिक्ष यानिकी,બાયો એસ્ટ્રોનોટિક્સ
बायो-सावर्ट नियम,બાયો-સાવર્ટ નિયમ
जीव-गतिकी,બાયોડાયનેમિક્સ
जैव इलेक्ट्रानिकी,બાયો ઇલેક્ટ્રોનિક્સ
"बायोनिकी, जैव इलेक्ट्रानिकी (जैवनिकी)","બાયોનિક્સ, બાયો-ઈલેક્ટ્રોનિક્સ (બાયોલોજી)"
जीव-भौतिकीविज्ञ,બાયોફિઝિસ્ટ
जीव-भौतिकी,બાયોફિઝિક્સ
जैविक उपग्रह,જૈવિક ઉપગ્રહ
"चलचित्रदर्शी, बायोस्कोप","સિનેમેટોગ્રાફર, બાયોસ્કોપ"
बायो-फूरिए समीकरण,બાયો-ફોરિયર સમીકરણ
बायो स्थायित्व समस्या,જૈવ ટકાઉપણું સમસ્યા
बायोटार लेन्स,બાયોટાર લેન્સ
"जैव दूरमिति, जैविक दूरसंचार","બાયોટેલેમેટ્રી, જૈવિક દૂરસંચાર"
द्विप्रावस्थिक धारा,બાયફેસિક વર્તમાન
द्विपंखी विमान,બાયપ્લેન
द्विपट्टिका,ડબલ તકતી
द्विध्रुवीय,દ્વિધ્રુવ
द्विध्रुवी प्रवर्धक,બાયપોલર એમ્પ્લીફાયર
द्विध्रुवी परिपथ,બાયપોલર સર્કિટ
द्विध्रुवीय विकृति,દ્વિધ્રુવ વિકૃતિ
द्विध्रुवी चुम्बकीय प्रदेश,દ્વિધ્રુવ ચુંબકીય ક્ષેત્ર
द्विध्रुवी ट्रांजिस्टर,બાયપોલર ટ્રાંઝિસ્ટર
द्विध्रुवता,દ્વિધ્રુવ
"द्विध्रुवी यंत्र, द्विध्रुवी मशीन","બાયપોલર મશીન, બાયપોલર મશીન"
द्विविभवी कैथोड,દ્વિધ્રુવ કેથોડ
"द्विकप्रिज़्म, बाइप्रिज़्म","બાયપ્રિઝમ, બાયપ્રિઝમ"
द्विप्रणोदक,બાયપ્રોપેલન્ટ
"द्विस्फटिक, बाइक्वार्टज़","biquartz, biquartz"
कूजिका,કોજીકા
पक्षी अस्थीय छेदक,પક્ષીના હાડકાં વેધન
सेतु दिष्टकारी,પુલ સુધારક
सेतुबंधक लाइन,પુલ લાઇન
बर्ड्स आइ बहुपट्ट प्रशीतित्र,બર્ડસ આઇ મલ્ટિપ્લેટ રેફ્રિજરેટર
द्विअपवर्तन,ડબલ રીફ્રેક્શન
द्विअपवर्ती पट्टिका,બાયરફ્રિન્જન્ટ તકતી
स्वच्छ दृश्यदर्शी,સ્વચ્છ વ્યુફાઇન્ડર
द्विस्थितिक अभिलक्षण,બાયફાસિક પાત્ર
द्विस्थितिक बहुकंपित्र,બે તબક્કાનું મલ્ટિવાઇબ્રેટર
द्विस्थितिक स्विचन परिपथ,બાયફેસ સ્વિચિંગ સર્કિટ
द्विस्थितिक एकक,બે તબક્કાનું એકમ
द्विस्थितिक रेडार,દ્વિદિશ રડાર
"द्वयंक* (द्विआधारी अंक), अणी, बरमी, टूक","દ્વાંક* (દ્વિસંગી અંક), અની, બર્મીઝ, લીધો"
"काला, कृष्ण, काली जाति","કાળી, કૃષ્ણ, કાળી જાતિ"
श्वेत पश्च कृष्ण,સફેદ પીઠ કૃષ્ણ
कृष्णिका,કાળું શરીર
कृष्णिका कोटर,ક્રિષ્નાકા કોટોર
कृष्णिका विकिरण,બ્લેક બોડી રેડિયેશન
कृष्णिका-ताप,કાળા શરીરનું તાપમાન
काला बक्स,કાળી પેટી
"ब्लैकबल्ब थर्मामीटर, कृष्ण बल्ब तापमापी","બ્લેક બલ્બ થર્મોમીટર, બ્લેક બલ્બ થર્મોમીટર"
कृष्ण संपीडन,કૃષ્ણ સંકોચન
"अंध विवर, ब्लैक होल","ડાર્ક હોલ, બ્લેક હોલ"
अंधविवर यांत्रिकी,બ્લાઇન્ડફોલ્ડ મિકેનિક્સ
अदृश्य प्रकाश,અદ્રશ્ય પ્રકાશ
काला ऋण,કાળી લોન
कृष्ण न्यूक्लियस,કૃષ્ણ ન્યુક્લિયસ
"तिमिरायन, रेडियो तिमिरायन","તિમિરાયન, રેડિયો તિમિરાયન"
तिमिरायन प्रभाव,ટિમિરિયન અસર
तिमिरायन स्तर,ટિમિરિયન સ્તર
लोपन स्पंद,ઇજેક્શન પલ્સ
अंतक बायस,પૂર્વગ્રહ સમાપ્ત કરો
कृष्ण धन,કૃષ્ણ સંપત્તિ
कृष्ण विकिरण,કાળા કિરણોત્સર્ગ
कृष्ण संकेत,કૃષ્ણ સંકેત
व्यतिकरण प्रतिलोमक,વિપરિત હસ્તક્ષેપ
"ब्लैक छविकर, कृष्ण छविकर","કાળો છવિકર, કૃષ્ણ ચવિકર"
कृष्ण श्वेत फिल्म,ક્રિષ્ના વ્હાઇટ ફિલ્મ
ब्लैकबर्न का लोलक,બ્લેકબર્નનું લોલક
कृष्णित ग्राही,શ્યામ રીસીવર
कृष्णतर संकेत,નોન બ્લેક સિગ્નલ
कृष्णतर क्षेत्र,નોન બ્લેક ઝોન
पंखाकृति ऐन्टेना,ચાહક આકારનું એન્ટેના
फलक चाल अनुपात,વેન સ્પીડ રેશિયો
"ब्लैंक, असंपूर्त, रिक्त","ખાલી, અધૂરું, ખાલી"
रिक्त पता,ખાલી સરનામું
रिक्त क्षेत्र,ખાલી વિસ્તાર
रिक्त स्तंभ अभिज्ञान,ખાલી કૉલમ ઓળખ
चरम अवदाब,ભારે હતાશા
"रिक्त प्रयोग, ब्लैंक प्रयोग","ખાલી પ્રયોગ, ખાલી પ્રયોગ"
रिक्ति,ખાલી જગ્યા
"ब्लैंक परीक्षण, रिक्त परीक्षण",ખાલી ટેસ્ટ ખાલી ટેસ્ટ
समाच्छादी भरण,કવર ભરો
समाच्छादन,આવરણ
समाच्छादी प्रभाव,કાસ્કેડિંગ અસર
"रिक्त खांचा, अमाडुलित खांचा","ખાલી સ્લોટ, અનમોડ્યુલેટેડ સ્લોટ"
लोपन,રદબાતલ
लोपन स्तर,નાબૂદી સ્તર
लोपन चिह्नक,બાદબાકી માર્કર
लोपन स्पंद,ઇજેક્શન પલ્સ
"स्फोटन, झोंका, वात्या, प्रध्वंस (रोग)","ધડાકો, ગસ્ટ, ધડાકો, ધડાકો (રોગ)"
स्फोट तरंग,વિસ્ફોટ તરંગ
ब्लैटनर फोन,બ્લેટનર ફોન
"प्रभावर्धक तल, प्रतीव्रक (सं.), प्राभावर्धन करना (क्रि.)","એમ્પ્લીફાઈંગ પ્લેન, પ્રવેગક (સં.), એમ્પ્લીફાઈંગ (v.)"
"स्रविका, ब्लीडर, स्रावी","સ્ત્રાવ, રક્તસ્ત્રાવ, સ્ત્રાવ"
स्रावी धारा,ગુપ્ત પ્રવાહ
स्रावी प्रतिरोध,ગુપ્ત પ્રતિકાર
स्रावी प्रतिरोधक,સ્ત્રાવ અવરોધક
"ब्लीडर-टर्बाइन, स्रावी टब्राइन","બ્લીડર-ટર્બાઇન, સિક્રેટરી ટર્બાઇન"
स्रावी श्वेत,ગુપ્ત સફેદ
कलुष,કલશ
ध्वनिरूद्ध कैमरा,સાઉન્ડપ્રૂફ કેમેરા
"प्रच्छन्न, अंध","વેશપલટો, અંધ"
अंध उपकरण किरण तंत्र,અંધ ટૂલ બીમ મિકેનિઝમ
अंध क्षेत्र,અંધ વિસ્તાર
अंध बमबारी तंत्र,બ્લાઇન્ડ બોમ્બિંગ સિસ્ટમ
अंध उड्डयन,અંધ ઉડ્ડયન
अंधावतरण,અંધ
अंध नौसंचालन,અંધ નેવિગેશન
अंध वेग,અંધ વેગ
"एकांतरदर्शी सूक्ष्मदर्शक, ब्लिन्क माइक्रोस्कोप","કોન્ફોકલ માઇક્રોસ્કોપ, બ્લિંક માઇક્રોસ્કોપ"
टिमटिमाती हुई बत्ती,ઝબકતો પ્રકાશ
टिमटिमाना,ઝબૂકવું
ब्लिप,બ્લીપ
बर्फानी तूफान शीर्ष,બરફવર્ષા ટોચ
गुच्छ गणन,ક્લસ્ટર ગણતરી
ब्लॉख बैंड,બ્લોક બેન્ડ
ब्लॉख समीकरण,બ્લોચ સમીકરણ
ब्लॉख फलन,બ્લોક કાર્ય
ब्लॉख प्रमेय,બ્લોચનું પ્રમેય
ब्लॉख भित्ति,બ્લોક ભીંતચિત્ર
ब्लॉख भित्ति गति,દિવાલની ગતિ અવરોધિત કરો
समुदाय,સમુદાય
समुदाय ऐन्टेना,સમુદાય એન્ટેના
खंड कूट,બ્લોક કોડ
ब्लॉक संधारित्र,બ્લોક કેપેસિટર
ब्लॉक आरेख,રેખાક્રુતિ
खंड विघटन,વિભાજન
अवरूद्ध प्रतिबाधा,અવરોધક અવરોધ
अवरूद्ध ग्रिड कुंजीयन,અવરોધિત ગ્રીડ કીઇંગ
"अवरोध, अवरोधन, अवरोधी","બ્લોક, બ્લોક, બ્લોક"
अवरोधन क्रिया,અવરોધિત ક્રિયા
अवरोधी संघारित्र,રેઝિસ્ટર કેપેસિટર
अवरोधी संधारित्र,રેઝિસ્ટર કેપેસિટર
अवरोधी स्तर,અવરોધ સ્તર
"अवरोधी स्तर सेल, अवरोधी परत सेल",અવરોધ સ્તર કોષ
अवरोधी दोलक,અવરોધિત ઓસિલેટર
अवरोधकाल,અવરોધ સમય
पैराफिन अवरोध बिंदु,પેરાફિન અવરોધિત બિંદુ
अवरोधानुपात,વિક્ષેપ ગુણોત્તર
"अनुरोधन वोल्टता अनुमतांक, अनुमेय शिखर प्रतीप वोल्टता","વિનંતી વોલ્ટેજ રેટિંગ, અનુમતિપાત્ર પીક રિવર્સ વોલ્ટેજ"
ब्लूप,બ્લૂપ
ब्लूप दोष,બ્લૂપ દોષ
"आघात, ब्लो, धमन","ફટકો, ફટકો, ફટકો"
स्फोट पृथक्करण,વિસ્ફોટ અલગ
अवधमन,ઘટાડો
अवधमन वाल्व,સબસિડન્સ વાલ્વ
अवधमन पवन सुरंग,સબસિડન્સ વિન્ડ ટનલ
सुरक्षा मंडलक,સુરક્ષા બોર્ડ
शामक चुंबक,શામક ચુંબક
फ्यूज फूँक सूचक,ફ્યુઝ ફટકો સૂચક
ब्लू फोन लाइन,વાદળી ફોન લાઇન
ब्लू प्रिंट,બ્લુ પ્રિન્ટ
स्थूलाग्र पिंड,જથ્થાબંધ સમૂહ
अस्पष्टता-वृत्त,અસ્પષ્ટતા વર્તુળ
अस्पष्ट प्रतिबिम्ब,અસ્પષ્ટ છબી
अस्पष्ट बोल,અસ્પષ્ટ બોલી
अस्पष्टता,અસ્પષ્ટતા
अस्पष्ट,અસ્પષ્ટ
अरूणायन प्रतिरोध निर्धारण,એરોનિયન પ્રતિકાર નિર્ધારણ
"पट्ट, बोर्ड","બોર્ડ, બોર્ડ"
पट्ट यन्त्र,બેલ્ટ ઉપકરણ
बोर्ड ऑफ ट्रेड यूनिट,બોર્ડ ઓફ ટ્રેડ યુનિટ
नौका ईक्वेटोरियल (आबंध),યાટ વિષુવવૃત્તીય
"गोलक, गोला, लटकन","ગોળાકાર, ગોળાકાર, પેન્ડન્ટ"
डोलन,ડોલન
"पिंड, वस्तु, बॉडी","શરીર, પદાર્થ, શરીર"
पिंडाक्ष,પિંડક્ષા
काय-इष्टिका,શરીરની આંખ
कायिक मात्रा,શરીરનું પ્રમાણ
कायिक धारिता,શારીરિક ક્ષમતા
अंतःकेन्द्रित,કેન્દ્રિત
"कायकेन्द्रित घन संरचना, अंतः केन्द्रित घन संरचना","કોન્સેન્ટ્રિક ક્યુબ સ્ટ્રક્ચર, ઈન્ટ્રાસેન્ટર ક્યુબ સ્ટ્રક્ચર"
"पिंड-सेन्ट्रोड, पिंड-घूर्णन-केन्द्रपथ","બોડી-સેન્ટ્રોડ, બોડી-રોટેટિંગ-સેન્ટ્રોઇડ"
"कायिक रंग, कायिक वर्ण","શરીરનો રંગ, શરીરનો રંગ"
"पिंड-विकर्ण, अन्तः विकर्ण","શરીર-વિકર્ણ, ઇન-કર્ણ"
पिंडस्थ अक्ष,સમૂહ અક્ષ
पिंड बल,સામૂહિક બળ
पिंड बल सदिश,શરીર બળ વેક્ટર
"पिंड-सेन्ट्रोड, पिंड घूर्णन, केन्द्र-पथ","શરીર-કેન્દ્રીય, શરીરનું પરિભ્રમણ, કેન્દ્ર-પાથ"
आरूढ़ जाइरोदर्शी,માઉન્ટ થયેલ જાયરોસ્કોપ
मौपा पिंड,મૌપા શરીર
काय तरंग,શું તરંગ
"बोगी, अज्ञात संसूचक (रडार)","બોગી, અજાણ્યા ડિટેક્ટર (રડાર)"
बोर प्रभाव,બોર અસર
बोर आवृत्ति प्रतिबंध,બોર આવર્તન પ્રતિબંધ
बोर मैगनेटान,બોર મેગ્નેટન
बोर त्रिज्या,બોર ત્રિજ્યા
बोर-सिद्धान्त,બોહરનો સિદ્ધાંત
बोर ब्हीलर सिद्धांत,બોર વ્હીલર સિદ્ધાંત
बोर-सोमरफेल्ड परमाणु,બોહર-સોમરફેલ્ડ અણુ
बोर मुख्य क्वान्टम अंक,બોર મુખ્ય ક્વોન્ટમ પોઈન્ટ્સ
"क्वथित्र, बॉयलर","બોઈલર, બોઈલર"
क्वथित्र दक्षता,શમન કાર્યક્ષમતા
क्वथित्र सज्जा,માટીકામ
"क्वथन, उबालना","ઉકળતા, ઉકળતા"
क्वथनांक,ઉત્કલન બિંદુ
क्वथनांक उपकरण,ઉત્કલન બિંદુ ઉપકરણ
क्वथनांक उन्नयन,ઉત્કલન બિંદુ એલિવેશન
क्वथन जल रिऐक्टर,ઉકળતા પાણીનું રિએક્ટર
"तेजमापी, बोलोमीटर","બોલોમીટર, બોલોમીટર"
तेजमापीय कांतिमान,ગેલ્વેનોમીટર
बोल्ट्समान सूत्र,બોલ્ટ્સમેન ફોર્મ્યુલા
बोल्ट्समान प्रमेय,બોલ્ટ્સમેનનું પ્રમેય
बोल्ट्समान व्लासोव समीकरण,બોલ્ટ્સમેન વ્લાસોવ સમીકરણ
बोल्ट्समान-सांद्रण नियम,બોલ્ટ્સમેન-એકાગ્રતાનો નિયમ
बोल्ट्मान समीकरण,બોલ્ટમેન સમીકરણ
बोल्ट्समान गुणक,બોલ્ટ્સમેન ગુણક
बोल्ट्समान सांख्यिकी,બોલ્ટ્સમેનના આંકડા
बोल्ट्समान अभिगमन समीकरण,બોલ્ટ્સમેન એક્સેસ સમીકરણ
बोल्ट्समान-स्टीफन समीकरण,બોલ્ટ્સમેન-સ્ટીફન સમીકરણ
बोल्ट्समान नियतांक,બોલ્ટ્સમેન સતત
बोल्ट्समान एन्ट्रॉपी परिकल्पना,બોલ્ટ્સમેન એન્ટ્રોપી પૂર્વધારણા
"बम-कैलोरीमापी, बम-कैलोरीमीटर","બોમ્બ કેલરીમીટર, બોમ્બ કેલરીમીટર"
बमबार इलेक्ट्रॉन,બોમ્બર ઇલેક્ટ્રોન
"अभिघातक ऊर्जा, बमबारी ऊर्जा","આઘાતજનક ઊર્જા, તોપમારો ઊર્જા"
बमबारी सिद्धांत,બોમ્બમારો સિદ્ધાંત
बमबार वायुयान,બોમ્બર વિમાન
बंधक कोण,ગીરો કોણ
बंध संकरण,બોન્ડ હાઇબ્રિડાઇઝેશન
आबंध अंक,બોન્ડ નંબર
"आबंध क्रम, आबंध कोटि","બોન્ડ ઓર્ડર, બોન્ડ ઓર્ડર"
बंध विपाटन,બોન્ડ ફાડવું
बॉन्डरीकरण,બંધન
बॉन्डरीकृत फौलाद,બંધાયેલ સ્ટીલ
बॉन्डरीकरण,બંધન
आबंधन विभव,બંધન સંભવિત
"आबंधक इलेक्ट्रॉन, आबंधी इलेक्ट्रॉन","બંધન ઇલેક્ટ્રોન, બંધન ઇલેક્ટ્રોન"
आबंधी इलेक्ट्रॉन युगल,બંધાયેલ ઇલેક્ટ્રોન જોડી
आबंधन ऊर्जा,બોન્ડ ઊર્જા
बंधक गुण,ગીરો મિલકત
आबंधन प्राबल्य,બોન્ડ તાકાત
अस्थि दलित्र,અસ્થિ ફ્રેક્ચર
अस्थिलक्षी,ઑસ્ટિઓબ્લાસ્ટિક
अस्थिलक्षी तत्व,ઓસ્ટિઓબ્લાસ્ટિક તત્વ
अस्थि सह्य मात्रा,અસ્થિ સહનશીલતા
बूलीय बीजावली*,બુલિયન બીજગણિત*
बूम माइक्रोफोल,બૂમ માઇક્રોફોઇલ
"बूस्ट, अभिवर्ध","વધારો, વધારો"
अभिवर्धक,વધારનાર
"वर्धन प्रवर्धक, बूस्टर प्रवर्धक","એમ્પ્લીફિકેશન એમ્પ્લીફાયર, બૂસ્ટર એમ્પ્લીફાયર"
वर्धक डायोड,એમ્પ્લીફાઈંગ ડાયોડ
अभिवर्धक प्रसारक,બુસ્ટ બ્રોડકાસ્ટર
"बूस्टर प्रदीप, वर्धक प्रदीप","બુસ્ટર પ્રદીપ, બુસ્ટર પ્રદીપ"
"बूस्टर पम्प, अभिवर्धी पम्प","બૂસ્ટર પંપ, એડિટિવ પંપ"
बूस्टर राकेट,બૂસ્ટર રોકેટ
बूस्टर यान,બુસ્ટર વાહન
अभिवर्धन,વૃદ્ધિ
"रक्षावरण, बूट","ઢાલ, બુટ"
बूटस्ट्रैपिंग,બુટસ્ટ્રેપિંગ
बूटस्ट्रैप परिपथ,બુટસ્ટ્રેપ સર્કિટ
बूटस्ट्रैप तकनीक,બુટસ્ટ્રેપ ટેકનોલોજી
बोराज़ोन,બોરાઝોન
"बेधन करना, वेध, अभ्यंतर व्यास, बोर, ज्वार भित्ति","બોર, છિદ્ર, આંતરિક વ્યાસ, બોર, ભરતી દિવાલ"
प्रकाशीय सरेखण,ઓપ્ટિકલ સંરેખણ
प्रकाशीय सरेखण स्तम्भ,ઓપ્ટિકલ સંરેખણ કૉલમ
बॉर्न सन्निकटन,બોર્ન અંદાજ
बॉर्न हाबर चक्र,હેબર ચક્રનો જન્મ
बार्न-मेयर सिद्धान्त,બાર્ન-મેયર થિયરી
बॉर्न ओपेनहाइमर सन्निकटन,ઓપેનહેઇમર એપ્રોક્સિમેશનનો જન્મ
बॉर्न फौन कारमान सिद्धांत,ફૉન કારમેન થિયરીનો જન્મ થયો
बोरॉन कोष्ठ,બોરોન કોષ
बौरमन प्रभाव,બૌરમેન અસર
बोस आइन्सटाइन संघनन,બોઝ આઈન્સ્ટાઈન કન્ડેન્સેશન
बोस-कण,બોસ-પાર્ટીકલ
बोस आइन्सटाइन गैस,બોસ આઈન્સ્ટાઈન ગેસ
बोस-आइन्सटाइन सांख्यिकी,બોઝ-આઈન્સ્ટાઈન સ્ટેટિસ્ટિક્સ
बोसॉन,બોસોન
अधस्तल छिद्र अवकल निपीड,સબસર્ફેસ હોલ ડિફરન્શિયલ નિપિડ
"तलीवायु मिश्रक, तलीवातक","તાલિવાયુ મિક્સર, તાલિવાટક"
अधस्तल शुष्कन,સપાટી સૂકવણી
तलीय प्रतिध्वनि,પ્લેનર રેઝોનન્સ
अधस्तल भरण विधि,સબસર્ફેસ ભરવાની પદ્ધતિ
अधस्तल बल,ઉપસપાટી બળ
पंचमक क्वार्क,પંચક ક્વાર્ક
"जंप, उच्छलन","કૂદકો, કૂદકો"
परिबद्ध आयाम,બંધાયેલ પરિમાણો
बद्ध आवेश,બંધાયેલ જુસ્સો
परिबद्ध इलेक्ट्रान,બંધાયેલ ઇલેક્ટ્રોન
परिबद्ध कण,બંધાયેલ કણ
परिबद्ध अवस्था,બંધાયેલ રાજ્ય
"परिसीमा, सीमा (सं.), सीमांत (वि.)","મર્યાદા, મર્યાદા (ઇડી.), સીમાંત (વિ.)"
परिसीमा स्तर,સીમા સ્તર
परिसीमा स्तर का ऊर्जा समीकरण,સીમા સ્તર ઊર્જા સમીકરણ
परिसीमा स्तर समीकरण,સીમા સ્તરનું સમીકરણ
परिसीमा स्तर रव,સીમા સ્તરનો અવાજ
सीमांत प्रदीप,સીમંત પ્રદીપ
सीमांत चिह्नक,સીમાંત માર્કર
परिसीमा प्रतिबल,તણાવ મર્યાદિત
परिसीमा स्तर नियंत्रण,સીમા સ્તર નિયંત્રણ
"धनु, गज़","ધનુરાશિ, ગાઝ"
धनुकम्पास,કમાનો
नौकाग्र तरंग,સઢવાળી તરંગ
धनुर्वाद्य,તીરંદાજી
बावन-नैप कैमरा,બાવન નિદ્રા કેમેરા
"धनुर्वाध, गज़ से बजाना",તીરંદાજી
बक्स कार दीर्घक,બોક્સ કારનો પટ્ટો
"बक्स कम्पास, बक्स दिक्सूचक","બક્સ કંપાસ, બોક્સ પોઇન્ટર"
बक्स कार,બક્સ કાર
बक्स कार परिपथ,બોક્સ કાર સર્કિટ
बॉयल ताप,બોઈલર હીટિંગ
बॉयल-नियम,બોયલનો કાયદો
बॉयल ताप,બોઈલર હીટિંગ
ब्रा सदिश,બ્રા વેક્ટર
क्षिप्रतम वक्र,સૌથી સાંકડો વળાંક
लघुअक्षप्रिज़्म,ટૂંકા અક્ષર પ્રિઝમ
ब्रेकेट-श्रेणी,કૌંસ-વર્ગ
ब्रैग समीकरण,બ્રેગ સમીકરણ
ब्रैग नियम,બ્રેગ નિયમ
ब्रैग संबंध,બ્રેગ સંબંધ
ब्रैग-प्रकीर्णन,બ્રેગ સ્કેટરિંગ
ब्रैग स्पेक्ट्रममापी,બ્રેગ સ્પેક્ટ્રોમીટર
ब्रैग-ग्रे कोटर,બ્રેગ-ગ્રે કોટર
ब्रैग-ग्रे कोटर सिद्धांत,બ્રેગ-ગ્રે કોટર થિયરી
ब्रैग-तल,બ્રેગ-બોટમ
ब्रैग-अंतराल,બ્રેગ અંતરાલ
गुंफित तार,ગૂંથેલા વાયર
ब्रेक अश्व-शक्ति,બ્રેક હોર્સપાવર
ब्रेक माध्य प्रभावी दाब,બ્રેક એટલે અસરકારક દબાણ
ब्रेक पैराशूट,બ્રેક પેરાશૂટ
ब्रैक ऊष्मीय दक्षता,બ્રેક થર્મલ કાર્યક્ષમતા
ब्रेक कक्षा,બ્રેક વર્ગ
ब्रेक राकेट,બ્રેક રોકેટ
ब्रामा संपीडक,બ્રામા કોમ્પ્રેસર
शाखा परिपथ,શાખા સર્કિટ
शाखा प्रतिबाधा,શાખા અવબાધ
शाखाचयन अनुदेश,શાખા સૂચનો
शाखा बिन्दु,શાખા બિંદુ
शाखन,શાખાઓ
शाखन शृंखला,શાખા સાંકળ
शाखन अनुपात,શાખા ગુણોત્તર
शाखन प्रक्रम,શાખા પ્રક્રિયા
शाखन अनुपात,શાખા ગુણોત્તર
शाखन नियम,શાખાનો નિયમ
"ब्रेवे लैटिस, ब्रेवे जालक","બહાદુર જાળી, બહાદુર જાળી"
"पीतल से झालना, पीतल का टाँका लगाना","બ્રાસ બ્રેઝિંગ, બ્રાસ સોલ્ડરિંગ"
प्रयोग पट्ट,પ્રયોગ બોર્ડ
विच्छेद,વિચ્છેદ
विच्छेद संपर्कक,બ્રેક કનેક્ટર
भंजन लक्षण,ક્રેક લક્ષણો
विच्छेद अनन्तर संबंध सम्पर्कक,બ્રેક-ઓફ કનેક્ટર
अन्तराल प्रचालन,અંતરાલ કામગીરી
अंतराल कुंजीयन,અંતરાલ કીઇંગ
भगोड़ा,ભાગી જાઓ
"भंजन डायोड, ज़ेनर जायोड","ફ્રેક્ચર ડાયોડ, ઝેનર ઝાયોડ"
भंजन प्रतिबाधा,અવરોધ તોડવો
भंजन-दल,બ્રેક-આઉટ
भंजन वोल्टता,બ્રેકિંગ વોલ્ટેજ
विभंजन सामर्थ्य,બ્રેકિંગ તાકાત
भंजन,ક્રેક
"प्रजनक रिऐक्टर, ब्रीडर परमाणु भट्टी, प्रजनक भट्टी","બ્રીડર રિએક્ટર, બ્રીડર ન્યુક્લિયર ફર્નેસ, બ્રીડર ફર્નેસ"
"अवमंदक विकिरण, ब्रैम्स्ट्रालुंग","રેટાડન્ટ રેડિયેશન, બ્રામસ્ટ્રલંગ"
ब्रूस्टर-कोण,બ્રુસ્ટર-એંગલ
ब्रूस्टर फ्रिंज़,બ્રુસ્ટર ફ્રિન્જ
बूस्टर नियम,બૂસ્ટર નિયમો
मेरू,મેરુ
सेतुबद्ध 'T' जाल,બ્રિજ્ડ &#39;T&#39; મેશ
