Gujarati,Malayalam
પાતળું,നേര്മ്മയാക്കുക
દ્વેષી,ഡൈയോസിയസ്
રાજદ્રોહ,ഡിപ്പോയിഡ്
રાજદ્રોહ,ഡിപ്പോയിഡ്
રાજદ્રોહ,ഡിപ്ലോൺമ
અવજ્ disા,കൈശീര്ത്തി
ઠપકો,വിശദീകരിക്കുന്നു
છૂટ,കിഴിവ്
જીવાલો,അണുനാശിനി
વિક્ષેપ,പതിക്കല്
પ્રસાર,കീര്ത്തി
વૈવિધ્ય,വൈവിധ്യവീകരണം
વૈવિધ્યપૂર્ણ ખેતી,വൈവിധ്യമാർന്ന കൃഷി
ડીએનએ સીડી,ഡിഎൻഎ ഗോവണി
ડીએનએ રીસેપ્ટર,ഡിഎൻഎ റിസപ്റ്റർ
ગોળાકાર,ആവഞ്ചന
પ્રભુત્વપૂર્ણ,പബലമായ
નિષ્ક્રિયતા,പ്രവർത്തനരഹിതമായ
માત્રા,ഡോസ്
ડબલ સિગ્મ id ઇડ વળાંક,ഇരട്ട സിഗ്മോയ്ഡ് കർവ്
ડ્રાફ્ટ (ડ્રાફ્ટ),ഡ്രാഫ്റ്റ് (ഡ്രാഫ്റ്റ്)
ગટર,വറ്റിക്കുക
ગટર,ഡ്രെയിനേജ്
ખેંચાણ,വര്ണിക്കുക
ભીડિયું,നനഞ്ഞ
ડ્રેસિંગ (બીજ),ഡ്രസ്സിംഗ് (വിത്ത്)
ડ્રિલ (એન.),ഡ്രിൽ (n.)
ડ્રિલિંગ (એજી. એન્જીજી),ഡ്രില്ലിംഗ് (എഞ്ചിന്)
ડ્રિલિંગ (કૃષિવિજ્) ાન),ഡ്രില്ലിംഗ് (അഗ്രോണമി)
ટીપું સિંચાઈ,ഡ്രിപ്പ് ഇറിഗേഷൻ
સૂકરાની ખેતી,ഡ്രൈവർഡ് കൃഷി
ધૂળ,പൊടി
ડસ્ટર,ദുണ്രന്മാര്
ધૂમ્રપાન,പൊടിക്കുന്നു
વામન,കുള്ളൻ
વામન પિરામિડ,കുള്ളൻ പിരമിഡ്
વામન,കുള്ളൻ
ડેઝી,ഡെയ്സി
તારીખ,തീയതി
જાસ્મિન,ഡേ ജാസ്മിൻ
સુવાદાણા,ചതകുല
દંડ,ദിനനാത്ത് പുല്ല്
ઘા,ഡോഡീഡർ
"ડૂબ ઘાસ, બર્મુડા ઘાસ","ഡൂബ് പുല്ല്, ബെർമുഡ പുല്ല്"
ભડકો,തുല്കൂപ്പ്
સૂકા આદુ,ഉണങ്ങിയ ഇഞ്ചി
અછડતી ભમરો,വണ്ട് മലിനീകരണം
ડ્રોન,നീരഞ്ഞെടുക്കുക
બતક,ഡക്ക്
પરિસ્થિતિવિજ્ologyાન,പരിസ്ഥിതിവിജ്ഞാനം
અર્થશાસ્ત્ર,സാമ്പത്തികസ്ഥരുടെ
આર્થિક કાર્યક્ષમતા,സാമ്പത്തിക കാര്യക്ഷമത
પર્યાવરણ,ഇക്കോടൈപ്പ്
શિષ્ટાચારને લગતું,എക്ടോട്രോഫിക്
શેખીને લગતું,ഷാഫിക്
પદવિજ્ologyાન,എഡാഫോളജി
ધાર,പതിക്കല്
ખાદ્ય ભાગ,ഭക്ഷ്യയോഗ്യമായ ഭാഗം
સ્થિતિસ્થાપકતા,ആവശ്യകതയുടെ ഇലാസ്തികത
સ્થિતિસ્થાપકતા,ഉൽപാദനത്തിന്റെ ഇലാസ്തികത
વિદ્યાપમાણ,വൈദ്യുതവിശ്ലനങ്ങൾ
વિદ્યુતપ્રવાહ,ഇലക്ട്രോഫോറെസിസ്
નિરુત્સાહ,പൊലീസേഷൻ
છાતીવાળું,എക്യാസ്കറ്റർ
પાંુમાદ,കായാൻസിംഗ്
ભ્રમણ,ഭൂണം
ગર્ભવિજ્ embાન,സ്മൈഫോളജി
આતુરતા,ആവിർഭാവം
પ્રવાહી ભ્રષ્ટ વ્યક્તિ,എമൽസിഫയർ
અંતર્ગત,എൻവയോജനസ്
અંતર્જ્ endાન,എൻഡോമിറ്റോസിസ്
એન્ડોપારસાઇટ,എൻഡോപരസൈറ്റ്
એંજીવ,എൻഡോസ്പെർം
સાહસ,എന്റർപ്രൈസ്
પરિશિષ્ટ,എന്രുമോളജി
વાતાવરણ,പരിസ്ഥിതി
મનાઈ,എൻസൈം
મહાકાવ્ય,എപ്പികോട്ടിൽ ഒട്ടിക്കൽ
ઉપદ્રવ,എപ്പിഫൈറ്റ്
સમાનતા,ഇക്വിറ്റി
નાબૂદી,ഉന്മൂലനം
આવશ્યક પોષક તત્ત્વો,അവശ്യ പോഷകങ്ങൾ
અંદાજ,കണക്കാക്കല്
નિષ્ઠા,എറ്റിയോലേഷൻ
સુશોભિત,അപഹീന
મૂલ્યાંકન,മൂല്യനിർണ്ണയം
વરાળ,ആവാൻവിറ്ററി
સ્થાવર સંક્રમણ,ഇവാപോ-ട്രാൻസ്പിറേഷൻ
સદાબહાર ક્રાંતિ,നിത്യഹരിത വിപ്ലവം
શાશ્વત,നിത്യഹരിത
વિકસિત થવું,പരിണാമം
આબકારી,എക്സൂസ്
થાક (ફળદ્રુપતા),ക്ഷീണം (ഫെർട്ടിലിറ്റി)
શોષણ,ചൂഷണം
સંશોધન,സൂക്ഷ്മപരിശോധന
ઉત્તેજના,എക്സ്ട്രാഷൻ
આંખ (સુગરકેન/બટાકાની),കണ്ണ് (സുഗെയ്ൻ / ഉരുളക്കിഴങ്ങ്)
ખાદ્ય પાઇન,ഭക്ഷ്യ ഏൻ
"હાથી પગ, યમ","ആന അടി, യാം"
નીરોગીત,യൂക്കാലിപ്റ്റസ്
ધામ ખળો,മണ്ണിര
એન્ટોમોલોગ્ધાર વિજ્ologistાની,ഇനോമനോളജിസ്റ്റ്
પર્યાવરણવાદક,പരിസ്ഥിതി പ്രവർത്തകൻ
પરિબળ,ഘടകം
પરિબળ ઉત્પાદકતા,ഘടക ഉൽപാദനക്ഷമത
પરિબળ,തൊഴില്പരമായ
કાલ્પનિક અવરોધ રચના,ഫാക്റിയൽ ബ്ലോക്ക് ഡിസൈൻ
વિદ્યાશાખા,ഭസ്ഥാനി
પડતર,വീഴുക
કુટુંબ,കുടുംബം
ખેતર -મૂલ્યાંકન,കാർഷിക വിലയിരുത്തൽ
ખેતી અંદાજપત્ર,കാർഷിക ബജറ്റിംഗ്
ખેત વ્યવસાય,കാർഷിക ബിസിനസ്സ്
ખેતી આયોજન,കാർഷിക ആസൂത്രണം
ખેડૂત,കൃഷിക്കാരന്
ખેતી,കൃഷി
ફાંસી,ആസാധനം
ઉશ્કેરાટ,ക്ഷീണം
આથો,അഴുകൽ
ફળદ્રુપતા,ഫലഭൂയിഷ്ഠത
ખાતર,വളം
ખાતરનો ઉપયોગ કાર્યક્ષમતા,രാസവളം കാര്യക്ഷമത ഉപയോഗിക്കുക
રેસાવાળું,നാരുകളുള്ള
ક્ષેત્ર,വയല്
ક્ષેત્ર -ક્ષમતા,ഫീൽഡ് ശേഷി
ક્ષેત્ર પ્રદર્શન,ഫീൽഡ് പ്രകടനം
નિર્ધારણ,പരിഹാരം
ફાટ,വെള്ളപ്പൊക്കത്തിൽ
પ્રવાહ વિધિ,ഫ്ലോ ഡയഗ്രം
ખાદ્ય મૂલ્ય,ഭക്ഷണ മൂല്യം
ઘાસચારો (ઘાસચારો),തീറ്റപ്പുല്ല് (കാലിത്തീറ്റ)
આગાહી,പ്രവചിക്കുക
વન,കാട്
વનનિવારણ,വിരാമം
ક frંગું,വഴുതിവീഴുന്ന
હિમનો પ્રતિરોધક,ഫ്രോസ്റ്റുകൾ പ്രതിരോധം
હિમ,ശൈതം
સ્થિર (ફળ અને શાકભાજી),ഫ്രീസുചെയ്ത (പഴവും പച്ചക്കറിയും)
ફળ,ഉന്മേഷം
ફળ ટીપાં,പഴൻ ഇടിവ്
ફળ-સેટ (ફળની ગોઠવણી),ഫ്രൂട്ട് സെറ്റ് (ഫ്രൂട്ട് ക്രമീകരണം)
ધૂણી,ഉപക്കുറി
ફૂગનાશક,കുമിൾനാശിനി
ફૂગવાદી,തന്ത്രശാലിയായ
ફૂગ,കുമിള്സസം
Furીલું કરવું,ചാടോ
મિશ્રણ,സംയോജന
ઝઘડો,ഫസ്
ઝાંખું,അവ്യക്തമായ
"વરિયાળી, વરિયાળી","പെരുംജീരകം, ആശംസകൾ"
મેથી,ഉലുവ
અંજીર,അത്തിപ്പഴം
આંગળીથી બાજરી,ഫിംഗർ മില്ലറ്റ്
અગ્નિશામક ઝાડવું,തീ ഫാർമിക് ബുഷ്
વન ની જ્યોત,വനത്തിന്റെ തീജ്വാല
ફ્રેન્ચ બીન,ഫ്രഞ്ച് ബീൻ
ચાંચડ,ചെള്ള്
શિયાળ,കുറുക്കന്
ફળ,ഫലം ഈച്ച
પિત્ત (હોર્ટ),പിത്തനം (ഹോർട്ട്)
જુગાર,ഗെയിമമായ
ખાદ્ય,തോട്ടം
ગેજ (પાણી),ഗേജ് (വെള്ളം)
પશુ બેંક,ജീൻ ബാങ്ക്
જીન ટેગિંગ,ജീൻ ടാഗിംഗ്
જિનોલોજી,ജീരോളജി
આનુવંશિક નકશો,ജനിതക മാപ്പ്
આનુવંશિકતા,ജനിതഭാസങ്ങൾ
જિનોમ,ജീനിഹമായ
જિનોમિક ગ્રંથાલય,ജെനോമിക് ലൈബ്രറി
જર્નીશ,ജനീകാസ്
વિનોટાઇપ,ജനിതനായ
વિનોટાઇપ,ജനിതനായ
જાતિ,ജീസ്
જાતિ,ജീസ്
જીવાણુ,ബീജം
જીવાણુનાશક,ഗർമ്മിയാകാവസ്ഥ
અંકુર,മുളച്ച്
જંતુરહિત,ജെർംപ്ലാസം
જિબ્રેલિલીક એસિડ,ഗിബ്ബെരെല്ലിക് ആസിഡ്
ગિનિંગ,ജിന്നിംഗ്
ધાંધલ,ഭയം
ખાઉધરું,കുഴഞ്ഞ
ગ્લાયકોલિસીસ,ഗ്ലൈക്കോളിസിസ്
ગુંડાગીરી,ഗ്നസ്
સુવર્ણ ક્રાંતિ,സുവർണ്ണ വിപ്ലവം
ક્રમ,ഗ്രേഡിംഗ്
કલમી છોડ,ഒട്ടിച്ച പ്ലാന്റ്
કલમ,ഗ്രാഫ്റ്റ്-പൊരുത്തപ്പെടുന്നില്ല
માંદગી,ഗ്രന്ന
દાણાદાર,കൃതം
લીલો રંગ,പച്ച വളം
લીલો ક્રાંતિ,ഹരിത വിപ്ലവം
વિકાસ અને વિકાસ,വളർച്ചയും വികസനവും
ગુંડો,ഗംമോസിസ്
સંયુક્ત,ഗൈനോഡിയോസിയസ്
બાપ,പിത്തസഞ്ചി
લસણ,വെളുത്തുള്ളി
જર્થી ઘડતર,ഗെർബെറ
ગિરિન,ഗെർക്ക്
આદુ,ഇഞ്ചിര്
ગંધયંત્ર,ഗ്ലാഡിയോലസ്
બકરી નીંદણ (એગરાટમ),ആട് കള (ഏജററ്റം)
દ્રાક્ષ,ചെറുമധുരനാരങ്ങ
દ્રાક્ષ,മുന്തിരി
લીલો ગ્રામ,ചെറുപയർ
ગ્રોઇયા,ഗ്രാമവകാശ
મગફળી,നിലക്കടല
જામફળ,പേര
ગિની ઘાસ,ഗ്വിനിയ പുല്ല്
પિત્તાશય,പിത്തസഞ്ചി
ઘાસના ઘેરા,പുല്ല് ഹോപ്പർ
ગુંડિ,ഗുണ്ടി ബഗ്
આદત,ശീലം
કરચરો,ആഹാനം
વાળ,ഹെയിവിവിച്ച്
હાર્વેગેટ,ഹാലോഫൈറ്റ്
દલાલ,ഹാരോ
લણણી અનુક્રમણિકા,വിളവെടുപ്പ് സൂചിക
લણણી,വിളവ്
લણણી,വിളവെടുപ്പ്
ક hંગું,കിളിവാതില്
ઘાસની,വയ്ക്കോല്
દાદાગીરી,ഭേഹം
ઘાસ,ആഞ്ഞടിക്കല്
ઝાકળ,മൂടല്മഞ്ഞ്
ધૂંધળું,മഞ്ഞ്മൂടിയ
વડા (કૃષિ),തല (അഗ്രോ)
વડા (ચેનલનું),തല (ചാനലിന്റെ)
પાછા મથાળા,തിരികെ തലക്കെട്ട്
હેજ,കുറ്റിച്ചെടി
હેજ,ഹെഡ്ജിംഗ്
રખડુ,ഹെലിക്സ്
હિમેટાઇટ,ഹെമറ്റൈറ്റ്
વનસ્પતિ,സസം
વનસ્પતિ,ഹെരിബറിയം
વનસ્પતિનાશક,കളനാശിനി
આનુવંશિકતા,വംശപാരന്വരം
વિપુલતા,പാരപാനം
હર્મેફ્રોડાઇટ,ഹെർമാഫ്രോഡൈറ്റ്
વિજાત્ય,ഹെട്രോക്രോമാറ്റിക്
હેટરફેરિલાઇઝેશન,ഹെറ്ററേഷൻലൈസേഷൻ
તકરારી,അറ്റത്തേക്കും
વિજાતીય,ഹെറ്ററോസോം
વિજાત્ય,ഹെറോട്രോഫ്
હેકસપ્લોઇડ,ഹെക്സാപ്ലോയിഡ്
સ્તુતિ,ഹൈബർനേറ്റ്
ઉચ્ચ ઘનતા વાવેતર,ഉയർന്ന സാന്ദ്രത നടീൽ
હિલ (ચોખા),ഹിൽ (അരി)
Histંચર,ഹിസ്റ്റോഗ്രാം
હિટેક બાગાયતી,ഹൈക്ക് ഹോർട്ടികൾച്ചർ
મધપૂડો,കൂട്
ઉશ્કેરણી,ഹോയിംഗ്
યજમાન,പിടിക്കുക
દેશી ખેતર,ഹോം ഫാം
હોમિયોસ્ટેસિસ,ഹോമോസ്റ്റാസിസ്
ઘર,ഹോംസ്റ്റേഡ്
એકરૂપતા,ഏകതാന
એકરૂપ,ഏകതാനമായ
સમલૈંગિક,ഹോമോനോഗസ്
સજાવટ,ഹോമോസിഗോട്ട്
ઘૂંટણ,ഹോപ്പർ
ક્ષિતિજ,ചക്രവാളം
બાગાયતી પાક,ഹോർട്ടികൾച്ചറൽ വിളകൾ
બાગાયત,ഹോർട്ടികൾച്ചർ
હોર્ટી-સિલ્વી પશુપાલન ખેતી,ഹോർട്ടി-സിൽവി ഇടയശ്ത്ഠിംഗ്
યજમાન,ആതിഥേയന്
ગરમ પાણીની સારવાર,ചൂടുവെള്ള ചികിത്സ
હલકું,തൊണ്ട്
ભેજ,ഈർപ്പം
ફર્સ્ટ,ഹ്യൂമസ്
ક husંગું,തൊലി
ક husંગર,തൊലി
ભૂખ,ഹസ്കിംഗ്
સંકર,ഹൈബ്രിഡ്
સંકર,ജലവൈദമാക്കല്
હાઇડ્રેશન,ജലാംശം
જળવિજ્ologyાન,ജലവൈകരണം
જળશાસ્ત્ર,ജലവിശ്ലേഷണം
જળમાર્ગ,ഹൈഡ്രെയിൻ
જળચુક્ત,ഹൈഡ്രോഫിലസ്
જળવિજ્icsાન,ഹൈഡ്രോപോണിക്സ്
જળશાસ્ત્ર,ഹൈഡ്രോഫിയർ
જળચોર,ഹൈഡ്രോസ്കോപ്പിറ്റി
અતિથિ,ഹൈപ്പർപാരാസറ്റ്
આત્યંતિક,ഹൈപ്പർപ്ലാസിയ
કોઇ,എസ്യ്പ്പ്
પમાટ,ഹൈപ്പോകോട്ടൈൽ
અનુમાન,അനുമാനസം
હિસ્ટ્રેસિસ (પાણી),ഹിസ്റ്റെറിസിസ് (വെള്ളം)
હેઝલ અખરોટ,ഹാസൽ നട്ട്
શણ,ചെതാവ്
હેનબેન,ഹെൻബെയ്ൻ
મેંદી,ഹെന്ന
શિષ્ટાચાર,ചെമ്പരുത്തി
ઠોક,ചാട്ടം
ઘોડાનો ગ્રામ,കുതിര ഗ്രാം
ઘોડાગાડી,കുതിര-കണ്ണ്-ബീൻ
મધમાખી,തേനീച്ച
ઘૂંટણ,ഹോപ്പർ
બાગાયતી,ഹോർട്ടികൾച്ചറിസ്റ്റ്
જળ -વિજ્ologistાની,ജലശാസ്ത്രജ്ഞൻ
સીમિત,സിറ്റു ഒട്ടിക്കൽ
વિટ્રોમાં,വിട്രോയിൽ
વિવો,വിവോയിൽ
આડેધડ,വിവേചനരഹിതമായ
જંતુ,പുഴു
જંતુનાશક જીવાડો,പ്രാണികളുടെ കീടങ്ങൾ
જંતુ,കീസദമായ
જંતુનાશક,കീടനാശിനി
જંતુનાશક,കീടനാശിനി
તાલ,ധിക്കാരി
ઉઘાડાવાળું,പുള്ളിപ്പുഴ
ઇન્સ્ટાર (જંતુ),ഇൻസ്റ്റാർ (പ്രാണികൾ)
અલગ પાડનાર,സുഖാനുസൃതം
સંકલિત રોગ વ્યવસ્થાપન,സംയോജിത രോഗ പരിപാലനം
એકીકૃત પોષક સંચાલન,സംയോജിത പോഷക മാനേജുമെന്റ്
એકીકૃત જંતુ સંચાલન,സംയോജിത കീടങ്ങളെ പരിപാലനം
તીવ્રતા,തീവ്രവാദം
સઘન,തീവമായ
એકાંગાળ,ആലോചിക്കുക
આંતરસંબંધ (ઇન્ટરકલ્ચર),ഇന്റർ ദുഷ്പീകരണം (ഇന്റർ കൾട്ട്)
હિત,പലിശ
ઇંટનો કરવો,ഇന്റനോഡ്
ઇન્ટરફેસ (સેલ વિભાગ),ഇന്റർഫേസ് (സെൽ ഡിവിഷൻ)
પ્રક્ષેપણ,ഇന്റർപോളേഷൻ
આંતરડા,ഇന്റർ-അണുവിമുക്തമാണ്
સૂચિ,സാധനങ്ങൾ
ઉલ્લંઘન,വിപരീതം
અનુચિત,ഇവന്റോക്രെ
આયન,യൻകിട
ઝળહળાટ,വികിരണം
સિંચાઈ,ജലസേചനം
આઇએસઓ એલીલ્સ,ഐഎസ്ഒ അല്ലെലുകൾ
આઇએસઓ ઉત્પાદન વળાંક,ഐഎസ്ഒ ഉൽപ്പന്ന വക്രത
ઇસોબર,ഐസോബാർ
અલગતા,ഇസോഗമി
અલગ અંતર,ഒറ്റപ്പെടൽ ദൂരം
આઇસોપ્લાઇડ,ഐസോപ്ലോയിഡ്
અનહદ,ഐസ്കോംകാന്റ്
આઇસોટોપ,ഐസോടോപ്പ്
ભારતીય બિર્ચ,ഇന്ത്യൻ ബിർച്ച്
ભારતીય વાદળી પાઇન,ഇന്ത്യൻ നീല പൈൻ
ભારતીય ચેરી,ഇന്ത്യൻ ചെറി
ભારતીય જ્યુનિપર,ഇന്ത്യൻ ജുനൈപ്പർ
ભારતીય કિનો વૃક્ષ,ഇന്ത്യൻ കിനോ മരം
ભારતીય લૌરલ વૃક્ષ,ഇന്ത്യൻ ലായറൽ ട്രീ
ભારતીય પાગલ,ഇന്ത്യൻ ഭ്രാന്തൻ
ભારતીય પાગલ,ഇന്ത്യൻ മാഡ്ലർ
ભારતીય પોડો ફિલમ,ഇന്ത്യൻ പോഡോ ഫൈലം
અતિશય,ഇൻഡിഗോ
ઇટાલિયન બાજરી,ഇറ്റാലിയൻ മില്ലറ്റ്
હાનિત વૃક્ષ,ആനക്കൊമ്പ് വൃക്ഷം
આઇવિ લોર્ડ/લિટલ લોર્ડ,ഐവി പൊറോട്ട / ലിറ്റിൽ പൊറോട്ട
ગોળ,മന്ദബുദ്ധി
જાપોનીકા,ജാപോണിക്ക അരി
જાસૂસ,ജാസിദ്
જાવાનિકા ચોખા,ജാവാനിക്ക അരി
ધક્કો,ജെല്ലിംഗ്
દિવાહિની ખેતી,Jum കൃഷി
જનન,ചാടുന്ന ജീൻ
જંક ડીએનએ,ജങ്ക് ഡിഎൻഎ
કિશોર તબક્કો,ജുവനൈൽ ഘട്ടം
જકારાંડા,ജസറന്ദ
જેકફ્રૂટ,ചക്ക
જામન,മുൻ
ચપળ,ജാസ്മിൻ
જત્તી ખત્તી,ജട്ടി ഖട്ടി
એક જાતની કળા,ജാട്ട്രോഫ
શણ,ചണം
જાસૂસ,ജാസിഡുകൾ
કારોલિન,കയോലിൻ
Kાળ,Koolianite
Kાળ,Koolianite
Kષધ,കര്യൻചേരിമ
ક ry રેઓડેસ્મા,കരോഡെസ്മ
કર્કશમી,കാരിയോബാമി
કેરીગ્રામ (ઇડિગ્રામ),കാറിഗ്രാം (IDiOGRAM)
કર્કશિનેસ,കാരിയോകിനിസ്
કર્કશવિજ્ologyાન,കരിയോളജി
કર્કશ,കരോലിസിസ്
ક ry રેઓન,കറിയോൺ
કાર્યોયોટાઇપ,കാരിരിയോടൈ
કેલ્પ (શેવાળ),കെൽപ് (ആൽഗ)
કેલ્વિન ચક્ર,കെൽവിൻ സൈക്കിൾ
કેરાટિન,കെരാറ്റിൻ
કર્કશ,കേർണൽ
ખૈરા રોગ,ഖൈറ രോഗം
ખરીફ,ഖാരിഫ്
મજાક,കളിയാക്കാനുള്ള
કિનેટોચોર,കിടോചോർ
રસોડું,അടുക്കളത്തോട്ടം
ક્લેઇનફિલ્ટર સિન્ડ્રોમ,ക്ലീൻഫിൽട്ടർ സിൻഡ്രോം
ક્લેનો ટુકડો,KLENOV ശകലം
ઘડતર,നോട്ടിയ
કોચની પોસ્ટ્યુલેટ,കൊച്ചിന്റെ പേര്
કોપ્પેનનું વર્ગીકરણ (આબોહવા),കോപ്പേഴ്സ് ക്ലാസിഫിക്കേഷൻ (കാലാവസ്ഥ)
ક્રેબ્સ ચક્ર,ക്രെസ് സൈക്കിൾ
ક્ટોસિસ,കുട്ടി
કે.વી.કે. (કૃશી વિગાયન કેન્દ્ર),കെവികെ (കൃഷി വിജ്ഞൻ കേന്ദ്ര)
કડમ,കടാം
કાલે,കലെ
કેન્સ ઘાસ,കന്മാർ പുല്ല്
કર્કશ,കരുണാന്ത
"કિડની બીન, રાજમહ","കിഡ്നി ബീൻ, രാജ്മ"
Kાંકીપ,Kiwifriuut
નોલ ખોલ,നോൾ ഖോൾ
કોડમપુલી,കോടംമ്പുലി
કોડો બાજરી,കൊഡോ മില്ലറ്റ്
કોકમ બટર ટ્રી (મંગોસ્ટીન),കോകം വെണ്ണ ട്രീ (മംഗോസ്റ്റിൻ)
ખપ્રા ભમરો,ഖപ്പുര വണ്ട്
એલ.ડી .50 (ઘાતક ડોઝ 50),L.D.50 (മാരകമായ ഡോസ് 50)
જમીન પર,ലംബമായി
સંદિગ્ધ કરવું,മൗലിപ്പ്
મજૂર,തൊഴിലാളി
લક્ષ પરાક્રમ,ലാക് ഓപ്പറൺ മോഡൽ
દૂધમારો,മുലയൂട്ടൽ
લેક્ટોજેનિક હોર્મોન (પ્રોલેક્ટીન),ലാക്ടാനെനിക് ഹോർമോൺ (പ്രോലാക്റ്റിൻ)
લેક્ટોઝ,ലാക്ടോസ്
પાછળની બાજુ,ലഗ്ഗുചെയ്യുന്ന സ്ട്രോണ്ട്
લેમ્બડા ક્લોનીંગ વેક્ટર,ലാംഡ ക്ലോണിംഗ് വെക്റ്റർ
લેમિનર હવા પ્રવાહ,ലാമർ എയർ ഫ്ലോ
દીવો બ્રશ રંગસૂત્ર,ലാമ്പ് ബ്രഷ് ക്രോമസോം
જમીન,നിലം
જમીન ક્ષમતા વર્ગીકરણ,ലാൻഡ് ക്യാപിറ്റബിലിറ്റി വർഗ്ഗീകരണം
જમીન ક્ષમતા,ലാൻഡ് ക്യാപിറ്റബിലിറ്റി മാപ്പ്
જમીન -અધોગતિ,ഭൂമി അപകടം
જમીન સમકક્ષ ગુણોત્તર,ഭൂമി തുല്യമായ അനുപാതം
જમીન સ્તરીકરણ,ഭൂമി നില
જમીનની શોધ,ഭൂമി വീണ്ടെടുക്കൽ
ઉતર,ലാൻഡ്സ്കേപ്പിംഗ്
જમીન યોગ્યતા,ലാൻഡ് അനുയോജ്യത
જમીન ઉપયોગ -પદ્ધતિ,ഭൂവിനിയോഗ രീതി
લેંગરહન્સ સેલ્સ,ലങ്കാൻഹാൻ സെല്ലുകൾ
રદિયો દર,കാലഹരണപ്പെടൽ നിരക്ക്
લાર્વા,ലാർവ
સુશોભન,ലേറ്റേഷന്
સુવ્યવસ્થિત,ലെഡ് വ്യൂ
ચેપગ્રસ્ત ચેપ,ഒളിഞ്ഞിരിക്കുന്ന അണുബാധ
બાજુનું,ലാറ്ററൽ
વારસામાં માટી,ലാറ്ററൈറ്റ് മണ്ണ്
Xtex,ലാത്ക്സ്
શિરદર્શક,നാതിരിവാദം
લેટિન સ્ક્વેર ડિઝાઇન (એલએસડી),ലാറ്റിൻ സ്ക്വയർ ഡിസൈൻ (എൽഎസ്ഡി)
જાળી,ലാറ്റിസ്
સુસંગત લાભ,കവർന പ്രയോജനത്തിന്റെ നിയമം
સતત વળતરનો કાયદો,നിരന്തരമായ വരുമാനത്തിന്റെ നിയമം
ઘટતા વળતરનો કાયદો,വരുമാനം കുറയ്ക്കുന്നതിനുള്ള നിയമം
વધારો,വർദ്ധനവ് വർദ്ധിപ്പിക്കാനുള്ള നിയമം
મર્યાદિત પરિબળોનો કાયદો,പരിമിതപ്പെടുത്തുന്ന രീതി
ન્યૂનતમ કાયદો,കുറഞ്ഞത് നിയമം
અવેજીનો કાયદો,പകരക്കാരന്റെ നിയമം
ચલ પ્રમાણનો કાયદો,വേരിയബിൾ അനുപാതങ്ങളുടെ നിയമം
સ્તર,അടുക്ക്
બાંધકામ,കെട്ടിടത്തിന്റെ പ്ളാന്
ઉદ્ધત,അയതലിക്കുക
Effંચે ચાલતી કાર્યક્ષમતા,ലീച്ചിംഗ് കാര്യക്ഷമത
ઠપકો,ലീച്ച് ആവശ്യകത
અગ્રણી સેર,മുൻനിര സ്ട്രാന്റ്
પાંદડાની વિસ્તારનો સમયગાળો,ഇല വിസ്തൃതി ദൈർഘ്യം
પાંદડાની ક્ષેત્ર અનુક્રમણ્ય,ഇല ഏരിയ സൂചിക
પાંદડાની વિસ્તાર ગુણોત્તર,ഇല ഏരിയ അനുപാതം
પર્ણ ખાણિયો,ഇല ഖനിത്തൊഴിലാളി
પાંદડાની પરીક્ષણ,ഇല പരിശോധന
પર્ણ,ഇല
પત્રિકા,ലഘുലേഖ
પટા,പാട്ടം
ક legંગું,പയർവർഗ്ഗ
લીસા - (ઓછી energy ર્જા ઇનપુટ ટકાઉ કૃષિ),ലീസ - (കുറഞ്ഞ energy ർജ്ജ ഇൻപുട്ട് സുസ്ഥിര കാർഷിക മേഖല)
ભાંગફોડ,പന്നികം
દાપલ કેશિકા બિંદુ,ലെന്റോ കാപ്പിലറി പോയിന്റ്
લેપટોનમા,ലെപ്റ്റോണിമ
લેપ્ટોસ્પાયરોસિસ,ലെപ്റ്റോസ്പിറോസിസ്
અંધશ્રદ્ધાળુ,ലെറോ-മോർഫിക്
જખમ,നിഖേഭം
ઘાતક પરિવર્તન,മാരകമായ മ്യൂട്ടേഷൻ
લિંગકોપ્લાસ્ટ,ല്യൂക്കോപ്ലാസ്റ്റ്
ક levelપિક ભાડૂતી,ലെവൽ ടെറസ്
લેવલર (લેવલર),ലെവൽക്കാരൻ (ലെവലിയർ)
લેવલિંગ (જમીનની),(ഭൂമിയുടെ) ലെവലിംഗ്
રખડુ,കള്ള കൃഷി
લિબિગનો ન્યૂનતમ કાયદો,കുറഞ്ഞത് ലിബിഗിന്റെ നിയമം
બંધ,ഉപക്കുറിത
પ્રકાશ વળતર બિંદુ,നേരിയ നഷ്ടപരിഹാര പോയിന്റ്
પ્રકાશ સંતૃપ્તિની તીવ્રતા,ലൈറ്റ് സാച്ചുറേഷൻ തീവ്രത
પ્રકાશ પ્રસારણ ગુણોત્તર,ലൈറ്റ് ട്രാൻസ്മിഷൻ അനുപാതം
પ્રકાશ જાળ,നേരിയ കെണി
મર્યાદિત,പരിമിതമാണ്
સીમા,പരിമിതപ്പെടുത്താതെ
મર્યાદિત પરિબળ,പരിമിതപ്പെടുത്തുന്ന ഘടകം
સિધ્ધાંત,ലിമോണൈറ്റ്
પંક્તિ,നിര
રેખીય પ્રતિભાવ,ലീനിയർ പ്രതികരണം
જોડાણ,ലിങ്ക്
જોડાણ જૂથ,ലിങ്കേജ് ഗ്രൂപ്പ്
કોરી,ലിങ്കറുകാരന്
ઉંચકવાર સૂચન,ലിന്റ് സൂചിക
