Hindi,Bengali
फेराइट वीड,ফেরাইট আগাছা
फेराइट परिचक्रक,ফেরাইট স্পিনার
फेराइट पृथक्कारी,ফেরাইট বিভাজক
फेराइट रेखा विस्तार,ফেরাইট লাইন এক্সটেনশন
फैराइट-कोर ट्रांसफॉर्मर,ফেরাইট-কোর ট্রান্সফরমার
फेरो क्रोम टेप,ফেরো ক্রোম টেপ
लौह-चुंबकत्व,ফেরোম্যাগনেটিজম
फेट,ভাগ্য
क्षेत्र प्रभाव ट्रांजिस्टर (फेट),ফিল্ড ইফেক্ট ট্রানজিস্টর (FET)
फेट प्रर्वधक,ফ্যাট বুস্টার
फेट पूरक सममिति,fret পরিপূরক প্রতিসাম্য
फेट अवक्षय विधा,চর্বি হ্রাস মোড
"फेट द्वैत द्वार, द्वैत गेट","ভাগ্য দ্বৈত দরজা, দ্বৈত দরজা"
फेट संवृद्धि विधा,চর্বি বৃদ্ধি মোড
फेट आवृत्ति अनुक्रिया,fret ফ্রিকোয়েন্সি প্রতিক্রিয়া
फेट आलेखी विश्लेषण,ফ্যাট গ্রাফিক বিশ্লেষণ
फेट निवेश सुरक्षा,ভাগ্য বিনিয়োগ নিরাপত্তা
फेट प्रतिलोमी,চর্বি বিপরীত
फेट संधि,ভাগ্য চুক্তি
फेट मॉसफेट,চর্বি mosfet
फेट अंतराचालकता,চর্বি পরিবাহিতা
अनयन समय,ঘুমের সময়
संचिका आयात,ফাইল আমদানি
तंतु,ফাইবার
तंतु अनुयोजक,ফাইবার সংযোগকারী
फाइबर वितरित आँकड़ा अंतरापृष्ठ,ফাইবার বন্টিত ডেটা ইন্টারফেস
फाइबर ग्लास,ফাইবার গ্লাস
तंतु प्रकाशीय लिंक,ফাইবার অপটিক লিঙ্ক
तंतु प्रकाशिकी संचरण विंडो,ফাইবার অপটিক্স ট্রান্সমিশন উইন্ডো
तंतु प्रकाश संसूचक,ফাইবার আলো আবিষ্কারক
तंतु समबंधन,ফাইবার বন্ধন
फिबोनाशी संख्या,ফিবোনাচি সংখ্যা
कल्पित रव जनित्र,ভার্চুয়াল নয়েজ জেনারেটর
अभिग्राही की तदरूपता,প্রাপকের বিশ্বস্ততা
तद्रूपण,জালিয়াতি
क्षेत्र ससहाय,এলাকা সাহায্যপ্রাপ্ত
क्षेत्र प्रभाव युक्ति,ফিল্ড ইফেক্ট ডিভাইস
क्षेत्र प्रभाव स्विच,ক্ষেত্র প্রভাব সুইচ
क्षेत्र प्रभावी ट्रांजिस्टर,ক্ষেত্র কার্যকর ট্রানজিস্টর
क्षेत्र-उत्सर्जन,ক্ষেত্র নির্গমন
अग्रभरण निकाय,সীসা শরীর
क्षेत्र आवृत्ति,ক্ষেত্রের ফ্রিকোয়েন্সি
क्षेत्र तीव्रता,ক্ষেত্রের তীব্রতা
क्षेत्र क्रमादेश तर्क व्यूह,ফিল্ড প্রোগ্রাম লজিক অ্যারে
क्षेत्र परिक्षण,ক্ষেত্র পরীক্ষা
क्षेत्र निरसन,ক্ষেত্র বাতিল
एफ आई एफ ओ स्मृति,ফিফো মেমরি
दक्षतांक,দক্ষতা সূচক
संचिका,ফাইল
संचिका पूर्तीकर,ফাইল ফিলার
संचिका समादेश,ফাইল কমান্ড
संचिका सरवर,ফাইল সার্ভার
परत संधारित्र,স্তর ক্যাপাসিটর
परतरूपी प्रतिरोधक,স্তর প্রতিরোধক
फिल्टर,ছাঁকনি
फिल्टर अभिलक्षणिक,ফিল্টার বৈশিষ্ট্য
फिल्टर परिपथ,ফিল্টার সার্কিট
संच,সংগ্রহ
फिल्टर अभिकल्पना,ফিল্টার ডিজাইন
संचार आँकड़ा,যোগাযোগ তথ্য
फिल्टर विधि,ফিল্টার পদ্ধতি
फिल्टर पुनर्निर्माण,ফিল্টার পুনর্গঠন
अंतिम कोडंतरण,চূড়ান্ত সমাবেশ
फिंगर प्रिंट (अंगुली छाप),আঙুলের ছাপ
परिमित आवेगी प्रतिवेदन फिल्टर,সীমাবদ্ধ আবেগপূর্ণ রিপোর্টিং ফিল্টার
परिमित प्राचल,সীমাবদ্ধ পরামিতি
परिमित अवस्था मशीन,সসীম রাষ্ট্র মেশিন
फायरन कोण,ফায়ারিং কোণ
फमवेयर,ফার্মওয়্যার
प्रथम आँकड़ा शब्द,প্রথম চিত্র শব্দ
प्रथम क्रम प्राश,প্রথম আদেশ প্রশ
फिशर पाश परीक्षण,ফিশার লুপ পরীক্ষা
नियत,ধ্রুবক
नियत क्षीणकारी,স্থায়ী attenuator
नियत अभिनति,স্থির অভিযোজন
नियत गणित्र,স্থির ক্যালকুলেটর
नियत क्षेत्र,নির্দিষ্ট এলাকা
नियत निदेंश मशीन,অ্যাসাইনমেন্ট মেশিন
नियत समय नियंत्रक,নির্দিষ্ট সময় নিয়ামক
फ्लैग,পতাকা
फ्लैंज,ফ্ল্যাঞ্জ
फ्लैप क्षीणकारी,ফ্ল্যাপ অ্যাটেনুয়েটর
दमक,আভা
दमक परिवर्तक,উজ্জ্বলতা রূপান্তরকারী
दमक,flamboyant
सपाट तल क्रमवीक्षण,সমতল মেঝে স্ক্যানিং
समतल कुंडली,সমতল কুণ্ডলী
सपाट फाइल,ফ্ল্যাট ফাইল
सपाट फिल्टर,সমতল ফিল্টার
फ्लैट पैक,ফ্ল্যাট প্যাক
समतल रिबन केबल,সমতল পটি তারের
सपाट शीर्ष प्रतिचयन,সমতল শীর্ষ নমুনা
F-परत,F-স্তর
F-परत आयनमंडल,F-স্তর আয়নোস্ফিয়ার
फ्लेमिंग,ফ্লেমিং
फ्लेमिंग एव क्लिंटन दिक्परिवर्तन विधि,ফ্লেমিং এবং ক্লিনটনের বিচ্যুতি পদ্ধতি
स्फुरण,ফ্লাটার
स्फुरण रव,ফ্লটার আওয়াজ
स्फुरण प्रकाशमापी,ফ্লটার ফটোমিটার
फ्लिप फ्लॉप,ফ্লিপ ফ্লপ
फ्लिप फ्लॉप अतुल्यकाली निवेश,ফ্লিপ ফ্লপ অ্যাসিঙ্ক্রোনাস বিনিয়োগ
फ्लिप फ्लॉप लक्षण,ফ্লিপ ফ্লপ বৈশিষ্ট্য
फ्लिप फ्लॉप कालद सिगनल,ফ্লিপ ফ্লপ কল সংকেত
फ्लिप फ्लॉप कालबद्ध,ফ্লিপ ফ্লপ টাইমলাইন
फ्लिप फ्लॉप कोर-ट्रिगर,ফ্লিপ ফ্লপ কোর-ট্রিগারড
फ्लिप फ्लॉप j-K ट्रिगर,ফ্লিপ ফ্লপ জে কে ট্রিগার
फ्लिप फ्लॉप लैच,ফ্লিপ ফ্লপ ল্যাচ
फ्लिप फ्लॉप मास्टर-स्लेव,ফ্লিপ ফ্লপ মাস্টার-দাস
फ्लिप फ्लॉप R-S,ফ্লিপ ফ্লপ RS
फ्लिप फ्लॉप आरंभन पुन: आरंभन सेट रिसेट (SR),ফ্লিপ ফ্লপ স্টার্টআপ রিস্টার্ট সেট রিসেট (SR)
फ्लिप फ्लाप तुल्यकाली निवेश,ফ্লিপ ফ্লপ সিঙ্ক্রোনাস বিনিয়োগ
प्लवन आवेशन,ফ্লোটেশন চার্জ
प्लवी रचना,ভাসা গঠন
प्लावी गेट,ভাসমান গেট
प्लविनिवेश,অপসারণ
असंबद्ध भार,সংযোগহীন লোড
असंबद्ध स्रोत,সম্পর্কহীন উৎস
पूर प्रदीपन,সম্পূর্ণ আলোকসজ্জা
फ्लॉपी,ফ্লপি
फ्लॉपी डिस्क,ফ্লপি ডিস্ক
प्रवाह,প্রবাহ
प्रवाह संचित्र,ফ্লো চার্ট
क्रमदर्शी आरेख,গ্রেডিয়েন্ট ডায়াগ্রাম
प्रवाह दिशा,প্রবাহ দিক
प्रवाह रेखा,প্রবাহ লাইন
प्रवाहमापी,ফ্লোমিটার
एफ एल टी U2 फिल्टर,FLT U2 ফিল্টার
उच्चावचन क्षय प्रमेय,বহুবচন ক্ষয় উপপাদ্য
तरल घर्षण अवमंदन,তরল ঘর্ষণ স্যাঁতসেঁতে
तरल तल,তরল মেঝে
प्रतिदीप्ति प्रभाव नलिका,ফ্লুরোসেন্স ইফেক্ট টিউব
प्रतिदीप्तिशील/प्रतिदीप्ति,ফ্লুরোসেন্ট
फ्लटर,ফ্লাটার
फ्लक्स घनत्व,প্রবাহ ঘনত্ব
फ्लक्स द्वार चुंबकत्वमापी,ফ্লাক্স ডোর ম্যাগনেটোমিটার
फ्लक्स बंधता,ফ্লাক্স বাঁধাই
"अभिवाह मीटर, फ्लक्स मीटर","ফ্লাক্স মিটার, ফ্লাক্স মিটার"
फ्लक्स सोल्डरन,ফ্লাক্স সোল্ডার
प्रतिघाव,পাল্টা আঘাত
प्रतिघाव उच्च वोल्टता,প্রতিক্রিয়া উচ্চ ভোল্টেজ
प्रतिघाव ट्रांसफॉर्मर,কাউন্টারকারেন্ট ট্রান্সফরমার
संचयन प्रभाव,আহরণ প্রভাব
आवृत्ति मॉडुलन अंकीय संसूचक,ফ্রিকোয়েন্সি মডুলেশন ডিজিটাল ডিটেক্টর
आवृत्ति मॉडुलन शिखर संसूचक,ফ্রিকোয়েন্সি মড্যুলেশন পিক ডিটেক্টর
आवृतित मॉडुलन कला अभिवद्ध पाश संसूचक,এনভেলপড মডুলেশন আর্ট অ্যাডড লুপ ডিটেক্টর
एफ.एम. वाणी आवृत्ति टेलिग्राफ,এফএম ভয়েস ফ্রিকোয়েন্সি টেলিগ্রাফ
नाभीय,ফোকাল
फोकस,ফোকাস
फोकस कैमरा,ফোকাস ক্যামেরা
फोकस त्रुटि प्रवर्धक,ফোকাস ত্রুটি পরিবর্ধক
फोकस चित्र नलिका,ফোকাস পিকচার টিউব
फोकस सर्वो,ফোকাস servo
फोकसन एवं अनुवर्तन कुंडली,ফোকাস এবং ফলো-আপ
फोकसन एवं अनुवर्तन निकाय,ফোকাস এবং অনুসরণ শরীর
पन्नी-प्रकार गेज,ফয়েল-টাইপ গেজ
प्रथम भंजन,প্রথম ফাটল
वलन पश्च वोल्टता सीमक,ভাঁজ ফিরে ভোল্টেজ লিমিটার
श्वेत-रेखन मान,সাদা লাইনের মান
वलन पश्च धारा सीमक,ভাঁজ ব্যাক বর্তমান লিমিটার
वलित वास्तुकला,ভাঁজ করা স্থাপত্য
वलित द्विध्रुव,ভাঁজ ডাইপোল
वलित द्विधुव,ভাঁজ ডাইপোল
वलित अवयव,ভাঁজ করা উপাদান
अनुगामी,অনুগামী
फॉन्ट प्रदर्श,ফন্ট প্রদর্শন
पद-चिन्ह,খাদ্য মুদ্রণ
वर्जित बैंड,নিষিদ্ধ ব্যান্ড
वर्जित ऊर्जा अंतराल,নিষিদ্ধ শক্তি ফাঁক
वर्जित क्षेत्र,বাধা অঞ্চল
बल,বল
प्रणोदित दिक्परिवर्तक,প্রপালসিভ কনভার্টার
बाह्य वस्तु,বিদেশী বস্তু
रूप गुणक,ফর্ম ফ্যাক্টর
पृष्ठ भरण,পৃষ্ঠা পূরণ
औपचारिक तर्क,আনুষ্ঠানিক যুক্তি
फार्मेट संख्या,বিন্যাস নম্বর
फोर्ट्रान,ফরট্রান
आकस्मिक विरूपण,আকস্মিক বিকৃতি
अग्रबायस,এগিয়ে পক্ষপাত
अग्र अभिनत,এগিয়ে পক্ষপাত
अग्र बायस संधि,এগিয়ে পক্ষপাত যুগ্ম
अग्र अवरोधी अवस्था,ফরোয়ার্ড ব্লকিং অবস্থা
अग्र भंजन वोल्टता,ফরোয়ার্ড ব্রেক ভোল্টেজ
अग्रदिशिक त्रुटि संशोधन,সম্মুখ ভুল সংশোধন
अग्र पाश लब्धि,সামনে লুপ লাভ
अग्र पथ लब्धि,সামনের রাস্তা লাভ
अग्र ध्रुवणता,অগ্রবর্তী পোলারিটি
अग्र अंतराचालकता,সামনের পরিবাহিতা
अग्रदिशिक गमन काल,ফরওয়ার্ড ট্রানজিট সময়
फोस्टर सिली विविक्तकर,ফাস্টার সিলি বিবেক্কর
चतुःद्वयंक कूटन,চারগুণ এনকোডিং
चतुःनिवेश,quadrupole
चतुः अवस्था अंकीय संचरण,চতুর্ভুজ ডিজিটাল ট্রান্সমিশন
चतुन्तर्य जालक्रम,চতুর্ভুজ নেটওয়ার্ক
चर्तुटर्मिनल नेटवर्क,চতুর্মুখী নেটওয়ার্ক
चतुःट्यूब कैमरा,কোয়াড টিউব ক্যামেরা
फोरियर गुणांक,ফুরিয়ার সহগ
फोरियर समाकलन,ফুরিয়ার ইন্টিগ্রেশন
फोरियर प्रतिलोम,ফুরিয়ার বিপরীত
फोरियर श्रेणी,ফুরিয়ার সিরিজ
संचरण,সংক্রমণ
फोरियर त्रिकोणमितीय श्रेणी,ফুরিয়ার ত্রিকোণমিতিক সিরিজ
फोरियर प्रमेय,ফুরিয়ার উপপাদ্য
चतुःपरत युक्ति,চারগুণ ডিভাইস
चतुर्स्तरीय डायोड,চতুর্মুখী ডায়োড
चलबिंदु संसाधित्र,মোবাইল পয়েন্ট প্রসেসর
चलबिंदु इकाई,ভাসমান পয়েন্ট ইউনিট
संचिका उपस्थापन,ফাইল প্রতিস্থাপন
भिन्नात्मक त्रुटि,ভগ্নাংশ ত্রুটি
भिन्नात्मकता संचरणता,ডিফারেনশিয়াল ট্রান্সমিশন
फ्रेम,ফ্রেম
फ्रेम बफर चिप,ফ্রেম বাফার চিপ
फ्रेम प्रग्रहण,ফ্রেম ক্যাপচার
फ्रेम कूट शब्द,ফ্রেম পাসওয়ার্ড
"फ्रेम फॉर्मेट, संरूप",ফ্রেম বিন্যাস
फ्रेम आवृत्ति,ফ্রেম ফ্রিকোয়েন্সি
फ्रेम भौम,ফ্রেম জমি
फ्रेम तुल्यकालिक अंक,ফ্রেম সিঙ্ক্রোনাস পয়েন্ট
फ्रेम तुल्यकालन,ফ্রেম সিঙ্ক্রোনাইজেশন
फ्रेम तुल्यकालिक संकेत,ফ্রেম সিঙ্ক্রোনাস সংকেত
फ्रैंक कोड,ফ্র্যাঙ্ক কোড
मुक्त इलेक्ट्रॉन,বিনামূল্যে ইলেকট্রন
मुक्त क्षेत्र,মুক্ত এলাকা
मुक्त गतिमान दोलित्र,বিনামূল্যে চলমান অসিলেটর
मुक्त रिक्ति प्रतिबाधा,মুক্ত ব্যবধান প্রতিবন্ধকতা
मुक्त रिक्ति पथ ह्रास,মুক্ত ব্যবধান
मुक्त गतिमान बहुकंपित्र,বিনামূল্যে চলমান multivibrator
आवृत्ति,ফ্রিকোয়েন্সি
आवृत्ति,ফ্রিকোয়েন্সি
आवृत्ति,ফ্রিকোয়েন্সি
आवृत्ति,ফ্রিকোয়েন্সি
आवृत्ति संलग्न चैनल,ফ্রিকোয়েন্সি সংযুক্ত চ্যানেল
आवृत्ति नियतन,ফ্রিকোয়েন্সি অ্যাসাইনমেন্ট
आवृत्ति बैंड,ফ্রিকোয়েন্সি ব্যান্ড
आवृत्ति परिवर्तक,ফ্রিকোয়েন্সি রূপান্তরকারী
आवृत्ति प्रतिपूरण,ফ্রিকোয়েন্সি ক্ষতিপূরণ
आवृत्ति क्षतिपूरण,ফ্রিকোয়েন্সি ক্ষতিপূরণ
आवृत्ति नियंत्रित दोलित्र,ফ্রিকোয়েন্সি নিয়ন্ত্রিত অসিলেটর
आवृत्ति रूपांतरण,ফ্রিকোয়েন্সি রূপান্তর
आवृत्ति विमाडुलन,কম্পাংক একক
आवृत्ति संसूचक,ফ্রিকোয়েন্সি ডিটেক্টর
आवृत्ति विचलन,ফ্রিকোয়েন্সি বিচ্যুতি
आवृत्ति विचलन,ফ্রিকোয়েন্সি বিচ্যুতি
आवृत्ति विविक्तीकरण,ফ্রিকোয়েন্সি পার্থক্য
आवृत्ति विविक्तकर,ফ্রিকোয়েন্সি বৈষম্যকারী
आवृत्ति विरूपण,ফ্রিকোয়েন্সি বিকৃতি
आवृत्ति विभिन्नता,ফ্রিকোয়েন্সি বৈচিত্র্য
आवृत्ति विभाजक,ফ্রিকোয়েন্সি বিভাজক
बहुसंकेतक आवृत्ति विभाजन,মাল্টিপ্লেক্সার ফ্রিকোয়েন্সি বিভাগ
आवृत्ति द्विगुणक,ফ্রিকোয়েন্সি দ্বিগুণ
आवृत्ति अंतर्बदल,ফ্রিকোয়েন্সি স্যুইচিং
आवृत्ति जनन,ফ্রিকোয়েন্সি প্রজন্ম
आवृत्ति अनाश्रित ऐन्टेना,ফ্রিকোয়েন্সি নির্ভর অ্যান্টেনা
आवृत्ति अंतरापृष्ठ,ফ্রিকোয়েন্সি ইন্টারফেস
आवृत्ति व्यतिकरण,ফ্রিকোয়েন্সি হস্তক্ষেপ
आवृत्ति प्रतिलोम,ফ্রিকোয়েন্সি বিপরীত
आवृत्ति मॉडुलन,কম্পাংক একক
आवृत्ति मॉडुलन सूचकांक,ফ্রিকোয়েন্সি মডুলেশন সূচক
आवृत्ति मॉडुलक,ফ্রিকোয়েন্সি মডুলেটর
आवृत्ति संकीर्ण बैंड,ফ্রিকোয়েন্সি সংকীর্ণ ব্যান্ড
आवृत्ति रव,ফ্রিকোয়েন্সি শব্দ
आवृत्ति परास,কম্পাংক সীমা
आवृत्ति प्रतिघात मॉडुलक,ফ্রিকোয়েন্সি বিক্রিয়া মডুলেটর
आवृत्ति संदर्भ,ফ্রিকোয়েন্সি রেফারেন্স
आवृत्ति अनुक्रिया,ফ্রিকোয়েন্সি প্রতিক্রিয়া
आवृत्ति सोपानन,ফ্রিকোয়েন্সি গ্রেডিং
आवृत्ति ध्वनि परिपथ,ফ্রিকোয়েন্সি সাউন্ড সার্কিট
आवृत्ति स्पेक्ट्रम,ফ্রিকোয়েন্সি বর্ণালী
आवृत्ति स्थायित्व,ফ্রিকোয়েন্সি স্থিতিশীলতা
आवृत्ति मानक,ফ্রিকোয়েন্সি স্ট্যান্ডার্ড
आवृत्ति प्रदोष,ফ্রিকোয়েন্সি ত্রুটি
आवृत्ति संश्लेषण,ফ্রিকোয়েন্সি সংশ্লেষণ
आवृत्ति संश्लेषण,ফ্রিকোয়েন্সি সংশ্লেষণ
आवृत्ति संश्लेषित समस्वरण,ফ্রিকোয়েন্সি সংশ্লেষণ টিউনিং
आवृत्ति वोल्टता परिवर्तन,ফ্রিকোয়েন্সি ভোল্টেজ পরিবর্তন
आवृत्ति से वोल्टता परिवर्तक,ফ্রিকোয়েন্সি থেকে ভোল্টেজ কনভার্টার
आवृत्ति-वोल्टता परिवर्तक,ফ্রিকোয়েন্সি-ভোল্টেজ কনভার্টার
आवृत्ति-वोल्टता परिवर्तक,ফ্রিকোয়েন্সি-ভোল্টেজ কনভার্টার
आवृत्ति सहन,ফ্রিকোয়েন্সি বিয়ারিং
आवृत्ति स्थानांतरण,ফ্রিকোয়েন্সি স্থানান্তর
आवृत्ति संचरण,ফ্রিকোয়েন্সি সংক্রমণ
आवृत्ति समस्वरित्र,ফ্রিকোয়েন্সি টিউনার
वैरेक्टर मॉडुलक,ভেক্টর মডুলেটর
आवृत्ति विस्तृत बैंड,ফ্রিকোয়েন্সি ওয়াইড ব্যান্ড
फ्रेसनेल ह्रास आवृत्ति,ফ্রেসনেল অবক্ষয় ফ্রিকোয়েন্সি
घर्षण त्रुटि,ঘর্ষণ ত্রুটি
अंचल वर्ण,বৃত্ত অক্ষর
अग्र पट्ट नियंत्रण,সামনে বোর্ড নিয়ন্ত্রণ
अग्र ओसारा,সামনের বারান্দা
तुषार बिंदु आर्द्रतामापी,হিম বিন্দু হাইগ্রোমিটার
संचिका संचय,ফাইল স্টোরেজ
फू मंचू विषाणु,ফু মাঞ্চু ভাইরাস
इंधन पंप व्यतिकरण,জ্বালানী পাম্প হস্তক্ষেপ
फूजी अनम्यिका परिचालन,ফুজি ইনফ্লেক্সিবিলিটি অপারেশন
पूर्ण योजक,সম্পূর্ণ যোগকারী
पूर्ण द्वैध,সম্পূর্ণ দ্বৈত
पूर्ण द्वैध व्यवस्थापन,সম্পূর্ণ ডুপ্লেক্স সেটআপ
पूर्ण द्वैध संचरण,সম্পূর্ণ ডুপ্লেক্স ট্রান্সমিশন
पूर्ण भार वोल्टता,সম্পূর্ণ লোড ভোল্টেজ
पूर्ण शक्ति,পূর্ণ শক্তি
पूर्ण शक्ति बैंड विस्तार,সম্পূর্ণ পাওয়ার ব্যান্ড এক্সটেনশন
पूर्ण मापनी विक्षेपण,পরম স্কেল বিচ্যুতি
पूर्ण स्कीन/पूर्ण पटल,পূর্ণ পর্দা
पूर्ण व्यवकलक,নিখুঁত যৌগ
पूर्ण लीक बफरन,সম্পূর্ণ লিক বাফারিং
पूर्ण तरंग,সম্পূর্ণ তরঙ্গ
पूर्ण तरंग सेतु दिष्टकारी,সম্পূর্ণ তরঙ্গ সেতু সংশোধনকারী
पूर्ण तरंग दिष्टकारी,সম্পূর্ণ তরঙ্গ সংশোধনকারী
फलन कोड,ফাংশন কোড
फलन जनित्र,ফাংশন জেনারেটর
फलन लाइब्रेरी,ফাংশন লাইব্রেরি
फलन स्विच,ফাংশন সুইচ
फलनीय अनुकारी,কার্যকরী সিমুলেশন
मूल,আসল
मूल आवृत्ति,মৌলিক ফ্রিকোয়েন্সি
मूल विधा,মৌলিক ধরন
मूल अनुनाद,মূল অনুরণন
फ्यूज,ফিউজ
फ्यूज प्रभाव,ফিউজ প্রভাব
फ्यूज प्रतिचित्र,ফিউজ মানচিত্র
संगलनीय कड़ी,দ্রবণীয় লিঙ্ক
भावी प्रवृत्ति,ভবিষ্যতের প্রবণতা
"फाजी तर्क, अस्पष्ट तर्क","অস্পষ্ট যুক্তি, অস্পষ্ট যুক্তি"
"अस्पष्ट तर्क, फर्जी तर्क","অস্পষ্ট যুক্তি, বোগাস যুক্তি"
संचिका निष्कर्षण,ফাইল নিষ্কাশন
पुनर्निवेश सुग्राहिता,পুনঃবিনিয়োগ সংবেদনশীলতা
लब्धि,লাভ করা
लब्धि निर्देशित लेसर,গাইডেড লেজার লাভ
लब्धि सीमा,লাভের সীমা
लब्धि बैंड विस्तार गुणन,লাভ ব্যান্ড সম্প্রসারণ গুণন
लब्धि संक्रमण आवृत्ति,ট্রানজিশন ফ্রিকোয়েন্সি লাভ করুন
गैलेगर कोड,গ্যালাঘের কোড
गैलियम आर्सेनाइड,গ্যালিয়াম আর্সেনাইড
गैल्वेनिक सेल,গ্যালভানিক কোষ
गैल्वेनोमीटर,গ্যালভানোমিটার
गैल्वेनोमित अभिलेखी,গ্যালভানাইজড রেকর্ডার
गामा,গামা
गामा-किरण,গামা রশ্মি
गुंफित समस्वरण,কন্ঠ সুর
अंतराल,অন্তর
गैस विसर्जन लैंप,গ্যাস নিমজ্জন বাতি
गैस लेसर,গ্যাস লেজার
"गेट, द्वार","গেট, গেট"
गेट व्यूह,গেট অ্যারে
गेट व्यूह,গেট অ্যারে
गेट धारिता/गेट संघारित्र,গেট ক্যাপাসিট্যান্স / গেট ক্যাপাসিটর
गेट विद्युतरोध,গেট অন্তরক
गेट दोलित्र,গেট অসিলেটর
गेट सुरक्षा,গেট নিরাপত্তা
गेट सुरक्षा डायोड,গেট সুরক্ষা ডায়োড
गेट बंद करने का स्विच,গেট লক সুইচ
गेट नियंत्रित स्वीच,গেট নিয়ন্ত্রিত সুইচ
गेट पश्चन नेटवर्क,গেট পোস্টিং নেটওয়ার্ক
गेट ऑक्साइड संधारित्र,গেট অক্সাইড ক্যাপাসিটর
द्वारन त्रुटि,খোলার ত্রুটি
गेज,গেজ
गेज गुणक,গেজ গুণক
गाउस मीटर,গাউস মিটার
गाउसीय घनत्व फलन,গাউসিয়ান ঘনত্ব ফাংশন
गाउसीय विसरण,গাউসিয়ান ডিফিউশন
गाउसीय वितरण,গাউসিয়ান বিতরণ
गाउसीय वितरण,গাউসিয়ান বিতরণ
गाउसीय रव,গাউসিয়ান শব্দ
गॉसीय रव,গাউসিয়ান শব্দ
गाउसीय प्रक्रम,গাউসিয়ান প্রক্রিয়া
गाउसीय स्पंद,গাউসিয়ান পালস
गाउसीय नियम,গাউসিয়ান আইন
गीगा हर्ट्ज,গিগা হার্টজ
सामान्य उद्देशीय प्रतिरोध,সাধারণ উদ্দেশ্য প্রতিরোধ
जनित रव,উৎপন্ন শব্দ
जनित्र,জেনারেটর
"जनक, सामान्य","অভিভাবক, সাধারণ"
ज्यामितीय माध्य,জ্যামিতি মানে
ज्यामितीय किरण अनुरेश,জ্যামিতিক রশ্মি অনুরেশ
भूस्थिरीय कक्ष,জিওস্টেশনারি চেম্বার
गेर्बर फॉमेंट,gerber ফোম
जर्मेनियम,জার্মেনিয়াম
जर्मेनियम डायोड,জার্মেনিয়াম ডায়োড
गेटरन उपचार,Getran চিকিত্সা
गाइजर गणक,গিজার ক্যালকুলেটর
छद्म स्मृति प्रतिबिंब,সিউডো মেমরি রিফ্লেক্স
गिब्ज परिघटना,গিবস ঘটনা
गिगा,গিগা
जिमिक,গিমিক
ग्लेयर फिल्टर,একদৃষ্টি ফিল্টার
ग्लास संधारित्र,গ্লাস ক্যাপাসিটর
ग्लिच,ত্রুটি
भूमंडल स्थितीय उपग्रह,পৃথিবীর অবস্থান স্যাটেলাইট
दीप्ति विसर्जन,ঝকঝকে নিমজ্জন
गोले कोड,শেল কোড
स्वर्ण कोड,সোনার কোড
गोनियोमीटर,গনিওমিটার
जी-प्रचाल,g-অপারেশন
श्रेणी,শ্রেণী
क्रमिक सूचकांक तंतु,সিরিয়াল সূচক ফাইবার
प्रवणता,ঢাল
भू-रव निराकरण,পৃথিবীর শব্দ রেজোলিউশন
कणिकीय रव,কণার আওয়াজ
ग्रैनुलर रव,দানাদার আওয়াজ
कणिका रव,কণার আওয়াজ
आलेख,নিবন্ধ
आलेखी प्रदर्श इकाई,গ্রাফিক্যাল ডিসপ্লে ইউনিট
आलेखी समकारक,গ্রাফিকাল ইকুয়ালাইজার
आलेखी विश्लेषण,গ্রাফিকাল বিশ্লেষণ
ग्रैटीक्यूल,কৃতজ্ঞতা
ग्रेटिंग परावर्तक,ঝাঁঝরি প্রতিফলক
कुल त्रुटि,মোট ত্রুটি
भू-संदर्भित निवेश,ভূ-উল্লেখিত বিনিয়োগ
"भौम, भू","জমি, জমি"
भूपरावर्तन,স্থল প্রতিফলন
भू-वापसी,জমি ফেরত
भू तरंग,স্থল তরঙ্গ
भू-तरंग,স্থল তরঙ্গ
भूतरंग संचरण,ভূত সংক্রমণ
भूसंबंध प्रेरक,পৃথিবী সংযোগ
भू-संपर्कित लोड (भार),গ্রাউন্ডেড লোড (লোড)
भूदग्र एन्टेना,স্থল অ্যান্টেনা
भू-संपर्कित उत्सर्जक प्रवर्धक,গ্রাউন্ডেড এমিটার এমপ্লিফায়ার
भू-संपर्कित स्रोत प्रवर्धक,গ্রাউন্ডেড সোর্স অ্যামপ্লিফায়ার
भू-पाश,স্থল লুপ
भू-समतल,সমতল ভূমি
समूह कोड,শঙ্ঘবদ্ধ কোড
समूह विलंब अवधि,গ্রুপ বিলম্ব সময়কাল
समूह चयनक,গ্রুপ নির্বাচক
समूह वेग,গ্রুপ বেগ
ग्रोवर कुंडलन,গ্রোভার কুন্দলন
संवृद्ध संधि ट्रांजिस्टर,বুস্ট জংশন ট্রানজিস্টর
रक्षक बैंड,রক্ষাকারী ব্যান্ড
सुरक्षा परिपथ,নিরাপত্তা সার্কিট
रक्षक वलयी,গার্ড রিং
गेस्ट होस्ट एल.सी.डी.,অতিথি হোস্ট এলসিডি
निर्देश तरंग दैर्ध्य,নির্দেশ তরঙ্গদৈর্ঘ্য
गन प्रभाव,বন্দুক প্রভাব
गन दोलित्र,বন্দুক অসিলেটর
जाइरेटर,গাইরেটর
"गाइरो आवृत्ति, परिभ्रमण आवृत्ति","গাইরো ফ্রিকোয়েন্সি, ঘূর্ণন ফ্রিকোয়েন্সি"
घूर्ण चुंबकीय अनुनाद,ঘূর্ণন চৌম্বকীয় অনুরণন
