Malayalam,English
"നേരിട്ടുള്ള തെളിവ്, നേരിട്ടുള്ള തെളിവ്",direct proof
തുടർച്ചയായ അനുപാതം,direct proportion
വിധി,directrix
അനുലോമ തുക,direct sum
വിഭജിക്കപ്പെട്ട സെറ്റ്,disconncted sets
"നിർത്തലാക്കൽ, നിർത്തലാക്കൽ, ഇടവേള",discontinuity
ഡെറിവേറ്റീവിന്റെ നിർത്തലാക്കൽ,discontinuity of derivative
ആദ്യ തരം നിർത്തലാക്കൽ,discontinuity of the first kind
രണ്ടാമത്തെ തരം നിർത്തലാക്കൽ,discontinuity of the second kind
തുടർച്ചയായ വിതരണം,discontinuous distribution
തുടർച്ചയായ പ്രവർത്തനം,discontinuous function
തുടർച്ചയായ വ്യതിയാനം,discontinuous variate
കണികകൾ,discrete
തുടർച്ചയായ വിതരണം,discrete distribution
തുടർച്ചയായ പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ,discrete probability distribution
തുടർച്ചയായ റാൻഡം വേരിയബിൾ,discrete random variable
തുടർച്ചയായ സാമ്പിൾ ഇടം,discrete sample space
വ്യതിരിക്തമായ മൊത്തം,discrete set
വ്യതിരിക്തമായ ജനസംഖ്യ,discrete space
വ്യതിരിക്തമായ അവസ്ഥ,discrete topology
തുടർച്ചയായ വ്യതിയാനം,discrete variate
വിതരണ നികുതി,discriminant
വിവേചനപരമായ വിശകലനം,discriminatory analysis (=discriminant analysis)
വേർപിരിഞ്ഞു,disjoint
വിയോജിപ്പുള്ള സംഭവം,disjoint events
വിഭജിക്കപ്പെട്ട സെറ്റ്,disjoint sets
വിഭജനം ചേർക്കൽ,disjoint union
"വിഭജനം, യുക്തിസഹമായ തുക",disjunction
"വിസരണം, ചിതറിക്കൽ",dispersion
ഡിസ്പേർഷൻ ചാർട്ട്,dispersion chart
ഡിസ്പർഷൻ സൂചിക,dispersion constant
ഡിസ്പർഷൻ ഡയഗ്രം,dispersion diagram
ഡിസ്പർഷൻ മാട്രിക്സ്,dispersion matrix (=covariance matrix)
സ്ഥാനമാറ്റാം,displacement
പ്രദർശനം,display
കൺസോൾ,display unit (=consol)
"അസമമായ, അസമമായ",dissimilar
വിഘടിപ്പിക്കുന്ന ശക്തി,dissipative forces
ദൂരം പ്രവർത്തനം,distance function
ദൂരം മോഡുലസ്,distance modulus
നോൺ-ഡിസ്ട്രിബ്യൂട്ടീവ്,distribution-free method
"വിതരണ നിയമം, വിതരണ നിയമം",distributive law
"ചിതറുക, ചിതറുക",diverge
"വ്യതിചലനം, വ്യതിചലനം, വ്യതിചലനം",divergence
വ്യതിചലന സിദ്ധാന്തം,divergence theorem
വിഭിന്ന,divergent
വ്യത്യസ്ത ശ്രേണി,divergent series
വിഭജന വ്യത്യാസം,divided difference
"വിഭജനം, വിഭജനം",divisibility
"ഹരിക്കാവുന്ന, വിഭജിക്കുന്ന",divisible
"വിഭജനം, വിഭജനം, വിഭജനം",division
ഡിവിഷൻ അൽഗോരിതം,division algorithm
സ്പ്ലിറ്റ് റിംഗ്,division ring
ചതുർഭുജം,dodecagon
ദശാഭുജം,dodecahedron
"ഡൊമെയ്ൻ, ഡൊമെയ്ൻ, പ്രവിശ്യ, പ്രദേശം",domain
പ്രവർത്തനത്തിന്റെ ഡൊമെയ്ൻ,domain of a function
നിർവ്വചനം-പ്രവിശ്യ,domain of definition
നിലനിൽപ്പിന്റെ അവസ്ഥ,domain of existence
അസാധുവാക്കൽ ഉപകരണം,dominant strategy
ഡോപ്ലർ പ്രഭാവം,doppler effect
"പോയിന്റ് ഉൽപ്പന്നം, സ്കെയിലർ ഉൽപ്പന്നം",dot product
കുത്തുകളുള്ള വക്രം,dotted curve
ഡ്യുവൽ ഡിഫറൻഷ്യൽ,double differentiation
ഇരട്ട എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ,double exponential distribution
ഇരട്ട കോയിൽ,double helix
ബൈനറി ഇന്റഗ്രൽ,double integral
ബൈനറി സംയോജനം,double integration
ഇരട്ട പരിധി,double limit
ഇരട്ട സാമ്പിൾ ഇവന്റ്,double sampling plan
ഇരട്ട ക്രമം,double sequence
ഇരട്ട പരമ്പര,double series
ഇരട്ട ഘടിപ്പിച്ച നൊട്ടേഷൻ,double suffix notation
ഇരട്ട സമാഹാരം,double summation
താഴേക്കുള്ള ത്വരണം,downward acceleration
താഴേക്കുള്ള സ്ഥാനചലനം,downward displacement
താഴേക്കുള്ള ചലനം,downward motion
താഴേക്കുള്ള വേഗത,downward velocity
ട്രാക്ഷൻ,drag
ട്രാക്ഷൻ ഫോഴ്സ്,drag force
"ഇരട്ട ദ്വൈതത,",dual
ഇരട്ട അടിത്തറ,dual basis
ഇരട്ട ആന്തരിക ഉൽപ്പന്നം,dual inner product
ഡ്യുവൽ ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം,dual linear programming problem
"ഇരട്ട പ്രവർത്തനം, ഇരട്ട പ്രവർത്തനം",dual operation
ഇരട്ട പ്രശ്നം,dual problem
ഡ്യുവൽ സിംഗിൾ അൽഗോരിതം,dual simplex algorithm
ഇരട്ട ഒറ്റ രീതി,dual simplex technique
ഡ്യുവൽ സ്പേസ്,dual space
ഡ്യുവൽ വേരിയബിൾ,dual variable
ഡ്യുവൽ വെക്റ്റർ സ്പേസ്,dual vector space
നിശബ്ദ സൂചിക,dummy index
നിശബ്ദ അടിക്കുറിപ്പ്,dummy subscript
നിശബ്ദ കരാർ,dummy suffix
നിശബ്ദ വേരിയബിൾ,dummy variable
തനിപ്പകർപ്പ്,duplicator process
ചലനാത്മകം,dynamical
ചലനാത്മക സംവിധാനം,dynamical system
ഡൈനാമിക് ഡിമാൻഡ് ഫംഗ്ഷൻ,dynamic demand function
ഡൈനാമിക് മോഡൽ,dynamic model
ഡൈനാമിക് പ്രോഗ്രാമിംഗ്,dynamic programming
ഡൈനാമിക് പ്രോഗ്രാമിംഗ് സമീപനം,dynamic programming approach
ഡൈനാമിക് പ്രോഗ്രാമിംഗ് ടെക്നിക്കുകൾ,dynamic programming technique
"ചലനാത്മകത, ചലനാത്മകത",dynamics
കണികാ ചലനാത്മകത,dynamics of a particle
ദൃഢമായ ശരീര ചലനാത്മകത,dynamics of rigid bodies
"ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി സമ്പർക്കം (ver.)",earth
ഭൂകമ്പ തീവ്രത,earthquake intensity
ഉത്കേന്ദ്രത,eccentricity
അനുമാനം,eclipse
ഇക്കണോമെട്രിക് പ്രവചനം,econometric forecast
സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ,econometrician
ഇക്കണോമെട്രിക്സ്,econometrics
സാമ്പത്തികശാസ്ത്രം,economics
"കാമ്പ്, അഗ്രം, കണ്ണീർ",edge
മൊത്തം കോർ അഭിമുഖീകരിക്കുന്നു,edge of a convex set
കാര്യക്ഷമത സൂചിക,efficiency factor
സ്വഭാവ ഘടകം,eigen element
സ്വഭാവ സവിശേഷത,eigen function
"ഈജൻ മൂല്യം, സ്വഭാവ മൂല്യം",eigen value
സ്വഭാവ മൂല്യ സമവാക്യം,eigen value equation
"ഈജൻ വെക്റ്റർ, സ്വഭാവസദിശ",eigen vector
ഇലാസ്റ്റിക്,elastic
ഇലാസ്റ്റിക് കാസ്റ്റ്,elastic constant
ഇലാസ്റ്റിക് സന്തുലിതാവസ്ഥ,elastic equilibrium
ഇലാസ്തികത,elasticity
ഇലാസ്തികത പേജ്,elasticity surface
"ഇലക്ട്രോണിക് കമ്പ്യൂട്ടർ, ഇലക്ട്രോണിക് കമ്പ്യൂട്ടർ",electronic computer
"മൂലകം, മൂലകം, മൂലകം",element
പ്രാരംഭ നിര പ്രവർത്തനം,elementary column operation
പ്രാരംഭ സംഭവം,elementary event
പ്രാരംഭ പ്രവർത്തനം,elementary function
പ്രാരംഭ പ്രവർത്തനം,elementary operation
പ്രാഥമിക ഫലങ്ങൾ,elementary outcome
പ്രാരംഭ പ്രോബബിലിറ്റി നിയമം,elementary probability law
ലൈൻ പ്രവർത്തനം ആരംഭിക്കുന്നു,elementary row operation
"ഉന്മൂലനം ചെയ്യാൻ, ഉന്മൂലനം ചെയ്യാൻ,",eliminate
റെസലൂഷൻ പ്രക്രിയ,elemination procedure
"ദീർഘവൃത്താകൃതി, ദീർഘവൃത്താകൃതി",ellipse
ദീർഘവൃത്താകൃതിയിലുള്ള,ellipsoid
ദീർഘവൃത്താകൃതിയിലുള്ള,ellipsoidal
ദീർഘവൃത്താകൃതിയിലുള്ള ഉപരിതലം,ellipsoidal surface
ദീർഘവൃത്താകൃതിയിലുള്ള ശരീരം,elliptical body
ഉൾച്ചേർക്കൽ,embedding
ഉദ്വമനം,emission
അനുഭവപരമായ വിശ്വാസം,empirical data
അനുഭവ സൂത്രവാക്യം,empirical formula
അനുഭവപരമായ സംഭാവ്യത,empirical probability
അനുഭവപരമായ ബന്ധം,empirical relation
ശൂന്യമായ സെറ്റ്,empty set
ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു,enclosed
"എൻകോഡിംഗ്, കോഡിംഗ്",encoding
പരസ്പര പ്രവർത്തനക്ഷമത,endomorphism
അവസാന പോയിന്റ്,end point
ക്ലാസ് ഇടവേളയുടെ അവസാന പോയിന്റ്,end point of class interval
ഊർജ്ജം,energy
ഊർജ്ജ-മൊമെന്റം ഘടകം,energy momentum component
എൻട്രി വേരിയബിൾ,entering variable
എണ്ണാവുന്ന സെറ്റ്,enumerable set
"എണ്ണുക, എണ്ണുക",enumeration
"തുല്യ, തുല്യ, തുല്യ, തുല്യ",equal
"സമത്വം, സമത്വം",equality
സാധ്യത,equally likely
പോലും പ്രോബബിലിറ്റി തിരഞ്ഞെടുക്കൽ രീതി,equal probability selection method (=epsem)
തുല്യമാക്കുക,equate
"സമവാക്യം, സമവാക്യം",equation
ക്വാഡ്രാറ്റിക് സമവാക്യം,equation of first degree
ക്വാഡ്രാറ്റിക് സമവാക്യം,equation of second degree
ക്വാഡ്രാറ്റിക് സമവാക്യം,equation of third degree
"ഭൂമധ്യരേഖ, മധ്യരേഖ, മധ്യരേഖ",equator
സ്ഥിരതയുള്ള,equicontinuous
സമഭുജം,equilateral
"സന്തുലിതാവസ്ഥ, സന്തുലിതാവസ്ഥ, സന്തുലിതാവസ്ഥ",equilibrium
ബലം ബാലൻസ്,equilibrium of forces
സന്തുലിത പോയിന്റ്,equilibrium point
തുല്യത,equivalence
തുല്യതാ ക്ലാസ്,equivalence class
തുല്യതാ ബന്ധം,equivalence relation
"തത്തുല്യം, തത്തുല്യം (വി.), തത്തുല്യം (എഡി.)",equivalent
തുല്യമായ മാട്രിക്സ്,equivalent matrix
തുല്യമായ സെറ്റ്,equivalent set
പ്രവണതകൾ,ergodicity
"തെറ്റ്, തെറ്റ്, തെറ്റ്, കൃത്യതയില്ലായ്മ",error
പിശക് വിശകലനം,error analysis
പിശക് കോഡ്,error code
പിശക് ഗുണകം,error coefficient
ചതുരം അർത്ഥം പിശക്,error of mean square
ആദ്യ തരം പിശക്,error of the first kind
രണ്ടാമത്തെ തരം പിശക്,error of the second kind
രക്ഷപ്പെടാനുള്ള സാധ്യത,escape probability
രക്ഷപ്പെടൽ വേഗത,escape velocity
ഇ. ഷ്മിഡിന്റെ മൊബിലൈസേഷൻ പ്രക്രിയ,E. Schmidt's orthogonalization process
ബഹിർമുഖൻ,escribed circle
"അത്യാവശ്യം, അത്യാവശ്യം",essential
ഫലത്തിൽ അതുല്യമായ,essentially unique
"വിലയിരുത്താൻ, വിലയിരുത്താൻ (ver.), വിലയിരുത്താൻ (ed.)",estimate
കണക്കാക്കൽ രീതി,estimation method
യൂക്ലിഡിയൻ കോർഡിനേറ്റുകൾ,Euclidean coordinate
യൂക്ലിഡിയൻ ഡൊമെയ്ൻ,Euclidean domain
യൂക്ലിഡിയൻ ജ്യാമിതി,Euclidean geometry
യൂക്ലിഡിയൻ n-സ്പെയ്സ്,Euclidean n-space
യൂക്ലിഡിയൻ വിമാനം,Euclidean plane
യൂലറുടെ സിദ്ധാന്തം,Euler's theorem
"വിലയിരുത്തുക, വിലയിരുത്തുക",evaluate
പോലും,even
വക്രം പോലും,even curve
പ്രവർത്തനം പോലും,even function
അപവർത്തനം പോലും,even multiple
ഇരട്ട സംഖ്യ,even number
വിചിത്രമായ സമമിതി,even odd symmetry
ക്രമമാറ്റം പോലും,even permutation
"സംഭവം, എപ്പിസോഡ്",event
ഐസോമോർഫിസം,even term
"കൃത്യമായി, കൃത്യമായി, കൃത്യമായി",exact
കൃത്യമായ ചി-സ്ക്വയർ ടെസ്റ്റ്,exact chi-square test
കൃത്യമായ വ്യത്യാസം,exact differential
കൃത്യമായ സമവാക്യം,exact equation
ഉദാഹരണം,example
എക്സ്ചേഞ്ച്,exchange
നിർദ്ദിഷ്ട സംഭവം,exhaustive event
അസ്തിത്വ സിദ്ധാന്തം,existence axiom
അതിജീവന സാധ്യത,existence probability(= a priori probability)
അസ്തിത്വ സിദ്ധാന്തം,existence theorem
ബാഹ്യ വേരിയബിൾ,exogenous variable
"പരക്കുക, പരക്കുക",expansion
പ്രതീക്ഷയുടെ പ്രവർത്തനം,expectation function
പ്രതീക്ഷിക്കുന്ന ആവൃത്തി,expected frequency
പ്രതീക്ഷിച്ച മൂല്യം,expected value
പരീക്ഷണം,experiment
"പരീക്ഷണ പിശക്, പരീക്ഷണ പിശക്",experimental error
"വിശദീകരണം, വിശദീകരണം",explanation
വ്യക്തമായ സമവാക്യം,explicit equation
വ്യക്തമായി,explicit form
വ്യക്തമായ പ്രവർത്തനം,explicit function
വ്യക്തമായ പരിഹാരം,explicit solution
ഘാതം,exponent
എക്‌സ്‌പോണൻഷ്യൽ കർവ്,exponential curve
എക്‌സ്‌പോണൻഷ്യൽ പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ,exponential density function
എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ,exponential distribution
എക്സ്പോണൻഷ്യൽ സമവാക്യം,exponential equation
എക്‌സ്‌പോണൻഷ്യൽ ഫംഗ്‌ഷൻ,exponential function
"എക്‌സ്‌പോണൻഷ്യൽ വളർച്ച, എക്‌സ്‌പോണൻഷ്യൽ വളർച്ച",exponential growth
എക്‌സ്‌പോണൻഷ്യൽ റൂൾ,exponential law
എക്‌സ്‌പോണൻഷ്യൽ മാപ്പ്,exponential map
"എക്‌സ്‌പോണൻഷ്യൽ സീരീസ്, എക്‌സ്‌പോണൻഷ്യൽ സീരീസ്",exponential series
"ഭാവം, ഭാവം, മുഖഭാവം, ഭാവം",expression
നീട്ടിയ ഇടവേള,extended interval
വർദ്ധിപ്പിച്ച യഥാർത്ഥ ലൈൻ,extended real line
വിപുലീകരിച്ച റിയൽ നമ്പർ സിസ്റ്റം,extended real number system
മാപ്പിംഗ് വിപുലീകരണം,extension of a mapping
ബാഹ്യ കോൺ,exterior angle
പുറം മേഖല,exterior area
ബാഹ്യ പോയിന്റ്,exterior point
ബാഹ്യമായ,external
പ്രവചന മൂല്യത്തിന്റെ എക്സ്ട്രാപോളേഷൻ,extrapolation of trend value
എക്സ്ട്രാപോളേഷൻ ടെക്നിക്,extrapolation technique
പരമാവധി മൂല്യം,extremal value
"അങ്ങേയറ്റം, അവസാനം, അങ്ങേയറ്റം, അന്ത്യം",extreme
ഉയര്ന്ന സ്ഥാനം,extreme point
എതിർ സെറ്റിന്റെ അങ്ങേയറ്റത്തെ പോയിന്റ്,extreme point of convex set
പ്രവർത്തനത്തിന്റെ അങ്ങേയറ്റത്തെ മൂല്യം,extremum of a function
അങ്ങേയറ്റത്തെ ഗുണങ്ങൾ,extremum property
"മുഖം, വശം, മുൻഭാഗം",face
മുഖവില,face value
"ഘടകം, ഘടകം, ഘടകം, ഉപവാക്യം,",factor
ഘടകം വിശകലനം,factor analysis
വിഘടിച്ചു,factored
ഘടകാംശം,factorial
മൾട്ടിപ്പിൾ ഫാക്ടർ ഡിസൈൻ,factorial design
ഘടകവൽക്കരണം,factorization
ഘടകം വരെ,factorise
നീതി കളി,fair game
"വെർച്വൽ, തെറ്റ്, കോഡ്",FALSE
"കുടുംബം, കുടുംബം, കുലം, കുടുംബം",family
ആകെ സർക്കിൾ,family of circles
വക്രം ആകെ,family curves
പ്രവർത്തനങ്ങളുടെ കുടുംബം,family of functions
വരി ആകെ,family of lines
പകർപ്പ്,facsimile
എഫ്-വിതരണം,F-distribution
സ്ഥിരമായ അടിസ്ഥാന പരിഹാരം,feasible basic solution
അനുയോജ്യമായ പരിഹാരം,feasible solution
"റീചാർജ്, വീണ്ടും നിക്ഷേപം",feed back
ഫെർമ നിയമം,Fermat principle
ഫെർമയുടെ സിദ്ധാന്തം,Fermat's theorem
ഫെർമി-ഡിറക്-സ്റ്റാറ്റിസ്റ്റിക്സ്,Fermi-Dirac statistics
ഫിബൊനാച്ചി നമ്പറുകൾ,Fibonacci number
ഫിബൊനാച്ചി ശ്രേണി,Fibonacci series
"വയൽ, വയൽ, വയൽ, വയൽ",field
അന്തിമ വേഗത,final velocity
"പരിമിതമായ, പരിമിതമായ",finite
പരിമിതമായ അടിത്തറ,finite basis
പരിമിത ദശാംശം,finite decimal
പരിമിതമായ വ്യത്യാസം,finite difference
പരിമിതമായ വ്യത്യാസ രീതി,finite difference method
പരിമിതമായ മാനം,finite dimensional
പരിമിതമായ ഡൈമൻഷണൽ വെക്റ്റർ,finite dimensional vector space
പരിമിതമായ ഗെയിം,finite game
പരിമിതമായ ജ്യാമിതി,finite geometry
പരിമിതമായ അവിഭാജ്യ,finite intersection
പരിമിതി,finite many
പരിമിതമായ മാർക്കോവ് ശൃംഖല,finite Markov chain
പരിമിതി തെളിവ്,finiteness proof
പരിമിത സംഖ്യ,finite number
പരിമിതമായ ജനസംഖ്യ,finite population
പരിമിതമായ സംഭാവ്യത,finite probability
അവസാന ഗ്രേഡ്,finite series
പരിമിതമായ സെറ്റ്,finite set
പരിമിതമായ വേഗത,finite velocity
പരിമിതമായ വോളിയം,finite volume
"ഇളക്കുക, ക്രമീകരിക്കുക",fitting
വക്രം ക്രമീകരിക്കൽ,fitting of curve
നേർരേഖ ക്രമീകരണം,fitting of straight line
നിശ്ചിത പോയിന്റ് സിദ്ധാന്തം,fixed point theorem
നിശ്ചിത മാതൃക,fixed sample
ഫ്ലൈറ്റ് വേഗത,flight velocity
ഫ്ലോട്ടിംഗ് പോയിന്റ് കണക്കുകൂട്ടൽ,floating point arithmetic
"ഫ്ലോട്ടിംഗ് പോയിന്റ് സിസ്റ്റം, ഫ്ലോട്ടിംഗ് പോയിന്റ് സിസ്റ്റം",floating point system
ഫ്ലോ ചാർട്ട്,flow chart
ഒഴുക്ക് വേഗത,flow velocity
ദ്രാവക ചലനാത്മകത,fluid dynamics
"ഫോക്കൽ, കോൺഫോക്കൽ, ഫോക്കൽ",focal
ഫോക്കൽ കോർഡ്,focal chord
ഫോക്കൽ ദൂരം,focal distance
ഫോക്കൽ ദൂരം,focal length
"നാഭി, ഫോക്കസ്, ഉത്ഭവം",focus
"കാൽ, കാൽ, കാൽ",foot
ഓർത്തോഗണൽ,foot of perpendicular
ഗുരുത്വാകർഷണ ബലം,force of gravity
പ്രവചനം,forecasting
ഫോർമുല,formula
ത്രെഡിംഗ്,formulate
"ഫോർമാറ്റിംഗ്, ഫോർമാറ്റിംഗ്, ഫോർമുലേഷൻ",formulation
മുന്നോട്ട്,forward difference
മുന്നോട്ട് ചേർക്കൽ,forward interpolation
ഗണിതശാസ്ത്രത്തിന്റെ അടിസ്ഥാനം,foundation of mathematics
നാലാമത്തെ വിശകലനം,Fourier's analysis
നാല് സീരീസ്,Fourier's series
ഫ്യൂറിയർ രൂപാന്തരം,Fourier's transform
വ്യത്യസ്ത,fraction
ഫ്രാക്ഷണൽ കോർഡിനേറ്റുകൾ,fractional coordinate
ഭിന്നസംഖ്യ,fractional number
ഫ്രാക്ഷണൽ പ്രോഗ്രാമിംഗ്,fractional programming
സ്വതന്ത്ര പാത,free path
സ്വതന്ത്ര വെക്റ്റർ സ്വതന്ത്ര വെക്റ്റർ,free vector
"ആവൃത്തി, ആവൃത്തി",frequency
ആവൃത്തി നിര,frequency column
"ഫ്രീക്വൻസി കർവ്, ഫ്രീക്വൻസി കർവ്",frequency curve
ആവൃത്തി വിതരണം,frequency distribution
ഫ്രീക്വൻസി ഹിസ്റ്റോഗ്രാം,frequency histogram
സംഭവങ്ങളുടെ ആവൃത്തി,frequency of occurrence
ആവൃത്തി-ബഹുഭുജം,frequency polygon
ആവൃത്തി പട്ടിക,frequency table
നിരാശ,frustum
പിരമിഡ് നിരാശ,frustum of a pyramid
ഷെൽ നിരാശ,frustum of a sphere
മുഴുവൻ വ്യാപിച്ചു,full expansion
"പ്രവർത്തനങ്ങൾ, പ്രവർത്തനങ്ങൾ, സവിശേഷതകൾ (ഗ്രൂപ്പുകൾ)",function
ഫംഗ്ഷൻ വിശകലനം,functional analysis
"യഥാർത്ഥ, യഥാർത്ഥ",fundamental
അടിസ്ഥാന സിദ്ധാന്തം,fundamental theorem
ബീജഗണിതത്തിന്റെ അടിസ്ഥാന സിദ്ധാന്തം,fundamental theorem of algebra
"ഗാലക്സി, സ്കൈ-ഗംഗ",galaxy
ഗലോയിസ് മേഖല,Galois field
ഗലോയിസ് ഗ്രൂപ്പ്,Galois group
ചൂതാട്ടക്കാരന്റെ സാമ്പത്തികം,gambler's ruin
കളികളും തന്ത്രങ്ങളും,game and move
അവസരങ്ങളുടെ കളി,game of chance
ഡൈസ് ഗെയിം,game of dice
ഗെയിം സിദ്ധാന്തം,games theory
മികച്ച മെമ്മറി ഗെയിമുകൾ,games with perfect recall
ഗെയിം മൂല്യം,game value
ഗാമാ പ്രവർത്തനം,gamma function
ഗാസ്-ആർഗൺ ഫ്ലാറ്റ്,Gauss-Argand plane
ഗാസ്-കർവ്,Gaussian curve
ഗൗസിയൻ പരിഹാരം,Gaussian elimination
ഗാസ്-വിമാനം,Gaussian plane
gauss-ഊന്നി ക്രമീകരണം,Gauss-Jordan reduction
വിശാലമായ സ്ഥാനം,general case
പൊതുവായ ഒത്തുചേരൽ സിദ്ധാന്തം,general convergence theorem
പൊതുവായ സമവാക്യം,general equation
സമഗ്ര ഘടകം,general factor
"പൊതുവായ രൂപം, വിശാലമായ",general form
പൊതു ഫോർമുല,general formula
വിശാലമായ ഗെയിം,general game
പൊതുവായ കണക്ക്,general inference
സമഗ്രമായ അവിഭാജ്യ,general integral
പൊതുവൽക്കരണം,generalization
സാമാന്യവൽക്കരിച്ച അസോസിയേറ്റീവ് നിയമം,generalised associative law
സാമാന്യവൽക്കരിച്ച തുടർച്ചയായ സിദ്ധാന്തം,generalised continuum hypothesis
സാമാന്യവൽക്കരിച്ച അവരോഹണ പ്രവർത്തനം,generalised convex function
പൊതുവൽക്കരിച്ച കോർഡിനേറ്റുകൾ,generalised coordinates
സാമാന്യവൽക്കരിച്ച ഈജൻ മൂല്യ പ്രശ്നം,generalised eigen value problem
പൊതുവായ ഒത്തുചേരൽ സിദ്ധാന്തം,general convergence theorem
പൊതുവായ സമവാക്യം,general equation
സമഗ്ര ഘടകം,general factor
"പൊതുവായ രൂപം, വിശാലമായ",general form
പൊതു ഫോർമുല,general formula
വിശാലമായ ഗെയിം,general game
പൊതുവായ കണക്ക്,general inference
സമഗ്രമായ അവിഭാജ്യ,general integral
പൊതുവൽക്കരണം,generalization
സാമാന്യവൽക്കരിച്ച അസോസിയേറ്റീവ് നിയമം,generalised associative law
സാമാന്യവൽക്കരിച്ച തുടർച്ചയായ സിദ്ധാന്തം,generalised continuum hypothesis
സാമാന്യവൽക്കരിച്ച അവരോഹണ പ്രവർത്തനം,generalised convex function
പൊതുവൽക്കരിച്ച കോർഡിനേറ്റുകൾ,generalised coordinates
സാമാന്യവൽക്കരിച്ച ഈജൻ മൂല്യ പ്രശ്നം,generalised eigen value problem
"കുലനാമം, വർഗ്ഗപ്പേര്, ജാതിപ്പേര്",generic name
പേജ് നമ്പർ,genus of surface
"ഇതര, ജിയോഡെസിക്",geodesic
ജ്യാമിതീയ,geometrical
ജ്യാമിതീയ രൂപകൽപ്പന,geometrical construction
ജ്യാമിതീയ അർത്ഥം,geometrical mean
ജ്യാമിതീയ ഗുണിതം,geometrical multiplicity
ജ്യാമിതീയ സംഭാവ്യത,geometrical probability
ജ്യാമിതീയ പുരോഗതി,geometrical progression
ജ്യാമിതീയ പരമ്പര,geometrical series
ജ്യാമിതീയ രൂപം,geometrical shape
ജ്യാമിതീയ ഗണിത പരമ്പര,geometrico arithmetic series
"ജ്യാമിതി, ജ്യാമിതി",geometry
സാർവത്രിക പരമാവധി,global maximum
സാർവത്രിക ഏറ്റവും കുറഞ്ഞ സ്വത്ത്,global property
സാർവത്രിക മിനിമം,global minimum
സാർവത്രിക ഒപ്റ്റിമം,global optimum
സാർവത്രിക സ്വത്ത്,global property
സാർവത്രിക ആക്സസ് പോയിന്റ്,global saddle point
സുഗമമായ,goodness of fit
റാങ്ക് പരസ്പരബന്ധം,grade correlation
ക്ലാസിഫൈഡ് ഡാറ്റ,graded data
"ചരിവ്, ഗ്രേഡിയന്റ്",gradient
ചരിവ് സാന്ദ്രത,gradient density
ലൈൻ ചരിവ്,gradient of line
വേഗത ഗ്രേഡിയന്റ്,gradient of velocity
ചരിവ് വെക്റ്റർ,gradient vector
ചരിവ് വേഗത,gradient velocity
"ഗ്രേഡിംഗ്, ഗ്രേഡിംഗ്, ഗ്രേഡിംഗ്, ലെവൽ ബാലൻസിങ്",grading
ഗ്രേഡിംഗ് വിശകലനം,grading analysis
ഗ്രാം,gram
ഗ്രാം ഡിനോമിനേറ്റർ,Gram determinant
ഗ്രാം-ഷ്മിഡിന്റെ സമാഹരണ പ്രക്രിയ,Gram - Schmidt orthogonalization process
വലിയ അർത്ഥം,grand mean
സർവയോഗം,grand total
"ഗ്രാഫ്, ഗ്രാഫ്, ഗ്രാഫ്",graph
ഗ്രാഫിക്,graphic
"ഗ്രാഫിക്, ഗ്രാഫ്",graphical
ഗ്രാഫിക്കൽ കണക്കുകൂട്ടൽ,graphical computation
"ഗ്രാഫിക് ഡിസൈൻ, ഗ്രാഫിക് ഡിസൈൻ",graphical construction
ഗ്രാഫിക്കൽ ഇന്റഗ്രേഷൻ,graphical integration
ഗ്രാഫിക്കൽ ഉൾപ്പെടുത്തൽ,graphical interpolation
ഗ്രാഫിക് രീതി,graphical method
"ഗ്രാഫിക്കൽ പ്രാതിനിധ്യം, ഗ്രാഫിക്കൽ പ്രാതിനിധ്യം",graphical representation
"ഗ്രാഫിക് പാചകക്കുറിപ്പുകൾ, ഗ്രാഫിക്",graphic expression
"ഗ്രാഫ് പേപ്പർ, സ്ക്വയർ പേപ്പർ, ഗ്രാഫ് പേപ്പർ",graph paper
"ഗുരുത്വാകർഷണം, ഗുരുത്വാകർഷണം",gravitation
ഗുരുത്വാകർഷണ ത്വരണം,gravitational accelaration
"ഗുരുത്വാകർഷണം, ഗുരുത്വാകർഷണ ആകർഷണം",gravitational attraction
ഗുരുത്വാകർഷണ സ്ഥിരാങ്കം,gravitational constant
ഗുരുത്വാകർഷണ വക്രത,gravitational curvature
ഗുരുത്വാകർഷണ ബലം,gravitational force
ഗുരുത്വാകർഷണം,gravitational pull
ഗുരുത്വാകർഷണം,gravity
സപ്തർഷി,great bear
വലിയ വൃത്തം,great circle
വലിയ സർക്കിൾ വിമാനം,great - circle plane
വിശാലമായ വൃത്തം,great circle route
ഏറ്റവും വലിയ ഘടകം,greatest common measure
മുകളിലെ ഘടകം,greatest element
ഏറ്റവും വലിയ താഴ്ന്ന പരിധി,greatest lower bound
