Gujarati,Malayalam
વક્રતા અસર,വക്രത പ്രഭാവം
વળાંક,വളവ്
વક્ર રેખા,വളഞ്ഞ രേഖ
વળાંક ટ્રેસિંગ,കർവ് ട്രേസിംഗ്
વક્રીય એસિમ્પ્ટોટ,വളഞ്ഞ അസിംപ്റ്റോട്ട്
વક્રીય કોઓર્ડિનેટ્સ,curvilinear കോർഡിനേറ്റുകൾ
વક્રીકૃત રીગ્રેશન,കർവിലീനിയർ റിഗ്രഷൻ
"અસ્પષ્ટ, કુશળ","അവ്യക്തമായ, കൂമ്പാരം"
"વ્હીલ, પરિભ્રમણ, ચક્ર, કાસ્ટિંગ વ્હીલ, કોમ્પેક્શન વ્હીલ","വീൽ, റൊട്ടേഷൻ, സൈക്കിൾ, കാസ്റ്റിംഗ് വീൽ, കോംപാക്ഷൻ വീൽ"
ચક્રીય વિચલન,ചാക്രിക വ്യതിയാനം
ચક્રીય વેક્ટર ઉત્પાદન,സൈക്ലിക് വെക്റ്റർ ഉൽപ്പന്നം
ચક્રીય માંગ,ചാക്രിക ആവശ്യം
ચક્રીય અભિવ્યક્તિ,ചാക്രിക പദപ്രയോഗം
ચક્રીય જૂથ,ചാക്രിക ഗ്രൂപ്പ്
ચક્રીય ક્રમચય,ചാക്രിക ക്രമമാറ്റം
"ચક્રવાત, ચક્રવાત","സൈക്ലോയ്ഡ്, സൈക്ലോയ്ഡ്"
"સિલિન્ડર, સિલિન્ડર","സിലിണ്ടർ, സിലിണ്ടർ"
"નળાકાર, સિલિન્ડર, નળાકાર, સિલિન્ડર","സിലിണ്ടർ, സിലിണ്ടർ, സിലിണ്ടർ, സിലിണ്ടർ"
સિલિન્ડર પૃષ્ઠ,സിലിണ്ടർ പേജ്
"શૂન્ય, સાઇફર","പൂജ്യം, സൈഫർ"
ડિલ્બર્ટનો સિદ્ધાંત,ദിൽബെർട്ടിന്റെ സിദ്ധാന്തം
ભીની સરળ હાર્મોનિક ગતિ,നനഞ്ഞ ലളിതമായ ഹാർമോണിക് ചലനം
સતત ભીનાશ,സ്ഥിരമായ ഈർപ്പം
"દત્ત, ઉપત્તા, ડેટા, ટ્રસ્ટ","ദത്ത്, ഉപട്ട, ഡാറ്റ, ട്രസ്റ്റ്"
દત્ત ઉપક્રમ,ദത്ത് ഏറ്റെടുക്കുന്നു
સંસાધન સિસ્ટમ પર વિશ્વાસ કરો,ട്രസ്റ്റ് റിസോഴ്സ് സിസ്റ്റം
ડેટા પ્રોસેસર,ഡാറ്റ പ്രോസസ്സർ
ડેટા શીટ,ഡാറ്റ ഷീറ്റ്
દશકોણ,ദശാഭുജം
ડેકગ્રામ,ദശാഗ്രാം
ડેકેમીટર,ദശാമീറ്റർ
સડો સૂચકાંક,ശോഷണ സൂചിക
સડો વળાંક,ശോഷണ വക്രം
ભવ્ય કાર્ય,ഗംഭീരമായ പ്രവർത്തനം
દેશીગ્રામ,ദേശിഗ്രാം
દશાંશ,ദശാംശം
"દશાંશ, દશાંશ","ദശാംശം, ദശാംശം"
દશાંશ કોડ,ദശാംശ കോഡ്
દશાંશ કોડેડ અંક,ദശാംശ കോഡ് ചെയ്ത അക്കം
દશાંશ વિસ્તરણ,ദശാംശ വികാസം
દશાંશ અપૂર્ણાંક,ദശാംശ അംശം
દશાંશ સંકેત સિસ્ટમ,ദശാംശ നൊട്ടേഷൻ സിസ്റ്റം
દશાંશ સંકેત સિસ્ટમ,ദശാംശ നൊട്ടേഷൻ സിസ്റ്റം
દશાંશ બિંદુ,ദശാംശ
દશાંશ સ્કેલ,ദശാംശ സ്കെയിൽ
દશાંશ સિસ્ટમ,ദശാംശ വ്യവസ്ഥ
ડેસીમીટર,ഡെസിമീറ്റർ
એન્કોડિંગ,എൻകോഡിംഗ്
નિર્ણય મોડલ,തീരുമാന മാതൃക
નિર્ણય સિદ્ધાંત,തീരുമാന സിദ്ധാന്തം
નિર્ણય ચલ,തീരുമാനം വേരിയബിൾ
"ડીકોડર, ડીકોડર","ഡീകോഡർ, ഡീകോഡർ"
"એન્કોડિંગ, ડીકોડિંગ","എൻകോഡിംഗ്, ഡീകോഡിംഗ്"
અલગ કરી શકાય તેવો સમૂહ,വേർപെടുത്താവുന്ന സെറ്റ്
ઘટતું,കുറയുന്നു
ઘટતું કાર્ય,പ്രവർത്തനം കുറയുന്നു
Dedekind-કટ,ഡെഡെകിൻഡ്-കട്ട്
ડેડકાઇન્ડ-પ્રમેય,ഡെഡെകൈൻഡ്-സിദ്ധാന്തം
સમાવિષ્ટ કરવું,സംയോജിപ്പിക്കാൻ
કોર્પોરેટ પ્રેક્ટિસ,കോർപ്പറേറ്റ് പ്രാക്ടീസ്
ખોટું,തെറ്റായ
વ્યાખ્યાત્મક સમીકરણ,നിർവചന സമവാക്യം
ચોક્કસ અભિન્ન,നിശ്ചിത അവിഭാജ്യ
નિશ્ચિત મેટ્રિક્સ,നിശ്ചിത മാട്രിക്സ്
"વ્યાખ્યા, સ્પષ્ટતા, નિશ્ચિતતા","നിർവചനം, വ്യക്തത, ഉറപ്പ്"
વિરૂપતા વળાંક,രൂപഭേദം വക്രം
વિકૃત પૃષ્ઠ,വളച്ചൊടിച്ച പേജ്
"વ્યભિચાર, બદનામી","ധിക്കാരം, ധിക്കാരം"
પરિવહન સમસ્યાઓમાં અસ્પષ્ટતા,ഗതാഗത പ്രശ്നങ്ങളിൽ കൃത്യതയില്ലായ്മ
"ડિગ્રી, ડિગ્રી, ડિગ્રી, ડિગ્રી, જથ્થો, તીવ્રતા, ડિગ્રી","ബിരുദം, ബിരുദം, ബിരുദം, ബിരുദം, അളവ്, അളവ്, ബിരുദം"
વિભેદક સમીકરણની શક્તિ,ഡിഫറൻഷ്യൽ സമവാക്യത്തിന്റെ ശക്തി
"સ્વતંત્રતાની ડિગ્રી, સ્વતંત્રતાની ડિગ્રી","സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം, സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം"
બહુપદીની શક્તિ,ബഹുപദത്തിന്റെ ശക്തി
હાંકી કાઢવામાં આવેલ ટોળકી,പരിവാരങ്ങളെ പുറത്താക്കി
ડેલ્ટા કાર્ય,ഡെൽറ്റ പ്രവർത്തനം
માંગ અને ઉપયોગિતા વળાંક,ഡിമാൻഡും യൂട്ടിലിറ്റി വക്രവും
માંગ સમીકરણ,ഡിമാൻഡ് സമവാക്യം
માંગ કાર્ય,ഡിമാൻഡ് ഫംഗ്ഷൻ
વસ્તી વિષયક અભ્યાસ,ജനസംഖ്യാ പഠനങ്ങൾ
વસ્તી વિષયક,ജനസംഖ്യാശാസ്ത്രം
મોવર પ્રમેય,മോവർ സിദ്ധാന്തം
"દર્શાવવું, સાક્ષી આપવી, દર્શાવવું","തെളിയിക്കുക, സാക്ഷ്യപ്പെടുത്തുക, പ്രകടിപ്പിക്കുക"
"રજૂઆત, પુરાવો, પ્રદર્શન, પ્રદર્શન","പ്രാതിനിധ്യം, തെളിവ്, പ്രകടനം, പ്രകടനം"
પ્રતિનિધિત્વ ભૂમિતિ,പ്രാതിനിധ്യ ജ്യാമിതി
દરેક,ഓരോന്നും
ગાઢ એકંદર,സാന്ദ്രമായ മൊത്തം
"ઘનતા, ઘનતા","സാന്ദ്രത, സാന്ദ്രത"
ગણવાયોગ્ય સમૂહ,എണ്ണാവുന്ന സെറ്റ്
ચડતી સ્થિર,ആരോഹണ സ്ഥിരാങ്കം
આશ્રિત ઘટના,ആശ്രിത സംഭവം
આશ્રિત રેન્ડમ ચલ,ആശ്രിത റാൻഡം വേരിയബിൾ
આશ્રિત ચલ,ആശ്രിത വേരിയബിൾ
આશ્રિત ચલ,ആശ്രിത വേരിയബിൾ
હતાશાનો કોણ,വിഷാദത്തിന്റെ ആംഗിൾ
"વ્યુત્પન્ન, વ્યુત્પન્ન, તફાવત","ഡെറിവേറ്റീവ്, ഡെറിവേറ്റീവ്, ഡിഫറൻഷ്യേഷൻ"
"વ્યુત્પન્ન, વ્યુત્પન્ન","ഡെറിവേറ്റീവ്, ഡെറിവേറ്റീവ്"
વ્યુત્પન્ન શ્રેણી,ഉത്ഭവിച്ച ശ്രേണി
મેળવેલ સમૂહ,ഉരുത്തിരിഞ്ഞ സെറ്റ്
"ઉતરતા, ઉતરતા","ഇറക്കം, ഇറക്കം"
ઉતરતા ક્રમમાં,അവരോഹണ ക്രമം
ઉતરતી શ્રેણી,അവരോഹണ ശ്രേണി
પ્રોજેક્ટિવ ભૂમિતિ,പ്രൊജക്റ്റീവ് ജ്യാമിതി
વર્ણનાત્મક મોડેલ,വിവരണാത്മക മാതൃക
વર્ણનાત્મક આંકડા,വിവരണാത്മക സ്ഥിതിവിവരക്കണക്കുകൾ
"ડિઝાઇન કરવી, ડિઝાઇન કરવી, ડિઝાઇન કરવી (ed.), ડિઝાઇન કરવી, ડિઝાઇન કરવી (n.)","രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (എഡി.), രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (എൻ.)"
પ્રયોગની ડિઝાઇન,പരീക്ഷണത്തിന്റെ രൂപകൽപ്പന
ડેસ્ક કેલ્ક્યુલેટર,ഡെസ്ക് കാൽക്കുലേറ്റർ
"ઓળખ, શોધ","തിരിച്ചറിയൽ, കണ്ടെത്തൽ"
"નિર્ધારક, નિર્ધારક, નિર્ધારક","ഡിറ്റർമിനന്റ്, ഡിറ്റർമിനന്റ്, ഡിറ്റർമിനന്റ്"
નિર્ણાયક ક્રમ,നിർണ്ണായക ക്രമം
નક્કી કરવા માટે,നിർണ്ണയിക്കാൻ
નિર્ધારિત મોડેલ,നിർണ്ണായക മാതൃക
નિર્ણાયક સમસ્યા,നിർണ്ണായക പ്രശ്നം
વિચલન,വ്യതിയാനം
વિચલન ગુણાંક,വ്യതിയാനം ഗുണകം
દ્વિસંગી સિસ્ટમ,ബൈനറി സിസ്റ്റം
વિકર્ણ કર્ણ,ഡയഗണൽ ഹൈപ്പോടെനസ്
મેટ્રિક્સ કર્ણકરણ,മാട്രിക്സ് ഡയഗണലൈസേഷൻ
"વિકર્ણ મેટ્રિક્સ, વિકર્ણ મેટ્રિક્સ","ഡയഗണൽ മാട്രിക്സ്, ഡയഗണൽ മാട്രിക്സ്"
કર્ણ સમાનતા,ഡയഗണൽ സമത്വം
રેખાકૃતિ,ഡയഗ്രം
ચિત્રકામ પદ્ધતિ,ഡ്രോയിംഗ് രീതി
ગ્રાફિકલ રજૂઆત,ഗ്രാഫിക്കൽ പ്രാതിനിധ്യം
વ્યાસ,വ്യാസം
વ્યાસ સેટ કરો,സെറ്റ് വ്യാസം
ડાયમેટ્રિકલી વિરુદ્ધ,വിപരീതമായി
"ક્રોસફાયર, ડાઇસ ફેંકો","ക്രോസ്ഫയർ, ഡൈസ് എറിയുക"
ઉભયજીવી વર્ગીકરણ,ഉഭയജീവി വർഗ്ഗീകരണം
"વિભાજન, અડધું","വിഭജനം, പകുതി"
શબ્દકોશ,നിഘണ്ടു
વિભેદક કલન,ഡിഫറൻഷ്യൽ കാൽക്കുലസ്
વિભેદક સમીકરણ,ഡിഫറൻഷ്യൽ സമവാക്യം
વિભેદક સૂત્ર,ഡിഫറൻഷ്യൽ ഫോർമുല
વિભેદક પદ્ધતિ,ഡിഫറൻഷ്യൽ രീതി
સેટનો તફાવત,സെറ്റുകളുടെ വ്യത്യാസം
વિભેદક,വ്യത്യസ്തമായ
વિભેદક વળાંક,ഡിഫറൻഷ്യൽ കർവ്
વિભેદક કાર્ય,ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ
"વિભેદક, વિભેદક, વિભેદક, આંતરપ્રાપ્તિ, આંતરવ્યક્તિ, વિભેદક","ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഇന്റർട്രിയൽ, ഇന്ററാജൻസി, ഡിഫറൻഷ്യൽ"
વિભેદક ગણિત,ഡിഫറൻഷ്യൽ ഗണിതം
વિભેદક ગુણાંક,ഡിഫറൻഷ്യൽ കോഫിഫിഷ്യന്റ്
વિભેદક સમીકરણ,ഡിഫറൻഷ്യൽ സമവാക്യം
વિભેદક અથડામણ,ഡിഫറൻഷ്യൽ കൂട്ടിയിടി
વિભેદક સૂત્ર,ഡിഫറൻഷ്യൽ ഫോർമുല
વિભેદક કાર્ય,ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ
વિભેદક ભૂમિતિ,ഡിഫറൻഷ്യൽ ജ്യാമിതി
ઉચ્ચ ઓર્ડર તફાવત,ഉയർന്ന ഓർഡർ ഡിഫറൻഷ്യൽ
વિભેદક સેગમેન્ટ,ഡിഫറൻഷ്യൽ സെഗ്മെന്റ്
તફાવત કરવો,വേർതിരിക്കുക
"ભેદભાવ, ભેદભાવ","വ്യത്യാസം, വ്യത്യാസം"
વિભેદક સૂત્ર,ഡിഫറൻഷ്യൽ ഫോർമുല
વેક્ટરનો તફાવત,വെക്റ്ററിന്റെ വ്യത്യാസം
"પ્રસરણ, પ્રસરણ","വ്യാപനം, വ്യാപനം"
"અંક, મુદ્રા, આંગળી","സംഖ്യ, ഡയഡം, വിരൽ"
ડિજિટલ કમ્પ્યુટર,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
અંકી દત્ત,അങ്കി ദത്ത്
"હદ, પહોળાઈ, પરિમાણ, શક્તિ","വ്യാപ്തി, വീതി, അളവ്, ശക്തി"
પરિમાણ,മാനം
પરિમાણહીન,അളവില്ലാത്ത
સમીકરણ પરિમાણ,സമവാക്യത്തിന്റെ അളവ്
ડાયોફન્ટસનું સમીકરણ,ഡയോഫാന്റസിന്റെ സമവാക്യം
પતનનો કોણ,വീഴ്ചയുടെ ആംഗിൾ
દ્વિધ્રુવ કોઓર્ડિનેટ્સ,ദ്വിധ്രുവ കോർഡിനേറ്റുകൾ
દ્વિધ્રુવ,ദ്വിധ്രുവം
બાયપીરામિડ,ബൈപിരമിഡ്
ડીરાક ડેલ્ટા કાર્ય,dirac delta ഫംഗ്ഷൻ
સામાન્ય સ્પર્શક,പൊതു സ്പർശം
જમણો ખૂણો,വലത് കോൺ
સીધી રેખા,നേരേയുള്ള വര
જગ્યા વ્યુત્પન્ન,സ്പേസ് ഡെറിവേറ്റീവ്
"ડીકોસિન, ડીકો-કોસાઇન","ഡിക്കോസിൻ, ഡിക്കോ-കൊസൈൻ"
મહત્તમ દિશા,പരമാവധി ദിശ
પ્રક્ષેપણ દિશા,പ്രൊജക്ഷൻ ദിശ
દિશા ગુણોત્તર,ദിശ അനുപാതം
નિયમનકારી વર્તુળ,റെഗുലേറ്ററി സർക്കിൾ
નિયમનકાર વર્તુળ,റെഗുലേറ്റർ സർക്കിൾ
અનુલોમા ઉત્પાદન,അനുലോമ ഉൽപ്പന്നം
"સીધો પુરાવો, સીધો પુરાવો","നേരിട്ടുള്ള തെളിവ്, നേരിട്ടുള്ള തെളിവ്"
અનુક્રમિક ગુણોત્તર,തുടർച്ചയായ അനുപാതം
નિયતિ,വിധി
અનુલોમા સરવાળો,അനുലോമ തുക
અસંબંધિત સમૂહ,വിഭജിക്കപ്പെട്ട സെറ്റ്
"નિરંતરતા, નિરંતરતા, વિરામ","നിർത്തലാക്കൽ, നിർത്തലാക്കൽ, ഇടവേള"
વ્યુત્પન્નતાની વિરામ,ഡെറിവേറ്റീവിന്റെ നിർത്തലാക്കൽ
પ્રથમ પ્રકારનું વિરામ,ആദ്യ തരം നിർത്തലാക്കൽ
બીજા પ્રકારનું વિરામ,രണ്ടാമത്തെ തരം നിർത്തലാക്കൽ
અવ્યવસ્થિત વિતરણ,തുടർച്ചയായ വിതരണം
અવ્યવસ્થિત કાર્ય,തുടർച്ചയായ പ്രവർത്തനം
અવ્યવસ્થિત તફાવત,തുടർച്ചയായ വ്യതിയാനം
રજકણ,കണികകൾ
અવ્યવસ્થિત વિતરણ,തുടർച്ചയായ വിതരണം
અસંતુલિત સંભાવના વિતરણ,തുടർച്ചയായ പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ
અવ્યવસ્થિત રેન્ડમ ચલ,തുടർച്ചയായ റാൻഡം വേരിയബിൾ
અવિરત નમૂના જગ્યા,തുടർച്ചയായ സാമ്പിൾ ഇടം
અલગ એકંદર,വ്യതിരിക്തമായ മൊത്തം
અલગ વસ્તી,വ്യതിരിക്തമായ ജനസംഖ്യ
અલગ રાજ્ય,വ്യതിരിക്തമായ അവസ്ഥ
અવ્યવસ્થિત તફાવત,തുടർച്ചയായ വ്യതിയാനം
વિતરણ કર,വിതരണ നികുതി
ભેદભાવપૂર્ણ વિશ્લેષણ,വിവേചനപരമായ വിശകലനം
અસંબંધિત,വേർപിരിഞ്ഞു
અસંબદ્ધ ઘટના,വിയോജിപ്പുള്ള സംഭവം
અસંબંધિત સમૂહ,വിഭജിക്കപ്പെട്ട സെറ്റ്
અસંબંધિત નિવેશ,വിഭജനം ചേർക്കൽ
"વિભાજન, તર્કસંગત સરવાળો","വിഭജനം, യുക്തിസഹമായ തുക"
"વિખેરવું, વિખેરવું","വിസരണം, ചിതറിക്കൽ"
વિક્ષેપ ચાર્ટ,ഡിസ്പേർഷൻ ചാർട്ട്
વિક્ષેપ સૂચકાંક,ഡിസ്പർഷൻ സൂചിക
વિક્ષેપ રેખાકૃતિ,ഡിസ്പർഷൻ ഡയഗ്രം
વિક્ષેપ મેટ્રિક્સ,ഡിസ്പർഷൻ മാട്രിക്സ്
વિસ્થાપન,സ്ഥാനമാറ്റാം
પ્રદર્શન,പ്രദർശനം
કન્સોલ,കൺസോൾ
"અસમાન, અસમાન","അസമമായ, അസമമായ"
વિસર્જન બળ,വിഘടിപ്പിക്കുന്ന ശക്തി
અંતર કાર્ય,ദൂരം പ്രവർത്തനം
અંતર મોડ્યુલસ,ദൂരം മോഡുലസ്
બિન-વિતરણકારક,നോൺ-ഡിസ്ട്രിബ്യൂട്ടീവ്
"વિતરણ નિયમ, વિતરણ નિયમ","വിതരണ നിയമം, വിതരണ നിയമം"
"વિખેરી નાખવું, વિખેરી નાખવું","ചിതറുക, ചിതറുക"
"ભિન્નતા, ભિન્નતા, ભિન્નતા","വ്യതിചലനം, വ്യതിചലനം, വ്യതിചലനം"
વિચલન પ્રમેય,വ്യതിചലന സിദ്ധാന്തം
જુદીજુદી,വിഭിന്ന
અલગ શ્રેણી,വ്യത്യസ്ത ശ്രേണി
વિભાજિત તફાવત,വിഭജന വ്യത്യാസം
"વિભાજ્યતા, વિભાજ્યતા","വിഭജനം, വിഭജനം"
"વિભાજ્ય, વિભાજ્ય","ഹരിക്കാവുന്ന, വിഭജിക്കുന്ന"
"વિભાજન, વિભાજન, વિભાજન","വിഭജനം, വിഭജനം, വിഭജനം"
વિભાજન અલ્ગોરિધમ,ഡിവിഷൻ അൽഗോരിതം
વિભાજિત રિંગ,സ്പ്ലിറ്റ് റിംഗ്
ચતુર્ભુજ,ചതുർഭുജം
દશકોણ,ദശാഭുജം
"ડોમેન, ડોમેન, પ્રાંત, પ્રદેશ","ഡൊമെയ്ൻ, ഡൊമെയ്ൻ, പ്രവിശ്യ, പ്രദേശം"
કાર્યનું ડોમેન,പ്രവർത്തനത്തിന്റെ ഡൊമെയ്ൻ
વ્યાખ્યા-પ્રાંત,നിർവ്വചനം-പ്രവിശ്യ
અસ્તિત્વની સ્થિતિ,നിലനിൽപ്പിന്റെ അവസ്ഥ
ઓવરરાઇડિંગ ઉપકરણ,അസാധുവാക്കൽ ഉപകരണം
ડોપ્લર અસર,ഡോപ്ലർ പ്രഭാവം
"બિંદુ ઉત્પાદન, સ્કેલર ઉત્પાદન","പോയിന്റ് ഉൽപ്പന്നം, സ്കെയിലർ ഉൽപ്പന്നം"
ડોટેડ વળાંક,കുത്തുകളുള്ള വക്രം
બેવડા તફાવત,ഡ്യുവൽ ഡിഫറൻഷ്യൽ
ડબલ ઘાતાંકીય વિતરણ,ഇരട്ട എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ
ડબલ કોઇલ,ഇരട്ട കോയിൽ
દ્વિસંગી અભિન્ન,ബൈനറി ഇന്റഗ്രൽ
દ્વિસંગી એકીકરણ,ബൈനറി സംയോജനം
ડબલ મર્યાદા,ഇരട്ട പരിധി
ડબલ સેમ્પલિંગ ઇવેન્ટ,ഇരട്ട സാമ്പിൾ ഇവന്റ്
ડબલ ક્રમ,ഇരട്ട ക്രമം
ડબલ શ્રેણી,ഇരട്ട പരമ്പര
ડબલ-જોડાયેલ નોટેશન,ഇരട്ട ഘടിപ്പിച്ച നൊട്ടേഷൻ
ડબલ સંકલન,ഇരട്ട സമാഹാരം
નીચે તરફ પ્રવેગક,താഴേക്കുള്ള ത്വരണം
નીચે તરફનું વિસ્થાપન,താഴേക്കുള്ള സ്ഥാനചലനം
નીચેની ગતિ,താഴേക്കുള്ള ചലനം
નીચે તરફનો વેગ,താഴേക്കുള്ള വേഗത
ટ્રેક્શન,ട്രാക്ഷൻ
ટ્રેક્શન બળ,ട്രാക്ഷൻ ഫോഴ്സ്
"બેવડી દ્વૈતતા,",ഇരട്ട ദ്വൈതത
ડ્યુઅલ બેઝ,ഇരട്ട അടിത്തറ
દ્વિ આંતરિક ઉત્પાદન,ഇരട്ട ആന്തരിക ഉൽപ്പന്നം
ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા,ഡ്യുവൽ ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം
"ડબલ ઓપરેશન, ડ્યુઅલ ઓપરેશન","ഇരട്ട പ്രവർത്തനം, ഇരട്ട പ്രവർത്തനം"
બેવડી સમસ્યા,ഇരട്ട പ്രശ്നം
ડ્યુઅલ સિંગલ અલ્ગોરિધમ,ഡ്യുവൽ സിംഗിൾ അൽഗോരിതം
ડ્યુઅલ સિંગલ પદ્ધતિ,ഇരട്ട ഒറ്റ രീതി
બેવડી જગ્યા,ഡ്യുവൽ സ്പേസ്
દ્વિ ચલ,ഡ്യുവൽ വേരിയബിൾ
ડ્યુઅલ વેક્ટર જગ્યા,ഡ്യുവൽ വെക്റ്റർ സ്പേസ്
મૌન અનુક્રમણિકા,നിശബ്ദ സൂചിക
મૌન ફૂટર,നിശബ്ദ അടിക്കുറിപ്പ്
મૌન કરાર,നിശബ്ദ കരാർ
શાંત ચલ,നിശബ്ദ വേരിയബിൾ
ડુપ્લિકેશન,തനിപ്പകർപ്പ്
ગતિશીલ,ചലനാത്മകം
ગતિશીલ સિસ્ટમ,ചലനാത്മക സംവിധാനം
ગતિશીલ માંગ કાર્ય,ഡൈനാമിക് ഡിമാൻഡ് ഫംഗ്ഷൻ
ગતિશીલ મોડેલ,ഡൈനാമിക് മോഡൽ
ગતિશીલ પ્રોગ્રામિંગ,ഡൈനാമിക് പ്രോഗ്രാമിംഗ്
ગતિશીલ પ્રોગ્રામિંગ અભિગમ,ഡൈനാമിക് പ്രോഗ്രാമിംഗ് സമീപനം
ગતિશીલ પ્રોગ્રામિંગ તકનીકો,ഡൈനാമിക് പ്രോഗ്രാമിംഗ് ടെക്നിക്കുകൾ
"ગતિશીલતા, ગતિશીલતા","ചലനാത്മകത, ചലനാത്മകത"
કણ ગતિશીલતા,കണികാ ചലനാത്മകത
સખત શરીરની ગતિશીલતા,ദൃഢമായ ശരീര ചലനാത്മകത
"પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી સંપર્ક (ver.)","ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി സമ്പർക്കം (ver.)"
ભૂકંપની તીવ્રતા,ഭൂകമ്പ തീവ്രത
તરંગીતા,ഉത്കേന്ദ്രത
ધારણા,അനുമാനം
ઇકોનોમેટ્રિક આગાહી,ഇക്കണോമെട്രിക് പ്രവചനം
અર્થશાસ્ત્રી,സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ
અર્થશાસ્ત્ર,ഇക്കണോമെട്രിക്സ്
અર્થશાસ્ત્ર,സാമ്പത്തികശാസ്ത്രം
"કોર, ધાર, આંસુ","കാമ്പ്, അഗ്രം, കണ്ണീർ"
એકંદર કોરનો સામનો કરવો,മൊത്തം കോർ അഭിമുഖീകരിക്കുന്നു
કાર્યક્ષમતા સૂચકાંક,കാര്യക്ഷമത സൂചിക
લાક્ષણિક તત્વ,സ്വഭാവ ഘടകം
લાક્ષણિક કાર્ય,സ്വഭാവ സവിശേഷത
"eigen મૂલ્ય, લાક્ષણિકતા મૂલ્ય","ഈജൻ മൂല്യം, സ്വഭാവ മൂല്യം"
લાક્ષણિક મૂલ્ય સમીકરણ,സ്വഭാവ മൂല്യ സമവാക്യം
"ઇજેન વેક્ટર, લાક્ષણિક વેક્ટર","ഈജൻ വെക്റ്റർ, സ്വഭാവസദിശ"
સ્થિતિસ્થાપક,ഇലാസ്റ്റിക്
સ્થિતિસ્થાપક કાસ્ટ,ഇലാസ്റ്റിക് കാസ്റ്റ്
સ્થિતિસ્થાપક સંતુલન,ഇലാസ്റ്റിക് സന്തുലിതാവസ്ഥ
સ્થિતિસ્થાપકતા,ഇലാസ്തികത
સ્થિતિસ્થાપકતા પાનું,ഇലാസ്തികത പേജ്
"ઇલેક્ટ્રોનિક કમ્પ્યુટર, ઇલેક્ટ્રોનિક કમ્પ્યુટર","ഇലക്ട്രോണിക് കമ്പ്യൂട്ടർ, ഇലക്ട്രോണിക് കമ്പ്യൂട്ടർ"
"તત્વ, તત્વ, તત્વ","മൂലകം, മൂലകം, മൂലകം"
પ્રારંભિક કૉલમ કામગીરી,പ്രാരംഭ നിര പ്രവർത്തനം
પ્રારંભિક ઘટના,പ്രാരംഭ സംഭവം
પ્રારંભિક કાર્ય,പ്രാരംഭ പ്രവർത്തനം
પ્રારંભિક કામગીરી,പ്രാരംഭ പ്രവർത്തനം
પ્રારંભિક પરિણામો,പ്രാഥമിക ഫലങ്ങൾ
પ્રારંભિક સંભાવના નિયમ,പ്രാരംഭ പ്രോബബിലിറ്റി നിയമം
શરૂઆતની લાઇન કામગીરી,ലൈൻ പ്രവർത്തനം ആരംഭിക്കുന്നു
"નાશ કરવો, નાશ કરવો,","ഉന്മൂലനം ചെയ്യാൻ, ഉന്മൂലനം ചെയ്യാൻ"
રિઝોલ્યુશન પ્રક્રિયા,റെസലൂഷൻ പ്രക്രിയ
"એલિપ્સ, એલિપ્સ","ദീർഘവൃത്താകൃതി, ദീർഘവൃത്താകൃതി"
લંબગોળ,ദീർഘവൃത്താകൃതിയിലുള്ള
લંબગોળ,ദീർഘവൃത്താകൃതിയിലുള്ള
લંબગોળ સપાટી,ദീർഘവൃത്താകൃതിയിലുള്ള ഉപരിതലം
લંબગોળ શરીર,ദീർഘവൃത്താകൃതിയിലുള്ള ശരീരം
એમ્બેડિંગ,ഉൾച്ചേർക്കൽ
ઉત્સર્જન,ഉദ്വമനം
પ્રયોગમૂલક વિશ્વાસ,അനുഭവപരമായ വിശ്വാസം
પ્રયોગમૂલક સૂત્ર,അനുഭവ സൂത്രവാക്യം
પ્રયોગમૂલક સંભાવના,അനുഭവപരമായ സംഭാവ്യത
પ્રયોગમૂલક સંબંધ,അനുഭവപരമായ ബന്ധം
ખાલી સેટ,ശൂന്യമായ സെറ്റ്
બંધાયેલ,ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു
"એન્કોડિંગ, કોડિંગ","എൻകോഡിംഗ്, കോഡിംഗ്"
આંતરકાર્યક્ષમતા,പരസ്പര പ്രവർത്തനക്ഷമത
અંતિમ બિંદુ,അവസാന പോയിന്റ്
