English,Punjabi
decent function,ਸ਼ਾਨਦਾਰ ਫੰਕਸ਼ਨ
decigram,desigram
decile,ਦਸ਼ਮਲਵ
decimal,"ਦਸ਼ਮਲਵ, ਦਸ਼ਮਲਵ"
decimal code,ਦਸ਼ਮਲਵ ਕੋਡ
decimal coded digit,ਦਸ਼ਮਲਵ ਕੋਡਿਡ ਅੰਕ
decimal expansion,ਦਸ਼ਮਲਵ ਵਿਸਥਾਰ
decimal fraction,ਦਸ਼ਮਲਵ ਅੰਸ਼
decimal notation,ਦਸ਼ਮਲਵ ਸੰਕੇਤ ਪ੍ਰਣਾਲੀ
decimal numbering system,ਦਸ਼ਮਲਵ ਸੰਕੇਤ ਪ੍ਰਣਾਲੀ
decimal point,ਦਸ਼ਮਲਵ ਬਿੰਦੂ
decimal scale,ਦਸ਼ਮਲਵ ਸਕੇਲ
decimal system,ਦਸ਼ਮਲਵ ਸਿਸਟਮ
decimeter,ਡੈਸੀਮੀਟਰ
deciphering,ਇੰਕੋਡਿੰਗ
decision model,ਫੈਸਲੇ ਦਾ ਮਾਡਲ
decision theory,ਫੈਸਲੇ ਦੀ ਥਿਊਰੀ
decision variable,ਫੈਸਲਾ ਵੇਰੀਏਬਲ
decoder,"ਡੀਕੋਡਰ, ਡੀਕੋਡਰ"
decoding,"ਏਨਕੋਡਿੰਗ, ਡੀਕੋਡਿੰਗ"
decomposable set,ਵੱਖ ਕਰਨ ਯੋਗ ਸੈੱਟ
decreasing,ਘਟਣਾ
decreasing function,ਘਟਾਉਣ ਵਾਲਾ ਫੰਕਸ਼ਨ
Dedekind's cut,ਡੇਡਿਕਿੰਡ-ਕਟ
Dedekind's theorem,ਡੇਡਕਿੰਡ-ਪ੍ਰਮੇਯ
deduce,ਸ਼ਾਮਲ ਕਰਨ ਲਈ
deductive method,ਕਾਰਪੋਰੇਟ ਅਭਿਆਸ
defective,ਗਲਤ
defining equation,ਪਰਿਭਾਸ਼ਾਤਮਕ ਸਮੀਕਰਨ
definite integral,ਨਿਸ਼ਚਿਤ ਅਟੁੱਟ
definite matrix,ਸਥਿਰ ਮੈਟ੍ਰਿਕਸ
definition,"ਪਰਿਭਾਸ਼ਾ, ਸਪਸ਼ਟਤਾ, ਨਿਸ਼ਚਿਤਤਾ"
deformation curve,deformation ਕਰਵ
deformed surface,ਵਿਗੜਿਆ ਪੰਨਾ
degeneracy,"debauchery, debauchery"
degeneracy in transporation problems,ਆਵਾਜਾਈ ਦੀਆਂ ਸਮੱਸਿਆਵਾਂ ਵਿੱਚ ਗਲਤੀ
degree,"ਡਿਗਰੀ, ਡਿਗਰੀ, ਡਿਗਰੀ, ਡਿਗਰੀ, ਮਾਤਰਾ, ਵਿਸ਼ਾਲਤਾ, ਡਿਗਰੀ"
degree of differential equation,ਅੰਤਰ ਸਮੀਕਰਨ ਦੀ ਸ਼ਕਤੀ
degree of freedom,"ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ, ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ"
degree of polynomial,ਬਹੁਪਦ ਦੀ ਸ਼ਕਤੀ
deleted neighbourhood,ਬਾਹਰ ਕੱਢਿਆ ਦਲ
delta function,ਡੈਲਟਾ ਫੰਕਸ਼ਨ
demand and utility curve,ਮੰਗ ਅਤੇ ਉਪਯੋਗਤਾ ਵਕਰ
demand equation,ਮੰਗ ਸਮੀਕਰਨ
demand function,ਮੰਗ ਫੰਕਸ਼ਨ
demographic study,ਜਨਸੰਖਿਆ ਅਧਿਐਨ
demography,ਜਨਸੰਖਿਆ
De Moivre’s theorem,ਘਣਾਉਣ ਵਾਲਾ ਪ੍ਰਮੇਯ
demonstrate,"ਪ੍ਰਦਰਸ਼ਿਤ ਕਰਨ ਲਈ, ਗਵਾਹੀ ਦੇਣ ਲਈ, ਪ੍ਰਦਰਸ਼ਿਤ ਕਰਨ ਲਈ"
demonstration,"ਨੁਮਾਇੰਦਗੀ, ਸਬੂਤ, ਪ੍ਰਦਰਸ਼ਨ, ਪ੍ਰਦਰਸ਼ਨ"
demonstrative geometry,ਪ੍ਰਤੀਨਿਧ ਜਿਓਮੈਟਰੀ
denominator,ਹਰ
dense set,ਸੰਘਣੀ ਕੁੱਲ
density,"ਘਣਤਾ, ਘਣਤਾ"
denumerable set,ਗਿਣਨਯੋਗ ਸੈੱਟ
departing variables,ਚੜ੍ਹਦਾ ਸਥਿਰ
dependent event,ਨਿਰਭਰ ਘਟਨਾ
dependent random variable,ਨਿਰਭਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
dependent variable,ਨਿਰਭਰ ਵੇਰੀਏਬਲ
dependent variate,ਨਿਰਭਰ ਵੇਰੀਏਬਲ
depression angle,ਡਿਪਰੈਸ਼ਨ ਦਾ ਕੋਣ
derivation,"ਵਿਉਤਪੰਨ, ਵਿਉਤਪੰਨ, ਵਿਭਿੰਨਤਾ"
derivative,"ਡੈਰੀਵੇਟਿਵ, ਡੈਰੀਵੇਟਿਵ"
derived series,ਪ੍ਰਾਪਤ ਸੀਮਾ
derived set,ਪ੍ਰਾਪਤ ਸੈੱਟ
descending,"ਉਤਰਦਾ, ਉਤਰਦਾ"
descending order,ਘਟਦੇ ਕ੍ਰਮ
descending series,ਘਟਦੀ ਸੀਮਾ
descriptive geometry,ਪ੍ਰੋਜੈਕਟਿਵ ਜਿਓਮੈਟਰੀ
descriptive model,ਵਰਣਨਯੋਗ ਮਾਡਲ
descriptive statistics,ਵਰਣਨਯੋਗ ਅੰਕੜੇ
design,"ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (ਐਡੀ.), ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (ਐਨ.)"
design of experiment,ਪ੍ਰਯੋਗ ਦਾ ਡਿਜ਼ਾਈਨ
desk calculator,ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ
detection,"ਪਛਾਣ, ਖੋਜ"
determinant,"ਨਿਰਣਾਇਕ, ਨਿਰਣਾਇਕ, ਨਿਰਣਾਇਕ"
determinant rank,ਨਿਰਣਾਇਕ ਕ੍ਰਮ
determine,ਨਿਰਧਾਰਤ ਕਰਨ ਲਈ
deterministic model,ਨਿਰਣਾਇਕ ਮਾਡਲ
deterministic problem,ਨਿਰਣਾਇਕ ਸਮੱਸਿਆ
deviation,ਭਟਕਣਾ
deviation coefficient,ਭਟਕਣਾ ਗੁਣਾਂਕ
diadic system,ਬਾਈਨਰੀ ਸਿਸਟਮ
diagonal,ਤਿਰਛੀ ਕਪੋਨਿਊਜ਼
diagonalization of a matrix,ਮੈਟ੍ਰਿਕਸ ਵਿਕਰਣੀਕਰਨ
diagonal matrix,"ਡਾਇਗਨਲ ਮੈਟ੍ਰਿਕਸ, ਡਾਇਗਨਲ ਮੈਟ੍ਰਿਕਸ"
diagonal similarity,ਵਿਕਰਣ ਸਮਾਨਤਾ
diagram,ਚਿੱਤਰ
diagrammatic method,ਡਰਾਇੰਗ ਢੰਗ
diagrammatic presentation,ਗ੍ਰਾਫਿਕਲ ਪ੍ਰਤੀਨਿਧਤਾ
diameter,ਵਿਆਸ
diameter of a set,ਵਿਆਸ ਸੈੱਟ ਕਰੋ
diametrically opposite,ਵਿਆਸ ਦੇ ਉਲਟ
dice throw,"ਕਰਾਸਫਾਇਰ, ਪਾਸਾ ਸੁੱਟੋ"
dichotomous classification,ਉਭਾਰ ਵਰਗੀਕਰਣ
dichotomy,"ਵਿਭਾਜਨ, ਅੱਧਾ"
dictionary order,ਸ਼ਬਦਕੋਸ਼
difference calculus,ਵਿਭਾਜਨ ਕੈਲਕੂਲਸ
difference equation,ਅੰਤਰ ਸਮੀਕਰਨ
difference formula,ਅੰਤਰ ਫਾਰਮੂਲਾ
difference method,ਅੰਤਰ ਵਿਧੀ
difference of sets,ਸੈੱਟ ਦੇ ਅੰਤਰ
differentiable,ਵੱਖ ਕਰਨ ਯੋਗ
differentiable curve,ਅੰਤਰ ਵਕਰ
differentiable function,ਅੰਤਰ ਫੰਕਸ਼ਨ
differential,"ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰਜਾਮੀ, ਅੰਤਰਜਾਮੀ, ਅੰਤਰ"
differential calculus,ਅੰਤਰ ਗਣਿਤ
differential coefficient,ਵਿਭਿੰਨ ਗੁਣਾਂਕ
differential equation,ਅੰਤਰ ਸਮੀਕਰਨ
differential form,ਵਿਭਿੰਨ ਟੱਕਰ
differential formula,ਅੰਤਰ ਫਾਰਮੂਲਾ
differential function,ਅੰਤਰ ਫੰਕਸ਼ਨ
differential geometry,ਵਿਭਿੰਨ ਜਿਓਮੈਟਰੀ
differential of higher order,ਉੱਚ ਕ੍ਰਮ ਅੰਤਰ
differential quotient,ਵਿਭਿੰਨ ਭਾਗ
differentiate,ਵੱਖਰਾ
differentiation,"ਭਿੰਨਤਾ, ਵਿਭਿੰਨਤਾ"
differentiation formula,ਅੰਤਰ ਫਾਰਮੂਲਾ
differentiation of vector,ਵੈਕਟਰ ਦਾ ਅੰਤਰ
diffusion,"ਫੈਲਾਅ, ਫੈਲਾਅ"
digit,"ਸੰਖਿਆ, ਡਾਇਡੇਮ, ਉਂਗਲੀ"
digital computer,ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ
digital data,ਅੰਕੀ ਦੱਤ
dimension,"ਸੀਮਾ, ਚੌੜਾਈ, ਮਾਪ, ਸ਼ਕਤੀ"
dimensionality,ਆਯਾਮ
dimensionless,ਅਯਾਮ ਰਹਿਤ
dimension of an equation,ਸਮੀਕਰਨ ਮਾਪ
diophantine equation,ਡਾਇਓਫੈਂਟਸ ਦਾ ਸਮੀਕਰਨ
dip angle,ਡਿੱਗਣ ਦਾ ਕੋਣ
dipolar coordinates,ਡਾਇਪੋਲ ਕੋਆਰਡੀਨੇਟਸ
dipole,dipole
dipyramid (bipyramid),bipyramid
Dirac delta function,dirac ਡੈਲਟਾ ਫੰਕਸ਼ਨ
direct common tangent,ਆਮ ਸਪਰਸ਼
directed angle,ਸੱਜੇ ਕੋਣ
directed line,ਸਿੱਧੀ ਲਾਈਨ
directional derivative,ਸਪੇਸ ਡੈਰੀਵੇਟਿਵ
direction cosine,"dicosine, dico-cosine"
direction of maxima,ਅਧਿਕਤਮ ਦੀ ਦਿਸ਼ਾ
direction of projection,ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਿਸ਼ਾ
direction ratio,ਦਿਸ਼ਾ ਅਨੁਪਾਤ
director circle,ਰੈਗੂਲੇਟਰੀ ਚੱਕਰ
director sphere,ਰੈਗੂਲੇਟਰ ਚੱਕਰ
direct product,ਅਨੁਲੋਮਾ ਉਤਪਾਦ
direct proof,"ਸਿੱਧਾ ਸਬੂਤ, ਸਿੱਧਾ ਸਬੂਤ"
direct proportion,ਕ੍ਰਮਵਾਰ ਅਨੁਪਾਤ
directrix,ਕਿਸਮਤ
direct sum,ਅਨੁਲੋਮਾ ਜੋੜ
disconncted sets,ਵੱਖ ਕੀਤਾ ਸੈੱਟ
discontinuity,"ਵਿਗਾੜ, ਵਿਗਾੜ, ਬਰੇਕ"
discontinuity of derivative,ਡੈਰੀਵੇਟਿਵ ਦੀ ਖੰਡਨਤਾ
discontinuity of the first kind,ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ
discontinuity of the second kind,ਦੂਜੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ
discontinuous distribution,ਲਗਾਤਾਰ ਵੰਡ
discontinuous function,ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ
discontinuous variate,ਲਗਾਤਾਰ ਅੰਤਰ
discrete,ਕਣ
discrete distribution,ਲਗਾਤਾਰ ਵੰਡ
discrete probability distribution,ਨਿਰੰਤਰ ਸੰਭਾਵਨਾ ਵੰਡ
discrete random variable,ਲਗਾਤਾਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
discrete sample space,ਲਗਾਤਾਰ ਨਮੂਨਾ ਸਪੇਸ
discrete set,ਵੱਖਰਾ ਕੁੱਲ
discrete space,ਵੱਖਰੀ ਆਬਾਦੀ
discrete topology,ਵੱਖ ਰਾਜ
discrete variate,ਲਗਾਤਾਰ ਅੰਤਰ
discriminant,ਵਿਤਰਕ ਟੈਕਸ
discriminatory analysis (=discriminant analysis),ਪੱਖਪਾਤੀ ਵਿਸ਼ਲੇਸ਼ਣ
disjoint,ਅਸੰਬੰਧਿਤ
disjoint events,ਅਸੰਬੰਧਿਤ ਘਟਨਾ
disjoint sets,ਵੱਖ ਕੀਤਾ ਸੈੱਟ
disjoint union,ਡਿਸਜੋਇੰਟ ਸੰਮਿਲਨ
disjunction,"ਖੰਡਨ, ਤਰਕਸ਼ੀਲ ਜੋੜ"
dispersion,"ਖਿੰਡਾਉਣਾ, ਖਿੰਡਾਉਣਾ"
dispersion chart,ਫੈਲਾਅ ਚਾਰਟ
dispersion constant,ਫੈਲਾਅ ਸੂਚਕਾਂਕ
dispersion diagram,ਫੈਲਾਅ ਚਿੱਤਰ
dispersion matrix (=covariance matrix),ਫੈਲਾਅ ਮੈਟਰਿਕਸ
displacement,ਵਿਸਥਾਪਨ
display,ਪ੍ਰਦਰਸ਼ਨੀ
display unit (=consol),ਕੰਸੋਲ
dissimilar,"ਅਸਮਾਨ, ਅਸਮਾਨ"
dissipative forces,dissipating ਫੋਰਸ
distance function,ਦੂਰੀ ਫੰਕਸ਼ਨ
distance modulus,ਦੂਰੀ ਮਾਡਿਊਲਸ
distribution-free method,ਗੈਰ-ਵਿਤਰਕ
distributive law,"ਵੰਡ ਨਿਯਮ, ਵੰਡ ਨਿਯਮ"
diverge,"ਖਿਲਾਰਨਾ, ਵਿਗਾੜਨਾ"
divergence,"ਵਖਰੇਵਾਂ, ਵਖਰੇਵਾਂ, ਵਖਰੇਵਾਂ"
divergence theorem,ਵਿਭਿੰਨਤਾ ਪ੍ਰਮੇਯ
divergent,ਵੱਖਰੇ
divergent series,ਵੱਖ-ਵੱਖ ਸੀਮਾ
divided difference,ਵੰਡਿਆ ਅੰਤਰ
divisibility,"ਵੰਡਣਯੋਗਤਾ, ਵੰਡਣਯੋਗਤਾ"
divisible,"ਵੰਡਣਯੋਗ, ਵੰਡਣਯੋਗ"
division,"ਵੰਡ, ਵੰਡ, ਵੰਡ"
division algorithm,ਡਿਵੀਜ਼ਨ ਐਲਗੋਰਿਦਮ
division ring,ਸਪਲਿਟ ਰਿੰਗ
dodecagon,ਚਤੁਰਭੁਜ
dodecahedron,ਡੇਕਗਨ
domain,"ਡੋਮੇਨ, ਡੋਮੇਨ, ਪ੍ਰਾਂਤ, ਖੇਤਰ"
domain of a function,ਫੰਕਸ਼ਨ ਦਾ ਡੋਮੇਨ
domain of definition,ਪਰਿਭਾਸ਼ਾ-ਪ੍ਰਾਂਤ
domain of existence,ਹੋਂਦ ਦੀ ਸਥਿਤੀ
dominant strategy,ਓਵਰਰਾਈਡਿੰਗ ਡਿਵਾਈਸ
doppler effect,ਡੋਪਲਰ ਪ੍ਰਭਾਵ
dot product,"ਬਿੰਦੂ ਉਤਪਾਦ, ਸਕੇਲਰ ਉਤਪਾਦ"
dotted curve,ਬਿੰਦੀ ਵਾਲਾ ਕਰਵ
double differentiation,ਦੋਹਰਾ ਅੰਤਰ
double exponential distribution,ਡਬਲ ਘਾਤ ਅੰਕੀ ਵੰਡ
double helix,ਡਬਲ ਕੋਇਲ
double integral,ਬਾਈਨਰੀ ਅਟੁੱਟ
double integration,ਬਾਈਨਰੀ ਏਕੀਕਰਣ
double limit,ਡਬਲ ਸੀਮਾ
double sampling plan,ਡਬਲ ਨਮੂਨਾ ਲੈਣ ਦੀ ਘਟਨਾ
double sequence,ਡਬਲ ਕ੍ਰਮ
double series,ਡਬਲ ਸੀਰੀਜ਼
double suffix notation,ਡਬਲ-ਅਟੈਚਡ ਨੋਟੇਸ਼ਨ
double summation,ਡਬਲ ਸੰਕਲਨ
downward acceleration,ਹੇਠਾਂ ਵੱਲ ਪ੍ਰਵੇਗ
downward displacement,ਹੇਠਾਂ ਵੱਲ ਵਿਸਥਾਪਨ
downward motion,ਹੇਠਾਂ ਵੱਲ ਮੋਸ਼ਨ
downward velocity,ਹੇਠਾਂ ਵੱਲ ਦੀ ਗਤੀ
drag,ਖਿੱਚ
drag force,ਟ੍ਰੈਕਸ਼ਨ ਫੋਰਸ
dual,ਦੋਹਰਾ ਦਵੈਤ
dual basis,ਦੋਹਰਾ ਅਧਾਰ
dual inner product,ਦੋਹਰਾ ਅੰਦਰੂਨੀ ਉਤਪਾਦ
dual linear programming problem,ਦੋਹਰੀ ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਸਮੱਸਿਆ
dual operation,"ਡਬਲ ਓਪਰੇਸ਼ਨ, ਦੋਹਰੀ ਕਾਰਵਾਈ"
dual problem,ਦੋਹਰੀ ਸਮੱਸਿਆ
dual simplex algorithm,ਦੋਹਰਾ ਸਿੰਗਲ ਐਲਗੋਰਿਦਮ
dual simplex technique,ਦੋਹਰਾ ਸਿੰਗਲ ਢੰਗ
dual space,ਦੋਹਰੀ ਸਪੇਸ
dual variable,ਦੋਹਰਾ ਵੇਰੀਏਬਲ
dual vector space,ਦੋਹਰੀ ਵੈਕਟਰ ਸਪੇਸ
dummy index,ਚੁੱਪ ਸੂਚਕਾਂਕ
dummy subscript,ਚੁੱਪ ਫੁੱਟਰ
dummy suffix,ਚੁੱਪ ਇਕਰਾਰਨਾਮਾ
dummy variable,ਚੁੱਪ ਵੇਰੀਏਬਲ
duplicator process,ਨਕਲ
dynamical,ਗਤੀਸ਼ੀਲ
dynamical system,ਗਤੀਸ਼ੀਲ ਸਿਸਟਮ
dynamic demand function,ਗਤੀਸ਼ੀਲ ਮੰਗ ਫੰਕਸ਼ਨ
dynamic model,ਗਤੀਸ਼ੀਲ ਮਾਡਲ
dynamic programming,ਗਤੀਸ਼ੀਲ ਪ੍ਰੋਗਰਾਮਿੰਗ
dynamic programming approach,ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਪਹੁੰਚ
dynamic programming technique,ਗਤੀਸ਼ੀਲ ਪ੍ਰੋਗਰਾਮਿੰਗ ਤਕਨੀਕ
dynamics,"ਗਤੀਸ਼ੀਲਤਾ, ਗਤੀਸ਼ੀਲਤਾ"
dynamics of a particle,ਕਣ ਗਤੀਸ਼ੀਲਤਾ
dynamics of rigid bodies,ਸਖ਼ਤ ਸਰੀਰ ਦੀ ਗਤੀਸ਼ੀਲਤਾ
earth,"ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ ਸੰਪਰਕ (ਵਰ.)"
earthquake intensity,ਭੂਚਾਲ ਦੀ ਤੀਬਰਤਾ
eccentricity,ਸਨਕੀਤਾ
eclipse,ਧਾਰਨਾ
econometric forecast,ਆਰਥਿਕ ਪੂਰਵ ਅਨੁਮਾਨ
econometrician,ਅਰਥ ਸ਼ਾਸਤਰੀ
econometrics,ਅਰਥ ਗਣਿਤ
economics,ਅਰਥ ਸ਼ਾਸਤਰ
edge,"ਕੋਰ, ਕਿਨਾਰਾ, ਅੱਥਰੂ"
edge of a convex set,ਸਮੁੱਚੇ ਕੋਰ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
efficiency factor,ਕੁਸ਼ਲਤਾ ਸੂਚਕਾਂਕ
eigen element,ਗੁਣ ਤੱਤ
eigen function,ਵਿਸ਼ੇਸ਼ਤਾ ਫੰਕਸ਼ਨ
eigen value,"eigen ਮੁੱਲ, ਗੁਣ ਮੁੱਲ"
eigen value equation,ਗੁਣ ਮੁੱਲ ਸਮੀਕਰਨ
eigen vector,"ਈਜੇਨ ਵੈਕਟਰ, ਗੁਣ ਵੈਕਟਰ"
elastic,ਲਚਕੀਲੇ
elastic constant,ਲਚਕੀਲੇ ਪਲੱਸਤਰ
elastic equilibrium,ਲਚਕੀਲੇ ਸੰਤੁਲਨ
elasticity,ਲਚਕਤਾ
elasticity surface,ਲਚਕੀਲਾ ਪੰਨਾ
electronic computer,"ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪਿਊਟਰ, ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪਿਊਟਰ"
element,"ਤੱਤ, ਤੱਤ, ਤੱਤ"
elementary column operation,ਸ਼ੁਰੂਆਤੀ ਕਾਲਮ ਕਾਰਵਾਈ
elementary event,ਸ਼ੁਰੂਆਤੀ ਘਟਨਾ
elementary function,ਸ਼ੁਰੂਆਤੀ ਫੰਕਸ਼ਨ
elementary operation,ਸ਼ੁਰੂਆਤੀ ਕਾਰਵਾਈ
elementary outcome,ਸ਼ੁਰੂਆਤੀ ਨਤੀਜੇ
elementary probability law,ਸ਼ੁਰੂਆਤੀ ਸੰਭਾਵਨਾ ਨਿਯਮ
elementary row operation,ਲਾਈਨ ਓਪਰੇਸ਼ਨ ਸ਼ੁਰੂ ਕਰਨਾ
eliminate,"ਨਾਸ ਕਰਨਾ, ਨਸ਼ਟ ਕਰਨਾ"
elemination procedure,ਰੈਜ਼ੋਲੂਸ਼ਨ ਪ੍ਰਕਿਰਿਆ
ellipse,"ਅੰਡਾਕਾਰ, ਅੰਡਾਕਾਰ"
ellipsoid,ਅੰਡਾਕਾਰ
ellipsoidal,ਅੰਡਾਕਾਰ
ellipsoidal surface,ਅੰਡਾਕਾਰ ਸਤਹ
elliptical body,ਅੰਡਾਕਾਰ ਸਰੀਰ
embedding,ਏਮਬੈਡਿੰਗ
emission,ਨਿਕਾਸ
empirical data,ਅਨੁਭਵੀ ਭਰੋਸਾ
empirical formula,ਅਨੁਭਵੀ ਫਾਰਮੂਲਾ
empirical probability,ਅਨੁਭਵੀ ਸੰਭਾਵਨਾ
empirical relation,ਅਨੁਭਵੀ ਸਬੰਧ
empty set,ਖਾਲੀ ਸੈੱਟ
enclosed,ਬੰਨ੍ਹਿਆ ਹੋਇਆ
encoding,"ਏਨਕੋਡਿੰਗ, ਕੋਡਿੰਗ"
endomorphism,ਅੰਤਰਕਾਰਜਸ਼ੀਲਤਾ
end point,ਅੰਤ ਬਿੰਦੂ
end point of class interval,ਕਲਾਸ ਅੰਤਰਾਲ ਦਾ ਅੰਤ ਬਿੰਦੂ
energy,ਊਰਜਾ
energy momentum component,ਊਰਜਾ-ਮੋਮੈਂਟਮ ਕੰਪੋਨੈਂਟ
entering variable,ਇੰਦਰਾਜ਼ ਵੇਰੀਏਬਲ
enumerable set,ਗਿਣਨਯੋਗ ਸੈੱਟ
enumeration,"ਗਿਣਤੀ, ਗਿਣਤੀ"
equal,"ਬਰਾਬਰ, ਬਰਾਬਰ, ਬਰਾਬਰ, ਬਰਾਬਰ"
equality,"ਸਮਾਨਤਾ, ਸਮਾਨਤਾ"
equally likely,ਸੰਭਾਵਨਾ
equal probability selection method (=epsem),ਵੀ ਸੰਭਾਵਨਾ ਚੋਣ ਵਿਧੀ
equate,ਬਰਾਬਰ
equation,"ਸਮੀਕਰਨ, ਸਮੀਕਰਨ"
equation of first degree,ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ
equation of second degree,ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ
equation of third degree,ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ
equator,"ਭੂਮੱਧ ਰੇਖਾ, ਭੂਮੱਧ ਰੇਖਾ, ਮੱਧ ਰੇਖਾ"
equicontinuous,ਇਕਸਾਰ
equilateral,ਬਰਾਬਰ
equilibrium,"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ"
equilibrium of forces,ਬਲ ਸੰਤੁਲਨ
equilibrium point,ਸੰਤੁਲਨ ਬਿੰਦੂ
equivalence,ਸਮਾਨਤਾ
equivalence class,ਸਮਾਨਤਾ ਵਰਗ
equivalence relation,ਸਮਾਨਤਾ ਸਬੰਧ
equivalent,"ਬਰਾਬਰ, ਬਰਾਬਰ (v.), ਬਰਾਬਰ (ed.)"
equivalent matrix,ਬਰਾਬਰ ਮੈਟ੍ਰਿਕਸ
equivalent set,ਬਰਾਬਰ ਸੈੱਟ
ergodicity,ਰੁਝਾਨ
error,"ਗਲਤੀ, ਗਲਤੀ, ਗਲਤੀ, ਗਲਤੀ"
error analysis,ਗਲਤੀ ਵਿਸ਼ਲੇਸ਼ਣ
error code,ਗਲਤੀ ਕੋਡ
error coefficient,ਗਲਤੀ ਗੁਣਾਂਕ
error of mean square,ਵਰਗ ਮਤਲਬ ਗਲਤੀ
error of the first kind,ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਗਲਤੀ
error of the second kind,ਦੂਜੀ ਕਿਸਮ ਦੀ ਗਲਤੀ
escape probability,ਬਚਣ ਦੀ ਸੰਭਾਵਨਾ
escape velocity,ਬਚਣ ਦੀ ਗਤੀ
E. Schmidt's orthogonalization process,ਈ. ਸ਼ਮਿਟ ਮੋਬਿਲਾਈਜ਼ੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ
escribed circle,ਬਾਹਰੀ
essential,"ਜ਼ਰੂਰੀ, ਜ਼ਰੂਰੀ"
essentially unique,ਲਗਭਗ ਵਿਲੱਖਣ
estimate,"ਮੁਲਾਂਕਣ ਕਰਨਾ, ਮੁਲਾਂਕਣ ਕਰਨਾ (ਵੇਰ.), ਮੁਲਾਂਕਣ ਕਰਨਾ (ਐਡੀ.)"
estimation method,ਅੰਦਾਜ਼ਾ ਵਿਧੀ
Euclidean coordinate,ਯੂਕਲੀਡੀਅਨ ਕੋਆਰਡੀਨੇਟਸ
Euclidean domain,ਯੂਕਲੀਡੀਅਨ ਡੋਮੇਨ
Euclidean geometry,ਯੂਕਲੀਡੀਅਨ ਜਿਓਮੈਟਰੀ
Euclidean n-space,ਯੂਕਲੀਡੀਅਨ ਐਨ-ਸਪੇਸ
Euclidean plane,ਯੂਕਲੀਡੀਅਨ ਜਹਾਜ਼
Euler's theorem,ਯੂਲਰ ਦਾ ਸਿਧਾਂਤ
evaluate,"ਮੁਲਾਂਕਣ ਕਰਨਾ, ਮੁਲਾਂਕਣ ਕਰਨਾ"
even,ਵੀ
even curve,ਵੀ ਕਰਵ
even function,ਵੀ ਫੰਕਸ਼ਨ
even multiple,ਇੱਥੋਂ ਤੱਕ ਕਿ ਰਿਫ੍ਰੈਕਟਰੀ
even number,ਸਮ ਸੰਖਿਆ
even odd symmetry,ਅਜੀਬ ਸਮਰੂਪਤਾ
even permutation,ਵੀ ਕ੍ਰਮ-ਕ੍ਰਮ
event,"ਘਟਨਾ, ਕਿੱਸਾ"
even term,isomorphism
exact,"ਬਿਲਕੁਲ, ਬਿਲਕੁਲ, ਬਿਲਕੁਲ"
exact chi-square test,ਸਹੀ ਚੀ-ਵਰਗ ਟੈਸਟ
exact differential,ਸਹੀ ਅੰਤਰ
exact equation,ਸਹੀ ਸਮੀਕਰਨ
example,ਉਦਾਹਰਨ
exchange,ਐਕਸਚੇਂਜ
exhaustive event,ਖਾਸ ਘਟਨਾ
existence axiom,ਹੋਂਦ ਸੰਬੰਧੀ axiom
existence probability(= a priori probability),ਬਚਣ ਦੀ ਸੰਭਾਵਨਾ
existence theorem,ਹੋਂਦ ਦਾ ਸਿਧਾਂਤ
exogenous variable,ਬਾਹਰੀ ਵੇਰੀਏਬਲ
expansion,"ਫੈਲਾਉਣਾ, ਫੈਲਾਉਣਾ"
expectation function,ਉਮੀਦ ਫੰਕਸ਼ਨ
