Bengali,Odiya
উপতত্ত্ব,subtheorem
সংশোধন,ସଂଶୋଧନ
"1. অব্যবহারযোগ্য, 2. বিকৃত","1. ଅବ୍ୟବହୃତ, 2. ବିକୃତ"
হিসাব,ଗଣନା
স্কোরার,ସ୍କୋରର୍
কান্ট্রি কোড,ଦେଶ କୋଡ୍
সহবাস,କୋଭାରିଆନ୍ସ |
"1. ব্যাপ্তি এলাকা, 2. সম্প্রচার","1. ପରିସର କ୍ଷେତ୍ର, 2 ପ୍ରସାରଣ"
পতন,ଭୁଶୁଡ଼ିବା |
জটিল পথ,ଜଟିଳ ପଥ
ক্রিটিক্যাল পাথ মেথড (CPM),ଜଟିଳ ପଥ ପଦ୍ଧତି (CPM)
"1. ক্রস পরীক্ষা, 2. ক্রস পরীক্ষা","1. କ୍ରସ ପରୀକ୍ଷା, 2. କ୍ରସ ପରୀକ୍ଷା"
"1.ক্রস প্রোগ্রামেবল-ট্রান্সফার, 2. প্রোগ্রামেবল প্রতি","1. କ୍ରସ୍ ପ୍ରୋଗ୍ରାମେବଲ୍-ସ୍ଥାନାନ୍ତର, 2 ପ୍ରୋଗ୍ରାମେବଲ୍ ପ୍ରତି"
অপ্রাসঙ্গিক সংকেত,ଅପ୍ରାସଙ୍ଗିକ ସଙ୍କେତ |
অপ্রাসঙ্গিক কথাবার্তা,ଅପ୍ରାସଙ୍ଗିକ କଥାବାର୍ତ୍ତା |
ক্রিপ্টোগ্রাফি,କ୍ରିପ୍ଟୋଗ୍ରାଫି
"1. ক্রিপ্টোগ্রাফি, 2. ক্রিপ্টোগ্রাফি, 3. ক্রিপ্টোগ্রাফি","1. କ୍ରିପ୍ଟୋଗ୍ରାଫି, 2. କ୍ରିପ୍ଟୋଗ୍ରାଫି, 3. କ୍ରିପ୍ଟୋଗ୍ରାଫି |"
মুদ্রার প্রতীক,ମୁଦ୍ରା ପ୍ରତୀକ
বর্তমান ডিরেক্টরি,ସାମ୍ପ୍ରତିକ ଡିରେକ୍ଟୋରୀ |
বর্তমান উইন্ডো,ସାମ୍ପ୍ରତିକ ୱିଣ୍ଡୋ |
কার্সার,କର୍ସର୍
বক্ররেখা,ବକ୍ର
"1. কাট এবং পেস্ট, 2. কাট এবং পেস্ট","1. କାଟ ଏବଂ ପେଷ୍ଟ, 2. କାଟ ଏବଂ ଲେପନ କର |"
কর্তন পদ্ধতি,କାଟିବା ପଦ୍ଧତି |
সাইবার,ସାଇବର
সাইবার ক্যাফে,ସାଇବର କାଫେ
সাইবার নগদ,ସାଇବର ନଗଦ
সাইবার অপরাধ,ସାଇବର ଅପରାଧ |
সাইবার ডালেক্স,ସାଇବର ଡାଲେକ୍ସ |
সাইবার আইন,ସାଇବର ନିୟମ |
সাইবার সেক্স,ସାଇବର ସେକ୍ସ |
"1. সাইবার সায়েন্স, 2. সাইবারনেটিক্স","1. ସାଇବର ସାଇନ୍ସ, ୨ ସାଇବରନେଟିକ୍ସ |"
"1.সাইবারাইজেশন, 2. সাইবারাইজেশন","1. ସାଇବରାଇଜେସନ୍, ୨ ସାଇବରାଇଜେସନ୍"
সাইকেল,ଚକ୍ର
"1.চক্র মেমরি, 2.চক্র মেমরি","1. ଚକ୍ର ସ୍ମୃତି, 2. ଚକ୍ର ସ୍ମୃତି"
চক্র ক্ষতি,ଚକ୍ର କ୍ଷତି
চক্রাকারে,ଚକ୍ର ସମୟ
চক্রাকার,ଚକ୍ରବର୍ତ୍ତୀ
ডেমন,ଡେମନ୍ |
ডেইজি বৃত্ত,ଡେଜି ସର୍କଲ୍ |
ডেটা অ্যাডমিনিস্ট্রেটর,ଡାଟା ଆଡମିନିଷ୍ଟ୍ରେଟର୍
তথ্য বরাদ্দ,ତଥ୍ୟ ଆବଣ୍ଟନ
"1. ডেটা ক্ষেত্র, 2. ডেটা ক্ষেত্র৷","1. ଡାଟା ଫିଲ୍ଡ, 2. ଡାଟା ଫିଲ୍ଡ |"
"1.ডেটা অ্যারে, 2. ডেটা অ্যারে","1. ଡାଟା ଆରେ, 2 ଡାଟା ଆରେ"
"1.ডেটা-বেস, 2.ডাটাবেস","1. ଡାଟା-ଆଧାର, 2. ଡାଟାବେସ୍ |"
ডাটা ফ্র্যাগমেন্টেশন,ତଥ୍ୟ ଖଣ୍ଡ
"1. ডেটা বাস, 2. ডেটা বাস","1. ଡାଟା ବସ୍, 2. ଡାଟା ବସ୍ |"
"1.ডেটা ক্যারিয়ার, 2.ডেটা ক্যারিয়ার","1. ଡାଟା ବାହକ, 2. ଡାଟା ବାହକ |"
ডেটা সেল,ଡାଟା ସେଲ୍ |
"1.ডেটা সিস্টেম, 2.ডেটা চ্যানেল","1. ଡାଟା ସିଷ୍ଟମ୍, 2. ଡାଟା ଚ୍ୟାନେଲ୍ |"
তথ্য যোগাযোগ,ତଥ୍ୟ ଯୋଗାଯୋଗ |
"1.ডেটা কম্প্রেশন, 2.ডেটা কম্প্রেশন","1. ଡାଟା ସଙ୍କୋଚନ, 2. ଡାଟା ସଙ୍କୋଚନ |"
উপাত্ত ক্ষেত্র,ଡାଟା ଫିଲ୍ଡ |
আমার স্নাতকের,ଡାଟା ଫାଇଲ୍ |
"1. ডেটা ফ্লো, 2. ডেটা ফ্লো","1. ଡାଟା ଫ୍ଲୋ, 2. ଡାଟା ଫ୍ଲୋ |"
"1.ডেটা ফ্লোচার্ট, 2.চার্ট","1. ଡାଟା ଫ୍ଲୋଚାର୍ଟ, 2. ଚାର୍ଟ"
ডেটা অনুক্রম,ଡାଟା କ୍ରମ
তথ্য স্তর,ତଥ୍ୟ ସ୍ତର
"1.ডেটা কালেকশন, 2.ডেটা লাইব্রেরি","1. ଡାଟା ସଂଗ୍ରହ, 2. ଡାଟା ଲାଇବ୍ରେରୀ |"
ডেটা লিঙ্ক স্তর,ଡାଟା ଲିଙ୍କ୍ ସ୍ତର |
ডেটা লিঙ্ক লেয়ার (DLL),ଡାଟା ଲିଙ୍କ୍ ସ୍ତର (DLL)
"1.ডেটা ম্যানেজমেন্ট, 2.ডেটা ম্যানেজমেন্ট","1. ଡାଟା ପରିଚାଳନା, 2. ଡାଟା ପରିଚାଳନା"
"1.ডেটা ক্যালকুলেশন, 2.ডেটা ক্যালকুলেশন","1. ଡାଟା ଗଣନା, 2. ଡାଟା ଗଣନା |"
ডেটা প্রসেসিং ল্যাঙ্গুয়েজ (DML),ଡାଟା ପ୍ରକ୍ରିୟାକରଣ ଭାଷା (DML)
ডেটা মডেম ডেটা মডেম,ଡାଟା ମୋଡେମ୍ ଡାଟା ମୋଡେମ୍ |
"1.ডেটা পরিবর্তন, 2.ডেটা পরিবর্তন","1. ଡାଟା ସଂଶୋଧନ, 2. ଡାଟା ସଂଶୋଧନ |"
"1.ডেটা নেটওয়ার্ক, 2.ডেটা নেটওয়ার্ক","1. ଡାଟା ନେଟୱାର୍କ, 2. ଡାଟା ନେଟୱାର୍କ |"
"1.ডেটা অপারেশন, 2.ডেটা অপারেশন","1. ଡାଟା ଅପରେସନ୍, 2. ଡାଟା ଅପରେସନ୍ |"
"1.ডেটা সংস্থা, 2. তথ্য সংস্থা","1. ଡାଟା ସଂଗଠନ, 2 ତଥ୍ୟ ସଂଗଠନ"
"1. ডেটা আউটপুট, 2. ডেটা আউটপুট","1. ଡାଟା ଆଉଟପୁଟ୍, 2. ଡାଟା ଆଉଟପୁଟ୍"
"1.ডেটা পাথ, 2.ডেটা পাথ","1. ଡାଟା ପଥ, 2. ଡାଟା ପଥ"
"1.ডেটা প্রিপারেশন, 2.ডেটা প্রিপারেশন","1. ଡାଟା ପ୍ରସ୍ତୁତି, 2. ତଥ୍ୟ ପ୍ରସ୍ତୁତି |"
"1.ডেটা প্রাইভেসি, 2.ডেটা প্রাইভেসি","1. ଡାଟା ଗୋପନୀୟତା, 2. ଡାଟା ଗୋପନୀୟତା |"
"1. ডেটা প্রসেসর, 2. ডেটা প্রসেসর","1. ଡାଟା ପ୍ରୋସେସର୍, 2. ଡାଟା ପ୍ରୋସେସର୍ |"
"1.ডেটা সুরক্ষা, 2.ডেটা সুরক্ষা","1. ଡାଟା ସୁରକ୍ଷା, 2. ଡାଟା ସୁରକ୍ଷା"
"1. ডেটা রেকর্ড, 2. ডেটা রেকর্ড","1. ଡାଟା ରେକର୍ଡ, 2. ଡାଟା ରେକର୍ଡ |"
"1. ডেটা পুনরুদ্ধার, 2. ডেটা পুনরুদ্ধার","1. ତଥ୍ୟ ପୁନରୁଦ୍ଧାର, 2. ତଥ୍ୟ ପୁନରୁଦ୍ଧାର"
"1. ডেটা রুটিন, 2. ডেটা রুটিন","1. ଡାଟା ରୁଟିନ୍, 2. ଡାଟା ରୁଟିନ୍ |"
"1.ডেটা সিকিউরিটি, 2.ডেটা সিকিউরিটি","1. ଡାଟା ସୁରକ୍ଷା, 2. ଡାଟା ସୁରକ୍ଷା"
"1.ডেটা সেট, 2. ডেটা সেট","1. ଡାଟା ସେଟ୍, 2 ଡାଟା ସେଟ୍ |"
"1.ডেটা সিগন্যাল, 2.ডেটা সিগন্যাল","1. ଡାଟା ସିଗନାଲ୍, 2. ଡାଟା ସିଗ୍ନାଲ୍ |"
"1. ডেটা অ্যাক্সেস, 2. ডেটা অ্যাক্সেস","1. ଡାଟା ଆକ୍ସେସ୍, 2. ଡାଟା ଆକ୍ସେସ୍ |"
"1.ডেটা সোর্স, 2.ডেটা সোর্স","1. ଡାଟା ଉତ୍ସ, 2. ଡାଟା ଉତ୍ସ |"
"1.ডেটা স্পেসিফিকেশন, 2. ডেটা স্পেসিফিকেশন","1. ଡାଟା ନିର୍ଦ୍ଦିଷ୍ଟକରଣ, 2 ତଥ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |"
"1.ডেটা সেন্টার, 2.ডেটা সেন্টার","1. ଡାଟା କେନ୍ଦ୍ର, 2. ଡାଟା କେନ୍ଦ୍ର |"
"1. ডেটা স্টোরেজ, 2. ডেটা স্টোরেজ","1. ଡାଟା ଷ୍ଟୋରେଜ୍, 2. ଡାଟା ଷ୍ଟୋରେଜ୍ |"
ডেটা স্টোরেজ কাঠামো,ଡାଟା ଷ୍ଟୋରେଜ୍ ଗଠନ
"1. ডেটা স্ট্রাকচার, 2. ডেটা স্ট্রাকচার","1. ଡାଟା ଗଠନ, 2. ଡାଟା ଗଠନ"
"1.ডেটা স্যুইচ, 2.ডেটা সুইচ","1. ଡାଟା ସୁଇଚ୍, 2. ଡାଟା ସୁଇଚ୍ |"
"1.ডেটা টেবিল, 2.ডেটা টেবিল","1. ଡାଟା ଟେବୁଲ୍, 2. ଡାଟା ଟେବୁଲ୍ |"
"1.ডেটা শেষ, 2. তথ্য শেষ","1. ଡାଟା ଶେଷ, 2 ଡାଟା ଶେଷ"
"1. ডেটা ট্রান্সক্রিপশন, 2. ডেটা ট্রান্সক্রিপশন","1. ଡାଟା ଟ୍ରାନ୍ସକ୍ରିପସନ୍, 2. ଡାଟା ଟ୍ରାନ୍ସକ୍ରିପସନ୍ |"
"1.ডেটা ট্রান্সফার, 2. তথ্য স্থানান্তর","1. ଡାଟା ସ୍ଥାନାନ୍ତର, 2 ତଥ୍ୟ ସ୍ଥାନାନ୍ତର"
"1. ডাটা ট্রান্সমিশন, 2. ডাটা ট্রান্সমিশন","1. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍, 2. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ |"
"1.ডেটা ট্রান্সমিশন সিস্টেম, 2.ডেটা ট্রান্সমিশন সিস্টেম","1. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ ସିଷ୍ଟମ୍, 2. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ ସିଷ୍ଟମ୍ |"
"1. ডেটা বিন্যাস, 2. ডেটা বিন্যাস","1. ଡାଟା ଫର୍ମାଟ୍, 2. ଡାଟା ଫର୍ମାଟ୍ |"
"1. ডেটা ইউনিট, 2. ডেটা ইউনিট","1. ଡାଟା ୟୁନିଟ୍, 2. ଡାଟା ୟୁନିଟ୍ |"
"1.ডেটা ভ্যালিডেশন, 2.ডেটা ভ্যালিডেশন","1. ଡାଟା ବ id ଧତା, 2. ଡାଟା ବ id ଧତା |"
তথ্যশালা,ଡାଟାବେସ୍
ডাটাবেস প্রশাসন,ଡାଟାବେସ୍ ପ୍ରଶାସନ
ডাটাবেস ডিজাইন,ଡାଟାବେସ୍ ଡିଜାଇନ୍ |
ডাটাবেস ম্যানেজমেন্ট সিস্টেম,ଡାଟାବେସ୍ ପରିଚାଳନା ସିଷ୍ଟମ୍ |
"1.ডেটাগ্রেভ, 2.ডেটাগ্রেভ","1. ଡାଟାଗ୍ରାଭ୍, 2. ଡାଟାଗ୍ରାଭ୍ |"
"1. ডেটাম, 2. ডেটা","1. ଡାଟମ୍, 2. ତଥ୍ୟ"
"1. নিষ্ক্রিয় অঞ্চল, 2. নিষ্ক্রিয় অঞ্চল","1. ନିଷ୍କ୍ରିୟ ଜୋନ୍, 2. ସକ୍ରିୟ ଜୋନ୍ |"
অচলাবস্থা,ଅବରୋଧ
অচলাবস্থা প্রতিরোধ,ଅବରୋଧ ରୋକିବା |
ফল্ট ক্লিয়ারেন্স,ତ୍ରୁଟି କ୍ଲିୟରାନ୍ସ |
"1. জাজমেন্ট সেল, 2. বিচার বাক্স","1. ବିଚାର କକ୍ଷ, 2. ବିଚାର ବାକ୍ସ |"
সিদ্ধান্ত গ্রহণের প্রক্রিয়া,ନିଷ୍ପତ୍ତି ଗ୍ରହଣ ପ୍ରକ୍ରିୟା
সিদ্ধান্ত সমর্থন সিস্টেম,ନିଷ୍ପତ୍ତି ସମର୍ଥନ ପ୍ରଣାଳୀ |
সিদ্ধান্ত গাছ,ନିଷ୍ପତ୍ତି ବୃକ୍ଷ |
"1. ডিকোডার, 2. ডিকোডার","1. ଡିକୋଡର୍, 2. ଡିକୋଡର୍ |"
দ্রবীভূতকরণ নীতি,ବିଲୋପ ନୀତି |
ডিকোডিং,ଡିକୋଡିଂ
ডেডিকেটেড সিস্টেম,ଉତ୍ସର୍ଗୀକୃତ ସିଷ୍ଟମ୍ |
ডেডিকেটেড প্রেস,ଉତ୍ସର୍ଗୀକୃତ ପ୍ରେସ୍ |
ইমিউনাইজেশন ডেটা নেটওয়ার্ক (DDN),ପ୍ରତିରୋପଣ ଡାଟା ନେଟୱାର୍କ (DDN)
ইমিউনাইজেশন তথ্য সিস্টেম,ପ୍ରତିରୋପଣ ସୂଚନା ପ୍ରଣାଳୀ |
মিশ্রণ,ଏକୀକରଣ
বিলম্ব,ବିଳମ୍ବ
বিলম্ব পাল্টা,ବିଳମ୍ବ କାଉଣ୍ଟର
বিলম্ব সময়,ବିଳମ୍ବ ସମୟ
"1.মুছুন, 2.মুছুন","1. ଡିଲିଟ୍, 2. ଡିଲିଟ୍"
মুছে ফেলার রেকর্ড,ବିଲୋପ ରେକର୍ଡ
ডিলিমিটার,ଡିଲିମିଟର
ডেল্টা মড্যুলেশন,ଡେଲଟା ମଡ୍ୟୁଲେସନ୍
অনুরোধ পৃষ্ঠা,ଆବଶ୍ୟକତା ପୃଷ୍ଠା |
কর্মক্ষমতা,କାର୍ଯ୍ୟଦକ୍ଷତା
demodulation,demodulation
V- মাল্টিপ্লেক্সার,ଭି-ମଲ୍ଟିପ୍ଲେକ୍ସର୍ |
অস্বাভাবিককরণ,ନାମକରଣ
"1. ঘনত্ব, 2. ঘনত্ব","1. ଘନତା, 2. ଘନତା"
"1. নির্ভরতা, 2. নির্ভরতা","1. ନିର୍ଭରଶୀଳତା, 2. ନିର୍ଭରଶୀଳତା |"
নির্ভরশীল ইউনিট,ନିର୍ଭରଶୀଳ ଏକକ |
কিউ,ଧାଡି
"1. dereference, 2. dereference","1. ଡିଫେରେନ୍ସ, 2. ଡିଫେରେନ୍ସ"
প্রাপ্ত গাছ,ଉତ୍ପନ୍ନ ଗଛ |
প্রাপ্ত ক্ষেত্র,ପ୍ରାପ୍ତ କ୍ଷେତ୍ର
সাজানো সাজানো,ଅବତରଣ କ୍ରମ |
নকশা,ଡିଜାଇନ୍
ডেস্ক ক্যালকুলেটর,ଡେସ୍କ କାଲକୁଲେଟର
ডেস্কটপ কম্পিউটার,ଡେସ୍କଟପ୍ କମ୍ପ୍ୟୁଟରଗୁଡିକ
ডেস্কটপ উপস্থাপনা,ଡେସ୍କଟପ୍ ଉପସ୍ଥାପନା
ডেস্কটপ পাবলিশিং,ଡେସ୍କଟପ୍ ପ୍ରକାଶନ |
ডেস্কটপ ভিডিও,ଡେସ୍କଟପ୍ ଭିଡିଓ
গন্তব্য ঠিকানা,ଗନ୍ତବ୍ୟସ୍ଥଳ ଠିକଣା
"1. ধ্বংসকারী, 2. ধ্বংসকারী","1. ବିନାଶକାରୀ, 2. ବିନାଶକାରୀ |"
নির্ধারক স্বয়ংক্রিয়তা,ନିର୍ଣ୍ଣୟକାରୀ ଅଟୋମାଟା |
বিকাশকারী,ବିକାଶକାରୀ
উন্নয়ন ব্যবস্থা,ବିକାଶ ବ୍ୟବସ୍ଥା
যন্ত্র,ଉପକରଣ
ডিভাইস নিয়ন্ত্রণ ইউনিট,ଉପକରଣ ନିୟନ୍ତ୍ରଣ ଏକକ
ডিভাইস নিয়ামক,ଉପକରଣ ନିୟନ୍ତ୍ରକ
যন্ত্র ব্যবস্থাপনা,ଉପକରଣ ପରିଚାଳନା
ডিভাইস মোড,ଉପକରଣ ମୋଡ୍
রোগ নির্ণয়,ନିରାକରଣ
ডায়াগনস্টিক সিস্টেম,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ସିଷ୍ଟମ୍ |
"1. ডায়াগনস্টিকস, 2. ডায়াগনস্টিকস","1. ନିଦାନ, 2. ନିଦାନ"
চিত্র,ଚିତ୍ର
ডায়াল,ଡାଏଲ୍ କରନ୍ତୁ |
ডায়াল লাইন,ଡାଏଲ୍ ଲାଇନ୍ |
ডায়াল টোন,ଡାଏଲ୍ ସ୍ୱର
ডায়াল আপ,ଡାଏଲ୍ ଅପ୍ କରନ୍ତୁ |
"1. সংলাপ, 2. কথোপকথন","1. ସଂଳାପ, 2. ବାର୍ତ୍ତାଳାପ"
কথোপকথন ঘর,ବାର୍ତ୍ତାଳାପ କକ୍ଷ |
ডায়ালআপ মডেম,ଡାଏଲଅପ୍ ମୋଡେମ୍ |
বীমা,ବୀମା
অভিধান,ଅଭିଧାନ
"1. ডিফারেনশিয়াল, 2. পৃথকীকরণ","1. ଭିନ୍ନକ୍ଷମ, 2 ଭିନ୍ନତା"
সংখ্যাসূচক,ସାଂଖ୍ୟିକ
ডিজিটাল সিস্টেম,ଡିଜିଟାଲ୍ ସିଷ୍ଟମ୍ |
ডিজিটাল সার্কিট,ଡିଜିଟାଲ୍ ସର୍କିଟ୍ |
ডিজিটাল কম্পিউটার,ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |
"1.ডিজিটাল ডেটা, 2.ডিজিটাল ডেটা","1. ଡିଜିଟାଲ୍ ଡାଟା, 2. ଡିଜିଟାଲ୍ ଡାଟା |"
ডিজিটাল সুবিধা,ଡିଜିଟାଲ୍ ସୁବିଧା
ডিজিটাল ফিল্টার,ଡିଜିଟାଲ୍ ଫିଲ୍ଟର୍ |
ডিজিটাল লাইব্রেরি,ଡିଜିଟାଲ୍ ଲାଇବ୍ରେରୀ |
ডিজিটাল মড্যুলেশন,ଡିଜିଟାଲ୍ ମୋଡ୍ୟୁଲେସନ୍
"1. ডিজিটাল ডিসপ্লে, 2. ডিজিটাল মনিটর","1. ଡିଜିଟାଲ୍ ପ୍ରଦର୍ଶନ, 2. ଡିଜିଟାଲ୍ ମନିଟର |"
ডিজিটাল ইমেজ,ଡିଜିଟାଲ୍ ପ୍ରତିଛବି |
"1. ডিজিটাল স্বাক্ষর, 2. ডিজিটাল স্বাক্ষর","1. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ, 2. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ |"
ডিজিটাল সুইচ,ଡିଜିଟାଲ୍ ସୁଇଚ୍ |
ডিজিটাল এনালগ রূপান্তরকারী,ଡିଜିଟାଲ୍ ଆନାଗଲ୍ କନଭର୍ଟର |
ডিজিটাইজেশন,ଡିଜିଟାଇଜେସନ୍
ডিজিটাইজেশন,ଡିଜିଟାଇଜେସନ୍
ডিজিটাইজার,ଡିଜିଟାଇଜର୍
ডায়োড,ଡାୟୋଡ୍
প্রথম দৃষ্টিতে,ପ୍ରିମା ଫେସୀ |
সরাসরি ঠিকানা,ପ୍ରତ୍ୟକ୍ଷ ଠିକଣା
সরাসরি রূপান্তর,ସିଧାସଳଖ ରୂପାନ୍ତର |
সরাসরি সংযোগ,ସିଧାସଳଖ ଯୋଡି |
"1. সরাসরি মেমরি অ্যাক্সেস, 2. সরাসরি মেমরি অ্যাক্সেস (DMA)","1. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍, 2. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)"
সরাসরি মেমরি অ্যাক্সেস (DMA),ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)
সরাসরি পদ্ধতি,ପ୍ରତ୍ୟକ୍ଷ ପଦ୍ଧତି |
দিকনির্দেশ,ଦିଗଗୁଡିକ
ডিরেক্টরি,ଡିରେକ୍ଟୋରୀ
"1. ডিরেক্টরি সার্ভার, 2. ডিরেক্টরি সার্ভার","1. ଡିରେକ୍ଟୋରୀ ସର୍ଭର, 2. ଡିରେକ୍ଟୋରୀ ସର୍ଭର |"
ডিরেক্টরি সেবা,ଡିରେକ୍ଟୋରୀ ସେବା
অক্ষম,ଅସମର୍ଥ |
অক্ষম সংকেত,ସଙ୍କେତ ଅକ୍ଷମ କରିବା |
"1. সংযোগ বিচ্ছিন্ন, 2. সংযোগ বিচ্ছিন্ন","1. ବିଚ୍ଛିନ୍ନତା, 2. ବିଚ୍ଛିନ୍ନତା"
"1. বিচ্ছিন্ন, 2. বিযুক্ত","1. ବିଚ୍ଛିନ୍ନ, 2. ବିଚ୍ଛିନ୍ନ |"
"1. ডিস্ক, 2. ডিস্ক","1. ଡିସ୍କ, 2. ଡିସ୍କ"
"1. ডিস্ক ঠিকানা, 2. ডিস্ক ঠিকানা","1. ଡିସ୍କ ଠିକଣା, 2. ଡିସ୍କ ଠିକଣା"
"1. ডিস্ক অ্যারে, 2. ডিস্ক অ্যারে","1. ଡିସ୍କ ଆରେ, 2. ଡିସ୍କ ଆରେ |"
"1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা","1. ଡିସ୍କ କ୍ଷମତା, 2. ଡିସ୍କ କ୍ଷମତା |"
"1. ডিস্ক ড্রাইভার, 2. ডিস্ক ড্রাইভ","1. ଡିସ୍କ ଡ୍ରାଇଭର, 2. ଡିସ୍କ ଡ୍ରାଇଭ |"
ডিস্ক ফাইল,ଡିସ୍କ ଫାଇଲ୍ |
"1. ডিস্ক মেমরি, 2. ডিস্ক মেমরি, 3. ডিস্ক মেমরি, 4. ডিস্ক মেমরি","1. ଡିସ୍କ ମେମୋରୀ, 2. ଡିସ୍କ ମେମୋରୀ, 3. ଡିସ୍କ ମେମୋରୀ, 4 | ଡିସ୍କ ମେମୋରୀ"
ডিস্ক অপারেটিং সিস্টেম (DoS),ଡିସ୍କ ଅପରେଟିଂ ସିଷ୍ଟମ୍ (DoS)
ডিস্ক প্যাকেজ,ଡିସ୍କ ପ୍ୟାକେଜ
"1.চক্রিকা সার্ভার, 2.ডিস্ক সার্ভার","1. ଚାକ୍ରିକା ସର୍ଭର, 2. ଡିସ୍କ ସର୍ଭର |"
"1. ডিস্ক স্টোরেজ, 2. ডিস্ক স্টোরেজ","1. ଡିସ୍କ ସଂରକ୍ଷଣ, 2. ଡିସ୍କ ସଂରକ୍ଷଣ"
ডিস্কেট,ଡିସ୍କେଟ୍ |
প্রদর্শন ফাইল,ଫାଇଲ୍ ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
প্রদর্শন চিত্র,ପ୍ରତିଛବି ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
নিষ্পত্তি,ନିଷ୍କାସନ
দূরত্ব,ଦୂରତା
দূরত্ব ফাংশন,ଦୂରତା କାର୍ଯ୍ୟ
বিকৃতি,ବିକୃତି
বিতরণ করা,ବିତରଣ
বিতরণ করা তথ্য,ବଣ୍ଟିତ ତଥ୍ୟ |
বিতরণ করা সার্ভার,ବଣ୍ଟିତ ସର୍ଭର |
"1.ডিস্ট্রিবিউটেড সিস্টেম, 2.ডিস্ট্রিবিউটেড সিস্টেম","1. ବଣ୍ଟିତ ସିଷ୍ଟମ୍, 2. ବଣ୍ଟିତ ସିଷ୍ଟମ୍ |"
পরিবেশক,ବିତରକ
নথি,ଡକ୍ୟୁମେଣ୍ଟ୍
নথি স্বীকৃত,ଡକ୍ୟୁମେଣ୍ଟ୍ ସ୍ୱୀକୃତିପ୍ରାପ୍ତ |
"1. ডকুমেন্ট উইন্ডো, 2. ডকুমেন্ট উইন্ডো","1. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ, 2. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ |"
ডকুমেন্টেশন,ଡକ୍ୟୁମେଣ୍ଟେସନ୍
"ডোমেইন, ডোমেইন","ଡୋମେନ୍, ଡୋମେନ୍"
ডোমেন নাম,ଡୋମେନ୍ ନାମ
"1. ডট ম্যাট্রিক্স প্রিন্টার, 2. ডট ম্যাট্রিক্স প্রিন্টার","1. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍, 2. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |"
"নীচে, নীচে","ତଳେ, ତଳେ"
"1.Avallink, 2.Square","1. ଆଭାଲିଙ୍କ୍, 2. ସ୍କ୍ୱାର୍ |"
ডাউনলোড,ଡାଉନଲୋଡ୍ କରନ୍ତୁ |
ডাউনলোড সময়,ଡାଉନଲୋଡ୍ ସମୟ |
আকর্ষণ,ଟ୍ରାକ୍ସନ୍
DRAM (ডাইনামিক RAM),DRAM (ଡାଇନାମିକ୍ RAM)
রানঅফ,ରନ୍ ଅଫ୍
ড্রাইভার,ଡ୍ରାଇଭର |
পাতা,ପତ୍ର
ড্রপ লিস্ট বক্স,ଡ୍ରପ୍ ତାଲିକା ବାକ୍ସ
ড্রাম ড্রাইভ,ଡ୍ରମ୍ ଡ୍ରାଇଭ୍ |
"1.ড্রাম প্রিন্টার, 2.ড্রাম প্রিন্টার","1. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍, 2. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍ |"
"1. আইএম ইউনিট, 2. ড্রাম ইউনিট","1. ଇମ୍ ୟୁନିଟ୍, 2. ଡ୍ରମ୍ ୟୁନିଟ୍ |"
"1. দ্বৈততা, 2. দ্বি","1. ଦ୍ୱ ual ତ୍ୟ, 2 bi"
দ্বৈত ঘনত্ব,ଦ୍ୱ ual ତ ଘନତା |
"1. নীরব ঠিকানা, 2. জাল ঠিকানা","1. ନୀରବ ଠିକଣା, 2. ନକଲି ଠିକଣା |"
ডাম্প,ଡମ୍ପିଂ
ডুপ্লেক্স সার্কিট,ଡବଲ୍ ସର୍କିଟ୍ |
বৈধকরণ,ଆଇନଗତକରଣ |
কী কী,କି କି
"1.D V D R./W, 2. ডিভিডি রিডিং, 3. লেখা","1.D V D R./W, 2 DVD ପଠନ, 3. ଲେଖିବା"
ডিভিডি রম,DVD ROM
গতিশীল নির্দেশ,ଗତିଶୀଳ ନିର୍ଦ୍ଦେଶ
