Malayalam,Telugu
കാരിയർ പവർ,క్యారియర్ శక్తి
കാരിയർ സെൻസ് സിഗ്നൽ,క్యారియర్ సెన్స్ సిగ్నల్
കാരിയർ സംവേദനക്ഷമത,క్యారియర్ సున్నితత్వం
കാരിയർ വേർപിരിയൽ,క్యారియర్ విభజన
കാരിയർ ഷിഫ്റ്റ്,క్యారియర్ షిఫ్ట్
കാരിയർ സ്പെയ്സിംഗ്,క్యారియర్ స్పేసింగ్
കാരിയർ അടിച്ചമർത്തൽ,క్యారియర్ అణచివేత
കാരിയർ തരംഗം,క్యారియర్ వేవ్
വെടിയുണ്ടക്കൂട്,గుళిక
കൊത്തുപണി,చెక్కడం
കാസ്കേഡ്,క్యాస్కేడ్
കാസ്കേഡ് സർക്യൂട്ട്,క్యాస్కేడ్ సర్క్యూట్
കാസറ്റ്,క్యాసెట్
കാസ്റ്റ് ഇരുമ്പ്,తారాగణం ఇనుము
കാസ്റ്റിംഗ്,కాస్టింగ్
നാമാവലി,జాబితా
വിനാശകരമായ ഇടപെടൽ,విపత్తు జోక్యం
കാത്തഡ്,కాథోడ్
കാഥോഡ് ഫോളോവർ,కాథోడ్ అనుచరుడు
കാഥോഡ് റെനോൾ,కాథోడ్ రెసిస్టర్
സെൽ ഫോൺ,సెల్‌ఫోన్
സെല്ലുലാർ,సెల్యులార్
കേന്ദ്ര നിയന്ത്രണം,కేంద్ర నియంత్రణ
സെൻട്രൽ ആവൃത്തി,కేంద్ర పౌన frequency పున్యం
കേന്ദ്ര പ്രോസസ്സിംഗ് യൂണിറ്റ്,సెంట్రల్ ప్రాసెసింగ్ యూనిట్
കേന്ദ്രീകൃത ഡാറ്റാബേസ്,కేంద్రీకృత డేటాబేస్
കേന്ദ്രീകൃത സംവിധാനം,కేంద్రీకృత వ్యవస్థ
പിഞ്ഞാണനിര്മ്മാണപരം,సిరామిక్
സകാരമുറി,గది
മാറ്റുക സ്വിച്ച്,చేంజ్ఓవర్ స్విచ్
ചാനല്,ఛానెల్
ചാനൽ എൻകോഡർ,ఛానెల్ ఎన్కోడర్
ചാനൽ വേർതിരിക്കൽ,ఛానెల్ విభజన
ചാനൽ സ്പെയ്സിംഗ്,ఛానెల్ అంతరం
ചാനൽ സ്വിച്ചിംഗ്,ఛానెల్ స్విచింగ్
സ്വഭാവ സവിശേഷത,లక్షణ ఇంపెడెన్స్
സ്വഭാവഗുണങ്ങൾ,లక్షణాలు
ചാർജ് കാരിയർ,ఛార్జ్ క్యారియర్
ചാർജ് സാന്ദ്രത,ఛార్జ్ సాంద్రత
ചാർജ്ജ്,ఛార్జ్ చేయబడింది
ചാർജർ,ఛార్జర్
ചാർജിംഗ് വോൾട്ടേജ്,ఛార్జింగ్ వోల్టేజ్
അവകാശപതം,చార్ట్
ചേസിസ്,చాసిన్
സല്ലാപം,చాట్
കഷണം,చిప్
ചോക്ക് കോയിൽ,చౌక్ కాయిల్
ചോക്ക് ഇൻപുട്ട്,చౌక్ ఇన్పుట్
ചോപ്പർ ആംപ്ലിഫയർ,ఛాపర్ యాంప్లిఫైయర్
ക്രോമ,క్రోమా
ക്രോമ സാമ്പിൾ ഘടന,క్రోమా నమూనా నిర్మాణం
ക്രോമിനൻസ്,క్రోమినాన్స్
ഛായാഗ്രഹണം,సినిమాటోగ్రఫీ
സഞ്ചാരം,సర్క్యూట్
സർക്യൂട്ട് ബോർഡ്,సర్క్యూట్ బోర్డ్
സർക്യൂട്ട് ബ്രേക്കർ,సర్క్యూట్ బ్రేకర్
സർക്യൂട്ട് ഘടകം,సర్క్యూట్ మూలకం
സർക്യൂട്ട് സ്വിച്ച്,సర్క్యూట్ స్విచింగ్
സർക്യൂരി,సర్క్యూట్రీ
വൃത്താകൃതിയിലുള്ള ചലനം,వృత్తాకార కదలిక
വൃത്താകൃതിയിലുള്ള ധ്രുവീകരണം,వృత్తాకార ధ్రువణత
സർക്കുലർ ഉപഗ്രഹ ഭ്രമണപഥം,వృత్తాకార ఉపగ్రహ కక్ష్య
വൃത്താകൃതിയിലുള്ള വേഗത,వృత్తాకార వేగం
വൃത്താകൃതിയിലുള്ള ധ്രുവീകരിച്ച ആന്റിന,వృత్తాకార ధ్రువణ యాంటెన్నా
വൃത്താകൃതിയിലുള്ള ധ്രുവീകരണ പ്രക്ഷേപണം,వృత్తాకార ధ్రువణ ప్రసారం
പഖയായ,సర్క్యులేటర్
പചാരിക,క్లాడింగ్
പട്ട,బిగింపు
ക്ലാമ്പിംഗ് സർക്യൂട്ട്,బిగింపు సర్క్యూట్
ക്ലാസ് ഒരു പ്രവർത്തനം,క్లాస్ ఎ ఆపరేషన్
ക്ലാസ് സി ട്യൂൺ ആംപ്ലിഫയർ,క్లాస్ సి ట్యూన్డ్ యాంప్లిఫైయర్
എമിഷൻ ക്ലാസ്,ఉద్గార తరగతి
ക്ലാസിക്കൽ ഫിസിക്സ്,క్లాసికల్ ఫిజిక్స్
വര്ഗീകരണം,వర్గీకరణ
ക്ലീനിംഗ് ഏജന്റ്,శుభ్రపరిచే ఏజెంట్
വക്തമായ,క్లియర్
ചാനൽ മായ്ക്കുക,ఛానెల్ క్లియర్
ക്ലിക്കുചെയ്യുക,క్లిక్ చేయండి
കക്ഷി,క్లయింట్
ക്ലയന്റ് ബന്ധം (സെർവർ ബന്ധം),క్లయింట్ సంబంధం (సర్వర్ సంబంధం)
ക്ലിഫ് ഇഫക്റ്റ്,క్లిఫ్ ప్రభావం
ക്ലിപ്പ് ബോർഡ്,క్లిప్ బోర్డు
ക്ലിപ്പിംഗ്,క్లిప్పింగ్
ക്ലോക്ക് പൾസ്,క్లాక్ పల్స్
ക്ലോക്ക് ചെയ്ത ഫ്ലിപ്പ് ഫ്ലോപ്പ്,క్లాక్డ్ ఫ్లిప్ ఫ్లాప్
ക്ലോക്ക്ഫാസിംഗ് മൈക്ക്,క్లాక్ఫేస్డ్ మైక్
ക്ലോക്ക്-ആവൃത്തി,గడియారం-ఫ్రీక్వెన్సీ
ഘടികാരവൃത്തമായ,సవ్యదిశలో
അടച്ച സർക്യൂട്ട്,క్లోజ్డ్ సర్క్యూట్
അടച്ച ലൂപ്പ്,నిర్భంద వలయం
ക്ലസ്റ്റർ,క్లస్టర్
ക്ലസ്റ്ററിംഗ്,క్లస్టరింగ్
കോലാഹലം,అస్తవ్యస్తంగా
അലങ്കോല നഷ്ടം,అయోమయ నష్టం
പൂശല്,పూత
അബോക്സിയൽ കേബിൾ,ఏకాక్షక కేబుల్
കോക്സിയൽ ലൈൻ,ఏకాక్షక రేఖ
അബോക്സിക് ട്രാൻസ്മിഷൻ ലൈൻ,ఏకాక్షక ప్రసార రేఖ
സഹ ചാനല്,కో-ఛానెల్
സഹകരണ ഇടപെടൽ,కో-ఛానెల్ జోక్యం
കോക്ലിയ,కోక్లియా
കോഡ്,కోడ్
കോഡ് നമ്പർ,కోడ్ సంఖ్య
കോഡ് നിരക്ക്,కోడ్ రేటు
കോഡ് വാക്ക്,కోడ్ పదం
കോഡെക് (കോഡിംഗ് ഡീകോഡിംഗ്),కోడెక్ (కోడింగ్ డీకోడింగ్)
കോഡ് ചെയ്ത ഓഡിയോ,కోడెడ్ ఆడియో
കോഡർ,కోడర్
കോഡിംഗ്,కోడింగ్
കോഡിംഗ് ഡീകോഡിംഗ് സാങ്കേതികത,కోడింగ్ డీకోడింగ్ టెక్నిక్
കോഡിംഗ് പിശക്,కోడింగ్ లోపం
കോഡിംഗ് നിരക്ക്,కోడింగ్ రేటు
കോഡിംഗ് രീതി,కోడింగ్ టెక్నిక్
ഗുണകര്മ്മം,గుణకం
നിർബന്ധിത,బలవంతపు
യോജിച്ച മോഡുലേഷൻ,పొందికైన మాడ్యులేషన్
കോണം,కాయిల్
സഹപവര്ത്തനം,సహకారం
തകര്ന്നടിയുക,కూలిపోతుంది
കളപ്പുര,కలెక్టర్
കളക്ടർ കറന്റ്,కలెక్టర్ కరెంట్
അടിസ്ഥാന പെരുമാറ്റത്തിലേക്കുള്ള കളക്ടർ,బేస్ కండక్టెన్స్ నుండి కలెక్టర్
കളക്ടർ-അടിസ്ഥാന ജംഗ്ഷൻ,కలెక్టర్-బేస్ జంక్షన్
നിറം,రంగు
കളർ അനലൈസർ,కలర్ ఎనలైజర్
നിറം ബാലൻസ്,రంగు సమతుల్యత
നിറം പൊട്ടിത്തെറി,రంగు పేలుడు
കളർ ചാർട്ട്,రంగు చార్ట్
വർണ്ണ കോമ്പിനേഷൻ,రంగు కలయిక
വർണ്ണ സ്ഥിരത,రంగు స్థిరాంకం
വർണ്ണ നിയന്ത്രണം (Chrome നിയന്ത്രണം),రంగు నియంత్రణ (క్రోమ్ నియంత్రణ)
നിറം ആഴം,రంగు లోతు
കളർ ക്ഷീണം,రంగు అలసట
കളർ ഫിൽട്ടർ,కలర్ ఫిల్టర్
കളർ കില്ലർ സർക്യൂട്ട്,కలర్ కిల్లర్ సర్క్యూట్
കളർ കൈൻകോപ്പ്,కలర్ కైన్‌కోప్
കളർ മിക്സർ,కలర్ మిక్సర్
വർണ്ണ പാറ്റേൺ,రంగు నమూనా
വർണ്ണ പെർസെപ്ഷൻ,రంగు అవగాహన
കളർ പിക്ചർ സ്ക്രീൻ,కలర్ పిక్చర్ స్క్రీన్
കളർ സ്പേസ്,రంగు స్థలం
കളർ സബ്കറിയർ,రంగు సబ్‌కారియర్
വർണ്ണ താപനില,రంగు ఉష్ణోగ్రత
കളർ ട്രാൻസ്മിഷൻ,రంగు ప్రసారం
കളർ ട്യൂബ്,కలర్ ట్యూబ్
നിറങ്ങൾ,రంగు
നിറമില്ലാത്ത,రంగులేని
സമ്മിശണം,కలయిక
കോമ്പിനർ,కాంబినర్
സംയോജനം സംയോജിപ്പിക്കുന്നു,కలయిక ప్రక్రియ
ജ്വലിക്കുക,దహన
ആജ്ഞാപിക്കുക,కమాండ్
തുടങ്ങുന്നതിനു,ప్రారంభం
വാണിജ്യ പ്രക്ഷേപണം,వాణిజ్య ప్రసారం
വാണിജ്യ ടെലിവിഷൻ,వాణిజ్య టెలివిజన్
സാധാരണ കളക്ടർ സർക്യൂട്ട്,సాధారణ కలెక్టర్ సర్క్యూట్
വാര്ത്താവിനിമയം,కమ్యూనికేషన్
ആശയവിനിമയ ഉപഗ്രഹം,కమ్యూనికేషన్ ఉపగ్రహం
കമ്മ്യൂണിറ്റി റേഡിയോ സെന്റർ,కమ్యూనిటీ రేడియో సెంటర్
കമ്മ്യൂണിറ്റി റേഡിയോ സ്റ്റേഷൻ,కమ్యూనిటీ రేడియో స్టేషన్
കോംപാക്റ്റ് ഡിസ്ക് (സിഡി),కాంపాక్ట్ డిస్క్ (సిడి)
കോംപാക്റ്റ് ഡിസ്ക് പ്ലെയർ,కాంపాక్ట్ డిస్క్ ప్లేయర్
വേലക്കാരന്,కంపాండర్
സൃഷ്ടിച്ച്,కంపాండింగ్
അനുയോജ്യത,అనుకూలత
അനുഗുണമായ,అనుకూలంగా
കംപൈലർ,కంపైలర్
പൂരകൻ,పరిపూరకరమైనది
പരസ്പര ബന്ധപ്പെടേണ്ട ട്രാൻസിസ്റ്റർ,కాంప్లిమెంటరీ ట్రాన్సిస్టర్
സങ്കീർണ്ണമായ വേവ്,సంక్లిష్ట తరంగం
ഘടകം,భాగం
സംയോജിത,మిశ్రమ
സംയോജിത സർക്യൂട്ട്,మిశ్రమ సర్క్యూట్
സംയോജിത ഡിജിറ്റൽ,మిశ్రమ డిజిటల్
സംയോജിത റേഡിയോ ഫ്രീക്വൻസി സിഗ്നൽ,మిశ్రమ రేడియో ఫ్రీక్వెన్సీ సిగ్నల్
സംയോജിത സിഗ്നൽ,మిశ్రమ సిగ్నల్
സംയോജിത വീഡിയോ,మిశ్రమ వీడియో
സംയോജിത വീഡിയോ സിഗ്നൽ,మిశ్రమ వీడియో సిగ్నల్
രചന,కూర్పు
കംപ്രസ്സുചെയ്ത ഡാറ്റ,కంప్రెస్డ్ డేటా
കംപ്രസ്സുചെയ്ത ഡിജിറ്റൈസ് ചെയ്ത വീഡിയോ,కంప్రెస్డ్ డిజిటలైజ్డ్ వీడియో
കംപ്രസ്സുചെയ്ത വീഡിയോ,కంప్రెస్డ్ వీడియో
കംപ്രഷൻ,కుదింపు
കംപ്രഷൻ ആർട്ടിഫാക്റ്റ്,కంప్రెషన్ ఆర్టిఫ్యాక్ట్
കംപ്രഷൻ അപകടം,కుదింపు ప్రమాదం
കംപ്രഷൻ രീതി,కంప్రెషన్ టెక్నిక్
കംപ്രർ,కంప్రెసర్
കണക്കുകൂട്ടുക,కంప్యూట్
കന്വൂട്ടര്,కంప్యూటర్
കമ്പ്യൂട്ടർ ആസ്ഥാനമായുള്ള മൾട്ടിമീഡിയ,కంప్యూటర్ ఆధారిత మల్టీమీడియా
കമ്പ്യൂട്ടർ പ്രോഗ്രാമിംഗ്,కంప్యూటర్ ప్రోగ్రామింగ్
കമ്പ്യൂട്ടർ സാങ്കേതികവിദ്യ,"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం"
കോൺകീവ് ലെൻസ്,పుటాకార లెన్స్
കോൺകീവ് മിറർ,పుటాకార అద్దం
ഒളിച്ചുഴ ലഭിക്കല്,దాచడం
ഏകാഗ്രത,సాంద్రీకృత
ഏകാഗത,ఏకాగ్రత
ഏകാഗത ലെൻസ്,కేంద్రీకృత లెన్స్
കണ്ടൻസർ മൈക്രോഫോൺ,కండెన్సర్ మైక్రోఫోన్
സന്തുലിതാവസ്ഥയുടെ അവസ്ഥ,సమతుల్యత యొక్క పరిస్థితి
ആവർത്തനം,ప్రసరణ
ചണംകരണം,ప్రసరణ ప్రస్తుత
ചാരന്വിറ്റി,వాహకత
മേല്നോട്ടക്കാരി,కండక్టర్
കോൺഫിഗറേഷൻ,ఆకృతీకరణ
കൂട്ടുകെട്ട്,కనెక్షన్
കണക്റ്റിവിറ്റി,కనెక్టివిటీ
കണക്റ്റർ,కనెక్టర్
സ്ഥിരത,స్థిరత్వం
സ്ഥിരമായി,స్థిరంగా
കൺസോൾ,కన్సోల్
സ്ഥിരമായ,స్థిరాంకం
സ്ഥിരമായ വ്യാപ്തി,స్థిరమైన వ్యాప్తి
മൈക്രോഫോൺ ബന്ധപ്പെടുക,మైక్రోఫోన్‌ను సంప్రదించండి
കണ്ടെയ്നർ ഫോർമാറ്റ്,కంటైనర్ ఫార్మాట్
മലിനമാക്കല്,కాలుష్యం
സന്തുഷ്ടമായ,విషయము
തുടർച്ചനാൽ,పరస్పర
തുടർച്ച,కొనసాగింపు
തുടർച്ച ബൂത്ത്,కొనసాగింపు బూత్
തുടർച്ച നോബ്,కొనసాగింపు నాబ్
ഇടതടവില്ലാതെ,నిరంతర
തുടർച്ചയായ ആർക്ക്,నిరంతర ఆర్క్
തുടർച്ചയായ തരംഗം,నిరంతర వేవ్
കോണ്ടൂർ ലൈൻ,ఆకృతి రేఖ
കോണ്ടൂർ പ്ലാൻ,ఆకృతి ప్రణాళిక
ഉടന്വടി,ఒప్పందం
സങ്കോചനം,సంకోచం
ദൃശ്യതീവ്രത അനുപാതം,కాంట్రాస్ట్ రేషియో
നിയന്ത്രണ സർക്യൂട്ട്,కంట్రోల్ సర్క్యూట్
ഇലക്ട്രോഡ് നിയന്ത്രിക്കുക,కంట్రోల్ ఎలక్ట్రోడ్
ഉപകരണങ്ങൾ നിയന്ത്രിക്കുക,నియంత్రణ పరికరాలు
നിയന്ത്രണ ഗ്രിഡ്,కంట్రోల్ గ్రిడ్
നിയന്ത്രണ രേഖ,నియంత్రణ రేఖ
നിയന്ത്രണ പാനൽ,నియంత్రణ ప్యానెల్
നിയന്ത്രണ മുറി,నియంత్రణ గది
നിയന്ത്രണ പട്ടിക,నియంత్రణ పట్టిక
നിയന്ത്രണ ഗോപുരം,కంట్రోల్ టవర్
കണ്ട്രോളർ,నియంత్రిక
ഒത്തുപണി,కన్వర్జెన్స్
മൊത്തത്തിലുള്ള ലെൻസ്,కన్వర్జెంట్ లెన్స్
കവർത്തനമാർഗ്ഗം,కన్వర్టర్
കൺവെക്സ് ലെൻസ്,కుంభాకార లెన్స్
സാരമക്ഷമമായ,కన్విల్యూషన్
പരിമിതി കോഡ് ചെയ്തു,కన్వల్యూషన్ కోడెడ్
പരിണാമപരമായ പരസ്പരബന്ധം,కన్వల్యూషనల్ ఇంటర్‌లీవ్
പരിണാമപരമായ സംക്രമണ,కన్వల్యూషనల్ ఇంటర్‌లీవింగ్
കുക്കി,కుకీ
കുക്കിതാവ്,కుకీయర్
കോപാസസ്സർ,కోప్రాసెసర్
ചരട്,త్రాడు
കൊറോണ,కరోనా
കൊറോണ ഡിസ്ചാർജ്,కరోనా ఉత్సర్గ
പരസ്പരബന്ധം,సహసంబంధం
കോസിൻ ഘടകം,కొసైన్ భాగం
കോസിൻ തരംഗം,కొసైన్ వేవ్
കോസ്മിക് ശബ്ദം,విశ్వ శబ్దం
കൗണ്ടര്,కౌంటర్
എതിർ ഘടികാരദിശയിൽ,కౌంటర్ సవ్యదిశలో
കപ്ലർ,కప్లర్
കപ്ലിംഗ്,కలపడం
കപ്ലിംഗ് കണ്ടൻസർ,కప్లింగ్ కండెన్సర్
കപ്ലിംഗ് നെറ്റ്വർക്ക്,కలపడం నెట్‌వర్క్
Conpling പ്രതിരോധം,కలపడం నిరోధకత
കോവാലന്റ് ബോണ്ട്,సమయోజనీయ బంధం
കവറേജ്,కవరేజ్
തകര്ച്ച,క్రాష్
ഗുരുതരമായ ബാൻഡ്,క్రిటికల్ బ్యాండ్
ഗുരുതരമായ അവസ്ഥ,క్లిష్ట పరిస్థితి
ഗുരുതരമായ കപ്ലിംഗ്,క్లిష్టమైన కలపడం
ഗുരുതരമായ ആവൃത്തി,క్లిష్టమైన ఫ్రీక్వెన్సీ
ഗുരുതരമായ പാരാമീറ്റർ,క్లిష్టమైన పరామితి
മുതല ക്ലിപ്പ്,క్రోకోడైల్ క్లిప్
ക്രോസ് മങ്ങൽ,క్రాస్ ఫేడింగ్
ക്രോസ് മോഡുലേഷൻ,క్రాస్ మాడ్యులేషన్
ക്രോസ് ടോക്ക്,క్రాస్ టాక్
ക്രോസ്ഫേഡ്,క్రాస్ఫేడ్
ക്രിപ്റ്റോഗ്രഫി,క్రిప్టోగ్రఫీ
സ്ഫടികം,క్రిస్టల్
ക്രിസ്റ്റൽ ഫിൽട്ടർ,క్రిస్టల్ ఫిల్టర్
ശീതം,క్యూ
ക്യൂ മാർക്ക്,క్యూ మార్కులు
ഉപകരണം ക്യൂപ്പിംഗ് ഉപകരണം,క్యూయింగ్ పరికరం
നിലവിലെ ഡ്രെയിൻ,ప్రస్తుత కాలువ
നിലവിലെ മീറ്റർ,ప్రస్తుత మీటర్
നിലവിലെ ട്രാൻസ്ഫോർമർ,ప్రస్తుత ట్రాన్స్ఫార్మర్
കഴ്സർ,కర్సర్
വളവ്,వక్రరేఖ
ആവൃത്തി മുറിക്കുക,ఫ్రీక్వెన్సీని కత్తిరించండి
മുറിവ്,కట్టర్
സൈബർ കഫേ,సైబర్ కేఫ్
സൈബർ സുരക്ഷ,సైబర్ భద్రతా
സൈബർ സ്ഥലം,సైబర్ స్థలం
ആവൃത്തി,చక్రం
ചാക്രിക,చక్రీయ
D.C. ഘടകം,డి.సి. భాగం
D.C. പ്ലേറ്റ് വൈദ്യുതി,డి.సి. ప్లేట్ శక్తి
D.C. പുനസ്ഥാപിക്കൽ,డి.సి. పునరుద్ధరణ
ഡാംപ്പർ ഡയോഡ്,డంపర్ డయోడ్
നനഞ്ഞ,డంపింగ్
ഇരുണ്ട,చీకటి
ഡാറ്റ,సమాచారం
ഡാറ്റ ബ്രോഡ്കാസ്റ്റിംഗ്,డేటా ప్రసారం
ഡാറ്റ കംപ്രഷൻ,డేటా కుదింపు
ഡാറ്റ ഡ്രില്ലിംഗ്,డేటా డ్రిల్లింగ్
ഡാറ്റ എൻക്രിപ്ഷൻ,డేటా గుప్తీకరణ
ഡാറ്റ ഫയൽ,సమాచార దస్తా
ഡാറ്റ കൈകാര്യം ചെയ്യൽ,డేటా నిర్వహణ
ഡാറ്റ ഖനനം,డేటా మైనింగ్
ഡാറ്റ പ്രോസസ്സിംഗ്,డేటా ప్రాసెసింగ్
ഡാറ്റ പ്രോസസ്സ്,డేటా ప్రాసెసర్
ഡാറ്റ കുറച്ച ബിറ്റ് സിസ്റ്റം,డేటా తగ్గించిన బిట్ సిస్టమ్
ഡാറ്റ സേവനം,డేటా సేవ
ഡാറ്റ ഷീറ്റ്,సమాచార పట్టిక
ഡാറ്റ സംഭരണം,డేటా నిల్వ
ഡാറ്റ സ്ട്രീം,డేటా స్ట్రీమ్
ഡാറ്റ പരിവർത്തനം,డేటా పరివర్తన
ഡാറ്റ ട്രാൻസ്മിഷൻ,డేటా ప్రసారం
ഡാറ്റാബേസ്,డేటాబేస్
അപകീർത്തികരമായ,డేటాకాస్టింగ్
ഡാറ്റാഗ്രാം,డేటాగ్రామ్
ഡിബി മീറ്റർ,DB మీటర్
ചത്ത വായു,చనిపోయిన గాలి
ഡെഡ് ഷോർട്ട് സർക്യൂട്ട്,డెడ్ షార్ట్ సర్క్యూట్
ചത്ത സ്ഥലം,డెడ్ స్పాట్
ഡെഡ്ലോക്ക്,డెడ్లాక్
ഡീബഗ് പ്രോഗ്രാം,డీబగ్ ప్రోగ్రామ్
ഡീബഗ്ഗിംഗ്,డీబగ్గింగ్
ശബ്ദത്തിന്റെ ക്ഷയം,ధ్వని క్షయం
ഡെസിബെൽ (ഡിബി),డిసిబెల్
ദശാംശ,దశాంశం
ദശാംശ കോഡ്,దశాంశ కోడ్
ദശാംശ അക്ക,దశాంశ అంకె
അനുശാസിക്കുന്നു,డెసిఫరింగ్
അചഞ്ചര്,డీకోడర్
ഡീകോഡിംഗ്,డీకోడింగ్
ഡിജിറ്റൽ ട്രാൻസ്മിഷനിൽ ഡീകോഡ് ചെയ്യുന്നു,డిజిటల్ ట్రాన్స్మిషన్లో డీకోడింగ్
വികൃതമായ,డికంప్రెషన్
തളർത്തുക,డికప్లింగ్
സർക്യൂട്ട് ഉപേക്ഷിക്കുന്നു,డికప్లింగ్ సర్క్యూట్
നെറ്റ്വർക്ക് തീരുമാനിക്കുക,డికప్లింగ్ నెట్‌వర్క్
ഡീക്രിപ്ഷൻ,డిక్రిప్షన్
സമർപ്പിതരേഖ,అంకితమైన పంక్తి
ഡി-എംബഡിംഗ്,డి-ఎంబెడింగ్
ഡി-is ന്നൽ,డి-ఎంఫాసిస్
കുറ്റം,డిఫాల్ట్
ഗുണനിലവാരത്തിൽ തകരാറ്,నాణ్యతలో లోపం
കുറവുള്ള,లోపభూయిష్ట
വികലമായ യൂണിറ്റ്,లోపభూయిష్ట యూనిట్
നിര്വചനം,నిర్వచనం
വ്യതിചലനം,విక్షేపం
അവശമനം,వైకల్యం
വഞ്ചന,డీఫ్రాగ్మెంటేషన్
ഡി-ഗെയ്സിംഗ് കോയിൽ,డి-గాస్సింగ్ కాయిల్
ഡിഗ്രി,డిగ్రీ
ഡി-ഇന്റർലീവ്,డి-ఇంటర్‌లీవర్
കാലതാമസം,ఆలస్యం లైన్
കാലതാമസം,సమయం ఆలస్యం
ഫ്രെയിം മെമ്മറി വൈകി,ఫ్రేమ్ మెమరీ ఆలస్యం
സ്കാനിംഗ് വൈകി,ఆలస్యం స్కానింగ్
സമന്വയ സിഗ്നൽ വൈകി,ఆలస్యం సమకాలీకరణ సిగ్నల్
പസവം,డెలివరీ
ഡെലിവറി സംവിധാനം,బట్వాడా వ్యవస్థ
പൊളിക്കുക,డెమోడ్యులేషన్
ഡിമോഡലേറ്റർ കാർഡ്,డెమోడ్యులేటర్ కార్డ్
ലംതിപ്റ്റൻ,డెమల్టిప్లెక్సర్
ഫീൽഡിന്റെ ആഴം,ఫీల్డ్ యొక్క లోతు
അവരോഹണം,అవరోహణ
ഡിസൈൻ സവിശേഷത,డిజైన్ స్పెసిఫికేషన్
ഡെസ്ക്ടോപ്പ്,డెస్క్‌టాప్
ഡിറ്റക്ടർ .ട്ട്പുട്ട്,డిటెక్టర్ అవుట్పుట్
വതിചലനം,విచలనం
ഉപായം,పరికరం
ഉപകരണ ഡ്രൈവർ,పరికర డ్రైవర్
ഡയഗ്നോസ്റ്റിക്സ്,విశ్లేషణ
രേഖാലേഖം,రేఖాచిత్రం
ഡയലോഗ് ട്രാക്ക്,డైలాగ్ ట్రాక్
വ്യാജ മോഡ്,వ్యాసమైన మోడ్
ഡയമണ്ട് സ്റ്റൈലസ്,డైమండ్ స్టైలస్
ഡയഫ്രം,ఉదరవితానం
ഡയഫ്രാഗ്മാറ്റിക് ആഗിര്ബർ,డయాఫ్రాగ్మాటిక్ అబ్జార్బర్
ഡിക്കോട്ടിക് ലിസണിംഗ്,డైకోటిక్ లిజనింగ్
ഡീലക്റ്റിക്,విద్యుద్వాహక
ഡീലക്ട്രിക് ബ്രേക്ക്- താഴേക്ക്,విద్యుద్వాహక విచ్ఛిన్నం- డౌన్
ഡീലക്ട്രിക് നഷ്ടം,విద్యుద్వాహక నష్టం
വ്യത്യാസ ആവൃത്തി,తేడా ఫ్రీక్వెన్సీ
വ്യത്യാസ ആവൃത്തിയുടെ വികസനം (DFD),తేడా ఫ్రీక్వెన్సీ వక్రీకరణ (DFD)
വ്യത്യാസ സ്വരം,తేడా టోన్
ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ,అవకలన యాంప్లిఫైయర్
ഡിഫ്രാക്ഷൻ,విక్షేపం
ഡിഫ്യൂസർ,డిఫ్యూజర్
അക്കം,అంకె
ഡിജിറ്റൽ,డిజిటల్
ഡിജിറ്റൽ ആർട്ടിഫാക്റ്റ്,డిజిటల్ ఆర్టిఫ్యాక్ట్
ഡിജിറ്റൽ ഓഡിയോ,డిజిటల్ ఆడియో
ഡിജിറ്റൽ ഓഡിയോ ഫിൽട്ടർ,డిజిటల్ ఆడియో ఫిల్టర్
ഡിജിറ്റൽ ഓഡിയോ വർക്ക് സ്റ്റേഷൻ,డిజిటల్ ఆడియో వర్క్ స్టేషన్
ഡിജിറ്റൽ ക്യാമറ,డిజిటల్ కెమెరా
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,డిజిటల్ కంప్యూటర్
ഡിജിറ്റൽ ഡാറ്റ,డిజిటల్ డేటా
ഡിജിറ്റൽ എഡിറ്റിംഗ്,డిజిటల్ ఎడిటింగ్
ഡിജിറ്റൽ എക്സൈറ്റർ,డిజిటల్ ఎక్సైటర్
ഡിജിറ്റൽ ഫിൽട്ടർ,డిజిటల్ ఫిల్టర్
ഡിജിറ്റൽ ഫ്രെയിം സമന്വയം,డిజిటల్ ఫ్రేమ్ సింక్రొనైజర్
ഡിജിറ്റൽ പൈതൃകം,డిజిటల్ వారసత్వం
ഡിജിറ്റൽ ഇമേജ്,డిజిటల్ చిత్రం
ഡിജിറ്റൽ ലൈബ്രറി,డిజిటల్ లైబ్రరీ
ഡിജിറ്റൽ മീറ്റർ,డిజిటల్ మీటర్
ഡിജിറ്റൽ മോഡുലേഷൻ,డిజిటల్ మాడ్యులేషన్
ഡിജിറ്റൽ മൾട്ടിഫ്ക്സ്,డిజిటల్ మల్టీప్లెక్స్
ഡിജിറ്റൽ നെറ്റ്വർക്ക്,డిజిటల్ నెట్‌వర్క్
ഡിജിറ്റൽ .ട്ട്പുട്ട്,డిజిటల్ అవుట్పుట్
ഡിജിറ്റൽ പ്ലേബാക്ക്,డిజిటల్ ప్లేబ్యాక్
ഡിജിറ്റൽ റേഡിയോ മൊണ്ടാലിലേക്ക് (ഡിആർഎം),డిజిటల్ రేడియో మొండియాల్ (DRM)
