Assamese,Marathi
চিত্ৰাঙ্কিত উপস্থাপন,ग्राफिकल प्रतिनिधित्व
ব্যাস,व्यासाचा
ব্যাস নিৰ্ধাৰণ কৰক,व्यास सेट करा
ডায়েমেট্ৰিকভাৱে বিপৰীত,diametrically विरुद्ध
"ক্ৰছফায়াৰ, পাশা নিক্ষেপ কৰা","क्रॉसफायर, फासे फेकणे"
উভচৰ শ্ৰেণীবিভাজন,उभयचर वर्गीकरण
"bifurcation, আধা","दुभाजक, अर्धा"
অভিধান,शब्दकोश
ডিফাৰেন্সিয়েল কেলকুলাছ,विभेदक कॅल्क्युलस
অৱভেদ্য সমীকৰণ,विभेदक समीकरण
ডিফাৰেন্সিয়েল সূত্ৰ,विभेदक सूत्र
ডিফাৰেন্সিয়েল পদ্ধতি,विभेदक पद्धत
গোটৰ পাৰ্থক্য,संचांचा फरक
ভিন্নতামূলক,वेगळे करण्यायोग्य
ডিফাৰেন্সিয়েল কাৰ্ভ,विभेदक वक्र
ডিফাৰেন্সিয়েল ফাংচন,विभेदक कार्य
"ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, আন্তঃপৰীক্ষামূলক, আন্তঃসংস্থা, পাৰ্থক্য","विभेदक, विभेदक, विभेदक, आंतर-ट्रायल, आंतरसंस्था, भिन्नता"
ডিফাৰেন্সিয়েল মেথ,विभेदक गणित
ডিফাৰেন্সিয়েল সহগ,विभेदक गुणांक
অৱভেদ্য সমীকৰণ,विभेदक समीकरण
ডিফাৰেন্সিয়েল কলিচন,विभेदक टक्कर
ডিফাৰেন্সিয়েল সূত্ৰ,विभेदक सूत्र
ডিফাৰেন্সিয়েল ফাংচন,विभेदक कार्य
ডিফাৰেন্সিয়েল জ্যামিতি,विभेदक भूमिती
উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল,उच्च ऑर्डर भिन्नता
ডিফাৰেন্সিয়েল ছেগমেণ্ট,विभेदक विभाग
পাৰ্থক্য কৰা,वेगळे करणे
"পাৰ্থক্য, পাৰ্থক্য","भिन्नता, भिन्नता"
ডিফাৰেন্সিয়েল সূত্ৰ,विभेदक सूत्र
ভেক্টৰৰ পাৰ্থক্য,वेक्टरचे विभेदक
"প্ৰসাৰণ, প্ৰসাৰণ","प्रसार, प्रसार"
"সংখ্যা, ডায়েডেম, আঙুলি","अंक, डायडेम, बोट"
ডিজিটেল কম্পিউটাৰ,डिजिटल संगणक
অংকি দত্ত,अंकी दत्त
"পৰিসৰ, প্ৰস্থ, মাত্ৰা, শক্তি","विस्तार, रुंदी, परिमाण, शक्ती"
মাত্ৰাগততা,आयाम
মাত্ৰাহীন,आकारहीन
সমীকৰণৰ মাত্ৰা,समीकरण परिमाण
ডাইঅ’ফেন্টাছৰ সমীকৰণ,डायओफँटसचे समीकरण
পতনৰ কোণ,पडण्याचा कोन
ডাইপোল স্থানাংক,द्विध्रुवीय समन्वय
ডাইপোল,द्विध्रुव
বাইপিৰামিড,द्विपिरॅमिड
dirac ডেল্টা ফাংচন,डायरॅक डेल्टा फंक्शन
সাধাৰণ স্পৰ্শক,सामान्य स्पर्शिका
সোঁকোণ,काटकोन
প্ৰত্যক্ষ ৰেখা,थेट ओळ
স্থান ব্যুৎপত্তি,जागा व्युत्पन्न
"ডাইকোচিন, ডাইকো-কোচাইন","डिकोसाइन, डिको-कोसाइन"
ৰ দিশটো সৰ্বোচ্চ,कमाल दिशा
প্ৰজেকচন দিশ,प्रक्षेपण दिशा
দিশ অনুপাত,दिशा गुणोत्तर
নিয়ন্ত্ৰণ বৃত্ত,नियामक मंडळ
নিয়ন্ত্ৰক বৃত্ত,नियामक मंडळ
এনুলোমা প্ৰডাক্ট,अनुलोमा उत्पादन
"প্ৰত্যক্ষ প্ৰমাণ, প্ৰত্যক্ষ প্ৰমাণ","थेट पुरावा, थेट पुरावा"
ক্ৰমিক অনুপাত,अनुक्रमिक गुणोत्तर
ভাগ্য,नशीब
anuloma যোগফল,अनुलोमा बेरीज
disjointed set,विभक्त संच
"discontinuity, বিচ্ছিন্নতা, বিচ্ছিন্নতা","खंड, खंड, खंड"
ডেৰাইভেটিভৰ বিচ্ছিন্নতা,डेरिव्हेटिव्हचे खंडन
প্ৰথম ধৰণৰ বিচ্ছিন্নতা,प्रथम प्रकार खंडितता
দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা,दुसरा प्रकार खंडितता
বিচ্ছিন্ন বিতৰণ,अखंड वितरण
বিচ্ছিন্ন কাৰ্য্য,अखंड कार्य
বিচ্ছিন্ন ভ্যাৰিয়েন্স,सतत फरक
কণা,कण
বিচ্ছিন্ন বিতৰণ,अखंड वितरण
বিচ্ছিন্ন সম্ভাৱনা বিতৰণ,अखंड संभाव्यता वितरण
বিচ্ছিন্ন যাদৃচ্ছিক চলক,खंडित यादृच्छिक चल
বিচ্ছিন্ন নমুনা স্থান,अखंड नमुना जागा
বিচ্ছিন্ন সমষ্টি,स्वतंत्र एकूण
বিচ্ছিন্ন জনসংখ্যা,स्वतंत्र लोकसंख्या
বিচ্ছিন্ন অৱস্থা,स्वतंत्र अवस्था
বিচ্ছিন্ন ভ্যাৰিয়েন্স,सतत फरक
বিতৰণ কৰ,वितरण कर
বৈষম্যমূলক বিশ্লেষণ,भेदभावपूर्ण विश्लेषण
disjointed,विभक्त
disjointed ইভেন্ট,विघटित घटना
disjointed set,विभक्त संच
disjoint সন্নিৱিষ্ট কৰা,विच्छेदन समाविष्ट करणे
"disjunction, যুক্তিসংগত যোগফল","वियोग, तर्कसंगत बेरीज"
"বিক্ষিপ্ততা, বিক্ষিপ্ততা","फैलाव, विखुरणे"
বিক্ষিপ্ততা লেখচিত্ৰ,फैलाव चार्ट
বিক্ষিপ্ততা সূচকাংক,फैलाव निर्देशांक
বিক্ষিপ্ততা ডায়েগ্ৰাম,फैलाव आकृती
বিক্ষিপ্ততা মেট্ৰিক্স,फैलाव मॅट्रिक्स
স্থানচ্যুতি,विस्थापन
প্ৰদৰ্শন,प्रदर्शन
কনছ&#39;ল,कन्सोल
"অসমান, অসমান","असमान, असमान"
ক্ষয়কাৰী বল,नष्ट करणारी शक्ती
দূৰত্বৰ ফলন,अंतर कार्य
দূৰত্ব মডুলাছ,अंतर मॉड्यूलस
অবিতৰণমূলক,वितरण नसलेले
"বিতৰণ নিয়ম, বিতৰণ নিয়ম","वितरण नियम, वितरण नियम"
"to dissipate, বিসৰ্জন কৰা","उधळणे, उधळणे"
"বিচ্ছিন্নতা, বিচ্ছিন্নতা, বিচ্ছিন্নতা","वळवणे, वळवणे, वळवणे"
বিচ্ছিন্নতা উপপাদ্য,भिन्नता प्रमेय
ডাইভাৰ্জেন্ট,वळवणारा
বিচ্ছিন্ন পৰিসৰ,भिन्न श्रेणी
বিভক্ত পাৰ্থক্য,विभाजित फरक
"বিভাজনযোগ্যতা, বিভাজনযোগ্যতা","विभाज्यता, विभाज्यता"
"বিভাজ্য, বিভাজ্য","विभाज्य, विभाज्य"
"বিভাজন, বিভাজন, বিভাজন","विभागणी, विभागणी, विभागणी"
বিভাজন এলগৰিদম,विभाजन अल्गोरिदम
স্প্লিট ৰিং,स्प्लिट रिंग
চতুৰ্ভুজ,चतुर्भुज
decagon,दशभुज
"ডমেইন, ডমেইন, প্ৰদেশ, ভূখণ্ড","डोमेन, डोमेन, प्रांत, प्रदेश"
কাৰ্য্যৰ ডমেইন,कार्यक्षेत्र
সংজ্ঞা-প্ৰদেশ,व्याख्या-प्रांत
অস্তিত্বৰ অৱস্থা,अस्तित्वाची स्थिती
অভাৰৰাইডিং ডিভাইচ,अधिलिखित डिव्हाइस
ডপলাৰ ইফেক্ট,डॉपलर प्रभाव
"পইণ্ট প্ৰডাক্ট, স্কেলাৰ প্ৰডাক্ট","बिंदू उत्पादन, स्केलर उत्पादन"
বিন্দুযুক্ত বক্ৰ,ठिपके असलेला वक्र
ডুৱেল ডিফাৰেন্সিয়েল,दुहेरी भिन्नता
ডাবল ঘাতীয় বিতৰণ,दुहेरी घातांकीय वितरण
ডাবল কইল,दुहेरी कॉइल
বাইনাৰী অখণ্ড,बायनरी अविभाज्य
বাইনাৰী সংহতি,बायनरी एकत्रीकरण
ডাবল লিমিট,दुहेरी मर्यादा
ডাবল নমুনা সংগ্ৰহৰ ইভেন্ট,दुहेरी सॅम्पलिंग इव्हेंट
ডাবল ক্ৰম,दुहेरी क्रम
ডাবল ছিৰিজ,दुहेरी मालिका
ডাবল-সংলগ্ন সংকেত,दुहेरी-संलग्न नोटेशन
ডাবল কম্পাইলেচন,दुहेरी संकलन
তললৈ ত্বৰণ,अधोगामी प्रवेग
তললৈ স্থানান্তৰিত হোৱা,खालच्या दिशेने विस्थापन
তললৈ গতি,खालची गती
তললৈ যোৱা বেগ,खालचा वेग
ট্ৰেকচন,कर्षण
ট্ৰেকচন বল,कर्षण शक्ती
"দ্বৈত দ্বৈততা,",दुहेरी द्वैत
ডুৱেল বেচ,दुहेरी पाया
দ্বৈত আভ্যন্তৰীণ উৎপাদন,दुहेरी अंतर्गत उत्पादन
ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা,दुहेरी रेखीय प्रोग्रामिंग समस्या
"ডাবল অপাৰেচন, ডুৱেল অপাৰেচন","दुहेरी ऑपरेशन, दुहेरी ऑपरेशन"
দ্বৈত সমস্যা,दुहेरी समस्या
ডুৱেল একক এলগৰিদম,ड्युअल सिंगल अल्गोरिदम
দ্বৈত একক পদ্ধতি,दुहेरी एकल पद्धत
দ্বৈত স্থান,दुहेरी जागा
ডুৱেল ভেৰিয়েবল,ड्युअल व्हेरिएबल
দ্বৈত ভেক্টৰ স্থান,दुहेरी वेक्टर जागा
নিৰৱ সূচকাংক,मूक निर्देशांक
নিৰৱ ফুটাৰ,मूक तळटीप
নীৰৱ চুক্তি,मूक करार
নিৰৱ চলক,मूक व्हेरिएबल
ডুপ্লিকেচন,डुप्लिकेशन
গতিশীল,गतिमान
গতিশীল ব্যৱস্থা,डायनॅमिक प्रणाली
গতিশীল চাহিদা কাৰ্য্য,डायनॅमिक मागणी कार्य
গতিশীল আৰ্হি,डायनॅमिक मॉडेल
ডাইনামিক প্ৰগ্ৰেমিং,डायनॅमिक प्रोग्रामिंग
ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি,डायनॅमिक प्रोग्रामिंग दृष्टीकोन
ডাইনামিক প্ৰগ্ৰেমিং কৌশল,डायनॅमिक प्रोग्रामिंग तंत्र
"গতিশীলতা, গতিশীলতা","गतिशीलता, गतिशीलता"
কণা গতিবিদ্যা,कण गतिशीलता
কঠিন শৰীৰৰ গতিশীলতা,कठोर शरीर गतिशीलता
"পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী সংস্পর্শ (ver.)","पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी संपर्क (ver.)"
ভূমিকম্পৰ তীব্ৰতা,भूकंपाची तीव्रता
কেন্দ্ৰীয়তা,विलक्षणता
ধাৰণা,गृहीतक
অৰ্থনৈতিক পূৰ্বাভাস,अर्थमितीय अंदाज
অৰ্থনীতিবিদ,अर्थमितितज्ञ
অৰ্থনীতি,अर्थमिती
অৰ্থনীতি,अर्थशास्त्र
"কোৰ, প্ৰান্ত, ছিদ্ৰ","कोर, धार, फाडणे"
সমষ্টিগত কোৰৰ সন্মুখীন হোৱা,एकूण कोर तोंड
দক্ষতা সূচকাংক,कार्यक्षमता निर्देशांक
বৈশিষ্ট্যপূৰ্ণ উপাদান,वैशिष्ट्यपूर्ण घटक
বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য,वैशिष्ट्यपूर्ण कार्य
"eigen মান, বৈশিষ্ট্যপূৰ্ণ মান","eigen मूल्य, वैशिष्ट्यपूर्ण मूल्य"
বৈশিষ্ট্যপূৰ্ণ মূল্য সমীকৰণ,वैशिष्ट्यपूर्ण मूल्य समीकरण
"eigen ভেক্টৰ, বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ","इजेन वेक्टर, वैशिष्ट्यपूर्ण वेक्टर"
ইলাষ্টিক,लवचिक
ইলাষ্টিক ঢালাই,लवचिक कास्ट
ইলাষ্টিক ভাৰসাম্য,लवचिक समतोल
ইলাষ্টিকতা,लवचिकता
ইলাষ্টিকতা পৃষ্ঠা,लवचिकता पृष्ठ
"ইলেক্ট্ৰনিক কম্পিউটাৰ, ইলেক্ট্ৰনিক কম্পিউটাৰ","इलेक्ट्रॉनिक संगणक, इलेक्ट्रॉनिक संगणक"
"উপাদান, উপাদান, উপাদান","घटक, घटक, घटक"
প্ৰাৰম্ভিক স্তম্ভ কাৰ্য্য,प्रारंभिक स्तंभ ऑपरेशन
প্ৰাৰম্ভিক পৰিঘটনা,प्रारंभिक घटना
প্ৰাৰম্ভিক কাৰ্য্য,प्रारंभिक कार्य
প্ৰাৰম্ভিক কাৰ্য্য,प्रारंभिक ऑपरेशन
প্ৰাথমিক ফলাফল,प्राथमिक परिणाम
প্ৰাৰম্ভিক সম্ভাৱনা নিয়ম,प्रारंभिक संभाव्यता नियम
ষ্টাৰ্ট লাইন অপাৰেচন,लाइन ऑपरेशन सुरू
"to annihilate, নিঃশেষ কৰা,","संपवणे, नायनाट करणे"
ৰিজ&#39;লিউচন প্ৰক্ৰিয়া,ठराव प्रक्रिया
"উপবৃত্তাকাৰ, উপবৃত্তাকাৰ","लंबवर्तुळ, लंबवृत्त"
উপবৃত্তাকাৰ,लंबवर्तुळाकार
উপবৃত্তাকাৰ,लंबवर्तुळाकार
উপবৃত্তাকাৰ পৃষ্ঠ,लंबवर्तुळाकार पृष्ठ
উপবৃত্তাকাৰ শৰীৰ,लंबवर्तुळाकार शरीर
এম্বেডিং,एम्बेडिंग
নিৰ্গমন,उत्सर्जन
অভিজ্ঞতাভিত্তিক বিশ্বাস,अनुभवजन्य विश्वास
অভিজ্ঞতাভিত্তিক সূত্ৰ,प्रायोगिक सूत्र
অভিজ্ঞতাভিত্তিক সম্ভাৱনা,अनुभवजन्य संभाव्यता
অভিজ্ঞতাভিত্তিক সম্পৰ্ক,अनुभवजन्य संबंध
খালী ছেট,रिकामा संच
বাধ্যতা,बद्ध
"এনকোডিং, ক&#39;ডিং","एन्कोडिंग, कोडिंग"
আন্তঃকাৰ্য্যক্ষমতা,इंटरऑपरेबिलिटी
শেষ বিন্দু,शेवटचा बिंदू
শ্ৰেণীৰ ব্যৱধানৰ শেষ বিন্দু,वर्ग मध्यांतराचा शेवटचा बिंदू
শক্তি,ऊर्जा
শক্তি-প্ৰেৰণামূলক কাৰক,ऊर्जा-गती घटक
প্ৰৱেশ চলক,एंट्री व्हेरिएबल
গণনাযোগ্য ছেট,मोजण्यायोग्य संच
"গণনা, গণনা","मोजणे, मोजणे"
"সমান, সমান, সম, সমান","समान, समान, समान, समान"
"সমতা, সমতা","समानता, समानता"
সম্ভাৱনা,शक्यता
আনকি সম্ভাৱনা নিৰ্বাচন পদ্ধতিও,अगदी संभाव्यता निवड पद्धत
সমান কৰা,बरोबरी करणे
"সমীকৰণ, সমীকৰণ","समीकरण, समीकरण"
দ্বিঘাত সমীকৰণ,चतुर्भुज समीकरण
দ্বিঘাত সমীকৰণ,चतुर्भुज समीकरण
দ্বিঘাত সমীকৰণ,चतुर्भुज समीकरण
"বিষুৱৰেখা, বিষুৱৰেখা, মধ্যৰেখা","विषुववृत्त, विषुववृत्त, मध्यरेषा"
অবিচলিত,सुसंगत
সমপক্ষীয়,समभुज
"ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য","समतोल, समतोल, समतोल"
বল ভাৰসাম্য,बल संतुलन
ভাৰসাম্য বিন্দু,समतोल बिंदू
সমতুল্যতা,समतुल्यता
সমতুল্যতা শ্ৰেণী,समतुल्य वर्ग
সমতুল্যতা সম্পৰ্ক,समतुल्य संबंध
"সমতুল্য, সমতুল্য (v.), সমতুল্য (ed.)","समतुल्य, समतुल्य (v.), समतुल्य (सं.)"
সমতুল্য মেট্ৰিক্স,समतुल्य मॅट्रिक्स
সমতুল্য গোট,समतुल्य संच
প্ৰৱণতা,प्रवृत्ती
"ভুল, ভুল, ভুল, ভুল","चूक, चूक, चूक, अयोग्यता"
ভুল বিশ্লেষণ,त्रुटी विश्लेषण
ভুল ক&#39;ড,त्रुटी कोड
ভুল সহগ,त्रुटी गुणांक
বৰ্গ গড় ভুল,चौरस सरासरी त्रुटी
প্ৰথম ধৰণৰ ভুল,प्रथम प्रकारची त्रुटी
দ্বিতীয় ধৰণৰ ভুল,दुसऱ्या प्रकारची त्रुटी
পলায়নৰ সম্ভাৱনা,सुटण्याची शक्यता
পলায়নৰ বেগ,सुटलेला वेग
ই শ্বমিট সংগঠন প্ৰক্ৰিয়া,ई. श्मिट मोबिलायझेशन प्रक्रिया
বহিৰ্মুখী,बहिर्मुख
"অপৰিহাৰ্য, অপৰিহাৰ্য","आवश्यक, आवश्यक"
কাৰ্যতঃ অনন্য,अक्षरशः अद्वितीय
"মূল্যায়ন কৰা, মূল্যায়ন কৰা (ver.), মূল্যায়ন কৰা (ed.)","मूल्यांकन करणे, मूल्यांकन करणे (व्हेर.), मूल्यांकन करणे (सं.)"
অনুমান পদ্ধতি,अंदाज पद्धत
ইউক্লিডীয় স্থানাংক,युक्लिडियन समन्वय
ইউক্লিডিয়ান ডমেইন,युक्लिडियन डोमेन
ইউক্লিডিয়ান জ্যামিতি,युक्लिडियन भूमिती
ইউক্লিডীয় n-স্থান,युक्लिडियन एन-स्पेस
ইউক্লিডীয় সমতল,युक्लिडियन विमान
অইলাৰৰ উপপাদ্য,युलरचे प्रमेय
"মূল্যায়ন কৰা, মূল্যায়ন কৰা","मूल्यांकन, मूल्यांकन"
যুগ্ম,अगदी
আনকি বক্ৰতাও,अगदी वक्र
আনকি কাৰ্য্যও,सम कार्य
আনকি অবাধ্যও,अगदी रीफ्रॅक्टरी
যুগ্ম সংখ্যা,सम संख्या
অদ্ভুত প্ৰতিসমতা,विषम सममिती
আনকি ক্ৰমবিন্যাসও,अगदी क्रमपरिवर्तन
"ইভেন্ট, এপিচ&#39;ড","घटना, भाग"
সমৰূপতা,सममितीय
"হুবহু, হুবহু, হুবহু","अगदी अचूक, नेमके, नेमके"
সঠিক কাই-স্কেয়াৰ পৰীক্ষা,अचूक ची-स्क्वेअर चाचणी
সঠিক পাৰ্থক্য,अचूक फरक
সঠিক সমীকৰণ,अचूक समीकरण
উদাহৰণ,उदाहरण
বিনিময়,देवाणघेवाण
নিৰ্দিষ্ট পৰিঘটনা,विशिष्ट घटना
অস্তিত্বৰ স্বতন্ত্ৰতা,अस्तित्वात्मक स्वयंसिद्ध
জীয়াই থকাৰ সম্ভাৱনা,जगण्याची शक्यता
অস্তিত্ব উপপাদ্য,अस्तित्व प्रमेय
বাহ্যিক চলক,बाह्य चल
"spread, বিয়পি পৰা","पसरणे, पसरणे"
প্ৰত্যাশাৰ কাৰ্য্য,अपेक्षा कार्य
আশা কৰা কম্পাঙ্ক,अपेक्षित वारंवारता
আশা কৰা মূল্য,अपेक्षित मूल्य
পৰীক্ষণ,प्रयोग
"পৰীক্ষামূলক ভুল, পৰীক্ষামূলক ভুল","प्रायोगिक त्रुटी, प्रायोगिक त्रुटी"
"ব্যাখ্যা, ব্যাখ্যা","स्पष्टीकरण, स्पष्टीकरण"
স্পষ্ট সমীকৰণ,स्पष्ट समीकरण
স্পষ্টভাৱে,स्पष्टपणे
ক্লিয়াৰ ফাংচন,स्पष्ट कार्य
স্পষ্ট সমাধান,स्पष्ट समाधान
ঘাতক,घातांक
ঘাতীয় বক্ৰ,घातांक वक्र
ঘাতীয় সম্ভাৱনা ফলন,घातांक संभाव्यता कार्य
ঘাতীয় বিতৰণ,घातांकीय वितरण
ঘাতীয় সমীকৰণ,घातांकीय समीकरण
ঘাতীয় ফলন,घातांकीय कार्य
"ঘাতীয় বৃদ্ধি, ঘাতীয় বৃদ্ধি","घातांकीय वाढ, घातांक वाढ"
ঘাতীয় নিয়ম,घातांकीय नियम
ঘাতীয় মানচিত্ৰ,घातांक नकाशा
"ঘাতীয় শৃংখলা, ঘাতীয় শৃংখলা","घातांक मालिका, घातांक मालिका"
"অভিব্যক্তি, অভিব্যক্তি, মুখৰ ভাব, অভিব্যক্তি","अभिव्यक्ती, अभिव्यक्ती, चेहर्यावरील हावभाव, अभिव्यक्ती"
বৰ্ধিত ব্যৱধান,विस्तारित मध्यांतर
বৰ্ধিত বাস্তৱ ৰেখা,वर्धित वास्तविक ओळ
সম্প্ৰসাৰিত বাস্তৱ সংখ্যা ব্যৱস্থা,विस्तारित वास्तविक संख्या प्रणाली
মেপিং সম্প্ৰসাৰণ,मॅपिंग विस्तार
বাহ্যিক কোণ,बाह्य कोन
বাহিৰৰ অঞ্চল,बाह्य क्षेत्र
বাহ্যিক বিন্দু,बाह्य बिंदू
বাহ্যিক,बाह्य
প্ৰেডিকেট মানৰ এক্সট্ৰাপ&#39;লেচন,प्रेडिकेट मूल्याचे एक्स्ट्रापोलेशन
এক্সট্ৰাপলেচন কৌশল,एक्सट्रापोलेशन तंत्र
শীৰ্ষ মান,शिखर मूल्य
"extreme, end, extreme, শিখৰত উপনীত হোৱা","अत्यंत, शेवट, टोकाचा, कळस"
উচ্চ বিন্দু,उच्च बिंदू
বিপৰীত গোটৰ চৰম বিন্দু,विरुद्ध संचाचा अत्यंत बिंदू
ফাংচনৰ চৰম মান,फंक्शनचे अत्यंत मूल्य
চৰম ধৰ্ম,अत्यंत गुणधर्म
"মুখ, কাষ, সন্মুখ","चेहरा, बाजू, समोर"
মুখমূল্য,दर्शनी मूल्य
"উপাদান, কাৰক, কাৰক, দফা,","घटक, घटक, घटक, खंड"
কাৰক বিশ্লেষণ,घटक विश्लेषण
খণ্ডিত,खंडित
ফেক্টৰিয়েল,तथ्यात्मक
একাধিক কাৰক ডিজাইন,एकाधिक घटक डिझाइन
ফ্যাক্টৰাইজেচন,फॅक्टरीकरण
to factor,घटक करण्यासाठी
ন্যায় খেল,न्याय खेळ
"ভাৰ্চুৱেল, মিছা, ক&#39;ড","आभासी, खोटे, कोड"
"পৰিয়াল, পৰিয়াল, বংশ, পৰিয়াল","कुटुंब, कुटुंब, कुळ, कुटुंब"
বৃত্ত মুঠ,एकूण वर्तुळ
বক্ৰ মুঠ,वक्र एकूण
কাৰ্য্যসমূহৰ পৰিয়াল,कार्यांचे कुटुंब
লাইন মুঠ,एकूण ओळ
প্ৰতিৰূপ,प्रतिकृती
F-বিতৰণ,F-वितरण
সামঞ্জস্যপূৰ্ণ ভিত্তি সমাধান,सातत्यपूर्ण बेस सोल्यूशन
সামঞ্জস্যপূৰ্ণ সমাধান,सुसंगत समाधान
"ৰিচাৰ্জ, পুনৰ বিনিয়োগ","रिचार्ज, पुनर्गुंतवणूक"
ফাৰ্মাৰ নিয়ম,फर्माचा कायदा
ফাৰ্মাৰ উপপাদ্য,फर्माचे प्रमेय
ফাৰ্মি-ডাইৰাক-পৰিসংখ্যা,फर्मी-डिरॅक-स्टॅटिस्टिक्स
ফিবোনাচি সংখ্যা,फिबोनाची संख्या
ফিবোনাচি ৰেঞ্জ,फिबोनाची श्रेणी
"ক্ষেত্ৰ, পথাৰ, পথাৰ, পথাৰ","फील्ड, फील्ड, फील्ड, फील्ड"
চূড়ান্ত বেগ,अंतिम वेग
"সসীম, সসীম","मर्यादित, मर्यादित"
সসীম ভিত্তি,मर्यादित आधार
সসীম দশমিক,मर्यादित दशांश
সসীম পাৰ্থক্য,मर्यादित फरक
সসীম পাৰ্থক্য পদ্ধতি,मर्यादित फरक पद्धत
সসীম মাত্ৰিক,मर्यादित आयामी
সসীম মাত্ৰিক ভেক্টৰ,मर्यादित मितीय वेक्टर
সসীম খেল,मर्यादित खेळ
সসীম জ্যামিতি,मर्यादित भूमिती
সসীম অখণ্ড,मर्यादित अविभाज्य
সসীমতা,मर्यादितता
সসীম মাৰ্কভ শৃংখল,मर्यादित मार्कोव्ह साखळी
সসীমতা প্ৰমাণ,मर्यादितपणाचा पुरावा
সসীম সংখ্যা,मर्यादित संख्या
সসীম জনসংখ্যা,मर्यादित लोकसंख्या
সসীম সম্ভাৱনা,मर्यादित संभाव्यता
শেষ গ্ৰেড,शेवटचा दर्जा
সসীম গোট,मर्यादित संच
সসীম বেগ,मर्यादित वेग
সসীম আয়তন,मर्यादित खंड
"মিক্স, সামঞ্জস্য","मिसळा, समायोजित करा"
বক্ৰ সমন্বয়,वक्र समायोजन
সৰলৰেখাৰ সমন্বয়,सरळ रेषा समायोजन
স্থিৰ বিন্দু উপপাদ্য,स्थिर बिंदू प्रमेय
স্থিৰ নমুনা,निश्चित नमुना
উৰণৰ বেগ,उड्डाणाचा वेग
ভাসমান বিন্দু গণনা,फ्लोटिंग पॉइंट गणना
"ফ্লটিং পইণ্ট চিষ্টেম, ফ্লটিং পইণ্ট চিষ্টেম","फ्लोटिंग पॉइंट सिस्टम, फ्लोटिंग पॉइंट सिस्टम"
ফ্ল&#39; চাৰ্ট,प्रवाह चार्ट
প্ৰবাহৰ বেগ,प्रवाह वेग
তৰল গতিবিদ্যা,द्रव गतिशीलता
"ফ&#39;কেল, কনফ&#39;কেল, ফ&#39;কেল","फोकल, कॉन्फोकल, फोकल"
ফোকাচ কৰ্ড,फोकल जीवा
ফোকাচ দূৰত্ব,फोकल अंतर
ফোকাচ দৈৰ্ঘ্য,केंद्रस्थ लांबी
"নাভি, ফোকাচ, উৎপত্তি","नाभी, फोकस, मूळ"
"ভৰি, ভৰি, ভৰি","पाऊल, पाऊल, पाऊल"
অৰ্থগনেল,ऑर्थोगोनल
মহাকৰ্ষণ বল,गुरुत्वाकर्षण शक्ती
পুৰ্বানুমান,अंदाज
সূত্ৰ,सुत्र
থ্ৰেডিং,थ्रेडिंग
"ফৰ্মেটিং, ফৰ্মেটিং, প্ৰণয়ন","स्वरूपन, स्वरूपन, सूत्रीकरण"
আগলৈ,पुढे
আগলৈ সন্নিৱিষ্ট কৰা,फॉरवर्ड इन्सर्शन
গণিতৰ ভেটি,गणिताचा पाया
fourier বিশ্লেষণ,चौरंग विश्लेषण
fourier শৃংখলা,फोरियर मालिका
ফুৰিয়েৰ ৰূপান্তৰ,फोरियर ट्रान्सफॉर्म
অন্য,वेगळे
ভগ্নাংশ স্থানাংক,अपूर्णांक समन्वय
ভগ্নাংশ সংখ্যা,अपूर्णांक संख्या
ভগ্নাংশ প্ৰগ্ৰেমিং,फ्रॅक्शनल प्रोग्रामिंग
মুক্ত পথ,मुक्त मार्ग
মুক্ত ভেক্টৰ মুক্ত ভেক্টৰ,फ्री वेक्टर फ्री वेक्टर
"কম্পাঙ্ক, কম্পাঙ্ক","वारंवारता, वारंवारता"
কম্পাঙ্ক স্তম্ভ,वारंवारता स्तंभ
"কম্পাঙ্ক বক্ৰ, কম্পাঙ্ক বক্ৰ","वारंवारता वक्र, वारंवारता वक्र"
কম্পাঙ্ক বিতৰণ,वारंवारता वितरण
কম্পাঙ্ক হিষ্টোগ্ৰাম,वारंवारता हिस्टोग्राम
ইনচিডেন্স ফ্ৰিকুৱেন্সি,घटना वारंवारता
কম্পাঙ্ক-বহুভুজ,वारंवारता-बहुभुज
কম্পাঙ্ক টেবুল,वारंवारता सारणी
frustum,फ्रस्टम
পিৰামিড ফ্ৰষ্টাম,पिरॅमिड फ्रस्टम
খোলা frustum,शेल फ्रस्टम
সম্পূৰ্ণ বিস্তাৰ,पूर्ण प्रसार
"কাৰ্য্যসমূহ, কাৰ্য্যসমূহ, বৈশিষ্ট্যসমূহ (গোটসমূহ)","कार्ये, कार्ये, वैशिष्ट्ये (गट)"
