English,Assamese
Distortionless amplification,বিকৃত পৰিবৰ্ধন
Distortionless modulation,বিকৃতিহীন মডুলেচন
Distortionmeter,আৰ্টিফেক্টমিটাৰ
Distress frequency,ডিষ্ট্ৰেছ ফ্ৰিকুৱেন্সি
Distress signal,ডিষ্ট্ৰেছ সংকেত
Distribted constants,"বিতৰণ কৰা বৈশিষ্ট্য, বিতৰণ কৰা ধ্ৰুৱক"
Distributed ampllification,"বিতৰণ কৰা পৰিবৰ্ধন, সংযোজক পৰিবৰ্ধন"
Distributed ampllifier,বিতৰণ কৰা এম্প্লিফায়াৰ
Distributed capacitance,বিতৰণ কৰা হোল্ডিং
Distributed capacity,বিতৰণ কৰা হোল্ডিং
Distributed emission photodiode,বিতৰণ কৰা নিৰ্গমন ফটোডাইঅ&#39;ড
Distributed load,বিতৰণ কৰা বোজা বিতৰণ কৰা বোজা
Distributed network,বিতৰণ কৰা বৰ্তনী
Distributed parameter system,বিতৰণ কৰা প্ৰাচল ব্যৱস্থাপ্ৰণালী
Distribution,"বিতৰণ, বিতৰণ"
Distribution (partition) ratio,বিতৰণ অনুপাত
Distribution amplifier,বিতৰণ পৰিবৰ্ধক
Distribution coefficient,বিতৰণ সহগ
Distribution curve,বিতৰণ বক্ৰ
Distribution equation,বিতৰণ সমীকৰণ
Distribution in space,স্থানীয় বিতৰণ
Distribution in time,"সময় বিতৰণ, সময় বিতৰণ"
Distribution loss,ডেলিভাৰী ক্ষতি
Distribution of intensity,তীব্ৰতা বিতৰণ
Distribution of velocities,বেগ বিতৰণ
Distribution parameter,বিতৰণ প্ৰাচল
Distribution theory,বিতৰণ নীতি
Distributional stability,বিতৰণৰ স্থিৰতা
Distributive lattice,বিতৰণমূলক জালি
Distributive law,"বিতৰণ নিয়ম, বিতৰণ নিয়ম"
Distrubed equillibrium,"বিঘ্নিত ভাৰসাম্য, বিঘ্নিত ভাৰসাম্য"
Disturbance,বিঘিনি
Disturbance wave number,ডিষ্টাৰবেন্স তৰংগ সংখ্যা
Disturbed harmonic process,বিক্ষিপ্ত কথোপকথন প্ৰক্ৰিয়া
Disturbed horizontal flight,বিক্ষিপ্ত অনুভূমিক উৰণ
Disturbed motion,বিৰক্তিকৰ গতি
Disturbed orbit,বিক্ষিপ্ত শ্ৰেণী
Disturbed oscillation,বিক্ষিপ্ত দোলন
Disturbing force,বিৰক্তিকৰ শক্তি
Disturbing function,বিক্ষিপ্তকৰণ কাৰ্য্য
Disturbing potential,বিক্ষিপ্ততা সম্ভাৱনা
Disx storage,ডিষ্ক সংৰক্ষণ
Disxontinuity,"discontinuity, বিচ্ছিন্নতা, বিচ্ছিন্নতা"
Ditching device,ফ&#39;লআউট ডিভাইচ
Diurnal,"আহনিক, দিবা, দিবাচাৰ, দৈনিক"
Diurnal aberration,দৈনিক শ্বেডিং
Diurnal aberration,দৈনিক শ্বেডিং
Diurnal change,দৈনন্দিন পৰিৱৰ্তন
Diurnal circle,দৈনিক বৃত্ত
Diurnal cycle,"দৈনিক চক্ৰ, দিনৰ চক্ৰ"
Diurnal fluctuation,দৈনন্দিন ভাষণ
Diurnal heat wave,দৈনিক তাপৰ তৰংগ
Diurnal inequality,দৈনন্দিন অসমতা
Diurnal motion,দৈনিক গতি
Diurnal parallax,দৈনিক পেৰালেক্স
Diurnal temperature,"দৈনিক উষ্ণতা, দৈনিক উষ্ণতা"
Diurnal variation,"জুইৰ পৰিৱৰ্তন, দৈনন্দিন পৰিৱৰ্তন"
Diurnal vision,দৈনন্দিন দৃষ্টিশক্তি
Divacancy,দ্বৈতবিভাজন
Divalent,দ্বিসম্বন্ধীয়
Divalent ion,দ্বিসম্বন্ধীয় আয়ন
Divariant system,ডাবল চিষ্টেম
Dive flap,অৱতৰণ কৰা ভৰি
Diverge,"to pass away, অতীত হোৱা"
Divergence,"বিচ্ছিন্নতা, বিচ্ছিন্নতা, বিচ্ছিন্নতা"
Divergence loss,বিচ্ছিন্নতা ক্ষতি
Divergence of velocity,বেগৰ বিচ্ছিন্নতা
Divergence rate,বিচ্ছিন্নতা হাৰ
Divergence theorem,বিচ্ছিন্নতা উপপাদ্য
Divergent,ডাইভাৰ্জেন্ট
Divergent channel,বিচ্ছিন্ন ব্যৱস্থা
Divergent convergent nozzle,বিচ্ছিন্ন অভিসৰণ ভৰ
Divergent flow,বিচ্ছিন্ন প্ৰবাহ
Divergent lens,ডাইভাৰ্জিং লেন্স
Divergent light,বিচ্ছিন্ন পোহৰ
Divergent motion,বিচ্ছিন্ন গতি
Divergent rays,বিচ্ছিন্ন ৰশ্মি
Diverging lens,ডাইভাৰ্জিং লেন্স
Divers' liquid,ডাইভাৰ তৰল পদাৰ্থ
Diversion,ডাইভাৰচন
Diversity antenna,ভেৰিয়েচন এন্টেনা
Diversity radar,ভেৰিয়েচন ৰাডাৰ
Diversity receiver,ভেৰিয়েচন ৰিচিভাৰ
Diversity system,ভেৰিয়েচন চিষ্টেম
Divide,"divisor (n.), ভাগ কৰা, ভাগ কৰা, ভাগ কৰা (ver.)"
Divided,"বিভক্ত, বিভক্ত"
Divided circuit,বিভক্ত বৰ্তনী
Divided touch,বিভক্ত স্পৰ্শ
Divided touch method,স্প্লিট টাচ পদ্ধতি
Dividers (instrument),"বিভাজক, বিভাজক"
Dividing network (=crossover network),"ট্ৰেঞ্জিচন মেছ, বিভাজক মেছ"
Diving bell,"immersion-bell, বিসৰ্জন পাত্ৰ"
Division,"বিভাজন, বিভাজন, বিভাজন"
Division noise,বিভক্ত শব্দ
Division of scale,স্কেল বিভাজন
Dme (distance measuring equipment),দূৰত্ব জোখা যন্ত্ৰ
Documentary film,তথ্যচিত্ৰ
Dog house,মেচিন ৰুম
Dolly in (=track in),দূৰত্ব হ্ৰাস কৰা
Dolly out (=track out),দূৰত্ব বৃদ্ধি কৰি
Domain,"ডমেইন, ডমেইন, প্ৰদেশ, ভূখণ্ড"
Domain theory,"ডমেইন-তত্ত্ব, ডমেইন-তত্ত্ব"
Dome,"গম্বুজ, গম্বুজ"
Dominant,পঞ্চম (সংগীত)
Dominant term,প্ৰভাৱশালী স্থান
Dominant wave,প্ৰাইম তৰংগ
Dominant wave length,ফলপ্ৰসূ তৰংগদৈৰ্ঘ্য
Donor,দাতা
Donor level,দাতাৰ স্তৰত
Door knob capacitor,দুৱাৰৰ হেণ্ডেল কেপাচিটৰ
Doped,মদিত
Doped junction,মদিত সন্ধি
Doping,"ব্যভিচাৰ, ব্যভিচাৰ"
Doping compensation,মদ্যপান কৰা প্ৰতিশোধ
Doppler broadening,ডপলাৰ পৃথকীকৰণ
Doppler core,ডপলাৰ কোৰ
Doppler effect,ডপলাৰ ইফেক্ট
Doppler Fizeau effect,ডপলাৰ-ফিজো প্ৰভাৱ
Doppler radar,ডপলাৰ ৰাডাৰ
Doppler shift,ডপলাৰ বিচ্যুতি
Doppler spectrum,ডপলাৰ বৰ্ণালী
Doppler system,ডপলাৰ পদ্ধতি
Doppler width doran,ডপলাৰ পৃথুতা
Dosage,"ড’ৰান, ডপলাৰ অস্মোছিছ"
Dosage monitor,"quantification, quantification"
Dose,"ডোজ, পৰিমাণ"
Dose rate,পৰিমাণৰ হাৰ
Dose rate effect,আয়তন হাৰ প্ৰভাৱ
Dose rate meter,পৰিমাণ স্কেল
Dose-effect,আয়তন প্ৰভাৱ
Dosimeter,কোৱাণ্টোমিটাৰ
Dosimetry,পৰিমাণগত
Dot,"বিন্দু, বিন্দু"
Dot and dash (in Morse Code),"পৰিধি আৰু গোট, বিন্দু আৰু ৰেখা"
Dot cycle,বিন্দু বৃত্ত
Dot generator,পইণ্ট জেনেৰেটৰ
Dot interlacing,পইণ্ট চিনেপ্স
Dot pattern,বিন্দুযুক্ত ডায়েগ্ৰাম
Dot sequential colour television,ডট ক্ৰম ৰঙীন টেলিভিছন
Dot sequential system,বিন্দু ক্ৰমিক ব্যৱস্থা
Dotted,"বিন্দুযুক্ত, ছিটিকি পৰা"
Dotted curve,বিন্দুযুক্ত বক্ৰ
Double,"দ্বৈত, দ্বৈত, যোৰ, দ্বৈত, দুৰ্বল, দ্বৈত"
Double acceptor,ডাবল গ্ৰহণকাৰী
Double amplitude,শিখৰ-শিখৰ মাত্ৰা
Double band,ডাবল বেণ্ড
Double bar,দুগুণ শাস্তি
Double base propellant,ডাবল প্ৰপেলেন্ট
Double beam balance,দ্বিপদীয় ভাৰসাম্য
Double beam cathode ray tube,ডাবল বিম কেথ&#39;ড টিউব
Double beam oscillograph,ডাবল বিম দোলক
Double bond shift,ডাবল বণ্ড গঠন
Double bonds,ডাবল বণ্ড
Double bridge,ডাবল ব্ৰীজ
Double button corbon microphone,বাই-বুটাম কাৰ্বন মাইক্ৰ&#39;ফোন
Double clamp,ডাবলক্লেম্প
Double coincidence,dichotomous
Double concave lens,দ্বি-উত্তল লেন্স
Double contact key,"দুটা-সংস্পৰ্শ কি&#39;, দুটা-সংস্পৰ্শ কি&#39;"
Double convex lens,দ্বি-উত্তল লেন্স
Double cross-slip,ডাবল হস্তক্ষেপ
Double differentiation,ডুৱেল ডিফাৰেন্সিয়েল
Double diffused transistor,বাই-প্ৰসাৰণ ট্ৰেঞ্জিষ্টৰ
Double diode triode,bidiode ট্ৰাইঅ&#39;ড
Double diode variable mu pentode,bidiode ভেৰিয়েবল mu pentode
Double disc electrode,ডাইপোল ইলেক্ট্ৰ&#39;ড
Double electorn jump,দ্বিইলেক্ট্ৰনিক জাম্প
Double electron excitation,ডাইলেক্ট্ৰনিক উত্তেজনা
Double face observation,ambidextrous পৰ্যবেক্ষণ
Double focusing,বাই-ফোকাচ
Double focusing mass spectrograph,বাইফ&#39;কেল মাছ স্পেকট্ৰ&#39;গ্ৰাফাৰ
Double forces,দুণ্ডণ
Double forcing,বাইপ্ৰপালচন
Double hyperfragment,bi-hyperanie দফা
Double image prism,দ্বি-প্ৰতিফলিত প্ৰিজম
Double ionised,ডাবল আয়নীয়কৃত
Double ionization,ডাবল আয়নীয়কৰণ
Double layer,দ্বি স্তৰ
Double line,"ডাবল লাইন, ডাবল লাইন"
Double magic numbers,স্থায়িত্ব সংখ্যা
Double meniscus correction,ডাবল মেনিস্কাছ পৰিৱৰ্তন
Double mirror,ডাবল মিৰ&#39;ৰ
Double modulation,ডাইপোল মডুলেচন
Double molecule,ডাবল অণু
Double pendulum,ডাবল পেণ্ডুলাম
Double point,ডাবল পইণ্ট
Double pole (dipole),ডাবল খুঁটা
Double pole double throw switch,বাইপোলাৰ ডাইপোল চুইচ
Double precision,ডাবল প্ৰিচিচন
Double pulsing,দ্বিস্পন্দন
Double quartet,দ্বি-চতুৰ্থাংশ
Double quartet transition,বাইপোলাৰ সংক্ৰমণ
Double rate meter,বাইনোমিটাৰ
Double refraction,ডাবল ৰিফ্ৰেকচন
Double scattering,ডাবল বিকিৰণ
Double series,ডাবল ছিৰিজ
Double shift rule,ডাবল বিচ্যুতিৰ নিয়ম
Double sign,ডাবল চিম্বল
Double siren,"ডাবল চাইৰেন, ডাবল চাইৰেন"
Double spherical pendulum,ডাবল গোলাকাৰ পেণ্ডুলাম
Double spot tuning,ডাবল টিউনিং
Double stars,যোৰ তৰা
Double stream amplifier,ডুৱেল-ষ্ট্ৰিম এম্প্লিফায়াৰ
Double super heterodyne,ডিছুপাৰহেটেৰ&#39;ডাইন
Double surface transistor,দুটা ফেজ ট্ৰেঞ্জিষ্টৰ
Double thouch,ডাবল টাচ
Double touch method,ডাবল টাচ পদ্ধতি
Double track,biway
Double track tape recording,ডাবল টেপ ৰেকৰ্ডিং
Double transmission effect,দ্বি-যোগাযোগ প্ৰভাৱ
Double triode,ডাইট্ৰ&#39;ড
Double tuned ampllifier,ডুৱেল টিউনড এম্প্লিফায়াৰ
Double tuned circuits,ডাবল টিউন কৰা বৰ্তনী
Double wave,ডাবল তৰংগ
Double weithing,দুগুণ ওজন কৰা
Double-focus tube,বাইফ&#39;কেল টিউব
Double-gamma-rectifier circuit,বাই-গামা-ৰেক্টিফাইং চাৰ্কিট
Double-intergrating gyro,ডাবল কম্পাইলেচন gyro
Double-line spectroscopic binary,দ্বিৰৈখিক বৰ্ণালী যোৰ তৰা
Double-rectifier circuit,দ্বি-দিশীয় বৰ্তনী
Double-refracting,ডাবল অবাধ্যতামূলক
Double-slide micrometer,bislide মাইক্ৰস্কোপ
Doublet,দুণ্ডণ
Doublet achromat,achromatic লেন্স যোৰ
Doublet antenna,ডুৱেল এন্টেনা
Doublet code,ডাবল ক&#39;ড
Doublet law,ডাবল নিয়ম
Doublet lens,ডুৱেল লেন্স
Doublet level,ডাবল লেভেল
Doublet linkage,ডাবল বণ্ড
Doublet method,দ্বৈত পদ্ধতি
Doublet separation,দুগুণ ব্যৱধান
Doublet splitting,ডাবল স্প্লিটিং
Doubletone,দ্বিৰঙী
Doubling,দ্বৈতবিভাজন
Doubly charged particles,দুগুণ আধানযুক্ত কণা
Doubly degenerate,উভচৰ দুৰ্নীতিগ্ৰস্ত
Doubly llinked,"যোৰ বন্ধন, যোৰ বান্ধি"
Doubly periodic,double recurring
Doubly refracting,ডাবল ৰিফ্ৰেক্টিভ
Doughnut,toroid ডোনাট
Doughnut pattern,ট&#39;ৰ&#39;ইডি টাইপ
Douyble surface condenser,দ্বাক্ষীয় কণ্ডেন্সাৰ
Dovap,"ড’ভেপ, ডপলাৰ ৱেজ প্লেচাৰ"
Dove prism,কপৌ-প্ৰিজম
Down coming wave (=ionospheric wave),আয়নমণ্ডলীয় তৰংগ
Down drag,ট্ৰেকচনৰ অধীনত
Down gradient,হাইপোপিগমেণ্টেচন
Down time,বাধাৰ সময়
Downrange,লিপিবদ্ধকৰণ
Downstreaming,আণ্ডাৰফ্ল&#39;
Downward displacement,তললৈ স্থানান্তৰিত হোৱা
Downward modulation,ডাউনৱাৰ্ড মডুলেচন
Downward motion,তললৈ গতি
Downward velocity,তললৈ যোৱা বেগ
Downwash,undergradation
Downwash angle,স্লাইড এংগেল
Drafting machine,"ড্ৰাফটিং মেচিন, ড্ৰয়িং মেচিন"
Drag,"ট্ৰেকচন, ট্ৰেকচন অক্সিজেন, অৰ্ধ কম্পেক্ট"
Drag antenna,ট্ৰেইলিং এন্টেনা
Drag coefficient,ট্ৰেকচন সহগ
Drag dip,ট্ৰেকচন
Drag factor,ট্ৰেকচন ফ্যাক্টৰ
Drag force,ট্ৰেকচন বল
Drag polar,ট্ৰেকচন মেৰু
Drag ration,সংযোগকাৰী ৰড অনুপাত
Drag-weight ratio,ট্ৰেকচন-ওজন অনুপাত
Dragging coefficient,ট্ৰেকচন সহগ
Drame divider,ফ্ৰেম বিভাজক
Drift,"ৱাহ, ড্ৰেইনাৰ, আপোধা, ড্ৰিফ্ট (খনন), পাঞ্জ (খাদ্য), স্থানচ্যুতি"
Drift angle,নিষ্কাশন কোণ
Drift correction angle,ৰানঅফ সংশোধন কোণ
Drift current,ৰানঅফ ষ্ট্ৰিম
Drift current density,ৰানঅফ ষ্ট্ৰিম ঘনত্ব
Drift energy,ৰানঅফ শক্তি
Drift field,ৰানঅফ এলেকা
Drift orbit,পৰিবহণ শ্ৰেণী
Drift space,নিষ্কাশন এলেকা
Drift theory,ৰানঅফ তত্ত্ব
Drift time,ৰানঅফৰ সময়
Drift transistor,ৰানঅফ ট্ৰেঞ্জিষ্টৰ
Drift tube,ড্ৰেইন পাইপ
Drift tunnel,ৰানঅফ সুৰংগ
Drift velocity,ৰানঅফৰ বেগ
Drift-mobility,ৰানঅফ গতিশীলতা
Drive,থ্ৰাষ্ট অপাৰেচন
Drive pin,অপাৰেটিং পিন
Drive pin hole,কাৰ্য্যকৰী পিন ফুটা
Driven antenna,অপাৰেটিং এন্টেনা
Driven element,অপাৰেটিং উপাদান
Driven gas,প্ৰচালিত গেছ
Driven gear,চালিত গিয়াৰ
Driven pattern,কাৰ্য্যকৰী ডায়েগ্ৰাম
Driver circuite,অপাৰেটিং চাৰ্কিট
Driver gas,প্ৰপেলেণ্ট গেছ
Driver gear,ষ্টিয়াৰিং গিয়াৰ
Driver stage,অপাৰেটিং পৰ্যায়
Driver tube,পৰিবাহী নলী
Driver wheel,ষ্টিয়াৰিং হুইল
Driving current,অপাৰেটিং কাৰেণ্ট
Driving frequency,অপাৰেটিং ফ্ৰিকুৱেন্সি
Driving point admittance,অপাৰেটিং পইণ্ট অনুপ্ৰৱেশ
Driving point impedance,অপাৰেটিং পইণ্ট ইম্পিডেন্স
Driving power,অপাৰেটিং পাৱাৰ
Driving pulley,অপাৰেটিং পুলি
Driving pulse,পৰিবাহী স্পন্দন
Driving shaft,ষ্টিয়াৰিং খাদ
Driving signal,অপাৰেটৰ সংকেত
Driving tuning fork,অপাৰেটৰ টিউনাৰ ডাইপোল
Driving voltage,পৰিবাহী ভল্টেজ
Drogue parachute (=brake parachute),"ড্ৰগ পেৰাচুট, ব্ৰেক পেৰাচুট"
Drogue recovery,চিকিৎসামূলক আৰোগ্য
Drone,"টেলিকণ্ট্ৰ&#39;ল বাহন, কণ্ঠস্বৰ, শব্দ"
Drop,"ড্ৰপ, ডট, ড্ৰপ"
Drop dead halt (=dead halt),হঠাৎ বিৰতি
Drop indicator,বন্ধ সূচক
Drop test,"পইণ্ট টেষ্ট, ফ&#39;ল টেষ্ট (স্পেচ)"
Drop weight method,বিন্দু ওজন পদ্ধতি বিন্দু ওজন পদ্ধতি
Droplet,"বিন্দু, অণুবীক্ষণিক বিন্দু, অণুবীক্ষণিক ড্ৰপ"
Dropout,"প্ৰস্থান ড্ৰপ, মুক্তিদাতা"
Dropout current,ৰিলিজ ষ্ট্ৰিম
Dropout error,আউটপুট ভুল
Dropout voltage,ডিচচাৰ্জ ভল্টেজ
Dropping,পৰি যোৱা
Dropping point,ড্ৰপ পইণ্ট
Dropping resistor,ভল্টমিটাৰ ৰেজিষ্টৰ
Dropsonde,"ছাবডাক্টিং শব্দ, পেৰাচুট ৰেডিঅ&#39; শব্দ"
Droupout count,আউটপুট নম্বৰ
Drum of ear,কাণৰ ড্ৰাম
Drum scanner,ড্ৰাম স্ক্যানাৰ
Drum shaped dialyser,ড্ৰাম ডায়েলাৰ
Drum sticks,চোব
Drumming,ঢোলৰ বিট
Drumskin action,পৃষ্ঠৰ কম্পন
Dry adiabatic,শুকান এডিয়াবেটিক
Dry and wet bulb hygrometer,শুকান হাইগ্ৰ’মিটাৰ
Dry battery,শুকান বেটাৰী
Dry cell,শুকান কোষ
Dry circuit,চাপবিহীন বৰ্তনী
Dry contact,বিফল যোগাযোগ
Dry disc rectifier (=metallic rectifier),ধাতুৰ ৰেক্টিফায়াৰ
Dry fuel rocket,শুকান ইন্ধনৰ ৰকেট
Dry lectrolytic condenser,শুকান ইলেক্ট্ৰলাইট কেপাচিটৰ
Dry run,ট্ৰাইল ৰান
Dry solder,বিফল ছল্ডাৰ
Dry stand,ঠাণ্ডা কৰা ৰকেট ব্লাষ্টাৰ
Dry weight,ইন্ধনবিহীন বোজা
Dstruction of energy,শক্তিৰ ক্ষতি
Dual angle,দ্বৈত কোণ
Dual character (of light),"দ্বৈত লক্ষণ, দ্বৈত লক্ষণ (পোহৰৰ)"
Dual cone,ডুৱেল কন
Dual control heptode,ডুৱেল কন্ট্ৰল হেপ্টোড
Dual diversity receiver,ডাবল ভেৰিয়েচন ৰিচিভাৰ
Dual electrical network,ডুৱেল ইলেক্ট্ৰিক নেটৱৰ্ক
Dual element,দ্বৈত মৌল
Dual emitter transistor,বাই-এমিটিং ট্ৰেঞ্জিষ্টৰ
Dual laser,বাইনোকুলাৰ লেজাৰ
Dual modulation,উভচৰ মডুলেচন
Dual network (=reciprocal network),আনুষংগিক নেটৱৰ্ক
Dual numbers,দ্বৈত সংখ্যা
Dual operation,"ডাবল অপাৰেচন, ডুৱেল অপাৰেচন"
Dual sensitivity electronic indicator,দ্বৈত সংবেদনশীলতা-ইলেক্ট্ৰন সূচক
Dual track recorder (=half track recorder),বাইৱে ৰেকৰ্ডাৰ
Dual variable,ডুৱেল ভেৰিয়েবল
Dual wavelength spectrometer,"ডুৱেল ৱেভলেংথ স্পেক্ট্ৰমিটাৰ, ডুৱেল ৱেভলেংথ স্পেক্ট্ৰমিটাৰ"
Dualism,দ্বৈতবাদ
Dub,ভয়েচ ট্ৰেন্সফাৰ
Duct,ডাক্ট
Duct propagation,ডাক্ট ট্ৰেন্সমিছন
Duct propulsion,ডাক্ট প্ৰপালচন
Ducted rocket,ডাক্টেড ৰকেট
Ductile,টান
Ductility,টান
Ductilometer,টান গেজ
Dud,অকাৰ্যকৰী অস্ত্ৰ
Duddel thermo galvanometer,ডুডল-থাৰ্মো-ইলেক্ট্ৰিক গেলভানোমিটাৰ
Dull grey,শেঁতা ধূসৰ
Dull heat,কম তাপত
Dull red heat,ম্লান ৰঙা তাপ
Dull white,ডিম বগা
Dull-emitting cathode,ডিম নিৰ্গত কৰা কেথ&#39;ড
Dumb-bell,ডাম্বল
Dummy,"mute, নকল"
Dummy antenna,নিৰৱ আকাশী
Dummy index,নিৰৱ সূচকাংক
Dummy indicator,নিস্তব্ধ পইণ্টাৰ
Dummy instruction,নীৰৱ নিৰ্দেশনা
Dummy load,"নিৰৱ বোজা, নকল বোজা"
Dummy observation,ডামি পৰ্যবেক্ষণ
Dummy resistence,"নিৰৱ প্ৰতিৰোধ, নকল প্ৰতিৰোধ"
Dummy rivet,"ডামি ৰিভেট, নিৰৱ ৰিভেট"
Dummy row,ডামি শাৰী
Dummy subscript,নিৰৱ ফুটাৰ
"Dummy suffix ""dummy"" system","নিৰৱ চুক্তি, নকল ব্যৱস্থা, নিৰৱ ব্যৱস্থা"
Dummy tube,নিৰৱ নলী
Dummy variable,নিৰৱ চলক
Dump,"ডাম্প, ডাম্প"
Dump box,ডাম্প বক্স
Dump check,নিক্ষেপ পৰীক্ষা
Dump instruction,ডাম্প নিৰ্দেশনা
Dump storage (=memory dump),মেমৰি ডাম্প
Dump valve,ডাম্প ভালভ
Dumping,নিক্ষেপ
Dumping scale,জমা ধনৰ বেলেঞ্চ
Dunking sonar,বিসৰ্জন সোনাৰ
Duodiode,bidiode
Duodiode-triode,bidiode-ট্ৰাইঅ&#39;ড
Duoloatereal coil,কৰন্দ কুণ্ডলী
Duoplasmatron,ডাইপ্লাজমেট্ৰন
Duperry's lines,ডুপ্ৰি-লাইন(চুম্বকীয় মেমৰি ৰেখা)
Duplex,ডুপ্লেক্স
Duplex recorder,"ডাবল-লেয়াৰ ৰেকৰ্ডাৰ, ডুপ্লেক্স ৰেকৰ্ডাৰ"
Duplex telegraphy,ডুপ্লেক্স তাঁৰৰ যোগাযোগ
Duplexer,ডুপ্লেক্স
Duplexing,দ্বিপাক্ষিক প্ৰিন্টিং
Duplilcation check,ডাবল ফ্ৰিকুৱেন্সি পৰীক্ষা
Dupllicator process,ডুপ্লিকেচন
Durol rod,dural ৰড
Dust tube,পাউদাৰ টিউব
Duty cycle (=duty factor=duty ratio),ইউটিলিটি এপ্লিকেচন
Duty of water traction,পানী ধৰি ৰখাৰ ক্ষমতা
Duynamic reflection,গতিশীল প্ৰতিফলন
Duynamical,গতিশীল
Dwarf star,বমন তাৰা
Dyad-axis,ডাবল অক্ষ
Dynajet,ডাইনাজেট
Dynamic,গতিশীল
Dynamic accent,চাপ
Dynamic amplilfication,ডাইনামিক এম্প্লিফিকেশন
Dynamic balance,গতিশীল ভাৰসাম্য
Dynamic bending,গতিশীল বেণ্ডিং
Dynamic boundary layer,গতিশীল সীমা পৃষ্ঠা
Dynamic braking,গতিশীল বাধা
Dynamic buckling,গতিশীল সংকোচন
Dynamic compatibility condition,গতিশীল সামঞ্জস্যতা নিষেধাজ্ঞা
Dynamic cooling,প্ৰসাৰণ শীতলতা
Dynamic criterion of stability,স্থায়িত্বৰ গতিশীল কাৰক
Dynamic crowdion,গতিশীল বৃন্দায়ন
Dynamic demonstrator (=working diagram),চাৰ্ট চাওক
Dynamic diphonic,গতিশীল দ্বৈততা
Dynamic electrode resistance,ডাইনামিক ইলেক্ট্ৰ&#39;ড ষ্টেণ্ডঅফ
Dynamic equilibrium,"গতিশীল ভাৰসাম্য, গতিশীল ভাৰসাম্য"
Dynamic factor,গতিশীল অনুপাত
Dynamic focusing,ডাইনামিক ফ&#39;কাচ
Dynamic friction,"গতিশীল ঘৰ্ষণ, সৰ্পিল ঘৰ্ষণ"
Dynamic head,গতিশীল মূৰ
Dynamic heating,গতিশীল তাপ
Dynamic interchange,গতিশীল বিনিময়
Dynamic isomerism,গতিশীল সমতাবাদ
Dynamic jump condition,ডাইনামিক ফ্লাক্স নিষেধাজ্ঞা
Dynamic lift,ডাইনামিক লিফ্ট
Dynamic linear programming,ডাইনামিক ৰৈখিক প্ৰগ্ৰেমিং
Dynamic load carrying capacity,গতিশীল বোজা ক্ষমতা
Dynamic load line,ডাইনামিক লোড লাইন
Dynamic loading,ডাইনামিক লোড
Dynamic luminous sensitivity,গতিশীল পোহৰৰ সংবেদনশীলতা
Dynamic magnification,গতিশীল বৃদ্ধি
Dynamic mean sun,গতিশীল গড় সূৰ্য্য
Dynamic meter,ডাইনামিক মিটাৰ
Dynamic method,গতিশীল পদ্ধতি
Dynamic microphone (=moving coil microphone),ৰিং মাইক্ৰ&#39;ফোন
Dynamic model,গতিশীল আৰ্হি
Dynamic noise supressor,ডাইনামিক শব্দ এৰেষ্টাৰ
Dynamic parallax,গতিশীল প্যাৰালেক্স
Dynamic path,গতিশীল পথ
Dynamic pick up (= moving coil pick up),"চলনশীল কুণ্ডলী পিক-আপ, চলনশীল কুণ্ডলী পিক-আপ"
Dynamic plasticity,গতিশীল নমনীয়তা
Dynamic plate resistance,ডাইনামিক এনোড ৰেজিষ্টেন্স
Dynamic position,গতিশীল অৱস্থান
Dynamic pressure,গতিশীল চাপ
Dynamic programming,ডাইনামিক প্ৰগ্ৰেমিং
Dynamic programming approach,ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি
Dynamic programming technique,ডাইনামিক প্ৰগ্ৰেমিং কৌশল
Dynamic range,গতিশীল জটিল
Dynamic relationship,গতিশীল সম্পৰ্ক
Dynamic relaxation,গতিশীল বিশ্ৰাম
Dynamic reproducer (=moving coil pick up dynamic pickup),"ডাইনামিক ৰিজেনেৰেটৰ, মুভেবল কইল পিক-আপ, ডাইনামিক লিফ্টাৰ"
Dynamic resistance,গতিশীল ৰেজিষ্টেন্স
Dynamic sensitivity,গতিশীল সংবেদনশীলতা
Dynamic storage,ডাইনামিক এক্যুলেটৰ
Dynamic stress strain relation,গতিশীল চাপৰ ষ্ট্ৰেইন সম্পৰ্ক
Dynamic system,গতিশীল ব্যৱস্থা
Dynamic topography,গতিশীল ভূ-প্ৰকৃতি
Dynamic viscosity,গতিশীল আঠালতীয়াতা
Dynamical equation,গতিশীল সমীকৰণ
Dynamical parameter,গতিশীল প্ৰাচল
Dynamical problem,গতিশীল সমস্যা
Dynamical quantity,গতিশীল পৰিমাণ
Dynamical velocity,গতিশীল বেগ
Dynamically equivalent,গতিশীলভাৱে সমতুল্য
Dynamics,"গতিশীলতা, গতিশীলতা"
Dynamics of a particle,কণা গতিবিদ্যা
Dynamics of rigid bodies,কঠিন শৰীৰৰ গতিশীলতা
Dynamics of rotating systems,ঘূৰ্ণনশীল বস্তুৰ গতিশীলতা
Dynamics of spherical systems,গোলাকাৰ বস্তুৰ গতিশীলতা
Dynamics of turbulence,টাৰ্বুলেন্স গতিশীলতা
Dynamite,ডাইনামাইট
Dynamo,ডাইনামো
Dynamo theory,ডাইনেমো নীতি
Dynamochemical,গতিশীল
Dynamoelectric,যান্ত্ৰিক বৈদ্যুতিক
Dynamometer,"ডাইনেমোমিটাৰ, ডাইনেমোমিটাৰ, ডাইনেমোমিটাৰ"
