Tamil,Marathi
சரிவு,कोसळणे
முக்கியமான பாதை,गंभीर मार्ग
முக்கியமான பாதை முறை (CPM),क्रिटिकल पाथ मेथड (CPM)
"1.குறுக்கு சோதனை, 2.குறுக்கு சோதனை","1.क्रॉस टेस्ट, 2.क्रॉस टेस्ट"
"1.கிராஸ் புரோகிராமபிள்-பரிமாற்றம், 2. நிரல்படுத்தக்கூடியது","1.क्रॉस प्रोग्रामेबल-हस्तांतरण, 2. प्रोग्राम करण्यायोग्य प्रति"
பொருத்தமற்ற சமிக்ஞை,असंबद्ध सिग्नल
பொருத்தமற்ற பேச்சு,असंबद्ध चर्चा
குறியாக்கவியல்,क्रिप्टोग्राफी
"1. மறைநூல், 2. மறைநூல், 3. மறைநூல்","1. क्रिप्टोग्राफी, 2. क्रिप्टोग्राफी, 3. क्रिप्टोग्राफी"
நாணய சின்னம்,चलन चिन्ह
தற்போதைய அடைவு,वर्तमान निर्देशिका
தற்போதைய சாளரம்,वर्तमान विंडो
கர்சர்,कर्सर
வளைவு,वक्र
"1. கட் அண்ட் பேஸ்ட், 2. கட் அண்ட் பேஸ்ட்","1. कट आणि पेस्ट, 2. कट आणि पेस्ट"
வெட்டுதல் முறை,कातरणे पद्धत
சைபர்,सायबर
கணணி மையம்,सायबर कॅफे
இணைய பணம்,सायबर रोख
சைபர்,सायबर गुन्हे
சைபர் டேலெக்ஸ்,सायबर डॅलेक्स
இணைய சட்டம்,सायबर कायदा
இணைய செக்ஸ்,सायबर सेक्स
"1. சைபர் சயின்ஸ், 2. சைபர்நெடிக்ஸ்","1. सायबर सायन्स, 2. सायबरनेटिक्स"
"1.சைபரைசேஷன், 2. இணையமயமாக்கல்","1.सायबरायझेशन, 2. सायबरीकरण"
மிதிவண்டி,सायकल
"1.சக்ரா நினைவகம், 2.சக்கர நினைவகம்","1.चक्र स्मृती, 2.चक्र स्मृती"
சுழற்சி இழப்பு,सायकल नुकसान
சுழற்சி நேரம்,सायकल वेळ
சுழற்சி,चक्रीय
டீமான்,डिमन
டெய்சி வட்டம்,डेझी चक्र
தரவு நிர்வாகி,डेटा प्रशासक
தரவு ஒதுக்கீடு,डेटा वाटप
"1.தரவு புலம், 2.தரவு புலம்","1.डेटा फील्ड, 2.डेटा फील्ड"
"1.தரவு வரிசை, 2. தரவு வரிசை","1.डेटा अॅरे, 2. डेटा अॅरे"
"1.தரவுத்தளம், 2.தரவுத்தளம்","1.डेटा-बेस, 2.डेटाबेस"
தரவு துண்டு துண்டாக,डेटा विखंडन
"1. டேட்டா பஸ், 2. டேட்டா பஸ்","1. डेटा बस, 2. डेटा बस"
"1.டேட்டா கேரியர், 2.டேட்டா கேரியர்","1.डेटा वाहक, 2.डेटा वाहक"
தரவு செல்,डेटा सेल
"1.டேட்டா சிஸ்டம், 2.டேட்டா சேனல்","1.डेटा प्रणाली, 2.डेटा चॅनेल"
தரவு தொடர்பு,डेटा संप्रेषण
"1.தரவு சுருக்கம், 2.தரவு சுருக்கம்","1.डेटा कॉम्प्रेशन, 2.डेटा कॉम्प्रेशन"
தரவு புலம்,डेटा फील्ड
தரவு கோப்பு,डेटा फाइल
"1. தரவு ஓட்டம், 2. தரவு ஓட்டம்","1. डेटा प्रवाह, 2. डेटा प्रवाह"
"1.தரவு ஃப்ளோசார்ட், 2. விளக்கப்படம்","1.डेटा फ्लोचार्ट, 2.चार्ट"
தரவு படிநிலை,डेटा पदानुक्रम
தரவு நிலை,डेटा पातळी
"1.தரவு சேகரிப்பு, 2.தரவு நூலகம்","1.डेटा संकलन, 2.डेटा लायब्ररी"
தரவு இணைப்பு அடுக்கு,डेटा लिंक स्तर
தரவு இணைப்பு அடுக்கு (DLL),डेटा लिंक लेयर (DLL)
"1.தரவு மேலாண்மை, 2.தரவு மேலாண்மை","1.डेटा व्यवस्थापन, 2.डेटा व्यवस्थापन"
"1.தரவு கணக்கீடு, 2.தரவு கணக்கீடு","1.डेटा गणना, 2.डेटा गणना"
தரவு செயலாக்க மொழி (DML),डेटा प्रोसेसिंग भाषा (DML)
தரவு மோடம் தரவு மோடம்,डेटा मोडेम डेटा मोडेम
"1.தரவு மாற்றம், 2.தரவு மாற்றம்","1.डेटा मॉडिफिकेशन, 2.डेटा मॉडिफिकेशन"
"1.டேட்டா நெட்வொர்க், 2.டேட்டா நெட்வொர்க்","1.डेटा नेटवर्क, 2.डेटा नेटवर्क"
"1.டேட்டா ஆபரேஷன், 2.டேட்டா ஆபரேஷன்","1.डेटा ऑपरेशन, 2.डेटा ऑपरेशन"
"1. தரவு நிறுவனங்கள், 2. தரவு அமைப்பு","1.डेटा संस्था, 2. डेटा संस्था"
"1. தரவு வெளியீடு, 2. தரவு வெளியீடு","1. डेटा आउटपुट, 2. डेटा आउटपुट"
"1.தரவு பாதை, 2.தரவு பாதை","1.डेटा पथ, 2.डेटा पथ"
"1.தரவு தயாரித்தல், 2. தரவு தயாரித்தல்","1. डेटा तयार करणे, 2. डेटा तयार करणे"
"1.தரவு தனியுரிமை, 2.தரவு தனியுரிமை","1.डेटा गोपनीयता, 2.डेटा गोपनीयता"
"1. தரவுச் செயலி, 2. தரவுச் செயலி","1. डेटा प्रोसेसर, 2. डेटा प्रोसेसर"
"1.தரவு பாதுகாப்பு, 2.தரவு பாதுகாப்பு","1.डेटा संरक्षण, 2.डेटा संरक्षण"
"1. தரவு பதிவு, 2. தரவு பதிவு","1. डेटा रेकॉर्ड, 2. डेटा रेकॉर्ड"
"1. தரவு மீட்டெடுப்பு, 2. தரவு மீட்டெடுப்பு","1. डेटा पुनर्प्राप्ती, 2. डेटा पुनर्प्राप्ती"
"1. தரவு வழக்கம், 2. தரவு வழக்கம்","1. डेटा रूटीन, 2. डेटा रूटीन"
"1.தரவு பாதுகாப்பு, 2.தரவு பாதுகாப்பு","1.डेटा सुरक्षा, 2.डेटा सुरक्षा"
"1.தரவு தொகுப்பு, 2. தரவு தொகுப்பு","१.डेटा संच, २. डेटा सेट"
"1.தரவு சமிக்ஞை, 2.தரவு சமிக்ஞை","1.डेटा सिग्नल, 2.डेटा सिग्नल"
"1. தரவு அணுகல், 2. தரவு அணுகல்","1. डेटा ऍक्सेस, 2. डेटा ऍक्सेस"
"1.தரவு ஆதாரம், 2.தரவு ஆதாரம்","1.डेटा स्रोत, 2.डेटा स्रोत"
"1.தரவு விவரக்குறிப்பு, 2. தரவு விவரக்குறிப்பு","1.डेटा तपशील, 2. डेटा तपशील"
"1.தரவு மையம், 2.தரவு மையம்","1.डेटा सेंटर, 2.डेटा सेंटर"
"1. தரவு சேமிப்பு, 2. தரவு சேமிப்பு","1. डेटा स्टोरेज, 2. डेटा स्टोरेज"
தரவு சேமிப்பு அமைப்பு,डेटा स्टोरेज संरचना
"1. தரவுக் கட்டமைப்பு, 2. தரவுக் கட்டமைப்பு","1. डेटा स्ट्रक्चर, 2. डेटा स्ट्रक्चर"
"1.டேட்டா ஸ்விட்ச், 2.டேட்டா ஸ்விட்ச்","1.डेटा स्विच, 2.डेटा स्विच"
"1.தரவு அட்டவணை, 2.தரவு அட்டவணை","1.डेटा टेबल, 2.डेटा टेबल"
"1.தரவு முடிவு, 2. தரவு முடிவு","1.डेटा एंड, 2. डेटा समाप्त"
"1. டேட்டா டிரான்ஸ்கிரிப்ஷன், 2. டேட்டா டிரான்ஸ்கிரிப்ஷன்","1. डेटा ट्रान्सक्रिप्शन, 2. डेटा ट्रान्सक्रिप्शन"
"1.தரவு பரிமாற்றம், 2. தரவு பரிமாற்ற","1.डेटा ट्रान्सफर, 2. डेटा ट्रान्सफर"
"1. தரவு பரிமாற்றம், 2. தரவு பரிமாற்றம்","1. डेटा ट्रान्समिशन, 2. डेटा ट्रान्समिशन"
"1.டேட்டா டிரான்ஸ்மிஷன் சிஸ்டம், 2.டேட்டா டிரான்ஸ்மிஷன் சிஸ்டம்","1. डेटा ट्रान्समिशन सिस्टम, 2. डेटा ट्रान्समिशन सिस्टम"
"1. தரவு வடிவம், 2. தரவு வடிவம்","1. डेटा फॉरमॅट, 2. डेटा फॉरमॅट"
"1. தரவு அலகு, 2. தரவு அலகு","1. डेटा युनिट, 2. डेटा युनिट"
"1.தரவு சரிபார்ப்பு, 2.தரவு சரிபார்ப்பு","1.डेटा प्रमाणीकरण, 2.डेटा प्रमाणीकरण"
தரவுத்தளம்,डेटाबेस
தரவுத்தள நிர்வாகம்,डेटाबेस प्रशासन
தரவுத்தள வடிவமைப்பு,डेटाबेस डिझाइन
தரவுத்தள மேலாண்மை அமைப்பு,डेटाबेस व्यवस्थापन प्रणाली
"1.டேட்டாகிரேவ், 2.டேட்டாகிரேவ்","1.डेटाग्रेव्ह, 2.डेटाग्रेव्ह"
"1. தரவு, 2. தரவு","1. डेटाम, 2. डेटा"
"1.செயலற்ற மண்டலம், 2.செயலற்ற மண்டலம்","1.निष्क्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र"
முட்டுக்கட்டை,गतिरोध
முட்டுக்கட்டை தடுப்பு,गतिरोध प्रतिबंध
குறைபாடு நீக்கம்,दोष क्लिअरन्स
"1. தீர்ப்பு செல், 2. தீர்ப்பு பெட்டி","1. जजमेंट सेल, 2. जजमेंट बॉक्स"
முடிவெடுக்கும் செயல்முறை,निर्णयप्रक्रिया
முடிவு ஆதரவு அமைப்பு,निर्णय समर्थन प्रणाली
முடிவு மரம்,निर्णयाचे झाड
"1. குறிவிலக்கி, 2. குறிவிலக்கி","1. डीकोडर, 2. डीकोडर"
கலைப்பு கொள்கை,विघटन तत्त्व
டிகோடிங்,डीकोडिंग
அர்ப்பணிக்கப்பட்ட அமைப்பு,समर्पित प्रणाली
அர்ப்பணிக்கப்பட்ட பத்திரிகை,समर्पित प्रेस
நோய்த்தடுப்பு தரவு நெட்வொர்க் (DDN),लसीकरण डेटा नेटवर्क (DDN)
நோய்த்தடுப்பு தகவல் அமைப்பு,लसीकरण माहिती प्रणाली
ஒருங்கிணைப்பு,एकीकरण
தாமதம்,विलंब
தாமத கவுண்டர்,विलंब काउंटर
தாமத நேரம்,विलंब वेळ
"1.நீக்கு, 2.நீக்கு","1.हटवा, 2.हटवा"
நீக்குதல் பதிவு,हटवणे रेकॉर्ड
பிரிப்பான்,परिसीमक
டெல்டா பண்பேற்றம்,डेल्टा मॉड्युलेशन
கோரிக்கை பக்கம்,मागणी पृष्ठ
செயல்திறன்,कामगिरी
டிமாடுலேஷன்,demodulation
வி-மல்டிபிளெக்சர்,V- मल्टीप्लेक्सर
இயல்புநிலைப்படுத்தல்,विकृतीकरण
"1. அடர்த்தி, 2. அடர்த்தி","1. घनता, 2. घनता"
"1. சார்பு, 2. சார்பு","1. अवलंबित्व, 2. अवलंबित्व"
சார்பு அலகு,अवलंबून युनिट
வரிசை,रांग
"1. dereference, 2. dereference","1. dereference, 2. dereference"
பெறப்பட்ட மரம்,व्युत्पन्न झाड
பெறப்பட்ட புலம்,व्युत्पन्न फील्ड
இறங்கு வகை,उतरत्या क्रमवारी
வடிவமைப்பு,डिझाइन
மேசை கால்குலேட்டர்,डेस्क कॅल्क्युलेटर
டெஸ்க்டாப் கணினிகள்,डेस्कटॉप संगणक
டெஸ்க்டாப் விளக்கக்காட்சி,डेस्कटॉप सादरीकरण
டெஸ்க்டாப் வெளியீடு,डेस्कटॉप प्रकाशन
டெஸ்க்டாப் வீடியோ,डेस्कटॉप व्हिडिओ
இலக்கு முகவரி,गंतव्य पत्ता
"1. அழிப்பவர், 2. அழிப்பவர்","1. विनाशक, 2. विनाशक"
தீர்மானிக்கும் தானியங்கு,निर्धारक ऑटोमेटा
டெவலப்பர்,विकसक
வளர்ச்சி அமைப்பு,विकास प्रणाली
சாதனம்,साधन
சாதன கட்டுப்பாட்டு அலகு,डिव्हाइस नियंत्रण युनिट
சாதனம் கட்டுப்படுத்தி,डिव्हाइस नियंत्रक
சாதன மேலாண்மை,डिव्हाइस व्यवस्थापन
சாதன முறை,डिव्हाइस मोड
நோய் கண்டறிதல்,निदान
கண்டறியும் அமைப்பு,निदान प्रणाली
"1. கண்டறிதல், 2. கண்டறிதல்","1. निदान, 2. निदान"
வரைபடம்,आकृती
டயல்,डायल
டயல் வரி,डायल लाइन
டயல் தொனி,डायल टोन
அழைக்கவும்,डायल करा
"1. உரையாடல், 2. உரையாடல்","1. संवाद, 2. संभाषण"
உரையாடல் அறை,संभाषण कक्ष
டயல்அப் மோடம்,डायलअप मॉडेम
காப்பீடு,विमा
அகராதி,शब्दकोश
"1. வேறுபாடு, 2. வேறுபாடு","1. भिन्नता, 2. भिन्नता"
எண்ணியல்,संख्यात्मक
டிஜிட்டல் அமைப்பு,डिजिटल प्रणाली
டிஜிட்டல் சுற்று,डिजिटल सर्किट
டிஜிட்டல் கணினி,डिजिटल संगणक
"1.டிஜிட்டல் டேட்டா, 2.டிஜிட்டல் டேட்டா","1.डिजिटल डेटा, 2.डिजिटल डेटा"
டிஜிட்டல் வசதி,डिजिटल सुविधा
டிஜிட்டல் வடிகட்டி,डिजिटल फिल्टर
டிஜிட்டல் நூலகம்,डिजिटल लायब्ररी
டிஜிட்டல் பண்பேற்றம்,डिजिटल मॉड्यूलेशन
"1. டிஜிட்டல் டிஸ்ப்ளே, 2. டிஜிட்டல் மானிட்டர்","1. डिजिटल डिस्प्ले, 2. डिजिटल मॉनिटर"
டிஜிட்டல் படம்,डिजिटल प्रतिमा
"1. டிஜிட்டல் கையொப்பம், 2. டிஜிட்டல் கையொப்பம்","1. डिजिटल स्वाक्षरी, 2. डिजिटल स्वाक्षरी"
டிஜிட்டல் சுவிட்ச்,डिजिटल स्विच
டிஜிட்டல் அனலாக் மாற்றி,डिजिटल अॅनालॉग कनवर्टर
டிஜிட்டல் மயமாக்கல்,डिजिटायझेशन
டிஜிட்டல் மயமாக்கல்,डिजिटायझेशन
இலக்கமாக்கி,डिजिटायझर
டையோடு,डायोड
முதன்மையான தோற்றம்,प्रथमदर्शनी
நேரடி முகவரி,थेट पत्ता
நேரடி மாற்றம்,थेट रूपांतरण
நேரடி இணைப்பு,थेट जोडणी
"1. நேரடி நினைவக அணுகல், 2. நேரடி நினைவக அணுகல் (DMA)","1. डायरेक्ट मेमरी ऍक्सेस, 2. डायरेक्ट मेमरी ऍक्सेस (DMA)"
நேரடி நினைவக அணுகல் (DMA),डायरेक्ट मेमरी ऍक्सेस (DMA)
நேரடி முறை,थेट पद्धत
திசைகள்,दिशानिर्देश
அடைவு,निर्देशिका
"1. அடைவு சேவையகம், 2. அடைவு சேவையகம்","1. निर्देशिका सर्व्हर, 2. निर्देशिका सर्व्हर"
அடைவு சேவை,निर्देशिका सेवा
முடியவில்லை,अक्षम
சமிக்ஞையை முடக்குகிறது,सिग्नल अक्षम करणे
"1. துண்டித்தல், 2. துண்டித்தல்","1. डिस्कनेक्शन, 2. डिस्कनेक्शन"
"1. தனித்தனி, 2. தனித்தனி","1. स्वतंत्र, 2. स्वतंत्र"
"1. வட்டு, 2. வட்டு","1. डिस्क, 2. डिस्क"
"1. வட்டு முகவரி, 2. வட்டு முகவரி","1. डिस्क पत्ता, 2. डिस्क पत्ता"
"1. வட்டு வரிசை, 2. வட்டு வரிசை","1. डिस्क अॅरे, 2. डिस्क अॅरे"
"1. வட்டு திறன், 2. வட்டு திறன்","1. डिस्क क्षमता, 2. डिस्क क्षमता"
"1. வட்டு இயக்கி, 2. வட்டு இயக்கி","1. डिस्क ड्रायव्हर, 2. डिस्क ड्राइव्ह"
வட்டு கோப்பு,डिस्क फाइल
"1. வட்டு நினைவகம், 2. வட்டு நினைவகம், 3. வட்டு நினைவகம், 4. வட்டு நினைவகம்","1. डिस्क मेमरी, 2. डिस्क मेमरी, 3. डिस्क मेमरी, 4. डिस्क मेमरी"
வட்டு இயக்க முறைமை (DoS),डिस्क ऑपरेटिंग सिस्टम (DoS)
வட்டு தொகுப்பு,डिस्क पॅकेज
"1.சக்ரிகா சர்வர், 2.டிஸ்க் சர்வர்","1.चक्रिका सर्व्हर, 2.डिस्क सर्व्हर"
"1. வட்டு சேமிப்பு, 2. வட்டு சேமிப்பு","1. डिस्क स्टोरेज, 2. डिस्क स्टोरेज"
வட்டு,डिस्केट
காட்சி கோப்பு,फाइल प्रदर्शित करा
காட்சி படத்தை,प्रतिमा प्रदर्शित करा
அகற்றல்,विल्हेवाट
தூரம்,अंतर
தூர செயல்பாடு,अंतर कार्य
திரித்தல்,विकृती
வழங்கப்பட்டது,वितरित
விநியோகிக்கப்பட்ட தரவு,वितरित डेटा
விநியோகிக்கப்பட்ட சேவையகம்,वितरित सर्व्हर
"1. விநியோகிக்கப்பட்ட அமைப்பு, 2. விநியோகிக்கப்பட்ட அமைப்பு","1.वितरित प्रणाली, 2.वितरित प्रणाली"
விநியோகஸ்தர்,वितरक
ஆவணம்,दस्तऐवज
அங்கீகாரம் பெற்ற ஆவணம்,दस्तऐवज मान्यताप्राप्त
"1. ஆவண சாளரம், 2. ஆவண சாளரம்","1. दस्तऐवज विंडो, 2. दस्तऐवज विंडो"
ஆவணங்கள்,दस्तऐवजीकरण
"களம், களம்","डोमेन, डोमेन"
டொமைன் பெயர்,डोमेनचे नाव
"1. டாட் மேட்ரிக்ஸ் பிரிண்டர், 2. டாட் மேட்ரிக்ஸ் பிரிண்டர்","1. डॉट मॅट्रिक्स प्रिंटर, 2. डॉट मॅट्रिक्स प्रिंटर"
"கீழ், கீழே","खाली, खाली"
"1.அவலின்க், 2.சதுரம்","1.अवलिंक, 2.स्क्वेअर"
பதிவிறக்க Tamil,डाउनलोड करा
பதிவிறக்க நேரம்,डाउनलोड वेळ
இழுவை,कर्षण
DRAM (டைனமிக் ரேம்),DRAM (डायनॅमिक रॅम)
ஓட்டம்,प्रवाह
இயக்கி,चालक
இலைகள்,पाने
டிராப் பட்டியல் பெட்டி,ड्रॉप लिस्ट बॉक्स
டிரம் டிரைவ்,ड्रम ड्राइव्ह
"1.டிரம் பிரிண்டர், 2.டிரம் பிரிண்டர்","1.ड्रम प्रिंटर, 2.ड्रम प्रिंटर"
"1. இம் யூனிட், 2. டிரம் யூனிட்","1. इम युनिट, 2. ड्रम युनिट"
"1. இருமை, 2. இரு","1. द्वैत, 2. द्वि"
இரட்டை அடர்த்தி,दुहेरी घनता
"1. அமைதியான முகவரி, 2. போலி முகவரி","1. मूक पत्ता, 2. बनावट पत्ता"
திணிப்பு,डंप
இரட்டை சுற்று,डुप्लेक्स सर्किट
சட்டப்பூர்வமாக்குதல்,कायदेशीरकरण
முக்கிய திறவுகோல்,की की
"1.டி வி டி ஆர்./டபிள்யூ, 2. டிவிடி படித்தல், 3. எழுதுதல்","1.D V D R./W, 2. डीव्हीडी वाचन, 3. लेखन"
டிவிடி ரோம்,डीव्हीडी रॉम
மாறும் அறிவுறுத்தல்,डायनॅमिक सूचना
"1.டைனமிக் மெமரி, 2.டைனமிக் மெமரி","1.डायनॅमिक मेमरी, 2.डायनॅमिक मेमरी"
"1. இயக்கவியல், 2. இயக்கவியல்","1. डायनॅमिक्स, 2. डायनॅमिक्स"
ஈ பி சி டி ஐ சி,E B C D I C
மின் வணிகம்,ई-व्यवसाय
எதிரொலி,प्रतिध्वनी
"1.இ-காமர்ஸ், 2.இ-காமர்ஸ்","1.ई-कॉमर्स, 2.ई-कॉमर्स"
திருத்துதல்,संपादन
ஆசிரியர்,संपादक
கல்வி தொழில்நுட்பம்,शैक्षणिक तंत्रज्ञान
e e p rom,e e p rom
"1. அர்த்தமுள்ள முகவரி, 2. பயனுள்ள முகவரி","1. अर्थपूर्ण पत्ता, 2. प्रभावी पत्ता"
அர்த்தமுள்ள செயல்பாட்டு முகவரி,अर्थपूर्ण ऑपरेंड पत्ता
பயனுள்ள நடவடிக்கை,प्रभावी कृती
பயனுள்ள UID,प्रभावी UID
பயனுள்ள பரிமாற்ற செயல்பாடு,प्रभावी ट्रांसमिशन ऑपरेशन
ஆக்டல் பைட்,ऑक्टल बाइट
"மின்னணு கற்றல், மின் கற்றல்","इलेक्ट्रॉनिक शिक्षण, ई-लर्निंग"
தேர்தல் அல்காரிதம்,निवडणूक अल्गोरिदम
மின்னணு அஞ்சல் சேவை (மின்னஞ்சல்),इलेक्ट्रॉनिक मेल सेवा (ई-मेल)
"1.எலக்ட்ரானிக் பிரிண்டிங், 2.எலக்ட்ரானிக் பிரிண்டர்","1.इलेक्ट्रॉनिक प्रिंटिंग, 2.इलेक्ट्रॉनिक प्रिंटर"
மின் கணக்கியல் இயந்திரம்,इलेक्ट्रिकल अकाउंटिंग मशीन
மின்னணுவியல்,इलेक्ट्रॉनिक्स
மின்னணு வெளியேற்ற அமைப்பு (ECS),इलेक्ट्रॉनिक एक्झॉस्ट सिस्टम (ECS)
மின்னணு தரவு பரிமாற்றம் (EDI),इलेक्ट्रॉनिक डेटा एक्सचेंज (EDI)
மின்னணு தரவு செயலாக்கம்,इलेक्ट्रॉनिक डेटा प्रोसेसिंग
மின்னணு சிற்றேடு,इलेक्ट्रॉनिक ब्रोशर
மின்னணு நிதி பரிமாற்ற வழிமுறை (EFTS),इलेक्ट्रॉनिक निधी हस्तांतरण यंत्रणा (EFTS)
"1.எலக்ட்ரானிக் ஜர்னல், 2.எலக்ட்ரானிக் ஜர்னல்","1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रॉनिक जर्नल"
மின்னணு வெளியீடு,इलेक्ट्रॉनिक प्रकाशन
மின்னணு சுவிட்ச்,इलेक्ट्रॉनिक स्विच
"உறுப்பு, உறுப்பு","घटक, घटक"
மின்னஞ்சல்,ई-मेल
"1. மின்னஞ்சல் முகவரி, 2. மின்னணு அஞ்சல் முகவரி","1. ई-मेल पत्ता, 2. इलेक्ट्रॉनिक मेलिंग पत्ता"
உட்பொதிக்கப்பட்ட அமைப்பு,एम्बेडेड प्रणाली
உட்பொதித்தல்,एम्बेडिंग
உமிழ்ப்பான் இணைந்த தர்க்கம் (ECL),एमिटर कपल्ड लॉजिक (ECL)
காலியான இடம்,मोकळी जागा
"1. வெற்று சங்கிலி, 2. வெற்று சங்கிலி","1. कोरी साखळी, 2. कोरी साखळी"
இயந்திரமயமாக்கல்,यांत्रिकीकरण
"1.கேப்சுலேஷன், 2.கேப்சுலேஷன்","1.कॅप्सुलेशन, 2.कॅप्सुलेशन"
குறிவிலக்கி,डिकोडर
குறியாக்கம்,एन्कोडिंग
"1. குறியாக்கி, 2. கோடாக்","1. एन्कोडर, 2. कोडॅक"
மறைக்கப்பட்ட தரவு,लपलेला डेटा
மறைக்கப்பட்ட கோப்பு முறைமை,लपलेली फाइल सिस्टम
"1. என்க்ரிப்ஷன், 2. கோடிங், 3. என்கோடிங்","1. एन्क्रिप्शन, 2. कोडिंग, 3. एन्कोडिंग"
தொகுதி முடிவு,ब्लॉक एंड
கோப்பு-முடிவு,फाइल-एंड
பயனர்,वापरकर्ता
நுழைய,प्रविष्ट करा
நுழைவு விசை,एंट्री की
"1. உத்யம் சர்வர், 2. உத்யம் சேவக்","१.उद्यम सरवर, २.उद्यम सेवक"
நிறுவன அமைப்பு,एंटरप्राइझ प्रणाली
சக்தி,शक्ती
சக்தி தொடர்பு,शक्ती आत्मीयता
நுழைவு நேரம்,प्रवेश वेळ
உள்ளீடு மாறி,इनपुट व्हेरिएबल
எண்ணத்தக்க,मोजण्यायोग्य
சூழல்,वातावरण
"1. சகாப்தம், 2. சகாப்தம், 3. அறிவுறுத்தல் தருணம்","1.युग, 2. युग, 3. सूचना क्षण"
EPRAM (நிதி நிரல்படுத்தக்கூடிய படிக்க-மட்டும் நினைவகம்),EPRAM (फायनान्स प्रोग्राम करण्यायोग्य वाचनीय मेमरी)
epsilon constrictor,एप्सिलॉन कन्व्हेक्टर
சமநிலைப்படுத்தி,तुल्यकारक
உபகரணங்கள்,उपकरणे
சமநிலை வகுப்பு,समतुल्य वर्ग
சமமான உறவு,समतुल्य संबंध
"1. அழிவு, 2. ஒழிப்பு","1. विलोपन, 2. निर्मूलन"
பிழை திருத்தம் குறியீடு,त्रुटी सुधारणे कोड
பிழை திருத்தம்,त्रुटी सुधारणे
பிழை கண்டறிதல்,त्रुटी शोधणे
பிழை கையாளுதல்,त्रुटी हाताळणी
பிழை செய்தி,त्रुटी संदेश
பிழை விகிதம்,त्रुटी दर
பிழை மீட்பு,त्रुटी पुनर्प्राप्ती
பிழை பெயர்,त्रुटी नाव
தப்பிக்கும் சின்னம்,सुटका प्रतीक
ஈதர்நெட்,इथरनेट
நிகழ்வு,कार्यक्रम
நிகழ்வு சங்கிலி,कार्यक्रम साखळी
நிகழ்வு கட்டுப்பாடு,घटना नियंत्रण
நிகழ்வு கவுண்டர்,कार्यक्रम काउंटर
விதிவிலக்கு கையாளுதல்,अपवाद हाताळणी
பரிமாற்ற வட்டு சேமிப்பு,एक्सचेंज डिस्क स्टोरेज
விலக்குதல்,बहिष्कार
பிரத்தியேக மற்றும் (x அல்லது),अनन्य आणि (x किंवा)
இயங்கக்கூடிய நிரல்,एक्झिक्युटेबल प्रोग्राम
மரணதண்டனை அறிக்கை,अंमलबजावणी विधान
தேர்ந்தெடுக்கப்பட்ட தேடல்,निवडक शोध
இருக்கும்,विद्यमान
பிரச்சினை,समस्या
நிபுணர் அமைப்பு,तज्ञ प्रणाली
"1. வெளிப்பாடு, 2. வெளிப்பாடு","1. अभिव्यक्ती, 2. अभिव्यक्ती"
விரிவாக்கப்பட்ட வரைகலை அணி (x g a),विस्तारित ग्राफिकल मॅट्रिक्स (x g a)
விரிவாக்கப்பட்ட தொழில்துறை தரநிலைகள் (EIS),विस्तारित औद्योगिक मानके (EIS)
அதிக சுமை கொண்ட இயந்திரம்,ओव्हरलोड मशीन
நீட்டிக்கப்பட்ட நினைவகம்,विस्तारित मेमरी
"1. விரிவாக்கப்பட்ட துல்லியம், 2. விரிவாக்கப்பட்ட துல்லியம்","1. विस्तारित अचूकता, 2. विस्तारित अचूकता"
"1. விரிவாக்கப்பட்ட வரிசையாக்கம், 2. விரிவாக்கப்பட்ட பிரித்தல்","1.विस्तारित वर्गीकरण, 2.विस्तारित पृथक्करण"
கூப்பிடு,कॉल करा
வெளிப்புற பிழை,बाह्य त्रुटी
வெளிப்புற செயல்பாடு,बाह्य कार्य
வெளிப்புற குறுக்கீடு,बाह्य व्यत्यय
"1.புற நினைவகம், 2.புற நினைவகம்","1.बाह्य मेमरी, 2.बाह्य मेमरी"
வெளிப்புற நினைவகம்,बाह्य मेमरी
வெளிப்புற மோடம்,बाह्य मोडेम
வெளிப்புற குறிப்பு,बाह्य संदर्भ
வெளிப்புற தேடல்,बाह्य शोध
வெளிப்புற சேமிப்பக சாதனம்,बाह्य स्टोरेज डिव्हाइस
பிரித்தெடுத்தல்,काढणे
எக்ஸ்ட்ராபோலேஷன்,एक्सट्रापोलेशन
பேனல் எழுத்து அச்சுப்பொறி,पॅनेल वर्ण प्रिंटर
தோல்வி-பாதுகாப்பு செயல்பாடு,अयशस्वी-सुरक्षा ऑपरेशन
தோல்வி விகிதம்,अपयशाचा दर
தோல்வி வெளியேற்றம்,अयशस्वी डिस्चार्ज
தவறான குறியீடு,खोटा कोड
தவறான பிழை,खोटी चूक
"1.முதலீடு, 2.முதலீட்டு புள்ளிகள்","1.गुंतवणूक, 2.गुंतवणुकीचे गुण"
"1. வெளியீடு, 2. வெளியீடு எண்","1. अंक, 2. अंक क्रमांक"
"1. பிரதி I/O சாதனம், 2. பிரதி உள்ளீட்டு சாதனம்/வெளியீடு","1. प्रतिकृती I/O डिव्हाइस, 2. प्रतिकृती इनपुट डिव्हाइस/आउटपुट"
விரைவான நான்கு பரிமாற்றம்,जलद फोरियर हस्तांतरण
கொடிய பிழை,गंभीर त्रुटी
தவறு கண்டறிதல்,दोष शोधणे
தவறு கண்டறிதல்,दोष निदान
