Odiya,Telugu
ସହାୟକ କାରବାର |,వ్యవహార సహాయకుడు
କାରବାର,వ్యవహారం
ମୃତ୍ୟୁ ବାର୍ଷିକୀ |,మరణ వార్షికోత్సవం
ପ୍ରିୟତା ଭତ୍ତା |,ప్రియమైన భత్యం
ମୃତ୍ୟୁ ଲାଭ,మరణ ప్రయోజనం
ମୃତ୍ୟୁ-ଜମ୍-ଅବସର ଗ୍ରାଟେରୀତା |,డెత్-కమ్-రిటైర్మెంట్ గ్రాట్యుటీ
ସେବାରେ ମୃତ୍ୟୁ,సేవలో మరణం
ଡାଉଟରଜୋଜାଓନିନ୍ |,Deauthorizatioin
ଦେବର,డెబార్
ଡେବିଟ୍,డెబిట్
ଡେବିଟ୍ ପରାମର୍ଶ |,డెబిట్ సలహా
ରୂଣ,అప్పు
Debt ଣ ପରିଚାଳନା,రుణ నిర్వహణ
Deb ଣଦାତା,రుణగ్రహీత
ମୃତ,మరణించిన
ଶାସନ,మర్యాద
ବିକେନ୍ଦ୍ରୀକରଣ,వికేంద్రీకరణ
ନିଷ୍ପତ୍ତି ନେବେ,నిర్ణయాత్మక కారకం
ନିଷ୍ପତ୍ତି,నిర్ణయం
ନିର୍ଣ୍ଣୟ ନେବା,నిర్ణయం తీసుకోవడం
ନିଷ୍ପତ୍ତି ନେବା ପ୍ରକ୍ରିୟା |,నిర్ణయం తీసుకునే ప్రక్రియ
ଘୋଷଣା,ప్రకటన
ଆୟର ଘୋଷଣା |,ఆదాయ ప్రకటన
ଘୋଷିତ ମୂଲ୍ୟ |,ప్రకటించిన విలువ
ଶପଥ କର,ప్రమాణం చేయండి
ଡିକୋଡ୍ କରନ୍ତୁ |,డీకోడ్
ଡେକଣ୍ଟ୍ରୋଲ୍ |,డీకోంట్రోల్
ବିଗାମୀ,డెకోరం
କମିବା,తగ్గుదల
ଏହି ପରିସେଇ,డిక్రీ
ସମର୍ପଣ,అంకితం
ରିହାତି,మినహాయింపు
ରିହାତି,మినహాయింపు
ଉତ୍ସରେ ରିହାତି,మూలం వద్ద మినహాయింపు
ଦରମାରୁ ରିହାତି,జీతం నుండి మినహాయింపు
କାର୍ଯ୍ୟ,దస్తావేజు
ବନ୍ଧକ କାର୍ଯ୍ୟ,తనఖా యొక్క దస్తావేజు
ବିଶ୍ୱବିଦ୍ୟାଳୟ ବୋଲି ବିବେଚନା କରାଯାଏ |,డీమ్డ్ విశ్వవిద్యాలయం
ବଦନାମ,Deface
ଦେ ଫ୍ୟାକ୍ଟୋ,వాస్తవ
ନକଲ,డీప్లేషన్
ବଦନାମ,పరువు నష్టం
ଡିଫଲ୍ଟ |,డిఫాల్ట్
ଡିଫଲ୍ଟର |,డిఫాల్టర్
ତ୍ରୁଟିଯୁକ୍ତ,లోపభూయిష్ట
ପ୍ରତିରକ୍ଷା,రక్షణ
ପ୍ରତିରକ୍ଷା ଉପଦେଶ,రక్షణ న్యాయవాది
ପ୍ରତିରକ୍ଷା ଉତ୍ପାଦନ |,రక్షణ ఉత్పత్తి
ଅଭିଯୁକ୍ତ,ప్రతివాది
ସ୍ଥଗିତ ରଖ |,వాయిదా వేయండి
ସ୍ଥଗିତ ଖର୍ଚ୍ଚ,వాయిదా వేసిన వ్యయం
ଅବମାନନା,ధిక్కరణ
ନିଅଣ୍ଟ,లోటు
ନିଅଣ୍ଟ ବଜେଟ୍ |,లోటు బడ్జెట్
ପରିଭାଷିତ କରନ୍ତୁ,నిర్వచించండి
ଅଟୋ,ధిక్కరించండి
ଭିକେସନ୍,క్షీణత
ଡିଗ୍ରୀ,డిగ్రీ
ନିର୍ବନ୍ଧ,Dejure
ବିଳମ୍ବ,ఆలస్యం
ପ୍ରତିନିଧୀ |,ప్రతినిధి
ପ୍ରତିନିଧୀ କର୍ତ୍ତୃପକ୍ଷ |,అప్పగించిన అధికారం
ପ୍ରତିନିଧୀ,ప్రతినిధి బృందం
ଶକ୍ତିର ପ୍ରତିନିଧୀ |,అధికారాల ప్రతినిధి బృందం
ବିଲୋପ କରନ୍ତୁ |,తొలగించు
ବିଲୋପାଘ,తొలగింపు
ଜାଣିଶୁଣି |,ఉద్దేశపూర్వకంగా
ବିଚାରପତି,చర్చ
ଦେଦକାର କରିବା |,రుచికరమైన
ପ୍ରତାରଣା,డీలిమిటేషన్
ବିତରଣ କର |,బట్వాడా
ବିତରଣ,డెలివరీ
ଚାହିଦା,డిమాండ్
ଟିପ୍ପଣୀ ଟିପ୍ପଣୀ ଟିପ୍ପଣୀ |,డిమాండ్ గమనిక
ଛକ,సరిహద్దు
Demi-garieruler,డెమి-అఫీషియల్
ଗଣତନ୍ତ୍ର,ప్రజాస్వామ్యం
ପ୍ରଦର୍ଶନ,ప్రదర్శన
ଗଣନିରୋଗରକରଣ,అవమానం
ଡେମୁରିଜ୍ |,డెమరేజ్
ଅସ୍ୱୀକାର,తిరస్కరణ
ନାମ,విలువ కలిగిన
ଦେ ନୋଭୋ |,డి నోవో
ଅସ୍ୱୀକାର କର |,తిరస్కరించండి
ବିଦାୟ,బయలుదేరండి
ବିଭାଗ,విభాగం
ବିଭାଗୀୟ,డిపార్ట్‌మెంటల్
ବିଭାଗୀୟ କାର୍ଯ୍ୟ,డిపార్ట్‌మెంటల్ చర్య
ବିଭାଗୀୟ ଅନୁସନ୍ଧାନ |,డిపార్ట్‌మెంటల్ ఎంక్వైరీ
ବିଭାଗୀୟ ଅନୁସନ୍ଧାନ,విభాగ దర్యాప్తు
ବିଭାଗୀୟ ଅନିୟମିତତା |,డిపార్ట్‌మెంటల్ అవకతవకలు
ବିଭାଗୀୟ ଲାଇବ୍ରେରୀ |,డిపార్ట్‌మెంటల్ లైబ్రరీ
ବିଭାଗୀୟ ଅବହେଳା |,విభాగ నిర్లక్ష్యం
ବିଭାଗୀୟ ଅନୁମତି,విభాగ అనుమతి
ବିଭାଗୀୟ ଯୋଗ୍ୟତା ପରୀକ୍ଷା |,డిపార్ట్‌మెంటల్ క్వాలిఫైయింగ్ ఎగ్జామినేషన్
ପ୍ରସ୍ଥାନ,నిష్క్రమణ
ନିର୍ଭରଶୀଳତା ପ୍ରମାଣପତ୍ର,డిపెండెన్సీ సర్టిఫికేట్
ନିର୍ଭରଶୀଳ |,ఆధారపడి ఉంటుంది
ନିର୍ଭରଶୀଳ ପିଲାମାନେ |,ఆధారపడిన పిల్లలు
ନିୟୋଜନ କରନ୍ତୁ |,మోహరించేందుకు
ଭିକ୍ଟର |,డిపోనెంట్
ନିର୍ବାସନ,బహిష్కరణ
କ୍ଷତିପୂରଣ,డిసెజ్
ଜମା,డిపాజిట్
ଡିପୋ,డిపో
ଅବିଶ୍ୱାସନୀୟ,తరుగుదల
ଉଦାସୀନ ଶ୍ରେଣୀ |,అణగారిన తరగతి
ବଞ୍ଚିତ,కోల్పోతారు
ପ୍ରତିନିଧିତ୍,డిప్యుటేషన్
ଡେପୁଟେସନ୍ ଭତ୍ତା,డిప్యుటేషన్ భత్యం
ଡେପୁଟି,డిప్యూటీ
ପଞ୍ଜୀକୃତ |,పునర్నిర్మించబడింది
ଡ୍ୟୁଟିର ଦି,విధి యొక్క విడదీయడం
ନିର୍ଯ୍ୟାତନା,డెజర్వేషన్
ପୁନରୁତ୍ଥାନ,అవమానకరమైన
ଅପମାନଜନକ,అవమానకరమైన
ଅପମାନଜନକ ଟିପ୍ପଣୀ |,అవమానకరమైన వ్యాఖ్య
ବଂଶଧର,వారసుడు
ବର୍ଣ୍ଣନା,వివరణ
ଯୋଗ୍ୟ,అర్హమైనది
ଡିଜାଇନ୍,రూపకల్పన
ନିଯୁକ୍ତ କରନ୍ତୁ |,నియమించండి
ନିଯୁକ୍ତ,హోదా
ପଠନ,డెస్పాచ్
ଡେସପ୍ୟାଚ୍ ନୋଟ୍ |,డెస్పాచ్ నోట్
ପଠନ ରେଜିଷ୍ଟର |,డెస్పాచ్ రిజిస్టర్
ଗନ୍ତବ୍ୟସ୍ଥଳ,గమ్యం
ଦରିଦ୍ର,నిరాశ్రయుల
ସବିଶେଷ,వివరాలు
ବିସ୍ତୃତ,వివరంగా
ଚିହ୍ନଟ କର |,గుర్తించడం
ବନ୍ଦନା,నిర్బంధ
ଡିସେନୁ |,డిటెనూ
ନିଷ୍ଠା,సంకల్పం
ନିବେଦନ,నిరోధం
କ୍ଷତିକାରକ,హాని
କ୍ଷତିକାରକ |,హానికరం
ମୂଲ୍ୟ ହ୍ରାସ,విలువ తగ్గింపు
ବିନାଶ,వినాశనం
ବିକାଶ,అభివృద్ధి
ବିଚ୍ୟୁତ,విడదీయండి
ଉପକରଣ,పరికరం
ଭକ୍ତି,భక్తి
ନିରାକରଣ,రోగ నిర్ధారణ
ଚିତ୍ର,రేఖాచిత్రం
ଡାଏରୀ,డైరీ
ନିର୍ଦ୍ଦେଶ,డిక్టేషన్
ଅଣ ମୁସ୍ କରେ |,చనిపోతుంది
ଡାଏଟ୍,ఆహారం
ହଜମ କରନ୍ତୁ |,డైజెస్ట్
ସମ୍ମାନିତ,గౌరవప్రదమైన
ସମ୍ମାନ,గౌరవం
ଖୋଳା,డైగ్రెషన్
ଦିଲାଟନକାରୀ,డైలేటరీ
ଦ୍ୱନ୍ଦ୍ୱ,సందిగ్ధత
ପରିଶ୍ରମୀ,శ్రద్ధ
ପରିମାପ,పరిమాణం
ଡିପ୍ଲୋମା,డిప్లొమా
କୂଟନୀତି |,దౌత్యం
କୂଟନ omatic ତିକ ରୋଗୀତା |,దౌత్య రోగనిరోధక శక్తి
ସିଧାସଳଖ |,డైరెక్ట్
ସିଧାସଳଖ ପ୍ରତିଯୋଗିତା |,ప్రత్యక్ష పోటీ
ସିଧାସଳଖ ସାକ୍ଷାତକାର |,ప్రత్యక్ష ఇంటర్వ్యూ
ଦିଗ,దిశ
ଡିରେକ୍ଟୋରୀ,డైరెక్టరీ
ସିଧାସଳଖ ନିଯୁକ୍ତି |,ప్రత్యక్ష నియామకం
ଅନୁମୋଦିତ,అనుమతించవద్దు
ଅକ୍ଷମତା,వైకల్యం
ଅକ୍ଷମ ବ୍ୟକ୍ତି,వికలాంగుడు
ଅକ୍ଷମତା ଲାଭ,డిసేబుల్మెంట్ ప్రయోజనం
ଅସୁବିଧା,ప్రతికూలత
ସହମତ ନୁହେଁ,అంగీకరించలేదు
ଅନୁମୋଦିତ |,అనుమతించబడలేదు
ନାପସନ୍ଦ,నిరాకరణ
ବିପର୍ଯ୍ୟୟ |,విపత్తు
ବିପର୍ଯ୍ୟୟ ପରିଚାଳନା,విపత్తూ నిర్వహణ
ବିଚ୍ଛିନ୍ନ କର |,రద్దు
ବିବାଦ,పంపిణీ
ପରିତ୍ୟାଗ କରନ୍ତୁ |,విస్మరించండి
ମୁକ୍ତି,ఉత్సర్గ
ଡିସଚାର୍ଜ ସ୍ଲିପ୍ |,ఉత్సర్గ స్లిప్
ଶୃଙ୍ଖଳାଗତ କାର୍ଯ୍ୟ,క్రమశిక్షణా చర్య
ଶୃଙ୍ଖଳାଗତ ପ୍ରଣାଳୀ |,క్రమశిక్షణా విధానం
ଅନୁଶାସନ,క్రమశిక్షణ
ପ୍ରତ୍ୟାଖ୍ୟାନ |,నిరాకరణ
ପ୍ରକାଶ,బహిర్గతం
ଅସମ୍ମାନ,అసంతృప్తి
ବନ୍ଦ,నిలిపివేత
ବନ୍ଦ କରନ୍ତୁ,నిలిపివేయండి
ମୁକ୍ତି,అసమ్మతి
ରିହାତି,డిస్కౌంట్
ଆବିଷ୍କାର କରନ୍ତୁ |,కనుగొనండి
ଅସମ୍ମାନ,అపఖ్యాతి
ଅସଙ୍ଗତି,వ్యత్యాసం
ବିବେକ,అభీష్టానుసారం
ବିବେକ ଅନୁଦାନ,విచక్షణ మంజూరు
ବିଚକ୍ଷଣ ଶକ୍ତି,విచక్షణ శక్తి
ଭେଦଭାବ,వివక్ష
ଆଲୋଚନା,చర్చ
ଅସାଧୁ,నిజాయితీ
ଅପମାନ,అవమానం
ବିଚ୍ଛିନ୍ନତା,విచ్ఛిన్నం
ଡିସ୍କ,డిస్క్
ସ୍ଥାନାନ୍ତର,తొలగుట
ଅବିଶ୍ୱାସ,నమ్మకద్రోహం
ବରଖାସ୍ତ,రద్దుచేసే
ବରଖାସ୍ତ,తొలగింపు
ବରଖାସ୍ତ ପଦ୍ଧତି |,తొలగింపు విధానం
ଅବମାନନା,అవిధేయత
ବିଶୃଙ୍ଖଳା |,రుగ్మత
ଅବସାନିଜଜ୍,అస్తవ్యస్తత
ପାର୍ଥକ୍ୟ,అసమానత
ପଠାଇବା ବିଭାଗ |,డిస్పాచ్ విభాగం
ବିତରଣ ଯୋଗ୍ୟ,పంపిణీ చేయదగినది
ବିସର୍ଜନ କର |,చెదరగొట్టండి
ବିସ୍ଥାପିତ |,స్థానభ్రంశం
ପ୍ରଦର୍ଶନ,ప్రదర్శన
ଅସଦାଚରଣ,అసంతృప్తి
ଚିହ୍ନ,పారవేయడం
ବିସର୍ଜନ କରନ୍ତୁ |,పారవేసేందుకు
ମାନ୍ୟତା,స్థానభ్రంశం
ଅବସାଦ,తొలగింపు
ବିବାଦ,వివాదం
ଅଯୋଗ୍ୟତା,అనర్హత
ଅବମାନନା,విస్మరించండి
ବ୍ୟାଘାତ,అంతరాయం
ଅସନ୍ତୋଷ,అసంతృప్తి
ଅସଂଗୁଣିତ,అసమ్మతి
ବିକଶିତ,అపచారం
ବିସୟରେ,డిసోసియేట్
ବିସର୍ଜନ,రద్దు
ଦ୍ରବଣ,కరిగించండి
ଦୂରତା ଶିକ୍ଷା,దూరవిద్య
ଡିଷ୍ଟିଲାରୀ |,డిస్టిలరీ
ଭିନ୍ନ,విభిన్న
ପୃଥକ କର |,వేరు
ବିକୃତି,వక్రీకరణ
ଦୁ distress ଖ,బాధ
ବଣ୍ଟନ କର |,పంపిణీ
ବଣ୍ଟନ,పంపిణీ
ଜିଲ୍ଲା,జిల్లా
ଜିଲ୍ଲା କେନ୍ଦ୍ର,జిల్లా కేంద్రం
ବିଶୃଙ୍ଖଳା,భంగం
ଡିଟ୍ଟୋ |,డిట్టో
ଡାଇଭର୍ସନ,మళ్లింపు
ଡିଭିଡେଣ୍ଡ,డివిడెండ్
ବିଭାଜନ,విభజన
ଛାଡପତ୍ର,విడాకులు
ଡକେଟ୍,డాకెట్
ଡାକ୍ତର,వైద్యుడు
ଡକ୍ୟୁମେଣ୍ଟ୍,పత్రం
ଡକ୍ୟୁମେଣ୍ଟ୍ ପ୍ରମାଣପତ୍ର |,డాక్యుమెంటరీ సాక్ష్యం
ଡକ୍ୟୁମେଣ୍ଟେସନ୍,డాక్యుమెంటేషన్
ବାସସ୍ଥାନ,నివాసం
ଡୋମିକାଇଲ୍ ସାର୍ଟିଫିକେଟ୍ |,నివాస ధృవీకరణ పత్రం
ପ୍ରାଧାନ୍ୟ,ఆధిపత్యం
ଦାନ,విరాళం
ସ୍ଥାନ,డోసియర్
ସନ୍ଦେହଜନକ |,సందేహాస్పదంగా
କପୋତ ଲାଙ୍ଗୁଳ |,డోవ్ టైలింగ్
ତଳକୁ ଗ୍ରେଡ୍,డౌన్ గ్రేడ్
ଡ୍ରଫ୍ଟ,ముసాయిదా
ଡ୍ରାଫ୍ଟ ଉତ୍ତର |,ముసాయిదా ప్రత్యుత్తరం
କଠୋର ପରିମାପ |,తీవ్రమైన కొలత
ଡ୍ର,డ్రా
ଡ୍ରୟର,డ్రాయర్
ଚିତ୍ରାଙ୍କନ,డ్రాయింగ్
ମରୁଡ଼ି,కరువు
ଶୁଖିଲା ପଦୋନ୍ନତି |,పొడి ప్రమోషన్
ଦ୍ୱ ual ତା,ద్వంద్వ ఛార్జ్
ଦ୍ୱ ual ତିହାସିକ ନାଗରିକତା |,ద్వంద్వ పౌరసత్వం
ଧାର୍ଯ୍ୟାର କାରଣ |,గడువు
ଧ୍ୟାନର ସହ,తగిన శ్రద్ధ
ଦେୟ,బకాయిలు
ଯଥାର୍ଥ,సరిగా
ନକଲ,నకిలీ
ଅବଧି,వ్యవధి
Dueves,డ్యూరెస్
କର୍ତ୍ତବ୍ୟ,విధి
କର୍ତ୍ତବ୍ୟ ଭତ୍ତା,విధి భత్యం
ଡ୍ୟୁଟି ଚାର୍ଟ |,డ్యూటీ చార్ట్
କର୍ତ୍ତବ୍ୟ ଛୁଟି,డ్యూటీ సెలవు
ଡ୍ୟୁଟି ରୁମ୍ |,డ్యూటీ రూమ్
ମରିବା ଘୋଷଣା,డైయింగ్ డిక్లరేషన్
ଗତିଶୀଳତା,డైనమిక్స్
ପ୍ରମାଣିତ |,కేటాయింపు
ରୋଜଗାର,సంపాదించిన సెలవు
ରୋଜଗାର,ఆదాయాలు
ଇକୋ-ଫ୍ରେଣ୍ଡଲି |,పర్యావరణ అనుకూలమైనది
ପରିବେଶ,ఎకాలజీ
ଅର୍ଥନ .ତିକ |,ఆర్థిక
ଅର୍ଥନ ଶତକ୍ୱିକତା |,ఆర్థిక దోపిడీ
ଅର୍ଥନୀତି,ఆర్థిక వ్యవస్థ
ଅର୍ଥନୀତି ଶ୍ରେଣୀ,ఎకానమీ తరగతి
ସମ୍ପାଦନା,ఎడిటింగ్
ସଂସ୍କରଣ,ఎడిషన్
ସମ୍ପାଦନା,సంపాదకీయం
ଶିକ୍ଷା,చదువు
ଶିକ୍ଷାଗତ କ୍ୟାରିୟର |,విద్యా వృత్తి
ଶିକ୍ଷାନୁଷ୍ଠାନ ଅନୁଷ୍ଠାନ,ఎడ్యుకేషనల్ ఇన్స్టిట్యూట్
ଶିକ୍ଷାଗତ ଯୋଗ୍ୟତା |,అర్హతలు
ପ୍ରଭାବ,ప్రభావం
ପ୍ରଭାବଶାଳୀ |,ప్రభావవంతమైనది
ପ୍ରଭାବଶାଳୀ ତାରିଖ,ప్రభావవంతమైన తేదీ
ପ୍ରଭାବ,ప్రభావాలు
ଦକ୍ଷତା,సమర్థత
ଦକ୍ଷତା,సామర్థ్యం
ଦକ୍ଷ,సమర్థవంతమైనది
ନିର୍ବାଚନ,ఎజెక్ట్మెంట్
ବିସ୍ତୃତ,విస్తృతమైన
Elapse,సాపేక్ష
ମନୋନୀତ ପ୍ରତିନିଧୀ |,ఎన్నుకోబడిన ప్రతినిధి
ନିର୍ବାଚନ,ఎన్నికల
ନିର୍ବାଚନ କଲେଜ |,ఎలక్టోరల్ కాలేజీ
ନିର୍ବାହୀ,ఓటర్లు
ବିକାଶ,విద్యుదీకరణ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ମିଡିଆ |,ఎలక్ట్రానిక్ మీడియా
ପ୍ରାଥମିକ,ప్రాథమిక
ଯୋଗ୍ୟତା |,అర్హత
ଯୋଗ୍ୟତା ପରୀକ୍ଷା,అర్హత పరీక్ష
ବିଲୋପ,ఎలిమినేషన్
Eloquent,వాగ్ధాటి
ଲଜ୍ଜାଜନକ |,ఇబ్బంది
ନିର୍ବୋଧ,అపహరణ
ପ୍ରତୀକ,చిహ్నం
ସିଲ୍ ସିଲ୍ |,ఎంబోసింగ్ సీల్
ଜରୁରୀକାଳୀନ ପରିସ୍ଥିତି,అత్యవసర పరిస్థితి
ଜରୁରୀକାଳୀନ ରିଲିଫ୍ |,అత్యవసర ఉపశమనం
ଅସମର୍ଥ,ఎమర్జెంట్
ସ୍ଥାନାନ୍ତରଣ,వలస
ଇମେଲମେଣ୍ଟଗୁଡିକ |,ఎమోల్యూమెంట్స్
ନମୁନା,ఎంపానెల్మెంట్
ସହାନୁଭୂତି,సానుభూతిగల
ନିଯୁକ୍ତି,ఉద్యోగం
କର୍ମଚାରୀ,ఉద్యోగి
କର୍ମଚାରୀଙ୍କ ଅଂଶଗ୍ରହଣ,ఉద్యోగుల భాగస్వామ్యం
କର୍ମଚାରୀଙ୍କ ଅବଦାନ |,ఉద్యోగి సహకారం
କର୍ମଚାରୀଙ୍କ ପ୍ରୋଭିଜ୍ ପାଣ୍ଠି |,ఉద్యోగి యొక్క ప్రావిడెంట్ ఫండ్
ନିଯୁକ୍ତିଦାତା |,యజమాని
ରୋଜଗାର,ఉపాధి
ରୋଜଗାର ବିନିମୟ,ఉపాధి మార్పిడి
ରୋଜଗାର ବିଜ୍ଞପ୍ତି |,ఉపాధి నోటీసు
ନିଯୁକ୍ତି କାର୍ଯ୍ୟାଳୟ,ఉపాధి కార్యాలయం
ସଶକ୍ତିକରଣ,సాధికారత
ସଶକ୍ତିକରଣ,సాధికారత
ଆରମ୍ଭ କରନ୍ତୁ |,అమలు
ସଂସ୍ଥାର,చట్టం
En ବ୍ଲକ୍ |,ఎన్ బ్లాక్
ଏନକାଉଣ୍ଟର କର |,ENCASH
ଆବଦ୍ଧ,పరివేష్టిత
ଉତ୍ସାହ,ప్రోత్సాహం
ଏନକାଉଣ୍ଟର,ఆక్రమణ
ଏନକୁମ୍ବନ |,ఎన్‌కంబ్రాన్స్
ସମର୍ଥନ କରନ୍ତୁ,ఎండోర్స్
ଅନୁଦାନ,ఎండోమెంట్
ଶେଷ ଉତ୍ପାଦ |,ముగింపు ఉత్పత్తి
ଶକ୍ତି,శక్తి
ବାଧ୍ୟତାମୂଳକ କର |,అమలు
Jective,నిమగ్నమవ్వండి
ଉନ୍ନତି,మెరుగుదల
ତା ଦିଅ,ఆంథ్యం
ମେସ୍,ఎన్ మాస్సే
ଅନୁସନ୍ଧାନ,విచారణ
ନାମ ଲେଖାନ୍ତୁ |,నమోదు
ନାମଲେଖା (= ନାମଲେଖା),నమోదు (= నమోదు)
ନାମଲେଖା ସଂଖ୍ୟା |,నమోదు సంఖ్య
ରାସ୍ତା ରେ,దారిలో
ଭବିଷ୍ୟବାଣୀ,తరువాత
ନିଶ୍ଚିତ କରନ୍ତୁ |,నిర్ధారించడానికి
ପ୍ରବେଶ କର,నమోదు చేయండి
ଉଦ୍ୟମ୍,ఎంటర్ప్రైజ్
ଚିତ୍ତାକର୍ଷକ |,వినోదం
ମନୋରଞ୍ଜନ,వినోదం
ଅଧିକାର,అర్హత
ଅଧିକାର,అర్హత
ଅଧିକାର,అర్హత
ପ୍ରବେଶ,ప్రవేశం
ପ୍ରବେଶ,ప్రవేశం
ପ୍ରବେଶ,ప్రవేశం
ପ୍ରବେଶ ସ୍ତର କାର୍ଯ୍ୟ,ప్రవేశ స్థాయి ఉద్యోగం
ଗଣିତ,గణన
ପରିବେଶ,పర్యావరణం
ଏନଭୋଇ |,రాయబారి
ମହାମାରୀ,అంటువ్యాధి
Esitomen,ఎపిటోమ్
ସମାନତା,సమానత్వం
ସନ୍ତୁଳନ,సమతౌల్య
ଉପକରଣ,పరికరాలు
ଇକ୍ୱିଟି |,ఈక్విటీ
ସମାନ,సమానం
ସମକକ୍ଷ,సమస్యాత్మక
ବିଲାତି,నిర్మూలించేందుకు
ଏରାଟା,లోపటా
ତ୍ରୁଟି,లోపం
ବୃଦ୍ଧି ପାଇଲା |,ఎస్కలేషన్
ଏସକର୍ଟ,ఎస్కార్ట్
ଜରୁରୀ |,అవసరం
ସ୍ଥାପନା,స్థాపన
ଆକଳନ,అంచనా
ଆନୁମାନିକ ମୂଲ୍ୟ,అంచనా ఖర్చు
ନ ics ତିକତା,నీతి
ଶ iqu ଳୀ,మర్యాద
ସ୍ଥାନାନ୍ତର,తరలింపు
ପଳାୟନ କର |,తప్పించుకుంటుంది
ମୂଲ୍ୟାଙ୍କନ,మూల్యాంకనం
ଯୁଗ୍ମ ସଂଖ୍ୟା,సరి సంఖ్య
ପରିଶେଷରେ,చివరికి
ବହିଷ୍କାର,తొలగింపు
ପ୍ରମାଣ,సాక్ష్యం
ବିକାଶ,పరిణామం
ସଠିକ୍,ఖచ్చితమైనది
ପରୀକ୍ଷା,పరీక్ష
ପରୀକ୍ଷା କର,ఎగ్జామినే
ପରୀକ୍ଷକ,ఎగ్జామినర్
ଉଦାହରଣ |,ఉదాహరణ
ଖନନ,తవ్వకం
ଉତ୍କୃଷ୍ଟ,అద్భుతమైన
ବ୍ୟତିକ୍ରମ |,మినహాయింపు
ବ୍ୟତିକ୍ରମ |,అసాధారణమైనది
ଅତ୍ୟଧିକ,అదనపు
ବିନିମୟ,మార్పిడి
ବଂଶଧର,ఖజానా
ଏକ୍ସାଇଜ୍ (= ଏକ୍ସାଇଜ୍ ଡ୍ୟୁଟି),ఎక్సైజ్ (= ఎక్సైజ్ డ్యూటీ)
ବାଦ ଦିଅନ୍ତୁ,మినహాయించండి
ସ୍ୱତନ୍ତ୍ର,ప్రత్యేకమైనది
ବାହାନା,సాకు
ଏକଜେକ୍ୟୁଟ୍ କର,అమలు చేయండి
କାର୍ଯ୍ୟନିର୍ବାହୀ,ఎగ్జిక్యూటివ్
କାର୍ଯ୍ୟନିର୍ବାହୀ କମିଟି |,కార్య నిర్వాహక కమిటీ
କାର୍ଯ୍ୟନିର୍ବାହୀ ଶକ୍ତି |,ఎగ్జిక్యూటివ్ పవర్
ନିର୍ବାହର,ఎగ్జిక్యూటివ్స్
କାର୍ଯ୍ୟନିର୍ବାହୀ କର୍ମଚାରୀ |,ఎగ్జిక్యూటివ్ సిబ్బంది
ମୁକ୍ତ,మినహాయింపు
ଛାଡ,మినహాయింపు
ବ୍ୟାୟାମ,వ్యాయామం
ପୂର୍ବ-ଗ୍ରାଟିସିଆ |,మాజీ గ్రాటియా
ପୂର୍ବ-ଗ୍ରାଟିଆ ଦେୟ |,మాజీ గ్రాటియా చెల్లింపు
ନିଷ୍କାସନ,ఎగ్జాస్ట్
ସମ୍ପ୍ରସାରିତ |,సమగ్ర
ପ୍ରଦର୍ଶନ,ప్రదర్శన
ଅବସିଜୀ,బహిర్గతం
ନିର୍ବୋଧ ନୀତି,ఎక్సిమ్ పాలసీ
ପ୍ରସ୍ଥାନ,బయటకి దారి
ସାକ୍ଷାତକାର ଛାଡନ୍ତୁ,నిష్క్రమణ ఇంటర్వ్యూ
ପୁରଣ କରନ୍ତୁ ନୀତି,నిష్క్రమణ విధానం
ପୋଲରୁ ବାହାରକୁ ଯାଆନ୍ତୁ |,ఎగ్జిట్ పోల్
ପୂର୍ବ-ଅଧିକାରୀ |,మాజీ ఉద్యోగి
ଉତ୍ତେଜିତ,ఎక్సోనెరేట్
ବିସ୍ତାର,విస్తరణ
ପୂର୍ବ ଭାଗ,మాజీ పార్టే
ବାହୁବଳୀ,బహిష్కరణ
ଉତ୍ତମ,ప్రయోజనకరమైన
ତ୍ୱରାନ୍ୱିତ କର |,వేగవంతం చేయండి
ବହିଷ୍କାର,బహిర్గతం
ଖର୍ଚ୍ଚ,వ్యయం
ଅଭିଜ୍ଞତା,అనుభవం
ପରୀକ୍ଷଣ |,ప్రయోగం
ବିଶେଷଜ୍ଞ,నిపుణుడు
ସମାପ୍ତି,గడువు
ସମାପ୍ତି ତାରିଖ,గడువు తీరు తేదీ
ବ୍ୟାଖ୍ୟା,వివరణ
ସ୍ପଷ୍ଟ ଭାବରେ,స్పష్టంగా
ଶୋଷଣ,దోపిడీ
ଅନୁସନ୍ଧାନ କର |,అన్వేషించండి
ବିସ୍ଫୋରଣ,పేలుడు
ରପ୍ତାନି,ఎగుమతి
ପୂର୍ବ-ପୋଷ୍ଟ ଫ୍ୟାକ୍ଟୋ |,మాజీ పోస్ట్ వాస్తవం
ଏକ୍ସପ୍ରେସ,ఎక్స్‌ప్రెస్
ଅଭିବ୍ୟକ୍ତି,వ్యక్తీకరణ
ବହିଷ୍କାର,బహిష్కరణ
ବହିଷ୍କାର,ఎక్స్‌క్గెన్స్
ବିସ୍ତାର କର |,విస్తరించండి
ସୀମା,విస్తృతమైన
ବାହ୍ୟ,బాహ్య
ଚୋରୀ,దోపిడీ
ଅତିରିକ୍ତ,అదనపు
ବାହାର,సారం
ଅସାଧାରଣ,అసాధారణ
ଅତ୍ୟଧିକ,విపరీత
