Bengali,Punjabi
ডিকন্ট্রোল,ਡੀਕੋਡ੍ਰੋਲ
সজ্জা,ਸਜਾਵਟ
হ্রাস,ਕਮੀ
ডিক্রি,ਫ਼ਰਮਾਨ
উত্সর্গ,ਸਮਰਪਣ
বাদ,ਕਟੌਤੀਯੋਗ
ছাড়,ਕਟੌਤੀ
উত্স এ ছাড়,ਸਰੋਤ 'ਤੇ ਕਟੌਤੀ
বেতন থেকে ছাড়,ਤਨਖਾਹ ਤੋਂ ਕਟੌਤੀ
কাজ,ਡੀਡ
বন্ধকের দলিল,ਗਿਰਵੀਨਾਮੇ ਦਾ ਕੰਮ
গণ্য বিশ্ববিদ্যালয়,ਮੰਨਿਆ ਗਿਆ ਯੂਨੀਵਰਸਿਟੀ
ডিফেস,ਖਰਾਬ
ডি ফ্যাক্টো,ਹਕ਼ੀਕ਼ੀ
ডিফলেশন,Defalcation
মানহানি,ਮਾਣਹਾਨੀ
ডিফল্ট,ਮੂਲ
খেলাপি,ਡਿਫਾਲਟਰ
ত্রুটিযুক্ত,ਨੁਕਸਦਾਰ
প্রতিরক্ষা,ਬਚਾਅ
প্রতিরক্ষা পরামর্শ,ਬਚਾਅ ਪੱਖ
প্রতিরক্ষা উত্পাদন,ਰੱਖਿਆ ਉਤਪਾਦਨ
প্রতিবাদী,ਬਚਾਓ ਪੱਖ
স্থগিত,ਮੁਲਤਵੀ
স্থগিত ব্যয়,ਮੁਲਤਵੀ ਖਰਚੇ
ডিফায়েন্স,ਉਲੰਘਣਾ
ঘাটতি,ਘਾਟਾ
ঘাটতি বাজেট,ਘਾਟਾ ਬਜਟ
সংজ্ঞায়িত,ਪ੍ਰਭਾਸ਼ਿਤ
অস্বীকার করুন,ਮੁਲਤਵੀ
অবক্ষয়,ਨਿਘਾਰ
ডিগ্রি,ਡਿਗਰੀ
দেজুরে,ਡੀਜੂਰ
বিলম্ব,ਦੇਰੀ
প্রতিনিধি,ਡੈਲੀਗੇਟ
প্রতিনিধি কর্তৃপক্ষ,ਸੌਂਪਿਆ ਅਥਾਰਟੀ
প্রতিনিধি,ਵਫਦ
ক্ষমতার প্রতিনিধি,ਸ਼ਕਤੀਆਂ ਦਾ ਵਫਦ ਹੋਣਾ
মুছে ফেলা,ਮਿਟਾਓ
মুছে ফেলা,ਹਟਾਉਣਾ
ভেবেচিন্তে,ਜਾਣਬੁੱਝ ਕੇ
আলোচনা,ਵਿਚਾਰ ਵਟਾਂਦਰੇ
ডেলিসেন্সিং,ਕਮੀ
সীমানা,ਸੀਮਾ
বিতরণ,ਸਪੁਰਦ ਕਰੋ
বিতরণ,ਡਿਲਿਵਰੀ
চাহিদা,ਮੰਗ
চাহিদা নোট,ਮੰਗ ਨੋਟ
সীমানা,ਹੱਦਬੰਦੀ
ডেমি-সরকারী,ਡੈਮੀ-ਅਧਿਕਾਰੀ
গণতন্ত্র,ਲੋਕਤੰਤਰ
প্রদর্শন,ਪ੍ਰਦਰਸ਼ਨ
ডিমোরালাইজেশন,ਨਿਰਾਸ਼ਾ
ডেমিউরেজ,ਕਬਰਸਤਾਨ
অস্বীকার,ਇਨਕਾਰ
ডিনোমিনেশন,ਸੰਜੋਗ
ডি নভো,Do ਨੂਵੋ
অস্বীকার,ਇਨਕਾਰ
প্রস্থান,ਰਵਾਨਾ
বিভাগ,ਵਿਭਾਗ
বিভাগীয়,ਵਿਭਾਗੀ ਵਿਭਾਗ
বিভাগীয় ক্রিয়া,ਵਿਭਾਗੀ ਕਾਰਵਾਈ
বিভাগীয় তদন্ত,ਵਿਭਾਗੀ ਜਾਂਚ
বিভাগীয় তদন্ত,ਵਿਭਾਗੀ ਜਾਂਚ
বিভাগীয় অনিয়ম,ਵਿਭਾਗੀ ਬੇਨਿਯਮਤਾ
বিভাগীয় গ্রন্থাগার,ਵਿਭਾਗੀ ਲਾਇਬ੍ਰੇਰੀ
বিভাগীয় অবহেলা,ਵਿਭਾਗੀ ਲਾਪਰਵਾਹੀ
বিভাগীয় অনুমতি,ਵਿਭਾਗੀ ਅਧਿਕਾਰ
বিভাগীয় যোগ্যতা পরীক্ষা,ਵਿਭਾਗੀ ਯੋਗਤਾ ਪ੍ਰੀਖਿਆ
প্রস্থান,ਰਵਾਨਗੀ
নির্ভরতা শংসাপত্র,ਨਿਰਭਰਤਾ ਸਰਟੀਫਿਕੇਟ
নির্ভরশীল,ਨਿਰਭਰ
নির্ভরযোগ্য শিশু,ਨਿਰਭਰ ਬੱਚੇ
মোতায়েন,ਤੈਨੁਸ਼
ডিপেন্টেন্ট,ਡੀਪੋਨੈਂਟ
নির্বাসন,ਦੇਸ਼ ਨਿਕਾਲੇ
ডিপোজ,ਅਪਗ੍ਰੇਡ
আমানত,ਜਮ੍ਹਾ
ডিপো,ਡਿਪੂ
অবচয়,ਕਮੀ
হতাশ শ্রেণি,ਉਦਾਸ ਕਲਾਸ
বঞ্চিত,ਵਾਂਝੇ
ডেপুটেশন,ਡੈਪੂਟੇਸ਼ਨ
ডেপুটেশন ভাতা,ਡੈਪੂਟੇਸ਼ਨ ਭੱਤਾ
সহকারী,ਡਿਪਟੀ
নিয়ন্ত্রিত,ਡੀਰ ਰਜਿਸਟਰ
দায়িত্ব পালনে অবহেলা,ਡਿ duty ਟੀ ਦੀ ਘਾਟ
Ereveration,ਦਰੇਰਾ
অবমাননা,ਡੈਗੋਗੇਸ਼ਨ
অবমাননাকর,ਅਪਮਾਨਜਨਕ
অবমাননাকর মন্তব্য,ਅਪਾਰੋਕਰੀ ਟਿੱਪਣੀ
বংশোদ্ভূত,ਵੰਸ਼ਜ
বর্ণনা,ਵੇਰਵਾ
যোগ্য,ਯੋਗ
নকশা,ਡਿਜ਼ਾਇਨ
মনোনীত,ਮਨੋਨੀਤ
উপাধি,ਅਹੁਦਾ
প্রেরণ,ਭੇਜਣਾ
প্রাণবধ নোট,ਡਿਸਪੈਚ ਨੋਟ
প্রেরণ নিবন্ধ,ਡੈਪਿਪਰ ਰਜਿਸਟਰ
গন্তব্য,ਮੰਜ਼ਿਲ
নিঃস্ব,ਵਿਖਾਵਾ
বিশদ,ਵੇਰਵਾ
বিশদ,ਵੇਰਵਾ
সনাক্ত করুন,ਖੋਜਿਆ
আটক,ਨਜ਼ਰਬੰਦੀ
ডিটেনু,ਉਚਾਰੇ ਹੋਏ
সংকল্প,ਦ੍ਰਿੜਤਾ
বাধা,ਨਿਘਾਰ
ক্ষতি,ਨੁਕਸਾਨ
ক্ষতিকারক,ਨੁਕਸਾਨਦੇਹ
অবমূল্যায়ন,ਦੀ ਘਾਟ
ধ্বংস,ਤਬਾਹੀ
উন্নয়ন,ਵਿਕਾਸ
বিচ্যুত,ਭਟਕਣਾ
যন্ত্র,ਜੰਤਰ
ভক্তি,ਸ਼ਰਧਾ
নির্ণয়,ਨਿਦਾਨ
চিত্র,ਚਿੱਤਰ
ডায়েরি,ਡਾਇਰੀ
ডিক্টেশন,ਹੁਕਮ
মারা যায় না,ਮਰਦਾ ਨਹੀ
ডায়েট,ਖੁਰਾਕ
পরিপাক করা,ਹਜ਼ਮ
মর্যাদাপূর্ণ,ਮਨਘੜਤ
মর্যাদা,ਮਾਣ
ডিগ্রেশন,ਡਿਜਸ਼ਨ
Dilatory,Dilatory
দ্বিধা,ਦੁਬਿਧਾ
পরিশ্রমী,ਮਿਹਨਤੀ
মাত্রা,ਮਾਪ
ডিপ্লোমা,ਡਿਪਲੋਮਾ
কূটনীতি,ਕੂਟਨੀਤੀ
কূটনৈতিক অনাক্রম্যতা,ਕੂਟਨੀਤਕ ਛੋਟ
সরাসরি,ਸਿੱਧਾ
সরাসরি প্রতিযোগিতা,ਸਿੱਧਾ ਮੁਕਾਬਲਾ
সরাসরি সাক্ষাত্কার,ਸਿੱਧਾ ਇੰਟਰਵਿ.
অভিমুখ,ਦਿਸ਼ਾ
ডিরেক্টরি,ਡਾਇਰੈਕਟਰੀ
সরাসরি নিয়োগ,ਸਿੱਧੀ ਭਰਤੀ
অস্বীকার করুন,ਅਸਵੀਕਾਰ ਕਰੋ
অক্ষমতা,ਅਪਾਹਜਤਾ
প্রতিবন্ধী ব্যক্তি,ਅਯੋਗ ਵਿਅਕਤੀ
অক্ষম সুবিধা,ਅਯੋਗਤਾ ਲਾਭ
অসুবিধা,ਨੁਕਸਾਨ
একমত,ਅਸਹਿਮਤ
অস্বীকার করা,ਅਸਵੀਕਾਰ ਕੀਤਾ
অস্বীকৃতি,ਅਸਵੀਕਾਰ
বিপর্যয়,ਤਬਾਹੀ
দুর্যোগ ব্যবস্থাপনা,ਤਬਾਹੀ ਪ੍ਰਬੰਧਨ
ডিসব্যান্ড,ਭਾਂਡੇ
বিতরণ,ਵੰਡ
বাতিল করা,ਰੱਦ
স্রাব,ਡਿਸਚਾਰਜ
স্রাব স্লিপ,ਡਿਸਚਾਰਜ ਸਲਿੱਪ
শাস্তিমূলক ব্যবস্থা,ਅਨੁਸ਼ਾਸਨੀ ਕਾਰਵਾਈ
শৃঙ্খলাবদ্ধ পদ্ধতি,ਅਨੁਸ਼ਾਸਨੀ ਵਿਧੀ
শৃঙ্খলা,ਅਨੁਸ਼ਾਸਨ
অস্বীকার করুন,ਵਿਗਾੜ
প্রকাশ,ਖੁਲਾਸਾ
অসন্তুষ্টি,ਅਸੰਤੁਸ਼ਟ
বিচ্ছিন্নতা,ਬੰਦ
বন্ধ করুন,ਬੰਦ ਕਰੋ
মতবিরোধ,ਵਿਵਾਦ
ছাড়,ਛੂਟ
আবিষ্কার,ਖੋਜ ਕਰੋ
কুখ্যাত,ਬਦਨਾਮੀ
তাত্পর্য,ਅੰਤਰ
বিচক্ষণতা,ਵਿਵੇਕ
বিচক্ষণ অনুদান,ਵਿਵੇਕਸ਼ੀਲ ਗ੍ਰਾਂਟ
বিবেচনামূলক ক্ষমতা,ਵਿਵੇਕਸ਼ੀਲ ਸ਼ਕਤੀ
বৈষম্য,ਵਿਤਕਰਾ
আলোচনা,ਵਿਚਾਰ ਵਟਾਂਦਰੇ
অসাধু,ਬੇਈਮਾਨ
অসম্মান,ਬੇਇੱਜ਼ਤੀ
বিভাজন,ਵਿਗਾੜ
ডিস্ক,ਡਿਸਕ
স্থানচ্যুতি,ਉਜਾੜਾ
অসাধু,ਬੇਵਫ਼ਾ
বরখাস্ত,ਖਾਰਜ
বরখাস্ত,ਬਰਖਾਸਤਗੀ
বরখাস্ত পদ্ধতি,ਬਰਖਾਸਤ ਕਰਨ ਦੀ ਪ੍ਰਕਿਰਿਆ
অমান্য,ਅਣਆਗਿਆਕਾਰੀ
ব্যাধি,ਵਿਕਾਰ
বিশৃঙ্খলা,ਅਸੰਗਤ
বৈষম্য,ਅਸਮਾਨਤਾ
প্রেরণ বিভাগ,ਡਿਸਪੈਚ ਸੈਕਸ਼ਨ
বিতরণযোগ্য,ਡਿਸਪੈਂਸਬਲ
ছড়িয়ে ছিটিয়ে,ਫੈਲਾਓ
বাস্তুচ্যুত,ਉਜਾੜੇ
প্রদর্শন,ਡਿਸਪਲੇਅ
অসন্তুষ্টি,ਨਾਰਾਜ਼ਗੀ
নিষ্পত্তি,ਨਿਪਟਾਰਾ
নিষ্পত্তি,ਦਾ ਿਨਪਟਾਰਾ
স্বভাব,ਸੁਭਾਅ
নিষ্পত্তি,ਡਿਸਪੋਸੈਸ
বিতর্ক,ਵਿਵਾਦ
অযোগ্যতা,ਅਯੋਗਤਾ
উপেক্ষা,ਅਣਡਿੱਠ
ভাঙ্গন,ਵਿਘਨ
অসন্তুষ্টি,ਅਸੰਤੁਸ਼ਟੀ
মতবিরোধ,ਅਸਹਿਮਤੀ
বিপর্যয়,ਵਿਗਾੜ
বিচ্ছিন্ন,ਭਿੰਨ ਭਿੰਨ
দ্রবীভূত,ਭੰਗ
দ্রবীভূত,ਭੰਗ
দূর শিক্ষন,ਦੂਰੀ ਸਿੱਖਣ
ডিস্টিলি,ਡਿਸਟਿਲਰੀ
স্বতন্ত্র,ਵੱਖਰਾ
পার্থক্য,ਵੱਖ ਕਰਨਾ
বিকৃতি,ਭਟਕਣਾ
সঙ্কট,ਪ੍ਰੇਸ਼ਾਨੀ
বিতরণ,ਵੰਡ
বিতরণ,ਵੰਡ
জেলা,ਜ਼ਿਲ੍ਹਾ
জেলা কেন্দ্র,ਜ਼ਿਲ੍ਹਾ ਕੇਂਦਰ
ঝামেলা,ਪਰੇਸ਼ਾਨੀ
ডিট্টো,Ditto
ডাইভার্সন,ਡਾਇਵਰਸ਼ਨ
লভ্যাংশ,ਲਾਭਅੰਸ਼
বিভাগ,ਵੰਡ
বিবাহবিচ্ছেদ,ਤਲਾਕ
ডকেট,ਡੌਕੇਟ
ডাক্তার,ਡਾਕਟਰ
নথি,ਦਸਤਾਵੇਜ਼
দালিলিক প্রমাণ,ਦਸਤਾਵੇਜ਼ੀ ਸਬੂਤ
ডকুমেন্টেশন,ਦਸਤਾਵੇਜ਼
আবাস,ਨਿਵਾਸ
আবাসিক শংসাপত্র,ਨਿਵਾਸ ਸਰਟੀਫਿਕੇਟ
প্রভাবশালী,ਪ੍ਰਭਾਵਸ਼ਾਲੀ
অনুদান,ਦਾਨ
ডসিয়ার,ਡੌਸੀਅਰ
সন্দেহজনক,ਸ਼ੱਕੀ
ডোভ টেলিং,ਡੋਵ ਟੇਲਿੰਗ
ডাউন গ্রেড,ਡਾਉਨ ਗ੍ਰੇਡ
খসড়া,ਡਰਾਫਟ
খসড়া উত্তর,ਖਰੜਾ ਜਵਾਬ
কঠোর পরিমাপ,ਸਖਤ ਉਪਾਅ
অঙ্কন,ਡਰਾਅ ਕਰੋ
ড্রয়ার,ਦਰਾਜ਼
অঙ্কন,ਡਰਾਇੰਗ
খরা,ਸੋਕੇ
শুকনো প্রচার,ਖੁਸ਼ਕ ਪ੍ਰਚਾਰ
দ্বৈত চার্জ,ਦੋਹਰਾ ਚਾਰਜ
দ্বৈত নাগরিকত্ব,ਦੋਹਰੀ ਨਾਗਰਿਕਤਾ
বাকি,ਬਕਾਇਆ
যথাযথ পরিশ্রম,ਦੁਏ ਦਿਲਿਗੇਨ C ਏ
বকেয়া,ਬਕਾਏ
যথাযথভাবে,ਵਿਧੀਵੱਧ
নকল,ਡੁਪਲਿਕੇਟ
সময়কাল,ਅਵਧੀ
ডুরেস,ਗੜਬੜ
ডিউটি,ਡਿ uty ਟੀ
শুল্ক ভাতা,ਡਿ uty ਟੀ ਭੱਤਾ
ডিউটি ​​চার্ট,ਡਿ duty ਟੀ ਚਾਰਟ
শুল্ক ছুটি,ਡਿ duty ਟੀ ਛੁੱਟੀ
ডিউটি ​​রুম,ਡਿ uty ਟੀ ਕਮਰਾ
মারা যাওয়ার ঘোষণা,ਮਰਨ ਦਾ ਐਲਾਨ
গতিশীলতা,ਗਤੀਸ਼ੀਲਤਾ
ইয়ারমার্ক,ਈਅਰਮਾਰਕ
অর্জিত ছুটি,ਕਮਾਈ ਛੁੱਟੀ
উপার্জন,ਕਮਾਈ
পরিবেশ বান্ধব,ਈਕੋ-ਦੋਸਤਾਨਾ
বাস্তুশাস্ত্র,ਵਾਤਾਵਰਣ
অর্থনৈতিক,ਆਰਥਿਕ
অর্থনৈতিক শোষণ,ਆਰਥਿਕ ਸ਼ੋਸ਼ਣ
অর্থনীতি,ਆਰਥਿਕਤਾ
অর্থনীতি শ্রেণি,ਆਰਥਿਕਤਾ ਕਲਾਸ
সম্পাদনা,ਸੰਪਾਦਨ
সংস্করণ,ਐਡੀਸ਼ਨ
সম্পাদকীয়,ਸੰਪਾਦਕੀ
শিক্ষা,ਸਿੱਖਿਆ
শিক্ষামূলক ক্যারিয়ার,ਐਜੂਕੇਸ਼ਨਲ ਕੈਰੀਅਰ
শিক্ষা প্রতিষ্ঠান,ਵਿਦਿਅਕ ਸੰਸਥਾ
শিক্ষাগত যোগ্যতা,ਵਿੱਦਿਅਕ ਯੋਗਤਾ
প্রভাব,ਪ੍ਰਭਾਵ
কার্যকর,ਅਸਰਦਾਰ
কার্যকর দিন,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਤਾਰੀਖ
প্রভাব,ਪ੍ਰਭਾਵ
কার্যকারিতা,ਕੁਸ਼ਲਤਾ
দক্ষতা,ਕੁਸ਼ਲਤਾ
দক্ষ,ਅਸਰਦਾਰ
বহিষ্কার,ਬਾਹਰ ਕੱ .ਣ
বিস্তৃত,ਵਿਸਤ੍ਰਿਤ
Elapse,Elapse
নির্বাচিত প্রতিনিধি,ਚੁਣੇ ਗਏ ਨੁਮਾਇੰਦੇ
নির্বাচন,ਚੋਣ
নির্বাচনী কলেজ,ਚੋਣ ਕਾਲਜ
ভোটার,ਵੋਟਰਾਂ
বিদ্যুতায়ন,ਬਿਜਲੀ
ইলেকট্রনিক মিডিয়া,ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੀਡੀਆ
প্রাথমিক,ਐਲੀਮੈਂਟਰੀ
যোগ্যতা,ਯੋਗਤਾ
যোগ্যতা পরীক্ষা,ਯੋਗਤਾ ਟੈਸਟ
নির্মূল,ਖਾਤਮੇ
স্পষ্টতা,ਭਾਸ਼ਣ
বিব্রত করা,ਸ਼ਰਮਿੰਦਾ
আত্মসাৎ,ਗਬਨ
প্রতীক,ਚਿੰਨ੍ਹ
এমবসিং সিল,ਮੋਹਿੰਗ ਮੋਹਰ
জরুরী,ਐਮਰਜੈਂਸੀ
জরুরী ত্রাণ,ਐਮਰਜੈਂਸੀ ਰਾਹਤ
জরুরী,ਸੰਕਟਕਾਲੀਨ
অভিবাসন,ਪਰਵਾਸ
ইমোলমেন্টস,ਜਲਦਬਾਜ਼ੀ
এম্প্যানেলমেন্ট,ਅਵਿਸ਼ਵਾਸੀ
সহমর্মিতা,ਹਮਦਰਦੀ
নিয়োগ,ਨੌਕਰੀ
কর্মচারী,ਕਰਮਚਾਰੀ
কর্মচারী অংশগ্রহণ,ਕਰਮਚਾਰੀ ਭਾਗੀਦਾਰੀ
কর্মচারীর অবদান,ਕਰਮਚਾਰੀ ਦਾ ਯੋਗਦਾਨ
কর্মচারীর প্রভিডেন্ট ফান্ড,ਕਰਮਚਾਰੀ ਦਾ ਪ੍ਰੋਵੀਡੈਂਟ ਫੰਡ
নিয়োগকর্তা,ਮਾਲਕ
কর্মসংস্থান,ਰੁਜ਼ਗਾਰ
কর্মসংস্থান বিনিময়,ਰੁਜ਼ਗਾਰ ਦਾ ਵਟਾਂਦਰਾ
কর্মসংস্থান বিজ্ঞপ্তি,ਰੁਜ਼ਗਾਰ ਨੋਟਿਸ
কর্মসংস্থান অফিস,ਰੁਜ਼ਗਾਰ ਦਫਤਰ
ক্ষমতায়ন,ਸ਼ਕਤੀਕਰਨ
ক্ষমতায়ন,ਸਸ਼ਕਤੀਕਰਨ
আইন,ਦਾ ਵੇਰਵਾ
আইন,ਲਾਗੂ ਕਰਨ
সব একসাথে,En ਬਲਬ
এনক্যাশ,ਨ੍ਰਿਤ
ঘিরা,ਬੰਦ
উত্সাহ,ਹੌਂਸਲਾ ਅਫ਼ਜ਼ਾਈ
সীমালঙ্ঘন,ਘ੍ਰਿਣਾਯੋਗ
Encumbrance,ਪ੍ਰੇਸ਼ਾਨ
অনুমোদন করা,ਸਮਰਥਨ
এন্ডোমেন্ট,ਐਂਡੋਮੈਂਟ
শেষ পণ্য,ਅੰਤ ਉਤਪਾਦ
শক্তি,Energy ਰਜਾ
প্রয়োগ,ਲਾਗੂ ਕਰੋ
জড়িত,ਰੁੱਝੇ ਹੋਏ
বর্ধন,ਵਾਧਾ
নির্দেশ দিন,ਦਾਖਲਾ
En মাস,En ਮਾਸੀ
অনুসন্ধান,ਪੜਤਾਲ
তালিকাভুক্ত,ਦਾਖਲਾ
তালিকাভুক্তি (= তালিকাভুক্তি),ਦਾਖਲਾ (= ਦਾਖਲਾ)
তালিকাভুক্তি নম্বর,ਦਾਖਲਾ ਨੰਬਰ
Enroute,ਰਸਤੇ ਵਿੱਚ
আগত,ਹੋਂਦ
নিশ্চিত করা,ਯਕੀਨੀ ਬਣਾਓ
প্রবেশ করুন,ਦਾਖਲ ਕਰੋ
এন্টারপ্রাইজ,ਉੱਦਮ
বিনোদন,ਮਨੋਰੰਜਨ
বিনোদন,ਮਨੋਰੰਜਨ
এনটাইটেল,ਹੱਕਦਾਰ
অধিকারী,ਹੱਕਦਾਰ
এনটাইটেলমেন্ট,ਇੰਟਾਈਟਲਮੈਂਟ
প্রবেশদ্বার,ਪਰਵੇਸ਼
প্রবেশকারী,ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲੇ
প্রবেশ,ਦਾਖਲਾ
অনভিজ্ঞ স্তরের চাকরি,ਦਾਖਲੇ ਪੱਧਰ ਦੀ ਨੌਕਰੀ
গণনা,ਗਣਨਾ
পরিবেশ,ਵਾਤਾਵਰਣ
দূত,ਰਾਜਦੂਤ
মহামারী,ਮਹਾਂਮਾਰੀ
এপিটোম,ਐਪੀਟੋਮ
সমতা,ਸਮਾਨਤਾ
ভারসাম্য,ਸੰਤੁਲਨ
সরঞ্জাম,ਉਪਕਰਣ
ইক্যুইটি,ਇਕੁਇਟੀ
সমতুল্য,ਬਰਾਬਰ
সমতুল্য,ਬਰਾਬਰ
নির্মূল,ਖਰਾਬੀ
এরতা,ਇਰੱਟਾ
ত্রুটি,ਗਲਤੀ
ক্রমবর্ধমান,ਚੜ੍ਹਨਾ
এসকর্ট,ਐਸਕਾਰਟ
অপরিহার্য,ਜ਼ਰੂਰੀ
প্রতিষ্ঠা,ਸਥਾਪਨਾ
অনুমান,ਅੰਦਾਜ਼ਾ ਲਗਾਓ
আনুমানিক খরচ,ਅਨੁਮਾਨਤ ਲਾਗਤ
নীতিশাস্ত্র,ਨੈਤਿਕਤਾ
শিষ্টাচার,Itiquette
অপসারণ,ਨਿਕਾਸੀ
এড়ানো,ਪਹਿਲਾਂ
মূল্যায়ন,ਮੁਲਾਂਕਣ
জোড় সংখ্যা,ਇਥੋਂ ਤਕ ਕਿ ਨੰਬਰ
শেষ,ਆਖਰਕਾਰ
উচ্ছেদ,ਬੇਦਖਲੀ
প্রমান,ਸਬੂਤ
বিবর্তিত,ਵਿਕਸਿਤ
ঠিক,ਬਿਲਕੁਲ
পরীক্ষা,ਇਮਤਿਹਾਨ
পরীক্ষা,ਪ੍ਰੀਖਿਆ
পরীক্ষক,ਪ੍ਰੀਖਿਅਕ
উদাহরণ,ਉਦਾਹਰਣ
খনন,ਖੁਦਾਈ
দুর্দান্ত,ਸ਼ਾਨਦਾਰ
ব্যতিক্রম,ਅਪਵਾਦ
ব্যতিক্রমী,ਬੇਮਿਸਾਲ
অতিরিক্ত,ਵਧੇਰੇ
বিনিময়,ਐਕਸਚੇਂਜ
এক্সিকিউয়ার,ਖਜ਼ਾਨੇ
আবগারি (= আবগারি শুল্ক),ਆਬਕਾਰੀ (= ਆਬਕਾਰੀ ਡਿ duty ਟੀ)
বাদ দিন,ਬਾਹਰ ਕੱ .ੋ
এক্সক্লুসিভ,ਨਿਵੇਕਲਾ
ক্ষমা,ਬਹਾਨਾ
এক্সিকিউট,ਚਲਾਓ
কার্যনির্বাহী,ਕਾਰਜਕਾਰੀ
কার্যনির্বাহী কমিটি,ਕਾਰਜਕਾਰੀ ਕਮੇਟੀ
নির্বাহী ক্ষমতা,ਕਾਰਜਕਾਰੀ ਸ਼ਕਤੀ
এক্সিকিউটিভস,ਕਾਰਜਕਾਰੀ
এক্সিকিউটিভ স্টাফ,ਕਾਰਜਕਾਰੀ ਅਮਲੇ
ছাড়,ਛੋਟ
ছাড়,ਛੋਟ
অনুশীলন,ਕਸਰਤ
প্রাক্তন গ্র্যাটিয়া,ਸਾਬਕਾ ਗ੍ਰੇਟੀਆ
প্রাক্তন গ্রেটিয়া পেমেন্ট,ਸਾਬਕਾ ਗ੍ਰੈਟੀਆ ਭੁਗਤਾਨ
নিষ্কাশন,ਨਿਕਾਸ
সম্পূর্ণ,ਥਕਾਵਟ
প্রদর্শন,ਪ੍ਰਦਰਸ਼ਨੀ
এক্সিজেন্সি,ਤਹਿ
এক্সিম নীতি,Exim ਨੀਤੀ
প্রস্থান,ਨਿਕਾਸ
প্রস্থান সাক্ষাত্কার,ਬੰਦ ਕਰੋ ਇੰਟਰਵਿ.
প্রস্থান নীতি,ਬੰਦ ਕਰਨ ਦੀ ਨੀਤੀ
প্রস্থান জরিপ,ਵਗਣ ਦੀ ਪੋਲ
পদাধিকারবলে,ਸਾਬਕਾ ਕਾਰਜਕਾਰੀ
বহিষ্কার,ਸਹਿਯੋਗੀ
সম্প্রসারণ,ਵਿਸਥਾਰ
প্রাক্তন অংশ,ਸਾਬਕਾ ਪਾਰਟ
প্রবাসী,ਮਿਆਦ ਪੁੱਗਣ
সমীচীন,Expedient
ত্বরান্বিত করা,ਤੇਜ਼
বহিষ্কার করা,ਕੱ exp ੋ
ব্যয়,ਖਰਚ
অভিজ্ঞতা,ਤਜਰਬਾ
পরীক্ষা,ਪ੍ਰਯੋਗ
বিশেষজ্ঞ,ਮਾਹਰ
মেয়াদোত্তীর্ণ,ਮਿਆਦ ਖਤਮ
মেয়াদোত্তীর্ণ তারিখ,ਅੰਤ ਦੀ ਤਾਰੀਖ
ব্যাখ্যা,ਵਿਆਖਿਆ
স্পষ্ট,ਸਪਸ਼ਟ
শোষণ,ਸ਼ੋਸ਼ਣ
অন্বেষণ,ਪੜਚੋਲ
বিস্ফোরণ,ਧਮਾਕਾ
রফতানি,ਨਿਰਯਾਤ
প্রাক্তন পোস্ট ফ্যাক্টো,ਸਾਬਕਾ ਪੋਸਟ ਫੈਕਟੋ
প্রকাশ করা,ਐਕਸਪ੍ਰੈਸ
অভিব্যক্তি,ਸਮੀਕਰਨ
তাড়ানো,ਕੱ ul ੇ ਜਾਣ
প্রসারণ,ਐਕਸਗਰਜ
প্রসারিত করা,ਵਧਾਓ
ব্যাপ্তি,ਹੱਦ
বাহ্যিক,ਬਾਹਰੀ
চাঁদাবাজি,ਜਬਰਦਸਤੀ
অতিরিক্ত,ਵਾਧੂ
নির্যাস,ਐਬਸਟਰੈਕਟ
অসাধারণ,ਅਸਧਾਰਨ
অসংযত,ਅਤਿਕਥਨੀ
চরমপন্থী,ਕੱਟੜਪੰਥੀ
এক্সট্রোভার্ট,ਐਕਸਟਰੋਵਰਟ
চোখের সাক্ষী,ਅੱਖ ਗਵਾਹ
বানোয়াট,ਮਨਘੜਤ
পরিচিতি,ਅੰਕਿਤ ਮੁੱਲ
সহজতর করা,ਸਹੂਲਤ
সুবিধা,ਸਹੂਲਤ
ফ্যাসিমাইল,ਪੱਖ
সত্য,ਤੱਥ
দলীয়তা,ਧੜੇਬੰਦੀ
ফ্যাক্টর,ਕਾਰਕ
কারখানা,ਫੈਕਟਰੀ
সত্য,ਤੱਥ
অনুষদ,ਫੈਕਲਟੀ
ব্যর্থ,ਫੇਲ
মেলা,ਮੇਲਾ
বিশ্বাস,ਵਿਸ਼ਵਾਸ
নকল,ਫਰਜ਼ੀ
পরিবার,ਪਰਿਵਾਰ
দুর্ভিক্ষ,ਅਕਾਲ
ভাড়া,ਕਿਰਾਇਆ
বিদায়কালীন অনুষ্ঠান,ਅਲਵਿਦਾ
কৃষিকাজ,ਖੇਤੀ
ক্লান্তি,ਥਕਾਵਟ
দোষ,ਨੁਕਸ
আনুকূল্য,ਹੱਕ
সম্ভাব্যতা,ਸੰਭਾਵਨਾ
ফেডারেশন,ਫੈਡਰੇਸ਼ਨ
ফি,ਫੀਸ
ফিরে ফিড,ਸੁਝਾਅ
অনুভূতি,ਮਹਿਸੂਸ
ফেলিসিট,ਪ੍ਰਸੰਗ
ফেলো,ਸਾਥੀ
ফেলোশিপ,ਫੈਲੋਸ਼ਿਪ
মহিলা,Female ਰਤ
