Malayalam,Gujarati
സപ്ലിമെന്റ്,પૂરક
പൂരക കോൺ,પૂરક કોણ
പൂരക സംഭവം,પૂરક ઘટના
പൂരക ഘടകം,પૂરક પરિબળ
പൂരക പ്രവർത്തനം,પૂરક કાર્ય
കോംപ്ലിമെന്ററി പകുതി ജനസംഖ്യ,પૂરક અડધી વસ્તી
പൂരക ഇടവേള,પૂરક અંતરાલ
പൂരക സെറ്റ്,પૂરક સમૂહ
"പൂർത്തീകരണം, പൂർത്തീകരണം","પૂરક, પૂરક"
പൂരക സെറ്റ്,પૂરક સમૂહ
തികഞ്ഞ സ്കോർ,સંપૂર્ણ સ્કોર
ഫുൾ കോറിലേഷൻ മാട്രിക്സ്,સંપૂર્ણ સહસંબંધ મેટ્રિક્સ
മുഴുവൻ റേഞ്ച് ജനസംഖ്യ,સંપૂર્ણ શ્રેણી વસ્તી
തികഞ്ഞ സാധാരണ ഓർത്തോഗണൽ സെറ്റ്,સંપૂર્ણ સામાન્ય ઓર્થોગોનલ સેટ
തികഞ്ഞ ചതുർഭുജം,સંપૂર્ણ ચતુષ્કોણ
തികഞ്ഞ ഘടകം,સંપૂર્ણ ગુણાંક
മുഴുവൻ സെറ്റ്,સંપૂર્ણ સેટ
പൂർണ്ണമായ പരിഹാരം,સંપૂર્ણ ઉકેલ
പൂർണ്ണമായും ക്രമരഹിതമായ ഡിസൈൻ,સંપૂર્ણપણે રેન્ડમાઇઝ્ડ ડિઝાઇન
സങ്കീർണ്ണമായ സ്വതന്ത്ര വേരിയബിൾ,જટિલ સ્વતંત્ર ચલ
സങ്കീർണ്ണമായ സംയോജനം,જટિલ જોડાણ
സങ്കീർണ്ണമായ വ്യത്യാസം,જટિલ વિભેદક
സങ്കീർണ്ണമായ പ്രവർത്തനം,જટિલ કાર્ય
സങ്കീർണ്ണമായ ഏകീകരണം,જટિલ એકીકરણ
സങ്കീർണ്ണമായ മാട്രിക്സ്,જટિલ મેટ્રિક્સ
സങ്കീർണ്ണ സംഖ്യ,જટિલ સંખ્યા
സങ്കീർണ്ണ സംഖ്യ ഫീൽഡ്,જટિલ સંખ્યા ક્ષેત્ર
സങ്കീർണ്ണമായ ലംബ മാട്രിക്സ്,જટિલ વર્ટિકલ મેટ્રિક્સ
സംയുക്ത തലം,સંયુક્ત વિમાન
സങ്കീർണ്ണമായ തുക,જટિલ રકમ
സങ്കീർണ്ണമായ വിപരീതം,જટિલ વ્યસ્ત
സംയോജിത ഫലം,સંયુક્ત પરિણામ
സങ്കീർണ്ണമായ ജനസംഖ്യ,જટિલ વસ્તી
സംയുക്ത പ്രവർത്തനം,સંયુક્ત કાર્ય
സങ്കീർണ്ണമായ വേരിയബിൾ,જટિલ ચલ
സംഗ്രഹ അനുപാതം,સરવાળો ગુણોત્તર
"ഘടകം, അനുബന്ധ ഘടകം","ઘટક, સંબંધિત ઘટક"
ഘടകം വിശകലനം,ઘટક વિશ્લેષણ
വ്യതിയാന ഘടകം,વિચલન પરિબળ
വെക്റ്റർ ഘടകം,વેક્ટર ઘટક
സംയുക്ത പ്രവർത്തനം,સંયુક્ત કાર્ય
സംയുക്ത ദർശനം,સંયુક્ત દ્રષ્ટિ
സംയുക്ത സംഖ്യ,સંયુક્ત સંખ્યા
സംയോജിത വിഭാഗം,સંયુક્ત શ્રેણી
വെക്റ്റർ കോമ്പിനേഷൻ,વેક્ટર સંયોજન
മിക്സഡ് കോൺ,મિશ્ર કોણ
അലോയ് ഭാഗം,એલોય ભાગ
മിക്സഡ് ഫ്രാക്ഷൻ,મિશ્ર અપૂર્ણાંક
കൂട്ടുപലിശ,સંયોજન વ્યાજ
മിക്സഡ് പ്രോബബിലിറ്റി,મિશ્ર સંભાવના
കംപ്രസ്സീവ് ഫ്ലോ,સંકુચિત પ્રવાહ
കംപ്രഷൻ,સંકોચન
കണക്കുകൂട്ടൽ,ગણતરી
കമ്പ്യൂട്ടേഷണൽ ഫോർമുല,કોમ્પ્યુટેશનલ ફોર્મ્યુલા
കണക്കാക്കിയ മൂല്യം,ગણતરી કરેલ મૂલ્ય
"കമ്പ്യൂട്ടർ, കമ്പ്യൂട്ടർ (മെഷീൻ), കമ്പ്യൂട്ടർ (വ്യക്തി)","કમ્પ્યુટર, કમ્પ્યુટર (મશીન), કમ્પ્યુટર (વ્યક્તિ)"
കമ്പ്യൂട്ട് ചെയ്ത അൽഗോരിതം,ગણતરી કરેલ અલ્ગોરિધમ
കമ്പ്യൂട്ടർ പ്രോഗ്രാം,કમ્પ્યુટર પ્રોગ્રામ
കമ്പ്യൂട്ടർ പ്രോഗ്രാമിംഗ്,કોમ્પ્યુટર પ્રોગ્રામીંગ
കമ്പ്യൂട്ടർ സിമുലേഷൻ,કમ્પ્યુટર સિમ્યુલેશન
കണക്കുകൂട്ടൽ,ગણતરી
അധിഷ്ഠിത പ്രവർത്തനം,લક્ષી કાર્ય
കോൺകേവ് ബഹുഭുജം,અંતર્મુખ બહુકોણ
ഓറിയന്റഡ് പ്രോഗ്രാമിംഗ്,લક્ષી પ્રોગ્રામિંગ
കേന്ദ്രീകൃത വൃത്തം,કેન્દ્રિત વર્તુળ
കേന്ദ്രീകൃത വക്രം,કેન્દ્રિત વળાંક
ഒരു അമൂർത്തമായ ആശയം യഥാർത്ഥമായി പരിഗണിക്കുക,અમૂર્ત ખ્યાલને વાસ્તવિક ગણો
വരികളുടെ സംഗമം,રેખાઓનો સંગમ
ഒരേസമയം,સમવર્તી
സമകാലിക ശക്തി,સમવર્તી બળ
സോപാധിക സാന്ദ്രത പ്രവർത്തനം,શરતી ઘનતા કાર્ય
സോപാധിക വിതരണം,શરતી વિતરણ
നിയന്ത്രിത പ്രതീക്ഷ,પ્રતિબંધિત અપેક્ષા
സോപാധിക അർത്ഥം,શરતી સરેરાશ
സോപാധിക സംഭാവ്യത,શરતી સંભાવના
വിന്യാസ നിയന്ത്രണം,સંરેખણ પ્રતિબંધ
സ്ഥിരത നിയന്ത്രണങ്ങൾ,સુસંગતતા પ્રતિબંધો
സമഗ്രത നിയന്ത്രണം,અખંડિતતા પ્રતિબંધ
സ്പർശന നിയന്ത്രണം,સ્પર્શ પ્રતિબંધ
"കോൺ, കോൺ","શંકુ, શંકુ"
ആത്മവിശ്വാസമുള്ള ഇടവേള,આત્મવિશ્વાસ અંતરાલ
ആത്മവിശ്വാസ ഇടവേള കണക്കാക്കൽ,આત્મવિશ્વાસ અંતરાલ અંદાજ
വിശ്വസ്തതയുടെ പരിധികൾ,વફાદારી મર્યાદા
ആത്മവിശ്വാസ മേഖല,આત્મવિશ્વાસ ઝોન
പ്രതിഷേധ നിലപാട്,વિરોધ સ્થિતિ
കോൺഫോക്കൽ കോണിക്ക്,કોન્ફોકલ કોનિક
കോൺഫോക്കൽ ദീർഘവൃത്താകൃതി,confocal ellipsoid
കോൺഫോക്കൽ ജ്യാമിതി,કોન્ફોકલ ભૂમિતિ
കൺഫോക്കൽ ഹൈപ്പർബോള,કોન્ફોકલ હાઇપરબોલા
കൺഫോക്കൽ ഹൈപ്പർബോള,કોન્ફોકલ હાઇપરબોલા
കൺഫോക്കൽ പരാബോള,કોન્ફોકલ પેરાબોલા
കൺഫോക്കൽ പാരാബോളിക് കോർഡിനേറ്റുകൾ,કોન્ફોકલ પેરાબોલિક કોઓર્ડિનેટ્સ
"സാദൃശ്യമുള്ള, സാദൃശ്യമുള്ള","સમાન, સમાન"
ആംഗിൾ മാപ്പിംഗ്,કોણ મેપિંગ
"പൊരുത്തം, ബൈപാരലൽ ലൈൻ-മൊത്തം, തുല്യത","સુસંગતતા, દ્વિસમાંતર રેખા-કુલ, સમાનતા"
ആകെ ബൈപാരലൽ സർക്കിൾ,દ્વિ સમાંતર વર્તુળ કુલ
"സമന്വയം, പോലും","સુસંગત, સમ"
തുല്യമായ മാട്രിക്സ്,સમકક્ષ મેટ્રિક્સ
"ശംഖ്, ശംഖു","શંકુદ્રુપ, શંકુદ્રુપ"
കോണാകൃതിയിലുള്ള നിരാശ,શંક્વાકાર ફ્રસ્ટમ
കോണാകൃതിയിലുള്ള കുണ്ഡലിനി,શંકુ-કુંડલિની
"കോണിക കട്ട്, കോണിക","કોનિક કટ, કોનિક"
കോണിക ഗണിതം,શંકુ ગણિત
"കോൺ-കട്ട്, കോൺ-സെക്ഷൻ","શંકુ-કટ, શંકુ-વિભાગ"
"സംയോജിപ്പിക്കുക (വി.), സംയോജിപ്പിക്കുക (വി.)","સંયોજિત થવું (વિ.), જોડવું (વિ.)"
സംയോജിത കോൺ,સંયોજક કોણ
സംയോജിത അക്ഷം,સંયુક્ત અક્ષ
സങ്കീർണ്ണ സംഖ്യകൾ സംയോജിപ്പിക്കുക,સંયોજન જટિલ સંખ્યાઓ
സംയോജിത ദിശ,સંયુક્ત દિશા
സംയോജിത പ്രവർത്തനം,સંયુક્ત કાર્ય
മാട്രിക്സിന്റെ സംയോജനം,મેટ્રિક્સનું જોડાણ
സംയോജിത ക്രമമാറ്റം,સંયુક્ત ક્રમચય
സംയോജിത വേരിയബിൾ,સંયોજક ચલ
"യോഗ, കോമ്പിനേഷൻ","યોગ, સંયોજન"
തുടർച്ചയായി,સળંગ
തുടർച്ചയായ സംഖ്യകൾ,સળંગ સંખ્યાઓ
ഊർജ്ജ സംരക്ഷണം,ઊર્જા સંરક્ષણ
ബഹുജന സംരക്ഷണം,સામૂહિક સંરક્ષણ
രക്ഷാധികാരി,આશ્રયદાતા
"സ്ഥിരത, സ്ഥിരത, സ്ഥിരത, സ്ഥിരത","સુસંગતતા, સુસંગતતા, સુસંગતતા, સુસંગતતા"
സ്ഥിരത നിയന്ത്രണങ്ങൾ,સુસંગતતા પ્રતિબંધો
"അനുയോജ്യമായ എസ്റ്റിമേറ്റ്, വിപരീത എസ്റ്റിമേറ്റ്","સુસંગત અંદાજ, વિપરીત અંદાજ"
"സ്ഥിരമായ എസ്റ്റിമേറ്റർ, വൈരുദ്ധ്യമില്ലാത്ത എസ്റ്റിമേറ്റർ","સુસંગત અંદાજકાર, બિન-વિરોધાભાસી અંદાજકાર"
"പരസ്പരവിരുദ്ധമല്ലാത്ത സാമ്പിൾ, അനുയോജ്യമായ സാമ്പിൾ","બિન-વિરોધાભાસી નમૂના, સુસંગત નમૂના"
"അനുയോജ്യമായ എന്റിറ്റികൾ, വൈരുദ്ധ്യമില്ലാത്ത എന്റിറ്റികൾ","સુસંગત એન્ટિટીઝ, બિન-વિરોધાભાસી એન્ટિટીઝ"
കൺസോൾ,કન્સોલ
"സ്ഥിരമായ, സ്ഥിരമായ, സ്ഥിരമായ, അചഞ്ചലമായ, മാറ്റമില്ലാത്ത, യൂണിഫോം","સ્થિર, સ્થિર, સ્થિર, સ્થાવર, અપરિવર્તનશીલ, સમાન"
യൂണിഫോം ത്വരണം,સમાન પ્રવેગક
സ്ഥിരമായ പ്രവർത്തനം,સતત કાર્ય
ഗുരുത്വാകർഷണ പോയിന്റ്,ગુરુત્વાકર્ષણ બિંદુ
സംയോജന സ്ഥിരത,એકીકરણ સતત
ആനുപാതിക സ്ഥിരത,પ્રમાણસરતા સ્થિર
സ്ഥിരമായ പരാമീറ്റർ,સતત પરિમાણ
സ്ഥിരമായ ബഹുപദം,સતત બહુપદી
നിശ്ചിത അനുപാതം,નિશ્ચિત પ્રમાણ
ഏകീകൃത നീക്കം,સમાન ચાલ
സ്ഥിരമായ കാലാവധി,સતત મુદત
ഏകീകൃത വേഗത,સમાન વેગ
സ്രഷ്ടാവിന്റെ സമവാക്യം,સર્જકનું સમીકરણ
പരിമിതി,અવરોધ
"സൃഷ്ടിക്കാൻ, സൃഷ്ടിക്കാൻ","બનાવવા માટે, બનાવવા માટે"
രൂപീകരണം,રચના
ഉപഭോക്തൃ മുൻഗണനകൾ,ગ્રાહક પસંદગીઓ
ഉപഭോഗ പ്രവർത്തനം,વપરાશ કાર્ય
ടാൻജെന്റ് കോൺ,સ્પર્શકોણ
കോൺടാക്റ്റ് പോയിന്റ്,સંપર્ક બિંદુ
അടങ്ങിയിരിക്കുന്നു,સમાયેલ
അഫിലിയേഷൻ പട്ടിക,જોડાણ ટેબલ
തുടർച്ചയായ മെക്കാനിക്സ്,સાતત્ય મિકેનિક્સ
വ്യത്യസ്ത ധനകാര്യം,અલગ નાણા
സാമ്പത്തിക ഉൽപ്പന്നം,નાણાકીય ઉત્પાદન
"തുടർച്ച, തുടർച്ച","સાતત્ય, સાતત્ય"
പ്രവർത്തനങ്ങളുടെ തുടർച്ച,કાર્યોનું સાતત્ય
തുടർച്ചയായ പരിശോധന,સાતત્ય પરીક્ષણ
"തുടർച്ചയായ, അഖണ്ഡമായ, അഖണ്ഡമായ, തുടർച്ചയായ, തുടർച്ചയായ","સતત, અખંડ, અખંડ, સતત, સતત"
തുടർച്ചയായ ഡെറിവേറ്റീവ്,સતત વ્યુત્પન્ન
തുടർച്ചയായ വിതരണം,સતત વિતરણ
മുകളിൽ തുടർച്ചയായി,સતત ઉપર
തുടർച്ചയായ പ്രവർത്തനം,સતત કાર્ય
തുടർച്ചയായി വ്യത്യാസപ്പെട്ടിരിക്കുന്നു,સતત વિભેદક
തുടർച്ചയായ ഭൂപടം,સતત નકશો
തുടർച്ചയായ മാപ്പിംഗ്,સતત મેપિંગ
തുടർച്ചയായ പ്രോബബിലിറ്റി ഡെൻസിറ്റി ഫംഗ്‌ഷൻ,સતત સંભાવના ઘનતા કાર્ય
തുടർച്ചയായ പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ,સતત સંભાવના વિતરણ
തുടർച്ചയായ റാൻഡം വേരിയബിൾ,સતત રેન્ડમ ચલ
തുടർച്ചയായ സാമ്പിൾ സ്ഥലം,સતત નમૂના જગ્યા
തുടർച്ചയായ വേരിയബിൾ,સતત ચલ
തുടർച്ചയായ തരംഗം,સતત તરંગ
"തുടർച്ച, തുടർച്ച","સાતત્ય, સાતત્ય"
തുടർച്ചയായ സിദ്ധാന്തം,અખંડ સ્વયંસિદ્ધ
യഥാർത്ഥ സംഖ്യ സെറ്റ്,વાસ્તવિક સંખ્યા સમૂહ
തുടർച്ചയായ തത്വം,સાતત્ય સિદ્ધાંત
കോണ്ടൂർ ഇന്റഗ്രേഷൻ,સમોચ્ચ એકીકરણ
സങ്കോച മാപ്പിംഗ്,સંકોચન મેપિંગ
എതിർക്കുക,વિરોધ કરો
പ്രതിഫലനം,પ્રતિબિંબ
നിയന്ത്രണം,નિયંત્રણ
നിയന്ത്രണ ചാർട്ട്,નિયંત્રણ ચાર્ટ
ശരാശരിയുടെ നിയന്ത്രണ ചാർട്ട്,સરેરાશ નિયંત્રણ ચાર્ટ
വൈകല്യങ്ങളുടെ നിയന്ത്രണം,ખામીઓનું નિયંત્રણ
പരിസരത്തിന്റെ നിയന്ത്രണം,જગ્યાનું નિયંત્રણ
വേരിയബിളുകളുടെ നിയന്ത്രണം,ચલોનું નિયંત્રણ
"ഒത്തുചേരുക, ഒത്തുചേരുക","એકરૂપ થવું, એકરૂપ થવું"
ഒത്തുചേരൽ എന്നാണ് അർത്ഥമാക്കുന്നത്,અર્થ સંકલન
ചതുരം എന്നാൽ ഒത്തുചേരൽ എന്നാണ് അർത്ഥമാക്കുന്നത്,ચોરસ અર્થ કન્વર્જન્સ
സംഭാവ്യതയിൽ ഒത്തുചേരൽ,સંભાવનામાં સંકલન
ഒത്തുചേരൽ പരിധി,કન્વર્જન્સ મર્યાદા
ഒത്തുചേരൽ ആരം,કન્વર્જન્સ ત્રિજ્યા
ഒത്തുചേരൽ മേഖല,કન્વર્જન્સ પ્રદેશ
"converge (ver.), converge (n.)","કન્વર્જ (વર.), કન્વર્જ (n.)"
ഒത്തുചേരൽ ക്രമം,કન્વર્જન્ટ ક્રમ
ഒത്തുചേരൽ പരമ്പര,કન્વર્જન્ટ શ્રેણી
"എതിർ, എതിർ","વિરુદ્ધ, વિરુદ્ધ"
വിപരീതമായി വൈത്യസനേ,"તેનાથી વિપરીત, વૈત્યસને"
പരിവർത്തന അംശം,રૂપાંતર અપૂર્ણાંક
പരിവർത്തന പട്ടിക,રૂપાંતર કોષ્ટક
അഭിമുഖീകരിക്കുന്നു,દૂર સામનો કરવો
ശരീരം അഭിമുഖീകരിക്കുന്നു,શરીરનો સામનો કરવો
വിപരീത കോമ്പിനേഷൻ,વિરોધી સંયોજન
അഭിമുഖീകരിക്കുന്ന കവർ,સામનો આવરણ
വ്യതിചലിക്കുന്ന പ്രവർത്തനം,વિચલિત કાર્ય
ലീനിയർ അക്യുമുലേഷൻ അഭിമുഖീകരിക്കുന്നു,રેખીય સંચયનો સામનો કરવો
ലീനിയർ പ്രോഗ്രാമിംഗ് അഭിമുഖീകരിക്കുന്നു,રેખીય પ્રોગ્રામિંગનો સામનો કરવો
വിദൂര ജനസംഖ്യയെ അഭിമുഖീകരിക്കുന്നു,અંતરની વસ્તીનો સામનો કરી રહ્યા છે
പോളിഹെഡ്രോൺ അഭിമുഖീകരിക്കുന്നു,પોલિહેડ્રોનનો સામનો કરવો
പ്രോഗ്രാമിംഗ് അഭിമുഖീകരിക്കുന്നു,પ્રોગ્રામિંગનો સામનો કરવો
അഭിമുഖീകരിക്കുന്ന പ്രദേശം,સામનો પ્રદેશ
അഭിമുഖീകരിക്കുന്ന സെറ്റ്,ફેસિંગ સેટ
സംവഹനം,સંવહન
സംയോജിത സംയോജനം,સંકલન અભિન્ન
കംപ്രഷൻ സിദ്ധാന്തം,કમ્પ્રેશન પ્રમેય
"ഏകോപിപ്പിക്കുക, ഏകോപിപ്പിക്കുക, സഹവർത്തിത്വം","સંકલન, સંકલન, સહસંકલન"
ഡയറക്ടർ അച്ചുതണ്ട്,ડિરેક્ટર અક્ષ
കോർഡിനേറ്റ് ജ്യാമിതി,સંકલન ભૂમિતિ
കോർഡിനേറ്റ് വിമാനം,સંકલન વિમાન
കോർഡിനേറ്റുകൾ,સંકલન
"കോർഡിനേറ്റ് സിസ്റ്റം, ഇൻസ്ട്രക്ഷൻ സിസ്റ്റം","સંકલન સિસ્ટમ, સૂચના સિસ્ટમ"
കോപ്പർനിക്കസ്-ശരീരം,કોપરનિકસ-બોડી
പ്ലാനർ,પ્લેનર
കോപ്ലനാർ ഫോഴ്സ്,કોપ્લાનર ફોર્સ
പരന്നത,સપાટતા
പ്രധാന സംഖ്യ,અવિભાજ્ય સંખ્યા
"തിരുത്തൽ ഗുണനം, തിരുത്തൽ ഗുണനം","સુધારણા ગુણક, સુધારણા ગુણક"
ശരിയായ പരിഹാരം,સાચો ઉકેલ
സഹ ബന്ധം,સહ-સંબંધ
പരസ്പരബന്ധം ഗുണകം,સહસંબંધ ગુણાંક
പരസ്പരബന്ധം ഡയഗ്രം,સહસંબંધ રેખાકૃતિ
പരസ്പരബന്ധം പ്രവർത്തനം,સહસંબંધ કાર્ય
"കോറിലേഷൻ മാട്രിക്സ്, കോറിലേഷൻ മാട്രിക്സ്","સહસંબંધ મેટ્રિક્સ, સહસંબંધ મેટ્રિક્સ"
പരസ്പര ബന്ധ അനുപാതം,સહસંબંધ ગુણોત્તર
പരസ്പരബന്ധം ഡയഗ്രം,સહસંબંધ રેખાકૃતિ
പരസ്പരബന്ധം-ചിത്ര വിശകലനം,સહસંબંધ-ચિત્ર વિશ્લેષણ
"പൊരുത്തപ്പെടുത്തുക, പൊരുത്തപ്പെടുത്തുക","પત્રવ્યવહાર કરવો, પત્રવ્યવહાર કરવો"
അസോസിയേഷന്റെ നിയമങ്ങൾ,સંગઠનના નિયમો
അനുബന്ധ കോൺ,અનુરૂપ કોણ
അനുയോജ്യമായ വശം,સુસંગત બાજુ
സെറ്റ്,સેટ
"cosine, cotizya","cosine, cotizya"
കോസൈനുകളുടെ ഭരണം,કોસાઇન્સ નિયમ
ചെലവ് വിശകലനം,ખર્ચ વિશ્લેષણ
ചെലവ് പരമാവധിയാക്കൽ,ખર્ચ મહત્તમ
എണ്ണൽ സിദ്ധാന്തം,ગણતરીક્ષમતા સ્વયંસિદ્ધ
എണ്ണാവുന്ന,ગણતરીપાત્ર
എണ്ണാവുന്ന സങ്കലനം,ગણતરીપાત્ર ઉમેરણ
എണ്ണാവുന്ന അടിസ്ഥാനം,ગણતરીપાત્ર આધાર
എണ്ണാവുന്ന അടിസ്ഥാനം,ગણતરીપાત્ર આધાર
എണ്ണാവുന്ന സെറ്റ്,ગણવાયોગ્ય સમૂહ
എണ്ണിയാലൊടുങ്ങാത്തത്,ગણતરીપૂર્વક અનંત
"കാൽക്കുലേറ്റർ, പാനൽ, കൌണ്ടർ","કેલ્ક્યુલેટર, પેનલ, કાઉન્ટર"
എതിർ ഘടികാരദിശയിൽ പാഴാക്കൽ,કાઉન્ટરક્લોકવાઇઝ બગાડ
എതിർ ഉദാഹരണം,પ્રતિઉદાહરણ
സഹവർത്തിത്വം,સહપ્રવૃત્તિ
സഹവർത്തിത്വ നിയമം,સહપ્રવર્તન નિયમ
കോവേരിയൻസ് മാട്രിക്സ്,સહપ્રવર્તન મેટ્રિક્સ
സഹവർത്തിത്വ രീതി,સહપ્રવર્તન પદ્ધતિ
സഹവർത്തിത്വ രീതി,સહપ્રવર્તન પદ્ધતિ
ക്രാമർ നിയമം,ક્રેમરનો કાયદો
ക്രാമർ-റാവു അസമത്വം,ક્રેમર-રાવ અસમાનતા
വസ്തുനിഷ്ഠമായ പ്രവർത്തനം,ઉદ્દેશ્ય કાર્ય
നിർണായക ആംഗിൾ,નિર્ણાયક કોણ
നിര്ണ്ണായക ബിന്ദു,નિર્ણાયક બિંદુ
പ്രവർത്തനത്തിന്റെ നിർണായക പോയിന്റ്,કાર્યનો નિર્ણાયક મુદ્દો
നിർണായക മൂല്യം,નિર્ણાયક મૂલ્ય
നിർണായക വേഗത,નિર્ણાયક વેગ
ഇൻവേഴ്സ് കോറിലേഷൻ ഫംഗ്ഷൻ,વ્યસ્ત સહસંબંધ કાર્ય
"വെക്റ്റർ-ഉൽപ്പന്നം, വെക്റ്റർ-ഉൽപ്പന്നം","વેક્ટર-ઉત્પાદન, વેક્ટર-ઉત્પાદન"
ഇടിമിന്നൽ അനുപാതം,થન્ડરબોલ્ટ રેશિયો
ക്രോസ് സെക്ഷൻ,ક્રોસ વિભાગ
ക്രിപ്റ്റോഗ്രഫി,સંકેતલિપી
"ക്യൂബ്, ക്യൂബ്","ક્યુબ, ક્યુબ"
ക്യൂബ് നമ്പർ,ક્યુબ નંબર
ക്യൂബ് റൂട്ട്,ઘનમૂળ
"ക്യൂബ്, ക്യൂബിക്, ക്യൂബിക്, ക്വാഡ്രാറ്റിക്, ത്രികോണം, ക്യൂബിക്","ઘન, ઘન, ઘન, ચતુર્ભુજ, ત્રિકોણીય, ઘન"
"ക്യൂബ്, ക്യൂബ്, ക്യൂബിക്","ક્યુબ, ક્યુબ, ક્યુબિક"
ക്വാഡ്രാറ്റിക് സമവാക്യം,ચતુર્ભુજ સમીકરણ
ക്യുബിക് ഇഞ്ച്,ઘન ઇંચ
ക്യുബിക് മീറ്റർ,ઘન મીટર
ചതുരാകൃതിയിലുള്ള പരവലയം,ચતુર્ભુજ પેરાબોલા
ക്യൂബ് റൂട്ട്,ઘનમૂળ
ട്രിപ്പിൾ ടേം,ટ્રિપલ ટર્મ
ഓർത്തോഗണൽ സമാന്തരം,ઓર્થોગોનલ સમાંતર
"സഞ്ചിത സമാഹരിച്ചത്,",સંચિત સંકલિત
ക്യുമുലേറ്റീവ് കർവ്,સંચિત વળાંક
സഞ്ചിത വിതരണ പ്രവർത്തനം,સંચિત વિતરણ કાર્ય
സഞ്ചിത ആവൃത്തി,સંચિત આવર્તન
ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഫംഗ്‌ഷൻ,સંચિત આવર્તન કાર્ય
ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഗ്രാഫ് ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഗ്രാഫ്,સંચિત આવર્તન ગ્રાફ સંચિત આવર્તન ગ્રાફ
ക്യുമുലേറ്റീവ് പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ,સંચિત સંભાવના કાર્ય
"ചുരുളൻ, ക്വിന്റൽ","કાર્લ, કુંતલ"
ദ്വിസമാന്തര വക്രം,બાયસમાંતર વળાંક
വെക്റ്റർ ചുരുളൻ,વેક્ટર કર્લ
"വില്ലു ബ്രേസ്, കമാനം","ધનુષ્ય, કમાન"
ധാര,પ્રવાહ
ചലിക്കുന്ന പോയിന്റ്,ગતિશીલ બિંદુ
വക്രത,વક્રતા
വക്രത പ്രഭാവം,વક્રતા અસર
വളവ്,વળાંક
വളഞ്ഞ രേഖ,વક્ર રેખા
കർവ് ട്രേസിംഗ്,વળાંક ટ્રેસિંગ
വളഞ്ഞ അസിംപ്റ്റോട്ട്,વક્રીય એસિમ્પ્ટોટ
curvilinear കോർഡിനേറ്റുകൾ,વક્રીય કોઓર્ડિનેટ્સ
കർവിലീനിയർ റിഗ്രഷൻ,વક્રીકૃત રીગ્રેશન
"അവ്യക്തമായ, കൂമ്പാരം","અસ્પષ્ટ, કુશળ"
"വീൽ, റൊട്ടേഷൻ, സൈക്കിൾ, കാസ്റ്റിംഗ് വീൽ, കോംപാക്ഷൻ വീൽ","વ્હીલ, પરિભ્રમણ, ચક્ર, કાસ્ટિંગ વ્હીલ, કોમ્પેક્શન વ્હીલ"
ചാക്രിക വ്യതിയാനം,ચક્રીય વિચલન
സൈക്ലിക് വെക്റ്റർ ഉൽപ്പന്നം,ચક્રીય વેક્ટર ઉત્પાદન
ചാക്രിക ആവശ്യം,ચક્રીય માંગ
ചാക്രിക പദപ്രയോഗം,ચક્રીય અભિવ્યક્તિ
ചാക്രിക ഗ്രൂപ്പ്,ચક્રીય જૂથ
ചാക്രിക ക്രമമാറ്റം,ચક્રીય ક્રમચય
"സൈക്ലോയ്ഡ്, സൈക്ലോയ്ഡ്","ચક્રવાત, ચક્રવાત"
"സിലിണ്ടർ, സിലിണ്ടർ","સિલિન્ડર, સિલિન્ડર"
"സിലിണ്ടർ, സിലിണ്ടർ, സിലിണ്ടർ, സിലിണ്ടർ","નળાકાર, સિલિન્ડર, નળાકાર, સિલિન્ડર"
സിലിണ്ടർ പേജ്,સિલિન્ડર પૃષ્ઠ
"പൂജ്യം, സൈഫർ","શૂન્ય, સાઇફર"
ദിൽബെർട്ടിന്റെ സിദ്ധാന്തം,ડિલ્બર્ટનો સિદ્ધાંત
നനഞ്ഞ ലളിതമായ ഹാർമോണിക് ചലനം,ભીની સરળ હાર્મોનિક ગતિ
സ്ഥിരമായ ഈർപ്പം,સતત ભીનાશ
"ദത്ത്, ഉപട്ട, ഡാറ്റ, ട്രസ്റ്റ്","દત્ત, ઉપત્તા, ડેટા, ટ્રસ્ટ"
ദത്ത് ഏറ്റെടുക്കുന്നു,દત્ત ઉપક્રમ
ട്രസ്റ്റ് റിസോഴ്സ് സിസ്റ്റം,સંસાધન સિસ્ટમ પર વિશ્વાસ કરો
ഡാറ്റ പ്രോസസ്സർ,ડેટા પ્રોસેસર
ഡാറ്റ ഷീറ്റ്,ડેટા શીટ
ദശാഭുജം,દશકોણ
ദശാഗ്രാം,ડેકગ્રામ
ദശാമീറ്റർ,ડેકેમીટર
ശോഷണ സൂചിക,સડો સૂચકાંક
ശോഷണ വക്രം,સડો વળાંક
ഗംഭീരമായ പ്രവർത്തനം,ભવ્ય કાર્ય
ദേശിഗ്രാം,દેશીગ્રામ
ദശാംശം,દશાંશ
"ദശാംശം, ദശാംശം","દશાંશ, દશાંશ"
ദശാംശ കോഡ്,દશાંશ કોડ
ദശാംശ കോഡ് ചെയ്ത അക്കം,દશાંશ કોડેડ અંક
ദശാംശ വികാസം,દશાંશ વિસ્તરણ
