Hindi,Gujarati
जलनिकास,ડ્રેનેજ
कर्षण,ટ્રેક્શન
1.दवा पिलाना 2. दवाई से तर करना,1. દવા આપો 2. ભીંજાવો
प्रसाधन (बीज),સૌંદર્ય પ્રસાધનો (બીજ)
1.बरमा 2. उथली भूल 3. ड्रिल 4. वपित्र,1. ઓગર 2. છીછરા ફોલ્ટ 3. ડ્રીલ 4. ઓગર
1.सूराख करना 2. बेधन 3. बरमाना,1. છિદ્ર 2. કવાયત 3. કવાયત
1.वेधना 2. ड्रिल से बोना 3. ड्रिल से डालना,1. ડ્રિલિંગ 2. ડ્રિલ વડે વાવણી 3. ડ્રિલ વડે રેડવું
बूंद-बूंद सिंचाई,ટપક સિંચાઈ
शुष्क खेती,સૂકી ખેતી
1.धूल 2. बुकनी,1.ધૂળ 2.બુકની
1.धूलित्र 2. प्रकीर्णक,1. ડસ્ટર 2. સ્કેટરર
बुरकना,છંટકાવ કરવા માટે
1. बौना 2. वामन,1. વામન 2. વામન
वामन पिरामिड,વામન પિરામિડ
वामिनीभवन,વામિની ભવન
पारिस्थितिकी,ઇકોલોજી
अर्थमिति,અર્થશાસ્ત્ર
आर्थिक दक्षता,આર્થિક કાર્યક્ષમતા
परिस्थितिक प्ररूप,પરિસ્થિતિગત પ્રકાર
बहिःस्तरपोषित,વધારાનું સ્તરીકરણ
मृदीय,નરમ
मृदा विज्ञान,માટી વિજ્ઞાન
1. मेड़बंदी 2. किनारा बनाना 3. किनारा बंदी,1. બ્રિજિંગ 2. એજિંગ 3. સ્ટ્રાન્ડ ક્લોઝર
खाद्य अंश,ખોરાકનો ભાગ
मांग की लोच,માંગની સ્થિતિસ્થાપકતા
उत्पादन लोच,ઉત્પાદન સ્થિતિસ્થાપકતા
विद्युत्-अपघटन,વિદ્યુત વિચ્છેદન-વિશ્લેષણ
वैद्युतकण-संचलन,ઇલેક્ટ્રોફોરેસિસ
अवक्षालन,બાષ્પીભવન
1.विपुंसीकारित्र 2. बंधकारित्र 3.विपुंसीकार 4. बंध्यकार,1. શિરચ્છેદ કરનાર 2. જંતુમુક્ત કરનાર 3. શિરચ્છેદ કરનાર 4. જંતુમુક્ત કરનાર
1.मेड़ बंदी 2. डौलबंदी,1. વિયર બંડી 2. સ્ટ્રોબંદી
भ्रूण,ગર્ભ
1. भ्रूणविज्ञान 2. भौणिकी,1. ગર્ભવિજ્ઞાન 2. ભૌતિકશાસ્ત્ર
1. निकलना 2. निर्गमन,1. બહાર નીકળો 2. બહાર નીકળો
पायसीकारक,ઇમલ્સિફાયર
अंतर्जात,અંતર્જાત
अंतः सूत्री विभाजन,આંતર-બિંદુ વિભાગ
अंतः परजीवी,આંતર-પરજીવી
भ्रूणपोष,એન્ડોસ્પર્મ
उद्यम,એન્ટરપ્રાઇઝ
कीटविज्ञान,કીટશાસ્ત્ર
पर्यावरण,પર્યાવરણ
1. प्रकिण्व 2. एन्जाइम,1. એન્ઝાઇમ 2. એન્ઝાઇમ
दलपुंज कलमबंदी,ક્લસ્ટર કલમ બનાવવી
1. अधिपादप 2. एपिफाइट,1. એપિફાઇટ 2. એપિફાઇટ
समानधारिता,ઇક્વિટી
उन्मूलन,નાબૂદી
आवश्यक पोषक तत्व,આવશ્યક પોષક તત્વો
1. परिमापन 2. कूतना 3. आकलन,1. માપન 2. જમ્પ 3. આકારણી
पांडुरता,સુંદરતા
सुजननिक,સુજનનિક
मूल्यांकन,મૂલ્યાંકન
वाष्पनमापी,વરાળ માપક
वाष्पन-वाष्पोत्सर्जन,બાષ્પીભવન
सदाहरित क्रांति,શાશ્વત ક્રાંતિ
1. सदाहरित 2. सदापर्णी,1. સદાબહાર 2. સદાબહાર
विकास,વિકાસ
उच्छेद करना,કાપી નાખવું
परिक्षय (उर्वरता),પરિક્ષય (ફર્ટિલિટી)
शोषण,શોષણ
1. खोज 2. अन्वेषण,1. અન્વેષણ 2. અન્વેષણ
1. बहिर्वेधन 2. उत्सारण,1. ઉત્સર્જન 2. ઉત્સર્જન
आंख,આંખ
1. कारक 2. घटक 3. उपादान 4. साधन,1. પરિબળ 2. ઘટક 3. પરિબળ 4. સંસાધન
कारक उत्पादकता,પરિબળ ઉત્પાદકતા
आढ़तिये का बट्टा,વેપારીનું ડિસ્કાઉન્ટ
क्रमगुणित ब्लॉक डिजाइन,ફેક્ટોરિયલ બ્લોક ડિઝાઇન
विकल्पी,વૈકલ્પિક
1. पड़ती 2. पलिहर,1. પટ્ટી 2. પાલિહાર
कुल,સ્થૂળ
प्रक्षेत्र मूल्यांकन,ક્ષેત્ર મૂલ્યાંકન
प्रक्षेत्र का बजट बनाना,ફાર્મ બજેટિંગ
कृषि व्यवसाय,કૃષિ વ્યવસાય
प्रक्षेत्र नियोजन,ક્ષેત્ર આયોજન
1. किसान 2. कृषक,1. ખેડૂત 2. ખેડૂત
1. कृषि 2. खेती,1. ખેતી 2. ખેતી
संघट्टन,અથડામણ
बहुप्रजनन,બહુવિધ સંવર્ધન
किण्वन,આથો
उर्वरता,ફળદ્રુપતા
उर्वरक,ખાતર
उर्वरक उपयोग दक्षता,ખાતર ઉપયોગ કાર્યક્ષમતા
रेशेदार,તંતુમય
1. खेत 2. क्षेत्र 3. स्थान,1. ફાર્મ 2. વિસ્તાર 3. સ્થાન
मृदा जलधारिता,માટી પાણી હોલ્ડિંગ
प्रक्षेत्र प्रदर्शन,ક્ષેત્ર પ્રદર્શન
1. स्थिरीकरण 2. यौगिकीकरण 3. निर्धारण,1. સ્થિરીકરણ 2. ફિક્સેશન 3. ફિક્સેશન
1. आप्लावन 2. अधिसिंचन,1. પાણી ભરવું 2. ગર્ભાધાન
प्रवाह आरेख,પ્રવાહ રેખાકૃતિ
खाद्य मान,ખોરાક મૂલ્ય
चारा,ચારો
पूर्वानुमान,આગાહી
वन,વન
वनरोपण,વનીકરણ
1. ताड़पर्ण 2. प्रपर्ण,1. તડપાર્ન 2. ફોર્મ
तुषार रोधी,હિમ પ્રતિરોધક
1.पाला 2. तुषार,1. પાલા 2. બ્લાઈટ
1. हिमशीतित 2. हिमीकृत,1. સ્થિર 2. સ્થિર
फलन,કાર્ય
1. फल पातन 2. फल का झड़ना,1. ફ્રુટ ફોલ 2. ફ્રુટ ફોલ
फल बनना,ફળ બની જાય છે
1. धूमन 2. धूम देना,1. ધૂણી 2. ધૂણી
कवकनाशी,ફૂગનાશક
कवकरोधी,ફૂગપ્રતિરોધી
कवक,ફૂગ
1. खूड़ 2. सीता,1. ખુદ 2. સીતા
1. संलयन 2. संगलन,1. ફ્યુઝન 2. ફ્યુઝન
रूआं,કપાસ ઉન
रोएंदार,રુવાંટીવાળું
1. वृक्ष व्रण 2. पिटिका,1. ઝાડનું અલ્સર 2. પિટિકા
1. युग्मक 2. गैमीट,1. ગેમેટ્સ 2. ગેમેટ્સ
1. उद्यान 2. बाग,1. બગીચો 2. બગીચો
1. पनसाल 2. जलमापी,1. પંસલ 2. હાઇડ્રોમીટર
जीन संग्रह,જનીન સંગ્રહ
जीन टैगन,જીન ટેગોન
वंशावली विज्ञान,વંશાવળી
जीन मानचित्र,જનીન નકશો
आनुवंशिकी,જીનેટિક્સ
1. जीनोम 2. संजीन,1. જીનોમ 2. સંગેન
संजीनी संग्रह,સંજીની કલેક્શન
जीनोमिक्स,જીનોમિક્સ
जीनप्ररूपी,જીનોટાઇપ
1. जीनी संरचना 2. जीन प्ररूप,1. જનીન માળખું 2. જનીન પ્રકાર
वंश,લિનેજ
1. जीनस 2. वंश,1. જીનસ 2. વંશ
1. रोगाणु 2. जर्म,1. જીવાણુ 2. જીવાણુ
रोगाणुनाशी,જીવાણુનાશક
अंकुरण,અંકુરણ
1. जननद्रव्य 2. जर्मप्लाज्म,1. જર્મપ્લાઝમ 2. જર્મપ્લાઝમ
जिबरेलिक अम्ल,ગીબેરેલિક એસિડ
ओटना,ઉગાડવું
तुष,ટશ
1. लसदार 2. ग्लूटिनी,1. ગ્લુટેન 2. ખાઉધરાપણું
ग्लाइकोलिसिस,ગ્લાયકોલિસિસ
नाइस,સરસ
स्वर्णिम क्रांति,સુવર્ણ ક્રાંતિ
1. श्रेणीकरण 2. वर्गीकरण 3. स्तरीकरण,1. વર્ગીકરણ 2. વર્ગીકરણ 3. સ્તરીકરણ
1. कलमबंद पादप 2. कलमी पौधा,1. કલમી છોડ 2. પેનમ્બ્રલ પ્લાન્ટ
कलम असंगत,પેન અસંગત
ग्रैना,ગ્રેના
कणिकायन,દાણાદાર
हरी खाद,લીલું ખાતર
हरित क्रांति,હરિયાળી ક્રાંતિ
वृद्धि और परिवर्धन,વૃદ્ધિ અને વિકાસ
1. गोंद रोग 2. गोंदार्ति,1. ગમ રોગ
भिन्नस्थ - उभयस्त्रीलिंगी,વિષમલિંગી
1. प्रकृति 2. स्वभाव 3. रूपगुण 4. स्वरूप,1. પ્રકૃતિ 2. પ્રકૃતિ 3. રૂપગુણ 4. દેખાવ
1. ओला 2. करकापात 3. करका,1. ઓલા 2. કરકપાટ 3. કાર્કા
रोमिलवैच,રોમિલવોચ
लवणमृदोद्भिद्,ખારા ફોલ્લો
हैरो,હેરો
1. तुड़ाई सूचकांक 2. कटाई सूचकांक,1. હાર્વેસ્ટિંગ ઈન્ડેક્સ 2. હાર્વેસ્ટિંગ ઈન્ડેક્સ
1.कटाई 2. कटी फसल 3. तैयार फसल 4. उपज,1. લણણી 2. લણણી કરેલ પાક 3. સમાપ્ત પાક 4. ઉપજ
1. तोड़ना 2. कटाई 3. तुड़ाई,1. તોડવું 2. લણણી 3. તોડવું
1. अंडे से निकलना 2. अंडा सेना,1. એગ લેઇંગ 2. એગ ફોર્સ
सूखी घास,સૂકું ઘાસ
सूखा चारा,શુષ્ક ફીડ
गंजी,ગંજી
धुंध,ઝાકળ
धुंधता,ધૂંધળું
1. बाली 2. सिट्टा 3.मुंडक 4. शीर्ष 5. सिर 6. सिरा,1. બાલી 2. સિત્ત 3. મુંડક 4. ટોપ 5. હેડ 6. સિરા
सिरा (नाली का),ખાંચનો અંત
शीर्ष छंटाई,ટોચ કાપણી
बाड़,વાડ
अधिरक्षण,કસ્ટડીમાં
कुंडलिनी,કુંડલિની
हेमैटाइट,હેમેટાઇટ
1. शाक 2. बूटी,1. ઔષધિ 2. ઔષધિ
1.वनस्पति संग्रह 2. वनस्पति संग्रहालय,1.બોટનિકલ કલેક્શન 2.બોટનિકલ મ્યુઝિયમ
शाकनाशी,હર્બિસાઇડ
आनुवंशिकता,આનુવંશિકતા
वंशागतित्व,આનુવંશિકતા
उभयलिंगी,ઉભયલિંગી
विषमवर्णी,હેટરોક્રોમેટિક
विषम-निषेचन,હેટરોફર્ટિલાઇઝેશન
1. संकरओज 2. हेटेरोसिस,1. હાઇબ્રિડોઝ 2. હેટેરોસિસ
लिंगक्रोमोसोम,લૈંગિક રંગસૂત્રો
परपोषित,ઉછેર
षड्गुणित,હેક્સાડેસિમલ
शीत निष्क्रियता,ઠંડી નિષ્ક્રિયતા
उच्च सघनता रोपण,ઉચ્ચ ઘનતા વાવેતર
1. पिंडलक 2. हिल (धान),1. પિંડલક 2. ટેકરી (ડાંગર)
आयतचित्र,હિસ્ટોગ્રામ
उच्च तकनीकी औद्यानिकी,ઉચ્ચ તકનીકી બાગાયત
1.करंड 2. छत्ता,1. દહીં 2. મધપૂડો
1.गुड़ाई 2. गोड़ना,1. નીંદણ 2. નીંદણ
जोत,હોલ્ડિંગ
निजी फार्म,ખાનગી ફાર્મ
समस्थिति,હોમિયોસ્ટેસિસ
वासभूमि,વતન
समांगता,એકરૂપતા
1.सजातीय 2. समांगी,1. સજાતીય 2. સજાતીય
समधर्मी,સહાનુભૂતિશીલ
समयुग्मज,સજાતીય
1.खुरलिका 2. खाद्यधानी 3. हापर,1. ઘુર્લિકા 2. ખાદ્યપદાર્થો 3. હાપર
1.संस्तर 2. क्षितिज,1. સ્તર 2. ક્ષિતિજ
औद्यानिक फसलें,બાગાયતી પાક
1. उद्यान विज्ञान 2. बागवानी 3. उद्यान कृषि 4.औदयानिकी,1. બાગાયત 2. બાગાયત 3. બાગાયત 4. બાગાયત
